AgencyID,PostalCode,AddressLine2,NumberCars,FirstName,OwnOrRentFlag,Income,MaritalStatus,LastName,MiddleInitial,AddressLine1,State,Phone,Employer,NumberCreditCards,Gender,City,Country
Eep5754,jdaocqcpbeu,NGMSIMWUIRRQYGDQ,4.0,Ysxiwnflqw,O,214323.0,U,Eepohazitvoctulvgcjsbzywoqcj,v,Qgfimaxcdzfgxycakegwjkanhipmj,AR,1-197-477-7970,Iron Mountain,10.0,,Yellow Knife,Canada
kae5755,OATKAE,Tjhwrbvvqttnjtewescvxghcimhstdfmrwukpjrcarskzrf,0.0,Fanbowpvylnvj,U,261696.0,U,kaemlkmxxbair,,Sopkgaejjdgbbzaeagjdveljxdkcmqid,WA,1-326-692-1873,WABCO Holdings,9.0,,Cheyenne,United States of America
Tht5756,,Fhhanuxitrqxehwhdicfusmrwewzrpfctfoabjgeipdqweundtaw,3.0,OSUWD,R,384236.0,,Thtoogrrsbptqof,,oqkdgxvciclzlloaolfkskbshaispmegstrsojsbkexpfesccvnneckbl,UT,1-944-521-0141,CB Richard Ellis Group,3.0,f,Portland,United States of America
EPV5757,,fvgzaxjnohgldlgdbtycbpnkuqtusppjxyckjmfbozgynpdupl,3.0,Ouopiebgfuykjkdutekdhfip,O,209766.0,S,EPVDICIYMQ,c,Mylrxmrduecatpxnaoxottxtsydkksnidegujaauiwjqjqvomzgxqrvswlhgdxcblxjdqgdblrl,AL,1-123-737-8048,Nacco Industries,0.0,F,Kansas City,United States of America
Qlr5758,zwtlli,yxfxykapdtuyidnkbajajbxacbwgdwxjrxrsxopftjjdpuxqf,3.0,MKVOKHYTJDFV,,492662.0,M,Qlrnuetrnlfbzqvqp,v,Bkeqwxokcpjystnbwi,OH,1-532-052-6694,Pitney Bowes,2.0,,Des Moines,Canada
YXC5759,Qbeqyc,BYWEYWKYANTDDFFFLAKXLSJRKTBVDFABL,1.0,tzztplqvetdfkogldwqbvtrijxgwen,O,54194.0,,YXCUADCGSESVZPUFKZIDHIQQ,,ebzdcqabidoalzkmxwwezfgpghnnqqnggyc,AZ,1-518-783-2939,Assurant,9.0,,Huntington,United States of America
PBW5760,Vutsshwxr,kutznimrqwowdxkovdfqbdivtztokihfx,3.0,EPJHGHRENEPFABM,O,418313.0,M,PBWSEOMRWRODEERHTBQRQDPOJS,U,VHECKHAZIAUPTQWDQTS,AR,1-974-420-2209,Torchmark,,,Oakland,Canada
WZA5761,ywbhql,inbvfjhcanwhnwyoazkmlqxqwnckbzaynheixptnjxgxplhlooqjrvs,0.0,dianiklqvefwilz,O,6760.0,,WZAIKMUJHNSBLUUWI,n,Hvqqypizsrblvingtvnaflyxxqousdieiaxjjyhdyikdotvafmmdeucqrfkxadyawmgnqnxnerksd,Newfoundland,1-346-360-1837,Beacon Roofing Supply,8.0,,Shreveport,Canada
CNX5762,Kuxshm,IBFJLVDJUUTJKUFNAZQAUKO,5.0,Xaluhkchhfqilkmgrbepecxoehmqt,R,457350.0,,CNXJTKNME,,Eaiqdsmvchcthetrvdrfwjfobetgxzbk,AZ,1-249-447-0584,Iasis Healthcare,10.0,,Milwaukee,Canada
Okb5763,VPMWLCS,Ctxdenlgun,2.0,Rfbucvihksnkukqgdpldpsywgl,O,423521.0,M,Okbgmobtenlimdecgdsivgwjk,d,Teykymxeaydclosqbzshgrgjoxqtruedqlgu,PA,1-200-347-8351,Smurfit-Stone Container,7.0,F,Vancouver,United States of America
Nes5764,Gduajc,Tttotvsuwuwbalxvlpfcdlqmujcleooxojtbuhualtsmmwhoiznuphhqdtpfcrxishtle,0.0,Vzhcdndpohnagqilvtkfmqd,O,267977.0,M,Nesguccedwesagqybhaptpnat,,rllehiyijgicrnxduzy,GA,1-897-650-9815,Broadridge Financial Solutions,10.0,M,Halifax,United States of America
FOH5765,,RBJHGMCUMPQBMNWSPYFGVJEVQIXKT,1.0,Skbstdjqyshjbfknpwdapebgfishbu,O,196315.0,U,FOHYZTHUPATVRTLD,M,ukpnremlrfejwlkxgktfnisor,FL,1-253-588-0889,Paccar,1.0,,Lakewood,United States of America
hqe5766,AXPFZ,Jduuspvwvubikcbbuadds,5.0,FICXFFXFDMTYVMTFAUPCK,,322750.0,W,hqeellkgzvaqqqjw,,TDMGVCMDQYUUTLHOOWDNLHGIVKNVHPVWW,OR,1-680-499-8866,TD Ameritrade,5.0,,Newport News,United States of America
VZW5767,OPXVVWTETMH,Qyjkddolwr,3.0,Zxnweetzeieykduxgsiwvxu,O,496363.0,U,VZWCVZVUQETXQ,,Ymmvzhnue,Quebec,1-571-019-6227,KAR Holdings,10.0,,Stamford,United States of America
Hvi5768,Gahocbalqke,VLQPQMGQLOUFOVQVMCPWGDMMJGAGXWCBPPYHELJBUVFUYRHYSZKJHSYV,2.0,Lpyfv,O,289848.0,M,Hvimbcstugjxykvygy,K,WCSGLRNXDCUJBSOCPWBGKMZNNPJGH,OR,1-056-996-1838,Ball,0.0,,Newport News,United States of America
Xiz5769,RUGTETFGO,kwpiwtgjtmzxareoxenkjexcbreheuobsdibaihqhxzdjpt,3.0,ZJKCPSIJJHYFLWILMNEOO,O,458560.0,M,Xizmphwbistrfft,,EVIIHCCWLJWDKOFXSWFQREMKIDSMLPLDRUIORSUSRGSQNWTFMLAYUO,PA,1-802-968-8478,State Street Corp.,7.0,m,Shreveport,United States of America
grl5770,Mnbylosjxo,Pgfiryinmpvckshkgexilxyglmyvisntiwpdudjerafebnzxuuippt,,wkbmlule,O,489162.0,D,grltfqtfbsdhedlolovmkfcdcg,X,KOMOLKCGBBCKGSJOEGVFPORHXXBBEH,Newfoundland,1-450-541-2151,Unitrin,10.0,,Baltimore,United States of America
Qkn5771,XZLYWXPAFMIG,Ymgliurqevbw,3.0,Rcrbngjnajeigpnnssknvrqa,O,370729.0,S,Qknigzzois,,Sxeptmphnsbyukrysvimqkvjfcaxc,ME,1-191-908-9066,Amgen,0.0,F,Los Angeles,Canada
Ded5772,TKQEXUYJA,adwaphdkfytghzgfchwvbwpdpdpgemhqcigjhfnhhjuqievyqwjngd,2.0,Fdspfbdnnpfakugwvleq,O,8966.0,U,Dedapjtvgnskbzljmlmnlqwvw,N,Kndminhojtevdixhtxwmxrlibvjhldkiinszpwaoxfaovjuauntyxdnprtoszircgtyjv,British Columbia,1-970-054-0184,Vishay Intertechnology,7.0,,Tampa,United States of America
Agf5773,frtxp,,4.0,Iwkqbyahdjchzqokznuxcjuc,O,132199.0,W,Agfswxslnsvxqpbliniwtmhxzttg,,agwxlbhsbnfbgucqsvnnnjklglqcjbqgntcybsbtvufrilnpfpwfpgbhcbfbuxcyjfkqstwrf,VT,,,10.0,f,Hialeah,Canada
Ryc5774,TLRVZCXW,LTWHDMZOMMURVOHBLWXILGFCJOCGYW,5.0,Pkdtns,U,327806.0,U,Rycojhreobaoerrwlvhway,O,MNJBCUWIFEIBEHSCNSUPPEQNJTPF,AZ,1-429-994-5428,Progressive,4.0,f,Huntsville,United States of America
Fxs5775,Bgzcw,Wedxzsgfzcpbvxvbwuqzdxlpxtucxyowoemezhkgvxmvzdknsltdugusxakstpzuuane,1.0,Mrifiejnxwglomppdoudcg,O,,M,Fxssomwdcowgfboqmizcp,T,OXCJVCHKPSIPKW,Quebec,1-642-000-0638,TRW Automotive Holdings,7.0,,St. Paul,United States of America
Vgt5776,Xmaasimokkun,Bomwhnlcaehcmethfagakhidqktaixpbejakrgrkyfgrrvkolduomvatmnvvsumu,2.0,Xualsrbjigdhpcnwxucwler,O,350313.0,M,Vgtcklppxqaxa,O,Gwmtwmvacxlxjhukpxfaxtpclizyybrzvycjdvhlksykihpxrkxwho,Ontario,1-666-931-1228,United Services Automobile,1.0,,Detroit,United States of America
BQD5777,Tcirxt,Varvbwazkbcadmopzgiwbsbaojjuxbxcrqdfysvqcuuijeigjtttoglreoixwjetzxeyvsxmj,5.0,GJPEPOXXVMSUUEEFQPVHLO,O,365217.0,W,BQDWVSKNEJTIQM,I,Nparpcnbhwsbtvdguorpckvobfunhwbgwcbbdjnznmwuojkbqszxgqikuhioqoqmmncac,NC,1-151-687-4341,Marriott International,10.0,f,Dayton,United States of America
FCI5778,Scuxbzzeaa,Spbimknbnplidsxdyyepsyzwfqbwluujwgannqte,3.0,Jthzmlngwzhlhc,R,211913.0,S,FCITAVFOJRAHVBNFO,,Lundthpygtzhshqgsnvoruqkbspfnprgortdmcw,Nova Scotia,1-827-620-4756,Acuity Brands,3.0,,Sudbury,
Jhe5779,Oqqidyxs,HWIAXOQMTPORZDTBFBGJLOTRIAXGTMDKSEUIOMJCALJDRTBKNJCESKKJZVGAKUEEEYLJVTMOETLEME,2.0,FJSAKNRGVVRBILDNILSVSOSOKLFC,O,436004.0,M,Jhevhqsnejvox,m,Rtjohqidpdo,FL,1-964-442-0566,W.R. Grace,4.0,,Charlottetown,United States of America
BSJ5780,NQPBCVNGAX,njnfrbxlweqwnfax,5.0,Fvcgqb,R,338807.0,U,BSJMULELYEYFPR,,KDXRPDCCTPTNHGGLNEIWXYZNIILZAPOPTSQGJBXRNNDVPSWTGPVXRNUU,SD,1-160-010-3755,CACI International,8.0,,Toledo,United States of America
mej5781,Dkrgiqoo,Lpuwwvtsevezndqel,5.0,ATYFFHBLFLXEPIZCPXSKLAVPT,O,305332.0,M,mejdjjbvdrlonfoqnmlstkdgcysafp,K,vnvjvvmsealvpfqilrivbhrrn,ID,1-520-309-5439,Yum Brands,2.0,f,Irving,Canada
Jkc5782,BTVTEPS,Suzjwlndpkgrv,0.0,Pctvevhtyznfnh,R,279368.0,M,Jkcujgacqgltohuahkfsshgvbxla,,odbxvqsofdwlrlsvwre,NE,1-536-614-0841,Stanley Works,9.0,,Mobile,United States of America
FNU5783,Bhyeesrgspb,Brpthfbbabimkvnwmhuoktrxbmtc,3.0,Yhnfpxvygmyscqsuy,O,387915.0,M,FNUAYZDXKEFBERYZLNA,,vcywodxrpvlbdvktjivuqzbhsctxgrszpfzxwvzxryamxqdhaqixibtouhhfpdkhtubuvvekas,TX,1-278-766-6459,Sanmina-SCI,3.0,,Scottsdale,United States of America
VZG5784,SFBWK,kohqvcrftvtyxhzqwo,5.0,KYFIS,O,452291.0,U,VZGLU,H,ktflzltrpwynqasaadmxgzsubbiaesrowhcufzgfldrgsfvrunvdfpfjzbpvpdotiyotpplw,AL,1-020-469-6368,Exterran Holdings,10.0,M,Worcester,Canada
WKQ5785,Dqytnfzg,qannfozbvhejehhlscwgkxrcbhpswhxcoqvxvmkrpkrfpcebajefqtnfgujc,0.0,Njbhltkcjvqqvztlfcjokzz,O,48907.0,D,WKQFRSAEV,R,Gaawnakuhngvvlmryrfhcwm,Ontario,1-937-150-8557,Dollar General,8.0,,Pembroke Pines,United States of America
ssl5786,Yxttojahhmgu,Klbuzxxnxzrbesejzjzkotpqrmcvoopdukbtnupazomifpowkixvncihsoygorotjhleq,3.0,gkzhqkzzrx,O,57332.0,M,sslrsfhizu,,qgieqwfdrslcrzvqqxuvikrtknzfudljeixkrdtklqacfjdprjovccbimzmdgixkjxagtkpihkxw,AL,1-297-829-3458,Jo Ann Stores,4.0,,Milwaukee,Canada
iaq5787,Vsaedzxxri,Trvqmafknbsougrhiofibisipmezgmuerdiybjrafancbuywauxwuvjypsey,5.0,vjovioocovxrdo,R,114585.0,S,iaqfyhyff,,HJQSFDEJCWVAOHEAVBHPLTYQNMQLJSUMXTQFNBUYKQWRORFBRNTDBPXKQPSAQF,GA,1-340-898-0539,Fluor,5.0,M,Hialeah,United States of America
Xbu5788,Hmlvhdhw,Tthsxdsvwxdxuyptbbczeikca,0.0,vgakpnjnxcvszualu,R,25625.0,M,Xbugwtdbbjckvjgtfmptprpworha,,Yphwerkwrszfsrckwjgmjqdiavausfnrebiosnlz,CT,1-624-109-1727,KeyCorp,7.0,F,St. Louis,Canada
Vgz5789,Mqevvhlxvv,Jwdjwfpsppnbbqemtvn,2.0,qeqqreqyvkepwvop,R,220313.0,M,Vgzzxjseqwciyzugnkjqnvtdb,,ZSLVIUDWSLBQIESUHUBIUKRSCTPJKHXNTIBQWWVSEEMNYNXPHEVLT,ID,1-714-585-9633,FreeportMcMoRan Copper & Gold,3.0,F,Jacksonville,Canada
XGJ5790,Iokmrgsjecjx,ANPYSRFGVOZGWIJZYWVUXJZRWDOWKDUHMUMTFVECVGLZQQLFOOTXMNCLVFSITPSVSGNQE,3.0,IRGBQNOTNRXUQQEICW,O,290703.0,S,XGJRWDDOIJLOJ,E,,WY,1-624-044-3060,AES,5.0,,Kansas City,United States of America
naz5791,nnkqzz,DRTIRMODXFVUJBITESHBIDAURJGUKLQPOFPI,5.0,Jbubzcxxhdbhludaso,O,460718.0,M,nazpxqujxpxrhldgdkbrquwi,k,SXCDIFSLHCVKPVSSAUEOORUJNJFKPRFLSZIHLXGECWTLQMMPNZYJDTTERAIJBLDNAKZOHVAW,Manitoba,1-597-840-1855,BorgWarner,5.0,M,Riverside,Canada
Euv5792,TDTLYJUTNU,Uoseyorinltbtekteuibfsnfftuqjorwcckjokhjlhmlaeuvcafvql,4.0,Ulgeauqtbuqu,,431662.0,S,Euvqzbgmjoksgdflhqrmbbkafgfd,o,Divrxhfsooj,Quebec,1-564-153-7282,Medtronic,8.0,F,Charlotte,United States of America
Qvv5793,cwokb,xpqjhcuksdxznzxnmhtrotpimettsazjaaafrjhuyonnjarhrmtutzhuud,0.0,XPBBGEEBXXPYUMFZ,O,181143.0,S,Qvvtoumbbyrfwedwuznyitjtk,L,,MS,1-493-222-0620,Universal Health Services,3.0,,Las Cruces,United States of America
grx5794,Sgxfyf,Waefnluakcajnoinrcenayrelxnymbheh,4.0,honvqjpdnqmlsk,O,337318.0,W,grxnfsvputvooegzbsojmofjcjob,B,hjkqkmjtcsywubqytgkvrdiwcgtxhka,PA,1-484-821-7541,Casey's General Stores,1.0,,Vancouver,United States of America
Vmq5795,TIYGHGSRS,gwsyxcjeliusyaghbguxrzikxbnvyvbjcp,0.0,ejjxmnpuvfkfecw,R,443698.0,U,Vmqwbppdafepjofbftsqictwq,,IMPPPEQIZXOXSCPKOAXEBDRXJQJQKPCEGZFIQMRTLQHWROTEIDTXMM,TN,1-015-580-1889,Dynegy,8.0,F,Cheyenne,United States of America
Ejt5796,Vaxvfylpid,Gxgxdogufhsxettxqzipqysebdsihwjjycxac,1.0,Qjifnxkhf,R,364351.0,S,Ejttkhdjacluyvbcpqg,q,HWBGEAJSUKDQFUPBF,MT,1-919-939-7535,Hershey,7.0,,Naperville,Canada
Ado5797,JMXIJLWPWVE,PDNCSIWNKBMSRLNHLGTUVQBJXVJIJRKYYQMUBHYFOJCRIDLMNWADWDYZTSWXTGTW,3.0,MDTGXQKBFCMQORWAYAFPEZUWF,O,176416.0,S,Adomizrydgjz,T,NVUFIYOMGSGPPDGIXOPJAKDDMBBS,MO,,Pulte Homes,9.0,,Madison,United States of America
Suq5798,Xnaifikvg,Gwtlmlushlkcsmypuzwcpmmqolqvwjkrozbpjgodvwkcagfaysljtjqogbrj,0.0,WEMQYQOAPPP,O,266734.0,S,Suqraltulmnohkooskzkcg,j,NVEGVZURKXXWYRQWCNREINGIFYMOLAVKBUDSPIIYOHJNDUDTHYNWZUPLMXWVMDJICXICKGTGWNTGIDXP,NH,1-815-708-3233,Sigma-Aldrich,1.0,,Bellevue,
Egc5799,fcerzfqw,Jgxttmznihfnuzurwhxigqyhyddwbpiuigevnuepxtphovqyveinmywswtlpmwpasiwvqxzdrgvkbrbx,3.0,Orbgazfwsncexfbnjobnnfztga,O,92785.0,S,Egctcbkqcv,K,,NH,1-404-516-9311,Archer Daniels Midland,3.0,F,Beaumont,United States of America
tgk5800,Vorxqxnbab,,4.0,KUUGNTNADAHPOENFR,O,183561.0,S,tgkomvqeqlogdc,Z,Sqgghxwfpgghowfnppefraoiqkayrhhdnphsuoqzjclzqauinxsliamgkjtuhwzpdezpgckushpsg,AR,1-953-478-6419,Juniper Networks,7.0,M,Grand Prairie,United States of America
Ybq5801,Mbzecxrpfa,Slonl,2.0,uxhtlpsfk,O,104925.0,W,Ybqqhabrfxokktufwqunupngqfx,H,hqlophdbhbmlmkvpmjzkfdvtpwpavuod,HI,1-758-874-6803,Inergy Holdings,7.0,,Hayward,United States of America
Pso5802,UPHPIIOBARKC,xbjicvxfijwsosgcypls,5.0,Hhvwrizvzoxi,O,92376.0,S,Psortbvxiufuhsnmpixo,,Obaszqhsdcmfbpsctsvntypuespet,OR,1-681-243-6695,Sherwin-Williams,2.0,F,Eugene,United States of America
YIL5803,ndxcdbnvq,ihzkceaxwmpffzicboadbghigmpynlkkrinoepirym,3.0,Ybebiiqxfcrksglnkxposhiuqsdu,O,450501.0,M,YILVATYJXDIOIDQHCZLUB,Q,wjydrvdms,NE,1-866-865-1785,TIAA-CREF,7.0,,Newport News,United States of America
Ber5804,OIVFHO,Yerdevqieacbkhrjokqvtftbvvseldvvhhtgseignrvjxfshepczlfveus,1.0,Gbmodxanfjwjimurzfjviaflc,O,61215.0,U,Berdkgbvjhgkfanactwxhdkfvmuhpm,u,Cuaikgtqoiwptgvwrufczuwewmpseivyotzea,Prince Edward Island,1-016-620-6501,Beckman Coulter,3.0,,Waterbury,United States of America
Rqp5805,Vryrrdgrfd,Wwpcejkgjeulveflexbvjocffylomovseracbsnnprujsvlnwidrbtrxyrpcwpekrxblsdcsftqe,4.0,ijaxankdlotvevtg,,414342.0,M,Rqpnvdyzbral,,Fqnemwmfzwfxtput,AK,1-461-264-0240,Xilinx,0.0,,Dover,Canada
SFB5806,Vgbdcwxzriqp,yqqdfzefakmwwawsxwwkbdfdxgzp,5.0,Kqpgq,R,266087.0,S,SFBKJMAKNVSZJWCNDOLD,,qulxkmancnltjlnfcyzvt,FL,1-736-416-6064,Curtiss-Wright,5.0,,Oshawa,
Aqk5807,Unxyweerpyaw,HHLGJXGDQGDFUWDP,5.0,Svsxzaq,O,92065.0,,Aqkodjsyitlfxmdocpjssn,W,Grnoeseegmwhhpstyoybutcsqbuyqtirtazcsnklgjvcmizynwicwztmqavoafe,NY,1-141-775-7610,Medtronic,2.0,,Vallejo,United States of America
EDL5808,ROPHRSJVQ,Xwfzjfxzkkcrcwmrvttccxouokqhnkwkmjewmpbaepjgsftgplkhhdmbqidopulidgwhnaapwp,4.0,jxslfxr,O,253325.0,M,EDLMMNQRRGBIMUBVQPNP,,Zwpongjxkdmhfst,WI,1-384-838-1595,Medtronic,0.0,m,Grand Rapids,United States of America
Ruv5809,HUVVBB,Elduppmskeulyahesupradidhyqugufvwof,3.0,TDWEGVWANUCPOKT,O,159848.0,M,Ruvgplfue,s,NKKRHILUBKYVPGSNLXELXXPTWAKBHUVQQZRCRIUFMVZFMBJEVGWDHLEI,HI,,FreeportMcMoRan Copper & Gold,4.0,f,Lakewood,United States of America
Thu5810,,Maxqnimaatotlnzah,2.0,Kdoxdy,O,,U,Thuyvoclnhcmfh,,hefpts,RI,1-913-200-4915,Plains Exploration,3.0,f,Raleigh,Canada
Atm5811,,Njpkbxfylwaddsvqbwmgrxk,0.0,Xcfasvpg,O,456009.0,M,Atmyl,g,Eviwekeukubmhaotcrjdgbwxjcfodoigmgacyegyjckwqcnxahwjquprtmizujj,WY,1-009-679-0990,PNC Financial Services Group,10.0,,Glendale,United States of America
KNG5812,xnjfnyjzzxe,cqrlcwgenwclbpyyoydwalmxgcluftlqiwvzlwqevdkongiejxaxbmkyduzhlntxiixjcas,1.0,Imledpbeetjaudhg,O,398094.0,M,KNGAIFEBVFQFEXGQMPVADCAB,P,ZADXMTTZMANFNRMPMOJJBNRTEENGRIDFFFCFXJXNGVJKKKXPNHFCCSNWGY,NV,1-590-180-0946,McKesson,6.0,M,Arlington,United States of America
Xpg5813,Eijbaokfti,Tuvuprelvcregoazcclbkuquh,5.0,Hxefrays,O,75481.0,M,Xpgmytiiwvqrhxfuuxikxxqmsgecq,,FFSMAZUKYNDOGMUIWQIGIFZWONNKDFVKEHJSKHWLTGAAKJASAOWMFUTBEV,AR,1-136-024-8740,Xilinx,7.0,f,Peoria,United States of America
Blw5814,tqyxg,buvhkac,0.0,Dqcnnme,O,123283.0,U,Blwmmnemmpuxjmvwsjkvrxqw,,Tazghuaccwvflbgenzczpzestyqjatshhfkupzisqlwkvcwtlfwft,DE,1-463-414-9485,Harman International Ind.,4.0,,Knoxville,United States of America
NKH5815,Ytvsz,Rvvzubribooad,1.0,CHBIWXEQXSVZGGYUE,O,494304.0,S,NKHOJNOVFATXFOPJIRQEUVAQB,m,Atrbbzaqfxulcjhtabl,British Columbia,1-456-286-3994,,5.0,,Iqaluit,United States of America
Uke5816,omdgwdhf,Xmqwulvkxrbmxxjewstevrrcyanmnrzlnknvckzxlegxnptsmaehvvizaokbnglfrfrwpsbjqfgvd,3.0,hgjqvegdopbo,R,131972.0,D,Ukekzkglslvdkgrw,,Cajnnljqupviroudcohbjkbtvgdmuajukxacxdqcncjinqv,British Columbia,1-962-826-2861,Ameriprise Financial,0.0,f,Hilo,
Hej5817,TVCMSLYCXAV,QASVTFZIVESQZQMNZCVFMXBLJDUGUFTWBDECRWKQCFLJJDOCIQWHQRBSIAPWMBDGFNBXPVLVCZTIB,5.0,LUBEETYGSWZJYVQXHNWARAPOQ,O,195757.0,S,Hejlzjhvaztr,M,Ujxgyajfuijot,TX,1-697-603-2447,Teleflex,,,Palmdale,United States of America
TUM5818,rvlwxavjzh,Xtsgiaurwskj,2.0,KZBFFSGRJGAG,O,98648.0,M,TUMOUAXUZMAOGFSBQZCHOCHA,,HGSRURQLIQLOCTEQHUZBVHNOWIGCYVYVVRWQSPZYASHTTCKMGOP,MS,1-864-483-4006,,9.0,m,Chattanooga,United States of America
Vkt5819,cpcdnyw,Kqrolskgbukjqgtfkfjqgwszmqfmbwbwekybjhkndoxprrfkupowtiqcw,4.0,qjutmum,O,324915.0,M,Vkttgwdmyovo,i,Snokuyekpv,KY,1-784-601-2529,NetApp,0.0,,Mesa,United States of America
Fhf5820,,Xbwxhtrqssrjwsoaityxnzkklbvqcyqgiqeinnslmkdibeiswfmcxiobrmfjscgnedgbnjwv,5.0,dyvspsgeipcspoicvvzeeuolhfqmbn,U,321377.0,M,Fhfvqodtkppvbelrfpu,,,AK,1-378-875-1609,Safeway,10.0,,Thousand Oaks,United States of America
WPO5821,Hbzqmxiajv,voauhfomrzxwapjtktev,3.0,YRWHVBLJHTELTIPCNGJMWYGI,U,379898.0,S,WPOIMHYYXMOS,K,kralneleboqiukbrlxgnwygxnhpbkncagltxnschqmhoseeenvspc,Newfoundland,1-428-607-2453,Lincoln Electric Holdings,4.0,,Jersey City,United States of America
Ufy5822,,nbiafyixfsbdiaiuwznzqd,5.0,kebeweesxdqbwdcaujiabqx,R,146956.0,S,Ufyqkqdrnfxwcvecsk,,,VA,1-160-437-9054,,4.0,,Wichita,United States of America
OYC5823,Txhuhlqelm,wmwivwjswuqyulktnyqqmwlqrkrvsszkqahsvddboyovrw,2.0,GEXVAHTM,O,63955.0,M,OYCCVWVFNFPMNYLWAHNCSLQNJEWA,,TPRZPUCZIAQCSBZSQUXVIGKNHPZFSHMBDTVNSUXXVOEIROBQSGGQIEMTNKIB,CO,1-552-805-6649,Apache,10.0,,Oklahoma City,United States of America
Qes5824,Lceqypwjb,Yvuejexulavspgxryfqkhkdocwrtjhvvybc,0.0,Ealaawdqfkbqgeoibvqke,O,374125.0,S,Qesajqzd,y,JBGAXONGDAROYTBKCSFPGJATOBNSWVNEFCAXGPYKCMGZXAUUHVBEC,NC,1-670-794-5074,L-3 Communications,6.0,,Omaha,United States of America
woo5825,augfwo,isilsmxfznsttibklodsrwwruobodaupeupagblxbnrgyzepyjalukmmyrgvzuuewsyovbrsfcwnbk,2.0,FAMJHBINSBBYITPUWXSBSLUE,R,420256.0,S,woocbhh,,EBQUXFRJIYATWMKKOVTWSPUYCOQEFEPQPXJHQJIDWVAOLWBUAIDHKWZQCXRCSACURMVDWFFFCAKOV,IL,1-443-739-7491,Dean Foods,6.0,,Portland,United States of America
KQQ5826,ywfzg,vssnoskdjvxurnitmldhfhvnurtkqeeajixozrzwqgdeugdjegjypcuwklbaoklmvrhqshyueoih,4.0,jeceuomjkpvcejsuy,R,130445.0,M,KQQTRGORTBKENNWKQVRC,,Wlaqbbkenijidelhdygbulmcfhkbajlgqwgjoxrxhoegjffvbxzkohkcyouf,Alberta,1-399-374-0127,Cimarex Energy,7.0,,Pittsburgh,United States of America
MUD5827,OMCIHMP,ecabqetqcyioqfnuyicktteahydepgckqdegvgfciaaxsdgsjucrmkqvwuzzieaojxppovaemeqkosr,1.0,DWSDPXZLATHDKMKINWDMHZI,O,338827.0,M,MUDLHXXITGEINWFFLHHYD,,Dhzlfxscfmmpxgrvolqkiemzoqjh,TN,,Omnicare,6.0,,Knoxville,United States of America
Hiu5828,HPAVWPNISG,,4.0,SXXJK,O,166261.0,S,Hiupjiwucslwtjgwnxcqr,i,Nsjllavlnhiekwugwfxcrnheirrfkagwbajzghssyivyfqiihxgf,NV,1-886-941-5238,Air Products & Chemicals,2.0,F,Manchester,United States of America
FXU5829,Vzllknwgm,Jvcagzpfiehezppegojkkqoafqwmetb,4.0,zpskizqykjmokqcpdnv,O,,U,FXUDECXRKMFSV,M,,NV,1-235-086-1323,MetroPCS Communications,10.0,,Orange,United States of America
Cny5830,Swtbumjtvl,IAGCWIWSDKSGSOJY,0.0,Ykifpeusrbvolypgmjg,O,159742.0,S,Cnysyb,,Rvjghifqxbiigulecvoosaolqulrwhlsjpdetvknrprzp,Manitoba,1-762-168-7568,Visa,1.0,f,Regina,United States of America
Ofn5831,OWMDEM,Ljqdbtwlfqvdsjxfigbqhdkfykmjhb,2.0,Frhxiom,O,236814.0,M,Ofnlmdxyr,P,,Saskatchewan,1-035-280-0129,Microsoft,2.0,,Montpelier,United States of America
ZTJ5832,WTYQLFXYK,,2.0,RPTQRWZETUXBOCFRYEDJQHTDFW,O,165541.0,S,ZTJTYMMJRAJLQGIMGIRBBLRF,,FXLCKJZIWBDWPFZFXXXPJDMRMNWLJYLUFVMYRAPFVQERXUHYUKFOLXOGGPVRUUSJDAYCFQ,Quebec,,AptarGroup,1.0,,Great Falls,United States of America
ZVA5833,WGIREC,Svncwbbqagahictrkiuxdlzapitzjdorkvoqjxejbppbxcoyywywodr,2.0,Ovgfpfcdwjbrepzbkqccjnkdpenc,U,111658.0,M,ZVAKOMDXENMUXKOHKCNMT,,gwkdncehwkflhprtsbcxamzopsnzigutdqihsnliksqrhdpsajvrggfei,MD,1-526-954-2749,Covance,5.0,,Nashua,United States of America
LGQ5834,fqmmzcj,BLYGZMZQNATNLYCPUBZKHRMKEVLGNQKABXAR,2.0,Vmapk,U,140233.0,M,LGQKJLYTGXLBOIQYJQISPCASAQBDR,J,FLOCOVANUJJRCIJFHXNOWGPBJCHQOWKIRBJQGMOOULMKIZGKSZD,TN,1-558-260-4503,PolyOne,3.0,,Garland,
sgh5835,upjuh,Hrqoptqrgornfdfweoxevmgzteeaccqdvdpdhrmbobaa,0.0,Twhrgnlyqzkh,U,,U,sghig,k,Flxximspcwdaheistsocrrclzygpwhhexsaelwb,WI,1-726-703-5433,E*Trade Financial,9.0,,Fullerton,
nxa5836,qccxavvwq,odmtlrtgusjjbtlbvtoxctducppoipeqqydealovxlfconbnhipgyglxfjvmkfeiydt,4.0,NYHCIIDMNDGAOQBZIFSUJBZH,O,208823.0,M,nxalrfmangx,,gttwohdlghnjcmtvuxtqmblwalwlnjqavejzzwiyampnxhwrzpby,TX,1-166-741-0025,ENSCO International,10.0,,Naperville,United States of America
