AgID,Inc,Co,OwOReF,Sta,MidIn,NumCa,LNa,Ph,MarSta,CrRat,C,NuChil,A,Empl,NuCreCar,NWor
Clj12801,471030.0,United States of America,O,KS,,2.0,Cljabrqzfsvtwbqop,1-859-886-7117,S,688.0,Lansing,4.0,74.0,NewPage Holding,7.0,2413480.0
axh12802,354182.0,Canada,O,NJ,,0.0,axhlcxxpdovisramnfioczkan,1-820-176-5181,M,663.0,Oshawa,0.0,20.0,Analog Devices,4.0,234759.0
tvp12803,449544.0,United States of America,R,New Brunswick,m,5.0,tvpgqewuboqqjiapxaow,1-322-170-1937,,501.0,Providence,0.0,52.0,NII Holdings,5.0,726934.0
Egl12804,474564.0,United States of America,O,KY,,2.0,Egluk,1-802-284-2869,W,337.0,Fort Lauderdale,5.0,69.0,Jones Financial,5.0,1566133.0
MGE12805,348607.0,United States of America,O,SC,V,1.0,MGETL,1-236-473-3668,U,567.0,Halifax,3.0,47.0,Lowe's,0.0,3534013.0
Bla12806,172472.0,United States of America,U,AL,,0.0,Blanrsiuucrjgkk,1-285-361-1299,M,392.0,Salinas,2.0,6.0,TravelCenters of America,10.0,2657465.0
Fjj12807,440512.0,United States of America,O,British Columbia,,0.0,Fjjbrgikauxawfnkv,1-990-991-4392,M,670.0,Indianapolis,1.0,30.0,Liberty Media,5.0,3972575.0
Pdr12808,240823.0,United States of America,O,ME,A,1.0,Pdrvpfugzngjgwedgllvziyiocaf,1-645-678-6379,S,787.0,Huntington Beach,4.0,6.0,Kla-Tencor,3.0,569710.0
xiq12809,448404.0,Canada,O,WA,,5.0,xiqguiacrhvqxrgwt,1-955-194-4817,W,,Charlotte,,4.0,ScanSource,5.0,2674656.0
zec12810,376049.0,Canada,O,LA,,3.0,zecsldldxfincixmgukd,1-705-923-3280,M,802.0,Jersey City,5.0,69.0,Unum Group,10.0,1451357.0
Mdg12811,40608.0,United States of America,R,DE,,0.0,Mdgbcff,1-557-200-9900,,320.0,Columbia,0.0,83.0,Tech Data,3.0,3569009.0
Djn12812,157166.0,United States of America,O,AR,O,4.0,Djnhhvoupofew,1-485-516-5768,S,506.0,Hull,4.0,34.0,Dollar Tree,6.0,1045251.0
ept12813,492420.0,United States of America,O,MA,,5.0,eptzbzlsgkwhzar,1-159-045-7057,W,640.0,Wichita,0.0,86.0,Alliance Data Systems,7.0,1557374.0
xlt12814,178022.0,United States of America,O,AZ,,3.0,xltcspdhqt,1-654-049-9995,M,,Edmonton,1.0,,Emerson Electric,3.0,3716113.0
Sfs12815,238253.0,Canada,O,WV,,1.0,Sfseogkwwcimccbozphvsw,1-930-134-4705,M,616.0,El Paso,5.0,67.0,O'Reilly Automotive,0.0,2710340.0
lxw12816,362259.0,United States of America,O,TX,,,lxwmxoptpvrnrqwmjxjnydexzjce,1-494-642-2744,W,827.0,Lowell,0.0,10.0,PPL,4.0,2728067.0
DVD12817,92401.0,United States of America,O,Nova Scotia,,2.0,DVDHKBXAMV,1-815-217-1481,M,600.0,Charlottetown,1.0,46.0,Energy Transfer Equity,8.0,568080.0
GLC12818,86006.0,United States of America,O,MO,K,1.0,GLCJFCWD,1-944-331-7754,M,502.0,Denver,1.0,64.0,Polo Ralph Lauren,3.0,358790.0
Ppj12819,403817.0,United States of America,O,DE,v,,Ppjdxpybztxtwztbyjszpcwiwziupm,1-415-898-5346,S,320.0,El Paso,4.0,41.0,,0.0,2918098.0
Jsm12820,20449.0,Canada,O,VA,,3.0,Jsmzwcmewknfeby,1-508-816-1520,M,,Charlotte,4.0,29.0,Ecolab,6.0,302848.0
JLI12821,339958.0,Canada,R,IN,,,JLISWIVFHZEFVHUODEH,1-456-198-9654,S,649.0,Mesquite,5.0,92.0,Penn National Gaming,1.0,2132086.0
WGO12822,452258.0,,O,IL,,5.0,WGOOQPPT,1-505-788-3867,S,482.0,Fairbanks,5.0,4.0,Qualcomm,10.0,733214.0
nyk12823,234378.0,,O,NY,,4.0,nykpsr,1-668-722-1036,U,589.0,Lansing,1.0,25.0,Roper Industries,4.0,2857093.0
DCX12824,446427.0,United States of America,O,Prince Edward Island,,3.0,DCXMJAZTVHICHDTDIYJSUKLS,1-050-687-3753,D,317.0,Independence,0.0,12.0,Charles Schwab,3.0,1960738.0
prk12825,,Canada,R,AR,,5.0,prkmxalpdjyzots,1-351-871-2269,U,764.0,Baltimore,0.0,,Valero Energy,5.0,28764.0
Keq12826,249143.0,United States of America,U,GA,,4.0,Keqmqvjh,1-344-055-9285,U,737.0,Rapid City,2.0,63.0,Dun & Bradstreet,4.0,2778082.0
Pik12827,440389.0,United States of America,O,KS,,1.0,Pikhhovay,1-002-743-0185,U,453.0,Regina,3.0,34.0,Nationwide,0.0,3017214.0
aqi12828,402172.0,United States of America,O,IN,,1.0,aqimpnjfydokuokghmzjeojowl,1-770-549-8737,W,300.0,Tempe,2.0,12.0,Scotts Miracle-Gro,2.0,
tzl12829,424026.0,United States of America,O,Quebec,Y,2.0,tzlwnjnoyzifbddw,1-837-600-2003,M,458.0,Sterling Heights,5.0,23.0,Northrop Grumman,4.0,547605.0
ool12830,444330.0,Canada,O,UT,P,4.0,oolkgiwlrskrehzbko,1-007-407-1539,M,,Edmonton,1.0,73.0,NewPage Holding,10.0,1923491.0
Gcs12831,305897.0,Canada,O,NV,,0.0,Gcsoskmqpaksnrsvztuyi,1-107-786-1764,U,317.0,Pasadena,4.0,36.0,Celanese,7.0,274597.0
Tqd12832,377098.0,United States of America,R,AR,a,2.0,Tqdvleqz,1-584-108-5822,U,828.0,Little Rock,,51.0,OGE Energy,5.0,1016413.0
Imt12833,18397.0,,U,OR,,4.0,Imtzjjxqnr,1-893-081-4706,U,676.0,Tallahassee,4.0,53.0,Pepco Holdings,6.0,2712645.0
Onk12834,43751.0,Canada,O,VT,,5.0,Onkigmi,,S,499.0,Independence,2.0,35.0,Ruddick,0.0,1977750.0
Vmo12835,406351.0,Canada,O,WY,,1.0,Vmojgpkpeqzbaztfbyrfjhtw,1-241-945-9443,M,695.0,Tucson,0.0,39.0,Cameron International,4.0,1703699.0
Xtp12836,490101.0,United States of America,O,WA,O,4.0,Xtpvdibljuauvinrbfsfqzuxl,1-801-732-3027,U,426.0,St. Catharines,4.0,89.0,Crane,7.0,757938.0
Oqm12837,126420.0,United States of America,R,FL,,3.0,Oqmzmifshdnpbsbeqhc,1-192-360-6484,S,,Halifax,4.0,98.0,,1.0,2841182.0
Bum12838,467950.0,United States of America,O,NC,,4.0,Bumxsit,1-741-738-4105,S,327.0,Huntington,2.0,4.0,Tupperware Brands,10.0,1285049.0
Dnr12839,375100.0,Canada,O,ID,,5.0,Dnradyfqjyvalrlxfspvdtuve,1-324-925-1603,W,360.0,McAllen,,67.0,Qualcomm,1.0,650959.0
pkx12840,451851.0,United States of America,O,Prince Edward Island,,5.0,pkxugebddejhfqjsuxfb,1-023-320-0309,M,408.0,Modesto,3.0,65.0,World Fuel Services,4.0,
YFP12841,127524.0,United States of America,O,NJ,i,5.0,YFPXQYAXJLBOQTJWFOXBQZGQA,1-345-330-6536,U,395.0,Victoria,3.0,50.0,Fiserv,0.0,951706.0
Lcs12842,270886.0,United States of America,U,NV,,1.0,Lcslrtxpwmecnxpaxjuhdnmnjiylg,1-505-223-6536,D,535.0,Las Vegas,4.0,34.0,Tenneco,2.0,2226048.0
isg12843,73309.0,United States of America,U,NV,,1.0,isgrgguaqitattziubpwd,1-046-267-0234,M,706.0,Honolulu,3.0,43.0,Andersons,8.0,
Ytj12844,9660.0,United States of America,U,MD,,0.0,Ytjianrdnknnhiucaacthae,1-768-103-8876,D,498.0,Charlottetown,4.0,83.0,Coca-Cola Enterprises,4.0,2410425.0
vvm12845,408662.0,,O,NC,,1.0,vvmurjsfcrvapohoppkipzfuhh,1-068-591-9487,W,303.0,Beaumont,1.0,32.0,,7.0,1101692.0
msw12846,354733.0,United States of America,O,MO,,1.0,mswbfzmjkpxhiyii,1-132-225-3199,M,745.0,London,0.0,76.0,Aon,3.0,2517496.0
hwc12847,257620.0,Canada,O,SD,,5.0,hwcfeluswotcpcfmnywf,1-589-402-3116,D,648.0,Inglewood,2.0,51.0,AMC Entertainment,1.0,1982478.0
bjj12848,260044.0,United States of America,O,WY,,3.0,bjjcpiyczkeorxqxogcim,1-354-772-1400,M,760.0,Kansas City,3.0,60.0,Sun Microsystems,7.0,1928359.0
QBR12849,223349.0,United States of America,O,AZ,w,1.0,QBRQDPOHQFSCOLHMFJYUM,1-059-568-8258,M,789.0,Rancho Cucamonga,5.0,2.0,Texas Instruments,5.0,834606.0
Bdq12850,420929.0,United States of America,O,Manitoba,W,5.0,Bdqowghsjzoorhrm,1-536-221-0110,S,830.0,Dallas,4.0,48.0,MetLife,0.0,1270692.0
HLV12851,409961.0,United States of America,R,Quebec,U,3.0,HLVZXLPXYVRTD,1-465-945-0878,S,745.0,Miami,4.0,60.0,Williams-Sonoma,5.0,2970030.0
fyr12852,,United States of America,O,DE,G,0.0,fyrveszoqdwwyghpiaegwk,1-862-969-9340,M,460.0,Orange,0.0,,Helix Energy Solutions Group,1.0,1805684.0
EPN12853,498158.0,United States of America,O,NY,,1.0,EPNRFRPCZGGJTUACEYQSWSCZQCH,1-110-510-1005,M,698.0,Waco,5.0,4.0,Briggs & Stratton,6.0,2238781.0
dnf12854,96483.0,United States of America,O,CA,c,1.0,dnfvhpffbobogjmoylf,1-946-047-0385,M,612.0,Columbus,2.0,18.0,Paccar,9.0,2490224.0
Yuh12855,17846.0,United States of America,R,VA,M,4.0,Yuhwcwz,1-222-788-0196,W,567.0,El Monte,5.0,37.0,Watson Pharmaceuticals,0.0,
Hiz12856,133982.0,United States of America,O,NJ,,5.0,Hizrbxfpc,1-170-639-1755,U,375.0,Ontario,0.0,67.0,Live Nation,0.0,2803509.0
OQR12857,404620.0,United States of America,U,CT,,1.0,OQRCKOYMNFRIQZQTLJF,1-982-172-7586,M,614.0,Lakewood,5.0,17.0,UGI,10.0,96716.0
MER12858,443960.0,United States of America,U,LA,,0.0,MERWXLRSQDBBVNQ,1-771-071-7879,S,,Santa Fe,5.0,2.0,Analog Devices,3.0,2498353.0
Bsz12859,54667.0,United States of America,O,OR,,0.0,Bszxmgsqfnsdbbtpshskmcpnt,,U,599.0,Brownsville,3.0,99.0,Aleris International,2.0,2205830.0
Tus12860,280753.0,,O,LA,O,3.0,Tusmbkfkm,1-568-913-0778,S,432.0,Santa Fe,,64.0,Systemax,10.0,3768815.0
Xak12861,381535.0,United States of America,U,Newfoundland,,0.0,Xakwxzsvneegquoggyzh,1-454-153-0835,U,310.0,Baltimore,3.0,53.0,Autodesk,9.0,
Kgw12863,390420.0,Canada,R,Manitoba,,2.0,Kgwhkgkqbiwoxobwnwveguirgk,1-535-220-4102,S,705.0,Lincoln,,30.0,Mohawk Industries,8.0,2895361.0
Sch12864,286471.0,United States of America,R,CA,E,0.0,Schohfqgt,1-702-173-3160,M,439.0,Chicago,3.0,23.0,Principal Financial,1.0,3484429.0
SOE12865,261843.0,United States of America,O,FL,,3.0,SOEGSUTDELTWZTDAITCJPXOFOYJE,1-308-206-2244,,770.0,Little Rock,4.0,18.0,Country Financial Services,8.0,849395.0
PUK12866,418622.0,United States of America,O,RI,,0.0,PUKIWTPIHU,1-599-054-3466,M,521.0,Charlotte,4.0,24.0,Teleflex,8.0,2738747.0
Fwf12867,50596.0,United States of America,O,AL,y,5.0,Fwfwqyurmlrneyulikjix,1-526-512-5055,,551.0,Oceanside,2.0,68.0,RadioShack,10.0,594382.0
fgf12868,186907.0,,O,LA,,4.0,fgfmfosdsluiaagxxouhgpjfwdi,1-684-476-4139,M,597.0,Bridgeport,4.0,71.0,Solutia,3.0,2803157.0
RIP12869,149292.0,United States of America,,KY,o,4.0,RIPKWNAIADVGCZQNEHEQRSGB,1-308-728-0278,S,819.0,Fort Collins,3.0,63.0,Home Depot,5.0,1998054.0
Fgy12870,385358.0,,O,KY,q,2.0,Fgyotbrcmjqtwzmwfjybapmgymhgzh,1-190-731-7874,U,506.0,Las Vegas,2.0,80.0,Fortune Brands,4.0,867553.0
Dpq12871,430576.0,Canada,R,ID,,2.0,Dpqbfapuuuehjv,1-613-824-1706,M,355.0,McAllen,2.0,,Morgan Stanley,5.0,2835340.0
Lsv12872,363316.0,United States of America,,MN,,0.0,Lsvrrgfvqulzzeqwergbmsgn,1-210-340-4624,D,735.0,Oshawa,3.0,41.0,Advanced Micro Devices,5.0,3005045.0
Kjf12873,25667.0,United States of America,O,MO,m,4.0,Kjfof,1-898-024-9566,S,535.0,Mesquite,0.0,35.0,Patterson-UTI Energy,5.0,3468507.0
lif12874,428168.0,Canada,R,NM,F,0.0,lifqvedkftmlpexkhjhzkauce,1-088-938-0312,D,548.0,Los Angeles,0.0,32.0,Mutual of Omaha Insurance,,3406613.0
vax12875,346317.0,United States of America,O,WI,K,4.0,vaxbpkdtaynsavpebddqhkopcaw,1-050-997-9585,M,376.0,Fort Lauderdale,2.0,30.0,GameStop,4.0,
Vie12876,182949.0,United States of America,R,MO,W,5.0,Viemrfibdpmqewvbfpurtn,1-075-417-4832,S,441.0,Madison,5.0,65.0,Pantry,6.0,2398882.0
Zno12877,414677.0,United States of America,U,NJ,,4.0,Znocvdzafbehwd,1-894-208-2862,U,577.0,Victoria,0.0,63.0,American National Insurance,0.0,
ehd12878,136480.0,,O,British Columbia,,,ehdbkaui,1-588-826-0221,S,470.0,Des Moines,3.0,33.0,Tupperware Brands,0.0,1572808.0
Jbc12879,359713.0,United States of America,R,UT,,4.0,Jbcjrmgo,1-928-569-9269,U,673.0,Torrance,4.0,78.0,,1.0,2345909.0
avd12880,180925.0,United States of America,O,TX,C,0.0,avdffeswhhglozjzajrkbulx,1-197-563-9258,M,361.0,Yonkers,5.0,9.0,Western & Southern Financial,0.0,403189.0
Xwi12881,359348.0,United States of America,O,HI,R,,Xwizwgbvxioqionl,1-909-314-7780,M,741.0,Lakewood,0.0,10.0,Fastenal,1.0,1971569.0
zmm12882,234286.0,United States of America,R,NY,N,2.0,zmmrcfvdswpuzrqnhwp,1-949-142-6809,U,779.0,Calgary,4.0,43.0,,3.0,3168477.0
Vpl12883,447519.0,United States of America,O,LA,,3.0,Vplhxsqj,1-072-952-5343,M,625.0,Mobile,3.0,94.0,National Oilwell Varco,10.0,3321462.0
Dde12884,293193.0,United States of America,O,ME,,0.0,Ddegcstn,1-626-508-4169,M,779.0,Irvine,,51.0,Mueller Water Products,9.0,469923.0
umu12885,115369.0,,O,WI,,1.0,umuvzskjgjkogtf,1-611-673-6313,M,665.0,Beaumont,4.0,34.0,,3.0,643645.0
Nri12886,118204.0,United States of America,U,Manitoba,C,1.0,Nripipdirjb,1-556-036-4115,M,336.0,Cincinnati,4.0,,CB Richard Ellis Group,3.0,1732064.0
wyr12887,226602.0,United States of America,O,Prince Edward Island,N,,wyriagackaqedavyk,1-658-767-1651,M,752.0,Santa Rosa,3.0,48.0,Perini,8.0,3821563.0
Jnn12888,8504.0,United States of America,O,KY,m,0.0,Jnnuxhisochitpzjcvieslvcv,1-855-813-3044,D,398.0,Regina,1.0,80.0,Exelon,10.0,3582599.0
MHO12889,405451.0,United States of America,O,TX,,0.0,MHOCBXFSHWTYHYHLBQNKDRAIHPADA,1-263-092-1638,M,348.0,Topeka,5.0,54.0,Synnex,2.0,315952.0
Eoq12890,151916.0,United States of America,R,WA,A,4.0,Eoqnuce,1-398-373-2979,U,807.0,Toronto,5.0,3.0,RSC Holdings,2.0,645990.0
yeg12891,274141.0,United States of America,O,TX,B,1.0,yegoiasssfbeqwoytwxidd,1-780-537-4998,W,747.0,Charlottetown,4.0,90.0,Aetna,6.0,447381.0
VSE12892,195000.0,United States of America,,NH,,4.0,VSEESCWADADDCRXZISURVOKKCMI,1-592-076-8557,M,687.0,Louisville,3.0,16.0,Great Atlantic & Pacific Tea,1.0,332117.0
FKT12893,198834.0,United States of America,O,MI,,4.0,FKTLCDBZJSBQBYNYI,1-795-459-6351,M,488.0,Iqaluit,0.0,80.0,Polo Ralph Lauren,,3354117.0
QPH12894,6892.0,Canada,O,WY,,4.0,QPHTEZOCTL,1-293-510-3699,S,637.0,Montreal,3.0,99.0,CB Richard Ellis Group,8.0,2535433.0
FCG12895,222855.0,United States of America,O,IA,,4.0,FCGUKJPFVGGXPJGWIYLAYTJTM,1-744-858-3698,,524.0,Oshawa,4.0,70.0,C.H. Robinson Worldwide,5.0,1742270.0
TVH12896,235994.0,Canada,O,MS,C,1.0,TVHMR,1-991-250-5450,D,458.0,Philadelphia,1.0,64.0,Vought Aircraft Industries,0.0,1039205.0
kyb12897,452722.0,United States of America,U,AR,Y,5.0,kybjgtqlimmrowgoaqval,1-152-266-2314,W,564.0,Idaho Falls,5.0,74.0,AmeriCredit,1.0,35714.0
LTH12898,136002.0,,O,ID,,4.0,LTHCVQBFAQOVQDZKAWUBOS,1-753-439-6461,M,440.0,Durham,0.0,2.0,Imation,,340541.0
Wlg12899,315530.0,,O,IN,z,5.0,Wlggljbfdu,1-442-259-5864,M,843.0,Sydney,4.0,3.0,Terex,3.0,3023059.0
Gys12900,4680.0,United States of America,O,MO,S,5.0,Gysossdsrdymcnscbjw,,W,659.0,Sydney,4.0,100.0,FMC Technologies,6.0,2681256.0
PKT12901,415842.0,United States of America,,OH,P,2.0,PKTOFFPC,1-927-581-1681,S,394.0,Grand Prairie,2.0,16.0,HealthSouth,,1065668.0
Pre12902,15019.0,United States of America,O,NH,D,1.0,Prezfmdzdqsbdhyomqsbknsk,1-623-950-8259,U,527.0,Lowell,3.0,29.0,Huntsman,4.0,2758111.0
alr12903,416269.0,United States of America,O,NC,L,2.0,alrwjoltznqxfsnat,1-892-745-5356,U,688.0,Fontana,5.0,86.0,Apple,4.0,780736.0
Mlh12904,447105.0,Canada,O,SD,I,,Mlhevggxneukfibrhuibpleywrp,1-210-751-0013,S,741.0,Jacksonville,0.0,12.0,Dell,6.0,1591768.0
Gwl12905,452985.0,United States of America,O,AL,,1.0,Gwlogtkfjjtwchiokpipbjxbwilpo,1-237-109-9845,S,717.0,Naperville,5.0,95.0,,6.0,2834693.0
OEG12906,281076.0,Canada,O,CO,,0.0,OEGOKCUCAOWRZYH,1-935-101-8600,W,716.0,St. Petersburg,,34.0,Burger King Holdings,10.0,1685067.0
jnq12907,426651.0,United States of America,O,LA,,2.0,jnqctrnnkmfe,1-682-792-9076,M,389.0,Nashville,1.0,87.0,Dow Chemical,10.0,2001278.0
Xyl12908,294444.0,Canada,O,DC,,3.0,Xylstjdqxirzjw,1-948-440-4183,D,375.0,Mesa,2.0,61.0,Corn Products International,5.0,158030.0
Whu12909,312238.0,United States of America,O,WY,K,2.0,Whuqcxuxprfeabicttyuecukc,,D,643.0,Sacramento,4.0,69.0,Ryder System,1.0,645587.0
Osi12910,395614.0,United States of America,O,NE,,2.0,Osifuocshxr,,,709.0,Lowell,4.0,29.0,Cracker Barrel Old Country,1.0,3303846.0
ved12911,348183.0,United States of America,,New Brunswick,,2.0,vedunhtmd,1-152-970-2092,M,417.0,Ontario,0.0,19.0,Sempra Energy,8.0,3992394.0
Sxt12912,151500.0,Canada,O,RI,,5.0,Sxtummkudn,,,738.0,Jacksonville,2.0,79.0,KBR,4.0,1883321.0
KXL12913,393951.0,United States of America,U,TN,W,0.0,KXLEBQCCWZLNEJLMPORWMLGJAMNBZ,1-525-095-5115,U,532.0,St. Paul,2.0,68.0,Mutual Life Insurance,1.0,1979953.0
ITR12914,172809.0,United States of America,O,CO,P,4.0,ITRERVEWZSKTJCWX,1-017-683-7926,W,378.0,Vancouver,0.0,63.0,Cypress Semiconductor,6.0,2106811.0
ved12915,271507.0,United States of America,O,GA,,,vedimj,1-689-643-7002,,521.0,Paterson,5.0,81.0,,0.0,1697289.0
Ezb12916,458048.0,United States of America,O,ID,,,Ezbfpqnipascqdxtsvnsyfhtomxgkw,1-744-405-1009,M,564.0,Cedar Rapids,2.0,31.0,Dover,10.0,3731713.0
WZY12917,,United States of America,O,MN,j,3.0,WZYYWIAMJRPTBCR,1-611-653-9466,W,743.0,Jacksonville,2.0,25.0,Landstar System,7.0,2205560.0
Ahc12918,56589.0,United States of America,O,HI,W,3.0,Ahckflcnxhinowhhhidcxunb,1-603-532-5403,M,,Mesquite,2.0,6.0,Windstream,3.0,153833.0
Qgq12919,189061.0,Canada,O,DE,,3.0,Qgqbxvezobb,1-379-775-3921,S,743.0,Milwaukee,1.0,74.0,State Farm Insurance Cos.,,706701.0
bqu12920,200698.0,United States of America,O,Nova Scotia,i,4.0,bqucenpwglsoghlpgglo,1-721-747-4350,S,387.0,West Valley,1.0,67.0,Pepsi Bottling,6.0,2109461.0
Fxr12921,404701.0,United States of America,R,SC,,1.0,Fxremaqxarnyasab,1-311-086-2501,M,619.0,Vallejo,2.0,73.0,J.C. Penney,,2781759.0
Vec12922,493252.0,Canada,U,British Columbia,S,5.0,Veceobxicgyoescjpditkjbpwsbxsk,1-130-534-3598,U,589.0,Beaumont,3.0,4.0,ABM Industries,4.0,3042666.0
CFZ12923,434009.0,United States of America,R,MA,K,2.0,CFZEGIVQ,1-118-210-6520,U,756.0,Waco,2.0,0.0,Home Depot,4.0,
khd12924,115238.0,United States of America,O,UT,,2.0,khdobietxgoikcfbidwkig,1-894-284-8267,U,343.0,Hilo,2.0,12.0,PSS World Medical,1.0,1809955.0
Kkv12925,347651.0,United States of America,U,Prince Edward Island,,4.0,Kkvfmkfsrnsxh,,M,531.0,Cleveland,1.0,11.0,Broadcom,9.0,2005513.0
DNU12926,421320.0,Canada,O,TN,,3.0,DNUGCYRJIY,1-633-674-0165,U,835.0,Vallejo,2.0,71.0,RPM International,10.0,3538838.0
ytl12927,,Canada,O,MN,I,3.0,ytlwuryxbcajupp,1-842-758-9050,U,573.0,Berkeley,5.0,69.0,General Cable,7.0,2169037.0
Zvk12928,333010.0,United States of America,U,MD,s,2.0,Zvkkhuqfejwtmnwln,1-100-578-8282,U,527.0,Austin,,62.0,Loews,9.0,1129588.0
TSN12929,33298.0,United States of America,O,Newfoundland,o,3.0,TSNASQJCGMK,1-248-506-3145,S,655.0,Simi Valley,2.0,77.0,Convergys,2.0,3519121.0
Ukh12930,22126.0,United States of America,O,NJ,,4.0,Ukhctmlkdrnrpbewsd,1-852-980-0359,M,371.0,Idaho Falls,0.0,94.0,,10.0,3273956.0
Xmb12931,243340.0,United States of America,O,VT,,0.0,Xmbqmfdrwskcjm,1-637-221-6597,M,515.0,Inglewood,2.0,83.0,Public Storage,1.0,399680.0
UCH12932,409613.0,United States of America,O,AL,,2.0,UCHSJFFGOZCIHOK,1-042-389-7044,W,607.0,Newport News,2.0,19.0,,2.0,
Eus12933,98275.0,United States of America,O,TX,z,,Eusvoswtohoaeovjzsnfriswtwq,1-309-782-5670,M,514.0,Missoula,2.0,91.0,Humana,8.0,1893686.0
Wsu12934,61307.0,United States of America,O,FL,U,5.0,Wsuihmenrkjeqr,1-080-170-2761,S,833.0,Huntsville,3.0,5.0,Williams-Sonoma,6.0,116763.0
wri12935,211345.0,United States of America,O,VA,N,1.0,wriwhrhtbbovdlobok,1-804-709-7578,M,551.0,Akron,2.0,24.0,Packaging Corp. of America,2.0,2964349.0
Lsw12936,93145.0,United States of America,O,MN,,3.0,Lswhnbbcg,1-576-539-5336,D,795.0,Seattle,4.0,53.0,Lender Processing Services,4.0,2091367.0
dlo12937,67362.0,United States of America,U,AZ,U,3.0,dlonrjodml,1-290-922-8349,M,461.0,Norfolk,3.0,48.0,Southwestern Energy,8.0,760120.0
GSW12938,96382.0,United States of America,O,MO,,3.0,GSWIWSBAZXNPTKAXLQDCXEI,1-786-235-4812,W,420.0,Charleston,,70.0,Urban Outfitters,8.0,1569136.0
Bbm12939,82956.0,United States of America,O,AL,,1.0,Bbmvyollchmrlanrjioc,1-062-318-0007,M,429.0,Augusta,5.0,45.0,Hexion Specialty Chemicals,8.0,2839423.0
qtz12940,122527.0,United States of America,R,NC,P,0.0,qtzav,1-162-329-0149,M,416.0,San Buenaventura,4.0,73.0,,10.0,2346788.0
Aok12941,450662.0,Canada,U,RI,,4.0,Aokqvnt,1-345-867-6501,M,675.0,Fargo,2.0,38.0,Discovery Communications,5.0,2699024.0
Jbc12942,300946.0,United States of America,R,New Brunswick,t,4.0,Jbcjulswwqseudlndzjeeedqzpz,1-102-465-3917,U,346.0,Ontario,,50.0,Wyndham Worldwide,5.0,2122126.0
bjs12943,298868.0,United States of America,O,SC,G,1.0,bjsjtis,1-375-609-1974,U,590.0,Little Rock,3.0,90.0,MetLife,10.0,2363286.0
TZP12944,237893.0,United States of America,,DC,K,1.0,TZPQAZYRVBEELGVVEEW,1-435-813-7327,S,720.0,Dallas,0.0,0.0,Watson Wyatt Worldwide,4.0,1896146.0
IFD12945,484767.0,United States of America,U,KY,,3.0,IFDRNHGQDMECSOYR,1-334-808-3558,M,529.0,Manchester,1.0,82.0,NBTY,4.0,2784382.0
gcg12946,130733.0,,R,British Columbia,,1.0,gcghsjxnqrtr,1-500-774-8867,D,365.0,Lansing,1.0,70.0,Terex,7.0,74910.0
Wxf12947,52973.0,,U,KY,r,0.0,Wxfuokzcy,1-758-994-6329,S,471.0,Fort Collins,1.0,74.0,Fiserv,2.0,3370744.0
wfe12948,462733.0,United States of America,O,Prince Edward Island,r,4.0,wferkgu,1-261-381-1558,W,684.0,Virginia Beach,3.0,88.0,Avnet,2.0,1531190.0
Scz12949,434933.0,United States of America,O,MS,W,5.0,Sczsickpugtvolpxeljscoihvscr,1-255-431-2977,M,687.0,Kitchener,4.0,9.0,Perrigo,6.0,3677887.0
Dwb12950,47346.0,United States of America,O,TX,,1.0,Dwbbrnlgjbeutwriwvk,1-039-278-3504,S,804.0,Dallas,2.0,11.0,Hasbro,9.0,643348.0
Tgr12951,352920.0,United States of America,O,DC,,0.0,Tgrwugsbatuxkesap,1-295-371-4309,S,516.0,Fayetteville,2.0,6.0,,3.0,3493939.0
ITE12952,333760.0,United States of America,R,AZ,,,ITEBFVPJBPGREPJHCTQLLI,1-283-100-7964,U,730.0,Hay River,0.0,54.0,Fifth Third Bancorp,7.0,3019304.0
Obd12953,27754.0,United States of America,R,ND,,2.0,Obdoo,1-277-466-0824,W,576.0,Salinas,,15.0,Bucyrus International,8.0,586011.0
HCB12954,108174.0,United States of America,O,DC,S,2.0,HCBTJSNVQUUPWXXFBMPOQBYLWQ,1-005-752-9212,U,489.0,Toronto,2.0,,El Paso,8.0,802845.0
oxt12955,429901.0,United States of America,O,CO,,1.0,oxtkasjljjmr,1-962-167-1854,W,538.0,Savannah,5.0,84.0,Express Scripts,1.0,1433551.0
Qpu12956,367961.0,Canada,O,CT,,2.0,Qpuvxwqwdvvfddnoqu,1-646-266-0198,,622.0,Iqaluit,5.0,,Thomas & Betts,3.0,
ukw12957,494340.0,United States of America,R,MS,S,3.0,ukwegzjexedburaswqqguplxr,1-793-387-5274,M,565.0,Syracuse,1.0,62.0,Boston Scientific,7.0,1433313.0
OPN12958,360369.0,United States of America,O,OR,,5.0,OPNPIITXXECVVP,1-176-984-8784,S,375.0,Fayetteville,2.0,52.0,Southern Union,4.0,1692795.0
CWS12959,53101.0,United States of America,O,Nova Scotia,,2.0,CWSCIUCGWY,1-894-351-8665,S,409.0,Salem,,29.0,Whole Foods Market,,990708.0
Qdr12960,249920.0,United States of America,O,OK,,5.0,Qdrainvobhmtdiucoepdopizzgta,1-012-326-6684,S,790.0,Boston,3.0,25.0,Wendy's/Arby's Group,7.0,1593764.0
WBX12961,203268.0,United States of America,O,Saskatchewan,,0.0,WBXRT,1-505-953-0914,U,406.0,Montpelier,2.0,23.0,El Paso,10.0,1058780.0
