Sta,Cou,A,NuCa,PosCo,CrRat,OwORF,In,FirNa,NumChi,AddrLi2,AgID,NumCreCar,C,NeWor,Ph,LN,MiIni,Gen,AddLi1,MariSta,Em
KS,United States of America,0.0,4.0,Pwnuwn,390.0,O,47424.0,PQEZKEMUQVBLPXDTJXGJBDDKXOZED,5.0,BVIDMALLJKRGHJBILCHEOGXCGVAZXGGXSENXLETWVZJAPCRMXWSKDSNVMOSOTDO,OXX12786,1.0,Fort Wayne,139049.0,1-015-958-6543,OXXSYUHUNOCQWR,Y,,NYZFIDTOQZWGLAGCRBLUC,M,PNC Financial Services Group
Nova Scotia,United States of America,6.0,3.0,Iuwjystxegl,764.0,O,254769.0,Hnlnmoezpzhiuwmzykegedynzb,5.0,rvjjoyrcsrqtfxlxqokguappukaufuhbvqrubjmcgna,Nnh12787,5.0,Salem,1256678.0,1-213-819-4291,Nnhcvwphujqstjnktbbrazf,G,,Dgovriphitkyedvvnmldpxefapnxw,W,eBay
GA,United States of America,85.0,0.0,NMDPFRHUNZ,691.0,O,97811.0,Tolxjugrp,1.0,Fxidy,Jqs12788,10.0,Alexandria,151006.0,1-721-818-7576,Jqsehxsxlgwji,,m,YFNKBVBAJPQPNMVUYYNYGBAVWAEKBTCMPKHFOXAXPCOGFFQHEQIYRZGTWBF,U,DynCorp International
Saskatchewan,United States of America,99.0,1.0,kihrpgycicn,324.0,U,196081.0,Xiwosrxuaeowoiaknoaffuhuydfyx,2.0,foclwsnuvxebhbyojsccncvfwdpprdkrlq,hqd12789,7.0,Miami,2456971.0,1-915-805-3120,hqdphdc,,,Hfgcmfhegsejhkliwrvessrhmvtwamxudcdioxlxwjrgovebjo,S,Con-way
AL,United States of America,10.0,0.0,Fchduygshipo,790.0,O,84836.0,Jazosupd,1.0,Dmfvfsfckmphncocttvajwahayhlh,Quv12790,10.0,Augusta,,,Quvzgqipjxypcfuubylumiarxlg,F,m,Uzpepwsabqxitskjeqimqdpvtitfuetduggucjedejxkhmud,W,Cintas
KY,,13.0,1.0,Pjhfmxonjvh,,O,325582.0,PGGSUHBEIRFDYENWGYSIH,,Dtqlpbxiqplpripanvafpsjhtfklmlfxumhsjmdefsfcidynbpezpdnhplxrkeebawhjezvdrz,Gwh12791,10.0,San Diego,93054.0,1-033-950-8629,Gwhvhlgswdcpqlwrdoroi,,,Bnerrkytuecphcqkptnlhjxgmxblhqarhacjmar,U,Telephone & Data Systems
British Columbia,United States of America,99.0,0.0,rxookeym,761.0,O,237593.0,Myaklwwnkhchmhkepww,2.0,Tphgglsdpvwrfjhuxrfsbaxbgkumnpvhlxcckrhfagprbbplz,Fjw12792,5.0,Iqaluit,3004510.0,1-159-276-9627,Fjwdhh,,,Ljncglqtygipvjsndmlrfltzebqfeedkneztmmhkiqtkzalanxlejocmkcqopgenbpmb,M,Estee Lauder
WV,Canada,24.0,,uxyhfgist,805.0,O,20584.0,Fjkiijqcctezdrrkasftk,3.0,grptwtpwcbqiyghqsilwyyvagvmbbzwyxbgbinxmsttzfiuijfgdkfibwtxajyzbbbu,Dnr12793,2.0,El Paso,661782.0,1-565-444-3707,Dnrdykztwpr,k,f,Fsvbodszlvfvvsjoeckkmbwsxpsyqbwn,U,IAC/InterActiveCorp
New Brunswick,Canada,21.0,0.0,Swoowaibyui,340.0,O,277371.0,JEBYIYSIS,2.0,Rgdslhqcwpzzqpseekwifwizylvqomjbpmzvczehjctwiaghosvn,Bks12794,2.0,Colorado Springs,754597.0,1-974-632-2473,Bksxpofiszutahqxlmixxbplsbdhb,H,,Fpquuefvumiijhuptsiubgbbxlropcwdkmwn,M,Questar
KS,United States of America,30.0,0.0,Jfkvp,580.0,O,18527.0,Tydrdelhh,0.0,nzeulzvkdplzwilpidltektxmmfcfjxn,Ipk12795,3.0,Whitehorse,1121803.0,1-935-511-9233,Ipkpddgzemisarekn,,f,Sjkaga,D,Annaly Capital Management
CT,United States of America,62.0,5.0,Qnidegbs,392.0,O,232525.0,Eworaozsjwgov,,LECGJREKMXCXOHISXYNJCGYYFDMXWLRHYEPSKQKQEGMQHEJMFDDZJDMGV,Seg12796,1.0,Rancho Cucamonga,3790711.0,1-116-325-3727,Segjlwfvypy,t,,Idqqtjnqftxmjbamjunztdgknetfkoscslvgnhqcmyvaxohqzrcmzxnlhoimihjkqd,S,MeadWestvaco
WV,Canada,83.0,2.0,Wafrud,465.0,O,348317.0,JIGOXJPXBNWWEIXSSVYYAQGZ,2.0,Mwilkpaokmkhlqazsgdthmystigoqurdvehkuswokmwdo,Dcb12797,5.0,Sherbrooke,2358798.0,1-707-542-5564,Dcbfdimiyemsmkofbro,S,,eprdtjmknnjqozwirlsfinypwuefepyrpxgppakyvnxgngrkltfaawrbjdaazkjmpy,U,Modine Manufacturing
GA,United States of America,75.0,1.0,,612.0,O,17172.0,Ocmjqibz,,Wtcjerwadtcbdvjclmvrejrqnhpxnmmskpfjrhkixnmwaoovhcujcpglzzviskqwq,hso12798,6.0,Rapid City,3792177.0,,hsoclfugecxm,,,tnsykunzbxenvyhimmlkusgujfiqoubdrsmmvtrmrbwdvqsxuiqblshjsrhkrife,M,International Game Technology
WA,,84.0,0.0,IIWTES,386.0,O,101538.0,wbfleija,3.0,hofmdjmkoibeexkglfmjespvkgpaens,Hvc12799,5.0,Fullerton,217123.0,1-831-137-8231,Hvcoxsthrifcbhicazovt,g,,Dgrvzplsvrqhjmcvimwsropwtdfeyfacacqqmgpnjbgzgpepkfgmjffbnvzdfwpbqgewmqtxbbpn,S,SanDisk
MO,United States of America,36.0,5.0,Oagfsprje,821.0,O,207633.0,Bhqaiw,4.0,eqjfksnsccnvrwpedozimfqbxcqy,OEV12800,7.0,Lewiston,3461827.0,1-662-507-4820,OEVZKEMSCWWIRCVAFXJKGBQ,n,M,bebhsdmnxjsbvhayeupgollhezapssejbnocvxfkvxnotxkmdbkgdwcebvrf,U,Cintas
KS,United States of America,74.0,2.0,Gxqmxesgh,688.0,O,471030.0,Uvfbbix,4.0,Ltnqdmjzgvdtoiigtvnqnfedooklzonvzilkyyak,Clj12801,7.0,Lansing,2413480.0,1-859-886-7117,Cljabrqzfsvtwbqop,,,,S,NewPage Holding
NJ,Canada,20.0,0.0,rutyp,663.0,O,354182.0,GLJZMNFJYM,0.0,Edjazpfivpmnxjbpydhkdfmecjblxqiekaplg,axh12802,4.0,Oshawa,234759.0,1-820-176-5181,axhlcxxpdovisramnfioczkan,,M,Eqfyixckgnacbjspdgpmzuzyrnrrtejekgun,M,Analog Devices
New Brunswick,United States of America,52.0,5.0,,501.0,R,449544.0,SAKZNWVCAHPL,0.0,,tvp12803,5.0,Providence,726934.0,1-322-170-1937,tvpgqewuboqqjiapxaow,m,,SGGGWLOSAQORRNUCWNKQNBNSVRLROGDHIOXIEOHLDCHDTTEABIFJIIAQRQHKRGPVKSOBVPMDFAWHRA,,NII Holdings
KY,United States of America,69.0,2.0,GHLQGVG,337.0,O,474564.0,DCARBFJSIL,5.0,hbpjskpg,Egl12804,5.0,Fort Lauderdale,1566133.0,1-802-284-2869,Egluk,,m,Eoonewfeqccgghixhwrwtnxfobiqemdtnkstgsyfkfczeeuwlepgabxpzqqhnh,W,Jones Financial
SC,United States of America,47.0,1.0,Znejrbbj,567.0,O,348607.0,bkuhv,3.0,ECNLHANLKBQQVXVCOZMKTCNRRYGNYSKJVJJGCNS,MGE12805,0.0,Halifax,3534013.0,1-236-473-3668,MGETL,V,F,uhffrvqswguyxauuocymebxyzyqehjoqqtqjkejlgkwsepopzpiilzfirikrzjkqrahiqmwwugpl,U,Lowe's
AL,United States of America,6.0,0.0,Tpsdll,392.0,U,172472.0,Rboxyycvmlvlzladyesebkibu,2.0,vdzsyckojmuoxkurmcq,Bla12806,10.0,Salinas,2657465.0,1-285-361-1299,Blanrsiuucrjgkk,,,,M,TravelCenters of America
British Columbia,United States of America,30.0,0.0,Ghvcfcuge,670.0,O,440512.0,UUHHOEEZAXPPJNIPLNDNMC,1.0,Mtnjdzgftxbnzawjlmjirvkcthasvfebualhmtstvfcolxtcvedyaomptocospdohxjdt,Fjj12807,5.0,Indianapolis,3972575.0,1-990-991-4392,Fjjbrgikauxawfnkv,,,Mhofqtditxsmkrciypvgzchntngnffrusbrhob,M,Liberty Media
ME,United States of America,6.0,1.0,Mxeddvie,787.0,O,240823.0,eliqdimzntw,4.0,Nkatbekqniugyfkkvbruchyiwhfsncnbstjjrnkpywk,Pdr12808,3.0,Huntington Beach,569710.0,1-645-678-6379,Pdrvpfugzngjgwedgllvziyiocaf,A,,wayxbytgaljtvmhzplnyyhkxboxovlam,S,Kla-Tencor
WA,Canada,4.0,5.0,scrsccd,,O,448404.0,HBGVICLOAWNCKNB,,eovdsdcwqlpvvuiflmadizwhksbzfpvzr,xiq12809,5.0,Charlotte,2674656.0,1-955-194-4817,xiqguiacrhvqxrgwt,,,RKUXTCJKAKCRUTYOLUSMCJKVOSBMHVWUFMWEYTTBEJOLCBUTLNOJISCPUOQRRLVBQVWTUJAHZXFE,W,ScanSource
LA,Canada,69.0,3.0,aysift,802.0,O,376049.0,Tvhshpiflgdyvnummfogjj,5.0,Qvxjpekkzqfibmoaqfecorwmbvrxsufssffrjksyttqqhtxvucmezotdyszjull,zec12810,10.0,Jersey City,1451357.0,1-705-923-3280,zecsldldxfincixmgukd,,M,Kfxshbfszvaajnjrbtbztbpfvlzoqgreu,M,Unum Group
DE,United States of America,83.0,0.0,xcwriecb,320.0,R,40608.0,dwgsgwdocunuxfupvixko,0.0,Vpdjtmeaxtopntkzfsrqtudgklxuklwticjmkptvgfwznnitnaskovwtgovwtpvuqyccxnya,Mdg12811,3.0,Columbia,3569009.0,1-557-200-9900,Mdgbcff,,f,yenibjfpsgvbfqgvuxvsxyxotcanyddtedmcyzrrplslfhtbs,,Tech Data
AR,United States of America,34.0,4.0,Qlzzdlwu,506.0,O,157166.0,Gyoqvimmpi,4.0,Swbqmussipeqvhrwwkyztavazcofvaeatdokuaczqckh,Djn12812,6.0,Hull,1045251.0,1-485-516-5768,Djnhhvoupofew,O,,GUCSE,S,Dollar Tree
MA,United States of America,86.0,5.0,ivdzpfuve,640.0,O,492420.0,Gbqoj,0.0,KJGYPPTOJDUJJVRMQQUYVBKLZWXTUYRMWVU,ept12813,7.0,Wichita,1557374.0,1-159-045-7057,eptzbzlsgkwhzar,,F,Ttarnnxfayeqrmgpdrzzuyxx,W,Alliance Data Systems
AZ,United States of America,,3.0,,,O,178022.0,Hnkhpm,1.0,gcttdsutugzppapqdwsoaxasdswvenifcfkwdfvzjtksvwkbtodcrekokbhcvdujmal,xlt12814,3.0,Edmonton,3716113.0,1-654-049-9995,xltcspdhqt,,f,XNPTQCIBNYPWFSSHQWDPQNAIIJLVAEDUQYTPIZPSBXNXCTGW,M,Emerson Electric
WV,Canada,67.0,1.0,ECVKM,616.0,O,238253.0,rbpqllm,5.0,Ebtmxdxedsjnssceesslqowgdibhdbtfkkgafaet,Sfs12815,0.0,El Paso,2710340.0,1-930-134-4705,Sfseogkwwcimccbozphvsw,,,Myuovimqhubhtnkgfxvhlqngnadxedtuitpginyoib,M,O'Reilly Automotive
TX,United States of America,10.0,,twcgic,827.0,O,362259.0,Carppugrrmtlvocqfgowdraill,0.0,NETQKSVLXPACUDXWIOKWIHMDOZVLSEIYCBYTDLHNZLHWS,lxw12816,4.0,Lowell,2728067.0,1-494-642-2744,lxwmxoptpvrnrqwmjxjnydexzjce,,,rfddzooiqwycfguvlorytlblublhgkcsptfjmiowvutmjvbrr,W,PPL
Nova Scotia,United States of America,46.0,2.0,Kffvlpysz,600.0,O,92401.0,zmgxzqrlvouhsrrzjfjsgiddkxpjhc,1.0,Veogtegkcgumzjtppmedlhihahrhawirmnsmgmycutbwjprctsejogikkenxb,DVD12817,8.0,Charlottetown,568080.0,1-815-217-1481,DVDHKBXAMV,,F,Dmqvywcxqonomesmdtgrcxgrnvwvmcozrslmdgsg,M,Energy Transfer Equity
MO,United States of America,64.0,1.0,Mynyqfb,502.0,O,86006.0,Klywfvn,1.0,gmhueumferolfaxibvsivnjsqnvpoeum,GLC12818,3.0,Denver,358790.0,1-944-331-7754,GLCJFCWD,K,m,ERSZGPHIEDNFAVOQTFBNAVLKLIZHWOQEIHEPKPQPGPYLDZFWRWLWENWNSOAEPLEISIDM,M,Polo Ralph Lauren
DE,United States of America,41.0,,ctbuaom,320.0,O,403817.0,MIWLRS,4.0,HBVDLFZADLXQYAICWAULTUDJSAXXBFSDUNAPTNVHWGBCTFRXUTGJHACDUGLPRRUUVP,Ppj12819,0.0,El Paso,2918098.0,1-415-898-5346,Ppjdxpybztxtwztbyjszpcwiwziupm,v,F,BERLBOWGGFTFFFNUJGEDLERGSLCXYDWVKWRVCTLTFJX,S,
VA,Canada,29.0,3.0,Zquzdqgtpfp,,O,20449.0,HMBJXPOITLGO,4.0,Sgqtkswubegnvulxnvtapbfmozyybypeowazzunlxlqxsicgq,Jsm12820,6.0,Charlotte,302848.0,1-508-816-1520,Jsmzwcmewknfeby,,m,XXNBFBHALWDWPUHVLGXFUXYWQYNUJVSDSTSLHDQHOVAPDMFZLTHKDLMISUYPSLFGWVUSGPSBPA,M,Ecolab
IN,Canada,92.0,,Lvhbhrsda,649.0,R,339958.0,wedvvogzjvthdvzhgkcvtqq,5.0,Gsaxeg,JLI12821,1.0,Mesquite,2132086.0,1-456-198-9654,JLISWIVFHZEFVHUODEH,,,Gluei,S,Penn National Gaming
IL,,4.0,5.0,Xhgoi,482.0,O,452258.0,embwfjhgmozdufyfxitsdrbnkddfld,5.0,Urmeocqwqytfhiyanywuqwbedealjroygzgstpuoofcikcbidgm,WGO12822,10.0,Fairbanks,733214.0,1-505-788-3867,WGOOQPPT,,M,IRZRBIUCKGPZWDNFPDXJACZWOCIQDULGASLIWPJVVYCOPPGRBNM,S,Qualcomm
NY,,25.0,4.0,Gikddslxxefh,589.0,O,234378.0,Kfoyqggkbcxzk,1.0,HOSVMPVPGIB,nyk12823,4.0,Lansing,2857093.0,1-668-722-1036,nykpsr,,n,GRQMIVHFQLMMSJILISLZDQEKPFRVFAKNK,U,Roper Industries
Prince Edward Island,United States of America,12.0,3.0,Toqfli,317.0,O,446427.0,fojdpermiblkrup,0.0,Mosxwqmadggfgnxaqrkacxkgbnyabjhgwdselsiqsxxupstvoofakdjvhticntiyqbnaolyfjp,DCX12824,3.0,Independence,1960738.0,1-050-687-3753,DCXMJAZTVHICHDTDIYJSUKLS,,,Lcvhcbbhqmuxykuannltbnunqrl,D,Charles Schwab
AR,Canada,,5.0,eypchvym,764.0,R,,UKTXXUHVXWIBGIBXURAZWNUQOM,0.0,Eytaugbtzzvn,prk12825,5.0,Baltimore,28764.0,1-351-871-2269,prkmxalpdjyzots,,m,htbehtvhndesuxnxqzoxbueyxkiwykcdcksccpfrsfofaahymwtfqi,U,Valero Energy
GA,United States of America,63.0,4.0,,737.0,U,249143.0,Swjbltfvupktmgk,2.0,CAIDDGVUZEIUZZDSUMCDQMWVZHCENCBKIIHCIOLLVCAPFBHQUSXSAOPYUKZBOAJHYH,Keq12826,4.0,Rapid City,2778082.0,1-344-055-9285,Keqmqvjh,,m,Hkboxqgcyrqfztdmrcdvhxvckxpaafvdzvzzastjzjymcmghanxclxftqbybdvadnnnefkhyll,U,Dun & Bradstreet
KS,United States of America,34.0,1.0,pphkdmxpe,453.0,O,440389.0,ZEAZGFDLKKUKXHU,3.0,mbtrlcsgemconlbjlgurpumoawq,Pik12827,0.0,Regina,3017214.0,1-002-743-0185,Pikhhovay,,f,qdevbefgoelfhjqtktploibdeswvwmmsggmkspsoditoolwhdjwpshizno,U,Nationwide
IN,United States of America,12.0,1.0,aduxvhigia,300.0,O,402172.0,kxhyhlwdfntlu,2.0,mppansifctjwqamhooetardbmbpqvihqduf,aqi12828,2.0,Tempe,,1-770-549-8737,aqimpnjfydokuokghmzjeojowl,,F,Dwdfcalnptcmnsceulqjdhgm,W,Scotts Miracle-Gro
Quebec,United States of America,23.0,2.0,bfcdaq,458.0,O,424026.0,BKKVEROPNGDGSIABPXYWTL,5.0,tycyvegvomleihjetimcgxsjmqabgvplrpwgvhjatwy,tzl12829,4.0,Sterling Heights,547605.0,1-837-600-2003,tzlwnjnoyzifbddw,Y,,Tgtgdqfsapjnioanznaigsfcajwgepxhdbnpcqkvuwf,M,Northrop Grumman
UT,Canada,73.0,4.0,Xsebnbazzuxm,,O,444330.0,UAUQPNTMABRSSDEWJNOM,1.0,Gdlrhztlzzjomkvkhmblvuxqwsewdr,ool12830,10.0,Edmonton,1923491.0,1-007-407-1539,oolkgiwlrskrehzbko,P,s,YYWJHRLJXNAGXMQKIJVBYDVZBYPQBZAHVLDGPSEMCLQVRLQUQNZEWTKOXDHRQMVIDECBPYLHUFQ,M,NewPage Holding
NV,Canada,36.0,0.0,Ceiqkpxsimo,317.0,O,305897.0,tkalfzzb,4.0,GFEFWBMOBPYUJIPLQFDJ,Gcs12831,7.0,Pasadena,274597.0,1-107-786-1764,Gcsoskmqpaksnrsvztuyi,,,Qfmzrnbmeasnthrowltjzlrlnefjmznwgmmbpyqna,U,Celanese
AR,United States of America,51.0,2.0,JHRNKTOCX,828.0,R,377098.0,FGCXVONIH,,Titaolimoqtdrcnftjyieiovugfuzkosz,Tqd12832,5.0,Little Rock,1016413.0,1-584-108-5822,Tqdvleqz,a,,uedypxvkaplaaglosj,U,OGE Energy
OR,,53.0,4.0,,676.0,U,18397.0,lnbkaj,4.0,Lwxlvyeszplrsrjpxohrjnaehooxsicearryxgdrnewjyhk,Imt12833,6.0,Tallahassee,2712645.0,1-893-081-4706,Imtzjjxqnr,,m,OPXIRPJZAVHBPGUNREW,U,Pepco Holdings
VT,Canada,35.0,5.0,ulkxftsqu,499.0,O,43751.0,yzubkaygflgti,2.0,Yjklnfwybbdpcrnkiwhtmxaieufrcanllplnxiaxvkfephktqgdsl,Onk12834,0.0,Independence,1977750.0,,Onkigmi,,,ielymlvvlrvifqfsmpjdzghnvazptepymajkdndrhyhfzokkclugef,S,Ruddick
WY,Canada,39.0,1.0,Khnjodjytb,695.0,O,406351.0,Iwlcgnwmopnrtlwyngfgqrmsij,0.0,dkcchdlcvsfdroyjmhzsfqslqraknnjnzomflggnvayzihgxuooivyfmscmdhevzswxpgjmwgnobz,Vmo12835,4.0,Tucson,1703699.0,1-241-945-9443,Vmojgpkpeqzbaztfbyrfjhtw,,f,,M,Cameron International
WA,United States of America,89.0,4.0,Cictpwoytnm,426.0,O,490101.0,ITJLLZEFPXELSRQVCTMP,4.0,ZEPBADUISWKJMOXDKDFIN,Xtp12836,7.0,St. Catharines,757938.0,1-801-732-3027,Xtpvdibljuauvinrbfsfqzuxl,O,m,Kdkiqskqosklrbzmxnse,U,Crane
FL,United States of America,98.0,3.0,vtgwivurw,,R,126420.0,PEEOLCMLYUPHYKYGKMKLTHLGIO,4.0,DQFIYQZTQJPMHNBMKYJAUHJBDDSABESTBBXTKBTXRTMHEQQSAICUNPGSZECAVJDWGWFXXOPPVFZROPFT,Oqm12837,1.0,Halifax,2841182.0,1-192-360-6484,Oqmzmifshdnpbsbeqhc,,,Gveclzhahfzrabzrepqcuhsibclhhvuleyrgfv,S,
NC,United States of America,4.0,4.0,,327.0,O,467950.0,Hfnddhd,2.0,Vnxpadvyovyddngs,Bum12838,10.0,Huntington,1285049.0,1-741-738-4105,Bumxsit,,,Kohnaptmlsvegqnpiednmwsrtcvmreweqqvjmf,S,Tupperware Brands
ID,Canada,67.0,5.0,JKYKLCTBJUK,360.0,O,375100.0,LQUAUWNQUFZMKSNGKUGMRXPS,,VVALIGSKEJNWFJVSYXROUXPBSIHFOKCTFFDPIXTTSKPUVCIFXTSNE,Dnr12839,1.0,McAllen,650959.0,1-324-925-1603,Dnradyfqjyvalrlxfspvdtuve,,,Rkiqpflfzhdzphfwrsqi,W,Qualcomm
Prince Edward Island,United States of America,65.0,5.0,LOWRMN,408.0,O,451851.0,Ggdnhjdzhs,3.0,nvotijrf,pkx12840,4.0,Modesto,,1-023-320-0309,pkxugebddejhfqjsuxfb,,F,Duimwghwoyrazskpdaqshmkkxbbwgrvyjjivpiqdudlkaqsmfqdwerdhmpmv,M,World Fuel Services
NJ,United States of America,50.0,5.0,RNHCFVTSWCH,395.0,O,127524.0,Upswaieoh,3.0,DRTEBENPVTTHDZDMYOIUOQECBFGWQTJFOSZSYB,YFP12841,0.0,Victoria,951706.0,1-345-330-6536,YFPXQYAXJLBOQTJWFOXBQZGQA,i,A,IAQYWQNVTWXPWQHDZJNUDWFQPJUCAZZYWECPLNZJPJAWFNHXNTIECHBT,U,Fiserv
NV,United States of America,34.0,1.0,HBSABBKY,535.0,U,270886.0,hsuenkyt,4.0,lpmozketeyjnxqxlfejutnvkvalzdchopnxnwhazjmrzqulqheujafnuwytgrmnklygpmymksvioooh,Lcs12842,2.0,Las Vegas,2226048.0,1-505-223-6536,Lcslrtxpwmecnxpaxjuhdnmnjiylg,,F,Egyrabmkbkqbxxhdaqdtwgpeuwxergaqafmrmadkfpcunxiyaqjskehpwypvgfzbcgkwkcpmxsdr,D,Tenneco
NV,United States of America,43.0,1.0,cnjrjo,706.0,U,73309.0,ZJECPHNXT,3.0,Jceimchzagosgarcydmjvviywvuktiaerdwgodwsgjndlkrdzyomkmdbitqfwqzurch,isg12843,8.0,Honolulu,,1-046-267-0234,isgrgguaqitattziubpwd,,,PECFUOJGIAASVOFYBQRLDOCVAKRXSDXHJQROK,M,Andersons
MD,United States of America,83.0,0.0,Iufpjayvjpa,498.0,U,9660.0,xxtcfytehjfsoj,4.0,Vwefdizndd,Ytj12844,4.0,Charlottetown,2410425.0,1-768-103-8876,Ytjianrdnknnhiucaacthae,,F,Qozlmgschlhngbzxdqohgiovv,D,Coca-Cola Enterprises
NC,,32.0,1.0,Gmijj,303.0,O,408662.0,Ihnet,1.0,DQVNXGKOYXMLKZICFUHTGHRVLRCFPARVTTPPRIVB,vvm12845,7.0,Beaumont,1101692.0,1-068-591-9487,vvmurjsfcrvapohoppkipzfuhh,,f,Nxqabtjvlsuoghjhmuzjj,W,
MO,United States of America,76.0,1.0,KVELFJP,745.0,O,354733.0,tahttc,0.0,NVAQTQUXWKSUKSDGCGM,msw12846,3.0,London,2517496.0,1-132-225-3199,mswbfzmjkpxhiyii,,,UHDJVMFMBVPVKSPVCOYWSMHIZQJDDIVW,M,Aon
SD,Canada,51.0,5.0,hctoank,648.0,O,257620.0,voeakenonqbfytgycdceybwlylq,2.0,FJDYPBCL,hwc12847,1.0,Inglewood,1982478.0,1-589-402-3116,hwcfeluswotcpcfmnywf,,f,Ecvinwmkphyuazvwjduomokynualoqikgnricgwgpdfwoxgwgsiyomrwpv,D,AMC Entertainment
WY,United States of America,60.0,3.0,Rektcocyxz,760.0,O,260044.0,ASVVDJVGCBGDOFBSBXK,3.0,gqvmuhrlnvdkbyvbwzwbungyjtsqcrorctsbse,bjj12848,7.0,Kansas City,1928359.0,1-354-772-1400,bjjcpiyczkeorxqxogcim,,,Awuxikprxsmyyupugrqqxbguwk,M,Sun Microsystems
AZ,United States of America,2.0,1.0,Hcxjiv,789.0,O,223349.0,Rcbfzljreymrmhxpcjpgj,5.0,xdqndtaoiadjtsyabdxailmtxnpbqdusbc,QBR12849,5.0,Rancho Cucamonga,834606.0,1-059-568-8258,QBRQDPOHQFSCOLHMFJYUM,w,f,Vstiphiyivdnjfobmpjxwnvrvavntmoemqymuohozmcuyji,M,Texas Instruments
Manitoba,United States of America,48.0,5.0,lalsa,830.0,O,420929.0,Cgpwlkfdfoeirml,4.0,lhqhdqbyedilylrmtkuwjketowwqbtuujbknxrypxkit,Bdq12850,0.0,Dallas,1270692.0,1-536-221-0110,Bdqowghsjzoorhrm,W,f,Rmnrlqjeq,S,MetLife
Quebec,United States of America,60.0,3.0,STDIIMJSDET,745.0,R,409961.0,Ppnjpzhq,4.0,Azowifuffwyiia,HLV12851,5.0,Miami,2970030.0,1-465-945-0878,HLVZXLPXYVRTD,U,,FGGIUQJRGXESDBTHVGKUXYFKYW,S,Williams-Sonoma
DE,United States of America,,0.0,Xblbhqtuclu,460.0,O,,XNYJYXKBBDOI,0.0,Ssppikwpivgxcttakaijnqpznyhgnciiekkivjg,fyr12852,1.0,Orange,1805684.0,1-862-969-9340,fyrveszoqdwwyghpiaegwk,G,,RXJKJNXUUKDCNVVQTCFBOJLNRZEPHXIWZUMFRDTJ,M,Helix Energy Solutions Group
NY,United States of America,4.0,1.0,Bfxkafmhr,698.0,O,498158.0,Nvmstyahzg,5.0,Ccqcc,EPN12853,6.0,Waco,2238781.0,1-110-510-1005,EPNRFRPCZGGJTUACEYQSWSCZQCH,,,lhgcxmibahthnvqqronxfotkacocqaojukbifhhdyumrobvvbwwe,M,Briggs & Stratton
CA,United States of America,18.0,1.0,FSHPVQARQPZ,612.0,O,96483.0,Bdavqrfyotqfbu,2.0,Wdunmlkietwopukmrcjlrjbwkixesfqvv,dnf12854,9.0,Columbus,2490224.0,1-946-047-0385,dnfvhpffbobogjmoylf,c,,Zbecrbvhqxhjwibbawqughlybebickhtvpczppxyubwazfjekevsrqukzyukyfl,M,Paccar
VA,United States of America,37.0,4.0,IQLPLGQSSQG,567.0,R,17846.0,Crmdtznssfymredevbuv,5.0,yqbwfzyerjxlgexyirtiouqcfwmpmpwoungqevkbzwvpyxmetarhlwgnviixqzxqwvhlujdfrevqzxvm,Yuh12855,0.0,El Monte,,1-222-788-0196,Yuhwcwz,M,F,Cihltvnuganqwabkqcuiccyragcrrwdjlto,W,Watson Pharmaceuticals
NJ,United States of America,67.0,5.0,Epocsstwvqmw,375.0,O,133982.0,Qkfqypfwylepmgxrvrovzx,0.0,,Hiz12856,0.0,Ontario,2803509.0,1-170-639-1755,Hizrbxfpc,,,,U,Live Nation
CT,United States of America,17.0,1.0,Cyhuylxonki,614.0,U,404620.0,nbrlquxtn,5.0,Cujqaayoespgngnjyxmeiirrluumctxphochwsordvutcpsuklba,OQR12857,10.0,Lakewood,96716.0,1-982-172-7586,OQRCKOYMNFRIQZQTLJF,,,Lhjdnbbshhymjhmbkulbvdotgaypm,M,UGI
LA,United States of America,2.0,0.0,Uzzirbzscvr,,U,443960.0,Foapy,5.0,Rekezivhkwjwfjigrvszqibldfuedrykulahxcmcqanbxboqlrtaroncrlyrxbq,MER12858,3.0,Santa Fe,2498353.0,1-771-071-7879,MERWXLRSQDBBVNQ,,,tasponrd,S,Analog Devices
OR,United States of America,99.0,0.0,uksetfatieh,599.0,O,54667.0,KINDN,3.0,GNAQIIFQJKMBGCMSWUUTWNFAYCGNPWAGDISEDERJBKJXTILXUGLLHWPYZQTLXH,Bsz12859,2.0,Brownsville,2205830.0,,Bszxmgsqfnsdbbtpshskmcpnt,,,ejpbrelclpckzoepcqrwftsinkewspicukqdhenshlvrpjiprlefmartpzjjokksfmlg,U,Aleris International
LA,,64.0,3.0,Xlpwzjddsxyo,432.0,O,280753.0,Mnfrizv,,Mpwclyqpxkwbzbzjv,Tus12860,10.0,Santa Fe,3768815.0,1-568-913-0778,Tusmbkfkm,O,F,Qfbpzyfhfufmlarxesakgxwxmojvnxvqmotcilnombfmgqdxlikog,S,Systemax
Newfoundland,United States of America,53.0,0.0,vxmsxbziif,310.0,U,381535.0,Mqfctdeklyvvqqhpgencndpfq,3.0,SVHCVDESDIWUQNSLBIBBQKBIHALRXZVOYOGDTHEVNHSDXWLJJETXJGNZXSXS,Xak12861,9.0,Baltimore,,1-454-153-0835,Xakwxzsvneegquoggyzh,,M,Crudxzkdzkiccbnymbuklpgesnuxwjjgyjncmoyxfiuzhwyfmpkklkxidnbibotgweryjn,U,Autodesk
