prospect_AgeID,prospect_NuCrCar,prospect_NumCh,prospect_OwORF,prospect_NWo,prospect_LaNa,prospect_FiN,prospect_A,prospect_Ph,prospect_NumCa,prospect_PosC,prospect_CrRat,prospect_St,prospect_Ci,prospect_Ge,prospect_Coun,prospect_In,prospect_MarSt,prospect_Em
CAL1256,3.0,3.0,O,,CALIS,Luke,25.0,1-418-964-5696,5.0,H2a 1w9,783.0,Newfoundland,Lubbock,,United States of America,,S,Modine Manufacturing
CON1257,2.0,5.0,O,188852.0,CONNER,CATE,73.0,1-727-518-0923,4.0,94629,514.0,New Brunswick,Chicago,,United States of America,170437.0,S,Maxim Integrated Products
Van1258,6.0,1.0,R,697983.0,Van dyke,Florine,33.0,1-424-230-7510,2.0,m2q 1d5,395.0,ID,Gary,F,United States of America,269584.0,S,Brink's
Nov1259,1.0,,U,2682855.0,Novia,Luping,89.0,1-158-972-9762,1.0,V6b 1r6,431.0,SC,Independence,M,Canada,172183.0,U,American Financial Group
ACK1260,,1.0,O,2101299.0,ACKWOOD,Caroline,8.0,,1.0,94632,402.0,TN,Little Rock,,United States of America,35385.0,M,Regions Financial
PAT1261,10.0,0.0,R,,PATTULLO,Krinda,36.0,1-921-154-5804,0.0,10703,657.0,Alberta,North Las Vegas,F,Canada,223383.0,D,WABCO Holdings
Piz1262,4.0,3.0,,3419489.0,Pizzarello,Elfrieda,4.0,1-845-232-0939,3.0,94402,663.0,Newfoundland,Fargo,m,United States of America,159693.0,M,UAL
Mof1263,2.0,2.0,O,1927419.0,Moffet,Emalee,21.0,1-310-011-8087,3.0,m1h 1p3,748.0,NJ,Cincinnati,,Canada,311444.0,U,General Electric
Dru1264,5.0,4.0,O,2476124.0,Drummond,Tierney,29.0,1-367-411-5545,5.0,53757,794.0,GA,Orlando,,United States of America,285802.0,,Collective Brands
IOA1265,5.0,5.0,,3524149.0,IOANNOU,STACEE,32.0,1-071-995-4878,0.0,33309,800.0,NV,Simi Valley,f,Canada,423642.0,M,Duane Reade Holdings
Win1266,3.0,2.0,O,2826334.0,Winstead,Jacklin,65.0,1-944-859-5982,3.0,M9d 1u1,716.0,ND,Stockton,m,United States of America,414724.0,S,VF
CUL1267,2.0,4.0,R,627765.0,CULMER,Millard,41.0,1-500-161-2282,5.0,M5A 1W2,685.0,WY,Denver,,United States of America,103095.0,D,Quest Diagnostics
Rol1268,3.0,4.0,O,2079617.0,Rolston,GWENDOLYN,4.0,1-900-782-2828,4.0,10193,467.0,New Brunswick,Ottawa,f,Canada,251608.0,S,Amazon.com
Dav1269,8.0,1.0,O,2440307.0,Davalo,IOLANTHE,,1-688-722-3100,5.0,75204,424.0,ND,Santa Ana,,Canada,466631.0,S,Cooper-Standard Holdings
flo1270,9.0,4.0,O,494497.0,florence,Buffy,40.0,1-663-949-2542,3.0,M5F 1W6,719.0,HI,Fresno,F,United States of America,319611.0,M,Raymond James Financial
Nar1271,4.0,0.0,R,2449007.0,Narraway,Noreen,23.0,1-704-752-9592,4.0,t6a 1i7,460.0,AL,Newport News,,United States of America,31336.0,D,Waste Management
DEG1272,0.0,1.0,R,1061532.0,DEGEN,DARINA,78.0,1-829-463-0846,0.0,98160,503.0,MD,Cedar Rapids,M,United States of America,234270.0,W,Patterson-UTI Energy
AL1273,9.0,3.0,O,3947420.0,AL,subi,80.0,1-956-266-9575,5.0,44312,781.0,PA,Augusta,m,Canada,441616.0,M,Fidelity National Financial
CRA1274,5.0,3.0,,323615.0,CRADDOCK,KARIN,7.0,1-793-652-0399,,v6m 1v2,389.0,OR,London,M,United States of America,199969.0,M,Brookdale Senior Living
ste1275,10.0,4.0,R,2578863.0,sterian,KESSLEY,11.0,1-444-570-0151,5.0,35895,472.0,NM,Salinas,,United States of America,104211.0,M,Nalco Holding
Fal1276,3.0,3.0,O,2330950.0,Fallahi,miriam,,1-270-102-2156,5.0,95402,,New Brunswick,Fargo,,United States of America,125783.0,S,Dillard's
Erb1277,,2.0,,1028958.0,Erbilgin,HOLST,10.0,1-088-500-6364,3.0,M5e 1u3,,FL,Overland Park,m,United States of America,386913.0,M,Hess
Egn1278,1.0,2.0,O,591978.0,Egner,tonie,95.0,1-002-204-0709,1.0,V6r 1u2,435.0,WV,Aurora,f,United States of America,434919.0,U,Medco Health Solutions
Tah1279,5.0,5.0,O,1566884.0,Taharuddin,Darrel,11.0,1-560-601-9858,0.0,M9d 1u1,345.0,NJ,Huntington Beach,,United States of America,409171.0,S,H.J. Heinz
Tog1280,1.0,4.0,U,2233915.0,Togasaki,margette,74.0,1-003-740-6871,4.0,V6q 1w6,845.0,MT,Cheyenne,m,United States of America,35973.0,U,Allegheny Technologies
ing1281,0.0,2.0,R,1697753.0,ingrey,Siew,8.0,1-483-304-6077,0.0,70132,583.0,WI,Bismarck,,Canada,496333.0,,Perrigo
Dac1282,1.0,4.0,R,2281290.0,Dacre,TIN,39.0,1-018-689-7394,5.0,94467,410.0,AR,Syracuse,,United States of America,34940.0,U,Texas Instruments
SEA1283,4.0,3.0,O,3872337.0,SEARS,Blythe,36.0,1-945-171-3526,,V6p 1r2,743.0,DC,Chicago,,Canada,433355.0,U,Gannett
Ert1284,7.0,5.0,O,2092159.0,Ertl,Emer,10.0,1-990-496-1766,0.0,M3w 1l1,316.0,British Columbia,Newport News,,United States of America,204073.0,M,
Cay1285,3.0,2.0,O,1311610.0,Cayouette,EADIE,73.0,,5.0,32210,690.0,NJ,Jackson,f,United States of America,311152.0,D,Dean Foods
Wil1286,1.0,4.0,O,2854213.0,Williford,Diannne,56.0,1-017-610-2976,0.0,v6b 1s5,448.0,IA,Ann Arbor,M,Canada,140649.0,U,T. Rowe Price
Reg1287,10.0,4.0,O,503224.0,Regimbald,Kingsley,90.0,1-215-714-0481,3.0,T5A 1Z8,517.0,FL,Allentown,F,Canada,133125.0,U,Gardner Denver
mer1288,3.0,3.0,R,2678386.0,meriwether,Hwei-ling,64.0,1-035-789-6847,3.0,45211,787.0,RI,Toronto,F,United States of America,424101.0,S,Delta Air Lines
Squ1289,8.0,4.0,O,1823472.0,Squires,agnola,6.0,1-651-228-6591,4.0,46238,543.0,British Columbia,El Monte,,United States of America,60208.0,D,EMC
Gas1290,10.0,5.0,O,3929702.0,Gasul,anthea,4.0,1-987-819-6633,0.0,94493,639.0,CT,Richmond,,United States of America,382836.0,M,CME Group
Owe1291,3.0,0.0,O,2039071.0,Owensby,kaitlynn,97.0,1-683-225-8085,4.0,V6h 1t2,730.0,Prince Edward Island,Little Rock,,United States of America,151861.0,M,Lincoln Electric Holdings
agh1292,4.0,2.0,O,3295828.0,aghili,STARS,,1-776-096-9636,2.0,99725,374.0,Manitoba,Macon,M,United States of America,71838.0,U,New Jersey Resources
per1293,8.0,0.0,U,408058.0,perron,joanie,45.0,1-738-161-5093,,H7h 1v6,307.0,IL,Honolulu,m,Canada,13393.0,D,Valassis Communications
mar1294,4.0,5.0,O,2402816.0,marconi,karil,62.0,1-661-702-6449,0.0,61107,420.0,SC,St. Johns,m,United States of America,48174.0,S,Hexion Specialty Chemicals
Poy1295,5.0,0.0,O,3276957.0,Poyer,Concettina,60.0,1-506-342-0828,3.0,33160,607.0,MD,Nashua,F,United States of America,291845.0,,Old Republic International
Nor1296,1.0,4.0,R,1989523.0,Norton,SASCHA,31.0,1-297-444-5533,4.0,93877,510.0,CO,Huntington,,Canada,114680.0,M,
Pre1297,7.0,,R,3405299.0,Presti,ODELLE,98.0,1-797-072-5206,1.0,44110,313.0,FL,Winnipeg,,United States of America,402704.0,U,AGCO
ing1298,2.0,5.0,O,2615638.0,inge,Jeniffer,81.0,1-982-829-3696,2.0,85037,672.0,ND,Santa Clara,,Canada,176331.0,S,GameStop
YER1299,6.0,4.0,,1007245.0,YERNENI,Linn,45.0,1-142-222-3994,0.0,91320,531.0,WA,Mount Pearl,m,United States of America,369094.0,M,eBay
Lya1300,1.0,4.0,O,2654937.0,Lyall,Jean-michel,26.0,1-029-545-3628,0.0,48213,352.0,MO,Baltimore,f,Canada,13493.0,M,Cummins
Bos1301,3.0,,R,3834204.0,Boswick,Glori,25.0,1-521-945-7110,3.0,92148,431.0,VT,Salem,,United States of America,353507.0,U,Systemax
Mcd1302,9.0,0.0,O,1223723.0,Mcdunn,Lizette,96.0,1-321-041-0384,,e7o 1q4,413.0,Ontario,Lincoln,,Canada,254075.0,U,RadioShack
VII1303,5.0,1.0,O,406806.0,VIITANIEMI,Gorde,18.0,1-534-030-4476,0.0,53759,682.0,WY,Great Falls,m,United States of America,312305.0,S,Service Enterprise Group
her1304,6.0,3.0,O,839378.0,hershberger,keys,56.0,1-053-195-2833,4.0,10068,487.0,GA,Paterson,,United States of America,483335.0,S,BearingPoint
May1305,7.0,5.0,O,414126.0,Mayoux,gusta,49.0,,,74103,554.0,MS,Toronto,M,United States of America,,M,Worthington Industries
Hal1306,7.0,5.0,O,3220146.0,Hallett,ihor,79.0,1-877-535-3350,1.0,66624,552.0,PA,Yonkers,m,United States of America,273949.0,W,NiSource
STE1307,1.0,0.0,O,1359422.0,STEKLASA,Suzann,87.0,1-254-886-9051,4.0,76120,704.0,NY,Coral Springs,F,Canada,95144.0,S,H.J. Heinz
Haa1308,7.0,4.0,O,2734888.0,Haas,Clifton,10.0,1-989-937-7865,1.0,93869,,MT,El Monte,,United States of America,145720.0,,Consol Energy
fle1309,5.0,3.0,O,1272562.0,flewelling,Christoph,46.0,1-169-112-7924,2.0,v6r 1v9,477.0,LA,Dayton,,United States of America,436686.0,U,Valero Energy
wal1310,3.0,5.0,O,,wallace,hellen,48.0,1-299-733-4392,2.0,98148,329.0,HI,Lincoln,,United States of America,452738.0,U,United Services Automobile
mor1311,8.0,3.0,O,3847425.0,morton,elysia,93.0,1-084-315-4415,4.0,44301,831.0,OH,Sherbrooke,m,United States of America,145288.0,U,DRS Technologies
jan1312,4.0,1.0,R,3025982.0,janecka,Martina,50.0,1-414-818-1188,1.0,57702,620.0,MI,Shreveport,M,United States of America,221882.0,U,Mueller Water Products
van1313,8.0,3.0,R,2521783.0,van kast,Sharleen,31.0,1-983-209-0286,4.0,H2e 1v5,485.0,ND,San Diego,,Canada,14405.0,M,W.R. Grace
Rou1314,6.0,4.0,O,3003955.0,Rousseau,roanne,42.0,1-228-142-7457,4.0,77119,349.0,GA,Oxnard,F,United States of America,491148.0,M,Foot Locker
TAH1315,4.0,5.0,O,1528063.0,TAHARUDDIN,ANNET,41.0,1-519-379-3422,3.0,14224,710.0,AL,Augusta,,United States of America,439539.0,U,Boise Cascade Holdings
Gli1316,,3.0,U,209853.0,Glinka,Bernice,33.0,1-009-463-2794,5.0,v6s 1r8,,Alberta,Hartford,N,Canada,464637.0,M,Rite Aid
Fil1317,5.0,0.0,O,,Filippi,gavin,49.0,1-126-781-5775,5.0,V6V 1S4,392.0,IL,Pomona,m,United States of America,364193.0,M,Capital One Financial
De 1318,,4.0,O,3058804.0,De salis,kalie,4.0,1-313-460-9270,4.0,19075,354.0,VT,Orange,,United States of America,32958.0,W,Marshall & Ilsley Corp.
Let1319,4.0,3.0,U,1606513.0,Letarte,monroe,14.0,1-798-356-4562,2.0,97208,529.0,TX,Palmdale,,United States of America,82412.0,U,Mattel
Shi1320,9.0,5.0,,3540880.0,Shingler,LOGAN,38.0,1-938-878-2878,2.0,94319,509.0,OR,Salt Lake City,,United States of America,288984.0,M,
SHA1321,6.0,4.0,O,2718726.0,SHAKIB,Shanta,70.0,1-650-311-9912,4.0,y5c 1m8,764.0,CT,Oklahoma City,,United States of America,107831.0,M,National Oilwell Varco
Gur1322,4.0,3.0,O,2710048.0,Gurica,Kordula,60.0,1-077-572-2066,0.0,A5E 1B1,412.0,SD,Tulsa,,Canada,84588.0,S,Unified Grocers
But1323,5.0,2.0,O,3592521.0,Butner,libbey,9.0,1-346-199-2974,2.0,V5C 1N4,695.0,OR,Ontario,,United States of America,426245.0,M,Northeast Utilities
Rag1324,0.0,1.0,R,,Raghunath,Vivianna,88.0,1-196-113-9442,5.0,75229,391.0,ND,Toledo,,United States of America,113699.0,S,Patterson-UTI Energy
Ban1325,10.0,0.0,R,292441.0,Banigan,Ardisj,1.0,1-055-835-4448,5.0,V6O 1Q7,595.0,Manitoba,Lexington,M,United States of America,197182.0,M,Int. Flavors & Fragrances
Kab1326,7.0,5.0,R,3654357.0,Kabel,Yovonnda,50.0,1-145-039-7694,5.0,M5g 1x5,597.0,Manitoba,Cincinnati,F,United States of America,386956.0,W,Universal Forest Products
CHE1327,6.0,0.0,O,1100613.0,CHEBA,OLIVE,53.0,1-310-774-3571,3.0,90283,555.0,NV,Indianapolis,,Canada,225457.0,M,CBS
Ude1328,3.0,3.0,R,1105369.0,Ude,Muhammad,47.0,1-340-508-5627,1.0,h2f 1v3,356.0,CO,Memphis,F,United States of America,51599.0,S,
KUH1329,9.0,2.0,,482261.0,KUHN,Adore,86.0,1-664-932-3141,1.0,77293,444.0,MO,Manchester,,United States of America,28939.0,U,Ruddick
Moo1330,5.0,5.0,U,3331401.0,Moorer,Makam,54.0,1-982-742-5390,5.0,91171,529.0,NM,Manchester,,United States of America,105731.0,D,BlackRock
has1331,9.0,4.0,O,72664.0,hasegawa,OSIRIS,27.0,1-524-674-5759,2.0,v6h 1s9,537.0,DC,Dallas,M,United States of America,331132.0,S,Hanesbrands
bho1332,8.0,5.0,O,1895204.0,bhoday,vilas,93.0,1-017-641-6223,1.0,36681,317.0,VT,Providence,f,United States of America,185551.0,S,Molina Healthcare
Pag1333,1.0,3.0,,40488.0,Pagi,matelda,31.0,1-172-121-1695,2.0,79953,434.0,LA,Akron,F,United States of America,371975.0,M,Allstate
Van1334,9.0,3.0,R,3234538.0,Van kessel,Arabel,78.0,1-559-078-8057,4.0,78231,309.0,NC,St. Louis,f,United States of America,455111.0,M,Biogen Idec
Fur1335,9.0,0.0,O,1927631.0,Furst,brett,35.0,1-355-616-0205,1.0,77222,384.0,UT,Fort Collins,M,United States of America,313217.0,U,Deere
Car1336,4.0,4.0,R,875273.0,Cardozo,Goldia,19.0,1-118-904-8413,5.0,V6b 1p6,840.0,OK,Las Cruces,f,United States of America,185298.0,U,Realogy
bry1337,6.0,5.0,R,1800722.0,brydges,jacklin,72.0,1-622-678-7594,4.0,V6L 1S2,469.0,WA,West Valley,m,Canada,228379.0,M,Sprint Nextel
Ahm1338,8.0,2.0,U,2317949.0,Ahmad,shela,38.0,1-706-053-4885,1.0,V6q 1s7,746.0,NC,Fort Wayne,,United States of America,496565.0,M,Sauer-Danfoss
Spe1339,8.0,0.0,O,3889367.0,Spearman,Shane,36.0,1-745-265-2000,3.0,h5l 1q1,521.0,WA,Winston-Salem,,United States of America,64482.0,W,Key Energy Services
God1340,3.0,3.0,O,63801.0,Godsoe,LOLLY,5.0,1-855-485-3690,1.0,77187,843.0,HI,Sterling Heights,,United States of America,475046.0,D,Nalco Holding
pla1341,3.0,,U,2356169.0,plastina,franklyn,59.0,1-487-695-6602,4.0,27710,846.0,TN,Washington,M,United States of America,30917.0,U,Delphi
Bar1342,4.0,4.0,O,1407956.0,Barry,YUEN,29.0,1-716-856-1583,1.0,79952,426.0,IL,Aurora,,United States of America,65213.0,M,Boise Cascade Holdings
rum1343,9.0,2.0,O,2229772.0,rumley,open,,1-729-421-9684,5.0,68129,833.0,MT,Memphis,,United States of America,415653.0,M,AMR
cud1344,3.0,1.0,R,3729163.0,cuddy,Wally,45.0,1-463-913-7573,2.0,94210,306.0,AR,Stockton,,Canada,347883.0,M,Best Buy
Dem1345,10.0,4.0,O,803737.0,Demone,marj,38.0,1-110-070-7433,0.0,H2e 1u9,567.0,AK,New York,f,United States of America,162007.0,M,Bank of America Corp.
KON1346,4.0,,O,2638958.0,KONOMIS,Louise,57.0,1-404-032-5960,4.0,94443,429.0,MA,Mesquite,,United States of America,427217.0,S,Schering-Plough
MEL1347,6.0,1.0,O,2192090.0,MELTON,Jeff,73.0,1-108-439-5363,0.0,99207,826.0,Alberta,Las Cruces,,United States of America,168549.0,M,Dole Food
KER1348,1.0,,R,980763.0,KERR,Melissa,76.0,1-353-200-3958,3.0,M8b 1v6,433.0,NC,Inglewood,f,Canada,5312.0,S,Robert Half International
Lud1349,,2.0,O,3242031.0,Ludwick,LYNNETT,19.0,1-473-053-5437,5.0,V6o 1v3,459.0,AZ,Charlotte,m,United States of America,105104.0,,Solo Cup
Rus1350,10.0,5.0,O,3150691.0,Russett,NAKINA,49.0,1-632-240-0043,0.0,70810,610.0,HI,Thousand Oaks,,United States of America,408724.0,U,Kroger
RAN1351,10.0,1.0,R,673563.0,RANGEL,painterson,59.0,1-930-346-6944,0.0,M7M 1C2,367.0,TX,Fayetteville,F,Canada,427367.0,S,NBTY
Nag1352,2.0,4.0,O,3813942.0,Nagy,Melony,,1-435-651-2948,,38195,303.0,VA,Hartford,F,Canada,76414.0,M,U.S. Bancorp
ben1353,2.0,,O,3044826.0,benedek,carissa,26.0,,0.0,98152,695.0,AZ,Hialeah,,United States of America,494319.0,U,Boise
Cra1354,5.0,4.0,O,1951847.0,Crabe,Wing-man,33.0,1-322-554-5586,2.0,M5A 1Z6,556.0,MA,Charleston,f,United States of America,222777.0,M,Bio-Rad Laboratories
Jun1355,5.0,,O,436290.0,Juni,Phebe,96.0,,3.0,h2d 1u3,396.0,AR,Huntington,,United States of America,346206.0,S,Rohm & Haas
LOV1356,3.0,2.0,O,553636.0,LOVETT,RHIANON,85.0,,4.0,20053,635.0,British Columbia,Dover,,United States of America,,S,Children's Place Retail Stores
COL1357,5.0,1.0,R,575452.0,COLANTONIO,ireland,32.0,1-591-301-0571,0.0,06524,,AR,Charlottetown,f,United States of America,141121.0,U,First American Corp.
Dav1358,0.0,0.0,U,3806825.0,Davis,kayle,76.0,1-214-510-9743,1.0,v6p 1w5,840.0,New Brunswick,St. Louis,f,United States of America,,M,Enterprise GP Holdings
per1359,5.0,2.0,U,2216247.0,personna,josanne,3.0,1-190-665-6416,1.0,85265,531.0,MD,Boston,f,United States of America,389185.0,U,Apache
nau1360,1.0,3.0,O,1694250.0,naugle,YUNG,64.0,1-793-543-7082,3.0,78727,707.0,Ontario,Santa Clara,M,Canada,159885.0,M,United Natural Foods
MIL1361,6.0,2.0,U,628762.0,MILLARD,Alecia,24.0,1-760-939-3847,3.0,10013,532.0,NY,Garland,,United States of America,390567.0,,SunTrust Banks
med1362,3.0,3.0,O,,medioni,berny,94.0,1-776-712-0194,4.0,91154,418.0,GA,Raleigh,f,Canada,452925.0,U,Hertz Global Holdings
NAL1363,1.0,2.0,O,2427341.0,NALLENGARA,Louise,4.0,1-758-505-7440,3.0,55419,,Saskatchewan,Tacoma,,Canada,61077.0,M,Lexmark International
COL1364,4.0,0.0,O,1660523.0,COLOADS,Marget,69.0,1-571-177-6873,2.0,E7o 1k5,766.0,CT,San Buenaventura,,Canada,238619.0,W,Sealed Air
ott1365,3.0,2.0,U,1659566.0,ottawa,KITT,16.0,1-125-481-4991,,33310,701.0,KY,Bakersfield,,United States of America,53018.0,D,Oneok
mch1366,5.0,4.0,O,2509452.0,mcharg,Ariella,0.0,1-563-310-3701,5.0,90153,753.0,IA,Topeka,m,United States of America,,M,Consol Energy
las1367,7.0,2.0,O,154720.0,lashmit,dorene,95.0,1-986-914-1444,1.0,38173,634.0,Alberta,Sydney,,United States of America,282154.0,S,Domtar
Gil1368,1.0,4.0,U,,Gillette,josie,,1-871-341-9058,0.0,h2a 1v8,597.0,TX,Miami,,United States of America,294569.0,M,Assurant
hob1369,8.0,4.0,O,813623.0,hobbs,ENRIKA,2.0,1-151-327-5088,0.0,29419,780.0,NE,Stamford,,United States of America,450732.0,,Walgreen
Len1370,7.0,2.0,O,919479.0,Lenz,Maddy,37.0,1-669-076-1468,2.0,43219,636.0,SD,Springfield,m,United States of America,418314.0,M,Republic Services
toh1371,8.0,4.0,,409447.0,tohama,JOICE,68.0,1-625-594-7679,0.0,90776,528.0,Quebec,Baton Rouge,F,United States of America,144923.0,D,Health Net
Prz1372,4.0,2.0,R,2559343.0,Przybycien,ABDALLAH,32.0,,0.0,63165,728.0,WA,Montgomery,F,United States of America,220757.0,M,SLM
Sho1373,1.0,3.0,O,1511125.0,Shoemaker,Tisha,16.0,,2.0,19235,684.0,WI,St. Petersburg,,United States of America,480795.0,M,E*Trade Financial
Smo1374,5.0,1.0,O,49538.0,Smoot,rosie,2.0,1-922-083-0358,1.0,72213,545.0,ME,Jackson,M,United States of America,,S,Northern Trust Corp.
BAD1375,6.0,1.0,U,393218.0,BADGER,Howard,9.0,1-517-839-8397,5.0,M9f 1s4,775.0,SD,San Buenaventura,,United States of America,15247.0,U,Centex
Mon1376,3.0,0.0,,1803483.0,Montgomery,JOY,88.0,,3.0,92050,545.0,SD,Inglewood,M,United States of America,404998.0,S,Vishay Intertechnology
Gos1377,9.0,2.0,R,2198139.0,Goss,Ashil,13.0,,0.0,23465,687.0,British Columbia,Hamilton,m,United States of America,251437.0,U,
PAG1378,5.0,4.0,O,2949084.0,PAGI,Hennrietta,43.0,1-787-234-7410,0.0,v5b 1n5,,MO,Atlanta,,United States of America,455100.0,M,Scana
Leh1379,10.0,4.0,U,3498191.0,Lehtinen,Collie,62.0,1-916-277-4251,4.0,60748,440.0,AK,Erie,m,United States of America,242398.0,M,Procter & Gamble
Wai1380,3.0,3.0,R,2782578.0,Wai,Alison,29.0,1-850-887-5740,3.0,64134,682.0,ID,Augusta,F,United States of America,350069.0,M,Molina Healthcare
Wol1381,0.0,0.0,O,2885533.0,Wolter,Enzo,93.0,1-394-234-6526,3.0,81003,735.0,IN,Bellevue,,United States of America,203702.0,U,Apollo Group
LON1382,5.0,0.0,O,2512324.0,LONERGAN,Gussie,33.0,1-102-557-8590,3.0,36102,412.0,NE,Chicago,m,United States of America,57109.0,D,Hawaiian Electric Industries
Fur1383,10.0,4.0,O,1479245.0,Furgerson,Marylou,30.0,1-571-230-4321,5.0,76003,572.0,WV,Oxnard,,United States of America,322979.0,M,Erie Insurance Group
The1384,1.0,3.0,R,298187.0,Theriault,Fotini,7.0,1-970-909-0899,2.0,19240,809.0,WY,Montreal,,Canada,328551.0,M,Pentair
wat1385,,3.0,U,3586500.0,watford,Arabelle,100.0,1-401-624-1316,0.0,93808,808.0,Alberta,Chula Vista,M,Canada,499460.0,W,Schnitzer Steel Industries
Haw1386,7.0,2.0,O,3992559.0,Hawkins,Roby,81.0,1-128-585-2395,2.0,V6l 1r5,841.0,RI,Columbia,,United States of America,131356.0,M,Wendy's/Arby's Group
Liv1387,8.0,0.0,O,1362382.0,Livingstone,Shakoor,31.0,1-888-335-2854,2.0,80111,664.0,MO,Madison,m,United States of America,104663.0,W,Harsco
PAT1388,7.0,4.0,O,,PATON,Kataryna,87.0,1-608-160-6229,4.0,10053,479.0,NE,Irvine,,United States of America,92864.0,M,Paccar
Tab1389,10.0,1.0,O,3733098.0,Tabler,Leesa,87.0,1-464-010-3535,0.0,77038,608.0,British Columbia,Lansing,,United States of America,398775.0,S,Burger King Holdings
Mul1390,8.0,4.0,R,1542024.0,Mullarney,Annecorinne,98.0,1-137-988-6038,5.0,53218,364.0,MA,Cedar Rapids,m,United States of America,257173.0,S,Volt Information Sciences
Laa1391,9.0,3.0,O,1162138.0,Laale,Walley,99.0,1-766-743-9309,1.0,h5j 1q8,815.0,MD,Bellevue,,United States of America,84127.0,U,Beckman Coulter
Rho1392,5.0,5.0,U,,Rhodenizer,kassi,59.0,1-840-490-0326,0.0,T6D 1E3,459.0,IA,Oshawa,,United States of America,124538.0,U,Collective Brands
RAN1393,4.0,0.0,R,3685624.0,RANJAN,ELISSA,93.0,1-471-037-3582,1.0,33716,416.0,OK,West Valley,,United States of America,95175.0,W,Scholastic
Van1394,1.0,,O,3582803.0,Van hoy,chak-hong,39.0,1-277-006-2235,4.0,90087,509.0,KS,Whitehorse,,United States of America,19441.0,M,IMS Health
Slo1395,10.0,3.0,R,3737128.0,Slobodrian,Gerhardine,24.0,1-088-270-7799,3.0,81002,379.0,AZ,Macon,,United States of America,382719.0,M,HealthSouth
Kra1396,0.0,0.0,U,2603020.0,Krawchuk,gerrilee,89.0,1-950-683-4334,2.0,99566,391.0,WA,Plano,m,United States of America,484039.0,M,AES
Lea1397,10.0,2.0,O,2661754.0,Leaver,Coila,45.0,1-771-522-4842,4.0,v6z 1s7,342.0,IL,Edmonton,M,United States of America,,D,Watson Wyatt Worldwide
Rez1398,0.0,2.0,O,656351.0,Reznechek,Kissiah,42.0,1-391-517-2753,4.0,79940,426.0,New Brunswick,San Francisco,,United States of America,129768.0,W,NV Energy
Mul1399,2.0,0.0,R,425861.0,Mulroney,DARLA,11.0,,1.0,t5d 1p9,647.0,CT,Berkeley,m,Canada,407775.0,S,Liberty Media
Mic1400,4.0,3.0,U,2868510.0,Micucci,melonie,52.0,1-238-931-9395,1.0,m6s 1h2,800.0,DC,Naperville,,United States of America,265421.0,U,Mueller Water Products
adk1401,6.0,0.0,O,3361065.0,adkinson,BERNARDINE,,1-077-161-6331,1.0,90011,801.0,NV,Escondido,m,United States of America,64519.0,M,Valmont Industries
arb1402,7.0,0.0,O,2645298.0,arbuckle,THANH-HOA,97.0,1-633-800-2565,1.0,22334,480.0,NM,Chandler,,Canada,162727.0,S,Liberty Global
loy1403,5.0,0.0,,13946.0,loyer,OTHILIA,37.0,1-909-984-3943,4.0,V6m 1v9,505.0,New Brunswick,Montpelier,,United States of America,390008.0,W,Molex
Ber1404,8.0,2.0,O,1170286.0,Berna,sati,91.0,1-676-509-7388,2.0,01612,756.0,Manitoba,Wichita,,Canada,393946.0,S,National Fuel Gas
mor1405,6.0,1.0,O,2699550.0,moritz,DELBERT,46.0,1-554-380-2052,0.0,M1G 1R6,525.0,Nova Scotia,Fairbanks,,United States of America,434837.0,U,Dover
QUE1406,1.0,4.0,O,1459577.0,QUEK,clarette,23.0,1-192-024-5241,5.0,35820,432.0,MT,London,,United States of America,128809.0,U,DirecTV Group
Goo1407,10.0,3.0,O,1323264.0,Goos,kelcey,65.0,1-897-403-0830,0.0,h2c 1y3,304.0,GA,Mesquite,C,Canada,70724.0,M,St. Jude Medical
Kir1408,2.0,3.0,O,2270741.0,Kirouac,lexis,40.0,1-741-451-3570,1.0,60815,402.0,Manitoba,Greensboro,,Canada,80660.0,M,Williams-Sonoma
ber1409,,3.0,O,1362251.0,bergeson,Jeanne,4.0,1-057-953-5828,2.0,38194,459.0,Alberta,Yonkers,m,Canada,20363.0,U,Brightpoint
pol1410,3.0,5.0,O,3863190.0,poley,BAOMINH,65.0,1-074-337-8861,4.0,V6H 1U9,823.0,MI,Kitchener,f,United States of America,341461.0,U,Weis Markets
MOU1411,0.0,4.0,U,20910.0,MOULTON,Naresh,29.0,1-283-517-3233,,23463,738.0,MI,Sunnyvale,,Canada,397314.0,U,MSC Industrial Direct
Sto1412,4.0,0.0,O,3505829.0,Stowe,Tana,14.0,1-855-285-1143,2.0,X5E 1U1,532.0,MS,New Orleans,,United States of America,448123.0,U,Ball
Rei1413,1.0,,O,3127863.0,Reichow,Karrah,83.0,1-212-091-2183,0.0,43234,394.0,WY,Sacramento,M,Canada,97211.0,U,Catalyst Health Solutions
mej1414,0.0,4.0,O,464964.0,mejdal,Kary,8.0,,2.0,80018,793.0,Nova Scotia,Mobile,,United States of America,395539.0,M,AGL Resources
zub1415,10.0,5.0,O,,zubricki,Sherman,13.0,1-530-017-1948,5.0,V6c 1t2,765.0,MS,Hayward,,Canada,428472.0,U,M&T Bank Corp.
Hai1416,4.0,1.0,O,1265549.0,Haigh,TRACEY,,1-883-844-4809,3.0,75209,574.0,CT,Hilo,m,United States of America,250024.0,W,Bemis
