gncd,crdtrtng,g,nmbrchldrn,mddlntl,frstnm,phn,ncm,nmbrcrs,mrtlstts,wnrrntflg,mplr,nmbrcrdtcrds,ntwrth
lat2,566.0,,1.0,,ireland,1-524-787-8784,321772.0,2.0,S,O,,6.0,3673128.0
RUD3,,77.0,1.0,,Misti,1-741-997-1688,25449.0,2.0,W,O,Air Products & Chemicals,3.0,2005895.0
JAY4,815.0,21.0,3.0,M,sarena,1-002-194-1991,166567.0,0.0,M,O,Oshkosh,4.0,624736.0
tod5,333.0,77.0,4.0,Z,Paulette,1-441-371-7651,43631.0,1.0,M,R,,10.0,3064615.0
Kan6,528.0,23.0,0.0,R,AMALITA,1-957-940-5980,466230.0,4.0,,O,VeraSun Energy,1.0,3489129.0
Din7,680.0,9.0,2.0,Z,Ernesto,1-768-633-4096,420243.0,2.0,M,U,IDT,7.0,3430744.0
Thi8,761.0,63.0,,,Toby,1-107-689-2155,141862.0,3.0,U,O,Adams Resources & Energy,10.0,1743614.0
May9,416.0,32.0,2.0,,evangelia,1-173-594-6096,402011.0,0.0,M,O,MGIC Investment,,216299.0
mah10,493.0,96.0,2.0,U,umakanth,1-561-520-0611,79928.0,2.0,M,O,Iasis Healthcare,9.0,1528641.0
Siz11,564.0,46.0,0.0,,terrie,1-730-406-9727,109496.0,1.0,M,R,AMR,0.0,3752907.0
cra12,817.0,6.0,4.0,,Mary-pat,,267901.0,1.0,U,U,Embarq,0.0,582378.0
dac13,653.0,39.0,5.0,,Catherin,1-207-867-4589,487273.0,3.0,U,R,Advanced Micro Devices,8.0,3458824.0
HIV14,587.0,73.0,4.0,W,annissa,1-478-629-9641,34013.0,3.0,M,O,Cenveo,2.0,469408.0
Pes15,472.0,26.0,2.0,,Amour,1-026-208-8595,473462.0,0.0,S,O,Kelly Services,6.0,1504480.0
CHI16,817.0,54.0,4.0,,jenica,1-432-681-4853,499493.0,5.0,M,O,Viacom,4.0,2763009.0
Din17,441.0,87.0,4.0,,KATTIE,,266928.0,5.0,M,R,Macy's,0.0,2787199.0
De 18,848.0,85.0,3.0,M,Roselle,1-357-207-6320,72444.0,2.0,M,O,Gardner Denver,6.0,2789368.0
Mck19,843.0,86.0,3.0,,arlyne,1-462-774-1277,77290.0,3.0,U,R,Family Dollar Stores,8.0,2784776.0
WIN20,,59.0,0.0,P,Rong-chin,1-702-382-2898,395066.0,2.0,U,R,,,288747.0
BIT21,300.0,94.0,3.0,,Darlleen,1-909-554-7120,119283.0,5.0,U,O,Sun Microsystems,0.0,876575.0
luz22,795.0,,1.0,V,Radoslav,1-752-296-7940,330991.0,1.0,U,O,Costco Wholesale,8.0,2041224.0
don23,367.0,5.0,0.0,S,Aryn,1-995-554-5056,,4.0,,U,Illinois Tool Works,5.0,2231509.0
Gia24,507.0,23.0,5.0,T,Allisan,1-090-303-3807,252031.0,1.0,M,O,Southern Union,1.0,3206409.0
SPR25,362.0,61.0,1.0,,Ammamaria,1-492-968-0932,101800.0,3.0,M,O,Moog,9.0,3850037.0
SKA26,527.0,,1.0,,Mari,1-960-227-2020,436977.0,0.0,D,O,Old Republic International,7.0,528440.0
Gar27,354.0,51.0,,,Anica,1-431-122-8597,495334.0,0.0,S,O,,0.0,597140.0
Dor28,511.0,97.0,1.0,,Melba,1-822-836-7200,274685.0,1.0,M,O,Great Plains Energy,1.0,146931.0
DIO29,412.0,52.0,2.0,X,Tracee,1-530-117-0497,320820.0,2.0,,,Broadcom,7.0,353495.0
Mer30,583.0,98.0,0.0,,CANADIAN,1-051-257-2719,195835.0,4.0,S,O,Discover Financial Services,1.0,295647.0
Atc31,710.0,47.0,3.0,R,Oue,1-171-989-1363,108085.0,5.0,U,O,UAL,5.0,408941.0
Pla32,380.0,47.0,1.0,X,wallie,1-042-705-3246,260185.0,2.0,M,O,Charles Schwab,9.0,362523.0
SEL33,796.0,9.0,0.0,E,Andromache,1-098-328-2026,258323.0,0.0,M,R,Coach,2.0,2102359.0
sha34,818.0,85.0,3.0,Z,THOR,1-209-754-5635,79476.0,1.0,M,U,DaVita,2.0,3480265.0
MER35,766.0,81.0,3.0,,SALAH,1-498-781-3456,102156.0,5.0,M,U,Marshall & Ilsley Corp.,3.0,3648900.0
con36,359.0,0.0,3.0,,HOR-LAM,1-615-241-0440,221481.0,2.0,M,O,Cablevision Systems,2.0,1161790.0
ons37,401.0,28.0,5.0,,Vania,1-995-449-5200,41836.0,1.0,S,R,Barnes & Noble,2.0,2050587.0
Sum38,609.0,65.0,1.0,,Niel,1-295-673-4452,72389.0,1.0,U,O,EMC,0.0,3579198.0
gro39,630.0,20.0,0.0,F,ziad,1-914-675-2986,66486.0,3.0,S,O,Fluor,2.0,889494.0
dil40,671.0,55.0,1.0,I,Claude,,200185.0,3.0,M,O,Dollar General,9.0,2205682.0
DOL41,715.0,76.0,2.0,,AVTAR,1-825-739-0336,289215.0,0.0,U,O,Lear,10.0,1140117.0
Pos42,707.0,1.0,1.0,,Donny,1-956-713-3802,322484.0,4.0,M,O,J.P. Morgan Chase & Co.,9.0,1421319.0
Mac43,329.0,3.0,2.0,,Cocos,1-814-932-1579,83458.0,4.0,M,O,Affinia Group Intermediate,0.0,3525204.0
che44,601.0,100.0,3.0,,ruud,1-135-443-7282,,0.0,D,R,,8.0,468976.0
hol45,623.0,81.0,1.0,,Belvia,1-720-975-0667,492407.0,5.0,W,O,Goldman Sachs Group,2.0,1685443.0
pfi46,376.0,76.0,4.0,,ATHAR,1-871-598-3505,346630.0,4.0,S,O,E*Trade Financial,2.0,337564.0
elk47,560.0,51.0,3.0,Y,Cherey,1-607-222-4809,9572.0,1.0,W,O,Pfizer,0.0,84777.0
Lab48,693.0,,5.0,,RAZ,1-965-046-0642,265369.0,1.0,,O,Safeway,4.0,3146477.0
laf49,346.0,58.0,2.0,Y,kishore,1-155-441-3579,104172.0,1.0,S,U,Simon Property Group,0.0,495277.0
Nor50,342.0,52.0,3.0,I,Nelleke,,65550.0,0.0,M,O,Trinity Industries,0.0,746904.0
hag51,563.0,91.0,0.0,,sibby,1-544-132-7237,,2.0,M,R,Solutia,8.0,1219620.0
Bet52,391.0,17.0,3.0,,ericha,1-821-089-2089,,2.0,M,O,,4.0,1718910.0
Van53,381.0,6.0,4.0,,Janson,1-135-391-9787,66244.0,4.0,S,O,A.O. Smith,8.0,
O'L54,539.0,89.0,3.0,,Dorotea,1-776-182-6215,426954.0,0.0,S,U,AptarGroup,9.0,2636424.0
and55,497.0,99.0,4.0,,Denice,1-079-780-7761,126891.0,5.0,M,O,Coca-Cola,0.0,1326305.0
sta56,661.0,77.0,2.0,,Myron,1-504-346-4393,454196.0,4.0,M,O,Kimberly-Clark,,2241997.0
CHA57,558.0,,3.0,,Barby,1-985-538-4351,163940.0,5.0,S,R,Visteon,0.0,1542891.0
ASI58,534.0,90.0,1.0,,Ariella,1-254-097-9398,365213.0,,W,O,TECO Energy,,797918.0
ask59,373.0,82.0,0.0,,ADEY,1-545-924-9552,428739.0,0.0,M,U,Bemis,6.0,347654.0
Kik60,382.0,,0.0,K,GAYEL,1-984-233-8818,142444.0,4.0,M,O,Wyeth,8.0,2456397.0
Cha61,475.0,15.0,3.0,,Man,1-528-691-1642,416168.0,3.0,S,O,United Technologies,10.0,1284229.0
KIL62,539.0,,0.0,U,Klara,,291420.0,2.0,D,O,Clorox,3.0,618787.0
kin63,711.0,96.0,5.0,,Abdalla,1-171-807-8213,413501.0,4.0,M,O,Discovery Communications,6.0,1171606.0
MAL64,606.0,38.0,,,bal,1-056-241-7009,,4.0,M,O,Williams-Sonoma,1.0,3983261.0
Odu65,494.0,10.0,3.0,J,Romy,1-389-414-0570,419143.0,3.0,W,O,Manitowoc,0.0,2328568.0
DI 66,309.0,72.0,5.0,,KORAL,1-583-542-1656,155057.0,1.0,M,O,Henry Schein,3.0,2078600.0
STU67,630.0,97.0,5.0,K,YUKIHIKO,1-269-712-0672,313859.0,2.0,M,O,Trinity Industries,3.0,2986155.0
HAM68,330.0,48.0,1.0,,Khanh,1-670-102-0463,265907.0,4.0,S,O,Pepsi Bottling,10.0,1864039.0
LIB69,710.0,97.0,0.0,,Darnell,1-699-726-3895,283481.0,,S,O,UGI,9.0,1293721.0
ohs70,475.0,73.0,0.0,,feridoun,1-640-666-2876,200635.0,4.0,M,R,Greif,7.0,3850114.0
HUM71,596.0,71.0,1.0,O,Magdy,1-540-639-1311,434519.0,0.0,U,O,Equifax,3.0,1618743.0
BRA72,670.0,93.0,1.0,,jiri,1-285-874-8492,392315.0,5.0,W,O,,9.0,3383487.0
Boa73,722.0,53.0,3.0,X,AILA,1-121-904-0040,493829.0,5.0,U,O,Freescale Semiconductor,,2981876.0
Mcn74,587.0,32.0,2.0,,Vincenzo,1-017-842-3201,97489.0,3.0,U,O,Aleris International,7.0,2109339.0
MAR75,609.0,1.0,3.0,,Minnnie,1-215-859-3206,,4.0,S,O,,4.0,791803.0
Wil76,401.0,39.0,1.0,,alfonzo,1-764-520-7470,383046.0,0.0,S,O,World Fuel Services,7.0,3523678.0
Dea77,335.0,77.0,0.0,S,Swandi,1-414-130-0162,1190.0,4.0,M,,R.R. Donnelley & Sons,0.0,1681902.0
Hou78,569.0,18.0,5.0,,Anya,1-970-240-9990,85733.0,5.0,U,O,Brinker International,7.0,3851455.0
Goy79,,70.0,2.0,,Enrika,1-408-684-6459,387890.0,0.0,M,R,Temple-Inland,9.0,2339382.0
Mok80,679.0,26.0,0.0,Z,SONJA,1-330-353-5908,16808.0,2.0,S,O,Psychiatric Solutions,7.0,
Run81,356.0,,4.0,I,Liem,1-766-726-2675,304589.0,,M,,Nash-Finch,10.0,2065016.0
BEL82,308.0,58.0,5.0,,COLLETTE,1-938-425-7509,48506.0,2.0,S,R,AMR,9.0,2454049.0
BAE83,412.0,43.0,4.0,Y,SIAMACK,1-527-308-8874,,0.0,M,O,Spartan Stores,4.0,2423395.0
MAU84,618.0,65.0,3.0,,Toshihiro,1-810-590-0635,358862.0,2.0,D,O,Cigna,4.0,1342045.0
Koo85,429.0,24.0,3.0,,Casey,1-274-548-2512,477614.0,5.0,S,O,General Cable,5.0,861756.0
Lau86,819.0,79.0,1.0,,Daryn,1-649-754-4601,175414.0,3.0,S,O,Dun & Bradstreet,3.0,1215349.0
Man87,552.0,48.0,1.0,L,Adrianna,1-905-932-1785,427598.0,0.0,M,O,Casey's General Stores,7.0,3981554.0
PIE88,587.0,69.0,4.0,,Cortney,1-031-004-7697,368207.0,0.0,S,O,Jack in the Box,9.0,3865937.0
Bus89,304.0,91.0,1.0,,Duane,1-994-812-4796,449944.0,3.0,S,O,Assurant,6.0,2804700.0
BAB90,795.0,75.0,5.0,,Tele,1-176-513-4041,166247.0,5.0,,U,Psychiatric Solutions,4.0,3283558.0
Bur91,830.0,85.0,3.0,,Ophelia,1-072-244-6337,391165.0,1.0,S,O,Danaher,2.0,450524.0
Kin92,709.0,76.0,3.0,,lorine,1-924-669-9328,165854.0,5.0,M,R,Clorox,3.0,
POM93,493.0,68.0,1.0,,Viole,1-598-488-3541,326181.0,2.0,S,O,Boyd Gaming,8.0,
BOA94,680.0,95.0,,,Nani,1-295-539-3868,173387.0,3.0,M,O,Eaton,,633760.0
Ron95,800.0,15.0,5.0,R,cherey,1-554-020-0267,301127.0,1.0,M,R,Dynegy,,3634954.0
wei96,614.0,17.0,5.0,A,Redgie,1-793-621-4566,487230.0,1.0,M,R,AmeriCredit,4.0,799268.0
Hel97,763.0,94.0,0.0,P,Yousef,1-787-267-4261,425747.0,4.0,,R,SLM,6.0,39093.0
mog98,561.0,70.0,4.0,,Damaris,1-668-247-1597,401946.0,4.0,S,O,NV Energy,3.0,2705353.0
boz99,569.0,29.0,2.0,,Ilyssa,1-901-346-8890,425422.0,1.0,S,O,Landstar System,4.0,3565153.0
Zah100,634.0,52.0,1.0,R,Moselle,1-451-273-3803,208890.0,4.0,M,O,Pacific Life,5.0,2832204.0
And101,488.0,51.0,3.0,,Dulsea,1-129-499-9136,67880.0,5.0,U,O,Textron,10.0,2194345.0
Bam102,788.0,24.0,3.0,L,Lyndsie,1-899-319-0772,133412.0,2.0,W,O,Pfizer,5.0,3737140.0
fro103,333.0,98.0,4.0,,KESLEY,1-053-396-0441,144829.0,3.0,D,O,Cigna,8.0,464753.0
Car104,601.0,59.0,1.0,J,LAUREL,1-239-665-9540,,1.0,M,U,Ameren,,596696.0
muc105,595.0,49.0,4.0,V,Steen,1-605-888-3403,143682.0,3.0,U,O,Consolidated Edison,2.0,1504753.0
gat106,433.0,1.0,1.0,,noel,1-630-604-2543,350020.0,0.0,U,O,Occidental Petroleum,10.0,3049281.0
Sch107,403.0,79.0,,M,Tracey,1-851-862-7928,435103.0,0.0,U,O,Sherwin-Williams,10.0,247478.0
pom108,615.0,6.0,5.0,,Sarajane,1-065-415-5724,207768.0,1.0,,R,Affiliated Computer Services,3.0,2750301.0
cuc109,735.0,70.0,4.0,K,Geoffrey,1-408-512-1007,407512.0,0.0,M,O,Valassis Communications,1.0,721333.0
SUG110,668.0,23.0,0.0,Z,loralyn,1-083-902-4184,403366.0,3.0,S,O,,1.0,669440.0
Pep111,349.0,78.0,5.0,,andrei,1-568-403-7081,384095.0,3.0,M,O,Smithfield Foods,,2473979.0
Cha112,654.0,79.0,,,javad,1-824-389-0618,288969.0,4.0,S,,,,3545170.0
SEI113,361.0,72.0,3.0,U,Karna,1-174-210-2058,233665.0,2.0,U,O,TD Ameritrade,6.0,1494871.0
GAR114,427.0,31.0,0.0,S,Jocelyn,1-425-503-7952,147236.0,4.0,S,U,Comerica,1.0,436164.0
Tou115,322.0,86.0,3.0,,Elvera,1-012-389-9089,452557.0,0.0,W,O,Steel Dynamics,1.0,1069481.0
Kur116,792.0,,0.0,V,Nessy,1-909-472-6704,179305.0,2.0,S,R,Coca-Cola Enterprises,9.0,
Her117,478.0,87.0,0.0,,lona,1-622-167-5411,205817.0,3.0,U,O,News Corp.,2.0,2957261.0
MCV118,477.0,92.0,5.0,P,RHEA,1-164-511-9338,262711.0,,M,O,,1.0,228459.0
LAB119,449.0,4.0,5.0,,Josefa,1-804-532-9163,84810.0,1.0,M,O,Stater Bros. Holdings,6.0,67267.0
but120,466.0,8.0,4.0,,alikee,1-197-370-0297,96441.0,2.0,U,O,BorgWarner,2.0,1087978.0
Pro121,483.0,97.0,5.0,,dolorita,1-337-042-5687,462762.0,0.0,M,O,CB Richard Ellis Group,2.0,3885967.0
Irc122,588.0,,4.0,,Marilyn,1-056-138-5321,141890.0,5.0,D,O,Zimmer Holdings,4.0,3271101.0
Ziv123,313.0,40.0,5.0,G,robertson,1-776-191-2031,156610.0,5.0,,O,Mohawk Industries,2.0,
sim124,647.0,95.0,4.0,H,Ilsa,1-280-696-2706,164752.0,1.0,U,R,Berkshire Hathaway,1.0,1999133.0
kei125,430.0,92.0,5.0,I,Pen,1-857-581-6346,278949.0,1.0,S,O,Saks,2.0,1100786.0
arv126,467.0,67.0,5.0,P,AUBRETTE,,,0.0,W,O,Gardner Denver,8.0,563992.0
Pra127,399.0,24.0,2.0,,Cole,1-716-343-0884,463736.0,3.0,M,O,Hasbro,7.0,962397.0
lue128,654.0,26.0,3.0,C,liva,1-101-776-2496,,2.0,M,O,CBS,5.0,1064169.0
Prz129,378.0,62.0,0.0,,Ayaz,1-769-028-0589,86667.0,2.0,S,O,Synnex,3.0,2100059.0
pen130,338.0,37.0,1.0,J,YETTY,1-005-833-8970,193470.0,5.0,W,O,Belden,10.0,99025.0
Gua131,695.0,71.0,0.0,S,Mary-michelle,1-884-215-4243,406379.0,5.0,S,R,Broadcom,10.0,3865481.0
bre132,614.0,29.0,3.0,,agretha,,480595.0,1.0,M,U,Reynolds American,7.0,804544.0
Sav133,307.0,89.0,5.0,X,LOTTY,1-725-177-7815,181718.0,4.0,S,O,Wells Fargo,7.0,3143356.0
ABB134,331.0,11.0,3.0,Z,Kassey,1-277-496-5396,468310.0,0.0,M,O,Retail Ventures,2.0,
OP135,638.0,20.0,0.0,N,Adria,1-756-463-2201,354987.0,2.0,S,O,AT&T,2.0,2311953.0
Mer136,703.0,75.0,5.0,,audivox,1-261-338-7463,284539.0,3.0,W,O,Wynn Resorts,3.0,3120608.0
rut137,302.0,95.0,5.0,,SUE,1-811-086-4675,213725.0,0.0,S,O,Eastman Kodak,7.0,2058270.0
bem138,522.0,0.0,3.0,I,Lorenza,1-338-771-1185,74195.0,2.0,U,O,Aramark,,1511983.0
Pen139,,73.0,1.0,,Enzo,1-554-231-5318,169295.0,5.0,M,O,ENSCO International,,439080.0
tor140,833.0,39.0,0.0,Y,claudina,1-733-886-5227,307832.0,1.0,W,R,Auto-Owners Insurance,5.0,921255.0
law141,,76.0,1.0,L,Otha,1-267-357-1943,20397.0,1.0,U,O,Bemis,2.0,3810365.0
Bee142,664.0,5.0,2.0,D,Rodie,1-602-756-7919,463094.0,2.0,U,O,Securian Financial Group,6.0,2641938.0
sch143,789.0,65.0,1.0,,DULCE,1-793-864-7010,331900.0,4.0,U,O,Ford Motor,7.0,3857323.0
Wit144,803.0,94.0,0.0,,Win,1-637-020-2921,8421.0,5.0,S,U,ConAgra Foods,0.0,1636212.0
MER145,720.0,95.0,4.0,Q,Roselin,1-428-797-6325,35780.0,4.0,M,,Charter Communications,3.0,2999082.0
bia146,839.0,28.0,0.0,,Malanie,1-011-549-5618,139897.0,1.0,M,R,Calpine,4.0,2280820.0
Swi147,621.0,76.0,1.0,P,TARYN,1-993-255-5481,414119.0,4.0,D,O,Crane,0.0,1050866.0
bul148,628.0,81.0,4.0,,MALENA,1-487-749-4448,234035.0,5.0,D,O,Textron,3.0,
TYR149,813.0,38.0,5.0,,Dorie,1-192-352-2184,144405.0,3.0,W,O,Idearc,6.0,603001.0
Fyf150,367.0,25.0,3.0,,Liese,1-293-442-4224,55441.0,5.0,W,R,Cabela's,3.0,3368239.0
Sic151,807.0,0.0,2.0,,tele,1-078-502-6700,392869.0,4.0,D,O,EOG Resources,10.0,1042629.0
CAS152,501.0,61.0,4.0,,astra,1-430-909-3001,402416.0,3.0,U,O,,8.0,1948746.0
Cho153,490.0,3.0,2.0,S,marnia,1-392-455-0895,89984.0,0.0,U,O,Burlington Coat Factory,10.0,3113862.0
CHA154,321.0,77.0,3.0,,AMY,1-273-921-9787,395773.0,2.0,W,O,Southwest Airlines,3.0,2777290.0
bei155,,8.0,0.0,E,HAMILTON,1-012-993-4538,126662.0,1.0,U,R,RPM International,6.0,2210073.0
Ele156,446.0,34.0,1.0,J,Kuldip,1-890-859-4211,132008.0,4.0,U,O,Amazon.com,7.0,1999684.0
o'g157,428.0,15.0,5.0,,krystalle,1-080-032-3031,417218.0,5.0,M,O,Neiman Marcus,2.0,2119678.0
Kat158,423.0,66.0,0.0,,Stella,1-561-620-7173,360063.0,0.0,S,O,Goldman Sachs Group,5.0,169808.0
Lui159,499.0,55.0,4.0,O,Marie-josee,1-017-439-0362,100516.0,5.0,U,O,Boeing,6.0,1072732.0
Kla160,342.0,8.0,1.0,,Nashib,1-248-539-6621,16814.0,1.0,S,O,United Refining,7.0,2261442.0
Bru161,632.0,7.0,3.0,Z,Annette,1-611-789-5569,,1.0,M,U,D.R. Horton,1.0,2234368.0
Apt162,525.0,97.0,1.0,Q,LENA,1-023-151-8130,315962.0,3.0,M,O,Jarden,6.0,575288.0
sch163,371.0,95.0,1.0,,Christian,1-005-574-3523,299268.0,5.0,M,R,Systemax,9.0,1102479.0
Lan164,699.0,92.0,3.0,,Morrie,1-550-487-1571,301490.0,1.0,U,O,Marriott International,4.0,2995388.0
Fus165,435.0,17.0,2.0,,LYMAN,1-280-494-1415,36052.0,3.0,M,O,Expeditors International,8.0,1147193.0
Nev166,512.0,81.0,4.0,R,REUBEN,1-803-438-4141,437483.0,1.0,U,U,Great Plains Energy,2.0,1136540.0
SHA167,552.0,13.0,,,Hermon,1-566-299-2351,152971.0,5.0,M,O,Danaher,6.0,1677669.0
Sau168,,78.0,2.0,P,Paqs,1-586-363-4189,449495.0,0.0,M,O,,8.0,2160706.0
fri169,687.0,78.0,1.0,,GAETAN,1-505-124-9029,349827.0,4.0,M,O,Watson Wyatt Worldwide,5.0,2525665.0
fer170,433.0,85.0,1.0,O,leese,1-897-996-9812,9562.0,3.0,M,R,Yahoo,0.0,3517622.0
LAN171,746.0,68.0,2.0,,Amelie,1-922-919-5858,24514.0,1.0,U,,Convergys,7.0,
Bha172,405.0,1.0,0.0,,TAMRA,1-326-572-2988,407985.0,0.0,M,R,Celanese,9.0,97675.0
Jor173,805.0,83.0,5.0,,bang,1-076-972-4311,,5.0,M,O,Dana Holding,,
KNU174,819.0,78.0,4.0,,HILDEGARDE,1-341-595-8408,257897.0,4.0,M,O,XTO Energy,5.0,3569070.0
Ham175,648.0,,5.0,,Carmody,,261143.0,0.0,M,O,Alliance Data Systems,0.0,1507616.0
MAU176,401.0,5.0,5.0,,Dareen,1-536-952-5040,110615.0,5.0,U,R,Franklin Resources,10.0,514151.0
Rez177,484.0,43.0,0.0,,WEN,1-663-917-0422,407799.0,2.0,U,U,Fidelity National Financial,8.0,2903408.0
Koa178,463.0,53.0,4.0,,MOT,1-843-773-1791,195242.0,4.0,U,O,FirstEnergy,1.0,1695814.0
HAN179,335.0,13.0,0.0,B,leese,1-823-567-1252,315490.0,3.0,U,O,Commercial Metals,5.0,868465.0
jak180,,7.0,4.0,I,nettie,1-744-421-7512,22201.0,5.0,U,O,Genzyme,10.0,2810709.0
ump181,381.0,17.0,5.0,C,AILEE,1-621-744-1484,441579.0,4.0,M,R,US Airways Group,7.0,3593363.0
Wic182,708.0,67.0,2.0,G,chan,1-973-214-3381,342730.0,2.0,M,O,Advanced Micro Devices,1.0,2607636.0
Gat183,354.0,54.0,4.0,,RAY,1-428-266-1600,117267.0,5.0,M,R,United Parcel Service,8.0,2735642.0
bot184,547.0,5.0,4.0,,Robinette,1-334-466-5299,260107.0,1.0,S,,Fastenal,10.0,1501732.0
DAV185,761.0,28.0,1.0,T,Rocke,1-249-478-5643,166760.0,1.0,D,O,Core-Mark Holding,9.0,397072.0
HIL186,659.0,5.0,1.0,,Suzette,1-804-228-8548,401021.0,4.0,M,O,Boise,1.0,3399757.0
war187,351.0,,2.0,,Myla,1-564-230-0062,70945.0,4.0,M,R,DST Systems,9.0,2684548.0
MAC188,608.0,72.0,3.0,,dacia,1-781-339-9073,389391.0,3.0,S,O,United States Steel,7.0,3041622.0
lev189,706.0,12.0,2.0,A,CHELSIE,1-096-116-9962,63226.0,4.0,S,O,Pepco Holdings,3.0,3211816.0
Goo190,391.0,71.0,4.0,,abbas,1-914-194-6997,206220.0,0.0,M,O,Acuity Brands,8.0,127026.0
Koh191,461.0,90.0,4.0,E,Rec,1-733-360-9116,,5.0,W,R,Baker Hughes,2.0,588945.0
AYL192,510.0,20.0,4.0,,Elaine,1-591-402-8026,337152.0,4.0,U,O,Newell Rubbermaid,2.0,1962620.0
CHO193,805.0,58.0,2.0,E,Katharine,1-326-180-9322,312074.0,,W,O,Westlake Chemical,5.0,178193.0
DIT194,702.0,57.0,4.0,G,LILIAN,1-784-796-6844,68551.0,2.0,M,O,Jones Lang LaSalle,7.0,2102811.0
EMI195,368.0,43.0,1.0,,CATI,1-662-625-4671,488800.0,4.0,W,O,Burger King Holdings,3.0,2246854.0
Ryd196,520.0,39.0,2.0,,Luong,1-627-590-4931,431633.0,3.0,W,R,Hovnanian Enterprises,8.0,1312448.0
mei197,666.0,87.0,3.0,S,JUOZAS,1-055-694-7984,72797.0,0.0,S,O,Medical Mutual of Ohio,2.0,295993.0
Ceg198,587.0,57.0,1.0,,Lysy,1-166-844-7429,260576.0,0.0,S,O,Lockheed Martin,9.0,1220003.0
hai199,643.0,58.0,5.0,Z,ULA,1-516-930-4640,200096.0,4.0,U,O,Yum Brands,4.0,2400476.0
cle200,484.0,28.0,4.0,J,Francesca,1-261-215-4290,,,,R,Wesco International,5.0,2900897.0
Cie201,,95.0,1.0,W,emili,1-681-572-7662,267656.0,3.0,U,R,Volt Information Sciences,3.0,3942140.0
Par202,676.0,98.0,2.0,,yogesh,1-288-967-5460,35253.0,1.0,S,R,Western Union,8.0,2118119.0
LOZ203,300.0,55.0,2.0,K,Xantippe,1-315-022-2148,113159.0,5.0,M,O,,4.0,338540.0
Pas204,,14.0,3.0,,TINO,1-707-402-6121,297444.0,2.0,,R,Lubrizol,8.0,2617116.0
Aul205,831.0,30.0,1.0,,AGGIE,1-186-893-7846,52092.0,3.0,M,O,C.H. Robinson Worldwide,9.0,1459711.0
bar206,609.0,90.0,1.0,N,Alane,1-571-918-3795,30249.0,3.0,M,O,Celgene,7.0,1804959.0
ELL207,679.0,69.0,0.0,,ABBYE,1-206-055-2128,483052.0,2.0,S,O,Leggett & Platt,2.0,2957472.0
for208,634.0,67.0,0.0,P,aleen,1-963-724-8044,287060.0,4.0,U,O,Fidelity National Information,6.0,2919293.0
Bur209,338.0,41.0,1.0,U,collen,1-050-641-8503,274154.0,1.0,W,O,Arch Coal,4.0,3610130.0
FOL210,332.0,2.0,5.0,,NEALA,1-020-258-1680,379659.0,5.0,M,O,Affinia Group Intermediate,4.0,1209441.0
Led211,721.0,89.0,0.0,,CELISSE,,,0.0,M,O,Kellogg,8.0,1058712.0
kop212,351.0,88.0,1.0,N,MEHMET,1-886-961-7857,100796.0,4.0,,O,PerkinElmer,3.0,1946028.0
pay213,564.0,90.0,1.0,,Carlis,1-999-799-7384,128277.0,1.0,M,O,Limited Brands,6.0,1420984.0
PAL214,379.0,54.0,3.0,,marshal,1-362-078-4138,147414.0,1.0,M,O,OfficeMax,9.0,213235.0
fel215,727.0,53.0,2.0,,Fabien,1-174-723-5263,51559.0,1.0,S,O,J.B. Hunt Transport Services,8.0,472425.0
ATW216,578.0,89.0,3.0,,basia,1-898-789-3598,355622.0,2.0,U,O,American Express,2.0,1160132.0
Mcb217,642.0,31.0,1.0,S,FARID,1-482-305-5399,468116.0,5.0,W,O,Occidental Petroleum,10.0,2869995.0
Jal218,,1.0,0.0,B,jyoti,1-834-784-7657,276728.0,1.0,M,O,Shaw Group,1.0,3727044.0
vem219,554.0,57.0,0.0,,Jandy,1-864-555-5341,135306.0,3.0,S,R,W.W. Grainger,,2293241.0
BAR220,733.0,10.0,0.0,D,VO,1-475-209-3369,99566.0,1.0,U,U,IDT,6.0,2846515.0
PES221,345.0,74.0,4.0,U,Kien,1-459-456-1848,263959.0,2.0,M,O,General Mills,10.0,1619956.0
Sha222,644.0,28.0,0.0,,Tybi,1-802-797-1712,441498.0,2.0,M,R,RBS Global,6.0,2367607.0
Sch223,564.0,96.0,0.0,J,Nhien,,429621.0,3.0,S,U,Realogy,3.0,3795566.0
Mat224,465.0,42.0,3.0,L,Florance,1-224-760-3774,181214.0,1.0,M,O,ArvinMeritor,10.0,734762.0
JAI225,652.0,64.0,4.0,,Ros,1-511-883-9082,212502.0,,D,O,Amkor Technology,8.0,908994.0
KAR226,714.0,,4.0,,Genevieve,,244545.0,5.0,M,O,Lear,6.0,2561296.0
gus227,383.0,49.0,4.0,,EMILIO,1-405-014-0029,218681.0,5.0,M,R,Asbury Automotive Group,10.0,3181069.0
Ann228,336.0,81.0,5.0,K,JANEEN,1-076-073-0994,296916.0,,,O,Limited Brands,7.0,2632226.0
lab229,626.0,57.0,2.0,R,cathrin,1-690-040-0846,453659.0,0.0,,O,Beazer Homes USA,9.0,
fli230,549.0,42.0,0.0,M,kirstin,1-211-707-3341,194450.0,3.0,S,U,,0.0,1151333.0
sat231,492.0,30.0,4.0,,giles,1-642-203-7899,49533.0,5.0,U,O,Acuity Brands,0.0,2763939.0
tho232,327.0,56.0,4.0,I,Ted,1-792-738-9524,394819.0,2.0,M,O,ABM Industries,0.0,370710.0
