AgID,Ci,MiIn,NumCrCar,AddL2,A,CrRat,LaNa,MarSt,Ge,Ph,OORFl,Coun,AddL1,NuChi,Inc,NuC,Em,NeWor
Mon1765,Santa Rosa,,9.0,,12.0,,Monahan,M,f,1-388-933-6589,U,United States of America,21936 congress lane,4.0,484191.0,0.0,Eli Lilly,3826758.0
TOD1766,El Monte,M,2.0,,15.0,432.0,TODO,M,f,1-594-374-8446,O,United States of America,24985 royal avenue,4.0,46312.0,4.0,Foot Locker,352144.0
Boa1767,Ann Arbor,,8.0,,97.0,753.0,Boatwright,U,F,,R,United States of America,15338 hutton upper,3.0,1352.0,0.0,Ametek,293287.0
Ber1768,Indianapolis,,9.0,,,770.0,Bergsma,M,,1-696-617-0943,R,United States of America,17962 columbus east,5.0,33117.0,5.0,Markel,2767462.0
Bra1769,Glendale,X,2.0,,86.0,644.0,Brazeau,U,M,1-660-453-9348,O,United States of America,8651 TRACE CREEK LANE,3.0,457297.0,5.0,Burger King Holdings,512742.0
Rab1770,Carrollton,,8.0,,34.0,418.0,Rabjohn,W,,1-181-278-8577,O,United States of America,15624 pembrook boulevard,3.0,387072.0,2.0,Starbucks,3057918.0
Mcd1771,Ann Arbor,V,1.0,suite 397,61.0,359.0,Mcdougall,S,,1-378-477-0849,R,United States of America,13500 griffin lower,5.0,163433.0,3.0,Arrow Electronics,3445991.0
Mun1772,Chula Vista,N,5.0,,,397.0,Mundy,U,F,1-420-150-3171,O,Canada,7656 concho lower,0.0,289329.0,2.0,Jones Financial,3445933.0
CAM1773,Pittsburgh,,9.0,,37.0,369.0,CAMPANELLA,U,,1-152-186-1784,O,Canada,6092 worthington east,0.0,374546.0,4.0,Scholastic,1365953.0
cow1774,Hartford,,8.0,,57.0,363.0,cowell,U,,1-764-606-9786,O,United States of America,24250 summer south,,283423.0,1.0,ON Semiconductor,2618684.0
her1775,North Las Vegas,A,7.0,,59.0,526.0,herndon,M,F,1-589-341-3222,O,United States of America,10783 crestline court,5.0,328760.0,4.0,Amkor Technology,3136993.0
Hau1776,Rancho Cucamonga,,2.0,,31.0,663.0,Haubert,D,m,1-930-825-7344,R,United States of America,6066 fillmore lower,1.0,237087.0,1.0,CH2M Hill,3779546.0
eis1777,Charleston,,1.0,,98.0,586.0,eisenhart,M,,1-647-111-1850,O,United States of America,679 windsor west,2.0,39483.0,3.0,Conseco,1271314.0
hol1778,Chesapeake,,0.0,,19.0,795.0,holleran,S,,1-549-012-0501,O,United States of America,18289 ARTESIAN WAY,2.0,402271.0,0.0,Home Depot,1754434.0
Cha1779,Miami,,6.0,,90.0,445.0,Chamard,S,F,1-613-090-2034,O,United States of America,13070 panther creek east,1.0,32484.0,4.0,Tupperware Brands,222891.0
FOE1780,Knoxville,J,10.0,,95.0,741.0,FOEST,M,F,1-235-233-6813,O,United States of America,18207 conley south,5.0,162627.0,4.0,Tenet Healthcare,
Kel1781,Fairbanks,O,7.0,SUITE 393,88.0,522.0,Kelsay,U,,1-042-286-8611,O,United States of America,12028 PARDEE RUE,0.0,436629.0,1.0,Seaboard,2948935.0
BAI1782,Buffalo,M,4.0,,10.0,498.0,BAILEY,S,F,1-028-860-2322,O,United States of America,24062 tangle brush crescent,4.0,321033.0,2.0,CarMax,1662306.0
VIR1783,Pasadena,T,4.0,,70.0,588.0,VIRCHICK,M,m,1-343-498-0843,O,United States of America,9371 sweeney court,2.0,328066.0,3.0,Lexmark International,2422150.0
Bar1784,Berkeley,,7.0,,87.0,338.0,Barclay,M,,1-967-700-4589,U,United States of America,7161 tallowood upper,1.0,393963.0,5.0,AptarGroup,808446.0
Kub1785,Des Moines,,,,27.0,781.0,Kubik,,,1-458-567-6055,O,United States of America,21731 GULFTON UPPER,0.0,400959.0,5.0,,1846060.0
Let1786,Montgomery,N,7.0,,,430.0,Lethebinh,M,,1-155-788-3290,O,United States of America,7575 bernard court,4.0,275434.0,5.0,Seaboard,1980608.0
Sol1787,Santa Rosa,,,,88.0,592.0,Soldera,M,,1-071-233-3777,O,United States of America,13971 milbury court,4.0,53719.0,1.0,HNI,27286.0
PAT1788,Idaho Falls,,2.0,,93.0,705.0,PATRICK,W,,1-598-769-0796,O,United States of America,12473 long branch east,0.0,345478.0,3.0,Big Lots,1229044.0
ols1789,Lubbock,,6.0,,,468.0,olsen,S,,1-207-901-4854,O,United States of America,18956 gaylord street,4.0,395476.0,1.0,Graham Packaging,2322103.0
Rez1790,Concord,,1.0,,26.0,393.0,Rezansoff,,,1-818-217-5987,O,United States of America,12491 CARROLL BOULEVARD,1.0,19524.0,3.0,Thermo Fisher Scientific,37919.0
VAN1791,Grand Rapids,,8.0,,91.0,592.0,VAN ATTA,M,f,1-801-683-2006,R,United States of America,22682 RIO GRANDE SOUTH,1.0,437159.0,3.0,PepsiAmericas,1148118.0
Cos1792,Fresno,,7.0,,84.0,847.0,Cossota,M,F,1-653-596-4278,O,United States of America,17508 WELLER WEST,5.0,275092.0,4.0,Merck,1632327.0
Kwa1793,Corpus Christi,,0.0,,37.0,466.0,Kwan,M,f,1-608-157-9379,U,United States of America,6454 KIEL UPPER,3.0,,3.0,Con-way,3874266.0
att1794,Brownsville,,8.0,,60.0,386.0,attanasio,M,,1-708-330-7398,O,United States of America,11287 oasis north,3.0,112545.0,0.0,Mueller Water Products,1959769.0
Sto1795,Sunnyvale,,8.0,,92.0,752.0,Stoyles,M,M,1-952-267-6215,O,United States of America,7865 reagan east,5.0,455702.0,2.0,CenturyTel,2006766.0
WIC1796,Topeka,O,10.0,,98.0,453.0,WICKIE,S,,1-889-842-8996,O,United States of America,1091 LADERA LOWER,0.0,95329.0,1.0,Regal Entertainment Group,3236408.0
kho1797,Salt Lake City,P,,,58.0,694.0,khouderchah,,f,1-620-361-3149,O,United States of America,7046 landera street,5.0,192004.0,4.0,Bank of America Corp.,3869248.0
Ada1798,Las Vegas,,2.0,,28.0,390.0,Adamczyk,M,M,1-579-547-7220,R,Canada,8685 peachtree upper,0.0,358772.0,5.0,Gardner Denver,
Dor1799,Carrollton,M,10.0,,25.0,432.0,Doris-hampton,M,,1-506-480-5222,O,United States of America,21681 GOODWIN PARK,4.0,341293.0,4.0,Hudson City Bancorp,3153225.0
Sei1800,Hampton,,5.0,,100.0,833.0,Seiple,M,,1-022-795-4018,R,United States of America,16124 WEYLAND PARK,1.0,492241.0,1.0,Rock-Tenn,3740435.0
Wes1801,Henderson,,9.0,,25.0,655.0,Wesselman,W,,1-178-778-1691,O,United States of America,23701 pelican way,,249302.0,4.0,C.H. Robinson Worldwide,3483318.0
kus1802,Allentown,E,,,73.0,584.0,kusan,D,m,1-890-776-1758,O,United States of America,15845 flagler south,4.0,32425.0,4.0,Del Monte Foods,2500611.0
CHA1803,Fairbanks,,8.0,,98.0,448.0,CHALMERS,M,m,1-429-077-1115,O,United States of America,7831 arthur crescent,4.0,254208.0,4.0,T. Rowe Price,1161657.0
STO1804,Cleveland,,9.0,,33.0,530.0,STODART,D,,1-729-480-2589,O,United States of America,10079 PALM LANE,3.0,54235.0,5.0,Washington Post,220530.0
Pla1805,Provo,A,10.0,,60.0,825.0,Playatuna,M,,1-763-494-5921,O,United States of America,378 nolan avenue,0.0,349236.0,2.0,Exxon Mobil,3704067.0
sca1806,Alexandria,,9.0,,89.0,,scalera,M,L,1-725-805-6519,O,United States of America,764 donaldson road,0.0,6807.0,3.0,Thrivent Financial,2829130.0
MEE1807,Montpelier,,0.0,,78.0,757.0,MEERVELD,,F,1-895-978-7144,U,United States of America,13069 SHELTER CRESCENT,2.0,439420.0,0.0,Simon Property Group,2207402.0
you1808,Naperville,,6.0,,4.0,445.0,younes,U,m,1-852-028-8789,O,United States of America,22494 chimney rock avenue,1.0,121686.0,3.0,Noble Energy,2161886.0
CIT1809,Elizabeth,E,2.0,,88.0,356.0,CITARELLI,U,m,1-651-295-4610,R,United States of America,18283 jack east,1.0,140503.0,0.0,Genzyme,424605.0
rum1810,Boise,,8.0,,96.0,639.0,rummel,U,F,1-273-081-6545,O,United States of America,2164 PALM ROAD,3.0,200376.0,5.0,Andersons,2757556.0
VEZ1811,Atlanta,,2.0,Apt. 513,8.0,650.0,VEZINA,S,,1-786-049-0990,R,United States of America,18676 turman drive,,194820.0,0.0,Consol Energy,245609.0
Lar1812,Little Rock,,6.0,,88.0,837.0,Larmour,D,m,1-183-231-1926,O,United States of America,8752 forest park east,4.0,40936.0,5.0,NV Energy,1172429.0
omu1813,Hilo,D,,,81.0,555.0,omura,U,m,1-648-150-4539,O,Canada,7041 leon upper,4.0,254493.0,2.0,Medical Mutual of Ohio,2239983.0
Liv1814,Fort Lauderdale,,7.0,,46.0,495.0,Livek,M,,1-838-029-2999,R,United States of America,15979 montfort way,0.0,108196.0,5.0,Costco Wholesale,2486364.0
Tah1815,Modesto,U,3.0,Apt. 578,20.0,454.0,Taheri,U,m,1-815-050-7572,,Canada,11724 RANDOLPH PARK,3.0,482003.0,1.0,Boyd Gaming,32423.0
van1816,Inglewood,,6.0,,73.0,347.0,van atta,,,,O,United States of America,21686 jackson south,3.0,458207.0,4.0,Mylan,1051407.0
Hug1817,Nashua,,,,1.0,459.0,Huguin,S,,1-133-198-0015,O,United States of America,18909 hawkins way,2.0,385765.0,5.0,Broadridge Financial Solutions,1110211.0
GAI1818,Pembroke Pines,,5.0,,11.0,738.0,GAINES,U,,1-809-938-5153,O,United States of America,2451 knowles street,4.0,193940.0,2.0,Medco Health Solutions,1585964.0
DON1819,Montpelier,,0.0,,93.0,639.0,DONKERS,M,,1-941-132-1757,O,Canada,12400 GREAT OAKS EAST,5.0,44263.0,3.0,Mettler-Toledo International,1013742.0
bah1820,Missoula,,4.0,Apt. 166,97.0,424.0,bahoric,M,f,1-244-737-0357,U,United States of America,23934 brooks north,1.0,452400.0,2.0,Starwood Hotels & Resorts,3766774.0
HUN1821,Huntington Beach,,8.0,,96.0,503.0,HUNEAULT,M,f,1-505-261-0601,O,United States of America,14497 frostwood boulevard,1.0,264934.0,1.0,Nacco Industries,546402.0
van1822,Colorado Springs,,0.0,,51.0,612.0,vandergeest,M,,1-358-977-0829,O,United States of America,1048 covecreek way,3.0,490088.0,4.0,Harris,585244.0
lat1823,Victoria,E,9.0,,73.0,426.0,latorre,S,M,1-919-962-0183,O,United States of America,18874 magnolia road,,177988.0,2.0,AnnTaylor Stores,1429214.0
TOG1824,North Las Vegas,,8.0,,88.0,781.0,TOGASAKI,U,m,1-228-314-3079,O,United States of America,24014 BIRCHWOOD CRESCENT,2.0,132553.0,3.0,Phillips-Van Heusen,1182319.0
ALD1825,Albuquerque,,5.0,apt. 177,71.0,722.0,ALDERDICE,M,,1-643-745-1349,R,United States of America,11708 howser east,3.0,118332.0,0.0,Aetna,2352319.0
Tre1826,Stockton,,1.0,,27.0,554.0,Tremewan,M,f,1-988-780-9509,R,United States of America,11797 howser court,3.0,275512.0,4.0,Kraft Foods,3499398.0
Del1827,Springfield,,7.0,,23.0,724.0,Deluca,W,m,,,United States of America,14203 brooks west,2.0,479427.0,3.0,Tractor Supply,
Ber1828,Chattanooga,,4.0,,27.0,391.0,Bereza,M,,1-510-823-0228,O,United States of America,1863 KETCH NORTH,5.0,42582.0,5.0,Aleris International,788342.0
Lon1829,Quebec,C,4.0,,21.0,,Lonergan,S,f,1-383-296-3460,R,United States of America,12543 edgewood avenue,5.0,265159.0,5.0,Quiksilver,3068068.0
KIN1830,Chula Vista,,6.0,,62.0,801.0,KINNEY,M,m,1-805-692-1335,R,United States of America,13205 cantey west,4.0,67732.0,0.0,Cintas,3011542.0
Hun1831,Montreal,U,3.0,,83.0,774.0,Hunter,W,m,1-868-299-6956,O,United States of America,15713 conier upper,0.0,351308.0,,Westar Energy,1298229.0
Lud1832,Hollywood,D,6.0,,4.0,496.0,Ludviksen,M,,1-254-726-3987,O,United States of America,13890 snead park,1.0,204979.0,4.0,Guess,327003.0
Rou1833,Louisville,,6.0,apt. 679,69.0,,Rouleau,M,,1-503-914-7808,O,United States of America,15263 ridge creek avenue,0.0,322520.0,5.0,Philip Morris International,1463664.0
BAR1834,Houston,,5.0,,10.0,333.0,BARNHART,M,F,1-858-451-1158,O,United States of America,9565 cappel road,2.0,417481.0,4.0,YRC Worldwide,780925.0
cha1835,Fort Smith,,6.0,,74.0,706.0,chapin,M,,1-527-014-1946,O,Canada,23057 BROKEN OAK AVENUE,2.0,16696.0,2.0,Intuit,3204073.0
BOD1836,Sioux Falls,,3.0,,78.0,716.0,BODNAR,W,,1-089-452-1637,O,United States of America,5461 gold crest way,2.0,63070.0,2.0,Superior Energy Services,531711.0
sta1837,Billings,B,5.0,,73.0,718.0,stallabrass,S,F,1-521-392-3253,O,United States of America,23201 SEIP ROAD,5.0,476740.0,1.0,Dun & Bradstreet,3766241.0
Wil1838,Lakewood,,7.0,,87.0,836.0,Wildeman,,,1-338-105-8192,O,United States of America,24801 amherst street,4.0,413325.0,3.0,Univision Communications,2582206.0
LON1839,Provo,,9.0,,77.0,660.0,LONGFIELD,M,,1-517-484-6560,R,Canada,17933 flores avenue,1.0,113113.0,4.0,BB&T Corp.,2484587.0
Bos1840,Stamford,Q,8.0,,93.0,749.0,Bosch,U,,1-258-158-2410,O,United States of America,21699 PRINCETON CRESCENT,4.0,132686.0,4.0,Career Education,3271439.0
Van1841,Fort Worth,,10.0,,12.0,481.0,Vandoorne,M,,1-055-050-9722,R,United States of America,14776 st. phillip court,4.0,461313.0,3.0,Radian Group,1487215.0
STU1842,Grand Rapids,Y,9.0,,47.0,692.0,STURDIVANT,S,,1-014-566-9505,O,United States of America,18244 fairfield north,,168924.0,2.0,Sovereign Bancorp,3283636.0
Hei1843,St. Catharines,,5.0,,92.0,371.0,Heidepriem,U,F,1-152-449-4216,O,United States of America,21952 sabine drive,4.0,472095.0,3.0,NII Holdings,622012.0
Chi1844,Colorado Springs,B,1.0,,87.0,388.0,Chisholm,M,M,1-110-137-0398,O,United States of America,18333 park hill east,5.0,313395.0,2.0,FMC Technologies,3137134.0
HAR1845,Pembroke Pines,,,,83.0,696.0,HARRIS,M,,1-439-500-9798,U,United States of America,11645 kimberley crescent,2.0,113239.0,0.0,ManTech International,3126571.0
Lop1846,El Paso,C,0.0,,87.0,697.0,Loper,U,f,1-022-101-9826,O,Canada,2491 DOUGLAS UPPER,2.0,119690.0,0.0,ON Semiconductor,3260857.0
MUT1847,Springfield,K,3.0,,62.0,688.0,MUTHUSWAMY,S,f,1-537-401-0238,O,United States of America,17273 GREENE COURT,4.0,388725.0,2.0,Harrah's Entertainment,2818705.0
tru1848,Orlando,Z,2.0,,22.0,576.0,truesdale,S,,1-009-776-5456,O,United States of America,20031 crumley south,5.0,372213.0,4.0,,3348276.0
Kee1849,Lansing,U,8.0,APT. 254,14.0,765.0,Keef,M,,1-400-321-8985,O,United States of America,13068 lakeview crescent,4.0,54433.0,1.0,Nucor,390507.0
Sib1850,Raleigh,,4.0,,,,Sibincic,S,m,1-660-729-9318,R,United States of America,2833 saratoga lower,5.0,221429.0,5.0,C.H. Robinson Worldwide,2687759.0
Rod1851,Casper,H,1.0,,40.0,346.0,Roddy,S,f,1-699-935-3017,R,United States of America,2846 ROSEMONT EAST,3.0,499137.0,2.0,Airtran Holdings,2845075.0
Hol1852,Louisville,F,3.0,,27.0,430.0,Holton,S,f,1-613-546-7635,O,United States of America,1427 addax lane,1.0,110966.0,4.0,,3310264.0
pot1853,Tallahassee,,7.0,,64.0,481.0,potts,M,,1-855-775-0545,,United States of America,19827 cherry ridge way,3.0,464920.0,3.0,United Rentals,766546.0
Rag1854,Stamford,,8.0,,26.0,566.0,Raghunath,M,M,1-525-684-5781,U,United States of America,9749 overton ridge boulevard,5.0,182553.0,,Boise Cascade Holdings,2204931.0
ume1855,Springfield,O,6.0,suite 130,53.0,761.0,umeh,M,,1-612-577-9612,O,United States of America,11146 penmarc street,0.0,304022.0,4.0,Cinemark Holdings,1612371.0
Jcs1856,Rochester,,0.0,,37.0,532.0,Jcst,M,,,O,United States of America,10789 winifred lane,5.0,71693.0,1.0,Nasdaq OMX Group,550443.0
Spo1857,Burlington,V,,,70.0,727.0,Spohn,M,,1-049-590-8554,R,United States of America,11450 WYCLIFFE SOUTH,2.0,127163.0,0.0,Mirant,309862.0
Whi1858,Sunnyvale,,5.0,,11.0,706.0,Whitwell,,,1-112-858-9594,O,United States of America,10256 BROWNWAY NORTH,5.0,85614.0,1.0,E*Trade Financial,539112.0
nic1859,Santa Ana,N,5.0,,81.0,781.0,nicholas,S,F,1-193-996-3384,,United States of America,13619 WITHERS UPPER,0.0,,0.0,"Toys ""R"" Us",3422169.0
Gob1860,Evansville,,4.0,suite 209,12.0,,Gobeil,M,,1-905-512-3236,O,United States of America,5620 ROYALTON AVENUE,1.0,172591.0,0.0,SLM,1215514.0
Mac1861,Salinas,V,0.0,,32.0,777.0,Mackey,M,,1-913-052-2172,O,United States of America,11503 stratton west,2.0,171376.0,0.0,Omnicare,2580056.0
SYL1862,Tampa,,0.0,,6.0,587.0,SYLVIE,D,F,1-394-734-5791,O,United States of America,4757 landmark road,5.0,321338.0,2.0,Navistar International,1213893.0
das1863,Gary,,0.0,,72.0,,dassani,W,,,O,United States of America,21096 TANBARK PARK,1.0,398897.0,1.0,Insight Enterprises,1869894.0
Eis1864,Corona,K,3.0,,,630.0,Eisler,D,,1-413-604-3746,O,United States of America,11414 JAY STREET,1.0,40064.0,5.0,Expeditors International,3692597.0
vir1865,Detroit,,0.0,,18.0,466.0,virgoe,U,,1-425-493-8607,O,United States of America,3185 royalton lower,3.0,,3.0,Jones Financial,1559663.0
MCF1866,Corpus Christi,,7.0,,39.0,635.0,MCFARLAND,U,,1-985-599-3440,R,United States of America,15121 reagan court,1.0,63890.0,0.0,Massey Energy,1369175.0
SEA1867,Tacoma,,0.0,,41.0,652.0,SEARL,M,m,1-650-980-5910,O,United States of America,1243 salado road,5.0,280094.0,5.0,Kohl's,2111124.0
rah1868,Erie,,7.0,Apt. 758,4.0,386.0,rahman,U,,1-463-428-6155,U,United States of America,9659 sakowitz west,0.0,290837.0,5.0,AptarGroup,1474462.0
lei1869,Hampton,C,6.0,,,800.0,leitrick,M,f,1-332-026-7039,R,United States of America,10079 palm lane,0.0,32286.0,0.0,Metals USA Holdings,1643864.0
Tri1870,Winnipeg,,0.0,,1.0,670.0,Trivedi,U,f,1-499-446-8723,O,United States of America,13456 stan hope upper,0.0,207088.0,0.0,Kraft Foods,3324951.0
Mis1871,Sandy,,7.0,,27.0,700.0,Mishina,M,,1-408-624-7279,,United States of America,4842 LEON BOULEVARD,2.0,119235.0,2.0,Alliance Data Systems,3981142.0
mar1872,Houston,,6.0,,19.0,571.0,marum,U,M,1-568-216-9463,O,Canada,19743 stockton way,2.0,274051.0,0.0,,2108215.0
gle1873,Newport News,P,10.0,,86.0,835.0,glemboski,S,,1-046-306-7107,R,Canada,24256 GREENHILL BOULEVARD,,415585.0,3.0,Celgene,3509949.0
bar1874,Mount Pearl,,6.0,suite 97,62.0,692.0,barr,S,m,1-929-648-9392,R,United States of America,14569 voss north,3.0,176653.0,0.0,USG,1495631.0
Kel1875,Seattle,,6.0,Apt. 716,11.0,488.0,Kellogg,M,f,1-253-271-3001,O,United States of America,24123 LAMPORT LOWER,5.0,368766.0,1.0,Conseco,3845295.0
new1876,Honolulu,,,,,411.0,newhook,,f,1-540-948-2988,O,United States of America,14558 kempner lane,4.0,455031.0,4.0,Community Health Systems,509951.0
Bor1877,Santa Ana,,1.0,apt. 159,1.0,,Borsa,S,,1-137-669-0376,O,United States of America,11671 wathan north,0.0,464987.0,2.0,DISH Network,
Fri1878,Cedar Rapids,,,,2.0,764.0,Fricker,M,F,,U,United States of America,12756 weyland south,1.0,77108.0,3.0,Procter & Gamble,
THA1879,Simi Valley,,0.0,,15.0,675.0,THAMES,,F,1-231-146-9429,R,United States of America,23201 seip road,4.0,498134.0,0.0,AbitibiBowater,2798554.0
San1880,Atlanta,,2.0,,23.0,,Sandison,S,,1-022-348-9665,O,United States of America,17343 darlington avenue,0.0,127769.0,,Dominion Resources,2788608.0
Hug1881,Riverside,,5.0,,43.0,719.0,Hughes,M,m,1-583-657-4202,R,United States of America,8728 selma north,2.0,87256.0,5.0,NV Energy,733800.0
Hic1882,Milwaukee,,10.0,,10.0,,Hickey,S,M,1-968-155-5632,O,United States of America,23181 cantey court,,300839.0,3.0,,212488.0
Der1883,Eugene,,3.0,,85.0,587.0,Deraaf,M,,1-580-956-2715,O,Canada,18951 camden court,5.0,492873.0,4.0,Watson Pharmaceuticals,1367618.0
sou1884,Thousand Oaks,,7.0,,45.0,,sousa,U,M,1-002-202-2759,O,United States of America,4953 WILLIAMS BOULEVARD,,497274.0,0.0,Sun Microsystems,1152109.0
Bri1885,Santa Rosa,,0.0,Apt. 703,87.0,819.0,Brichetto,M,F,1-234-455-9427,R,United States of America,21944 richardson upper,1.0,492890.0,5.0,Lam Research,
eis1886,Arlington,,4.0,,34.0,529.0,eisenach,U,m,1-700-474-9815,O,United States of America,14210 charlotte way,5.0,357036.0,0.0,NiSource,661081.0
bil1887,Vallejo,,2.0,,28.0,344.0,bilsborough,S,f,1-648-214-4241,U,United States of America,11414 JAY STREET,2.0,312978.0,3.0,Ameriprise Financial,1523576.0
Bri1888,Raleigh,G,0.0,,67.0,,Briel,S,m,1-389-543-7460,R,United States of America,863 GARNER AVENUE,5.0,348497.0,2.0,Avis Budget Group,750105.0
Van1889,Fort Wayne,,9.0,,44.0,597.0,Van hoy,,,1-097-094-2987,O,United States of America,18065 FOUR POINTS DRIVE,4.0,489382.0,4.0,Eaton,3548934.0
Jar1890,Ann Arbor,,2.0,,63.0,517.0,Jarchow,D,,1-342-555-4679,O,United States of America,9711 pharr avenue,5.0,420495.0,1.0,CACI International,831484.0
CAR1891,Albuquerque,W,1.0,,82.0,815.0,CARLE,M,,1-551-586-7369,O,United States of America,5755 bluff road,4.0,277612.0,5.0,CUNA Mutual Group,1660829.0
FRI1892,Portland,,10.0,,12.0,577.0,FRICKS,M,,1-364-697-9792,O,Canada,15256 NEILSON AVENUE,4.0,444360.0,1.0,Merrill Lynch,1973501.0
MOR1893,Amarillo,,1.0,Apt. 286,85.0,342.0,MOROZ,S,M,1-851-718-2640,U,United States of America,15866 archer boulevard,0.0,452874.0,4.0,Cummins,1874107.0
RUN1894,Great Falls,F,,,6.0,751.0,RUNDLE,W,,1-970-197-1062,O,United States of America,7557 park stream street,,42180.0,4.0,AutoNation,1355982.0
SHI1895,Vallejo,M,4.0,,,656.0,SHIELL,M,F,1-788-993-2148,,United States of America,298 CEDAR CRESCENT,0.0,16312.0,4.0,Unum Group,1424068.0
Ema1896,Stockton,,10.0,,81.0,434.0,Emami,U,M,1-614-186-9938,R,United States of America,245 CONGRESS COURT,,278991.0,0.0,AptarGroup,2505978.0
Bar1897,Tempe,,2.0,,96.0,537.0,Barel,W,,1-541-847-2551,,United States of America,3217 CRESTMONT AVENUE,,238951.0,2.0,State Farm Insurance Cos.,770494.0
bal1898,Montpelier,,2.0,,,833.0,balogh,M,,1-934-200-1121,R,United States of America,6359 SANDPOINT STREET,2.0,159998.0,3.0,Atmos Energy,2349216.0
dem1899,Regina,,6.0,,100.0,580.0,dempster,S,m,1-861-784-9645,O,Canada,20000 forest crescent,1.0,56344.0,5.0,General Motors,414115.0
Pip1900,Fullerton,X,5.0,,93.0,500.0,Pippy,U,M,1-981-298-0629,O,Canada,18710 queen lower,3.0,442409.0,4.0,Rite Aid,1619683.0
CHA1901,Dayton,Z,7.0,,24.0,575.0,CHARCHANKO,D,,1-173-834-1507,O,United States of America,20655 lendon avenue,4.0,453340.0,5.0,Prudential Financial,634477.0
Lup1902,Durham,,3.0,apt. 392,70.0,535.0,Lupatin,D,,1-124-907-0166,O,United States of America,20641 northland crescent,1.0,476343.0,2.0,,775265.0
Bur1903,Cedar Rapids,T,8.0,,39.0,786.0,Burrus,U,,1-249-910-3550,O,Canada,10803 DAY WAY,1.0,84071.0,3.0,Southern Union,1958385.0
tol1904,Winston-Salem,,1.0,,13.0,318.0,tolson,S,F,1-423-145-8213,O,United States of America,24675 seneca road,1.0,111908.0,0.0,,3044067.0
Dir1905,Vancouver,,9.0,,69.0,616.0,Dirienzo,M,,1-317-810-8784,R,United States of America,13653 collier avenue,2.0,276511.0,5.0,Intuit,1919783.0
MAL1906,Shreveport,,3.0,,40.0,631.0,MALAM,,M,1-974-283-2412,O,Canada,5049 BRANDYWYNE WEST,3.0,427771.0,4.0,Autodesk,547286.0
Sal1907,Charleston,R,0.0,,97.0,778.0,Salemi,U,,1-990-914-9609,O,United States of America,23152 notingham north,0.0,332036.0,4.0,BB&T Corp.,629201.0
llo1908,Kitchener,,8.0,,84.0,340.0,lloyd,W,,1-122-431-9180,O,United States of America,2923 navarro lower,4.0,484209.0,0.0,,3899231.0
Swa1909,Simi Valley,M,4.0,,62.0,330.0,Swazey,D,,1-530-264-0711,O,United States of America,9479 oliver lower,,6459.0,4.0,Reliant Energy,3794142.0
Iko1910,Nashville,I,6.0,,78.0,830.0,Ikotin,S,,1-216-099-3048,O,Canada,20166 PRESIDO PARK,,108574.0,3.0,Bank of New York Mellon Corp.,2757498.0
Sch1911,Philadelphia,,6.0,Apt. 345,12.0,685.0,Scherer,U,m,1-091-529-0365,,United States of America,23086 pacific west,0.0,117797.0,3.0,Oshkosh,191628.0
Pau1912,Baton Rouge,M,0.0,,35.0,,Pauli,D,,1-718-362-2865,O,Canada,9733 BERRY SOUTH,1.0,499499.0,3.0,Aleris International,1007328.0
Ver1913,Macon,,5.0,,42.0,701.0,Vertolli,U,,1-029-083-7846,O,United States of America,739 dunbar way,5.0,417841.0,1.0,,
AKH1914,Torrance,,9.0,,65.0,765.0,AKHAVAN,W,,1-402-716-3406,O,United States of America,6488 AVALON NORTH,4.0,188532.0,4.0,Burlington Northern Santa Fe,312515.0
Alf1915,Hayward,,4.0,,58.0,443.0,Alfaro,D,,1-319-313-3854,O,United States of America,18182 woolridge lower,5.0,141360.0,2.0,R.R. Donnelley & Sons,447775.0
Dan1916,San Buenaventura,,4.0,,75.0,635.0,Dando,M,,1-342-311-0648,O,United States of America,10302 basswood south,5.0,431809.0,5.0,Inergy Holdings,1078707.0
Baz1917,Austin,A,2.0,,33.0,334.0,Baziuk,U,,1-588-477-5657,O,United States of America,1679 cartlett south,3.0,103473.0,2.0,Integrys Energy Group,3729963.0
Ben1918,Norfolk,,2.0,,26.0,,Benzie,M,f,1-688-048-3535,U,United States of America,19993 langdon upper,2.0,425972.0,5.0,Viacom,685506.0
Cot1919,Dayton,P,10.0,,65.0,380.0,Cote,U,M,1-822-565-4548,O,United States of America,21820 pampas lower,1.0,39392.0,,Liz Claiborne,2479791.0
Hal1920,Windsor,,1.0,,4.0,548.0,Hallenbeck,U,m,1-308-302-5380,O,Canada,7661 grant way,1.0,253030.0,3.0,Brightpoint,2039999.0
HIL1921,Sydney,,1.0,apt. 612,4.0,843.0,HILLRING,U,f,1-035-200-9101,O,United States of America,10991 PEACH PARK,2.0,11075.0,2.0,Alliant Techsystems,2197998.0
Woo1922,Coral Springs,W,3.0,,9.0,520.0,Woodward,M,,1-515-476-6618,R,United States of America,2295 bonnie brae upper,4.0,102804.0,1.0,BJ's Wholesale Club,3111627.0
BON1923,Rockford,,7.0,,40.0,695.0,BONNAR,M,m,1-414-212-3750,O,Canada,6860 emmonds drive,1.0,169558.0,4.0,Fluor,
MEA1924,Inglewood,,,,56.0,816.0,MEASURES,M,,1-406-519-6282,O,United States of America,20954 belt line rue,1.0,145345.0,2.0,Starwood Hotels & Resorts,3892287.0
Pra1925,Jersey City,Z,3.0,,,,Prasada,D,,1-558-423-6852,O,United States of America,9540 kingsbridge avenue,0.0,218371.0,,Tractor Supply,3655638.0
