AgencyID,Phone,LastName,Country,FirstName,NetWorth,MiddleInitial,Age,Employer,PostalCode,Gender,NumberCars,NumberChildren,MaritalStatus,CreditRating,OwnOrRentFlag,NumberCreditCards
flp13759,1-606-686-5015,flpuakifecaekcvgfwqjiud,Canada,Ygshnaonzhuvxmdbkbll,728714.0,,60.0,TIAA-CREF,yjtxt,,1.0,3.0,M,783.0,O,7.0
rui13760,1-652-254-3647,ruicalydslzjyxo,United States of America,Uoqzfnlqckmavck,1571778.0,R,46.0,Sysco,Lhjrulxfpdso,m,0.0,2.0,M,433.0,O,6.0
SFY13761,1-023-145-6817,SFYPTDXEHXMWHGHYMKWMGBDKSG,United States of America,Drrpotxidmwjppjlepp,545541.0,,88.0,CC Media Holdings,OCUADEBV,m,3.0,0.0,M,435.0,O,8.0
CPW13762,1-151-692-6945,CPWMMKZT,United States of America,PUJRER,1511908.0,,78.0,Johnson & Johnson,Ktikkczls,,2.0,5.0,S,796.0,O,7.0
Vox13763,1-677-484-7773,Voxyhkijqkrjnjwguygmzdof,United States of America,Vbyzawowehtxnyir,3632895.0,x,83.0,Popular,BVMVKHVD,,2.0,2.0,U,456.0,U,4.0
UOA13764,1-821-630-1765,UOAZXWFWJEXOVMVYJOLP,Canada,Gctibh,172690.0,,35.0,Family Dollar Stores,Lqcspbrzsgyg,,4.0,3.0,U,373.0,O,5.0
ZQQ13765,1-080-328-0658,ZQQLYZMNOXL,United States of America,Ykhtroon,355037.0,,,Whirlpool,MNXLWKRKDLM,M,0.0,4.0,U,464.0,R,1.0
PIZ13766,1-343-113-0964,PIZWLFQEAYFSOHYXVQBS,United States of America,EXVPSJRGAPJNNZXEVHPV,634764.0,,94.0,Metals USA Holdings,,F,5.0,1.0,U,346.0,O,4.0
Ort13767,1-163-860-5623,Orteyllzdq,United States of America,srusgjliyhcwphrw,2182142.0,g,52.0,Warnaco Group,Ergjrsthaq,f,2.0,1.0,M,692.0,R,5.0
QDF13768,1-266-475-2011,QDFRDNRNDUENBLY,United States of America,Ayjpebbuuxgyallvwwbkhozh,3773350.0,,47.0,First Horizon National Corp.,vbgnyaiw,,3.0,5.0,M,,O,0.0
EBM13769,1-429-830-4258,EBMJFWHQFAEXQTMJINRRDTKOOQS,,Aqohnkgaltglffnrsyhkpxtjugzdi,771899.0,g,21.0,Marathon Oil,hqurmnfpmynr,,4.0,0.0,M,787.0,O,10.0
Wmz13770,1-978-194-8030,Wmzhq,United States of America,XCFUNCNK,2842423.0,,66.0,,JMYBNLMVXX,,0.0,2.0,,704.0,,1.0
Pez13771,1-828-143-0666,Peznrt,United States of America,odxkf,1139016.0,B,22.0,Itron,Vzikxr,F,4.0,4.0,W,544.0,O,9.0
JCG13772,1-218-604-7948,JCGCWVHOQCQEKQNYWQOWCPENNY,United States of America,Nkczcjpcupq,1027740.0,H,31.0,Aramark,Ynfdhdvi,f,1.0,1.0,U,697.0,U,4.0
XBV13773,1-377-529-3325,XBVHKNLFYNV,Canada,NGLOYVYTN,1998272.0,,62.0,Clorox,yugtpxzbt,,0.0,2.0,,345.0,O,2.0
Els13774,1-954-369-3310,Elsamkoobqlaopsiwmklluex,United States of America,INLFMTAGXSSPJ,873037.0,,53.0,Con-way,VTOOI,,2.0,4.0,M,553.0,,
JAU13775,1-180-703-5329,JAUPYUXUFCZBQMNP,United States of America,puoaydmcgixgpplmkssg,2952360.0,E,51.0,Werner Enterprises,Ruytkk,,5.0,3.0,M,826.0,O,8.0
Lyx13776,1-527-757-5479,Lyxtkhdceqspdducggksv,United States of America,FDJBVTAXUOQMVHZ,97482.0,,83.0,CBS,Fbmjpuqfzn,M,2.0,1.0,U,635.0,R,0.0
Cdh13777,1-902-186-4094,Cdhuqs,Canada,ibvoduvgppdnmsmbmespasxkh,3711233.0,E,40.0,El Paso,,,4.0,2.0,M,616.0,U,2.0
pig13778,1-724-204-7272,pigcvgzlivujkjkyun,Canada,Jyryy,14331.0,U,70.0,Hartford Financial Services,QIIJPG,f,4.0,3.0,D,630.0,R,4.0
tji13779,1-634-438-6701,tjixqsaelhbstk,United States of America,MCLFYKEMHPRHTAFNBQNKQNETBXAPRM,2828228.0,,100.0,St. Jude Medical,Jtbzttneqi,,0.0,5.0,M,376.0,O,5.0
Kpf13780,,Kpfpdkkrtvggjpvgmfqtesfi,United States of America,Rhvfefjxsjqnqdypenzg,,,89.0,Honeywell International,ibconlsap,,1.0,5.0,D,828.0,,8.0
wkl13781,1-503-676-8492,wklhimexoo,United States of America,lcotwbwawwjpcmdrfxqyfj,486141.0,t,64.0,Target,LNSHAZXHGNIK,F,1.0,3.0,U,467.0,O,4.0
Xik13782,1-706-606-1911,Xikbsymgslctaa,United States of America,kxzzviplagcartincqmyniyiwsodst,1760259.0,,,Energizer Holdings,Dhjoatoe,,3.0,2.0,W,481.0,O,4.0
Atc13783,1-820-593-1409,Atczaqi,Canada,xtviuxjnzumqbclgwhtrtdgbfnt,855891.0,,90.0,Cytec Industries,Mnamj,,2.0,3.0,U,308.0,O,1.0
Rjs13784,1-134-061-4963,Rjsftvdtzjpvbahfezmxmflelurlga,United States of America,ovwxioildaocgyhrnqkyj,127685.0,K,85.0,CarMax,ahcausqcyi,f,0.0,3.0,U,671.0,O,0.0
QHL13785,1-211-051-7342,QHLAMUUHJPKQEUWTRCSEOROFEFOO,United States of America,Ahrwfeitpvoqvdluawmtiyqie,3863766.0,L,80.0,Consolidated Edison,Tdzojxwy,,5.0,1.0,M,762.0,R,6.0
Aom13786,1-644-484-6346,Aomyhgnaqsoyn,United States of America,Kttmsxvpgqexsg,830470.0,,71.0,Synnex,Eupmofsclmx,M,5.0,2.0,S,444.0,O,8.0
Sje13787,1-054-472-9826,Sjednvzsngtcxavshcnd,United States of America,ewfryllqfmemzuzcl,3715827.0,,26.0,Ford Motor,sacrzoksllo,M,0.0,0.0,M,415.0,O,3.0
pag13788,1-736-676-8711,pageinhwgfgcddbdsjbrczqik,United States of America,DPZWUTUMTURLSANWOVAFLILLUV,2079456.0,l,10.0,Clorox,Duwmhrjlug,F,,0.0,U,422.0,O,
Ckb13789,1-636-962-6329,Ckbrqpptcjopetftaoeesccqe,Canada,SVOUGPBEJZJUUZPWEVGCCSXMXNR,2604476.0,,81.0,Telephone & Data Systems,Laecikhg,,3.0,4.0,U,440.0,O,8.0
Mms13790,1-486-252-0219,Mmslpufjtlcuivlkiucilsnujukn,United States of America,Oiranyj,3104406.0,,45.0,AmerisourceBergen,TDJPFO,f,5.0,3.0,M,713.0,O,9.0
nfj13791,1-983-460-2184,nfjvvq,United States of America,Adaobt,3881905.0,H,61.0,Laboratory Corp. of America,NINNUFDLPU,,5.0,2.0,D,368.0,O,5.0
Roj13792,1-069-956-7581,Rojiybjamlitdzsvdjgk,,Nphajdbrqrfdrobgfxh,777746.0,,3.0,Schering-Plough,MBHZMDBPTNA,m,3.0,1.0,S,355.0,O,6.0
Gni13793,1-323-061-3442,Gnisahntwgtaevsqhcjfzgbeih,United States of America,Gidyilskfolteinud,3162422.0,,50.0,Advanced Micro Devices,,,3.0,2.0,D,632.0,O,4.0
KQH13794,1-219-960-5106,KQHQRJ,United States of America,BQOUGKMUENHXLLPQB,2408368.0,F,94.0,BJ Services,Guiphggmweh,G,4.0,5.0,U,315.0,R,8.0
HCA13795,1-523-492-9177,HCAGDKAFADCYOCHNDOOHJKW,United States of America,frzytfasktzugs,3554911.0,,99.0,Ferro,,,2.0,1.0,,712.0,O,8.0
zut13796,1-751-026-8148,zutjzwqfc,United States of America,Zksojsunadbmwjczcqubxdl,1257335.0,,,Hubbell,tgbsdf,f,4.0,0.0,U,453.0,O,0.0
kmk13797,1-584-422-5781,kmkdccvrprpzwoehfutvt,United States of America,ezwnkgjmrpvmnhrxfp,3144867.0,,34.0,McGraw-Hill,Bbiiywo,I,1.0,0.0,S,608.0,R,7.0
nqt13798,1-131-682-3552,nqtobiqfpdzxrfuxpfr,United States of America,Gejjlgqebj,1812238.0,,74.0,Barnes & Noble,IOAGHOZOJ,m,2.0,1.0,M,709.0,U,6.0
Iss13799,1-085-091-3540,Issyaougkqqszgtut,United States of America,xrurawna,1194106.0,B,57.0,FreeportMcMoRan Copper & Gold,Ekfyspemqsc,M,3.0,1.0,M,,O,7.0
Hit13800,1-724-632-5838,Hitmuaxqjxdhxgprwewmzn,Canada,vwtvdbstyqwsdpokg,615485.0,B,,Reliance Steel & Aluminum,NFBXXTIK,f,3.0,4.0,S,758.0,O,6.0
leb13801,1-387-973-8002,lebsgmejvxglmaiv,United States of America,qtbimtubxmftabuqgz,3117125.0,,86.0,OfficeMax,MNALFCLU,m,2.0,0.0,S,369.0,R,5.0
Ncq13802,1-369-851-9584,Ncqux,United States of America,Zrvgmq,1810673.0,,32.0,McDonald's,Dalscfsvmmri,,4.0,0.0,W,662.0,O,1.0
Wwo13803,1-960-129-9068,Wwoqwhmhpcadzbvidaavhjoe,Canada,kwbmrytpfbubgnpqwuuop,1255842.0,,83.0,NCR,Vsnvuc,,1.0,2.0,D,827.0,U,8.0
Hce13804,1-004-035-6453,Hcexcutk,United States of America,IOKTEKTYFDDP,1518306.0,h,59.0,Sonoco Products,LNEQFANIPWYI,m,2.0,0.0,U,476.0,R,3.0
Pkp13805,1-757-450-8457,Pkpqiurbglluioicvgvtxve,Canada,tnwhtj,462636.0,S,5.0,SunTrust Banks,Rmubukw,M,1.0,4.0,M,775.0,R,5.0
Rry13806,1-667-444-3163,Rryvhxmnvswojxbvois,United States of America,ejkmdkoxmhblhux,3000163.0,,54.0,OM Group,Snzcqy,m,5.0,3.0,S,816.0,O,4.0
Voo13807,1-228-749-2119,Vooreffkwdsxyja,United States of America,AORYVLAHJJNYLC,3671802.0,A,77.0,Progress Energy,svsgqgnvwd,,1.0,4.0,M,531.0,O,6.0
Ijm13808,,Ijmdi,United States of America,pkbwxfzuwfzcnnjxpgxghyvb,517800.0,e,14.0,Precision Castparts,kknypp,,1.0,1.0,S,836.0,O,
WXY13809,1-921-878-7559,WXYJYJRRVVKXYTJCZWKMEHVIOO,United States of America,sttgzmpdus,784444.0,h,31.0,Alcoa,VPWUOLSSDNEU,,1.0,2.0,,616.0,O,6.0
Lgb13810,1-051-125-4763,Lgbrc,,Fjmkxohrcgjbodqft,983041.0,M,10.0,Packaging Corp. of America,Yonherjvzs,f,0.0,2.0,M,831.0,O,7.0
Drp13811,1-613-691-5568,Drpcik,United States of America,Uaeofcnq,1730375.0,,0.0,Barnes & Noble,FZVXDOIFGUL,,4.0,0.0,S,738.0,O,
Lhr13812,1-442-899-4570,Lhrnyhheqftvazonbmttvgukodtcns,United States of America,Ommhaodvisoxiawxxgplmks,747630.0,,53.0,AmerisourceBergen,WADJJSAFT,,1.0,4.0,S,807.0,O,3.0
sro13813,1-809-795-2114,srohhcxjjzlaeuguctoxfmsgpwreoi,United States of America,Efnioemgvmosuudmyzc,3291436.0,,74.0,Vornado Realty Trust,TSVVMYSXMDF,M,4.0,4.0,,817.0,O,6.0
Dho13814,1-012-421-1451,Dhobtmfnspndtak,,VGFRL,1341884.0,,86.0,Sovereign Bancorp,LPCAFS,,0.0,1.0,U,713.0,O,7.0
YUD13815,1-797-588-5147,YUDVZGQRVD,United States of America,YLWRFAFGOVLYQTEVRYZATAQYMJU,111181.0,T,70.0,Dollar Tree,Rdyggslukwi,M,1.0,,W,771.0,,10.0
Xvh13816,1-065-251-9032,Xvhsvpqxcygqcdvj,United States of America,JETUUBIIWMTGRLGJDZQCLLCMSC,494609.0,Q,,StanCorp Financial,OCKXFE,,3.0,0.0,M,395.0,O,6.0
Aaf13817,1-101-725-4003,Aafxpkxdvpweqn,United States of America,Efaykcnijelzlmucimahyzuqxgp,2620601.0,V,97.0,Clorox,VAPJOHPCFY,F,4.0,0.0,U,553.0,O,6.0
Xsr13818,1-351-312-0393,Xsrthicj,United States of America,ohwtxndlrhcswmmlakwrfhwqa,3310610.0,,6.0,Prudential Financial,Jyykv,,,5.0,M,712.0,O,4.0
yli13819,1-370-172-1130,ylijzaxxod,United States of America,Kuscchckb,2624096.0,,61.0,Crosstex Energy,Rsxyiwfjpiye,M,0.0,4.0,S,,O,8.0
plm13820,1-422-073-4722,plmweahxaooonumajtenfojs,United States of America,QVUVPMHJHPSTUOEI,764650.0,o,38.0,Pulte Homes,Zguou,F,0.0,2.0,M,640.0,O,6.0
gnp13821,1-188-126-1267,gnpuvraddvwlxfxzx,Canada,GLFNFTWS,2395430.0,f,0.0,CenterPoint Energy,,m,3.0,2.0,M,578.0,O,8.0
gee13822,1-051-243-4986,geeehcnfnkprrbihtlz,United States of America,Ksttbrfhvvjinynfvlovspbqcdooa,3747210.0,g,84.0,FPL Group,Otnenfsb,M,1.0,3.0,S,372.0,R,0.0
Nyt13823,1-061-919-7471,Nyttrmyxxpplodizabrogbhvbrdv,United States of America,ACSLFVWJANRNEFPDLI,717020.0,C,30.0,Ameren,RIKYMXZRQME,,4.0,,U,709.0,O,2.0
Guw13824,1-638-160-3547,Guwfiqhyahvpgpoyncziap,United States of America,DQKEJCVDRFVNEUBB,1060777.0,n,51.0,Regions Financial,EBCDSU,,4.0,3.0,S,338.0,O,9.0
Rsc13825,1-046-464-0732,Rsczsdqxob,United States of America,Afrzmasvhdn,2252866.0,,46.0,Universal Forest Products,EZMVD,,4.0,2.0,M,414.0,O,10.0
Kli13826,1-267-415-6372,Klizovvpmhckrkszjalthzqrian,United States of America,Jugunjqnccigcnvxqahsjym,3347564.0,t,41.0,Airtran Holdings,NOEJZWTNFAWI,m,2.0,2.0,W,320.0,O,2.0
FLM13827,1-542-620-9069,FLMFZOPGOHYQMHGJQUXEGT,United States of America,Sbtnx,2137206.0,,86.0,AK Steel Holding,Uqxsiqwlwk,m,1.0,,M,695.0,O,10.0
Zpa13828,1-370-137-9153,Zpaudirvejcbalarniunqful,United States of America,Dammooesphcd,2154213.0,,95.0,Omnicom Group,THTOEWBSWZH,m,5.0,2.0,U,698.0,O,7.0
Yhd13829,1-807-711-6468,Yhduecmikhrecxtjdviuprmwpcmpe,United States of America,Pkynrvhybdfedkivcjrwag,2053631.0,,,SunGard Data Systems,Atkma,,0.0,,M,370.0,O,5.0
TTJ13830,1-435-878-0215,TTJDRCXLUA,United States of America,nrbjshgxucdwvdr,738924.0,f,40.0,Hanesbrands,dqxma,,1.0,2.0,U,687.0,O,3.0
CYJ13831,1-777-865-4245,CYJPKLIWHEEHKVUSAPXDSPNWHAUTJU,United States of America,HGCFNDKXDFKSZCOATUDVER,475396.0,X,82.0,Radian Group,Xxngzuzu,F,2.0,4.0,M,449.0,U,7.0
rqj13832,1-482-720-1684,rqjzpjfemjblqsnmmgrusfmomzszo,United States of America,Artgswfrtvgklore,3618242.0,,99.0,Pepsi Bottling,Jfquge,,3.0,5.0,M,731.0,O,8.0
SEK13833,1-643-281-6008,SEKXCYSGWGMIPCJABBLIXCYIH,,DNGEIVWOXBQCOJQLFWMLDHEFJM,1351204.0,,27.0,Eaton,Hzvcmlhraihq,,1.0,3.0,D,660.0,U,6.0
ror13834,1-968-519-8711,rorzn,United States of America,Owvdcumzwffodilgk,2728930.0,c,11.0,Target,IVWPBALYCKCD,M,4.0,0.0,U,543.0,O,9.0
Hvi13835,1-513-165-5946,Hviijurashxsc,Canada,Khkeqswi,197107.0,z,27.0,Mohawk Industries,Vhkzgtw,m,4.0,5.0,U,477.0,O,2.0
kre13836,1-836-797-9818,krejxryneciuozhugau,United States of America,Dytgzxpmvgspsfakvbhhnivsiom,1689877.0,N,43.0,Raytheon,Xhvlxdq,F,1.0,3.0,U,424.0,R,0.0
cdh13837,1-527-012-6765,cdhgzjpmlpnpcwmauoqficlwwdyomx,,YITVAHPB,1002443.0,h,15.0,Kellogg,,,0.0,4.0,W,374.0,O,6.0
VFM13838,1-634-414-2112,VFMWGWELUVGVVTHAICWRSL,United States of America,Lmpqnnuxtzfcwiaedgzblhxaucqgr,3043401.0,,38.0,H.J. Heinz,lfszgtzz,,0.0,2.0,U,554.0,O,2.0
Vjx13839,1-685-331-2884,Vjxnxlhxupqvjy,United States of America,FVSIMPPIOEEH,2424224.0,,35.0,Plains Exploration,Dmyhtlxkgryh,M,4.0,4.0,M,662.0,R,3.0
Yqx13840,1-919-961-1235,Yqxntcfwbrfgmuejxhktmgtnoxqmfm,,Bjvknuznosvvmzuufrszae,304403.0,,85.0,Sanderson Farms,lapqg,,4.0,3.0,S,810.0,O,7.0
Ofo13841,1-418-862-8896,Ofoaieykpebsymbugbiaxt,United States of America,Njnpll,3908546.0,,100.0,American Greetings,mzdohwkampki,,1.0,5.0,D,757.0,O,1.0
HVF13842,1-502-768-2557,HVFJTQL,United States of America,BEYLBFQR,2738955.0,a,61.0,Burlington Northern Santa Fe,Ncaas,m,3.0,1.0,U,455.0,O,7.0
Srq13843,1-853-184-4208,Srqzyzqhgdsqudmntld,United States of America,Iqefupvrfi,1836613.0,W,8.0,Chemtura,Zuinxw,M,2.0,0.0,U,312.0,U,4.0
Aic13844,1-124-880-9275,Aicrykeonpq,United States of America,Gpekihwwtxnizbaoxiqgf,3596956.0,G,25.0,Community Health Systems,emynkp,,3.0,5.0,D,685.0,O,3.0
nbj13845,1-013-005-7910,nbjphiyjwfvrirdgcgyaf,United States of America,Goqysmo,1353767.0,,24.0,Host Hotels & Resorts,Ulukdtssyec,M,,3.0,U,830.0,,6.0
YQB13846,,YQBOTHVIEZBPMHSRNBWIPNIUGG,United States of America,Igatzvrlamrvlpothdwwtlvhy,1405776.0,,86.0,Illinois Tool Works,Vlwiiulj,,3.0,2.0,M,650.0,O,9.0
zzx13847,1-830-331-5327,zzxoioncapbgvliorqa,Canada,Ummueops,2753450.0,m,90.0,Harman International Ind.,vkjudqu,,5.0,4.0,D,746.0,U,8.0
Lhq13848,1-420-672-0067,Lhqskmrpqdtolrhhrix,United States of America,Scydot,1037493.0,S,54.0,Sovereign Bancorp,TKPNRMWH,,3.0,3.0,U,623.0,O,6.0
bml13849,1-625-057-4129,bmlfbahjzpwjhrafucwq,,Znjcczoqcvrmfyxxp,1404675.0,,,Cisco Systems,ctqwitktsk,,4.0,0.0,W,,,3.0
UVW13850,1-941-600-3256,UVWBTGUFBDYNB,United States of America,Iqjssplgreyqhkatmighfh,3311852.0,I,58.0,Universal Health Services,Gdbvlxt,m,0.0,3.0,M,373.0,O,6.0
agi13851,1-895-793-3070,agiwkveykctr,United States of America,Xpigxvvt,3649479.0,,80.0,Union Pacific,Plpsnxbodxlq,M,3.0,,M,771.0,R,9.0
EZC13852,1-851-231-3418,EZCGPDCXIFOMAIDL,United States of America,zzfnfeakfaxomagojyoljvaprbd,1769731.0,L,96.0,Michael Foods,Kgqagujbz,,3.0,5.0,M,420.0,O,4.0
Upg13853,1-253-980-7375,Upgjtmqvrmcesjvmakxxkpej,United States of America,RFLSKHAULGUYGRWAVBSJZNSHL,2574853.0,,45.0,Universal,YBDQIQ,f,4.0,1.0,S,841.0,O,10.0
Apu13854,1-838-564-1834,Apujdtguoqyjzueerhxjjakbz,United States of America,ANVGTYOQCDWTDDKPGANDXATYEUKZQL,3340167.0,w,,Valmont Industries,kxnbd,,4.0,5.0,M,617.0,U,9.0
Xlz13855,1-649-246-2341,Xlzhnvawynqitkwjqiqffhyrxrpswe,United States of America,KQKAQUMETKD,2520574.0,m,89.0,Bio-Rad Laboratories,etxysduxiqmi,F,3.0,3.0,D,447.0,R,5.0
Seg13856,1-814-418-1816,Segbdutmxolxwij,United States of America,Iqljhjeubaeaqt,2385232.0,,55.0,Centex,ufukpjqmduba,F,2.0,4.0,D,386.0,O,5.0
Lox13857,1-392-178-3860,Loxzxpsvaolpdhgjcdrdepp,United States of America,MMRFSGTLXLFANZUGAFBH,2817751.0,m,27.0,Micron Technology,CBMBIY,,1.0,4.0,M,742.0,O,2.0
GYF13858,1-058-746-3310,GYFXIHONBNGCFYCWCEDTORJ,United States of America,Veintbihkl,2981392.0,G,82.0,Nicor,FZZVAKCJRPA,,0.0,1.0,U,810.0,O,0.0
lko13859,1-998-309-9141,lkoswphoxztkm,United States of America,Wnafnusgwn,1902043.0,,32.0,Valero Energy,WJYRS,,3.0,1.0,W,365.0,O,3.0
Ecd13860,1-096-707-6449,Ecdkotyskgjl,United States of America,XUONUPSFFCRJYLJNZZWQVFQHQG,303332.0,,50.0,Synovus Financial Corp.,rqxkrh,,5.0,3.0,W,359.0,R,9.0
Hzt13861,1-566-853-1558,Hztqmvnroiwzevfvnqdvkpnua,Canada,VTPMCVUABLBELLBMOEXYZP,1108068.0,,15.0,Lender Processing Services,Lmfwgosxy,,3.0,0.0,M,839.0,U,8.0
KQZ13862,1-632-105-7351,KQZWBW,Canada,HQHTEQPRZBOP,3978527.0,,96.0,Citigroup,planhbnsyyf,,0.0,5.0,W,395.0,O,2.0
mgn13863,1-002-400-2756,mgnhovsukqdaolaqsfneswrxiym,United States of America,Bkcgwwnkelnrznosdejbndujqauqrn,1666903.0,,83.0,Ford Motor,Morxcqzwhw,,1.0,,M,810.0,O,
Qpf13864,1-899-276-1413,Qpfzjurivbuxmhunhfdkvdkle,Canada,Xmhvlppcdvwuupvbdfpad,1223638.0,,1.0,CenturyTel,Snqllswguni,F,1.0,1.0,M,710.0,O,3.0
tpv13865,1-844-597-4425,tpvwjbto,United States of America,Lryrifekamredahyt,3394637.0,,70.0,McClatchy,rmjjnjosh,,5.0,4.0,U,432.0,O,4.0
Cej13866,1-956-462-2765,Cejtpksjpgcnyhnieqqc,United States of America,rjtcjocdfufittfcrdprdqeqkwld,1571066.0,,11.0,Huntsman,kwvsepchsty,,0.0,2.0,W,507.0,O,1.0
Vsa13867,1-532-313-7962,Vsaottedaxvatwazfnovgnqseglobj,,ABOMMFWWE,3258564.0,,41.0,Williams-Sonoma,Alpsomesvi,f,1.0,5.0,S,317.0,O,0.0
Ckj13868,1-317-532-5483,Ckjkhungdhk,Canada,bvayshlveuzenvpjhoswc,1339505.0,,76.0,Liberty Media,eavjr,,1.0,1.0,D,532.0,O,
Hzp13869,1-668-237-6359,Hzpeio,United States of America,vugllrsnnbgbkfygcxqqzuerd,3737788.0,,71.0,,Edkdakiqw,m,1.0,,W,756.0,U,6.0
hmx13870,1-291-371-1184,hmxujsiwmkveg,United States of America,Qnifobzacbqvigbebf,1453169.0,W,75.0,CUNA Mutual Group,Dbinckwsvk,,4.0,4.0,W,513.0,R,8.0
Nic13871,1-207-564-7594,Nicsjpvoq,United States of America,COQWLBPOMHACQNUQTSWRHQFIOPH,571137.0,U,95.0,Dun & Bradstreet,Jpeqwzgo,,2.0,0.0,U,437.0,O,5.0
fit13872,1-273-473-4375,fitjbsfdjkmfngqneoryulo,Canada,Meiuitsjrbooac,3402160.0,Y,85.0,Rockwood Holdings,CNCUNSIPC,M,5.0,,,629.0,O,1.0
mdy13873,1-744-888-7142,mdyxstkqfvhgsbocenyer,United States of America,Mefyktvwhtbowkeygfsd,3334695.0,N,3.0,Dollar General,Wknatdlovbt,,3.0,,S,362.0,R,5.0
qsq13874,1-407-907-6808,qsqczywqtarbnmxnajgietgtf,United States of America,wllyzyoramgd,3201315.0,,36.0,GMAC,Rofox,m,2.0,4.0,W,773.0,O,
ICQ13875,1-228-215-5708,ICQXDWMXKQYCRNAKMGMKNCXDPFF,,Eicnpdiqoctqthcb,,,45.0,Imation,FTYUMGF,f,0.0,4.0,,708.0,O,5.0
Nrn13876,1-562-109-3919,Nrnetge,United States of America,Ydxwek,1137683.0,,29.0,NCI Building Systems,PZVGNH,,0.0,3.0,M,399.0,O,8.0
Oob13877,1-003-328-2388,Oobglojexxpxpytjiodxqclom,United States of America,QXVIOBOPEXFFRG,2468320.0,p,10.0,Wells Fargo,KTCRRCISG,f,4.0,4.0,U,431.0,O,5.0
Mfm13878,1-056-093-2106,Mfmptrsqsogmqshjzirxxfhhlyuu,Canada,nddsgcpnnbowjmqgpazqfjjkkegx,1144511.0,v,40.0,,Oqhhuy,,2.0,3.0,M,707.0,O,7.0
bjh13879,1-613-305-8441,bjhyrqacnktdqywxbq,United States of America,OLCLDYIOJEBXRURMKXELUNUZEHCAEW,1878561.0,,82.0,Nvidia,ojzvebollmd,f,4.0,3.0,M,809.0,O,8.0
Smp13880,1-785-040-7215,Smppywyywgbfppcamhky,United States of America,Mfjhabruedyelm,1117712.0,,0.0,Loews,NIIURW,,,5.0,S,365.0,R,5.0
zig13881,1-316-963-8630,zigmdndcikdvckqj,,Bsqzvdzwyrvqqxutcxpcyegd,2208094.0,J,,Diebold,Rdldzgees,m,0.0,4.0,U,564.0,O,2.0
Afx13882,1-557-444-1891,Afxdumitkvrsbfxtzchkgffszonme,United States of America,HTKTWNPYAJRUSWFJSIVQWLMSARDZ,3930399.0,P,22.0,Warner Music Group,Aketlu,,3.0,,S,,O,7.0
AWC13883,1-900-937-7209,AWCGBKWDDGVEDHRFWDZQ,United States of America,GSFJTCJ,1642790.0,i,43.0,Macy's,Aajtnyweom,,0.0,1.0,M,705.0,R,6.0
SGN13884,1-441-454-5850,SGNZJQQTHCIOSQUVE,United States of America,Mcptuagxdqhlorlhmjiel,1652244.0,,94.0,,prxtr,,2.0,1.0,U,623.0,R,7.0
Lgt13885,1-010-961-7500,Lgtvbvwwlkvze,United States of America,rmiicwvpdrhebxrwqf,61086.0,t,95.0,Domtar,jlrnzjzdruzo,,3.0,3.0,U,483.0,O,1.0
Rsi13886,1-436-424-9644,Rsiyrusqsggtkmmwjkldvbxtm,United States of America,keoghnnoodtxnfrwthuhibfqb,706518.0,u,,Genzyme,,,3.0,5.0,U,481.0,O,
XFK13887,1-761-337-9461,XFKOHKCIYMCZEQQPFANDNFBT,United States of America,Tbeeuhnbcyoufn,239290.0,E,57.0,Rockwood Holdings,lfnrnrcbyirv,,2.0,3.0,S,756.0,O,5.0
glj13888,1-076-498-6635,gljbkcnykrzqutpmbhsdugjwqon,United States of America,Ivrjmnqvvpicwaighsutayarvl,1347468.0,,55.0,Valspar,TWXHZTBH,,1.0,3.0,M,685.0,O,7.0
Oiy13889,1-264-314-3999,Oiyndwwpk,United States of America,Gtkqpryhezxnojzpdiixknlcnlaixa,292525.0,,40.0,PerkinElmer,Pzcgv,,0.0,3.0,U,401.0,O,4.0
ABZ13890,1-090-669-2268,ABZCAEFBIORGZ,Canada,hlqqykkcmuozw,2166642.0,l,85.0,Vulcan Materials,ULNJQJ,f,4.0,2.0,S,543.0,O,9.0
Dec13891,1-840-528-3656,Decbgnodjg,United States of America,fcypaqzclvjeiviavkqfmndfuk,1524521.0,X,,CHS,BYQLUZGKX,,4.0,5.0,U,787.0,O,0.0
Etc13892,1-763-054-4193,Etcmqr,United States of America,Skfmesiwdaubwhkwsxwoylalckier,3897820.0,,71.0,FMC Technologies,Wbdbqkz,,4.0,1.0,M,738.0,O,5.0
Fsd13893,1-173-410-0586,Fsdauf,United States of America,byxtnuhth,252331.0,q,76.0,Iasis Healthcare,OZFNEOQZQFRT,,0.0,4.0,,526.0,R,0.0
vve13894,1-274-586-8158,vveerlsckbazepat,United States of America,Vbaaafqiqifjxhhjx,2305499.0,i,24.0,CF Industries Holdings,lugisorajjvq,F,0.0,2.0,M,317.0,O,3.0
Zip13895,1-558-297-6383,Zipcuatjmkhjftknjaq,Canada,Sxkiddrbxxjmnnlazwtfodqym,,O,44.0,Windstream,Dchtadmxdb,F,5.0,5.0,M,397.0,R,0.0
KSI13896,1-291-044-5523,KSINYOHZECFNYACUVMTBCAVAUR,,bmezynomseiae,,,48.0,,gzvimsn,,1.0,5.0,S,675.0,O,0.0
Bhw13897,1-183-951-9025,Bhwitqzqsfizhcayjhp,Canada,Hbawhdpavkkclpxcueomjzhtwub,3676270.0,,,Blockbuster,aosmbqfdgac,f,0.0,3.0,S,376.0,O,4.0
