gncd,nmbrchldrn,crdtrtng,wnrrntflg,nmbrcrdtcrds,ddrssln1,pstlcd,ncm,frstnm,mplr,gndr,nmbrcrs,stt,g,mrtlstts,ct,cntr,phn,ntwrth
XFK13887,3.0,756.0,O,5.0,TQSZWDYNIVMWBGNAJHKYMMDYCEZFAWZNFMKUFWJSHPACXOINVSGXLKHMYDDLAQPMKJ,lfnrnrcbyirv,55221.0,Tbeeuhnbcyoufn,Rockwood Holdings,,2.0,VT,57.0,S,Brownsville,United States of America,1-761-337-9461,239290.0
glj13888,3.0,685.0,O,7.0,,TWXHZTBH,139869.0,Ivrjmnqvvpicwaighsutayarvl,Valspar,,1.0,NJ,55.0,M,Huntington Beach,United States of America,1-076-498-6635,1347468.0
Oiy13889,3.0,401.0,O,4.0,Qavepiqdxwqkhbgmubcatuumpfxrsakfoxbjynxkctcjlfrnklmrmpidawmhwpqtvbgurgymb,Pzcgv,345394.0,Gtkqpryhezxnojzpdiixknlcnlaixa,PerkinElmer,,0.0,AZ,40.0,U,Wichita,United States of America,1-264-314-3999,292525.0
ABZ13890,2.0,543.0,O,9.0,Qrwuyvfjycwytvqypsurcuxjbapsevymaiamyougtvqvmpmdgrcukoncpiershjviizarxreaqceosnh,ULNJQJ,355969.0,hlqqykkcmuozw,Vulcan Materials,f,4.0,CA,85.0,S,El Paso,Canada,1-090-669-2268,2166642.0
Dec13891,5.0,787.0,O,0.0,Nkkvqdhqwiwasjtopkplamgxqaezzdffwigbwijzvecods,BYQLUZGKX,435739.0,fcypaqzclvjeiviavkqfmndfuk,CHS,,4.0,VA,,U,Vallejo,United States of America,1-840-528-3656,1524521.0
Etc13892,1.0,738.0,O,5.0,QEOPSUKXDIAQFDVDFFITFTLVTSZZMARNTSPOJCHKCNFOOGQLFJCABYXUWEQNZCDAFVOAVWETMBE,Wbdbqkz,262576.0,Skfmesiwdaubwhkwsxwoylalckier,FMC Technologies,,4.0,NY,71.0,M,Madison,United States of America,1-763-054-4193,3897820.0
Fsd13893,4.0,526.0,R,0.0,Kctgbkxnvgmun,OZFNEOQZQFRT,269136.0,byxtnuhth,Iasis Healthcare,,0.0,LA,76.0,,Bakersfield,United States of America,1-173-410-0586,252331.0
vve13894,2.0,317.0,O,3.0,qmntsccdbfwxneflswvnwldgdwy,lugisorajjvq,230958.0,Vbaaafqiqifjxhhjx,CF Industries Holdings,F,0.0,MS,24.0,M,Amarillo,United States of America,1-274-586-8158,2305499.0
Zip13895,5.0,397.0,R,0.0,,Dchtadmxdb,342007.0,Sxkiddrbxxjmnnlazwtfodqym,Windstream,F,5.0,ME,44.0,M,Hollywood,Canada,1-558-297-6383,
KSI13896,5.0,675.0,O,0.0,,gzvimsn,26345.0,bmezynomseiae,,,1.0,UT,48.0,S,Minneapolis,,1-291-044-5523,
Bhw13897,3.0,376.0,O,4.0,Uiqabvaybnckcevooijsrxdfmefhjfpydqrpjrb,aosmbqfdgac,27830.0,Hbawhdpavkkclpxcueomjzhtwub,Blockbuster,f,0.0,OR,,S,Newport News,Canada,1-183-951-9025,3676270.0
fdw13898,1.0,323.0,O,1.0,Shaojlhmntkkssgaaxkjumlfqt,qnepzll,463583.0,SCWNLCWTVQOASCCJQPDMNUMNTSGPTV,Andersons,,0.0,VA,9.0,U,El Monte,United States of America,1-714-359-4637,95909.0
Vcp13899,4.0,697.0,O,4.0,Dqvtxibpwhvewnrmbjhqvxjqytunykvkdycrpkqyscfyfjqjt,Eaxphmjnwz,161771.0,VDFILPL,,,0.0,OK,72.0,U,Peoria,Canada,1-576-313-6880,2457946.0
Aqx13900,5.0,338.0,U,4.0,Rudgaeyiupmteadizutyeew,zhxigmkdcq,257108.0,WJTMKZBKTBCAUFHKGHPCQGRLRK,AutoZone,,0.0,WY,76.0,,Rochester,Canada,1-914-286-9927,678214.0
evl13901,3.0,742.0,O,7.0,EWONCJWFDNZHDAJKOQGZQLMNCWANZGCENVLAFHMNLHHRSCMCLYBTKJTM,UFHKFNHUBK,125381.0,Dxvtmypcgozmh,Boise,,4.0,CT,41.0,M,Hilo,United States of America,1-601-896-8789,2566373.0
Qfj13902,1.0,526.0,U,0.0,JKLDTDUYWIXQAVWNHLXOFFCFYJJFTEFHBVWJXHXYIK,JXGEIW,20690.0,Mwosxwsgefitizn,Levi Strauss,m,4.0,NC,82.0,M,St. Louis,United States of America,1-603-145-1501,3564386.0
Jqp13903,0.0,584.0,O,4.0,Wctbjvqumpljejmlbhormhgqiyxouaswoxdikpckonfkloktpikfpwoycto,NBADGYU,426868.0,BHCYXBSWIT,CBS,,5.0,DC,92.0,M,Greensboro,Canada,1-451-131-4187,1836313.0
elw13904,0.0,475.0,O,9.0,qxpecymepwkj,qolgbp,334466.0,IWWZRQEEXYKQUDMOEG,Del Monte Foods,F,3.0,NJ,9.0,M,Lafayette,United States of America,1-170-284-8478,288788.0
Gbk13905,1.0,833.0,O,6.0,Swoupryadsnbkbk,yiwvxvcvpr,366449.0,kzqpwvptxbxfqqdakret,Limited Brands,,5.0,Ontario,20.0,S,Buffalo,United States of America,1-765-315-1369,1255370.0
npz13906,3.0,490.0,O,4.0,Yanzstvikatcmzsjldfzcsuqnduxnubmjvkcrtltwcr,Jwnusifki,450623.0,Jxegrmwsnqmbrkjspxx,Burlington Coat Factory,f,0.0,MA,80.0,S,Oakland,,1-423-923-0660,2964778.0
kpr13907,2.0,633.0,O,9.0,IRFHRQWJEMNVCLTGHMZKKLGSGHOLCSMXSHXGUXKPWXJBGZHAPOPVLMSXH,LCKOSJGTJH,150074.0,Oisyklqktwopflkbmboqwmm,Rockwell Collins,M,0.0,IA,58.0,U,Windsor,United States of America,1-604-469-4942,
YAD13908,2.0,477.0,R,7.0,Fmxrqmbjkixwhcfrhvcycojeseovxwfhifxrgpmaquucmms,Vshutdzshdp,189970.0,Ioaaddzhjlrvkrqihmhbwxgoz,Citigroup,,,RI,30.0,D,Mesa,United States of America,1-548-802-1910,1482772.0
rpn13909,1.0,589.0,R,0.0,VKHXKPNSYLSJPFMTYDVFO,UCTTAVYIHQ,396105.0,BEJJFMFUAYNPRPGEFJGY,Intel,F,4.0,ND,46.0,M,Oceanside,Canada,1-400-448-4164,2547874.0
ztr13910,0.0,457.0,,1.0,Djgytgyaqwjly,Jwghurzvjfpr,54771.0,TSILIXQLOLGNKRCLRUVMVNVMEQWTJF,HCA,,,British Columbia,63.0,S,Tampa,,1-032-348-5444,2846582.0
ONK13911,4.0,505.0,O,4.0,WTIOUCYVWMEAMONENRJSGOVSQSQGUEQWXWJIQNNVISOBTEVGDGGIUOUKAXGAXKBSNWTFMIWVKAGCCG,Xcvgcu,464422.0,MGLPDFQVDSELW,Coventry Health Care,f,,ME,86.0,D,Baton Rouge,United States of America,1-450-738-1680,3966461.0
awx13912,1.0,476.0,O,3.0,QPANIHUAFVWGNPDYRJVJKNKDLOAQFGCIAFMNEPREAJAPMYMPURHQGHWLVQWVMWSDMRIKNLRCBNFCDY,XXIPMGLGARV,415517.0,Mqbhocum,Plains Exploration,,4.0,SC,43.0,U,Santa Ana,United States of America,1-693-353-0047,380916.0
Ryr13913,2.0,399.0,R,10.0,Juhywabxyqaswuzqdkmfaiubcshmlzvlhbzbdjuosmrkrqonxqbayqjlk,Xiimnlefeiu,110833.0,Fylzdbtspqidvbyc,FMC Technologies,F,5.0,TN,63.0,M,Winnipeg,United States of America,1-302-308-1913,1321135.0
qah13914,1.0,772.0,U,3.0,spewkgjjhuyzdcgvgarteejoqoyojcxogjnrjfxktearwoneisuqaai,JHEWMQXMQDN,180443.0,OGMHQZQMHOTSLBXQGLH,Valassis Communications,M,0.0,MT,83.0,M,Ottawa,United States of America,,396974.0
Jaj13915,2.0,410.0,O,3.0,XVTLOSMZLPTGQUPTGAUDJJCKMOSPBIUDTXWSBPIYMKZJRRNXVPWX,NMOJZSOFVRV,363506.0,EJHGHWKBALBKS,PepsiAmericas,M,5.0,Quebec,19.0,D,Biloxi,United States of America,1-681-087-9468,738013.0
Tzo13916,5.0,542.0,O,2.0,Qcyjfcffxntiwlgaxfqheuldgitpwlbejlndsjogmytxjwebximgfhmuoaotvejuhopnbmskesmuntk,,58149.0,momllegdrtjctwrwwzfnqsgwrapgao,Sprint Nextel,,0.0,IA,46.0,U,Great Falls,United States of America,1-981-003-4317,2308599.0
BTJ13917,1.0,780.0,R,7.0,Uoagdncrvrhsyctwrjt,Nlkblujw,232020.0,Nzaecgyrugixbxwsrd,AmeriCredit,f,3.0,OK,73.0,U,Miami,Canada,1-252-355-7571,3981033.0
Bay13918,,736.0,U,0.0,,Nxxgu,316474.0,jnyutftqnxldexfaazbtr,CB Richard Ellis Group,m,0.0,MN,43.0,M,Houston,United States of America,1-836-273-6192,1163626.0
Ydg13919,1.0,317.0,O,1.0,Tjvavakbainmjsycdqhbomxzwvanwhnidqbdohbbdekheolfptaqexiaginkymqhggmbv,PLIOONIEXZ,261926.0,Qkebzjqsnkevfgnuf,Insight Enterprises,F,2.0,MA,24.0,D,Saskatoon,United States of America,1-606-434-4128,1061919.0
yzm13920,2.0,527.0,O,2.0,,Omhlhbdin,233090.0,QBCLKSSFANFQNWBUCWBR,Weis Markets,,2.0,KY,98.0,U,Lafayette,Canada,1-183-030-1872,2084315.0
psa13921,1.0,688.0,O,8.0,Rcrtsgavcbwctklujfoskywumknealfxfnnwviufqphuhibtpeisskosilkkenpmje,FUYDWLGZVKW,301863.0,XVGWAEVCMXMTHSYPXAXFLFVPLIPE,Macy's,,5.0,MT,76.0,S,San Bernardino,United States of America,1-080-823-7999,3971659.0
Upi13922,3.0,743.0,O,6.0,icdpufhixuxtsqwfizwxacsmrm,Wcxsuco,265532.0,VZEXRNDEVRSLIAIF,Western Union,F,4.0,OK,88.0,M,Las Cruces,United States of America,1-100-841-7504,1808436.0
XUA13923,5.0,499.0,U,0.0,jgmdpkntkcbkfxcddgirlkkfqdveprlsfofg,ZPPTGJ,77998.0,VVCZIWBGGUDWEEBBDQQWPXPTTGN,United Natural Foods,,0.0,Prince Edward Island,50.0,M,Springfield,Canada,1-786-279-2981,2696965.0
rqf13924,0.0,725.0,O,9.0,Muthrxlsvzuxgdoogmsiinsibjxjepq,DAIERPTUEMND,234183.0,Crchmyjvzqicffjtkrl,CHS,,1.0,NV,95.0,D,Riverside,United States of America,,3241209.0
OVJ13925,4.0,,O,0.0,igrehe,Rogjxwxxc,290353.0,qcchwijkwfbbhzglxhonhotobqvi,Enbridge Energy Partners,,3.0,MT,84.0,D,Indianapolis,United States of America,1-884-271-2918,99121.0
Rwt13926,3.0,377.0,R,6.0,,Riqsrzh,78188.0,Hwmyckilmphdr,Computer Sciences,,0.0,MA,72.0,M,Orlando,United States of America,1-564-433-2755,2411633.0
Zlo13927,5.0,411.0,O,5.0,Txvgpkjiulblaexmbpwncxdqyecmltydvgdifireezjpqchdzpxvzidsdeqwprzcjegbyuhmo,OXVMXG,199557.0,CEQPXKDBUTFMEQELBWTBO,OM Group,,4.0,CO,55.0,U,Anaheim,,1-526-735-1170,3936495.0
Cks13928,3.0,684.0,O,3.0,Wmnlhsukffwlxwrcqjyqyxeunnmpfjefcbrmlqojhzapayasyfohpkrdr,vmhaaqpdku,150259.0,Uebxrmbqsnsc,CIT Group,,0.0,MO,,W,Scottsdale,United States of America,1-006-822-2837,935867.0
Hvl13929,2.0,571.0,O,1.0,GSEPSRJQDVRKOHTGPHOHVIETCXDAVQYDKHAHOGLBLDFRGMXAMSCUAYZDLLWBJCQF,ybivawh,299551.0,ROOREDTDUXUPALY,United Refining,,1.0,CO,81.0,M,Sterling Heights,United States of America,1-463-667-7034,3563344.0
Dyf13930,1.0,327.0,O,6.0,SIPNAXGCRDVVSBMQS,Bdlbo,237611.0,ZHPJGFSXORFHOLLSHC,Mutual of America Life,m,5.0,NM,61.0,M,Inglewood,United States of America,1-934-003-6736,3066261.0
Pgg13931,3.0,441.0,O,6.0,DAVTDN,myycljkxi,70603.0,AFKHU,Rowan Cos.,m,4.0,WA,20.0,M,Bridgeport,United States of America,1-072-328-3081,3807256.0
Yua13932,3.0,502.0,O,4.0,Rntxgucujitxakpkrpjtvspbatirgomxfofvqmksiuuoinbofsy,Fkxrooed,274140.0,GOLUZRKRJ,Joy Global,F,2.0,VT,74.0,D,Philadelphia,Canada,1-091-805-1357,741335.0
Dav13933,,390.0,O,,lvhugoxjqzwvwrkgolootsqrluzymomaxkjrjkozykqlegjubcdmakaqgmllceqcjzyxn,Ewnghtwgh,77661.0,Xjcowmdhjdltjtcwslt,OGE Energy,,0.0,CT,13.0,M,Corona,United States of America,1-173-267-3080,3298590.0
GBS13934,1.0,561.0,O,,pvfnpelnucdqbmcwpgunysbqcdsfqmqyidovredjwsyjgksmtvqyzgbrtitktsxcsynmdhlkmiq,epnwpvlsx,29331.0,lfkefvgkwhwfmagwcekxrhq,,,5.0,AZ,44.0,,Oxnard,United States of America,1-957-386-1745,2674364.0
Kbs13935,2.0,390.0,O,7.0,lussqosugdgkusdtmtkbdxnhwqbmxelbohsimmpnfpljbexdi,ANBKJMYHIGCU,475895.0,GPPUAFKJXKBAXGOCWHRYSAYAOOFTJU,CenterPoint Energy,M,4.0,NM,62.0,U,Los Angeles,Canada,1-397-956-4678,781172.0
Syp13936,0.0,817.0,O,5.0,Wlmgkupaxdxpzcdpatpjvpcfigsvxdwatfgkslegifcarxpezgmndolyateffvbwzepzexppgkr,SQGSDXHLPY,493225.0,qcpqthx,"Toys ""R"" Us",F,1.0,IA,4.0,D,Cheyenne,United States of America,1-205-182-3341,1435588.0
EME13937,5.0,,O,7.0,emqzyxxqjssqiqcyfsjfcsnxgcskftaozvihauxpmzkvhnjddbnqfnboqfgaelknv,,207302.0,PUZUMDTHIGVRWQWFRWKBOJGGIMKQAJ,AGL Resources,F,0.0,WY,58.0,W,Charlotte,United States of America,1-908-313-8382,2214468.0
jqp13938,2.0,622.0,O,0.0,afsalklcxthtmfp,Flriixqqrucg,266103.0,HWJVABWNUFXFZTKTGYMXGEEGQP,Fiserv,,4.0,Prince Edward Island,97.0,M,Lakewood,United States of America,1-019-115-8599,1445007.0
Zbi13939,1.0,618.0,O,3.0,UIVJTVSGWCRMLPYMQSETTJSZJSXPSDNGFPCQESBIWJSMWMUNOZO,Momyiy,425127.0,kujykbuazyefpbbsrfjj,Berry Plastics,M,3.0,WV,33.0,M,Sherbrooke,Canada,1-339-158-7109,3113183.0
DYO13940,1.0,359.0,U,6.0,Erjixgvztepdrifpb,TYXMFLTZVMQ,393247.0,WEXPDYOUEBGEFEEUDACVYSCZ,US Airways Group,,1.0,KS,69.0,W,Garland,United States of America,1-272-243-3337,2384449.0
NHK13941,4.0,756.0,O,5.0,sbsqjfgedvpipcjospdrrbrfc,Vdiebtct,223579.0,HROOZDBNGH,Targa Resources,,5.0,WY,7.0,S,Ann Arbor,United States of America,1-688-252-4384,3703130.0
Glq13942,3.0,756.0,U,1.0,KSYJZNYYPIKTKJKJOJBXQCFVFV,Ncwzejbsm,360982.0,FJWBPJZVYSETQW,Regis,,0.0,WA,81.0,D,Augusta,United States of America,1-842-517-1117,3636029.0
Drq13943,1.0,803.0,U,2.0,Tpprhkeuijrajjlgouuvjirxxfeqmudeaoqrtesjnpmdlsbemjvjhpwcnpuqdskdmjxln,nmvgxbzm,435755.0,Bcravflcgwuszgionxryej,Tesoro,f,5.0,IN,65.0,S,Columbia,United States of America,1-239-570-1064,313134.0
PDS13944,3.0,846.0,O,0.0,qypbxiavuahdlrizhztemlyjkpaaiglxhjenxpawvyxvqnszbjtwakrbgbvjk,TBFIACEZJ,496164.0,Ceswxxxkwjaakidwxblpyu,Eastman Chemical,,0.0,ME,75.0,M,Newark,United States of America,1-670-707-4129,3263583.0
Eyu13945,3.0,603.0,O,7.0,vkwqrvvaoqqrqypdxfxtlimpqnshwsbhuxpusznadrhyumaeqtlhqlzkiokqjsojcfuovsidkryi,Vlyss,356209.0,RHULEEMNLVBDUIDIQFYLFMJOSLTEM,Smith International,F,4.0,VA,86.0,M,Phoenix,United States of America,1-758-914-5524,
lmf13946,4.0,468.0,O,2.0,Fztfebuekghewtgwdgqijwehyjpiekdixlhixezpupzbokzttmxgksujiwpcvlgjprvtqvawceecu,Kmpqlwczp,225121.0,Rvkxjaalseidbelbcqwwuujvldo,Cytec Industries,F,0.0,CT,60.0,M,Chula Vista,United States of America,1-694-360-6361,1749360.0
ASM13947,5.0,542.0,R,5.0,ONTIDGF,eaabrgudgnlo,141818.0,Jqjutcrmigvscsb,CVS Caremark,,,Newfoundland,52.0,M,Fullerton,United States of America,1-404-703-0017,1180119.0
smd13948,4.0,763.0,O,8.0,Ridbgbfuvhadpxfuvmdsapcfdocowfchswdadizhgsgazygxbxzbnffslrtko,Csorffcxduw,337693.0,Mkykjauhgzqeygmxxqxxpwq,Newfield Exploration,,3.0,OR,62.0,S,Orlando,United States of America,1-951-294-4836,78819.0
Bhx13949,,364.0,O,6.0,,PJYUFBOTR,95943.0,LJIQUV,Tellabs,,5.0,New Brunswick,38.0,D,Ontario,United States of America,1-940-882-5583,3458085.0
kdp13950,0.0,649.0,O,8.0,WBEIXNAVNECPZISXJUTJFKIYLEQZHOCRECJOMNOJKTVIGFRZIAJFOWPANNADNAHPWNCFLAVOQYF,Pxukqxha,257089.0,gndupsdnlrylsoxcetiasuccqknupv,Quanta Services,m,1.0,MA,1.0,S,Garden Grove,United States of America,1-831-635-0465,1210682.0
khn13951,4.0,433.0,O,8.0,UPHMZMIUNQQOBHHDBRI,Kkpvnb,93773.0,qhdqieobwohzgjvuhlrr,Wesco International,m,5.0,KY,62.0,W,Mount Pearl,United States of America,1-399-017-4256,3285571.0
Wug13952,3.0,379.0,O,3.0,nixcauvlr,Pdieokc,69037.0,RTCWJHSCXCYRMFOTQPGYDTU,United Stationers,,1.0,Alberta,46.0,U,Nashua,,1-557-870-4652,2454306.0
BFD13953,3.0,622.0,O,10.0,flnewkxxugmuxdiaobngweeymkakrqymjlphuftqelxhaouwdacchhdlkhocqzuvkwqjdzfokvaif,Wpmotxtipekw,114593.0,oyzxamfltbrhpyyqapyonqvq,Hill-Rom Holdings,,1.0,Saskatchewan,98.0,W,Plano,United States of America,1-181-612-7216,462067.0
Hrs13954,1.0,536.0,U,7.0,Azbteamroiymibjnypercuomsvzkfusouptrqxxqckvkyimo,xdqnruowu,,Kdfhru,Jarden,f,3.0,AZ,99.0,,Victoria,Canada,1-423-934-7237,2624430.0
Pxy13955,5.0,805.0,R,7.0,askclqoynnembelmxhvzr,jmmmx,459831.0,cvsfdlbnzdgfllwfcpg,Ryder System,m,0.0,Alberta,100.0,M,Memphis,United States of America,1-904-788-0117,2418267.0
ups13956,2.0,614.0,,6.0,ZFAXJAGGJXHIRKMKBOJTGIDXYPSMAQTAIDKBCZIXZBQRWTXPMQRIZDGWCRFBGMMTFCGQDITWCDJ,cfnyxjdc,169145.0,Dwwfcjmfdnxnq,NCI Building Systems,m,0.0,RI,95.0,M,Missoula,Canada,,3885556.0
Qql13957,4.0,641.0,O,8.0,rfzhoksaeazencubdtaryvoiqumtgtxuhodkleeygoxbtmsnxeazjodmnugslhavwvdvtwjrs,Unxzgubnbmac,244172.0,Bnqkjtpzhum,State Farm Insurance Cos.,M,3.0,Nova Scotia,29.0,S,Tacoma,Canada,1-974-185-9652,3152565.0
Ygg13958,0.0,391.0,U,10.0,RLGIKIPXQTDHNEJOKKKJJLR,daycmrp,130486.0,BGALGYKY,Kimberly-Clark,M,2.0,HI,27.0,U,Windsor,United States of America,1-802-011-4447,3273594.0
Yuv13959,3.0,375.0,O,3.0,Eaiegxcjiamnapmjamniolkeupdspxticwdzbxhiz,Fqdprdumhjy,360431.0,Jdtjcixwrxkhro,Scana,,4.0,British Columbia,38.0,M,Huntsville,United States of America,1-012-539-6416,3932499.0
Sid13960,4.0,621.0,R,,Ehdsaboznhmnvwyhilvmxnxuxijzlukusaknwwf,Ywrblb,211586.0,Umknezolfwhoqeu,ENSCO International,,5.0,WY,39.0,W,Huntington Beach,United States of America,1-519-551-5834,2045905.0
Odr13961,1.0,757.0,O,,gseaufgqagmrawfjhrmkmyvemxwrwejwnoudtjrdgrjpqjjltxtczcqnmvfpr,nskmt,393945.0,AGGEQITQQNPJVTOENULWRSHZIRDD,Enbridge Energy Partners,F,3.0,NY,22.0,S,Milwaukee,United States of America,1-019-004-8482,1118147.0
Sjx13962,3.0,479.0,O,6.0,Afdmugbjibkuqcklonkurvvnvfrkyygodqedtqsgcgfqtbuxcjdy,Qqleauv,272451.0,nzlmi,ManTech International,,3.0,MO,,U,Hialeah,United States of America,1-085-175-0598,1927138.0
CTN13963,5.0,333.0,O,5.0,KOMAOCFEEHVXEFLTPXKVHFXDZFCSRELZBFDLCBUFEIQEUHUEXEEMSKDWFGTZKXOYCBCZGX,DBMTMGVLT,157752.0,Ocjdrpoxdswutgpf,Zale,f,1.0,WY,20.0,M,Saskatoon,,1-428-402-8208,556264.0
Lam13964,5.0,386.0,O,9.0,HPEFRVGFOZDGAKUVXZBQDLZWWTASJTKSPUHFUECAWLKGK,Dzejhiioc,135566.0,cmhxykeldbuivziugeb,Dillard's,,1.0,CA,1.0,M,Charlottetown,United States of America,1-069-479-4001,1608422.0
Ueb13965,,457.0,O,7.0,Lrkppwlzvtefzvuzqzlporcdmmwmjgifmefrvzxmxstqcgnk,,419154.0,Jvmbtgjuirm,Vectren,,5.0,CO,,M,Vancouver,United States of America,1-902-255-6844,341421.0
xit13966,4.0,732.0,O,2.0,huyodzeopeepyudxubfnfzbfzkxrnvqxngcbedtnyvngsxbcqpynybcwmcnizcxhrnbchp,gqqty,459459.0,Vhxhcnkwintwpvtdjolprrpbawdut,DST Systems,,1.0,Manitoba,52.0,M,Regina,United States of America,1-884-113-9591,2965033.0
vqa13967,3.0,536.0,R,9.0,dkyvpfcdrvyxzwtzhhyikjkzsnyhosbdbrxkooucu,,22081.0,LNKQSIODBCAPTAG,NYSE Euronext,m,2.0,DC,13.0,M,San Antonio,United States of America,1-307-872-9233,1636999.0
aro13968,,757.0,O,2.0,xdiqrlaynnjsqagkttpzywsdupiqijjldsumxetrxssh,pfswhyw,112579.0,PBODSNLSKFWU,Icahn Enterprises,m,4.0,NM,70.0,M,Evansville,United States of America,1-988-740-8444,
hrs13969,3.0,680.0,O,,Ngjzwrriamjgoqcfdvndjffiarpf,Edjphd,19784.0,NRZQMFRKZNWFNPJIPLAPFNQFG,Quest Diagnostics,f,,Saskatchewan,14.0,M,Iqaluit,United States of America,1-138-877-1669,2079032.0
Srl13970,0.0,492.0,O,1.0,Nngcknoixkz,Orenewvkau,38086.0,Nxaigondtgpginobwwthdhzp,Borders Group,f,2.0,Prince Edward Island,14.0,W,Columbus,United States of America,1-972-479-0625,3511953.0
Dae13971,1.0,710.0,O,0.0,IFJVCKOXHFOAOANGSYLWUEFEULIMLGUZMQFCZKUNLYHDOBAAIQOVNTSONUHKAJFWEOP,mcutrgvehaxe,21725.0,EBYELJDNWDFCFBMPUGGKQDOPQYPZ,eBay,m,0.0,GA,44.0,M,Chesapeake,United States of America,,1392884.0
Zkm13972,2.0,352.0,O,7.0,Jxiklbyogcozysidlmgxxlvlsmodkotjjlmxnzpbqtxooxhamhbcnjpyifpm,,369095.0,Xjqtudjercqswd,Coca-Cola Enterprises,,0.0,IA,96.0,M,Toronto,United States of America,1-329-048-1947,2478055.0
Iej13973,3.0,588.0,R,8.0,Dvpbjqfsmznlcbjyexxizrxvertoqmfotwwbinhfhcjtrvjwyoamwikwdecmbh,GTUAKVUAPKG,92474.0,Rnswupseqgatupxk,Hill-Rom Holdings,M,2.0,UT,14.0,M,Missoula,United States of America,1-152-520-5771,
Kjv13974,2.0,589.0,O,9.0,Euyps,Xgfxvgjx,190473.0,Pnqbxirxyifloavcwl,AK Steel Holding,,4.0,VA,38.0,M,Windsor,United States of America,1-142-958-8821,1133913.0
Ebc13975,,,R,9.0,cyxgaijbelbthstdovrbvbmxztpcsdmpelkbgmcbttfzewlwkwbveglupa,sqdguxukwgwx,220143.0,Twebwnrnlqc,Huntington Bancshares,f,0.0,IA,65.0,D,Chula Vista,United States of America,1-242-893-5657,1894984.0
Rqf13976,2.0,800.0,O,1.0,Sghuhfqvigoxfisojxwgwssfpohiskolcerwlmfyoddtnutaizsoxjylrweejbft,Vpisduto,4662.0,Tszcxsfrcubqdisa,Burlington Northern Santa Fe,,4.0,UT,26.0,M,Great Falls,Canada,1-440-810-7914,2723987.0
Eqq13977,0.0,661.0,O,6.0,Irnttwmr,,458033.0,dlcsldtjfqsfflidsmwdsixbt,Travelers Cos.,,2.0,WY,3.0,S,McAllen,United States of America,1-069-921-3482,1600240.0
eyy13978,5.0,572.0,O,6.0,iooibkrybqkkgwedmwmespgwuvpwpjycrdfexwvvchwtdsgmrewszhtncaf,OVAIJACDXZG,369252.0,LELHPXTLYFHTGHDUXBVTTOURS,Dominion Resources,,3.0,NV,51.0,U,Buffalo,United States of America,1-950-437-3988,2924669.0
fnl13979,1.0,479.0,O,6.0,Knzcevyskpfnbbewpzevjskllifcbzjxghrpotsrczkafckgwvhotokfjpc,qtlfovglsl,363605.0,mucuslrexloqkclft,Halliburton,,5.0,TX,10.0,U,Chula Vista,United States of America,1-494-222-8356,
Lol13980,2.0,591.0,U,7.0,SCIYTWDDXHFOVMZHUFNENWHFWGYMWMECWXGVXKKQQXCSOOEYOGOCTCIFLHYLDIUXRG,OKYXDGK,5313.0,Zjaepppubftigikh,Metals USA Holdings,,0.0,NE,51.0,M,Lowell,United States of America,1-099-824-6833,2057569.0
Qde13981,2.0,566.0,O,10.0,ZWMVUPYQWXVZQVSCQRXFDEDAESSBZPGIXCRPXPRSAJVAQNDXFLQADFUFT,Ixnfepsrq,174584.0,Xbdypqqepgus,Southwest Airlines,,0.0,Prince Edward Island,37.0,M,Torrance,Canada,1-802-307-4045,2948381.0
Rcg13982,2.0,693.0,O,1.0,AJDTRDRMOTXEHWOA,Votbrmnthmq,348502.0,Hlqxjq,,,,VA,87.0,M,Phoenix,Canada,1-181-269-3341,1365779.0
rve13983,3.0,585.0,R,1.0,Skbnrqjgtivoijixmphvvrncqweoizhcuhqnrbnrlsrmcey,kdqmlnav,190130.0,bxuybcdxkrel,Precision Castparts,M,,FL,75.0,,Boston,United States of America,1-345-572-1060,2681971.0
Mfq13984,5.0,842.0,R,3.0,Veyrmsvtovgmvpfftvshgafjioijzfumjqfdwszbietfklssbuyrnmodwtbrajectkbkknobunezrv,Tcvksozc,23136.0,Jekqltromqnsbopjrzahw,Kelly Services,F,5.0,MD,45.0,S,Paterson,United States of America,1-743-843-8791,781495.0
amj13985,4.0,689.0,O,3.0,rccgxuipzcy,VAIYTS,436751.0,UCDPTDK,McKesson,f,0.0,WI,66.0,M,Iqaluit,United States of America,1-359-252-8672,2939519.0
qhc13986,4.0,631.0,O,2.0,Dwsijxahafeokxcxnflhybuyufxdcommtrgkwhwojjebvaealpjijgxtwtswppsldegppttvoqwlt,ksymdkwaazb,426593.0,Vgjqraoeoicsjfbi,Univision Communications,,,MO,47.0,U,Garden Grove,United States of America,1-120-103-6754,1659632.0
Ahk13987,0.0,711.0,O,6.0,ZJDELCFSWTLPVNHFJASPODMPOWPXTESRHOTYBVQTCSACXSXC,Jvhjlcwpq,303231.0,Udssiqxgpbppdwriu,PPL,,1.0,MO,33.0,M,London,United States of America,1-236-166-7204,2799883.0
RPG13988,0.0,377.0,,7.0,onbbhspwwogcueonxrfimkrnohbjwshtt,Pnlkwjmqqq,265908.0,Uvsduwlyhbkazfysfnzus,Aleris International,m,1.0,DC,75.0,U,Greensboro,United States of America,1-472-226-0277,2021398.0
