prospect_gncd,prospect_mddlntl,prospect_nmbrchldrn,prospect_mrtlstts,prospect_gndr,prospect_frstnm,prospect_ncm,prospect_nmbrcrs,prospect_g,prospect_crdtrtng,prospect_wnrrntflg,prospect_mplr,prospect_nmbrcrdtcrds,prospect_ntwrth
HIF11502,S,5.0,M,F,TSJIBGSFMNTUCNILEKCOHWJP,213058.0,3.0,41.0,544.0,O,Williams-Sonoma,10.0,3087235.0
Thh11503,,1.0,W,m,UJJUKWVGNUCCLH,,,91.0,802.0,O,Western & Southern Financial,6.0,2142510.0
fjs11504,,3.0,D,,Ocrjqbxcrzrhhmrotdrtgjzxcn,117515.0,0.0,,359.0,O,Carlisle,9.0,29043.0
uka11505,R,0.0,M,,convumfoxmeiaiuv,381308.0,5.0,98.0,691.0,O,Fiserv,6.0,1956217.0
Zfg11506,h,0.0,U,F,Hevgxeukbicflpliamgezkyraks,279211.0,1.0,33.0,483.0,U,Bio-Rad Laboratories,8.0,1229024.0
oya11507,d,4.0,M,,htulyxbqmchwjoukna,395264.0,3.0,28.0,376.0,O,Markel,5.0,3650201.0
Vbs11508,,3.0,D,,QXHBQIUFMUUDKLTDTDRVKFEL,45730.0,3.0,81.0,435.0,R,Avnet,1.0,3063906.0
Pct11509,B,4.0,S,m,Ybgddiscqlddoqbvthfpkqwe,143688.0,1.0,1.0,500.0,R,Philip Morris International,9.0,3641742.0
Ijc11510,z,5.0,W,m,vxexwvknbwpovlwtacloubxtoa,84182.0,3.0,60.0,588.0,O,H&R Block,8.0,121946.0
Pjg11511,,3.0,M,,catffpgjiixpgntv,478671.0,4.0,97.0,,O,,10.0,348644.0
Kvu11512,,2.0,U,,LJMWBWWHSM,,2.0,7.0,681.0,U,Praxair,8.0,405674.0
ljy11513,j,4.0,M,,KYNCEZDLSPEPWYMDXS,277540.0,2.0,69.0,428.0,,United Stationers,3.0,1693682.0
KHV11514,,0.0,M,,Ssohhwoqymktqdgtwzroxfpzr,484421.0,2.0,75.0,505.0,R,D.R. Horton,9.0,2025986.0
Ieg11515,e,2.0,M,,DORSQGDNMPEKYBAKFPGGF,197554.0,3.0,86.0,373.0,R,BorgWarner,5.0,2444161.0
Cba11516,,3.0,D,m,Riigmtvsqyxttrqdnezedygcr,306795.0,0.0,10.0,634.0,O,Source Interlink Cos.,0.0,1572804.0
ioi11517,I,4.0,M,,Hnhqvbrnadkuvvpgrx,423496.0,,25.0,645.0,O,United Natural Foods,9.0,3975018.0
YAF11518,,4.0,S,F,OWLYOPL,315394.0,5.0,85.0,746.0,O,Brightpoint,10.0,499689.0
HOG11519,y,5.0,W,,ARFQEETQMIEQOXWWFMMHMWHGPALY,257953.0,0.0,43.0,560.0,O,Biogen Idec,10.0,883778.0
ISR11520,Q,4.0,M,,Qiwgvacwryndaocmqlhdhxc,81967.0,5.0,65.0,421.0,O,Curtiss-Wright,,3584233.0
HSK11521,d,5.0,S,M,cjjbifghyerrjakhmvezs,,4.0,88.0,490.0,O,Priceline.com,8.0,2210616.0
Qrx11522,,4.0,U,F,Luzkeslttcjrwvtfoydmfzfnfjhmig,428765.0,3.0,95.0,547.0,O,SunGard Data Systems,10.0,2051831.0
Xir11523,,1.0,M,F,mfqxqvgttgdhyaphbtcwigz,224447.0,5.0,23.0,652.0,R,American International Group,8.0,3390660.0
BMR11524,,0.0,M,m,uipsaiwfwhiljvpwdkumwcfcd,206839.0,2.0,95.0,748.0,R,Arch Coal,8.0,3701575.0
pbd11525,,1.0,M,,Xblsncjzcdmgzwiplftucfkujopwm,271582.0,2.0,54.0,423.0,O,HealthSpring,4.0,1403626.0
wkm11526,i,3.0,M,M,Vosdkdlxqbyhvqujugekmjjdpqvmiu,232001.0,5.0,23.0,437.0,O,Ecolab,9.0,187912.0
tzj11527,S,3.0,,,Bllpmvmtznlmyttqb,455887.0,2.0,31.0,673.0,O,,5.0,3874696.0
nea11528,,,M,F,PGYVBNGUASQQAHHAWRPIPXTQIMWBD,272509.0,5.0,25.0,536.0,R,Amerigroup,1.0,1689525.0
gth11529,,,W,,Vjyvvzueowwv,123378.0,1.0,71.0,516.0,O,Kraft Foods,0.0,3397841.0
hwa11530,W,2.0,W,F,Jfupbevdirblziwkrcovakhqrdf,2706.0,4.0,44.0,729.0,O,Amgen,9.0,
Nzl11531,F,0.0,D,,Lwdqgclbtxu,,3.0,17.0,471.0,O,Dynegy,6.0,
KLO11532,F,1.0,U,M,lkzjjofsqjlyqrblrbkfduzmceskrm,90397.0,5.0,71.0,639.0,O,Brightpoint,10.0,1522259.0
Rmj11533,,3.0,W,F,Lvbmcsthctm,82058.0,0.0,98.0,673.0,U,Perot Systems,3.0,2328821.0
Oiw11534,,0.0,M,,RYDHDXGZWRDYGASVFRGN,212697.0,0.0,33.0,799.0,O,Regions Financial,9.0,654662.0
HDQ11535,,5.0,U,,Fubsrgkqfbkgdxx,167386.0,3.0,77.0,796.0,O,Furniture Brands International,9.0,907742.0
RUV11536,V,0.0,M,m,ncluhqvoonxqetpyvpqgz,41458.0,0.0,23.0,840.0,R,Tellabs,8.0,2716450.0
Ywl11537,,0.0,U,,Ogxidldqpgohhnnogsv,36417.0,1.0,61.0,847.0,O,Stater Bros. Holdings,1.0,1647669.0
Dbo11538,,5.0,U,M,Nucymirhyeubczrnf,193859.0,0.0,28.0,343.0,O,Jones Financial,,3033100.0
Gfi11539,q,1.0,U,m,gcdpxkmivo,102753.0,,17.0,353.0,O,Verso Paper,10.0,1557755.0
cgv11540,f,0.0,M,,GKTOSAQTSYHZKUNAWATJVCPVOQUHT,173965.0,2.0,25.0,697.0,O,Lithia Motors,6.0,1999215.0
shn11541,,4.0,U,m,Lrnvycrvfiooltcej,201467.0,2.0,8.0,516.0,R,American Axle & Manufacturing,7.0,2874861.0
ret11542,,4.0,M,,Capsdvwato,,4.0,58.0,438.0,O,Marriott International,3.0,
Ota11543,a,2.0,M,,IBEWB,28969.0,2.0,72.0,363.0,O,Brinker International,6.0,2871608.0
ZXK11544,,2.0,M,,Wrkrmbfrlqa,313942.0,1.0,6.0,,,Laboratory Corp. of America,6.0,3310218.0
Plp11545,,2.0,U,,LBVJTCREOWF,65994.0,2.0,83.0,666.0,O,Motorola,,403830.0
zwd11546,,5.0,S,,HJGLSOWMIMLJKBKVFZASXZJULFXSC,330590.0,1.0,23.0,450.0,U,Lexmark International,6.0,655164.0
Ncz11547,g,1.0,D,,LUXAAKFGOORBHFJWFMULQSLWZNDIK,44060.0,1.0,,697.0,R,Entergy,9.0,119583.0
OUY11548,,3.0,S,M,Jgyvgxdmpt,251389.0,3.0,45.0,,O,Cameron International,5.0,1762835.0
Nii11549,i,1.0,S,m,GPUOSHOCA,360414.0,0.0,93.0,781.0,U,Southwest Gas,0.0,3523125.0
God11550,x,4.0,M,,Qvsjcfborukmhuznvx,27696.0,1.0,91.0,647.0,R,Sally Beauty Holdings,5.0,1581397.0
uxn11551,k,4.0,M,,hdefkmafcevoed,413374.0,5.0,23.0,528.0,R,Google,4.0,2431542.0
HKD11552,,1.0,U,,DAJTQBQPLMKZS,286422.0,2.0,3.0,568.0,O,Baker Hughes,0.0,299329.0
tgo11553,F,0.0,U,m,VECUBNSDHKJZOHEIJ,260038.0,4.0,51.0,562.0,U,,3.0,2791638.0
kit11554,Y,0.0,U,F,evwhppgojgqvms,447447.0,4.0,20.0,511.0,U,Health Net,7.0,388781.0
vsq11555,,5.0,U,M,Ehnwgvwqopkbgtkqgqgbic,57109.0,5.0,37.0,449.0,O,Danaher,3.0,2668902.0
ljc11556,,2.0,W,F,Vobzztqjkevmifvql,,0.0,92.0,550.0,O,Wyndham Worldwide,0.0,3190554.0
Fxr11557,,5.0,M,,Igjbgcrohfjykr,43792.0,3.0,52.0,396.0,,Brunswick,6.0,1293547.0
Iou11558,K,5.0,D,F,dpyhcesjopa,196969.0,3.0,93.0,589.0,O,Medco Health Solutions,7.0,2612244.0
Nqn11559,F,0.0,S,M,Xrgwzdwxrbnndnxxwpx,30861.0,0.0,23.0,487.0,,Career Education,8.0,2576027.0
Act11560,X,3.0,M,,JNQUMGEUU,185299.0,0.0,82.0,778.0,,OM Group,,2578386.0
Rlg11561,N,2.0,M,,Mnxirsuztqohsyrhdtzduip,,3.0,86.0,381.0,O,Helix Energy Solutions Group,5.0,2493050.0
DYC11562,,1.0,M,,rduyxmjokbprrdzfoz,353880.0,5.0,19.0,525.0,R,Flowers Foods,3.0,2917975.0
Xjc11563,k,2.0,M,,Bslaiokykqtvjbjmipnubjorvfbliv,154696.0,2.0,12.0,533.0,O,Tiffany & Co,0.0,2906479.0
eiw11564,,,M,M,Ifpaj,440722.0,1.0,43.0,441.0,O,Service Corp. International,10.0,3587993.0
vgp11565,,2.0,U,M,NHVEFSWZEICVUIDO,95796.0,1.0,,654.0,O,Capital One Financial,10.0,2923570.0
Nmo11566,k,1.0,,,Cgvwxlwpyixjgoxbusvjrhqoij,142024.0,,18.0,831.0,O,Enterprise GP Holdings,10.0,1166317.0
UWG11567,,2.0,M,,VGAVEZLMBPJAZHYWEG,325256.0,2.0,76.0,499.0,O,McDonald's,8.0,3809341.0
VRH11568,,4.0,M,,Zuezphltchhjc,412470.0,1.0,82.0,790.0,U,Dresser-Rand Group,10.0,1993802.0
STW11569,,2.0,S,,asbrgvvcjm,428497.0,4.0,31.0,320.0,O,Kinetic Concepts,7.0,2832224.0
ecd11570,e,,M,f,Rpqfuhglmytscqjeovsandc,252531.0,2.0,86.0,477.0,O,United States Steel,0.0,3143638.0
Udf11571,q,4.0,W,f,Aselltrgtpltxsnrdivsxhezt,458603.0,3.0,92.0,389.0,U,FMC,7.0,1115736.0
FVY11572,,2.0,S,,Odxnam,351558.0,4.0,78.0,668.0,O,Whirlpool,2.0,3991069.0
Cju11573,d,5.0,S,,Afuswreqvmwdgngv,311263.0,4.0,85.0,618.0,U,Publix Super Markets,6.0,2320948.0
qom11574,,4.0,M,f,Bnkqzfdkpvhpihioosgwgdklu,376089.0,0.0,42.0,536.0,O,Visa,9.0,3216669.0
RXK11575,,5.0,M,,IJKENUMOWUZYX,186687.0,,72.0,821.0,R,Comcast,7.0,234280.0
Ivl11576,,1.0,M,,Xvoxaxegqcixxsjkjjdmuurnlw,,0.0,10.0,595.0,R,CB Richard Ellis Group,4.0,2356309.0
VUM11577,,0.0,M,m,SLHUSTMNVMARUDMMQIPUWEDULTN,387940.0,0.0,52.0,848.0,U,Weis Markets,7.0,3116901.0
gum11578,,4.0,M,F,awjtwo,272661.0,0.0,35.0,649.0,R,Boyd Gaming,7.0,3860310.0
Vtn11579,N,0.0,M,,TEANUA,463572.0,3.0,14.0,471.0,O,Analog Devices,10.0,1414386.0
dpu11580,,,M,F,ksgoszhldybbtbfdemvsijzp,153465.0,4.0,40.0,343.0,O,Coca-Cola Enterprises,8.0,2050421.0
JIX11581,C,5.0,S,,Cekdovxjduiair,496975.0,0.0,38.0,754.0,R,Unitrin,7.0,140650.0
xso11582,,2.0,M,,xehcdxctuovot,13374.0,2.0,100.0,789.0,O,Ameriprise Financial,1.0,492927.0
UVJ11583,g,4.0,S,F,HDMYKBM,190604.0,2.0,26.0,719.0,O,Perini,7.0,3840409.0
yop11584,,4.0,M,,Tygzwegqrbqhsrtyahf,133569.0,4.0,73.0,779.0,O,A.O. Smith,1.0,3456740.0
OOA11585,,4.0,D,,Ypiduarg,209134.0,1.0,29.0,564.0,O,St. Jude Medical,1.0,2741274.0
DNN11586,j,1.0,W,,Cyjsbhvxynczqyvvjtphumiw,109120.0,3.0,37.0,696.0,O,Berry Plastics,6.0,1910735.0
Eso11587,,5.0,M,,Kntdlxlvbgynuilepfmu,19826.0,0.0,86.0,803.0,O,Aon,8.0,2616785.0
Mry11588,,4.0,U,,gxoloh,77453.0,4.0,49.0,685.0,O,Borders Group,3.0,3033496.0
ygp11589,E,1.0,M,,Chnipenxxevvtktlsm,268861.0,3.0,25.0,307.0,O,Polo Ralph Lauren,5.0,2006707.0
FPW11590,n,0.0,M,f,Stkampcjcavuutdhllkolj,189690.0,5.0,100.0,561.0,U,Marathon Oil,0.0,1421589.0
Ipk11591,e,1.0,D,,Bfjicqokywngfnrsdhnfjhnmrjsz,400123.0,2.0,74.0,,O,Loews,1.0,490073.0
Zqt11592,X,2.0,U,,Iyrpcbrelzkwcajcomyj,226212.0,0.0,28.0,320.0,R,Spectrum Brands,8.0,3720606.0
Ows11593,,5.0,,f,Dkdttakao,437305.0,0.0,26.0,562.0,O,Foot Locker,5.0,415111.0
ejw11594,K,1.0,M,,sylwswpcoxygaevjbbwqlodxte,119322.0,5.0,93.0,677.0,O,Hanover Insurance Group,4.0,2378099.0
DEQ11595,,1.0,S,,Ljuptoyma,343047.0,4.0,12.0,345.0,U,Select Medical Holdings,5.0,242686.0
qur11596,m,0.0,M,M,Maeokqbtrmbvosrvm,36540.0,2.0,61.0,679.0,O,W.R. Grace,0.0,1402162.0
xab11597,b,,D,,fcdipdcqamvuib,179381.0,2.0,77.0,355.0,O,Warner Music Group,7.0,430652.0
VIR11598,l,2.0,S,,Gjlvho,465320.0,3.0,49.0,756.0,O,UAL,6.0,1101417.0
YVX11599,,0.0,U,f,Qfmjaggonjmpwcbquxtvcrql,276536.0,5.0,23.0,655.0,,,4.0,801294.0
mbq11600,,2.0,M,,QVXYHKKSGDSSSGJTG,122483.0,0.0,48.0,377.0,O,Kinetic Concepts,7.0,1803773.0
Rkw11601,,0.0,M,,Xhgjblzagilmr,343719.0,0.0,48.0,802.0,U,Mutual Life Insurance,3.0,2686713.0
Aux11602,,1.0,D,,Ciodet,94100.0,5.0,20.0,485.0,,Alpha Natural Resources,0.0,
Lan11603,,0.0,D,m,Knisqvadxopgesamnai,266895.0,2.0,21.0,556.0,O,R.R. Donnelley & Sons,,3147005.0
cgt11604,c,2.0,M,,Fiupafixfqtabgtsqrxyhqagqfg,494928.0,4.0,48.0,813.0,O,Leap Wireless International,9.0,92052.0
Yhp11605,,4.0,S,F,wxzezcrnppgplmaakkfyfyf,10974.0,1.0,81.0,403.0,O,Chubb,,3022187.0
ZCE11606,,2.0,S,,NXQGIYDOWWCXYHLFHKPGRANHOKIOZ,317292.0,4.0,100.0,722.0,R,Expeditors International,,2728157.0
Yep11607,h,2.0,M,,ojwqussnrscuoqwkxahdovzbjm,182329.0,3.0,85.0,496.0,O,Lender Processing Services,,2603581.0
Npf11608,w,5.0,S,F,etjaxwqq,322283.0,3.0,58.0,753.0,O,Gardner Denver,0.0,866620.0
ovu11609,j,5.0,M,F,IHXMVABEFWNP,308856.0,1.0,13.0,755.0,O,Consol Energy,8.0,607498.0
sej11610,,2.0,U,m,Ozprywornpunvfxkiqcnubmlwka,395339.0,1.0,46.0,730.0,U,General Dynamics,1.0,2525236.0
Uio11611,J,0.0,M,f,Idbghluxcqchoodklgzjidlgqith,232654.0,2.0,30.0,536.0,O,VF,7.0,2105788.0
mwk11612,U,,W,,Bqdhlubzqt,256877.0,4.0,88.0,357.0,,Pepsi Bottling,6.0,413838.0
Mvl11613,a,5.0,S,,Opxadcgdeghxmq,169787.0,2.0,83.0,498.0,O,,9.0,1861550.0
Hwk11614,,2.0,U,,Lhgkgkqzmgsrvsxwnrs,230333.0,,75.0,411.0,O,Eastman Kodak,1.0,1690505.0
Smf11615,O,3.0,D,,Ekengyhorcxbl,216513.0,0.0,34.0,504.0,O,Volt Information Sciences,7.0,1490414.0
Bod11616,Q,5.0,S,,Zuapqqohsipnlabqzjnguvbmsj,324178.0,3.0,67.0,432.0,O,Whole Foods Market,7.0,3093168.0
QQN11617,,0.0,,M,CCAWGHO,148285.0,5.0,50.0,482.0,R,JohnsonDiversey,6.0,2095763.0
JLX11618,L,4.0,W,,QXFUKXAVNAYPOW,239613.0,0.0,14.0,423.0,O,Sprint Nextel,2.0,131939.0
Hkl11619,,2.0,M,f,Tlglkisyik,205435.0,5.0,20.0,416.0,R,Hasbro,,3039922.0
ORN11620,G,4.0,D,F,SCXAZCEYYZ,285561.0,4.0,69.0,513.0,O,Mattel,4.0,1463742.0
Qzn11621,,5.0,M,f,ctietdmggsetwfvegzwqsbwygdti,184724.0,0.0,72.0,434.0,,Cephalon,,1049466.0
Tlc11622,p,1.0,M,,Hunonbpowk,475871.0,3.0,21.0,322.0,R,Brown Shoe,,138783.0
WQU11623,,3.0,S,F,FXRZLWUNVFFK,440579.0,3.0,77.0,382.0,O,,10.0,718651.0
Ikn11624,z,5.0,S,m,MQUTWSCIMHMCKFNVUEHBOQD,72779.0,0.0,40.0,328.0,,Vishay Intertechnology,3.0,920521.0
Htl11625,,2.0,S,,adgoqensqjsleekwszke,48666.0,4.0,22.0,630.0,O,Brinker International,9.0,549247.0
kih11626,a,0.0,S,,Pajuqvxagoefgynodq,241031.0,1.0,64.0,646.0,U,Cenveo,5.0,2270678.0
Brw11627,,0.0,U,,Mcsnl,76021.0,4.0,24.0,361.0,O,Universal Health Services,0.0,2339397.0
Cun11628,,3.0,,m,huahgtztyekcojzbhgsahwuenl,181204.0,0.0,100.0,772.0,R,Varian Medical Systems,1.0,2813423.0
Inp11629,,5.0,S,,Lkmua,16220.0,1.0,22.0,562.0,R,Flowers Foods,9.0,541808.0
JZS11630,,1.0,D,F,Pbdccufjujzbamqrfofdskypxmhbmw,469891.0,1.0,85.0,503.0,R,RSC Holdings,1.0,722488.0
Gdk11631,,3.0,M,,Rulowacdpxvcemixfsvqas,268371.0,5.0,54.0,619.0,O,Laclede Group,6.0,86998.0
Dpa11632,t,1.0,S,,Wecpixvtjzcxg,,5.0,33.0,417.0,R,US Airways Group,6.0,2601068.0
SCC11633,,4.0,D,M,pnaltoouvictymzkydqvqrdpi,456501.0,4.0,60.0,662.0,O,Becton Dickinson,7.0,2162095.0
MPS11634,a,5.0,M,,Eteakjxkjxbpz,394332.0,5.0,34.0,817.0,O,Liberty Mutual Insurance Group,0.0,2155545.0
pvw11635,,1.0,U,,Ueecixgiaxxvytqhjmmjesgokhz,166542.0,2.0,4.0,626.0,O,,7.0,2660702.0
Xmu11636,m,2.0,U,f,Joxqcoojrynuhxldqeapi,390981.0,4.0,92.0,801.0,O,Entergy,3.0,2107157.0
Djn11637,,0.0,D,m,Gfxncft,168327.0,1.0,84.0,552.0,O,Albemarle,10.0,1802795.0
qrk11638,,2.0,S,M,Hekfccxkwrqyyducfypnm,137303.0,2.0,92.0,458.0,O,Cabela's,8.0,3821277.0
rgu11639,U,3.0,D,F,BIKYELRIQAKGNHAJ,492039.0,2.0,53.0,370.0,O,Goldman Sachs Group,7.0,3456261.0
azu11640,,1.0,M,M,senzrdupqubjxijnarwcv,124926.0,,95.0,728.0,O,Philip Morris International,5.0,130608.0
Jvu11641,,5.0,D,f,Lzjdadrsnwugontofjihwjpbckrl,471272.0,0.0,3.0,376.0,O,Foot Locker,9.0,
MSO11642,,0.0,S,,foajkxopbsjeicrsk,3242.0,2.0,12.0,713.0,R,Parker Hannifin,7.0,605798.0
qre11643,I,1.0,M,,Dhmdl,453844.0,2.0,32.0,604.0,O,AptarGroup,7.0,2163263.0
hko11644,,1.0,,,FGLHIDLLZJAAQFYJGHNOT,,1.0,98.0,460.0,R,CF Industries Holdings,1.0,2261388.0
UZV11645,,,U,,SNQSYA,375815.0,1.0,31.0,482.0,O,Securian Financial Group,9.0,727051.0
BCS11646,Q,3.0,W,,Jvwmrhaqbuijfmvm,114122.0,0.0,73.0,807.0,O,Progressive,8.0,3003110.0
ZIJ11647,,5.0,M,m,Pgvopamymou,400657.0,4.0,62.0,509.0,O,HNI,1.0,1857713.0
GWP11648,,2.0,D,,VWNUOG,293804.0,4.0,48.0,303.0,O,Mueller Water Products,8.0,3482902.0
Hdx11649,g,2.0,D,,Wfkmhhjfxkannoehibgjdlgrncoun,358678.0,1.0,40.0,412.0,R,Vectren,10.0,2203791.0
Iqv11650,l,0.0,M,f,pdryfzsydjfjmkgatftclrftwvj,469668.0,2.0,20.0,788.0,O,Universal American,10.0,
DLD11651,,5.0,M,m,Dfqfswwjtebrdsbypo,139149.0,4.0,16.0,399.0,O,Huntsman,5.0,3855669.0
fha11652,,1.0,U,,usjaevvi,219988.0,5.0,89.0,673.0,O,KAR Holdings,6.0,1429825.0
Csu11653,o,,S,,OAGUUQNMVSFNLANKWVWOUZSHXA,383717.0,,81.0,770.0,O,Bank of New York Mellon Corp.,3.0,313635.0
kbw11654,,1.0,U,,BTAQMGRILUXVJK,318528.0,,23.0,737.0,O,Windstream,0.0,2868203.0
imf11655,,1.0,M,f,Lmujzmwyjrsoyhxgbtpl,,4.0,47.0,351.0,U,Coach,6.0,1383741.0
Yjl11656,,5.0,M,m,Kqqibtqlkyvltt,457930.0,1.0,25.0,,,Brinker International,0.0,574855.0
Tgv11657,,2.0,U,F,pcurhlmgjmdwuliuktzhlxfp,413109.0,0.0,15.0,594.0,O,Cenveo,8.0,2325837.0
Bnz11658,,1.0,M,,exutdassepwdwgdsmkucveax,375395.0,5.0,65.0,845.0,O,M&T Bank Corp.,5.0,2689771.0
Vvu11659,,0.0,M,c,PUBIUBIZURTBYSMPXQHSXKWOJGOLVF,290984.0,4.0,88.0,431.0,,Qualcomm,3.0,604936.0
Ost11660,K,0.0,W,,Mfrlaotwvrio,,1.0,58.0,633.0,O,GameStop,8.0,3618949.0
VDX11661,,4.0,U,F,Dcschfixbdvndnx,223262.0,5.0,66.0,621.0,O,Mutual of America Life,9.0,2369853.0
yyq11662,,4.0,D,,Ckqshysnrbfxdf,343355.0,1.0,94.0,631.0,O,Danaher,8.0,1297224.0
Pex11663,W,1.0,M,,brceajr,443566.0,0.0,47.0,564.0,,Dentsply International,5.0,3650244.0
gtn11664,r,,U,M,Aldlslqhbqapmfdkwscsolfack,275864.0,4.0,,533.0,O,Catalyst Health Solutions,3.0,3570231.0
ruf11665,,0.0,M,,ELHGEECYNM,,1.0,50.0,843.0,R,O'Reilly Automotive,8.0,15856.0
Mby11666,,5.0,M,M,AQSBHBBUCABRG,461982.0,0.0,87.0,327.0,O,Universal Health Services,1.0,900943.0
Rep11667,g,1.0,U,M,Mheemgmpamwfb,403990.0,3.0,57.0,814.0,O,Valmont Industries,10.0,3217712.0
Udc11668,,1.0,M,,fxtijvvyu,147029.0,1.0,48.0,447.0,R,PepsiCo,10.0,2736819.0
uzf11669,,0.0,M,,lhxlgn,443592.0,2.0,96.0,773.0,R,McCormick,2.0,1464706.0
Yeu11670,Z,3.0,U,,MSCPALXCILRKBVKAXOEMAXZBUODWCR,143837.0,2.0,30.0,640.0,U,Public Storage,4.0,2867175.0
ydp11671,k,1.0,U,,OHCJCIJOETWWSWSDQZEVAIFZIYQOPY,297370.0,2.0,19.0,751.0,O,NCI Building Systems,,1579693.0
UKO11672,,2.0,,,Shmjusxwqwwjciesvjp,162761.0,5.0,63.0,,O,Vanguard Health Systems,1.0,598721.0
SNC11673,,3.0,,F,GSKNABIDBBJSBHOMX,366179.0,3.0,,358.0,R,Equifax,3.0,917643.0
xro11674,,0.0,M,,Vskvyo,384392.0,5.0,17.0,747.0,O,Metals USA Holdings,5.0,1443469.0
css11675,J,2.0,U,,SILPKHPIIOCO,445223.0,1.0,88.0,392.0,O,Jacobs Engineering Group,3.0,2164502.0
urj11676,F,0.0,M,F,quxemkprnjndinuvurxgldfwnijm,375792.0,0.0,98.0,456.0,U,Questar,4.0,1197133.0
ett11677,,4.0,U,,Rdigykcpasqplpirvxhiwiritlhmd,220949.0,2.0,23.0,806.0,O,DirecTV Group,10.0,1010441.0
Cdi11678,x,3.0,U,,HZYKAXUCOSRON,241942.0,4.0,5.0,509.0,R,Owens Corning,8.0,199216.0
Ztw11679,U,,M,f,Fifgeqwpgifjtsyyltndojo,483010.0,5.0,74.0,563.0,U,Jo Ann Stores,4.0,3963144.0
cil11680,,1.0,U,,Ulwcoq,312551.0,4.0,19.0,745.0,O,Telephone & Data Systems,0.0,2601194.0
Xdr11681,,1.0,S,,GGENSYUBGEWQYWDUJOGQFUUCB,3571.0,2.0,65.0,723.0,O,Gap,0.0,1673953.0
Ctr11682,,1.0,S,M,QGVDVZ,200037.0,2.0,40.0,815.0,O,Paychex,2.0,270302.0
SBH11683,y,,M,f,OKRFIRAOFWKXJKLCLQLOXZHNL,184904.0,5.0,31.0,,O,Windstream,5.0,275543.0
xla11684,,4.0,U,,LVOKODFHCPYOEJJHZDUBNLIM,264753.0,2.0,49.0,494.0,O,,7.0,1537051.0
TKM11685,,0.0,M,,lclgepexuygoebrxqvxnigzkh,357753.0,5.0,64.0,502.0,R,Pentair,4.0,
gme11686,,2.0,M,f,Ilkkyfhbvylnoh,119675.0,1.0,6.0,604.0,O,Securian Financial Group,1.0,1738558.0
Ohi11687,x,0.0,M,,Xlcvzcaqzzcmdrwdemzvryggysa,274993.0,3.0,45.0,627.0,O,Watson Wyatt Worldwide,9.0,2116401.0
Xpb11688,,3.0,M,M,Aeaypvzvaseyxxjzjpsuprdgmpuxx,,5.0,59.0,626.0,O,Mercury General,4.0,1678971.0
Vlg11689,R,,U,,Ywilvgponxgzovewagorroojtsu,419338.0,,51.0,771.0,O,AnnTaylor Stores,5.0,2669106.0
Fzm11690,,2.0,U,m,eobyslnvvawj,207435.0,1.0,35.0,309.0,U,Realogy,6.0,1901664.0
WDT11691,,3.0,S,,Irqofwmhoccse,,3.0,71.0,504.0,O,Fifth Third Bancorp,0.0,3038656.0
HJM11692,d,4.0,S,F,Gryywzxqo,398542.0,0.0,87.0,329.0,U,EOG Resources,6.0,2453031.0
PEI11693,F,4.0,D,,ftpszhtwyddfpref,223669.0,0.0,49.0,423.0,R,L-3 Communications,9.0,207536.0
RBT11694,,2.0,U,,LTQEKHKLFGQUEEKLUGBHZUOQAGHSH,473319.0,1.0,58.0,607.0,O,Lowe's,6.0,206639.0
Yka11695,t,1.0,D,,UJMIUVSAVRVHMHEWTNFWGHVTPVSJ,100209.0,3.0,28.0,606.0,O,Visa,7.0,2985447.0
WNT11696,,3.0,M,,Ubflbmhakslupfqo,319306.0,4.0,55.0,594.0,O,Occidental Petroleum,6.0,2053374.0
ywr11697,E,5.0,D,,Wlldjbisephyunjeyhsvlnzlmm,8973.0,,65.0,357.0,R,O'Reilly Automotive,0.0,1408481.0
Jbb11698,,2.0,M,,AGGOVTVWHRU,307477.0,3.0,23.0,827.0,O,Thomas & Betts,3.0,2945555.0
AXF11700,L,,S,,Ahfnusfjofqpkx,193836.0,4.0,37.0,457.0,R,KeyCorp,2.0,2550827.0
Lys11701,,2.0,D,,Bhxejnedghahotadeggrznokwd,251277.0,5.0,21.0,607.0,R,Mercury General,6.0,780037.0
swu11702,Z,4.0,M,,dqgaootgsavfrrtotzfsyjh,59523.0,4.0,,373.0,O,Exxon Mobil,8.0,3909871.0
Zpg11703,,3.0,U,F,Wqtqovajbcipjqqxtknudavuisans,137795.0,4.0,15.0,675.0,U,Tesoro,9.0,2346962.0
OAW11704,O,1.0,D,,BGSVWLEGLVEFUOADSHMZCBZEM,399046.0,,63.0,363.0,O,Northern Trust Corp.,1.0,1250930.0
Lfx11705,,1.0,U,G,Maviygwocwd,334031.0,3.0,54.0,614.0,O,Snap-On,9.0,62707.0
Yft11706,,0.0,W,M,neireukqktr,315684.0,5.0,45.0,695.0,,Metals USA Holdings,10.0,3294642.0
Who11707,S,4.0,M,,Uggrtznkwvzvessnwglspzbushsnd,429394.0,2.0,52.0,321.0,O,Williams,8.0,3171625.0
XWA11708,P,5.0,M,M,OVTWKXDMMMBKCZ,192710.0,0.0,32.0,699.0,R,Berkshire Hathaway,2.0,1424214.0
RYC11709,C,2.0,M,f,Hgyicjwurbmhrgxqzpqtiegnrtbc,166631.0,5.0,6.0,818.0,O,DuPont,4.0,191608.0
