prospect_nmbrchldrn,prospect_pstlcd,prospect_gncd,prospect_ct,prospect_ncm,prospect_cntr,prospect_nmbrcrdtcrds,prospect_lstnm,prospect_ddrssln1,prospect_crdtrtng,prospect_wnrrntflg,prospect_nmbrcrs,prospect_frstnm,prospect_stt,prospect_mddlntl,prospect_ntwrth,prospect_g,prospect_phn,prospect_gndr,prospect_mrtlstts,prospect_ddrssln2,prospect_mplr
0.0,hctlzklgy,wka12625,Lansing,14742.0,United States of America,10.0,wkalfepskceqrix,xmptqlgnyzyumgmfrhngomvhixmqhrdzbomrvdtetpoveo,392.0,O,4.0,Teibm,British Columbia,,769512.0,53.0,1-130-451-9030,M,W,Nhlwsqcmftfwkeacvdkplbsfkouxgbeebthrbxsovtcwzsxffauishkvgxainymuprdunfql,Medical Mutual of Ohio
4.0,TCLKOICCG,wwp12626,West Valley,250402.0,United States of America,8.0,wwpvavvhfhoshuzuuzleazj,Bmkumphplfhoxtunswqozqqugepyvcarfhuhxfzydsorpunhmwq,438.0,U,2.0,wvccoaxluhxeqg,Quebec,,3223787.0,44.0,1-583-419-3411,,U,Btqvrpupmdwfiiaolzjpnrdlmhapisxslpdvfhbhkcqavzpebgmvcn,Belk
0.0,Bgrsm,Itf12627,Garden Grove,265027.0,United States of America,0.0,Itfyqpvzgnhutzqezvc,IQWTDKXEFFXRWBHJSMZVIHFEWSXFRCEUAOLRZMTHAIHDEROUA,488.0,O,5.0,Jiibgstcvgxgy,KY,,,66.0,1-278-542-6457,,U,Bjircut,Equity Residential
0.0,YWNRUQPNAEUT,wee12628,Chattanooga,491967.0,United States of America,1.0,weehgwiudurjxbiieqxsbxtmu,CRUWZNIPZXFPNCIINECUZDLTL,839.0,O,0.0,PGJFCIXHNGEAOLAYOOGGC,NV,,3976620.0,97.0,1-168-427-1876,M,S,Hixjloffnampjejldjcsstczofdecbcjqwynwamovzprcguijqgunkxdiaiccwtlpezsgavqbz,Rite Aid
2.0,akdyxiprhy,NGL12629,Bellevue,493951.0,Canada,2.0,NGLKXNPDVTTPVCB,Dehgjjhffkphreypkepuvxlfekblrjsqhgjmlkacifwrccvpng,807.0,R,0.0,BOAPOTDANW,NH,m,1231877.0,69.0,1-065-193-7202,,M,peuknpkyxegqmzyyzkbmyfdbluz,Genzyme
,,Lua12630,Little Rock,256007.0,United States of America,5.0,Luaqcdygm,,804.0,,2.0,qkkoowpjljgs,SC,O,1493572.0,,1-136-195-8513,,S,Dslsatamrzrreliotjiefiolurscgtkhzcuwjjoaw,Sara Lee
5.0,miwirpvbm,Sze12631,Milwaukee,266103.0,United States of America,5.0,Szepgrdqdjhuakpqalrxtjcxxzvvl,gueqberbhhnzqqaklopcjnmemqjiljpaxcdqnivte,557.0,O,1.0,Xulyzhpnyjliavvalh,FL,H,2466177.0,61.0,1-198-701-6944,,S,,Bank of New York Mellon Corp.
1.0,Abhbh,Nei12632,Rochester,469778.0,United States of America,2.0,Neihviowmiucgyyk,CEBTAUSTCJVQHVNSQAJI,417.0,R,0.0,pphiahyufxqnqprlhdlbgac,WI,,3498970.0,74.0,,,U,clpiq,AFLAC
5.0,Brvjfpqdp,Jgy12633,Wichita,227532.0,United States of America,1.0,Jgyvk,opzfnbjbgqh,,O,0.0,Fephxlggofpvxsdibipd,AZ,G,,89.0,1-233-212-3813,,D,LFMGTOGKAZHWFRVDVQDYDGSAEMRUKKJYNMQNQJL,Retail Ventures
1.0,WFAWC,Xip12634,Norfolk,88821.0,Canada,8.0,Xipwf,AHJVUYBRCYLTMQICPNJOXDGSP,344.0,R,2.0,Tjqhkbud,NJ,,3236911.0,75.0,1-711-662-6937,,U,Awroiebkdywibjl,Vanguard Health Systems
3.0,imkzwjhky,Nhi12635,Wilmington,119406.0,Canada,0.0,Nhixuxmdrvhnhi,Iwbpqgtyxgxocajvsyjpoxypnvrrtnieuaadivmpgheozeyhhduauoesv,740.0,R,3.0,Zgkhspmkrhepculmgpqsqhsuekap,DC,W,2476046.0,26.0,1-299-512-7471,M,M,Ttwxniaahmgzmirwsehbwfdsdx,Lennox International
4.0,Vvdhlo,UJE12636,Santa Ana,151650.0,Canada,5.0,UJEVMPDSWRCJRGUSFKFXV,Boridjqqbmndmlnnyexnsdalukterclsvaoudzygdagmptlnrbaqvbmxansfw,520.0,O,5.0,qspulfwzma,ND,,858358.0,54.0,1-976-892-6383,,D,Idvkrdfuoxhzvmrccvdmowiurmwlkyr,
3.0,Wgtmswu,Zus12637,Evansville,334332.0,United States of America,2.0,Zusmqiwpldgkiwwscfirgyvspd,wnejkhteoketddloyxzavmqx,316.0,,4.0,dreyjoa,IA,,3105502.0,49.0,1-283-879-2927,f,U,cnxjixgfbxgdsduhbbpgjotgdpipdftroujbzbzuiargcdtduvqlndxbjygcrug,
0.0,Xosvxzrag,qjx12638,Las Cruces,428808.0,United States of America,2.0,qjxlliuxlffj,rzyjjaizzhizewmhmgckxurqtxrtyjzpynrwexvbjbjewkdfgrvpvepniuwojqnkxlqpbd,541.0,R,1.0,xbvgjxgkvsqnyisaekfzc,OK,,1404809.0,,1-828-010-3240,F,M,Bfyownxdutbt,Granite Construction
0.0,Pbwdmgyv,COQ12639,El Paso,103439.0,Canada,0.0,COQSYMGNAYDQMLJDBWRVCSNVNZP,Xscnpugwgwtumxogtbbrexuysloffadgpozdyjyrkkozm,454.0,O,2.0,Dylkvlapkz,IL,T,2581468.0,63.0,1-155-599-0811,M,D,RYGOHNNXWTJNGHHELNZOOMUWOAQWJUHWPDSSPNSSLQMMVHLGNIALYNSYKPZQEDP,Nalco Holding
0.0,Bgihv,vtz12640,Hollywood,359203.0,United States of America,10.0,vtzrrqmhglhnjhgvat,,488.0,O,4.0,Cgjrvwp,NH,W,2631012.0,0.0,1-606-375-1294,,D,Rxkblipbpypto,GMAC
3.0,Drojqyqfan,Rcd12641,Pueblo,417367.0,United States of America,5.0,Rcdao,Sfazfmqaalalruraqpsfqiowjulraflowaaxrhquqrbtqvawrwmuvfmkajkfperrvuqfbyl,360.0,O,4.0,Hxldmstjeee,ME,,1035377.0,68.0,1-564-757-7840,,M,TLXRSIBBAXYOTHNGKDWLWJNNJPDFQGHSFVRVDHPCCINHRRMFZBXSEMKSPNM,Exxon Mobil
5.0,Zgaajtm,SHW12642,Pueblo,78119.0,United States of America,7.0,SHWNI,luaprojckid,809.0,O,0.0,Pueiemhvvsxqrgafjfinwaqy,Nova Scotia,N,3361053.0,26.0,1-007-227-7349,F,W,UCHDCTOTLLDLKPZMOJIWDADDXZYWQAOIFRJSCAGQCDFYXDZMISDJHVOIX,Charming Shoppes
5.0,Fkbaxpy,Gcj12643,Mesa,117010.0,Canada,7.0,Gcjrnsvpfihmbscxnhuhgzp,TCWYPTBHWDUA,678.0,R,3.0,Hbzdlvuqybrz,DC,,310683.0,40.0,1-166-883-3084,,U,MMVDZCGAWINMB,Safeway
,bnskjmkl,OJI12644,Fairbanks,271289.0,United States of America,3.0,OJIVTPGWBPNZTOQTZZAGIHFWWPGZHU,vugnfmjustawtuzqmlchrplcekejynawxejvjkfdwtffr,311.0,O,2.0,Etnbaazxfqxi,Nova Scotia,q,3422417.0,61.0,1-527-199-6675,,U,Xbaxwrrhisbvuqnhhdgmsgfdugvmfknhgvmtgwiylicsoyagnyjdhpaeavcmkmbho,Mercury General
5.0,OCKLVTESU,BHW12645,Corpus Christi,246532.0,United States of America,,BHWOFSRAOPVHMLNMAENVMFUGQXUIV,Tcxxqlximhfpwbtvzgewcjireklupskohjjonhscwssfzzmkmnhq,474.0,O,5.0,Qevlwjt,SC,S,2374028.0,1.0,1-516-970-4709,M,,Axppuwdzjbsjmszauycanuhnpdjhbqkauilixcvdllguvjrlliddsmbopptfrogexexgvca,Liberty Global
4.0,Iddyuhqmt,YBD12646,Rochester,172724.0,United States of America,9.0,YBDHXXVPHMEEOWKCANCBQNOQ,Ephoawwrcvkknmpgpsymwfyosetgglvz,717.0,O,5.0,HSLEAAW,MI,H,1313599.0,77.0,1-351-335-6485,F,M,MOZQLEI,Dover
4.0,wdqsaalhk,Ztp12647,Fort Lauderdale,47983.0,United States of America,4.0,Ztphvgtwwtgkqnyghocmbymikvdi,Huscjtfowrdwiolqzdrbqxrtodzibbwktjjorqbcq,520.0,U,2.0,IRUTHLIZSOZCSO,AL,,267716.0,67.0,1-630-914-2946,M,M,Mruxaecljekixwiqkqjjsxujxvaaba,Holly
5.0,Smoso,Psf12648,Newport News,373307.0,United States of America,,Psfhtchpljuljxtp,CJVLMDXKHEFLCRCTKHBDJKEUDSWYLUDDCPXUOXIUPQQZMILKAUCP,329.0,O,3.0,tgupaiijrywyidodqk,OH,,2730746.0,73.0,1-957-095-9892,,M,Yidxwaukisgxyjvwhloechbgjpjfreiqnpnmrdnggdhduipxje,Mylan
1.0,Apovxnkdbl,Spx12649,Hampton,473576.0,United States of America,7.0,Spxuugkwrsoryvgkuxlwqrtvqyr,Ycagynymhlarelxbxghdwamoojmscpjhkkrhkoozzrhsekbxljjlupnmetsmcqzowa,725.0,O,3.0,CSRYSNLZXJAGOWQPOQE,AL,w,2392060.0,23.0,1-898-104-9173,,S,Koqtyuohdbroetxtpcldtxswiifvfjjncxmqurdmfbvnyekbqiaelrhrameuvdbnp,Cimarex Energy
4.0,Ddhoxj,owm12650,Thousand Oaks,110597.0,United States of America,9.0,owmkogydqwbrz,Akudrduyoviozrnwjqrvxonacgvr,339.0,O,3.0,lwtvlhbongwosluwj,AK,,11694.0,88.0,1-438-476-4109,F,D,Giouvjuhvtmqdjmpwwfsuxhlxyqsuopdudgh,Marathon Oil
0.0,Wjfknky,uun12651,Worcester,441418.0,United States of America,2.0,uunifmxqdlbwkfp,USHMMQDFDJLHIMPBHSEQGIZGJVSTRAF,,,1.0,MRKCUINZHGDJIPWKFLVGH,MS,,1595504.0,0.0,1-832-753-9764,F,S,Afsehspviovizggzsqxdzphtduaprggyk,
4.0,Euyavdkk,Rkh12652,Vallejo,260119.0,United States of America,2.0,Rkhoswxpfhbtjyfhxgwnf,Itrvvuwctxbbgrabhztqsqvwkbturfujonthcquundnrpnx,362.0,R,1.0,Lpcjfvfeyhact,VA,d,1858156.0,87.0,1-164-334-2885,,M,Isuotgekensadzkbkitpqvlaikwtecljhef,Gap
1.0,Otrjiee,Iix12653,Vancouver,465678.0,United States of America,0.0,Iixsqnnx,Wqwqpwgnlc,643.0,R,2.0,Ytdymqtuykljmjsblwslhsqhg,MS,B,2408413.0,24.0,1-249-364-9405,F,M,EMVRXATSMODFWFVGV,Northrop Grumman
5.0,trwsuzftjr,Yqj12654,Columbus,194993.0,United States of America,2.0,Yqjsbtqugtpkcgq,YOJIFFMNPSRLBPSWGBWIIOMBDH,343.0,O,4.0,squeukwyfqxrlkgexfsqbfaqsejrn,TN,U,2316667.0,99.0,1-135-293-9391,f,M,vxbigwvzprasltqktprfdlhqknexfoqhxuffmitnynoospmsxmqsbnmxpceatxelcvnsf,Eastman Kodak
0.0,Akffzcr,Osk12655,Lansing,483779.0,Canada,2.0,Oskvuxlzemfpvvg,Qtytkxwpirnurhrsdnip,650.0,O,1.0,Otiqcqhtl,CO,,3440540.0,42.0,,,U,SONRQYYNZCIOGMMBPEIHVUOJECTOXYVIFYVMFCRXSZXLXPHSPUUUMREHAFZXMTSJSM,CF Industries Holdings
1.0,,Keq12656,Sydney,311684.0,United States of America,3.0,Keqvxvdbcmisekhcvxjl,Gfgzjnooukcgcdnhhntljjekktubkpucjxorujulsbvsxvkylevjuzgp,599.0,O,0.0,udkqkvraokxkzgbbrhbkzogn,RI,,3718526.0,100.0,1-992-084-8892,M,D,jkkaialoyjjadqtesdfwwfttwgvjjrazzfgpkrqkuvtirlmcbtxxphfqotqygbscixgy,Washington Post
4.0,Xtnwrykajwod,TRQ12657,St. Johns,262664.0,United States of America,9.0,TRQRAXQAANWLAKNMRQJVMRNGXPC,gvqhkm,600.0,U,,SYHFJEKPPDTIYDKIOAFODKE,DC,Z,1019061.0,89.0,1-978-608-5101,M,S,Uovunkbqlrzgwscduyxhurwtbfqcnknhuibetcetfbzqn,Duke Energy
4.0,,vin12658,Hollywood,237848.0,Canada,4.0,vincqcdi,swfouxhnniwjtiebxhxjmbbjgfjajqxlfdndolddfvbxvbahudtbgtoaqsyoyoeyukztfblwutyqkf,402.0,O,3.0,zklexxsvwhxszsdzyt,CT,A,1530929.0,8.0,,,M,Yvzjrldukebfxglbjboweljrshpdxvqpwswzywibpeuphkyqtelwfofkbagllmtcwxlbqbvcvnfyb,Torchmark
4.0,ylthqvpvrpmd,Bar12659,Cheyenne,406855.0,United States of America,0.0,Baroxyqsvqyftbxiqnghvqotfm,qsfgkldtyzeqjpjcvuputapbco,371.0,O,0.0,Fhojgqjkswbp,AK,Z,3162544.0,25.0,1-225-894-7879,,U,wlkjewgcgmubtvlktwbubzdicstelfowmgcttwzxnuwgbmbcxrxcfvbsuqkkcnssgqpgveka,Plexus
5.0,Odtkkiwrnl,Qwr12660,Atlanta,427884.0,United States of America,4.0,Qwroeygddajqvroxbw,vxeggluvxwdxddyewxrxercljezdoxaoymdgcjsfxlbtnrjbasuer,805.0,O,5.0,FJKBGLPTOEIIJWJ,DC,,699486.0,,1-828-223-8454,,W,Qstuifaohcezhgakychmklrvjvkocafjqezhvuchulpbfdqxgnejnepkazarnujmjokkhcpa,Pepco Holdings
2.0,Vrbsgpkobo,TCK12661,Augusta,293062.0,United States of America,6.0,TCKVIXZXOXESADNOE,qsncyvdiszpehbnojcyjwlgehhudvrrotygwiituenl,337.0,O,3.0,Fzvtsd,MD,a,2833795.0,62.0,1-831-324-5837,M,,Npgljwkcujtuovbkuszmgovhkzcggkxijogtxupvbaetvfmvxiyhacyrsaeninxlhwupbciujnjb,Cablevision Systems
1.0,LGZFR,Ddy12662,Worcester,277536.0,United States of America,1.0,Ddywgrsclmhkkdvsxpoq,Cbkhpuvnqvkjglfdhsthsbyrncrktlgegvjjurbyovngscloxavupegoodhjneilmzmf,799.0,O,0.0,QQXALKEFWOYRNUACPEIFRZNRW,MT,,3983787.0,54.0,1-214-443-7026,,S,Udlvariquvppgpwbrppgibpspfremdmvtsayhsuwoinklgpwilgzn,Cephalon
,Qekxu,Hlj12663,Windsor,282364.0,Canada,6.0,Hljvhpqoazueartrraxmhps,lhhhniprivdgplolibuvggdzsvcxbfdcjcrfcrhtqpmkagmgtahzpffjhuryrnnvoxcfqduaarcco,762.0,R,3.0,hkqltajnimahvpgvhrqhr,CT,,2410919.0,55.0,,,M,jpmwuiwamdosbjhnmszumprvkewspyumbvypodfgmsecnskoyygftrvuoo,Parker Hannifin
2.0,ihbqm,taf12664,Louisville,87218.0,United States of America,1.0,tafbbd,aonhicifpjaqhxhawygoumbnhngfbahnuylapwdtgnp,500.0,U,0.0,rxgncdx,KS,,3515508.0,60.0,1-345-783-9119,,U,Gnclzlquoemsscahdqeekeqtuzlquu,El Paso
2.0,Ggqsctd,urk12665,Mount Pearl,496715.0,United States of America,4.0,urkgqilys,Ezfauvblstcelmsiusasiafruhqiejlzplysusbsfryvhccqwjmwcngkqcgzgliiba,809.0,O,4.0,Gocfaxckxicrthg,WA,,,46.0,1-092-385-9957,F,,,ConocoPhillips
0.0,Tltfio,Weq12666,Washington,203136.0,Canada,9.0,Weqjrzvcwpygdxhfrwiaddgzqsadpb,,706.0,O,5.0,CMWKBSFOKV,AK,,2115766.0,27.0,1-480-103-2286,m,S,OUOUILR,Alaska Air Group
4.0,Whrdffavdta,wtn12667,San Francisco,289638.0,Canada,6.0,wtnqxixrtwkzfuuzuup,Xyewfhhcozagpdyuafrguhnmyxfwcdsqnkhgbogkknptrvxpkanftohoqmxcqtkcpsg,413.0,O,5.0,wyzqklssjfrnsjunxlo,Newfoundland,v,560152.0,46.0,1-436-153-2535,m,M,DWKXHFLKUBTJNPAGAGYOUAFNGNAKWCYCDTXBQZTXAXMA,DST Systems
2.0,Jatrydvvssc,NBY12668,Montpelier,220331.0,United States of America,6.0,NBYTRSNBQFWXBXEYE,,570.0,O,0.0,txulnokibyuvwxjrfttbc,Saskatchewan,y,,57.0,1-680-715-8462,m,S,GWFUJJHDUVRPQXFAHDGJTSXUWCGIVAPOXGNPTKQZPOJSBOBLJSTFGQCFWLQT,W.R. Berkley
3.0,Ftyonihb,fao12669,Hampton,492222.0,Canada,5.0,faoqxmjpdgcqpcovqlgferpyzihhi,Tlvwiaiznwyefqitmkooxjqsnxelxmojri,343.0,O,1.0,Vhkykgrykpekgnnbsybofpwx,WI,x,2551467.0,84.0,,,U,Bcnaeservpvkiigliqpo,Washington Post
0.0,Nislxximub,ZII12670,Sacramento,384607.0,Canada,7.0,ZIIKRL,OOADNHTCAZSKKQREQZKQDYOJRMMDMOHULSRSQXHIDUMOARZSSSGCHFNPFDWLCSXBKJ,503.0,O,0.0,Hbtjsvfonkyluhfrsdcfiqa,AR,g,1820395.0,26.0,1-574-764-2311,f,D,wfjwaoxfhimowwttllvobqmvguyooodsgxktgykjwxzrclnbmhpt,Oracle
0.0,Svjdwmlundid,Usr12671,Tallahassee,345356.0,United States of America,,Usryzeg,hgmmvbvmblruhaczmodvpbnjigiebijsexntmcorengqdgejtrnora,302.0,O,4.0,Ttondotvkhdrafornnl,ND,,,86.0,1-212-120-7998,f,S,Fwpuvkfdmfasylkgumkgqgrlgafyhxfrppsbnyivzshflsfkozustkvrkvwylcfytncoxuma,AptarGroup
4.0,ookaoit,Edd12672,Huntsville,,United States of America,3.0,Eddyxgqa,HDSONAGLXCIPAGJFPLJOCBWLOZITQBFKPDKDYLUUQEMKHICCZQBJRVVQNHRRBNEKDPGO,341.0,O,2.0,Natwcost,NH,,2556151.0,40.0,1-423-613-5964,m,M,Tbhwfduwqgxlarspfiokkcjcpocnmldztqibttavcmogdibltofgbhfdxovvlbopfbo,Regis
4.0,zbqqzh,ber12673,Sacramento,134192.0,United States of America,4.0,berhbgnfcpluhw,Swjmahrmpasjvpmsezijjjrirbncmnchkjnrmcjnfdsl,641.0,O,,TLTFMENRSOLJPIZIBBXPQU,GA,i,2376379.0,78.0,1-989-915-3207,f,S,Lpdyz,Legg Mason
5.0,Xtpence,Ruc12674,Salt Lake City,192709.0,United States of America,7.0,Rucrvmxxgvpzkec,TLSJLTIYFHMDUKMGADRBNLJCWQXMEHLEGMNDNZJHXNXPQPJRZEG,465.0,O,3.0,Bebyyvamcjggbancf,Quebec,P,2394348.0,47.0,1-472-735-6937,,S,Snszpsyqbjsqdziuukmzsexvjkxl,Synnex
4.0,palyvcni,Ldj12675,Tucson,374912.0,Canada,5.0,Ldjqql,Sqhaoo,728.0,O,1.0,Rxqysujnnmbog,Ontario,F,1771397.0,4.0,1-180-277-2838,,D,Nryrkiumsegxbsdbmbvnesiyrsuwmdjokadvoxbpa,Snap-On
4.0,,Olx12676,Baton Rouge,418432.0,United States of America,10.0,Olxazqmjkxlqgoxnllxyujfnqxkvc,WZBSWXNEHVZWUSVZZFZOOISJKMEVGAGUGNYNQSHTVWFQRDXLCVSKVKZWELY,314.0,O,0.0,Uhlaoajbfbvspnnjqacil,MO,,3881408.0,35.0,1-172-554-2831,f,S,Djcwlvqgcjcqygfliyxelxapos,Autoliv
,Nbwgijhhinz,PSQ12677,Tucson,,Canada,,PSQURRMPBQDYZABJSODUYWRCBFPNWR,HGBVVYFYODDPTSIWZX,717.0,O,0.0,Kqdbebjof,CT,,1894706.0,10.0,1-170-383-2382,,M,jmqwtnoqrroaqrmrluoroj,FedEx
4.0,ljcmhdvxqtzo,ura12678,Montpelier,24007.0,,1.0,urakcghiratbitfkfvdmkesimgts,,696.0,O,5.0,IYRUXXHUQLNGQJ,New Brunswick,,2036747.0,3.0,1-754-989-3445,,U,Rnphkkrfuggpanbznkozbxdmcupepmvnumnefapdqfbcsur,Steelcase
4.0,Feulqquxhe,DNP12679,Laredo,325727.0,Canada,0.0,DNPHHOMIGVOCKSQRKN,LFYMQBYSGVVYGBLARFXOPRQ,751.0,O,5.0,Rdzisposqokikwnhspqmelurzgs,ME,G,2817563.0,72.0,1-409-903-5965,,U,Idpnv,Teradata
5.0,Yfvrfh,Ssb12680,Hayward,70731.0,United States of America,9.0,Ssbipyhunvhwxrzxius,XUDWEOOSWVBAMLOVCUR,628.0,O,3.0,JMOZWDTQXXMCOE,ID,B,13255.0,5.0,,,U,Jibvfamtybgwiatzlpfwbvhrdajvcoqthfcuwnqrmecpzhhthp,Fiserv
0.0,tkimxbae,RTZ12681,Fort Lauderdale,50373.0,United States of America,2.0,RTZIKNVFUCXEU,Vpcfigewphysjoijqnovbieemrnycaqurqtbwczynsmusgdaivuglsfazfycwsuwgxr,468.0,O,5.0,Sgkzxdhnelvcyvvdt,WY,,384474.0,45.0,1-784-657-5164,M,M,Kewwqhkyttgujoapqocvfsjodxcnzcaciz,
2.0,Kybaqrar,blt12682,Bellevue,41649.0,United States of America,10.0,blthstqtktzgqrtt,Ohmaruhvpeejsshuqrgvfbwpnbjgkzjesxobgcbjztsazksyiqbutdrbfrtbmcxdbyecokg,512.0,O,5.0,Wnqszyh,MN,u,842697.0,38.0,1-883-575-2377,,U,FRKHCLUNTDRPCXDJPXVWWKQCZVPECZEECPQDDIBDHJHAEPXLKD,Ashland
0.0,IYHXATWNPPYX,Ncv12683,Allentown,182537.0,United States of America,3.0,Ncvitkle,ESSMCHGILGRTNSKUYZYUDMIUFZVMLVEXJGDCORIWBPHBMHGNKQPWNBQUHZAMQBTTP,833.0,O,2.0,Whqpsfoowcqtfqooauyi,GA,F,1615869.0,8.0,1-228-829-1418,f,U,Atdpydwtchqltyzyermlumhypvjijzqroh,
1.0,Inkmwlgoxhaq,Xxu12684,Fresno,201659.0,United States of America,8.0,Xxujdi,NBNRBXRTHAMGQCZKFAWCZUEHSUQEEQPCGZZTZHZQUTMNLDJFQGWKQPJBMMFIIKEELWJE,809.0,O,5.0,PTVZGMFFRHEUJLIITCXVKLJM,NH,,2806028.0,88.0,1-746-384-5333,m,M,cioabtrmpqlkcviewsuyzoekfaakuqhhksemdemfnv,Urban Outfitters
5.0,Jlncgficw,ZLP12685,Jacksonville,470515.0,,3.0,ZLPNLXPEWRAM,QJWZXKJDNONHTULITSTLRDGSMTOSPLLRKEHMNBWNLZAQVZMHFGRFZGSWIUUPHKJIEE,539.0,R,5.0,TBDMTNNMMVNBQVEL,AR,c,2327223.0,3.0,1-598-289-0069,,M,Dcwigiwmcxghcf,
2.0,NTSCRYIO,Czi12686,Pomona,139847.0,Canada,0.0,Czipkfwaruj,Rasnwoiudlxmclbnubukdazqqfwiawm,398.0,O,1.0,Zwvjj,NV,,3062863.0,5.0,1-335-942-0102,m,U,Ohlsojpozespdcqekvvcnibnpruzatolsuunmwympoxshizairdhlhsphfteoevyegibhvknlkoux,Genuine Parts
4.0,vukkjubuy,Bzw12687,Mount Pearl,389858.0,United States of America,4.0,Bzwrwmuvihnwjjpgrhgvo,bmvryypbggmobz,500.0,O,5.0,ythmqzyvbvkviewqepong,MD,D,3665104.0,13.0,1-683-792-2185,f,U,,National Semiconductor
3.0,NEYQCZNH,ILX12688,Mesa,125117.0,,9.0,ILXUDSORUAXFRSXPPLBEXXOZDWR,DKMLPVWAWLFUVMTKOTHOZBUJQNASOMWDNPPRQBUQLTMSXYNSXMSMGRKOOWPHTRMRPG,665.0,,3.0,Nuhhfqmcrmabfapdxrpaufqasmg,Ontario,,1909287.0,19.0,,f,M,Jwiuizitubpcddoxeycfroxfoojkvbhhdizfycuzgqcigyjwlclghuaimjjylwlpvhytofgwbrsd,Harris
1.0,,Zbi12689,Baltimore,348702.0,United States of America,9.0,Zbizhcpuac,aqcxjwcwvcirkqqlxxjhbahmwjrqnqgsmvruohmwklrixxfexk,592.0,O,4.0,clvmmwwzqfou,SD,,2255175.0,98.0,1-031-027-0883,F,U,Zxeudougjdmlhptlxvjanaicwarxbsjiv,CommScope
5.0,AZESHAA,dox12690,San Bernardino,269794.0,United States of America,1.0,doxskvgrrzsf,Cpepawfap,842.0,O,1.0,Wtvedtillfnjrbqmlrsmlh,Quebec,,2252741.0,50.0,1-684-413-8421,,S,Slwpkevupfc,
1.0,Aztxzhrlu,Upq12691,Buffalo,182061.0,United States of America,9.0,Upqmrcsynatvafbeob,Gbbqwhhidftxacuguxtvsnpxhobvcqsmukknxgjkrbigsodlkmtgnbbv,644.0,U,0.0,qxchsdmamoizrpibosufwqdioy,Quebec,,1403297.0,52.0,1-132-694-5945,,M,GPPJTQFW,Duane Reade Holdings
4.0,Ktgvn,GMB12692,Topeka,425074.0,Canada,4.0,GMBGDZWSLYCCABVPETNGDPIWJTRW,Bwyoxxvnyhklrsupqxxkyqkltiflljpgngoynddlnenyzfdvkukltk,787.0,O,3.0,Uwjorelmlgjprdokxyoxeh,SD,B,2960380.0,38.0,1-323-166-5431,,S,Wuewkhfklrtiplltlphe,UnitedHealth Group
0.0,uxgjdifkvagg,pnz12693,Santa Clarita,63781.0,United States of America,0.0,pnzrsuog,Lvhpyffkklihdvtndhlvnwgvuxunbtyagkezbvrz,847.0,O,,hrjwyvczmeijfhgkaxerlbcgyveurp,NH,,472668.0,70.0,,f,U,Wmiuqazh,Constellation Energy
4.0,Kkebchm,IYT12694,Idaho Falls,315743.0,United States of America,2.0,IYTBVGRLXFMHGIUYXVSINALWEKI,eshls,375.0,O,5.0,Jbjgjrzreya,VT,Y,2767831.0,63.0,1-782-140-0745,m,U,Oyyuxiiqbdgdppkxwgiapokuzbfzhkiysmhynscunjicefbcizaxlmzoocwd,State Farm Insurance Cos.
2.0,Qvuneiyv,gck12695,Henderson,167074.0,,5.0,gckrxscbtqvpuclgpxmgbemmf,Wowjlwhydmhdzhdrbsgnvmedozmqoddiynu,696.0,R,1.0,Btzinnhti,Quebec,S,1995301.0,26.0,1-524-316-5048,M,M,Lgwmlvlawdvkpxbmjzxcmialg,Sanmina-SCI
0.0,Xwuug,qil12696,Edmonton,413027.0,United States of America,1.0,qilbi,onkusvtgnytxkjpotsmqmpzvwimemyjpajtcgqkjlptdjvikdbedmpy,682.0,R,4.0,NMHFCDDFGWKOQLSYGSP,NV,,1349377.0,98.0,1-305-061-2720,M,W,ruqfvymzadjeynwxgleivesrpfpnkicamhdngsqbixkkxacgfdemusjqladjkxuk,
5.0,Wwqpin,Hvg12697,Regina,,United States of America,2.0,Hvgicfzoxkqentplnf,Ignfxwkdapkfszssecq,660.0,R,5.0,Habilsk,British Columbia,,2818087.0,46.0,1-100-031-3414,m,M,xmaiikayxpwdrfoxwikscwjbqmaruiftvvkvgpmmhsvslanzyywjujoirqheueaieolnpjc,Eli Lilly
4.0,ulapnmffbm,zpn12698,Baltimore,497937.0,United States of America,9.0,zpnzxylqstqdqbvgasdhzqnpvbz,HELDAYIRTWCVICWVHUTPEVTCZEPQOJWJUHHCAFXBUSOIYMYJDJNFIENVTTLPOTEXIHENPIPOUVYEFXSH,510.0,O,1.0,Vtmkxegxwb,AR,,210243.0,86.0,,,M,YKFBAJUFEJMLV,Benchmark Electronics
3.0,Mdzfkofx,kiq12699,Tampa,248226.0,United States of America,6.0,kiqkfzque,KZXQKRXWHPCC,841.0,O,5.0,JZNKEBAGVUIMOCGRXXWDT,MO,X,2718213.0,89.0,1-998-229-5738,M,M,YUIBEPVSKBPNTEVJRZFV,Mettler-Toledo International
4.0,Xvchzscwvmeq,VCM12700,Portland,377629.0,United States of America,1.0,VCMBRMX,Tqbeyck,643.0,O,2.0,ZIBZJUMFWBAFCIKLHTGDYYVGDCBCAO,Nova Scotia,,2849177.0,57.0,1-493-368-7186,,M,Aftnwupedtnk,United Parcel Service
