AgeID,CreRa,AdLi1,MarSt,NeWor,LNa,MidIni,A,FiNa,PosCo,OwORFl,Ph,Inc,NuC,NumChil,Empl,NuCreCar
Puv14584,446.0,Pjzaewffedfkfgcuskuvauwkqwjem,S,2636952.0,Puvdsgljxyrksyiimku,,39.0,EHEOOVBEPXSTSGKOORJDPK,WWQRV,O,1-701-281-7285,264211.0,3.0,2.0,,10.0
vey14585,,,M,2625564.0,veycfpzvstkeqmehrozq,m,37.0,WYMEQYYYFPTFFMRQRQUFZUIZNSTUAV,JRCQOMHS,U,1-674-127-8910,289076.0,0.0,4.0,Trinity Industries,8.0
ndq14586,538.0,WXXZZWPOOKQMVZSXOVOYCZQLENNFOX,M,2685352.0,ndqyszemwz,,78.0,LWIXXYPZETXSVA,Fshyomnotyi,O,1-543-646-4180,285596.0,1.0,5.0,Shaw Group,8.0
Sul14587,477.0,Gggzthfjbjygptnbabsfzwaoxjcfdutsmldwjixyfgxfvudfeci,M,891136.0,Sulbcbhbbprwkqfpxqquvzrd,Y,55.0,DJDDSWPLZGS,AFKIFOMXKWDZ,,1-029-447-7753,,4.0,0.0,GameStop,10.0
ZHK14588,592.0,dnosevvucugsvcdczhanldyuvlyobx,S,,ZHKOWTRWWKHDCR,S,51.0,Hcjmlivimssvaleutqnvuovexrhspo,fqcpquwmo,O,1-399-399-5101,242760.0,5.0,0.0,Clorox,6.0
ppv14589,736.0,Kiilhvujvywcpbydmkgbbejqfrizpsuudssdrfcritoytrkaekgsybpdxtoludhdbtgkrmma,M,3489600.0,ppvrltfdmtsb,q,92.0,Mpjqzmwxmdxakbdwuw,Qnrsigyeoikn,O,1-199-242-8503,265127.0,1.0,3.0,Toll Brothers,
blo14590,802.0,Xajjddupouzbueishxpywlpkeziefjldnnbnjgtqaipssbeabahqfzdvpuwhfxfpdebf,D,3939204.0,blocbhuztirkscgpwgewq,P,55.0,Yacdyacqkofmdjtahtpvfmzzj,XJOVU,O,1-183-554-4181,,0.0,,Avis Budget Group,2.0
Nrb14591,359.0,YHXTTCHHKQVJXXODMLPZGORFTRDU,S,2684513.0,Nrbvpbrssck,M,31.0,Vorerptmlalv,AANPB,R,1-210-559-3189,136539.0,0.0,3.0,Verso Paper,2.0
Qiw14592,386.0,FGTSYZXVIAILXRGHITDPLMWRHMSIOCSYXPDALKGXPTTYYLFDGVFXOHYWUNCQUNSQPCT,M,313350.0,Qiwzua,,26.0,Dphvzv,Jnocneutmsnl,O,1-151-016-4201,469077.0,5.0,4.0,Exelon,1.0
coq14593,406.0,Ktwmcecnpycavhzrmvmjbazmbywshcqtgeiqwzfkzfmhek,S,3545904.0,coqwquxixzjiorw,C,58.0,Jpvobfrwltwqlpdukhielpmpcaxon,Jffhjnjys,O,1-678-957-2408,413210.0,5.0,5.0,Spectrum Brands,3.0
Trr14594,733.0,dwzjwndcvwshccempctqnsxjejscsqshdkxdkutzfywbh,U,1065054.0,Trrdyudkvcglaeclmc,,52.0,Hnpfxaehcgwglneulov,UOGRPPDQFJM,O,1-729-818-9386,447061.0,2.0,0.0,United Technologies,10.0
TNJ14595,,,M,3511303.0,TNJLIGFYGXBYFJFLRVFWZEPPIT,z,95.0,Tjwoknklnotfjqp,,O,1-164-559-7919,73800.0,2.0,3.0,Thor Industries,9.0
Ppa14596,308.0,Ojhijwarqikldusipwnavollwdqsjxxpobsjojtnubkmxgribftnmtqibimuchlzmxpsgjllzw,U,,Ppadarvsstzpziocwfao,L,77.0,ffevznmhvyxgtw,Dfjryywwh,O,1-044-310-2778,35763.0,2.0,4.0,Smith International,6.0
PJD14597,,Rxjgvbjpithuuc,W,2243229.0,PJDUWCAMNWLKBYOFELSKYALCWKB,O,28.0,Mbaqztuowqh,Xjolyiqpeml,O,1-778-988-4737,277034.0,0.0,0.0,Ruddick,2.0
Tnl14598,781.0,Agwxqjarkhgutgzeurivrabxrlqysbxgoztduviajqhviekxhzm,U,3716862.0,Tnldevfttdsyhalianeubaso,T,94.0,Avapquxjvpyezqxaqqfjmtbbh,HZTRVYD,O,,432145.0,2.0,1.0,Verso Paper,3.0
Opi14599,654.0,giwniokwlesfjuojvxrfarlqdipzokrlvah,D,,Opiilgy,,92.0,ZOUXFZBKNVOLDEJRAT,sjisv,R,1-062-347-1046,491170.0,0.0,2.0,Enersys,4.0
VCU14600,633.0,VLYDKAOZCMQGXPOGERIHBUCBGUNWKHMBWMSDTEDRZTPUDWEOSDTVHIYDAMPUYDPKABTVYEIL,D,1057272.0,VCUAZXRLG,m,28.0,Cosijarq,Ujgxgglnto,O,,81831.0,3.0,1.0,Xilinx,4.0
Wjd14601,494.0,,M,727385.0,Wjdmzjbtbc,J,67.0,Hhwalsnvsnxbdixtgsgxmv,Dhdyorjve,O,1-912-003-9848,304113.0,2.0,,Great Plains Energy,7.0
ISW14602,499.0,Vnurtndbvwvlrtezay,,2211109.0,ISWZWIAMOFIAEHUYXRH,J,,Lsesibhksyyqzofupslekq,ELWHIPJ,U,1-938-926-2102,408975.0,1.0,4.0,Wal-Mart Stores,9.0
Iou14603,428.0,Yfzcmzpstomzoqpoanbiuqlezwmxnailnkigfch,D,3792110.0,Iouagonbsuzqawnhaxofasqilwjrot,,72.0,XXBKONKVOFUHHQKGZUJ,LPVAIQUJJW,R,1-858-004-9751,89202.0,4.0,1.0,OGE Energy,6.0
QXM14604,484.0,Rklohtrnleybnep,D,2869952.0,QXMIEBABFJYTMVWWGD,,61.0,ATAND,zjqcetcm,O,1-330-851-6170,47012.0,4.0,2.0,Energy Transfer Equity,8.0
Tde14605,490.0,Dufrjix,M,648115.0,Tdepgnegotendkej,,14.0,Fojtdybpctnpvnjtdrdnxurcjtfm,NGRUHG,R,1-774-743-7913,252229.0,2.0,2.0,National Life Group,1.0
Nkj14606,597.0,dddorvkdimdmkhgwmsdarawnwtayxwnhlpazhzmeetwrg,U,65786.0,Nkjvxwtdsstlej,E,61.0,Wgxitidhmtcoxlfxtzrtngnwkujg,pkzfu,O,1-461-229-9879,220101.0,3.0,5.0,,2.0
WHQ14607,526.0,Tjgrlpxgrvskaexdfsvrqkspefqimboedgcrhwtnppgrkidznnzvbsj,S,,WHQVYVKGJBSJ,,4.0,Hwkxsyvjmubhkwvgdaafbw,xczrmgrno,U,1-035-703-2684,474255.0,1.0,0.0,H.J. Heinz,7.0
FRX14608,361.0,Vhjorisqrixbmnlwsscnyullnuygcthjuzfefoezovjiqmfbehxnumuflbfoxc,M,396359.0,FRXRPRPNXBPMFWQCSCJSCEYC,i,55.0,Lovvrazsporkrwfmmubhhdpbmwy,Jkdymbyjt,,1-445-143-1156,445307.0,3.0,4.0,Regis,0.0
Pco14609,411.0,YGCQDYQBGJVLUUPDJYQUYKGHQTWWPOV,M,3735105.0,Pcocadaestaviqrtak,,12.0,zzlnnrimwwgqwxpcbid,WQLMOBCOKCAI,R,1-403-138-3145,324443.0,4.0,2.0,Solutia,8.0
Bpf14610,346.0,grnfkpkucratoomnvkzzxisjylitgdvlixewqgouqwjiusirfhqytawdvfduxmuvnkdnediostzpc,S,3958848.0,Bpfnuevfszbtyc,,46.0,pmsfqovwcvsc,FJCRCX,R,1-114-288-2896,171237.0,0.0,4.0,Sprint Nextel,4.0
SSS14611,463.0,nhmykcsxkjgpeolgjamdflcmmfxgqcxgvfpxrbcwrxnsii,M,1753761.0,SSSREWDBHXCIFACVUVRVHVJL,k,,Mnifdkparnlvs,NCDYRFNCH,O,1-543-943-1745,50782.0,1.0,0.0,AptarGroup,9.0
vea14612,791.0,Tdtgbuyfpnthpbgqkvpuovvvg,W,2533582.0,veacarweeq,,77.0,Vbvcdnbbgmyp,scojmfofu,O,1-007-590-9847,402529.0,1.0,1.0,J.M. Smucker,6.0
utn14613,462.0,MHJGLRAIDGPYFWRCXGATGTBAUTAHBMNSKEXP,,2004662.0,utnuasnprkr,U,45.0,JBIJCBJQ,Xwunafm,R,1-859-099-6632,29840.0,3.0,1.0,MGIC Investment,6.0
Lsm14614,782.0,Dooxqripwlfneppvglowmrmiygdhqlsallgbhrsfkwrlxfhmazwuomondy,M,2413885.0,Lsmtglxhmbqaauqbjqnnqs,F,52.0,Uqssuwuipp,Ortaianonps,U,1-094-385-6081,3663.0,0.0,2.0,Sara Lee,10.0
RLJ14615,336.0,hpapqtdkunjlkeyynlgijovvwwefrhablfjtilnzodbrtjxarcrx,U,1393310.0,RLJVURZYXLZEVJAU,I,85.0,Ptcrxwaxbsejipxherh,bdkciqp,U,1-893-934-5982,,4.0,5.0,Borders Group,7.0
Pit14616,766.0,Veetycmfezthnmqndpeljfdcgkzgknu,M,,Pitmbdivubp,,51.0,OLFTSRKJQR,pnawqxbm,R,,363018.0,5.0,1.0,Plains All American Pipeline,0.0
Iml14617,412.0,Xchljucsfgmhspy,M,33101.0,Imltlsuvykogvpojsruhklsrp,,93.0,Lxebcohjgqptlciql,Ggtsp,O,1-344-059-4514,,5.0,4.0,Gannett,9.0
Xbl14618,710.0,NUESYYJKFYRHNSIHPVHZFAZGIIBMPAFNIWTPVZSPTGFBVOXXZJDSQJBAMGINENISJFTVDBBK,S,,Xblmljdzqwholafe,,20.0,SMWXXCOXHRBHFPNXORKYZUJ,qgdrhwqm,O,1-490-711-8961,220378.0,3.0,1.0,BorgWarner,7.0
xkm14619,805.0,czupiyvpqijycocqvsnaezrdladunccwfwhtvbctacbvocwwpvqcunovnjdothzrngkoye,W,2884324.0,xkmcqvwxmmwx,c,2.0,QEDSIGRKOOUB,Inoscdgcaivo,O,1-672-493-3090,217505.0,0.0,0.0,Continental Airlines,8.0
Fmx14620,469.0,Tgwxtdeinvwydrwmfvrfgxmblrosvwohxatfumtuwoxjgneeypndclwvcjolbaut,S,333602.0,Fmxktkzyznjznmewmc,o,12.0,Aowmujk,ITPZI,O,1-860-400-9374,114818.0,3.0,3.0,Sonic Automotive,3.0
Rty14621,828.0,Qjzgussbisevxvkdnxftixuceiweqpilgaffraqrerdrwytxrsni,W,1350457.0,Rtyjmrubqdfl,,35.0,VEAKAZVGALGTG,fvufohac,O,1-716-466-9946,,5.0,5.0,,
Loy14622,626.0,ONQFBCRJFCMUAMHOXQUNAEJIPXADPVFGCPOBXKAPDMQWOFRVMMENXLHABEEBSDPUWZDBPGH,M,1910740.0,Loyxhkpfvpemjgqarasmde,,30.0,APUOXNFKUDL,RBWDDQGPUQ,R,1-468-743-9917,216953.0,,4.0,Graybar Electric,10.0
Jim14623,324.0,rmhbalmzwnrxzfswjdwfmtvegxuiddogewwkca,D,3017768.0,Jimxwrtbxnsytdyvcfm,,18.0,Vqxflhxe,Twcgthqivkr,R,1-161-249-8519,445384.0,1.0,3.0,FirstEnergy,1.0
jkv14624,678.0,,M,2491362.0,jkvsqds,,97.0,RRDQSYOVPZLWYJE,egmgywrwn,O,,249221.0,0.0,5.0,Frontier Communications,3.0
Gcd14625,368.0,Yuepxhkwiubrelgvfcsefxwiivduckysvelpmgdaqu,M,2104515.0,Gcdanbmnvvylrasbw,X,,JPRYGGS,XDUHJDAJJ,O,1-505-949-4890,419656.0,0.0,5.0,Iasis Healthcare,4.0
Rlg14626,538.0,Qegpjkpqtknuzmpbwmizlxmpcnztbzknlmtiwbufjnuesicmeygjpqwbztxqj,D,418746.0,Rlgywrhqfvi,,46.0,Qxwilygrimtilyikggkbnfiuukcmq,Dubar,O,1-807-656-7684,184873.0,5.0,5.0,TIAA-CREF,5.0
yre14627,482.0,Byngdmgmqckylgrhvxkgpjdbuzviiqdrhcsrdstamnfksvatr,M,3712524.0,yrelhmgrhr,,83.0,Tqrxgr,EEAXIBASK,O,1-301-442-7890,128421.0,4.0,4.0,,8.0
Emb14628,514.0,Wjlniojcfataaqe,M,764415.0,Embdockgpcmpikbadxkjxvtpwzmwy,,97.0,uvzzsvxhnb,VADGMSH,O,1-669-857-3748,295902.0,,4.0,,0.0
Yiv14629,440.0,UPOFOCDZAXCIZTHSBHEUI,W,,Yivtcp,B,15.0,Ajwdyk,KBPJT,O,1-760-499-5716,197675.0,4.0,4.0,Lithia Motors,4.0
nfe14630,789.0,qzlfcwbvsagmgwlwsihtahluyeyjpkonhcfhmgqtrmcevscdfqvtutrwkuniroezzdmsdnnoutcthigh,D,1465218.0,nfevwb,,100.0,pixxfjgqkinemtsgytnqz,Uqlezapkbr,O,1-552-088-7046,,3.0,2.0,PC Connection,1.0
CVM14631,326.0,Dtaxjyizeqgjmyjntsxfcfywqqzginuacfdn,M,,CVMDYENRHXRRWFKNZPMPJVRQYMXSYA,,49.0,CAYEVRJMHOIBMMSBUKMKYTMH,YNUQYI,O,1-477-383-4898,277830.0,4.0,4.0,Airtran Holdings,3.0
Ovk14632,633.0,Gxptkknrfmrmysdegqjbj,,,Ovkpu,,32.0,Vuamquoawc,Obbelqxu,U,1-624-921-0584,326909.0,0.0,1.0,Bed Bath & Beyond,7.0
Ufc14633,490.0,PRKIJXGMIYZBIV,W,3646015.0,Ufcemboiqqnvidqktxv,j,35.0,uvehfvqcgbcdigwbzuzqnegvagzzgl,Dtboludmuu,O,1-958-846-4081,275612.0,0.0,0.0,Harris,0.0
MDO14634,357.0,QUOXGGGVFZXJGIOMDPNPPIVZOHTPJAPCNRNCMSDOLSBASSJF,U,3573091.0,MDOOPGGKNWQQRCTMEIXYVACI,,76.0,Tpvgvqaiaoer,Opqgox,,1-003-107-5976,347274.0,0.0,0.0,Levi Strauss,8.0
txm14635,721.0,Ytcpdeswtbmqmglfwsjmwhcgvzavqwxqjuefeamwfwwrjbmpwf,M,,txmsmyckoh,w,88.0,XWSQWKJGQYSBK,KOZBOG,O,1-739-658-4605,41483.0,5.0,5.0,Archer Daniels Midland,6.0
Atu14636,577.0,IITNQLMHDTBUYROXUYNLOTDGFSQRHEHYDPXJUQBECK,D,1874056.0,Atuwhvexnrmylwhadxrtyttazqia,R,84.0,Uhgxdp,wnkit,R,,268579.0,5.0,4.0,West,10.0
hao14637,370.0,BAVBIAZRUEKAGJNVBBHFUPADGAKETPZEDCGWXDATKSZVEQCKTUIHVZEWLRQUMCIQB,S,2367447.0,haouupjrsreninml,,30.0,Erxaawrwswhinfnudcsglbltlwqutv,rgngmr,O,1-715-682-0758,231100.0,2.0,3.0,Unified Grocers,2.0
Uyw14638,336.0,WHVWACMPPOJKXKTTGRHOCUGZGNDNJROJJDDPETYN,W,1221948.0,Uywcmgmobsz,n,28.0,AAMFZITGGNBHYCISECQUTZURTWGA,Xmmktmdrioma,R,1-068-907-8755,495365.0,3.0,5.0,SunGard Data Systems,10.0
Jsc14639,377.0,Phljgmnptoolsqvmwbubmscmdabyonmqglzhmmuqreljhwcoanjojg,D,,Jscbusegfwurddcusiq,,76.0,Wfbxunivfpdbafejfhvsjkwno,Azmvscbbo,O,1-094-885-0076,110979.0,1.0,3.0,Ball,9.0
Ksf14640,780.0,OYEOYYMCWVAADPBYMULEUVKSVOTPFKVLGKNHEMXAJMDWWXALHDHOOHIJNKYUZECAEAALWSQCMKUP,M,,Ksfztaduvnfbngpxq,,56.0,eqwry,,,1-051-574-7203,415595.0,2.0,3.0,Southern,3.0
Nvr14641,447.0,Jmqxldijilgohidhxao,D,595297.0,Nvrjjqjprqvtuibknbzvank,x,79.0,ylukntjskgbcqkurgg,Gqqefr,O,1-735-730-5443,252815.0,3.0,4.0,Genzyme,5.0
bwr14642,,Zrhxunpdszme,U,3738264.0,bwrmxcqdmlqwfmwgtdlbqncjfibbr,p,72.0,Quzvgerufjabohmkjveafvvotsgkot,RANUBTEUGV,O,1-676-811-5854,184128.0,2.0,0.0,Alliant Techsystems,
Eqw14643,708.0,Cdukgbftkcqnmpbaeqimqgkajdlxihx,W,2554629.0,Eqwsxcbpjffusedpnillwfoywmtu,,72.0,Zuechdjgaoammlu,Gpetxi,R,1-738-732-7567,489050.0,5.0,1.0,Fifth Third Bancorp,10.0
FEO14644,654.0,HWSGERABWVSYEKNLBVBAFKT,M,330915.0,FEOWQPJXSXJJXULNSDEZ,,70.0,BQONZCIFMMAFOYVEJKRWBYPDH,JFVRNIZ,U,1-729-528-5633,296964.0,4.0,5.0,Sally Beauty Holdings,8.0
HUB14645,769.0,HKXQYYYTRALEAXUWPRMDXLYR,S,1494641.0,HUBDBOJOEXAFRKCDZLHQUFNQ,,19.0,tykpdtikayhximlhlke,Ifjnfkfsrcix,U,1-189-694-0836,476534.0,0.0,4.0,Forest Laboratories,4.0
DVA14646,462.0,FAMINPCKRQJVACIVYJRCRVCYTCRK,M,2608549.0,DVAPGWOLNWYNVYCJTCVVJNXNPFVM,N,44.0,Vitqrkzx,mldyghnagg,O,1-887-284-3059,131970.0,2.0,1.0,E.W. Scripps,2.0
Weh14647,608.0,Mjizbdgvepgannukbmbnpjxejhwlmrmfqmspxp,M,527643.0,Wehdcueejb,,47.0,Huuxpsvcmqvlirznjknm,,O,1-759-092-1958,351997.0,0.0,0.0,Interstate Bakeries,6.0
Guc14648,809.0,Lknotupumerofqgurackgmliaqwsrnqywdfidjtkqrqlorojipabnmlckpgjlymfdvottalwu,M,137585.0,Gucsvwusfsh,d,21.0,Cqtbccibmirwqhwtaagm,pxmqfqcs,,1-865-466-2375,35705.0,0.0,1.0,Sanmina-SCI,6.0
Cif14649,371.0,tbqwvklsyipxacwnscanoawdopkd,U,,Cifjpwkhzzkditasy,,44.0,Qrrlwsuzobjfiieytqoniqueju,luwlhsjjo,O,1-360-572-0156,196124.0,0.0,0.0,Phoenix,8.0
XUT14650,663.0,Jcsfqfccbcgqhpnqwga,M,3326727.0,XUTGRMKEHMEAONHJBLTPZKP,,94.0,Espidyh,Snguw,O,1-515-200-1894,152413.0,4.0,4.0,Sentry Insurance Group,0.0
Tyt14651,650.0,Tzdvduhkjajczctocicqknvhfyihagkaiqw,S,643888.0,Tytsokwqwiwhmzj,,36.0,Qphmmbbk,nlkwvyafvbx,O,1-310-044-0592,101915.0,1.0,1.0,Toll Brothers,5.0
KQR14652,401.0,OLUNTBQAJQQCZADBDDAWHUYKBSORNSNKENIPLPIZXJF,S,1902404.0,KQREIKQVGQIWSII,N,57.0,BTGLT,xwnoxcwcy,,1-664-346-7608,442774.0,0.0,2.0,Medtronic,6.0
hda14653,594.0,ILOBAGJQUTSJZNKYNVBXWLZSGNBJHTVPXSRYVJBBIMCEQGRQKNHRVKVXF,W,3185649.0,hdaxcgelbmsltujvapfq,,11.0,DSSFDDFQENVBIRSOMADLPJ,KFTQLARHR,O,1-638-427-4388,257670.0,4.0,1.0,Raytheon,2.0
fvp14654,450.0,BGREAJBJHFRLMXZWWBHBLCDHZPIBMOIXFDBLPKCSZA,S,2892426.0,fvpydddfzgsgrvbffrczntsjbk,,63.0,Rgxfghocbndlgcbliglojoxhdf,Bjgbcpepznif,O,1-800-958-3141,132470.0,5.0,5.0,Dr Pepper Snapple Group,5.0
afj14655,714.0,Zjfnyjhlxlkewjwjvtorsvwgsaqyeliccsuzwsocnpyaaooogcsyacxjzzfpesh,S,3254308.0,afjdaecmwjffcmmnjnqlhkzyxuhowh,g,32.0,Mcjqj,KJWCIOXV,O,1-870-512-4814,93566.0,2.0,1.0,Annaly Capital Management,6.0
mok14656,617.0,Gcmlladtyffmbb,M,3227948.0,mokjojepfslpokdwuujutwk,,15.0,ibqfxdcnmvrap,wgwzyo,O,,266343.0,2.0,5.0,XTO Energy,6.0
SXP14657,540.0,Rcppjvktobilrmkgndoeijomdd,M,363113.0,SXPZH,,62.0,ixbhrbgyvlqpvzrtsizytvc,VPZIZQPKTNF,O,1-097-135-2411,124101.0,3.0,0.0,Sun Microsystems,2.0
Trz14658,608.0,QORLUWREKFYCQKRSCESFBXXWUVNLLRWKNXGCNGOZEGFNZHEIGAPSSFITDQDAGWUXZ,,119980.0,Trziwwj,d,72.0,EDXDDYWOZROUHKOW,Rxxxwqtgi,O,1-218-315-0385,359437.0,4.0,1.0,Joy Global,
Uvu14659,734.0,JWXZKWXJSXYPWZHGDLBNEEUODDRMWEKGZLLGWMGOCXWCWHFGUCJXBZYMPK,W,3711995.0,Uvuojihhevbynwthjuyymxphunj,,16.0,EQPAZWYESLIPNVFJJPCQWQQYYDDDOW,Issxtlsocnmr,O,1-244-737-3835,167917.0,1.0,2.0,ServiceMaster,6.0
Foj14660,542.0,,S,3846100.0,Fojmigydykvwdvrtnbfguwnwgdijga,C,21.0,Stebktecfwpjpvd,Uwsdrkcdy,R,1-341-721-4746,230834.0,1.0,2.0,NYSE Euronext,1.0
VJM14661,,Ybkaqsnxjeklchaqumcphpqzgfrnuofwozxtaagpfkdkmsnkuqdhdhmcmjokrpnlsjukjyropvslx,W,3538749.0,VJMXZTPGZLSECJTYJJBVXZQHVVTEQL,,97.0,Ufjlugyooaqtqabehk,MZEOZG,O,1-161-161-9941,467629.0,0.0,4.0,,7.0
Ibg14662,,LCRYXEMAAHZHSAGBUDRAHSFXNWWODJNRPUQJARZFNVXQPCXBNDEWFACZEO,D,707357.0,Ibgftrcpwqyum,f,11.0,Gjxdrwqadbvearqnhpidnp,qyzxjio,U,1-157-220-1778,207726.0,3.0,2.0,Ingram Micro,5.0
Mcf14663,818.0,MWUIBAQQJODCMGFODTNPTQXFSQQIAPHNCPIBLMHRMMFNLDJDFJEDTYLKNRYTRERYBZMOXKJ,S,3903855.0,Mcfisvptcrqafnbjnbmjmt,,75.0,zcjxcambbgoxvjixwqncdkdhpar,Hbgoj,R,1-791-575-7037,264067.0,0.0,3.0,Ametek,1.0
zez14664,674.0,Wwrqdbipdvwmuoshvpckjpgemgxiempxdvyitcdmiyunmgcyfqjirm,U,1389922.0,zezqjgnqcnr,G,44.0,Vrflvusginoqpentxxatknmcs,Hbbiiol,R,1-423-592-2521,301800.0,4.0,2.0,O'Reilly Automotive,9.0
xov14665,657.0,Jthbiuocpzmjouwwwhjerhnffsauvpeawqkwnvahnyxopdwwewicjrtwpvfpvlnxurucccdkgb,M,2442077.0,xovswznttqbqfdffgxautgrjoqqbt,,21.0,Dwqsjogcqqdxijbhjkk,Zvtixitxxkv,O,1-179-011-2426,449490.0,4.0,0.0,Portland General Electric,1.0
LYI14666,443.0,Fiysrozxsmrpdu,S,3105780.0,LYIYYQBLGSGJUMQNVWKPEADHAVQMNJ,o,47.0,STMJYCFV,nwlosltvszm,O,1-076-507-9578,94098.0,3.0,5.0,Werner Enterprises,4.0
BTF14667,770.0,nkssrbresmbvdssedbwfuo,M,168138.0,BTFKPR,,6.0,nagylocjkhkbtftoiwydkty,,O,1-746-555-0390,19811.0,5.0,3.0,DirecTV Group,6.0
Xlh14668,427.0,Yonklxugvxgmsylqmmeretixuctdzgbeqwyqafjgzkdsoum,U,2814726.0,Xlhwtanjihqsuryr,g,91.0,ROQIKBIENCI,ERXMGYVJP,O,1-978-048-3440,200756.0,3.0,3.0,Dole Food,9.0
hzr14669,369.0,FXCWTQLPVOSHPTNVWSOQZQDUTWCPA,D,838093.0,hzrpcyzbnhhewuzehqqwa,o,89.0,Mtngunbjdipgyydnen,DXDMT,O,1-802-074-3635,188395.0,0.0,0.0,BMC Software,6.0
ZMR14670,,prietfucauphekvfpznbwriwqiclhsnvdykjgdvdwyconqxzkhcioy,U,1483678.0,ZMRHYEWJUTT,Y,72.0,XKLFUSUZVRONA,MAFBLJ,O,1-841-446-3941,277585.0,3.0,1.0,TRW Automotive Holdings,3.0
OZP14671,468.0,qroynrwhtahpkxhoabetbbjchiigpswbanflfbzlomhuxivrjju,S,3915741.0,OZPUJBMOGTZJZIYFFHT,,30.0,BIXGIU,Aofkgz,R,1-486-865-0582,461910.0,5.0,4.0,Weyerhaeuser,7.0
HCB14672,318.0,EMENAYQXRQLNPDDRKLOYLWVXOAPKFDVWVLMRWRJQPQRTIEUZIVRMGAKFOTISDLUFKDF,W,2598354.0,HCBEWLTCPLRXIKKDPOWMCZRFWAKWVM,G,39.0,Wghndyellvjakwkdakrdukqpj,hosltfhyzuvj,O,1-758-815-4211,242659.0,5.0,0.0,PC Connection,3.0
noc14673,456.0,Yyftnptctzdlgrxuxucfvazyaragwssfsoibbak,D,2709769.0,noclbzqwgtuig,,,Wegjggzjzvktg,Kfqjdtjp,O,1-649-783-9337,125933.0,4.0,1.0,Level 3 Communications,2.0
Wzf14674,368.0,UCPTKXXM,W,129329.0,Wzfvrjepztxbyltiktvtuyhpppoyhe,H,,Kbpcmdghhvzlifdxtgitwa,rnnfrl,O,1-479-573-6059,116888.0,2.0,3.0,Comerica,9.0
drj14675,463.0,Jjhqhdhoyxcpmtqlvytgrmrhyxpcakqjdsomhpbmjfmwzzstrevjtrknjhgbylcmdl,S,1273194.0,drjbxiydznvqvgpban,,97.0,GGCECHWZZTPHSBERUMV,lyuvkzvsqqwm,R,1-265-076-2380,354989.0,1.0,0.0,Northwestern Mutual,7.0
Stf14676,530.0,Mkdntrxdwmuanjijvld,M,963706.0,Stfuswbmggvmitncnlobf,,83.0,Tihfyqxh,Dudpxqwwny,R,1-535-710-6067,255641.0,1.0,0.0,Tiffany & Co,4.0
Joo14677,360.0,Izfbafkotgmmtbdzbgwgjvgpvpvcbgropfabthckvglgcxckwiquqqucwhxgtfzxghmwkbvajrfmxbjw,S,868164.0,Jooqcahz,Q,52.0,Duwilf,bdosaoaz,R,1-238-995-9877,28166.0,3.0,5.0,,10.0
Pin14678,308.0,Wlzfxmievgfv,M,180479.0,Pinfsptgeuetvgrgssodmkp,,,Wrhednn,wcweacxeskq,O,1-938-032-5007,318502.0,4.0,2.0,Torchmark,1.0
fgm14679,415.0,,D,2879342.0,fgmne,X,82.0,VELMQRGLVLBZGCOLMQCIL,Nqrhd,R,1-339-648-7859,353988.0,1.0,,Century Aluminum,9.0
Ddz14680,758.0,,S,269606.0,Ddzaukwfmyeekmm,W,71.0,Tvvhaewoiglnqkiqevlcxkw,Kxlzmuz,O,1-875-937-6404,289278.0,0.0,0.0,,7.0
ARL14681,482.0,MZPUVOWKIBTTRQTLXQWFNTWODNRPBJSNRDLXWWGTIEVHCKRSJPOOTCCZNZIASJRONHTIZKXRKTRCJG,M,1145592.0,ARLFIGRWZEOQA,g,54.0,zmnnziydfjpxwrbeomrvtveokh,Rznksn,O,1-513-846-3277,274094.0,5.0,1.0,Northrop Grumman,2.0
VYE14682,591.0,Jlbhhpgzofaliovobalucdekarjsxghazeqlonanemrusktfbvqxxharkfhv,M,1355790.0,VYEHOPCVGJNO,,41.0,dgzyarrwiqbdlmtgohsmage,CWDRUWEYTP,O,1-111-085-3822,167434.0,2.0,5.0,Carlisle,7.0
Nbc14683,,Xebglgemilgexwusffw,S,2172354.0,Nbcqvonosbezmuxnwthafezubejf,F,2.0,Ihnhlfitejqioa,phpfnj,O,1-746-665-8420,366136.0,0.0,0.0,Pool,10.0
ANG14684,718.0,JWUEIVICQLIZVDHGMEBYMZNYJLZWVOZLNLGRQWTMVKZNGXOFOR,W,140525.0,ANGTQHZPPHUMVSQDIRLJSJWTCUFX,,79.0,BBEYRGWPQEXOBU,cbuyb,R,1-325-318-7233,445814.0,5.0,0.0,MGM Mirage,10.0
Och14685,684.0,Lqkoqrryvkfgdbbklardlzefmelbpkourk,D,915800.0,Ochkpnogqytqccbt,I,68.0,Srjatgcxaphdbp,dymfmw,R,1-876-022-0589,138382.0,5.0,1.0,Insight Enterprises,1.0
tsz14686,408.0,Alycrdeigtf,M,1005455.0,tszdjwujnrdubkwy,,13.0,Xqhvjligyuxpohtmxywrpa,XVRZBUXX,R,1-065-312-4871,44606.0,0.0,1.0,BB&T Corp.,7.0
GYQ14687,537.0,,U,1114686.0,GYQLNGYJPNUHEWBTMYGGFYDDWOMJ,A,73.0,Tcjro,Ocajregko,O,1-443-310-3390,,4.0,1.0,CA,6.0
