AgencyID,CreditRating,Age,NumberChildren,MiddleInitial,FirstName,LastName,Gender,AddressLine1,AddressLine2,PostalCode,City,State,Country
Hsq6894,606.0,,0.0,u,CACENEaaYWKEBMLsQOZMf,Heqwuko,,Dtprqdzfimzsfcbjfszerdcnkhawwfguniaibbnelwxijapdq,JJSXDPVZXENEPNY,Vyxst,Cleveland,Prince Edward Island,United States of America
Iqk68o5,957.0,31.0,2.0,I,ca9wkedbcfjn4,Iqkibtkx,m,,tighejcrvdazcvcmqhfnvncjlv,,Yonkers,PA,United States of America
tgx68o6,467.0,34.0,3.0,F,FUQPtSCMIBOMRy,tgxtiebuhndlwlmhbjopjcephiotsb,,Onhvkkcpciveifobneezecmorfxgejkjfadufibnhgobeaiyaxsuyqpi,njvguqajhtt,Ihqfbzmlatvh,Austin,IL,United States of America
Idj6897,921.0,39.0,3.0,g,QQFDBAhZO,Idycmdlotrpnsxkbwjdwp,F,vabqfrwsnmchusshtirmljtusgiavrmdqlwwmbvxlnmepmk,Wgtnkkqnkgarnehfaoctoeimgtomkhwverklltdrjrislwdyiipnazjvehgiairkwuzxdayop,Qgowoox,Madison,WV,United States of America
YASt898,710.0,6.0,3.0,,Bvzwnfijiswzzbjtjfp,YASLF,m,yzmljgbjlowulztcvardlbdkhuqbbxucnshckqcrqqwajaknkuyrbrrlexagifublohtfijagkgmqrze,LCERVHSCQWRIMQUHJUSWGWGP,ifugbsuhncpl,Erie,WV,United States of America
RFH6i99,741.0,17.0,0.0,D,f2cdvmoyzoxcxt,RFHLYRIWQLPJIXMYPHJXWMJWEQSNGM,m,lnquwyovjwepqhhiujdvnuefuzarvytawdfhpfdexihxwoq,Aywsr,Pjzsl,Scottsdale,MN,United States of America
CVIt900,817.0,43.0,1.0,M,Aadaeuvlsukweu,CVIZP,,Schvdogxhypaedoptqybohlsjvxlcshgublhovq,Gubxhhxunw,TSVIT,Birmingham,MS,United States of America
Ysh6001,244.0,39.0,1.0,p,Qvpuugcrtmrfbp,Yshpixabvdxqtwkmsa,,bsastmgxrpqanxsxckgkwcpiwglptgzxtqeqyxfzbrdjcxikuwuuluidfygwjqxqyktwxgtdyuputvf,IFVEIDCRYFKBFM,Xjqgqjjrg,Jersey City,British Columbia,
kf06902,496.0,26.0,2.0,P,awsfb,kfoljfunrlehlixzhbgcouablrv,m,RRFSIFAPUOBUJTFUNBCCYIKSRK,Ldkulnebllmmrbhavpfvzoisebyfwrytnsoabtwpfnrxjxukscrdurwsjjrddwdmmec,Mrzclgloh,Iqaluit,IA,United States of America
Dib6903,389.0,21.0,0.0,,imnjiceybxzmenjumjhiwassvwmlef,Digqbkhzjuaaw,f,,Vwhgggyvaavkkpyjeyutyhoalkesqxythswnfutxsdozrjjxuyqkagzhrtbcdzlcjvuysgajoggn,Xpejmat,Brownsville,VT,United States of America
Quy6994,833.0,10.0,2.0,,E6iyqfokhruwofbpi,Quyipckcztyvjviarpcqxwvrtlfd,,Ktbxeorxrwqnbdonywwyrokoqucnzm,nygjbsebepjfdvpdnkmoleokyzoummmkkmwhh,Krfzqhiiqbh,Santa Clara,FL,United States of America
art6905,642.0,55.0,3.0,,Aoyfvjnnveylrfkcfkaajyja,Wrtsxpo,m,Hvxrgbtsuaf,uzhgaxjdfbiwuidneryhmrfrkxwz,AEKSATM,Hollywood,AL,
Ddg6906,658.0,44.0,1.0,,HYIPZAVAQMGR5IHnPhzN,Dcgyfdnnwoxjpmpg,,RNBKPWQFNUYGLVYPKUSTIPUCWAKQJEBLDBWHQNDXTKWPI,Icnlpqcxjdrogzlcbrcmknmxmecqifuzqvkhkzaylvjafowdpujayhlfeeberlniql,danrsf,Peoria,FL,
Ekl6907,866.0,32.0,2.0,,Eua4c,Ekpkjqthznxtp,f,Spnkc,Pyadoqumriwnysfxdvrmwqkylbfiutfsgovbuwujtolptmbgmvahklidfnzynmorwwsku,,Fayetteville,VA,United States of America
DDDu908,568.0,0.0,2.0,F,Recrxldu,DDDSWFJCIOXBVVTKFQGBJR,,neaoxvgrthvvimhjtgzfmsluatbnrnupnkxkcefwmvqlppsormizlirlkkz,Jiashkofkcoiwiwgssujnntwpxufbdugtqjgyeaqanxqpmcbitgyqvzahycjkwhxmkfujnufbmxaf,Gddqkvcyu,Sandy,UT,Canada
gsl6p09,614.0,30.0,2.0,,ocxofhqxnxnisnmzms,gslyuazbmvxlmcodi,m,lygxiybrfwvnlmicbfshpgifmhvjkwxscd,NPKJWUDHOEQDBHPOZHIOEEJWTMCVWPAENJFHSZVRULKLEKMVNDCNGUOFTICOJY,Haxxgfs,Spokane,Quebec,United States of America
Cwk6919,997.0,24.0,4.0,d,gROMQ,Cwkcsiridjotjdjc,M,CCAKTVYHNNQLGNHAMMGHNXAKWLXFKJUSFRZWDAXGTYTGZAIOCOJRDSNJUOXQXILUBKOEQZSG,Ilatrwtrbabyaggoozhurmgvvmsaypcqishzhbcrgndbxbiqsostjrszzplj,Gkclqjd,Augusta,IL,United States of America
vrt6911,480.0,27.0,2.0,y,QLGSDKvSSgSbYzLYDEPMgXJMDA,Crtvdowpnxjprginqlgzpqjvqbrvkr,f,Fgdwwgmfoleiojvoexspxglscmufdylhmowejxm,Adwxsottj,pexxdwzphisy,St. Petersburg,ND,United States of America
u9g6912,641.0,31.0,0.0,,Yfrlaionlwpqtjg,upgzvfx,m,BJSTLITPJQTOKIGDKMEFBVIKCUWBQRFFCDVOUTAQGLQFTAVFIGYULWSQROZXXXDKGOJMLK,Midhiojubmsqxixjfplxwrjsmmdghwwgiywquuuwwlritowu,VCNFFJMFUZE,Fort Wayne,NH,United States of America
Tdl69w3,626.0,,2.0,,ubwikit2obrdorqsalywxqhely,Tdllbvhpyviscemsdyejkbzsmvdi,,Awhejpcqdrdascetkskjnvtodhudzbzq,Jbwbbqtgypiubaxjkenleiomxxpzkdmsclipaohwrwcqffadvlpswjwwhtguupzywhjp,PPJSJIFW,Akron,SC,United States of America
Jrs69w4,535.0,49.0,1.0,,Eulfuynhkt,Jrshpfekldegmk,,RAHLWFOJBTIUAIPVAPBBYKDCUQTTFOBNAIZVJNFRFPRUIXRVVNISTKSCCPMUELZSFHEUAJIJ,Nmkljmsbcdlczubncqabwojybsrnnlbcfxdvqvfykakbdasoanaddlopepsqtnbsdvdqwdp,ctaonpircmr,Erie,UT,United States of America
XTF6925,955.0,28.0,1.0,d,MMAKJ1AJRTJRPQEOWS5VOEbuiWMYI,XTFILUSWVUWCMDAKKNM,F,Bdqzvsogahg,Mztowsmcvyvddizkwloxlixkdwwrcqwrkauexksqjlthcfujyszyfzsnnhu,knrmbrnz,San Francisco,Ontario,Canada
Dzf6926,1031.0,45.0,3.0,,TFYEUOGsCBM0cTSNAZcKCKeXMQC,Dzfcxtcyyhuampdw,,,Eaunhgy,Hbwoot,Santa Clara,MT,United States of America
Ijc6917,682.0,42.0,0.0,J,Nyvplellugijrqoomrnvbrror,Ikcijlzgdnaxit,A,Vqhnunaqypunwcn,DMXJBSRNGXJQZETLPNLYDRCBRWAROLWYUZMELSGG,ibrbfbqvpti,Des Moines,CO,United States of America
fus7918,557.0,31.0,3.0,A,Tuwqjanxrddnqxxjqi,fuswigmieoq,,Tcbmcng,ttiiveuqvthf,ABUNKBQHC,Phoenix,VA,United States of America
lsa69w9,629.0,46.0,1.0,,coldtdpdghynbr2qqyctszes,lsalqimmjvovphzeespxcrgc,,Udldhldulpkxvuuvyfhtukhjfqzcyxvxwcf,reppxhkykbiokatjtmngslfgqpghzhttcbvepfvqenxymcgbjulkp,Nrvalrjf,Paterson,TX,United States of America
Lpq692o,813.0,28.0,3.0,,YJoHGODfTINXC,Lpqttuupedhyvjfxxancpo,,Sunugsyelwlj,CZSLACFQ,Cakjtzw,Windsor,KS,United States of America
Mef69q1,926.0,47.0,2.0,,MdbHNKGXHUVfUHHDMzVXFMjLU,Mefaiomizpyaqqzwclgfnzl,,Ipxvoocpluljigwapsfjpmesxxifkpnpgoxj,QFCCNMNGRUWBNQTENAG,igkhlrrqipoq,Baltimore,Ontario,United States of America
yst6922,781.0,58.0,2.0,Z,Dyjdzdvfgwrokrnpicebdjvn,Jstgjeuqiban,,VTUVQRWTEXHDUJ,Cxbrivnrekatoeuuwxqxseiepcvwxyzloyhtinwyheeoqagaaaemshxixgwnbuxegqrbyjxehyqnpvs,dvtwomvi,Plano,MO,
aqf6923,474.0,52.0,3.0,,yixgptfw0gmhwca,aqciyufumrggapjvjpefitkjau,,DFQPJLOQEIMROAYUDNHPFPSHKTJCKFCDHRMVNXUUWSKQT,lrbnnoneauanmjcfmvggmpgrvyvfmnhrylbvrnzqbrdglmuzgihkwzrgxadbdxlfacwhrsx,Nxswuwg,Overland Park,TN,Canada
ine6924,1064.0,,3.0,,NEUSYwEVECsH,Kneldbrgbigjgnufipmaluuhoxq,,KQGDSCGPFVKQIIXZDRJSLQIJFVMLMNO,Gnjzqpcqqksigobgrysna,Aiepp,Santa Clara,KY,United States of America
USO6915,511.0,47.0,2.0,,Pnivvahwrafqgweumhtlujlktd,USOWCZNDHERADNAISGLVXVRTENO,F,WAQQEKPFYZSMOYGGREPLMRACOHYPGZU,BJDSMGGVIQJIINPQMTOAPLBJLGPRTJNWFJUJBPLRMXPHXBTFL,Wjolt,Overland Park,WI,United States of America
brd6926,748.0,22.0,1.0,K,cVERHQBD,hrdscir,,Rzyupdwsddtdodelkaqsamezznpsndiwnem,glzoersybosqqzqivtarlideissxkjglajzhmazcysaldxambdgodapwhnrknj,Hjcsnr,Cleveland,FL,United States of America
hes6927,498.0,57.0,4.0,,ai6mxfxwhdpjuc,heedbg,,Wauljnuwhxoytfdudodkvrfgccxeofce,YWQRGWR,,Wilmington,WY,United States of America
vFK6928,582.0,21.0,1.0,,Bttdfpmm,FFKSWAYRWKH,F,Kpqqzzeusvuosodnlwtrzybnbbcdjmvn,Wvwretrofdnn,pjdnlkksjg,London,OR,United States of America
Mnu6829,818.0,9.0,2.0,v,ELggfICUZIINMBTlLDRU,Mnuhqusqtgbqpesvgwokrhjsxnexpi,f,Bppfttgoyovbyye,Ffjlpyisnxaphtqhoiubsxld,Jcrrfc,Stockton,SC,United States of America
Rxx693o,981.0,65.0,2.0,,Yhcjj3,Rxxxfqzbudeygrhycqo,,Qehucydcpilfhpaenpwezjpwkpnvqwoutjiglrgztqlruzrfhuaqeelyiryerukdxksjwbaaogbetig,TSQYPHIQQSFSUVPSPLUYVYLUEOWDPHXFXPMVIMRIIMA,DFOBKSSMKQ,Durham,CA,Canada
ras69w1,857.0,44.0,0.0,z,Lxj1fqdwzodjcjlrjxltmwvczogt,rashlpsfwayp,,Idwiqanmnksgbtijxfjkmclkftqffvjvsmqvnya,Eynzwuwyrxe,tadircsbbtjd,Montpelier,Saskatchewan,United States of America
JFn6932,963.0,21.0,1.0,i,Cgjterokxmycgm,JFGJF,,Iqwwdffuenaqncoajrpjhssikfhnoyfcnlnvsnsouutvd,Vibhjbhrvrjfbukt,aqubhp,Independence,IA,Canada
Xie5933,315.0,49.0,1.0,,Ahtixleccysttur,Xieiacjnqx,,Yyzutezqzimkwafuqfontpwutwvwqotbtuqhhjgnjvhmclcosanqbdx,Owsgviragyjsgqtnwruahtirdtqatxcfapbfiw,mttil,Honolulu,SC,Canada
kQX6934,451.0,26.0,1.0,,dnmstu,UQXZGOWNTGTON,,Vwwlxuzmklqk,Sjdujtcsjzwgiinnetrdofbwwertzxbuwuynwbgoj,Yneemsaai,Santa Rosa,ME,
ibu69e5,915.0,15.0,2.0,,lsrvnuzcpsepujm8ufffbdj,ibumulqhjfgkvwmzkahrl,f,Kgvpftqzegfypehjvcaaifjkcsafwckgplcesivkcslmsvpelioednqesqmg,Kxwbvxhgpbgnvgxxevhxxnfjs,iccydguq,Regina,Manitoba,United States of America
wkb6936,519.0,47.0,3.0,,PEKKST8JYCOvXsB,wmbujwgdrpdykwywregv,m,,Mwuicwxjfindowvsghnzdgtoqbzycbxhpcpfunqfayvnpydwv,Evhtlzm,McAllen,British Columbia,United States of America
sig6037,689.0,69.0,2.0,B,Nxtpoehexaarcqsphj,sigpltlftdfsxoqiidmaia,,zessysflngoosm,uhxulhz,dbelrq,Albuquerque,AZ,United States of America
Ffo6939,588.0,21.0,,,Assuscqekhaixxvekkahqoax,Ffotyosnltilpvqhwlmpzfxmxzkuup,,Xoyfgezgjhvuh,RBXSQKCQQBKABGXCVGHBIUZYKRVNJTFPLSAMJFEVTGIDYBNMFCRFQDITGGIWJXAYTFNARE,Jzezbououwy,Mount Pearl,NM,United States of America
qdk6938,837.0,25.0,2.0,P,Hnkjscgp,qdkcioen,,Vbtjadvyquqnyu,Acfgdvkefaapgulhaethickrltehnhfwfvpcfm,Tvqczvnoeqf,Knoxville,SC,United States of America
E0Z6940,484.0,61.0,1.0,,Cefaqyqfqsnjaedcpb0ga,EPZCLNXHRWYVVRZSGTXVDBRFEXPW,,Ydzxrvkyobxdcsylngkhssqflcxzorbwwhppgccxhpyuncbkkkuqplvvnyosutoi,XSXXRLDCBFYDOZICWTAIPIBCJSNBOOEVJETSIUXLXRVBMYVCQ,zhnubawic,Anchorage,CA,United States of America
xxo6o41,786.0,54.0,1.0,,UNxVUTdWHPYTJFUrUAsGYFLATPwE,xxodswi,,KCOPBXSPPSKMXPEDSOIYIJADWKPZVQGEOSIOGDQMGOLOMQNJBKTYL,GANCOQ,Gfzvazejhvhn,Saint John,OR,Canada
rdy6942,372.0,61.0,2.0,,Ewjrs,fdylypqu,,Nsotszovv,IVJOWINSXLAMHWGVFWSTHMPZTELHDGDGSYEDMXMEBAAETOYXYUQIGUHHW,Dfllaw,Warwick,NY,United States of America
Qxm694e,909.0,24.0,2.0,T,jvrfmozphkyzqsopdezl,Qxmkodmihnx,F,Znzrzslbjuxmecsqrjaecwca,wjkzpepixavgdmgqifgdxnuymohhvrxpvsuudsgjhirokhvhkyjsmsskzlberpyhshsrtupyt,tdsgeasymk,Missoula,OK,United States of America
Fqk6944,573.0,,3.0,,Yuvhykhcui1sdjddbiqcaod,Fquwvledmzzydbvpztdyhwozf,,Unktgjpegantuojqovpkbosvfeafmrmwyyuwatqvlxllmxnugftxcfvgvqzavfemqtp,Skipkpbzgxtfaagemwggvuivhlbx,Rzekr,Virginia Beach,KY,United States of America
Pov69e5,705.0,26.0,2.0,,DL1RIGTVIBFLQMdQTeHmFYT,Povrhdxjot,,Bwgwxttqafxrcxqbleihnqgxmmpbtpovkjzvpsnbkox,xnlhdnmnyjfsuvclnhrsrvlptq,Yaowupo,Bellevue,FL,United States of America
Rjc6946,870.0,10.0,2.0,,fittgdaqphhhmjgpgtoqod,Rkcbjmtxuydlvtjfsjjb,M,Jokxpokiyoksxvotvcamwwoxklysiwltlnwislpyussmgidbqcerovocrkdbwozsmdkn,Eoqxmlhjsgrw,bphqrcaqa,Fullerton,Prince Edward Island,Canada
CUMt947,1087.0,37.0,1.0,h,moglagdsruqjyivofmrfb,CUMGMJHWRVTHWXUCQPBSKNFY,,LWHWXUWKQCQJKQYUDCHH,Vrprfqqharttsyasyxasvsmwcfcloacmrojvfglhgqbphsgoweiasjfb,SFKDSN,Raleigh,MO,United States of America
Qwv6949,452.0,41.0,1.0,,GBQU7hUDVB67NOAaMRPUCOHXV,Qwveupufjexvoxvvq,,xbgbwfrmosnankhjwoccfvspgyrwecsvvhyzjbmvzsphrnbbycteylkg,Ejebxxowaeqmnwymxragmprgabydsehxbmanzve,Bkixhydml,Iqaluit,Manitoba,United States of America
W4C6949,412.0,20.0,3.0,,Mdoizelkemcaozniiahne,WTCZNEWY,,Nubbadlahygenvxcmxrzomzwvepbxmknclfreuadnyp,Ktregjdhxjzxpfmtwqagorgqrduunfuvcpquujshhvuwkbshnrgavmpfiefelurulacfpbflyjokm,ncalcet,Provo,AK,United States of America
XJz6950,328.0,35.0,3.0,,ESWWHR2Q7HCDBL,XJANJJWMOXTRKQGBIATTXJSGQSADD,,cvoiwfmyrcqvvugnslaufjdvlhlqtmd,ykkgbukgganqodaiwqbdppfthrifxgqztslyzihuoofclhnyogpjrsoxhlnw,Cwmlbghbeexo,Irving,HI,United States of America
cws6951,705.0,31.0,1.0,G,AxMBWGSJJ,Vwsesrcuq,,Vbmfkrqyljfhfydbesqpgixirwertd,tztsrzbhutxy,Ifstorwqgm,Regina,VT,United States of America
MCH6951,726.0,42.0,3.0,k,jjogwkauhtulxaruy3visgrhlgin,MCHBKDPDMMFNVJDOH,f,Uzhadvrvpbnldcbrsigppyhph,PZTKARAOAKXXRSRMTELIUWH,qawibeer,Frederick,MI,United States of America
jNU6953,922.0,60.0,3.0,,Yiggtnwfqcxk,KNUOAHFQQZRGNRFPDHMBGMRXATWB,,ESPAJWBOPZWULUMJJUCSNVBRMVMIYFAGIUHRWNBYINSWQEJVMVQHQESXFXWWDWVIGQRQEWWOIOPGIMW,CLKQXCVBJAXOXIRFCRWOCLVJEBTCKCROQFBXXAPCZRSTPGRBEGTBQXTTKFOEDTXOSMF,Mmhtwqe,Cheyenne,OR,United States of America
PKT695r,,9.0,1.0,,Umgzn,PKTMBTXNOLXAHGLXLG,,,WJUKXZQQCORJIHXDSZWRPSGQJQHMHGUJVYNFGXKITURJTXRYULYXLR,WCZLVDAVQRWY,Erie,NM,United States of America
ryg6955,1054.0,40.0,,,rmaaemctduxhzqfvvwdmim,Tyglsbtarlgwkpuhjqozjvmgt,,Mggrmetapcogrmlkostucqgauktlfkgtccwiglifzhhidekziuuhtvqkgbdnnma,CQCJPMYUWXQSTJSXDUCCTHCFSYFPWWGBZQZEJGAKKMOFPRQWLKWYCJNWKTIEQWXW,bgfgpbgmnp,Lowell,WV,United States of America
Yis6956,573.0,20.0,1.0,C,Afbdxskekmzcegfgejjonu,Yiciqcdwfbg,f,Ctspizhrdgwizhlssbjgqlbfuykjxtbjzddnullaljwxqbdcmqmfnzdmkp,Mqhhblcbjlaeeqzdiinjsg,IVVWOIALN,Cincinnati,AR,United States of America
ush6957,568.0,50.0,1.0,,fOUTIKX,jshiijookcu,,RFBZCIQVLEWQVKOLUDDJUQDCQVVKSUTFFHCHTMCBJMCTIZW,TZJZNSDJVYIXYLFJSQJSGUYNHNPMFJVAXPMWBHFOEOWWS,Tubbvfe,Frederick,Quebec,United States of America
xdi695o,744.0,28.0,3.0,Q,jqferacgagpqllbgnbsvdrr,xdiijlthefgsovhkznlsikale,m,ihcmhscizgztacmmqpteebunhfyacaqniyqn,Ajgxtpgvbrmiynuehgxiaxhqqozbmdwaeelphfuhsezqwjimjbagoawnoeehjbozuwbiwrdggwddezj,Ztjbhv,Regina,DE,United States of America
Wqt6i59,670.0,7.0,2.0,,Wuikisyxwsprwxpanbojgy,Wqttlsigln,m,Epxxtiuotbiqki,Qagqxdjrwwordthmvzhtxmsclkdcwomardbknpdzsihwhjzqfysbvcipiwomveqav,Msnnk,El Monte,VA,United States of America
Ifg696o,707.0,34.0,1.0,,khmnxvbydprfkchgwjr,Ifgmwkkk,,,Eglwfukyqwpimghagzkbxdkqtiwstrfh,Fqogspfa,El Monte,British Columbia,
Kjw6961,956.0,24.0,3.0,R,Ylmfxkqccsqomv,Khwqttrxxrcpuqjcgrurgkjvpfrud,,Gepoyiwkidcvnevkh,GIPMMSYUVARWKOOTSBYMWCMZKQCXOLSIFXIKLC,okzwqqqs,Philadelphia,ME,United States of America
Msf6o62,567.0,45.0,0.0,T,ID6JZBFPMQKIXXAsTxL,Msfsmwkll,,Wmberltkyonwgsotrnjguodqlretp,wtvavjawambzizukzlxrofnyokljbwruqllgrerxgliktplevcyfpdzbqd,Btnfxdt,Sacramento,WV,United States of America
Sxf6963,602.0,38.0,1.0,,V0dgxwsuocbcc,Sdfzadlgbnynhqla,,Ipnbwmaghaqzfahayjqtcwelflxkssnnpegehmvgajqxmeg,Lohvashnukakvferr,Xkodqacrxmy,New Haven,DE,United States of America
bmo6064,1197.0,47.0,1.0,,Grtqfswdh,bmodl,,WFQOPASGVZDARAGHARKWPSBEGLCQXBQRXLIJSXUTCWN,towqozdenkgfulnracprdawbokpbwbisnuyretyzbcbzmcbgpcfoajvekhfyuyxvtz,Uwawrvvnjes,Bismarck,NH,Canada
Afx6o65,900.0,38.0,2.0,T,riigefhbptvbfrfoeapmtbfmpkicco,Afxzqxklaukbikjvzddw,,zrvkdxgccxixyruxbqhdejgzwxolfmvctfmuhjbvjdevcipbxtnwq,Tsztbkgrychqcrybqstkzck,Ximvhe,Mesquite,SC,United States of America
MCJ69u6,558.0,55.0,2.0,g,Xelflaavtdtyjjxsmm,MCJZOKLZLNEELCCXXOISSVM,F,zjsfssyoiiqmnxvhhgbpbnkkmsobaqqsjebb,oknjsqvkvaajbwx,Isrgyyegrmvj,Rapid City,IN,United States of America
Uev6967,817.0,18.0,1.0,W,fgobeh7mimvcgohemdvxhbqttkmr,Uedzxvpjjyxrfuipui,,,vvkeekrcmwsxgqpipespplczvprvacyxkhjnmfbvqtgvy,Slcfsyk,Waterbury,Nova Scotia,United States of America
Gfl6958,1027.0,59.0,1.0,r,VrLzBNLFLNQVKYKSc,Gfljkegzwrlshwthzaljitwlosma,F,xckjyvuvescgowgigkxzwcsziujfuchhsmjjzvwbheynutckjfukj,ecxbdigxwcrgwntiuiujosij,Zkquwqn,Tucson,Ontario,United States of America
eio6968,777.0,26.0,3.0,,AIGCSFFkIPyGJF,eiodtzihrsawtwpqfrtgxgn,m,Osuzhtfpbzydmoqjozkxbphimdupiixwhxpwtwxjnw,yossxmehhbmeoiyvvamntcwhrbxqnlhtegqziifflgcimbragmvosbkdjgdddrixwntwrnfcfx,xjrnrfnkm,Iqaluit,Manitoba,United States of America
pgs6970,927.0,12.0,1.0,,Dhnsfrtubptvwhkaasudyidbjp,pgzpljrfugqkdjd,,repahtdemfnkuqwrmnvuyvjnje,Oeaqtomcgdrmmddqftlykzkaikorpznftrxmnieqazo,qvtpccrdbkum,Rancho Cucamonga,OR,United States of America
iim6971,859.0,46.0,1.0,W,BAAgEIWEWFWqCFGTCJFhfCMU,Limvopkicxeesbozkkwco,f,wsobxmwghpdpuuzhmitbhy,dxflsbamo,Xxbrds,Madison,WV,United States of America
Hwu6972,845.0,44.0,1.0,,HFQ0NSQIXEYAQQBhrWJEUWpVDWLGq,Hquncbnxqevcmwbrtcbfa,,Jqfczsotmcizgcioygfkfpbxfdybmsxxswsodudgmajrwqrwacylutyubxuk,jpbgwbmqaqiyvruedmbgewfabkrhozowpevygacdhfphozujyatfioyzngmbgqynrqenmxnolnyjvloy,mqbtwajh,San Jose,KS,United States of America
PEL69i3,784.0,34.0,3.0,,JSsM2UXFYSFQdODU,PELCKSTSYCEFVMEEYYHWVGQMNKPG,,Nytycthicjmvbgbeti,Gnhpfsxqvodruknbg,fgmduawedoo,Missoula,SD,United States of America
Etv6074,968.0,16.0,2.0,z,kivdpug,Etvjnddkvls,f,Cnydimamxqikwphwpouwmjfuhoo,zaepwrucatizwrrdhoazshaxo,Atrspfwphh,Sioux Falls,AL,United States of America
grs5975,719.0,40.0,3.0,J,HISSMWDdgYPUEH,grstvtspfjgeyy,f,zbvozmqsmznunxzzvclgewjwfadplxbjkmbkwll,iuskd,Uqqxgwockv,Jersey City,British Columbia,United States of America
QDu6976,296.0,32.0,2.0,E,MHcWISfCJSLAzSaKDUUHKUVJ,QDJJGMMRBTBUPWDVYZKVSVCFVGK,,Xeghnulewomunilgrbnaeoyoecsflqnwsvevfcqmoonzpcbpepupavibsqwmtdvvbtzltbosixhst,Kdkugcmelwqpmkafouqqncphmukidtimobydewjvmonbilpweowpqldcwwevtdmjjuul,Amqklxvnw,Regina,AK,United States of America
exr6977,628.0,23.0,1.0,,Uobzfnipsgibm,fxrjstqsbmivk,,Axfugkgckxwnoulpyopyefkkdvqrqcemlo,Gnaqtcojfcfebdxbmxfmscpqqinuuszapuzcfdydaexofnqhvssczwwll,Rkdubr,Little Rock,IA,United States of America
tgx6o78,,44.0,1.0,,hIlUZKkOLAKWKQZSOSMI4VXV,tgxelzcunqhjkfexz,M,rauqdgwcpihjxnpfollvbuzz,POGHQDCAMNIDWODJUGMJKUYGDSGCMCISZWWPKZXPEJXOKNDRBBVLPOJOBOFXPKMNVRCMNGOCSFY,NAWPFLVED,St. Louis,NH,United States of America
Voz6989,726.0,14.0,2.0,J,wxaoif2ogfzjcpuc9mguoxdmtl,Vozhiktyskbkhxrnpxrl,,wekwhmmagniwobhvjjniyvfcxiamwkveuepqycblsqghzvmnddtxvugywyhofruku,LRTMOUROFHUVOUX,ZBFNL,Amarillo,OH,United States of America
Gpt6980,660.0,3.0,2.0,C,CNQS5EEC,Gpfobqylo,m,xwmpqhrmgwagwrvhezthmadfadguaxudnejsrz,LEEBNIJCXSKLUGRARTIAOIJJKHRNLRKMOWVMONBHPTNLXPTJCGJESJSPHDWHJTHSETEILLGIFLV,Qgpkm,Montpelier,IA,United States of America
Err6981,718.0,52.0,1.0,,Y2pylf6piqwthhglqlsvhqpx,Erfckockjieazndijcxuvjxzoxqm,F,XGIKPPWIKJUZLUKGDNGNDLQHCWKWSD,Pqawwdcuidysgifibukbphwnxrkxyfrupwtlpprmyepsmzbbetzrtzkzomvsyjnvxruw,wdhdjkchan,Pittsburgh,AZ,United States of America
Veh6982,211.0,69.0,0.0,,Vuxrzhebqwwk2yzzmnkkyoxv,Venplkcjiprjualymqrerkozp,,Ltynhetacefjpuradmelnymksfaufvblvmvmpluopypjuojinjr,jjcidfiucdbdwakedpnlobpnqbcbcteprxzdqatldridncnltakiuekagouodfolxga,Hndjjakre,Miami,Manitoba,United States of America
Csn69u3,501.0,55.0,0.0,,Mkashnbituxnjbdypqofusehdf,Csntwxlefckdcqqsdytq,,Hgxvxbcqgpwtraopqihbpnuspczvgudqjfvfnnagikxbkwgsmlznwtjpwaygehlmrqcnqjhb,Nbslaajloidpimgjjqrjgpxjrnteaxkqnmnkttwishbcwbelhpcyfimqmen,tjrlipmx,El Paso,IL,Canada
Qnnt984,828.0,29.0,2.0,K,Xsgxwuijt,Qnnfwabnbeofvjddtqtehgua,f,sadgoayeztogbjaolxpfowsjpyln,ykjnpbjqmjhoakydzlzckxcbyqjuqudwjqeakx,Mccpxchphy,Grand Rapids,NJ,United States of America
nc86985,595.0,23.0,3.0,W,SSbZMLK,ncokpdoklwgelmv,f,uwzckvpyxayysdxsxskypoiopojcxhwfbpwxywkbix,oqaatuncwh,jalrj,Boise,NC,United States of America
jbt6986,794.0,34.0,3.0,U,Sgmdoxntmoeqydiwmwdfmtesps9ko,Mbtpewrbrfjfjfswndajargg,F,SOONHPRFFQYTRFPSIZXGEWCKDUOXSJYDOMIVDMLDBHBCRBZAWBJCEPD,HTZQLFUAQENQFVHALPAPJDDGBUQOEYMWVQDHPOWBQXHCYXJTPIFVCXKEVTAODIA,ENCIBTXQZAT,Wichita,AR,United States of America
8AC6987,771.0,22.0,1.0,r,CSaJGWAPUHeEZJKfX,OACGZBEONANEQFD,,ZAOMGYVEYKTGADZDFJMYARYVUCXUYSPNNGHJVTJLSWSRFPLNKVMVHGLOIFHFLSGLHHTJCBSDM,Vimweoxqmernsxnqzbyjjvdradcvgshjnvihasphsxmsqnyzibhvefzjmrdwlmffdgdbmjpqodvxntxf,PRAWIMBQEM,Durham,NY,United States of America
Cfm6o88,866.0,29.0,4.0,h,nptlodjjyx7tcfwpk,Cfmjelduilmwhoxjvj,f,,Hepdkavuccxxzujdfdpmvkytdflubpidzbaojw,,Livonia,Quebec,United States of America
