gncd,ddrssln1,stt,mddlntl,ntwrth,mrtlstts,ncm,frstnm,nmbrchldrn,mplr,nmbrcrs,cntr,phn,g,crdtrtng,wnrrntflg,nmbrcrdtcrds
Dou2728,15201 beale east,Newfoundland,,1411936.0,W,413483.0,EMYLEE,2.0,Bed Bath & Beyond,2.0,Canada,1-666-364-2284,,314.0,O,1.0
mcc2729,8532 cooper lane,Manitoba,Z,568081.0,W,190901.0,Carry,1.0,Baker Hughes,1.0,United States of America,1-197-697-9083,59.0,748.0,R,10.0
KOL2730,21088 murie street,WV,,,W,85322.0,Glenna,5.0,Reynolds American,4.0,Canada,1-016-028-6895,60.0,790.0,R,2.0
SLU2731,22607 ATLANTIC RUE,AZ,,2925938.0,M,253092.0,MARIEKE,1.0,BMC Software,2.0,Canada,1-323-687-9990,66.0,803.0,R,8.0
Gon2732,17825 fleet south,VT,,1602264.0,S,6911.0,Tanhya,0.0,Chesapeake Energy,2.0,United States of America,1-626-981-0542,6.0,787.0,R,10.0
GIO2733,23680 alpha park,WI,E,3879591.0,M,204760.0,deva,3.0,Liberty Mutual Insurance Group,4.0,United States of America,1-896-841-7105,47.0,433.0,O,10.0
Arm2734,16956 bellwood rue,AZ,,3111535.0,S,269938.0,Lola,2.0,Sentry Insurance Group,0.0,United States of America,1-947-961-7229,31.0,694.0,R,4.0
Abb2735,11635 sun tree west,IN,G,,U,174038.0,minh-phuc,5.0,C.R. Bard,,United States of America,1-679-463-9913,57.0,844.0,O,7.0
cot2736,18270 hickorybark drive,MI,Z,3169847.0,M,391545.0,Rayna,5.0,,2.0,Canada,1-025-818-5831,56.0,458.0,O,5.0
BLU2737,22232 SOUTH DRIVE,MA,,3739836.0,M,98279.0,josee,0.0,Newell Rubbermaid,2.0,United States of America,1-226-650-8062,1.0,520.0,R,2.0
WA2738,11596 pampas rue,VT,,2106048.0,M,26241.0,beatriz,2.0,BorgWarner,4.0,United States of America,1-393-763-8729,35.0,359.0,O,6.0
Gli2739,24695 hampton boulevard,IN,,3007656.0,W,146659.0,dorene,4.0,GameStop,0.0,Canada,1-408-620-4401,68.0,798.0,,6.0
Dun2740,17825 fleet south,Prince Edward Island,,1446479.0,S,227491.0,Yvet,2.0,Ford Motor,1.0,United States of America,1-842-112-3056,43.0,500.0,O,5.0
Lac2741,2792 pike court,TN,,566596.0,M,445786.0,Clayton,0.0,Kellogg,5.0,United States of America,1-784-998-7541,,364.0,O,6.0
Mac2742,23223 woodlawn upper,GA,,,M,239375.0,kiennghiep,3.0,,1.0,United States of America,1-862-600-1265,5.0,699.0,R,10.0
sos2743,16719 ridgelea south,DC,T,1580287.0,S,1433.0,Hady,1.0,HSN,5.0,Canada,1-990-122-8973,,702.0,O,10.0
cro2744,1270 hughes lane,OK,,2384593.0,S,316228.0,Wendeline,2.0,Terra Industries,2.0,Canada,1-431-563-7740,11.0,705.0,O,9.0
van2745,7575 bernard court,IA,U,2331174.0,,100354.0,Halley,0.0,Radian Group,3.0,United States of America,1-438-091-2762,44.0,359.0,R,5.0
Moe2746,9598 ullrich avenue,WY,H,3226443.0,M,243430.0,Harlie,0.0,Source Interlink Cos.,4.0,United States of America,1-432-824-7248,40.0,742.0,R,3.0
CAR2747,2682 lumber park,WV,,2791607.0,M,498209.0,Keelia,2.0,NewPage Holding,5.0,United States of America,1-531-493-0202,66.0,529.0,O,3.0
Col2748,21380 DURANGO PARK,VT,P,1102255.0,M,481343.0,Kathleen,,Ferrellgas Partners,3.0,United States of America,1-502-962-0588,61.0,694.0,O,0.0
Szk2749,8974 courtland avenue,Newfoundland,E,1939152.0,M,196094.0,Ardella,5.0,NTK Holdings,2.0,United States of America,1-537-717-3816,,300.0,O,8.0
rea2750,24950 sheppard lane,MS,,655068.0,U,29162.0,MADLIN,,NYSE Euronext,0.0,Canada,1-996-248-8080,56.0,694.0,O,8.0
far2751,18513 vickers avenue,MA,S,941611.0,S,,Bina,5.0,Warner Music Group,4.0,United States of America,1-478-137-6330,1.0,347.0,O,6.0
Col2752,4871 havenridge court,DE,,1824605.0,U,289365.0,Sherman,3.0,MasterCard,5.0,Canada,1-673-178-8026,45.0,433.0,O,10.0
Esp2753,8092 gibbes court,Ontario,,271877.0,S,468678.0,rozelle,5.0,Boeing,0.0,Canada,1-457-010-6560,89.0,830.0,R,4.0
MCB2754,8072 hughes west,NH,,3643942.0,U,27860.0,KONSTANZE,3.0,Retail Ventures,1.0,United States of America,1-737-521-1134,27.0,552.0,O,8.0
Nan2755,18065 FOUR POINTS DRIVE,AZ,V,3815932.0,W,19124.0,Hilliard,4.0,Safeway,5.0,United States of America,1-421-526-3315,44.0,370.0,O,7.0
CON2756,755 MAYWIND SOUTH,MN,,2508022.0,M,385674.0,Gerard,1.0,Int. Flavors & Fragrances,1.0,United States of America,1-586-979-0879,74.0,357.0,O,8.0
Fil2757,22480 lenwood street,KS,,2699359.0,U,105231.0,Mami,2.0,Principal Financial,3.0,Canada,1-113-655-0754,,742.0,U,0.0
VOI2758,8288 TARTAN WEST,NJ,,3846524.0,S,221540.0,Kwok-lan,3.0,Buildings Materials Corp.,1.0,United States of America,,55.0,512.0,R,3.0
Vie2759,8617 woodcrest north,SC,M,1122175.0,S,241374.0,UDAY,1.0,,2.0,United States of America,1-514-126-5667,88.0,441.0,O,6.0
Hem2760,21782 miller south,MD,,1229357.0,S,323298.0,Kaz,0.0,Cabot,3.0,United States of America,1-545-836-7453,34.0,438.0,O,2.0
tyd2761,13904 MAHONIA BOULEVARD,WY,,2702576.0,M,48708.0,amelita,3.0,General Growth Properties,5.0,United States of America,1-477-145-8072,46.0,403.0,O,6.0
GER2762,17491 roswell south,WV,G,3643357.0,M,29427.0,Chick,5.0,Coach,4.0,United States of America,1-464-079-9711,30.0,489.0,O,5.0
Dec2763,6488 APPLEWOOD DRIVE,SC,,115352.0,S,282381.0,Nang,5.0,Hasbro,2.0,United States of America,1-441-807-1287,99.0,633.0,O,8.0
THE2764,19106 brielle way,Manitoba,,2704409.0,S,60527.0,krysta,3.0,Wesco International,1.0,United States of America,1-222-161-3033,93.0,632.0,O,10.0
Che2765,13147 YOHAN ROAD,DE,,353835.0,U,170873.0,Lona,4.0,Praxair,3.0,United States of America,,67.0,762.0,U,2.0
Als2766,13070 PANTHER CREEK EAST,NJ,P,2567637.0,M,27830.0,NALANI,1.0,Procter & Gamble,3.0,United States of America,1-373-005-0101,92.0,716.0,O,0.0
FRA2767,18673 BURGOYNE EAST,British Columbia,W,757772.0,M,347411.0,radford,3.0,Great Atlantic & Pacific Tea,2.0,United States of America,1-873-695-5709,57.0,845.0,R,3.0
Kee2768,17216 montview upper,NH,,2039631.0,,84601.0,Toyanne,0.0,Goldman Sachs Group,1.0,United States of America,1-897-157-1787,78.0,778.0,R,7.0
POR2769,14930 griffin upper,IL,,355283.0,U,64970.0,Gypsy,2.0,Reliance Steel & Aluminum,4.0,Canada,1-555-735-3043,97.0,601.0,R,1.0
Did2770,19199 keene park,HI,,2486748.0,S,335069.0,SELESTINA,,Harman International Ind.,1.0,United States of America,1-917-611-5624,,775.0,O,
WEL2771,20644 BIRCHWOOD WAY,NE,E,2249552.0,U,220731.0,KAROLE,0.0,Apple,5.0,Canada,1-020-514-2847,37.0,420.0,U,3.0
Sic2772,11797 howser court,AZ,,1784669.0,M,174.0,Jonelle,4.0,Perini,1.0,United States of America,1-591-901-3546,27.0,780.0,O,10.0
Ros2773,14830 edgewood road,KS,,2703466.0,S,160521.0,GORDY,1.0,Verso Paper,4.0,United States of America,1-307-128-4738,2.0,392.0,O,0.0
bia2774,20775 SHELTER WEST,SC,S,1406107.0,M,91310.0,mahmood,1.0,Jones Lang LaSalle,1.0,United States of America,1-126-139-9254,56.0,544.0,O,1.0
Jen2775,19817 rosedale road,IL,,3925508.0,S,204636.0,lacey,4.0,General Dynamics,0.0,United States of America,1-075-724-5598,5.0,593.0,U,1.0
may2776,5118 MONTVIEW COURT,Saskatchewan,,2665528.0,M,122932.0,Syd,3.0,Visa,5.0,United States of America,,79.0,637.0,U,9.0
bla2777,19604 hawkins park,AL,,3794546.0,M,393850.0,Sibyl,4.0,HealthSouth,2.0,United States of America,1-592-384-8657,72.0,436.0,O,8.0
gav2778,21434 robertson south,New Brunswick,,2820670.0,M,253885.0,Lib,0.0,Burlington Coat Factory,0.0,United States of America,1-977-759-2142,16.0,686.0,O,9.0
Tam2779,15729 FONDREN STREET,WI,,923356.0,,329721.0,Clayton,0.0,Family Insurance Group,0.0,United States of America,1-902-444-2845,27.0,526.0,O,10.0
Ror2780,15065 bellaire crescent,MS,,3645128.0,W,,Shelia,0.0,Universal American,1.0,United States of America,1-313-791-5628,96.0,561.0,U,1.0
Sus2781,287 woodland park court,VA,G,2805795.0,M,95876.0,Amato,4.0,Applied Biosystems,5.0,United States of America,1-613-592-9537,74.0,616.0,U,8.0
Fla2782,1796 dairy ashford court,Saskatchewan,T,2742974.0,M,253801.0,prem,2.0,ABM Industries,1.0,United States of America,1-517-536-6719,17.0,557.0,,7.0
Ras2783,18008 FURTH LANE,CT,,3431574.0,U,,shamshad,4.0,Whole Foods Market,1.0,United States of America,1-627-368-6737,,337.0,O,3.0
dep2784,8954 bagby north,RI,,1369576.0,S,230879.0,jean-normand,5.0,Cabot,5.0,Canada,1-980-408-7472,61.0,716.0,R,10.0
Kar2785,303 montfort way,Alberta,,860377.0,M,139470.0,asia,1.0,Avery Dennison,1.0,Canada,1-943-040-3512,9.0,812.0,U,10.0
all2786,9179 EAGLE WAY,IN,,2062659.0,S,446539.0,SILE,5.0,Scholastic,4.0,United States of America,1-137-577-4177,59.0,766.0,O,7.0
Lea2787,7217 wise lower,SC,,1555819.0,U,406698.0,Goldwyn,3.0,KeyCorp,3.0,United States of America,1-727-717-3916,13.0,729.0,O,6.0
Maj2788,9448 elle lee north,KY,X,,S,332473.0,NEILE,3.0,Frontier Oil,5.0,United States of America,1-916-670-8313,,776.0,O,10.0
Sar2789,7706 bluff avenue,IL,,1576639.0,S,343524.0,Imelda,1.0,Brightpoint,,Canada,1-794-143-2061,36.0,327.0,O,1.0
CRU2790,14210 CHARLOTTE WAY,DC,,2324580.0,M,30627.0,Audivox,5.0,National Oilwell Varco,0.0,United States of America,1-032-862-6420,85.0,311.0,R,6.0
por2791,7216 gates avenue,OH,J,709004.0,M,165611.0,Carolina,1.0,Office Depot,0.0,United States of America,1-629-962-4095,51.0,497.0,O,1.0
Bay2792,19424 verde street,NY,,3248474.0,M,243127.0,Xiao-ming,,,5.0,United States of America,1-359-059-6488,74.0,413.0,R,7.0
Kne2793,20809 cecil upper,FL,,2597801.0,S,311964.0,Jabir,4.0,AptarGroup,5.0,United States of America,1-643-661-0033,66.0,578.0,O,6.0
GON2794,8158 watts crescent,MT,J,83853.0,M,479458.0,Genovera,4.0,CHS,3.0,United States of America,1-028-272-1343,38.0,339.0,R,4.0
Che2795,15361 halle lane,ND,,2742068.0,,470731.0,Fulvia,1.0,Alaska Air Group,2.0,United States of America,1-858-637-1379,59.0,685.0,O,5.0
Ple2796,1726 clearwater drive,VA,,550171.0,W,439644.0,erning,1.0,CommScope,1.0,United States of America,1-256-222-1289,28.0,,O,7.0
han2797,7820 harrington park,WA,,1708569.0,S,5334.0,inderjit,0.0,Biomet,3.0,United States of America,1-189-523-2887,16.0,474.0,O,7.0
Al 2798,10314 presido way,MT,X,3297782.0,M,134663.0,RICHELLE,0.0,BJ's Wholesale Club,0.0,Canada,1-016-298-5259,15.0,475.0,O,1.0
Rea2799,2077 DARLINGTON CRESCENT,IL,I,2633134.0,M,480479.0,glynda,2.0,Hospira,0.0,United States of America,1-579-501-6843,84.0,534.0,U,9.0
Ber2800,21064 nolan west,AR,Q,3804734.0,M,392225.0,Api-ecm,2.0,Guess,3.0,United States of America,1-425-236-9130,62.0,458.0,R,8.0
chi2801,12473 LONG BRANCH EAST,NY,,552114.0,M,374566.0,Katusha,5.0,Carlisle,0.0,United States of America,1-107-602-2717,4.0,555.0,R,8.0
edm2802,5631 camelot crescent,MT,K,2648893.0,M,158765.0,verghese,1.0,Laboratory Corp. of America,3.0,United States of America,1-207-238-9012,32.0,471.0,O,2.0
Pla2803,10369 gemini way,AZ,,629763.0,M,391907.0,BO,3.0,SanDisk,2.0,United States of America,1-696-109-7802,94.0,702.0,R,10.0
Tsa2804,7079 COLLINWOOD WEST,MD,,2373961.0,S,269547.0,Joanna,3.0,,4.0,United States of America,1-011-653-0785,93.0,766.0,O,7.0
ESL2805,6130 powers rue,LA,Z,1627428.0,S,451250.0,jordan,5.0,Vishay Intertechnology,0.0,Canada,1-311-281-2758,81.0,436.0,O,3.0
RIX2806,7052 alamo street,NH,D,3747322.0,M,409328.0,Evangeline,0.0,Goodrich,1.0,United States of America,1-021-831-0910,33.0,693.0,R,0.0
den2807,21404 sheriden south,NM,K,1396711.0,D,21381.0,KRIS,4.0,Sherwin-Williams,0.0,United States of America,1-661-518-0064,98.0,831.0,R,5.0
Hen2808,13385 colby park,GA,O,2757526.0,M,121342.0,MICHELINA,1.0,M&T Bank Corp.,4.0,United States of America,1-238-615-1857,2.0,705.0,O,4.0
Van2809,17194 VALITA WEST,NM,,3690897.0,S,440868.0,MIKLOS,3.0,TJX,0.0,Canada,,3.0,453.0,R,0.0
and2810,19509 seward lane,WA,F,2057869.0,S,385097.0,KLAZINA,0.0,Emerson Electric,3.0,United States of America,1-483-241-6818,32.0,707.0,O,5.0
ROM2811,19655 9th rue,Quebec,,3442739.0,,284662.0,Christy,4.0,Intuit,2.0,Canada,1-310-979-1751,64.0,519.0,O,4.0
Wil2812,22682 rio grande south,AZ,E,347359.0,M,47715.0,Kylen,1.0,Henry Schein,5.0,United States of America,1-679-296-1848,51.0,751.0,O,7.0
Rog2813,1758 seip way,CT,,2681051.0,M,370518.0,Jean-yves,3.0,Tyson Foods,2.0,United States of America,1-800-229-2124,58.0,387.0,R,5.0
Dac2814,23571 harley park,New Brunswick,,2097965.0,S,,Chung,0.0,Regis,4.0,United States of America,1-643-084-1032,46.0,420.0,O,2.0
Eze2815,22387 camden lower,PA,M,663213.0,S,138002.0,Trudie,3.0,Amgen,3.0,United States of America,1-389-799-7633,,783.0,O,4.0
Mir2816,3918 shadowbriar street,MA,,2246010.0,D,43509.0,Jayant,0.0,Patterson,2.0,United States of America,1-475-003-6730,13.0,462.0,O,1.0
Ger2817,15079 DECATUR RUE,WI,,369224.0,,106832.0,BRIANNE,3.0,Fleetwood Enterprises,0.0,United States of America,1-634-883-1046,61.0,,O,8.0
MIL2818,10176 pinesap court,DE,,3051224.0,M,469279.0,Lenka,0.0,Wells Fargo,1.0,United States of America,1-738-821-2854,84.0,595.0,O,0.0
bon2819,18002 cantrell upper,HI,,1506363.0,M,345891.0,PRAFULA,1.0,Varian Medical Systems,2.0,United States of America,1-815-524-9427,88.0,734.0,O,7.0
nun2820,12214 burgoyne avenue,New Brunswick,I,2191649.0,M,127336.0,kiah,1.0,CBS,1.0,United States of America,,38.0,386.0,O,2.0
gay2821,453 RIVER TERRACE WEST,MD,,335576.0,U,447132.0,bibbye,2.0,Aetna,4.0,United States of America,1-322-945-9351,54.0,363.0,O,7.0
kel2822,3135 farmers lane,UT,,,M,179453.0,MARIE,1.0,Spherion,1.0,United States of America,1-886-667-3750,63.0,570.0,R,2.0
Dob2823,23654 candlelight avenue,British Columbia,,3572643.0,M,39332.0,lishe,5.0,MSC Industrial Direct,0.0,United States of America,1-650-261-7339,40.0,756.0,O,2.0
Vit2824,18716 GREENE DRIVE,FL,,2159857.0,M,235485.0,VRINDA,1.0,Sovereign Bancorp,2.0,Canada,1-906-940-0241,43.0,646.0,O,9.0
Szk2825,13153 jefferson road,NH,F,3395934.0,M,252493.0,Deloris,3.0,Fleetwood Enterprises,,Canada,1-431-030-1421,85.0,542.0,U,4.0
Par2826,2097 HARRIS WEST,WA,,118556.0,U,125911.0,olympie,1.0,Analog Devices,2.0,Canada,1-147-598-4984,19.0,355.0,O,3.0
SCH2827,9934 BEARD DRIVE,NY,,,,289467.0,Letisha,,Children's Place Retail Stores,2.0,United States of America,1-987-480-1926,42.0,492.0,O,7.0
tal2828,21908 ashford hollow north,Manitoba,,2931650.0,U,287611.0,Eirik,,Iasis Healthcare,0.0,United States of America,1-592-152-2508,,816.0,U,5.0
Sau2829,15404 queen street,IL,J,2025791.0,S,258580.0,Luther,5.0,Symantec,3.0,United States of America,1-970-656-6217,23.0,800.0,O,5.0
clo2830,18008 bigwell lane,SC,,3260297.0,S,,Zanni,1.0,Mohawk Industries,3.0,United States of America,1-542-595-2812,1.0,366.0,R,7.0
o'h2831,22176 flint south,PA,,2567863.0,U,385233.0,Fulvia,3.0,PharMerica,3.0,Canada,1-703-271-7640,73.0,330.0,R,9.0
Pac2832,10511 yorktown street,MN,,3384764.0,M,321608.0,STONE,2.0,Ruddick,1.0,Canada,1-207-679-3345,68.0,456.0,O,4.0
Lav2833,3064 shelter boulevard,WV,,3054275.0,U,339091.0,ALVIN,1.0,Express Scripts,5.0,United States of America,1-345-284-0774,42.0,847.0,O,0.0
Uns2834,15293 forest avenue,TX,,2638497.0,M,97802.0,john-paul,3.0,Abbott Laboratories,5.0,United States of America,1-797-099-6493,17.0,762.0,O,10.0
Dic2835,13644 chateau west,TN,,974593.0,U,153840.0,DAFFIE,1.0,New York Times,2.0,United States of America,1-439-296-6996,53.0,445.0,O,9.0
ebe2836,4245 miller court,KY,J,1697229.0,M,76064.0,Harvey,3.0,Celgene,0.0,United States of America,1-816-028-8772,41.0,343.0,O,5.0
CZY2837,7082 5th north,MS,,1539496.0,S,86967.0,charman,3.0,PHH,1.0,United States of America,1-517-941-8430,44.0,375.0,R,9.0
Wal2838,4628 TRINITY UPPER,UT,,2117172.0,M,199783.0,Kate,0.0,MGM Mirage,1.0,United States of America,1-445-182-0083,34.0,746.0,U,3.0
tip2839,19588 keswick drive,KS,,111600.0,M,250035.0,mignon,3.0,Starwood Hotels & Resorts,4.0,Canada,1-176-155-4396,59.0,411.0,O,4.0
Oly2840,22712 beach upper,Saskatchewan,,2524580.0,D,124370.0,RUCHEL,2.0,ServiceMaster,0.0,United States of America,1-520-880-6227,89.0,550.0,O,5.0
Goh2841,11645 kimberley crescent,British Columbia,,,M,242073.0,bcspatch,1.0,Trinity Industries,0.0,United States of America,1-585-103-4781,22.0,319.0,O,9.0
Ste2842,16236 jack north,FL,,223196.0,W,468205.0,shantee,1.0,Amazon.com,0.0,Canada,1-113-212-0974,,,U,10.0
PET2843,9179 EAGLE WAY,MD,,,M,359137.0,Lucia,2.0,AGCO,4.0,Canada,1-111-883-5760,3.0,436.0,R,6.0
agn2844,21686 jackson south,HI,,2866007.0,M,363994.0,sabuson,3.0,Exterran Holdings,2.0,Canada,1-494-343-1679,,598.0,O,5.0
miz2845,22963 hanover road,NH,,1985180.0,M,159429.0,NELLY,0.0,Applied Materials,2.0,United States of America,1-932-568-9614,58.0,635.0,U,1.0
RAH2846,14930 griffin upper,Ontario,,2354310.0,M,179370.0,BUCKLIN,3.0,XTO Energy,3.0,United States of America,1-856-207-2833,32.0,392.0,O,
Boe2847,11656 denton boulevard,IL,,2472375.0,,,DJENANA,1.0,Sanderson Farms,1.0,United States of America,1-940-387-6618,38.0,,R,3.0
Sev2848,13689 gulfton drive,OH,,,S,,Dasha,5.0,Pulte Homes,1.0,United States of America,1-487-945-7758,88.0,508.0,O,0.0
Fwp2849,23665 DEERWOOD PARK,Manitoba,,3233143.0,M,125404.0,LYNDSEY,3.0,Radian Group,4.0,Canada,1-254-812-3808,32.0,725.0,U,5.0
War2850,16647 purdue north,FL,,1644405.0,S,166067.0,HELGA,0.0,Valero Energy,4.0,United States of America,1-703-427-9440,18.0,782.0,O,6.0
Els2851,23664 cherry court,LA,,3079061.0,M,92707.0,errol,4.0,Allegheny Energy,4.0,United States of America,1-876-160-0696,56.0,478.0,R,4.0
o't2852,15692 essington rue,New Brunswick,B,3132569.0,M,61260.0,CHOCS,0.0,Mutual of America Life,4.0,United States of America,1-329-701-2983,68.0,595.0,O,
hil2853,18258 CLAYTON WEST,VA,,1873951.0,M,454111.0,merl,2.0,Scana,1.0,United States of America,1-284-178-5128,61.0,709.0,O,8.0
MCS2854,6148 KIMBERLEY RUE,MI,,2126735.0,D,146089.0,Seanna,2.0,Applied Materials,5.0,United States of America,1-019-364-1006,30.0,540.0,O,2.0
FIX2855,3690 PLUMB BOULEVARD,TX,N,3422623.0,S,65170.0,STCLAIR,0.0,US Airways Group,3.0,United States of America,1-569-911-0786,76.0,521.0,O,7.0
Gui2856,17491 roswell south,AR,K,2701470.0,U,190985.0,PRITY,4.0,Int. Business Machines,4.0,Canada,1-026-137-9303,21.0,,U,1.0
Jav2857,4623 ramsey lane,FL,L,1570802.0,U,213007.0,Kaela,3.0,Lubrizol,0.0,United States of America,1-106-891-5243,23.0,358.0,O,7.0
hun2858,408 johnson ferry avenue,DE,,3718595.0,W,479733.0,Keelia,0.0,Winn-Dixie Stores,0.0,Canada,1-272-213-3128,98.0,427.0,O,5.0
Hog2859,17739 SUMMIT RUE,CT,,1603433.0,S,196776.0,TRUDA,3.0,PHH,4.0,United States of America,1-609-296-8206,100.0,373.0,R,3.0
Bar2860,15305 concord west,PA,,1833417.0,S,6628.0,elysee,0.0,JetBlue Airways,4.0,Canada,1-660-682-6100,87.0,796.0,R,1.0
Cul2861,12481 hayden lower,NE,,3473994.0,S,15674.0,Cilka,0.0,Capital One Financial,2.0,United States of America,1-126-413-5341,99.0,824.0,O,9.0
Ber2862,10566 SIENNA EAST,CT,O,2202772.0,M,42065.0,Marloes,5.0,PSS World Medical,1.0,Canada,1-473-895-8875,54.0,389.0,O,3.0
Bon2863,22767 misty street,NE,,,S,74711.0,Kerri,3.0,Shaw Group,4.0,United States of America,1-438-985-0768,64.0,440.0,O,
man2864,2446 forest lane,ID,,3910797.0,M,17399.0,Rheal,1.0,Emcor Group,0.0,Canada,1-453-953-4176,2.0,648.0,O,7.0
Nis2865,20673 SANDPOINT NORTH,MD,S,3242791.0,U,370768.0,WAI-HUNG,5.0,Alliance Data Systems,5.0,United States of America,1-926-142-0571,21.0,,O,9.0
Ras2866,9205 burton rue,WV,,3554902.0,M,244111.0,verine,1.0,Pride International,4.0,United States of America,1-715-002-2054,35.0,804.0,O,0.0
hum2867,22776 canoas lower,Saskatchewan,B,1033119.0,S,,Hazem,3.0,Brookdale Senior Living,0.0,United States of America,1-381-650-6100,,838.0,O,0.0
Ler2868,3329 SIMPSON EAST,SC,A,1582447.0,M,286730.0,Caterina,2.0,Valmont Industries,,Canada,1-194-761-3708,43.0,757.0,O,2.0
ABE2869,24400 sycamore school boulevard,ID,,,D,204195.0,Estele,2.0,T. Rowe Price,2.0,United States of America,1-673-128-7210,45.0,848.0,O,2.0
JUB2870,17576 alpine west,OH,,3503665.0,M,366879.0,Bobbette,0.0,Centene,2.0,United States of America,1-322-743-0090,54.0,583.0,O,6.0
DEV2871,23701 pelican way,WY,Z,1726931.0,S,192330.0,carlye,5.0,,5.0,United States of America,,19.0,833.0,O,8.0
RAV2872,18231 flint river lane,British Columbia,F,1863124.0,S,366433.0,nerti,4.0,PolyOne,0.0,United States of America,1-926-048-0610,17.0,645.0,O,10.0
zho2873,16872 norden north,ID,,737325.0,M,62475.0,Shawnee,5.0,Williams-Sonoma,1.0,Canada,1-201-171-8004,65.0,481.0,R,5.0
Wha2874,12393 grant avenue,MN,,1680618.0,S,211517.0,Hollyanne,2.0,MeadWestvaco,3.0,United States of America,1-401-992-4939,45.0,689.0,O,9.0
fos2875,14117 ROXBORO STREET,VA,,1589210.0,M,187457.0,APURVE,2.0,,1.0,Canada,1-084-535-9019,18.0,532.0,O,3.0
Ger2876,16768 regency north,UT,U,2978108.0,S,,Dinesh,3.0,Goldman Sachs Group,3.0,United States of America,1-963-452-7096,25.0,629.0,O,3.0
GOR2877,8980 ORINDA EAST,DC,,2549089.0,M,499718.0,Pars,2.0,Chevron,0.0,United States of America,1-813-790-8599,,453.0,O,7.0
Tab2878,19131 LULLWOOD PARK,AL,,864414.0,M,421364.0,AUDRYE,5.0,United Natural Foods,4.0,United States of America,1-036-862-5730,41.0,615.0,U,8.0
mcl2879,16844 leon south,PA,M,3881507.0,M,,griet,0.0,Centene,0.0,United States of America,1-763-036-4794,40.0,624.0,O,10.0
Led2880,2500 abbott street,DC,,2532578.0,M,308963.0,Fei,5.0,Temple-Inland,3.0,United States of America,1-514-845-9628,24.0,494.0,O,3.0
DAL2881,23423 sakowitz street,VA,P,2671228.0,M,162380.0,ALPINE,4.0,Del Monte Foods,2.0,United States of America,1-003-620-2943,48.0,707.0,O,3.0
cha2882,14301 BATTERY WEST,DC,,2928062.0,S,11400.0,ardelis,2.0,Vulcan Materials,5.0,United States of America,1-315-419-0753,51.0,331.0,O,4.0
val2883,10256 BROWNWAY NORTH,MN,,2998778.0,D,81126.0,Amnish,3.0,Medco Health Solutions,2.0,United States of America,1-807-532-2116,97.0,428.0,O,2.0
Bre2884,4768 BELLADONNA STREET,MT,,1337757.0,M,145366.0,Roderick,5.0,Hawaiian Electric Industries,0.0,United States of America,1-947-678-0198,43.0,423.0,U,3.0
Fle2885,7661 grant way,Alberta,,,M,143562.0,Jaya,2.0,Service Corp. International,1.0,United States of America,1-996-511-5615,44.0,775.0,O,7.0
Ton2886,14635 greene rue,PA,,836718.0,M,22543.0,Elora,1.0,Itron,5.0,United States of America,1-748-297-3496,60.0,774.0,R,8.0
NOE2887,14805 bonneville street,Nova Scotia,,1014967.0,S,299737.0,Corabelle,2.0,Alliance One International,1.0,United States of America,1-951-852-8745,68.0,565.0,R,5.0
Kog2888,12971 ATLANTIC LOWER,ND,,3950955.0,,301559.0,Sibley,,Steelcase,2.0,United States of America,1-049-439-4492,4.0,847.0,,2.0
Cla2889,18978 BELLEVUE PARK,DC,,2167703.0,M,268673.0,Marielle,1.0,Eastman Kodak,4.0,United States of America,,79.0,743.0,O,6.0
DAN2890,14482 kirby south,Quebec,S,449606.0,W,168657.0,LESLIE,5.0,Group 1 Automotive,3.0,Canada,1-071-853-3289,49.0,400.0,R,3.0
mra2891,2928 potomac upper,RI,S,2087536.0,S,244153.0,eada,5.0,American International Group,,United States of America,1-434-730-2019,83.0,301.0,R,2.0
Coh2892,1270 hughes lane,NM,,35847.0,M,339777.0,Nathaniel,1.0,United Stationers,5.0,United States of America,1-939-258-7141,58.0,494.0,O,3.0
Orr2893,11850 BELLBROOK WAY,Ontario,,3272016.0,D,30779.0,MARTGUERITA,4.0,MasterCard,2.0,United States of America,1-434-565-1105,35.0,553.0,O,3.0
Ada2894,21747 cleveland crescent,NC,D,2447876.0,S,55187.0,GIRALDA,0.0,DST Systems,1.0,United States of America,1-656-420-2875,78.0,512.0,O,7.0
far2895,15468 carroll east,MI,,2672701.0,M,157300.0,alisun,4.0,Wyeth,5.0,United States of America,1-824-790-2846,74.0,411.0,O,8.0
Hei2896,5965 DAWNVIEW ROAD,DC,E,3194265.0,,428685.0,ursala,3.0,Schnitzer Steel Industries,2.0,Canada,1-869-513-7253,34.0,488.0,,3.0
VER2897,8428 roberts way,MD,,1239118.0,S,387795.0,Malethia,4.0,Universal Forest Products,2.0,United States of America,1-725-474-9814,63.0,762.0,O,4.0
Tho2898,1892 electra crescent,MS,K,3290244.0,,222600.0,edwin,2.0,Electronic Arts,3.0,United States of America,1-522-117-4385,20.0,811.0,U,10.0
STA2899,13657 ryder boulevard,SD,C,517617.0,S,65487.0,J-francois,2.0,Duane Reade Holdings,0.0,United States of America,1-459-891-1197,33.0,666.0,O,7.0
foo2900,14037 spring valley crescent,SC,L,2114393.0,,422877.0,sohale,2.0,Alliant Techsystems,5.0,United States of America,1-456-960-4038,94.0,841.0,O,7.0
