AgencyID,NetWorth,FirstName,MiddleInitial,CreditRating,LastName,NumberCars,Employer,Phone,City,AddressLine1,AddressLine2,Country,Age,MaritalStatus,Gender,PostalCode,State
Nmu14739,3807055.0,Sqcqdsbyrflpjilbbewq,h,527.0,Nmucl,4.0,CenturyTel,1-633-651-6561,London,Ufawidwnyidds,Hamjryiejvfqvhvgmltejjcpkaawntkvefelrumznjqibfwanlhbryhjgqhppfacvsnrrrscwmrvvr,United States of America,54.0,M,m,Dujjhnwn,MO
Dkh14740,123214.0,Rycmpkozyaqiokxr,P,703.0,Dkhaibchnj,2.0,Mutual of America Life,1-399-245-8269,Tucson,,PGHIIGLJOSJOCZUMTDEOPFWUEXTHIJCZ,Canada,6.0,S,f,FAUXFFHMFJH,TX
xpn14741,,Bzpjbxhpnaifhlmuxroda,l,730.0,xpnmcoci,,Ford Motor,1-184-463-5462,Naperville,Evhkysrfgblcyvinljdhabewkmwwndsizzghojnvufxlgrhigbctauxntwbbjaqpvarghtzpyauainp,iodwjthjfhqaxjzueyqhozdkvhaznkfeawgmgua,United States of America,37.0,W,,mspyh,ND
Wcp14742,3952400.0,Lujhzbbk,,733.0,Wcpnajggaxujuwqqnqrgjoyybbf,0.0,Waste Management,1-316-020-7430,Washington,rwvbltfagmavsclrfpnqkmhpqrkcnuoyccqfyppxhcccvtpwjvdloqppqyydsrb,Bmxafcjnraurwrbeqajgmbdcholfucsmmmzzzpda,United States of America,49.0,D,,rbjjwk,CT
Bzl14743,585179.0,DVTYNJSL,U,420.0,Bzlwsezmehzcxqmklwg,2.0,Harley-Davidson,1-715-622-0264,Minneapolis,thrscooaapbxquissbpieedsicvfcsmbpycsofwloyejktult,uouusycuzhmkleqofdedneuwfarmszenotxfnqsfxvflwqab,United States of America,32.0,S,f,tnggz,UT
fvt14744,1167883.0,WOFGYAAJ,,411.0,fvtyawia,4.0,ITT,1-107-293-9798,Buffalo,Pdmzpgttzgbamghdtfsq,Amuqgzqefdpraqotagyr,United States of America,,,,Bawgzl,LA
Xyn14745,702192.0,Virfgbjbejynhsooktbvz,v,560.0,Xynuratqisuwuawtxmpswepmq,5.0,,1-600-016-9310,Evansville,Hspxibppuaxuevlfkjfkdxfhutzemofnfwhyhrqxdxtcpktlhqrhns,,United States of America,2.0,S,F,Nqsxddsce,Quebec
DQF14746,,MHRGAIMFKCOBFVWFHQUBGBT,F,433.0,DQFTGWOYSWOUO,3.0,Family Insurance Group,1-949-036-7296,Philadelphia,Czzkbyunsvdmhceot,,Canada,70.0,M,M,Awsreu,Ontario
Bqz14747,298102.0,VTJKRRQZBCOJDKKIKGKU,,753.0,Bqzpesapnlziy,2.0,Universal American,1-734-304-9159,Salt Lake City,Clrxjlqogjoabdwlppmjcsafivadbmokkwfqrtfcmdwdepxtpetwexhjntfcweaqge,Imflovagbuucxsosvcjapcwaqcdhcfvxinwhgjxjbpwzqnhznwkafuthithkrdvonjcmq,Canada,8.0,M,,Tylnmpf,AK
ouf14748,3586098.0,Shvpeoniptthigajzyjixhshokahra,,436.0,ouffxzbwimxuyitkrdpgsawghglba,1.0,StanCorp Financial,1-224-589-3906,Tacoma,CDNABGOGSWDAOFKJOMARTBUWIFIVPNTOJDT,XMXCBRCYZKARIKFEZRRDD,United States of America,19.0,U,,avlkmhr,UT
COH14749,3183977.0,Ooigxfdyvbps,N,837.0,COHOJQBVCDUSPMG,0.0,Graphic Packaging Holding,1-350-107-1276,Fresno,boiirqybkfvyblcgfhivhotsglbubvcmslbgvlawiwvqivlzpvblozjkwlxt,Dewbqrahbgnbyzh,United States of America,80.0,U,f,KMKUTKZOPP,OR
OXC14750,3603002.0,FCPJVSIVWIJJG,,308.0,OXCGCEOPDTTUBGRXLWVZNPE,5.0,Piedmont Natural Gas,,Hayward,tupufebllcth,Qgofocvbdjxqcbehcrbplmh,United States of America,97.0,,f,Sfgwbt,MD
JJC14751,1642074.0,muaahizfpwbjtpnifhn,H,589.0,JJCCRTILQDLADZKPQ,0.0,,1-785-592-4773,Cincinnati,dnapsffkihlgvdwfzstldvehncmajnrhond,tqdracclspzmleltlxcmitvnsddhbcpgvfvxbxucxtjuwvaarehakvonjhfawegexrhxizys,United States of America,26.0,S,M,Dtjjajw,MD
Ktq14752,1296830.0,Iurphubdarcqyaqtivrgtqo,,721.0,Ktqngtk,5.0,Scotts Miracle-Gro,1-835-057-1735,St. Paul,Rhcokpoyg,YGBLSPPFBFWDAWVFVUJKXTDNQCOMCRUDXU,United States of America,71.0,M,,Wbfllafo,Quebec
Ate14753,2994177.0,qdsvclgsmzzalrcuvlpxavuex,X,615.0,Atevbr,2.0,Sunoco,1-600-386-2980,Bellevue,zacaludcyrjlvzhswijbvcxmhlkx,IRRUXFKPPAKXCQRLOPIFUZFFXHRJJNPXICTGTGJM,United States of America,82.0,U,,DZHITKLJDMT,FL
uzy14754,2717229.0,uullzxibzoygqsljkpxiajorlds,,368.0,uzysteadbized,0.0,ScanSource,1-082-420-1003,Jersey City,Lsgbcnbtubaycaamnqjhiwqpxdpglaquvnnalahpacnwvfywsqbumqp,rmxsdjvocdbpfvggrfccrurzvhyeicjhjxnfwjfxau,United States of America,34.0,M,,TFBZMCMCJJ,OR
Neq14755,3062317.0,Qzvimirshwumdow,d,302.0,Neqlsac,,Viacom,1-980-965-4367,Pembroke Pines,uqaetnqliuhulsskuerzbugvlbittk,Gpdhdfjilruolqkseblgnjuotdjxtekna,United States of America,98.0,M,M,gmapbliuvlzx,IA
Iue14756,1034805.0,Pbvzzefnkehhzunicekmajt,,,Iuehfniajogcnzsfydujd,2.0,CIT Group,1-961-620-1205,Mount Pearl,Pjsbibubakynngupxnsjxedtgisvdddpcwzeylyyqcjeeubrlu,Tcvglqjhzekhvepcq,Canada,75.0,S,,GEHNVTFXT,OR
mwa14757,3259207.0,Tysanku,t,414.0,mwanjzymxbuolkgr,5.0,Host Hotels & Resorts,1-308-486-7818,New Orleans,,Gowcuhozneadpwogrfkmkebricsqqvmtitexdotdhlqtsj,United States of America,80.0,M,,LUXWE,VA
Dwn14758,2589281.0,SBCQSRFJSPSSD,S,456.0,Dwnovtxjxclgqunqjhn,3.0,Avnet,1-392-507-9429,Wichita,LANCMHPTWUFBRCRTDI,qhfygiapyviiuxvkmimlxrgpllqkrpsbwshaiehghnpmzxzbundlmgcydlexcihzpjwqm,United States of America,51.0,U,,AIGAJG,MA
Znh14759,3594646.0,ffapfwxukapmibvsnjfwicxdydjhlo,f,615.0,Znhjvrtozltxbvxqx,3.0,Xilinx,1-382-980-6837,Sandy,Ioddvflkvseiapcygoctkmjpxmaqndmvsdluzopftqquhcffkwkrhhiopqtojwzvhntmwxgdghe,OSBZGSSGJNSRHHWLWTWVGDYMUMEPQFRW,United States of America,,U,,Rhbbvlejfkq,Alberta
str14760,2317189.0,SUAAOUDU,,471.0,strkfftvvjktmp,5.0,Regal Entertainment Group,1-195-722-4596,Overland Park,,QOAHFCRKXTARZUSXUTOUEEANBSZUAANJWNQDGNWZDNHPKNRHXFZ,Canada,41.0,M,,Gwtbnsqhj,NV
Rto14761,542867.0,Emutf,,522.0,Rtobhgeuk,2.0,Imation,1-987-195-3879,Huntington Beach,diozjhgkbmkykmtgvpnpgkvxjlptqekkmsheynfthmetokla,EMJFAVSNSWJDJDFZBVBIEXMHABASBWPNRVUBTKHMYWLWYXEMBOYOMJFIQKYPQHLLBKDTAFJAKGQ,United States of America,26.0,M,,Vewomwgvoqtl,PA
Goh14762,3250520.0,Zqzxxsurussklyfpirsdam,T,645.0,Gohfztbtyucdsggdkjdukgmcpp,1.0,,1-906-464-2518,San Diego,Otbeoxuxhafehcxsiruasircnftmtlrwwladkfjfblbkklukmdopfkkovblpfgtukjcqunwdnxarzcjp,SKNYJCUSFGHWJZZMVKPAMNZYIGZLUDAYCVQNBSKKTZBONDUPXXOXTKYDCGGHECI,Canada,98.0,M,F,Ygaivdkrzb,ND
Fcx14763,3807629.0,EAYFCIALXUWVTOXLGGQQKWUU,,426.0,Fcxjkd,1.0,Legg Mason,,Elizabeth,UPEXOAQSBXJYMQ,Hasrblvwkmexbvlphwhfaiemdxvxvpojdimeeyromkrvuvaxjuaedtctsfegohjswezqowxexocminxq,United States of America,49.0,S,,ahjdntni,SC
dkg14764,1485133.0,Pdjrozgjcpln,F,,dkgil,4.0,Burlington Coat Factory,1-460-336-2050,Lowell,,Hwzcrmjucjrgaodazhgnuirc,United States of America,23.0,S,,Aioqofup,SC
UCZ14765,3002778.0,Pxxbcdpx,,503.0,UCZCQIBWYJPNRWIT,5.0,Comerica,1-493-025-5252,McAllen,Gytrgrvpebctmv,Jityzcrwohsksmcwrepmbjmksilsvolqwongcwglmmvremwvzizmzlrzqfjkubxvrbwg,United States of America,11.0,U,,GVYRAVWKOQJ,ID
bfn14766,3083191.0,vxviybuphnivt,S,691.0,bfnfdpplr,1.0,Publix Super Markets,1-050-074-7976,Berkeley,Bbwrvofmapopoqrarysrein,Xvgdolfbhrvakoll,United States of America,51.0,W,m,jpwva,LA
Waz14767,3572185.0,xrkiwcwh,g,485.0,Waznenjvzqwscqohybwxub,3.0,Waste Management,1-058-963-1895,Honolulu,YAWAPEWFRYETEUNXSESFRBPAIFZBKHESBGOVVDIFVROKYXOSBROGUGEDPH,qringxdhdlepfkbswpuuixcwwgyyarawkxwxsiwqbnmji,Canada,62.0,W,,Txdpwmvartnw,MS
ZJT14768,142077.0,JRGNYAXTHJZDHYRQFRXGACGCBXDWZ,s,793.0,ZJTBLJAVVAGO,2.0,GMAC,1-108-632-9293,Idaho Falls,Lyzaeagocsqzhtqxaxlhrxehczakzhrsthjb,Wkgxbbyvvgjwequbagxtzrqyhpbdptpvcrrmmkctdoushtpssafzifimoheckoobpumz,United States of America,1.0,S,,CPPNR,DC
Kbb14769,3299091.0,KIXMVUIEULYNVXJLOAHFEAP,W,504.0,Kbbjmuvxzgm,0.0,Reliant Energy,1-223-131-7827,Nashville,Vvuvpfxqghkbcwwxsgviqlaspntqfgczovmdgadmt,fkvkuhyfpmdesupglmvtiedlob,United States of America,45.0,W,f,MBABFAN,MT
Piz14770,638983.0,Evfimcllyvh,,383.0,Pizzgnyuwykf,0.0,Domtar,1-287-880-2107,Spokane,bvysadjwhmvqqupzhabclcwuejhvvlcemknreovmlcwarbmzpwlyqivyoegks,GESCYZMEUASVRMIVOWSVIBFCZXTSIXMZXYZGRSX,United States of America,22.0,W,,,ND
Ugu14771,2547891.0,GLDHWDAAACFGQMGJXASLQAWIVIR,,752.0,Ugupuijxphnq,2.0,CUNA Mutual Group,1-632-689-5028,Modesto,ZNOHJMGPXRTZAIGVGDPRZLCJVDCP,Umetgrvvaegpfintftpixnedfsiefnfjbpohlvvzwujsgnfkoyqtba,Canada,26.0,M,,FKHLZKF,DC
FER14772,410926.0,Yyzfddnouvumuavwpnsixbdwdnk,t,385.0,FERHAJIXIHGMOCOFEXOIJSI,,,1-587-586-1649,Columbus,Tgmnfkbgihvghvmggclnslgghvrnhyxmffruuidqslixphdddjipeemuszuteeb,Ttiswwijtjidnfnsifdbxeontpoycex,United States of America,22.0,S,m,SPUZWZJEXD,DC
Qks14773,2132241.0,IBVVKJPYGZCOAPKVXKHNSUU,l,567.0,Qkscnlunckcjbbamkne,1.0,Toro,1-439-526-1837,Fort Lauderdale,rhoxwlzvytitfpzjjxvdpzobajqeijmunksbhfokucoemuoivgbvelxqptkr,Ugepxt,United States of America,10.0,S,,DDJPCPSLW,AL
Pte14774,672636.0,lhitzephfax,,671.0,Ptextzin,4.0,Belk,1-802-267-4648,New Orleans,Zmnyoj,WPWKPJFHUSVPFEKCGDLLIKWTBIOXOHQQDUOJQLXKBHECKLJFAQYTQISXFKHWE,United States of America,96.0,M,,Eaojafslko,ID
Men14775,3183584.0,ZDPVJEIAMQAJGMBOXVHTZBH,,668.0,Menrdedcbqnhylzqrivhzdlz,4.0,Spartan Stores,1-381-106-6173,Norfolk,duusrijpwwpluxoptjiujuuaovjlt,Udolwiqiajbibcjxpayksnhrbatdvqkvhgopacbnrbltbliilkrqjjwakuewasiwjapfqngdrjk,Canada,73.0,U,m,JROQTKP,WI
noe14776,1074577.0,vtjfzbyhsjbxycbpexufydb,,795.0,noexsdvilzekhfpv,4.0,Telephone & Data Systems,1-259-645-1451,Grand Rapids,YRKCCGHKHZDQQAHDLAWYDWMFXYZTBDECQCVARRXUNQTAJUZIYBDGYMBMJDAOYJECYOIJ,OGNWQKJORWKUNDOEDVWFUIKBAFNG,Canada,99.0,M,,Itbpqdgmu,RI
Ydo14777,1994014.0,Qjcwvsozq,W,687.0,Ydotxmorbhqlsiigqtwmtjenlznowv,2.0,CSX,1-670-390-6865,Moncton,lkqiemuwxymhcrnvdlrddivxaftauccfxbokycfequvlxsxpvzpwdbjngjmitbjyxjpxajifezqubl,wwbtssuamwcyqxdftbuhvavnqqghojargveuxmakkmveongyvxfcgwikavssygvskkabhtjm,United States of America,53.0,W,,Egtexugpiim,WA
JSC14778,2961433.0,hakcyvhbhqfdbxoxerde,B,717.0,JSCQJPDUHICGTXIOPNLCTNJEDSAC,0.0,Qualcomm,1-541-026-2054,Costa Mesa,Zlhcspqhevwezknzzjvenadkdswjurtkuftlnagbakbnjnuxdiczsccuemtsczodj,Bcmkietnvox,United States of America,43.0,U,f,ESBZXZQTWNS,NC
nwa14779,418274.0,Trqvkcsrqjoaxbxkumo,,841.0,nwabnsszdpwbrxyqnalic,2.0,NVR,1-620-891-2165,Boston,PCSKBRKXUCAOOMWZHIQYKXBGYNBTUXIPJCOASZVAUJECNRMQBXSJWSZJMFOVDJFXUXSVHKWSPZT,Kqqfgvgqfomtjoejvetkvvlbzpkmwxibcngtzqbfbhntebxovrxakdsplohbllnjwmwughseyvdo,Canada,3.0,M,,kfybzv,Prince Edward Island
Jfp14780,1404653.0,wyvfadpa,,687.0,Jfporftmrcnrnaiputhro,0.0,IDT,1-880-159-9954,Fullerton,Uudzq,Jazcqfsccnquabkpgtzggkczpoynikxkdvcwjtmijqchhgeqkaxkfhzjes,Canada,14.0,D,F,Ldtldiyapv,Prince Edward Island
Gbv14781,,Eegsffxladvbcdugmm,a,822.0,Gbvxqg,0.0,Starbucks,1-031-582-8272,Pembroke Pines,Sughkvdfbzlkk,GFMMEOCFGCNMPTUTIEOIJDKXJZNEOAEUETFFEJKTNTSRKDFRXCMMWRS,United States of America,91.0,U,M,Htkidwghun,VT
LRI14782,3061861.0,Ibhdfqjopbiitolhfcjipinoo,,847.0,LRIBWBXSOAVFDLIQ,2.0,,1-826-929-2487,Chula Vista,Exttvuxgtbbgugyzjeobisogbaqa,Gnzqngzbrrxpbefjwwimcpsyihocvbugjeu,United States of America,56.0,S,,Pdsojsok,ND
Zkx14783,3443904.0,gnlvgvoclxhlr,,341.0,Zkxamyhoytlzulhsj,3.0,Adobe Systems,1-467-571-3122,Irving,ILPLLEDIETRWKBOFRQOYVGQHH,,United States of America,2.0,M,,EDIAXD,SC
kyh14784,2402545.0,kxjbzaushrpukltctyngrro,,639.0,kyhksqfofsuyhbswsvdqchsowql,5.0,Parker Hannifin,1-469-332-6329,Charlotte,dqzsnldivctausuqigiejpvzj,Mdkwelvgpdnzphbxmueadigljzjswhpmprwvhgczdajxoyuugnhkriyoxbnrslubnusjeffjrnptgtw,Canada,16.0,M,,WVLLHI,WI
Zyy14785,3282936.0,IBWDVUKTJRMVSOHLFKFSTEPOXUJU,Q,638.0,Zyymjhaquocngairbjrgsqyxcq,5.0,Century Aluminum,1-663-341-0236,Chesapeake,Fposuqrdtuajvjjaftnhozchqbqwiapvvhcfh,Ejilqylurpgnqeokgiiusc,United States of America,69.0,W,F,,LA
Aey14786,795124.0,BAMBMEWMWUPADBFQAMEUFUUK,,530.0,Aeyjmwelkgmaiwqplwpmko,3.0,Brown-Forman,1-548-881-9261,Warwick,RFJJTKTZEFDLLIENLRXCAKSYIAGBMOCJJUUVFT,Ghkuc,United States of America,10.0,W,,Budjda,MN
VUD14787,1795274.0,uhhvqtjriatpxiahhgxsks,,826.0,VUDRFXB,1.0,ProLogis,1-206-769-9102,Fort Wayne,ISZXFQGHRKGEFVOEGLXMRBQJMLRJIDLZMJAKVNROOWKD,NXVQHJBYMJSEOGCNZGIBJWETKWGNFIODROZEZNIBIOCUPAADQFFIPHHEGJ,United States of America,84.0,,,obeogiguhkur,Ontario
tgw14788,872044.0,ENFBNBNESAEDOSO,,551.0,tgwumoukkoyu,4.0,Brunswick,1-955-515-1976,Omaha,Qodbzvqldrmczgqsrbdyicxaleoqoialathfpcincqkzchnxtdtapox,BYCDMSRVOROGBFRIKOAAX,United States of America,0.0,S,,BLOOTONCBO,KY
Nqn14789,1761409.0,Tsjouswasaexqtkgkamjykecjjsp,,364.0,Nqnalivpkdbgrg,4.0,Burlington Northern Santa Fe,1-830-389-1030,Hampton,Tesrvqzfuiy,Gtsvtqurzhqhddnwyzluvtplkwhemjzwryhvfzfgxuqxquskssmacvmsscrhedrgavqfiwsdnlvxfta,Canada,66.0,U,f,Xshjspz,WI
psv14790,559581.0,tzdbxuvlox,,570.0,psvaebfqqxvgyzrdyfnytmsxb,5.0,Old Republic International,1-203-170-1658,Dover,qlctrssvfvvezechmlib,Bcjryntbksvoedjmjhafbhykqxfkptqbvirnjgwhqgvynugybrtsholjcodpuevhmtoogftmxopzd,United States of America,76.0,M,M,MEBYLYXG,MN
QVC14791,,KIFBSJYGGQLXMNDNSTB,,524.0,QVCYKTVSQXAJ,5.0,Baker Hughes,1-368-566-6896,Newport News,Xwoxjhywcnuqyuhkvtjtxduquazuhbhwhddvztawsljiuqgoxdgeztffqwvhc,xrrvodzjqiicjqjqfbzryhgwbqyupwjvf,United States of America,67.0,M,F,FJMIYJTF,NE
TNN14792,1675606.0,Oraxwbnsqnx,O,359.0,TNNSDVNLDCWQJDBSZBAV,2.0,Comerica,1-725-776-7560,Sioux Falls,SAPTTAPNAVJDWQHQLSGEALJGKLEUPLMGBSGDQGBRIXXWY,Csyrchguxmfleqnnrohgqeqstjrxrklvurfyrurdhc,United States of America,42.0,M,m,Crcjzqc,NV
slx14793,,WNGQEHMARCATNCMGQEOKY,,394.0,slxreiyqgsuqfbocolte,5.0,Northeast Utilities,1-526-566-8041,Rancho Cucamonga,Lxpguxtdjfdsotkzrycytunpqnmmifzsq,Nbhdgurdbhvwtuguczvefogqplmdvxiciclcpfqthwxcejgfgiflpchivp,United States of America,21.0,S,M,Okznkyma,Ontario
qrg14794,2137079.0,wdwirvyr,i,582.0,qrgqrntassrkeztnxexiecfisk,4.0,Rowan Cos.,1-906-082-3947,Little Rock,Lkcfpisctgvbbicgbrsoqonbggtiyvqwvyqnkrxubfubohffberctkidwiofdgmrzetbjbbrwwsxnwu,ITATRHTQLAGYPJSOQAFFSPLPLZHTSVTBADGVDDYXJ,Canada,87.0,U,,,OH
NSS14795,1985439.0,LBVNAHODQHQWXBHPRZ,,451.0,NSSOYHCTUZDNPUXOMCDIJX,,Omnicom Group,1-818-947-2119,Lancaster,Kylzgnuhykwgkssovaqttluotbebyrrwawd,rguwixnrfwekzrgzkqbpgwzvufmtplaalaaznphwhdkhuycaevcfiabjsif,United States of America,73.0,M,F,Epndvgv,NY
gqb14796,2448354.0,rcucdppefcay,k,309.0,gqbuhewqobqski,1.0,AutoNation,1-688-598-5096,Ann Arbor,hrcsvjxiqhxntldloallenshpjwqjcf,Cecdmbzzocmdphgvtvoocve,United States of America,0.0,W,F,ZUOAKYH,WY
WLS14797,3895579.0,mqoczbmpocwrjgerqgnjhnspmtbpoe,,543.0,WLSRUSTKJWIB,3.0,Sigma-Aldrich,1-254-486-3279,Tempe,,EXFGLFYNDUIBQHABZQMXNIWZEMQCXLKBWDGFKMMJJSHLZQZHBPYALGQKWJHIYXNOUPYJYIRZNH,United States of America,6.0,D,,XKMVSP,WA
vbk14798,790017.0,Gkedmwsvsayibdld,v,644.0,vbkkpgfsosnwhyiigypanot,,Iasis Healthcare,1-816-773-1898,Santa Ana,jjuoyvckbzfpjtanipclpayqpooeiaencdbswmlrmbrfdnfuqmxcrz,jcdgdrupkgilsfdrugtj,Canada,63.0,U,,Vyyjo,FL
Izr14799,3653320.0,xevnxjdk,,665.0,Izrqqbhnndgrnxiqzijzaiubnlhnpj,5.0,KAR Holdings,1-316-428-1641,Tulsa,Talhyjyjoxzqjeclssktsekucjbfitym,Vltaxqspivpmxxqyvbvaedvvoyibahapancqjmy,,20.0,M,,Dtpzvhuh,WI
YJM14800,1600752.0,ZWLHRPTOMVHTWYCUMTRL,,368.0,YJMGTCH,3.0,Burger King Holdings,1-221-269-6710,Pembroke Pines,KXGRMFHETVKURIYCNWLFPLIXTCSBATCWIYNLIHEJRVM,NMQNEZMTQRCXAF,United States of America,61.0,W,,HVXFXJOB,MS
Kfo14801,3406630.0,yfmlzzyy,r,766.0,Kfowsnmjmlvmh,2.0,Career Education,1-059-107-1736,Vancouver,PWIBSFVXUMZLEQJYNNBORECSCBVUGNXXNKABCSBQGIICPNLVXUVGQINKYVPLYSCSPIATUJV,Wtutmmfskkhvoglvbbmpyyifbibwqekdewuzpbxazjfaxvnyslyj,United States of America,11.0,S,,Eevcysrwe,DE
Ayk14802,3157994.0,Stgodw,,522.0,Aykzhhfmwubjogxijrtnfmjyz,2.0,ITT,1-633-467-3204,Quebec,GPWBDYANERJVYGEOKOCEGBMOOLUJGVWVFAWSIIUGNTCVGBUCJTOPXX,Rtfcajnleubnaujnepjlfwsmytogbfsffglsqcvbjifiiaayahcpnpbbgdlbjdngpghjbxgzznst,United States of America,60.0,U,m,Xqbosdw,PA
Hqv14803,827990.0,Ehyrdzkylfyjmpobszoiwecuuvev,B,400.0,Hqvarhbveyzddh,3.0,Bank of New York Mellon Corp.,1-713-111-6936,Phoenix,Ifgndhupuvab,QXBSLWJWKXSBSJT,United States of America,28.0,U,,,ID
AUJ14804,3794134.0,Aeojinhqgdtxxxwhptvu,F,519.0,AUJLLG,2.0,Berkshire Hathaway,1-403-157-1580,Miami,EJVUXMEHWWBOCAWXPMFZNFRQAP,tjxiftijakr,United States of America,88.0,U,M,Dnwfvlrsf,CA
wwx14805,598390.0,Lncrflhxwdqwxufevgu,,370.0,wwxereootocfpnfzxniybgjupxl,5.0,Bon-Ton Stores,1-040-068-9793,Irving,Vvsipkwfwcdtvnzwenxu,ASPQUE,United States of America,100.0,U,m,oxcodrgbiw,New Brunswick
vjw14806,3388949.0,fciqqulxcxf,,622.0,vjwhaqlkhbuiflixfdlgzmf,1.0,Landstar System,1-371-374-6911,Minneapolis,bcpmwnxkfsntpetevqokfraeyssdikxgrvhvimemtiixfiwsrpwjddojoqmmikqxrajdwffmxl,Wjeqqunpqxxjfxmjsqidofwpbyjpvvmzgpy,Canada,37.0,W,M,MWWXBHS,AZ
Eju14807,470375.0,CVSEUTPT,,498.0,Ejulzrwjlxwegvrqruxdtfp,0.0,Molina Healthcare,1-309-989-0101,Coral Springs,Fyqpxgygiikyoatwrtuaermtgyqvejgblrcb,HVMMIYZHMOFSGNZ,United States of America,60.0,M,,Ndaszksqhkn,MT
AZG14808,1544427.0,HGATSXLS,y,740.0,AZGVQTTDFNNZRRECUIFO,3.0,Robert Half International,1-723-728-4686,Pittsburgh,Meihloiklrahinaaexbjckcpveaeojifyumd,Jvjyynlimtdwsqqdtywdextphhkwblvbwfgehjs,United States of America,20.0,S,F,SLNKJH,MT
pyc14809,3304686.0,tjsydplwwueyu,,386.0,pyckoqbcfecchlghm,2.0,Graybar Electric,1-894-806-8826,Springfield,IAGVPMUHXETLSMGQGOILEIPEPFTSQPRQZTQDPQP,RYVYYAWFIPCSSTZXNDZSGWEYAZYWABRAKWMAIUJLKJP,United States of America,87.0,M,F,Juumtokwk,OK
GJN14810,2243962.0,Vxxolrrwhmxgj,W,372.0,GJNFYEWUZBKK,5.0,W.R. Grace,1-945-044-3448,Berkeley,wwmmknaedmtvsqpnfmniqtyayislcypytccjnkwukypnmxelptqixwjdezhdmootsvysbdy,ukdglfwqckqthbv,United States of America,39.0,D,,OYSBT,CO
Hvx14811,1658003.0,nqsnwhbkdlpkgx,g,843.0,Hvxlngecldpvhidvjlxkdlg,4.0,Becton Dickinson,1-161-253-7834,Idaho Falls,MMFCCQNGGVFQNCUZDMAOZXUEUKZZGYGWWB,Ftrdjblvkw,United States of America,97.0,M,,ceiakqnxzl,CA
Acw14812,1535831.0,Sjpnjkhzmtjrvbzjkllidzdybrf,,363.0,Acwpkjdixwocmwyvjgsgsneff,0.0,Sherwin-Williams,1-370-316-2697,Dallas,Hojrimlilyujgstd,Eswzybuhfmsgkqaakkshlpdyrxmcjluuegmgsndgxffnjztriztulzpcsd,United States of America,,U,,adywhhupxc,NY
kjx14813,246535.0,IEZNJFLHPWOIMPLTLTEFE,,,kjxbszojzwyrgyzdkkfuieua,0.0,Xerox,1-875-426-5630,Santa Rosa,owfzsfnsltmmwlhggbxgkomghp,hnfoqntjlklinetsigvlxjwahbivpxzrdgkhyknpzfsfbxxxujbiiwourspwjv,Canada,57.0,M,f,Sujoreubmn,MA
DFS14814,972938.0,Ivkqctkffdolmahzhkhjvytvxjnba,,462.0,DFSMCVAJLAGLTGKAAKDP,0.0,M&T Bank Corp.,1-156-017-0135,St. Petersburg,Qfschojfyyehzviqrajsjbdowlboirjrvcfiejfkbiqqnrtvzinsrzeysu,ggtwlvwnzjqggmvcexlxnoztdogypzqeeqmscpxnnhsikwcqeuumfowwhctffalyeszvyxx,United States of America,,U,m,TCRDAUM,AZ
Tpb14815,578485.0,VZKLHDILCYKUTZFTB,,405.0,Tpbcpoamrrtioyusmue,1.0,Weyerhaeuser,1-672-864-9591,Chula Vista,Rbkijresctrsldkslarmiqabqbxxwniytajkpcouunyqbuclhehewrhtooykjiauodb,Usmdsaeqxrffdfklxwlcvvlzsvozbgybkqzljslxoijcipj,United States of America,78.0,W,,Kfajlylrrgqs,SD
AAI14816,996390.0,Ryoxxtsmmtglaysaygoekbvaju,E,809.0,AAIFAGXAZCQA,0.0,OfficeMax,1-520-298-5232,Denver,VZPSWNDKDAGAVJCALNZGYAHGYOJGMVACZAEV,nwukpfqhcmxkzkxb,United States of America,0.0,D,f,Fxqnc,IN
xqi14817,2212260.0,Elkteiprlvf,,431.0,xqiucc,0.0,Pacific Life,1-743-227-7590,Ottawa,orqmllosfghepvriilaqbnvsjfnmxiubdvadqsbjwqcx,Koohibmnfxkmygbfjiyithsscqgkeauemiordhczbbpocobktc,Canada,40.0,W,,JRPRLEPIQZ,New Brunswick
Beq14818,2729992.0,Jvlpogbj,,539.0,Beqzcwkmrt,2.0,Fleetwood Enterprises,1-659-386-1598,Memphis,Xbpxaqzkwveyityit,Roxwbrkioucelagqttspcseg,United States of America,35.0,U,,Venrlnx,Alberta
lha14819,1536650.0,mriuitstcdamqrdumhbljeslsz,,523.0,lhaudfvtavw,0.0,Anadarko Petroleum,1-796-053-1382,Dayton,Vdutooawylxjxorqyovkdhomdsqymjhymgbyckmlgrcdkxtzsvpoqjlvlxaub,Qclvn,United States of America,91.0,M,F,Yqczkdxfoe,DC
Fak14820,1774358.0,namdmnhaa,Z,819.0,Fakkrattghvxazwqask,5.0,Flowserve,1-249-711-5981,Livonia,Umecwvebpmdzeictuudyxprudprtjlilqaiugupfdvu,IZFXHVMWDUKFUNMCFQARWHWTGGHHNRTXYDE,Canada,98.0,M,,ftywyf,NC
Mpg14821,3830785.0,Cgpaszvajsxojlcaocibupw,o,,Mpgsibvs,4.0,Western & Southern Financial,1-855-323-1232,Lexington,WDWRBFRYXHWFSCJLUGUFKGNENHVOWWGRFHWEBBUEYGFBOMMREWIBKIQWZQOXAP,uuborcaexgkhsmlceqoibeskdexwumooiwqumpvqzpnz,Canada,75.0,S,,Cqvzglagz,VT
