prospect_gncd,prospect_ct,prospect_ddrssln2,prospect_crdtrtng,prospect_wnrrntflg,prospect_ncm,prospect_frstnm,prospect_nmbrchldrn,prospect_ntwrth,prospect_mddlntl,prospect_mplr,prospect_cntr,prospect_phn,prospect_nmbrcrs,prospect_mrtlstts,prospect_g,prospect_nmbrcrdtcrds
Bvt13624,Nashville,Nkpjdqbbiqageyhiwzkw,614.0,O,207472.0,UHRDBQNCGNYKQGMHGV,4.0,2791577.0,J,Verizon Communications,Canada,1-681-536-9279,2.0,S,22.0,4.0
WOO13625,Jackson,pcnewzjdtktxgjc,713.0,O,290382.0,Ivqwcsatihegwenvaffbrotilhg,0.0,1412955.0,,Kennametal,United States of America,1-138-711-6228,4.0,U,73.0,2.0
Myn13626,Halifax,AQUVSJJJBWBIDFPKSYKWQWWCYJQWLLFEBEDZJCHAYZSMZNOHOMVEVRSQXA,334.0,O,460409.0,Gpmskldekplfdsiqdsjhzdsoyrof,3.0,3335857.0,C,PNM Resources,United States of America,,5.0,M,62.0,3.0
Xri13627,Winston-Salem,Yxuuzhcchgjqiqkcufmzdxqgzvjckcmctfgsiviwyqgnjfnlqsyrnedrniwftpcfdoknpmbsmz,612.0,O,395203.0,Yybotxukpfebsirnlmlzivthkncvse,2.0,2590508.0,B,AptarGroup,United States of America,1-702-524-2528,1.0,U,35.0,4.0
Chh13628,Montpelier,tsggubijxqepaucnesnejiismbjxiqdavvfzyprdxuiwsizqhvjeejpkauubikdkrwzcue,391.0,R,443951.0,Fsvguxkkmr,2.0,2918808.0,,WellPoint,United States of America,1-679-253-9884,5.0,M,54.0,9.0
yxg13629,Windsor,GIYVROBNKPGXMCFKLHIAKQKZAVENJBEBMAMCLEQYAIELBNYPNLOBIGJEXGDBXR,650.0,O,404534.0,Nziwm,4.0,2338881.0,,,Canada,1-278-645-1103,4.0,U,17.0,7.0
QUM13630,Pittsburgh,Lszzqdwjmvxnwdljskakxvrohrvptdnwfzjqsnuvsksvvphpfejictypzrxjfanedpmieixtfebgy,,O,380057.0,qvldmqmhmlmzjgjidvtivbe,5.0,968912.0,,Nordstrom,United States of America,1-926-885-8022,2.0,U,1.0,
Rrp13631,Huntington,Fveywcqnlkwgjlgfpmchcxijwkhyejfiriqbmhgxvkucobkkhfxgiwtzzvhgxobdpjfhgykrywod,,R,147569.0,Fkrlowbatclnsyvngzwonmcy,1.0,418444.0,,Beacon Roofing Supply,United States of America,1-526-562-6054,1.0,S,77.0,9.0
idx13632,Des Moines,Geigksrqulmzwrfgqyletooonbrjaekacztrxfbsukrheman,404.0,O,358317.0,rphzvwusighgzvlymfcwzxfwd,4.0,498755.0,F,Dynegy,Canada,,0.0,M,9.0,6.0
Bgt13633,Moncton,Gqneycyhukbarnuwivqhvpgfrpwazov,,U,318880.0,Fsmaacfonomsiglpjqy,4.0,3433792.0,,Smith International,United States of America,1-216-579-2186,3.0,S,87.0,9.0
Rkn13634,Hull,Zmndsrgbwulewgbikrnfxqnamibzmrrcjliesdy,606.0,O,42215.0,qciuodoulvdajlxv,1.0,1190795.0,,News Corp.,Canada,1-106-487-1910,2.0,D,23.0,5.0
Vhq13635,Fayetteville,Setfojmxpomsbihtazhoudnfhnxlsrvnyjtvczkdpotshviwmlki,307.0,O,421847.0,Nfqyauvflibdbl,4.0,590766.0,,Teledyne Technologies,United States of America,1-586-260-5475,5.0,W,69.0,9.0
Efu13636,Mount Pearl,Xdkcytkwqsehdhcfoimunxnrzxdseioefmbldlepqlwidxrruzvvht,725.0,R,191288.0,Oructlfpowtbhpkdbmoxx,4.0,573006.0,,CF Industries Holdings,United States of America,1-585-023-2654,2.0,M,25.0,6.0
yrj13637,Omaha,thefwrsmxhfdvufkhblnphvbefdafvfnxbwfjitnqhtclbyvtdv,,O,36915.0,Ssrpdb,5.0,3139003.0,P,DISH Network,United States of America,1-557-559-1452,5.0,W,25.0,8.0
GIP13638,Norfolk,glbhqleghivrndfwwzcdnfikzgquwoikdsrsulthjiumjrveokdbbaojryszdjfreqawd,402.0,O,448304.0,UJZVXBOKV,1.0,2809969.0,,MPS Group,United States of America,1-213-783-1868,1.0,,74.0,2.0
BMM13639,Cleveland,fqtupeohdlyiqsubxtqezwdpwsrpeonddvrcuxbohcmoufwipepsocoqdwitwtshoy,,R,68208.0,Eizlcfjbdkb,0.0,958750.0,,Dow Chemical,Canada,1-590-520-5062,4.0,M,34.0,1.0
MOD13640,Overland Park,Usuldtubzyeztqcdglemerudihvvuzkwuxzttlegnlewrpohvhnhrjs,425.0,O,207740.0,tishglsw,1.0,3154058.0,Q,Knight,Canada,1-655-044-0374,4.0,M,70.0,0.0
UCA13641,Fullerton,Nkqamjdxyahslwlhvktesvesgddhbejjxaxxyfwcm,421.0,O,321448.0,Qiovg,0.0,,,Yum Brands,United States of America,1-806-753-5221,3.0,S,16.0,2.0
FUG13642,Toledo,Uzwojl,832.0,R,469263.0,yfkmqy,1.0,,y,National Fuel Gas,United States of America,1-876-129-9735,2.0,S,14.0,5.0
AGG13643,Vallejo,TFFMEIXYAWMAOYSFPXLIORDLMRGWGVOWHEHOBZWZKGYYIXCRDVVW,714.0,O,357977.0,Lkvjticpotfadtdbtfvwn,3.0,285346.0,f,Polaris Industries,United States of America,1-524-155-7483,3.0,S,46.0,6.0
upr13644,Torrance,Undqwymdjqwrpjqklvhvzwtnxieesmivflhxkjaqcxnqgtkbarqgpla,682.0,O,311542.0,xwysdqrkslrv,4.0,3228308.0,,Conseco,United States of America,1-121-056-4066,5.0,M,61.0,9.0
aul13645,Edmonton,Ejjnwcpigzslsguvkrpwdcefdnpxlrxrwurkvlykgfatuizvlyvmlpddzrwseomxogrsfag,849.0,O,213271.0,Qaptigkbgumiztfhdmpsk,4.0,1589001.0,,Circuit City Stores,United States of America,1-084-425-4296,4.0,M,14.0,8.0
Sey13646,Ontario,Chhtmqibtbrvvkeekvl,736.0,R,112786.0,Zmsuwsafkhqgsaokeixyv,3.0,2354513.0,,Agilent Technologies,United States of America,1-877-324-9928,3.0,M,81.0,1.0
Ohq13647,Macon,mjbzmpubomgtczdchlyjwsmhtkxsdaiasjbcbgnivqtpoyuaabtakkkjujkdnishuuzhnldyptnppa,461.0,O,110565.0,Dnpzprokk,2.0,1817986.0,L,Cardinal Health,Canada,1-819-615-6203,4.0,S,12.0,5.0
uom13648,Washington,Tquwd,827.0,O,437376.0,UCNNMLMPWJLGOHNGDRYRCJO,,3924920.0,h,Goodrich,United States of America,1-475-347-9982,5.0,U,34.0,9.0
Eqq13649,Toronto,BOWMRSBROURJNLXWZPEYXHKRWZYJGV,577.0,U,269441.0,Cudtiqffvuyrloyvkotdgpgmdisnov,5.0,675104.0,j,Big Lots,United States of America,1-750-195-2149,3.0,U,32.0,4.0
Iau13650,Montgomery,Ucxhaousbgrumwjqnkoxaiajz,574.0,O,202330.0,Incgmxjojyjisngde,4.0,22485.0,q,Regis,United States of America,1-330-832-9935,3.0,M,58.0,5.0
Cok13651,Seattle,IMLTYEMFJXTWIFNVYRDYOHMNRO,469.0,R,275983.0,Xuupvrliabdcxgp,,3447895.0,,First American Corp.,United States of America,1-034-016-5325,3.0,W,74.0,7.0
Yzc13652,Eugene,Hzguadclc,,O,451505.0,TXOQMWVZJRDKLTDIGUSW,5.0,683824.0,,Live Nation,United States of America,1-639-553-1763,2.0,U,39.0,5.0
URH13653,Corpus Christi,Ckfdgcydmvhlpqnxnexytmrhrewfrvgopjahbv,487.0,O,70786.0,QXYQORCKTQSQXSLCROKDLSXGDY,5.0,1734743.0,m,Embarq,United States of America,,2.0,M,11.0,7.0
AXB13654,Boston,Jrjbntapuduseloxmvlroaelkxtq,,O,434145.0,Kerudvlobbhfh,0.0,3708607.0,,Vulcan Materials,United States of America,1-584-047-2788,2.0,M,91.0,6.0
Zha13655,Philadelphia,Nycuoeuleberqrjxs,639.0,O,61432.0,Xtufrdpfslhfdjhlrqxemkujhhk,2.0,3529651.0,,Thomas & Betts,Canada,1-590-923-9339,1.0,S,29.0,7.0
Evn13656,Manchester,Fnywhmlqxseaqkljgmrngkrmqnnjnsvxerwcmhfpmmveoikmvlisifemcdvcjmgsggrgvraae,830.0,R,369703.0,BWVTWRGEGGCRQTTCJFLWQDQWFZF,4.0,2296077.0,l,Wisconsin Energy,United States of America,1-504-974-6133,1.0,M,94.0,
EKQ13657,Torrance,SITJALMORJGWGPOLRKXYHVHOSCUYVOQYDBWXEPXVLNLMZDTVADUWUIDEMIBNOB,732.0,R,298744.0,pkxjipigvhjflkfhadfpjwypkbbiam,4.0,2686938.0,,,Canada,1-451-226-9043,4.0,D,29.0,7.0
Okp13658,Evansville,Lhdqxatajzeywbdadudvqocoubrxkscjkezkpkxtfuopbcyqbelmakexgyjjatauweukuueywppip,541.0,O,122619.0,Xzdndb,2.0,229441.0,,Corn Products International,United States of America,1-131-974-4981,4.0,M,34.0,0.0
xra13659,Fairbanks,Ufbcnajwknbkvmestixpjhhuzvnhso,577.0,R,384506.0,Vxxcysydwb,5.0,1138669.0,,Kindred Healthcare,United States of America,1-858-985-2529,5.0,D,38.0,1.0
Llf13660,Oceanside,Kynmhxhdwhteqxidjdlitlrsrfvpevvsoudctmckkmzpyahqvwxbwhrrjgpzfuvwwhbtzzvzuzcetal,467.0,R,242020.0,gljliyf,0.0,1670286.0,,Burlington Northern Santa Fe,Canada,1-001-851-6816,0.0,S,0.0,
Xxp13661,Biloxi,Pijwvaynplvblqfqkpmsrjycxkquwfeltmjkjarcspqgjqiogegkntvkdavhbal,366.0,O,132660.0,Rxioxrl,3.0,1822589.0,,FMC,,1-287-571-2020,4.0,S,16.0,6.0
PIQ13662,Virginia Beach,auwstqvcbxvqdkrdwpfjofxfvgoljh,532.0,O,107147.0,Kdwihcsdevhvmkhipedzrwrqmwj,5.0,629298.0,I,Hanesbrands,United States of America,,2.0,M,84.0,0.0
nfp13663,Fort Collins,Rcsyxcdbuwvat,700.0,R,,jmondjmyvioergcvlghf,4.0,1707557.0,,Big Lots,Canada,1-960-121-8777,3.0,U,36.0,0.0
xwz13664,Grand Prairie,xaoeguojeroolasohkskqhmnedbysxetbwsnpnverpgjmkcsbzqmllvzdjuiviqoejidvhpbjvwk,660.0,U,110314.0,Ngold,0.0,2036549.0,z,Charming Shoppes,Canada,1-542-243-9660,4.0,M,12.0,2.0
Ktk13665,Salem,nxedmlswscwwyugycxeeoekjzwiiwqqvfskrveaoqftozzhehzonfojpelo,531.0,R,215564.0,GBRVCBCZBFMYHVKVSRB,5.0,3608670.0,o,RBS Global,United States of America,1-143-556-6395,3.0,M,88.0,5.0
fsz13666,Thousand Oaks,Gegrdxynmnxcdasqbfpgtlgglrrwgfiaoahvcleijyrbd,810.0,O,445386.0,mdkcuutxkonrsvpvjh,2.0,3038630.0,V,Fidelity National Information,United States of America,1-563-440-1894,4.0,S,22.0,8.0
Nbd13667,Manchester,,710.0,O,320336.0,Irkytpqkvwk,5.0,2422144.0,,Dresser-Rand Group,Canada,1-765-370-7578,3.0,U,29.0,0.0
Sbq13668,Little Rock,Aqgihllroecqin,617.0,O,156729.0,Djexwmdxarx,3.0,3974914.0,,CUNA Mutual Group,United States of America,1-350-848-4997,0.0,U,73.0,3.0
Ojp13669,Overland Park,Aktodhf,567.0,O,332598.0,kqcgkg,1.0,2980632.0,,PepsiCo,Canada,1-029-336-3838,5.0,M,4.0,1.0
Hml13670,Mobile,Tfhgpnaqnuwjfmqzroqdficmipqozllpdfzdvvqjsdmecbeyzdrbciiwadpox,552.0,O,87317.0,Cffhqxd,0.0,,k,Alaska Air Group,United States of America,1-611-488-7910,5.0,U,37.0,7.0
Fil13671,Salinas,Czaseetkfzjirycfdbdxvvyejkimxhpzhhgbdonrzdvrvdhucjx,395.0,U,417399.0,Tqdtehxhizidwbyys,1.0,3719251.0,r,PG&E Corp.,United States of America,1-842-594-1590,5.0,S,91.0,5.0
Tgx13672,New York,Nqostxybssmptqbxvevmlcxidvvccvgnxbryecoraecpmczhuhlfeuflrpdwkgabqqz,465.0,O,229163.0,Qzcgthg,2.0,1592433.0,,Molina Healthcare,United States of America,1-695-021-0851,2.0,W,,0.0
VMN13673,Oshawa,Zvrqljkdlejeiplrwalwmwanmqeedrhxtcbpwcvqaygvhnivbylhjhvziteeoygdpvo,308.0,,444713.0,VIARLQGIJJSN,1.0,,z,Eli Lilly,United States of America,1-220-499-9498,2.0,M,66.0,9.0
Eju13674,Manchester,Pjeejcsgsrzakriwjrkuuorquumwxdscxzbzjsgrccyfv,772.0,O,382809.0,Byobdetaawwdphgsplrb,4.0,2350302.0,,,United States of America,1-853-339-6222,3.0,M,34.0,2.0
iij13675,Rancho Cucamonga,KCHKEOSRRMHBK,579.0,O,340279.0,Zwuacbiaanevtozjbhccgtmygh,5.0,1483429.0,,Priceline.com,United States of America,1-129-199-7132,2.0,M,96.0,6.0
Kpu13676,Oxnard,Rxedxhevjjvjhxhpijfqtvluxpebayeotonaaxqnadcnarjlakjeqtjb,739.0,O,472546.0,Gasnti,4.0,,,Smith International,United States of America,1-449-156-8172,4.0,S,46.0,8.0
Bvj13677,Jersey City,Vvsgjcboxhjtbxwzbudcwohwxqrvaybvjvppvhpswpkqkycbqadvqktevcchoqrdjzlvdryna,790.0,O,427615.0,xujnogqnudvscb,3.0,1734013.0,L,Sun Healthcare Group,United States of America,1-220-684-2280,3.0,M,35.0,
ngp13678,Shreveport,fmtejcjmqddhripnbhqejketsihplslhculiczisuxmsnh,397.0,O,311950.0,yivkuhdqnbslxhtapscgyslpwxcug,0.0,,,Fortune Brands,United States of America,1-128-130-7531,4.0,W,12.0,9.0
Qqt13679,Kitchener,QDTFWNJLYXDMBANNJCYBEIVZTJGAKPSGMEDTWGFHVNCASZESCVFNNOAYYUDPMGGISHE,422.0,O,245834.0,Dxdmrktrqhhpxdlvvkeqs,4.0,3439541.0,U,Southwest Airlines,United States of America,1-236-891-5787,0.0,W,84.0,10.0
Saq13680,Anaheim,YRWKUOJGPTZNMVVUDHFQHTGEKLPAQMC,828.0,O,73092.0,wcgfibddosmnleardwbsp,4.0,3219671.0,F,Amphenol,United States of America,1-095-424-4511,3.0,U,24.0,3.0
Aoq13681,St. Catharines,Ujrzgxkiwwmxtkclkqusuvnkdpijwyhwcgjtmhfluudlfbxhsigpzs,564.0,R,,Bgkkmmfiqlqnjsgx,4.0,3793505.0,,O'Reilly Automotive,United States of America,1-304-180-4696,0.0,M,60.0,7.0
Udv13682,Whitehorse,,688.0,R,67289.0,skynflbasvqcqtgmiaqnqdwnxftbz,2.0,3946646.0,,Cognizant Technology Solutions,United States of America,1-946-038-0776,5.0,U,64.0,6.0
wry13683,Gary,Zkrsfzqgicemgtcntwmry,750.0,O,306520.0,Wtmqdarqtewmbw,0.0,255157.0,,Herman Miller,,1-965-888-7554,5.0,S,62.0,5.0
PUU13684,Houston,iylfij,323.0,R,488373.0,zucavvedzfrasyxgo,2.0,845066.0,,American Greetings,United States of America,1-404-015-6942,2.0,M,38.0,4.0
Mcm13685,Dover,Phpxptvxpsjxadnnknxffvqlgkjidevyvmbfjocrjgszaanpbtvvpeapcbdxumcikkim,508.0,O,42155.0,Duahqwghnilxclmvnyby,3.0,561832.0,d,National Life Group,Canada,1-744-292-8010,5.0,,59.0,2.0
lgo13686,Whitehorse,Ondypsuqthvqpvkxhdrghiitvwetpydxayyzcpbvw,504.0,O,496169.0,Pgythn,5.0,1325754.0,,Country Financial Services,United States of America,1-234-772-2375,3.0,D,,6.0
Ycc13687,Garland,Yjktoqieqodoklthdpogtkadrwcdqnvtwtriiliaepxgvphyfgwtyuikzpqgnougtdtnlewjuvswxqe,397.0,R,213084.0,Rsfpfzinqqsfwvqmfcwppkmcgo,4.0,2448195.0,,Progress Energy,United States of America,1-150-548-2700,3.0,M,88.0,4.0
Pro13688,West Covina,LVEVQHKWELLGLLRD,,,,Mtukremyorgifdodshode,4.0,,F,,United States of America,1-896-526-5251,0.0,M,91.0,4.0
Yxy13689,Evansville,ahljaezsiiezxbcwmnabirpexahngmxnooyzycbqrugwrjphlfltjhtyfsboiskmcphyeukql,522.0,O,128414.0,Vujcxdjiuw,1.0,97472.0,o,Reliant Energy,United States of America,1-697-220-1860,3.0,U,73.0,2.0
FDP13690,Salem,LDYOREY,485.0,O,485805.0,neugwvdpjahpozherw,1.0,3965703.0,s,CenterPoint Energy,,1-082-840-3375,2.0,M,28.0,6.0
eor13691,Spokane,GOTEPAQCPRINKOLLROBMUIUYYVTJMBTLBHAVITFX,509.0,O,50201.0,dqqaxljvhishqukyaofqunbjcrmhpe,2.0,516515.0,,MGIC Investment,United States of America,1-520-879-2441,2.0,U,10.0,0.0
CFU13692,Winston-Salem,Ykcejwwzoe,786.0,R,43506.0,PEVVMASWXIIPYEQFXWBOM,0.0,3702536.0,L,Superior Energy Services,United States of America,1-420-443-9257,0.0,M,26.0,1.0
IJR13693,Elizabeth,Xlecayfeyyigtn,,O,451001.0,Tmektoyflonshrvsmvfom,3.0,203527.0,O,First American Corp.,United States of America,1-013-132-2123,1.0,U,78.0,1.0
LXC13694,Mobile,Rvrpxvixcelnruprkldizrvejupevcrcntdjpkewyzu,588.0,R,,IJALHHCJVCUMZIIACB,5.0,1569687.0,a,Lexmark International,United States of America,1-194-497-3331,2.0,U,41.0,10.0
Neg13695,Casper,Dxwdlkjaaiglykuatygrhoifrglncdrjhojpbugxxnwtxdejnzfktacvseswj,,O,412211.0,vankidcvllwhtglefhogpvrzpp,2.0,3463587.0,N,WABCO Holdings,United States of America,1-573-799-3847,3.0,S,99.0,6.0
Kmp13696,Peoria,BTQIENEJEOFOSAISDLRVJLVBCTUWFNMBLSTXULBAYACILA,360.0,O,456084.0,Hroxewlpjospwiz,5.0,3491677.0,F,WGL Holdings,,1-331-286-1514,0.0,U,94.0,3.0
xka13698,Tallahassee,Msssgqvgvraniathnkronhpxemumphbcoxtunodpttqjfnzsqopzwobmcigtedtsrdxadmqqrbon,575.0,O,80604.0,Lwsacd,2.0,1785746.0,,United States Steel,United States of America,1-520-319-0656,4.0,D,36.0,7.0
FTL13699,Louisville,Zblfoedbptlkqyupdrwuekduatfnbbuczursacuycystxbrnepxtslkuiikuqecudymdymyjo,497.0,O,356419.0,CILIREHVAFDMDSGSHXBJSYKQZJTR,5.0,,,YRC Worldwide,United States of America,1-045-069-1413,4.0,,74.0,2.0
Sig13700,Worcester,Rmumdicwfbjmrplpuhjknweuuytocusadjemndskkmxtimsopmvxhjshssdwklxtfe,687.0,R,420582.0,SHJQVTXTXTO,1.0,3903150.0,F,Ryland Group,Canada,1-393-104-6015,1.0,U,11.0,2.0
Vxu13701,Vallejo,Zbuxbeudcpeitwglruobhpuwammoqligojugwlfrgpxwzfqjdbjktjtcz,412.0,O,231600.0,Iqhtiikplj,0.0,1271370.0,,Entergy,United States of America,,4.0,S,28.0,1.0
lwb13702,Macon,vbczqvbzwcsksacrnkfrorwxolohfwjyogkmuo,685.0,O,464228.0,Dnvdpwwurdbeunjhxttqrlthva,5.0,3644508.0,K,Guess,United States of America,1-287-517-8220,3.0,W,53.0,6.0
ESU13703,Salinas,CQHFWQHOWQIRLCQGJBNIRNEINXCISOYPAINTYJQNEXAGBRFXBXLIBQEUXYZ,508.0,U,371321.0,Sssiawrsaskrzmqnkznjagbgedqy,5.0,,W,Sealed Air,United States of America,1-782-196-0070,4.0,U,40.0,1.0
cbi13704,Honolulu,AOFAMXKBBXBDDLVWJKKMIABWXNPABFW,815.0,R,496563.0,ODDFLHMT,0.0,2355817.0,,Alexander & Baldwin,United States of America,1-080-116-9081,2.0,D,28.0,7.0
Dfd13705,Chicago,Erwmbrpfbpargqapctzvwcaz,387.0,U,250714.0,XQVHQMMHJNKIJQOQYFFCOL,2.0,1114745.0,A,Hess,United States of America,1-635-635-7672,1.0,S,,6.0
LBL13706,Memphis,ocetnvznneinojvasieooelgkxmmyavgnxfaollypzgepvvvu,772.0,O,201466.0,BAOIAOZH,3.0,2532899.0,D,AECOM Technology,,1-790-083-6687,4.0,D,53.0,2.0
Qnm13707,Hollywood,,376.0,O,268398.0,Ehjfajtckg,4.0,3502091.0,j,Steelcase,United States of America,1-370-805-5506,,M,18.0,2.0
TRH13708,Regina,dmsvgqqdfsbh,544.0,O,16250.0,Oyawjgohjcmms,1.0,,E,Ametek,United States of America,1-849-219-7864,3.0,M,70.0,1.0
Gdh13709,Santa Clara,avndbmfhpsgxacfyp,449.0,O,391731.0,oxilrtfwdxmsdostmhivefaxrnp,5.0,3157923.0,Y,Mohawk Industries,United States of America,1-638-189-8391,1.0,U,89.0,9.0
Oyp13710,Tulsa,CMTRZKMWJGBQADXCEJZYPIFJIQKZQGSPHBAVLQDVKGBMAIDFJESMXJGRWYAXTYHKTIDPTCNZQG,484.0,R,349452.0,AFARHLXLINOXMLGGFVBHUFX,5.0,1963415.0,,Interactive Brokers Group,Canada,1-865-232-5389,0.0,U,91.0,9.0
Neh13711,Lubbock,gvuzezsswfeujcvpvvuinhm,329.0,O,23281.0,Ppuhrkynsersnqjon,5.0,2267299.0,f,PNM Resources,United States of America,1-370-993-0914,3.0,M,18.0,3.0
ffh13712,Pittsburgh,,758.0,O,439000.0,Yfsucjxufwlyhohlsskho,0.0,3994972.0,,Beazer Homes USA,United States of America,1-841-998-0726,2.0,W,52.0,
Upm13713,Torrance,Uipfvliimjzjlbgatybgscjjrhnhpaa,400.0,O,402939.0,Xfjkismqws,1.0,1120412.0,g,Avis Budget Group,United States of America,1-678-436-6747,1.0,M,87.0,3.0
Oln13714,Costa Mesa,nmntaroceidmhqr,344.0,,172212.0,Hauysyhvwuhdhpbqidycdzs,5.0,879532.0,B,CarMax,United States of America,1-954-899-3932,4.0,W,46.0,6.0
dtr13715,Huntsville,hytoppyodxwmqmoqge,525.0,O,6647.0,MASDFWAFWNGJYTBR,4.0,,Z,Atmos Energy,United States of America,1-137-266-2343,1.0,S,69.0,9.0
lgq13716,Santa Clara,Zeactmzarliksphtceaaynjljlqbaccitexdywunliqsonitxlxqkwtoebgijrfvrzth,729.0,R,221799.0,Gxjazgdqdqvmjrwxecrilmribt,4.0,629971.0,,Vought Aircraft Industries,United States of America,1-109-877-6357,1.0,U,7.0,3.0
zwe13717,Regina,Bupcdckcikmuirmuijwvvzogkhaprrqzbzipkfuqbkafmkgimwclqboxychu,532.0,O,285440.0,Tgcdapdphevdllex,1.0,308327.0,,Burger King Holdings,Canada,1-137-243-8133,2.0,W,41.0,2.0
His13718,Glendale,RDXCXGQXHMY,668.0,O,150555.0,Ynpposhnlxoepkttsknjnvnotrrji,4.0,1612632.0,A,Sherwin-Williams,Canada,1-366-334-0161,0.0,M,12.0,2.0
Kuj13719,Brownsville,ameiclqkdftvfbqywlxhncoavmfzgelqsoyuefqaargkzjcgkmlmxlpspwikmykkmmsmrryfefme,668.0,O,321114.0,WFXTODAMLMBVPKMWYXGRLKWHXARQLE,1.0,930911.0,f,IDT,Canada,1-251-524-0896,5.0,M,7.0,6.0
EIL13720,Riverside,QBBGEYOBWLHHKGEGJZXLUXSEGBJLQSSNXWYFHICEUXUBUAUTBIWOMVSMIXVVT,723.0,O,242854.0,CRUKMPWCU,1.0,3097456.0,U,Duane Reade Holdings,United States of America,1-178-349-5480,4.0,M,,7.0
Okt13721,Greensboro,nnxkxtfcbbwlywbhmfouurbwfq,626.0,U,332678.0,cihdnticsdlfxg,4.0,1993652.0,,Plains All American Pipeline,United States of America,1-473-493-6838,1.0,W,75.0,9.0
Fcb13722,Fairbanks,egoptakhwvvjiwcvmiogkxqnutbuvmrskeaocyvorriqvwht,639.0,O,414520.0,YSRJHZIOHHTOATA,1.0,939543.0,,Newfield Exploration,United States of America,1-781-247-4945,2.0,M,98.0,0.0
oag13723,New Orleans,onxcuvhchxuakzazjmnixshgrzavirnxqlkfeczbvahjrminmwhwrbjephmsmi,317.0,O,,rxmuwvulfiumxgjkyr,0.0,2766209.0,R,RPM International,United States of America,1-320-538-5139,4.0,D,39.0,9.0
Iuu13724,Chicago,Fzwmkesbxdfznxmqpiquqqswwuziculerlzkhluqys,420.0,R,390926.0,Moooatlejhfqfxmsc,4.0,1557424.0,,Stryker,,1-358-509-3102,4.0,M,78.0,
Tcn13725,Hay River,DZFEJSFDAXEGKNEIORTYOUQVSMWDAPWWLUSQGQVRXNFOQSCXCDSPZOHCUEJVLQTZAHGSVGZNJUKLE,731.0,O,432750.0,Yvlycdrrdbjijvccxalpha,,,,Campbell Soup,United States of America,1-283-980-6142,3.0,D,21.0,1.0
iqu13726,Knoxville,Vmfcclffsjmkqoyvbxladxblhewvo,843.0,,326005.0,ZUSBCUGLGQNYSKFBMWRUQBDLMA,3.0,2774564.0,,,United States of America,1-775-898-6114,2.0,U,69.0,4.0
AYO13727,St. Catharines,Knpmonddppogdlbxqukmgahlttyilppwfukahiciovabsqsuwmqiovltqppi,549.0,O,464015.0,YTZBVRDMIEYQBKXWJI,5.0,430920.0,H,Corn Products International,United States of America,1-538-565-4671,2.0,D,20.0,7.0
Slc13728,Austin,Tlgmseplucbakknxittidv,314.0,U,411225.0,lsgfcsbquignglodjcv,5.0,2265091.0,i,Buckeye GP Holdings,United States of America,1-865-497-8774,0.0,U,20.0,2.0
Mhq13729,Milwaukee,ENIFPAI,635.0,U,318385.0,stnogojvxplhqciqudmwinh,1.0,2804089.0,Z,E.W. Scripps,United States of America,1-599-556-5134,0.0,D,64.0,7.0
Gga13730,West Covina,hysnnxlfumgbeubhiptcgwf,665.0,R,484884.0,YQRUFPLRGOSTA,1.0,2287522.0,F,,Canada,1-954-849-9538,4.0,M,68.0,3.0
Pxd13731,Las Vegas,uqticgaoskpfhpbkczhzgewsfhiwwzbasdkcukxgxokvusdrkwwktqacnxfhposeskfqxqqqjjjr,551.0,O,449492.0,Fwcvusss,2.0,1265082.0,,Entergy,United States of America,1-786-777-8660,3.0,M,98.0,0.0
Jqb13732,Tucson,SOGCZAYSBNEEUJLXSYXZGYRQFIJMTBPLGPTSZRUTCIZTQUBMGRQJE,544.0,R,354548.0,ahfzfpev,1.0,112369.0,,National Oilwell Varco,United States of America,1-852-132-8864,3.0,S,6.0,5.0
Lqj13733,Yonkers,wlxkmozlnqslzhwuhtvdtjtwczue,681.0,O,97936.0,cuxaygopmhokfdpkjgcouzrjatzzem,4.0,1985713.0,h,Hasbro,Canada,1-544-887-9062,4.0,S,28.0,
srq13734,Toronto,BPJYWMSOQHPFHYWQQZSJESNBYYSLTGRCVWFLMZBHJDGDEXVSMJRXBYJFFMFZHTEEOENNQLRER,520.0,O,384151.0,uryvwhnrhpfupgwisizsrhhlgxz,,3582449.0,,Public Storage,United States of America,1-807-397-7626,2.0,W,,2.0
Gxi13735,Chandler,FWSASPZTHAJMQKOVJHUSSZDEKAAYGQIZONAPCGHCQXOOFBEUTVJFYWBKLLROOKHISUIRGDQVFFF,649.0,O,331712.0,AAZSFIKCXTAARXELLMPGJ,4.0,2000712.0,J,McClatchy,Canada,1-173-450-8902,2.0,M,19.0,3.0
Mad13736,Philadelphia,Vqligwtwaqgcuddb,613.0,O,5296.0,tpdvyh,2.0,,l,M&F Worldwide,United States of America,1-135-225-1718,5.0,W,92.0,4.0
Vcg13737,Plano,Jrubcmfjifacwhqsgex,382.0,O,377357.0,WCGNQUFFAI,0.0,2637224.0,,Honeywell International,United States of America,1-699-421-2418,1.0,M,42.0,1.0
Trq13738,Sacramento,Jlvghnzhuayadifigkziznfawwnssjlzzlthvqrxmmrursunzxihawksu,,O,257310.0,Fedaufcdnerppnmkac,0.0,177026.0,,Bob Evans Farms,United States of America,1-135-472-0590,3.0,U,91.0,2.0
