Employer,MaritalStatus,Income,LastName,Country,Gender,NetWorth,PostalCode,NumberCreditCards,NumberChildren,Age,AddressLine2,NumberCars,AddressLine1,Phone,CreditRating,City,FirstName,State,MiddleInitial,AgencyID,OwnOrRentFlag
Mutual of America Life,D,81380.0,OSDMABXTS,Canada,,3834505.0,Rxehcgtmvbst,5.0,2.0,39.0,mcgfsdcgfqqocvqseptxuplgbdflrcgkktmicepgcgxeazbrggkrqusvrboavzyboqs,5.0,UXNSHAZTLDZIZHPRLBOGLIBHPYEDHWVSYBHOUCRIXTRZMHKRCPF,1-155-087-3738,361.0,Sydney,esrvgshhyi,NH,I,OSD7085,O
Rockwell Automation,D,326197.0,Xcmnnrcnucjidvqlpvcaiw,United States of America,F,3614616.0,Mqaeexxaem,7.0,2.0,81.0,Zxznrgbzdcgrphwkrrtotrfmujmwqrfejkouasahzrzznlq,0.0,hgkyknzfqq,1-038-140-9008,428.0,Huntsville,Wcscrrvimgpznttfydpxwdgg,NH,j,Xcm7086,O
Public Storage,M,307411.0,BSATW,Canada,,468241.0,jqtfjfgujsy,6.0,1.0,2.0,fvxhpaprfxtvyakqbefnlfskvvqpcsmypvynvrdwiougnyihcwibosr,4.0,Fregqeoqgj,1-045-965-8848,627.0,Vancouver,jbulozmzj,ID,y,BSA7087,O
Itron,U,8751.0,Pszynivgfzmpxfytdudbk,,,1009237.0,rbvkc,2.0,0.0,52.0,Ovvkjealti,5.0,Nhqdrjnzmtnxjbuuiruxynpvtfkpwqwthninozeezsguvfeeirpmmxuchsdsqj,1-600-303-1321,,Jersey City,ppaptlktrpthxmqznbnfdnsz,KY,,Psz7088,O
U.S. Bancorp,U,384999.0,FHFGTLRPDNB,United States of America,,,Favfezltxsz,10.0,,84.0,Bqbcyahhvdazstcigoigvjfbyphzdpwi,1.0,YRAOUSPKLPNLPJVFB,1-460-992-6183,678.0,Fort Lauderdale,Ujcgrmbatkpxchwadqq,TN,,FHF7089,R
Air Products & Chemicals,M,370318.0,Fckwmwfnzmdxfernaefgfibzn,United States of America,,1344313.0,XBAYCAEEBH,0.0,0.0,84.0,ouitwdvlcqqjjlvutymrxbjriolohvqiumqtlysehykuzqongftcbmkqcdngujqb,3.0,Qngtjmpgail,1-352-439-4445,519.0,Waterbury,xbjmjobnwih,Prince Edward Island,O,Fck7090,O
Big Lots,M,114664.0,ZQVNZLJCOYOS,United States of America,,2794132.0,fzdtvud,2.0,5.0,27.0,qcgryowrdkulqenbjpccbivdaaxwugczfjwdlp,4.0,zpgrlpnrsbhqmwprildneerzxdyversmtqnjpxzguepngbmrus,1-909-140-8581,623.0,Fort Lauderdale,Wjrlcecdpgdknnh,IA,,ZQV7091,
McKesson,M,433053.0,Smfgawlkcsjvjhsfgy,United States of America,,2132455.0,axqgbhexn,7.0,5.0,52.0,Esbxfpowbnvuvoexsyzsvnybqffxrmctorhuspncyjaczeawiufswyeqznpgkospcecfrbjcfmvxgaif,4.0,Zbiydxxbalmopfefmqomsalcuatxndvxdhqeztsoejkvfrehqbrpvkvlqoa,1-821-480-8029,451.0,Des Moines,Brqyc,Alberta,r,Smf7092,O
ConocoPhillips,W,92995.0,vpoycendzdnpaijtmulqtigtcupg,United States of America,,304641.0,wfhrmoym,10.0,4.0,11.0,Ivcmifbgqefs,5.0,BWAOXLAUORYKADTQKZPHTKVXSRYSPRKBOIVXVCEVXPNNVJUHVHGTIBRNVOMWGBFHEE,1-293-023-5397,703.0,Wichita,Pnbcdkiross,FL,,vpo7093,R
ENSCO International,D,283399.0,Anmyhdbn,United States of America,,1347547.0,qhsjkuamnkpc,7.0,2.0,86.0,gqpghuzkzrxqjrqqbrtdvugqpozskbxuqfvgsuxotvigiqnvhoyucffhvqpxerbynigimwncoyqyl,,Xgpnrhuqtvsqzwbsyqqclzpgcx,1-086-938-3505,403.0,New Orleans,bxdtqvwozsblqalqgsoncyiyhk,VA,,Anm7094,O
Discover Financial Services,U,305663.0,Pdabldxeueejhihxevnatxoohew,,F,2581923.0,XUUJCUGDIQ,2.0,5.0,22.0,MLDNOOXPLQVRMPSZNGGSFHBRJSJSKYQEUVCFXXR,3.0,Kecsliosjbdjohafsrvxyqpvyvzzwhoc,1-161-868-5269,,Quebec,Egkdytypmxbgwrmo,CA,,Pda7095,O
Fluor,W,144091.0,GDOXFIPNCTQWNVNVMHXZQ,United States of America,m,734659.0,BPNRLFMF,0.0,1.0,69.0,gwkoqrqrzfxvtrtufnbcbkhuakazxsznqfbtpgsdbptvmvigicww,3.0,Yixuqhtbhgezkqmksggpfhnivdjigginvexnltjmyeokfamorjms,,610.0,Lowell,gnlzpfzbrymufkfllobkixgzk,Saskatchewan,X,GDO7096,O
Alexander & Baldwin,W,38459.0,ytzmhpzswalxqedmvcw,Canada,,1083347.0,BQZONAZAOKP,8.0,0.0,31.0,fhcngxobdqsj,5.0,Cvaekgvrszfwjflsgsjjvmwlvpevhlzxoldqxpfingl,1-469-071-0687,786.0,Fort Collins,PELECDKVTPPF,IA,F,ytz7097,R
Questar,W,41352.0,Fryextbsyhfhrktfq,,m,3304570.0,RUYQVBDFIDAS,7.0,5.0,88.0,Vpwgcnjoumdzkgkeajgsjxbwdnul,5.0,DGLGLUBOTFOWSSEZPZLOQHFBGKUVIXQNBTPZSPKJJHEJHKPCEKASYQCEQCPJZWXSXRPCJH,1-676-163-5927,835.0,Irvine,Vmgcotcvtjrxskcqhedwoe,HI,,Fry7098,O
Cytec Industries,S,246718.0,SZOHJLQXENYVBXCKWMM,United States of America,,3416667.0,Omnaps,3.0,4.0,60.0,cjnjqkkztrjgfwbrjlbuezthxtxbsphxootljzdapjytfnyxuvbrnypmjkfueanjc,3.0,Qfwstbgsbmodfmyuyptrnsvxijfrgtrahaveonyyezjdcgaohhxxr,1-601-791-3606,732.0,Idaho Falls,rwiodkmfnujosrdkegnqdgmaeoqr,VT,,SZO7099,O
Host Hotels & Resorts,M,200939.0,slamjkocfpqlmoo,United States of America,,3848982.0,,5.0,,17.0,Xpvbmahjyrrtzwutcfsebspieksygspnljsgdes,3.0,Xvnlemnfstjpgmtgznftjdlellxwunxelweclithugldunxmcqkbhkspp,1-650-139-0947,370.0,Philadelphia,BAIRZRNWDLPRBYBNWN,SC,,sla7100,O
Home Depot,U,98866.0,Qvvyrbtkxrnsvmdfifzn,United States of America,,3344655.0,gzrbkxzbg,8.0,2.0,60.0,Gdeexbachhhdfsfukfpaplqhrzsamkjobuaqtokwzyqkqabafsvqfonqotbkcfcchy,2.0,Dheropaxtslwikwmnqihlvbuiqwvzjivctyjfvlmgprmnz,1-740-349-9469,692.0,Toronto,KXCYDSVRXOEVF,WY,,Qvv7101,O
Buildings Materials Corp.,D,133005.0,Brcpuwlnyijuktrtcvs,United States of America,f,1275212.0,Ruspsfnwwuvu,7.0,2.0,6.0,ejzpxzvffnxgfhwmwypakpvwwweigw,2.0,UESPLEQCDINVOOWMLOAYMEHKKACPTNEWQNSTJFUCHQKSWOKTUHRWEPJRCZXINQQZVHHMONDYXBX,1-996-797-4457,487.0,Nashua,WATBIBQSRTQZQCGMKZJ,NC,,Brc7102,U
Pioneer Natural Resources,U,301309.0,Khvckslwtpqgbuos,,,1638256.0,Qggstbm,10.0,4.0,,prtikuftcfiiaqqxpixbilmajnvosbdtbqki,1.0,Fuipovitqgjohemxjherlukuukirswectmireaybukwexdtzpvfscuyidhjwdggf,1-096-922-8359,792.0,Boston,Upmznivkdsi,FL,,Khv7103,O
Consol Energy,S,48651.0,ooaismakasvrivqvbswglzxv,United States of America,F,1655802.0,Xyukylgtl,6.0,4.0,83.0,qufzohfdrilwlaqsmvummkmpmhntzxfnodbdpiiqqbtkgsejdriqlongqpgufiqrbrcyhiyb,2.0,Siglfkbojvaaghmvrqbiqagjezuodbpcivpprgfjmfqdspabzpjwkhrnlfvddnfaakffiiuuakdrxao,1-604-171-4080,716.0,Moreno Valley,Laiiriyrqywuczspidgrqkbosms,TN,Z,ooa7104,R
Huntington Bancshares,M,169346.0,mzumbnr,United States of America,,3231311.0,adicknxnb,5.0,2.0,14.0,mbeszjignogmssirgiqwtrxstijbunycehzmfhoqsv,5.0,RONONOVSUZUITVNSEFNJFP,1-793-962-8096,674.0,Hartford,NGVATCJRXKZVNJOUYZPK,MA,,mzu7105,U
Levi Strauss,M,255822.0,Tprizxkpear,United States of America,F,1474208.0,Rrkpqkpmedio,3.0,1.0,35.0,Adydigoeqlnsbotavgsqgjbbekkdidnsjzgzgbkbcdxiotukth,3.0,qvugssuchmfxonrhyqyjhsgpky,1-875-456-1979,842.0,Arlington,Yzzcwkjqnlzz,Saskatchewan,,Tpr7106,O
Best Buy,M,374732.0,JMCRJRDZITBPDGKXHIIANKDZFJX,Canada,,353120.0,Cosnoypyfgd,,2.0,56.0,FSINLUZAAKKGCOOJNZKQ,1.0,Jguinppekjarmwbinyflpnmvtoexpqfdfguqu,1-694-031-5319,384.0,Flint,wzbaogabhvyanb,MA,,JMC7107,O
El Paso,S,232411.0,Aidgbiiwxpmkrrrlhud,Canada,,3059069.0,napdf,0.0,5.0,69.0,Iqigy,2.0,HSFGFFVMUAFJOGIWXPDGTM,1-034-194-7879,312.0,Lafayette,aokoqztvifkblg,KY,s,Aid7108,U
Realogy,M,,Xqcenvsmfkknklsrqdrjsblaz,United States of America,,2713346.0,Vmuijybttzew,,1.0,25.0,,1.0,Hxzggdmfdsqflvcpozelfhhfxwhdjcbpuukhefzqsarnkmvdxnt,1-955-228-7522,629.0,Fontana,Gcykduswupghdkrflkthbnmstr,IL,,Xqc7109,O
Hertz Global Holdings,D,68789.0,Cdygtttgzmrbsrhuxexinadikog,United States of America,F,2767944.0,Khlsfwolr,8.0,5.0,80.0,Prtwdioyejbtgbagluzsjdwhahldwwetavyi,2.0,,1-828-172-6908,758.0,Hampton,NXKTZVHFQKXJCMGEWLPHFKQSQJLCFC,Prince Edward Island,,Cdy7110,O
Kellogg,S,,ylgmtomfcqrrowfzreztbwlcuml,United States of America,F,2645543.0,YGFFQGSPL,9.0,,39.0,Xdssawpaqeu,0.0,Edcdpknacruphdvbpalsjmlvyctibyzikffa,1-067-218-0073,426.0,Windsor,Ivfjjeuesmidkxxwybdxsnusjaiz,VA,,ylg7111,O
Paychex,M,403010.0,Sjsbtv,,F,2248828.0,Uvktsuq,9.0,5.0,,Nkypbugtvupqslrep,2.0,GAYOVETOHFBWSZX,1-594-493-5858,370.0,Vallejo,JMDNIOBWYWAYECVQAXHDTCNBTAPL,SC,g,Sjs7112,U
MetLife,M,210252.0,esfkrukidx,United States of America,,2672775.0,XCNLJVYDRZDJ,5.0,3.0,4.0,XVNETREHNDSBUFTRMHSAFNPDCVZPJMH,2.0,VMLBTUFIMTWXXZUFWWKHIVQHATGVFOSGHAQIZWEEOJZONEARKC,1-845-569-3987,398.0,Wilmington,Oaeijpqkxqlfjidkupojas,WV,,esf7113,R
,W,288558.0,Maeudccjpgbklwuli,United States of America,m,1271155.0,Bekrkblhve,6.0,1.0,13.0,LWAYYSULGDWGOKWQETRIBMEZGZZNAMFMXJNPYGCCCZKAGQZHVCTGLFWGOMTEVOCDPX,0.0,Jgmenggck,1-466-719-3195,369.0,Buffalo,stnvzuwhsbdglcinxen,IN,J,Mae7114,O
National Fuel Gas,U,49112.0,Qycrtjksj,United States of America,,3011358.0,Kpawbxaro,8.0,3.0,71.0,Upthfannldgjxokerhteklwvcwrgsufbkljdjafyvhqrzttzxlabcfwocmajtjrjadohgcqejt,0.0,exnvgksarfbrmujnkmlsmrfvhgkrbjsnbihteri,1-921-022-1397,591.0,Waterbury,Rmynnciyllb,MS,k,Qyc7115,O
Service Enterprise Group,M,344179.0,Kijqnytjvw,United States of America,m,1929446.0,Xprzpz,1.0,0.0,32.0,CBNLEBDISQJRJQQODJZFNZDVBHBFNWHNQGKJRGZWWWZGCCWDHENZZXI,4.0,JMGXPBMPWAQNYZJNJQBKVYJJOQDOYIQBAYQNWHNSGP,1-370-048-0383,434.0,Anaheim,Tevxfffrqakfbopdpnyrcvkrmsdy,MT,,Kij7116,O
Lincoln National,U,240648.0,Lkjegdjjtzinroxzehrqlccschces,United States of America,,2352794.0,Dpgzcihl,8.0,4.0,69.0,UCVWPSTLHKCSGEJBYMBCHJCHJGKTCQBOBNMSNDTXXOTXDOXRYNURLZWGXGH,3.0,PVDODRTAOTIHBNVPDWYTSPLAGHCYACDCSKHAJKAHDLQKQQFKFUEYHBFFCRLMTSSKBEOOGWLUNL,1-443-721-3830,586.0,Yellow Knife,swjswvhrn,WI,,Lkj7117,R
Thermo Fisher Scientific,U,287434.0,Wfqdqwgdfplrwfioatzlqfckkmfr,Canada,m,2455257.0,Echigq,1.0,0.0,87.0,Gxsulclxthuxjyk,3.0,Vygxrsvigyabjyudibdewcjyksatjqwjtyuvcgotcaoqvucvboodpukhepsvzgexj,1-934-671-2333,703.0,Halifax,YFOYXULWLRIOJHRLXNHHFVCXVK,OR,,Wfq7118,U
Kraft Foods,M,108495.0,Wtzzeqevnupzfjwisexjbncdijsl,Canada,M,1291326.0,FOTCFQ,6.0,3.0,83.0,Qobzcckwljeqjotyixdnqsuwnvxckrztqxmkojiwlmcgzgtsoucelveawiptqcfxaaqnirbcbrwfnjda,1.0,wswkaqyktvfxnhqhjdfgxmvbebbvwbixaphqd,1-755-351-2246,513.0,Nashville,Dbvnxdezyfsclelcljcgci,MT,,Wtz7119,O
Cinemark Holdings,M,498148.0,Kizwkbwttbikwaycqalkvsn,Canada,m,2622354.0,Ospbxhvij,1.0,1.0,61.0,gwopsifrjtnjhpsgwftgvziqpkttepowdwmnxtwyhgoqqkuhyqlnod,0.0,paimaiamezswmgxmnpiogrgdaawc,1-244-822-5596,705.0,Miami,Rwmgwmcmmwxeywdkanco,RI,j,Kiz7120,O
Retail Ventures,M,100621.0,Iaxvjct,United States of America,,816122.0,Rhttns,3.0,5.0,2.0,Bshrgcohdsthxtcrrajedcghwu,1.0,,1-106-001-0418,535.0,Chandler,Qvmkfnfcgabg,CT,,Iax7121,O
Allstate,S,286329.0,Nhpkhwkpnvabfqxamgkh,Canada,m,378304.0,Lwrphhcggki,5.0,1.0,25.0,Ajfonqforoksjobjwldardafvkcayrfopdzendboktlcrvzygwpdry,3.0,Mzzgcklyphwcojstobxujhrypzuirooemtlmbdlkdqjnyylimdxkxvglwhfisyh,1-536-435-8082,624.0,Windsor,Vpmviuvpavhtntm,MT,a,Nhp7122,O
Honeywell International,S,277176.0,Nrxxizwur,United States of America,,2840077.0,Lyjzgg,7.0,4.0,88.0,XOJCADIEILFTFNLUGCSYVIAAOQLJIDJWZGWKPBNUBBWACNNMMWHUDZLZYNEPMZQGO,4.0,HFEEVEDISIXEHKJ,1-079-974-2645,436.0,Sandy,Xrwltlpfhndssdhkudvjxdaxxqysw,NH,,Nrx7123,U
Seaboard,M,228698.0,sthapdgqafgflscgunutepgmh,United States of America,,3487174.0,igmmeq,7.0,3.0,9.0,fshjlazuukqam,2.0,ptawmykzgoqoeyycoyadpdegvallicvrvymso,1-638-013-5326,482.0,Berkeley,ZYTSUXKTIPRCXRCVKORM,CT,,sth7124,O
Automatic Data Processing,D,292591.0,Hbusrmnjxjq,Canada,,520219.0,Urfbyhtcvuff,8.0,,1.0,Tpewdxtfcujvtrhipumkwalymrpltodjngqraoyky,5.0,FFUVINCQRBJWKVXNNYLTNOHTUSNEIRKPPFAAPZBTGJNKTFIDQVJJUBNVBIBVMACPCDAIESZZQ,1-551-009-0195,811.0,Fort Smith,SLIHNYDOYRAAFYWBZIPZHYYYJDANS,UT,B,Hbu7125,R
Questar,W,173532.0,wrkmhk,Canada,F,3458238.0,pjmnpsfr,9.0,0.0,44.0,QZOGQGWVYREKUJLWOMGJTQICBXOXLKUXUCUUKJKMOSALVVABPJDMGWHFUUQFIAEYYBEOJHIALAJUU,2.0,WVRMSWMQGPWIEXDONOGINDZCFEDS,1-182-603-8240,481.0,Manchester,Mhmthqzexjdlubaos,OH,,wrk7126,O
Berkshire Hathaway,M,131498.0,kymruwrz,United States of America,,957093.0,LRXVLS,10.0,0.0,72.0,ROOXHGVGZWQIUIWKCTKSJOHNYJSMQQGUQAYITGFAPWCISFBYDKVXTKAOSQXSXSZRYQMF,3.0,,1-413-756-6810,344.0,Erie,LQONGGJNMOCLLTWFKGMFN,AK,o,kym7127,R
AbitibiBowater,S,,CALCUPIWUYLFBRSAJXXDXEPB,United States of America,f,2756669.0,crjqrxok,10.0,1.0,6.0,vrtssfcrobwzfppouisjfqkkmdgbclkenhwmktcaitpeyywr,5.0,RLPUBSNUVFDHJFQBMMWIOGIAABAIZTXLZVHQYZDGMUPZCRQOCHBSUHPOU,,712.0,Portland,Rgcuhygjdg,AZ,E,CAL7128,O
Deere,M,248307.0,cagicdvtswkchupecwdnyrygtzrou,United States of America,M,1591368.0,tehkgwpkihbl,8.0,0.0,11.0,Ifmzqelntlpqkthxkpqwtpvpdcdqtpszlcynktsliiy,5.0,UPJSPFLEMYAFIYFBICSHCTNDBESHNGVXGEEEODXKPSOPHFD,1-597-869-2211,420.0,Colorado Springs,Baajiptygjnrgxpxhgnnbbh,Saskatchewan,o,cag7129,O
Pepco Holdings,M,135659.0,hehwwwtceerrwijpvfbeiwi,Canada,,246840.0,LGLJBXLL,0.0,5.0,40.0,CYEDXQOYDQDRWGAK,,jigwizmlcltxngvrnavtgfzxmmeormtmupbsktdptujajxjonhsxulayqrbkfe,1-522-656-1159,491.0,Torrance,Ulgcnbfqjcpp,DC,q,heh7130,O
Masco,U,308379.0,Snqdoeegvk,United States of America,t,3254759.0,Lkextqz,7.0,5.0,18.0,,5.0,Tnznzia,1-942-992-7331,811.0,Colorado Springs,Rngrdgeivqpvldnb,AR,,Snq7131,U
Retail Ventures,U,385981.0,MXIWHJU,United States of America,m,3564537.0,Wtfnktjxx,0.0,1.0,19.0,Uyuhyfmsgdpbbazackhjgmkietihdahioyhbbehovfxsgbpjnemqkteftukzxieledbbwpyrdkfjdqje,4.0,,1-491-985-0622,761.0,Newark,Jeaqowpymbqflpoeiobjd,GA,,MXI7132,O
Campbell Soup,S,341276.0,Kmfgrtxjtuno,United States of America,m,958672.0,Rjtplh,4.0,2.0,70.0,TBAYZESNRDQPDEFISVJMLHTEQACDOOLONNAXSLLFBQYHSMLPENQNTVXDXQAZEYZWEWNN,0.0,TUMQUKOUKYMBWXKIDBASUDRIYGKMSESTKXXNCDDPKZ,,831.0,Casper,Trltoviorsccy,MS,,Kmf7133,O
Rockwood Holdings,S,474055.0,kglyfadkflccddedkagthtnfek,Canada,f,1397193.0,xbiobvonidn,10.0,0.0,37.0,KEXGWZQXPGZVFOCVKPWHCQDYLHRY,5.0,Ackartorxtjesjrpdkjrqgvzclgxvmmfwfdayoytowmgrtecqgvsfbmunedfrisss,1-310-470-5516,592.0,Hampton,Ccajenlgbkr,WI,,kgl7134,O
Owens Corning,D,7417.0,Qcibhmiwwzjfjydyujbwygym,United States of America,M,1614933.0,Nwycemvrjlg,5.0,,7.0,Ihffgameiirtykupxtudylmbrkbzmdebikqdlsprelg,5.0,bxqtsqbfnwacgjxdrhjoauoufovaedhmhlkkgi,1-950-803-7308,606.0,Halifax,OWPZIHSWZFNGBGKYUZVSBUSHT,CT,,Qci7135,O
Levi Strauss,U,324529.0,ALHVAATSLJCOINOJHXJU,United States of America,,2964607.0,Vegztvzhpa,10.0,1.0,37.0,wdxxjiogfsrxaqioqrlqvuumrttitekxtglazvai,5.0,yubylvmetzkeeruubwxprcrkrelfefdbrrzunqogjiceymo,1-265-046-9753,828.0,Amarillo,Zhceofkyqcgadhhki,ME,A,ALH7136,O
West,M,252039.0,Xmagpnzobqzeevudomrhwzvvsqtm,United States of America,F,2099752.0,VDODZGJZYSL,,4.0,2.0,,1.0,Tpsjhftnmpfxpcwzknktprcoxygofqztxltvbrqw,1-347-816-5880,613.0,Salem,cdosfugeojrvgjknzsfvdiukcdsa,OR,,Xma7137,O
Mylan,,146750.0,Acirqmrdvepmbhbmkmjamxez,,M,2132644.0,,4.0,1.0,23.0,Enawcjlqrarjscqsgklojubbzpqrodmesovrbo,5.0,GUOQRPRVBSKBMQYRFVRISIESVKWHEHEVQGMFPZKCRKOOVKMQJTHWINREVTZV,1-803-647-4409,357.0,Hay River,Nfqxrtnlbdnuabeo,SC,A,Aci7138,O
Navistar International,S,21329.0,Llwpg,United States of America,,1675427.0,Bsorzaowujgr,6.0,5.0,52.0,Skteupcecqrvnjklkqbzidkvzyodqg,4.0,KCRJHILAWRXTNRAELKOAFUCZNPLTQGAXIWLHOMPCHSHNDGAHOFRIFHAQTSTWKHCMTKGVDJMYVNDLRC,1-380-699-5029,775.0,Lexington,Kwdxxiujtmsqtvocoejuidwcwayyl,AR,,Llw7139,R
Nvidia,M,16793.0,Sdhqqgqldrdmctpolvzkswwagundgd,United States of America,f,3100726.0,Fvhlpe,4.0,4.0,94.0,Nzdexejgzogoyfuwaijpkocxzloqgqgdctkzrolnxuzfbxn,0.0,XQOTECVSAGCLCLAZRVVXUX,1-135-385-7218,705.0,Lancaster,Wpncchklgrtfkwvw,MS,d,Sdh7140,O
Airtran Holdings,M,286241.0,KLJFULKQXCCCSTVDVDD,United States of America,,403525.0,Dpdbmu,2.0,0.0,65.0,,5.0,LTFXDJJNTYMMCWAAAIAGGATJUVJXWVAP,1-194-859-0732,580.0,Toronto,AVUAHQLNSDU,MA,,KLJ7141,O
Cardinal Health,U,261865.0,TPBIWCKSLOQJLYHLXJHZNF,Canada,,631884.0,oywnvytko,8.0,,31.0,Xshungabyhtqysghwmdoaqymz,0.0,UWCAJAKRYMIVFHDZUFYLJCTOZOOQBKIZCEZOCIDHDKUMGKKH,1-378-915-7843,659.0,Thousand Oaks,Lqevmwlbkt,CT,B,TPB7142,R
Target,M,16487.0,Dvjvuzvnffwqxlptgilaefqdzmqj,United States of America,,1396805.0,Oogchlyarhw,5.0,0.0,66.0,Qmkvfwvgjyeacltbqpjlvvxqlkxzbflikh,3.0,Xevidmupvphjvdwkzhzvbfgxumakyedzdnoqthadwlilhzufzoizagbvig,1-568-958-0086,469.0,Halifax,jxthssideehil,Saskatchewan,,Dvj7143,O
Fleetwood Enterprises,M,51645.0,FHDJDDJWREFS,Canada,f,3428494.0,ZGPCTCS,3.0,3.0,86.0,Xkghhqynxivfinaxkfnsjhwcxetdcvolgfzufchxtkifidhuevijforxadtvobthejebhkacjrr,5.0,Amtdakpekxyeyqdnnnqumalfvvfanfcfcoxcewnvxlgqoswcbairjqehncjooqhknfmttsheydfwkr,1-558-601-1627,333.0,Macon,fxqpofnwlzk,TN,q,FHD7144,O
Kraft Foods,W,92093.0,Ndkqprsylccobwwailg,United States of America,,2364238.0,Rwbxdrdk,10.0,3.0,44.0,Aajifubqrkwstwceutfnggacvvzqqcmfycwibestzvkncszhoruzgalynd,1.0,FJWGKCVASUYTRKCGTFUQDCYCVQMTCCANXOZOTVZASBUHIHVDNSRKHXDBEICTUMQXEOIGQZDGDT,,390.0,Fort Collins,pvifedrzgfbkfdodheagul,FL,V,Ndk7145,R
Starbucks,D,77003.0,Mgsnjahjlfj,,m,41562.0,Kaoeudao,7.0,1.0,35.0,GTTWVLBNI,0.0,tfwxloawpgvdkzptwxdysfmyuhdqswrhd,1-716-713-6422,814.0,Biloxi,xdhlmwidkuffddtoktxurpuqdveuw,PA,,Mgs7146,U
Owens-Illinois,U,214922.0,Ishbyyt,United States of America,M,754659.0,Mttncvoaurvj,9.0,1.0,21.0,Ljfvzybfk,5.0,Srmmfhaystzdfbfedhqnthnsorsddnqspmhutqjluuejxijbrsyuvwgbntrnpkrmlvsjmvhdara,1-388-926-0199,404.0,Carrollton,Utfnypca,LA,S,Ish7147,O
Kennametal,U,378366.0,zxhmmhzhtfbmdqecephxpvzt,United States of America,M,2081781.0,Kyivpsrpst,9.0,0.0,71.0,lcflhnspsjgisnggdzoupvoaytrcauzfnmthwywgoltyfeghbavxettengphbkhr,2.0,Atkgvimfoixxnbn,1-090-088-4577,487.0,Newport News,jalgfpktrgsanbwdsozd,AR,H,zxh7148,
eBay,S,318716.0,OPNLMYBHICJUXIWXHOOROTRMCM,Canada,,3106210.0,GMHXCU,6.0,4.0,87.0,Luhrdc,2.0,ovbdszrjomfbshyhcnupvqgmfbpetxsigkojkhwwzwo,1-121-315-6979,732.0,North Las Vegas,eevdhu,VT,G,OPN7149,O
Chiquita Brands International,M,135966.0,Mscdnnpwympjp,United States of America,F,381413.0,BLMTPTWFLZUX,5.0,0.0,60.0,Vobassmfrfsfikdggekmutomjaccphwcusuhizaekhusthsoyubxyavpdrsdwunxevacofnaycvtx,2.0,Ftwbhaxniuoxxtrspyidlpbrhguulcenvdgojrlo,1-559-484-7502,712.0,Mesa,Ydkvpjgbvcffswynilhigzlaiod,MD,,Msc7150,O
,U,244405.0,Ddjbioejkpkmmbsume,United States of America,,2655178.0,Yygesbskq,2.0,3.0,7.0,Mbuacmlykwwsaevohkpbxpoaqyipqqpcnjtmnrzwgnsqahqevulumnbziwtdcper,4.0,Glpivktizupuhjleneazjlxxlnanxeitepvybdtcy,1-974-864-6859,785.0,Stockton,olzmgc,Ontario,,Ddj7151,O
Oneok,W,404419.0,Nrsnnkqiqiamhwlntps,United States of America,,1545245.0,nablpmtqqtq,0.0,4.0,45.0,rsgcjuxwbykonrbuejswzcrrquganiaidajopmpzyxsdedgzsmtnrkxp,0.0,hbthavnbsqkbpenwzejstrjdldxuanwxkujuxwkdnrmuinghkntcpcgr,1-347-638-1160,537.0,Hamilton,nclssuvrzkcypwaevnsxqccp,NE,,Nrs7152,O
BlackRock,U,158949.0,Eznpsksxrbeeiwbhcufuamwaeouvt,United States of America,F,1464319.0,UZLPDIBU,8.0,5.0,74.0,JQWQOUADOBTQIHVVUZHNCLIV,1.0,Qayfptukhrkxfvamsjtkma,1-587-255-9937,521.0,Tulsa,KPZIVUEPFMEWBBBROCOZ,TN,,Ezn7153,O
Kroger,U,103748.0,Eptanrpkxfhapzfsxx,,M,3617912.0,TFWMPPIBOHPA,4.0,5.0,13.0,Eiexxkkcfpqmozftwpvpaufnxgqzgrmdkrvtvfreqcfrnbciyhxhinphmndfezjnkugaksjytzxke,2.0,Ycfyemeefsvqramaqxefxqzcsuuyywpyfshxmynsjrmtumm,1-731-085-2203,377.0,Peoria,Myoqgxxkmwghwbjctxpriitiouhbfx,FL,,Ept7154,R
Alcoa,M,301108.0,Nawctoho,United States of America,,2784691.0,pjgdamscwzor,7.0,1.0,20.0,Zkvwkkhxvojeknljolqobbkvjktlcqojbpoirmo,1.0,Gsxgjuquesltjaqqarkvvraizekyymxqedjlpukdeodruivdnzvjhgkagaxcykduvx,1-746-912-0689,352.0,Fargo,Ctvzruax,DC,g,Naw7155,O
Bob Evans Farms,W,352394.0,Wdeyftobrlgc,United States of America,M,545234.0,bbwhkfroejub,1.0,0.0,25.0,PFLSIUJHROPCWDCYPINSSQLTCAEG,1.0,,1-806-356-7387,430.0,Costa Mesa,PTETRN,Ontario,,Wde7156,O
AGL Resources,D,370926.0,XRUJELHOEXJSUSCJAZYEEUCXKUVF,United States of America,,52931.0,Nqkxocgzju,4.0,5.0,40.0,XVPGDMKCCBIYJGIS,1.0,ltnxqpxnihfekzchbxebmhnvidbtycfpblmqbsqlaxduogvxgvvxorazablnuopolelx,1-059-922-8167,419.0,New York,lxomrtrbpaulplelvked,FL,,XRU7157,R
Ametek,S,467654.0,Bvikfsddjyddgzuayni,United States of America,M,2643362.0,XKZVJJSCO,2.0,3.0,9.0,pxwqpppbwrmymbkjcuvceoulsrat,1.0,mrwrpfdilriaiwsynbijrwnlafzlwhuewkmerhmxrmsocgnokbzwsln,1-485-622-3858,593.0,San Antonio,Ujttmykehpl,AZ,,Bvi7158,O
