gncd,ddrssln1,nmbrcrs,wnrrntflg,gndr,lstnm,ncm,nmbrchldrn,mrtlstts,g,crdtrtng,mplr,nmbrcrdtcrds,ntwrth
Xsp11417,Wxupkcuksqqyywzbvfnrouzurtozvpyzenbquypxubci,5.0,R,f,Xspnghczhigpufdxyti,73426.0,3.0,W,45.0,698.0,Ferrellgas Partners,7.0,187266.0
Klr11418,VFDQYMUTOJEICBKAGRVLIIDTHBBB,4.0,,m,Klrtmdfwhtvkzljeifqp,479877.0,0.0,M,2.0,,Winn-Dixie Stores,6.0,415023.0
uri11419,uwalqfyfdmtlluzbhxeumcd,1.0,O,,urirfiapizcddjmiznpn,426152.0,4.0,U,74.0,840.0,Sanmina-SCI,1.0,2932235.0
Btd11420,YPCGUEPPMLEABQMCSVQJCHCQLOHGFIWRXNNTCRFAAUIZEMGKOUODFFFMQIKCPPURD,2.0,O,,Btduzcqujtbngeuv,236265.0,4.0,M,86.0,310.0,CSX,0.0,3417428.0
QTX11421,omubvcubbobewatrb,3.0,O,,QTXJEBBVDLIEOXVCNIDLDFAVEMVHNC,439149.0,5.0,M,0.0,,Cliffs Natural Resources,1.0,1009910.0
Yut11422,Ovbnlblvaybcvivwfaifqppxkqjvkbwtfwfin,0.0,R,,Yutwrnesqnmmapwueazzsljoaf,411681.0,4.0,D,32.0,,Wynn Resorts,5.0,3252092.0
zbu11423,rflsekqwtvheqqqlshcalzwirumncrteiudyplhplletqpjnwxvybjn,3.0,O,,zbuyotkmmkvpph,310135.0,1.0,W,8.0,561.0,Tractor Supply,1.0,1547067.0
Qxv11424,Wwasugjwkpsomafgjguzuw,0.0,O,m,Qxvqiwmwdwstfptubt,33550.0,1.0,D,42.0,415.0,Total System Services,3.0,3531062.0
Nkr11425,Zoigowqjwzoyvcpqdndqspdrybbjguuiefrsrgphaaefzzczjgtzyjnoqvanrobgnnrbhoajrmqmqt,3.0,,f,Nkrelnjhkxjecwxxgpyw,155389.0,,S,82.0,529.0,Qwest Communications,1.0,2348336.0
OLQ11426,Mnpzugjajatlqpjmvpzcqfwozkkyeikwehbfip,5.0,O,F,OLQIXMKPHTWN,,5.0,S,23.0,402.0,Mueller Industries,8.0,
Twj11427,DCVCCHYLO,4.0,R,,Twjhmozbaq,159881.0,4.0,S,,622.0,OGE Energy,3.0,45069.0
QEQ11428,Kmmwyfrbek,2.0,O,,QEQGUOYGIMPBYIQBRPSUFUMHH,320733.0,0.0,S,30.0,490.0,Pacer International,7.0,770069.0
umy11429,Hclbchtkehdaxrifvlxqeycfxgpwesqoldj,,O,,umyvgghsftwku,,4.0,M,81.0,761.0,PharMerica,3.0,2362980.0
Zrz11430,Empmnvrmiqfmwo,1.0,O,R,Zrzdmsnxucclvhxbvtapbbstpspiz,285872.0,4.0,D,86.0,346.0,Owens Corning,3.0,1305044.0
Zcf11431,Boltnnwknxrarmyxxsounbdvyjymyrioyjwpqxmqpfojkwxmbbgzkbaxjuxiy,0.0,U,,Zcfkcuslmpojibublrgnrr,78224.0,2.0,U,87.0,629.0,Gilead Sciences,7.0,1792952.0
Pge11432,LNEUDIFXAHPYXLHTPBJYYKIVMXVIRDOLVAMWCOPYOLOUTVCQDSJEUGNHJXWXBFWAPHSDQDAJKUAK,0.0,O,f,Pgevphxdab,17854.0,3.0,M,78.0,708.0,Hub Group,6.0,1246233.0
VPW11433,Pjlhzacqjcwjrgzskzlbmvowwneaxcaqkbbfdunebnczdlbwmq,0.0,O,f,VPWVSXYEXCPCUNL,252188.0,5.0,M,37.0,606.0,Corning,1.0,3167154.0
ygs11434,Ddndvdfhpfhlhymnmcmgq,4.0,O,m,ygskinvjaihwluombsiffbczvi,13468.0,3.0,M,58.0,462.0,,9.0,2870032.0
bbu11435,BSQAZWSQMOQVJJMEABOBEIPNVXZNXKPBQAPNAH,4.0,R,f,bbuxtfdfxaf,302337.0,4.0,U,74.0,618.0,Omnicom Group,6.0,2185897.0
Dar11436,Awzcuoaanuqliuouzgocnnbhjmnmckohynosazrjcakfenathu,0.0,R,F,Darpfgecnexeolnyjd,489976.0,4.0,M,21.0,628.0,BlueLinx Holdings,0.0,1001302.0
ccz11437,Txetvzauzllbhcaj,5.0,,,cczqmsgzrsgluitxgvnfjoyix,15673.0,5.0,S,91.0,685.0,Terex,4.0,3000622.0
Ygx11438,ufxrsspulnqfbxiiktjpyendxjkkalsequsjpyrm,0.0,R,,Ygxdeubovaqupheboyqmuytjc,304562.0,2.0,M,59.0,301.0,Avnet,6.0,58524.0
CBH11439,Mxmjspaptrvrutabfhwjgfvomolmvutlx,2.0,O,m,CBHXCOFTKOJPRAVGXLNIMBVJAZFRQD,110144.0,2.0,D,62.0,418.0,Best Buy,1.0,
Lkd11440,Rcthsdmvvporrdjaeubhknbdescepmmrhxzpuihdlqkhvclktnnl,2.0,U,,Lkdkomgrsygudiweyfrrzmaktgkqot,27184.0,0.0,M,59.0,777.0,Phillips-Van Heusen,2.0,3657897.0
TAX11441,Tlykqsfzbuxdpkitbocghnxwaduayakgvhaznpetkf,4.0,O,,TAXMMAZZBHBVBTKYNTLCMJEVW,196471.0,1.0,M,,815.0,Moody's,1.0,2694542.0
Hlc11442,Tlvphrqby,4.0,O,f,Hlclbwiprvhqjkxi,193743.0,3.0,U,99.0,688.0,Dell,,3522289.0
hgl11443,,0.0,O,,hglqhjoj,223574.0,5.0,M,94.0,359.0,Gannett,3.0,1985433.0
inr11444,,1.0,O,M,inrqugwzrgp,193893.0,1.0,M,77.0,716.0,Fidelity National Information,4.0,114665.0
eyz11445,MGCMBARBUDLKAOBB,0.0,U,,eyzbkozwqowste,321333.0,3.0,S,68.0,785.0,Virgin Media,3.0,490157.0
Whh11446,Ufmwmrgqioabxzndrnnrlazekftaisyvqtwhrgnleihxtstksgrakwqfswkxjnndpdrq,1.0,R,f,Whhsqspwbokcqjisgoxab,50292.0,3.0,U,37.0,562.0,Hovnanian Enterprises,10.0,854698.0
Zoo11447,GJRZYHUKHPUGJQNQRCLPHG,0.0,O,m,Zooyviiywrkhtrun,20995.0,5.0,M,9.0,321.0,Magellan Health Services,5.0,2954701.0
Nrg11448,Wxajlgrbrhmemqveimazrtwfyewwlvuxaxnxfilynvmt,4.0,O,M,Nrgcxbexi,374433.0,3.0,M,,301.0,Windstream,2.0,3654071.0
Gga11449,Pzrblsgzukxsupqtdemschegppsxdhvjlq,,U,F,Ggaeuufdfiapzdqyt,476639.0,1.0,M,90.0,523.0,Toro,8.0,421906.0
Vsr11450,ARJNPWZSVLBWALSVKQQJ,3.0,O,,Vsrbktnhupkaspuewcchdixekl,199984.0,1.0,M,,690.0,,9.0,3170536.0
rpw11451,ojobvrapblxijt,0.0,O,m,rpwayofhndivk,256026.0,1.0,U,5.0,451.0,SPX,9.0,354309.0
Gxc11452,Fxrjpfgqhtnlwyjpusiommtglqdxhxomfjofgyolshmtsrfxtpzeoksnlkqdicoezelqqksealj,5.0,O,R,Gxcfvwonbtzgdqrro,125668.0,4.0,D,17.0,759.0,Nordstrom,1.0,3765988.0
Dwd11453,rdbmhisvqscmlwwoavphpfvzdltpksvpjpfsgqbhzixpttjskuhjfe,3.0,U,,Dwdwaixdtjbv,75518.0,0.0,W,68.0,565.0,Helmerich & Payne,5.0,2829969.0
FWX11454,WQPJUUDRUEMRUJEPSOANXSGPLZFPFDLKSZVCNVNOEIKBWEMNWSWUGOXKLTJGGVCOLJDCYVTWAPPTZIDI,3.0,O,,FWXSQLCGEIKIMISSVQV,110641.0,3.0,S,48.0,785.0,Seaboard,8.0,350752.0
rpu11455,JALFNVGESGMJWKFVZSTMKMQVDOMNRDOCMNHBHVXSALUCLZVLJUS,5.0,O,f,rpurseskxkhga,13015.0,0.0,S,84.0,606.0,Icahn Enterprises,4.0,
Oie11456,Yjfwowtmqwtfczmkhexh,4.0,O,,Oielftcshpydem,249058.0,0.0,D,74.0,334.0,Con-way,0.0,3911522.0
NUY11457,NPBAMTXUUOJOWSKOPZQRFREIOWNDNQCEZVVPUCTUOCWJZXPPBJHHHZVSWOX,1.0,O,,NUYXUF,245433.0,4.0,W,27.0,594.0,Sara Lee,7.0,391600.0
QFQ11458,,4.0,O,,QFQEI,313955.0,5.0,,3.0,341.0,Xerox,2.0,3748526.0
Dbw11459,Gaytoejzeulvdgervttimptfhcufacqrlavdxcblonievtsdnobuoefw,,O,m,Dbwblfqfimvbh,131783.0,4.0,W,100.0,417.0,Barnes & Noble,7.0,2185165.0
Jzk11460,Laqyhgolavgvsrfnlqtwhcfwsaqfcyhplntetlahlidmkwntnvgtzzlmnktibjvyevfweodwxs,1.0,O,,Jzkjmhgzaljgtaxasqnro,479273.0,5.0,S,20.0,645.0,,5.0,3316929.0
MNP11461,Jgitt,4.0,O,m,MNPBI,195427.0,5.0,M,21.0,467.0,Rock-Tenn,,2381698.0
Znq11462,KARYPCBBLCRHEJHKGOXWMGLKKJYTDDKMNEXPN,4.0,R,,Znqwipggwxmv,,5.0,W,22.0,311.0,Lennar,7.0,2981880.0
Jyk11463,oiecenlidalywopddxgm,1.0,O,M,Jykfyulmknbeljho,113300.0,3.0,D,88.0,306.0,Community Health Systems,5.0,1490661.0
ooc11464,Ahmzdlsjydaqmypvdrfpyfwzuapxqbbyfjkzlzqeslckqtkknhlgtkikhgxovbjdrygvjwgoqmh,,R,m,oocktjxuibnpclkcfvdyoajjkbullg,,5.0,D,33.0,724.0,Ametek,6.0,1602666.0
mhl11465,zddcexupgtxpuqgnxhqwyjkcecqizfdcpashcgzwycfzrsrcylcdkcnluxwhkus,4.0,O,,mhldvfvocufldukfltaukloaxzegi,154429.0,4.0,M,83.0,474.0,Kindred Healthcare,8.0,1893982.0
Rly11466,vlbpoaqhwmqpvkuehqtiwcirsebhvmkxheswmetsqafwwt,4.0,O,F,Rlyrgeqqkxxevfpt,472329.0,,S,90.0,505.0,StanCorp Financial,3.0,3689597.0
Sri11467,TPCCTUTQWUUHSVOEVTPEASGQTUCVZRFDLBJZZZMYYHLEXCXFXGHJWRXBDHHDUHQEJWQUJWTLE,,,m,Sriffluflasbfkax,282167.0,2.0,M,72.0,789.0,Morgan Stanley,,1803881.0
Boy11468,QTTXX,4.0,O,m,Boymnjxvbqttiwrqeivhgveyfjgfz,261172.0,4.0,U,36.0,744.0,Buckeye GP Holdings,2.0,3293409.0
qzw11469,Qgxxcdugzbxfndhlqiaj,2.0,R,F,qzwvkl,259421.0,1.0,S,5.0,565.0,Plains Exploration,3.0,
MEZ11470,ednvfbwyadqjlyatfyshilolegl,3.0,R,,MEZNLCVZUFTKDCQHJBHFLASYQVNFW,439331.0,0.0,D,95.0,791.0,Wells Fargo,1.0,834648.0
Xkp11471,,1.0,O,,Xkpfegquovb,307071.0,3.0,W,,442.0,Schnitzer Steel Industries,4.0,370275.0
itd11472,AXMCXCRHTYTAUECTFPMBFOFASRKGUEPNVGBH,4.0,O,m,itdhdqebfpmgjarxktsurokhhwm,254243.0,1.0,D,89.0,505.0,Eastman Kodak,3.0,1777305.0
dkz11473,Xyqexqqqybqavqaqqnazdjgiroxbafkryftmv,5.0,O,,dkzbliyjthpmulvt,403215.0,3.0,M,2.0,533.0,MDU Resources Group,10.0,834930.0
nyj11474,nvlhhwcnsaszvuvzxuvoqknwkwzkrlmevbzgsodpdrfjxuctbrlcdwnniqvqsl,0.0,O,,nyjaovrqocjvxzbnzkmdlogwpbsqgb,456451.0,0.0,M,42.0,671.0,Laboratory Corp. of America,8.0,167808.0
Gah11475,Sbnircouqeocbgzkikviyheqnnfiqrbl,5.0,O,f,Gahxz,436352.0,5.0,M,87.0,504.0,Molson Coors Brewing,2.0,477848.0
sgs11476,Ouipuqdxtxhfprzaivrkuidtkqnaacfkwarksxfcaxqglspybgbnoa,0.0,O,,sgsliheuxfdxfgaubjbedwsto,220106.0,,W,33.0,831.0,Hewitt Associates,0.0,3000767.0
jfx11477,PMIXZPXFXCPIWUBEQXBNLQRWEIV,3.0,O,,jfxenadkdneaho,114383.0,3.0,M,10.0,522.0,RBS Global,3.0,1118892.0
Ubl11478,GHZGSWCKDUXDKEGKUQKZEBSQPTWJUDUHEXXLTOJHNEDTWMXKACENFGISLIOXVPT,0.0,R,m,Ublubdbkwehkyxuskmsoio,301368.0,2.0,S,56.0,632.0,U.S. Bancorp,2.0,669041.0
eqn11479,tnyjecddekaqw,,,F,eqngqrdoxurdbasxpvfdu,195991.0,2.0,U,44.0,834.0,State Street Corp.,7.0,2138747.0
Bcu11480,Hljqkrgjchbbqtqhimhdulkoog,1.0,O,u,Bcuxolqlquxvronugzkciktr,168558.0,1.0,S,11.0,662.0,Aetna,8.0,2602673.0
RVK11481,Evbuxmukafjemrvmqbnximkmtfbckejjhobtoloviyodvotcfwoyralcmjfqlzisdknpvbb,5.0,O,,RVKSDEAVJOFDDMEGQOHCWQAFNHUBIY,6392.0,5.0,M,32.0,500.0,Ferrellgas Partners,4.0,234019.0
khc11482,Wbtdhqtefilhyswvcsgxvfbgldjestfkuwrekfaxksknfaqratjtwaxavqiuuezjsna,4.0,O,F,khciv,378207.0,4.0,S,15.0,652.0,Reliant Energy,9.0,1092435.0
Joj11483,sttfjawxtdeplzdtkkaghxcmvthmuvgyrvxegqhzzfurmezfcmuvrsanwfulsueiyvdjjtvoh,4.0,R,,Jojqgwquaosbrzwmlcyy,84429.0,1.0,S,90.0,614.0,Southern,5.0,393268.0
RLQ11484,,3.0,O,F,RLQDDJMEMYTNSL,16398.0,4.0,M,7.0,603.0,Cimarex Energy,2.0,3977529.0
Ztd11485,Mcsqszililfdlzbqjhsyrcftufrrswaafzopv,5.0,,,Ztdwqm,32912.0,4.0,U,61.0,704.0,BearingPoint,9.0,1872542.0
fvk11486,Divgkcgtwdjybgfzivzabczwcnpkyoaondmfuhakcxuwatpvprekozhjaqomatastxlejtulrkxqn,3.0,O,f,fvkitcljwipetwlttoep,381878.0,5.0,M,22.0,650.0,Dun & Bradstreet,9.0,655854.0
xhd11487,Xllytwtweft,2.0,U,,xhdwrhoofgvhmslnfqpwgdihzjk,252843.0,2.0,S,68.0,726.0,Cooper-Standard Holdings,,18987.0
Hoe11488,Ouweiqrohwrmttxhcoaebhawfsikjrmumjtcbwgzlkciiwgisdwkusdultbmcxgio,5.0,O,,Hoexgqkqnzhkrjqktwh,407372.0,5.0,U,52.0,711.0,Rohm & Haas,0.0,819805.0
Olh11489,,5.0,O,,Olhmkzalhagjxkwqhd,398663.0,5.0,S,56.0,315.0,Complete Production Services,6.0,2771504.0
fdc11490,iibhorcgbnwjdeqfqwfrebzuvlwlnwjubtnmqwwbkmibbaudxwvyfwpswgoqqefadinzipvkqhchb,2.0,,F,fdcwqbyikacjorqanyfrcgdqtirdk,90907.0,0.0,U,33.0,582.0,Ralcorp Holdings,4.0,193469.0
Srw11491,,0.0,O,,Srwdwmbydyjhiweuvdhi,273569.0,1.0,M,62.0,763.0,Church & Dwight,7.0,1886599.0
EDW11492,Iafhvwwfeguxprukobtygftudjmuvarjglsgkfzqh,4.0,O,m,EDWJWMIZZMLMAAE,164972.0,5.0,U,74.0,400.0,LifePoint Hospitals,1.0,434097.0
rig11493,Oisaeqfegtbkcjxhelpvovaspqvxtntvyxhwsguiurausvjfqwtkdehknrj,2.0,O,F,rigbrtppucytl,396722.0,0.0,M,88.0,475.0,Consol Energy,0.0,3862408.0
BMQ11494,Ywgqxrjbyqpseycinjamzekdpen,0.0,O,m,BMQRQEVDROTVRSPMIUYIPZXP,148398.0,0.0,M,32.0,490.0,General Motors,9.0,3776397.0
Xkx11495,kfvkcixtamcjxfbjnigpvpmuylgdmoabxgkxutoxijvvtnrkusrnbb,0.0,R,,Xkxzidrik,424682.0,1.0,S,73.0,469.0,Mueller Industries,10.0,845953.0
ALX11496,Xnqyjitsylcbbvuvgudhqatdmfutsjzkdcfhaashaajaqjscrtwerxpypctrvd,3.0,O,m,ALXBYKTZCQPXBGWYHBWCKTZVURSPSB,104907.0,4.0,M,70.0,665.0,MEMC Electronic Materials,2.0,3146493.0
XGJ11497,DMUSEJBKSJOSVWIAVXVFEHVWGSZCNBWFXKKFNFFNPGXPINPQUWLIFRXWVUXAZI,2.0,U,F,XGJILVPFSSCCD,123667.0,1.0,M,73.0,745.0,State Street Corp.,7.0,3655922.0
bqo11498,uwbbggrcaracobartvaljlembvlfiunvbosfkvfuqhxkdil,1.0,O,M,bqomi,126335.0,5.0,M,70.0,567.0,LSI,3.0,1701758.0
Yoi11499,QTPWJNSVVTOEEQWTQCSPLXWYPUKVNUF,5.0,O,,Yoiulcsoqtrd,444780.0,0.0,M,,807.0,D.R. Horton,6.0,3130656.0
Xuz11500,cdhhlfcsexlfvtfxbokiyipcdkupaawbwywcspzkgw,1.0,O,m,Xuzvjfsgobdowzbfc,483924.0,4.0,,9.0,507.0,Energy Transfer Equity,7.0,2604263.0
sih11501,Dlnanaqnnlaywkthugnzmnopbkthlxegagzgzhclngzpifnpsbrhwenflbglrlryyhg,3.0,O,m,sihwnydoosaazxaczfge,50503.0,1.0,W,14.0,305.0,Asbury Automotive Group,8.0,2245593.0
HIF11502,Surcgjsulzertvsbeujkhbtrbckcqwdemmxswsdztogkj,3.0,O,F,HIFIDZQRYQZWLVHZIEEUAKDNIQDM,213058.0,5.0,M,41.0,544.0,Williams-Sonoma,10.0,3087235.0
Thh11503,PDBRAFISRNEZKBBHQMOYRKVJBCTVDWWHVCTPMXOXQFENZUFTZCEGYBFCLWJVSQEHJSEAMHTSWMTQEYXH,,O,m,Thhbqmgdozwkalkfvracbsgdtoyupn,,1.0,W,91.0,802.0,Western & Southern Financial,6.0,2142510.0
fjs11504,Lbxijbxtcwrdzkonxerjmvsnmcndorhyjojrbr,0.0,O,,fjshrigbpcgxspbctlfceydha,117515.0,3.0,D,,359.0,Carlisle,9.0,29043.0
uka11505,Owifqpkfjkyxsqdpgthhikjeismfjiqdehobjoggltmpcabhnvbiknpgyvwlhetgwleaepwrmykcckc,5.0,O,,ukavptukybkamcu,381308.0,0.0,M,98.0,691.0,Fiserv,6.0,1956217.0
Zfg11506,rcumrwq,1.0,U,F,Zfgzchcosuftrlibrqgrwt,279211.0,0.0,U,33.0,483.0,Bio-Rad Laboratories,8.0,1229024.0
oya11507,,3.0,O,,oyapnhclfwaphue,395264.0,4.0,M,28.0,376.0,Markel,5.0,3650201.0
Vbs11508,ISXBJCKTJGNREOWERINLVLKBDTJCLVMWGVHLVDHE,3.0,R,,Vbshgpameuxaivim,45730.0,3.0,D,81.0,435.0,Avnet,1.0,3063906.0
Pct11509,uaevcgfiamduyahdieedjmjirk,1.0,R,m,Pctakuieaqjubag,143688.0,4.0,S,1.0,500.0,Philip Morris International,9.0,3641742.0
Ijc11510,VQASDSZUEVIOLTXNTDEPIKBQTZHCWRLHGOQ,3.0,O,m,Ijchxsimvpyitmfnwadntiglgvoh,84182.0,5.0,W,60.0,588.0,H&R Block,8.0,121946.0
Pjg11511,egrxpyihxblxpxkigoiqkefzbxwevgyuszskyfnwnjbkpo,4.0,O,,Pjgmdngwecwxwipcctkdylc,478671.0,3.0,M,97.0,,,10.0,348644.0
Kvu11512,Ojbdpidwkszhxvcntswob,2.0,U,,Kvunxgtidhdsqrpycspkuewew,,2.0,U,7.0,681.0,Praxair,8.0,405674.0
ljy11513,,2.0,,,ljyqhevjbu,277540.0,4.0,M,69.0,428.0,United Stationers,3.0,1693682.0
KHV11514,Qjutszyvhjpqbojrkfamfboaze,2.0,R,,KHVXPHNG,484421.0,0.0,M,75.0,505.0,D.R. Horton,9.0,2025986.0
Ieg11515,ZVHTWXMEDCOLDNFOUWWLQKREOBXIUDJDSBKNHAFBAUGQBQNFFOALVWISQQTVFCJMGKTNZ,3.0,R,,Iegoxfqvricdnfpvkglbundfkikao,197554.0,2.0,M,86.0,373.0,BorgWarner,5.0,2444161.0
Cba11516,Ufwtrpgjtbboqxijqkrswpktvwztirauqitaoegjfeofvnlgszwnrgxmk,0.0,O,m,Cbamsuyeiw,306795.0,3.0,D,10.0,634.0,Source Interlink Cos.,0.0,1572804.0
ioi11517,KGBIJTHBJRFJMLBQQKEUWBJVVV,,O,,ioityktbbmyuao,423496.0,4.0,M,25.0,645.0,United Natural Foods,9.0,3975018.0
YAF11518,Cfhficzpjjtjuobriqwiqpblysqagmtzglvgbeiszhlghcktnjtdgwlwyhk,5.0,O,F,YAFJBMCZRXDVGPCJG,315394.0,4.0,S,85.0,746.0,Brightpoint,10.0,499689.0
HOG11519,Caalaixxcqmnkxpkhnsmnbaaeqaleonvdjjsdnj,0.0,O,,HOGLUCMYZDQKNEGQGOWPNVBIAOKC,257953.0,5.0,W,43.0,560.0,Biogen Idec,10.0,883778.0
ISR11520,Mfaqcyszhtixngxunewqrfjfjywymkhnwmubtgiyurvnndcysiqljzbugraol,5.0,O,,ISRTITTXSIHRYDS,81967.0,4.0,M,65.0,421.0,Curtiss-Wright,,3584233.0
HSK11521,yxikekljfagiffeyeaapzzsrlgnofqklcbvbgkohiguidga,4.0,O,M,HSKHFOHAIAIXABR,,5.0,S,88.0,490.0,Priceline.com,8.0,2210616.0
Qrx11522,Ldcpgtygyushro,3.0,O,F,Qrxpcryur,428765.0,4.0,U,95.0,547.0,SunGard Data Systems,10.0,2051831.0
Xir11523,lafzrgmiqgxqhknquovxaikcrtxnlgbadaypfodim,5.0,R,F,Xireoonihvttrywftrn,224447.0,1.0,M,23.0,652.0,American International Group,8.0,3390660.0
BMR11524,yetyjxkocbznudez,2.0,R,m,BMRLSMADKW,206839.0,0.0,M,95.0,748.0,Arch Coal,8.0,3701575.0
pbd11525,ecotrnojdnhvdzljfeqzfcxqozqwwfwsdrqpohkhsrfwjsgwtizsj,2.0,O,,pbdcseqnvrfbtgon,271582.0,1.0,M,54.0,423.0,HealthSpring,4.0,1403626.0
wkm11526,Kcblwyfsuswyhiobxbsmbjnfsdmtmxeebmcpczldwtrgbiavldelmqmqqutkuosvdxhnog,5.0,O,M,wkmklhwrxtadqqnthwkubaync,232001.0,3.0,M,23.0,437.0,Ecolab,9.0,187912.0
tzj11527,Udwhhvzjpisjmcajzhxmcdevcpbcokfazkubbhti,2.0,O,,tzjlizvxkprejjzt,455887.0,3.0,,31.0,673.0,,5.0,3874696.0
nea11528,Jhiymhevoqd,5.0,R,F,neahpkcvqnexcupxztl,272509.0,,M,25.0,536.0,Amerigroup,1.0,1689525.0
gth11529,,1.0,O,,gthixgianvzhebpnwgx,123378.0,,W,71.0,516.0,Kraft Foods,0.0,3397841.0
hwa11530,GHANZZQJTTNESSSIADYOPCCHXRIXYDDYCUEDTKJKUWHBXUIYEAJUHWYLNZIFQZNKEGVQIDUBWRUIAPT,4.0,O,F,hwajlxtqunqhspecghtdrcqqnytxeh,2706.0,2.0,W,44.0,729.0,Amgen,9.0,
Nzl11531,FTPMFVJLCQUWPIOVBOYOLZGHTOUHOOQAZXZTBMRNEIUVM,3.0,O,,Nzlxgqeysmvxpqcrjvhwwebqcor,,0.0,D,17.0,471.0,Dynegy,6.0,
KLO11532,idcctqgxlrafgcpcafkhoxrtmovjhlgpasnayvszbmwbsxkfedkbvgbauueenbcwdgaohnnagwn,5.0,O,M,KLOGOTRYLQTJFGUYBKEVFGO,90397.0,1.0,U,71.0,639.0,Brightpoint,10.0,1522259.0
Rmj11533,Kwcbctjfzcmwhxsfytqtjskydsauguzyeblisodchbyyjugukbsb,0.0,U,F,Rmjajcbvnfscvjmdctsmqlqiixkftk,82058.0,3.0,W,98.0,673.0,Perot Systems,3.0,2328821.0
Oiw11534,Dwiwvfoacsvzlcfqzjwbmsov,0.0,O,,Oiwlhiexpjjfndkn,212697.0,0.0,M,33.0,799.0,Regions Financial,9.0,654662.0
HDQ11535,Vcfjcucxzdmw,3.0,O,,HDQCVHOII,167386.0,5.0,U,77.0,796.0,Furniture Brands International,9.0,907742.0
RUV11536,uyljrfdybojtasikneqluedvsmajjhvwoaraklnuyzeagohfaq,0.0,R,m,RUVQGLNL,41458.0,0.0,M,23.0,840.0,Tellabs,8.0,2716450.0
Ywl11537,nuhatmircwaalxnctaayrsixgqnrahcmzykwpdtgkgdfocbeiojbegf,1.0,O,,Ywlmycjajogsptyemkbzd,36417.0,0.0,U,61.0,847.0,Stater Bros. Holdings,1.0,1647669.0
Dbo11538,Thbtknxmxvgwottqsqcy,0.0,O,M,Dbobvilaojkts,193859.0,5.0,U,28.0,343.0,Jones Financial,,3033100.0
Gfi11539,nfucoxdjsrxliwdbpzoszrgxuuqhmjcgjxsgxjnkplicyxbbmmvkbwrjmttrlwdf,,O,m,Gfiqugnufzheeqekun,102753.0,1.0,U,17.0,353.0,Verso Paper,10.0,1557755.0
cgv11540,ifgzbwrgrrquwrqqdyychpedgceqbqbfjyiyrtgoeutkyzlwlnvhkrrpuhrfsmcofxwws,2.0,O,,cgvcghbrbgwbnqxtxhprmh,173965.0,0.0,M,25.0,697.0,Lithia Motors,6.0,1999215.0
shn11541,Wfeqiqyzb,2.0,R,m,shnepmfxuw,201467.0,4.0,U,8.0,516.0,American Axle & Manufacturing,7.0,2874861.0
ret11542,,4.0,O,,retgktjjdvbxcjqyqifzy,,4.0,M,58.0,438.0,Marriott International,3.0,
Ota11543,PWFKKSMDOIUJXHEGWBCXYUOOUIVFKGWIZJLXVBVGSDUAMTMMPNRVXNXOPEKS,2.0,O,,Otakduk,28969.0,2.0,M,72.0,363.0,Brinker International,6.0,2871608.0
ZXK11544,Qpdhqegulxwcvgupwodloamzorxpyg,1.0,,,ZXKXEGEK,313942.0,2.0,M,6.0,,Laboratory Corp. of America,6.0,3310218.0
Plp11545,Diburmxmyzvvedwu,2.0,O,,Plpovuhwuhjbyhbvkfkbky,65994.0,2.0,U,83.0,666.0,Motorola,,403830.0
zwd11546,TRHDKKFWQXMWWPQXEZHUSOCUZVQAY,1.0,U,,zwdmpzxizk,330590.0,5.0,S,23.0,450.0,Lexmark International,6.0,655164.0
Ncz11547,NJXVFNMAIJQVYOANOIVTDFXJRGJTGYWRKGBHQJWFRARXKJUTYOOCNPYCVHDJOFTURWOBOHKINIBOHIT,1.0,R,,Nczfjuwbvimvxu,44060.0,1.0,D,,697.0,Entergy,9.0,119583.0
OUY11548,qugnosvssiwhfxrpvdegcjfhgeifmhaejbabkhipurbpx,3.0,O,M,OUYCYSTSIMGKISDWH,251389.0,3.0,S,45.0,,Cameron International,5.0,1762835.0
Nii11549,aebgprpnpetspdugkmkgmjojxbqvb,0.0,U,m,Niioa,360414.0,1.0,S,93.0,781.0,Southwest Gas,0.0,3523125.0
God11550,azbsojiehib,1.0,R,,Godpsfflj,27696.0,4.0,M,91.0,647.0,Sally Beauty Holdings,5.0,1581397.0
uxn11551,Pnhmz,5.0,R,,uxnpbqzsfo,413374.0,4.0,M,23.0,528.0,Google,4.0,2431542.0
HKD11552,Dxjtkmtpitaygxumeeafoppxksnbjcdktzatknekrzbjz,2.0,O,,HKDZKDZM,286422.0,1.0,U,3.0,568.0,Baker Hughes,0.0,299329.0
tgo11553,gdhvwhfnparluibd,4.0,U,m,tgovkzsanbhvmdobdlwsctkzbprb,260038.0,0.0,U,51.0,562.0,,3.0,2791638.0
kit11554,Psggywpxmudgsadqaszwayiojwzay,4.0,U,F,kitknukmqah,447447.0,0.0,U,20.0,511.0,Health Net,7.0,388781.0
vsq11555,RYGALSMMEACAEKPIHIAIDHIVVOAEOMIQVKFLBPBAQBJYXNEP,5.0,O,M,vsqrwwjo,57109.0,5.0,U,37.0,449.0,Danaher,3.0,2668902.0
ljc11556,Mpiejlvmrntflsfl,0.0,O,F,ljcgfppgad,,2.0,W,92.0,550.0,Wyndham Worldwide,0.0,3190554.0
