AgencyID,FirstName,NetWorth,Employer,NumberCreditCards,LastName,AddressLine2,MaritalStatus,Gender,Phone,NumberChildren,Age,City,Country,NumberCars,MiddleInitial,AddressLine1,PostalCode
Tzc5742,Ikjbtzkcfjcpurab,1152763.0,Adams Resources & Energy,0.0,Tzclrlzguyvidczqfxlczp,hglxfgqnvwblcdooeuratinefqppto,M,,1-126-037-0274,2.0,12.0,Mesa,,2.0,A,Jhrsqgshwqzihtinredfwmhifpsqydnnxgbonkbvogllpuv,
Iwn5743,MAQUPPXIMOEQQZACSSKVZOPALE,1755838.0,Alliance One International,6.0,Iwnviupbpbocgizfvgt,Lcqymowjkybvrpbmmyvfpjmvxhdjsraihuwigssvwpabudygpacbzsdajpqayovhuiuztggoafrmodic,M,m,1-880-428-9402,0.0,35.0,Riverside,United States of America,5.0,,Degseeaqgoabuisnnrukndvppsifrhdaqhwumejssrcqshzxvjakazoolojtf,Sdehh
Tra5744,Hoehxcsluwyjqprdsxrvhotaqqml,1814014.0,NBTY,4.0,Tradcybqvtazcjumzubcwsbmbi,Trzffdhciuepzzdwunmndukqnhrcvoqnlfuiqdrsqbxihqofrikiwplggseaukgftlilvghwjtfkpe,M,m,1-140-120-2907,,28.0,San Francisco,United States of America,,,wyqval,Phwwxzncdfie
chb5745,JDGNEBGUGVRCBCTFNYLL,3019657.0,Schering-Plough,4.0,chbphsicbcjdcerhesattvluobn,DXEIGOIHEAPRJKPFRKRWEJHJPEHZKQLASQGTX,M,m,1-671-157-5117,3.0,35.0,Dawson City,United States of America,5.0,O,,Njhlqzgdcdl
Ico5746,Gqsntdid,3781569.0,Varian Medical Systems,10.0,Iconrgjatipatfj,dcedcluzytspkpvkfjcybmdoygncauxpntfkjazcbrvz,W,,1-201-735-0975,2.0,80.0,Fort Lauderdale,United States of America,4.0,V,Qofzhjskrwceemaocxvjjbfgpgu,HXGZNDZPGJS
Xdp5747,Ylcghntmdmitmn,2382518.0,Int. Flavors & Fragrances,0.0,Xdpemqujzdiqjebyxtnnr,Yofgohfvnwpkczdpkpztemibziabqguigknmlcdexrumxwrcucbyuaethfejggxxvpy,U,F,1-982-834-0054,4.0,73.0,Irving,United States of America,2.0,l,agmhclnyzeqrhpyeahdwtidfznsm,Apgbitwnsgdu
Mko5748,Fizsecipcrcqk,3856020.0,CIT Group,1.0,Mkocr,,U,f,1-875-446-4929,3.0,8.0,Santa Rosa,United States of America,4.0,x,lslaoabomaunxgfyoxscxtc,whbdjui
CRS5749,XPOOPPNZKVXUWTYMFBWDTZHI,2819017.0,Kroger,10.0,CRSWBZMNZNERFUD,Irknjpdohswbmirahnfofhebdahjmkqaajfumcxn,M,,1-257-432-3109,3.0,79.0,Louisville,United States of America,2.0,u,Vplqhoysgbssouwtc,TOHVRQSNLJYX
jlp5750,PSORYWDGFDJOKBSZTQU,2360912.0,Regal-Beloit,4.0,jlpbgcdvndsr,KCGJICZGUEGAUFDQFKZSFWBMJLNABRTGBLEUZDDIEYEIOJSLB,M,,1-322-195-3847,0.0,65.0,Vallejo,United States of America,2.0,U,,XHRRSO
Vlt5751,Kmmfjxf,1336843.0,Calumet Specialty Products,2.0,Vltyrttkzruevmjnmrdvtusltlv,Pzxepdnfqwdeavxatdevlpzsqsqobkpatbctgmhgowbpswnxrsnffebuouqriach,S,,1-740-904-0323,0.0,93.0,Rapid City,United States of America,4.0,,Rmwjximodsqpzvhxwltfvfykemcox,Jyggzwy
cmq5752,Lhweb,778949.0,Kelly Services,1.0,cmqtkjmoppvykmndtinxijct,YSXCKJPAMXAEZTUUTXLRBMMDIUFTLLTSXRVEQ,S,,1-338-508-9102,5.0,30.0,Rockford,United States of America,3.0,,iotzgvhtnqvvlcj,
the5753,Yzwhwnqzgta,2945807.0,Kraft Foods,,themerazogddazied,qsgedxlezabyntuetawgjwqhyzualjgjzyewvplmrwqcawuq,M,,1-947-549-5163,4.0,91.0,Ann Arbor,United States of America,5.0,D,Ytfnyqdyiamxdblro,abaag
Eep5754,Ysxiwnflqw,1178052.0,Iron Mountain,10.0,Eepohazitvoctulvgcjsbzywoqcj,NGMSIMWUIRRQYGDQ,U,,1-197-477-7970,0.0,85.0,Yellow Knife,Canada,4.0,v,Qgfimaxcdzfgxycakegwjkanhipmj,jdaocqcpbeu
kae5755,Fanbowpvylnvj,484053.0,WABCO Holdings,9.0,kaemlkmxxbair,Tjhwrbvvqttnjtewescvxghcimhstdfmrwukpjrcarskzrf,U,,1-326-692-1873,5.0,76.0,Cheyenne,United States of America,0.0,,Sopkgaejjdgbbzaeagjdveljxdkcmqid,OATKAE
Tht5756,OSUWD,1165092.0,CB Richard Ellis Group,3.0,Thtoogrrsbptqof,Fhhanuxitrqxehwhdicfusmrwewzrpfctfoabjgeipdqweundtaw,,f,1-944-521-0141,1.0,69.0,Portland,United States of America,3.0,,oqkdgxvciclzlloaolfkskbshaispmegstrsojsbkexpfesccvnneckbl,
EPV5757,Ouopiebgfuykjkdutekdhfip,568240.0,Nacco Industries,0.0,EPVDICIYMQ,fvgzaxjnohgldlgdbtycbpnkuqtusppjxyckjmfbozgynpdupl,S,F,1-123-737-8048,1.0,29.0,Kansas City,United States of America,3.0,c,Mylrxmrduecatpxnaoxottxtsydkksnidegujaauiwjqjqvomzgxqrvswlhgdxcblxjdqgdblrl,
Qlr5758,MKVOKHYTJDFV,3155622.0,Pitney Bowes,2.0,Qlrnuetrnlfbzqvqp,yxfxykapdtuyidnkbajajbxacbwgdwxjrxrsxopftjjdpuxqf,M,,1-532-052-6694,4.0,67.0,Des Moines,Canada,3.0,v,Bkeqwxokcpjystnbwi,zwtlli
YXC5759,tzztplqvetdfkogldwqbvtrijxgwen,3533375.0,Assurant,9.0,YXCUADCGSESVZPUFKZIDHIQQ,BYWEYWKYANTDDFFFLAKXLSJRKTBVDFABL,,,1-518-783-2939,4.0,14.0,Huntington,United States of America,1.0,,ebzdcqabidoalzkmxwwezfgpghnnqqnggyc,Qbeqyc
PBW5760,EPJHGHRENEPFABM,468274.0,Torchmark,,PBWSEOMRWRODEERHTBQRQDPOJS,kutznimrqwowdxkovdfqbdivtztokihfx,M,,1-974-420-2209,1.0,44.0,Oakland,Canada,3.0,U,VHECKHAZIAUPTQWDQTS,Vutsshwxr
WZA5761,dianiklqvefwilz,2331268.0,Beacon Roofing Supply,8.0,WZAIKMUJHNSBLUUWI,inbvfjhcanwhnwyoazkmlqxqwnckbzaynheixptnjxgxplhlooqjrvs,,,1-346-360-1837,,35.0,Shreveport,Canada,0.0,n,Hvqqypizsrblvingtvnaflyxxqousdieiaxjjyhdyikdotvafmmdeucqrfkxadyawmgnqnxnerksd,ywbhql
CNX5762,Xaluhkchhfqilkmgrbepecxoehmqt,3548389.0,Iasis Healthcare,10.0,CNXJTKNME,IBFJLVDJUUTJKUFNAZQAUKO,,,1-249-447-0584,0.0,44.0,Milwaukee,Canada,5.0,,Eaiqdsmvchcthetrvdrfwjfobetgxzbk,Kuxshm
Okb5763,Rfbucvihksnkukqgdpldpsywgl,,Smurfit-Stone Container,7.0,Okbgmobtenlimdecgdsivgwjk,Ctxdenlgun,M,F,1-200-347-8351,0.0,52.0,Vancouver,United States of America,2.0,d,Teykymxeaydclosqbzshgrgjoxqtruedqlgu,VPMWLCS
Nes5764,Vzhcdndpohnagqilvtkfmqd,1923204.0,Broadridge Financial Solutions,10.0,Nesguccedwesagqybhaptpnat,Tttotvsuwuwbalxvlpfcdlqmujcleooxojtbuhualtsmmwhoiznuphhqdtpfcrxishtle,M,M,1-897-650-9815,3.0,,Halifax,United States of America,0.0,,rllehiyijgicrnxduzy,Gduajc
FOH5765,Skbstdjqyshjbfknpwdapebgfishbu,2323534.0,Paccar,1.0,FOHYZTHUPATVRTLD,RBJHGMCUMPQBMNWSPYFGVJEVQIXKT,U,,1-253-588-0889,0.0,38.0,Lakewood,United States of America,1.0,M,ukpnremlrfejwlkxgktfnisor,
hqe5766,FICXFFXFDMTYVMTFAUPCK,1015980.0,TD Ameritrade,5.0,hqeellkgzvaqqqjw,Jduuspvwvubikcbbuadds,W,,1-680-499-8866,2.0,36.0,Newport News,United States of America,5.0,,TDMGVCMDQYUUTLHOOWDNLHGIVKNVHPVWW,AXPFZ
VZW5767,Zxnweetzeieykduxgsiwvxu,2349521.0,KAR Holdings,10.0,VZWCVZVUQETXQ,Qyjkddolwr,U,,1-571-019-6227,4.0,97.0,Stamford,United States of America,3.0,,Ymmvzhnue,OPXVVWTETMH
Hvi5768,Lpyfv,1313786.0,Ball,0.0,Hvimbcstugjxykvygy,VLQPQMGQLOUFOVQVMCPWGDMMJGAGXWCBPPYHELJBUVFUYRHYSZKJHSYV,M,,1-056-996-1838,3.0,29.0,Newport News,United States of America,2.0,K,WCSGLRNXDCUJBSOCPWBGKMZNNPJGH,Gahocbalqke
Xiz5769,ZJKCPSIJJHYFLWILMNEOO,994048.0,State Street Corp.,7.0,Xizmphwbistrfft,kwpiwtgjtmzxareoxenkjexcbreheuobsdibaihqhxzdjpt,M,m,1-802-968-8478,4.0,34.0,Shreveport,United States of America,3.0,,EVIIHCCWLJWDKOFXSWFQREMKIDSMLPLDRUIORSUSRGSQNWTFMLAYUO,RUGTETFGO
grl5770,wkbmlule,3771047.0,Unitrin,10.0,grltfqtfbsdhedlolovmkfcdcg,Pgfiryinmpvckshkgexilxyglmyvisntiwpdudjerafebnzxuuippt,D,,1-450-541-2151,3.0,4.0,Baltimore,United States of America,,X,KOMOLKCGBBCKGSJOEGVFPORHXXBBEH,Mnbylosjxo
Qkn5771,Rcrbngjnajeigpnnssknvrqa,2251793.0,Amgen,0.0,Qknigzzois,Ymgliurqevbw,S,F,1-191-908-9066,5.0,48.0,Los Angeles,Canada,3.0,,Sxeptmphnsbyukrysvimqkvjfcaxc,XZLYWXPAFMIG
Ded5772,Fdspfbdnnpfakugwvleq,492592.0,Vishay Intertechnology,7.0,Dedapjtvgnskbzljmlmnlqwvw,adwaphdkfytghzgfchwvbwpdpdpgemhqcigjhfnhhjuqievyqwjngd,U,,1-970-054-0184,5.0,41.0,Tampa,United States of America,2.0,N,Kndminhojtevdixhtxwmxrlibvjhldkiinszpwaoxfaovjuauntyxdnprtoszircgtyjv,TKQEXUYJA
Agf5773,Iwkqbyahdjchzqokznuxcjuc,1950857.0,,10.0,Agfswxslnsvxqpbliniwtmhxzttg,,W,f,,5.0,100.0,Hialeah,Canada,4.0,,agwxlbhsbnfbgucqsvnnnjklglqcjbqgntcybsbtvufrilnpfpwfpgbhcbfbuxcyjfkqstwrf,frtxp
Ryc5774,Pkdtns,3251046.0,Progressive,4.0,Rycojhreobaoerrwlvhway,LTWHDMZOMMURVOHBLWXILGFCJOCGYW,U,f,1-429-994-5428,1.0,46.0,Huntsville,United States of America,5.0,O,MNJBCUWIFEIBEHSCNSUPPEQNJTPF,TLRVZCXW
Fxs5775,Mrifiejnxwglomppdoudcg,3175861.0,TRW Automotive Holdings,7.0,Fxssomwdcowgfboqmizcp,Wedxzsgfzcpbvxvbwuqzdxlpxtucxyowoemezhkgvxmvzdknsltdugusxakstpzuuane,M,,1-642-000-0638,4.0,66.0,St. Paul,United States of America,1.0,T,OXCJVCHKPSIPKW,Bgzcw
Vgt5776,Xualsrbjigdhpcnwxucwler,,United Services Automobile,1.0,Vgtcklppxqaxa,Bomwhnlcaehcmethfagakhidqktaixpbejakrgrkyfgrrvkolduomvatmnvvsumu,M,,1-666-931-1228,4.0,58.0,Detroit,United States of America,2.0,O,Gwmtwmvacxlxjhukpxfaxtpclizyybrzvycjdvhlksykihpxrkxwho,Xmaasimokkun
BQD5777,GJPEPOXXVMSUUEEFQPVHLO,3486007.0,Marriott International,10.0,BQDWVSKNEJTIQM,Varvbwazkbcadmopzgiwbsbaojjuxbxcrqdfysvqcuuijeigjtttoglreoixwjetzxeyvsxmj,W,f,1-151-687-4341,5.0,2.0,Dayton,United States of America,5.0,I,Nparpcnbhwsbtvdguorpckvobfunhwbgwcbbdjnznmwuojkbqszxgqikuhioqoqmmncac,Tcirxt
FCI5778,Jthzmlngwzhlhc,2319284.0,Acuity Brands,3.0,FCITAVFOJRAHVBNFO,Spbimknbnplidsxdyyepsyzwfqbwluujwgannqte,S,,1-827-620-4756,3.0,63.0,Sudbury,,3.0,,Lundthpygtzhshqgsnvoruqkbspfnprgortdmcw,Scuxbzzeaa
Jhe5779,FJSAKNRGVVRBILDNILSVSOSOKLFC,3561382.0,W.R. Grace,4.0,Jhevhqsnejvox,HWIAXOQMTPORZDTBFBGJLOTRIAXGTMDKSEUIOMJCALJDRTBKNJCESKKJZVGAKUEEEYLJVTMOETLEME,M,,1-964-442-0566,5.0,44.0,Charlottetown,United States of America,2.0,m,Rtjohqidpdo,Oqqidyxs
BSJ5780,Fvcgqb,2215090.0,CACI International,8.0,BSJMULELYEYFPR,njnfrbxlweqwnfax,U,,1-160-010-3755,5.0,10.0,Toledo,United States of America,5.0,,KDXRPDCCTPTNHGGLNEIWXYZNIILZAPOPTSQGJBXRNNDVPSWTGPVXRNUU,NQPBCVNGAX
mej5781,ATYFFHBLFLXEPIZCPXSKLAVPT,1351722.0,Yum Brands,2.0,mejdjjbvdrlonfoqnmlstkdgcysafp,Lpuwwvtsevezndqel,M,f,1-520-309-5439,2.0,29.0,Irving,Canada,5.0,K,vnvjvvmsealvpfqilrivbhrrn,Dkrgiqoo
Jkc5782,Pctvevhtyznfnh,917665.0,Stanley Works,9.0,Jkcujgacqgltohuahkfsshgvbxla,Suzjwlndpkgrv,M,,1-536-614-0841,2.0,64.0,Mobile,United States of America,0.0,,odbxvqsofdwlrlsvwre,BTVTEPS
FNU5783,Yhnfpxvygmyscqsuy,2860380.0,Sanmina-SCI,3.0,FNUAYZDXKEFBERYZLNA,Brpthfbbabimkvnwmhuoktrxbmtc,M,,1-278-766-6459,4.0,60.0,Scottsdale,United States of America,3.0,,vcywodxrpvlbdvktjivuqzbhsctxgrszpfzxwvzxryamxqdhaqixibtouhhfpdkhtubuvvekas,Bhyeesrgspb
VZG5784,KYFIS,,Exterran Holdings,10.0,VZGLU,kohqvcrftvtyxhzqwo,U,M,1-020-469-6368,4.0,29.0,Worcester,Canada,5.0,H,ktflzltrpwynqasaadmxgzsubbiaesrowhcufzgfldrgsfvrunvdfpfjzbpvpdotiyotpplw,SFBWK
WKQ5785,Njbhltkcjvqqvztlfcjokzz,3184440.0,Dollar General,8.0,WKQFRSAEV,qannfozbvhejehhlscwgkxrcbhpswhxcoqvxvmkrpkrfpcebajefqtnfgujc,D,,1-937-150-8557,5.0,67.0,Pembroke Pines,United States of America,0.0,R,Gaawnakuhngvvlmryrfhcwm,Dqytnfzg
ssl5786,gkzhqkzzrx,2946563.0,Jo Ann Stores,4.0,sslrsfhizu,Klbuzxxnxzrbesejzjzkotpqrmcvoopdukbtnupazomifpowkixvncihsoygorotjhleq,M,,1-297-829-3458,5.0,31.0,Milwaukee,Canada,3.0,,qgieqwfdrslcrzvqqxuvikrtknzfudljeixkrdtklqacfjdprjovccbimzmdgixkjxagtkpihkxw,Yxttojahhmgu
iaq5787,vjovioocovxrdo,602774.0,Fluor,5.0,iaqfyhyff,Trvqmafknbsougrhiofibisipmezgmuerdiybjrafancbuywauxwuvjypsey,S,M,1-340-898-0539,1.0,49.0,Hialeah,United States of America,5.0,,HJQSFDEJCWVAOHEAVBHPLTYQNMQLJSUMXTQFNBUYKQWRORFBRNTDBPXKQPSAQF,Vsaedzxxri
Xbu5788,vgakpnjnxcvszualu,1471635.0,KeyCorp,7.0,Xbugwtdbbjckvjgtfmptprpworha,Tthsxdsvwxdxuyptbbczeikca,M,F,1-624-109-1727,2.0,49.0,St. Louis,Canada,0.0,,Yphwerkwrszfsrckwjgmjqdiavausfnrebiosnlz,Hmlvhdhw
Vgz5789,qeqqreqyvkepwvop,3773816.0,FreeportMcMoRan Copper & Gold,3.0,Vgzzxjseqwciyzugnkjqnvtdb,Jwdjwfpsppnbbqemtvn,M,F,1-714-585-9633,1.0,22.0,Jacksonville,Canada,2.0,,ZSLVIUDWSLBQIESUHUBIUKRSCTPJKHXNTIBQWWVSEEMNYNXPHEVLT,Mqevvhlxvv
XGJ5790,IRGBQNOTNRXUQQEICW,3196909.0,AES,5.0,XGJRWDDOIJLOJ,ANPYSRFGVOZGWIJZYWVUXJZRWDOWKDUHMUMTFVECVGLZQQLFOOTXMNCLVFSITPSVSGNQE,S,,1-624-044-3060,5.0,94.0,Kansas City,United States of America,3.0,E,,Iokmrgsjecjx
naz5791,Jbubzcxxhdbhludaso,592138.0,BorgWarner,5.0,nazpxqujxpxrhldgdkbrquwi,DRTIRMODXFVUJBITESHBIDAURJGUKLQPOFPI,M,M,1-597-840-1855,,,Riverside,Canada,5.0,k,SXCDIFSLHCVKPVSSAUEOORUJNJFKPRFLSZIHLXGECWTLQMMPNZYJDTTERAIJBLDNAKZOHVAW,nnkqzz
Euv5792,Ulgeauqtbuqu,1815595.0,Medtronic,8.0,Euvqzbgmjoksgdflhqrmbbkafgfd,Uoseyorinltbtekteuibfsnfftuqjorwcckjokhjlhmlaeuvcafvql,S,F,1-564-153-7282,,85.0,Charlotte,United States of America,4.0,o,Divrxhfsooj,TDTLYJUTNU
Qvv5793,XPBBGEEBXXPYUMFZ,3704630.0,Universal Health Services,3.0,Qvvtoumbbyrfwedwuznyitjtk,xpqjhcuksdxznzxnmhtrotpimettsazjaaafrjhuyonnjarhrmtutzhuud,S,,1-493-222-0620,3.0,88.0,Las Cruces,United States of America,0.0,L,,cwokb
grx5794,honvqjpdnqmlsk,729648.0,Casey's General Stores,1.0,grxnfsvputvooegzbsojmofjcjob,Waefnluakcajnoinrcenayrelxnymbheh,W,,1-484-821-7541,1.0,65.0,Vancouver,United States of America,4.0,B,hjkqkmjtcsywubqytgkvrdiwcgtxhka,Sgxfyf
Vmq5795,ejjxmnpuvfkfecw,,Dynegy,8.0,Vmqwbppdafepjofbftsqictwq,gwsyxcjeliusyaghbguxrzikxbnvyvbjcp,U,F,1-015-580-1889,1.0,52.0,Cheyenne,United States of America,0.0,,IMPPPEQIZXOXSCPKOAXEBDRXJQJQKPCEGZFIQMRTLQHWROTEIDTXMM,TIYGHGSRS
Ejt5796,Qjifnxkhf,,Hershey,7.0,Ejttkhdjacluyvbcpqg,Gxgxdogufhsxettxqzipqysebdsihwjjycxac,S,,1-919-939-7535,1.0,80.0,Naperville,Canada,1.0,q,HWBGEAJSUKDQFUPBF,Vaxvfylpid
Ado5797,MDTGXQKBFCMQORWAYAFPEZUWF,3871474.0,Pulte Homes,9.0,Adomizrydgjz,PDNCSIWNKBMSRLNHLGTUVQBJXVJIJRKYYQMUBHYFOJCRIDLMNWADWDYZTSWXTGTW,S,,,3.0,92.0,Madison,United States of America,3.0,T,NVUFIYOMGSGPPDGIXOPJAKDDMBBS,JMXIJLWPWVE
Suq5798,WEMQYQOAPPP,552027.0,Sigma-Aldrich,1.0,Suqraltulmnohkooskzkcg,Gwtlmlushlkcsmypuzwcpmmqolqvwjkrozbpjgodvwkcagfaysljtjqogbrj,S,,1-815-708-3233,4.0,,Bellevue,,0.0,j,NVEGVZURKXXWYRQWCNREINGIFYMOLAVKBUDSPIIYOHJNDUDTHYNWZUPLMXWVMDJICXICKGTGWNTGIDXP,Xnaifikvg
Egc5799,Orbgazfwsncexfbnjobnnfztga,1413705.0,Archer Daniels Midland,3.0,Egctcbkqcv,Jgxttmznihfnuzurwhxigqyhyddwbpiuigevnuepxtphovqyveinmywswtlpmwpasiwvqxzdrgvkbrbx,S,F,1-404-516-9311,5.0,45.0,Beaumont,United States of America,3.0,K,,fcerzfqw
tgk5800,KUUGNTNADAHPOENFR,1781828.0,Juniper Networks,7.0,tgkomvqeqlogdc,,S,M,1-953-478-6419,1.0,48.0,Grand Prairie,United States of America,4.0,Z,Sqgghxwfpgghowfnppefraoiqkayrhhdnphsuoqzjclzqauinxsliamgkjtuhwzpdezpgckushpsg,Vorxqxnbab
Ybq5801,uxhtlpsfk,829406.0,Inergy Holdings,7.0,Ybqqhabrfxokktufwqunupngqfx,Slonl,W,,1-758-874-6803,2.0,33.0,Hayward,United States of America,2.0,H,hqlophdbhbmlmkvpmjzkfdvtpwpavuod,Mbzecxrpfa
Pso5802,Hhvwrizvzoxi,2415730.0,Sherwin-Williams,2.0,Psortbvxiufuhsnmpixo,xbjicvxfijwsosgcypls,S,F,1-681-243-6695,0.0,,Eugene,United States of America,5.0,,Obaszqhsdcmfbpsctsvntypuespet,UPHPIIOBARKC
YIL5803,Ybebiiqxfcrksglnkxposhiuqsdu,,TIAA-CREF,7.0,YILVATYJXDIOIDQHCZLUB,ihzkceaxwmpffzicboadbghigmpynlkkrinoepirym,M,,1-866-865-1785,0.0,38.0,Newport News,United States of America,3.0,Q,wjydrvdms,ndxcdbnvq
Ber5804,Gbmodxanfjwjimurzfjviaflc,3760008.0,Beckman Coulter,3.0,Berdkgbvjhgkfanactwxhdkfvmuhpm,Yerdevqieacbkhrjokqvtftbvvseldvvhhtgseignrvjxfshepczlfveus,U,,1-016-620-6501,5.0,93.0,Waterbury,United States of America,1.0,u,Cuaikgtqoiwptgvwrufczuwewmpseivyotzea,OIVFHO
Rqp5805,ijaxankdlotvevtg,1284285.0,Xilinx,0.0,Rqpnvdyzbral,Wwpcejkgjeulveflexbvjocffylomovseracbsnnprujsvlnwidrbtrxyrpcwpekrxblsdcsftqe,M,,1-461-264-0240,0.0,62.0,Dover,Canada,4.0,,Fqnemwmfzwfxtput,Vryrrdgrfd
SFB5806,Kqpgq,2131718.0,Curtiss-Wright,5.0,SFBKJMAKNVSZJWCNDOLD,yqqdfzefakmwwawsxwwkbdfdxgzp,S,,1-736-416-6064,2.0,49.0,Oshawa,,5.0,,qulxkmancnltjlnfcyzvt,Vgbdcwxzriqp
Aqk5807,Svsxzaq,383312.0,Medtronic,2.0,Aqkodjsyitlfxmdocpjssn,HHLGJXGDQGDFUWDP,,,1-141-775-7610,4.0,54.0,Vallejo,United States of America,5.0,W,Grnoeseegmwhhpstyoybutcsqbuyqtirtazcsnklgjvcmizynwicwztmqavoafe,Unxyweerpyaw
EDL5808,jxslfxr,3868382.0,Medtronic,0.0,EDLMMNQRRGBIMUBVQPNP,Xwfzjfxzkkcrcwmrvttccxouokqhnkwkmjewmpbaepjgsftgplkhhdmbqidopulidgwhnaapwp,M,m,1-384-838-1595,,82.0,Grand Rapids,United States of America,4.0,,Zwpongjxkdmhfst,ROPHRSJVQ
Ruv5809,TDWEGVWANUCPOKT,1221882.0,FreeportMcMoRan Copper & Gold,4.0,Ruvgplfue,Elduppmskeulyahesupradidhyqugufvwof,M,f,,5.0,62.0,Lakewood,United States of America,3.0,s,NKKRHILUBKYVPGSNLXELXXPTWAKBHUVQQZRCRIUFMVZFMBJEVGWDHLEI,HUVVBB
Thu5810,Kdoxdy,141758.0,Plains Exploration,3.0,Thuyvoclnhcmfh,Maxqnimaatotlnzah,U,f,1-913-200-4915,3.0,98.0,Raleigh,Canada,2.0,,hefpts,
Atm5811,Xcfasvpg,790806.0,PNC Financial Services Group,10.0,Atmyl,Njpkbxfylwaddsvqbwmgrxk,M,,1-009-679-0990,1.0,88.0,Glendale,United States of America,0.0,g,Eviwekeukubmhaotcrjdgbwxjcfodoigmgacyegyjckwqcnxahwjquprtmizujj,
KNG5812,Imledpbeetjaudhg,1543093.0,McKesson,6.0,KNGAIFEBVFQFEXGQMPVADCAB,cqrlcwgenwclbpyyoydwalmxgcluftlqiwvzlwqevdkongiejxaxbmkyduzhlntxiixjcas,M,M,1-590-180-0946,3.0,5.0,Arlington,United States of America,1.0,P,ZADXMTTZMANFNRMPMOJJBNRTEENGRIDFFFCFXJXNGVJKKKXPNHFCCSNWGY,xnjfnyjzzxe
Xpg5813,Hxefrays,3330155.0,Xilinx,7.0,Xpgmytiiwvqrhxfuuxikxxqmsgecq,Tuvuprelvcregoazcclbkuquh,M,f,1-136-024-8740,2.0,15.0,Peoria,United States of America,5.0,,FFSMAZUKYNDOGMUIWQIGIFZWONNKDFVKEHJSKHWLTGAAKJASAOWMFUTBEV,Eijbaokfti
Blw5814,Dqcnnme,1806884.0,Harman International Ind.,4.0,Blwmmnemmpuxjmvwsjkvrxqw,buvhkac,U,,1-463-414-9485,0.0,90.0,Knoxville,United States of America,0.0,,Tazghuaccwvflbgenzczpzestyqjatshhfkupzisqlwkvcwtlfwft,tqyxg
NKH5815,CHBIWXEQXSVZGGYUE,1795757.0,,5.0,NKHOJNOVFATXFOPJIRQEUVAQB,Rvvzubribooad,S,,1-456-286-3994,1.0,,Iqaluit,United States of America,1.0,m,Atrbbzaqfxulcjhtabl,Ytvsz
Uke5816,hgjqvegdopbo,421610.0,Ameriprise Financial,0.0,Ukekzkglslvdkgrw,Xmqwulvkxrbmxxjewstevrrcyanmnrzlnknvckzxlegxnptsmaehvvizaokbnglfrfrwpsbjqfgvd,D,f,1-962-826-2861,2.0,86.0,Hilo,,3.0,,Cajnnljqupviroudcohbjkbtvgdmuajukxacxdqcncjinqv,omdgwdhf
Hej5817,LUBEETYGSWZJYVQXHNWARAPOQ,1258829.0,Teleflex,,Hejlzjhvaztr,QASVTFZIVESQZQMNZCVFMXBLJDUGUFTWBDECRWKQCFLJJDOCIQWHQRBSIAPWMBDGFNBXPVLVCZTIB,S,,1-697-603-2447,5.0,4.0,Palmdale,United States of America,5.0,M,Ujxgyajfuijot,TVCMSLYCXAV
TUM5818,KZBFFSGRJGAG,3975608.0,,9.0,TUMOUAXUZMAOGFSBQZCHOCHA,Xtsgiaurwskj,M,m,1-864-483-4006,1.0,87.0,Chattanooga,United States of America,2.0,,HGSRURQLIQLOCTEQHUZBVHNOWIGCYVYVVRWQSPZYASHTTCKMGOP,rvlwxavjzh
Vkt5819,qjutmum,689269.0,NetApp,0.0,Vkttgwdmyovo,Kqrolskgbukjqgtfkfjqgwszmqfmbwbwekybjhkndoxprrfkupowtiqcw,M,,1-784-601-2529,0.0,77.0,Mesa,United States of America,4.0,i,Snokuyekpv,cpcdnyw
Fhf5820,dyvspsgeipcspoicvvzeeuolhfqmbn,3130966.0,Safeway,10.0,Fhfvqodtkppvbelrfpu,Xbwxhtrqssrjwsoaityxnzkklbvqcyqgiqeinnslmkdibeiswfmcxiobrmfjscgnedgbnjwv,M,,1-378-875-1609,2.0,73.0,Thousand Oaks,United States of America,5.0,,,
WPO5821,YRWHVBLJHTELTIPCNGJMWYGI,,Lincoln Electric Holdings,4.0,WPOIMHYYXMOS,voauhfomrzxwapjtktev,S,,1-428-607-2453,0.0,11.0,Jersey City,United States of America,3.0,K,kralneleboqiukbrlxgnwygxnhpbkncagltxnschqmhoseeenvspc,Hbzqmxiajv
Ufy5822,kebeweesxdqbwdcaujiabqx,605714.0,,4.0,Ufyqkqdrnfxwcvecsk,nbiafyixfsbdiaiuwznzqd,S,,1-160-437-9054,3.0,99.0,Wichita,United States of America,5.0,,,
OYC5823,GEXVAHTM,3630533.0,Apache,10.0,OYCCVWVFNFPMNYLWAHNCSLQNJEWA,wmwivwjswuqyulktnyqqmwlqrkrvsszkqahsvddboyovrw,M,,1-552-805-6649,4.0,23.0,Oklahoma City,United States of America,2.0,,TPRZPUCZIAQCSBZSQUXVIGKNHPZFSHMBDTVNSUXXVOEIROBQSGGQIEMTNKIB,Txhuhlqelm
Qes5824,Ealaawdqfkbqgeoibvqke,,L-3 Communications,6.0,Qesajqzd,Yvuejexulavspgxryfqkhkdocwrtjhvvybc,S,,1-670-794-5074,1.0,,Omaha,United States of America,0.0,y,JBGAXONGDAROYTBKCSFPGJATOBNSWVNEFCAXGPYKCMGZXAUUHVBEC,Lceqypwjb
