Ag,LaNa,Sta,Pho,MidInit,AdLi2,Inc,NumCa,C,AdL1,Coun,PoC,NumCrCar,FirNa,MariSt,Em,Gen,NeWor,OOReF,NuChi,CreRa,AgeID
,Ljjukarkskbtfswardyulqdwjnalu,MI,1-016-853-8556,z,Cgbdaubpzyaqmhdvsjwzsmdylrewgsywgqkgalislepnrxttopfzhecjdmcubol,414923.0,3.0,Lowell,ZPLOGOUIRFSSLPCRJQGTX,United States of America,,5.0,Pqihomgxbictis,,,M,3211508.0,O,3.0,749.0,Ljj13062
25.0,gatmnyru,FL,1-812-828-6776,N,ameatmmxrsxrkgfgrovwagpoktckmjqawbovzvbypmmkd,307630.0,3.0,Huntsville,gzdpgmxedzxhezeapwwkupbmaqjskdxkbokuhxqjiolddkfmm,,VAUAIAHGD,1.0,VRXHUAJXCBVDWX,U,Chevron,,484781.0,U,3.0,320.0,gat13063
100.0,Zlcvcbuiqcajxlqwtic,NV,1-846-997-8861,,aisiulpuodafxbecrac,497027.0,1.0,Topeka,rliwqotenqkqhoxawowuoayfnkct,United States of America,wotno,4.0,Xyprlrfagqmohpwj,M,GMAC,f,2525080.0,O,1.0,318.0,Zlc13064
47.0,HBIGUVHVDNWMLCABIXKG,WV,1-967-624-7693,,Zvobsauhemdnbqzvrbnjpgpkehvrycafubzubq,419002.0,4.0,Erie,Ufdycxkjyasjnejyowjjhrikknwyq,United States of America,FISLYOI,6.0,uwecyorfttaphnsgfbqbczhhprca,,Plains All American Pipeline,,3624508.0,O,3.0,457.0,HBI13065
46.0,Gjuuyjfkvswbdusqfyppite,New Brunswick,,,Ixtdcmlueslngdrvyjcrvmoofaptnubabkrfhfbllnysscxhkvspgadsyhikev,139919.0,3.0,Fort Worth,RDIOZXFFIUCQTDYZYMUAKNNBAW,United States of America,PGWCMWWD,9.0,Fskrpjrfkvbhovcfyrppkozgtrut,M,Principal Financial,,973524.0,U,0.0,643.0,Gju13066
74.0,nxqlzrjinpvgpwvcktrzlaqlnwx,HI,,t,Rsfodxrpidayhrczjxwqjantudowbvlolmciqacpxpacyvbodtm,208452.0,1.0,St. Paul,TNXDDSMUEOLPUIEWMXDOPFYNQZWEJIX,,xtquq,1.0,Qnglbwkndcatbsfzqsvof,M,Auto-Owners Insurance,,645892.0,O,5.0,338.0,nxq13067
87.0,dqxnz,Saskatchewan,1-314-714-8271,V,Bzcgyxslcvxorztwbqhhyztlq,245705.0,0.0,Norfolk,Yagwlfoptdgxbxysjakcjmulkrmujaxvwexsaqsenpwbzp,United States of America,Aodictbcdixm,2.0,Glbhxmidvl,W,Vought Aircraft Industries,m,1769414.0,R,1.0,398.0,dqx13068
91.0,Umlaryzidpuciltautttnyjkmw,WY,1-027-216-6316,,gxanrwzkevxkrragvlrttcifleygcmjscupcltorohjipchphiwqgbrvpybcukgmelmia,110788.0,1.0,Kansas City,ZJKCYJGWRWDSADMYSAKZZNLQEH,United States of America,uruffbyut,7.0,Kcwbwtbyarhbkivpunobqioehu,M,Computer Sciences,m,,O,4.0,795.0,Uml13069
45.0,Adfjvebtwztstpa,Newfoundland,1-668-389-1249,,Ahhdiwzrnxbpspjpaqbgpfggxhowiwzxcdjentcqxpfueefwznyfmvydmvvhvwfsvcpwarppykg,380346.0,1.0,Norfolk,WNOIHEXXNHSDRGJODOHUUHHUHXJNGCCKOXJZFTWQVWOHCHWPENURXNCGFGIJMNKMCADNDNTABAZT,United States of America,Qnluhnzou,9.0,Dbolhvxsllfouhununvprafnwmgz,S,Silgan Holdings,,3749884.0,O,2.0,415.0,Adf13070
26.0,zkjduin,KS,1-843-136-8802,,Nzjgblpyuudvkaejsnflseanvcoyrrwrcut,196352.0,2.0,Augusta,,Canada,xfefblhclih,0.0,Bivkbwhhu,M,American Financial Group,,455684.0,O,4.0,511.0,zkj13071
28.0,Hrmoepzgyfaui,DE,1-137-797-6783,v,UORBARZEVBOUGTE,33793.0,2.0,Santa Fe,MGZBBTPZUDZROPHGPFDGGLLVWJYUMWWNWTSD,United States of America,Rkwabirm,1.0,Wnpoqbmvwxighmamgshltu,U,Shaw Group,f,1412033.0,,5.0,,Hrm13072
13.0,YJWJZKTWPSI,VT,1-903-894-1160,,Porbvdologwcampsnrkfncqhnqonwoxeqwrnjrggsybkoncktqdimjcwymfxmgpjkppndklxkkh,47930.0,1.0,Oshawa,GGIKTGUORKGUKTFCSIEZXECYJKSSPYTIQ,United States of America,Cvxxy,9.0,Gcflqpxea,M,Mosaic,,2287957.0,O,3.0,330.0,YJW13073
71.0,ptpsdggysxtpmqqxgtumth,Saskatchewan,1-851-766-7873,,Tnnlgkyvdjnxklrufvbehkedwlnuufsderpcikxgjwpedcrdjfmrsx,334983.0,1.0,Gary,ziulkhwvcmxcqbyhkxpmhsmvqedtkrndrmvlkljuskfauxmiskvoqltcqeijydgcvyzoxpxzgknm,Canada,SINTDN,6.0,ISTOFUMGDARQKKUTOPNYQWGARIXTU,U,ServiceMaster,,3483594.0,O,4.0,498.0,ptp13074
43.0,Vauuyydjbkvebqt,New Brunswick,1-949-156-2414,,Tkpbogdewxwlncihtyztzhvziwpnruzwvimyzbnfagjbttqqdzfsnrwykprwxertjn,217235.0,0.0,San Francisco,Hvamfhbpombmxrmpopmsophrzqeopajwlbiybzodicgwgznpul,United States of America,qeaqmlmcli,0.0,Fpistrzpmlsyoanqat,S,NRG Energy,F,2388021.0,O,2.0,423.0,Vau13075
97.0,NQYRNZA,IL,1-521-735-1482,,Ldbjwmehlpkwbdqvqxpifcon,49933.0,2.0,Austin,Zqzxivkqenleewytfylsbornvpxdo,United States of America,xuzzwyotjxh,3.0,Iguyuhsxgewwjbefncoemcf,M,MSC Industrial Direct,,2779340.0,R,3.0,568.0,NQY13076
99.0,szwtblrxlsexmqqrhrolkp,ND,1-459-808-0129,B,Uiqgankxxrxwstsupffph,246551.0,2.0,Grand Prairie,Exerurufrq,United States of America,Gdfrolvhsd,6.0,HGLUDKEOLEBGKNGO,M,StanCorp Financial,f,842233.0,R,5.0,798.0,szw13077
75.0,Kbsabjc,CT,,,Ijmrbuxllinngfepwbeofocivdvrmtedclhiqbywvxvkqeejahckumxb,246172.0,5.0,Detroit,AFOANPTKLNWTVNQWCQCWTJBWEGAAXBSPRPTPLX,Canada,vihukdnyez,8.0,Lfibfkbdgsvqothzcmwjkhdkafvws,U,Massey Energy,m,2096565.0,O,2.0,477.0,Kbs13078
20.0,cnxbjeavonxidhy,NE,1-024-301-9409,,uvqxvrzjkzrybgmzjanicekobxan,231834.0,4.0,Billings,Tmcketjmgjlagtidh,United States of America,rcnoiah,1.0,sptkifxienahbfglcmqjxsmyls,S,Alpha Natural Resources,,1016911.0,O,3.0,355.0,cnx13079
82.0,BUCTFIVAILDZZX,WI,1-153-012-6417,,Ejercelcrujgvpxelgadgfwgrnwqbmfcenprstwoxlvohntmpdlucajtbcprqcdxmamwy,318953.0,1.0,Fullerton,JOCYNH,,OWSXRMEUAY,8.0,OXYYKHUBNF,M,Cabela's,,3995626.0,O,,833.0,BUC13080
100.0,XLIMQCZOYK,RI,1-098-313-8618,B,Vrotgcwuukjsvedovuwhxihqaxmcjyqhtdjagnoszpnxepuhyo,339643.0,0.0,Missoula,Atxjgshthlbba,Canada,wxqlj,3.0,Monpceammotrnecfhvplkmjra,S,,,3240594.0,O,3.0,519.0,XLI13081
59.0,ikqqjrvggzjgvcmff,WY,1-826-497-6148,,OOHRCPKPIWUOAKYNJHTDAZ,269433.0,0.0,Rochester,XNOVUBKBACBRNUDPXYDRZBHOLXYAIJJNDGMVMGTKWMCQVEMPHIDSKWLAVXJRPVVX,Canada,GALYEM,5.0,Jxwptqtgqswomlxdfraicrkxbukjmi,M,Dollar General,,1459473.0,O,1.0,773.0,ikq13082
27.0,TQCPIKYECSVDGQETVRHAKOKGMICXH,FL,1-550-429-9828,,axtjfo,237336.0,1.0,Boston,Bioygpydtmtblajaoxgo,United States of America,Spzitcpeln,7.0,Ktcratoplnenlpdumggkqrabofivda,M,SPX,,1195431.0,,0.0,533.0,TQC13083
48.0,wvcusxvrpshfmhrcmaepqbirnxf,MN,1-837-513-8931,d,gnublfjxymnjhfapdbyeqnpfhqbckaowziwknxxfgkiubjggf,365296.0,5.0,Hilo,bkbiyugrwmgbyubbdzaxlisaalcxgvvbfrrecjfngmtcjcdylcklcqhwrbuswre,United States of America,Gwiqmodaf,10.0,Gbumytenvunvm,,Safeway,m,3508314.0,O,1.0,720.0,wvc13084
58.0,Xgqdc,RI,1-428-903-3749,,Oxfhbutthnbetzetharkahmcbrggoaqmegehtbpjvmyn,180976.0,3.0,Missoula,Cuidrqdxcrkxmhgafznny,Canada,Gptcv,1.0,fdkyhpaspsrnsahkwilrgyk,D,TJX,f,625547.0,O,4.0,586.0,Xgq13085
89.0,Chiutjyjwgxqciuzri,MS,1-616-510-2035,E,Aapdvxslpxlzizgoqholyqfwj,305740.0,5.0,Las Cruces,EPWOVGAGNKSUGXVCEYCOGAS,United States of America,Lhftfimw,0.0,Fylmddvznrnfivbvhkqcsoni,S,Torchmark,m,2364207.0,O,0.0,730.0,Chi13086
78.0,Kbhxofpvvgs,MA,1-262-895-4572,y,Cojwfmfybvfagoe,228048.0,0.0,El Monte,SZGCEPSXGSHWCBJOGSBKSAMAFAATSKKITSUHOWDDSHUEUZUZVPXORZVNEHQBTZUFQNQ,United States of America,Vmkch,9.0,XVQMYLGKLWKOGHWYMOQHVTLEAPA,M,Northwestern Mutual,,75051.0,O,5.0,713.0,Kbh13087
91.0,SFWFKWWMR,Saskatchewan,1-578-758-7307,G,Teimpggripqpvbesbgwapngpgxkguamlrsdsu,156909.0,4.0,Santa Clara,BVWJNMISKRXEDCBFDDUAUJRDGQCJBOPIHKKWAJMYSDDWTIPAUZSAWKAXJGBFIQCJF,Canada,Jdqpj,10.0,imqkqpfntfabmamouwscofklrkwsqi,S,Complete Production Services,,790811.0,,1.0,339.0,SFW13088
42.0,pyjcgsvykzbqcqengkih,OK,1-069-087-5381,U,Cgwknnedzhmiorffqmytivpfrctlemthwxkjbxxllpnflwylexkxuwcjzhdcoustcfaxzop,253497.0,0.0,Boston,Dgsbgmdsahaaszpnipgyeuqlkkxuoiaghcbuqfjzknuojldrmmlkssxdmzhlnwgxzgd,United States of America,QXBKZ,8.0,Csxdmcielbcqewcdxwjnqgkbfw,M,Occidental Petroleum,,842874.0,O,1.0,683.0,pyj13089
22.0,ZCBGCH,AK,1-098-717-1024,f,Gdjjyqpozklyqitwabdfxkihva,61895.0,5.0,Charleston,Fynvteuxkfj,United States of America,zvraiskk,4.0,nhujjmpjthnbziyfppgiatdcjlgmtj,M,Boise Cascade Holdings,,2502826.0,O,2.0,480.0,ZCB13090
68.0,omkapw,MA,1-919-242-9439,,Uvkpshutpusezfx,12007.0,0.0,Lakewood,Fsrebnqlslkyiuodwgccchntkjvkadrtjkfpugslgwfqxkudzhhjdhyhbikwiz,United States of America,EIMLKBCMVVG,5.0,Kdwubwlwheariqflukpurci,S,Piedmont Natural Gas,,3586355.0,O,5.0,564.0,omk13091
14.0,Gjtbynskkpwcgzjt,NH,1-956-300-9007,W,Anvydzwdcbevotumhxvgncvcatzmoinvlzfiiewwylxkwmgulxojt,54640.0,5.0,Ann Arbor,QJGSXXGLJSSCGSAEIDBPRHVN,United States of America,jwopfbtwjees,2.0,ggnpm,,UAL,,2450358.0,O,4.0,358.0,Gjt13092
53.0,Mwvqckauispmfjwvkdieegzorvn,WY,1-800-188-8412,S,Nilnlhbwhuwdopdrim,22488.0,2.0,Kansas City,DOEKHUWMQAQRLEXCSVACIWBCXRKPQKGAANMIJAUCMHWAEMZME,United States of America,xichkmt,4.0,Vobusryqcum,W,Chiquita Brands International,,819452.0,U,4.0,499.0,Mwv13093
22.0,DGGCGXHQWPKMHIXAS,NY,1-264-508-2094,,HSSSMVNVBDZAZYSBOOHHCUFBQFZDUBBCFAYVKWONC,96010.0,4.0,Lancaster,Lnslxomzrwtfdkfxsfcqytlmsnjvujjkczncxninzqtndyhmmglftvj,United States of America,Inljgxfnsm,10.0,thokdjvq,U,Southwest Airlines,,2158876.0,O,,739.0,DGG13094
61.0,Tbxrrfuvhlqmwofmlmrqlvtzm,OR,1-219-117-5969,w,gkrizcyyywbowxmrdbumohphyahgefvocmjflbstvrscvvzsuxojiobsrnx,310759.0,4.0,Missoula,uxntbfnqcrbnedcxlfnfvuclgcpevwxjwrocedvkqfaebfhsnxg,Canada,Krojmmmwp,3.0,GCMCVZMRKTWZZCKUPXAJOBHMYIHHLI,M,Intuit,,3908761.0,O,5.0,841.0,Tbx13095
1.0,Hiwbdiepsqnnczorrtwu,MN,1-567-861-5876,,ZBNUVSRBXWPEJADCCHQYGWHAQKUERGZRBSKQWOBBAEHDFYPIHVZUHOBPOZKHSFLRNMKDRQRWX,204255.0,3.0,Garland,Cfzraretwbl,United States of America,Gmlnvwedhgaa,10.0,tyvzueedsxzoxhuwljwozckqtwiyoj,D,Zale,,1024279.0,U,2.0,784.0,Hiw13096
53.0,Fmcstigjmvsmrolxt,Alberta,1-457-961-9694,B,Vbqfsrlbtb,85348.0,3.0,Eugene,,United States of America,QQTPCUWDTNBX,6.0,Ezibkeyxpriorieceyiinfmrrug,M,,m,2151305.0,O,3.0,462.0,Fmc13097
2.0,nmhvxqn,HI,1-158-536-1718,,Reatvonyfkmeikss,268724.0,3.0,St. Johns,LAXYXOPLXEQVGDVUMUGFXXPXJPTGOSVXUCIGXPFRMYELQHNMLTUUAXKKNCGMPCQDLGZ,United States of America,FXFAMBO,3.0,Uajqvsljdrnuofxbipgdre,S,General Mills,M,1320516.0,R,2.0,592.0,nmh13098
8.0,flnyuutznfxynlgidcjwgsvano,MA,1-185-276-3728,r,Qftbnexusfsolnrbqjxdsytvgfkiloe,446922.0,4.0,Glendale,zeeuuoytgevkhyvcnmrcljkhwgwrvhralblvlolyafdrvrdcqexejdsrcecmetq,United States of America,bugafnwf,8.0,NAWINESSMBLZUAFTNPYYTLKJCFLVA,S,LandAmerica Financial Group,,1325486.0,O,4.0,569.0,fln13099
14.0,Vpaqbqacigtksfmtdobluj,Nova Scotia,1-574-756-2507,,Seouzmqwrtkngowpkbvgeiywrosufihky,132347.0,3.0,Grand Rapids,Rrnbaarsnsejynjxewnumrwditrfzfhsggkinfhykupqslsfygmzvupvrkvedajrnol,United States of America,Fxjuiranr,6.0,IVRBDJXQMIP,U,WABCO Holdings,,3421728.0,,1.0,,Vpa13100
43.0,Dgzshtxrynqavzhhq,NM,1-666-824-5884,,UGQMITQOIOBAHOEWH,381800.0,3.0,Santa Clarita,Pxpoaxuzyic,United States of America,FJYVPECZJU,6.0,Latsptkqqlgtfsygqwlxufssjfiub,S,Roper Industries,m,1086180.0,O,1.0,550.0,Dgz13101
96.0,Sqvznlygeiduwnwdtafovfgse,TN,1-289-258-2044,,,437349.0,3.0,Stamford,RVGGEIJNMDSGFKJAJKSKEVZ,United States of America,vsipg,1.0,Xatzojaj,M,Celgene,,3085840.0,O,1.0,504.0,Sqv13102
51.0,XUDSJKVVLFM,NC,1-926-123-2555,I,rdlvmqcosihtaddzmcfemmlsgtwbjjvuftauuyengudifxigpugofgafuowyimlbrzr,36733.0,4.0,Pasadena,GJUULOGMGLJUUNSG,United States of America,IEKFN,9.0,Xiycksaxcefeiwjlkxwbhbpkoxnlq,W,United Parcel Service,f,2624408.0,O,,653.0,XUD13103
51.0,LICSQKMOZTPQUUQTMZRZU,Ontario,,x,ZSQIRIJLABUWBJYJJ,161023.0,4.0,Wichita,vpqntwpikxsdf,United States of America,Mtgri,2.0,OHFZLEH,S,Berry Plastics,,2147284.0,O,0.0,671.0,LIC13104
57.0,Sowatpfhrsewgrf,Alberta,1-556-282-2154,,,126244.0,,San Diego,Mqvncosppckganffbnckvpknuliadjlmrhcqaqjjjqx,United States of America,verefw,0.0,Tmgprlwkpjjhmkozdhdkekks,W,Sears Holdings,M,,O,3.0,522.0,Sow13105
84.0,zjujcaqwnffmjzgzzjjbzdfavxlbi,NV,1-006-901-5189,l,Lrsnipiztv,322346.0,3.0,Huntington,Qyjefrqpjrippynjixcxmminrnzsvlbcikaldzj,,Gsikv,8.0,gndxhaimfouyg,W,,m,2599270.0,O,1.0,708.0,zju13106
,BQQPKTKTXOTHEDFPHDLIZWPO,Saskatchewan,1-881-108-9509,,Crqcovdqw,334466.0,1.0,Seattle,sdierguaiktrmgtmkgljmphsvujdvy,Canada,HKDIHTRQ,7.0,Pcwndeidwykbei,M,Berkshire Hathaway,,2923375.0,O,3.0,609.0,BQQ13107
83.0,DLKOLP,Nova Scotia,1-519-158-7166,,Klpwnghsyxgdcptinmlanimjtxutgmfsnjeobvbcsgarmy,158768.0,1.0,Portland,Bkqyydxcdommhwh,United States of America,XEPDHMD,9.0,YSUYAFIVAIUOJJRBDQIRUQHSL,M,Office Depot,,170905.0,O,4.0,850.0,DLK13108
,dalmnfofoqqwsv,British Columbia,1-774-122-8748,,sbhacgnjyxhglcljaqvariaefvvsjpxsckkticjbbceuiumlebazrvpbhscfq,,5.0,Fort Lauderdale,modjtrpimibebczjxmvnzkpfygyce,United States of America,Isdjjburdcpx,0.0,FGSLNQF,,Beckman Coulter,,2363269.0,O,2.0,711.0,dal13109
21.0,YIWEHFCDFSWARAQDQKBSSCCWKQE,New Brunswick,1-312-901-9996,,Nxscutddjuiugpduiubzcczorpgetjcfobniolqdflsqrnriqbonx,203500.0,2.0,Providence,Xxjbeiastumkgupnxprafkuquzcniqqfufncvtuvnqdmkqahbubzljoolqkzpllaycjtrcjqlxiadwo,,Ijefpji,1.0,Ihpzrebtwfflxpyxx,U,CUNA Mutual Group,M,646496.0,O,4.0,,YIW13110
87.0,NDIPXER,NJ,1-981-810-0696,F,Diwpyhupj,130126.0,3.0,Fort Lauderdale,RVIOVBMNTZTVPREXSDQUCABDXLFFPYGXGEAYULSXRHZDZCIEAPXUXASJXVFYQJJWUSIKUMJMP,United States of America,epggilorwfs,6.0,RJNUHCWESIGXX,S,eBay,F,2384876.0,U,5.0,836.0,NDI13111
84.0,RTHRYDBSXWQCW,WA,1-793-082-4444,k,RJRMGJRWJGXRWYWWGGXRDLDHAXFQUIEMHNJSVUGEQPAVAIYWEYORMWOLNOERHALNDNXUEJQ,475897.0,5.0,Sherbrooke,Yuluxccfhjostxwenyplomnsawwtsndsalgrpznwnpeyrbrmjbxajtanjjlf,United States of America,PHHKJHSX,5.0,ttxpatnxwbjmkgwsxzyikzhhsnet,S,Liberty Global,m,2363115.0,O,0.0,800.0,RTH13112
29.0,qtibhyhqnlj,MI,1-223-713-5758,,ozjabo,482595.0,3.0,Kitchener,SWEHWGXCBKALKXIHOPQULLDIDMTXZMLFRMJQQAYLFZSNGSMGUDCQJKDLVUIAEYRYXFMTJONZTDDIEFMK,United States of America,XCUFQUSO,9.0,Jnkgplmmrjkkcuhem,W,Albemarle,f,1041242.0,U,1.0,780.0,qti13113
56.0,Pzgtwddmkygbobfssflfoa,ND,1-437-830-0812,x,Irzmqphjqbmwsfldfkjzdrxuvlvnakwlkgosgw,,0.0,Eugene,crnvupfcxewkdlu,United States of America,Gdmpflajzz,7.0,MKRKFCV,M,Wesco International,,1065392.0,O,5.0,487.0,Pzg13114
33.0,Ozssupjxn,AR,1-678-029-6324,N,RMKGHQJHMQIJZTOBTBOXEDDDUXRBNYJOPNUBVYOLWKTPDY,271021.0,0.0,Garland,Beufhrkvxrqzbepxiqdrcxmmjmwxzurdvptteldlyztevuhdqiocgv,United States of America,Vscjh,1.0,XRKALGYKFTASSHYBCQPYAUQV,W,Viacom,,3734167.0,O,,795.0,Ozs13115
56.0,Bgbjnwv,MO,1-531-525-8711,R,Paxzzbvrjdmwiqkuiilshnwebjixrqyrtbvlhtxpaxccmzndbpsiicuvqxosrlwsgdhctkk,282938.0,4.0,Tampa,hzbipynghylbkfaqfckefbkopxhjilbscnuocvdyjlxmettzpkfkzhyixzgnqgsbkrkgzuigr,United States of America,,0.0,Wppjlmxsfxolgpyeupuuse,M,Thomas & Betts,f,290850.0,O,3.0,805.0,Bgb13116
34.0,Xrzgnauegdgizcmarijlyj,AK,1-956-009-1986,P,Qjbfdfesasqezielrdrxfwumkvqelfaoifqjyxfwuxjlt,412157.0,2.0,Bellevue,,United States of America,exogipeve,10.0,pfkhbqljdestvl,M,Ruddick,,3596389.0,O,4.0,354.0,Xrz13117
,URZFRQTNEFYCTKFL,OH,1-422-156-2379,f,JLZVYPVBKJQKHGPGIUDXHORAHIELJMYGNHBDIRMHIUOBMPNJRQTFCHE,419890.0,0.0,Little Rock,lqrrbvqboq,United States of America,VLRPBMYPY,4.0,KEVFQDZAHWSGQKNYCSN,W,Jones Apparel Group,,533681.0,O,5.0,,URZ13118
40.0,Yfjtjuzilqlheaw,MT,1-620-827-7075,i,NCAODPYYYISDBKBQJFGYTMJAWMJWCQHVLVZABRSUUUQXHKRZFNSBOUJCQRBILFUPNFADBNNLJNNJ,46657.0,3.0,Memphis,CRBQOZARKAMSOPOQAGOKRMLXOPFYFCSEKBWFNIBTTIAFCBTHUCKHKCFDHZDNOUHOIVTOUALDXVCHLAIV,United States of America,vdxgbjpsn,5.0,QLDAKCQGI,M,,,1306302.0,O,2.0,,Yfj13119
80.0,Yuonqhd,CT,1-028-857-9062,,Iqattjdjhtnexuxwinlmzllpkiufyuvuehibpmjvrocluwsmbsrkjwqlxb,463217.0,2.0,Eugene,yegmniiskvwbnrifuwkuotq,,Btjnyc,3.0,Bggkvfk,U,American Eagle Outfitters,f,3213375.0,O,1.0,542.0,Yuo13120
6.0,Eymchnebrkisttohjacykqjnksg,NJ,1-525-237-5590,q,adhgspbnbxnnocawwwnbdcuppbdfaiafrjppqhenyhlwvltrubivjpqofepodtebwpmgkyljqzmqydsw,494434.0,1.0,Lafayette,Chqhitqgppphrfskqsvjdxspvpswvcgydcmvanysfwffhxogaiyhzqbzvdl,United States of America,ZTAMJAERPER,7.0,ipjvptkaxyb,U,Crown Holdings,,259743.0,O,0.0,678.0,Eym13121
39.0,Vtursq,CT,1-523-901-3038,,hnsjnnvr,491390.0,4.0,Tucson,dzfmlnsvjubuouledijblymwanlymtgqlwdfhbtucxiwzgzkpoknnf,Canada,FIWCCLW,9.0,Icbxozdjlnvobjqefmhbyqwbaqfhqq,M,VWR Funding,m,2762521.0,O,1.0,585.0,Vtu13122
60.0,Cinkntroevcbof,Nova Scotia,1-887-242-6878,,Wwqvduivcpvwjfocpokfwscdobe,114881.0,1.0,Mobile,Tobsetnkdlndcque,United States of America,Cdklggn,8.0,Qkwxxox,D,OfficeMax,,1942477.0,O,3.0,334.0,Cin13123
3.0,BONYCZCC,Quebec,1-481-605-8228,,Nsjzvbiaadlxrdrhvzvnxbrhckaqyhiidkyopcllcsgl,204827.0,3.0,Quebec,OLNMSNQKLBLFPMCNOTCJAYKILZJTVPGUADYVIWWFAQXCJWZCWRRPRRFCOVGKOCZSWFCUAHZHBD,United States of America,Zxhrkldkapn,8.0,ODLPTNDHCPVDLSNJPP,S,Andersons,,3781417.0,R,5.0,456.0,BON13124
2.0,TWFZSHANLAMQTQQOMEUYVZFOIYHTMF,MN,1-692-897-5618,O,,318382.0,0.0,Albuquerque,Rdecvyuembbxfzfxajrnifihwfzmxjttlvpxavchtsxlxdyoofbrubedmlacrlfsvzqzkt,United States of America,Ywgwcgenny,5.0,Obnjy,M,FMC Technologies,,1973098.0,U,3.0,765.0,TWF13125
82.0,Ezjxkctpdsdnimdvsrsahjx,CT,1-420-879-9973,,Pttxizscscmgpeyvawclmllionxfowdglojhtkznmotizutjvvopdsthzjhlwboqseobutfkxpp,209784.0,5.0,Durham,lusowzyanrvjqnumqqnifywefnzphkxawbeia,United States of America,Tczqhejslqh,6.0,Zmsmtgom,M,Flowserve,F,1030533.0,R,3.0,446.0,Ezj13126
88.0,Kbtqnjhlioyyau,MA,1-598-145-8262,T,Wxzirbhpqbbqevfdxmdlmilcgdmwjvmgrcbmppdnpnagbagnjvrkzjztksfhgxehnqagjjc,313601.0,4.0,Pembroke Pines,DSIJNZLXPEXWLXYCQMAKCPAQFDTVOJJUHRVQRIRKJZCQQNEVCHJERVNWHAMCH,United States of America,Ucfpwoqey,,DWYXRYNLUBKQNVOTQEOVNPVRFJB,W,Boeing,F,1842497.0,,3.0,847.0,Kbt13127
17.0,Mzqeqanbgb,ND,1-490-592-1971,,cqcfmuvhurzywztrwicdlneurhdtcekwhhuiwjtfneuavhe,383764.0,1.0,Tallahassee,pqunmrstxuluffcwahhpyjafewfvzdbluyxkwsxrptplyselurahpalmqmblcgtis,United States of America,Cobxmr,4.0,Jeohd,M,Pulte Homes,m,,O,4.0,599.0,Mzq13128
57.0,Zgglkivtnvwynmgqiifpavmjq,Prince Edward Island,1-162-488-0641,x,Orxnroteaafrvacueipybxbmret,347629.0,3.0,Brownsville,FAGSVPJOYT,United States of America,fmidtkhjt,6.0,LKRQNHJUBLBH,W,Rockwell Collins,,257211.0,O,2.0,486.0,Zgg13129
10.0,Xijemecnqwshprspbxdrdfq,NH,1-057-250-6190,K,UTMAJZCRKCDHTWBCVSZHTRSXIIDFMDHWEXWBRSDJARJYNICQBXQCGPHX,192828.0,5.0,Erie,ASSJUWEZTBRZZKUBGCVECANOEFJPILPZHQTDCUUWKADSDI,United States of America,WIFQGIOCI,2.0,KCOUIZWOWXFIO,M,EMC,F,654456.0,O,4.0,470.0,Xij13130
10.0,ajnceedgbdtkqtoxiewwlbrblcisqp,OR,1-396-420-2217,,vkghtcgkdyksniuovpxnxkyporpogaw,248191.0,0.0,London,RSQVPUADGQQQLNBGPXCRJRQPMJPLKBMOJOPUVKQPKANJSYMAFOO,United States of America,xnrsiodx,2.0,fvkvbrvsrbxuvvx,S,Baldor Electric,,2925777.0,O,5.0,379.0,ajn13131
4.0,Hhjkbxsjkgohxopcrhuxnqa,IN,1-184-865-3535,,Lgpinigrufneojjrqitnnxzqtmufjgm,24226.0,,Orange,anbtppootkggrhwodpsxbffsrbfa,United States of America,Obiyvbkx,9.0,Mkgzoms,S,American Express,,,U,5.0,457.0,Hhj13132
98.0,llgjbr,MN,1-830-869-5311,,Evgeljmcvvghprvozjdazjcozd,324013.0,5.0,Concord,Cervqzutcaftjwoygnvaalrqjtlhabvcleoqsahshydoea,United States of America,tqmgwu,0.0,WGBTNDPLPGZE,M,Leap Wireless International,,1787227.0,O,4.0,400.0,llg13133
7.0,ogwperbyeccjvqncqmcryvn,OK,1-260-624-4649,m,CKMNFGGMUUKNQCUCJBQUIOFYJGFRERZFAPMAVBGQRFTHRVVNFMEEH,230529.0,4.0,Pembroke Pines,Wmesqisnueakggynjkoachuykjobvbrjjvbfepjgqqngdueprayfnb,Canada,woxcu,6.0,Pjqcbhoaudilvqntxwjlldcolv,M,Anixter International,,1371251.0,O,3.0,406.0,ogw13134
7.0,UTWFWHETMZAXLRLUFQHJHIOCISEHUZ,CO,1-356-261-0014,W,Falhrngrxcdzhzcrzdgqagxzkdrniawwzyimjrgmftpjuly,243394.0,1.0,Pembroke Pines,Ohqbkoojwlyxvkdqnxsgjjdcnxcwztosgyaeugpdwogdtpavjxlwvagaswufnqigbtbjawnku,United States of America,nrjwxlbd,,Puaykjdonrzptwpauvnndulpcezbq,U,Vishay Intertechnology,,1945056.0,U,0.0,644.0,UTW13135
