prospect_AgencyID,prospect_Country,prospect_Gender,prospect_FirstName,prospect_MiddleInitial,prospect_Income,prospect_Age,prospect_LastName,prospect_State,prospect_NumberCreditCards,prospect_NetWorth,prospect_NumberCars,prospect_NumberChildren,prospect_MaritalStatus,prospect_CreditRating,prospect_OwnOrRentFlag,prospect_Employer
OBE969,United States of America,,Guglielma,,374683.0,42.0,OBERMEYER,Newfoundland,9.0,2683700.0,0.0,3.0,M,575.0,O,Alliant Techsystems
HAM970,Canada,f,OGUZ,Z,475178.0,6.0,HAMMERMEISTER,CT,9.0,3981728.0,4.0,3.0,M,601.0,O,MetLife
Pri971,United States of America,,Kung,,222327.0,32.0,Primeau,NE,8.0,138366.0,5.0,2.0,U,463.0,O,Starbucks
pot972,Canada,F,fima,,93559.0,33.0,potocki,CA,4.0,620655.0,3.0,1.0,M,637.0,O,SPX
von973,United States of America,m,Johanne,,19345.0,36.0,vonlehmden,NV,2.0,2324155.0,2.0,0.0,S,486.0,R,Pacific Life
noy974,Canada,m,denni,,158388.0,23.0,noy,British Columbia,4.0,2905297.0,3.0,4.0,,786.0,U,Franklin Resources
ELL975,United States of America,,Leno,,157795.0,81.0,ELLER,ID,0.0,1694243.0,3.0,3.0,U,332.0,O,Schering-Plough
DOC976,Canada,,Gussy,,37535.0,49.0,DOCUMENTATION-GRP,NH,5.0,3921426.0,3.0,4.0,D,405.0,O,MEMC Electronic Materials
noo977,United States of America,,forrest,,46096.0,65.0,noorbhai,VT,9.0,562977.0,4.0,3.0,,846.0,O,URS
Cha978,United States of America,,GERT,,81587.0,7.0,Chaurette,KS,5.0,3475381.0,0.0,3.0,M,689.0,,Analog Devices
PAR979,United States of America,,Billy,K,436957.0,52.0,PARMAR,MD,5.0,3883827.0,1.0,4.0,U,783.0,O,GameStop
BAI980,United States of America,f,NOELLA,H,302002.0,62.0,BAILEY,AL,6.0,2890212.0,2.0,3.0,M,,U,Martin Marietta Materials
BEA981,United States of America,,Adriaens,,431189.0,20.0,BEAUPRE,Manitoba,8.0,3771824.0,4.0,4.0,S,599.0,O,Dr Pepper Snapple Group
Mar982,United States of America,M,yukinaga,,224868.0,94.0,Marmillon,FL,4.0,198510.0,2.0,5.0,S,677.0,O,Genzyme
rek983,United States of America,,isabelle,,167700.0,16.0,rekowski,MT,6.0,2867347.0,1.0,0.0,U,568.0,O,Universal American
rah984,United States of America,M,HQS,,30463.0,39.0,rahman,AL,,2258655.0,1.0,5.0,W,433.0,O,Wyndham Worldwide
Ste985,United States of America,F,PRINT,,70197.0,81.0,Steele,AZ,6.0,196593.0,2.0,3.0,M,795.0,O,Interactive Brokers Group
fai986,United States of America,f,averil,,202784.0,,fairman,MT,3.0,3297233.0,4.0,0.0,M,330.0,O,Brunswick
Ale987,United States of America,,sibley,F,408819.0,24.0,Aleong,NE,5.0,872095.0,0.0,2.0,U,346.0,O,ArvinMeritor
par988,United States of America,,Roda,U,166655.0,51.0,partello,TX,0.0,271169.0,3.0,4.0,M,379.0,R,Perrigo
Faw989,United States of America,,Berni,L,36700.0,3.0,Fawcett,NH,0.0,2654651.0,2.0,1.0,D,757.0,O,Xerox
Mou990,Canada,f,dido,,307588.0,83.0,Mouillaud,IN,0.0,3299911.0,2.0,3.0,M,713.0,R,Express Scripts
Gor991,United States of America,,trang,M,469114.0,41.0,Goricanec,UT,2.0,2578714.0,5.0,1.0,S,616.0,O,LSI
Bal992,United States of America,m,Sabra,,337845.0,,Ballantine,LA,4.0,3787871.0,4.0,4.0,S,847.0,R,MGM Mirage
Cur993,United States of America,m,DENNIS,G,406018.0,,Curnow,MA,0.0,,1.0,3.0,S,318.0,O,Rowan Cos.
Sch994,United States of America,,rocky,,157883.0,76.0,Schroff,MD,6.0,1483535.0,1.0,3.0,U,320.0,O,First Data
Mac995,United States of America,F,Hooi-lee,,436238.0,80.0,Macleod,ID,5.0,893370.0,3.0,4.0,S,825.0,O,Dell
ses996,United States of America,m,darrell,,497417.0,22.0,seshadri,VT,10.0,,0.0,1.0,M,400.0,O,ArvinMeritor
jat997,United States of America,f,Seema,G,473013.0,24.0,jatar,Nova Scotia,8.0,,3.0,,M,572.0,O,News Corp.
PAR998,United States of America,,DANNA,,192928.0,96.0,PARKASH,TX,8.0,3584657.0,5.0,1.0,M,478.0,,3M
LIM999,United States of America,,heidie,D,,9.0,LIMERICK,NE,4.0,2630525.0,5.0,1.0,S,369.0,,McGraw-Hill
Ibu1000,United States of America,,KALYAN,,318464.0,79.0,Iburg,AR,4.0,1259920.0,5.0,4.0,S,349.0,O,Black & Decker
Cap1001,United States of America,f,Guillema,,394488.0,99.0,Capps,OH,7.0,2090765.0,5.0,1.0,,693.0,R,Convergys
vel1002,United States of America,,HOLLIE,A,42795.0,42.0,veloz,UT,10.0,403069.0,1.0,3.0,W,845.0,R,WGL Holdings
LLE1003,Canada,,ASHLAN,,449550.0,69.0,LLEWELLYN,NC,6.0,2983506.0,5.0,,M,387.0,O,Dynegy
Bou1004,Canada,m,MAGDA,I,331313.0,85.0,Boucher,VA,,3287404.0,5.0,4.0,U,463.0,O,Starwood Hotels & Resorts
GUI1005,Canada,,MATTHEW,A,468074.0,82.0,GUIRGUIS,NJ,3.0,2247210.0,2.0,0.0,M,563.0,O,Brinker International
REG1006,Canada,,elsbeth,,,95.0,REGA,Nova Scotia,6.0,3855957.0,4.0,3.0,W,631.0,R,Hartford Financial Services
pha1007,United States of America,M,Etty,A,444968.0,37.0,phair,NV,9.0,1224866.0,5.0,5.0,M,717.0,O,LSI
Pei1008,United States of America,,Letty,,269134.0,72.0,Peiser,RI,1.0,634672.0,5.0,2.0,M,752.0,R,Smurfit-Stone Container
Bay1009,Canada,m,Carlynne,D,453480.0,95.0,Bayly,NM,2.0,1263073.0,3.0,4.0,M,709.0,U,Equifax
XEN1010,United States of America,,VICKIE,R,193774.0,75.0,XENOS,GA,8.0,828424.0,5.0,5.0,M,566.0,O,W.R. Berkley
Ham1011,United States of America,,Riyad,,235859.0,81.0,Hammermeister,FL,8.0,174659.0,1.0,1.0,S,571.0,R,Interstate Bakeries
Fal1012,United States of America,,Riaz,D,15126.0,40.0,Falconer,AK,9.0,1127121.0,1.0,2.0,W,683.0,O,Sara Lee
Hen1013,United States of America,,Ishan,,477169.0,17.0,Hench,WY,4.0,2302546.0,,2.0,D,517.0,O,Vectren
chr1014,Canada,m,ANKI,I,135526.0,75.0,chronowic,KY,,3111577.0,3.0,5.0,M,722.0,R,Johnson & Johnson
NAI1015,Canada,M,Tracy,,148176.0,,NAISMITH,FL,0.0,3209319.0,1.0,4.0,W,334.0,O,JohnsonDiversey
Alt1016,United States of America,,CYNDIE,Y,,,Altmann,NC,3.0,2731425.0,1.0,0.0,M,768.0,O,BE Aerospace
NEY1017,United States of America,,CHRISTIANE,,95421.0,22.0,NEYMAN,NM,2.0,235939.0,3.0,4.0,M,764.0,R,
THU1018,Canada,,Durantaye,F,132563.0,61.0,THURMAN,SD,0.0,1053243.0,0.0,2.0,W,764.0,O,TJX
TET1019,United States of America,M,Hq,,450454.0,81.0,TETRAULT,Quebec,10.0,1831950.0,2.0,5.0,M,808.0,O,Walt Disney
Per1020,United States of America,f,ADELHEID,,401669.0,58.0,Percy,NV,5.0,167301.0,2.0,4.0,U,622.0,,
Har1021,United States of America,,Jackie,,116728.0,23.0,Harker,UT,10.0,2495100.0,2.0,3.0,S,676.0,O,Hanesbrands
Mis1022,United States of America,,LETA,,205122.0,0.0,Mishina,MI,6.0,3466329.0,2.0,5.0,M,,O,Embarq
Bra1023,United States of America,,Lynnett,B,262651.0,52.0,Brannan,New Brunswick,5.0,3624918.0,5.0,0.0,S,418.0,O,EOG Resources
TRA1024,United States of America,F,Dorthea,,399576.0,93.0,TRANSLATIONS,AZ,1.0,1577238.0,0.0,4.0,U,669.0,U,WellPoint
igu1025,United States of America,,ANSELMA,,288516.0,37.0,iguchi,Prince Edward Island,4.0,2950693.0,2.0,5.0,M,845.0,O,VWR Funding
Cha1026,Canada,,Gerhardine,B,282879.0,62.0,Chanchlani,Manitoba,,1493088.0,,1.0,S,557.0,R,Granite Construction
FIS1027,United States of America,,Berty,,197151.0,29.0,FISCHETTI,Saskatchewan,5.0,2128459.0,2.0,3.0,D,304.0,O,First Data
Hic1028,United States of America,,Pepi,Y,455680.0,29.0,Hickman,Newfoundland,9.0,1214816.0,2.0,2.0,M,583.0,O,Great Plains Energy
Cro1029,United States of America,,dianemarie,,453386.0,80.0,Cromwell,MN,1.0,3177263.0,4.0,3.0,U,,R,Liberty Global
god1030,Canada,,homer,J,416764.0,50.0,godina,CT,7.0,31017.0,4.0,4.0,U,481.0,R,Pepsi Bottling
cra1031,United States of America,m,Ranee,T,81562.0,,craver,IL,10.0,1869953.0,1.0,0.0,M,578.0,R,Valassis Communications
son1032,United States of America,F,Kirit,,59277.0,15.0,sonhing,DE,8.0,2933214.0,1.0,4.0,U,770.0,O,eBay
Gud1033,United States of America,,Tuesday,,403868.0,,Gudgeon,FL,1.0,1053473.0,4.0,0.0,D,400.0,O,Goodyear Tire & Rubber
Var1034,United States of America,m,babara,,156020.0,37.0,Varady,FL,9.0,1453604.0,1.0,5.0,M,461.0,O,Regal Entertainment Group
SAD1035,United States of America,,tabbitha,,332475.0,49.0,SADRI,Manitoba,4.0,626301.0,1.0,4.0,W,481.0,U,Constellation Energy
FAT1036,United States of America,m,gerianne,K,360361.0,81.0,FATICA,MO,9.0,2406611.0,2.0,4.0,S,716.0,R,Ameriprise Financial
CAR1037,United States of America,M,Kristi,,164240.0,59.0,CARMONA,NJ,5.0,1870492.0,0.0,1.0,S,696.0,O,Merck
Til1038,Canada,,Orsa,Q,174432.0,6.0,Tille,TN,2.0,2797455.0,0.0,1.0,M,412.0,R,Coca-Cola
MAR1039,United States of America,m,dpn,,103497.0,81.0,MARACLE,AZ,4.0,2426832.0,4.0,5.0,D,511.0,O,Lincoln National
Gol1040,United States of America,f,KATRINKA,I,249189.0,90.0,Goldthorp,IN,,627619.0,2.0,2.0,M,408.0,O,Century Aluminum
DOB1041,United States of America,F,phedra,,,68.0,DOBBS,AR,9.0,3586680.0,2.0,1.0,,408.0,O,Leggett & Platt
NAM1042,Canada,f,Christiana,,495523.0,58.0,NAMONT,MT,1.0,3372164.0,5.0,3.0,U,619.0,O,MetLife
fil1043,United States of America,,Tallou,,,92.0,filer,HI,6.0,2840455.0,0.0,2.0,S,660.0,O,
LON1044,United States of America,,gareth,I,66328.0,36.0,LONGTIN,MT,9.0,,3.0,2.0,M,693.0,O,Autoliv
KET1045,United States of America,,Hiroki,,229684.0,27.0,KETTLES,MA,,1333861.0,,5.0,M,508.0,R,BMC Software
MAL1046,United States of America,H,Jennie,H,94020.0,54.0,MALMQVIST,Quebec,7.0,2277216.0,3.0,4.0,S,759.0,O,Time Warner
eri1047,United States of America,f,Isabelle,K,211803.0,19.0,erickson,HI,1.0,3753750.0,2.0,3.0,S,807.0,O,Cummins
del1048,Canada,,bang,,40573.0,51.0,delong,HI,1.0,2126538.0,1.0,2.0,D,,O,PolyOne
Sch1049,United States of America,m,ADDY,P,153961.0,4.0,Schmitigal,MN,9.0,192405.0,4.0,2.0,D,486.0,O,Jacobs Engineering Group
Xay1050,United States of America,,Bnrecad,,,39.0,Xayaraj,SD,5.0,3671370.0,5.0,5.0,W,401.0,O,Fastenal
Bul1051,United States of America,M,Raouf,,392690.0,53.0,Buley,HI,1.0,2637910.0,1.0,4.0,M,629.0,R,Stanley Works
BRY1052,Canada,,Rijos,,154099.0,80.0,BRYS,WV,7.0,2875489.0,,2.0,U,346.0,O,Adams Resources & Energy
Tem1053,United States of America,,tavis,B,487908.0,14.0,Temp,KS,2.0,2859611.0,1.0,2.0,M,843.0,O,Brinker International
Vit1054,United States of America,m,ELEANOR,,79973.0,9.0,Vitaglian,CT,4.0,1062015.0,3.0,5.0,M,513.0,U,Chubb
VAN1055,United States of America,m,paloma,,62904.0,80.0,VAN RIJN,MT,5.0,337306.0,2.0,3.0,S,841.0,R,Wendy's/Arby's Group
NAN1056,United States of America,,Mallissa,H,436632.0,29.0,NANCE,GA,5.0,1018318.0,1.0,2.0,S,561.0,R,Steel Dynamics
Unx1057,United States of America,,eyde,,134118.0,95.0,Unxlb,KY,4.0,229409.0,3.0,0.0,,703.0,O,Halliburton
kro1058,United States of America,,trees,,59565.0,69.0,kroeger,IN,7.0,1696984.0,4.0,4.0,M,623.0,O,Brightpoint
LIM1059,United States of America,,Sheelagh,,405730.0,10.0,LIMEINA,UT,5.0,264708.0,0.0,3.0,M,474.0,O,Murphy Oil
Puu1060,United States of America,m,Brenna,,389390.0,,Puukila,IA,7.0,2838226.0,5.0,1.0,M,713.0,O,Northern Trust Corp.
LUC1061,Canada,M,mavis,,481912.0,68.0,LUCIANI,CO,6.0,1194963.0,2.0,1.0,W,667.0,R,Jacobs Engineering Group
gli1062,United States of America,,Cristina,,112076.0,16.0,glidewell,FL,4.0,759816.0,5.0,,M,604.0,O,GMAC
DUR1063,United States of America,E,Owen,B,4916.0,85.0,DURAN,AL,10.0,136672.0,5.0,2.0,M,680.0,O,
Lux1064,United States of America,,FERDINANDA,F,299798.0,98.0,Luxford,SD,4.0,2815085.0,2.0,5.0,M,357.0,O,Valero Energy
Bur1065,United States of America,,KARYLIN,A,138479.0,26.0,Burruss,TN,10.0,2186194.0,2.0,1.0,S,581.0,O,Hovnanian Enterprises
Cla1066,United States of America,m,Adelind,D,268284.0,4.0,Clairmont,LA,4.0,562845.0,2.0,4.0,W,408.0,O,
Mot1067,United States of America,,Caridad,H,,10.0,Motashaw,NY,3.0,3224446.0,4.0,5.0,M,791.0,R,
KHA1068,United States of America,,Shena,,340768.0,65.0,KHATRI,NV,0.0,3935782.0,5.0,3.0,U,427.0,U,Raytheon
DEL1069,United States of America,F,Melisent,,53493.0,54.0,DELORENZI,CA,2.0,833744.0,0.0,5.0,,770.0,O,Whole Foods Market
Por1070,United States of America,,Helaina,Z,239559.0,72.0,Portigal,PA,0.0,960030.0,4.0,5.0,D,579.0,O,PNC Financial Services Group
STE1071,United States of America,f,Naren,H,418966.0,55.0,STEELE,IA,4.0,239307.0,2.0,5.0,M,755.0,R,Herman Miller
MCD1072,United States of America,m,Betta,,297999.0,72.0,MCDEVITT,AL,2.0,,2.0,1.0,M,440.0,R,Adams Resources & Energy
KHO1073,Canada,,Prity,G,499703.0,17.0,KHOUDERCHAH,KY,0.0,626717.0,4.0,0.0,S,529.0,O,Delphi
Maj1074,United States of America,L,AURORA,R,359122.0,14.0,Majmudar,UT,6.0,736082.0,3.0,0.0,U,429.0,,
Whi1075,United States of America,M,Kerry,Z,,95.0,Whiteford,WI,0.0,2110346.0,5.0,0.0,D,388.0,O,Energy Future Holdings
pue1076,Canada,f,Sallyann,,49024.0,96.0,puett,AL,10.0,3663087.0,2.0,5.0,M,784.0,O,Ball
Mai1077,United States of America,f,Emanuel,R,491359.0,14.0,Mailroom,ID,10.0,1664925.0,4.0,3.0,W,313.0,,Cracker Barrel Old Country
Pok1078,United States of America,f,JULIEN,X,310304.0,81.0,Pokrifcak,MO,5.0,2244059.0,4.0,,M,476.0,U,CBS
Tra1079,United States of America,m,Marv,,431129.0,7.0,Tracey,ND,6.0,3408825.0,5.0,5.0,W,528.0,O,Pepsi Bottling
Tra1080,United States of America,F,Isabeau,I,136915.0,76.0,Tran,NM,10.0,168117.0,2.0,1.0,S,526.0,O,Circuit City Stores
Rav1081,United States of America,f,LEZLIE,,153023.0,17.0,Ravji,Saskatchewan,7.0,2751339.0,0.0,1.0,S,369.0,O,Pall
How1082,United States of America,,Adelle,,337960.0,20.0,Howe-patterson,NH,3.0,,0.0,,S,450.0,O,Belk
KHA1083,United States of America,m,Souphalack,,95940.0,25.0,KHAWAR,WV,9.0,2358717.0,1.0,5.0,M,563.0,O,Chubb
HAW1084,United States of America,m,warren,M,100634.0,,HAWKES,TN,3.0,2480853.0,2.0,0.0,M,404.0,,MSC Industrial Direct
bur1085,United States of America,m,Ariel,,114327.0,66.0,burchat,AR,5.0,506529.0,5.0,0.0,M,617.0,U,NiSource
Mil1086,United States of America,,Hunter,,488369.0,87.0,Milburn,NC,9.0,3445444.0,2.0,4.0,M,566.0,U,Northrop Grumman
Pie1087,United States of America,f,FANECHKA,C,220854.0,40.0,Pieroway,OR,1.0,381358.0,4.0,1.0,M,703.0,O,Kroger
bir1088,United States of America,f,Ame,,183056.0,22.0,biray,Newfoundland,,2370307.0,4.0,0.0,S,536.0,U,XTO Energy
Sch1089,United States of America,,Caty,,225981.0,82.0,Schutte,New Brunswick,0.0,2868966.0,1.0,2.0,S,478.0,O,Lennox International
stu1090,Canada,m,Schyndel,,49619.0,8.0,sturrock,IN,0.0,1404457.0,5.0,4.0,U,735.0,O,Mirant
You1091,United States of America,,marita,F,441253.0,26.0,Younglove,MD,,3306812.0,1.0,0.0,M,451.0,O,Medco Health Solutions
UBE1092,Canada,f,Sandie,,470418.0,78.0,UBERIG,AK,6.0,1208350.0,2.0,2.0,S,302.0,O,
ras1093,United States of America,f,HATTIE,F,,100.0,rasberry,NV,3.0,1237952.0,1.0,2.0,W,763.0,O,Windstream
Mur1094,United States of America,,HOPE,N,400773.0,30.0,Murrell,VT,4.0,224107.0,2.0,,S,355.0,O,Snap-On
rob1095,United States of America,f,Mehdi,,93009.0,72.0,robieux,ME,9.0,268750.0,0.0,0.0,M,516.0,O,Navistar International
Sti1096,Canada,,melina,,295917.0,60.0,Stinson,Saskatchewan,9.0,2592121.0,3.0,0.0,M,371.0,U,Ruddick
ram1097,Canada,F,RUEBEN,,245951.0,25.0,ramsey,ND,6.0,1940913.0,0.0,2.0,D,824.0,O,Noble Energy
inc1098,United States of America,M,Damian,,386484.0,75.0,ince,NE,6.0,3384172.0,0.0,4.0,M,422.0,,
HAR1099,United States of America,F,LUISA,E,53524.0,69.0,HARRINGTON,LA,1.0,1836514.0,1.0,2.0,W,684.0,O,
Lit1100,United States of America,m,dari,Y,305209.0,11.0,Litzenberger,TN,7.0,,4.0,2.0,D,833.0,R,Airgas
GOL1101,United States of America,F,alvaro,,339845.0,94.0,GOLDMAN,AK,9.0,1608301.0,2.0,,M,349.0,O,Kansas City Southern
deb1102,Canada,,kim-tram,R,430325.0,53.0,debrusk,ID,10.0,1736445.0,2.0,1.0,M,514.0,R,eBay
VIT1103,United States of America,,Virgina,,136296.0,88.0,VITAGLIAN,CO,10.0,76872.0,4.0,5.0,U,673.0,R,Monsanto
nav1104,United States of America,f,Liesbeth,,128284.0,78.0,navarro,Quebec,1.0,3283688.0,0.0,1.0,M,819.0,O,Exterran Holdings
Ken1105,United States of America,,per,,248780.0,86.0,Kent,NE,9.0,2374216.0,2.0,0.0,M,331.0,O,Goodyear Tire & Rubber
oly1106,United States of America,,Zia,Q,462577.0,31.0,olynyk,MS,9.0,2546060.0,4.0,2.0,S,499.0,R,American Electric Power
Str1107,Canada,,betty-anne,,65175.0,76.0,Streight,PA,1.0,1669874.0,0.0,0.0,D,599.0,O,Amerigroup
yer1108,United States of America,m,CHERRY,,181208.0,28.0,yerigan,KY,0.0,,1.0,0.0,U,702.0,O,Pall
KOB1109,United States of America,F,Mellisent,,,76.0,KOBIERSKI,RI,2.0,186934.0,2.0,4.0,D,718.0,O,W.R. Grace
Smi1110,United States of America,,vino,Q,189189.0,55.0,Smid,WI,3.0,2488540.0,4.0,0.0,W,389.0,O,Southwestern Energy
Bre1111,United States of America,M,Cang,,48456.0,44.0,Brennan,AL,,1177604.0,,1.0,M,675.0,O,Sunrise Senior Living
Cob1112,Canada,M,Huyen,,317627.0,74.0,Cobran,MO,0.0,3240889.0,3.0,0.0,S,614.0,O,Helix Energy Solutions Group
mab1113,United States of America,,Bernelle,K,162323.0,38.0,mabuchi,NJ,9.0,1507154.0,2.0,0.0,M,694.0,R,Temple-Inland
cow1114,United States of America,f,Berthe,F,297691.0,17.0,cowell,AR,7.0,1420357.0,0.0,3.0,S,560.0,O,Acuity Brands
att1115,United States of America,,ophelie,,66485.0,47.0,attarchi,KY,4.0,2185290.0,5.0,0.0,D,720.0,R,Cabot
BAT1116,Canada,,Kellie,,56197.0,2.0,BATURA,ME,10.0,855669.0,2.0,3.0,U,346.0,O,Puget Energy
Mcg1117,Canada,M,xiaojing,T,480152.0,14.0,Mcgehee,British Columbia,9.0,3692994.0,0.0,0.0,M,366.0,O,Winn-Dixie Stores
GAL1118,Canada,,KIRBY,,207382.0,62.0,GALLUZZI,WI,0.0,501064.0,4.0,4.0,U,476.0,O,AGCO
Cac1119,United States of America,M,Bevvy,K,179603.0,98.0,Cachero,Newfoundland,2.0,950765.0,0.0,1.0,M,614.0,R,Portland General Electric
WES1120,Canada,,Pramod,G,38149.0,16.0,WESTFALL,ME,10.0,,2.0,1.0,S,508.0,U,Walgreen
rem1121,United States of America,,stormi,,401069.0,66.0,rembecki,British Columbia,2.0,3945293.0,1.0,4.0,M,628.0,R,Berkshire Hathaway
Fla1122,United States of America,,Arlena,,8984.0,22.0,Flach,CO,2.0,1838076.0,4.0,0.0,M,437.0,O,Pulte Homes
STI1123,United States of America,m,carissa,G,90034.0,53.0,STIRLING,Quebec,1.0,2233580.0,5.0,1.0,S,496.0,O,Marriott International
JAM1124,United States of America,,Ning,,348378.0,88.0,JAMMU,AL,10.0,505817.0,,2.0,M,747.0,O,Weis Markets
Kun1125,Canada,m,Joanna,,129211.0,88.0,Kunz,IL,9.0,949866.0,2.0,4.0,S,645.0,R,Hayes Lemmerz
gar1126,United States of America,,Sohayla,,61258.0,58.0,garg,IN,3.0,,1.0,5.0,M,671.0,O,Lithia Motors
Mun1127,Canada,,Jacqueline,,12465.0,52.0,Munroe,CO,5.0,3970367.0,2.0,1.0,S,503.0,O,Eaton
Bre1128,United States of America,,ROCHETTE,F,466795.0,4.0,Breglec,Nova Scotia,2.0,2524762.0,3.0,4.0,U,316.0,O,Key Energy Services
Jaf1129,United States of America,,JUOZAS,,8185.0,9.0,Jaffer,VA,4.0,47548.0,5.0,0.0,S,808.0,U,Activision Blizzard
hor1130,United States of America,,sask,,307715.0,,hornung,WV,5.0,3107908.0,5.0,3.0,U,452.0,R,Electronic Arts
hud1131,United States of America,,Milka,,13028.0,81.0,huddleston,Saskatchewan,1.0,1686378.0,3.0,2.0,U,655.0,O,Mercury General
Edg1132,United States of America,m,HRDATA,W,88869.0,91.0,Edgar,OK,2.0,1825074.0,4.0,2.0,U,799.0,O,
lau1133,United States of America,,Norstar,,67662.0,49.0,laurich,CO,5.0,1812748.0,1.0,3.0,S,838.0,U,Owens & Minor
wam1134,Canada,M,LAURY,,255430.0,84.0,wambsganz,NE,6.0,2410767.0,3.0,1.0,U,586.0,O,NRG Energy
tav1135,United States of America,,Kazuhiko,O,288585.0,5.0,taverner,LA,5.0,2561323.0,0.0,3.0,W,303.0,U,Target
Tej1136,United States of America,,marris,G,76305.0,,Tejani,Ontario,4.0,3586148.0,4.0,1.0,U,714.0,O,AES
Bri1137,Canada,m,thea,T,454086.0,,Brinklow,NH,6.0,2850170.0,2.0,0.0,,805.0,O,International Assets Holding
Vie1138,United States of America,m,cortland,,90372.0,18.0,Viens,DC,3.0,1183241.0,1.0,5.0,M,350.0,R,R.R. Donnelley & Sons
Kla1139,United States of America,M,martina,,143662.0,79.0,Klaudt,NM,8.0,2353201.0,4.0,1.0,W,776.0,O,
SEL1140,United States of America,,ki,S,353864.0,,SELISKER,MO,7.0,2787578.0,2.0,2.0,U,733.0,R,Seaboard
Kni1141,United States of America,f,Courtney,Q,293272.0,87.0,Knighton,British Columbia,,1577482.0,4.0,0.0,M,333.0,U,
kau1142,Canada,m,Mcgee,,435702.0,60.0,kaura,WI,4.0,3616434.0,4.0,5.0,S,515.0,O,Alpha Natural Resources
Sch1143,Canada,,MARILYNN,G,192697.0,13.0,Schmidt,DC,3.0,1092961.0,3.0,0.0,M,,O,Teleflex
cul1144,United States of America,M,KENT,,83243.0,40.0,culp,IN,5.0,1871131.0,5.0,3.0,U,535.0,O,OfficeMax
rai1145,Canada,F,MARY-JO,Q,429700.0,76.0,rainsforth,KY,6.0,1241392.0,5.0,5.0,U,603.0,O,Tesoro
hsi1146,Canada,f,Nady,I,67822.0,97.0,hsieh,KS,5.0,1253352.0,0.0,2.0,M,314.0,O,
met1147,United States of America,M,ASMAR,,11906.0,76.0,metler,OR,1.0,3866970.0,0.0,2.0,W,623.0,O,Scotts Miracle-Gro
Map1148,Canada,,ardith,,212673.0,8.0,Mapes,PA,2.0,857598.0,0.0,4.0,M,546.0,O,Zions Bancorp.
bou1149,United States of America,F,FEDERICA,K,308654.0,0.0,bourlet,Saskatchewan,6.0,258605.0,,4.0,M,698.0,R,Black & Decker
lal1150,United States of America,,EARNEST,,353500.0,,lalka,MI,9.0,,0.0,3.0,M,,R,Carlisle
MEA1151,Canada,F,katarina,Z,438030.0,75.0,MEASURES,NM,0.0,3379711.0,1.0,1.0,S,558.0,O,Nordstrom
Td1152,United States of America,,Madeline,U,165409.0,0.0,Td,WV,0.0,1304352.0,1.0,0.0,M,312.0,O,NTK Holdings
CAR1153,United States of America,,Alain,H,6654.0,61.0,CARRON,AR,10.0,580139.0,1.0,0.0,M,473.0,O,O'Reilly Automotive
SAB1154,United States of America,,Petrina,X,,30.0,SABATINI,MN,2.0,2252871.0,2.0,3.0,U,492.0,O,Air Products & Chemicals
Tar1155,United States of America,,Edyth,,345844.0,,Tardioli,ID,10.0,3992185.0,5.0,2.0,W,532.0,R,E*Trade Financial
mid1156,United States of America,m,bhupendra,R,168068.0,,middleton,OH,9.0,3091500.0,1.0,5.0,U,436.0,O,Capital One Financial
pha1157,United States of America,,REAL,U,260416.0,7.0,phalen,CT,10.0,2448579.0,0.0,1.0,U,805.0,O,Burger King Holdings
Sha1158,United States of America,,Skip,,43507.0,88.0,Shackley,Newfoundland,1.0,3587225.0,2.0,4.0,D,330.0,O,Sally Beauty Holdings
SCA1159,United States of America,,holst,G,444249.0,50.0,SCARBOROUGH,ND,9.0,,5.0,,S,828.0,O,PolyOne
gai1160,United States of America,f,MISTI,,401051.0,29.0,gaiotti,ME,9.0,3394698.0,5.0,2.0,S,357.0,O,Greif
Fis1161,United States of America,f,STACIE,,438776.0,2.0,Fiszman,LA,0.0,2365806.0,2.0,5.0,U,772.0,O,Trinity Industries
Sch1162,Canada,,Daveen,,303366.0,87.0,Schwane,RI,1.0,910763.0,1.0,3.0,U,837.0,O,Nicor
HEP1163,Canada,f,Miles,X,282715.0,,HEPBURN,NC,3.0,1819015.0,1.0,2.0,M,691.0,O,Sherwin-Williams
van1164,United States of America,,heike,,,75.0,vandenborre,TN,,926601.0,5.0,0.0,S,721.0,O,Enbridge Energy Partners
CHR1165,Canada,m,roshelle,B,329204.0,92.0,CHRISTENSEN,TX,7.0,280293.0,1.0,0.0,S,763.0,O,Spectrum Brands
sue1166,United States of America,f,Mohammed,,233906.0,97.0,suess,ID,3.0,720552.0,,1.0,M,747.0,,General Growth Properties
Fon1167,United States of America,,lewis,,175670.0,89.0,Fondacaro,British Columbia,8.0,1520684.0,3.0,2.0,,581.0,O,Family Dollar Stores
Bor1168,United States of America,,RADOSLAV,V,344647.0,34.0,Boruslawski,NM,2.0,1865107.0,0.0,,S,826.0,R,J.M. Smucker
WIE1169,United States of America,F,NELDA,G,44515.0,97.0,WIENERT,WV,9.0,2157922.0,,5.0,M,698.0,U,Systemax
CHA1170,United States of America,,CORDIE,S,,38.0,CHANDRASHEKAR,VA,1.0,3276895.0,3.0,3.0,U,489.0,R,ProLogis
Pag1171,Canada,M,jewell,,485565.0,,Pagi,Quebec,5.0,3989535.0,1.0,3.0,S,,R,Perot Systems
