lstnm,nmbrchldrn,wnrrntflg,gncd,g,ddrssln2,crdtrtng,ntwrth,mplr,ncm,nmbrcrdtcrds,ddrssln1,stt,phn,nmbrcrs,mddlntl,gndr,frstnm,ct,mrtlstts,cntr,pstlcd
Nfomnrpywektufycjs,4.0,R,Nfo13294,55.0,Jouyypisuuswovbtokq,542.0,3260198.0,Murphy Oil,465718.0,4.0,igqizsglieckfolqhermjtdnqvsxocpyinjpmmjoyimeadoprrvpqlziaaeimakbfyzpgjceqhjkodf,MO,1-900-597-3379,5.0,,,Uofuytisp,Charleston,M,United States of America,gecgtfvxouab
Wszigvwkfsyt,4.0,O,Wsz13295,43.0,WVWESZERIABVHJTQZAPRJGEORKDAOEESG,736.0,2286681.0,SunGard Data Systems,208991.0,1.0,Wskwbvkixqywnulhwuuiouornbespqyuzgtbvpkqnryeqxxvetubuxyvjnumgmsmuryxewhdxrjdou,WI,1-881-385-6273,,,,Paopa,Provo,M,United States of America,Kmlvthsl
qbcgtarhyfwwwmvfn,4.0,O,qbc13296,95.0,pfldajeezhl,451.0,2416195.0,Energy Transfer Equity,237244.0,3.0,nsgqbcxmdvavuntxirwzvqlyqnjifebafrqelcxwdvpxjcaozuvzum,NJ,1-605-435-3346,3.0,R,f,Uyjkarcjfhpdxtsqlirxlysbatho,Bridgeport,S,Canada,Emdktxpin
HWJYZUXJLMVHUY,5.0,O,HWJ13297,39.0,wlgjskvvbmpyqfolhumlwzhzoilfpmvbmyxa,620.0,1506478.0,Torchmark,101559.0,,KNXFCPZACRXEOMZMVVHZMOGSQIFETZMTDQBSPALTSZKVV,NC,1-458-069-0788,0.0,s,,Bhnolbqnulsabdukbkzc,Charleston,M,United States of America,Rqcazinms
ggfljpdptcptignjaxqya,2.0,U,ggf13298,46.0,Lhboivagfqwyvqwnimgdcjlvpjtevy,327.0,3328580.0,3M,55791.0,10.0,,Saskatchewan,1-464-238-0810,3.0,p,m,Bnnavebjbellkprchpcypnkubsip,Syracuse,S,United States of America,Brgxxpackcr
dvsti,0.0,R,dvs13299,98.0,RISZYDGMXSQEMPSTWYEXJPPTJFJECNCWOXZIPASNDQRKVWTFEHTBDWAOBTCGCILFCBNCCEEUPT,744.0,1482658.0,DTE Energy,293690.0,7.0,OSASJKIAXOGOXAVVVVECPPDMOWUAZGWWOBTADYTCNAHNFLBXQDUWTHAGKAB,VA,1-081-162-4468,1.0,g,F,JMEUVKQUPCEGWRRO,El Monte,M,United States of America,WKSDGYYN
Mmkruoaosytchvparck,1.0,O,Mmk13300,37.0,,,1623391.0,HNI,338565.0,10.0,PMLBAEEXJPBHTTHCMZVIPNTLDYKMHQHZ,WA,1-911-389-2850,1.0,,f,Pisbqriysjnuxlos,Chesapeake,,United States of America,RLAJNQM
Bpljphrggidoo,0.0,O,Bpl13301,27.0,Iwyicvnuhglehmacutqgxgfokwxwgomwswmsyasldtbbicdrbbkkcahmyrzcyqzxak,554.0,3810116.0,Legg Mason,154961.0,10.0,caqhsqghpqsrxoivhuslikgynqeuihqbytvsexlkqgwkcrdgidqbcum,VA,1-794-660-0975,4.0,,,Igaaszlxumvzcz,Huntington,M,United States of America,Qeeqxnxkk
Izsbdjvcbejoqtdfyipetoqeed,0.0,U,Izs13302,49.0,agbopelmbrdfgsflveuxjpjfjbqlvdgpsbejsbnytuxaqxrlgrrkmqnlwnjuqszqefwg,694.0,3210053.0,Polaris Industries,196527.0,4.0,dhjwxxsbsvvmhhglewwwntjiiffwysvrrsscov,IL,1-224-122-8069,2.0,D,m,ECHZWRRTLLOYCTJEMJPPONQ,Omaha,M,United States of America,Uflgkjhluhj
Tpvyfurwzqoplsymchnsztm,5.0,O,Tpv13303,7.0,Zklygkgilmmeplwgqpdopimaoeadmujuvnlypcbrmbuxpkji,507.0,2685602.0,BlackRock,315680.0,4.0,NODLPZHVEUIADUKUXZRGIHMISMYWQ,IA,1-516-909-3477,3.0,,,JBBAGLGANCBGIWUHQFOTDJVX,Fayetteville,M,United States of America,Ytpnflkvyhr
Qgqacfcmjhaudgxwqiivhbrjz,5.0,O,Qgq13304,83.0,Pyibsj,809.0,112786.0,Lubrizol,415427.0,2.0,ICOBYWAUGJKRMZVQBLZFDP,MA,1-138-341-8864,5.0,R,,DQXACHNAUXJQZLDSBELFG,London,U,United States of America,xuzfyelrdtzq
Pirnd,4.0,U,Pir13305,85.0,Vcpfeulnemlsydckmhdvksbyimvjmqgdxaxbidxwqmbpeigyctos,362.0,3368397.0,Asbury Automotive Group,104727.0,0.0,FGDABTKPRMHVMQEDPTZA,MO,1-570-136-0551,4.0,,M,Frvfkbmecfpqtusfznjvf,West Valley,D,United States of America,XDOAYETOUM
Mmgznzekjeebetihawhijggq,4.0,O,Mmg13306,87.0,Eynpzzuafmjzwoui,329.0,46485.0,Sauer-Danfoss,308515.0,2.0,,IN,1-066-670-5957,5.0,,f,Aoszeqrbkpwkucpkqcrgxxmoco,Rapid City,M,United States of America,Ncrqhelezez
SZXMFDAIRXWVWVZESMSLLW,5.0,O,SZX13307,22.0,Rdvnnqacigdyvgvdhhqdjswxnggartapgxwahifcodhgtwgkjsjbfdkdlmsh,303.0,198873.0,Ralcorp Holdings,123475.0,9.0,REEAYSXUHXRDPMQYIXUPQRMFUOGOREIC,British Columbia,1-808-944-2055,5.0,,M,WLRGFUYFXFCOXHLIORVLIIYBQHGZ,Biloxi,U,Canada,mntonucdqjt
hmdcaucdsafzgm,2.0,R,hmd13308,86.0,nsgfivaqlaocatwouhprrnvagrbonnonurobrwcaycgvptytawt,656.0,3063829.0,Benchmark Electronics,103004.0,8.0,EBSNXXBOVCTLKAWMHYIIQCRSPHCSOEKWAUOG,MD,1-589-355-0258,3.0,Z,,Vxmsbwkqy,Charlottetown,U,United States of America,Ttyixxkfz
Qjmmsxugrwqo,2.0,,Qjm13309,46.0,,710.0,447917.0,PG&E Corp.,267070.0,4.0,Nvitrekpngdhsjfesxixfeizrmofpatyfvgcxihsrxijsewuz,FL,1-647-652-7574,0.0,,f,Ppibejqzyepwgspezjsea,Jacksonville,M,Canada,Znlnlzxhh
Djlceiu,2.0,R,Djl13310,,XBKJEDNTQVYVEFDGPRDUCUQALSXELXTX,619.0,2301005.0,,127017.0,1.0,RTDGEEXXUZBPDFHVABKEOZWKBHWWFOIXIAMDLIQHIWGMINGWTBHXZNIQVSCDTSRUGGOABBPOPXQXT,HI,1-526-427-3269,3.0,,F,xbitznxudwydsuui,St. Johns,U,United States of America,kkavkdpxek
nosvswtloteuwqpftqfdv,2.0,O,nos13311,4.0,Laiszjxakbluopmsejpytqmxrakzxv,516.0,1261825.0,Casey's General Stores,304221.0,8.0,Ooeyopjxaiksqhjtrrfvlobtqirkgbfsrmvahghsala,WI,1-330-614-1445,4.0,,,fplwwkvmfaozeiw,Hilo,W,Canada,TGKMRHT
ysezsasuxu,1.0,O,yse13312,94.0,Npllawldpzjqggmoxb,545.0,910255.0,Safeway,443773.0,1.0,slfsindqxaycldhibqkpnmnxduwhncbaa,WY,1-760-007-7116,1.0,,m,WVGBGQYHCSRDNFPEUDLNARHSIHSXNO,Ann Arbor,M,Canada,YCKJXU
Sbuzxxvnt,5.0,R,Sbu13313,68.0,Wsszxjwwcumnxvlqgvzqpjvapxunhzbcadskggrxaailjtoswp,811.0,1821823.0,Bon-Ton Stores,287856.0,0.0,Xujvegtpyhoaslhkxwasrnwnzoyaqr,OK,1-955-025-6844,4.0,J,,aqvjndtsknefbjhioo,Pembroke Pines,S,Canada,PTHNF
ytzvmwjfjxgpvks,2.0,O,ytz13314,84.0,BJQEJTPRSOOIWRXPDKXLLZNKCYMHRTIUPXQLRBAFIXZDLJPRVASEETD,,2199015.0,GameStop,235513.0,,ZMARSSQPOXM,VT,1-839-197-5686,4.0,O,M,Iqunpkqrkjyhgnjed,Boston,M,United States of America,xregvkuvgje
Fcebdc,3.0,O,Fce13315,0.0,Hoapfmenaqzlxjerjjvbcajolrcacxborjwufdqtu,392.0,3734037.0,Cooper-Standard Holdings,168446.0,2.0,Ijsvbctldjgsvxhz,OK,1-423-036-6301,2.0,,F,pqxmyuenkdxgwxhtatfks,Palmdale,S,Canada,Bzxtukntjmuh
Ynbxvywuhgcunwdcegylutj,3.0,O,Ynb13316,3.0,kozwojnlvktbowfuylhoqhdzodc,379.0,,AmeriCredit,158347.0,,Lonkdbturiatgrvgekqnl,GA,1-236-597-5459,4.0,h,m,ASXIXIALHAUJRIHNOCWCKCLTWDJM,Torrance,U,United States of America,Easiqoozh
zurvujhqr,3.0,O,zur13317,8.0,JCGDWYIOSWPYPSDQVLQKIUWAECPKOMPFMGDAUXZHDKMWJPVWRHMBVBAQRBHNSJTPSMAOKLNCT,432.0,1405386.0,Black & Decker,252112.0,4.0,Sfcizcekzhpkwcuqyuqfukkdxmnq,UT,1-248-353-0225,1.0,e,F,kzqficctkkinccrxy,Richmond,U,United States of America,XTIAQE
Kfilcbusfxvc,3.0,O,Kfi13318,100.0,Tmiiaccongbnxjxsljpfrsonqnsbpbiskgcalussbka,414.0,278240.0,Holly,64619.0,2.0,Lxiigptgqrsegiegbzpoiwoounpscxpkticgfzysnvpdjqhonfsna,NV,1-747-947-1632,0.0,a,m,KOBQXX,Pembroke Pines,U,,Vzcbixlj
Kkyhpxjvtgjhkqoytzrrocgelq,3.0,R,Kky13319,0.0,GKXENFBKJJQEAYUAQWHHVKBSDSMUAEYOEJMAQIYZXZNNWPPLCDPWZKYLELUMQF,557.0,,Kraft Foods,351408.0,3.0,Xqdeojykhdmxlxtueyimphngtuhrqcpsxogvhhcszzomaxqkmhqum,OR,1-824-966-8091,4.0,E,M,SQVFIJAZSRPOSXHAGBRKMGMO,Raleigh,,United States of America,
JHTMZXEJLQTQKBBEHGPA,3.0,R,JHT13320,90.0,xmbvyvlxeqlctealxa,620.0,1401347.0,Questar,15690.0,4.0,gnuuwqjvbkqcxntkgprfeogalfxwbejayqycyzvbkunfslig,VT,1-097-243-8273,3.0,,M,Vvsyuntoyqixxsbrvmj,Pembroke Pines,,United States of America,xtmcwdbpwdv
AGEVVQPRKZDR,5.0,O,AGE13321,100.0,SIQFDLYSOOBSNQPFJTPAZPLJVNDWHPVBFSLYHLUTLYXKYGNPWI,603.0,989289.0,Biogen Idec,100473.0,9.0,Zswxuknigikaoncrdplasenykmxgoqehdyrlnxasqdrlqgopkdsmmuowmbdbezlzfflzhudeoikr,SD,1-263-598-1053,3.0,,f,Rjeeyehqqcnnsmpm,Scottsdale,M,Canada,OAYHHW
BPPJCSQBP,,R,BPP13322,60.0,Kitoarfbibiziermhhmmumivjlkmnypoitokzenlegwxnvizpsgfcdushcgtvbhrn,544.0,2424799.0,Polo Ralph Lauren,79867.0,4.0,ipgtyrmetntkcd,NM,1-474-374-1560,,e,m,Nmlkfbjgfctssviiiw,San Francisco,U,United States of America,Vdahuxrb
Uxtyowqpfwlje,1.0,O,Uxt13323,12.0,exxegpyauodkwxdfu,568.0,1819852.0,Icahn Enterprises,402837.0,2.0,Wvwucqsjywwbgaojgqcejytptgiiplbnihfizhcovlkulphoaozajcubddlulauaoaz,TX,1-074-245-5912,1.0,L,m,KISSIYPETBMRTSEI,Berkeley,S,United States of America,Nahlg
wropnrdvvbapxfoq,0.0,R,wro13324,37.0,GVRYVCU,609.0,1333649.0,NBTY,182885.0,6.0,Xapvnfturoazlpyncbljvrgwfpijmfnfb,OH,1-154-643-3643,3.0,,,Oewwziucxwaptwqlwzk,Sherbrooke,,United States of America,DBEKWLQUH
Qfxdqcyiiphpsmaftgkld,4.0,O,Qfx13325,80.0,Milzkwvcdfsrfgrw,558.0,970779.0,NYSE Euronext,450158.0,4.0,spxisnbqxwilnirbfraqxmfrqsjngldmmns,TX,,2.0,,M,Yohdrxohrkhmqwnryvbeo,San Francisco,M,United States of America,Gmlpzoxetwz
ejrvjbvhphkqdehuuunmzlsdfibvg,4.0,,ejr13326,65.0,LHTDEWHBSTLCPF,725.0,2287116.0,ScanSource,285716.0,0.0,UETALRPVUROWOXFHRCRDKZLLKUMPKKUWFGUMAPBDSVWAVPFNXMUGYSWAN,NM,1-154-681-6410,4.0,R,m,Axlayducdriiqc,San Buenaventura,D,Canada,twaojstrzyhi
PEXHH,1.0,O,PEX13327,27.0,Wwecuwkqkatpseujjilh,513.0,3959338.0,Dr Pepper Snapple Group,492831.0,6.0,Cputopy,NV,1-108-812-3106,3.0,D,F,REOWCQDOUBDFWX,Las Vegas,M,United States of America,ERSDPKSNBDDN
Hxnscfwbnrzqfzobf,3.0,R,Hxn13328,85.0,Touhtjrlfwbbjmteketaqdslrstjcsdvergtndvlvrucvuyegeyiuxogiiiy,409.0,165621.0,ProLogis,27955.0,10.0,SITWQONUFSJOIDCGMSQECVMXHSPIPMIABMEFVPTROVFSBV,IA,1-911-364-9127,1.0,,f,ojxehjjuekij,Brownsville,M,United States of America,Gdjthpivol
XVCWACTIYXZPRCYPWINMJ,5.0,U,XVC13329,100.0,VFVYBWMVHJLGGIHQGXQNCFGWBPHALCRVIXSQDXVEJTIHSZTJIJZOBOQBRMTJFIMIUYKYXMOWRDFXQAQ,604.0,3359850.0,Sovereign Bancorp,252676.0,7.0,Vopeutxnbsqojdjwmgtxmojknsoqhuqklkkqqkmiqo,NE,1-619-099-4890,1.0,,,PKMBFLEIG,Mobile,M,United States of America,Hpsabxc
Yojpefoojskooyiljqsttf,2.0,,Yoj13330,,Qdozfdkxedtdmryehjloucsxomzydwbtjdkhdeuuypx,523.0,2720565.0,Virgin Media,270966.0,5.0,Asggzqjcgknqezgxevzqetlxnrcqvssoeelnrgcqyrcgqccdcoztufwq,SC,1-479-553-2230,5.0,o,,pqckealkbhk,Halifax,M,United States of America,Uqpbm
RUPPQYEXPFUIUI,5.0,O,RUP13331,20.0,DMTGWEXXQVXLECSHTDOHBOWFQRMILVBWGFVRECKKW,440.0,746033.0,Dun & Bradstreet,241791.0,7.0,NBSCTYJDBOAJDZWSZOYJVWVDUYREDFJMBRUPHMCIMGHMXNCJFGKZB,PA,1-889-751-3110,1.0,N,,Vxnjlhpflnltgctynscbgkyalzptne,Rochester,M,United States of America,Tcynuaqpanv
opzwjnicxmcnuclekkmujtyohtqel,5.0,O,opz13332,20.0,Jphmtxfqejewdzhorhjpryeuxwfdtgjkpxqximpiwfoxfnseaahhwbpehffwbohtioundnoi,800.0,1644198.0,United Services Automobile,203728.0,3.0,TVDGPRPMQXDQCFROASL,Ontario,1-870-249-6201,,,,Gxcwaejkklqgqkucqiktsvtec,Minneapolis,U,United States of America,qrvrasw
Ejlhhvsoamsdpngdjgeouojqmx,4.0,O,Ejl13333,51.0,Vbayqssuoyifclbgdcbrbaitmoiwoqmobssreyepauwetxajbargngmnealxrgoypcqlgezvdv,453.0,2433474.0,Harsco,381874.0,6.0,,Nova Scotia,1-812-145-7818,1.0,,,NGFFXUBEGHGLUVQBH,Salem,M,United States of America,EDDLLKXPXY
dshzqgdcvcoalbsf,4.0,R,dsh13334,66.0,JXXJMUSAWXRDPMAJUSCXYDSORKOUHWMPIRTHRZBVEIOGJEXMBJFEPFKXFJNXLORNVCQKV,753.0,253844.0,Hershey,272565.0,5.0,,OK,1-918-240-8283,2.0,Q,m,Jddkalzlosepxecx,Santa Clara,M,United States of America,Btppu
gmpabvzddhuxkevrl,0.0,O,gmp13335,89.0,MMGIHXUUIOYQAFEDCFOBBJXGVBSMSDUZZE,775.0,64519.0,First American Corp.,204894.0,,Cgkwblhu,Ontario,1-847-007-3615,4.0,z,m,Vhocyote,Wichita,M,United States of America,UWAIUHDXU
Wthjs,5.0,O,Wth13336,15.0,Ipuxhzfisuikfsspphyqadjkelunmnnhllugzzihlbwkokvdoefdxxmydlesdjkttomabqphwva,778.0,598414.0,Solo Cup,333852.0,6.0,Hsemknaoabsvxvbcedkqjcnmhmxjskadcxjaxsiwbzrvrskpurvmbryhtgurarbcespyowjcffhh,PA,1-273-931-8849,1.0,,,pcejxakvlxtlsswh,Spokane,S,United States of America,fwikqqlhi
Fibrgvhlacrszdrfvwnpwwslbted,3.0,O,Fib13337,14.0,,520.0,3226370.0,Tyson Foods,48703.0,6.0,pbsxhvzebggm,NJ,1-729-085-6870,2.0,r,f,Eqrktjuypilrgtfkgfvktxtpos,Albuquerque,M,United States of America,XTOQNNWH
GGUGRPQWOCLCFFWHXPKUTDTOSC,3.0,O,GGU13338,55.0,kpnltuwdanbgotewpambhfkclpdjsqmaegccyzyuj,827.0,358781.0,Buildings Materials Corp.,260091.0,5.0,Hejclmucqdm,MI,1-757-722-8461,3.0,m,f,Ohqaccacftjubtt,Norfolk,S,,XWVIZDIIKM
kzuzhwvmmfumplmixt,5.0,O,kzu13339,86.0,Lwfngsmccpadpaeaevxezfyuwpxcbryybeqtvolceimstumgchuzzxtewafbjjfddunjtjhpaddenhwr,661.0,1873831.0,Sentry Insurance Group,21794.0,7.0,Rlmtnrkgmmypicixrwztjqglaz,PA,1-484-181-9036,2.0,,,VETYRVPVSOIBQPUDSC,New Orleans,,United States of America,Rueeca
eyqpqxauxuyodaifygubmvqssn,2.0,O,eyq13340,68.0,Csvroaauujsdcpumlyfcijiardtnltfggdtkplh,310.0,626234.0,Advance Auto Parts,363193.0,6.0,Jqawevlzspwu,LA,1-742-962-2001,3.0,F,,ookpckorggkbbuytsmokgokujlcgnw,Laredo,W,United States of America,NBGUODS
Tcaafafjnnfuxeedgivbucwuf,3.0,O,Tca13341,10.0,pmlrkracmoiv,350.0,843518.0,Alpha Natural Resources,369519.0,1.0,Ucjrcsgxfnngg,CA,1-879-424-6284,3.0,,m,GJVTTUVJJBLZJLTFZG,Cheyenne,M,United States of America,Kvafkjfnge
ksggwvvcmvhskqhqrsncjxox,3.0,O,ksg13342,50.0,ckchwnwlgza,434.0,549065.0,Medco Health Solutions,365806.0,3.0,WPAWDVIWDWELBECLIJOJTNVWHPFRFRSAOVB,NE,1-542-205-7502,4.0,e,f,Apcuuoyzlcxdtmtkoqbjfluwwcxvmu,San Francisco,M,United States of America,stfanolwrxp
YAFFVBTWJLJJKUSZSVFHJXRDRQUV,2.0,R,YAF13343,67.0,RLDFIJACQHLOWVHNXFAAVPKKETFDARKRPRTCMZTXXONLYKSVJTTFSBBVWEUYCOGS,735.0,3384796.0,American Electric Power,157902.0,4.0,Bskoinocmrvxyulgbkjxjkynhhpljrrpjekfbpquacxrzrpgdzh,VT,1-848-198-8135,5.0,,M,Aedwlitpdjvt,Durham,S,,VNUTPO
Agyymxsvahmjgjng,0.0,O,Agy13344,54.0,Dgggaxaeiiwfcaovo,609.0,793150.0,DirecTV Group,318463.0,6.0,wdjhcvivlumkhqheynhncmrjzdydmtxbalaewufbwjas,CT,1-900-495-9209,0.0,D,,DCIMMOACYIIZ,Sandy,U,Canada,ujeyzxsimmid
ZVGFEVPNHUCBKH,1.0,R,ZVG13345,19.0,Vummdmhbujbvyzzvdnfgnopgpgnexkxg,405.0,1048082.0,Harman International Ind.,166958.0,0.0,nnymc,SD,1-549-916-9929,1.0,,m,xngjms,Aurora,S,United States of America,Dyhvjia
Qpxhwfgqjtiunfehqriiqqacdxmj,3.0,O,Qpx13346,48.0,,838.0,2537091.0,Roper Industries,486577.0,6.0,,British Columbia,1-461-826-5108,4.0,,,Nkzgtuxnmhhtndapyohja,Vancouver,U,United States of America,
Gtuqagjiyxjrlfoaldikfepols,0.0,U,Gtu13347,62.0,Cokgvpoosxxosqqxftjbfnjutzqzjllfczcxb,,3490055.0,Ryland Group,161659.0,2.0,IYDFYFNLCQFBDTLFXPAFAMVBVMRTTJUV,British Columbia,1-827-263-8166,4.0,s,,Anjntguhuvvzpdpdvd,Newport News,U,United States of America,WSSPKM
Subumifdtmxqhclsgrtawezsqjqyv,0.0,O,Sub13348,73.0,nclutzvufghzzvcxvsqcvqzstojqgwimgxuhcuvdhzetgoy,338.0,1608362.0,SAIC,137427.0,0.0,tauslktxpjbtbzxmpfdsursiqprzgnafgcxhjewzak,OK,1-259-197-0305,3.0,,,XLCFAZJPOAKCSXMUPTPFQEGFFEOTX,Palmdale,S,Canada,gzbelc
Bbpljgugfrumtix,1.0,O,Bbp13349,69.0,sfocqiwcgvvmynuttvawyqytphwhbnstnrsiebengnvvmga,379.0,1289122.0,Navistar International,235313.0,10.0,cfwltofzlcvhymnawmvqohluxuudomspszinkcueln,HI,1-638-796-3439,0.0,,F,Dxdxuybhaereobqcnoqm,Frederick,U,United States of America,ZQWDVZH
Hoandadkvfczxtvzzk,3.0,R,Hoa13350,53.0,Luoapzmv,490.0,2183732.0,Shaw Group,339231.0,10.0,vbrjfefhbicyvfbcgkwprfaojasjjcejjvvrpgtxtmwgjpezmmu,SD,1-665-005-9897,2.0,i,,gtggpjnzjismpdryryoond,Huntington Beach,M,United States of America,Bfavkjcbhvb
qzsnffvwa,4.0,O,qzs13351,2.0,Cacicfcdblqldstwsgrwdtupwpulqezwylagnyiyxvdpjujqojvnwhmsmtwcxhzouj,376.0,648748.0,Beacon Roofing Supply,399198.0,0.0,,WI,1-179-695-2168,5.0,,f,Vtgjknrttaziuutisefuhou,Fullerton,S,,xhbxskj
PQOGATNSIPRVKGECRCEQWKQOIDU,3.0,O,PQO13352,89.0,OITKMSWGAFYSPEKTBOXVNBNLE,762.0,362205.0,ENSCO International,262395.0,5.0,Wrdqczwhdifvjgqqyjqsghylkplgmmr,AL,1-102-008-3392,5.0,,f,rykjmatjwouoxznuftu,St. Johns,M,United States of America,Jatiieihkp
Wnuwzdemldxsbkapujxcxdmwjfg,1.0,R,Wnu13353,82.0,Ojpootxbpithcujymrdqcotfdwcaaww,316.0,3458696.0,Convergys,340377.0,6.0,Ilkgdiqbkrpvoqkjtlvoahlkzjldduaeinkedqblaopsjtdgrmq,OK,1-820-952-7781,5.0,,,Lbrhgyisioojncjyx,Bellevue,M,United States of America,TKULUUHCYN
Fuoxqcwwcteyggh,1.0,O,Fuo13354,57.0,Lbhkuhiimbmpesusrqxnhvozcukwkgubt,422.0,1350822.0,TRW Automotive Holdings,331416.0,8.0,nhsrxkqqelitdsraofzketitcnnvkmbmjnvjlnrkgzan,ND,1-375-585-8507,,N,,HOFVFQBURXHVIQQAKDV,Fullerton,M,United States of America,oancszpym
Yerultdzapqrafqsmzwhmfts,3.0,O,Yer13355,33.0,Llsdexzdirxoxpafnfmiyhnkhyntdgipdxpqwkxheybfnkkppkcxvxbhmrzixtqitavruocqurehomy,689.0,3823161.0,Land O'Lakes,349824.0,9.0,AOOVTHWVCUOZTQBPEAPEOHXYLQISCTRELWOZWQEXDYN,IA,1-384-370-2066,1.0,,M,OIFASAAHMAWDMAGCNXKGHGGK,Oshawa,U,United States of America,PUSTUFZYSP
Ohxqnjpklzg,2.0,O,Ohx13356,46.0,nvrjqt,434.0,1675641.0,Domtar,60959.0,0.0,Nczsassfbeplkokibwichrwwyrufacfnbn,ME,1-276-729-8464,5.0,,,Dweouxjwqqubbugtxu,San Bernardino,D,United States of America,
tovrseekvdetgerqyjrdppplmht,5.0,O,tov13357,46.0,Xblqqpzyomekmw,458.0,3757165.0,Pacific Life,112793.0,9.0,MTSGIABCHEPQDINVGESWIXYFFFNHYHO,Alberta,1-705-456-8781,1.0,,M,Thsfffo,Eugene,M,United States of America,Trzbiebncbu
lsbytddlptslkuuenzxpxi,3.0,O,lsb13358,45.0,vphzigkbqfuwccjrtviwafkhl,763.0,2836186.0,eBay,236397.0,0.0,Pfdwzhqqigpypvgxelfcstgseqcahymndqudsqoyscuzjhxneyxhzahtafeuqlqwptrwldscb,VT,1-639-734-7749,1.0,W,,Eosseujmkpxmchuhohouiuxkj,San Buenaventura,D,United States of America,AJFGFVGDM
tajjjaopn,4.0,O,taj13359,,HIEPIZGVWJGFQROGIRPMKJYTTASSQHYPQAWVZIXDWHMGAUETJCIZKOWLRUOSOGGUSUUKSMEESU,816.0,3789067.0,BMC Software,183171.0,,Scwtxbkfzyag,KY,1-806-219-8331,4.0,j,F,hwvdwifgtwghxahiixgo,Fort Collins,M,United States of America,RPKNOVALSKFI
qczmmvpducbbda,4.0,U,qcz13360,50.0,Tzhnsyjfppmrzjouwkk,731.0,3823618.0,Puget Energy,390375.0,3.0,BTFHGQCEZUYMNYVWNCV,ID,1-897-966-2354,3.0,G,m,Qfdtnrswodhqapsjjoklkvdkqi,Santa Rosa,S,United States of America,Gftmhycuj
Yrzmtgvqsnrmbmmuqpowpfqs,5.0,O,Yrz13361,46.0,mwmnwmpsibmvynarpxvyxmgqezitikeavfostxlwokjruupljoatbdmyeuovpqwnfkaecjliem,595.0,3697223.0,Holly,100336.0,,ERTNQJHIYS,CO,1-983-658-4608,4.0,B,M,Vwtvjueieva,Dallas,U,United States of America,Rreflir
Susrbmfavflycoqtkxhnqguidrmwjk,5.0,O,Sus13362,75.0,xbtjaxltbrxqnbfldrmokuimojkufdoxwygwuidmfspll,732.0,3225259.0,Ingles Markets,14658.0,9.0,Suuhbswvbsnxer,AR,1-217-758-1131,1.0,Q,M,caoueizvdbkcxkggbihryspmqpmsgf,Cincinnati,U,United States of America,Rbxmyybrcv
Qgzusyptdjsay,5.0,O,Qgz13363,,qhycvrjhxkcmlppkbrycbgkzdlloudntcfovllayf,568.0,2303361.0,McCormick,7124.0,5.0,Sxnpqdntefclrukdlkfkmqmblsluevwfjkkifvlzkewyjqefcflhubjpfpxufvhbfvdiysmg,SD,1-993-790-8630,0.0,V,,Wvxghdxbv,Tulsa,U,Canada,NTAYMED
BDAWKOHNUMTZ,5.0,R,BDA13364,51.0,Gjsfayybfzkgcunjxzmucocyxldtaawomwribxfq,844.0,249878.0,Tellabs,329910.0,9.0,Dqwdmzfxrebkppbbadnxhnjjezveobdkvbaeojtownakwwquespzyoqlphavtouypdbmxxiao,MS,1-815-683-4774,1.0,C,,Ndcveb,St. Johns,M,Canada,jxtiq
Sbffjr,5.0,O,Sbf13365,57.0,Iyvjypcfjosfongmvthrxadqmukyvfncotfavgwdvlyrm,702.0,2082068.0,Raytheon,264203.0,9.0,Clewirshjdwmmzdsbudakxbrestoplatsjesssuttrxfjzs,DE,1-492-409-5837,1.0,,,Zvupjvcxgo,Austin,S,Canada,Oskvr
RCFBTJBINAEVBBBLFFXYMMMQTQS,0.0,O,RCF13366,33.0,Sbxgzuthjngw,,2208589.0,Massey Energy,228938.0,4.0,vupthyufgneyryiujcnhgawuewkmorkvxftinoqtonayzfzjxispkarsjlkffauisxyphkkjzcr,SC,1-844-370-2961,0.0,T,F,nkkxcle,Richmond,,United States of America,Gdjpmkauupcj
Nxhppmwyesqhwpgyoqqkoitijs,4.0,O,Nxh13367,33.0,Plmsovkkhjadsif,565.0,1492441.0,"Toys ""R"" Us",491594.0,10.0,Rditlxdygitmcqdhrbokmig,WY,1-524-628-3861,2.0,S,f,piyzoo,Austin,M,United States of America,Usslbvjqvlxt
UXSAAINRNBVQIKYMGDVSOYUKL,1.0,R,UXS13368,88.0,kvmcvgxdpcerogdnegavlpbqrahpngfufipmrxsstgdrmrip,615.0,3845994.0,O'Reilly Automotive,71628.0,1.0,uabmruoejdqowvvtegbyuloqjwavfq,VT,1-226-019-8060,5.0,E,,HYANHOTVDDNOBAHUKWNYX,Huntington Beach,U,United States of America,Hlwilbcaypix
WOEMAMSDHXBPGUAL,2.0,O,WOE13369,69.0,Jacxxqmzdeededsbsfxgnbpwhuzfaxbtckzuzapvisqzdtc,648.0,3039054.0,Cinemark Holdings,46563.0,3.0,Cubuyjbyntqmfukecwhjddjnvmyxevolskuneabbraoxldigcvpexrwnpgmnokefoaag,MO,1-687-161-3010,4.0,R,m,Yajfdotxhpowvuklvjkr,Charleston,U,United States of America,Mefzlgvihjb
