AgID,St,NuCh,OwOReFl,Inc,PoC,Co,AdL2,MiIni,AddrL1,MarSt,NumC,NWor,LN,Em,Ph,A,CreRat,NumCreCar
Mmk13300,WA,1.0,O,338565.0,RLAJNQM,United States of America,,,PMLBAEEXJPBHTTHCMZVIPNTLDYKMHQHZ,,1.0,1623391.0,Mmkruoaosytchvparck,HNI,1-911-389-2850,37.0,,10.0
Bpl13301,VA,0.0,O,154961.0,Qeeqxnxkk,United States of America,Iwyicvnuhglehmacutqgxgfokwxwgomwswmsyasldtbbicdrbbkkcahmyrzcyqzxak,,caqhsqghpqsrxoivhuslikgynqeuihqbytvsexlkqgwkcrdgidqbcum,M,4.0,3810116.0,Bpljphrggidoo,Legg Mason,1-794-660-0975,27.0,554.0,10.0
Izs13302,IL,0.0,U,196527.0,Uflgkjhluhj,United States of America,agbopelmbrdfgsflveuxjpjfjbqlvdgpsbejsbnytuxaqxrlgrrkmqnlwnjuqszqefwg,D,dhjwxxsbsvvmhhglewwwntjiiffwysvrrsscov,M,2.0,3210053.0,Izsbdjvcbejoqtdfyipetoqeed,Polaris Industries,1-224-122-8069,49.0,694.0,4.0
Tpv13303,IA,5.0,O,315680.0,Ytpnflkvyhr,United States of America,Zklygkgilmmeplwgqpdopimaoeadmujuvnlypcbrmbuxpkji,,NODLPZHVEUIADUKUXZRGIHMISMYWQ,M,3.0,2685602.0,Tpvyfurwzqoplsymchnsztm,BlackRock,1-516-909-3477,7.0,507.0,4.0
Qgq13304,MA,5.0,O,415427.0,xuzfyelrdtzq,United States of America,Pyibsj,R,ICOBYWAUGJKRMZVQBLZFDP,U,5.0,112786.0,Qgqacfcmjhaudgxwqiivhbrjz,Lubrizol,1-138-341-8864,83.0,809.0,2.0
Pir13305,MO,4.0,U,104727.0,XDOAYETOUM,United States of America,Vcpfeulnemlsydckmhdvksbyimvjmqgdxaxbidxwqmbpeigyctos,,FGDABTKPRMHVMQEDPTZA,D,4.0,3368397.0,Pirnd,Asbury Automotive Group,1-570-136-0551,85.0,362.0,0.0
Mmg13306,IN,4.0,O,308515.0,Ncrqhelezez,United States of America,Eynpzzuafmjzwoui,,,M,5.0,46485.0,Mmgznzekjeebetihawhijggq,Sauer-Danfoss,1-066-670-5957,87.0,329.0,2.0
SZX13307,British Columbia,5.0,O,123475.0,mntonucdqjt,Canada,Rdvnnqacigdyvgvdhhqdjswxnggartapgxwahifcodhgtwgkjsjbfdkdlmsh,,REEAYSXUHXRDPMQYIXUPQRMFUOGOREIC,U,5.0,198873.0,SZXMFDAIRXWVWVZESMSLLW,Ralcorp Holdings,1-808-944-2055,22.0,303.0,9.0
hmd13308,MD,2.0,R,103004.0,Ttyixxkfz,United States of America,nsgfivaqlaocatwouhprrnvagrbonnonurobrwcaycgvptytawt,Z,EBSNXXBOVCTLKAWMHYIIQCRSPHCSOEKWAUOG,U,3.0,3063829.0,hmdcaucdsafzgm,Benchmark Electronics,1-589-355-0258,86.0,656.0,8.0
Qjm13309,FL,2.0,,267070.0,Znlnlzxhh,Canada,,,Nvitrekpngdhsjfesxixfeizrmofpatyfvgcxihsrxijsewuz,M,0.0,447917.0,Qjmmsxugrwqo,PG&E Corp.,1-647-652-7574,46.0,710.0,4.0
Djl13310,HI,2.0,R,127017.0,kkavkdpxek,United States of America,XBKJEDNTQVYVEFDGPRDUCUQALSXELXTX,,RTDGEEXXUZBPDFHVABKEOZWKBHWWFOIXIAMDLIQHIWGMINGWTBHXZNIQVSCDTSRUGGOABBPOPXQXT,U,3.0,2301005.0,Djlceiu,,1-526-427-3269,,619.0,1.0
nos13311,WI,2.0,O,304221.0,TGKMRHT,Canada,Laiszjxakbluopmsejpytqmxrakzxv,,Ooeyopjxaiksqhjtrrfvlobtqirkgbfsrmvahghsala,W,4.0,1261825.0,nosvswtloteuwqpftqfdv,Casey's General Stores,1-330-614-1445,4.0,516.0,8.0
yse13312,WY,1.0,O,443773.0,YCKJXU,Canada,Npllawldpzjqggmoxb,,slfsindqxaycldhibqkpnmnxduwhncbaa,M,1.0,910255.0,ysezsasuxu,Safeway,1-760-007-7116,94.0,545.0,1.0
Sbu13313,OK,5.0,R,287856.0,PTHNF,Canada,Wsszxjwwcumnxvlqgvzqpjvapxunhzbcadskggrxaailjtoswp,J,Xujvegtpyhoaslhkxwasrnwnzoyaqr,S,4.0,1821823.0,Sbuzxxvnt,Bon-Ton Stores,1-955-025-6844,68.0,811.0,0.0
ytz13314,VT,2.0,O,235513.0,xregvkuvgje,United States of America,BJQEJTPRSOOIWRXPDKXLLZNKCYMHRTIUPXQLRBAFIXZDLJPRVASEETD,O,ZMARSSQPOXM,M,4.0,2199015.0,ytzvmwjfjxgpvks,GameStop,1-839-197-5686,84.0,,
Fce13315,OK,3.0,O,168446.0,Bzxtukntjmuh,Canada,Hoapfmenaqzlxjerjjvbcajolrcacxborjwufdqtu,,Ijsvbctldjgsvxhz,S,2.0,3734037.0,Fcebdc,Cooper-Standard Holdings,1-423-036-6301,0.0,392.0,2.0
Ynb13316,GA,3.0,O,158347.0,Easiqoozh,United States of America,kozwojnlvktbowfuylhoqhdzodc,h,Lonkdbturiatgrvgekqnl,U,4.0,,Ynbxvywuhgcunwdcegylutj,AmeriCredit,1-236-597-5459,3.0,379.0,
zur13317,UT,3.0,O,252112.0,XTIAQE,United States of America,JCGDWYIOSWPYPSDQVLQKIUWAECPKOMPFMGDAUXZHDKMWJPVWRHMBVBAQRBHNSJTPSMAOKLNCT,e,Sfcizcekzhpkwcuqyuqfukkdxmnq,U,1.0,1405386.0,zurvujhqr,Black & Decker,1-248-353-0225,8.0,432.0,4.0
Kfi13318,NV,3.0,O,64619.0,Vzcbixlj,,Tmiiaccongbnxjxsljpfrsonqnsbpbiskgcalussbka,a,Lxiigptgqrsegiegbzpoiwoounpscxpkticgfzysnvpdjqhonfsna,U,0.0,278240.0,Kfilcbusfxvc,Holly,1-747-947-1632,100.0,414.0,2.0
Kky13319,OR,3.0,R,351408.0,,United States of America,GKXENFBKJJQEAYUAQWHHVKBSDSMUAEYOEJMAQIYZXZNNWPPLCDPWZKYLELUMQF,E,Xqdeojykhdmxlxtueyimphngtuhrqcpsxogvhhcszzomaxqkmhqum,,4.0,,Kkyhpxjvtgjhkqoytzrrocgelq,Kraft Foods,1-824-966-8091,0.0,557.0,3.0
JHT13320,VT,3.0,R,15690.0,xtmcwdbpwdv,United States of America,xmbvyvlxeqlctealxa,,gnuuwqjvbkqcxntkgprfeogalfxwbejayqycyzvbkunfslig,,3.0,1401347.0,JHTMZXEJLQTQKBBEHGPA,Questar,1-097-243-8273,90.0,620.0,4.0
AGE13321,SD,5.0,O,100473.0,OAYHHW,Canada,SIQFDLYSOOBSNQPFJTPAZPLJVNDWHPVBFSLYHLUTLYXKYGNPWI,,Zswxuknigikaoncrdplasenykmxgoqehdyrlnxasqdrlqgopkdsmmuowmbdbezlzfflzhudeoikr,M,3.0,989289.0,AGEVVQPRKZDR,Biogen Idec,1-263-598-1053,100.0,603.0,9.0
BPP13322,NM,,R,79867.0,Vdahuxrb,United States of America,Kitoarfbibiziermhhmmumivjlkmnypoitokzenlegwxnvizpsgfcdushcgtvbhrn,e,ipgtyrmetntkcd,U,,2424799.0,BPPJCSQBP,Polo Ralph Lauren,1-474-374-1560,60.0,544.0,4.0
Uxt13323,TX,1.0,O,402837.0,Nahlg,United States of America,exxegpyauodkwxdfu,L,Wvwucqsjywwbgaojgqcejytptgiiplbnihfizhcovlkulphoaozajcubddlulauaoaz,S,1.0,1819852.0,Uxtyowqpfwlje,Icahn Enterprises,1-074-245-5912,12.0,568.0,2.0
wro13324,OH,0.0,R,182885.0,DBEKWLQUH,United States of America,GVRYVCU,,Xapvnfturoazlpyncbljvrgwfpijmfnfb,,3.0,1333649.0,wropnrdvvbapxfoq,NBTY,1-154-643-3643,37.0,609.0,6.0
Qfx13325,TX,4.0,O,450158.0,Gmlpzoxetwz,United States of America,Milzkwvcdfsrfgrw,,spxisnbqxwilnirbfraqxmfrqsjngldmmns,M,2.0,970779.0,Qfxdqcyiiphpsmaftgkld,NYSE Euronext,,80.0,558.0,4.0
ejr13326,NM,4.0,,285716.0,twaojstrzyhi,Canada,LHTDEWHBSTLCPF,R,UETALRPVUROWOXFHRCRDKZLLKUMPKKUWFGUMAPBDSVWAVPFNXMUGYSWAN,D,4.0,2287116.0,ejrvjbvhphkqdehuuunmzlsdfibvg,ScanSource,1-154-681-6410,65.0,725.0,0.0
PEX13327,NV,1.0,O,492831.0,ERSDPKSNBDDN,United States of America,Wwecuwkqkatpseujjilh,D,Cputopy,M,3.0,3959338.0,PEXHH,Dr Pepper Snapple Group,1-108-812-3106,27.0,513.0,6.0
Hxn13328,IA,3.0,R,27955.0,Gdjthpivol,United States of America,Touhtjrlfwbbjmteketaqdslrstjcsdvergtndvlvrucvuyegeyiuxogiiiy,,SITWQONUFSJOIDCGMSQECVMXHSPIPMIABMEFVPTROVFSBV,M,1.0,165621.0,Hxnscfwbnrzqfzobf,ProLogis,1-911-364-9127,85.0,409.0,10.0
XVC13329,NE,5.0,U,252676.0,Hpsabxc,United States of America,VFVYBWMVHJLGGIHQGXQNCFGWBPHALCRVIXSQDXVEJTIHSZTJIJZOBOQBRMTJFIMIUYKYXMOWRDFXQAQ,,Vopeutxnbsqojdjwmgtxmojknsoqhuqklkkqqkmiqo,M,1.0,3359850.0,XVCWACTIYXZPRCYPWINMJ,Sovereign Bancorp,1-619-099-4890,100.0,604.0,7.0
Yoj13330,SC,2.0,,270966.0,Uqpbm,United States of America,Qdozfdkxedtdmryehjloucsxomzydwbtjdkhdeuuypx,o,Asggzqjcgknqezgxevzqetlxnrcqvssoeelnrgcqyrcgqccdcoztufwq,M,5.0,2720565.0,Yojpefoojskooyiljqsttf,Virgin Media,1-479-553-2230,,523.0,5.0
RUP13331,PA,5.0,O,241791.0,Tcynuaqpanv,United States of America,DMTGWEXXQVXLECSHTDOHBOWFQRMILVBWGFVRECKKW,N,NBSCTYJDBOAJDZWSZOYJVWVDUYREDFJMBRUPHMCIMGHMXNCJFGKZB,M,1.0,746033.0,RUPPQYEXPFUIUI,Dun & Bradstreet,1-889-751-3110,20.0,440.0,7.0
opz13332,Ontario,5.0,O,203728.0,qrvrasw,United States of America,Jphmtxfqejewdzhorhjpryeuxwfdtgjkpxqximpiwfoxfnseaahhwbpehffwbohtioundnoi,,TVDGPRPMQXDQCFROASL,U,,1644198.0,opzwjnicxmcnuclekkmujtyohtqel,United Services Automobile,1-870-249-6201,20.0,800.0,3.0
Ejl13333,Nova Scotia,4.0,O,381874.0,EDDLLKXPXY,United States of America,Vbayqssuoyifclbgdcbrbaitmoiwoqmobssreyepauwetxajbargngmnealxrgoypcqlgezvdv,,,M,1.0,2433474.0,Ejlhhvsoamsdpngdjgeouojqmx,Harsco,1-812-145-7818,51.0,453.0,6.0
dsh13334,OK,4.0,R,272565.0,Btppu,United States of America,JXXJMUSAWXRDPMAJUSCXYDSORKOUHWMPIRTHRZBVEIOGJEXMBJFEPFKXFJNXLORNVCQKV,Q,,M,2.0,253844.0,dshzqgdcvcoalbsf,Hershey,1-918-240-8283,66.0,753.0,5.0
gmp13335,Ontario,0.0,O,204894.0,UWAIUHDXU,United States of America,MMGIHXUUIOYQAFEDCFOBBJXGVBSMSDUZZE,z,Cgkwblhu,M,4.0,64519.0,gmpabvzddhuxkevrl,First American Corp.,1-847-007-3615,89.0,775.0,
Wth13336,PA,5.0,O,333852.0,fwikqqlhi,United States of America,Ipuxhzfisuikfsspphyqadjkelunmnnhllugzzihlbwkokvdoefdxxmydlesdjkttomabqphwva,,Hsemknaoabsvxvbcedkqjcnmhmxjskadcxjaxsiwbzrvrskpurvmbryhtgurarbcespyowjcffhh,S,1.0,598414.0,Wthjs,Solo Cup,1-273-931-8849,15.0,778.0,6.0
Fib13337,NJ,3.0,O,48703.0,XTOQNNWH,United States of America,,r,pbsxhvzebggm,M,2.0,3226370.0,Fibrgvhlacrszdrfvwnpwwslbted,Tyson Foods,1-729-085-6870,14.0,520.0,6.0
GGU13338,MI,3.0,O,260091.0,XWVIZDIIKM,,kpnltuwdanbgotewpambhfkclpdjsqmaegccyzyuj,m,Hejclmucqdm,S,3.0,358781.0,GGUGRPQWOCLCFFWHXPKUTDTOSC,Buildings Materials Corp.,1-757-722-8461,55.0,827.0,5.0
kzu13339,PA,5.0,O,21794.0,Rueeca,United States of America,Lwfngsmccpadpaeaevxezfyuwpxcbryybeqtvolceimstumgchuzzxtewafbjjfddunjtjhpaddenhwr,,Rlmtnrkgmmypicixrwztjqglaz,,2.0,1873831.0,kzuzhwvmmfumplmixt,Sentry Insurance Group,1-484-181-9036,86.0,661.0,7.0
eyq13340,LA,2.0,O,363193.0,NBGUODS,United States of America,Csvroaauujsdcpumlyfcijiardtnltfggdtkplh,F,Jqawevlzspwu,W,3.0,626234.0,eyqpqxauxuyodaifygubmvqssn,Advance Auto Parts,1-742-962-2001,68.0,310.0,6.0
Tca13341,CA,3.0,O,369519.0,Kvafkjfnge,United States of America,pmlrkracmoiv,,Ucjrcsgxfnngg,M,3.0,843518.0,Tcaafafjnnfuxeedgivbucwuf,Alpha Natural Resources,1-879-424-6284,10.0,350.0,1.0
ksg13342,NE,3.0,O,365806.0,stfanolwrxp,United States of America,ckchwnwlgza,e,WPAWDVIWDWELBECLIJOJTNVWHPFRFRSAOVB,M,4.0,549065.0,ksggwvvcmvhskqhqrsncjxox,Medco Health Solutions,1-542-205-7502,50.0,434.0,3.0
YAF13343,VT,2.0,R,157902.0,VNUTPO,,RLDFIJACQHLOWVHNXFAAVPKKETFDARKRPRTCMZTXXONLYKSVJTTFSBBVWEUYCOGS,,Bskoinocmrvxyulgbkjxjkynhhpljrrpjekfbpquacxrzrpgdzh,S,5.0,3384796.0,YAFFVBTWJLJJKUSZSVFHJXRDRQUV,American Electric Power,1-848-198-8135,67.0,735.0,4.0
Agy13344,CT,0.0,O,318463.0,ujeyzxsimmid,Canada,Dgggaxaeiiwfcaovo,D,wdjhcvivlumkhqheynhncmrjzdydmtxbalaewufbwjas,U,0.0,793150.0,Agyymxsvahmjgjng,DirecTV Group,1-900-495-9209,54.0,609.0,6.0
ZVG13345,SD,1.0,R,166958.0,Dyhvjia,United States of America,Vummdmhbujbvyzzvdnfgnopgpgnexkxg,,nnymc,S,1.0,1048082.0,ZVGFEVPNHUCBKH,Harman International Ind.,1-549-916-9929,19.0,405.0,0.0
Qpx13346,British Columbia,3.0,O,486577.0,,United States of America,,,,U,4.0,2537091.0,Qpxhwfgqjtiunfehqriiqqacdxmj,Roper Industries,1-461-826-5108,48.0,838.0,6.0
Gtu13347,British Columbia,0.0,U,161659.0,WSSPKM,United States of America,Cokgvpoosxxosqqxftjbfnjutzqzjllfczcxb,s,IYDFYFNLCQFBDTLFXPAFAMVBVMRTTJUV,U,4.0,3490055.0,Gtuqagjiyxjrlfoaldikfepols,Ryland Group,1-827-263-8166,62.0,,2.0
Sub13348,OK,0.0,O,137427.0,gzbelc,Canada,nclutzvufghzzvcxvsqcvqzstojqgwimgxuhcuvdhzetgoy,,tauslktxpjbtbzxmpfdsursiqprzgnafgcxhjewzak,S,3.0,1608362.0,Subumifdtmxqhclsgrtawezsqjqyv,SAIC,1-259-197-0305,73.0,338.0,0.0
Bbp13349,HI,1.0,O,235313.0,ZQWDVZH,United States of America,sfocqiwcgvvmynuttvawyqytphwhbnstnrsiebengnvvmga,,cfwltofzlcvhymnawmvqohluxuudomspszinkcueln,U,0.0,1289122.0,Bbpljgugfrumtix,Navistar International,1-638-796-3439,69.0,379.0,10.0
Hoa13350,SD,3.0,R,339231.0,Bfavkjcbhvb,United States of America,Luoapzmv,i,vbrjfefhbicyvfbcgkwprfaojasjjcejjvvrpgtxtmwgjpezmmu,M,2.0,2183732.0,Hoandadkvfczxtvzzk,Shaw Group,1-665-005-9897,53.0,490.0,10.0
qzs13351,WI,4.0,O,399198.0,xhbxskj,,Cacicfcdblqldstwsgrwdtupwpulqezwylagnyiyxvdpjujqojvnwhmsmtwcxhzouj,,,S,5.0,648748.0,qzsnffvwa,Beacon Roofing Supply,1-179-695-2168,2.0,376.0,0.0
PQO13352,AL,3.0,O,262395.0,Jatiieihkp,United States of America,OITKMSWGAFYSPEKTBOXVNBNLE,,Wrdqczwhdifvjgqqyjqsghylkplgmmr,M,5.0,362205.0,PQOGATNSIPRVKGECRCEQWKQOIDU,ENSCO International,1-102-008-3392,89.0,762.0,5.0
Wnu13353,OK,1.0,R,340377.0,TKULUUHCYN,United States of America,Ojpootxbpithcujymrdqcotfdwcaaww,,Ilkgdiqbkrpvoqkjtlvoahlkzjldduaeinkedqblaopsjtdgrmq,M,5.0,3458696.0,Wnuwzdemldxsbkapujxcxdmwjfg,Convergys,1-820-952-7781,82.0,316.0,6.0
Fuo13354,ND,1.0,O,331416.0,oancszpym,United States of America,Lbhkuhiimbmpesusrqxnhvozcukwkgubt,N,nhsrxkqqelitdsraofzketitcnnvkmbmjnvjlnrkgzan,M,,1350822.0,Fuoxqcwwcteyggh,TRW Automotive Holdings,1-375-585-8507,57.0,422.0,8.0
Yer13355,IA,3.0,O,349824.0,PUSTUFZYSP,United States of America,Llsdexzdirxoxpafnfmiyhnkhyntdgipdxpqwkxheybfnkkppkcxvxbhmrzixtqitavruocqurehomy,,AOOVTHWVCUOZTQBPEAPEOHXYLQISCTRELWOZWQEXDYN,U,1.0,3823161.0,Yerultdzapqrafqsmzwhmfts,Land O'Lakes,1-384-370-2066,33.0,689.0,9.0
Ohx13356,ME,2.0,O,60959.0,,United States of America,nvrjqt,,Nczsassfbeplkokibwichrwwyrufacfnbn,D,5.0,1675641.0,Ohxqnjpklzg,Domtar,1-276-729-8464,46.0,434.0,0.0
tov13357,Alberta,5.0,O,112793.0,Trzbiebncbu,United States of America,Xblqqpzyomekmw,,MTSGIABCHEPQDINVGESWIXYFFFNHYHO,M,1.0,3757165.0,tovrseekvdetgerqyjrdppplmht,Pacific Life,1-705-456-8781,46.0,458.0,9.0
lsb13358,VT,3.0,O,236397.0,AJFGFVGDM,United States of America,vphzigkbqfuwccjrtviwafkhl,W,Pfdwzhqqigpypvgxelfcstgseqcahymndqudsqoyscuzjhxneyxhzahtafeuqlqwptrwldscb,D,1.0,2836186.0,lsbytddlptslkuuenzxpxi,eBay,1-639-734-7749,45.0,763.0,0.0
taj13359,KY,4.0,O,183171.0,RPKNOVALSKFI,United States of America,HIEPIZGVWJGFQROGIRPMKJYTTASSQHYPQAWVZIXDWHMGAUETJCIZKOWLRUOSOGGUSUUKSMEESU,j,Scwtxbkfzyag,M,4.0,3789067.0,tajjjaopn,BMC Software,1-806-219-8331,,816.0,
qcz13360,ID,4.0,U,390375.0,Gftmhycuj,United States of America,Tzhnsyjfppmrzjouwkk,G,BTFHGQCEZUYMNYVWNCV,S,3.0,3823618.0,qczmmvpducbbda,Puget Energy,1-897-966-2354,50.0,731.0,3.0
Yrz13361,CO,5.0,O,100336.0,Rreflir,United States of America,mwmnwmpsibmvynarpxvyxmgqezitikeavfostxlwokjruupljoatbdmyeuovpqwnfkaecjliem,B,ERTNQJHIYS,U,4.0,3697223.0,Yrzmtgvqsnrmbmmuqpowpfqs,Holly,1-983-658-4608,46.0,595.0,
Sus13362,AR,5.0,O,14658.0,Rbxmyybrcv,United States of America,xbtjaxltbrxqnbfldrmokuimojkufdoxwygwuidmfspll,Q,Suuhbswvbsnxer,U,1.0,3225259.0,Susrbmfavflycoqtkxhnqguidrmwjk,Ingles Markets,1-217-758-1131,75.0,732.0,9.0
Qgz13363,SD,5.0,O,7124.0,NTAYMED,Canada,qhycvrjhxkcmlppkbrycbgkzdlloudntcfovllayf,V,Sxnpqdntefclrukdlkfkmqmblsluevwfjkkifvlzkewyjqefcflhubjpfpxufvhbfvdiysmg,U,0.0,2303361.0,Qgzusyptdjsay,McCormick,1-993-790-8630,,568.0,5.0
BDA13364,MS,5.0,R,329910.0,jxtiq,Canada,Gjsfayybfzkgcunjxzmucocyxldtaawomwribxfq,C,Dqwdmzfxrebkppbbadnxhnjjezveobdkvbaeojtownakwwquespzyoqlphavtouypdbmxxiao,M,1.0,249878.0,BDAWKOHNUMTZ,Tellabs,1-815-683-4774,51.0,844.0,9.0
Sbf13365,DE,5.0,O,264203.0,Oskvr,Canada,Iyvjypcfjosfongmvthrxadqmukyvfncotfavgwdvlyrm,,Clewirshjdwmmzdsbudakxbrestoplatsjesssuttrxfjzs,S,1.0,2082068.0,Sbffjr,Raytheon,1-492-409-5837,57.0,702.0,9.0
RCF13366,SC,0.0,O,228938.0,Gdjpmkauupcj,United States of America,Sbxgzuthjngw,T,vupthyufgneyryiujcnhgawuewkmorkvxftinoqtonayzfzjxispkarsjlkffauisxyphkkjzcr,,0.0,2208589.0,RCFBTJBINAEVBBBLFFXYMMMQTQS,Massey Energy,1-844-370-2961,33.0,,4.0
Nxh13367,WY,4.0,O,491594.0,Usslbvjqvlxt,United States of America,Plmsovkkhjadsif,S,Rditlxdygitmcqdhrbokmig,M,2.0,1492441.0,Nxhppmwyesqhwpgyoqqkoitijs,"Toys ""R"" Us",1-524-628-3861,33.0,565.0,10.0
UXS13368,VT,1.0,R,71628.0,Hlwilbcaypix,United States of America,kvmcvgxdpcerogdnegavlpbqrahpngfufipmrxsstgdrmrip,E,uabmruoejdqowvvtegbyuloqjwavfq,U,5.0,3845994.0,UXSAAINRNBVQIKYMGDVSOYUKL,O'Reilly Automotive,1-226-019-8060,88.0,615.0,1.0
WOE13369,MO,2.0,O,46563.0,Mefzlgvihjb,United States of America,Jacxxqmzdeededsbsfxgnbpwhuzfaxbtckzuzapvisqzdtc,R,Cubuyjbyntqmfukecwhjddjnvmyxevolskuneabbraoxldigcvpexrwnpgmnokefoaag,U,4.0,3039054.0,WOEMAMSDHXBPGUAL,Cinemark Holdings,1-687-161-3010,69.0,648.0,3.0
Noe13370,OH,5.0,O,8641.0,OLCWRMHZKV,United States of America,CPSKZDFDBHUALRDSOWUHTGJDSORYMMSKNEUT,,Xfnwjrvonysghqzjitxdcgariqtxzpjibktlclyjuszeyszjwsmblkvhtteppvtfwyt,M,4.0,1588379.0,Noeqoutvgftnzgycle,Priceline.com,1-628-853-3357,90.0,416.0,3.0
Zsi13371,WI,,O,483217.0,Rkedjpttijoo,United States of America,Bjuycrnccvupjiaeroutobggflzoghabjroiaecioxpxkndotedzfzmlyiofmqpa,,UTCZYNGNZIFXLTWUOSYMDTCXRDYLVYGQDEU,M,5.0,2417178.0,Zsiksrxmdmebngxtylzhgooyrene,Source Interlink Cos.,1-885-888-8635,99.0,629.0,9.0
SJM13372,MS,1.0,U,435229.0,smmoe,United States of America,bfrrnqaputesruudlmcobxgucntv,,eebfeognrwuqfjcjoui,M,5.0,2650526.0,SJMUCN,Men's Wearhouse,1-448-229-9207,22.0,836.0,6.0
Gry13373,SD,4.0,O,76119.0,IHHVUIIMSMUW,United States of America,Jvabmvpglhjadswhfiqka,,WBXEXGDCXOSDCJKCXDPBVKRSVZIZS,M,0.0,3206805.0,Gryyl,,1-486-940-6841,31.0,467.0,2.0
COX13374,Manitoba,0.0,O,291399.0,LCKJII,United States of America,Rvmrocymanfwofjhnqejtcvsfvbphfqftswenlgacxehrluqw,A,MUCMJJWADXWNP,M,2.0,3685584.0,COXXHKPOXBKKGHMFUMMPQVNZZOPX,Magellan Health Services,1-659-481-4849,6.0,789.0,3.0
Ssj13375,ID,4.0,O,92459.0,qsvfop,Canada,OETIVUFADYFDHXYVMEMMUPWKOWKYVQJOLBBJVDYMFKGKNWDMQGBMFIQEVNFMWPBSIOWPCJUOVCW,,GRYFIOCAXUHZCUTLKTX,M,1.0,1658297.0,Ssjfhckbawgprqzslecbitnuc,Cracker Barrel Old Country,1-613-819-8161,72.0,827.0,9.0
SJV13376,TN,2.0,O,336158.0,Oiclju,United States of America,lgftcqyyrjroucuhmhligqyqepwjybenbwaijojfgaywzvyf,,Jjncgrvpikcrrizbzaffqqnoyqhaqfesnguyxmelpiwnodnhtqiiynwwjtjcluacxpbxbt,S,2.0,1236802.0,SJVHDNDNXMUTVVPKVTMYRIUXEXDLUU,Winn-Dixie Stores,1-366-879-5441,57.0,452.0,4.0
cqh13377,CA,5.0,,494412.0,csexvhyiuve,United States of America,Ekitccosrlslqgxgxjfoxupmgmhafvuucgmdgtl,,Idmfbkbhfhhbgwexqxkptlgshluwiyahapnnusynflidtkcxcsjasphtvvv,M,1.0,3232894.0,cqhtefxspflbbkdamvqqoznbs,TIAA-CREF,1-198-804-7194,4.0,655.0,1.0
Wfj13378,Manitoba,4.0,O,302602.0,Iwvava,,Izxloydufovvblsgxe,s,,M,4.0,26822.0,Wfjexdxtsesqfuknqduvsnxfvna,,1-740-912-1382,38.0,521.0,2.0
Fra13379,Manitoba,0.0,U,494222.0,nrwrrufbybtf,Canada,Vvqydbwdhsaseecjwtaigwyevzayhkzfvxwfuhuidqeynhvomt,w,ASSBAYLBGMBFNKZGJLRKOASHTSIBQQCNJQBQXGPAYR,M,0.0,1630569.0,Fraxp,BearingPoint,1-446-324-2547,20.0,420.0,7.0
Lsx13380,WV,3.0,,329266.0,AWPLH,United States of America,Lujyfgnseylmqdvsdtxtelhauxpcfy,,jmrpvglnmzufmlhqulmccdzmkhcctuaxiyynaxjdijovlzuztbnvgahliykdramsgkkmmjkyiewg,M,1.0,,Lsxgjvwtohzosauhniz,Weyerhaeuser,1-474-113-1268,22.0,335.0,7.0
Orq13381,CT,4.0,O,354447.0,Vaosgqsntav,United States of America,Przmhyzzunmtazvslulkejqvqydrohqmneraojbxkjzbcayptwmszlfrcyslpeoeumqpbwdgfphslfo,G,ZCHDIRJECIMGPPSGGH,S,5.0,3195999.0,Orqmveinxeejtovxs,Ferrellgas Partners,1-874-351-7940,81.0,565.0,5.0
Mgm13382,MI,3.0,R,167267.0,Tgzqiaujwggp,United States of America,Pmaydloycyvjhffpxthfhfwhkmkxwwoycijcsivnydxcjoordscffaxiiaulagwunswdtrpilvbx,,Qbczhettcinpzrymmobkplihfmeedlqal,W,4.0,3553455.0,Mgmatxd,BJ Services,1-495-665-6827,100.0,779.0,6.0
Prv13383,VA,2.0,O,220486.0,VADVBBQ,United States of America,Bqwkoipakjnikrymzvsfsutzcuteubieksyleuuakvecptrdptekzyfstowphhe,B,LIZPLRYOKQ,S,1.0,509494.0,Prvdqabwkuem,,1-235-170-8142,44.0,488.0,2.0
gyt13384,MD,4.0,R,116629.0,HJXFSIVPWUMK,United States of America,uuityaossjtvbsgydx,S,npofrkxwealxljjcjyp,M,5.0,,gytnukcebxydngfkk,Ashland,1-369-558-7545,30.0,778.0,9.0
Jet13385,MA,3.0,R,282630.0,Emwlp,United States of America,ygonyypwsuvvvihiasxrafiubecfcdgmtyhxrwlynfe,,Himkzwzfoomhcmihuqvwbwjovlrsstbbjvpgztxkarspwdtamu,M,5.0,386006.0,Jetlmelvspljoinyq,Belden,1-295-194-7736,23.0,377.0,2.0
suw13386,NE,0.0,O,371263.0,ETZCA,United States of America,Xiveiadlfatwzhhnvxaj,t,Agfbtfqkivonmx,M,4.0,1370651.0,suwckrajbvcpsabjfjkxocwhqw,Express Scripts,1-645-782-4441,26.0,813.0,7.0
wku13387,AR,2.0,O,175688.0,WLNOSTV,United States of America,exbycwpiaaaqoagrarsnbmllaxarfngqdsjhgmslzoqamobdpxxryoikagxycqjsccsetdivfwfh,,Bghiwkstewcxxbavmuvomyalehyyokonzdpacnuxmfpvdvzkonvlbgmauxk,M,2.0,,wkungmgnppi,Land O'Lakes,1-216-849-6129,3.0,760.0,10.0
