NumberChildren,AgencyID,MiddleInitial,CreditRating,OwnOrRentFlag,NumberCars,Income,Age,NumberCreditCards,MaritalStatus,City,State,FirstName,NetWorth,Phone,Country,AddressLine1,AddressLine2,PostalCode,Employer,Gender,LastName
2.0,Zwu14284,q,,O,3.0,46268.0,89.0,,M,Albuquerque,IA,Hauwqzyftnfyue,171299.0,1-236-868-2042,Canada,Ekugppncoehlqeamiglywrioxovfublfcuvywrivlbffwlrmq,rxgmrfkkcdldhveiiq,ajuiybv,Level 3 Communications,,Zwueghopnmzw
1.0,Vkd14285,,,R,1.0,151542.0,4.0,4.0,M,Ontario,FL,dfsnjilkw,3194011.0,1-958-444-1377,United States of America,Hqgiqoezpjxrwcsyuunwixafhjxskpgivhlbrcugtlbytsjzwgoaznvwohpgwiqocsvbtqcsfeh,Tguqggrmwnakwihevwxgubyeruhwqoivanaobvocyct,OBFJYNDIG,Discover Financial Services,M,Vkdqzdivquhvwuibtspktsrvmtqtf
1.0,Nas14286,e,381.0,O,4.0,468589.0,,4.0,W,Jersey City,IA,cxgqax,3394308.0,1-175-764-0691,United States of America,Nnrscctxcyrwhyeonalqsnvvkqutqothryzvqy,Gnmlkusowxoxjvwkrhsmvpd,edwnokwulcu,Hudson City Bancorp,,Nasuxiiro
1.0,Pmv14287,,650.0,,0.0,27657.0,11.0,7.0,M,Manchester,KY,rirfsnqobixusakxmrklmuyv,3783213.0,1-615-391-4843,United States of America,OCYQIPSPZBGWPISVGXPOUFYIZYYOTSTOWWTQLMIBPUKBTBEWRXYMCJDQCPOUWJNDSOFFF,RKZXFCU,ispodmdgndwy,Worthington Industries,,Pmvwchlnwcmfjrohzticvnfkox
2.0,HBH14288,,436.0,O,5.0,445358.0,52.0,7.0,S,San Diego,NH,Mxdpjooebigusmwonayl,22288.0,1-240-911-5698,,vtsrwbfvzeeyvdccylxxijbphgibcnwom,huxodkqwnjnouhkgycffqogxdgfocandfznnmnnajtcueytpogxq,Lljfrlqxfra,Campbell Soup,f,HBHBBPYGBXVHTDJ
,Osl14289,,771.0,O,1.0,107494.0,98.0,,U,Burlington,MD,xdfiodshtcsrjbptseablust,3711927.0,1-063-383-2557,United States of America,AJNLAKNKWRISHYASJFPEONTLUTGMSGLYLADBDSTEGCTMQWWLMGUPBQHOICIHFJQAFIUTS,NCGSHDIUWWIZVWVHBDVYRENICJXLANQSKKLIPPOBAQOJTIDTLKESZXZQJIMI,Eljzitstrz,,,Oslrrunontgcrqomwbcqgotu
0.0,Kdi14290,,610.0,U,3.0,367326.0,92.0,2.0,W,Durham,NC,XVOWVN,3761376.0,1-947-847-4779,United States of America,MUNVNDDNRVR,Vldvqjhxpt,odxkwj,Mettler-Toledo International,,Kdicpapflbw
4.0,MVM14291,,833.0,R,3.0,166876.0,60.0,3.0,U,Wilmington,DC,joqgsunpfzxk,1865538.0,1-282-244-2444,Canada,Csvgmqyfdefoxbfbhrwnhtfsiurplvspqmqflboxrbmgjjhe,Ntcpouroawsjvcdvzbtkjtcqkcfzkfhgldexzckcynmtlbkshfljah,Wvyman,Global Partners,,MVMUKBYHRYMMCRVGGSJIZVQOK
5.0,Pof14292,Q,700.0,O,4.0,255251.0,61.0,10.0,M,Riverside,NV,Vntywagacoqycjdkdeeawdjwoehi,1545232.0,1-056-814-5352,United States of America,Nwpdhrbbqowqvgxlxptbjpohfcwxymjjzogtxyvswtimxbx,rzjbiorhfmxn,Fzeaziu,Hayes Lemmerz,F,Pofleavyszbecbdlc
0.0,Vvi14293,J,761.0,O,3.0,369684.0,3.0,0.0,S,Boston,AK,dotctyte,956334.0,1-613-608-0267,United States of America,Iraioeookdqgqjoj,Yjinzrwnebla,Ftdlvdnbpeti,SAIC,m,Vvivraucvxumxcgwkv
0.0,Cfe14294,,381.0,O,2.0,77586.0,66.0,3.0,D,Salem,Alberta,Cztjijaopjieyvkveemnxpncr,3588455.0,1-660-633-6578,United States of America,XSXRNDGCC,Ljsjxshrqwnrhgawymgagbuyojqdwflhdvkqevkrpmqiceloef,VPHZNGDXU,A. Schulman,,Cfebwjqkxncfeugmwpsdmkfdzdbmg
2.0,Mun14295,,343.0,O,3.0,84054.0,29.0,1.0,S,Warren,GA,ABWBY,3764810.0,1-250-995-5327,United States of America,ZDUEOLOOSZGNORUIPZKINQJIXHTDEAS,ftrpozkqojmjngflvjijsyiypbjogndkpu,Tvaxo,Hudson City Bancorp,M,Munpflhfmlexbegcqelforumtf
4.0,Qqo14296,,672.0,O,4.0,108760.0,32.0,10.0,U,Santa Fe,DE,iypirvdweimztwkzbymbldeoegw,846907.0,1-258-291-9433,United States of America,cwlsymvfacbkmxbiissxmjylqqynhycsfbhnqabtpvswbuodjusldjp,Frqlhilskrmpggvtoidntciorpx,DJQGIA,Google,,Qqoumyeyjwffvh
0.0,YLC14297,,335.0,O,0.0,139949.0,47.0,2.0,M,Philadelphia,NE,Joocimehsg,2357547.0,1-016-216-4112,United States of America,idsnarpgofvynsoyxmrmuzmsvtcwuv,Mndxobcixxgwcviuksxashmdurthojbhbtoxalvmuxoiudgiqli,Tnkjzkvoug,Interstate Bakeries,,YLCBXGALGDLCNJA
4.0,xqn14298,H,587.0,,1.0,335099.0,51.0,6.0,M,Hay River,AZ,sipmwyuijrwaomwvfamwsfhlpkcvy,1181161.0,1-768-181-0906,United States of America,Gifrubfsjmdbshmglarkftlkkowhdhlfnlqpdhkvycbqiilx,Ipvuqmpifqmqbma,Kbxzsqrmta,DirecTV Group,F,xqnrbdkaigrluxovhbh
0.0,Sag14299,,673.0,O,0.0,245190.0,18.0,2.0,M,Las Cruces,ID,Wlvdvvmkdgxjrn,2903123.0,1-072-937-3465,United States of America,tkqewetxhbcx,mnpzazrcjrhdpbptmhagmnarxxgvgfrvgawrvgnybqtnpmclfrmztzegzkhpffr,LNGNXJAHOINQ,ManTech International,f,Sagznnwfvfaylgiuggamxsandjztm
0.0,Bao14300,,585.0,O,4.0,478060.0,12.0,4.0,D,Great Falls,Quebec,ragjdarkgwzhzavauufjyrhwsnp,114187.0,1-735-857-6903,United States of America,Fqjnriphgkvnesybcziicxttnku,Rnhayvdywgamgbfmxpsqnixazylqzspsjurp,ZPBFL,Southern,,Baoapi
0.0,Nzu14301,n,693.0,U,3.0,477294.0,,0.0,S,Overland Park,TN,Eogyrcwvd,694118.0,,Canada,Jbpnhomoftochalqxwkevxcrlbozxnqzgmytrjdqrpjsscbtlisybfcwdmkyhebswiyghhsl,HXQYPGLWSQTAWPBGATBG,BXBSZXV,,f,Nzujldtb
4.0,Rbd14302,,485.0,U,2.0,80794.0,7.0,7.0,S,West Valley,GA,Rsapjqvjlzjakrbpwdjhnegitja,405090.0,1-517-486-6553,Canada,Lnuqvteree,Evkppfemlmcsooprzyhgkswtgatifdowmqrgzsuxdtqjeluroqyoylsm,Lnowsycf,Seaboard,,Rbdgcbuofvobqupaollubfhpsadbm
3.0,Eop14303,,822.0,O,2.0,342479.0,58.0,9.0,U,Baltimore,Ontario,Hmeyp,1408206.0,1-703-025-4726,United States of America,DEDCBCVTXMOCWXCEVTPCIYQWIQNIQSZ,Kqzijedvmjxokiztdmfqnbdbalctnvutbearjyvkwtkxhnpaoawtyjl,kezfxvdqyfc,Duke Energy,,Eopjtcvj
1.0,xeb14304,,448.0,O,4.0,209398.0,,8.0,S,Garden Grove,Saskatchewan,Hfqjpvusmkpzgrml,1244763.0,1-207-067-8348,United States of America,Kwqymftmvjbripevyaydelxoyos,IRHJTEGERVRQTJAAXLBUZXPUHPLCGOAKUJGZQIRQCIWEQBAIFVXERBDDVRWOHOXACAEINNIBTRLVRZY,Ciyalk,PNM Resources,,xebltzmcepvugrzb
4.0,Dua14305,r,682.0,,1.0,189915.0,61.0,0.0,M,Dawson City,Manitoba,Ecmemcllwh,3727747.0,1-606-842-8119,Canada,wpmacg,bjxlhvtbsnsxtkdtjuwnxjbxpwgnyobdtmsrjfwtbkyrnotgsxwtjnjgcntcqeoqb,uohlpsuqoop,Enbridge Energy Partners,F,Duafohalqyofmxwzjoe
4.0,Ioa14306,,793.0,R,0.0,,77.0,1.0,W,Idaho Falls,TX,Zuxanmetumhjwjjonesplgaf,170430.0,1-974-230-8099,United States of America,Pgorsuicgojdubjdzwkadpcfgnqkemrcpmbr,Twdhckqbgciaqstyffmvi,Fcosbwdquvgp,Universal Forest Products,,Ioawuwfgbsqmbbqytjnrtecxha
2.0,Ehv14307,,495.0,O,5.0,104305.0,52.0,5.0,U,Sioux Falls,CO,VZSEDYGIHYATQKGFPREGPMKCBGAVT,3890558.0,1-642-857-1872,United States of America,ISFQXGGTSJWPRFUTXLHOXBKLQGBTDZUHPGZDSVDRVPEOABAJTRKFPNSQKPHV,Uvholxtwnyalilwrpmvqifpoxqecdlvieohnewjerv,Fajfodp,,f,Ehvtbrbthzzvgskntahvfuhqoh
4.0,bem14308,,596.0,O,3.0,488881.0,47.0,,U,Orlando,VT,ykrazdajvpswfwpihtzggtwpbokla,1250010.0,1-124-073-0068,United States of America,Wrcavolafjtojcsoamioestjqywhcbypentbdocxcwik,Oqmsqnwkuhjesurxhwfuogxakznsieqsthzuisujqcrl,eljgzsdexw,,M,bemlaffpagszsgtclde
5.0,Hth14309,,361.0,O,3.0,,77.0,9.0,U,Huntsville,AZ,jxlzikmpyxioqjslbnwfkhwxjdoxh,3297141.0,1-470-626-5356,United States of America,,hwsbiuowpmsjymjgdnld,mftatyry,Liz Claiborne,,Hthfhylc
2.0,JXI14310,,742.0,R,,,38.0,8.0,M,Lewiston,MO,KYEFB,1486747.0,1-543-781-8820,United States of America,Opkerkfvxmjmtpioevigavcjize,,Mqujkfon,BJ Services,m,JXISGQKMDSXJHJMSMKLWZCTJGNXU
5.0,Cwk14311,,751.0,O,5.0,395131.0,38.0,6.0,U,Lansing,PA,Jzknvjhvgqbmrcbyt,1137672.0,1-146-512-7151,United States of America,XZDSNRBPPMDLUN,hnrybjlimnferqinyopmxrdkyvap,,Expedia,F,Cwkohvevwabejob
1.0,YFI14312,B,582.0,O,0.0,76368.0,97.0,0.0,M,Escondido,ND,dwrroplltlk,3682552.0,1-185-650-3467,United States of America,Prscbvpzkrhtfojftxxlrczibopeuoadgpuvljcaowxmnmsmhk,nsjkqyinmsevhplhtvmddkwaenagubspfdpurmpyoktvbrj,bupkmcujnh,PepsiCo,f,YFIYBIWILWPOTECPWJURVQPJNF
2.0,Uck14313,f,784.0,R,3.0,281155.0,91.0,2.0,D,Baltimore,UT,JMVMARMOVVBXSXTDCUEKX,,1-227-944-0589,Canada,Zchglkkwgvjgivzmhjzpwucxmwywixbmfujwjyuuqrfskxcsyxkxvgnawjcchmifvabmzrsai,Rklogy,IFJUNDEWF,Phoenix,,Uckpipvzijkfgsdvbr
0.0,KXE14314,,627.0,O,5.0,239023.0,40.0,9.0,M,London,DE,gntpwoncljzl,272940.0,1-144-228-8381,United States of America,BAIEQRCUGPMERGBSBCUXTWTAERQQUFTKPSYWBNCQ,xghclbvdybjkzkmvfgwpdu,TVHHEEMOVIRX,Allstate,M,KXEKO
3.0,bcy14315,M,482.0,O,3.0,220595.0,31.0,7.0,,Dallas,ID,Ngtccbomwrlmfgjezpw,,1-713-961-8769,United States of America,Vsxjfgrbmuxpcvncobofaswlcmohvd,Czyfnnluwqhqmtivnhipureoodolorauerrneeapsrhjndn,swvuhmnctpeo,McClatchy,m,bcyngjukvgapzmsyyqgtfdayhr
3.0,OZS14316,,415.0,R,2.0,49702.0,8.0,6.0,M,Rapid City,British Columbia,CCKEXKWEMWXVGMDLVGPTKLQB,473652.0,1-626-942-8519,United States of America,Qmwwinsortkzcwqiowdcvjggpynd,Sphbwzpwzljflrudnfivympmodvvbm,jkebxjl,Helix Energy Solutions Group,f,OZSPSAZSVXKNDSPQPYDRLFDKU
2.0,Ipr14317,,708.0,O,0.0,23367.0,50.0,5.0,M,Peoria,CA,uizvvdmtsmvzcvvnqakkpl,2382860.0,1-286-351-3076,United States of America,RWBIUPAGANJLRHVTTRLXWYUWOMTGOVEM,OMMREKDDNDJAJIBAWFTNLGQQXTCBGVKCEVQGJ,Wureizygtxh,Scholastic,,Iprsrgyi
3.0,mfs14318,a,568.0,R,2.0,399303.0,43.0,3.0,M,Frederick,Alberta,Cnnjqsnqzcp,2025087.0,,United States of America,Ojclvubzbqucwzwqmru,Xudmrpphglvcymygzxvelvnoukdpxfoxmx,Pagcgtomy,MGM Mirage,,mfsrqdvwzolkpesrgyafiq
2.0,Npm14319,,501.0,O,5.0,47756.0,9.0,,W,Nashua,SD,hedpuzwhis,3435641.0,1-584-090-9521,United States of America,Dufqmhljevfxsvgsnfchpymqwh,OOWYOFOCPHCXQEKOYHNISQZBTEOUCBRNVHTMQCOUIOZXK,,USG,,Npmuu
,Erb14320,Q,656.0,O,1.0,231626.0,75.0,8.0,M,St. Catharines,HI,dzmrcxt,3921893.0,1-018-009-6742,United States of America,NDYCXOC,Eristnpbkirzfzpbvliqmoruy,Eqqgesewogx,Cablevision Systems,,Erbbgvkazwf
4.0,now14321,R,813.0,O,2.0,53642.0,85.0,1.0,,Plano,Saskatchewan,Vuxryyepnyjqwuxawvpzfrttgfk,23463.0,1-061-724-0731,United States of America,Rnitgqbckvbmacapggnqlpspmhhbamepvbnigjbm,yqernxamrqymtenqhmosjnaijlefrntewjohdgfbsjsfopnibigaiuxwvryat,Shwejqcjqrh,Protective Life,M,nowevgkkfxpmkhzijfzijewmd
0.0,Koc14322,,388.0,O,2.0,51067.0,44.0,2.0,U,El Paso,NM,Wgfrgypku,3400991.0,1-022-106-1148,United States of America,JSGNSNZBERNSMZNOEMQSLIFSPRGIDKCSVAEEJTJWMVUXKMARCRNPCKHPHKOOMDTZEPWJ,fxiifsg,IVAIJEMBKL,Assurant,,Koctfiwlpgfqtvyksjdhbmdkxfkl
1.0,VCT14323,,834.0,O,5.0,,66.0,8.0,M,Modesto,AK,shqrqqmqbwfhrzhr,2045175.0,1-172-025-6457,Canada,MCJUIHUYNFBWKCGKJJTPCEBZGDCKKP,Kxbuxvwjcdcsghyjkixwjwlrlffqkblgivigqbtthrrrxjsrnndblmqdphnqmsmojmwgfjnwg,Lvlbxcve,United Services Automobile,F,VCTHLENGSMVNKXHCKPGDMIBJSHEQT
1.0,ATH14324,S,504.0,O,4.0,482621.0,43.0,,S,Salem,VA,AKSHJPSZRLRDUTXWGRT,1501916.0,1-721-807-1477,United States of America,pliaqwunlblhjcegyxnbmrulrzevoygfacxvrtkkfoawrbkvpnzrsrvrqothsmutvs,iwuozzhnlypmhrlgtvlcaolxmzgnsbynydocflwpsmnczibwhrtcknkqqtskpxar,Kpizupb,Select Medical Holdings,,ATHJYOVUSO
3.0,Wzi14325,P,727.0,,3.0,75916.0,22.0,7.0,M,Victoria,IA,Xfspavtvxylv,1225797.0,1-759-544-7200,United States of America,wibtfmmtlvwkrstqaowcgofsuppfhfmxoklsroapvowkmiabwdemkklqxaqblawrovpcmpornswvew,VPVKRXGZAEWVSVUVEDVGBMCHFDMVQGLVXKVMDVJIMOWZR,Jbanhfhyoaa,Quiksilver,,Wzizrldxpfllqecqkrakzkpktbff
,Ytf14326,,544.0,O,1.0,360863.0,,10.0,M,Fairbanks,WA,CYNQQ,75912.0,1-761-036-9479,United States of America,eniwhcawlpmuexugsmcolhlknqdfmwfoysvywghasbysbnfpkqmisdbetxwrm,RCSCIFKTPDSTISVGIPUBJNHORNTAZBRCMFWSMMSUJBLNBKNCJ,MMJQJ,NuStar Energy,F,Ytfdgoxzyetqpqagxs
4.0,erq14327,v,783.0,O,4.0,99177.0,82.0,10.0,D,New Orleans,VA,rdsignfir,2377185.0,1-921-064-4300,United States of America,Dlwoslxmfxrlvwkikzfifhnmmctccxoihfilniuxcmcnmfpptxepxgrlcfe,kcuarazshlpnjieaqakmogrnhbwadahvvgarmgrqdwosovxtslbizypvziwuihxrhdt,Cbyfjoljiqin,SAIC,,erqogngd
5.0,Tzz14328,,422.0,O,5.0,30780.0,36.0,6.0,U,Seattle,NJ,fyrusrmsjzpwyktbsxuhfyosvljuqa,48862.0,1-793-190-6995,United States of America,PUNFJ,Ifwexhoegellsvryzojqzhejitzxxiislhuuqnokmz,Mvzogol,Tiffany & Co,m,Tzzinouvwgrtmrobddjnjgw
0.0,NSD14329,w,673.0,R,,434785.0,57.0,8.0,M,San Jose,MO,Ckaadvxjenfvtxggeokemlprpaa,1829664.0,1-480-035-4741,Canada,nttkoueov,Hsvuokbkqptmzixonwpjoxwljhipgasjnplwsjsfshaeewyzbpiucmfuzoiydnbicbqspmrd,sbhnh,Southwest Airlines,f,NSDWECVQE
3.0,Qmd14330,,317.0,R,3.0,404943.0,29.0,6.0,U,Carrollton,WI,Xwcbghnuwkksljfqpqautvmasmah,1073646.0,,United States of America,Bsdujeoaqfaskmtduqxojbtnilvpmgwxdgurrdquwqflu,xxdvsoefkv,Stgcqurnzhz,Masco,M,Qmdqjjdcynpexwmbdlsirrioaqqfkf
4.0,cti14331,K,313.0,O,2.0,116366.0,41.0,,S,Colorado Springs,AR,Cafwojmeenaqjenbcfmnypvqzec,1723913.0,1-845-141-4063,United States of America,Afqemsscdgzrrukthhgdfmpoxzyvjkmxyrmutzuxa,Jwfpmaomgepuzkbkqcwtiszrlvgaesaeyzfkgxmofhgudiryecokqesdbrdyxocg,Uogut,Exide Technologies,,ctiqhwyv
1.0,uvb14332,e,344.0,R,5.0,267173.0,31.0,8.0,M,Reno,RI,Mhhebmqfwyysypkhmeqhzyfkxxmr,1063839.0,1-363-990-6212,United States of America,sttpvlsdxxhywnrygtlortgmepwfszvjhwclzh,yizugxvuqrnstitpltw,nmvangfqf,Harman International Ind.,,uvbzbrjkkgx
1.0,qqj14333,,488.0,O,5.0,322445.0,72.0,3.0,M,Des Moines,MI,fzcjzfvmsbzoxkeu,1070991.0,1-905-625-0625,United States of America,dinvlfjgdsdyiijef,NOIIUIFGZIURHNTPUFJSUPNYCIXQJBIOAWPKMOELLBTIXIDBNWFIQUEMIRVYRFIOCO,Cvwjlfijnqoi,Brown Shoe,,qqjobeciyrqcqq
4.0,mhh14334,,651.0,O,3.0,319200.0,65.0,0.0,M,El Paso,KS,Rtljkubntbstihgyknzyiekxjrpa,,1-668-755-4784,Canada,,Oxkkkj,aozfxaajoejj,Brunswick,f,mhhsiqfbjarmngjg
5.0,zbk14335,L,514.0,O,3.0,277469.0,16.0,2.0,M,Pittsburgh,TN,Tgkqvwbbgghylpt,,1-445-639-4001,United States of America,Eoudntomjhusoomtonuhkigbgigibijivjfufcysemhkaaihclafxtyfjnpdgad,cdzlqbie,Hxhawt,Eagle Rock Energy Partners,m,zbkggxaayqanfchswffyljgrs
0.0,jcj14336,Q,310.0,R,5.0,462515.0,32.0,5.0,S,Mesa,MD,nxupkfqlmyceidhasjfcvdcrjz,351485.0,1-144-686-5831,United States of America,ZKSFSGLPYSHISOYMYVYCZBIGLGOILDAZJTXKRWITKLOEMHKUTYTJJMRWXEYDIOD,DJDQPSAAIQZFROXDPORMXJRAIDXRMWZTFRVQ,Ycdnf,NBTY,,jcjcponwrrazz
0.0,erb14337,n,584.0,O,3.0,,39.0,7.0,M,Lubbock,KS,Zlqgkudxsrctfzeldlfhtdypoxvwhd,2510378.0,1-880-624-0318,United States of America,baaadx,rnwmgbjyqgizuielzzenpkuirexqcqzxmmgiosisgljyrffmdzlgxqmjxqxmbmwbtgtxpluscsquulda,Tjdpaybhd,Paccar,M,erblxbbedaigwlnjsjdvrklxmgp
2.0,exd14338,,778.0,O,,35561.0,7.0,6.0,W,Palmdale,New Brunswick,vckhjpoekoiddudehmaeffbv,268764.0,1-817-633-1185,United States of America,Uklxjvwmjnznjfjleryfuctlhavcnoazwvwhabpndk,Tdogaggbwsbpuiogypdduvsnmsreglumddvqhuctlbhmbpqezovjzytlxvcsyyryyruqrknlowdlgish,Ekthoxbbcsx,Granite Construction,,exdjtmnneaivqj
2.0,IWX14339,,653.0,O,4.0,370801.0,56.0,3.0,M,Augusta,LA,tocqkpetugfsngbtmuxeqrdyll,634180.0,1-998-055-4109,,fcwtcnhgvvdetrvrwcxy,cdbhjkilacxcfkddgxrli,Eztsudebhc,Flowers Foods,,IWXRRUFAJHXRSH
3.0,Amh14340,,374.0,R,5.0,360406.0,46.0,9.0,W,Little Rock,Prince Edward Island,Wbcxxecw,741713.0,1-949-660-8555,United States of America,Vllqhtcagmdibgmxolzbkxhlnuti,,RXUNBJC,Jones Lang LaSalle,,Amhvifssua
4.0,VNU14341,,,O,0.0,495672.0,47.0,10.0,U,Lansing,GA,Jmbye,3312281.0,1-776-320-1845,United States of America,Hejjtsjcwzexyiixnl,Zifqrdallabqqdhkqafwsdedtbjvcskalqgwvpaxbgrrfjwc,Xoxkhmw,Affiliated Computer Services,f,VNUTSMVFGINRBGEAFQNYJUKTI
3.0,Kef14342,,850.0,O,,95371.0,67.0,10.0,U,Nashua,MS,WSKJKUORGYUCVRDRAUKSKXUWMX,1181115.0,1-808-615-6450,United States of America,Lngznrfasanaxbnwnctgvhdqnbxz,Bhcglisimgbtqviqwloyrdrmovxfqialwcklousvtmldpbogxwhesasdfamjsielipha,GRUKP,Eastman Kodak,,Kefjpwrfnqehlvrzvod
3.0,zmg14343,,662.0,O,1.0,123369.0,74.0,0.0,M,West Covina,AR,QHDLUOE,3555262.0,1-276-622-7430,United States of America,xiazcqdrxfkkxwwarvrsybirwghtmmeqetvlhruddjxbghudhsc,Qpmunwhrcfmkjoffucsrkflwrzwbyhaxgqehljygfdqmlhnustkdxofoltjwszhexv,Kvezidlpkxf,MSC Industrial Direct,,zmgfzyzgzwtappxa
4.0,Klc14344,,319.0,R,5.0,,23.0,5.0,M,Salem,OR,zpmxxmdxrjiikcfqebf,3492950.0,1-361-761-1014,United States of America,twexxzzxkqnaaxdafsmbkgwmtbpqknbyhoszmipouadriehgpnan,Sodmqzdvxvxwpvvwekmahpsgzg,kfqcierv,Aventine Renewable Energy,,Klcrqddaqgzwisrdh
1.0,qox14345,L,767.0,O,0.0,367473.0,69.0,4.0,S,Missoula,AL,ugjffyztnmzuvcchh,546227.0,1-938-861-8366,United States of America,qpywnvpuskvnrjhutwjrtcumm,rowdvweumdptdewntleb,Yaxooyzpr,Comerica,,qoxtadonvzwjefhdgth
2.0,Fih14346,,797.0,O,5.0,159505.0,88.0,3.0,,Cedar Rapids,TN,EMXWJJNGCVVV,3943292.0,1-086-212-1033,,Nagpmotucxoqihbnktbepexgwlpnwubfhguuggmuhxudhicpbxsysthrjddv,ZUZVUBICWELGVJBUIOV,cumtqqjaol,Constellation Energy,M,Fihuafsb
1.0,Wla14347,g,462.0,O,1.0,73697.0,31.0,,U,Escondido,ND,Vfrczmppgwha,1814873.0,1-443-304-9881,Canada,Vxaxofjygxjwivpkukfpbftfzfzoxwatuurvlrmipjbw,IVDPNUDHJPOBZQMMJMEVMESMMPQKDCOOLBQPTVBFODQGNFHTTUY,bluxx,Wesco International,,Wlaskykfijcgfflwmxr
4.0,YHN14348,S,554.0,U,3.0,,13.0,9.0,U,Little Rock,Alberta,owfnqflvracluzxpu,3626487.0,1-467-727-9361,United States of America,Jouremutmxemkqxgjvmcl,eaeybfkbxnkqgekxjftt,,Neiman Marcus,f,YHNFGWGBLAALQDDNORYEJRXUIDUUO
0.0,QIJ14349,P,557.0,O,4.0,307020.0,45.0,3.0,M,Santa Clara,OR,Cujslftynacbnsngepi,2109166.0,,Canada,Hkfgzvxavwgwasrmzrdovtuqsbsvgnoajlvxrakcomaaxnyfiprlxxixmelbsvqhhtcrltsjerazri,Lhvzikmjoozosvfiwwwbbpefqaykpgvgvorgyjhgywzrneigvksyuarresdqruolhgqsfrtxlvdkr,Pswaxar,Mercury General,M,QIJSJHIMKREED
4.0,USM14350,,654.0,R,5.0,320661.0,9.0,3.0,U,Oakland,NJ,GYXTKEYFHE,242007.0,1-724-945-7374,United States of America,Zodefqumlptgvwuapxcsikojewwwd,Dvhaoqgyurcndvjtobtgxkudpnvrhsqtxvt,icalfawfhp,Intuit,f,USMICCVRTQZCJY
2.0,Lea14351,M,683.0,O,2.0,322224.0,79.0,2.0,S,Palmdale,UT,Ynbhpqgsnnytd,1491431.0,1-576-834-0148,United States of America,kgejedyoyuxwtfrjcatfbnxzoilhwincluhywejpkyakxgnmkawuqh,Qdullie,mtssxeoer,McGraw-Hill,,Leaoydvpypdihpruxreemzmlh
,Stf14352,,632.0,O,5.0,480261.0,30.0,7.0,M,London,OR,scnoqbfwgmjcyqg,2342083.0,1-491-986-9352,United States of America,Cospsryjm,TDURPSLNGQRXBEDLMBFMGIHQVGLHRCCVFTXKBYSJUIGWJBHLEW,Bgfmvfgaot,Energizer Holdings,f,Stfkvlayoj
2.0,WKZ14353,N,,R,5.0,366909.0,12.0,10.0,U,Savannah,HI,pgrwloanurqauscg,385957.0,1-077-763-4195,United States of America,,hpvptsnjiijimkdkwlewxqkjattliqmttvkgzujoavrpnemdzsldjagcaxjvfwzpzmvsszqnujxkb,Ddkwsvasubz,Intel,f,WKZXFVPDTDAEYVGUWA
1.0,lsd14354,e,688.0,O,5.0,478958.0,14.0,1.0,U,Tucson,MD,Yunsifljyfhbebdyqjgxdjqg,3302731.0,1-324-594-6236,United States of America,Ueccnfmfffnvfnteojsacgunpqfbvbjbcyihbylwnf,CXRTIMRHDSPNOAXJUMGN,QFCQD,Sonic Automotive,,lsdmhejcpwsikot
2.0,Qhp14355,J,588.0,R,5.0,266268.0,54.0,1.0,U,Springfield,CT,Wqfcpcmxsjkpvgbqprd,173992.0,1-964-033-6924,United States of America,Acjugchdjygulznemslpreeqsqkcisgamtyoqusqxvjdgyqhwsbjjpkidhfwrrkgrhvz,UXVISTGGSFNAPBDWNUGYCDZPBGIBUSTBWNMNPIQYPKBTC,Svntmlnxqlkb,Symantec,,Qhpubxoaswy
3.0,Ozz14356,u,637.0,O,3.0,405417.0,88.0,10.0,M,Fargo,OH,Jubvcqgapplbjsohylaijuxec,980268.0,1-050-018-2160,United States of America,Fpksmnsemunilmwiwbrolhwdykpfojskdcgukshdtlqomcscoiocwilysehamgrunmxsiwdmpqszcurg,Diqdfkubaobqgmopblxliqapdtpvul,,American International Group,,Ozzstmwvaqdrfe
1.0,jna14357,,640.0,O,3.0,132516.0,2.0,8.0,U,Bellevue,NM,wpvbgvkfvxpetzqpqxepdcqeqnkuwd,662673.0,1-675-855-7571,,awauyjbtdmigcquoyhinnijerpbrlsalqhqtcshbdfpotwfkuhtasgslvdheoczpzuezhonbfupwplwk,Wvqakhqejamchueaqtomqekubzbjbdyrtwpghqjnnahcxkuiacwcxy,UEQMMEZVLG,Perrigo,,jnaseaiqlgfhdcqiqwnurahscjl
3.0,Lpb14358,,761.0,O,4.0,429271.0,61.0,3.0,M,Birmingham,MS,dvldsdb,498358.0,1-081-314-7289,United States of America,Rtuuyvnecqpwgvpiniufcygxzhgltpenqxdcfvozwcwycpvindhuifmjjafi,Zsoydvmvolkvjzeh,Mnfuvdrqd,Cracker Barrel Old Country,m,Lpboyjkcgumzrejefeqeweausclc
0.0,UEP14359,X,775.0,O,1.0,184507.0,14.0,1.0,W,Orlando,NC,Gafwsfwimxqjbrk,3623607.0,1-259-486-5647,United States of America,Zcrozcwfxxwabmnirtrvenkgesqriljkhezlk,oxwhvinfcgilspwvxtabjusdswc,Vdxxwwzjcss,,,UEPRDRNMBCSHMOBOJY
