AgencyID,Income,City,AddressLine1,NumberCreditCards,PostalCode,NumberCars,NumberChildren,MaritalStatus,Age,CreditRating,OwnOrRentFlag,Employer,NetWorth
SKR3293,382118.0,San Diego,23519 towerwood rue,0.0,10138,2.0,1.0,M,,827.0,O,Oshkosh,2763474.0
lar3294,336386.0,Dallas,24438 cedar springs avenue,0.0,35859,0.0,4.0,D,98.0,527.0,U,Allegheny Technologies,3055538.0
Sol3295,391450.0,Washington,6920 CHEROKEE NORTH,4.0,E7N 1Q8,3.0,4.0,W,36.0,850.0,R,Toro,23059.0
Wen3296,450992.0,Oklahoma City,24185 shallowford lane,5.0,e7o 1j8,4.0,4.0,S,36.0,510.0,R,Graphic Packaging Holding,52980.0
SHA3297,211027.0,Baltimore,21891 dewey street,4.0,77227,1.0,2.0,S,52.0,542.0,R,Jones Lang LaSalle,2963689.0
Run3298,233912.0,Regina,11447 bernard south,8.0,H2g 1w8,3.0,1.0,M,17.0,713.0,R,Parker Hannifin,2945990.0
Roe3299,61246.0,Riverside,14295 TEAL LANE,9.0,14222,4.0,1.0,S,61.0,312.0,U,KB Home,2626650.0
Lun3300,292417.0,Oshawa,11117 archer park,1.0,92809,1.0,3.0,U,56.0,681.0,O,MPS Group,1242353.0
Lov3301,277690.0,McAllen,9729 cliffbrook north,0.0,M3V 1K4,3.0,1.0,S,89.0,550.0,R,Xcel Energy,3037579.0
RUM3302,374979.0,Las Cruces,20773 HIGHLAND DRIVE,10.0,77245,0.0,3.0,W,,348.0,R,NuStar Energy,2015321.0
Hus3303,333043.0,Fremont,15915 HIGHLAND PARK DRIVE,9.0,H7h 1s5,3.0,3.0,U,58.0,610.0,O,First Horizon National Corp.,2425640.0
Hae3304,361261.0,Missoula,24250 summer south,7.0,Y1a 1f2,1.0,,W,55.0,553.0,O,Rockwood Holdings,1803577.0
COO3305,104835.0,Tampa,9146 pacific avenue,10.0,V5a 1n9,4.0,,U,11.0,305.0,O,Aetna,530608.0
Mol3306,112154.0,Jacksonville,19112 minot street,2.0,V6S 1U3,1.0,0.0,,22.0,598.0,O,Energy Future Holdings,3768839.0
art3307,151140.0,Tulsa,23449 HOWELL STREET,0.0,t5d 1u7,2.0,4.0,U,57.0,491.0,,PPG Industries,3477168.0
tud3308,126084.0,Brownsville,909 sienna drive,7.0,98409,0.0,5.0,S,93.0,446.0,O,,1645651.0
kea3309,104867.0,Alexandria,9179 eagle way,5.0,10710,4.0,3.0,S,43.0,604.0,O,Wendy's/Arby's Group,2267029.0
Ser3310,275600.0,Irving,908 foster west,9.0,A5d 1b9,2.0,0.0,S,85.0,302.0,O,SunTrust Banks,3230496.0
FLO3311,197181.0,Philadelphia,22892 AVALON NORTH,3.0,H2f 1y5,5.0,3.0,D,55.0,435.0,U,Administaff,2411438.0
Sal3312,377273.0,Hay River,18978 bellevue park,8.0,75249,2.0,4.0,M,57.0,563.0,O,Applied Industrial Tech,2493000.0
dau3313,,Laredo,17818 coventry court,9.0,36184,3.0,1.0,M,54.0,729.0,O,Cooper Tire & Rubber,2091867.0
Bel3314,93428.0,Pittsburgh,4966 westpark south,10.0,60691,0.0,1.0,S,70.0,590.0,O,Goodyear Tire & Rubber,3525572.0
Yed3315,,Columbus,4861 cartlett south,2.0,02135,1.0,1.0,W,59.0,475.0,O,Questar,1633097.0
Kuc3316,431883.0,Philadelphia,22025 gramercy court,8.0,89126,2.0,4.0,D,85.0,731.0,O,Constellation Energy,2032506.0
Kle3317,43595.0,West Covina,20901 ashley north,4.0,76144,,2.0,W,15.0,646.0,R,Thermo Fisher Scientific,3159891.0
MCL3318,470611.0,Stockton,4822 michaels north,5.0,75054,3.0,0.0,S,37.0,660.0,O,Tiffany & Co,1156054.0
Drw3319,63085.0,Aurora,3909 marcus road,,10143,,0.0,M,24.0,816.0,O,,2140042.0
rex3320,298554.0,Pueblo,23181 cantey court,0.0,93539,2.0,3.0,M,,674.0,U,Charming Shoppes,335274.0
KEN3321,2548.0,Salem,15633 landmark park,0.0,19063,0.0,4.0,U,38.0,660.0,O,Great Plains Energy,1453069.0
soo3322,328927.0,Hartford,18642 ashford rue,1.0,14619,5.0,2.0,M,13.0,541.0,O,Oil States International,2096164.0
jue3323,96957.0,Yonkers,24896 WRIGHT EAST,5.0,93340,3.0,3.0,S,,642.0,O,Omnicare,2977632.0
Lak3324,4721.0,Cincinnati,8294 burrell court,6.0,H2g 1y1,1.0,2.0,D,29.0,549.0,O,Morgan Stanley,123370.0
Mal3325,269968.0,Philadelphia,9536 innsbrook west,5.0,75186,4.0,3.0,U,36.0,509.0,O,,1455600.0
Gor3326,78182.0,Hull,11323 clifton east,5.0,H2g 1y8,4.0,0.0,S,47.0,487.0,O,Chesapeake Energy,2548585.0
KIM3327,391143.0,Grand Rapids,23011 LA CIENEGA LOWER,4.0,T6a 1a9,0.0,3.0,U,48.0,385.0,O,AnnTaylor Stores,1266363.0
REV3328,129052.0,Tulsa,12782 lenwood south,1.0,97306,2.0,0.0,D,85.0,713.0,O,Philip Morris International,2798682.0
Sch3329,66923.0,Seattle,20813 lamar park,10.0,V6f 1r9,2.0,2.0,U,27.0,714.0,O,,3269981.0
FAN3330,228523.0,Glendale,3855 cantey drive,2.0,V6r 1t9,4.0,2.0,M,87.0,525.0,O,Air Products & Chemicals,2723466.0
BUS3331,495597.0,Oklahoma City,4059 bannister park,3.0,10124,,1.0,D,69.0,702.0,O,Viacom,2964004.0
SZY3332,420635.0,Chattanooga,22105 grandview park,7.0,V6O 1R4,5.0,0.0,M,36.0,711.0,R,Fannie Mae,134053.0
HAL3333,,Montpelier,10117 college upper,2.0,V6o 1v5,4.0,4.0,S,44.0,396.0,O,AmeriCredit,2986178.0
KRI3334,269274.0,San Bernardino,4801 spaulding park,1.0,35894,3.0,2.0,,16.0,755.0,,Kindred Healthcare,
Hea3335,86325.0,Fairbanks,16520 hemphil north,7.0,85077,4.0,3.0,S,99.0,728.0,R,Cabela's,3530416.0
upd3336,430676.0,Hayward,9479 oliver lower,9.0,m5b 1z2,2.0,0.0,U,34.0,713.0,R,Ecolab,3595488.0
Fis3337,62829.0,Dover,19611 mesa lane,10.0,e4a 1s6,3.0,2.0,D,31.0,628.0,,Del Monte Foods,2787063.0
Wyl3338,255133.0,Hampton,18648 butler boulevard,4.0,39201,4.0,0.0,,89.0,837.0,O,Service Enterprise Group,3190159.0
Kin3339,429255.0,Dawson City,14770 tartan upper,7.0,V6x 1v6,5.0,0.0,U,71.0,518.0,O,Broadcom,3818744.0
hol3340,44186.0,Houston,19923 MAIN AVENUE,6.0,V6Z 1W7,2.0,5.0,U,34.0,534.0,O,Avnet,1794775.0
dun3341,15073.0,Moreno Valley,3020 FOX RUE,8.0,T5D 1L5,4.0,3.0,M,47.0,421.0,O,Time Warner,591506.0
DEH3342,178016.0,St. Petersburg,8096 NORTHLAND ROAD,2.0,99765,0.0,2.0,M,58.0,511.0,U,United Rentals,2544490.0
mar3343,201029.0,Charlotte,7142 brandywyne park,4.0,85238,1.0,2.0,W,49.0,511.0,O,Staples,2707663.0
Lab3344,243122.0,Philadelphia,12813 bolton court,10.0,90120,4.0,2.0,M,,476.0,O,Western & Southern Financial,137707.0
rus3345,482715.0,Santa Rosa,13094 BOQUET SOUTH,8.0,V6p 1p2,1.0,4.0,U,94.0,780.0,,Pinnacle West Capital,
CAG3346,470391.0,Missoula,16757 highland way,9.0,93064,2.0,5.0,W,91.0,669.0,O,CC Media Holdings,2867568.0
cog3347,346855.0,Huntington Beach,4822 michaels north,1.0,T6d 1k4,5.0,0.0,M,97.0,718.0,R,Newell Rubbermaid,1290762.0
JAG3348,301457.0,Hollywood,1426 basswood avenue,4.0,99665,2.0,4.0,M,40.0,385.0,O,Cimarex Energy,2683051.0
Ric3349,335394.0,Windsor,17183 WATTS AVENUE,3.0,93844,1.0,1.0,U,9.0,714.0,O,,1983893.0
hat3350,282865.0,San Francisco,20658 KERRY SOUTH,1.0,94474,3.0,1.0,S,55.0,327.0,O,Furniture Brands International,1220684.0
Rah3351,2281.0,Baltimore,9609 kentucky road,7.0,T5A 1W6,3.0,3.0,S,50.0,819.0,O,PepsiCo,230189.0
Les3352,117678.0,Salt Lake City,4842 leon boulevard,3.0,m4k 1o1,1.0,5.0,M,18.0,712.0,O,Western Union,666362.0
coo3353,478553.0,Columbia,7879 park hill court,1.0,T6D 1F3,2.0,0.0,U,2.0,695.0,O,Devon Energy,351198.0
Str3354,466192.0,Cheyenne,20839 HUDSON STREET,1.0,53218,4.0,1.0,,34.0,826.0,O,Black & Decker,1715648.0
kli3355,173546.0,Costa Mesa,7658 winifred street,6.0,95259,0.0,1.0,M,57.0,561.0,O,Discover Financial Services,468935.0
Myr3356,263174.0,Warwick,22232 south drive,10.0,10113,1.0,4.0,M,92.0,330.0,O,Snap-On,2701186.0
MAI3357,244877.0,El Monte,18065 gale lower,1.0,V5d 1n9,0.0,3.0,M,89.0,470.0,O,Cummins,3362955.0
MEN3358,181028.0,London,8763 planters wood north,0.0,32218,5.0,2.0,M,44.0,402.0,O,Genzyme,1656972.0
DAR3359,357351.0,Bridgeport,23366 winston east,1.0,H2F 1W1,1.0,2.0,S,45.0,751.0,O,Jo Ann Stores,1762024.0
Mau3360,,West Covina,14050 BURNETT LANE,9.0,59403,3.0,1.0,M,48.0,741.0,O,,2895921.0
Mac3361,426187.0,Elizabeth,14497 frostwood boulevard,2.0,t6a 1g4,4.0,2.0,M,34.0,551.0,O,Ingram Micro,1783993.0
Owe3362,89875.0,Ottawa,12037 overton ridge upper,4.0,10113,1.0,1.0,D,23.0,466.0,O,Jarden,3266104.0
Svm3363,458984.0,Mesquite,10608 bissonnet road,10.0,90859,2.0,2.0,S,10.0,431.0,R,Rohm & Haas,1706618.0
RED3364,71208.0,Moncton,13151 cleburne north,8.0,v6w 1v9,4.0,,,88.0,655.0,O,Principal Financial,1985991.0
rid3365,318672.0,Fort Wayne,11120 GRAVES EAST,7.0,92194,5.0,1.0,S,97.0,783.0,O,Urban Outfitters,
lan3366,459796.0,San Francisco,9177 wishek park,10.0,80074,1.0,2.0,U,86.0,794.0,O,Convergys,411562.0
Mci3367,251148.0,Calgary,22892 SYCAMORE SCHOOL WEST,6.0,68508,1.0,0.0,M,94.0,655.0,O,Coach,615892.0
Rud3368,277878.0,Pembroke Pines,21404 sheriden south,,91358,3.0,4.0,S,93.0,390.0,R,Total System Services,441946.0
emm3369,142745.0,Lafayette,2476 concho drive,10.0,81009,5.0,5.0,S,66.0,613.0,O,Biogen Idec,1911238.0
SLU3370,441404.0,Inglewood,14227 flynn park,4.0,94591,2.0,5.0,U,4.0,615.0,O,Lockheed Martin,364505.0
Pag3371,37980.0,Kitchener,18591 chapin road,4.0,98408,1.0,5.0,W,21.0,659.0,U,WellCare Health Plans,3013000.0
Pet3372,358163.0,North Las Vegas,7819 green park,3.0,94497,5.0,4.0,M,23.0,418.0,O,Windstream,3776334.0
Haw3373,98207.0,Bridgeport,9761 LYLE EAST,0.0,77079,3.0,5.0,U,32.0,598.0,O,Pactiv,1109889.0
Wen3374,423160.0,Tulsa,10363 BOLT BOULEVARD,3.0,32831,1.0,5.0,M,36.0,450.0,O,Albemarle,28555.0
Gob3375,481788.0,Peoria,5935 MCAFEE PARK,7.0,55125,4.0,1.0,M,76.0,617.0,R,Snap-On,727865.0
Zar3376,261106.0,Syracuse,22174 blalock east,0.0,h5l 1o1,4.0,2.0,,66.0,848.0,O,Roper Industries,2959175.0
st_3377,,Las Cruces,1104 century road,10.0,99625,2.0,4.0,S,89.0,804.0,R,CVR Energy,429620.0
Tod3378,143732.0,Warwick,9521 BAILEY EAST,,t6d 1a5,3.0,5.0,D,24.0,836.0,O,Darden Restaurants,564934.0
lah3379,491490.0,Tampa,13936 mosshead upper,9.0,19206,3.0,1.0,M,27.0,390.0,O,National Life Group,2336187.0
SET3380,286452.0,Long Beach,8921 rampart court,9.0,T5a 1n1,2.0,1.0,U,93.0,331.0,O,Aventine Renewable Energy,1811992.0
bat3381,41823.0,Dayton,2415 edgson drive,0.0,V6z 1t6,4.0,5.0,U,77.0,315.0,O,Mutual of America Life,959778.0
bro3382,211608.0,Irving,2116 whistler upper,8.0,T6c 1k1,4.0,2.0,U,87.0,704.0,O,Spansion,822765.0
TRE3383,346987.0,Burlington,15589 BEATTY ROAD,7.0,93542,3.0,1.0,U,62.0,453.0,O,Sovereign Bancorp,956916.0
Pcs3384,381048.0,Paterson,16592 creekbend street,10.0,V6S 1W7,3.0,5.0,W,96.0,840.0,O,Arch Coal,707339.0
Dan3385,37944.0,Winnipeg,12584 airport drive,2.0,58503,0.0,0.0,D,29.0,310.0,O,Buckeye GP Holdings,3305966.0
Noy3386,145101.0,Sudbury,11671 WATHAN NORTH,9.0,77282,1.0,2.0,S,47.0,437.0,O,Integrys Energy Group,2086553.0
Sum3387,383064.0,Modesto,18909 hawkins way,10.0,93653,1.0,2.0,W,9.0,401.0,O,RPM International,1083042.0
Bra3388,126395.0,Houston,22153 pinesap drive,5.0,t5d 1r5,1.0,0.0,U,6.0,323.0,,UAL,3238585.0
SEE3389,264370.0,Saskatoon,7357 CROSBY DRIVE,1.0,v6t 1s8,2.0,3.0,S,26.0,574.0,U,Polaris Industries,3126495.0
Sie3390,473420.0,Arlington,17676 rusk street,0.0,70811,0.0,5.0,,30.0,493.0,O,Comcast,1445421.0
sha3391,338039.0,Lowell,10484 waverly road,4.0,31401,4.0,0.0,U,8.0,836.0,,Family Insurance Group,2252677.0
ber3392,434091.0,Portland,685 queensbury east,9.0,19201,5.0,,S,55.0,636.0,O,,1495396.0
Kal3393,88833.0,Hayward,9585 sun tree west,1.0,T5c 1v9,2.0,,M,,513.0,O,Total System Services,3566392.0
Maz3394,280420.0,Coral Springs,22801 meadow lake road,9.0,78750,5.0,4.0,U,60.0,735.0,O,BMC Software,3205027.0
unk3395,487472.0,Las Vegas,20839 hudson street,4.0,58106,2.0,4.0,,,692.0,O,Chubb,2460843.0
Nai3396,297230.0,Livonia,19730 burgoyne lane,8.0,96803,5.0,0.0,S,5.0,665.0,O,American Electric Power,1532374.0
Sho3397,264666.0,Fort Worth,512 northland street,10.0,M2q 1f9,1.0,5.0,U,17.0,762.0,O,Mercury General,1605720.0
Mar3398,477693.0,San Antonio,18390 martins east,6.0,91225,0.0,4.0,W,46.0,799.0,R,Oneok,154727.0
Kol3399,74656.0,Lancaster,15960 ST. PHILLIP BOULEVARD,8.0,88005,1.0,5.0,D,52.0,,O,Temple-Inland,2152460.0
Kea3400,461733.0,Kitchener,11414 jay street,1.0,23221,3.0,,M,96.0,404.0,O,Cabot,310519.0
VLA3401,97369.0,Sioux Falls,1989 frailing avenue,1.0,43613,2.0,5.0,M,18.0,699.0,R,Pepsi Bottling,930004.0
bro3402,154166.0,Tucson,3692 EVANS NORTH,5.0,T6d 1j4,4.0,3.0,M,83.0,558.0,O,Motorola,574419.0
Abo3403,350033.0,Charlotte,24427 bay lower,7.0,T6b 1e6,,5.0,D,89.0,487.0,R,Energy Transfer Equity,2699006.0
Bou3404,417698.0,Saint John,23606 highland lower,7.0,v6l 1t8,4.0,,U,81.0,654.0,O,New Jersey Resources,
SPE3405,81228.0,Oshawa,7052 alamo street,10.0,M3V 1K9,3.0,1.0,M,2.0,357.0,O,Expedia,2832793.0
STR3406,459497.0,Baton Rouge,12557 kelly boulevard,10.0,77162,4.0,4.0,U,30.0,768.0,O,Rockwell Collins,3235144.0
Van3407,358145.0,Macon,24400 sycamore school boulevard,7.0,21277,5.0,0.0,M,43.0,556.0,O,Newmont Mining,176503.0
Vog3408,240186.0,Hay River,22282 bramblewood park,1.0,V6h 1s9,5.0,1.0,M,88.0,475.0,R,Southwest Airlines,229963.0
Far3409,315129.0,Arlington,497 STONEHILL LANE,5.0,t5a 1w3,4.0,2.0,M,99.0,636.0,O,Convergys,2599351.0
sta3410,28347.0,Lewiston,18787 englewood park,8.0,63178,1.0,0.0,M,4.0,588.0,U,Solutia,2602155.0
Pls3411,158254.0,Macon,18008 furth lane,2.0,v6m 1u5,0.0,1.0,M,76.0,750.0,U,Atmos Energy,1368220.0
Har3412,420511.0,Lowell,11529 arcana boulevard,2.0,T5C 1M1,0.0,1.0,,1.0,525.0,O,Kindred Healthcare,319698.0
bra3413,462815.0,Palmdale,2995 robbins south,7.0,82602,2.0,5.0,M,79.0,347.0,U,PetSmart,1843380.0
End3414,239973.0,Buffalo,16787 broad drive,7.0,06128,0.0,5.0,S,92.0,726.0,O,H.J. Heinz,2299470.0
Bla3415,179215.0,Jacksonville,18955 spruce street,7.0,94382,0.0,4.0,S,52.0,549.0,U,Sanderson Farms,1856207.0
dut3416,373575.0,Fort Smith,23017 altamesa east,5.0,92821,3.0,0.0,U,7.0,812.0,O,,
Osk3417,224817.0,Jersey City,18525 clark rue,6.0,H6D 1Y9,4.0,5.0,M,,836.0,O,Aleris International,1414911.0
MAR3418,288524.0,Simi Valley,14728 fleet west,3.0,22328,5.0,5.0,M,55.0,529.0,R,AptarGroup,1710757.0
Tes3419,453711.0,Biloxi,20716 knowles drive,9.0,92868,0.0,5.0,S,83.0,377.0,,Robert Half International,
Dal3420,432073.0,Greensboro,16982 westella way,,T5b 1j3,3.0,3.0,S,60.0,447.0,O,Liz Claiborne,114783.0
Bal3421,212205.0,Aurora,17481 spectrum avenue,10.0,v5d 1o5,4.0,0.0,W,65.0,600.0,R,Brunswick,89188.0
COT3422,395145.0,San Bernardino,7160 cannas avenue,,90154,4.0,5.0,S,,753.0,O,Biogen Idec,2604400.0
Kat3423,244121.0,Frederick,10363 bolt boulevard,8.0,M5a 1u8,1.0,2.0,M,9.0,847.0,O,Rowan Cos.,3804946.0
Mon3424,106919.0,Lewiston,23519 TOWERWOOD RUE,3.0,03106,1.0,1.0,S,13.0,335.0,O,Verizon Communications,1368093.0
Cob3425,231362.0,Lakewood,20773 highland drive,6.0,76160,4.0,0.0,M,,,O,Oneok,2826719.0
dev3426,467707.0,Knoxville,2401 stratmore lower,0.0,V6L 1U5,2.0,5.0,S,100.0,313.0,O,Sears Holdings,432458.0
Hew3427,53427.0,Hilo,16364 buckeye lane,6.0,63168,2.0,,M,,373.0,O,Williams-Sonoma,1601345.0
HUT3428,381307.0,Bakersfield,3011 HUTTON CRESCENT,10.0,60756,2.0,0.0,M,84.0,321.0,,Jones Lang LaSalle,3044352.0
MCK3429,462010.0,Berkeley,12066 royalton court,9.0,m4j 1n8,5.0,0.0,U,30.0,790.0,R,United Parcel Service,3976058.0
Sza3430,,Scottsdale,15213 parsons rue,6.0,T5D 1V1,5.0,1.0,S,,574.0,O,Freescale Semiconductor,3357165.0
Dim3431,56637.0,Abilene,16597 kingsbridge avenue,9.0,H2E 1U9,0.0,0.0,D,67.0,470.0,O,Hanover Insurance Group,355063.0
Lor3432,387657.0,Laredo,1879 arcana lane,0.0,94638,,5.0,S,0.0,636.0,R,Dollar General,2108493.0
WHY3433,336501.0,Hialeah,4462 pace crescent,8.0,70837,3.0,2.0,M,37.0,467.0,R,Celanese,2515723.0
Sur3434,397967.0,Amarillo,17752 6th south,6.0,V6B 1S3,5.0,4.0,M,22.0,544.0,,Priceline.com,3370427.0
His3435,233439.0,New Orleans,863 garner avenue,0.0,89161,5.0,5.0,U,81.0,460.0,R,Computer Sciences,3631426.0
Lau3436,496663.0,Corona,10666 travis west,0.0,77257,5.0,2.0,M,73.0,,R,New Jersey Resources,3317103.0
tom3437,60476.0,Colorado Springs,3261 henderson south,1.0,78741,2.0,2.0,M,6.0,786.0,O,,769705.0
HAG3438,41472.0,Bellevue,23348 MISTY BOULEVARD,8.0,80212,1.0,,M,88.0,820.0,O,J.M. Smucker,1341885.0
Tra3439,220241.0,Buffalo,11673 highland park court,5.0,90180,5.0,5.0,U,50.0,502.0,O,Chesapeake Energy,2018893.0
gar3440,127671.0,Houston,22461 morton east,5.0,40505,0.0,3.0,,40.0,401.0,O,Navistar International,3099135.0
bug3441,165530.0,St. Louis,24160 star drive,3.0,90272,4.0,4.0,M,39.0,786.0,O,Cognizant Technology Solutions,613433.0
Hut3442,202553.0,Milwaukee,15832 starling south,,90325,0.0,,S,58.0,461.0,O,J.C. Penney,610752.0
Mil3443,102601.0,Allentown,5083 hunt drive,4.0,68128,5.0,5.0,M,59.0,609.0,O,Wal-Mart Stores,313979.0
DRA3444,4092.0,Omaha,5755 bluff road,8.0,M8B 1X4,3.0,4.0,U,66.0,802.0,O,Great Atlantic & Pacific Tea,562184.0
Ste3445,385353.0,San Bernardino,17536 frostwood crescent,7.0,92403,5.0,1.0,U,25.0,771.0,O,Wal-Mart Stores,
MCN3446,91654.0,Birmingham,22785 peachtree boulevard,3.0,80032,,5.0,D,74.0,304.0,O,Citigroup,1573999.0
ast3447,352098.0,Bakersfield,19332 PAINT ROCK AVENUE,0.0,V6i 1v4,4.0,3.0,U,38.0,361.0,O,Target,2389531.0
Par3448,202346.0,Fort Lauderdale,11850 bellbrook way,6.0,78230,4.0,1.0,M,72.0,696.0,R,Morgan Stanley,2691101.0
Cla3449,70674.0,Naperville,21663 emmonds road,0.0,T5c 1k6,3.0,1.0,U,76.0,744.0,R,XTO Energy,2874911.0
Yu3450,359618.0,Casper,15778 will ross road,0.0,77271,5.0,3.0,M,60.0,747.0,O,Wyndham Worldwide,1226396.0
Agh3451,278614.0,Garden Grove,11309 AMSTERDAM SOUTH,5.0,60813,2.0,3.0,,96.0,580.0,O,Dynegy,670818.0
atl3452,177340.0,Hamilton,9109 western way,3.0,92515,,1.0,M,31.0,626.0,R,Health Management Associates,83619.0
Par3453,438344.0,Columbus,8550 briggs avenue,4.0,77294,3.0,4.0,,27.0,554.0,U,ON Semiconductor,1858744.0
Gun3454,134648.0,Charlotte,8726 shiner lane,3.0,30337,0.0,4.0,M,69.0,778.0,R,FMC Technologies,3440082.0
COR3455,390523.0,Cleveland,9109 WESTERN WAY,10.0,93678,5.0,3.0,S,62.0,344.0,R,Intel,771572.0
WHI3456,196837.0,McAllen,17576 alpine west,2.0,v6x 1r4,1.0,0.0,M,,460.0,R,Regis,2200796.0
Vid3457,57061.0,Hayward,8108 dewey park,7.0,93384,2.0,2.0,M,90.0,738.0,O,,
lef3458,6289.0,Huntington Beach,9513 lancaster east,,94357,5.0,5.0,S,23.0,384.0,O,Brunswick,1638694.0
KLI3459,244074.0,Akron,7075 glen loch drive,8.0,06136,3.0,3.0,S,8.0,476.0,,AptarGroup,966497.0
Gro3460,59165.0,Providence,20808 flint river lane,4.0,68501,3.0,3.0,M,37.0,815.0,O,United Technologies,2287787.0
Dem3461,243695.0,San Diego,20870 charthouse lane,8.0,H5L 1O2,4.0,1.0,U,18.0,459.0,O,MGM Mirage,1238475.0
dra3462,,Montpelier,5385 young west,5.0,v6v 1v9,3.0,3.0,M,86.0,819.0,O,Precision Castparts,
GAB3463,436863.0,Syracuse,24674 windchime court,9.0,50319,0.0,2.0,U,68.0,561.0,R,Broadcom,2489420.0
Vil3464,307862.0,Honolulu,7871 HICKORY STREET,0.0,95209,1.0,3.0,U,13.0,849.0,O,McDonald's,3488808.0
Sie3465,253766.0,Santa Rosa,6420 crestmere east,1.0,37403,5.0,3.0,M,47.0,529.0,O,,3941286.0
pat3466,324337.0,Baton Rouge,8428 roberts way,2.0,78403,5.0,1.0,S,59.0,528.0,U,Lennox International,2648779.0
Rio3467,471478.0,Gary,22986 norfolk lane,10.0,E7o 1o8,2.0,5.0,D,29.0,424.0,R,,2413294.0
Eas3468,265046.0,West Valley,11630 archer west,3.0,V6v 1v4,2.0,5.0,D,100.0,795.0,O,MEMC Electronic Materials,3108332.0
ANG3469,170818.0,Montpelier,11030 CAPITAL BOULEVARD,1.0,85218,1.0,4.0,U,13.0,497.0,R,JohnsonDiversey,2258909.0
UPS3470,381219.0,Newport News,3262 katherine north,6.0,M2R 1D5,5.0,1.0,U,,509.0,O,Exterran Holdings,2752061.0
Ris3471,124125.0,Atlanta,15832 starling south,2.0,85047,5.0,0.0,U,1.0,362.0,O,Amkor Technology,3171540.0
pan3472,24939.0,Sudbury,2518 LARNER UPPER,3.0,77255,5.0,1.0,U,27.0,838.0,O,Zale,3465303.0
ALM3473,440300.0,Pasadena,22386 spanish river lane,7.0,V6s 1q2,0.0,3.0,U,85.0,691.0,O,Prudential Financial,1380588.0
loc3474,59201.0,Hay River,5798 belt line park,6.0,80087,5.0,5.0,D,50.0,846.0,O,Google,3737218.0
Nei3475,319094.0,Montreal,8074 euclid way,7.0,80175,2.0,3.0,M,86.0,426.0,O,Stanley Works,650356.0
Bea3476,135872.0,Jacksonville,1630 LAMBOLL CRESCENT,10.0,48922,2.0,4.0,,10.0,359.0,O,,1118449.0
LAF3477,273547.0,Frederick,287 woodland park court,0.0,74156,5.0,1.0,S,60.0,716.0,O,Nacco Industries,297187.0
Sep3478,131317.0,Columbia,17815 chalmers court,3.0,91202,4.0,4.0,M,19.0,661.0,O,Air Products & Chemicals,977326.0
Sim3479,5637.0,Akron,1989 FRAILING AVENUE,5.0,85034,,0.0,,66.0,,O,KAR Holdings,2069853.0
tih3480,364135.0,Biloxi,2604 CURRY BOULEVARD,2.0,29230,4.0,,S,74.0,747.0,O,NVR,471995.0
LIG3481,292768.0,El Monte,19649 carnation north,3.0,V6g 1r6,0.0,3.0,S,13.0,838.0,O,Mercury General,1908444.0
DIL3482,228700.0,San Buenaventura,23276 DILLBECK UPPER,6.0,M8a 1w1,0.0,4.0,M,38.0,356.0,O,Dillard's,1589402.0
Mcc3483,300707.0,Warren,5714 furth drive,6.0,44320,5.0,,S,82.0,819.0,O,CF Industries Holdings,3016346.0
otw3484,61680.0,Carrollton,19995 basswood rue,0.0,T5B 1O1,5.0,2.0,W,73.0,727.0,R,Supervalu,3675600.0
BOU3485,263790.0,Santa Rosa,23318 grandview street,4.0,S3a 1f7,0.0,2.0,W,29.0,402.0,O,Intuit,789720.0
Fal3486,158790.0,Montgomery,4302 hancock lower,6.0,70137,3.0,3.0,,1.0,374.0,,Eastman Kodak,1888198.0
MAU3487,29607.0,Corpus Christi,21286 greenlawn rue,10.0,27117,3.0,2.0,S,35.0,388.0,O,Mutual of Omaha Insurance,2111067.0
Wal3488,,Ann Arbor,17676 rusk street,,80041,0.0,2.0,M,54.0,601.0,U,Jack in the Box,
Pla3489,457408.0,Edmonton,12470 meadow haven east,1.0,90347,2.0,,M,52.0,351.0,O,A.O. Smith,1009803.0
ser3490,145260.0,Orlando,10033 lake upper,1.0,52406,1.0,0.0,M,57.0,824.0,R,RadioShack,3894610.0
DYN3491,310279.0,Paterson,583 planters wood avenue,6.0,94451,4.0,3.0,W,34.0,698.0,O,Best Buy,1804864.0
Mcv3492,339015.0,Pasadena,2494 tosca road,7.0,H2E 1W8,4.0,5.0,D,39.0,837.0,O,Great Atlantic & Pacific Tea,1508994.0
edg3493,235655.0,London,20215 nealy avenue,0.0,93376,2.0,4.0,M,90.0,463.0,R,Aramark,2036988.0
VON3494,414965.0,Laredo,19295 sweeney road,8.0,H5i 1p6,1.0,1.0,D,13.0,323.0,O,Black & Decker,2578252.0
STA3495,161263.0,Bakersfield,24048 crestmere lane,1.0,H2a 1z8,4.0,4.0,S,94.0,312.0,R,Hovnanian Enterprises,3513822.0
LEV3496,478013.0,Stockton,16660 kelvin park,8.0,M4l 1n7,2.0,2.0,D,83.0,,O,Valspar,94604.0
FOR3497,,St. Paul,18751 LYLE AVENUE,3.0,T6b 1g4,3.0,5.0,U,34.0,703.0,O,Trinity Industries,421335.0
Ren3498,457832.0,Columbus,24130 sunscape crescent,10.0,33189,,4.0,M,22.0,767.0,O,Harsco,2443840.0
SEA3499,125723.0,Seattle,21261 5th park,9.0,77009,3.0,1.0,M,60.0,522.0,O,,3177200.0
