NumberChildren,NumberCars,PostalCode,LastName,Income,Country,Gender,Employer,Phone,NetWorth,State,AddressLine1,AddressLine2,AgencyID,FirstName,OwnOrRentFlag,MaritalStatus,NumberCreditCards,MiddleInitial,CreditRating,City,Age
0.0,,Fxbosela,Fvyfuaf,440602.0,United States of America,,IDT,1-515-718-5794,2967206.0,Manitoba,Ywzwlpbgzbghelopewanvqikjghhuyisdotluwjjvgipyj,Nczojcwsvylqucjndhfpgogxcszurbedcclnnxrqhrcrbumelyspom,Fvy11075,Muokuvcpnckjcdzpcwyaq,R,M,4.0,T,,Abilene,38.0
4.0,5.0,Qnpxm,Aatxxwvepeeaxnltpl,171670.0,United States of America,f,Hershey,1-535-793-1910,3051103.0,HI,Pmjnwwngrcatmarwmbelfpaqvslskrpzqrrrsrjmhrjsisdiwwnva,RAHKFTN,Aat11076,Imxtqeernvfabzvdjqfcmtgxas,O,W,5.0,,677.0,Madison,66.0
5.0,3.0,Psitbcd,YVUWVRPTDLQX,347875.0,Canada,f,W.W. Grainger,1-454-338-9785,1829584.0,NJ,,Oxkisleb,YVU11077,Lxvgsezq,O,S,6.0,l,503.0,Fort Wayne,34.0
5.0,0.0,hhvyvkqoc,WTGVPTBFNQFOBHTISNNVF,375968.0,Canada,,Robert Half International,1-700-212-6458,18097.0,RI,Ebotlsdizdwpngsjwhamnpupydoxchweyncftfvqwf,xlcktdlpqtmezrkvnrikvtfqfkqtzzttpiqjseffwriyiesmrfnzohu,WTG11078,Nthyiootolbioolpphcghjgabqcv,R,S,6.0,,594.0,Lexington,40.0
4.0,0.0,evageqkyoiev,Jxtrgbraex,429326.0,United States of America,M,Agilent Technologies,1-582-981-0119,2822716.0,Alberta,QBNQFXXRMFCUTGUURVETALACFKLSQNWCUEAWAFVKBKSGHTYYYGDITFCNNJTWROFXAZZXVHOPF,lqenbdiosmaxgdxkmwkhntmxwyqwbibzjtvvhztshqxdp,Jxt11079,lftiubmxgmvo,O,S,7.0,R,321.0,Fairbanks,98.0
3.0,5.0,Lslukfrd,Ecbejvfab,225958.0,,M,Health Net,1-487-223-8432,3668879.0,VA,JBNBNGJVUWOFLBUHTTCAIHUYRXPVTRLMSJVQRWDYEEVPQW,Mksghqvfrdjvtasbgdxnoucuzqt,Ecb11080,Bxxpjxcbocsxsxplsdncx,O,M,8.0,,706.0,Omaha,53.0
2.0,0.0,,Rmhuqstbdwnhxszxnosinrithvtxe,112101.0,United States of America,m,Best Buy,1-858-021-1895,517433.0,AK,AUHCKPGZXMFPDTJIJFHXCCTJMKTTMVCOIOFVYLQVHWJTJRRZHJETVFNQMWYLAMYVXVJSZLRUF,jjbyfhzbioaxosipsjoggbfaeamppdznrxortpeoksajqvtwaazdocfhahl,Rmh11081,Ocnclqcosrasbpcrmwur,O,S,7.0,v,408.0,Elizabeth,68.0
4.0,1.0,Jxxcggbstor,yrkrhqnuzsrefopvklgjubofyginbm,34685.0,United States of America,,RadioShack,1-157-653-7284,3645398.0,OR,juqmgqlhcypuiavpqmtlpsmcpcwrrvyrxsetpdwsmtua,yobuewzpivtpboxrijsmzazmnrzdrmzhktofwusqvwrxmqizewibfhjxskwxtdxsoheocbnrxsdi,yrk11082,XFCKFJORKGNHLNFR,O,M,9.0,,499.0,Charleston,34.0
2.0,4.0,lulqy,prmcdvlmzxnpcqv,278951.0,United States of America,,Baker Hughes,1-887-627-5203,392064.0,AL,Ctpmrdzzricaikxvobpmeaeunvkzcindmbywsoojpmlovtstwbv,ibrehvufdrigacfmdmttm,prm11083,AQZPLXG,O,M,8.0,,688.0,Casper,55.0
5.0,2.0,jvhym,Eewngmgbocesgfdzdryufmugci,441073.0,United States of America,M,Allergan,1-507-296-1529,713401.0,ID,OWWIWCDEEDWQVBUOSYQEPWZCKKZYMNKQAKLIKAORZDAHZDZQUKGVZBSOEOQTAVP,DVZYRAF,Eew11084,ghgkfd,U,U,1.0,,619.0,Huntsville,61.0
0.0,1.0,Jcxyuqt,fkayyfym,50524.0,United States of America,M,MGIC Investment,1-076-968-5698,3259486.0,ME,IWLMIA,Meftqhvqlmqbbmpew,fka11085,fhnmvjwtsrrh,O,M,3.0,z,709.0,Torrance,92.0
1.0,0.0,,MPRLFDWDAXYLSEMTRBRHYVDKFT,249921.0,Canada,M,MasterCard,1-878-781-3161,3937473.0,VT,CLEXISTBTLZHXHQRLCJUNJTRYQENZJGVHBCADEBHAEWBZN,Qsqqfgqihyjtvsaitjrvog,MPR11086,paryancbgdonhlghfgdirbrjlcycni,O,M,10.0,R,722.0,Wilmington,59.0
3.0,3.0,pvmfgds,Kuiwxikjhhg,119125.0,United States of America,,Jones Apparel Group,1-500-629-5924,2743146.0,VT,XQWPIAPSBQMXW,Wkvukozkedfwfulewbnjwassnswitabaspdyvixkotlvo,Kui11087,edksfrvrxesroonoowvauzr,O,S,4.0,,729.0,McAllen,42.0
2.0,3.0,OUJAJV,BQJTZNTMEMXRDBFINNGMO,177045.0,United States of America,f,Atlas America,1-881-757-8162,1950959.0,AK,rfqhlhnsbesbqmeeinalhhjpnoakvcrrmzvfelsflo,Uvhkxcshrqmzng,BQJ11088,Ijpvxgtikpfg,U,U,8.0,d,626.0,Rockford,47.0
3.0,3.0,wpemnwp,sgrdtwwlrvlotbcewgupjcttimfs,126033.0,United States of America,f,Key Energy Services,1-702-112-7175,2491256.0,OH,RHISTOQILUDBBBBCDUECWXHRRKMIQYYDUSVJUO,Jplyngclozsouvkq,sgr11089,Ittbwaeevubi,O,S,1.0,t,630.0,Honolulu,29.0
3.0,2.0,Fmnzxomkdl,FUKECOXHNUTBFOUASWJDVX,,United States of America,m,New York Times,1-326-495-2884,1561027.0,Newfoundland,bcjqclwisiawdfnrljajzbkwjgklwolhfwkdb,Oljswqqkzifkdvlzuwjlrnpvcrmddxtkzsyhdwyshgs,FUK11090,Zgnudvdjwgpengxhimvdx,O,W,,z,763.0,Baltimore,
0.0,2.0,,Csutaorcrkqwbifmfil,257089.0,United States of America,f,Coca-Cola,1-992-297-2714,2110041.0,New Brunswick,bacpb,,Csu11091,Usqlxoni,U,M,6.0,d,817.0,Lancaster,88.0
4.0,1.0,Zmecgndtehg,wdiqfkssjtpz,260579.0,United States of America,m,Mutual Life Insurance,1-473-021-3049,2468521.0,OK,Bnjrcpuavbfcrfrcyxwhxpwytdgwzynsvrkijuyi,hmmdylzfeppapupxmeteawdonkjvadpgb,wdi11092,ihctzxpvvxoszykvcmtlhztocwuld,O,M,10.0,W,466.0,Topeka,56.0
1.0,5.0,Euvraoa,wxisdpflnkkugkgtqpoons,394216.0,United States of America,,Int. Flavors & Fragrances,1-842-348-8655,,AR,Zgxfqrvqowdomtwudwpcineqqgqprhvuhnfeduemadcmcvpnniiflchpsf,fikxtyaquammsbgjoymnrbtshevqicjrdtcfpmjtmbpgbxcneizwrwpcxjexyymmuvce,wxi11093,Vxlzokzmkwgvx,O,M,7.0,,761.0,Concord,31.0
1.0,5.0,tturhdszvy,lddsrowjevgmqtqjxzuxadvhxc,74207.0,United States of America,m,Jones Financial,1-756-008-5545,2748773.0,WA,HUFVKWIEXRJMDXJNIXHKQHEBCDIHMBKFBXYFYGBHTKBWJPBJGMGDPMYIQWQJKQTXWQWFXHSM,Oqqswbvspqwcmqohmrwsqnixpngsdjpzkwcklgwkhadgobaptcrbvqexvlnri,ldd11094,Wdxhdlarmveiodvbooriwy,R,U,0.0,i,387.0,Burlington,37.0
3.0,0.0,Lapauantp,uvfhvisixxjlggvqfjdjzmjrwjwquu,40241.0,United States of America,m,DTE Energy,1-417-985-9141,2699979.0,TN,YHTJKTLJLOPMMMIQIZRUKOUGWFHFOOGTUOWLAMJYHUBDVDSOHAKHPQXWNANUXNUH,LLCEIZVCQRPUDQYSOEOJRD,uvf11095,tjtzkecnkgevbszsfchcodlvff,U,M,,A,447.0,Milwaukee,
0.0,0.0,SPHHBD,tmjjfbswxxvbgmspeycqcc,313015.0,United States of America,,Silgan Holdings,1-011-040-5607,3964610.0,IA,GEFQRJIWAQMGOSKTPWJHAEADKAEUQNHUPXRPOEQWTTRGFTVDAMFZJIZFKR,bnjssgtucbcvaltntyitjwjbgrjlp,tmj11096,Xsuyoerodiqdkgcogx,R,U,1.0,F,366.0,Brownsville,52.0
4.0,1.0,Dbgjxrmkoaox,AXGDZDDOHVAAD,,United States of America,f,Halliburton,1-856-569-9363,918583.0,VA,NIWBLHIPASUCLVI,Yfiinuzvvsdwbpvbyswbhplalqtugchoasqmjqairtgymfzehufjeajmiazlcufmiyfkconhbwn,AXG11097,TRTKBIYRICFMVXO,O,M,5.0,,391.0,Garden Grove,21.0
5.0,2.0,,javwvojtgiswlhak,223362.0,United States of America,m,PPL,1-826-034-0495,594191.0,RI,Rzvlaxkmnamfxdfukyxhmqeqvrcyxxrsxilmqnjldhpspnkzai,Xicodkmqrcvaqvuolemhcljvukxbxxojmqirgqsifufxqqdbduyslv,jav11098,xvxoasnzerxhxvjxftbh,O,W,1.0,,345.0,Biloxi,53.0
,,Yfrwbr,QBAWZGUOLXCWLVWOR,,United States of America,,Pulte Homes,1-981-604-9450,,New Brunswick,Cklosnrgmvymanmspnrqsmzixsysvlvkgvyjwpswmjzqfrcrlsbossnb,GEFPACGORJYCOLXGYMEDGMBJOSAJVLC,QBA11099,xkqyvjdwvjsjxjjlfyp,R,M,,X,345.0,Providence,59.0
2.0,,LVDEPWRMRFJM,Swlzlrqdtb,80364.0,United States of America,,Wesco International,1-282-607-0041,2928846.0,GA,Ilkkwlhtntmxtucafzredhlrt,Hmwugmqoibjxvhemhgvewl,Swl11100,Mifgxyzzjibywknlabcjcmmg,O,M,10.0,,747.0,Paterson,68.0
1.0,3.0,Ihzfpkfsojcu,mcykjafmdipsnhvmgihuhpmundpmj,353992.0,,,Gap,1-561-520-7660,1024745.0,NJ,ZKVJZNTXKCZQUJNSGDIJIKUUKFPKCTHBH,PEKCKXAZEPLNTQBGWDXTQZOTVLEXYPMMRKMOKMMMULLDBMTVIPXRZJVMFZLFZ,mcy11101,qkarligpsqn,,S,10.0,e,,Chula Vista,43.0
5.0,5.0,MNGVO,Lnanflk,8475.0,United States of America,M,Unitrin,1-066-368-1833,2149154.0,AL,Cjwtphtbkzsylgzbfhjitoelfwfcfizecikixubbqnr,fqoxqxmtnlbypeqnetfehoedkau,Lna11102,GFDARLOMHWMTMJLWJLOARAEQ,R,W,5.0,,456.0,Calgary,100.0
3.0,3.0,jfgnkqucaul,CTDJVBXGDWUGMHXFFHYARFMNNHKJ,224275.0,United States of America,,Ruddick,1-738-190-9411,1307780.0,RI,JNVIREQCRESTDKWOCUPOMGPHLHIABMKZTTNUCHDOYDXBAUVMMDOMJEJVTIOGXGFYMEQS,Ucaifkagakyx,CTD11103,Mzqbn,R,S,8.0,,763.0,Brownsville,20.0
5.0,2.0,Lsfbltx,Fhmzuxptiawejswazprtxmcn,234064.0,United States of America,m,Omnicom Group,1-689-137-5077,340371.0,IN,Tkbfeexjgdsdnwwetyrwhqho,TQHPJFHOEVASLWCWXBVCLPSYIQTRHYXETVNDIPVOCDZSSZNVSTXMPTFLADMKYRNYXLSQKAYU,Fhm11104,Pctcvnggoqdeubekeqlxyqofxwb,O,M,0.0,R,500.0,El Monte,61.0
3.0,5.0,Scvqikybmgod,Fhvocetajvajhfptaxywybzjmuar,121158.0,United States of America,,Wyndham Worldwide,1-920-243-6705,3684185.0,British Columbia,Ckswcebbbjboelyjmedslgvibyjaophfoktgoxoyvldnmbowomfvcciujyohxaomoxgvyfkcxepufb,,Fhv11105,CSLTEKICTXBL,O,M,2.0,A,432.0,Iqaluit,6.0
0.0,5.0,Glcahi,Pdpix,28310.0,United States of America,,Anixter International,1-023-068-8853,3165241.0,New Brunswick,Gexizmssnpdmcwuyxlyjboolablsirmbcvbmykbaorlzeksdrycyilfwdbngoaugqcovgikqgpqfb,Scfhqsnabeiecioahgybunanonfixvuyvnuhgsvcnkxjkswlwvbvbmnuglgmfesrxnuk,Pdp11106,Mvuokdqevmvkbhnznjmvstcvc,O,M,,X,663.0,El Paso,63.0
0.0,2.0,Nrgicqelq,Ygremfh,298272.0,Canada,m,,1-988-274-6796,1865871.0,MO,Vijtzrceicfbredppgkdydxgkdsfbcorjwtcfeopcqdbqlpqchhsjrvbemesytsinjy,Avyijbcwuerwrtqqxnfb,Ygr11107,gnmgpmo,R,U,8.0,o,337.0,Newark,0.0
2.0,3.0,Qvawwypvax,Yzyrcmtzxhnt,317296.0,United States of America,m,Albemarle,1-617-877-7837,3213054.0,DC,Ckqthjabrglkzqeju,wqpqbfmiprltzyqguafwofkytxrd,Yzy11108,bvtmeqhdswjhismgkqmgtt,R,M,4.0,W,543.0,Oklahoma City,14.0
4.0,1.0,WWMWLBM,Luwkknigyyjcndjflaohgaenms,281222.0,Canada,,Graham Packaging,1-496-801-3031,1020481.0,British Columbia,qouoivuxbpjkwlcysfdmcuigpiucsyrladkoncshnauhqwcsgjns,Pbhikwtcdimnzhqwkeatenymfkpugnylxcqjmbqhutsuedqlwuqrqpasenuggpvv,Luw11109,Vsfzrywugemamuyxbikick,O,D,9.0,,442.0,Irvine,29.0
3.0,1.0,Sboybdyetjbx,Xztuxchnyhhii,197666.0,United States of America,,AmerisourceBergen,1-444-702-0376,1691509.0,OK,WAHKVONCTHJGGELAQCDKODJEUCFGP,Iwasuummihncecty,Xzt11110,itgccbff,O,M,7.0,s,378.0,Missoula,40.0
3.0,4.0,Tmplsep,LDHFZWZSKCRZPMIWNRL,341656.0,United States of America,f,,1-539-782-5522,,AL,Rqcfiergvedueisolhobouuxumrtgxqwggvrobtqpnrpdvhlwmfppirieq,Yiyxygmaxijxxgjwgwxjkbwfiewegmnyfduutqjmrdcctktqgsupvj,LDH11111,Lhfjbotvqklllapauqqbyythlomhu,O,S,7.0,,759.0,Virginia Beach,73.0
0.0,4.0,Tseih,Vrltbbvnqgpdthljnmfvhzwx,99711.0,United States of America,,Scotts Miracle-Gro,1-766-118-2941,454531.0,WI,Pfiiwkyxcfomjvrjpcioblmgzxbxqzlesfhddhwmototit,Yphwxpibgnwazwuznyrkumadrvssyoqlqonobpdeetrdqpvzpxprckdhxhyedhofzd,Vrl11112,Qlcjcxdlprkxvuhfdeovejccnpdxf,O,S,9.0,e,434.0,Santa Clara,69.0
5.0,1.0,Rmwhfs,KGSHKXTMRAIU,401966.0,United States of America,,Amazon.com,1-029-755-0775,3240581.0,OH,VKMPHU,HCJSURPNTGTZMYCVPPFXUFIRUCGNGICOEVJGXZHTKWFTEGLXFKWSVOMLHJXFNFJSCGRVAPAGCBOTSC,KGS11113,xlrwxiwdcxxnjgjprczzipgnd,O,U,0.0,,752.0,San Bernardino,55.0
5.0,4.0,UUDOOBDFFP,IZNMWWGQ,110307.0,United States of America,,CC Media Holdings,,2853467.0,MI,Gfgvdkyhqybrsadcnrwcdecmboegzxbqapebpveltqnmghysckdhjiejooswffyhgnefdgmxfrkyzjeh,DOMNUOSOUQ,IZN11114,CRQTBMUTQOYODOSDTHCCTNJMCFQJYD,,M,4.0,,743.0,Huntington,28.0
1.0,1.0,RTCIOWJH,Rbecnxliqqaaumwqmwnfkj,412114.0,United States of America,F,AFLAC,1-203-432-5236,314768.0,AK,wmjvoqfjrrcwdrzddbrwscfnxxnboskvcdyekbvdqlfigsxwwxgyidmpzsozwwagsehtddtabdsiea,EUDCQNRJWRUJGKRKNHDOTUWWRFFDZCKKNGTBKJFFRDKRRPMLSNP,Rbe11115,Nldolydoaq,O,W,1.0,P,790.0,Regina,50.0
4.0,0.0,Imfxtb,Mdylhcjqmdjpirjkfzvrbbncl,,Canada,,Omnicom Group,1-624-435-2301,2437574.0,OH,STZTPCHMRPKEVMGYRPUPCJQQDFYAZCHYOCDGHEGHDGEIEQE,kmslvlxdklfprbwwlavmxvdfv,Mdy11116,PHHRTSVIAQTILGUKTQWWCD,R,M,6.0,z,536.0,Des Moines,84.0
,2.0,hcaakval,OTCIQHOWEVFZTWUIRISRFFIS,471546.0,United States of America,,Vought Aircraft Industries,1-247-055-8115,1717413.0,NY,kpibzxjs,qkafkavgdodqfvrsefankkmmdvquromexcpmdzllqtdaxmsbuqmh,OTC11117,Alzmzkthvwpehgkaca,O,U,9.0,,428.0,Lansing,
2.0,1.0,Xnhrhfxeclt,Ndaicjefcponj,486274.0,Canada,F,Emerson Electric,1-432-772-4099,1874989.0,AK,Nstxxvlwjmttnmzlkpunwbhwgnikkgxoplwuuhr,mjhtdpqmcdxno,Nda11118,Avyoeu,O,W,4.0,h,713.0,Dover,23.0
1.0,,Tzpftchyten,Xqmpaegovrngyxvsgr,79994.0,United States of America,,Colgate-Palmolive,1-471-763-2607,309312.0,MD,fwnnzjxigtbupllaenajwxkujnibdvsiinkhmviievgmnnrsmdwyuisndyqapihjmz,Bnfeugnaksalekkrgksgovptnjtjjhjvnqitxdvkfikffregakxmoxzumfsemsvdprwwmvmjxtfl,Xqm11119,jexvxxv,R,U,6.0,H,665.0,Abilene,22.0
2.0,5.0,Twwqcoiwo,RILWJXIOCSBEHOF,244104.0,Canada,M,Norfolk Southern,1-695-698-2782,,CO,Ybrxtzcldcsdynnntuycl,Fjcdpkhrxddcengxnoijmcwvqqjgusnmoqshthjhtgfjkoknqsec,RIL11120,Ewdtxbk,O,M,2.0,,546.0,Huntington,29.0
0.0,4.0,QFWPL,Siovhlnojxbzaawxjdv,399499.0,United States of America,f,MDU Resources Group,1-182-018-8364,2661265.0,OH,BFPEDLLCYMSSSYUJDEIFOKULIFQLMHPMNSLPCX,pqnlgyanuifg,Sio11121,ahzmrzqijh,O,W,1.0,,437.0,Berkeley,36.0
1.0,4.0,FOMKY,gumps,344741.0,,,Regal Entertainment Group,1-222-269-4854,1182674.0,MT,Akhucejiejjlmvwxjptiwdtwnrwludmrsmjrudcthblhybwjazvvtd,Crqhnatcqwavehvwoyuwwuatkrqhiptbjeomcwzgpinoe,gum11122,Beyfugvsawjrekdergkdvcduofy,R,W,7.0,,410.0,Chandler,70.0
1.0,5.0,NYCBOCF,Kodkmx,449148.0,United States of America,f,Toro,1-650-613-7174,61292.0,KS,friblnndjxsdgcjjufkfrczgqmigyxeczradoyvtybfkgniwvoqlfajkrqdxyo,bzpehfyggyzhgjbkxvbzb,Kod11123,Ggyxywbbimexhqicjndiyu,O,M,9.0,V,456.0,Simi Valley,12.0
5.0,4.0,OIPBIRCT,uaruqbexvvhqnoghkirdqypws,249694.0,United States of America,M,Molina Healthcare,1-610-860-8907,898736.0,FL,TZVHLPZKDWYJWUVMJILVNMVAAAJQJRB,Rlzoypckxjqfxmhbabxwqjurevhjbuqdbafaeltnzdxipchay,uar11124,Muymquwgjc,O,M,9.0,N,724.0,Dallas,79.0
3.0,3.0,dehtyqwngwnm,bcejojywrwuo,93623.0,United States of America,f,TravelCenters of America,1-080-177-0308,374849.0,VT,ueocwcubtencogkrfiszcsquosrrmsgy,HIJANWTQYPXHUUCDLKXKHCJSLGPZPCIGXIKCOMWSALUQ,bce11125,VSERFS,R,,0.0,L,518.0,Hull,13.0
0.0,4.0,XCDFRIBEN,HDSGXUNUDGMUBWKGNCWXWPCRGJTTG,223509.0,Canada,,Smurfit-Stone Container,1-020-838-8629,2144139.0,DC,OKPVTNMAHXVLHUOGSBZWASGADMVJMZOJUPHLWUVHTGJ,odlgcoskkumabrjwpdepofduicqmacpomcbslirwqtibtjtafpksspqdzbsigzhnknbhaivftlrnvv,HDS11126,Thwuiojryraghrdotnobrbqm,O,D,7.0,n,382.0,Austin,40.0
4.0,2.0,knpydlub,Bvdmzdhuirutfkgntuzueapkhvth,166933.0,United States of America,m,VeraSun Energy,1-654-610-9840,441843.0,UT,zilbwmbqgbldrngqiafmtodgjylznxqwhhwchzglqfjp,Mmujiyuzhthttjdzhcpzscceynojugvlsqjwrafqhwxhgnbplvimjlwbrfylml,Bvd11127,TRUIQUPR,O,D,9.0,g,705.0,Alexandria,56.0
5.0,,Hcplwecd,Awchgyjaxd,265644.0,United States of America,f,Universal Forest Products,1-783-573-2799,154199.0,AK,msnlaqrrqinttwglwf,ixaibaciqjoccdiyymboxkqvgamoeviffrtcgmwbtlfaaiwampqvpzgpbynxvtrnrlehwcudjjjfck,Awc11128,Zghuiwbk,O,M,2.0,y,784.0,Hollywood,66.0
4.0,4.0,rmicydov,Avvtutuolqlkhciagbjwgbued,131437.0,United States of America,F,Neiman Marcus,1-908-304-1407,3132143.0,MA,Vswpykpkyaawahpvogvblewjmrsusfxqpjsmelmxcrdtkmnvdrjtkedfz,wmtgcvegfutasqkszeoaulbjlkrjkrjkomkvidhwhbzeastgvlhvnsuahqtphcwzaq,Avv11129,XXTEBXBC,O,S,1.0,,519.0,Glendale,95.0
5.0,1.0,Jouzskxoumkb,DGXAMZLRGQIXLSVATYNISY,29592.0,United States of America,f,E*Trade Financial,1-755-225-6753,2291849.0,KS,bvbgwrgcdjxjtlxiygahowqaonzbhtemgtvrlpuatkjnvpelfjxdrnrdqcfbopmk,Hfvecvkpeadopukqhnekskevccunucoafapogbmiidwrtvlhhudfxfpkbzvsmpxwbjpyzjfbomnuq,DGX11130,yivmwltxsup,O,U,,L,338.0,Fort Wayne,49.0
2.0,2.0,glldqotezp,fdqwhxqhsddbeiqdrxbjbma,402152.0,United States of America,M,,1-697-091-3210,2497077.0,MO,wtflqzmolwyrudragsyteeaedpnyasoos,PDKSRFCFCETITFJXWYUPVUSYWHHWJCRJZSYMM,fdq11131,eymodxkfopbklwmo,O,M,8.0,,401.0,Montreal,31.0
0.0,0.0,Twzjxdmvkiqo,Jzbesebvydmsdgafuh,271037.0,United States of America,,United Services Automobile,1-991-841-5198,583079.0,Quebec,Mzsbcwtvwowhizemlihqimdzuvhqxfptyxlokemznldvejbfprubbhbywjupkqgvoarlkpqxgjocr,,Jzb11132,memcvwzunhzkjtgryyyhrodaaosufj,O,U,2.0,P,840.0,Missoula,30.0
1.0,5.0,fvnkqmyle,Xuwxvtrmyibxproixqukpo,285131.0,United States of America,,M&T Bank Corp.,1-070-487-9396,1720237.0,VT,EIKDLNCWYBLOCEQWSODGRXWGRWOTEEXWUWDZNEWN,exkbfaharrdttetedetheeobpxajmcaznjojdyryffbfnwsxmgcpeyj,Xuw11133,Yyupntumrwzvtqxkbjvmopjicgchw,R,M,6.0,,566.0,Gary,16.0
1.0,3.0,Lvuixb,nnjfpxvzuajxeeolh,102943.0,United States of America,,Universal,1-238-035-2522,793265.0,ID,vmhgelzvpmstj,bxeduweuwphtwcwhlgwndpfboxibjjfwdjorbyryzccoepjzh,nnj11134,Apaqkg,R,U,1.0,,508.0,Oshawa,14.0
2.0,2.0,Bnwopmzfs,ssnvfewoyilmvg,233412.0,United States of America,,USG,1-824-267-4839,,IL,XNMYFNZWWREWGGMOYKDYXWVLFVGXMXPHKQSGYFRQCOAYOIZVLSSRGRYAEQHBEIS,vkpuyvwxewgbgcwdplfushzjjbacipdcitajzqnda,ssn11135,BSQKERZLETI,O,U,0.0,I,825.0,North Las Vegas,79.0
0.0,3.0,Mtfcf,Xgjmcs,454152.0,United States of America,m,Zions Bancorp.,1-060-152-9205,1633385.0,UT,Nshtvwnywkdbgtamjkkyefobtovqcauzhedipdxlsbajlwkaisjkgakhmrvni,Sayyzsiwhxyjwzescaxunxnrlmqanuwwwbgyccrfbsmyslwuhwdgnwpmjzhxvjn,Xgj11136,Ttrlljobmrkytizqcxrorjhojrlj,U,M,2.0,T,404.0,Fayetteville,20.0
1.0,4.0,agdkewyusoe,KBPGTSB,414089.0,Canada,M,PHH,1-018-762-8415,3995280.0,ID,impeokpwnelguedwkxvloq,WPVGKTQZVWSMBWHOZFTGYELNIFQGHYMTZNOPGVHFGQIKZCJOGXXCOTIPYZLKVMSTDERGQH,KBP11137,qnewwwgrnemmb,O,U,,v,554.0,London,85.0
3.0,0.0,OZHKONEGE,YMBFYQKDVTRQB,471238.0,United States of America,,Berkshire Hathaway,1-871-929-7228,625139.0,ND,Xzvkmmvudewrjfwixvuicypcxnsumlwlggisvihgczmojydgjknlyrmqissvcw,SNBYDYPDGUECULXBAL,YMB11138,ilwowazvzovams,O,D,2.0,,807.0,Milwaukee,17.0
0.0,5.0,kzxygsxvgvb,Hphhbjnkcxwpcaba,94103.0,United States of America,,Mattel,1-276-126-1453,2833410.0,WV,Pawylynknvsqgbzcefxixbdsbmwpbkbwycvzdvlrzmh,eahbnhvefxnethyxjjstnsbcfrkuzjeayiukhzlthhjlqylambqas,Hph11139,Powikigpmzi,R,M,8.0,H,357.0,Oxnard,16.0
0.0,2.0,Lxustjho,Uahdgmetexdalsctnxtefwzmiuqi,424349.0,Canada,,Flowserve,1-714-737-4687,1656365.0,Prince Edward Island,QGGPYAPOPDAPSMHBNIARUAZYIOLHXBYOHVEKKWIZVTR,zntmmgbqjndpfwcausseebjzcukwtpcdmvddmgulzn,Uah11140,FBDXRBUFDSPTJWZXFDUXV,O,M,7.0,y,577.0,Victoria,94.0
,,RPASTKKAI,QVGQFXXQNLNYZYELLBNBELRE,433663.0,United States of America,,ArvinMeritor,1-917-113-8529,2377665.0,GA,Tozmewreywuonpmu,Qvqkrfvmkxpnkljqmfdcjxskvoovvvpduwpzlxoonkj,QVG11141,Xdkwjrcdyfoc,O,M,10.0,Q,,Warren,85.0
0.0,5.0,Rlgdvrxa,MTXGRQNFQIUCP,233605.0,Canada,f,BlackRock,1-501-406-1681,1238464.0,AZ,Ikbflhkzv,tlugnthmeqfqolgbxgkhcdxdwayqdawwhpeghfnrgemevoittfnssp,MTX11142,HDPDDCLDYR,,U,0.0,,639.0,Cheyenne,48.0
2.0,5.0,vdrwcjbvvyhz,Twpqlrayqspaevctznbmqzjkpe,227596.0,United States of America,F,Emerson Electric,1-605-487-8920,1627161.0,AL,Qfapfftdilqmfxkivfhmuflfulcyodbwxtsljootppgnfuxwzkowfrsuk,yvyohumnpraajrw,Twp11143,Gcnxgxcalifccznzdy,R,U,9.0,,620.0,Sunnyvale,26.0
3.0,4.0,VLAEBKBA,Rfjhsihwolxzuvinqnpf,8426.0,,F,Aramark,1-469-765-2896,52805.0,CT,Lljdlldqonxagkayomdxkocqwohonrhkdqobirxpectvrqqeczpwgfqdprb,Civygzajrdlrh,Rfj11144,Iljbxhbziqlyxjufhtctkrugfqhhh,R,S,4.0,,690.0,Eugene,68.0
,0.0,Visftl,Sdlcnxufpralccfvt,493298.0,United States of America,,Ashland,1-032-636-1468,2942915.0,Alberta,AYXIMTXCHMYLYLXXAUWXWXGLZYKXFKDJCBSSJJMBVKJKTPRRCGQFDNWMWNMIMWZTWVVYLHE,YZQCSHASVPTTLLANODFZUDBFHHPWGJNCUV,Sdl11145,FQATEFAFUNBWXKOZRXKP,O,M,0.0,,375.0,Salem,66.0
4.0,0.0,Hbtnvbzyuep,Teoaowodkinqbpqnfhsyxtce,224667.0,United States of America,,3M,1-953-691-9317,99902.0,Ontario,ltvlrvwomwwplnoknavudkfkeksowzimeuphvxgfmyxdmbpjtpjccgyasqmgfkui,Drfjctlnwxswlatzpeawkfgeikaatmmlhvkfjqxgelmrgfscbavbrkiygv,Teo11146,Avkhumpcbfbkhjeddcixqmhq,O,U,9.0,,365.0,Denver,5.0
3.0,5.0,crhepouslmt,Nitdkbpuplemxtkqauzey,389774.0,United States of America,,,1-776-725-3446,347527.0,OR,USXSEQCKRYTNILQAOULAEQURPMNHUNKBAPECEUCFRLVSBZJXULAXLWFRHRHFDWSJMBZKIDBIAVWEM,xjvjbkppikwualixdlsyjidaubvadsipegcm,Nit11147,GCEUPTLOHVITYAWDLSZKJDYQTGN,O,D,10.0,,321.0,St. Petersburg,
