PostalCode,NetWorth,CreditRating,Gender,AddressLine2,Income,State,Age,Employer,MaritalStatus,MiddleInitial,LastName,OwnOrRentFlag,FirstName,City,NumberCreditCards,Country,AgencyID,NumberCars,NumberChildren,Phone,AddressLine1
ERCKPTVO,,701.0,M,wbaotdqdviuuebqtwtcgskdmp,228551.0,AK,77.0,Liz Claiborne,M,,Uvhjaenzjtfeldklstefydbl,R,Ascaf,Rockford,4.0,United States of America,Uvh12992,2.0,2.0,1-595-728-4927,Zgkkcrpumifcuwbiesvapxhibpzvzzqejspwfwnmmqvlzdhriefrsdiyvwol
Tudvmjo,3883585.0,487.0,F,QHMJGWSMZMFEOUVVLKVBVEM,150128.0,KS,30.0,Cypress Semiconductor,M,R,ZLTNC,O,dwpiehqssrdtczjjwoesxgwlpgpnpg,Cedar Rapids,7.0,United States of America,ZLT12993,1.0,,1-557-517-9465,Ecrsklvmzkbaakygobxfhcwdspgnotszavgxxcbhparxartjtzhhtouao
Grrhvun,1895259.0,563.0,M,Koatssgqiprwzshwflzkanvenifwtr,110514.0,AZ,91.0,Health Management Associates,M,,Bnzzzofszxujotxou,R,EGRVQ,Shreveport,10.0,,Bnz12994,,1.0,1-202-430-7727,spdujjmauthjapvczozlcwwgwvbnztmkbxk
Loskie,2756151.0,433.0,,EYRNABQWPO,305745.0,OR,84.0,Georgia Gulf,M,,NCWIINOR,O,Lnuwihocdher,Montreal,4.0,United States of America,NCW12995,1.0,2.0,1-868-162-7681,TNEOAFVSPFOIXULFSPKPYPRAISJVMPHKDXANANMPNIMCOCQAPXOSZNB
Dzhjge,246189.0,458.0,m,pwqbncf,17389.0,Ontario,57.0,MPS Group,M,,Truifsqorqwuitmhenaf,R,JZIFTR,Columbus,10.0,United States of America,Tru12996,3.0,4.0,1-796-076-7465,Crmiwpmcvkxmzbxhprezplqwcoglhyeekkoztuhyytprvtidxlkpoqftpkkvtuyhhketvbxaivno
Icunepriwg,2653782.0,502.0,,cywzhctbtdxudepxhburlkdu,362865.0,British Columbia,44.0,Calpine,M,,Qhqkqoomndrlivxakclzqruasqi,O,GQYRSOJFDHDYQGBGBCTLCTNIG,Newport News,,United States of America,Qhq12997,5.0,3.0,1-059-841-2713,Dzcsejdbuetvtrmyqwgbjvcaxjlufiyhwdlgqjvtnncrxmn
Dohwomfrmwaq,3142573.0,536.0,M,Vadzuscekdivbbgjigmjexwnovffw,328779.0,British Columbia,46.0,Verso Paper,M,N,QGEZPRPDXJ,U,xpduqsswozrncsuppf,Huntsville,7.0,United States of America,QGE12998,,1.0,1-661-057-1456,Nxghcezrcjvhbmxedksj
altuad,3662491.0,824.0,F,mgoidscjytxrvvwki,353585.0,WA,95.0,Saks,M,,VQWXLKOAAKFPYKRWYJVA,,UBGMZTIMWXMZUFDBTWPWQUSUBBMFO,Naperville,4.0,United States of America,VQW12999,,4.0,1-153-553-5146,Onccwooiakldryxzhrfumnqaqqfeyciqeofoxxjget
Zmnsv,3305161.0,589.0,N,Qzwnizhjhfepejqmrqlrkgjptcmwqdoceevvqnnqzefeuegmbrixxvbgffrwvxm,278132.0,VA,52.0,Caterpillar,M,,Brbkopaktly,,Ebqjeubusfhlchatngkz,Billings,0.0,,Brb13000,3.0,4.0,1-833-047-5028,
Briiyn,663851.0,651.0,,Omkludbtynfvgabthaxtxhpkafgodhnoupfqlrqbkbbalvzxdin,10990.0,ME,6.0,Burger King Holdings,S,,VAAVYJRPYYUBJEJHBDX,O,Mactled,Pembroke Pines,3.0,United States of America,VAA13001,1.0,4.0,1-931-734-2890,Iwktidnptctxiqlwmggmbkdxrtxpfmlngichx
Ykrtcigrbi,936733.0,396.0,,ZUFQEXLOEUOFIKKZQGDKWJIMXLXXVNOUMAEWNNVBJREXNMPRJWVMLH,104975.0,Prince Edward Island,80.0,Hexion Specialty Chemicals,M,L,EQGAFKXSNHO,O,Toxoyqjsqldlsoafhftfepyurmt,Modesto,6.0,United States of America,EQG13002,1.0,3.0,1-981-666-3333,Lrksivsxmfjkfadaxqpyhclmtohovdyxhypczncwssvw
RMVYFUAJNXQ,3114220.0,728.0,m,Hrckzdfuzrcartmyogmemtluykmacecwzwtsgxanyfpuhcasqlzns,20503.0,WA,25.0,Archer Daniels Midland,D,,JYATPFOEBFV,R,gkjqskoqrbesukgumgbzjjufn,Bridgeport,4.0,United States of America,JYA13003,1.0,2.0,1-571-841-7272,Szdhvusfscqjwxyjdeqpuyxjiuygmumwaueptndvh
Cjnchubv,363455.0,485.0,,Npfksvdkkxusrubojxalqutgrunevdrmtunvhxonuxyvqqorbjtmx,472626.0,NV,,Johnson Controls,M,,Vtjoyvalfmjxxctzetboxcjirse,O,LSKGRKOQFPEOXNANSHCOEOKNSILJJC,Lansing,8.0,United States of America,Vtj13004,,3.0,1-204-336-5166,TPOBLMCPRWZAZUPMQWATAHNOB
OLIKZASXNJ,2469152.0,,F,Udzyrmmhhcqxkiemslbscpwjjudlkisxcumtdvwpbmy,414367.0,SC,37.0,Kla-Tencor,M,,Geuhkpmyhhqctnordlcr,O,Efatdvbsbcnpicnvowafvome,Stockton,10.0,United States of America,Geu13005,5.0,1.0,1-369-072-5482,YHDJIECKKLRTLUTGCGBZMJRYRPXVMTEGPDMKGLEHLXRAYYPSCDGLXRS
HOVSOHOSX,3449219.0,,f,Vichagquqtuigqmehvjuwmrfzrgnbdsuoibgacpehqlcgvyumrzdaznlo,298704.0,Saskatchewan,9.0,SLM,U,P,Btuejtwfvkjsekermsbxfgiq,O,Oupxhziivwaucaugjwhebwwbcc,Inglewood,7.0,United States of America,Btu13006,2.0,4.0,1-460-252-9391,ujfrjkuuhlbnbnzcsatrgkstlpqulqypjwkiebvbntvbbltcmnnjwhjkk
Dsxbvimksdae,2509945.0,521.0,,Lioesagcbfygoscd,267166.0,Prince Edward Island,82.0,Unisys,M,,Buwqprgjue,R,Qaezfodhcqiaqywdxvpoeq,Kitchener,7.0,Canada,Buw13007,1.0,1.0,1-162-274-8226,GBGCMQHAVUSHWLELOYVOEQKKVSOLTHKVOVFIEJYAVMJOSHPBEZFXNRPIHQF
difvckwnkam,1172896.0,526.0,,Lngdoqpvfozgnmtikkpmxrkhsqtfcpswrxikgoiupmcjgmulzzpzwnelfklakbgiomroosugrrzn,,MI,97.0,,W,P,XGGFFSSTUJVLQTAGPGAIDQNQHZABS,O,Rqwthzwpbgtfumtmcsxwhgip,Overland Park,8.0,United States of America,XGG13008,,4.0,1-786-979-5693,Tprftoibmvnqlsqmutyk
Xcdeyhdj,397319.0,492.0,F,hpzjjqsbsahscrcfwxewlforqrqqjn,27168.0,OK,58.0,Safeway,D,,ARMCJYKRQSWHWPZACTFCQND,O,MDBWS,Provo,4.0,United States of America,ARM13009,5.0,4.0,1-128-315-4670,Virekkavmjkgmqqgdvdfmcbnki
BKHQSKAMGHND,1999994.0,301.0,M,Dvhtp,41442.0,ME,60.0,Kansas City Southern,M,,Emwdubvjdprhedtbvfikeik,O,Vfeqtjpsubhqggputdc,Pembroke Pines,9.0,United States of America,Emw13010,2.0,0.0,1-224-234-5044,QQJCYPJWCWBFQRKQBJKXNIUFQGHLYTSJSPWRNKCNSUIXYKMZPKRENGL
Ikabbsjmc,3591350.0,447.0,,kamgiwugclwcluvqwwpmkvl,199370.0,WI,44.0,Washington Post,U,,PWMFFHWVAXP,R,ILIEPLWZVUEUKAHGJ,Sudbury,8.0,Canada,PWM13011,5.0,3.0,1-712-287-7034,wdocjadapojojpyyxjqancnkbjmrseamp
frowwengo,2712950.0,839.0,M,zyybqkjuhnnehwsenobljsnrsdbtdxskmylawykbyichmtofrgoei,,MT,48.0,Western Union,,D,Innstrlemsl,O,Snquiipviemrerucxnhc,Lewiston,9.0,United States of America,Inn13012,2.0,5.0,1-016-410-3964,Fclxsuaovfwnwplcipeovvyijkgyffpszxmebqggmcbbagccqtbapvmdflyofjgiswrxiza
Rctajfbmu,135343.0,577.0,M,Cqthbnsqjhyojodmfodfpokvglqfldoigdustib,48537.0,LA,8.0,PHH,U,,Zmupiaxiiopenjx,O,UWWNZWIRKBVFLHHAGGP,McAllen,,United States of America,Zmu13013,5.0,3.0,1-657-495-7624,
Tvfari,1706848.0,390.0,,gbquiyvjjmcatryzvrcedwodrnilmquxutvgxnkmdhrfqniqico,211417.0,VA,22.0,Universal American,M,,Niiakyqffdxy,O,EQFPAHKC,Phoenix,0.0,United States of America,Nii13014,2.0,1.0,,Hznzbyoonaxrtacezklhhiyakhrfimxzxhdlgltegcyxnpltbvxrjqmcoxepgodf
Vtsxverfjmi,1365582.0,587.0,F,Ktngyiudmwmkpfcopuggkinxjhxqzzkprsjguopzrzcioahgnsanfzqcylaicrsrxcdyifvcwwt,459081.0,TX,93.0,Coca-Cola,S,,Vwmnkumjampcioneu,O,RQMODTNMVEA,Mesquite,9.0,United States of America,Vwm13015,,0.0,1-341-927-9877,aktdawtkdzdobzwmolqonsmulmwyozaoicqviftzjvf
Wyfmsopgbg,640936.0,494.0,,BUQCGJWVYGDVYCZCZ,285466.0,NH,28.0,US Oncology Holdings,U,,Fgcsvmasmuloebnaxhvexhlewwuzt,R,cphmbxyuwbxzgvrgnakhdmhhs,Hilo,7.0,United States of America,Fgc13016,1.0,2.0,1-893-534-8139,Aqtibkgaxvzzfcphhbsgydrakzinbukay
Cddzhw,3740881.0,835.0,f,JMEARZJZLLULOTH,490986.0,MS,59.0,TRW Automotive Holdings,W,N,Ydcvwaqa,O,Dwhjadaupt,Great Falls,5.0,United States of America,Ydc13017,0.0,5.0,1-158-648-8658,tufrgyvvxkqfehormgxbzwegvskfvriugouyzkmxdpdcmatjn
Unhptlp,2799260.0,748.0,,qmgvsxwulxjd,229291.0,HI,2.0,Dollar General,D,Q,QMOPTZI,O,Wtqlys,Providence,1.0,United States of America,QMO13018,0.0,4.0,1-433-902-5982,Jzznwnaveafmuux
PCNOQFIM,,563.0,M,Ebwneuyxasekttq,210946.0,IL,59.0,Teleflex,S,,Mvhoporbdycdzyloiurunh,O,BRXRIRXJOPELWFUD,Evansville,2.0,United States of America,Mvh13019,2.0,0.0,1-688-173-5331,Yzkyyfdtyydgqyiqisviflvoxa
Qtcvpmlhxa,492921.0,760.0,m,Omgbaqjcabogdifofugpjkesnhyf,188325.0,ID,1.0,Devon Energy,M,L,DONBIGMUGYHEZZWOBX,O,Xulevhfpvvqilr,Paterson,3.0,United States of America,DON13020,5.0,1.0,1-492-074-3959,
Zgxiegivovsx,3349635.0,612.0,M,Yzepdmdyjgrxsmnxsndygtrptbmrusmigwlkzqwfojn,93426.0,Quebec,50.0,Safeway,U,N,Pxuobzyrghxjunmgzs,O,YIBBZED,Warwick,4.0,United States of America,Pxu13021,2.0,0.0,1-892-457-3221,Vkhomhhqgujueskzpiujfafxlpvbpzwejkrhaqadkngwrjhnsvyoazglgcipuqg
Galqdgz,,337.0,M,Xtnsumwpujjodlsuaxsrtkqmxibqihlodgpoqrcfiwimdmjregdlowuarqaqehtomergfqjvkmgcyw,486154.0,AL,76.0,Wisconsin Energy,W,t,epruaupkpxwax,O,Wspcohakugq,Jacksonville,4.0,Canada,epr13022,2.0,0.0,1-715-342-2092,Xlssqmdvlwdascypuxaduwwgfpsewotnalu
Oahggx,833320.0,438.0,m,Lidyizrczelsawmvlgdpbqvhmtxbjcgozagniwxwvhfissrpnfzygwbvnbdiolpbo,130035.0,DC,62.0,BB&T Corp.,S,,FCBDDOBVFDEYOUZIUFOLCX,O,Tpnglsbfnp,Ann Arbor,5.0,United States of America,FCB13023,0.0,4.0,1-984-500-8467,lveojqnpjbazrywmgeewbrwmdmvugagmaxajvafybftwnxkymkjljrdouxncxbsktcnmvtaqq
JYHXKA,1754597.0,475.0,F,Soeackjmadkizjnsiffhgdrtjadbcipeaofscglxjxfzbvglmbrxhf,157906.0,NH,58.0,Fluor,M,,nfekpfdwumhpncvcvmrkjjkppm,O,Rsqkokigqv,London,2.0,United States of America,nfe13024,2.0,4.0,1-380-892-5027,VSMFPLGWLTDH
Rhwaztz,,473.0,f,LGBRWSFKJPFFAGTHPWTIHTYNYXXPUHI,67911.0,Ontario,,Lithia Motors,M,C,Ofehtdhatlhvcnfpde,O,Nwwmxpektcksyqwenc,Pembroke Pines,3.0,United States of America,Ofe13025,5.0,2.0,1-302-003-8807,vcagwoawkbvdxnkutnouaxbyagwrtpz
Siynxi,1602830.0,577.0,,Qjsagopzpzahrldvhrhsgdjbmzupfwglnpnfazoflrbchnvehut,383758.0,HI,26.0,Asbury Automotive Group,U,I,Vvosbtcwemxhnztpg,O,Wcyfrdfejffaexroi,St. Paul,9.0,United States of America,Vvo13026,,1.0,1-757-045-4508,VBXZUFIWQDFEVLZEGPSHUPUKFAIUAXHQANLLFDFZCN
Tgvpfbvscm,1262884.0,512.0,M,wfsozoukdmsioxijmutiiwpsqxjbkqwsfobpfmmlzbfllsxatq,495781.0,ID,,Pinnacle West Capital,U,,auhrhwyca,O,Faxiidkeoglcie,Jacksonville,5.0,Canada,auh13027,5.0,2.0,1-754-744-2472,Faafqxiejujjwqtvepsdkswmxsyzulu
LKBELJ,1844413.0,830.0,f,Npfmeshqlkjwfttkicmqzgvbpejhwrnmlol,231666.0,SC,53.0,El Paso,D,V,LVIPYILOKWCQUNWIMDXBSAA,R,Shfcn,Salem,0.0,United States of America,LVI13028,5.0,4.0,1-993-662-3994,KQQYXQBQHVPROCNOIVIDREXOBMJNMINNBBNKNHPWETMIGSLPFDVNIDTLBXIARSCJWFJYV
Wrtbpqtmnxzi,2913463.0,517.0,,Pboteviyxhjtohsbvkbosuvrajpyxovzzabuwdpnnmksqmeumpvtfwuqcrlckvupdyskbrqzxxwcty,33355.0,SC,70.0,Total System Services,S,,Kiscvgqcasvrxjyltrnwdzc,O,nbhmdiclnjxyh,Winnipeg,8.0,United States of America,Kis13029,1.0,4.0,1-699-804-4141,Cxjtsfuowmkbojuecmvwfofcrdzvnmhapj
BHXJECTUKFG,317716.0,346.0,,eucdmopvmngnvfaswbaxwhhqbadcvbfpqtgoupawvgalxpzpokqhgobsocxcfuev,348526.0,IN,38.0,Select Medical Holdings,S,,POJZJIYUPEYRWQREU,O,rcmtrf,Halifax,7.0,United States of America,POJ13030,0.0,0.0,1-115-376-4895,Rnblzcswn
PWFZQSAXMN,3763827.0,353.0,,Wiyiwksbgoianmapfeesewvdmwotourhddxalsvosoxpphbyimumrnevlblavejvlqbv,77533.0,British Columbia,93.0,Zions Bancorp.,S,e,Kfwagjzfvqbowg,O,Fjhoncmetahmxjgoy,Buffalo,0.0,United States of America,Kfw13031,2.0,0.0,1-976-993-6838,ICUXSDGGXRLPGYFTNQWXCVVMDZZXFVRTAAEDCEVLRNXAGQBGMEPZPGTNXLDSGREOKPWSTCYLXBYRMPH
PREAJLB,2527347.0,703.0,,Vedkmydmdubncuiaicu,127411.0,RI,,Penn National Gaming,W,,Oefiol,,Kaead,Modesto,10.0,United States of America,Oef13032,0.0,0.0,,Ctkcgnsbknddyhzjodowkadazwshlpxfmxlcvrhskjinpdukokg
Eiqijmj,3919194.0,596.0,,Cfdtdyubxctfli,366628.0,MN,26.0,DynCorp International,M,e,Lsxdpltquwbaon,O,BSXCPDGFYSC,Hull,4.0,United States of America,Lsx13033,2.0,1.0,1-474-795-6171,Axijveejnzozhyfqzmgrkw
QAGYA,509643.0,842.0,M,vyjagcmiccy,150976.0,ND,97.0,FM Global,,,Rokhublwsj,O,Zoyxfcjsiucyuuzpronyxic,San Diego,10.0,Canada,Rok13034,2.0,0.0,1-355-038-4840,QVAHPMEJRRLJJUHYON
helrlotvcbcj,389748.0,645.0,,krrfibyjjccawritzjdjckqq,285531.0,MO,98.0,Key Energy Services,U,,PJTDVGTLEZXXMV,O,pxheplrwiussbxbevkrxbdbk,Kitchener,4.0,Canada,PJT13035,1.0,3.0,1-370-330-0392,UVZGXBWHJWICMSJG
Zctmxzzu,2921673.0,761.0,,Hskhhrljalwlvixelhnmqclvuodklhqslrfixhpymzwrkwdefeyexupto,12726.0,Alberta,44.0,Charles Schwab,U,,Tdksfxqlkqpxoa,O,Totcnmwveyojzddojyverptmwiyht,Hampton,7.0,United States of America,Tdk13036,3.0,0.0,1-956-041-5096,Azgjbjpodbgcscyzojhtmzlpbsn
Tdwpihhfc,585565.0,810.0,M,Arovizrqxtrfr,427481.0,Saskatchewan,86.0,Jones Apparel Group,,,Kmaiwkabvkfwtiiwotv,U,Pfsnzsesjgtgmrjudrq,Madison,4.0,Canada,Kma13037,0.0,0.0,1-333-750-8186,mwddykcbhnaovpvbkhcfuwftxierbrrbxkvvdjasepxzvsrgsxtwlxzsccvvqiggdqvldcqu
vzfdak,2734292.0,628.0,f,Cpmyqcsmyfwwrgy,416238.0,NC,76.0,Fannie Mae,M,D,Ekdpxpfulsuhqcaymwrpesgrs,O,Exdeqpwdquzeftsdebthgesrqf,Boise,10.0,United States of America,Ekd13038,1.0,0.0,1-666-788-9640,MNAEMEIVCPXMKWEFNXLOMHNXSFWQVGTROLWECAI
Tvmfkjcq,3866961.0,577.0,,Kslmliakxlhtdcazkeysizfcvcspjgdhivtesjesmjvouqbd,166931.0,AL,21.0,Cardinal Health,W,C,Prmrgeqlkxev,U,ksntknpwrlwfbqyksi,Paterson,10.0,United States of America,Prm13039,3.0,5.0,,owjzgbyjfnbjnquawklezxhugqystavhslrnlbcavodoqrvooircwswq
Oqrvejybq,3193177.0,734.0,m,uxlbjkwzfxnyl,142101.0,Quebec,12.0,Sonic Automotive,M,w,OBXPVQHCTJWVGZKOZSZHOVWSUTA,O,Nktdcmutdgnaqjorepmhx,Missoula,,United States of America,OBX13040,4.0,0.0,1-940-781-7159,Rrkrrvdaibencjnvmqasdhdupwsdovmhqfhtcajqbemg
MAZEMR,1168964.0,392.0,,Dzlbxhtvzwdicguokgdcbhlnvttpdcobreikebnxunwasupaqkmksjgkjvwbvfxsomwxkifro,,NY,52.0,,M,K,Xqcymohcmcsmbzsh,R,Umnfupltdksxmvffp,Seattle,10.0,,Xqc13041,5.0,0.0,1-654-883-2188,Typcqovkbvgtjpuoesgmgskglhabbtpzwfqhofwkmvuxihbbin
kdykv,2188541.0,769.0,,Hdbiayjaphckgqnebdwvyfvkovmailyqiiqfpqaizhxsvthkncuisunhagvuvvmpuqetlzv,362235.0,PA,97.0,Ralcorp Holdings,M,a,QYNFT,O,ZYSPZTSTGNHMNZKGFUXTMPUTJAJLA,Rancho Cucamonga,10.0,United States of America,QYN13042,3.0,0.0,1-734-776-2575,MSRTOTEBKTLVMGUBGEYSWRJTTBMHLWQCHJGG
Srkqp,1588324.0,305.0,,otvzfxowhcmnmrbmyjqsflklxfrsovpypmpcpkagaeklmupgz,387138.0,British Columbia,16.0,Illinois Tool Works,M,,Wvrvjnmrmtqxnqwggkgfditjhb,R,Ejhkdyzmetpcbkswfigrnwpq,Dover,7.0,United States of America,Wvr13043,3.0,4.0,1-580-359-6265,Czxncrjilxqnwunfybjgeoxpjggdxloltlgnaxbola
Itxkqrwks,1772220.0,584.0,,Rpstrhgivxmcijwdrikxehac,341008.0,NH,78.0,Community Health Systems,W,F,kmhrdmqvrgkrlfglcwbit,O,sidxcbejfmldphxuxmdilhifk,El Monte,10.0,United States of America,kmh13044,5.0,5.0,1-349-716-0002,Esrxcymyyomyomavuuiomglvoua
VNQYOYNKEG,976044.0,619.0,,Stmnuugxrmjglcsfldabzrucpfdfjslnuxsrymirprfwtrocuvmk,103700.0,MO,33.0,Ferro,M,Y,Qcoswdtrdaztjo,O,OFILBRGJIAQ,Newark,5.0,Canada,Qco13045,5.0,1.0,1-965-694-6886,
vomsjits,3176209.0,571.0,,Qkqfrxfrhfkcqm,279452.0,AR,89.0,Markel,S,n,Bpgeti,O,VOEKMTXLUHAAWHAZRXC,Burlington,5.0,United States of America,Bpg13046,5.0,5.0,1-434-384-5212,paxoinmweqvoezkztowofeojyxanypbmpljupclccymziofcxbaspwhsffbwwtfodcscibfwwujg
Cdnuouesrdi,2096979.0,823.0,f,Sufbglmcbdvimydqyhmsmextuqvsaeibbhcxuqvafakioalxjfatyv,291919.0,MI,83.0,Hexion Specialty Chemicals,S,R,Jgwrnoewsjlxboqqgjnivabvtlq,O,Ijwnusnivju,Lowell,6.0,United States of America,Jgw13047,2.0,1.0,1-893-572-4234,Pctbzdqsijwflkqvkhrqkiixjogdknhjsjiuafiyiphptnhlmihfsflxvrrfyojbcpjsrgaouu
UFSIERX,140690.0,635.0,M,PGEEMLLTOFWUFYPABCMULEOAGJWXALAENIMWRJZYUTENGLATIZPNKQPMUXKEKOZP,,IA,8.0,Time Warner,M,a,Rvlcsowbczxdjrhokvzmzycld,R,erbtnkffjqqpmwfslfcnrsocsv,Independence,5.0,Canada,Rvl13048,0.0,1.0,1-268-420-9976,rticywwlyshqbsvueqgmiapjabbujentrkdbfbuhonqvqppdivrwyxdwgxpta
RVUKPECL,3012374.0,645.0,f,Jhhybfwhljqbzcekukctqwrjgqxsllgkpggdcvnmdcygyluehccgznszqritohkcnfyoqwnohhd,194313.0,New Brunswick,38.0,Martin Marietta Materials,W,V,Aitwvr,R,Heokolufuqtijbmdloeod,Ottawa,7.0,Canada,Ait13049,5.0,0.0,1-091-067-0413,Gpmnqkbexuwvogqrzckkxprccgcfveikknfiureqklqaiorgtxsyv
dtkctfmpbjm,1113241.0,724.0,f,Psjcrmlazjwewvcc,176673.0,NJ,40.0,Principal Financial,U,N,mrzjefmswg,O,vstvrnsjckweztisnclrb,St. Johns,0.0,Canada,mrz13050,,1.0,1-537-773-8349,FTQCMLUSCLWPOPDVVIUKMBRIWHGTBGMJFXAR
Hbbaoo,1188847.0,,M,VAHQCHVSRTWGIEJTCQDJNBQPQBID,197181.0,Saskatchewan,91.0,Newfield Exploration,W,E,Vuukkwfzorosluxiehrflb,O,Xhsjbodxggxym,Billings,4.0,United States of America,Vuu13051,1.0,1.0,1-594-271-0467,Xppdooadtcbpkovteny
JHUQUH,3874400.0,497.0,,uqinvaxqgeqszfocyfwbjcisp,192622.0,NC,38.0,Wesco International,U,A,DCZHJVLMJXPHFKPQUZDGFWFEBK,U,Guoaagpxlgvlpkpgyuwvmdghiyp,Brownsville,10.0,,DCZ13052,2.0,3.0,1-820-817-6697,vxuwdtvssjvghr
ZTCJOKGH,2361011.0,725.0,,Sfdbxxzgsyioqbsgvfhgntsdktshstrzttacltrkxjmqanewvlvcirhoelouslylrhuljcjf,159203.0,AK,2.0,RadioShack,S,,Fbees,O,Urliguwiwzalcvesvrpxfh,Fairbanks,2.0,United States of America,Fbe13053,1.0,0.0,1-892-039-6219,PAEKJJMTSRTJETLTDGOOECHAKKSMQKBDNOJHXQBMEMSADEOCTGVVRXBUQMUMEBWEEDLZTQUPDMK
IEUAYJN,2854409.0,749.0,,PSFWDWDYDMWRLOFRPFD,161978.0,IL,64.0,VF,D,,CWWAFEYCSBKCEVGXXHMIBZFGI,O,dfjcgcfynvatifbmqneu,Fairbanks,6.0,United States of America,CWW13054,0.0,0.0,1-246-473-1173,zmlwrapqovswkabormujyqbaslmrtwoygaxpaogqbekyer
Iqbkrm,3985555.0,620.0,M,NVTTWWW,145631.0,MD,20.0,WellPoint,S,d,Iuwrtv,U,Zouqxbiflusxmnosd,Costa Mesa,6.0,United States of America,Iuw13055,2.0,0.0,1-965-690-3226,Hdhrtibuwbvvlqfdjbvozrqvwvozchoxujx
MYSXUROWZ,415858.0,387.0,,Cepeurhjzqb,294088.0,CA,64.0,CH2M Hill,S,,Pglssnzmaemm,O,MMXZWXFTVNOA,Hartford,5.0,United States of America,Pgl13056,0.0,0.0,1-900-555-9660,Mtshjbhvdqekqthukxtohqzgldyaw
Ajevdavbg,697531.0,372.0,,xdmjckagqltljleefqjkzsbaqojdfgwbcrfnbnsugveoinnnypgxppanemqjynkehcgkohsv,100469.0,LA,92.0,Devon Energy,S,W,Rufimhyvogznytbt,O,Hgprqtdamltjmxlrtydiqdosdcm,Dayton,,Canada,Ruf13057,3.0,0.0,1-289-785-4670,ATILAUJDQHL
Tjkohjdfxcmi,1641404.0,416.0,M,Lkysddlkvmrcpxgqsjuxbmvdvuaehrcyhjypuebfvoeeyqx,477745.0,MN,71.0,Temple-Inland,M,s,VJXBOXQX,O,VUSKPZBBEVROYLA,Berkeley,3.0,Canada,VJX13058,4.0,5.0,1-639-518-0607,gscvxocivuvfmoxdralrcdvrjeunkoevrlumgxzczezqgkjcggojaezyg
RVKWT,438276.0,489.0,,,7205.0,WV,73.0,Yum Brands,U,x,TQYECQOATBWQKXTKLSPIWQW,O,Uolefrkumgc,Alexandria,,Canada,TQY13059,4.0,4.0,1-129-199-6801,TXFYAVTFQLBKKMQBFRQSZJNHWLXQPXXGJHCXTZKAQXCLRPUNYXNEHYKKWIYUTVBDKWVFSQGFRYBJWF
Tevwnwd,2098619.0,849.0,,jmudqmtmxgpqvfqansvsljyjwvfe,497916.0,TN,84.0,Amazon.com,M,,WHLWWWDHJUUFMLRTQBPZIAP,O,Dfufropnvtduiiaiduvvtyqwy,Paterson,,United States of America,WHL13060,2.0,1.0,1-320-886-8045,Knffsqdvcrzogqrhmrhdkwahnkkevg
Ctrhdgjuurtr,3177390.0,594.0,,Eebjgmvduqgqzbhggjmmvuebraumhiygobjgybycohtozvvuhrdyjvupxphue,222489.0,IA,73.0,Brinker International,S,O,EYWSGTKEDOSDLWK,O,tppsumvccvyotuwhmwqhjzu,Costa Mesa,10.0,United States of America,EYW13061,0.0,2.0,1-553-502-4166,EVITVIRPBGPBHHXQUUTFHVPKKEPSVMGVX
,3211508.0,749.0,M,Cgbdaubpzyaqmhdvsjwzsmdylrewgsywgqkgalislepnrxttopfzhecjdmcubol,414923.0,MI,,,,z,Ljjukarkskbtfswardyulqdwjnalu,O,Pqihomgxbictis,Lowell,5.0,United States of America,Ljj13062,3.0,3.0,1-016-853-8556,ZPLOGOUIRFSSLPCRJQGTX
VAUAIAHGD,484781.0,320.0,,ameatmmxrsxrkgfgrovwagpoktckmjqawbovzvbypmmkd,307630.0,FL,25.0,Chevron,U,N,gatmnyru,U,VRXHUAJXCBVDWX,Huntsville,1.0,,gat13063,3.0,3.0,1-812-828-6776,gzdpgmxedzxhezeapwwkupbmaqjskdxkbokuhxqjiolddkfmm
wotno,2525080.0,318.0,f,aisiulpuodafxbecrac,497027.0,NV,100.0,GMAC,M,,Zlcvcbuiqcajxlqwtic,O,Xyprlrfagqmohpwj,Topeka,4.0,United States of America,Zlc13064,1.0,1.0,1-846-997-8861,rliwqotenqkqhoxawowuoayfnkct
FISLYOI,3624508.0,457.0,,Zvobsauhemdnbqzvrbnjpgpkehvrycafubzubq,419002.0,WV,47.0,Plains All American Pipeline,,,HBIGUVHVDNWMLCABIXKG,O,uwecyorfttaphnsgfbqbczhhprca,Erie,6.0,United States of America,HBI13065,4.0,3.0,1-967-624-7693,Ufdycxkjyasjnejyowjjhrikknwyq
PGWCMWWD,973524.0,643.0,,Ixtdcmlueslngdrvyjcrvmoofaptnubabkrfhfbllnysscxhkvspgadsyhikev,139919.0,New Brunswick,46.0,Principal Financial,M,,Gjuuyjfkvswbdusqfyppite,U,Fskrpjrfkvbhovcfyrppkozgtrut,Fort Worth,9.0,United States of America,Gju13066,3.0,0.0,,RDIOZXFFIUCQTDYZYMUAKNNBAW
xtquq,645892.0,338.0,,Rsfodxrpidayhrczjxwqjantudowbvlolmciqacpxpacyvbodtm,208452.0,HI,74.0,Auto-Owners Insurance,M,t,nxqlzrjinpvgpwvcktrzlaqlnwx,O,Qnglbwkndcatbsfzqsvof,St. Paul,1.0,,nxq13067,1.0,5.0,,TNXDDSMUEOLPUIEWMXDOPFYNQZWEJIX
