AgeID,CreRa,AddL2,Empl,FiNa,MiIn,Inc,NumCa,NuChil,MaSta,A,OOReFl,NumCreCar,NWo
gyr14568,631.0,jsfjlivlwtlckatjtatrsfpwmtvgqhdpprw,Publix Super Markets,ZJMTDOICXZNFEVWCOV,O,336882.0,3.0,1.0,U,70.0,O,8.0,593941.0
hjw14569,818.0,Osktaotjrwjnpqmksaddiemirvdtuivosyreknankgsxnzmxgjliiyqlnvdnzxriu,,PVJBJLFZHNTPOMCFTUPIDTHDHFMXGK,M,468248.0,2.0,1.0,S,49.0,O,5.0,36605.0
Gqr14570,396.0,Dvaomsketemtjygvzlgqithagoxgwbwdnquwquxtnndquxlmcvckgzhiutyihdtkfwloxn,Deere,Bwargvppablqiqtrmdzrpastkejcha,d,357738.0,2.0,1.0,U,48.0,O,6.0,3803522.0
Nym14571,,Zdhocsklqejyjqtakmltakud,Sovereign Bancorp,xqttdcnqibaxeiawlugjy,m,8229.0,2.0,0.0,M,47.0,O,2.0,2458575.0
WGB14572,504.0,Czpgehjlbjqmklohzojafdeeohsukdozhmkbtssidoaurvlonikxtguqlhpe,Flowserve,Zlsrrtpux,J,388098.0,3.0,0.0,M,25.0,O,2.0,507276.0
HFG14573,780.0,Moseobcdgxybk,Textron,bsulhvalnbtdofgyfamwzmbbqnns,,449796.0,5.0,2.0,U,58.0,,10.0,834958.0
sgk14574,466.0,,PPL,ppdrowhkpikmyzphoyurekuokmgu,,228572.0,0.0,5.0,S,44.0,R,7.0,2318948.0
mlz14575,459.0,drlqgbbpgeuhe,Stanley Works,Nbyhictwfxsjbr,,,2.0,,S,23.0,O,0.0,2955866.0
Mlm14576,628.0,Uwjacoz,Procter & Gamble,ilbobnutnbgzythjsonc,,137605.0,4.0,4.0,M,24.0,O,7.0,833367.0
Ugv14577,806.0,FYQEEWHKVHKMCTZEJGNUBVSLWKSQGNXKBUYZWAOVWZOTJACQTTURCYRIYCLHOWOBJIRQGBH,DTE Energy,fwmurkedsulhfzhhyjk,t,474258.0,4.0,4.0,M,70.0,O,,194433.0
lbt14578,655.0,SETZCDCCNYAIGFOCQBQOVXEJRZUDXSKTQBQRJCHM,Core-Mark Holding,cqlwziuflucysbpbimmfn,,390686.0,0.0,0.0,W,48.0,O,5.0,2609869.0
Eis14579,684.0,CARRPCLGMZMSYFIZXGJWINRTGECIAAOVDJVVLVXSUETTITPMFBNQVT,Hanesbrands,Wsddxmtqlbe,M,249823.0,4.0,3.0,M,41.0,O,4.0,2191968.0
GIQ14580,821.0,,Weis Markets,UMHKUIKCNDUKFHLPG,y,324876.0,2.0,4.0,S,,O,7.0,3587737.0
llh14581,773.0,CBITKUKFARNMZJNSQSQMAUGGLUTWJZHMTJDTNWNBSLOL,Interactive Brokers Group,TFJLBYUPVIBSOTY,g,326547.0,0.0,2.0,S,6.0,O,1.0,2940443.0
Ftt14582,306.0,,Las Vegas Sands,Pygtmshk,X,292865.0,1.0,5.0,U,32.0,O,0.0,3100739.0
Ujn14583,746.0,Mpoviwqkkitlyfmxhyosydfgojnxihoh,General Growth Properties,kvkhsrllbibxaxwiwanpjasdx,R,318369.0,5.0,4.0,M,84.0,O,1.0,1437721.0
Puv14584,446.0,zbqjedbsckgxceyxtskckktn,,EHEOOVBEPXSTSGKOORJDPK,,264211.0,3.0,2.0,S,39.0,O,10.0,2636952.0
vey14585,,Ygsljbbgtaabusnqbfagif,Trinity Industries,WYMEQYYYFPTFFMRQRQUFZUIZNSTUAV,m,289076.0,0.0,4.0,M,37.0,U,8.0,2625564.0
ndq14586,538.0,Ctfcxvcumherqzbfsfbbjtwltgb,Shaw Group,LWIXXYPZETXSVA,,285596.0,1.0,5.0,M,78.0,O,8.0,2685352.0
Sul14587,477.0,Rqjjnnobgpjmzdxxjac,GameStop,DJDDSWPLZGS,Y,,4.0,0.0,M,55.0,,10.0,891136.0
ZHK14588,592.0,Peull,Clorox,Hcjmlivimssvaleutqnvuovexrhspo,S,242760.0,5.0,0.0,S,51.0,O,6.0,
ppv14589,736.0,ftlut,Toll Brothers,Mpjqzmwxmdxakbdwuw,q,265127.0,1.0,3.0,M,92.0,O,,3489600.0
blo14590,802.0,wltjbeadpugjurnpgwhufccjngcco,Avis Budget Group,Yacdyacqkofmdjtahtpvfmzzj,P,,0.0,,D,55.0,O,2.0,3939204.0
Nrb14591,359.0,LTNBFCULYXVPZF,Verso Paper,Vorerptmlalv,M,136539.0,0.0,3.0,S,31.0,R,2.0,2684513.0
Qiw14592,386.0,NRIMLBKQSXHLLYGZGTINKTVBPMUSEDSRWTATERFHJWARTG,Exelon,Dphvzv,,469077.0,5.0,4.0,M,26.0,O,1.0,313350.0
coq14593,406.0,Tlhfaihuyhkosgrpvwlxywzeqmwdkadp,Spectrum Brands,Jpvobfrwltwqlpdukhielpmpcaxon,C,413210.0,5.0,5.0,S,58.0,O,3.0,3545904.0
Trr14594,733.0,Xsnfsktwyaxrcjiedmhscoavwedndnzrwfrpovxseoljscdo,United Technologies,Hnpfxaehcgwglneulov,,447061.0,2.0,0.0,U,52.0,O,10.0,1065054.0
TNJ14595,,Kuomnaqkkykrplqdqdvnjnpdllyblpjuapnahcvtouvqsezgytfuchmpockstoheystneijirr,Thor Industries,Tjwoknklnotfjqp,z,73800.0,2.0,3.0,M,95.0,O,9.0,3511303.0
Ppa14596,308.0,Asabfgjxdegojlkystvuclubsjrqiqja,Smith International,ffevznmhvyxgtw,L,35763.0,2.0,4.0,U,77.0,O,6.0,
PJD14597,,Xxnavpvksydqltdndslnhekuuzriqwgsvkltzudrjhhixivpwiseipmcdypedulslxtkssdkmgpauivi,Ruddick,Mbaqztuowqh,O,277034.0,0.0,0.0,W,28.0,O,2.0,2243229.0
Tnl14598,781.0,Adonifjepghpxquplckmuemrfbbymardiwfmxixujaljkrycvgpydwmuwhyxwbhumgmogh,Verso Paper,Avapquxjvpyezqxaqqfjmtbbh,T,432145.0,2.0,1.0,U,94.0,O,3.0,3716862.0
Opi14599,654.0,Uvpmixldfjvueyrbgeiuffihnmygt,Enersys,ZOUXFZBKNVOLDEJRAT,,491170.0,0.0,2.0,D,92.0,R,4.0,
VCU14600,633.0,Lcmpsnqxqxtboaspfnkimeyhxcrufylcdxcrwnjmajqphwimpofangcsirsjgtizlnvdvnjvonbm,Xilinx,Cosijarq,m,81831.0,3.0,1.0,D,28.0,O,4.0,1057272.0
Wjd14601,494.0,VYQSOZBEMCFQHNQRFQCXLMIQYGVBTTERVTSEAMUBYZGPVRHTMWHHALGLOTJIVVEUNBOPBDP,Great Plains Energy,Hhwalsnvsnxbdixtgsgxmv,J,304113.0,2.0,,M,67.0,O,7.0,727385.0
ISW14602,499.0,Bigrmdsgvthnvsknqxaedktsmqqhxyyelxcqvhkypsdiqhcqsp,Wal-Mart Stores,Lsesibhksyyqzofupslekq,J,408975.0,1.0,4.0,,,U,9.0,2211109.0
Iou14603,428.0,ljnszvnmpyfctcyqkiensbxwxsdcoxbuiotfsklgfwyrpsuvelif,OGE Energy,XXBKONKVOFUHHQKGZUJ,,89202.0,4.0,1.0,D,72.0,R,6.0,3792110.0
QXM14604,484.0,cwbbeefobdfelygqmfenquubhphrpsnpxrlwodnzfglcypzdgbvfpcoxmtrhawsio,Energy Transfer Equity,ATAND,,47012.0,4.0,2.0,D,61.0,O,8.0,2869952.0
Tde14605,490.0,Ixlmahluagupchntewgmrqemisqwuhixhyydtznspduyiprqcmbejeirbwilshsfesdliahulm,National Life Group,Fojtdybpctnpvnjtdrdnxurcjtfm,,252229.0,2.0,2.0,M,14.0,R,1.0,648115.0
Nkj14606,597.0,Qxsyzhgmrnuzegkcykvuepu,,Wgxitidhmtcoxlfxtzrtngnwkujg,E,220101.0,3.0,5.0,U,61.0,O,2.0,65786.0
WHQ14607,526.0,lrlunkvdnbiuvqqftrcvbculgkyqqyonghdenbkgwheyrorsxjfulcyijtlshkkpmpeiwovqhczjfi,H.J. Heinz,Hwkxsyvjmubhkwvgdaafbw,,474255.0,1.0,0.0,S,4.0,U,7.0,
FRX14608,361.0,OBTWABDEFGKSMRZATSGUJRZSVLXOBFLXCWQHSOMVATNVXIASFXNESYGBIHLXGEUKHDXAQWQFW,Regis,Lovvrazsporkrwfmmubhhdpbmwy,i,445307.0,3.0,4.0,M,55.0,,0.0,396359.0
Pco14609,411.0,Thrvszwnqoxrmsgwkxmapqvsrzidbmbxt,Solutia,zzlnnrimwwgqwxpcbid,,324443.0,4.0,2.0,M,12.0,R,8.0,3735105.0
Bpf14610,346.0,Ygvmbkggzvjhitsuwevxjtpvnerxhakrpdtyfzscpptbohnlcsm,Sprint Nextel,pmsfqovwcvsc,,171237.0,0.0,4.0,S,46.0,R,4.0,3958848.0
SSS14611,463.0,Ceoxdxdafhiqvkxgivpnxnqenyoqclwrszxqwsoqurfohacssphnudrfpbhaqilmmjrjtqfcnutxbkmb,AptarGroup,Mnifdkparnlvs,k,50782.0,1.0,0.0,M,,O,9.0,1753761.0
vea14612,791.0,Lxbolsdsxowrpcfxgeznaes,J.M. Smucker,Vbvcdnbbgmyp,,402529.0,1.0,1.0,W,77.0,O,6.0,2533582.0
utn14613,462.0,KTRGVESTF,MGIC Investment,JBIJCBJQ,U,29840.0,3.0,1.0,,45.0,R,6.0,2004662.0
Lsm14614,782.0,Ptojrafuwqwruhvhvsooqrhae,Sara Lee,Uqssuwuipp,F,3663.0,0.0,2.0,M,52.0,U,10.0,2413885.0
RLJ14615,336.0,ZWPXMSADTODJJJKEDCFBFEAXJMLRQ,Borders Group,Ptcrxwaxbsejipxherh,I,,4.0,5.0,U,85.0,U,7.0,1393310.0
Pit14616,766.0,IHBGFHVURHSKBRCODCLAZGHPHWGEDTCKFQTMNBBFYMYXVRENFZMPLKKXLKPK,Plains All American Pipeline,OLFTSRKJQR,,363018.0,5.0,1.0,M,51.0,R,0.0,
Iml14617,412.0,Kgjhvsukmxmqvusyywrjrdlhjozizwqftirygtcqqpwtnirxevbuzjnbogmxhef,Gannett,Lxebcohjgqptlciql,,,5.0,4.0,M,93.0,O,9.0,33101.0
Xbl14618,710.0,,BorgWarner,SMWXXCOXHRBHFPNXORKYZUJ,,220378.0,3.0,1.0,S,20.0,O,7.0,
xkm14619,805.0,bjsqrrceipdvlzalprddslpzincqrxnerweaxhirgyhssurnulawdlxc,Continental Airlines,QEDSIGRKOOUB,c,217505.0,0.0,0.0,W,2.0,O,8.0,2884324.0
Fmx14620,469.0,Flzqvxmzorxztnopjdsptp,Sonic Automotive,Aowmujk,o,114818.0,3.0,3.0,S,12.0,O,3.0,333602.0
Rty14621,828.0,Tpjqyyngonxramuusdrwogkhcsjkhdwdxiwxehocgquc,,VEAKAZVGALGTG,,,5.0,5.0,W,35.0,O,,1350457.0
Loy14622,626.0,ytrfgsrucbzzrevoxrbdjaskffkgjhzuotcguiguekzayaxqrnejoordp,Graybar Electric,APUOXNFKUDL,,216953.0,,4.0,M,30.0,R,10.0,1910740.0
Jim14623,324.0,OOTBEXLZHCWSBCKKFRUUPNZJUIEH,FirstEnergy,Vqxflhxe,,445384.0,1.0,3.0,D,18.0,R,1.0,3017768.0
jkv14624,678.0,Esqjelqeejxtcovwwuparsbedqkvnfdwcfxzatsxvjyz,Frontier Communications,RRDQSYOVPZLWYJE,,249221.0,0.0,5.0,M,97.0,O,3.0,2491362.0
Gcd14625,368.0,Hlfevqqrkwtfwgavgvaimezotwccbkucttjbdegr,Iasis Healthcare,JPRYGGS,X,419656.0,0.0,5.0,M,,O,4.0,2104515.0
Rlg14626,538.0,Mwoeznciiibvuwqjznlphsirederrwsobfbdyhddcumlvrfgrt,TIAA-CREF,Qxwilygrimtilyikggkbnfiuukcmq,,184873.0,5.0,5.0,D,46.0,O,5.0,418746.0
yre14627,482.0,OIVLBLSVKVEQNJLBIMWPVYI,,Tqrxgr,,128421.0,4.0,4.0,M,83.0,O,8.0,3712524.0
Emb14628,514.0,Uenmrwvblkm,,uvzzsvxhnb,,295902.0,,4.0,M,97.0,O,0.0,764415.0
Yiv14629,440.0,Wipcupxbrqmogcoeniaaflzcwqpfagwxotjzovdgvizpvejjdzwoieyzrgqoapnapytawxmf,Lithia Motors,Ajwdyk,B,197675.0,4.0,4.0,W,15.0,O,4.0,
nfe14630,789.0,Yjjjnyyhucmqsodsbnwzinsnevgnlivq,PC Connection,pixxfjgqkinemtsgytnqz,,,3.0,2.0,D,100.0,O,1.0,1465218.0
CVM14631,326.0,baxrxvsxygonfnkuewxbcfqgjdvymilrflkwgqxghbpvwyaec,Airtran Holdings,CAYEVRJMHOIBMMSBUKMKYTMH,,277830.0,4.0,4.0,M,49.0,O,3.0,
Ovk14632,633.0,WQPYOSDJEXGEVJRBHAQEMTBVGGKEPWGYKKTPBUNYIWPJRJYQOUFOBJPDVQLLTPPNLUGFJFJHTSGZVXGV,Bed Bath & Beyond,Vuamquoawc,,326909.0,0.0,1.0,,32.0,U,7.0,
Ufc14633,490.0,Ssdmvaiuazukqdtedltujfrleopmshcgm,Harris,uvehfvqcgbcdigwbzuzqnegvagzzgl,j,275612.0,0.0,0.0,W,35.0,O,0.0,3646015.0
MDO14634,357.0,Vjqtfhjctd,Levi Strauss,Tpvgvqaiaoer,,347274.0,0.0,0.0,U,76.0,,8.0,3573091.0
txm14635,721.0,Qttexg,Archer Daniels Midland,XWSQWKJGQYSBK,w,41483.0,5.0,5.0,M,88.0,O,6.0,
Atu14636,577.0,UTDHTLIODRCTHTJLKWOLSMPSRVXFZTOWAJHQGPZEZDDKOIOCWIOAAUCCQTW,West,Uhgxdp,R,268579.0,5.0,4.0,D,84.0,R,10.0,1874056.0
hao14637,370.0,Hobvigdiwwtdrftwybaienrvnatnhs,Unified Grocers,Erxaawrwswhinfnudcsglbltlwqutv,,231100.0,2.0,3.0,S,30.0,O,2.0,2367447.0
Uyw14638,336.0,ljbzfnjaamqhlkzhmzvukqqwx,SunGard Data Systems,AAMFZITGGNBHYCISECQUTZURTWGA,n,495365.0,3.0,5.0,W,28.0,R,10.0,1221948.0
Jsc14639,377.0,Jvkrdmwjlcgphobwalyvauinlzmhxiekevzvmiazlrmmozxpmdjehdckpfmwqwsoongorxv,Ball,Wfbxunivfpdbafejfhvsjkwno,,110979.0,1.0,3.0,D,76.0,O,9.0,
Ksf14640,780.0,Duhwdksmmnlswfmoxaukydylwzfnkxhhlmbmwzxdfydhgfcqvvipncwoym,Southern,eqwry,,415595.0,2.0,3.0,M,56.0,,3.0,
Nvr14641,447.0,Eixmsqbswqrunfmdtsyuxbrfvxaeqsgmbkuznxfggcwswtncdcvatmmfmkkwtgfbbxcs,Genzyme,ylukntjskgbcqkurgg,x,252815.0,3.0,4.0,D,79.0,O,5.0,595297.0
bwr14642,,Vndjhjir,Alliant Techsystems,Quzvgerufjabohmkjveafvvotsgkot,p,184128.0,2.0,0.0,U,72.0,O,,3738264.0
Eqw14643,708.0,JHAXHOACIXRNJXZQLUGQHPAVQEVUMGEGSYNKUA,Fifth Third Bancorp,Zuechdjgaoammlu,,489050.0,5.0,1.0,W,72.0,R,10.0,2554629.0
FEO14644,654.0,Lrdbqlpnfwjbrioygwqjwfafgmiqyzdzowcunrvzmqjq,Sally Beauty Holdings,BQONZCIFMMAFOYVEJKRWBYPDH,,296964.0,4.0,5.0,M,70.0,U,8.0,330915.0
HUB14645,769.0,glqjwgcjceplwmojtblalfwnmvcgvbbtfegbopoucseulgaqefxsomcucldcg,Forest Laboratories,tykpdtikayhximlhlke,,476534.0,0.0,4.0,S,19.0,U,4.0,1494641.0
DVA14646,462.0,sakuecwchcjpxbivwewxdxgp,E.W. Scripps,Vitqrkzx,N,131970.0,2.0,1.0,M,44.0,O,2.0,2608549.0
Weh14647,608.0,Dbyibslzhqvoxycliflcxwruapgkokwwgulmyagvjjpxtemuszdqzmjxhuqwswdwa,Interstate Bakeries,Huuxpsvcmqvlirznjknm,,351997.0,0.0,0.0,M,47.0,O,6.0,527643.0
Guc14648,809.0,Hfdginwjpiefkaczozihbycryxivucuzjqhfvagceibmgkbmtnhesycrswio,Sanmina-SCI,Cqtbccibmirwqhwtaagm,d,35705.0,0.0,1.0,M,21.0,,6.0,137585.0
Cif14649,371.0,ETESONASEXTYDXKBHEUZGBTRAHEHM,Phoenix,Qrrlwsuzobjfiieytqoniqueju,,196124.0,0.0,0.0,U,44.0,O,8.0,
XUT14650,663.0,Ddmdelimkhrlud,Sentry Insurance Group,Espidyh,,152413.0,4.0,4.0,M,94.0,O,0.0,3326727.0
Tyt14651,650.0,JHAXAUIUIP,Toll Brothers,Qphmmbbk,,101915.0,1.0,1.0,S,36.0,O,5.0,643888.0
KQR14652,401.0,TJXYPCOINBAYQLTBUPAT,Medtronic,BTGLT,N,442774.0,0.0,2.0,S,57.0,,6.0,1902404.0
hda14653,594.0,bxaorhtlypwtfvl,Raytheon,DSSFDDFQENVBIRSOMADLPJ,,257670.0,4.0,1.0,W,11.0,O,2.0,3185649.0
fvp14654,450.0,Dotvpmonaaklpuixyesiaghxhqtfboys,Dr Pepper Snapple Group,Rgxfghocbndlgcbliglojoxhdf,,132470.0,5.0,5.0,S,63.0,O,5.0,2892426.0
afj14655,714.0,Qgbzedikesglqejkvdmhdxmdvecdbzlqquqfdjlrkmdhhwwlkviygbpthoizrhaunhbpowbuplbwqw,Annaly Capital Management,Mcjqj,g,93566.0,2.0,1.0,S,32.0,O,6.0,3254308.0
mok14656,617.0,bbdlhlejfmzncemuzunbs,XTO Energy,ibqfxdcnmvrap,,266343.0,2.0,5.0,M,15.0,O,6.0,3227948.0
SXP14657,540.0,,Sun Microsystems,ixbhrbgyvlqpvzrtsizytvc,,124101.0,3.0,0.0,M,62.0,O,2.0,363113.0
Trz14658,608.0,mixjqaoxggcjtdikhzwqlkjfpfpacarbaeurcbznmafxjjptbvartgrmbxeyrb,Joy Global,EDXDDYWOZROUHKOW,d,359437.0,4.0,1.0,,72.0,O,,119980.0
Uvu14659,734.0,,ServiceMaster,EQPAZWYESLIPNVFJJPCQWQQYYDDDOW,,167917.0,1.0,2.0,W,16.0,O,6.0,3711995.0
Foj14660,542.0,Vedzkuvvitybgvzkjefdcjorbkcjchdbltsrsjfhczinjuwitkuy,NYSE Euronext,Stebktecfwpjpvd,C,230834.0,1.0,2.0,S,21.0,R,1.0,3846100.0
VJM14661,,pxtnvffo,,Ufjlugyooaqtqabehk,,467629.0,0.0,4.0,W,97.0,O,7.0,3538749.0
Ibg14662,,SXKMPZNCKOQVGRPBXDYRMKZULHXBMIDWYSWIYWUAJQMPLLRYCLJBJGRXDXVMHOFXOU,Ingram Micro,Gjxdrwqadbvearqnhpidnp,f,207726.0,3.0,2.0,D,11.0,U,5.0,707357.0
Mcf14663,818.0,Rglqywmeqwjmilqkczaopoluokrbieaktyvjjeeyqtgontxjvsjrorwyetnentwb,Ametek,zcjxcambbgoxvjixwqncdkdhpar,,264067.0,0.0,3.0,S,75.0,R,1.0,3903855.0
zez14664,674.0,Dlzgkxdzktwdojeljapkiaplyhjkmishnygcaoostgibo,O'Reilly Automotive,Vrflvusginoqpentxxatknmcs,G,301800.0,4.0,2.0,U,44.0,R,9.0,1389922.0
xov14665,657.0,Eqkpajhdkirdtqrqfnfovsjslconnartjcqeeusteitrjopn,Portland General Electric,Dwqsjogcqqdxijbhjkk,,449490.0,4.0,0.0,M,21.0,O,1.0,2442077.0
LYI14666,443.0,qgryietuifchvwxwubqcbmjjrokzmqwtvgrbdwyumsewcwdvtwzvxnaktkwvjkwh,Werner Enterprises,STMJYCFV,o,94098.0,3.0,5.0,S,47.0,O,4.0,3105780.0
BTF14667,770.0,Uhasaftutunfuxsiksxklbyaotqj,DirecTV Group,nagylocjkhkbtftoiwydkty,,19811.0,5.0,3.0,M,6.0,O,6.0,168138.0
Xlh14668,427.0,EAFHOZMUCAKMIDGFFNUFUOTZKCXBSAMJHGGRLHCAACLLHFK,Dole Food,ROQIKBIENCI,g,200756.0,3.0,3.0,U,91.0,O,9.0,2814726.0
hzr14669,369.0,,BMC Software,Mtngunbjdipgyydnen,o,188395.0,0.0,0.0,D,89.0,O,6.0,838093.0
ZMR14670,,DQWSIMACFXZBEJVUCWIBSWGVRBBWTONFXGTGXBPIVRWTIFAVMXE,TRW Automotive Holdings,XKLFUSUZVRONA,Y,277585.0,3.0,1.0,U,72.0,O,3.0,1483678.0
OZP14671,468.0,Eepmwe,Weyerhaeuser,BIXGIU,,461910.0,5.0,4.0,S,30.0,R,7.0,3915741.0
HCB14672,318.0,Dejabdqrflpklwtmufmkhipovlpkfnrufcdwqgeqwgubkamiayrybbgxewemwds,PC Connection,Wghndyellvjakwkdakrdukqpj,G,242659.0,5.0,0.0,W,39.0,O,3.0,2598354.0
noc14673,456.0,DUBSEESOIYLEHFNCNRTLTIDBGAGOXNJPXWSE,Level 3 Communications,Wegjggzjzvktg,,125933.0,4.0,1.0,D,,O,2.0,2709769.0
Wzf14674,368.0,cscdvdacsnaprancnxolqnsewbuoopfjsjejhqheerntmgnzloozcxonzgbs,Comerica,Kbpcmdghhvzlifdxtgitwa,H,116888.0,2.0,3.0,W,,O,9.0,129329.0
drj14675,463.0,oqyjjwqvbxlyofwunammhdjkmlpnpipstihrpjjwdsnregcj,Northwestern Mutual,GGCECHWZZTPHSBERUMV,,354989.0,1.0,0.0,S,97.0,R,7.0,1273194.0
Stf14676,530.0,Kmgyjjsdecuujnfsvnxezwxoppouqoebzyxynnzavgydujm,Tiffany & Co,Tihfyqxh,,255641.0,1.0,0.0,M,83.0,R,4.0,963706.0
Joo14677,360.0,Tjfjuyfactpikhutipyxnmarpmmwkqwrjuwubrnoynnbgeqqvxalotdvzcnrldnloggqk,,Duwilf,Q,28166.0,3.0,5.0,S,52.0,R,10.0,868164.0
Pin14678,308.0,FZIAICMNRGJVKOYBERQPWRAIRFUEHRBCRDVFAYIUVOCHCQPQIKBBISXZSVDEN,Torchmark,Wrhednn,,318502.0,4.0,2.0,M,,O,1.0,180479.0
fgm14679,415.0,HRTPVJPAUJCNKOGSUONUVAKKYZOOENBJZMUMEXJKOVJOQSGGZFYUIKKMMRJZPMWKTWRUAWFJCVGAM,Century Aluminum,VELMQRGLVLBZGCOLMQCIL,X,353988.0,1.0,,D,82.0,R,9.0,2879342.0
Ddz14680,758.0,Brumoccxwfztblralebckvbncjazwvctwbgyfiknezhalchphxjhnvoecvc,,Tvvhaewoiglnqkiqevlcxkw,W,289278.0,0.0,0.0,S,71.0,O,7.0,269606.0
ARL14681,482.0,Xgggyziohczuwtwncyjjkbfnlqnxwefxpxsnkblylpqwrmfpwwjtezehnogexruwxsptwbhz,Northrop Grumman,zmnnziydfjpxwrbeomrvtveokh,g,274094.0,5.0,1.0,M,54.0,O,2.0,1145592.0
VYE14682,591.0,hwmwdcmseivzkqmm,Carlisle,dgzyarrwiqbdlmtgohsmage,,167434.0,2.0,5.0,M,41.0,O,7.0,1355790.0
Nbc14683,,Offtxkeldcjblopkeipqgfjtzpjxlqimiwnotjuvlwlezmdhesvfcpjdmj,Pool,Ihnhlfitejqioa,F,366136.0,0.0,0.0,S,2.0,O,10.0,2172354.0
ANG14684,718.0,Qwkwgaxc,MGM Mirage,BBEYRGWPQEXOBU,,445814.0,5.0,0.0,W,79.0,R,10.0,140525.0
Och14685,684.0,Fjaxjwbtgjqohqvuvtxbjpycjrfjqourcdkjyjjuxrlfusksqmasylrcvsiscekfqsdbggrqvbnzhmmy,Insight Enterprises,Srjatgcxaphdbp,I,138382.0,5.0,1.0,D,68.0,R,1.0,915800.0
tsz14686,408.0,zktbycswtcfioyxymhedzgwpfaeueppcmlhruemeppdvzrqiurfrscdan,BB&T Corp.,Xqhvjligyuxpohtmxywrpa,,44606.0,0.0,1.0,M,13.0,R,7.0,1005455.0
GYQ14687,537.0,RJHYNBUQC,CA,Tcjro,A,,4.0,1.0,U,73.0,O,6.0,1114686.0
Dep14688,404.0,Xoarfzrrdjsmqdpigcxtbhmfcjldjkgvrusehdycfzgelwpygfwncp,Noble Energy,Wdvostkfaaaesxginvcxlalarkxcmh,,21183.0,4.0,2.0,M,3.0,U,8.0,3432486.0
Omd14689,,Jqxgcmgieatipxspcdzkmsfwakqkmhwlpvbuykqcymfpimuozehknzjhqcufkfdwqgurzpjz,Time Warner,Hbiph,,,1.0,4.0,U,33.0,O,3.0,3027200.0
uwn14690,441.0,Sbqxowmppvhjm,Alcoa,kerhycmvvrvcmgvds,,107543.0,0.0,2.0,U,1.0,U,6.0,2619540.0
mdq14691,610.0,Mprzhsgovsmiytvuuoaoocoyxfbvlyjlontpuqgiraxxpfwhgvtdetlqfhgxhctlbs,HealthSouth,Yvtbjvaspwnzpxobsawgroqtfk,,311623.0,,1.0,D,53.0,O,7.0,81648.0
LGR14692,674.0,GADRZECDPVJTFFWVXXMVZWNZSPFUHYTEKVEUENXNXUNDEFHUUUTSLILHD,Spansion,nnddmxgsupjs,,136307.0,0.0,4.0,U,5.0,U,10.0,1148569.0
YMZ14693,319.0,Dgblfijitdevuagyufdmqhxxsyytnmcjelgmvtbnxovkqjweojvqpcuuzdvugtafluhwtwhyn,Health Net,Clzkey,,74140.0,2.0,1.0,D,,O,5.0,536825.0
Fkm14694,,,Devon Energy,Zmlnyzr,,77843.0,3.0,0.0,M,34.0,O,8.0,820930.0
BKP14695,528.0,qeukvnnfxnoa,McDonald's,Bwpdzkuogudeoeehjuvhw,N,230026.0,4.0,2.0,W,98.0,U,8.0,892268.0
Mws14696,649.0,Shcltypoookubjngphqftislvbwfixo,Bemis,UOHKMAWA,,303196.0,1.0,1.0,M,61.0,U,9.0,3989109.0
owh14697,552.0,Fqfcyqdtzhasjbszudwmhfpkbxssvxdionluuqprpxqgrrqkcjrvtacpqmopnhlzk,,bjejulg,,168159.0,,2.0,M,95.0,R,4.0,100538.0
gsm14698,430.0,nocukumdczfewpyuctsaqxtycxekkvstzygce,Laboratory Corp. of America,pmdyeedmfnwklqqcuqkdisp,g,452914.0,2.0,2.0,S,39.0,O,7.0,2635850.0
Qqq14699,761.0,NQANGDMXTFCLXQOEUGIEMCKVYFPA,Protective Life,Gckftzbli,m,31981.0,2.0,5.0,U,20.0,O,0.0,1819462.0
Gev14700,595.0,FIGDPNCMVEIGWSXYGZHRJQ,Pulte Homes,Vchmcvoibhxsgfcittbvlwxrtk,,441639.0,0.0,5.0,M,3.0,O,5.0,1788989.0
tgy14701,404.0,IHJQYKVLRRWDPISKKXVLNVZLMZXLAVLNFFVAWZHSXJMFNTBRUBALWU,Pantry,Dhxflkvbelnqhsmfroypgtfph,,447894.0,3.0,0.0,U,59.0,R,9.0,2020639.0
jvm14702,643.0,VSQZCRBVJSPIZXLPHYDYNDS,Northeast Utilities,BXAMEMTRS,X,297129.0,3.0,4.0,U,14.0,O,9.0,1231110.0
UGT14703,618.0,Fgdhyptbbmzvgiqnhuvwulkwgdvepuqqtzxnpqtxmhzhabpaupcmoygcoy,PPG Industries,Deynsvlcfqdqjnzhhsawjmx,E,191001.0,0.0,4.0,M,51.0,R,9.0,1507047.0
vur14704,478.0,oiptyoocpukjtztywskctbumfctauuaifruabnrmbipgyeaakskbjvsu,Interstate Bakeries,HSFRWVBYRUMEPDGX,v,250899.0,4.0,0.0,S,94.0,R,1.0,3286334.0
jdv14705,443.0,Kwcdgccwfrypfsjkfmusqmslbfmdoaqpyxfmvpuaxolzepxrovdjsamygsdqxxgicojesouzxffz,Lincoln National,Ptenjgsrouhe,,370528.0,1.0,3.0,U,77.0,O,6.0,299212.0
Tfs14706,762.0,AXAQPSMGTGDVNSKRUOYULHQIUTDN,IAC/InterActiveCorp,ZODBVGEO,B,40410.0,,1.0,U,23.0,O,0.0,1128442.0
