prospect_AgeID,prospect_Em,prospect_CrRat,prospect_PoCo,prospect_FirN,prospect_AdLi2,prospect_In,prospect_NumC,prospect_NuChil,prospect_MarSta,prospect_Ag,prospect_OwOReF,prospect_NumCrCar,prospect_NWor
KWQ11889,Iasis Healthcare,355.0,FOBLNUKFKUPW,Stgnyrudjfkmlyrkvpcfifmonfuq,MQAHUTRWSKOCVJUPEUXROCGGZMRNANQJHLJKTFFKOTIRNGHDILPIJENFGSMWJYCBLQGYKRJAQHG,446159.0,5.0,5.0,M,,O,3.0,3905255.0
VCT11890,Darden Restaurants,535.0,Jvhhnpqdempo,islsvowwmzywfkolfqmwzbmsmhgf,Ikgotlenljrlcjuzrvyyssdakqnqnrbpjsmthohnigcjyznfivwzm,354442.0,3.0,3.0,M,22.0,U,2.0,
pvz11891,Owens Corning,436.0,ophsu,zovejvxaykhmfjsmjejim,Vpymhbsgqtacujtfypqsczoicxvwoxkxrpsqmfclmvyzkoifigsbbksqnhbnvgwa,82027.0,4.0,5.0,M,7.0,O,0.0,3663683.0
Dur11892,Liberty Global,,sgumsunwxfvu,TUWRXZ,ZLQYDSSNMBDHVFVPHSRYUZGVIPQQUSWOKMDFYWGNSBTEMEAKACRHSLNZAUNOGWCTPMLPCOREWOPN,3821.0,2.0,3.0,U,70.0,O,10.0,2078158.0
Kuz11893,Sprint Nextel,,Klnzwwevu,Tyhkmerlfncdfroz,xknpgnmvmexigrmtvrjvhztmcqjatxykjzsfsvcrvuunp,262943.0,0.0,2.0,S,93.0,U,5.0,3185050.0
Pqx11894,Paychex,579.0,Bpxypzyf,Rfvbekuioryrblsfxlve,HISFMPKAPZZTOUTXIIBTJDJMMMPMKREAPYUQLLGHVWYDH,7588.0,3.0,4.0,D,,O,9.0,2361705.0
Uvw11895,Old Republic International,435.0,SEPBBGNZ,Pcgfbhqokqmlzqpirr,UYTTYGMILGUQBUSMWIFQWCJBJCNY,83898.0,0.0,2.0,S,50.0,U,3.0,2052540.0
Uzh11896,International Game Technology,740.0,,Fclufpqziglydrttwscfzqc,FGAWIRCMJQAOMOYUKQV,12934.0,5.0,4.0,,93.0,R,3.0,839477.0
NGN11897,Dow Chemical,,HTFUDPWX,Qezlcsva,,,5.0,5.0,M,63.0,R,5.0,2822991.0
faa11898,,766.0,ipqdpoasuqj,fjpauu,tnfuujhtxplurjdimbmvagoxwvpnoqddvqiepjdqjcbghkcfwdskposkdkmfyanyuwzlpfijfypep,162501.0,2.0,2.0,W,92.0,O,7.0,
xsl11899,Metals USA Holdings,435.0,cqmhkfh,Agiewzdf,gnuwtzyjfurwnxybxhpirgansevzspqvuevlxiisccxgobrgzpomenjgzacphkwghmwlaoahuljntn,15057.0,4.0,0.0,M,43.0,O,4.0,1689417.0
ipq11900,Thomas & Betts,379.0,Civttbwxhpsm,hqtgliajedakwxgqdedjf,SOKIS,106454.0,5.0,1.0,M,88.0,R,3.0,369098.0
Mbs11901,Fidelity National Financial,588.0,yyrnctjth,Ykzel,Rhcsvnbjnxugphzcowrcumyvomxmotsnuruvqluyzdlptekniotxlluvkwdrh,6236.0,5.0,3.0,D,23.0,,10.0,2113666.0
WRM11902,Peter Kiewit Sons',369.0,ZFFRGYDOZ,aiczfqvvvhqmdtensqivwnffge,Cvfvmxrtyaontipnymczgjovjqdwyemotvfiuzssghcesegakerbqnxkpajiawqnkcjdxsjfhklz,131104.0,4.0,,M,64.0,O,1.0,972042.0
whs11903,Atmos Energy,792.0,Jqgkp,tppkmzzaoslabwlyzjkiqt,Lhxaugqqkirkchkllnfqhcecqwluvoafhtqhrifxcplngmrrnmnqljmwuxdvomrvpvs,177396.0,,2.0,M,,U,2.0,1281534.0
rps11904,Bucyrus International,378.0,Wmclfspuh,Jgharfmjuatlollorv,Smnaaaakbhbgqcf,116131.0,3.0,2.0,M,11.0,O,0.0,1160425.0
Shc11905,SLM,807.0,svwstgmngjnk,ebmevehtttysoqdktinvefrzb,,288494.0,4.0,4.0,M,77.0,R,10.0,1853817.0
LVM11906,Ashland,713.0,cscplcmcxm,HTXYUDRHZRSCASMZRNKDIIHFSFEQ,yhltdoztxpqrrgokqttnvbrxfyjdkyljqidjednszfvlgxgdm,339540.0,1.0,4.0,U,,O,10.0,1206875.0
Vpf11907,JohnsonDiversey,774.0,NNZYTKBS,Hafbmjqsfiqwrxcvbosjqylga,Uymxkaandhxikatpgwmbghmji,389579.0,0.0,0.0,M,9.0,O,5.0,1297233.0
Vlg11908,Berkshire Hathaway,564.0,kpgzvjs,Rfqszthraqxsepdozfclmwbqouta,csgfxfqwpgigdvtxeysxpqejxfznjvcogzoqgq,228037.0,1.0,5.0,M,79.0,O,9.0,
ypu11909,Republic Services,813.0,VLXTYU,WIKCVJKDTLTSRJADENBA,oyaiqgjelentvzcmdwcjymvypqtnpjticsnlrhxpaqhlcyljqljczjhrrukcmbgzfmxkjydqsnpgigx,195367.0,4.0,2.0,M,78.0,U,2.0,3683447.0
Aha11910,Hanover Insurance Group,475.0,Khltz,bfuuxtizkvkiwuufbewhlxapofp,PBBNEVAJNOLEUNQCSHECORHGJJFEDTSTCWIDYSHVVXURGYYTSTHEYPRBHGVHZJNNI,276301.0,0.0,1.0,W,,,9.0,3232198.0
Otd11911,Lear,445.0,Etcss,xfiryppuay,eikgotsbxxlqhyfdtfkjruqppgj,409570.0,0.0,3.0,D,79.0,O,4.0,1379053.0
bjv11912,Leggett & Platt,317.0,jmibhngkmh,Swzsdjntfebvdb,Abzbzhhbagwcydlsstqnuhnxlvdmcnpimjkp,443096.0,4.0,3.0,U,60.0,O,6.0,294440.0
SBU11913,Medco Health Solutions,422.0,qhuhjd,Ythmamocppuxewoisbsmqc,gvchiyxbqcctsookesod,137916.0,2.0,1.0,S,24.0,O,2.0,98357.0
pey11914,J.M. Smucker,428.0,Tvyodc,ixiexcrekfhi,,494778.0,0.0,1.0,M,54.0,R,1.0,896095.0
Tas11915,Solo Cup,677.0,Xcnppp,Hitftrkanefexbihxpecklgkcwgn,,80202.0,5.0,3.0,M,49.0,R,7.0,3803006.0
Fok11916,Ametek,847.0,Xdhxe,Dekire,Crjgguxqbenewazndzavlmtysgbbwqmiy,467498.0,0.0,2.0,M,24.0,O,7.0,3769940.0
mav11917,Apollo Group,728.0,EQEZHJLD,Tfsgsewsgqhrum,Twjthbs,221374.0,,1.0,,20.0,U,,1037381.0
kxi11918,Mutual Life Insurance,565.0,Ynfkdw,yteukcpbvabdeanrpvsgdcbrleao,Ivzpjbpomwbmnknmcxwcjikknsothpttkswenccdgsqnqdyhtuqdlfgsztvaytqcghlfnmevzcrz,427965.0,3.0,2.0,W,27.0,U,3.0,3645846.0
qqr11919,Regal Entertainment Group,644.0,JASHXWWQWS,Aepxdpshzmzysppzpatcqpzpwazkf,wjpakdyph,319507.0,0.0,5.0,M,51.0,R,7.0,3621886.0
Htd11920,Merrill Lynch,675.0,Djddrn,Ydlmx,Wvtfafiipdzekotretvmrbrmoybuomtjtklfuhsmbyvppjqaavioujhezhftwmh,357871.0,5.0,2.0,M,46.0,,8.0,2596790.0
Lal11921,Safeway,374.0,ghjugghou,Amtwxbprvsqnmdfkhn,Jxiubeokigxecnnbvhgnurqqibvxzafeldmnuvcsemvnurgoqwrajnfnkgjh,456664.0,4.0,3.0,M,45.0,O,6.0,558283.0
qbq11922,,750.0,Nuickil,IGJQQXYEQAIBCINQZ,SXUQWSTLKSGXTYYILLQHGJNMKORBEXGYHPFBPGJGGLOMFPSSNEVJJL,382585.0,5.0,2.0,S,100.0,R,5.0,2254531.0
Pzt11923,NetApp,801.0,Snwylbjwhlh,YQFWKPLX,Atfapgewhcwjtqdpqhktutqjlqrhlzsmggecorwwxuynubvfzkxtwxaxdyvvdelliqrj,263668.0,0.0,4.0,M,,R,1.0,830541.0
bju11924,Comerica,684.0,Vyhfn,Vnipgbbjtx,nrvolhvhzcummhimgfmkwljqacqccdhrklaxfsliqkxpnyuzjfgtph,,2.0,0.0,M,96.0,O,8.0,945684.0
DXF11925,Polaris Industries,727.0,henfntozslho,idtxpaarzmvnbebzkmrtzkang,Zrlnlesrsbkeojvlrgeorwlqhvxphikqjbddglbgsupg,60258.0,5.0,5.0,D,41.0,,2.0,3112934.0
IUX11926,,514.0,,Cjogke,MWSFALLTWTADQSEZZCIAVBORVEAWM,262566.0,2.0,5.0,M,60.0,O,0.0,643280.0
LWM11927,Expeditors International,459.0,Jvecjvkjuon,TALTWEHQWD,gnuagyfbhq,488381.0,5.0,4.0,M,81.0,R,6.0,3325885.0
npt11928,Brookdale Senior Living,674.0,exmizbzbruo,Oojdynyxwdcdwtbfvu,Suiucaprngdmghkggoijdmoudticpzuoqxubtpiwlsdmriiwladswv,472161.0,1.0,2.0,D,91.0,O,8.0,2689980.0
uuj11929,Amphenol,425.0,Tnvcgupio,cgnucjjagkrkqdiwjnokrxq,klcojyemrpmhxfcwdpyyqitfugftblohighibpxpzxkgjhoobboarrsbwjzwesegmck,475498.0,5.0,3.0,S,7.0,O,9.0,3581396.0
Oux11930,Fiserv,315.0,KIMDRMMXUO,Caumdei,Tbswapnylecbtqhaytekbrhxxlxffktbhxcrhananjojdjkdimhbs,4801.0,5.0,0.0,U,41.0,O,6.0,1987575.0
zry11931,J.B. Hunt Transport Services,673.0,uaewyfxlne,Mhwnenvmplpycu,EIBAYMNTFIFDIGGGICGCJPATRQMTVVZAJLSFLLRRPUJIASWOWRGEDXKOQXJ,410571.0,2.0,0.0,U,66.0,R,6.0,1108303.0
Uyr11932,CF Industries Holdings,690.0,nwaqovxpy,iiasedudhspevbbclufstsgebcdfm,etiejwwnrolsqcsrshzedpvhdywvhsqwebqtsblixddfpyloapqo,430757.0,3.0,3.0,M,74.0,O,0.0,3009021.0
ZRD11933,Annaly Capital Management,710.0,OFJREDECCNLG,leqriqyquhrhaaiknh,Plbjxxnsxhjonoujzpqugjeuiwquoypflfzdchzngrdqtcfjwuwetnzwwc,414789.0,3.0,4.0,M,15.0,O,1.0,2461710.0
gkp11934,Cliffs Natural Resources,554.0,Wdnxlgbgbuh,COEALR,Vjoqhvueafzurkcwhicwnbigu,240269.0,4.0,2.0,W,12.0,O,0.0,3734446.0
Nqp11935,Mohawk Industries,804.0,Znhjdu,QCBJNFDQIMXFTNNOFRCEY,KDIQKNRQCFGKBVIRB,204687.0,0.0,5.0,W,65.0,O,8.0,1431511.0
sap11936,IDT,580.0,Kkbzfi,Gkbztjsafuhncrfxzoxipdawzcbcd,ORRUZEDIMMBJQPFUEUWHVMBKPNCODEUNMGGCLIJCRBXLZWYQV,28987.0,5.0,,U,53.0,R,1.0,1714088.0
Eyl11937,AGL Resources,611.0,QOCTIJZXTY,xoeloxcpkhhxuzirdwmic,WKWRDNYWXHAML,492993.0,5.0,3.0,D,,O,6.0,2600134.0
WKO11938,Granite Construction,737.0,,Xtfkaojftai,Ygceyotmpexahxckjjfqdtadufnoshfwuxofrcfdnomsckyowfcwdllocebuzwhqo,102810.0,3.0,5.0,M,48.0,O,10.0,842726.0
JWQ11939,Adams Resources & Energy,608.0,rlxolpbvyyv,vlhecsfjrbwmjf,modklzojpce,496953.0,5.0,0.0,M,49.0,R,2.0,954033.0
EQY11940,Nasdaq OMX Group,416.0,COSRS,Yiftvrdpddqbtenqis,Apbesgdwjlapewujmfqlkmywbzvecjlicufbnccftgcgtbdilapnhaeragh,188801.0,0.0,2.0,S,98.0,O,4.0,1158871.0
Wen11941,State Farm Insurance Cos.,323.0,lwivncc,ALBDOFSQCUVOUHNRFPNLC,ITMDGKMLEAKHFNUASFMMLFRQRCNZYIMEIIJVGPMJMJRCSAYNC,355208.0,4.0,2.0,U,80.0,,7.0,2714727.0
Xhj11942,Energy Future Holdings,327.0,QCIMV,DHFOHUUGKNCSEFCPUZGITCIPJNLTC,Xxutjylrbrcefdjssmf,450028.0,0.0,4.0,M,61.0,,8.0,1189683.0
Zwy11943,AmerisourceBergen,311.0,UBIMRTS,Tzivamtwayarvgml,Gziiitpibnjcrtievxxrtepgqcfphe,179764.0,2.0,5.0,U,93.0,O,5.0,
SQF11944,AK Steel Holding,845.0,JNZZSKOTSP,Dnwwdzpnxkcrlfdxskzvgfksbqbcql,Ffhwvocooahozuxyqogbplpmipnykcqqtcsbwkzhkogwoaqlwxrrgsezgvfn,316549.0,5.0,4.0,W,59.0,O,9.0,721695.0
Lqt11945,Dover,687.0,TILOW,spzsgskhwasdnahlmvdfbvzbres,Unnywfogplqlmmtpgnjbqgrkpsbvt,370318.0,3.0,,M,38.0,O,5.0,2948368.0
Twm11946,Stater Bros. Holdings,842.0,Salqmc,Rekbxvrdjrrqvmg,zsqzjioumclourkkcaxfczjhlssdolsbesnjtsztlfifq,393917.0,4.0,3.0,,70.0,O,1.0,1471487.0
ATF11947,Key Energy Services,,npuioji,Obbyo,ntcrrnblttaenxgjyqrjqmngdaklvgtcprbdssswfwmodnpmillzwkpdaoffrl,294346.0,1.0,2.0,W,1.0,O,9.0,120044.0
Ywn11948,Sigma-Aldrich,,Xizclboflku,tlfwp,,442184.0,2.0,1.0,M,31.0,,0.0,269924.0
Hbm11949,Leap Wireless International,818.0,BAIGEPFL,Zczuifplstjasopj,Mjkdqvsqwag,334995.0,3.0,4.0,S,97.0,O,3.0,3163776.0
sov11950,Securian Financial Group,819.0,cvbuww,Wvhsuvhcoyavzqivojytsrab,Wwnmibzgvkkccmfewfqrmqpabafmtgzmnrjiiqnkjztdogefooskefmwlxc,25228.0,5.0,4.0,M,89.0,R,0.0,1043575.0
qdk11951,Kohl's,847.0,cjrfad,uzprnvsevlqzgxhysmrr,svnubqnolsnxwjfdtyrdkkyoyudtsgwowegfkpclhejytjwabdgkpogsctfeihkvisfgddfqeuzttdg,,5.0,0.0,M,76.0,R,6.0,2682296.0
Ttx11952,MEMC Electronic Materials,,Luhzn,ywpnwcbgbctjcpsccyjcdhewzson,Vqhtiaoneilazpanbpxhdipjwyvzicndiiwqmvnsfexeducbvwtowliwozasesphzsycliuovvbehnv,9064.0,2.0,1.0,M,49.0,O,0.0,2746285.0
CZG11953,NiSource,380.0,IITQXE,GZOWCXW,Tvcbwkzfozrecvxsbvqrmdwyctikaynqqrgdmukhvchitmzqvpjtqnifahcenccahzcpaawssagp,287984.0,2.0,5.0,U,50.0,R,1.0,
Uij11954,FM Global,806.0,zxcyxzaqju,Ymnpyhrei,BRWFCNEPJNXTGJAKPNLXVWXBGATZLHIURUYHDOOIOQIEXGGKKANRUKBJKEQQOXODVEFBL,22806.0,4.0,0.0,M,99.0,O,9.0,444133.0
Udd11955,Granite Construction,565.0,,bsnsxwjydqrmlauqskjzexzejahhxb,Fuskojbgfgssxaesqdnbjsfewjcmucpgrcvcqdsuexafjzfflkoeznhvgifqbigenrfrtb,193406.0,1.0,4.0,M,,,1.0,2635687.0
IFI11956,KB Home,486.0,Wgaemheeuirk,jzzflxno,Fmrwjwucuxcalkuoslcipzdb,302129.0,5.0,0.0,W,59.0,O,0.0,3592177.0
Wjc11957,Dow Chemical,315.0,,tmrkyejizfrefzdgrupqrc,,46978.0,4.0,0.0,S,82.0,O,3.0,
AVZ11958,Caterpillar,501.0,wsgvkbndzu,Crptih,Rciinsdtigreytrytzwnwbcanyuqtlhyrwnaaphecyttp,110451.0,0.0,2.0,M,12.0,R,5.0,2765291.0
PQS11959,Aventine Renewable Energy,539.0,Rfmlrjoagd,Dvibypxettwpjh,SVMYTKMTXAOYAQXXJXRUYW,474113.0,0.0,2.0,M,69.0,O,8.0,2623539.0
Sqs11960,CenturyTel,809.0,rqcktgc,VJHLBHJVVNSMB,djdvrbvcajrwzzrzldkuymmmcyzoxqecpenyswwrtqlhkgolcaaekfghud,237110.0,2.0,0.0,U,48.0,U,6.0,2352829.0
Mtt11961,Sempra Energy,765.0,xzyfhvfndy,wcejqjfghjkslpthiom,GGFJVHLNYRZEWIXISEMIRXJDVCRTFRZKYTPLQIGXXRCCXPVNU,17396.0,2.0,2.0,S,27.0,R,10.0,2779187.0
CIW11962,MetroPCS Communications,376.0,Doldyjjlykx,cwduixxpfegmheb,Shasdcxtjbjndaumushoilkukvsakltsmzxbckgctmqfemzx,343788.0,5.0,3.0,W,95.0,O,10.0,417641.0
FIO11963,Bob Evans Farms,606.0,Holdubtgxn,KJTLNOAFLLRFHVQTKCTVSYJXSD,Tqiuywmskwbmpmocfqjsbdwtaq,110622.0,,5.0,S,30.0,O,4.0,1962095.0
Enu11964,Susser Holdings,553.0,,boghbbw,wgdnrtlpvworddbixwhmkg,149460.0,5.0,2.0,M,79.0,O,8.0,3203593.0
EDR11965,Foot Locker,722.0,Tbjmw,tbgqnkk,Anfwgolakomqlzqkwguhs,33438.0,1.0,1.0,U,3.0,O,9.0,2624387.0
him11966,Total System Services,428.0,POIFIEXZMGQ,Tphtlimsqoymcfihzelcfxrcmpwoe,Coigporjxugmgktgqmnr,467653.0,5.0,5.0,S,74.0,O,10.0,3193224.0
Fiq11967,Apollo Group,673.0,Lqfjcuogx,Wmmgeitjjbwlfjkji,Lhtdjeqaiveghhzjnmckreosqowfkxkgnlbr,477283.0,2.0,1.0,S,50.0,O,9.0,1577267.0
ppm11968,Avis Budget Group,464.0,Pbwozfcfcp,Qtgiskoio,XHBPIJAZYMGBCQTFQFPNQSYMVMQCUQWXEPFVJL,405880.0,4.0,1.0,M,35.0,R,0.0,3165008.0
vax11969,Williams-Sonoma,372.0,BRVRXFTFPZN,zwnmjyrmdulpovhqm,Ddtupfobbwhxqgkrjgaylwingwykdtaspviwldieuisrfdgotpbkweoyu,315586.0,3.0,4.0,W,2.0,R,6.0,1363333.0
ifq11970,Hubbell,620.0,Itecivsq,Iqvewcs,lvcbocrxwslagtntjrnu,262654.0,5.0,1.0,M,45.0,,3.0,2574158.0
Nzl11971,Juniper Networks,,Hqdwqoiexm,BMGAFH,Leiprvvnmyoo,293199.0,5.0,5.0,M,62.0,U,1.0,3819359.0
Qhp11972,Packaging Corp. of America,710.0,SCFGAZAYQBFQ,imnacrlrhhezxwmkm,HHRLAFRMUKCPVFTDHYTGCNCTEKDXDMRPPDGETMVXJRQDTFGCLV,446677.0,3.0,2.0,M,70.0,O,9.0,
Ifk11973,J.B. Hunt Transport Services,397.0,SKPZHPHUX,Anptslfpdssqgrxqpg,,,3.0,5.0,U,65.0,O,2.0,482126.0
Num11974,Iron Mountain,,Gemxyjv,DFIQJEYAFROAPPKEMYKFYGERDIO,,195016.0,1.0,0.0,W,21.0,R,0.0,1822611.0
OTM11975,Lowe's,,Oajej,Anqumwjhoixiwyyfsngjfvlg,NDRGNEDMQKRHCVJLUQVWFVINXCOSOJLMEIVRHTIULXUFUKNGRESFPDKMVBRNITSMGZU,336042.0,0.0,3.0,U,34.0,O,2.0,1736133.0
Uuf11976,Erie Insurance Group,830.0,Ikmic,Wxcbk,Cnucohrtorqzgnikccnmmfuhdklakjmvuwkjbsyito,412316.0,0.0,1.0,M,62.0,R,1.0,1730961.0
Dtd11977,Qualcomm,750.0,Rhjojhlo,UBPZOG,Ekkmpjdfumakobfoeacdnanpfsktlaxlzxbwnwsga,251567.0,1.0,2.0,M,59.0,O,7.0,3881410.0
QNG11978,,,Sowhfihe,tsxwbxjj,Faisyuxaywwpeztgrmyrnsdgyaxrrjpwevpuagzvgu,390543.0,1.0,2.0,D,71.0,O,7.0,2169745.0
Kiz11979,Aventine Renewable Energy,,Pwewyhguvexu,sheeeeffrpeudcjaowarsrrirk,ORAAXMPJOFDEAZPLSNUGEFMUNRUZXXZPOFTMQHWPEYUKGCCUMDXG,429869.0,2.0,1.0,M,61.0,R,9.0,1286582.0
Qfx11980,DRS Technologies,564.0,vsrknvqkdnhi,hatfmjqavxtqwzrc,olgnuypztl,189131.0,3.0,4.0,S,7.0,O,8.0,1744618.0
Fcu11981,Pantry,846.0,WJWZDOPXXHK,ggqmcycmzarnkarmscsxdpojyws,Ozbknbxwqtrfdlvpbwvmnteklvpblifbezsrfa,245722.0,2.0,3.0,W,62.0,O,6.0,3851000.0
Ahe11982,Hewlett-Packard,,OMSFXQ,Krsxbznmvafzlaitvdiiamcseoxkyl,DBLISCSRTZMELASQIMMKKOURHEKARKLPUWRGNCEIJPCTZTMDCXECLZBYGNLPWXMYKKMQGTAEZWOUHQY,227077.0,0.0,0.0,M,20.0,O,9.0,2742623.0
Sit11983,Sonic Automotive,406.0,EYHUVBGR,Bmdsmrercufkxtc,ngmvdcvqfcmsoggounobvrzdxbejrpooquqociikfvoslgtpymcj,62836.0,5.0,,M,6.0,O,,401677.0
Bfo11984,AmerisourceBergen,615.0,FZRRF,Exiguwcpahatvswmemu,PRERTLJIAXCGW,66194.0,1.0,4.0,D,79.0,O,2.0,1415417.0
ekw11985,Burger King Holdings,824.0,Jqicdsys,Hwgwknnusj,GWWEPUDBMVDWIYMVCQOAERQJPUCSXDSHGIODDSOLEBRNKJBGQFYTWONMFJCWHMGVATAZCVWQXQKW,35918.0,1.0,2.0,M,36.0,,2.0,1286335.0
UMY11986,Airtran Holdings,752.0,OOGEAOE,LKEOWRHKJ,BUFIPWBQAHJRXWEXCJMXEFBNASJCMGZXOYRJNOMFTTMQSBRQIEVTLZCZCPJVWMMWGKDBA,460440.0,2.0,2.0,U,44.0,O,6.0,1563221.0
BDX11987,,746.0,Unvmxe,ixowfdgzhlalwscibqifvi,nngfrchtqmuuuqavtyitgqemodjoppmtdtmnpobfolroehtoumys,489732.0,3.0,4.0,S,68.0,R,9.0,3369967.0
Qwe11988,Johnson & Johnson,475.0,VZPRHNRFQL,Omkmmnqrpnagvxbdo,dplwosetsscvncg,430305.0,2.0,4.0,S,16.0,O,8.0,3124320.0
AUN11989,CME Group,538.0,Oikftddc,Tndsrmpvbjxmlegpt,Dgugeqgmlprbx,147394.0,5.0,1.0,S,7.0,O,3.0,316212.0
Zgw11990,Enersys,737.0,Hrthqbdx,Nbfpbzzkqwltslpqxobtnp,Iemeznuqjbtfbrkfejtvdhlcsxfeffnqoguarakzzcuwkfxgxvmpxiutinskdryxevlm,40383.0,3.0,4.0,U,10.0,O,4.0,1428237.0
bjb11991,Genuine Parts,735.0,CCTCUB,Muywysldzbkgbfxw,Tbvfrwflevkcdxwqxoieqbpduccfjsvqxhngyldkrgpvmimlfegh,40974.0,1.0,3.0,S,61.0,U,1.0,1531831.0
ars11992,URS,,Gbjks,hrvagbfigvdscocyatevy,Fnlnvxxxtizeeoknefantgzudqunjtharudjojemyjffprtntfcbfyaumtnembyescwikwknfzsiqb,13858.0,1.0,5.0,S,16.0,O,10.0,2813016.0
FHD11993,International Paper,739.0,Xuffpquvuv,Rxbaunxatzirx,RKVKMUOV,398258.0,1.0,1.0,M,6.0,R,8.0,2649404.0
Efp11994,Xcel Energy,581.0,Dnnfc,gvmarcwwcalwrgbczfjxzd,bsaxyzgnvntzkkxzcxhnxiuesutbgfhpdvnnqhlgtujebnclyfnlnmkeehuhhrmocbreankqzcp,5652.0,4.0,,U,,R,,3971947.0
Oud11995,Belden,763.0,hhhxwniogwbv,Xabrbhjnyvnsblgfpfjlrlaauu,Fstrexqxntdwcizxdeqemcrfptoxiotttddnuxglqigpac,473771.0,4.0,0.0,M,3.0,R,5.0,984107.0
Ljr11996,Brown-Forman,687.0,Zlmquluhgv,Cwtyiepodqe,Acbcxpjtsiqspriqfmrhjulgumwnsh,147571.0,0.0,5.0,W,0.0,R,10.0,2964774.0
Xvh11997,Nalco Holding,522.0,Frozponukwd,Hrwemwhgpckvnajuow,hgnjsxsahbuotgznhzjvzburgzxfamakfincxhfjptdxejf,19019.0,,4.0,D,0.0,O,0.0,3338606.0
Llj11998,Entergy,447.0,Fuwtecucfvap,UCJUBLDOF,ASWFVYDU,345446.0,5.0,3.0,M,18.0,O,9.0,545532.0
Kkj11999,NTK Holdings,,Qulrmoybjd,anchyqkdxlupvvmtfdwtmguhmprt,bwzutqmiwlmtaxhlgfeonehnnhdfklpymxpkohoqetzgcpmgjpukzlujeahsh,270242.0,2.0,5.0,,82.0,R,3.0,783258.0
UWU12000,McDonald's,391.0,Jxiwl,Fivswtqprcunxrcveitqssjfnstrqx,,203250.0,2.0,5.0,S,,U,10.0,2495921.0
Dzs12001,Tellabs,588.0,Bsmmpohges,vlpcgfwzxcca,Mjrcfvodvzxgashcwcosdhzuvavtcxqmqvqbdoytppdkutaaiipphiadmcvovn,378262.0,3.0,1.0,S,36.0,O,6.0,3453701.0
TAL12002,KBR,664.0,FXKLNX,strklgvrjchumsq,BEZCMXDZURARTFZQZDCTILERRFWUMXADZZVFJZNDKLLLUOSVXYSVUDBMILNDOFASDFRVW,65669.0,1.0,4.0,W,81.0,O,,3452555.0
HCO12003,Universal Forest Products,311.0,Yoqvjv,Itujwua,syvekxjlbrjyoreijfkiwwcmmnlyfmtfg,269457.0,1.0,2.0,M,71.0,O,10.0,3369536.0
SHN12004,Nationwide,593.0,dvvkbtjw,Mkftzxpzychm,Fnfvjdhgoqqarwykgwkdqdlgvmwmouvgrcmjgmndsevaunwsgnefbnskgldpokkzpcopqbdxovzxqwr,423487.0,2.0,2.0,U,46.0,O,4.0,3817681.0
Ggw12005,Pilgrim's Pride,582.0,Wtemzs,GKIBOKWMATAOCZOBBE,Hfmmvcyvufqukecblrbqs,279315.0,2.0,4.0,M,60.0,R,2.0,2615462.0
Oqu12006,R.R. Donnelley & Sons,436.0,RMUHMNLDL,VCHABCMQMBR,Tzxrodwsjsncgdycnzqoovxiqinptmbmpumfcjbcsxaedhyslocjfqdzcjeuapyuzhnxwpxxijevtppj,222598.0,4.0,5.0,U,78.0,O,4.0,2756513.0
BZZ12007,Cincinnati Financial,590.0,Tadsquctpmf,Fmrcmmryixizdjaooxfjxysvai,BDALOCBDEJLGCHSCIJEOVEGPYWDMCFZJRCSRQFTBXSKRMXMXBEMQEYOIDHQZPKMRYHBNLIRZAQJTYE,100939.0,1.0,4.0,W,49.0,O,9.0,3020123.0
FRN12008,Herman Miller,460.0,rkilmhqzlu,CDEQWTSDBNYV,Djohrnqvohfilavugejmogngqbjapkcsfpkwkjqguqitpptphjm,201488.0,5.0,2.0,M,59.0,R,10.0,2657703.0
Jai12009,Cinemark Holdings,848.0,myxxaiyvum,abwtgwwqhcqnpcxpmc,kvmmahbuwxdiykmdnasnmlvonqyxnmfdkpplcairmraqqqsjohxpmbsgpbbry,107353.0,3.0,4.0,M,79.0,U,7.0,2379415.0
Vrt12010,Domtar,588.0,Maoiowlqh,flrwlkbykeoor,JUQSRNIZFUNRCXWJMGWCRWGN,353544.0,3.0,2.0,U,2.0,O,3.0,3966241.0
Suk12011,Duke Energy,689.0,Yefcksurslz,dunmjofblgjytvhrcodhzvgijues,twiqnkpzjztlqtfqlfxcymblkacatpspdljp,34585.0,1.0,5.0,U,25.0,O,1.0,2654648.0
Xyi12012,Halliburton,395.0,ebnhr,YUJXOBTTPRCASZVT,FPASPXAMYDFBWATEXQDNMCOWJK,,3.0,3.0,S,59.0,O,2.0,419632.0
xhd12013,Abercrombie & Fitch,797.0,LGORTBUZXCQ,kvdljqxcckomterhbnw,GCSJCTPRGCIQNGQRLVGJXYCZDCWUYZTCFALRSVZOVGEEBTHNDAWYSJZSIOQ,350393.0,2.0,1.0,S,49.0,O,8.0,1301842.0
Rgc12014,Ryder System,529.0,Phhbjcu,Osmyxmxxfsoyfvdduibgcmzfq,uxzqpyuonetsivjcietisjyfmejwzdquxivfmwcjvhhzandpgjrghjgxpwtioqqqrjywes,417094.0,5.0,1.0,M,18.0,U,,481470.0
Xxq12015,Alaska Air Group,580.0,Vbvvryzi,ommmrvfsffeaxdvwzyi,Evmgvijfohpah,294546.0,1.0,3.0,U,62.0,R,10.0,3684091.0
