gncd,cntr,ntwrth,ddrssln2,phn,mplr,ncm,nmbrcrdtcrds,mddlntl,wnrrntflg,frstnm,stt,nmbrcrs,nmbrchldrn,mrtlstts,g,crdtrtng
Kax12403,United States of America,3262570.0,Tfszdopzksinubedcudxzlhqpgdkushkcafbtxmkbgsiwrswrgbshkahhwzevvnbycxalyazhnsypef,1-841-417-3688,MPS Group,353243.0,1.0,L,U,Fgckfpdstupzcnziibmahpswos,DC,2.0,0.0,W,60.0,620.0
LCR12404,United States of America,1674162.0,Gshrwmuwlvcrktdppwdtdwxrawteguwmcjshhanhv,1-827-234-7172,PepsiCo,482367.0,9.0,C,O,Olbktovupclzolfssmrzyknlxpskt,CO,5.0,2.0,U,29.0,322.0
Xvw12405,United States of America,2749267.0,Pkekskzjmggxbnbrhysahbfmirmycouksmtusc,1-346-974-4455,Enersys,111328.0,7.0,H,O,SPNLKGFSEHENALD,KY,0.0,5.0,U,29.0,404.0
KLS12406,United States of America,2044557.0,Ertymmqevukrli,1-092-864-9544,ConocoPhillips,258347.0,4.0,,O,PFVKVOHWOBBJNDBTIES,HI,5.0,2.0,S,88.0,615.0
ymw12407,United States of America,3648336.0,ucqcslxrsfnomjwqlksofproedkilmqgksxysgmd,1-201-722-8658,Exide Technologies,213457.0,3.0,e,O,Acwlaixpvgbqvfrdf,WV,5.0,2.0,S,48.0,311.0
Qlz12408,United States of America,1619437.0,Huvujeqkbwmexyuzugelhqmcurawvbpm,1-587-542-6495,Dow Chemical,279946.0,10.0,,O,Fcffkxvirdgoi,TN,2.0,2.0,U,50.0,
Ron12409,Canada,,Acnejqmqtldqxvpdqwhqyoddxtlboijwjhxqdmconddcpsoiu,1-883-450-0305,Knight,278730.0,4.0,z,R,Hnvzpfjucosdgthlns,ID,,2.0,D,98.0,454.0
Pak12410,United States of America,3103571.0,Yfodxskjhthwxbhymeqepgjqcejet,1-166-112-8083,General Growth Properties,345862.0,7.0,,R,Urxtwhbehdzo,MO,0.0,5.0,M,2.0,726.0
zru12411,United States of America,3082143.0,DHZKGPFPHAIRXCWKGPCZPBNPSRFEOGLKBUNYKICUDFCCQHRFGOUJKZEJLJYNKQUTL,1-030-060-2840,Hewitt Associates,80008.0,8.0,,O,Yohcetucnpg,MI,4.0,0.0,,32.0,630.0
SPF12412,Canada,2350906.0,cwlesudpnqdmexgdvgybjgwuaomcjvwugozvmstmjjfrkstcigjtqkmjywrwobxwdrpirpe,1-443-628-4342,Inergy Holdings,112907.0,4.0,,R,Vmacpuftsjwee,MS,0.0,,M,20.0,568.0
Jkv12413,Canada,2329279.0,Lqsrookaiyuftmxftmixwcuvwcjtyuo,1-661-029-8310,Rockwell Automation,456503.0,8.0,B,O,Ptxfhdswhjwpevvia,AZ,3.0,3.0,U,72.0,661.0
KTR12414,Canada,3979805.0,,1-698-663-8884,SkyWest,357698.0,3.0,,R,Nfdwnngbq,New Brunswick,0.0,0.0,M,,427.0
WJW12415,United States of America,1523307.0,Ffkpekpoycoijzazlkmvrulaclozanmmttgktwrcmfxsciomhjjtbivwzdv,1-726-842-9666,Aramark,161512.0,7.0,,R,Pnloulfskkkxlgoug,ID,1.0,0.0,U,19.0,381.0
AXC12416,United States of America,2238235.0,Vtlxfbafhbctugtfapfkrdrrccuducxrupzkjrthrjpb,1-099-891-4141,Mutual of America Life,227873.0,7.0,,O,njaxixescgnir,MN,1.0,5.0,D,20.0,372.0
Bed12417,United States of America,1277080.0,Fighffjvwdwjxjikvjofhycpsplsucbepkhyueuoyfywxmpecgkpmyqbk,1-474-949-0000,,325506.0,3.0,I,R,WASZCX,PA,5.0,0.0,S,90.0,346.0
xuc12418,United States of America,1193309.0,RPURKWLFOIXCPQDSSIWOEYBFGQNIHIAAJZPCRDKQGZPTXXJGKEMQTSVSJHLZDFS,1-184-973-3783,PNC Financial Services Group,137062.0,,m,O,STGQZC,KY,4.0,4.0,M,68.0,583.0
tcx12419,,1256050.0,AGMRCLQZWFHXEDTXOTMKMSTDBRBSHTTHOADMNXVWZBOWGOCIXBLHKIAWRBFU,1-673-342-0803,First American Corp.,119234.0,7.0,,U,TYFRFKPAAILOFWRGVCLSLLCMSMPSM,LA,5.0,2.0,D,18.0,394.0
HAZ12420,United States of America,3440147.0,Fhbvrmpkesdqmaoiinwhmktermblsnoxtvqtsvloaqjzbirhpxftjcnburrjuiqsbl,1-735-043-9322,Universal Forest Products,85840.0,1.0,,R,GOUIQRAUFDINMRYXHYAOTZJBNO,UT,3.0,1.0,U,40.0,409.0
Ryx12421,Canada,3989521.0,Ylgxudqsbl,1-964-240-8322,Capital One Financial,415986.0,0.0,,O,Oaaog,IA,1.0,5.0,M,,655.0
Vdl12422,United States of America,87565.0,PPNBSXWKGPNYVNTNNQQBSUBIKTAYJVNGJVVNRCSEWJRKIYSPNYAVUIJAFADHSJGXRIMJFITJKS,,Regis,93177.0,9.0,z,O,Spvjiycdrqttjqinfmsozchqjykvwt,AZ,1.0,5.0,M,46.0,618.0
Bcw12423,United States of America,666818.0,Vnwapdsvtnouhxkmuuhbtxcjtouxvothykibmbgucwhvhpgmvlinfhurjag,1-222-507-8002,IMS Health,387754.0,5.0,,O,nrchqyskvcpoowmtzratdb,ID,2.0,3.0,W,35.0,318.0
GOD12424,United States of America,1224779.0,,,Automatic Data Processing,222277.0,5.0,,U,OCDIXRUSZEDUYEMKWURLLJVP,OR,5.0,1.0,M,72.0,698.0
dcq12425,Canada,1693605.0,Ztcozaiqfwpcmnofnepzvhhmwthvsabmixnvfpntvqcwzfxfhivtmgiiuyvgrdoqdfoenivl,1-886-101-3767,Brink's,499204.0,2.0,N,O,Ivzhthl,AL,,1.0,M,69.0,804.0
Tyy12426,United States of America,26450.0,BMRQGLBJKUUICZVNNGQEMONRMSHDICWCYXGFOZRGAEYKWIBZTFIGQRHRCWPJPRPEHMSDB,1-138-175-4136,Halliburton,466116.0,2.0,z,R,Oydhpvcyyxxin,RI,0.0,,M,35.0,780.0
Dqn12427,Canada,1882813.0,BHZEHWNXCADHRVXHLBOGNOAOUDVYZONAFRMXWYWWFVFASQVSPKXSQMBSVKOXCGREOEIOYWXISIVQ,1-116-320-2545,Commercial Metals,101915.0,1.0,,O,Gxbxvjnwjxsfkaswotuqjrcqsdf,PA,2.0,2.0,W,63.0,785.0
xjo12428,United States of America,2710179.0,CJRXOZESEHDLUJRLRERSAJIOYMWWCGLWD,1-775-067-8160,Cameron International,474135.0,9.0,,O,Bstynfebhyxfbwivzbjrsy,Newfoundland,0.0,0.0,D,72.0,811.0
ONE12429,United States of America,449416.0,GNXTLURJDHWAKUKYFUHQYQAMBVKPXCKQCZG,1-709-001-8747,United States Steel,180533.0,3.0,,U,WXJVBLHYWWXS,MD,3.0,0.0,M,,628.0
ium12430,Canada,632566.0,Mgiurntkheqibfyswontptiywrgizlovumypvwetbfebmllrohluxnurhazwwhhsuuummlemlmaaaytj,1-742-438-3289,Windstream,185369.0,9.0,E,O,Bmhulzcjtwhepjy,GA,5.0,3.0,U,85.0,814.0
qbv12431,United States of America,672540.0,rehouxgivoc,1-632-171-5767,ConAgra Foods,188850.0,9.0,,U,Gcwsdizyslozysedbwqueenjbhu,IN,3.0,1.0,M,93.0,617.0
uap12432,United States of America,131613.0,Fwteypxr,1-523-392-6348,Jones Apparel Group,367264.0,6.0,,O,fqaeqyhzc,IL,4.0,,,54.0,344.0
KWY12433,,3425795.0,ynucrgkifdypjvfojyvljaznthygdnnwuufnd,1-849-942-8931,Vanguard Health Systems,50713.0,,l,O,DVFSEJPDRRUFTUYXYGPDP,British Columbia,4.0,4.0,W,23.0,843.0
Qph12434,United States of America,1354073.0,AWNWLVUTGAGKWSRUFZQOACULWUPFHRFTVVDVFWKHILZADCPEXFWWAUJUGNIEQVW,1-562-382-9482,Ross Stores,274112.0,3.0,H,O,Arqyinoq,DE,,2.0,W,82.0,628.0
LKC12435,United States of America,2362576.0,URMXUZNWAQULLJUAFJDSXNCOOJH,1-426-755-9487,Lockheed Martin,15485.0,5.0,P,R,Oluwtwbalmdytdwjokjgszltndpxm,Nova Scotia,,2.0,D,56.0,344.0
AYT12436,United States of America,2656479.0,KHMXFXHOPGSFOTZWIYNWQDPJWQITDGKJRTQNNQHMXWPA,1-927-383-4329,Smithfield Foods,254665.0,2.0,t,U,Qqrdbmrucqtljazgqq,Alberta,5.0,1.0,M,93.0,516.0
KVE12437,United States of America,3771914.0,Pxjzmmaxcosfehnzsxurhxxrqtqiwtxq,1-322-181-5121,Herman Miller,33699.0,1.0,W,O,Ijuyqvkgyskxiegluy,NY,4.0,4.0,M,54.0,382.0
NHC12438,,410340.0,Hrlakrbvnyhgzfyclkylxrluokbymnsvxidhwrnzrkmvssvmngazxhqvcckwfjkrrtehabodeps,1-957-447-9049,Great Plains Energy,194510.0,9.0,B,O,uqwfypvwaxdgmaptnoynvkft,New Brunswick,5.0,2.0,S,50.0,489.0
Mim12439,Canada,3343842.0,HSXFWFTLPWNAVUGSMZKDHODPYNUOGNCEENKKTIKYUQLUGWMNNEYIIMLHGBQQLMHCZSJHDERFNDF,1-264-614-1727,Commercial Metals,439923.0,1.0,,R,AFBNJJIBGVQXALKUMMNXTNPVVHXO,CA,0.0,1.0,M,96.0,544.0
JDU12440,United States of America,3939423.0,Tzjxwmqdmkahbvcrizmhuhllzhqtxr,1-502-235-9420,First Horizon National Corp.,379217.0,3.0,w,R,FPTEJDWZWEHDFAEUZBKJEMID,IN,2.0,0.0,D,82.0,769.0
ugf12441,Canada,2814442.0,Gtvfnxzwdtdenvsakmofzstdltrndabxfhysdeupzgljjbczcpwcgvlwzdqgwggqmycemfx,1-031-389-2989,"Toys ""R"" Us",,3.0,,O,zqegsyfculpappxs,IL,4.0,3.0,S,21.0,525.0
Cir12442,United States of America,3853170.0,efjpcfomodrcfqkmruypn,1-047-995-6407,Crown Holdings,478841.0,3.0,,O,Tppegsjjhyfnthl,NY,3.0,4.0,M,55.0,599.0
Bpd12443,Canada,2017205.0,obrkvqjcfcuxmtwwwgeohsfphqnpemextxfhrirxtiqjlibosq,1-080-723-1466,Newmont Mining,331912.0,3.0,,U,SMLEPVUYPRBAOMWGDBKZVWQGN,NY,5.0,5.0,M,88.0,725.0
CXN12444,United States of America,1521933.0,igtzcvzsgccspilsferxliqarvvqovg,1-273-670-6736,Plains Exploration,188675.0,,A,O,Hcjrxhaogzvdmvsgchss,Manitoba,,3.0,M,88.0,430.0
Qrn12445,United States of America,535441.0,Ygzumfnfluhtchwfscfzgjtwuwdysxpgndfdesxvjsxmuhslyhqhgjbmvcmogths,1-804-070-2908,Leap Wireless International,250216.0,6.0,G,R,WWGAIFRPLXNRXLBRGLJTVIGF,AZ,4.0,1.0,U,56.0,702.0
Zqf12446,United States of America,3693277.0,Zmvtrmwvnopewjlsxcfshofco,1-197-060-7227,AMC Entertainment,166983.0,8.0,,O,Epwgengvbvehdwpavwmmp,NV,2.0,5.0,M,32.0,701.0
Geo12447,United States of America,1396132.0,Kitabcelnhpavuxvsawgfoldw,1-726-767-0135,Computer Sciences,236012.0,1.0,V,O,Wwvslueanbtgzplsikqwuilipaitp,Ontario,5.0,5.0,M,49.0,535.0
RSD12448,United States of America,3324359.0,Bltdtphvaoqethnabqrjxrbxqhcdtudhlnarewbgozzhkkmsubwrkgtduxdcqghvjfamfeo,1-847-435-4108,Varian Medical Systems,298487.0,7.0,h,O,yfpxcfdorfmarxjjmspx,Saskatchewan,4.0,4.0,M,63.0,686.0
SRA12449,United States of America,978388.0,Srcoeqkljhkxtevmulg,1-350-932-7991,Nacco Industries,285226.0,7.0,l,O,Mtshhxqbtgsubcszafjphueiz,WA,1.0,4.0,M,50.0,377.0
Lav12450,United States of America,2730068.0,pffcdrkokguyhlzxih,1-951-004-2363,Occidental Petroleum,90545.0,0.0,,O,Jzlmcyetmejrxodzrffv,AZ,1.0,0.0,M,63.0,749.0
Hbp12451,United States of America,2866093.0,qvegzeuonukpbsjigjyatlqhibnlugxjabpyjuwsvbofxrwbagomqhzziuuiaghbkmqannbhzejzgo,1-414-817-0783,Hudson City Bancorp,483667.0,1.0,,R,yglxudbgbbnjcctz,UT,0.0,,W,69.0,662.0
ujh12452,Canada,210992.0,vdpgxgohgeaitouxlvzdbywzdakdlyviiwuwleucnmtihacshgdntypm,1-530-716-1092,Ford Motor,162969.0,9.0,,R,Qwnpujgfjnqafmtnoar,ND,5.0,5.0,U,1.0,364.0
ZOP12453,United States of America,3000419.0,Nwqzpjyd,1-684-783-1718,URS,175356.0,6.0,,O,OTJDPSKKSEYLWBWJCJPHR,MS,3.0,1.0,M,68.0,679.0
Uwv12454,United States of America,1221300.0,jgururcwcyobyeadejhbifediqftrrgmnioskfvwijvnqrxiigvqxnhxkribtynaj,1-587-072-6671,LSI,400852.0,5.0,a,O,zavcsxxwdehgoohrzgunbbar,NE,0.0,4.0,M,75.0,627.0
Rza12455,United States of America,2257345.0,Dhqccqumuzcfhowgtxkvmppk,1-600-489-1136,BlackRock,183441.0,0.0,U,O,Oxxglnuyvkwzjqfnyqnenjuvltv,WV,2.0,2.0,W,93.0,304.0
hof12456,Canada,3123600.0,EOIYQXHJVJJPGBITCDZIGZLWWIJOAUSCEHUTD,1-018-092-7488,Berkshire Hathaway,278772.0,9.0,,O,Exwjtuwihsixyx,British Columbia,0.0,5.0,,,740.0
Vms12457,United States of America,840391.0,AJATLLBAJZDMRXYIUOAMCGCWPAXAABCTAKXWVVRUMYKGDSSNJTPHGZLQBRXTCXROSLXZRREC,1-318-776-3976,PepsiCo,,9.0,P,O,tchujapeopqhlcoacpzm,MN,,,M,60.0,781.0
Svu12458,Canada,1073099.0,,1-706-298-3116,,499389.0,7.0,,O,XVWPMXFLL,Nova Scotia,3.0,1.0,M,65.0,365.0
TVP12459,United States of America,1546917.0,Cnsdcwqutlhdpwgwojxvbipzolipqwueshusxrkhhrl,,Goldman Sachs Group,188605.0,9.0,,O,Dvgkpsahqc,CA,1.0,3.0,D,74.0,780.0
Que12460,United States of America,,AKZVDAXSBMPCBWCTEJUJVA,1-735-498-8002,,1992.0,6.0,I,R,Hescngoapvzbtkdawwclzqexqdfa,IL,1.0,4.0,D,65.0,739.0
gai12461,United States of America,3988446.0,,1-729-885-9852,,310718.0,5.0,b,U,JJUBVKKGJ,MN,5.0,3.0,M,80.0,357.0
Fof12462,,931589.0,,1-835-029-2381,Estee Lauder,121122.0,4.0,y,O,YGXCNKSMZVMTILWOHG,WA,4.0,3.0,U,92.0,667.0
Kbl12463,United States of America,1187661.0,Dhyckgwfufushqmqcqknhigtkzkyjsaulhaqfdnolchgrgnbiorrvzqeejqfylhbdfbnhdn,1-025-065-3754,Washington Post,66785.0,7.0,V,U,KDDWACDWJKYKUWFMHO,MS,2.0,2.0,D,22.0,463.0
fev12464,United States of America,,ZFOVPAYQZWUUGDALEUOBGNALHYPULP,1-289-896-1616,Dynegy,222723.0,10.0,,R,ZDEHMKB,MD,0.0,1.0,U,88.0,740.0
HID12465,United States of America,429737.0,Xacvdrhykkubbhlhzfyuhcfjawukvxuxexobusrzhkx,1-708-291-6763,Westar Energy,475452.0,9.0,c,O,Vustbs,AZ,1.0,2.0,S,52.0,412.0
WOX12466,United States of America,,eoxvsblbjputewelui,1-025-157-7366,Land O'Lakes,146946.0,9.0,,R,edqhg,Quebec,0.0,0.0,M,87.0,
lue12467,Canada,98587.0,imrkpferwivqesyxtashmagrqmxocixgtfldsamxylbmfvjtjthltoqgkkeohbeiuxjbf,1-639-992-8031,Air Products & Chemicals,407106.0,6.0,,R,ngwqkgeszf,AR,2.0,,M,72.0,584.0
LXZ12468,Canada,2322018.0,qbzwwlpcndzrvphefkdcslotsbglwhcsqdpuiebeofxqitmnbwyigilnhazti,1-917-192-5144,Centene,328470.0,,W,R,Htcskqxtlybumlaijymgn,Saskatchewan,0.0,0.0,S,83.0,586.0
Sje12469,Canada,338648.0,Vhhdm,1-125-856-3374,Exxon Mobil,128628.0,10.0,O,O,Tnatblkjnwogoluvj,MA,5.0,4.0,M,93.0,398.0
Nsz12470,United States of America,1868366.0,Pjmcsgkcqvmauiejgvebkeokwpzkyayigbwxzuqincphrkpaieczqezw,1-941-723-6142,Viacom,261883.0,5.0,,O,yrqqa,FL,3.0,0.0,U,87.0,690.0
MCW12471,United States of America,139799.0,iiybqxu,1-183-598-6427,Perrigo,95440.0,,u,O,gvvigjyfbfvihjoxwsrwoid,MN,5.0,4.0,M,56.0,
dzf12472,Canada,3607501.0,Hjdpmqsc,1-071-101-2775,Simon Property Group,327567.0,10.0,l,O,Nxudabaqafpacrym,VT,4.0,2.0,M,26.0,388.0
ags12473,United States of America,1464723.0,LBHUJTZHGNQWJFHMXDGDMYVYKNEYHCKXXVBSRZEBMFWMSEWQRIDL,1-514-775-4721,Watson Wyatt Worldwide,356713.0,1.0,,O,Usglcgclvgadgeojisr,NM,3.0,0.0,M,17.0,540.0
Zlp12474,United States of America,370946.0,Wtnhlxvmgeyjpjirtwuwodsaqgtdopcxdizjyigukgvzpxtj,1-033-750-0396,Pepsi Bottling,493437.0,1.0,,O,Bveuwoujeobgvuxcxlep,WA,3.0,2.0,D,54.0,768.0
Pud12475,Canada,1829102.0,sfbbpnqmauqschznzfuhwcbmhfpzxfcqsvnsoxntsmzuhxupewwqzty,1-443-497-6190,Laclede Group,439177.0,5.0,,R,Mdqoryk,Ontario,3.0,2.0,U,20.0,324.0
LCV12476,United States of America,561809.0,Hppadyperaas,1-032-939-2484,Core-Mark Holding,277333.0,10.0,G,R,qfjuqvfdrl,TN,0.0,3.0,U,80.0,656.0
ucu12477,United States of America,3649216.0,QJVLAISLAXMESTOKQLRZOMPDSJMRHGLMSGDCDVXKLJEF,1-286-135-0732,Bucyrus International,437002.0,1.0,u,O,INEUOROYBPYQ,FL,1.0,5.0,M,34.0,610.0
peq12478,United States of America,369200.0,Mbbfdojmxeetxpdguvllehdyp,1-966-480-5000,Chiquita Brands International,417551.0,5.0,,O,Zqysibylwbrmsvq,SC,4.0,3.0,U,16.0,492.0
gaa12479,United States of America,1649206.0,Jbzxfsqcar,1-205-512-3286,Dr Pepper Snapple Group,75928.0,7.0,,O,Kxvdwdmnnrqernwhbbojsclqwch,TX,,2.0,U,23.0,664.0
Ers12480,United States of America,3901306.0,eolaygtbzjlziayngulpvi,1-966-642-0939,SanDisk,161520.0,4.0,,O,JZRXGSPBLP,UT,2.0,0.0,U,6.0,588.0
rci12481,United States of America,931513.0,svpemsg,1-316-212-7377,Neiman Marcus,96642.0,3.0,,O,oqgjwpemnolcllzabwqfufnvj,TX,5.0,2.0,S,58.0,419.0
Cdt12482,United States of America,1236486.0,udezwputcbunnqdgxxtgijcojczejytd,1-354-234-9076,Service Corp. International,20571.0,1.0,,U,tyronprgdzerz,AZ,2.0,0.0,D,44.0,789.0
MRU12483,United States of America,3642785.0,soegvylmhhsoudajivqyqvoh,1-770-002-1030,VeraSun Energy,269449.0,3.0,,O,Vnuglk,WY,0.0,2.0,W,86.0,662.0
Uum12484,United States of America,,,1-384-437-5360,Darden Restaurants,2632.0,5.0,Z,O,hcafzuyan,DC,,2.0,S,60.0,634.0
Btw12485,United States of America,1742482.0,eovqnfokbwjexfzbumdiwgynlsbrgqdqgprxfhxdue,1-946-623-6684,Brinker International,308506.0,1.0,,R,Yguooyfxbmpofqnwuqcl,LA,1.0,1.0,M,32.0,568.0
pjm12486,Canada,2484247.0,sonapqdsnotyzylsvbmhextnqtvlkesbvvnqdprnnhhxbvj,1-537-928-2858,World Fuel Services,141012.0,2.0,Q,R,Busqpochpnifkk,MT,2.0,3.0,M,24.0,422.0
Wpk12487,Canada,1667821.0,RJILAYVGMKDAVFWHTQCBWTGWIZQOYAGNDJVRUOMBVULQMPHRVM,1-179-589-7338,Sealed Air,206064.0,7.0,Z,O,hfetj,VT,1.0,3.0,U,66.0,704.0
Ddk12488,United States of America,912280.0,EXIKKVPEBNELOPUAKYSGALROZGQFXXNQGGZMXWDXGEISDFXXIEVXMQWPDUUDWBGBQ,1-496-718-2293,Commercial Metals,269407.0,5.0,,O,Aiecpws,SC,3.0,3.0,M,84.0,416.0
Luy12489,United States of America,3202439.0,ADIXSNVZWTBYHZBFVYDOQCGFHDMIJ,1-376-175-5949,Boeing,142996.0,8.0,G,R,aejmnqqxvqniexhyxacaseewr,WY,3.0,3.0,M,53.0,395.0
Krc12490,United States of America,1256308.0,QPDCOAYRVRJFEHFSUCUPDDQWNMSFVAWXEFYLSEEWRZZWJMNDLIBBXINTVAXHCEPFIMRFBJV,1-984-709-9305,Southwest Airlines,187614.0,3.0,,R,ZZJVFBRWOUD,New Brunswick,0.0,4.0,,71.0,730.0
UQO12491,United States of America,929428.0,RDWVOHCWXFRXLLBKESBVZMQZRRNOKFPUNLYHLEUGAAFCXHXUEUMVXNQK,1-167-779-7493,Sally Beauty Holdings,54669.0,7.0,,O,lswqcysuaskozzajkvxdwcjst,MN,3.0,0.0,U,48.0,428.0
OMX12492,United States of America,2860591.0,Mxzyasrdudfgnbybbhzvguaczlmyunjcxrcrxpmicirmictcjwuildnfazqetdn,1-536-441-0318,Herman Miller,293903.0,8.0,,O,HBCDCBAUNDQYGDRP,UT,,2.0,M,71.0,676.0
ZVW12493,Canada,1121081.0,Lgctcqrpemqsszhibiapbumgvlfnovokgqscihtliydpceraxvdr,1-786-900-5172,Western Union,119959.0,10.0,,O,Onzwbcrhtvfmi,PA,4.0,0.0,S,61.0,549.0
Ojd12494,United States of America,1983203.0,Vfpdrcxjhouvgrkqlumvtgvcutaxjqkccymjivwvyrs,1-915-312-9932,Liberty Media,443612.0,,A,O,Vntbhivevqftrodclsesktyenhs,NE,2.0,0.0,M,37.0,486.0
Gvn12495,Canada,805316.0,Wffqjgpjdrbycfarhjhdgmbnpzfomqbhmymtjcrqjqaabxctwjomjrgar,1-528-401-7907,Kinetic Concepts,405101.0,6.0,,O,FCUJRBZZYUUGBTHRRPSXGMBXIVWVMJ,AK,0.0,4.0,U,28.0,569.0
KHD12496,Canada,2277805.0,arrhmgpvwyvmleikdbqfwrmeudzguspjojwhdzoankvnnxhogyjixlepmtlehifimmerqkawjo,1-637-398-4100,WellCare Health Plans,97526.0,6.0,,O,Xderkeikq,ME,0.0,1.0,S,51.0,616.0
fxn12497,United States of America,1591558.0,rojgozyyeoucxkubmcfthczvgokjetyohzxsx,1-364-905-2502,US Airways Group,253381.0,8.0,,U,IBNMEVHQMCJVTSHVVQDVTGSZFIWJ,KY,4.0,1.0,W,21.0,667.0
tps12498,United States of America,1534910.0,Gzkerumfnoifggptilaivvpavwqcsdaroegziagvxbkiawcneirtgyrtlviubnznabao,1-084-466-8021,Xcel Energy,473646.0,9.0,R,O,TWWUWQ,TX,5.0,4.0,S,20.0,624.0
Qru12499,United States of America,750335.0,XQYFSZVTQLJGFENPOOOPLZNUTJWEEAUIVPUFUNZAOIPQNNEXQMNCJIHG,1-869-444-4321,OGE Energy,405616.0,3.0,c,,altrutnsnbitxyb,LA,1.0,4.0,S,78.0,327.0
xzv12500,United States of America,,,1-462-864-8065,Terra Industries,117435.0,4.0,,R,Grvwxjxpkhpt,HI,3.0,0.0,S,11.0,692.0
CGX12501,United States of America,2995650.0,Yxfptosivgbjjekebgxfliwk,1-847-010-4297,Freddie Mac,330036.0,7.0,,R,Xhrkj,NM,,,S,36.0,799.0
Xmv12502,United States of America,3211155.0,CQZPJDNVCKTGRRSOPQYYVOUBAOLFAZNPLIRZ,1-953-535-2061,,465971.0,8.0,,R,Ulfoojljexmdgfldvfsxuax,Manitoba,5.0,2.0,M,25.0,
RAJ12503,United States of America,1733226.0,Hlufprrmhtrabqitgfbtckcmmdjr,1-873-670-0117,Psychiatric Solutions,,2.0,j,O,Mjifsrejtjpvvjtp,Newfoundland,1.0,4.0,U,6.0,566.0
Pxp12504,,1845664.0,gmieqdsfahpxjuvcjbbhuofjpikxzobvcfhzvahnsxkn,1-229-066-6443,AT&T,44127.0,9.0,r,O,YGTPLWRQBIP,FL,5.0,1.0,S,81.0,449.0
Eau12505,,2019272.0,Floimluvgfoukpkyemgrkbqbotcoetyddpmwmcwbqj,1-067-005-2129,Cytec Industries,499967.0,8.0,q,R,lxhpzbqukngsih,MS,5.0,4.0,M,77.0,796.0
fdn12506,United States of America,2763821.0,Zpdlbhyvkinietvopnvqmzlzbueituhrzkvxzuwfinbfzcyyjkvfo,1-902-690-7751,CSX,267267.0,10.0,L,O,Bucrffnuktgqxrdupcjoeo,MA,5.0,4.0,M,72.0,810.0
Tja12507,United States of America,673099.0,Kofipjyqoizkwllynvprpwxxzgkekaajqdwudxn,1-606-793-9726,Penn National Gaming,75246.0,2.0,c,U,ymhfilc,MD,3.0,2.0,S,92.0,559.0
Gre12508,United States of America,2859607.0,dzcruhdrvrdmwksqceo,1-133-102-7371,,491781.0,9.0,I,R,Kjfwjdlelhyunfztixiwtgolmyemu,ME,4.0,2.0,S,48.0,349.0
cni12509,United States of America,699330.0,ESOCHMEIJXXTJMWJKJYFCDAVXUVAEDTPCSNCQEVRPEMELVEKBEXODKSRPLIBYAKHK,1-105-353-9323,Arch Coal,417524.0,7.0,L,O,Bpzaukbiedksnviggvpangrfti,OK,4.0,1.0,,93.0,571.0
ujj12510,United States of America,1520421.0,Dnqltxxovzvbiqvpgqupzuofsrhvcqnnbahbshpxyszocqoudyuyuhknuvfrmrvelabmpgugtqie,1-247-295-5648,Ingles Markets,213338.0,1.0,E,O,Wiuhijb,OH,1.0,1.0,M,37.0,
wau12511,United States of America,3157974.0,Ktohblfnoabdyhoawizpzqkahhujlskhyakydcrizsqgjnessztqgranrvpfhgxxbouqjukozsc,1-733-142-4779,Tellabs,38473.0,8.0,E,R,sghjvwddtldwnyvwhhmps,OK,0.0,2.0,M,80.0,313.0
Ngs12512,United States of America,1710452.0,hafpflzooqetfsmcmkwtecxjrloqsdhdjokdgpisiwfxbezbmzfaxibbxeqqobanx,1-387-391-1016,Northwestern Mutual,140233.0,2.0,,R,HCGLRFNQEO,RI,3.0,0.0,M,38.0,788.0
bln12513,Canada,3650044.0,Uyidykefjwlwubnjshwysimsdtgzkgxcwzgjudjsvpijjtgvilquwtlxuajrddrnqzccmvrzrakcutk,1-743-285-0172,Arkansas Best,411764.0,4.0,Z,U,Cssnjroitfqelzbqepnkgzgxn,AR,2.0,,S,53.0,696.0
wgc12514,United States of America,1699252.0,dremhtlqgccbwp,1-511-447-9313,Brown Shoe,62825.0,,,O,Rckycmyobmqw,DC,1.0,1.0,M,,326.0
Bbw12515,Canada,1220738.0,IPLIJLMTZCDRPPAXQSMIZKPUIAEZSKZSGTMPEQEBVCTTJCRODLVTGORZEDMWUQXPYBBFSSHWKGOGGBD,1-380-042-5144,Nucor,61501.0,10.0,,R,CSYLBNPKDA,CO,0.0,0.0,M,34.0,786.0
Lsq12516,United States of America,227602.0,WNZYQRBFNSWUVEUOYVQTYACVIWJARKR,1-418-063-0769,Torchmark,174483.0,0.0,,U,Kzsmfn,IA,2.0,2.0,D,93.0,511.0
bwc12517,United States of America,1570909.0,dyojrnxtgqjkbsudorbqvvbkaprdxudrrpfrxgg,1-986-530-8223,SunTrust Banks,421990.0,8.0,o,U,Vlgmiqw,AR,5.0,3.0,S,13.0,458.0
Fbn12518,United States of America,3261890.0,cvtnfftsrslngcmxm,1-554-524-4186,Leap Wireless International,255851.0,6.0,p,U,Nvgxycg,CA,4.0,4.0,D,13.0,628.0
Qme12519,,2617995.0,Hkmxqbrroksio,1-534-259-6548,R.H. Donnelley,331338.0,10.0,G,O,Uzmpbwrkgwzxjacgsgyixio,IA,0.0,1.0,D,27.0,804.0
