State,NumberCreditCards,AgencyID,LastName,Age,AddressLine1,OwnOrRentFlag,MiddleInitial,Country,CreditRating,Income,NetWorth,NumberChildren,MaritalStatus,Gender,NumberCars,City,PostalCode,AddressLine2,Employer,Phone,FirstName
Quebec,0.0,aey10065,aeykcssvdipgfftnsuh,72.0,JRFMEC,R,,United States of America,465.0,82416.0,3068148.0,1.0,U,,2.0,St. Paul,Mqlklqndpz,Yxmtvuudhyrajecnt,Hovnanian Enterprises,1-934-310-6708,CAEWDAZCOWTWYOUCHHXRUQTR
OR,,CTU10066,CTUPHNPQT,21.0,,R,r,United States of America,508.0,13053.0,1599721.0,1.0,M,M,2.0,Waco,Vqdptef,gaehmfapztaokpusyysteulevzulczvcyhvmatetflzcwimjlqvobfvbrkgvnnqbtwupqpgzipyfbma,,,FERDTAINXZQN
NV,6.0,PPX10067,PPXPVYKN,92.0,errtjroq,R,,United States of America,375.0,498286.0,1691481.0,0.0,D,m,4.0,Columbia,Hyxaq,,Blockbuster,1-098-084-9093,Msxscbulohz
IL,6.0,Lho10068,Lhoryyxbwfhzebpaghgnc,73.0,WNSPZLZZQFRULGFWJZFRXYVXVWNXNQZISMGEYCLXKPINBEFEWVCVSINJXNNELBQXHIQOCFFHGH,R,k,United States of America,751.0,303617.0,136905.0,5.0,S,f,4.0,Worcester,AZPZAL,yiyrpnashbwvvulhcuofrpkypyoueplmxzkmvdbhbuniddsjcnjpuohhrlmd,Patterson,1-294-965-8900,Fauetkegduqpslyljskmoajfocigq
British Columbia,,snk10069,snknjmseyvtvj,45.0,rzrcpuekxxfadcbadvpwfecekefionangxrwhqxj,O,,United States of America,,399677.0,3129743.0,2.0,M,f,5.0,Mobile,Tlxhvmrhvl,Qqruvojnckpnbttcltydwzgllojjlwrousldkcscsysolpilpbdrhwoxnbvvt,Temple-Inland,,Kwhcghgtntrpwojvsgxr
IA,1.0,cvd10070,cvdsqtqxugaxdcjubwpwdpku,88.0,KKEKYSWRKONHTXDKQPJEZVWFTZANWYWCWVGRHZTREKVOFMCIBYTIDOVJFYCIQGRJXDEWUPUAHLRFER,U,,United States of America,665.0,144231.0,2693706.0,1.0,U,,0.0,Louisville,Tmrxiya,sepbbcwmpoxitszhgzbwwtfykwygza,Abbott Laboratories,,ebuamqjd
Prince Edward Island,4.0,ogt10071,ogtbgljdnhcbiqsrdmtf,4.0,TUXNQJYIXZWTZCNKQKBUNPJPCBNKUVSBNE,O,i,United States of America,436.0,373697.0,16462.0,0.0,,f,4.0,Yonkers,MPRWU,hlpthedtqyiudukvasmxybilyszzvlbbbcmtlxfkqwgcinxmweefqzls,Integrys Energy Group,1-048-096-5918,Liozxbiqtegiuspwiykjedgvwt
HI,4.0,Fno10072,Fnoxyllom,30.0,Iqmmttgweeueuqfwlpldyrzubixbcpsuimfcnavhachkrmnvaoaehtezdklrefwvxtnxrahmc,U,,United States of America,337.0,307469.0,2155019.0,2.0,S,,5.0,Stamford,KUMVQDVSDQ,NXYSZMCSXVOIOJOJYUSBCGDBUNJIQLEIJSZXPDPJMYHXIPSHYWRWJXWSHWMRKXFS,StanCorp Financial,1-283-862-3359,Psdtpsbuaupyksaepannfqt
Prince Edward Island,6.0,lfp10073,lfpdclknvnqficlenhjhsnz,74.0,Ijpxnbrkvkgpabfnymyjatdzuuqcjiwfsdhnairbgvfdwxhmabotfuqwhechwmxyovke,R,,United States of America,583.0,122087.0,3690017.0,4.0,S,M,1.0,Naperville,cmerlitsxroh,omjuzjymitgotpwjprecksknvvudnwlxg,Olin,1-001-377-1529,Vixlmcrbgmkxzlxnfuprada
Saskatchewan,0.0,Gmp10074,Gmpyrsysipfq,66.0,Xvnkmgootzeotnpozwqlhqveeqny,U,,United States of America,,261407.0,3540302.0,,M,,0.0,Inglewood,HAQEQWFIE,xbrjj,Catalyst Health Solutions,1-315-660-4386,Tumufkuqumtxnggibahyjkp
ND,4.0,Ntq10075,Ntqutxzpjujqicxzswmo,100.0,Cbgnua,O,P,United States of America,391.0,31387.0,1692798.0,4.0,D,,0.0,Milwaukee,TZBNMARE,,Fannie Mae,1-406-599-2861,YSQXUVGAW
IA,3.0,epg10076,epgyphuhrnu,22.0,Kwubcahxulxhmezgmrcepjkgfgpgnlmfqzjkexekllfehjpigtcgiiqcntkdvvdmfecsezi,O,,United States of America,761.0,157597.0,3331506.0,1.0,M,m,5.0,Iqaluit,denoyzvw,VOBIQDIGYACBGS,Coventry Health Care,1-448-934-9856,Xefnyyvum
MN,2.0,xug10077,xugitbmwaitrqejifhemnpwacsnfh,69.0,Zsfpnluqwnuaszootvahleukoffyxjlblojgidifuybeusyoxlbrakqqsuxwdswrxdvoaq,R,,,745.0,378281.0,1356771.0,2.0,D,f,5.0,Indianapolis,Yvdtdu,qbvjtajntucpvvtmwlggxvwuybxusakdmygjsvz,Brookdale Senior Living,1-739-095-9177,BRUNVRDDM
ND,,Wuq10078,Wuqgdnjnhstnvavkhmgsbgelyqox,38.0,xxgxtxex,U,,United States of America,750.0,480199.0,349586.0,5.0,U,M,1.0,Indianapolis,quzdomd,zpieopchycqlcgvgeiuswahzbke,AECOM Technology,1-263-330-3722,Exddzuaultnaymkf
CT,6.0,nkv10079,nkvhesixhdkiid,30.0,Gbsggcfheetdhcxtrrauvpiqsggixovhoff,O,,United States of America,817.0,46065.0,2058296.0,,W,,1.0,Berkeley,Dkmsg,Fjrvwfvekgavlyrpzbaiirmokrwbihovxoobfjurisnqcgsrwlgmg,Bemis,1-717-139-3674,LDZTCIGFMTTGOSMGVBJDOSO
OK,5.0,NUT10080,NUTHIU,36.0,GSJTDFIASLZILVFFCHECRJKLNHTPULAFWDIKZXCEXUJILMGCWGXMR,R,D,United States of America,316.0,255263.0,2114682.0,3.0,M,,4.0,Las Cruces,Wmxtsjs,Qzvtgazsjbwlksreabqosqvtnfegxntovnunlnpjpvievcmruiwffnhrvpqfmjokoodhgvuoyvkoa,Alliance Data Systems,1-722-770-3518,Almryqsq
NV,,HIS10081,HISLZQUKOAYMBN,16.0,TXKBVSWBQSOYTBVFMCZHAQTDNUZQOFNEACSFWWOCAHZPRFWWNUY,O,,United States of America,455.0,225331.0,3647819.0,1.0,S,,2.0,Honolulu,SVXIBF,Fuocqocjgybqgggwrgybvpvffdnizlbdtvkjawvjgoafbspjbojubvpig,VWR Funding,1-384-014-2572,cdnueynqvjodscbrsjtjmece
TN,2.0,Jyi10082,Jyifvmarubddrizmnwxjch,16.0,Jembqnhbrtgvkrrawwupfjpisvsiaaiaxvosndeodzacizwauozvlapa,U,,United States of America,654.0,338565.0,3183870.0,3.0,M,,4.0,Simi Valley,Cugpoafnc,Etsrnfsyzeqwriimy,Wyeth,1-194-403-9641,SAPVDZJUHSQIWBCOIX
GA,8.0,xwa10083,xwaidxcrkliuhpahczk,96.0,Aciomxouzrddkdwtgyrqsyvkhewhmbkkycyojvgiztihlftjnrudtoqrppfdttjns,O,G,United States of America,333.0,417002.0,2003485.0,2.0,W,,5.0,Warren,VFARZHD,Fnevir,Becton Dickinson,1-743-589-1084,Tpfmeigbohkwbmsefzai
British Columbia,6.0,Otj10084,Otjxnmwgwasshy,95.0,,O,c,Canada,694.0,12553.0,1056073.0,5.0,M,,2.0,Detroit,Ovtecwmtge,Fnzayfyhztmgqapygsmyhvhkeu,Calumet Specialty Products,1-748-948-6135,Dxuacelnwciqceyjkwhqmt
NY,9.0,Oyf10085,Oyfxoeyrauxmrcbgudjaibxhufjp,84.0,UNEKXNCKJOFVRSPRJRYAUCKRUNWWLQEOWXQPBWGOJDMITPVN,O,i,United States of America,746.0,443000.0,1649128.0,5.0,M,,2.0,Scottsdale,Axbnehejt,Piwngwkqchqqyrkhfvgiyhbmpjvldzcvnxsrvqjvomfbdlaxkyygiezxilsemocozwalhuqfcqsx,UGI,1-488-954-9587,fkgeuojqonkfwnpsi
MI,,bte10086,bteylkrebqlfuwtxzjso,10.0,paaxxmxylpamqlcvbeqtpixbqijrvjnmagdijvljptbvbzseucgavzlamqozxbzrp,R,Q,United States of America,631.0,,3061951.0,4.0,U,,4.0,Providence,,Dxuseqsvhtvvpskfgaxxnmeea,Dun & Bradstreet,1-487-588-4438,Ipyeqetwhcdqlidlyzixwzql
Newfoundland,4.0,Pcf10087,Pcfqofz,16.0,Ylejtttqtbsjpbxmpljbmzpximnfazcqcvcxbmpody,R,,United States of America,352.0,169061.0,,0.0,D,m,2.0,Fort Wayne,Bgljjy,Ngadxsp,Marsh & McLennan,1-994-369-2884,Cxqsbgxayhycbssivxy
MI,7.0,Bmu10088,Bmuhiqphiiwivfepbhjzfulwnn,66.0,Tdmjzplbmymkzojqwqkwpulvgjbrqnqadwynxsofvedvdioqyirrgriqncxne,O,,United States of America,505.0,465786.0,1609930.0,2.0,M,F,3.0,Biloxi,iecsq,Rptltcmyiahoqygrw,Aramark,1-522-544-3796,Dgznrcdpohwulxz
TN,2.0,Yev10089,Yevnabjojrbxdyoqmggwo,63.0,Msnhxlpujswbjiaictygixkkhswgvoto,O,,Canada,318.0,191808.0,3250568.0,4.0,D,,0.0,Las Cruces,Mushevtvhezs,Sdqotwnkfsjpbjqwxjdnohqxiwiqfmbnrkuxnpkvxjagcnl,Genzyme,1-917-689-4879,RAOXAOMGHVVLRVD
OK,4.0,Mpq10090,Mpqvsiejpxscflrmyzxatgoaydr,85.0,JLOBPMGBOCFDJAFIZBOBHTRCEJWIHLXQXCONQLUPVWCSMLFSNZR,O,,United States of America,302.0,18428.0,2421503.0,3.0,M,,2.0,Shreveport,Hmshwsszqnau,wrtiaphgmcmphxvmkiczjryqdfykgesuborlrcmppixzziqknzwqstroaeelzffeivxioqdodoe,Stanley Works,1-366-779-0853,Rxcuzlkevfvvcawyg
MO,4.0,Blb10091,Blblbrfyizmhblvaj,42.0,Vycddbdbqic,U,,United States of America,469.0,72492.0,3779989.0,5.0,W,,2.0,Pueblo,RCKBOWFLS,Yekcsoyctwxhlihjowuargfthiiitlbfshmrxriivkvkalx,Martin Marietta Materials,1-506-111-9309,dlbghmdfwrdebiylxtdoorcefdaw
TN,8.0,Psf10092,Psfil,6.0,xbujwtogjnuckztibfcyvqurayttufwlhcslvkgqtnidqocddw,O,,United States of America,,358276.0,1042465.0,0.0,M,,3.0,Provo,Tfbcggd,Argjoagnr,Avnet,1-255-264-5230,Qscumqakosrqyipunlfayulompxpeo
New Brunswick,7.0,Ixg10093,Ixgrqvjufwnmnyozrlyqmjx,,OOKQHYARFKHBHJBRAYUHRWZRPIIJASBTOWJBCHEVTVLMYFOVZJGECJPLDJN,R,S,United States of America,449.0,,412817.0,5.0,M,,,Tacoma,dnkvjifqrh,QRBGUSBRJFKVQFMTPQCNTV,Annaly Capital Management,1-171-379-4196,gdnrdqrnulntwegwue
British Columbia,8.0,Ldb10094,Ldbdcswhfemxfitwnr,60.0,,O,Q,United States of America,400.0,295516.0,1050013.0,0.0,U,F,0.0,Irving,ZGMAGPJIPJFM,Jrvzmmlcijerggdshlafaqpdsoochrbbmrjgqsmicajaiagvitqrmo,Fluor,1-843-912-8827,grghvulpjvjsgnihkcvebptpvh
MI,2.0,Gms10095,Gmsppyvxivlwouvjhxtpzhm,80.0,Lprjwmcyc,,A,United States of America,541.0,346045.0,3171403.0,1.0,S,F,2.0,Des Moines,,Atmhiheaygmjvptpnykndcwavljxgifwmfczplfxbvaksbcvpqrzkyjznzs,Timken,1-561-132-3037,Vbpdsdepvifagpky
TN,7.0,Gtp10096,Gtpctcnosahb,0.0,Jhepbxuxykeqdzclzknabkeeiyaptadgrdvzejc,R,,United States of America,710.0,15757.0,1973343.0,1.0,U,f,4.0,Pittsburgh,MJRZEWQVNP,,Toro,1-431-389-7830,Zwxozxokoejspdkofgxcfqnefqfxlm
IN,1.0,OHA10097,OHAQIWBWVWBXBIQT,4.0,Pkwgoinqkniahufgprglekimshkbhjxfzxpvarkiwwupo,R,Z,United States of America,395.0,441529.0,783159.0,1.0,M,F,,Biloxi,bviogploth,hlevlxskilvedsshyxvycpsmtwqkverltfqgxqosgovpfehsslhupdqd,Smith International,1-552-424-3133,XBEEKD
GA,0.0,Uld10098,Uldiv,,Yxsutpujbmwjhlpmmtiwmuvxtmcghlimanvqeiirfinnusp,O,,United States of America,792.0,374311.0,2991020.0,3.0,M,f,2.0,Warren,zcsgymbw,PHXPGQGQXHCNIEDNQWYVVRRKVKMYTDN,Texas Instruments,1-335-601-0235,KKOHPRKQQLICZMXKWUUMUJVEP
VA,6.0,Kfv10099,Kfvdjnppgiqaybjdbeuq,69.0,gbskjcqvrelvhfkinojrwbbvwwihakxjoistzezqleemclcsnwhkfgljktvooyu,U,f,United States of America,818.0,67592.0,1314466.0,0.0,M,M,4.0,Regina,ijnihjmyxjts,Bkrhvjuuseuexghmtybglkfvcnv,Pitney Bowes,1-616-041-5276,Jjbkkz
Nova Scotia,3.0,Aqw10100,Aqwmjnbnzzrqsimvelvqz,10.0,Olojfqzbhjwexuf,R,r,Canada,652.0,476468.0,2068936.0,3.0,M,F,5.0,Lewiston,Dfuecmkvzp,Iwgelpsumzbngecaimkzriftlwxxf,Hanover Insurance Group,1-549-786-7335,Nhbkeuscolvlrpdcbuufegr
Manitoba,4.0,tpe10101,tpeahkevnmirpkbxmthuhfoe,15.0,Vnajxzjnmdonarh,O,k,United States of America,760.0,102926.0,2045428.0,1.0,M,m,1.0,Vancouver,BPLJKOTMLDM,Yqdhwftsqgaobkescaubrpuvtflshgiwmwavseuzjdophjwmwgaryddsrwpqoqqqv,Enersys,1-315-097-9135,nljcn
PA,7.0,Pne10102,Pneravsedfttseditrtkdsdybndqrc,45.0,Vojeseaewwakwcrodxxjrpfhhlffu,O,T,United States of America,685.0,474222.0,3937659.0,0.0,D,f,1.0,Shreveport,QRWMOBFQ,Pxsncfqqcwwvcpu,Paccar,1-665-706-7547,NTFXNBELSUL
SC,3.0,eng10103,engxyejreo,7.0,Jdtarxbemkjremfvdgekqqjhgwejrpislcgpxnluadhrgeatwmurwhbfdvxrlqsgxriftk,O,G,United States of America,797.0,231402.0,2737832.0,0.0,M,,0.0,Salem,Strhbnglqnf,Niwerpgfxkxgfdhmtmynpijcrjymnhjbzoxhmeptebgo,,1-756-540-3810,Bfzdfzwlpvbkwgbcblkcsuih
KY,8.0,qjc10104,qjcijyb,2.0,Xfccnnbimsvoktxtoyghiprfdhiswarunfwlryfrehdssker,O,,United States of America,433.0,424046.0,1217665.0,3.0,M,f,0.0,Burlington,Ibkvbnexwx,PBMDBRUFSIMIVBXCBNPCEAPKGCVBITKAKAVZQTNOFDXVMQQZUWMTIHGEBVEHNCOCWCI,Fleetwood Enterprises,1-153-628-0316,aqgfhdpbjizcikkumjmtlnlve
MA,8.0,bua10105,buaktafmrshan,99.0,DYVZPJWOIMVIAABKRWWUICDPFXNPUEXPKNAFF,O,j,United States of America,753.0,38569.0,185837.0,1.0,U,,5.0,Sudbury,MKNAP,Cwingfapmmnmecobsrzfdugqe,Atmos Energy,1-575-247-9569,Uafkxkfbalnxfp
VT,9.0,Ujx10106,Ujxaooqijb,,Rtxfpgrxauiiczjbzcugaweihynwdppyxpeyyssyaxsmvijoygioqmtfyrgogccksilebalzbbjondvu,O,Y,Canada,390.0,125705.0,3718145.0,4.0,W,,2.0,Iqaluit,,Hknlkputhzhhjhzedvrqncsywsbplvmpzxhkqgvgxeyjmhavnosurmoesgihwzmyplthqngz,Cliffs Natural Resources,1-978-478-8095,Ruuvwifqtbplprnhkkfbgixoiuf
AZ,5.0,oyh10107,oyhasefjctxl,13.0,Oaqvuxapq,R,i,United States of America,336.0,159432.0,1521682.0,1.0,U,,1.0,Irving,Ugfprboaekke,Czsddolv,Exelon,1-713-636-1426,WJZVZVUKVSRLGHJGZVDIQVNETTXET
NC,6.0,vnt10108,vntlkajsibiv,7.0,,O,,United States of America,839.0,162307.0,3175624.0,0.0,D,f,3.0,Reno,Nztjegnqpmf,mypthirbvdjd,Furniture Brands International,1-049-791-5859,ifdqftvznqdiihslkorpltywajd
CT,1.0,Vpo10109,Vpoodsiqxflluhrigvovgdnmnzx,69.0,cimwggmtqqakyxzokgaarxhdbiafbjcecupxuijvaglxiydqqztgthchwtvditgsebrunaznfw,O,,Canada,437.0,6811.0,178414.0,5.0,D,,3.0,Sandy,ROQVDCSQL,KUAEVYGCIZJVYQLFRDQCDFUFKNJHNLQDFEEQBHOYPVUQRKSTNDKVERAMQILEVMAFB,Cytec Industries,,Nsgoul
NC,5.0,hmp10110,hmpcqsjisffcktfsgsftpswqfcujxd,,jdbnl,O,,United States of America,735.0,349003.0,255521.0,1.0,U,,0.0,Omaha,luqfietxvnq,Ztrwpbdeigcikibjxmjtydcluluqckmdpsykkjofcfiijvsodzcdxhcfi,,1-842-758-3485,Tlyndmcxewpwlspmdlagdhrvewokoe
NY,8.0,hxs10111,hxsxsfkopmbgjqalceihw,42.0,EEJBVUUUGCQDLB,O,,Canada,665.0,334077.0,1343491.0,1.0,,F,3.0,Gary,iewmkgr,Oompshwhgxhmsibwqvickseezqzattrip,BorgWarner,1-849-563-6753,Tcefbenjjawfbupaa
Prince Edward Island,8.0,vns10112,vnsdxeqhsllnyufct,20.0,IXACRUWGRHVSLWOOHTAQQNYMZFDFVQTSELWNXMUCJV,O,,United States of America,345.0,330661.0,1239284.0,3.0,S,,4.0,Naperville,Rupeskynedm,xrduwcscjnvhdjeup,Oil States International,1-245-368-8212,Cpckekxkodikxoovgavi
RI,3.0,IFV10113,IFVCSDMUNLKPDIAXLLXKDMXOZBDMBO,34.0,,O,W,United States of America,343.0,25885.0,922458.0,0.0,D,m,4.0,Anaheim,,GRCJSIQADVC,Coca-Cola,1-726-356-7060,Wyqtquekboo
ND,3.0,HCH10114,HCHFCDZGHYQWDUIJEUSWCGDCEO,48.0,Unmpwwnhuvsvmwgtbpngphbiwnoijlcapxtjomrinlzzuppesnlbbklvaicmvgmyfmfxwukxkjagx,O,,United States of America,411.0,313425.0,1759724.0,0.0,S,m,2.0,Santa Fe,Jvsidr,OFKZRHPKTYCEHBPARKDAZGRKJFIEEBLVWLHKEFHIIWLLH,USG,1-326-733-5185,tciwsqtxinymqrqhjebb
KS,9.0,xhn10115,xhnndgtioobzcyubytxohzhtolhgnp,33.0,vftdlppvrwwsjutikuhkgpwonkswkwgvhtjqliqbpupxaygismliayiobfx,R,A,United States of America,667.0,280795.0,483516.0,1.0,M,,0.0,Thousand Oaks,Qvlhyyjnb,ULGLBBFMWMCYPBRCVSWXQHNKFLRDYBNBEICSSKQLSVYDBIRXFIEBHPGCHHDLOJ,Fastenal,1-513-271-1854,GEFPCTHMJDIDOFJLJSIKQ
Ontario,10.0,Rve10116,Rveii,,Uumygyohptiysejpuqkbwxnuwnronrkssifqrqnoraopnnxixj,U,P,United States of America,348.0,162619.0,1747944.0,2.0,U,,4.0,Saint John,pulnxljebx,Uygwsbimhfygqcbtxczvhsvkpdnstcyxfwcvptqoioiqjkto,ServiceMaster,1-007-182-7130,Pbgvfjgzcuv
LA,1.0,FZL10117,FZLETJLX,2.0,RQNSYUOMQXCGMEEMANEBVZJWDBUFNOGSUWIOLOKCVXGJPVNSVIFRDRJRN,R,O,United States of America,474.0,252291.0,,2.0,M,M,3.0,Chula Vista,GSDSYZSL,KVYYFMVRMFOVBDVSWQDPVWNZXCMFQACMACQAXUOSGD,Capital One Financial,1-895-894-3084,Slsfkcmvdsovkvdckgzlo
ID,3.0,FLJ10118,FLJBBUTOXVWSKVNUXSWJ,90.0,Fnspcwnsssdeaannvtwardrqlweztxkgwumdaljoabcsrmtjlrnnmnykfumcjyoeala,O,,United States of America,785.0,434527.0,842793.0,0.0,U,m,0.0,Chicago,Onvgtsgrvmd,vawyzfdelbhvtubjwdqpyjlcyhjoljfyhzpjxbzmqwyjnjdw,News Corp.,1-739-005-4026,hezhgniydogqjdpdzltmzmlf
VA,2.0,xla10119,xlaihcgwm,79.0,ORJKULWFUEGMPSSOJZVDMWWVU,O,h,United States of America,633.0,349943.0,2772924.0,4.0,S,m,3.0,Akron,LOJAG,Qvzgtgcfzualfcrvfbkqajv,Paccar,1-653-803-6612,Ipzuukvdggdsj
KS,1.0,Okr10120,Okrokntnpwmyzqgkcj,43.0,Hjlakihshrlhbguabqgtzvoawyxodxhrmovaxhdahuvrurvizyhbhwqdlcj,U,b,United States of America,431.0,320515.0,1356948.0,4.0,S,,1.0,Idaho Falls,Tvyelxx,ampwfdppwmvdzjaepldqlibujyerojo,Terex,,Iplpvfbks
RI,5.0,Qec10121,Qecwarboyabbosfjvazfeipxwimyap,75.0,Nwohhugjreujmpsxhnynakujedeltn,O,,Canada,488.0,188319.0,1198704.0,4.0,M,,1.0,Alexandria,LHPTQJ,Vtpqfktcakmmjpidggdrlvjgjidytzgjatdtudzalriqnwxcyxnwqxbcushkm,XTO Energy,1-054-065-4901,Jierlefwmmjsmppsumhudgk
NH,8.0,Xrh10122,Xrhqubizwrzonw,34.0,UJIBIZIZEVHDMQNIPZABVJNVBFBFKGMLWIQYTUEDVZFMCYSEZ,O,,Canada,497.0,160059.0,1281010.0,2.0,S,m,3.0,Memphis,DEUFUB,Nsafenfjkdepfidzkaotoozaqmfrwqabzeiiojuignllmulprellbgegkjswcoecvk,Dover,1-075-259-3608,Wanbbso
WY,6.0,OKO10123,OKORTJG,38.0,Wjpqstkvjehdugqmwxvjxdzeitlvwfiwhhfecwu,O,k,United States of America,338.0,153007.0,3343019.0,,S,F,,Ann Arbor,Hdmeib,Wsascmizwbkkssnkwrxujfgrfbjsighics,General Dynamics,1-740-261-0965,Iwyjy
CA,6.0,Iua10124,Iuaxc,23.0,Qnlmignuulcdglrlbpvozhmqairjwezxbqrotym,U,t,,713.0,122487.0,3451261.0,3.0,D,,1.0,Salem,URTJFMXNV,Iarvjaucikzlhtuvbvzediixmjxudvhxehnwoqajgmrmomonbsafx,Sanmina-SCI,1-782-000-6529,MSPYNUXJJEELDXUOAFX
UT,9.0,ydr10125,ydrejyltfhsvimpalkuyrrzqgufdo,30.0,Hbvdmoxaonrcnpjncudomwfknuttjnbxtvhtjjgnvpjlbxdnucuhoeqfzrteqkrbiz,O,,United States of America,713.0,276763.0,2650727.0,5.0,D,,3.0,Nashville,Dtofuo,pdfpbgrcwkoeaikiuodrhruzqscxekbxnveceihlwzzwnjhpvgicwwnqidztnybakicgjeo,,1-650-744-9126,Okekcuetxilbzjrwjscuuvm
MO,0.0,ukr10126,ukrfsjdwhwfbocdvxvewsyitgcac,17.0,xypputisgtsihkevdpn,R,c,United States of America,567.0,407817.0,942320.0,2.0,S,F,0.0,Pittsburgh,xrlnuqpjb,Vkshxkteyltvouqdixzwoqkeogtncnlfplrbgrfjmarvynvcntklxucnsxgxjwhtftqfidqbgraqeaat,KeyCorp,1-329-547-2429,Cbkqkaeqlxdeomodq
IA,0.0,Ixb10127,Ixbdq,85.0,Yypvwqphgprvedxuefqmiz,O,d,,778.0,5944.0,1601955.0,5.0,S,,1.0,Oceanside,KOALDXSRPL,CEVLNYOTNRABCMKSFCVNIPRBYALDKIDSFLAZPDPSWUGLSCVTDHOZ,Liz Claiborne,1-356-745-0029,Xssgdqsssnvx
OH,1.0,Qcv10128,Qcvhlxnmzdxyuhknqnmsfrp,86.0,Rteqajokklvfw,O,E,United States of America,771.0,260903.0,160795.0,3.0,U,m,4.0,Richmond,ZFWCBHQN,Ccuebbczppzprxbxzsoqspjidhqblybtmskzluiclmeldclyh,Idearc,,Dtkmlpcn
KY,1.0,wsf10129,wsfztlsmwkfzbt,23.0,Udxkvpsvtzttsdkxuyszmcgoggfcowfgwioskbrbpbgqfeeihudd,R,,United States of America,335.0,464164.0,1716505.0,5.0,U,F,1.0,Durham,JQFPSS,rjcogviptoovinfectiswdca,Magellan Health Services,1-778-134-2327,DJJZBSHZ
ID,0.0,Sur10130,Surpteoqwlhlyf,86.0,HWDIZUNPWXWDHSIBILLGRAEYDHHXEEHGKUMEUYLDOFNVEDZBJJNW,O,V,United States of America,729.0,327570.0,3947705.0,2.0,D,m,5.0,Lewiston,SVXFM,,R.R. Donnelley & Sons,1-449-109-8029,Yqcrqejcfy
NH,1.0,YAE10131,YAEROKMFZ,57.0,,O,,United States of America,540.0,395623.0,864372.0,1.0,M,M,3.0,Buffalo,SVAJNNKHQH,FVPFNRKVMSDUNLBVBSXXCBVWZPSXBGIKFKSXOVLQMHMWFQUS,Teradata,1-883-152-4452,qhmkediizreqonuddcogbxjhxhhc
KS,9.0,Dnd10132,Dndbhhwirjfmem,70.0,Ejdhcrxbbqzjqjrtgdwehptn,R,,United States of America,524.0,150204.0,3653659.0,0.0,D,,0.0,New York,twbgxvyr,Ghweykqoxnsgkzghgualdggk,Moog,1-280-527-1037,OKPIHHW
OR,1.0,YZJ10133,YZJYSIG,49.0,fuecqeplnttvsu,U,,United States of America,583.0,99372.0,2019102.0,1.0,M,,3.0,Durham,Ttfya,Jcuixgzzk,Polo Ralph Lauren,1-046-702-6274,GAOWBQBWLJGGNKVYRSS
MA,8.0,Lar10134,Larykeljpasaovtxk,97.0,Txrxtoychts,O,,Canada,612.0,425843.0,2324598.0,,U,,5.0,Charlottetown,PTOGBLYCXVEW,rtxfvksmxxnipcfonhugwqjgwqndhmyrkfuihtvxzudffymurkwvxwnxey,Amphenol,1-425-295-1156,Nrezrh
DE,4.0,UIX10135,UIXNLGTBSICHTPSO,,,O,,United States of America,447.0,,2734459.0,0.0,U,f,1.0,Alexandria,Afpxim,Sqzesyhxplb,Darden Restaurants,,NXDHIWFWXGQZMTAVJUWPCHI
Saskatchewan,1.0,Hpd10136,Hpdsydu,78.0,Jnddcsmrglizbrxljtrlkuosgafuzb,R,,United States of America,448.0,171725.0,2601400.0,1.0,M,,5.0,Inglewood,Qanyuy,gtnvgvifnymfzfayttwoouymjyamxoalyrgekokzwzmkdxrwmwx,Occidental Petroleum,1-126-823-0516,mnmgafupiahms
Nova Scotia,8.0,mfv10137,mfvasrjzbgkfk,21.0,Wboggihip,O,p,United States of America,636.0,434930.0,1723343.0,5.0,D,f,4.0,Shreveport,Gfknltulgycf,Vsbtkmzqrfptvqvrvsgevlnpwtqeszdlxnjxbshxaujsf,Lam Research,1-331-394-4349,Gpqpucflrfd
WV,8.0,Jxx10138,Jxxoub,2.0,sylhlkvjngsapitfcsvrqepbzt,O,O,United States of America,461.0,222276.0,3847768.0,0.0,M,M,4.0,Cheyenne,tieuq,Zgrmxtviyvevqdgvipigtxayynzicvegjyehkqyhwgeodhgspjpcweo,Alcoa,1-250-799-6150,Xzlyanhhuptivgtlsreexzxzoepj
OR,6.0,Lrp10139,Lrpbsggxxrxbovfuqearnfllcft,50.0,Spkqirntviwhkxjpsilsgpheqsxdqzyoxpdptrzvnninszqbwiy,R,,United States of America,516.0,169982.0,2240381.0,5.0,M,,3.0,Elizabeth,hszhtcnxmn,tztoiqcheowlxvcdaujnidccnjsnaqaarfsgjtcjocl,Noble Energy,1-016-633-4802,Qeqdxqsfonatubvefozxlvhdgcteo
SD,7.0,phm10140,phmfkgafellgcjrxbrhfmliji,83.0,ifitumafrdsjaxgdewesjjxlyikyskewsfghievtblvyingnqarysfjemizw,O,V,United States of America,422.0,219984.0,1928554.0,0.0,S,F,2.0,Lansing,sannwncq,Meophaxtvowjixwcpvwqyiuknmkhjolznxm,PNM Resources,1-754-608-5179,ojfeseewxofwtvsbqnaume
CT,1.0,Fgk10141,Fgkjvwxcxkwflha,44.0,Ukvqlglxpsdmf,O,F,Canada,708.0,,1076966.0,3.0,D,m,,Alexandria,anznpcq,,FM Global,,EIJKAMNPXTZEWU
