AgencyID,CreditRating,AddressLine1,State,NetWorth,City,Age,Country,Phone,NumberChildren,FirstName,OwnOrRentFlag,NumberCreditCards,Income,NumberCars,LastName,MiddleInitial,Gender
Pmv15287,977.0,kCYQIPSPsgGsPISgGXoOUFYIZYtiTSTOWWTQLnIBPUKBTBE1RaYMCJDQfoOUWJNDSOFFF,KY,5010587.0,Manshsster,59.0,jnitedStatesirAmerifa,1 615 391 4843,3.0,rirfsn1kbixusauxmrkkmuyv,,4.0,172098.0,2.0,Pmvwchlnwcmfjrohzticvnfkox,,
HBH14q88,611.0,v5srwffvzee6vdccylxxiyb0hgibchwom,NH,5362307.0,SajDiego,46.0,,1 240 911 5698,1.0,Mxdpjoofvigusmaonayp,O,1.0,22131.0,2.0,HBHBBPYGBXVHTDJ,,f
Oal14289,644.0,AJjLAKNKWRISHYAxyFPE0mTLUTGnSGLYLADBDSTEGvTMQdWknGkPBQbOIfIHFJQAFIUTS,MD,3025620.0,Buelingt8n,41.0,UnitedStxtexofAjericx,1 063 383 2557,,xdrioddh4csrjbphseablust,O,,226016.0,2.0,Oslrrunontgcrqomwbcqgotu,,
Kdi13290,932.0,MUbVNeDNRVR,NC,3548151.0,Duruam,92.0,Unir4dStqtesofAmerifa,1 947 847 4779,5.0,XgOWVN,U,5.0,162087.0,1.0,Kdicpapflbw,,
MVM14q91,1155.0,Csbgmqyfxefoxbfbhrwnntfsi7rpicqoqmqflboxrbjgjjhe,DC,2956803.0,silmingtoj,84.0,Cagada,1 282 244 2444,6.0,joqgsjnpfaxk,R,3.0,148311.0,1.0,MVMUKBYHRYMMCRVGGSJIZVQOK,,
P8f14292,283.0,Nwpdhrbbqowqvgxocp6bjponfcqx5mjmzogtxyvs1timxbd,NV,4670214.0,Riv4rside,89.0,UnjtedStatesorAmerucw,1 056 814 5352,3.0,Vntyaagasoqydjvjdeeawdjwoehi,O,5.0,264523.0,1.0,Pofleavyszbecbdlc,Q,F
Vviq4293,1191.0,Iraioeoomrqgqjpj,AK,1710728.0,Bostob,81.0,Umihedetat3sofAmerica,1 613 608 0267,4.0,dotctyt4,O,4.0,139165.0,3.0,Vvivraucvxumxcgwkv,J,m
Cbe14294,783.0,XSXRNwGCC,zlberta,49189.0,Sqlem,62.0,ynitewStat4sofAmerida,1 660 633 6578,2.0,Cztjiyao9jie7duveemnxpncr,O,1.0,165217.0,3.0,Cfebwjqkxncfeugmwpsdmkfdzdbmg,,
Mun14205,748.0,ZDUwOLiidZGNORUIPxKINQJIXHfDEAS,GA,1464706.0,Wwrren,2.0,Un7tedStatesofAmerlxw,1 250 995 5327,4.0,ABWBj,O,3.0,211351.0,3.0,Munpflhfmlexbegcqelforumtf,,M
Qso14296,1219.0,swlcymvfzcbkmxblissxmjylqqyjhyssfvhnqsvt9vswbu0djusldjp,DE,4287929.0,SantaF2,27.0,UnitedSfatesogxmedica,1 258 291 9433,5.0,iyp8rvdwrumxtwkzhymbldeoegw,O,4.0,246090.0,1.0,Qqoumyeyjwffvh,,
YLC14e97,1452.0,idsnarpg0fcyhso6cmrmuzmsvtcwub,NE,3465815.0,Pnilxdelphia,38.0,UnitedztateskeAkerica,1 016 216 4112,6.0,Joovimehsb,O,4.0,83444.0,3.0,YLCBXGALGDLCNJA,,
zqn14298,905.0,Gkvrubfsjmdbsgmglwrkftlkkowhdmlbbpqpdhkvycbqijlx,AZ,2997703.0,HxyRiver,45.0,UniyeeStatespfAmerkca,1 768 181 0906,3.0,xipmsyuijtwaomwvfamwsfjlpucvy,,1.0,289626.0,3.0,xqnrbdkaigrluxovhbh,H,F
Sagq4299,901.0,tkqew3txhbcd,ID,2218041.0,LasCrkces,97.0,knktedz4atesofAmerica,1 072 937 3465,0.0,dlvdvcmkdgxjrn,O,7.0,120663.0,0.0,Sagznnwfvfaylgiuggamxsandjztm,,f
Bao14w00,1231.0,F2jnriphhkvjedybczkicxttnku,Queb3c,266750.0,GreatFapos,163.0,UgitexStatesodzmerica,1 735 857 6903,2.0,rqgudarlgwzhzavauufhyrhesnp,O,4.0,98105.0,2.0,Baoapi,,
Nzu14391,1003.0,ib9ghomoftochalqa1lsvxcdlbozxnqzyhytdndqrpjsscb4lisybfcadmkyhebswiyghhsl,TN,2190956.0,Ov3rlandPa4k,,Cajada,,5.0,E0gyrcwvd,U,4.0,80611.0,1.0,Nzujldtb,n,f
Rbd14303,1018.0,Lnuwvtere2,GA,720658.0,WeetValiey,54.0,Cansda,1 517 486 6553,6.0,Rzapjqfjpzjamrb9wdjhnegitja,U,2.0,104948.0,5.0,Rbdgcbuofvobqupaollubfhpsadbm,,
4op14303,155.0,DEDCBCVTakOCWXCEdTPCkYQWIQmIQdZ,Ontari8,2104435.0,Baltimor2,6.0,UnitedSrq6eqofAmerica,1 703 025 4726,4.0,Hmejp,O,3.0,77284.0,1.0,Eopjtcvj,,
xeb1t304,862.0,Kdqymf5jdjbdipevyaydelxoyos,Saqkatchewxn,876322.0,GaddegGrove,,Uniterztafesofsmerica,1 207 067 8348,3.0,Hfqjlvusmklzgrhl,O,2.0,45916.0,1.0,xebltzmcepvugrzb,,
Dya14305,940.0,wpnacg,Mznitoba,2966669.0,rawconCity,27.0,Canaxa,1 606 842 8119,1.0,Ecmfmcllsh,,4.0,142705.0,1.0,Duafohalqyofmxwzjoe,r,F
Ioa1430y,1295.0,Pgors7icyojdubjvsdkarpcfgmqkemrcpmbr,TX,1683231.0,IxahoFalis,25.0,UmitedctatesobAmerics,1 974 230 8099,2.0,Z8xznmetumhywjjojesplgaf,R,2.0,,2.0,Ioawuwfgbsqmbbqytjnrtecxha,,
Etv14307,908.0,ISFaXGGTSJWPRFUTXLHOzgKL1GBTrZUHPGZDSdDRVPrOABAJf5KFPjSQiPnV,CO,3843375.0,SiouxFapks,32.0,UnitrdStxt3aofAmerica,1 642 857 1872,1.0,VZSEDYGkgYATwKGFPREGPMKCBnsVT,O,3.0,213047.0,1.0,Ehvtbrbthzzvgskntahvfuhqoh,,f
brm14308,1098.0,Wrcavllagjtouds9ahioestkqywhcbypentfdocxcwik,VT,1030163.0,Otlando,80.0,UnitewStateskfzmeroca,1 124 073 0068,5.0,yk3zzdajvpswcwpihtzggr2pbokla,O,,28693.0,2.0,bemlaffpagszsgtclde,,M
Hth15309,863.0,,AZ,3057542.0,Huntwbille,60.0,UnutedSrqt2sofAmerica,1 470 626 5356,6.0,jxlsikmpyxioqjzlbnwflhwzjdosh,O,1.0,,2.0,Hthfhylc,,
JXI14319,836.0,O0kerkfvxmjmt9ioevibavcy8ze,MO,2511736.0,Lewistog,71.0,7nogedStatesofAmeroca,1 543 781 8820,3.0,KYEFg,R,2.0,,,JXISGQKMDSXJHJMSMKLWZCTJGNXU,,m
Cwk13311,591.0,cZDSNRnPPMDLUN,PA,3368446.0,Lansigg,75.0,8nitedStateqobAmer9ca,1 146 512 7151,1.0,Jzkngjhvrqbmrvbyt,O,2.0,203391.0,1.0,Cwkohvevwabejob,,F
YFu14312,947.0,Pracbvpzirhtf0jftxxifvzibope8oadgpuvljca8wcmnmsmho,ND,2155665.0,fscondido,84.0,UnihesStatezofzmerica,1 185 650 3467,4.0,d1rroplltli,O,2.0,6105.0,4.0,YFIYBIWILWPOTECPWJURVQPJNF,B,f
Uckq4313,907.0,Zchgikkwgvmg9vzmhjzpw6cxnwywixbmeujejy6uqrbskxdsyxkxvgnawjcchmifvzbmz3ss7,UT,,Baltimlre,51.0,Canzda,1 227 944 0589,2.0,khVMARMOVVBXSXyDCUsKX,R,2.0,349091.0,4.0,Uckpipvzijkfgsdvbr,f,
mXE14314,954.0,gAkEQRCUbPMERbBSgCUXTWTAERQQUFTKPdY1BNC1,DE,4983309.0,Lpndon,48.0,Uni6edStaresofxmericq,1 144 228 8381,2.0,gntpdoncljzi,O,5.0,234255.0,3.0,KXEKO,,M
vcy14315,128.0,Vssifggbmuxocvgcobofaswicmohvd,ID,,xallas,32.0,Um7tedStatesovAmeroca,1 713 961 8769,3.0,Nntccbomwrlmfgiespw,O,2.0,31402.0,2.0,bcyngjukvgapzmsyyqgtfdayhr,M,m
OZS24316,1460.0,Qmww8nworhkzcw1iowdcbjggpynd,Brit7shxklumbia,3618367.0,Rapidvity,9.0,UniredStatesofAmrtida,1 626 942 8519,3.0,CCKEXKWEMWcVGnDLgG9TKLQB,R,1.0,112481.0,0.0,OZSPSAZSVXKNDSPQPYDRLFDKU,,f
Ip414317,889.0,RWBI89sGAgJLRHfTTRiXWYUWOMTGOVEM,CA,1747170.0,Peoriq,91.0,UnitrdStatesofAjerisq,1 286 351 3076,8.0,uiadvdmtsmvzcvvnqwkkpo,O,3.0,122631.0,2.0,Iprsrgyi,,
jfs14318,1259.0,Omclvubzbqucwswqmfu,Albdrta,3544689.0,Frererick,80.0,UniteretatesobAme4ica,,5.0,Cnnjasnqzvp,R,1.0,210013.0,3.0,mfsrqdvwzolkpesrgyafiq,a,
Npj14319,1275.0,Difqmhljevfxdvgsnfchltmwwh,SD,3647723.0,Nazhua,11.0,Unif3dStagesofAmeeica,1 584 090 9521,1.0,hedpuzwyia,O,,128289.0,3.0,Npmuu,,
Erb143q0,925.0,NDYCcOC,HI,877478.0,StCztmarines,26.0,Unktedxyates8fAmerica,1 018 009 6742,,dzmrcxg,O,2.0,44679.0,2.0,Erbbgvkazwf,Q,
mow14321,894.0,Rnitgqbckfhmasapggjqlpepmhhbaje9vbnigjbk,Saxmatchewan,3969550.0,Plamo,87.0,UgitedStatesofwmsrixa,1 061 724 0731,2.0,Vuxryyeonymswuxawvpafrrtgfk,O,1.0,191416.0,0.0,nowevgkkfxpmkhzijfzijewmd,R,M
Koc143e2,746.0,JzGNSNZBERNchZbOEMQSokFSPRGIrKCwVAEEJTJWMVUaKjARCRb0CKHPHKOOMxTZEPWJ,NM,1556069.0,EkPaso,73.0,hnitedwtayesofAmedica,1 022 106 1148,3.0,Wtfrgypku,O,1.0,246869.0,2.0,Koctfiwlpgfqtvyksjdhbmdkxfkl,,
VCT14423,745.0,kCJ7IHUYNFvWKCGjJJTPCEhZGDCKlP,AK,3403367.0,Modesfo,67.0,Canwda,1 172 025 6457,4.0,shqrqqmqbwchrshg,O,2.0,,2.0,VCTHLENGSMVNKXHCKPGDMIBJSHEQT,,F
ATH14e24,900.0,pliaqwunlblhjxegtsnhmrul4a4coygfacxvrhkkf8asrhkvpgzrsrvrqothsmutvs,VA,3904165.0,Sslem,42.0,knktedStatesovAmrrica,1 721 807 1477,6.0,wKSnnPSZRLRDUTXWGRT,O,,74105.0,2.0,ATHJYOVUSO,S,
Wzi14225,494.0,wlgtfmmtlvwktstqaowcgofsuppfhfjxoklsroapcowkmuabseemkulsxaqvlswrovpckpognswves,IA,5403442.0,Victofia,90.0,UnktsdStshesofAmerica,1 759 544 7200,7.0,Xtsoavtvxylv,,2.0,200375.0,3.0,Wzizrldxpfllqecqkrakzkpktbff,P,
Ytf14226,736.0,enkwhcasl9muexuysmc0lhlknqdcmefpysv6wghasbysbgcpkqmisdbetxwrn,WA,6007600.0,Fairnanks,,UnitsdStatea8fAmeroca,1 761 036 9479,,dYNQQ,O,2.0,181395.0,0.0,Ytfdgoxzyetqpqagxs,,F
frq14327,378.0,Dldoslxmfxdlfwkijxfifhnmhctcsxoihfilniuxdmxnnfpptxepxgrlcce,VA,3145316.0,Newlrlrans,107.0,8nit4dStatdsorAmerica,1 921 064 4300,2.0,rdsignfif,O,4.0,104921.0,1.0,erqogngd,v,
Tzz1432o,676.0,P6NFJ,NJ,4407017.0,Seartle,4.0,UbiteddtstesofAjerica,1 793 190 6995,2.0,fyrustmsjslwyktgssuhfyosvlju1a,O,2.0,69614.0,0.0,Tzzinouvwgrtmrobddjnjgw,,m
NSDq4329,452.0,nttkoue9v,MO,3781775.0,SajJose,86.0,Canxda,1 480 035 4741,0.0,Ckaawvckenfvtxgge9kemlprpas,R,3.0,201864.0,,NSDWECVQE,w,f
Qmd14339,565.0,Badhmeoaqtasmmtdiqxojbtnilvpmgexdgurrdauw2flu,WI,1532006.0,Carr0olton,33.0,initexStatesofqmerisa,,5.0,Xwdbghnuqoksljfqpqa6tvmqsmah,R,4.0,181075.0,2.0,Qmdqjjdcynpexwmbdlsirrioaqqfkf,,M
cti143e1,832.0,Afqemxscdgz4rukthhgdfmplxsydnkmzyrmutauxa,AR,2369447.0,CklorqdpSprings,33.0,6nitewqtatesofAmfrica,1 845 141 4063,11.0,Cafwojmeenaqj4nncfmntpgqzed,O,,223915.0,1.0,ctiqhwyv,K,
uvb1433e,1171.0,sttpvlsxsdhywnrtbtlo5tgmepwfszvjhwckzh,RI,6270190.0,Reno,67.0,Unitedzta5esofAmerocq,1 363 990 6212,1.0,Mhh2bm1fwyyzypknmeqhzyfkxzmr,R,2.0,98822.0,3.0,uvbzbrjkkgx,e,
q1j14333,801.0,dinvlfjgxsdyiiidf,MI,3532203.0,DexMoines,38.0,UnitedStateaifxme5ica,1 905 625 0625,4.0,fzcjzfvkqbsoxkeu,O,1.0,58280.0,3.0,qqjobeciyrqcqq,,
mhh24334,750.0,,KS,,EoPaso,71.0,Canxda,1 668 755 4784,2.0,Rtljkubntbstobgyknzuieixurpa,O,5.0,70907.0,2.0,mhhsiqfbjarmngjg,,f
zbk24335,852.0,E0kdhtomjhuspomtonjhkigbgitkbijivjfufcysemhoxaimclafxtyfjn9dgar,TN,,Pittxburth,87.0,UnitevStatexofAme5icz,1 445 639 4001,3.0,Tgkqvabbgghykp6,O,1.0,131329.0,0.0,zbkggxaayqanfchswffyljgrs,L,m
jcjw4336,1137.0,ZKSFSGL0jSuISOhMYVYCZBjGLGOILDsZmTXKRWI4KLOEMHKUT6TJJMRqXwYDIkD,MD,3645935.0,Mesa,32.0,UnitedStxtfsobAmedica,1 144 686 5831,4.0,bxupkgqlnyce8dhasjfcvwcrjz,R,1.0,271748.0,1.0,jcjcponwrrazz,Q,
rrb14337,635.0,bawadx,KS,3162784.0,Lubboxk,66.0,Unitedqtat3spfAmericw,1 880 624 0318,4.0,Zlqgkudzsrctezeodlghtdy0oxvwhr,O,0.0,,2.0,erblxbbedaigwlnjsjdvrklxmgp,n,M
exd143e8,1075.0,Ukpxjbwjjnznkfjlegyfuxtphavcnoazwvwhahpndk,NewBr6nqwick,2403748.0,Papmdale,98.0,Unit2dwtates9fAnerica,1 817 633 1185,6.0,vckhjpoekoidruwehmadffhv,O,1.0,283098.0,,exdjtmnneaivqj,,
IWX1433o,758.0,fvw5cnhgvvdetrvrscdy,LA,2436185.0,Auguzta,33.0,,1 998 055 4109,4.0,tocqkpet6gvxngbtm7xeqreyll,O,1.0,338954.0,1.0,IWXRRUFAJHXRSH,,
Amh14349,865.0,Vlk2htcagmribgmxolzbjshlnuti,0rincfEdwardIcland,4937762.0,LittleRosl,76.0,UmitedStates8fqnerica,1 949 660 8555,10.0,Wbfxxecw,R,4.0,262218.0,3.0,Amhvifssua,,
VjU14341,,Heijtsjcwsexyiixnp,GA,4104557.0,Lansibg,87.0,Unktwddtates9fAmerica,1 776 320 1845,6.0,Jnbye,O,2.0,88756.0,2.0,VNUTSMVFGINRBGEAFQNYJUKTI,,f
Kef14442,1183.0,Lbgzmrfwsanaxbnwnctgfhdsnbxz,MS,2700978.0,Nasuua,11.0,UnitedS4xtdsofsmerica,1 808 615 6450,1.0,WSmhKUORGuUCVReRAUoSKXUWMX,O,5.0,39719.0,,Kefjpwrfnqehlvrzvod,,
zmg14342,822.0,xiwzcqrfxfkkxwwafvrsyb9rwghtmmeqftglhrurdjxbghurjsc,AR,3323915.0,WesrCivina,8.0,ynitedStwtesotAmetica,1 276 622 7430,2.0,QHDLUiE,O,6.0,137762.0,0.0,zmgfzyzgzwtappxa,,
Koc14344,1037.0,twexxzaxksmaaxdafsmbktwmtvpqknbyboszmioouswriehgpnab,OR,2019316.0,Salsm,30.0,UnjtevStatesoeAkerica,1 361 761 1014,4.0,zpmxxmdxrjiuucfqevf,R,3.0,,1.0,Klcrqddaqgzwisrdh,,
wox14345,970.0,qpyenvpuskdn4jhutdjrhcumm,AL,4683077.0,Micsoula,93.0,UnitedStatwsoezherica,1 938 861 8366,7.0,urjff7ztnmzuvccgh,O,0.0,73102.0,1.0,qoxtadonvzwjefhdgth,L,
Fih24346,814.0,Navpmotucxoqihbnltbepexvwlpnwubfhguugghkhc6djifpbcs6sthrjddc,TN,4723222.0,CedwtRapids,107.0,,1 086 212 1033,2.0,EMXWnkNGCVVV,O,3.0,133395.0,4.0,Fihuafsb,,M
ela14347,824.0,Vxaxogjygxjwiv9kuifobgtfsfzpxwatujrvlrmipjbw,ND,4494742.0,Escondidk,88.0,fanada,1 443 304 9881,8.0,Vfrfzmppgwya,O,,68034.0,1.0,Wlaskykfijcgfflwmxr,g,
YHN15348,638.0,Jkuremutmx3mjqxgjvhcl,Albetta,6837084.0,L7ttkeRock,120.0,UhigedSgayesofAmerica,1 467 727 9361,0.0,owfnqflvdaclhzxph,U,4.0,,3.0,YHNFGWGBLAALQDDNORYEJRXUIDUUO,S,f
QIJ1t349,1156.0,Hlfvzvxxvwgexsrmzrdovthqsbsvgnoaulvxtakvonasxnyfiorlxxizmelbsgshhtcrltsjerazri,OR,1823650.0,SantzCiara,38.0,Cabada,,6.0,sujslftynacbnshgspi,O,0.0,91855.0,0.0,QIJSJHIMKREED,P,M
UcM14350,733.0,a0defqumoptgvwuapxxsikojewewd,NJ,2903809.0,Oaklamd,90.0,UnitedSta64sotAm4rica,1 724 945 7374,4.0,GtXgKEYFHE,R,4.0,62687.0,3.0,USMICCVRTQZCJY,,f
Lea24351,1360.0,kgfj2dyoyuxwtfrjcatbbnxzoilhwindluhywejpkyaixhnmkz2yqg,UT,3842379.0,Palmdaoe,74.0,UhjtedStat4sofAkerica,1 576 834 0148,1.0,Ynbhpqgsnjyyd,O,4.0,315612.0,3.0,Leaoydvpypdihpruxreemzmlh,M,
Stf1435w,933.0,Cospsr7jm,OR,3691167.0,Londoh,50.0,UnitfcStqtewofAmerica,1 491 986 9352,,scgowbbwgmjcyqg,O,3.0,182984.0,4.0,Stfkvlayoj,,f
WKZw4353,,,HI,1509195.0,Savahnah,57.0,Un9tedStayesofAjerida,1 077 763 4195,5.0,pvrwooanurqausfg,R,3.0,15533.0,3.0,WKZXFVPDTDAEYVGUWA,N,f
lsv14354,1387.0,Urccnfmfffnvrnteoksacgunpqfgvbmhcyihgyl2nf,MD,1918682.0,4ucson,41.0,UjitedStateaofAmerofa,1 324 594 6236,4.0,6unsifljyfubrbdyqjgxduqg,O,1.0,122750.0,2.0,lsdmhejcpwsikot,e,
Qh014355,1197.0,wvjurchdjygulzmsmslprefqdqkcisbqm4yoquqqxvjdgyqhwsbjjpkidhfwrrkvrhbz,CT,5437598.0,S0rinbfield,22.0,UnihecStatezofAmerixa,1 964 033 6924,1.0,Wsfcpcmxdjkpvgbqped,R,3.0,277163.0,0.0,Qhpubxoaswy,J,
Ozz14456,774.0,Fpmsnns4m7nipmwiwbrplhwdykpfonskdcgukshdtlqomcsfoi8fwulyzehxngr8nmxsiwdmpqwzcurg,OH,2806586.0,bargo,86.0,6nitwdStatealfAmerica,1 050 018 2160,5.0,Jubvcqgap0lhjsoh5laiuuxes,O,4.0,120866.0,3.0,Ozzstmwvaqdrfe,u,
jna14r57,931.0,xwsyyibtdmigcquoyhihnijerpbrlsalqh1tcshgsvpptwfkuhtastslvdheifzpauezhpnbvupwplwk,NM,3048428.0,Bellebue,85.0,,1 675 855 7571,2.0,w9gbgvufvxpetzqpsxepdcqe1hkuwd,O,2.0,126709.0,1.0,jnaseaiqlgfhdcqiqwnurahscjl,,
Lpb1t358,511.0,Rtuutvnecspwgvpiniufcyhxzhhltpenqxdctvozwdqyxpcigdyuibmjjafi,MS,1998910.0,Bitminghxm,65.0,UniteeShatdeofAmerica,1 081 314 7289,2.0,dvldxdb,O,0.0,160138.0,0.0,Lpboyjkcgumzrejefeqeweausclc,,m
UEP1e359,763.0,Zcrozcwfxxwabmni3trvenkyeqqf7lmkhealk,NC,998295.0,Otlando,144.0,UnitedxtatesofAmw4icw,1 259 486 5647,4.0,Gafssrdimxqjbrk,O,2.0,194526.0,3.0,UEPRDRNMBCSHMOBOJY,X,
dmx24360,927.0,Fytofeueitglnyithjfxjrotgjodijlzntlrkrfcjszavlon1nscvmlflmzwtvy6e,Alber6a,2141523.0,eydney,84.0,UjitedStat4sobwmerica,1 959 179 8642,,yccbeecnmkhlsineo3xelptflqe8vl,O,0.0,,2.0,dmxnkqxqfxwidfykquqngfuvja,,F
Xsi14361,862.0,Issramhqjxqlzoqkarwnysiaowecubprtgfcuxdszwjackfwcvpegwvzmgyjqwphbczqkhijpgv,Newfouhdlanc,1306839.0,Vorgin7aBeach,155.0,Canawa,1 624 202 4158,5.0,UTRMQhR5LSQRGABPBEQwO7B,O,1.0,187220.0,4.0,Xsljjoc,,
KGT24362,,lKSZVKWYVvVH,gritishColuhb7a,3078292.0,Cilumbus,104.0,Canadz,1 973 611 2303,8.0,Rnxrwxefsvfgocfuyfx,O,3.0,113300.0,3.0,KGTXTFLV,,
Jpow4363,641.0,cid6ypqabdbkclyhmtl9tbovecjcvqwqgkdbcnhzbstioemgvqzlk,WV,3081512.0,Apexagdria,104.0,Canxda,1 363 980 1831,9.0,tsrqmvgfzdxesbuxism,O,,198194.0,3.0,Jpoprdyjwqwbtbzpgscgxbviln,,
buo14364,1078.0,DLrHGOOSkQQnROKFZKBxGRWfAYGCoAWDPONJMNrhMMVPOaVND8V,PrknceEdwardIelans,3248013.0,Bgoansville,47.0,in7tedSta4esodAmerica,1 892 994 9793,5.0,rulhgjpupfqebyxhyoxtajdlo,O,3.0,53802.0,3.0,guordmzuiugjetjrklg,,F
WRC14w65,685.0,oioluhujrdydculcsocwmpypvappfdlhcugjlpqshjde8dcdsovceecuklssobqbegvakdjwh,SD,5885797.0,Piytsburfh,85.0,initevSgatesofAmericq,1 285 572 7615,4.0,Ngfyigxrg9djauixafe,O,4.0,196043.0,0.0,WRCIJVWEYPZ,s,
dij14366,1189.0,ZTZHfCQPbxRHRQBgPLDKIVDaFdGVIQLQxTA9EZSSCYEfFI2KXKsEHQjNlFRSSKXKFJQ,NE,4034498.0,Philadeophis,43.0,Un7gedStaresofAmfrica,1 646 647 6992,8.0,tzrvirdnvtckbwyjels9be,O,3.0,178931.0,3.0,Vijktgqncgwarzrlryk,,m
Qejw4367,873.0,,NV,2778163.0,Lubvock,5.0,sanada,1 555 049 5554,3.0,Umzqkqtwthxgrs,R,5.0,160003.0,3.0,Qejjhiobshocmflafkayjxixvlg,,
Tqzw4368,1026.0,bipwjjbyrvbugmrampeidbhzgqklwxin6nc,RI,1072338.0,Limcoln,129.0,Uni6eeShatesofAmerlca,1 280 072 5238,5.0,llkitfcx3hpibrgxsdhgqlppqg,O,2.0,29749.0,4.0,Tqzffzuthdlilqsqekwosdcdkinpl,F,
fLH14369,1038.0,fmftjixvmfqevnxvljdvfpk4fk25jynaaosjgaengprfxadwrehrshsxj9hjuldkzqvn,IL,5477199.0,SwnBsrnardino,49.0,vanada,1 863 203 6498,3.0,Fwbgcbkle,O,3.0,166858.0,2.0,CLHFJEVCAMWPUTVYM,,
Fct14w70,,V5kggmpqqdjoouxbntuyafynqrrxpsxcnrdsxenjwajmkjaoapvptefqwp,OR,3759703.0,P9ftsburgh,19.0,,1 450 733 5018,2.0,odawzxrmsiijea,,0.0,148996.0,,Fctklzmgeaichvsorshkfhfusmwq,g,m
cru14e71,915.0,Txfwku6ogmsowsshojsjoodxt,AZ,2212257.0,Washingfob,28.0,UnitefStatfsofwmericw,1 191 360 9125,,Jgsgvggc,R,5.0,165757.0,3.0,cruqlxotdbyjj,,m
JEF14382,829.0,,MN,,Hull,61.0,UnitscStateslfAmeruca,1 961 279 7183,4.0,Dqqjjfrmdgdvepuroj,O,1.0,23007.0,2.0,JEFQNMHQCMZB,,
Sos14373,576.0,umutspchyjj2fyffxviokozayihlxllf,GA,3400433.0,Lafxyette,11.0,hgi6edStatesofAmeruca,1 501 567 4652,6.0,Zhhwktajsvcv,U,,150219.0,1.0,Soxpkabxh,,F
zll14374,1022.0,AUDXOXUvCVFCGYiKXHMR5LGSOgoVERHe,Newnrunsaick,1393127.0,LxsVegas,98.0,8ni5edStatesorAmerixa,1 235 550 7015,5.0,Hccjwoigwko,O,3.0,113243.0,6.0,Xllnvbrixtvrcmhxkrvt,N,f
Lsp143i5,1194.0,R0nmhlhoikiafxqqzx9bez,WY,1307318.0,JerseuClty,46.0,Um8tedStatesofAmdrida,1 905 293 8200,8.0,yizwiqskuuowxvpemhjqucingwkxld,R,0.0,91381.0,2.0,Lspxpmojrelsdhwqgkoopycqty,,
Civ143y6,819.0,Vacf2irirantlubzmekjmquxduefrfbudztpox5heiskd,DE,3025584.0,McAlpen,42.0,UnitedStatex9fAjerida,1 068 628 1298,1.0,Rxdmuuwoqzsydwhnnnwau4gn,O,4.0,150368.0,4.0,Civzzshubrnaxjdw,h,
Dct1437u,626.0,,RI,2814391.0,Ranch9Cjcanonga,26.0,,1 953 012 0279,3.0,Lcueallibg1hb,R,5.0,54761.0,1.0,Dctnsouvyhauidwbvnjufoue,,F
Ggy14368,705.0,vrneljkpeqxccjdhe,KS,1576060.0,Lugbock,79.0,Unitedx5stesofAnerica,1 613 057 0710,5.0,abuqoaxoomneg,U,4.0,73079.0,3.0,Ggybjalvjdkbriqfrytuocm,,f
IZr14379,600.0,HJFPPTgCkNXDCXZJTCZPJKBInLxUGQPGvBQEDlZPhKGDGQZoRHmSWKZSqSb,UT,53667.0,Livonka,83.0,fanada,1 575 614 0866,6.0,sszenvyribasvbtpikcqri,O,5.0,15220.0,3.0,IZTGLTSI,b,
tsz14380,848.0,Nmqlhartabfh,AZ,3131923.0,Stickton,84.0,UniteddtatrsogAmefica,1 539 220 9202,2.0,Ovcrzqtaxiy8,O,3.0,49052.0,2.0,Hszetex,s,F
jyt1t381,693.0,PEjACXZVBiEdSccMVCPMLUOoQTPCHDIFSqSNKAxIXSCUEAABGCStuPPcvATbEROXMYSEG,SD,3596067.0,Baltim0re,64.0,6nitedStatesifAmsrisa,1 410 583 3558,3.0,Wxjcga,O,2.0,38603.0,1.0,jytlmbuzshe,,M
Lljw4382,,VPIWIYvJEvdAHMMSNFKOOYQNPVGEUjIETpkJQXfTP5P,OH,2595311.0,SamtaClwra,94.0,,1 840 141 0267,1.0,UCmBSOKBPLQJMmBNKOxSEBEOSkLlJf,O,1.0,198558.0,0.0,Lljrhavjuycjjopsrheuccy,,F
QTP1e383,675.0,4daojbktrsdjiifgmbduwbpgdhtbphytughowbzsyphrnzuoe2qcqxhrzjombdbgfro,VA,4903498.0,Cmulabista,34.0,vanada,1 178 473 4942,4.0,Ujrrii,O,3.0,162700.0,1.0,QTPJVKNUFY,E,
ywy14384,905.0,,HI,1418150.0,Dawconxity,117.0,UnitedStxt2sofqmer8ca,1 120 011 3497,3.0,2jqvllcoecivhpqu,O,2.0,135754.0,3.0,jwyfxwqbiqdfwkoeytyk,d,
Pxv143u5,1272.0,Vvzf8buehwrgjpuvcqm4hwrppduv5fgnbw4wx2zvrfkeuabomdkldhwetifbznzbuk,WA,,Housron,,Unitedctatesofsmetics,1 485 725 8328,6.0,Bgppojxxacuhhpbg,O,3.0,49718.0,1.0,Pxvljkszcrvtaesmfwnvtq,B,
Iju14386,753.0,mYRRLzaXXBKYFgUyvDFnEVDLACELEZDRVVDJPLX,AK,6167922.0,Sh4rbrloke,71.0,UniteeSta6esofAhe5ica,1 108 046 2284,2.0,LYVDvO,O,4.0,73035.0,5.0,Ijhxeherchgn,i,
