AgencyID,MaritalStatus,OwnOrRentFlag,NetWorth,NumberChildren,City,MiddleInitial,Phone,Gender,CreditRating,NumberCars,NumberCreditCards,Age,Country,PostalCode,AddressLine2,State,Income,Employer
MOD13640,M,O,3154058.0,1.0,Overland Park,Q,1-655-044-0374,m,425.0,4.0,0.0,70.0,Canada,Cahmlogwfl,Usuldtubzyeztqcdglemerudihvvuzkwuxzttlegnlewrpohvhnhrjs,TN,207740.0,Knight
UCA13641,S,O,,0.0,Fullerton,,1-806-753-5221,,421.0,3.0,2.0,16.0,United States of America,aqcdqaksy,Nkqamjdxyahslwlhvktesvesgddhbejjxaxxyfwcm,KS,321448.0,Yum Brands
FUG13642,S,R,,1.0,Toledo,y,1-876-129-9735,M,832.0,2.0,5.0,14.0,United States of America,Evqaqthse,Uzwojl,SD,469263.0,National Fuel Gas
AGG13643,S,O,285346.0,3.0,Vallejo,f,1-524-155-7483,F,714.0,3.0,6.0,46.0,United States of America,Acnacmuuhcea,TFFMEIXYAWMAOYSFPXLIORDLMRGWGVOWHEHOBZWZKGYYIXCRDVVW,KY,357977.0,Polaris Industries
upr13644,M,O,3228308.0,4.0,Torrance,,1-121-056-4066,,682.0,5.0,9.0,61.0,United States of America,prlaq,Undqwymdjqwrpjqklvhvzwtnxieesmivflhxkjaqcxnqgtkbarqgpla,Quebec,311542.0,Conseco
aul13645,M,O,1589001.0,4.0,Edmonton,,1-084-425-4296,,849.0,4.0,8.0,14.0,United States of America,parjnr,Ejjnwcpigzslsguvkrpwdcefdnpxlrxrwurkvlykgfatuizvlyvmlpddzrwseomxogrsfag,Quebec,213271.0,Circuit City Stores
Sey13646,M,R,2354513.0,3.0,Ontario,,1-877-324-9928,F,736.0,3.0,1.0,81.0,United States of America,GRYUZBXVS,Chhtmqibtbrvvkeekvl,RI,112786.0,Agilent Technologies
Ohq13647,S,O,1817986.0,2.0,Macon,L,1-819-615-6203,,461.0,4.0,5.0,12.0,Canada,IDDHJUEFVPKU,mjbzmpubomgtczdchlyjwsmhtkxsdaiasjbcbgnivqtpoyuaabtakkkjujkdnishuuzhnldyptnppa,MI,110565.0,Cardinal Health
uom13648,U,O,3924920.0,,Washington,h,1-475-347-9982,f,827.0,5.0,9.0,34.0,United States of America,JVRRMJU,Tquwd,AZ,437376.0,Goodrich
Eqq13649,U,U,675104.0,5.0,Toronto,j,1-750-195-2149,F,577.0,3.0,4.0,32.0,United States of America,Lpqhv,BOWMRSBROURJNLXWZPEYXHKRWZYJGV,RI,269441.0,Big Lots
Iau13650,M,O,22485.0,4.0,Montgomery,q,1-330-832-9935,,574.0,3.0,5.0,58.0,United States of America,Gykcckj,Ucxhaousbgrumwjqnkoxaiajz,NE,202330.0,Regis
Cok13651,W,R,3447895.0,,Seattle,,1-034-016-5325,f,469.0,3.0,7.0,74.0,United States of America,HCRKWPTZGJD,IMLTYEMFJXTWIFNVYRDYOHMNRO,FL,275983.0,First American Corp.
Yzc13652,U,O,683824.0,5.0,Eugene,,1-639-553-1763,,,2.0,5.0,39.0,United States of America,Iqmigoqidvp,Hzguadclc,ND,451505.0,Live Nation
URH13653,M,O,1734743.0,5.0,Corpus Christi,m,,,487.0,2.0,7.0,11.0,United States of America,NTGSIIYVVRE,Ckfdgcydmvhlpqnxnexytmrhrewfrvgopjahbv,UT,70786.0,Embarq
AXB13654,M,O,3708607.0,0.0,Boston,,1-584-047-2788,,,2.0,6.0,91.0,United States of America,YCWASQPHDGZ,Jrjbntapuduseloxmvlroaelkxtq,AK,434145.0,Vulcan Materials
Zha13655,S,O,3529651.0,2.0,Philadelphia,,1-590-923-9339,m,639.0,1.0,7.0,29.0,Canada,Twtvvzqtzm,Nycuoeuleberqrjxs,MO,61432.0,Thomas & Betts
Evn13656,M,R,2296077.0,4.0,Manchester,l,1-504-974-6133,,830.0,1.0,,94.0,United States of America,lfvblzdrrp,Fnywhmlqxseaqkljgmrngkrmqnnjnsvxerwcmhfpmmveoikmvlisifemcdvcjmgsggrgvraae,WV,369703.0,Wisconsin Energy
EKQ13657,D,R,2686938.0,4.0,Torrance,,1-451-226-9043,,732.0,4.0,7.0,29.0,Canada,foifjnz,SITJALMORJGWGPOLRKXYHVHOSCUYVOQYDBWXEPXVLNLMZDTVADUWUIDEMIBNOB,WY,298744.0,
Okp13658,M,O,229441.0,2.0,Evansville,,1-131-974-4981,,541.0,4.0,0.0,34.0,United States of America,xgrwcegae,Lhdqxatajzeywbdadudvqocoubrxkscjkezkpkxtfuopbcyqbelmakexgyjjatauweukuueywppip,AL,122619.0,Corn Products International
xra13659,D,R,1138669.0,5.0,Fairbanks,,1-858-985-2529,,577.0,5.0,1.0,38.0,United States of America,WSDWMJFAYC,Ufbcnajwknbkvmestixpjhhuzvnhso,Nova Scotia,384506.0,Kindred Healthcare
Llf13660,S,R,1670286.0,0.0,Oceanside,,1-001-851-6816,,467.0,0.0,,0.0,Canada,,Kynmhxhdwhteqxidjdlitlrsrfvpevvsoudctmckkmzpyahqvwxbwhrrjgpzfuvwwhbtzzvzuzcetal,Nova Scotia,242020.0,Burlington Northern Santa Fe
Xxp13661,S,O,1822589.0,3.0,Biloxi,,1-287-571-2020,,366.0,4.0,6.0,16.0,,JUMIFPDD,Pijwvaynplvblqfqkpmsrjycxkquwfeltmjkjarcspqgjqiogegkntvkdavhbal,CO,132660.0,FMC
PIQ13662,M,O,629298.0,5.0,Virginia Beach,I,,,532.0,2.0,0.0,84.0,United States of America,Wgbpzvxk,auwstqvcbxvqdkrdwpfjofxfvgoljh,DC,107147.0,Hanesbrands
nfp13663,U,R,1707557.0,4.0,Fort Collins,,1-960-121-8777,,700.0,3.0,0.0,36.0,Canada,Kfjsdpw,Rcsyxcdbuwvat,NM,,Big Lots
xwz13664,M,U,2036549.0,0.0,Grand Prairie,z,1-542-243-9660,M,660.0,4.0,2.0,12.0,Canada,wrnjtqp,xaoeguojeroolasohkskqhmnedbysxetbwsnpnverpgjmkcsbzqmllvzdjuiviqoejidvhpbjvwk,IL,110314.0,Charming Shoppes
Ktk13665,M,R,3608670.0,5.0,Salem,o,1-143-556-6395,M,531.0,3.0,5.0,88.0,United States of America,ERVFDGUC,nxedmlswscwwyugycxeeoekjzwiiwqqvfskrveaoqftozzhehzonfojpelo,SC,215564.0,RBS Global
fsz13666,S,O,3038630.0,2.0,Thousand Oaks,V,1-563-440-1894,,810.0,4.0,8.0,22.0,United States of America,BSKFWSRLL,Gegrdxynmnxcdasqbfpgtlgglrrwgfiaoahvcleijyrbd,Alberta,445386.0,Fidelity National Information
Nbd13667,U,O,2422144.0,5.0,Manchester,,1-765-370-7578,,710.0,3.0,0.0,29.0,Canada,Offqnqgtjlnt,,CO,320336.0,Dresser-Rand Group
Sbq13668,U,O,3974914.0,3.0,Little Rock,,1-350-848-4997,F,617.0,0.0,3.0,73.0,United States of America,Hellekoqe,Aqgihllroecqin,UT,156729.0,CUNA Mutual Group
Ojp13669,M,O,2980632.0,1.0,Overland Park,,1-029-336-3838,,567.0,5.0,1.0,4.0,Canada,JLSGHLGH,Aktodhf,HI,332598.0,PepsiCo
Hml13670,U,O,,0.0,Mobile,k,1-611-488-7910,,552.0,5.0,7.0,37.0,United States of America,oigvngwo,Tfhgpnaqnuwjfmqzroqdficmipqozllpdfzdvvqjsdmecbeyzdrbciiwadpox,British Columbia,87317.0,Alaska Air Group
Fil13671,S,U,3719251.0,1.0,Salinas,r,1-842-594-1590,f,395.0,5.0,5.0,91.0,United States of America,CDZZGTFXOOTQ,Czaseetkfzjirycfdbdxvvyejkimxhpzhhgbdonrzdvrvdhucjx,CA,417399.0,PG&E Corp.
Tgx13672,W,O,1592433.0,2.0,New York,,1-695-021-0851,,465.0,2.0,0.0,,United States of America,,Nqostxybssmptqbxvevmlcxidvvccvgnxbryecoraecpmczhuhlfeuflrpdwkgabqqz,FL,229163.0,Molina Healthcare
VMN13673,M,,,1.0,Oshawa,z,1-220-499-9498,M,308.0,2.0,9.0,66.0,United States of America,VGRAEBH,Zvrqljkdlejeiplrwalwmwanmqeedrhxtcbpwcvqaygvhnivbylhjhvziteeoygdpvo,Prince Edward Island,444713.0,Eli Lilly
Eju13674,M,O,2350302.0,4.0,Manchester,,1-853-339-6222,,772.0,3.0,2.0,34.0,United States of America,MWLRSOEQF,Pjeejcsgsrzakriwjrkuuorquumwxdscxzbzjsgrccyfv,WV,382809.0,
iij13675,M,O,1483429.0,5.0,Rancho Cucamonga,,1-129-199-7132,F,579.0,2.0,6.0,96.0,United States of America,,KCHKEOSRRMHBK,FL,340279.0,Priceline.com
Kpu13676,S,O,,4.0,Oxnard,,1-449-156-8172,,739.0,4.0,8.0,46.0,United States of America,wdfsolodm,Rxedxhevjjvjhxhpijfqtvluxpebayeotonaaxqnadcnarjlakjeqtjb,GA,472546.0,Smith International
Bvj13677,M,O,1734013.0,3.0,Jersey City,L,1-220-684-2280,F,790.0,3.0,,35.0,United States of America,kjnzu,Vvsgjcboxhjtbxwzbudcwohwxqrvaybvjvppvhpswpkqkycbqadvqktevcchoqrdjzlvdryna,WI,427615.0,Sun Healthcare Group
ngp13678,W,O,,0.0,Shreveport,,1-128-130-7531,,397.0,4.0,9.0,12.0,United States of America,NWTVKNNVXHTQ,fmtejcjmqddhripnbhqejketsihplslhculiczisuxmsnh,NM,311950.0,Fortune Brands
Qqt13679,W,O,3439541.0,4.0,Kitchener,U,1-236-891-5787,F,422.0,0.0,10.0,84.0,United States of America,UEONAHO,QDTFWNJLYXDMBANNJCYBEIVZTJGAKPSGMEDTWGFHVNCASZESCVFNNOAYYUDPMGGISHE,WA,245834.0,Southwest Airlines
Saq13680,U,O,3219671.0,4.0,Anaheim,F,1-095-424-4511,,828.0,3.0,3.0,24.0,United States of America,OINQNUBSX,YRWKUOJGPTZNMVVUDHFQHTGEKLPAQMC,NJ,73092.0,Amphenol
Aoq13681,M,R,3793505.0,4.0,St. Catharines,,1-304-180-4696,,564.0,0.0,7.0,60.0,United States of America,Wlvtzcc,Ujrzgxkiwwmxtkclkqusuvnkdpijwyhwcgjtmhfluudlfbxhsigpzs,CT,,O'Reilly Automotive
Udv13682,U,R,3946646.0,2.0,Whitehorse,,1-946-038-0776,f,688.0,5.0,6.0,64.0,United States of America,Xphbrvlx,,Newfoundland,67289.0,Cognizant Technology Solutions
wry13683,S,O,255157.0,0.0,Gary,,1-965-888-7554,M,750.0,5.0,5.0,62.0,,buydjdgryl,Zkrsfzqgicemgtcntwmry,KY,306520.0,Herman Miller
PUU13684,M,R,845066.0,2.0,Houston,,1-404-015-6942,,323.0,2.0,4.0,38.0,United States of America,Qfewwcsv,iylfij,ND,488373.0,American Greetings
Mcm13685,,O,561832.0,3.0,Dover,d,1-744-292-8010,,508.0,5.0,2.0,59.0,Canada,ffrwhzn,Phpxptvxpsjxadnnknxffvqlgkjidevyvmbfjocrjgszaanpbtvvpeapcbdxumcikkim,SC,42155.0,National Life Group
lgo13686,D,O,1325754.0,5.0,Whitehorse,,1-234-772-2375,,504.0,3.0,6.0,,United States of America,Okeitrphr,Ondypsuqthvqpvkxhdrghiitvwetpydxayyzcpbvw,New Brunswick,496169.0,Country Financial Services
Ycc13687,M,R,2448195.0,4.0,Garland,,1-150-548-2700,F,397.0,3.0,4.0,88.0,United States of America,rqnnhzuzqtyj,Yjktoqieqodoklthdpogtkadrwcdqnvtwtriiliaepxgvphyfgwtyuikzpqgnougtdtnlewjuvswxqe,NY,213084.0,Progress Energy
Pro13688,M,,,4.0,West Covina,F,1-896-526-5251,,,0.0,4.0,91.0,United States of America,ikvrrugbqjxz,LVEVQHKWELLGLLRD,NH,,
Yxy13689,U,O,97472.0,1.0,Evansville,o,1-697-220-1860,M,522.0,3.0,2.0,73.0,United States of America,Lvtxwoq,ahljaezsiiezxbcwmnabirpexahngmxnooyzycbqrugwrjphlfltjhtyfsboiskmcphyeukql,WI,128414.0,Reliant Energy
FDP13690,M,O,3965703.0,1.0,Salem,s,1-082-840-3375,M,485.0,2.0,6.0,28.0,,Dkiarjkya,LDYOREY,CT,485805.0,CenterPoint Energy
eor13691,U,O,516515.0,2.0,Spokane,,1-520-879-2441,,509.0,2.0,0.0,10.0,United States of America,FXMNUYLWNKOC,GOTEPAQCPRINKOLLROBMUIUYYVTJMBTLBHAVITFX,TN,50201.0,MGIC Investment
CFU13692,M,R,3702536.0,0.0,Winston-Salem,L,1-420-443-9257,M,786.0,0.0,1.0,26.0,United States of America,Muwwzmg,Ykcejwwzoe,GA,43506.0,Superior Energy Services
IJR13693,U,O,203527.0,3.0,Elizabeth,O,1-013-132-2123,M,,1.0,1.0,78.0,United States of America,thxmmyonljyt,Xlecayfeyyigtn,NC,451001.0,First American Corp.
LXC13694,U,R,1569687.0,5.0,Mobile,a,1-194-497-3331,,588.0,2.0,10.0,41.0,United States of America,AGLSWUUQ,Rvrpxvixcelnruprkldizrvejupevcrcntdjpkewyzu,NE,,Lexmark International
Neg13695,S,O,3463587.0,2.0,Casper,N,1-573-799-3847,F,,3.0,6.0,99.0,United States of America,Hfdxd,Dxwdlkjaaiglykuatygrhoifrglncdrjhojpbugxxnwtxdejnzfktacvseswj,AK,412211.0,WABCO Holdings
Kmp13696,U,O,3491677.0,5.0,Peoria,F,1-331-286-1514,,360.0,0.0,3.0,94.0,,SAAKSEWRSDW,BTQIENEJEOFOSAISDLRVJLVBCTUWFNMBLSTXULBAYACILA,FL,456084.0,WGL Holdings
xka13698,D,O,1785746.0,2.0,Tallahassee,,1-520-319-0656,M,575.0,4.0,7.0,36.0,United States of America,Jkaiuctn,Msssgqvgvraniathnkronhpxemumphbcoxtunodpttqjfnzsqopzwobmcigtedtsrdxadmqqrbon,ND,80604.0,United States Steel
FTL13699,,O,,5.0,Louisville,,1-045-069-1413,,497.0,4.0,2.0,74.0,United States of America,Wynfkwiamroy,Zblfoedbptlkqyupdrwuekduatfnbbuczursacuycystxbrnepxtslkuiikuqecudymdymyjo,CT,356419.0,YRC Worldwide
Sig13700,U,R,3903150.0,1.0,Worcester,F,1-393-104-6015,,687.0,1.0,2.0,11.0,Canada,Yxjvx,Rmumdicwfbjmrplpuhjknweuuytocusadjemndskkmxtimsopmvxhjshssdwklxtfe,AL,420582.0,Ryland Group
Vxu13701,S,O,1271370.0,0.0,Vallejo,,,M,412.0,4.0,1.0,28.0,United States of America,Kzbqm,Zbuxbeudcpeitwglruobhpuwammoqligojugwlfrgpxwzfqjdbjktjtcz,KS,231600.0,Entergy
lwb13702,W,O,3644508.0,5.0,Macon,K,1-287-517-8220,F,685.0,3.0,6.0,53.0,United States of America,SCAFZSFHPO,vbczqvbzwcsksacrnkfrorwxolohfwjyogkmuo,LA,464228.0,Guess
ESU13703,U,U,,5.0,Salinas,W,1-782-196-0070,m,508.0,4.0,1.0,40.0,United States of America,Jsxfca,CQHFWQHOWQIRLCQGJBNIRNEINXCISOYPAINTYJQNEXAGBRFXBXLIBQEUXYZ,FL,371321.0,Sealed Air
cbi13704,D,R,2355817.0,0.0,Honolulu,,1-080-116-9081,,815.0,2.0,7.0,28.0,United States of America,Lmzgmyerocfw,AOFAMXKBBXBDDLVWJKKMIABWXNPABFW,SD,496563.0,Alexander & Baldwin
Dfd13705,S,U,1114745.0,2.0,Chicago,A,1-635-635-7672,M,387.0,1.0,6.0,,United States of America,ebdzhtnzdgx,Erwmbrpfbpargqapctzvwcaz,New Brunswick,250714.0,Hess
LBL13706,D,O,2532899.0,3.0,Memphis,D,1-790-083-6687,F,772.0,4.0,2.0,53.0,,Ijclthg,ocetnvznneinojvasieooelgkxmmyavgnxfaollypzgepvvvu,FL,201466.0,AECOM Technology
Qnm13707,M,O,3502091.0,4.0,Hollywood,j,1-370-805-5506,,376.0,,2.0,18.0,United States of America,WLFYEPMZG,,TN,268398.0,Steelcase
TRH13708,M,O,,1.0,Regina,E,1-849-219-7864,,544.0,3.0,1.0,70.0,United States of America,Eiuaywmskq,dmsvgqqdfsbh,NV,16250.0,Ametek
Gdh13709,U,O,3157923.0,5.0,Santa Clara,Y,1-638-189-8391,,449.0,1.0,9.0,89.0,United States of America,Gvzbaugf,avndbmfhpsgxacfyp,GA,391731.0,Mohawk Industries
Oyp13710,U,R,1963415.0,5.0,Tulsa,,1-865-232-5389,F,484.0,0.0,9.0,91.0,Canada,Mkieqzn,CMTRZKMWJGBQADXCEJZYPIFJIQKZQGSPHBAVLQDVKGBMAIDFJESMXJGRWYAXTYHKTIDPTCNZQG,SC,349452.0,Interactive Brokers Group
Neh13711,M,O,2267299.0,5.0,Lubbock,f,1-370-993-0914,,329.0,3.0,3.0,18.0,United States of America,JZNXMVADIGI,gvuzezsswfeujcvpvvuinhm,VT,23281.0,PNM Resources
ffh13712,W,O,3994972.0,0.0,Pittsburgh,,1-841-998-0726,,758.0,2.0,,52.0,United States of America,Fzimdwueyb,,SD,439000.0,Beazer Homes USA
Upm13713,M,O,1120412.0,1.0,Torrance,g,1-678-436-6747,,400.0,1.0,3.0,87.0,United States of America,,Uipfvliimjzjlbgatybgscjjrhnhpaa,GA,402939.0,Avis Budget Group
Oln13714,W,,879532.0,5.0,Costa Mesa,B,1-954-899-3932,,344.0,4.0,6.0,46.0,United States of America,Viwgnj,nmntaroceidmhqr,GA,172212.0,CarMax
dtr13715,S,O,,4.0,Huntsville,Z,1-137-266-2343,,525.0,1.0,9.0,69.0,United States of America,Arvkzjql,hytoppyodxwmqmoqge,OR,6647.0,Atmos Energy
lgq13716,U,R,629971.0,4.0,Santa Clara,,1-109-877-6357,,729.0,1.0,3.0,7.0,United States of America,CYRIPFQVERP,Zeactmzarliksphtceaaynjljlqbaccitexdywunliqsonitxlxqkwtoebgijrfvrzth,OH,221799.0,Vought Aircraft Industries
zwe13717,W,O,308327.0,1.0,Regina,,1-137-243-8133,f,532.0,2.0,2.0,41.0,Canada,cwfry,Bupcdckcikmuirmuijwvvzogkhaprrqzbzipkfuqbkafmkgimwclqboxychu,Ontario,285440.0,Burger King Holdings
His13718,M,O,1612632.0,4.0,Glendale,A,1-366-334-0161,f,668.0,0.0,2.0,12.0,Canada,Ivfml,RDXCXGQXHMY,CT,150555.0,Sherwin-Williams
Kuj13719,M,O,930911.0,1.0,Brownsville,f,1-251-524-0896,F,668.0,5.0,6.0,7.0,Canada,Toumbl,ameiclqkdftvfbqywlxhncoavmfzgelqsoyuefqaargkzjcgkmlmxlpspwikmykkmmsmrryfefme,ID,321114.0,IDT
EIL13720,M,O,3097456.0,1.0,Riverside,U,1-178-349-5480,f,723.0,4.0,7.0,,United States of America,Asmtvwep,QBBGEYOBWLHHKGEGJZXLUXSEGBJLQSSNXWYFHICEUXUBUAUTBIWOMVSMIXVVT,TN,242854.0,Duane Reade Holdings
Okt13721,W,U,1993652.0,4.0,Greensboro,,1-473-493-6838,M,626.0,1.0,9.0,75.0,United States of America,Zireecx,nnxkxtfcbbwlywbhmfouurbwfq,Alberta,332678.0,Plains All American Pipeline
Fcb13722,M,O,939543.0,1.0,Fairbanks,,1-781-247-4945,F,639.0,2.0,0.0,98.0,United States of America,Psuqtiei,egoptakhwvvjiwcvmiogkxqnutbuvmrskeaocyvorriqvwht,VT,414520.0,Newfield Exploration
oag13723,D,O,2766209.0,0.0,New Orleans,R,1-320-538-5139,,317.0,4.0,9.0,39.0,United States of America,OXUTQN,onxcuvhchxuakzazjmnixshgrzavirnxqlkfeczbvahjrminmwhwrbjephmsmi,MS,,RPM International
Iuu13724,M,R,1557424.0,4.0,Chicago,,1-358-509-3102,f,420.0,4.0,,78.0,,Uvheokju,Fzwmkesbxdfznxmqpiquqqswwuziculerlzkhluqys,Newfoundland,390926.0,Stryker
Tcn13725,D,O,,,Hay River,,1-283-980-6142,F,731.0,3.0,1.0,21.0,United States of America,ucfmc,DZFEJSFDAXEGKNEIORTYOUQVSMWDAPWWLUSQGQVRXNFOQSCXCDSPZOHCUEJVLQTZAHGSVGZNJUKLE,SC,432750.0,Campbell Soup
iqu13726,U,,2774564.0,3.0,Knoxville,,1-775-898-6114,F,843.0,2.0,4.0,69.0,United States of America,Sphmsyfzbhn,Vmfcclffsjmkqoyvbxladxblhewvo,KY,326005.0,
AYO13727,D,O,430920.0,5.0,St. Catharines,H,1-538-565-4671,,549.0,2.0,7.0,20.0,United States of America,Mwkvgjhp,Knpmonddppogdlbxqukmgahlttyilppwfukahiciovabsqsuwmqiovltqppi,PA,464015.0,Corn Products International
Slc13728,U,U,2265091.0,5.0,Austin,i,1-865-497-8774,,314.0,0.0,2.0,20.0,United States of America,ufsmtalxnpgf,Tlgmseplucbakknxittidv,MD,411225.0,Buckeye GP Holdings
Mhq13729,D,U,2804089.0,1.0,Milwaukee,Z,1-599-556-5134,A,635.0,0.0,7.0,64.0,United States of America,DRKCA,ENIFPAI,FL,318385.0,E.W. Scripps
Gga13730,M,R,2287522.0,1.0,West Covina,F,1-954-849-9538,f,665.0,4.0,3.0,68.0,Canada,Pqmpehrsaccc,hysnnxlfumgbeubhiptcgwf,Saskatchewan,484884.0,
Pxd13731,M,O,1265082.0,2.0,Las Vegas,,1-786-777-8660,F,551.0,3.0,0.0,98.0,United States of America,wswegvwpmga,uqticgaoskpfhpbkczhzgewsfhiwwzbasdkcukxgxokvusdrkwwktqacnxfhposeskfqxqqqjjjr,AZ,449492.0,Entergy
Jqb13732,S,R,112369.0,1.0,Tucson,,1-852-132-8864,,544.0,3.0,5.0,6.0,United States of America,Adskkjvdbk,SOGCZAYSBNEEUJLXSYXZGYRQFIJMTBPLGPTSZRUTCIZTQUBMGRQJE,KY,354548.0,National Oilwell Varco
Lqj13733,S,O,1985713.0,4.0,Yonkers,h,1-544-887-9062,F,681.0,4.0,,28.0,Canada,iuggxdnjscm,wlxkmozlnqslzhwuhtvdtjtwczue,DC,97936.0,Hasbro
srq13734,W,O,3582449.0,,Toronto,,1-807-397-7626,,520.0,2.0,2.0,,United States of America,Pwwdjutyke,BPJYWMSOQHPFHYWQQZSJESNBYYSLTGRCVWFLMZBHJDGDEXVSMJRXBYJFFMFZHTEEOENNQLRER,IA,384151.0,Public Storage
Gxi13735,M,O,2000712.0,4.0,Chandler,J,1-173-450-8902,,649.0,2.0,3.0,19.0,Canada,Pncpxz,FWSASPZTHAJMQKOVJHUSSZDEKAAYGQIZONAPCGHCQXOOFBEUTVJFYWBKLLROOKHISUIRGDQVFFF,MD,331712.0,McClatchy
Mad13736,W,O,,2.0,Philadelphia,l,1-135-225-1718,,613.0,5.0,4.0,92.0,United States of America,sytzvalbkbcy,Vqligwtwaqgcuddb,VT,5296.0,M&F Worldwide
Vcg13737,M,O,2637224.0,0.0,Plano,,1-699-421-2418,,382.0,1.0,1.0,42.0,United States of America,vbfjs,Jrubcmfjifacwhqsgex,CA,377357.0,Honeywell International
Trq13738,U,O,177026.0,0.0,Sacramento,,1-135-472-0590,,,3.0,2.0,91.0,United States of America,Fxryt,Jlvghnzhuayadifigkziznfawwnssjlzzlthvqrxmmrursunzxihawksu,GA,257310.0,Bob Evans Farms
Itd13739,M,R,2914749.0,4.0,Anchorage,T,1-720-143-1712,,725.0,2.0,9.0,32.0,,egkvqnqvfmba,EUIYYQCCHNYTCRJQUNPEFAGUWPTMWOKZARPSKNUBPWOMBOPEPN,British Columbia,199354.0,Honeywell International
Aje13740,W,O,2090382.0,4.0,Yonkers,G,1-016-811-8275,,748.0,0.0,5.0,36.0,Canada,ILYQEB,ipqootxyxlfkwqypwxfmovjwempyxfvxvqpxvsziz,NM,352212.0,Hospira
Pup13741,M,O,3018111.0,0.0,Whitehorse,,1-495-417-0660,m,560.0,5.0,10.0,17.0,United States of America,pibkarxmpd,Zguxdgjvuunytqsaskbxedra,New Brunswick,414017.0,Rowan Cos.
Orz13742,U,O,1872872.0,0.0,Houston,p,1-225-064-8158,,674.0,4.0,6.0,16.0,United States of America,OAXIAZPPSQJ,Nrtrkrwfsdzqqzrhpiuitltickdiwekantyuhaofiqj,NH,197659.0,Family Dollar Stores
Xym13743,M,O,209567.0,1.0,Virginia Beach,,1-660-593-0481,A,531.0,5.0,6.0,47.0,United States of America,Dmmshhifz,vhdluxmcsnsegfizfunikzinktd,OK,49832.0,Marsh & McLennan
Ywb13744,U,O,1030476.0,1.0,Washington,J,1-474-255-4741,m,681.0,0.0,3.0,64.0,United States of America,tbfrsyxrnqbq,Ytcvvpxwzvgpqzssoavgvtnjhhxzmdtldqgcdqptahwuwgwzqmsbi,PA,,Olin
Itg13745,M,O,3817291.0,,Pembroke Pines,,1-391-575-8612,f,712.0,3.0,4.0,35.0,,bvmtmd,sfuzcrdllrplhg,Ontario,195494.0,Markel
Qxu13746,M,O,2316418.0,0.0,Irvine,,1-656-854-6570,,,5.0,2.0,69.0,Canada,BMLRGCOQI,Htwyfapdyqwhjoqisfkfnlczgztbpduecd,NV,306382.0,CHS
Mig13747,S,,1131067.0,4.0,Oxnard,F,1-497-414-7815,,344.0,5.0,7.0,64.0,United States of America,BLRSZQW,Uzpnktwrnyx,AL,484360.0,Merrill Lynch
Sid13748,U,O,127489.0,2.0,Boise,,1-177-904-7037,,391.0,0.0,10.0,35.0,United States of America,RTJJJVR,TDKEYTTZUYCBDQRQCLLUPDTCBZBYEDYCNTLTONOLYISJRG,Prince Edward Island,196241.0,Equity Residential
hvk13749,S,R,2531303.0,2.0,Alexandria,Q,1-480-130-7578,,618.0,3.0,1.0,4.0,,kcztuljig,Xemzulpqmstlrogwvuzsqshmqkizg,CA,420630.0,Fannie Mae
Qev13750,M,O,1949100.0,2.0,Santa Ana,T,1-269-429-3803,,517.0,,0.0,3.0,United States of America,BNFYC,ckrwcbxiwoepvuiucfaejmitotlqapwrlrdlpfgotznawmvxzivdk,LA,416183.0,Pfizer
Ypo13751,,O,2065718.0,1.0,Chula Vista,H,1-233-929-5349,,,5.0,6.0,71.0,United States of America,LNCAG,Kidknngxtivpzavqzwddpvsbdezbbkp,Nova Scotia,497832.0,RBS Global
mht13752,D,O,2984018.0,,Newark,,1-371-929-1442,F,779.0,5.0,2.0,39.0,United States of America,Afjnwa,Qraproghmdcnmknibkpaefvtvxqjdejjilmjgigxgpbezuvgwcbwmc,WV,396478.0,Consol Energy
Lcd13753,M,R,2458908.0,2.0,El Paso,,1-451-600-0401,f,719.0,0.0,8.0,79.0,United States of America,Oarnxvpareyr,Zfpzsbsgsfbufvqctwsohpjscinfutawffgaixoygnzbbgwqxxsedvsasnakkgttvnhnbosmaqxdbu,New Brunswick,305111.0,SAIC
QWL13754,M,O,502081.0,2.0,Moreno Valley,,1-879-982-1478,,767.0,3.0,9.0,8.0,United States of America,LJUEECHNXQQD,tfwjpkqaebueytsrwsrcssdfutidixqzmhawjmdppokikmvrcnspjtiujewrakobcmigw,NJ,79098.0,Administaff
Sek13755,M,U,1198211.0,0.0,Phoenix,,1-887-388-4385,m,551.0,0.0,6.0,19.0,Canada,bhnjvcgu,Phxglpjvjjmszwfbounhxa,CO,435158.0,AbitibiBowater
Vhe13756,S,O,557925.0,4.0,St. Paul,,1-931-641-8473,f,396.0,2.0,5.0,59.0,United States of America,dllalcgqupx,zvfhoxqlvyfkdkqemvwefkphdeohhanzzzenxmlgvnkgvkyhjhyfhbjhwxtxunewioduhjcakuuwgur,HI,248127.0,Cimarex Energy
fid13757,M,R,1099807.0,0.0,Austin,H,1-758-403-8351,,595.0,5.0,0.0,26.0,United States of America,Dukixhifn,Xsnojthzgxkpixjearhkadsocxwklanotltzcbeavtwgprqfqjsscfrdgkgnjbdlwzllskbkrorsonre,WY,27905.0,Warnaco Group
wle13758,M,R,3136316.0,0.0,Laredo,,1-481-337-0912,,431.0,4.0,3.0,43.0,United States of America,Edqniuclmlv,Fwwwteoquovuaweezlzjivejiqsn,RI,449215.0,Pacer International
