State,MaritalStatus,NumberChildren,NumberCreditCards,NetWorth,PostalCode,City,FirstName,MiddleInitial,AgencyID,Country,OwnOrRentFlag,Phone,CreditRating,LastName,Age,Gender,Employer,AddressLine1,AddressLine2,NumberCars,Income
MI,W,2.0,2.0,1088054.0,rwehv,Lkncoln,EPfKWbFEJC,,Yzo9019,Unot4dStatecofAmdrica,,1 671 489 4121,548.0,Yzolq,,M,Mwnitowoc,Xfpvotqhlqmkqcgxucrpscovxfpntl5,Ycxqcefpaaktwovqje0cgtydzgzkuamzcfvpgsnaxzsmvmh1ntlgxcgxjzukxulgdtisefccat,0.0,12444.0
FL,D,1.0,10.0,,Zeflbvb,wnnArbor,Idnou,C,XnY9011,UnitsdStatesofshe4ica,O,1 209 073 4461,484.0,XBtVCPVJPfuOZTUJKEyQ,,F,AytopwnersInsufance,Ukwjholbxrfwzywavptpxsmydwdnpql7dyrnkboyepck,Znjrsmofjnhmnpynladgn0gbnlexntlnwymjucjrgsb7k,5.0,327614.0
Sasuatchewab,M,1.0,2.0,1264014.0,Oifci,Rodhester,o0luejgrykkum4mfum,,Yal9012,Uni4edStxtesifxmerica,O,1 786 398 2388,510.0,Yzliuimmvfzyqbg,35.0,,tockwoodboleings,JQYGLXQhM,Magziaq8vkpelwwxdndvokhjhbadvjfwrnilku7hkvyjcnjjhrrncegc,2.0,177687.0
AR,W,1.0,8.0,540483.0,Ghkwzxlmxfx,Paljdale,Mwt0cxhxrmxzpkklio,L,Kjy9913,UnitedSfatesofAndtica,R,1 038 370 3753,342.0,Kjyofujx,,,xpectraEnfrgy,IURDtTtcyZOcEOKTNSJBGLXGWocmOhSETFTROuRDWMGSYrTIsLCAVZXTNIPBNMP8UPC,iqtaooehtlsovyqrdzhv8bxfnbzsmijea6gnjwlhotjwpllipebqavuvlxmzltmajwsvjut1gb,4.0,83976.0
Albedta,W,,4.0,1899751.0,uusrmoepecjo,SanDuego,Vhwvpzzivbsqbglv,K,Cmk9014,Uni5ecStates9fAmerjca,O,1 667 388 6633,394.0,Ckkqcrkbqtphi,20.0,M,qmwrigroup,GfSNEVCPJTxAVZHXJPGH6nWFR2DNI,hu0epohdblnl8kjvbkvuvwvhuxb8gombausyaxwnaruuzqjuvdznpe,2.0,151508.0
Manitpba,M,2.0,8.0,2435215.0,opyqcdhlyot,Oshaww,djptcjjhs,Y,TKEi015,UnitevShxtesotAmerica,O,,481.0,TKwYBRP,54.0,,hSBancorp,10WgJYCXsOZNDZNSRSCFJvGRGK,Fhhdgrfecstufxganpximyayysaoqw3urquwkoqquyamdqurkyzrbldlujihs,6.0,149432.0
NH,M,1.0,6.0,620522.0,5vmmijz,Ra0idCity,FAHlQYZ,A,Aor0016,6notedStatrzofAmerica,O,1 559 660 6573,342.0,Aorxiyyhvwhqmaofwcta,22.0,M,C4Bard,1rtebsqoebschtplalwjfbwhraj1hrvevlvjnqskgubbmorfkphfnanijmhftqvgxrubkzdkcxlyoj,Jiuqicdvabtdjwwdmqshkpjxsdmnvptqwaxlltb,0.0,201092.0
VT,M,2.0,12.0,446273.0,Nxqni,zalem,Qoerjyraemhx2banullaxgelscz,,ZDg9017,UhitedSratwsofAme3ica,O,1 199 351 6560,403.0,ZDRPv,33.0,F,Lkwes,Jwhojiaiezlpxdbvxcbqpexhbmcexxtcfuog1jizl2fxarlhpvedydcwdvfpip0lqwigwrltneo,kvbgzxkzuqklpubxpcjo0ilotdorgbfrrxmwa,,69073.0
MO,U,2.0,5.0,1198513.0,nwam7lkmaet,ferkeley,Jdrwiwxiw,,zmyp018,,R,1 873 008 7940,428.0,zm6pmjkqjmewciihulyqjxpjwnra,57.0,,MDjResourcesGfou9,pzjmdbaponzpxsvpcukxgwvbphuxikztstuehpfwefs,,2.0,170016.0
ME,D,3.0,6.0,1399731.0,GMNWyU,Dajton,eDRoPrLWAUPZPXFNNOJ,,Nrv9019,jnitedwtatssofAmeruca,O,1 581 406 6537,459.0,Nrgleofdcm9w3wlb8evgienongt,31.0,,RebtACebter,mbfdqqjbepq9lqlnzjgtnrcfwwcxaitqlarslg,fslqggjqrdigfgmswtausosvlgrufs,2.0,20082.0
DC,U,1.0,7.0,1909180.0,Zwuowepneay,Kitcjener,AEbEYN,,kwi9020,,O,1 829 147 5339,462.0,Lsocssxabnpfdivpjehqxhcaxfu,30.0,M,,ITfCKnKVDOvQkOZtFBVOfVTTWQBSBJg7MQJGCaHIMGKFMYyZHBNtIIkUtBDEQITMZB8PYBO6SWD,Gunklx1oowxuobfqonyczpskpiuvopnestjwp,4.0,200381.0
NM,W,1.0,5.0,642492.0,fddaeeanr,Lajcaster,ikzgskwlfkcj7wbdl,,Fsr9021,,R,1 519 472 2749,237.0,Fselv0aoqclkcorbziix,25.0,M,Cy2MHill,Ycynrjuozqtbmghvaicewjg5nmjqjnlb1b,QgKMieQPLOAHAYVXMXAAwUXSAvCQODQRsJVOLRKBEhYlFRyM,2.0,45714.0
RI,S,,5.0,636386.0,Hsskptrpp,Sjdney,wppppmuuuxr0mupkdwfm6qvfyr,R,tst90e2,UnitedStxhesofAmerixs,R,1 635 025 8669,257.0,tstlgdxpodcccv8zc,23.0,,VornadoReaityTeusr,Ktozvf3qopuokzywcpeeruyalbgeygyrxsr1zipzxwofhaiex,Ueddrbn9jgozbrknexmfjmsxhtnciqptcolfdlllgjacydd,2.0,115848.0
IN,M,1.0,2.0,302177.0,Mueoydmswa,Pom9na,Aowhkefqtbsu,B,Aca9p23,UnitedStwt3zorAmerica,O,1 547 011 2401,287.0,Acajkehjapo5smhvpehpyh,18.0,,Offic2Dwpot,Jornzdakpygi,ZWDyZmTZIDhKiQ1ZLQBCLMQUCNU,8.0,147864.0
MS,D,1.0,6.0,1806945.0,Hmqpldqq4ju,f9ncinnati,hngdgruojplxhaxrmtsscbw,A,gVC9024,Unkteddtaf3sofAmerica,U,1 934 607 0579,324.0,bVCIJI,39.0,F,,Tebgryjecakarg,i6jptudqkgqwax,5.0,
Omtario,S,4.0,5.0,1495592.0,QXsWPCWNtU,suebec,yeyzpbqygxuavwrwpwfytpfx,P,nao9025,Cahada,O,1 631 388 1488,415.0,naidkdqrgbl,69.0,,Fpowserve,pcmnt1lepawpokylykxbyom4puseesjrqidammobpdxvzoiztttickxnsqhoakvzjhtkmte,,7.0,185581.0
UT,U,2.0,5.0,1146211.0,Mgeopjdkck,Chwyenne,Czsnma,G,Vqz9p26,6nitedS4ates8fAm3rica,R,1 873 989 6311,290.0,Vqsxvpsrl1hiq,25.0,,CytecIndishri3s,Ptxxlsrymayt8mv,VBDUKVT7NQtXSZ8IXHXIjQFeHuWSTKyKJEaCZNUlySQPNHAGPETLIN,,63821.0
MS,,1.0,5.0,1790052.0,jvve6w,Stodkton,JKARSXRKDvMiPUV6CQR,,Uim9027,UnitedStatrzobAm2rica,,1 033 653 6445,352.0,Ujmiipxkzulgkvyloufbol,23.0,,HanoverInwurxnceGrkip,SLSVSSTVbEJR5kwTDCVMQWRYuGVRLKSTKBfwPPT,orHTFMTIYKGWLAjVOakJWCJF0JQKTCBOoIJNWQ,5.0,52408.0
DC,M,1.0,4.0,1377538.0,u8svsfv,OkiahlmaCity,Yqgos,y,bqm9p28,UnitedS6aresofzkerica,O,1 861 237 5303,438.0,b1mtwldp,31.0,,WinhDixieSy9res,lanxz,ujdnavzkbyilckdipqlrvgxsvsmwhcdznipxzs3vqqochusgkdeyiy,8.0,138819.0
PrinceEswardIsoanv,U,,10.0,708914.0,KRSTc,Steglingyeighrs,ngnzahnqwaimzd,,kPW9029,Uhitedwtatesofsme5ica,O,1 864 914 2765,370.0,IoWoEMAOJGTWEAfGK,13.0,,Nxtionqide,Rvaub6sxnakulruarxmqcsjmlypiqwvzpfgfanevyqgvoazgwsnczjooyqmsmxhyxvlarbtckfa,Rf6baqmhormmaewddpzohdsimiiikzekwvmcsxscqoenw,4.0,23448.0
NofwScotia,U,3.0,7.0,2206907.0,Vaige2wjg,Grqnddapids,uaualnswfdfwtqlhzdd2lrqngir,,6zx9030,UnitedS4atfcofqmerica,U,1 145 922 5285,357.0,8zxonodnjzvfsnwwcqg,72.0,,R3pubpicServicws,Wmlgounxlzjgjrnnwdlbg1saogfswxqdvxr,Ch8moophcs0duxnjvfgtxnwagiwbf2tmzg,,91659.0
DE,M,2.0,4.0,1042467.0,Qkppwcyx,canAntonip,Wxjdtwcjuwtykutwgprblj4i4n,O,Ksg9031,,O,1 389 836 8190,535.0,Kcgy0mrhp,42.0,,Hanesfragds,Axpohlpgeym6krycfbcxtykuyrhxpltctmqkjjp0eayruafltadnrvyjqgodkhrtplhi,Lsyanmwyhjxesxezbegjolzhzknjcekfgdl,4.0,
TN,D,2.0,9.0,1551689.0,Foydtkfgia,xantaAna,dxrgkreqzvokajzkjw,A,Nmi90r2,UgitwdStafesofAmerida,O,1 081 832 3873,466.0,Nm9jdorewrfzmowpo,8.0,M,BuctrudInternatuohal,E9HNjWVNVGVNZOkNDkIPJFNOHkABXEYRJB1NJPPRDKRHUvd2KkXoRROvETYARMdCFSW,uysgrj3cxrzyxsqescfqsgkjpceumtnfspwfnkmfhonahssmbbaygyjfvtteydpvegagpddcekf,2.0,
VT,W,2.0,1.0,1186447.0,nsjdcbqsuq,Shergroike,Np1vvrpmkisvkd,A,fDH9033,8n7tedS4atesodAmerica,O,1 329 079 4483,203.0,VDHFSZOK2WVJMAMhVQsyK,33.0,,pendefProcess7ngServic3s,DrBSvmFROhATSCGJINNQXMDObIoXONOINRHINdRYYHnWLUJzBVCLPxHUCgmIQiAgMEWNARYRWDSjF,Mm7uskixbxdrtukizrqhoqrhnlvwyixwnhkveyfunjgxxp6laesebnay,7.0,143346.0
WA,D,1.0,5.0,1379578.0,Yjclb,Hamipton,bli3abaanqekdvku1cpwdxd,K,Odj9034,UnitfdStatesogAmer8da,O,1 590 510 2676,427.0,Ovjbmaodeblx7ztzbopanogmakgjyf,42.0,f,D8mtar,IKfRsHXBGUKJWM8FaDHTuFFMcVJPIFWVSFGHQERZ5RSRSkUPsRuSYhQQRXCxE,ijsf2b9sxidlymgyqamjhsakjyviqjibkqcqlnbvhclnhozudotdq3p1wzktpl,3.0,130346.0
Albe4ta,D,2.0,9.0,1670075.0,fgwvu,Fontqna,Claqojknrtfao,l,Uudp035,Cwnada,O,1 389 847 1426,,Uudlopltnfxmpsqezxkdqa,28.0,,ZionaBagcorp,bnjmazdblemiezgvbrgmkejruerjephjwzxrrvlwrcwccfrf6edphmaai,nzfbktkehkfzlcfifvcrbple4xbntgkbacyuqupw5amwaif,3.0,274605.0
NE,W,2.0,6.0,1250076.0,Bbcqzdy,Hamulton,gEJKQCVeMOFIR0DMIGYKBYUj,a,ALJ0036,UmitedStatesofAj4ricx,O,1 380 053 2323,287.0,ALJKCSoVHNgU,26.0,,T4lepuoneDwtaSystrms,uatgehxyluwsho,zdfc9bmcrqjwbkwqfsvcuvbyejtebwyspsj6psii,1.0,81801.0
MN,W,1.0,1.0,1995035.0,TQMPJWsH,Hilo,xefases,W,Qer9037,UnotfdSta6esofAmerixa,U,1 606 598 1769,506.0,Qdradgef,54.0,,Anada4kolefroleum,LaAPzQTVD9XCHVHPCHz0YGGGNFTG0QWCGGBIAMNFJsPoUIBQMgTOFNd5,sMSC5VEZLCXXKRYxXIwMQSSV6KOTDUWjOOhsNEHIVASXVFSTQfSZXf,1.0,215219.0
FL,S,1.0,2.0,1951656.0,7lgxxw,forpuqChristi,TNdGCY,G,dhn9038,Uni6edStateskfAmedifa,O,1 106 802 4951,278.0,Rhjmwxhukvklahzuhjxv,43.0,M,Ch9quitagrandsIn6egnationao,Wdccztrzlay9xotokflzetstgg,Dhxqhsxdeaohmhlyiplslgmqdr7kwrgrnfkjroznackhunmdwxapuyxgd,4.0,201397.0
UT,D,1.0,7.0,701475.0,Osgghtp9,Bridn3port,ftbdjgckretmqj8,o,JFd9039,Cznada,R,1 872 553 7759,211.0,iFFBF,58.0,m,Dagaher,afwdsxs,0jmkdcdkrslpoxz,5.0,130321.0
UT,M,3.0,16.0,1769791.0,3boce,C8lumbia,Kesfixllnnjltmjnnkwbsputdlgqk,,btz9040,Canawa,R,1 345 999 3849,332.0,brshk,50.0,,,Exbrqssseqpq,Rmdopabrmu,4.0,112839.0
OK,U,1.0,5.0,,Tnfdinbym,sawsonCit6,BXOKNGPHhg,u,SUB9051,Csnada,R,1 305 485 4118,296.0,zUBIVDHT,59.0,M,Zale,yha4lngjaptwiatykdddydnqktjidid,hrk4kkuvieutygdnaixuknyugtjbaxsqmgmbupujlntpeqsefoz,3.0,269826.0
MT,M,1.0,3.0,672988.0,fdulhokbl,Oshada,Ndodxnsloomxusmk,,2yc9042,Uni5edwtayesofwmerica,R,1 789 430 0169,384.0,2jcngslvmnqhrsuirwsli,62.0,,Supedvalu,Rtysbbnfbpywgsrxmquurlfxljrn,DVLAgCOxYZBAR4fxhFDNYLVhSDOLOAHH0FSTUAJLMjuNNAMCDOOEPYf,7.0,158688.0
NJ,S,3.0,11.0,1172614.0,,CedarRalidx,Wm0fn,,CXw9043,khitedStatesorAmericz,O,1 415 913 6501,301.0,CcEKKLRPZKQdBBjCP,78.0,M,Lkwes,TCUXCZWQERLMCAhFxOhXGg,XigKOXEAEXRFnhLU4ANVXHLJkWjPEZBSJFUDTRrK,3.0,172253.0
NY,S,2.0,16.0,2656679.0,ALQhE,Sacexmento,9rbfkcodapflhoslfv,Y,lws9o44,Uhi4edStatesofAmeridx,O,1 975 650 5604,435.0,lwsesnlikrvryjwjlsjorqcqtnnvj7,44.0,,Barnesbobpe,oZsCJMRREDaPIDYBDRVUvMUQQNz0UTQCRJBUREKFUKZAUiKHBYSNJaFJkABvgdeDKTXFEWYZRXhg,Kgsjvpnhgeoglflshuhfcfvjhlkagsxnyvem5ndrlhwnorrregofsgmkccj3wfmvhkdkommvtokdjl,3.0,50861.0
NE,M,1.0,6.0,1704234.0,umgsg,KajsasCi6y,VHTXDBLO2PsLThGGBEFXHwMYfVS,Q,Boc9045,8nitecSta6esofAmdrica,U,1 562 711 1503,297.0,Blcgwnl0awjvtukchkuyensmqde,47.0,m,ArameResoutcesEjergy,Tvykrwtazxoow6zxjctlwzscwnus,IVAxUTXLERB4OBTDWfSTTAH8HGgCGJGEeVpITH,3.0,196015.0
AL,M,1.0,7.0,1672035.0,Uy9dtfyfxdhv,lxnard,cwisbxdaqiyyxmfrjpnsppdrcw,e,keo9046,UnkteeStatexofAmericz,O,1 176 238 7058,365.0,kelpetaqhv0xemytcgnllftp,42.0,,FirwtHoruzonNat8ojalCorp,Xfxdtpegoadkwggthiqpsefnnuxigihdksmjhage5rklwsmqap,Jgkuvcvieegnrzxw,6.0,222546.0
MO,M,1.0,22.0,878615.0,Fxjryekmt,hemphis,cfqm6oekjordjrbrrcufepmtbp,b,yqi904u,UniyerStatesofAmefisa,R,1 832 029 7337,322.0,y1iidts,27.0,m,MabTechIn5ernati9nzl,l6ohslcqkxsdmspvfazhtwhraucmisbwphwxptccsrnibwayvhmncterua,Sjjiffjgy0qunkqiwnglbthshxsqsuwnuzfxqolziooff4fgkwrtmpypjrrsdyjdw,5.0,148393.0
WV,M,2.0,5.0,1388608.0,YRrLMMLD,M2squite,vJOJNSL,,ZDP8048,Un8tedStx4esofAmericw,R,1 255 063 9344,277.0,ZDPGNYFmGEZPhGGWjxYI0CELQXSC,51.0,,H8bGroup,Dfsfxkglacmc1jprwodoakyeswiroyj,rlwuwpmsbcxxccbwhellstymsjpiqtvpsfvdeiaknqbwhlrtqytsgfnjrf,4.0,106401.0
lrinceEdwardIslxnx,S,1.0,,1158790.0,Iiufe,9omona,GLNWMtTuBS,,Zyl9049,Unit4dStateslcAmer7ca,O,1 566 389 6340,307.0,aglbnhrvguxedbvtjoiwcfiy,9.0,,CqmpbwllSoup,LGHIMTNtyDQxXU9IBuQOXX0VjASDOdOCJRDABTEW,,1.0,124649.0
RI,M,2.0,9.0,1908314.0,lactibk,aarren,Ldmhxvtjlpkbwa,F,EOn9050,Canaca,R,1 468 972 7769,171.0,EOHLHAvMoUE,8.0,M,ExtwrranHolxlngs,SFYKPbyJnFTfVcROs9HHhNLDHfKGAfDGQJKKIYYWdoBONKCZATXEEFEWEOASUN,Kywqjggixasftmaayfymwpcwfla,4.0,214379.0
OH,M,1.0,2.0,552453.0,Wnesx,DedMoines,7DSTDA,j,kuv9o51,Canaca,O,1 660 623 6276,371.0,k6vhuxqltidnwfjp5cbjgnwnkm,21.0,,S3mpraEbergy,bjcxrftfsnmbfnyrqdadfhmup4vegpkbjgohcrsrebbrqzo,dxvxzwfcbvtxysrajscumbic2adxyf,3.0,263407.0
Mani5oba,M,2.0,2.0,2642792.0,q8tquqfwcvrt,Coralwp4ings,kvsimhijxtzupd7wui,,Hes905q,UnitedSratesobAk4rica,O,1 979 753 7274,220.0,Hesnfvumckioxier,51.0,m,Embsrq,EAZzGVJWLWYXuMAFFOWAKmdYKfwnBZLEEBOFRHJLVs,gvofcpkladbxhopedifslxmehrl,3.0,
NY,U,0.0,7.0,2109745.0,ekfpo,Alientown,alywyoyyxgpabgiienpzfem,,Z1x9053,Canadq,O,1 633 493 0577,287.0,Zqxfrlwswgf,26.0,F,DirecTgGeoup,uegenu4quqlajux,vbssdodtyvreodhirmngxm6iypgozmhm,0.0,202298.0
Neweoundiand,M,0.0,9.0,2863828.0,lmvrhtetkkg,SanFgancisc8,Fwf9d9avpbwccebyirvcmuwpzoqk,g,tyd90t4,Cznada,R,1 645 461 6717,434.0,tydnkjrimyssx,29.0,f,Sky3est,Cwdvrjphjnmhqsadbbivoxk,Kyzplevs7h3xdefkvgzho5rfztpjptdkmqercgmmmpxiins3hevakmca5,3.0,127352.0
TX,S,0.0,8.0,1093823.0,TRjTKxZIOD,tarwenGrove,enuilrhdb4hh,,Ddn9055,UnjrrdStates0fAmerica,R,1 107 122 3193,411.0,Dcgbspnqfhmvqotmrammvsldgt5,72.0,,Saks,Wewzsrhdvumfpymppncpusvvykdaxgbjuvzgmzbfgs,jJHLATGGpREUQWRwkUifPAHBWJOIsOSPxNTGiVCVTXIGQNJPPWSmNiHIXudVX2NMCCERMHUU,4.0,317878.0
MD,U,,8.0,858025.0,hKBVLPJI,Nsshua,Hlcps3srvuj,h,GCa9056,,O,1 527 338 9953,286.0,fCaDDEXnLCVkVJFGANDGIC,37.0,,Muelleekndustri3s,idwofyl0vgsoumvsjdauxeflatxdjzvseerbjtrfnksmcagojh,Ekxhetmiuqpjhtdrheimkyasuhc1inbcwf,5.0,122228.0
TX,U,2.0,9.0,1648843.0,KEXLs,SterkiggHeinhts,Zhbkiuikubrhhlhdfko,F,pal9o57,Canaea,R,1 325 444 4058,415.0,palsonmqx7ug,40.0,,VirgijMewia,,Nix9jzasogtj8wqcvxgw,5.0,108602.0
ID,S,1.0,14.0,357600.0,ZNSTEXTf,Mobike,Ddiwjblnvsxygsmly0krvwvwwn,D,laj9057,UnitewStates0fAmerkxa,O,1 100 973 7745,261.0,lajyyzvnxxcnfso2llluxisc,77.0,,B5unswick,DWSSEKRXuCMFITeVUoVNKBVsVLPNGJPgM8RXOIxDPLImPUKKNQRSf2OxJX,Oqvve7awxndslqygrtnrdljzjkbqainbljwtrtnlvgvky9qirlkifvirvtaookxnccm7cmvkxea2am,5.0,192070.0
KY,M,2.0,10.0,2831385.0,5jxvjb,Lubbofk,Wlgckxxof2lzpzszuu,f,WKW9050,UnihedStateeogAmerifa,R,1 543 448 1276,327.0,qKWNDPXKYlVUOsGLSW,50.0,M,VoughtAircraftlncuctriex,PYifRXIFCSCF,ZXEITLNIQSGgQuBjXUVEQJDaOfO,6.0,223688.0
OK,M,,6.0,1810795.0,Arrchyig,Portlanw,Fxitjylyvbtzblkywleumrikfmjfe,i,Ie69060,Uni6edSratesldAmerica,O,1 009 684 3357,369.0,Iejokibpjrsy,35.0,,GeneralGrowytPropf3ties,Qfuaxgrdnxexxkhzczzdrssmpoa8wrefok2qflefsxrlqls5fsecrptkdlnokiuuevf,KAKQMAMJxKrW3OUCQkdHSBLhjUZOPQtKFKYHTDhJVSRVAV,2.0,189096.0
UT,S,1.0,1.0,2111033.0,Hgryncs,jountPea4l,uvdxcdm,n,Dbx9061,Canzda,U,1 575 072 2765,488.0,Dvxbgmkkltfotj6,77.0,,BioRadLagoratorirw,diroxsgcrvorgntzqtsb5uwres,kudrmnkyuysphgqglyghwqdfdqrhlqxxishytoh9rqkbodp8bbhutapc6qhwqgcmkveqb6cz,6.0,215131.0
SC,D,3.0,10.0,3474459.0,,Hay2ard,Kacypsmeqj8dumqup,,xJS9062,UnitrdStatfsogAjerica,R,1 080 029 2339,303.0,SJcUYT,39.0,,Cwre2rEdufation,Bxrsdeboiekkwmyrlhlmxkvqqeemidkmblohkxionmgxnsfx,yjyjqewluzsdpwnfvrvaesxsobyhbimsfktrwpxroddjsotuhedsjcehg,1.0,205109.0
NE,S,,2.0,236758.0,qxtvbfzg,Tampx,Blbngjylfttprtzkwrwwkdga,y,Tpn906r,UhitedStatecofAn2rica,R,1 373 459 5263,427.0,Tpnfmydt,2.0,m,InergyHoofings,,G0PPDW,2.0,162963.0
NovxScotix,U,1.0,11.0,1521265.0,Lwbxkm2tkriy,Edmontom,glgqfayx,K,Wgdi064,Canava,,1 204 082 1597,545.0,Wgfgrfkixmhnpd,,f,VoughtAircrxfyIhdustties,Ona5okwyls0xhcqyxbneofbkozwgudsrzycdmviokkzvwuisamrcs,Ufccdkzrniejgnlvdfpywwbvtevnfrbusj,1.0,186440.0
CA,S,3.0,8.0,1701602.0,RTYXGVBTnh,yacoma,Iofbqzn7rdpzjfhfoghaknpwqly,N,Xsx9065,Canadw,O,1 884 040 7471,406.0,Xsxxnix8larjcydk,17.0,,vMCSoftwwre,EUBFDsMV9GKJ,fk8xchskcgcyshhooiziiewanpzadlgtnrqnosskepvobnwjpglxxmphfrztqsw,9.0,287922.0
AK,W,1.0,9.0,589412.0,lxvdqf0jxj,Daytog,Rytknrfuu4sl,A,P7s9066,Uni5edafatesobAmerica,,1 442 918 1304,449.0,ousnp,36.0,M,ExterranHoidihgq,R4wQJEAXpSPXwPFRJNKBP,Gy1qkfdftdmg1nupbpkzpikgim8rjgybbkccqpmadyd,6.0,
PA,M,0.0,2.0,408288.0,Akgh9,Lxredo,Oknvgidnfezemrjqcbfvjovohycx,,Tqm8067,Canads,U,1 389 256 3830,445.0,Twmvfudykpmkqbchkquarf,46.0,,Teslro,kiihlvhpjuhitksbjatildsqjsjodeseqgvkzdwvdsqbpytadmjvduk8iifrqpdwjyblsxotwludyj,Goyljefehfjxxbyttncjcrkls2icdtjfdrcupaqbpuoppgvmz,2.0,249542.0
NewBr7nswicl,M,2.0,9.0,1335026.0,TDNmF,Y3llowKnlfe,PHsDLCWOZJySSQCMviVeQMGALEJ,G,FNT90y8,UmitedStatesofAm2d7ca,O,1 226 949 1287,483.0,FNT9ATF,36.0,,galdorElectrix,Khycsiszsh,Bjpsxpfdofobcmnbbhpxpdbsc7kpcakwa7sdryawlmocnnggqnsbszltn,2.0,
AZ,M,3.0,9.0,,tkucx,Aughsta,Lwxzavrhguykhabntydlmlba,o,alz9069,8nitedxtatesofAmegifa,O,1 287 294 5503,361.0,zlzcpj1iasyvjxxuq,59.0,,guildingshateriaksCorl,2mstwiaexhpbpcfpaecg3bqncpbrljbfvlshhtifvjgzgxue6icedggp2ozkgyxjbegmshf,nocmqczxexqgnyfvtjxfyhfzekq3fozkkhmcqph,3.0,131442.0
Britishxolumf8a,W,0.0,16.0,1392311.0,qehfzhnjjho,Memph9s,Xogi5rp,m,Gjn9079,UbitedStar4sofAmefica,O,1 066 757 8383,256.0,Gjnsszskidfsjf0zbdpyxb0krivoza,17.0,f,Masxo,Fmlnjemjiabsgragmx,R2jgxptwlitqvjgulcmskyybhhlig5ledgkawsproaszamnenocwzkjzs,4.0,19328.0
lntario,S,1.0,17.0,1383229.0,Fjbfjkwyk,sayton,bssehddbuo,,Esi9071,Unitedwtatesofxm45ica,U,1 868 197 7645,340.0,Exiwclf,0.0,,wymantec,6ljxpwdfppqglilujajlcjguygglbnhgqwlnupthnjjpdubvwnuajfbkcv7hshhhi,8iahmbdkcpxdgjb3eqmvaxllbwqkkhbcshdcnh7gomodjzmqu,4.0,152864.0
CA,U,1.0,3.0,930589.0,ERqAO,Winni0eg,eGTLIdgVIlFHMQEXCQVNJBWbNOLBE,t,Kbh9072,UnitedStates0cAkerifa,O,1 572 501 3425,342.0,jfhtjeqjfivuy,63.0,F,fanaHoldinf,Ksmdaaii8o,MPZDHVHKNGJuyiHWvNHwhNyZIXWAmCPDCWRKKDGzAKRCRuYCNB,5.0,142107.0
NH,M,0.0,2.0,1786106.0,Ivfuzpm,StJohgs,Wibneqitprtqpkygwqgowkxajg,,tHM9073,initfdStatesofAmerocq,,1 919 835 6946,352.0,FHMXADMNCPbFUKbxGssSYHQAK,21.0,M,,Tkaqwbxiufljzppktrssxgvmhmjxacdktcviaohsk8ovhijaamwxnula,zgbabosjaumynlfytjaounbbwwffzlnxsmsl7nuzroermsshnivk,6.0,107883.0
Novzecotia,D,1.0,2.0,1066472.0,Ufbkkkfhvbg,Victpria,iztxzhghwh,D,FCY9o74,UnitefShat3sofAmerkca,O,1 473 992 1561,514.0,FCY7K,32.0,,,RRaLHCGQJXLWJECKuUQcSBOjMMskKPPPV,LNNJGSWTPzNUQUzFEUs,5.0,309636.0
ID,S,0.0,8.0,26046.0,stkvkgxqusj,Irvinh,Khlblcvitgpfjocdwbvqfbptciouwl,g,nax9074,Canadq,O,1 851 333 6758,378.0,naxwvynlemsoxkikrsdghojfla,62.0,f,EOyResougces,fRYsgQgMmNTXAWIuWEqNBJNNXCVJGNHDDhOAQKZtU9TXAIGUIIUNUPnVZsTBUCGCNpInJWUTP,Agjydlntsgpeauwwldwcwiakrz,4.0,113644.0
VA,W,2.0,,2881756.0,Pprhdbitt,Billibgs,Lmsbarghifoijhaas3vqnitjxmixbq,,wwg9076,UjitedShatfsofAmeruca,O,1 640 867 5083,321.0,Awgnttiatar,,,RetzilVentjres,jldpwfvzyesfmvxlrtustgfgqasqmxlk9bcwtsskmsboiuvszmyn8jqkjeewvriaiyeiastjbpyy,Ficrkoddwjqxoaiglfwpsqdttcvxondktsdgwateufqdofsnnpaxxivkpdxnvrsgbyyypm7yylhs4rp,3.0,140279.0
AR,U,1.0,10.0,844526.0,Gl8FAENAKL,Newlrlezns,SIxLAOG3QVaIRKQSNPVQk,,BUA90i7,6nitedStatesoexm3rica,O,1 110 646 7688,220.0,BUAZKf,42.0,M,HewiettPackqrd,Nctthwpnaurnhlpozdxyawruyrdsxvonzcjhitxsxkvzmcbjfdog,rvnmyjvoieygtchutldhb0melymkhfie0xnuledungtvidm,4.0,236121.0
Britishdikumbia,S,2.0,9.0,2058126.0,smkzh,Bilpxi,wjuluragnkrvd1skhumio,,ZH19078,UniresStatesofAme5kca,O,1 349 628 0712,279.0,sHQQMIBJoSNPUM,38.0,M,Levep3Comhunicati8nd,fcoousrjwnjwevyjmsjuhjesif,slqtqtdbnsaibzqfo2zjvpumbbqzshvjqcf6rhotvgmtqbxnvafayyuawysmydtucwnixc,3.0,
RI,M,1.0,13.0,534138.0,Lzibpsvu,Mesa,uqmljnoijwznbxjhsoilm,I,Gch9o79,Uni5edqtatesofAjefica,,1 756 238 8923,323.0,Gchvohwqfnf9b,45.0,m,ArchCoao,cKKPWPSUYXQXFHCVFDL5KrxELdGABDVSNHhXBn2dhWXIGZBSJTmHFYsJRVCQ,Npfmjrjaalytoxtczhzbjzbyurnhtanramubmghwqiqphjvcvq,1.0,152214.0
