AgencyID,Employer,NumberChildren,CreditRating,NumberCars,AddressLine2,PostalCode,Gender,NumberCreditCards,FirstName,Income,Phone,AddressLine1,MiddleInitial,City,LastName,State,Country
KTR12414,SkyWest,0.0,427.0,0.0,,Adisxqrb,f,3.0,Nfdwnngbq,357698.0,1-698-663-8884,Tdflapskkiaujthpyalamnapxnacsmfdl,,Winston-Salem,KTRJERXLV,New Brunswick,Canada
WJW12415,Aramark,0.0,381.0,1.0,Ffkpekpoycoijzazlkmvrulaclozanmmttgktwrcmfxsciomhjjtbivwzdv,onlrhgbsn,,7.0,Pnloulfskkkxlgoug,161512.0,1-726-842-9666,dcetbhwvgxwhmtijgibwbmrbinevfvygfsaqokowtviwhpd,,Lansing,WJWUXW,ID,United States of America
AXC12416,Mutual of America Life,5.0,372.0,1.0,Vtlxfbafhbctugtfapfkrdrrccuducxrupzkjrthrjpb,Yypgwuu,f,7.0,njaxixescgnir,227873.0,1-099-891-4141,Cxgpartjxairwxcazmlkxbhtwkuntugsllbtcrbdohkagdgwrqsrscqhqllorrlncempv,,Baltimore,AXCNSKHEXWQQYEARMSQPETOFDOGF,MN,United States of America
Bed12417,,0.0,346.0,5.0,Fighffjvwdwjxjikvjofhycpsplsucbepkhyueuoyfywxmpecgkpmyqbk,NMHPWONQJ,,3.0,WASZCX,325506.0,1-474-949-0000,Jxklfmnuxsqrdfwedyqirke,I,Missoula,Bedqdmebfnll,PA,United States of America
xuc12418,PNC Financial Services Group,4.0,583.0,4.0,RPURKWLFOIXCPQDSSIWOEYBFGQNIHIAAJZPCRDKQGZPTXXJGKEMQTSVSJHLZDFS,Jwwlvfqos,f,,STGQZC,137062.0,1-184-973-3783,itknmzifghoaqcwbidswydgodv,m,Escondido,xucwhdypxctcipqzetcetsmafizth,KY,United States of America
tcx12419,First American Corp.,2.0,394.0,5.0,AGMRCLQZWFHXEDTXOTMKMSTDBRBSHTTHOADMNXVWZBOWGOCIXBLHKIAWRBFU,Tyifrmprgwad,,7.0,TYFRFKPAAILOFWRGVCLSLLCMSMPSM,119234.0,1-673-342-0803,wfnfvbnwdtmfbpmokkohifvfoyfhnuxhahjnhnhcrdvmdhmauqpjsjmutfssobetgthixrij,,El Paso,tcxqrudjuscfwbkqzziqxxxvip,LA,
HAZ12420,Universal Forest Products,1.0,409.0,3.0,Fhbvrmpkesdqmaoiinwhmktermblsnoxtvqtsvloaqjzbirhpxftjcnburrjuiqsbl,Lyrqhetmd,,1.0,GOUIQRAUFDINMRYXHYAOTZJBNO,85840.0,1-735-043-9322,Kqgdfqupyszgdyuifbrvodxjqdoxcimkqlrgalrtrpohbbdzzezteoxag,,Berkeley,HAZIHXRJGSSAHCOINXGZP,UT,United States of America
Ryx12421,Capital One Financial,5.0,655.0,1.0,Ylgxudqsbl,,,0.0,Oaaog,415986.0,1-964-240-8322,ahxwlwmnjspfnxgmzjqazwyhygzqtajahzuavubtwspldmsvtzrukaeun,,Hayward,Ryxbchdixwlpaer,IA,Canada
Vdl12422,Regis,5.0,618.0,1.0,PPNBSXWKGPNYVNTNNQQBSUBIKTAYJVNGJVVNRCSEWJRKIYSPNYAVUIJAFADHSJGXRIMJFITJKS,cbilxxsksve,,9.0,Spvjiycdrqttjqinfmsozchqjykvwt,93177.0,,Yhhbqttwhseajlznmimlplmniwu,z,Hay River,Vdlqabwdfucyaabcsylxbbjaw,AZ,United States of America
Bcw12423,IMS Health,3.0,318.0,2.0,Vnwapdsvtnouhxkmuuhbtxcjtouxvothykibmbgucwhvhpgmvlinfhurjag,Bcnvc,M,5.0,nrchqyskvcpoowmtzratdb,387754.0,1-222-507-8002,GADVIVHKFDGSODTUIABOUDPKLVWOXFZXSPXJDBWTJGOZUIKSLXWNTRAUZOZMPVBNOMOCYPRPLIGI,,Huntsville,Bcwihxkcwuqgcmfepqnylgimr,ID,United States of America
GOD12424,Automatic Data Processing,1.0,698.0,5.0,,fcceudoqu,,5.0,OCDIXRUSZEDUYEMKWURLLJVP,222277.0,,PVLBZVIKP,,Rancho Cucamonga,GODYTIHGD,OR,United States of America
dcq12425,Brink's,1.0,804.0,,Ztcozaiqfwpcmnofnepzvhhmwthvsabmixnvfpntvqcwzfxfhivtmgiiuyvgrdoqdfoenivl,Hutjqwabgezm,,2.0,Ivzhthl,499204.0,1-886-101-3767,rxgkneceqnrpcrwiteecthdjfkapqxvabtcl,N,Kansas City,dcqcncncrkcdaosoycaih,AL,Canada
Tyy12426,Halliburton,,780.0,0.0,BMRQGLBJKUUICZVNNGQEMONRMSHDICWCYXGFOZRGAEYKWIBZTFIGQRHRCWPJPRPEHMSDB,Cwecqb,,2.0,Oydhpvcyyxxin,466116.0,1-138-175-4136,Spbmmusxvzzockkhq,z,Tacoma,Tyyxkdt,RI,United States of America
Dqn12427,Commercial Metals,2.0,785.0,2.0,BHZEHWNXCADHRVXHLBOGNOAOUDVYZONAFRMXWYWWFVFASQVSPKXSQMBSVKOXCGREOEIOYWXISIVQ,Kzrtyjravoqi,,1.0,Gxbxvjnwjxsfkaswotuqjrcqsdf,101915.0,1-116-320-2545,ZPTBKYPWEARLOAPEPQCCLJPBBJMPPDXOPBJJXJVBQMJMYZQKTJVHUOYBTWMWM,,Oceanside,Dqnulzdzjtotkwligdxnfdkgigbry,PA,Canada
xjo12428,Cameron International,0.0,811.0,0.0,CJRXOZESEHDLUJRLRERSAJIOYMWWCGLWD,Aypyddpdusp,,9.0,Bstynfebhyxfbwivzbjrsy,474135.0,1-775-067-8160,Xdwaasskcjozbkbvjlieyeyvminnooqlmiqfazlieqegewtpzqvsrtsvqv,,Irvine,xjooavdsgkligxicsflnhmrhkon,Newfoundland,United States of America
ONE12429,United States Steel,0.0,628.0,3.0,GNXTLURJDHWAKUKYFUHQYQAMBVKPXCKQCZG,Fhmvjyj,f,3.0,WXJVBLHYWWXS,180533.0,1-709-001-8747,JEABCPOPMHLUKCDZXUCOYYYCTRWRYSFYQLURTFSCEWCQ,,Quebec,ONENVUNIIYKBOZFEGS,MD,United States of America
ium12430,Windstream,3.0,814.0,5.0,Mgiurntkheqibfyswontptiywrgizlovumypvwetbfebmllrohluxnurhazwwhhsuuummlemlmaaaytj,YIVMM,m,9.0,Bmhulzcjtwhepjy,185369.0,1-742-438-3289,Hqvndeozwpnphkqsyvddpycassgfojmmnjnpmbewmxrxtiysetkaxqnqehgivmpxjomtkrhvkkisgqti,E,Providence,iumdjlqvvmtsndwsgsjymycgmby,GA,Canada
qbv12431,ConAgra Foods,1.0,617.0,3.0,rehouxgivoc,Dpjiguqslrd,,9.0,Gcwsdizyslozysedbwqueenjbhu,188850.0,1-632-171-5767,Ivgmxcbirmhrvvqdpljlyhoklrefyblfecdkwowoubumwxipvzbnv,,Salinas,qbvmsshlwwacbvymlrlosretvpd,IN,United States of America
uap12432,Jones Apparel Group,,344.0,4.0,Fwteypxr,Cgdcelyzpq,M,6.0,fqaeqyhzc,367264.0,1-523-392-6348,,,Elizabeth,uapyabfpjfcxnwood,IL,United States of America
KWY12433,Vanguard Health Systems,4.0,843.0,4.0,ynucrgkifdypjvfojyvljaznthygdnnwuufnd,Hlbbutqcbp,,,DVFSEJPDRRUFTUYXYGPDP,50713.0,1-849-942-8931,tewauscexgxflbqdosjesnkqteyjwcrlmmpvmzctryfetudm,l,Anchorage,KWYLBU,British Columbia,
Qph12434,Ross Stores,2.0,628.0,,AWNWLVUTGAGKWSRUFZQOACULWUPFHRFTVVDVFWKHILZADCPEXFWWAUJUGNIEQVW,Gxfpta,,3.0,Arqyinoq,274112.0,1-562-382-9482,Tvisucaew,H,San Antonio,Qphfngkxgfxxfvu,DE,United States of America
LKC12435,Lockheed Martin,2.0,344.0,,URMXUZNWAQULLJUAFJDSXNCOOJH,wxvvgou,,5.0,Oluwtwbalmdytdwjokjgszltndpxm,15485.0,1-426-755-9487,Lpjswrlqapolaridhdqflfvxieaycs,P,Waterbury,LKCBKKRADGOWTJ,Nova Scotia,United States of America
AYT12436,Smithfield Foods,1.0,516.0,5.0,KHMXFXHOPGSFOTZWIYNWQDPJWQITDGKJRTQNNQHMXWPA,RLNBBD,,2.0,Qqrdbmrucqtljazgqq,254665.0,1-927-383-4329,Wugthsugtlguyu,t,Salinas,AYTRWMPNVWHNFKZW,Alberta,United States of America
KVE12437,Herman Miller,4.0,382.0,4.0,Pxjzmmaxcosfehnzsxurhxxrqtqiwtxq,Slvrbuphe,,1.0,Ijuyqvkgyskxiegluy,33699.0,1-322-181-5121,QSQGUGLNEDVAPMJLRLQFCGQXHUIYKNKRARJYNYEBKRH,W,Greensboro,KVELJAZMHDSLMBXJVFSDNHFDV,NY,United States of America
NHC12438,Great Plains Energy,2.0,489.0,5.0,Hrlakrbvnyhgzfyclkylxrluokbymnsvxidhwrnzrkmvssvmngazxhqvcckwfjkrrtehabodeps,Iitve,F,9.0,uqwfypvwaxdgmaptnoynvkft,194510.0,1-957-447-9049,gmnqydluavnp,B,Cedar Rapids,NHCOT,New Brunswick,
Mim12439,Commercial Metals,1.0,544.0,0.0,HSXFWFTLPWNAVUGSMZKDHODPYNUOGNCEENKKTIKYUQLUGWMNNEYIIMLHGBQQLMHCZSJHDERFNDF,lamzzkbh,M,1.0,AFBNJJIBGVQXALKUMMNXTNPVVHXO,439923.0,1-264-614-1727,cadjojgukwojwvlstacqdbmpewhmlvyljmkfmluaoyhphvknnlxqijbfqj,,Atlanta,Mimgtfhedzsrgsnrtqzahvmren,CA,Canada
JDU12440,First Horizon National Corp.,0.0,769.0,2.0,Tzjxwmqdmkahbvcrizmhuhllzhqtxr,Bmidgukwa,,3.0,FPTEJDWZWEHDFAEUZBKJEMID,379217.0,1-502-235-9420,Whpidacnseojqwrgloamvmdtahoagpulycpcsxtjmalsumesrauvik,w,Topeka,JDUKDPDWJANMMW,IN,United States of America
ugf12441,"Toys ""R"" Us",3.0,525.0,4.0,Gtvfnxzwdtdenvsakmofzstdltrndabxfhysdeupzgljjbczcpwcgvlwzdqgwggqmycemfx,gpjxzsi,,3.0,zqegsyfculpappxs,,1-031-389-2989,,,Madison,ugfuojkolo,IL,Canada
Cir12442,Crown Holdings,4.0,599.0,3.0,efjpcfomodrcfqkmruypn,Nlrur,,3.0,Tppegsjjhyfnthl,478841.0,1-047-995-6407,Ixaxaqeqyetnbtctdeofsvznscv,,Dallas,Cirlkmx,NY,United States of America
Bpd12443,Newmont Mining,5.0,725.0,5.0,obrkvqjcfcuxmtwwwgeohsfphqnpemextxfhrirxtiqjlibosq,Sgeph,M,3.0,SMLEPVUYPRBAOMWGDBKZVWQGN,331912.0,1-080-723-1466,Fjvrljdtevwgfbgkxfvfmsdryxry,,Irving,Bpdgac,NY,Canada
CXN12444,Plains Exploration,3.0,430.0,,igtzcvzsgccspilsferxliqarvvqovg,ewlon,F,,Hcjrxhaogzvdmvsgchss,188675.0,1-273-670-6736,ucyamsgvfmvseutdcqvvob,A,Lexington,CXNMHFICGDFUWEJS,Manitoba,United States of America
Qrn12445,Leap Wireless International,1.0,702.0,4.0,Ygzumfnfluhtchwfscfzgjtwuwdysxpgndfdesxvjsxmuhslyhqhgjbmvcmogths,Yhvxrfnqcqk,f,6.0,WWGAIFRPLXNRXLBRGLJTVIGF,250216.0,1-804-070-2908,FQOUYJWXRKQMEXQOEQEOGKJALAESRTSCGYEJ,G,Philadelphia,Qrnwn,AZ,United States of America
Zqf12446,AMC Entertainment,5.0,701.0,2.0,Zmvtrmwvnopewjlsxcfshofco,Otbxjbxfcqbr,,8.0,Epwgengvbvehdwpavwmmp,166983.0,1-197-060-7227,gadivgpexbepjitkmlxidlwfuequkwzlkroeffthqqhbakymyhthhcaqboadljhdivjkg,,Las Vegas,Zqffbnnfwhsrwcvnagvt,NV,United States of America
Geo12447,Computer Sciences,5.0,535.0,5.0,Kitabcelnhpavuxvsawgfoldw,nmskxkrfx,f,1.0,Wwvslueanbtgzplsikqwuilipaitp,236012.0,1-726-767-0135,Xpttptxrsepgoidbbdsnovodmqsgfbauprjrrujxiytssnrqlaniiubnihynbdoewqvqwmvjgqrwflpy,V,Dayton,Geoejmiduhbguoqedstbhmobhats,Ontario,United States of America
RSD12448,Varian Medical Systems,4.0,686.0,4.0,Bltdtphvaoqethnabqrjxrbxqhcdtudhlnarewbgozzhkkmsubwrkgtduxdcqghvjfamfeo,GUDGER,m,7.0,yfpxcfdorfmarxjjmspx,298487.0,1-847-435-4108,nhxczumvjjjvacybcbvdbpcbujieilupeinmgeucdnzlqkmycikgqzierluonesbveyujjk,h,Syracuse,RSDINJVZIMQAMBSVFRWHPBRCRVE,Saskatchewan,United States of America
SRA12449,Nacco Industries,4.0,377.0,1.0,Srcoeqkljhkxtevmulg,TETPI,,7.0,Mtshhxqbtgsubcszafjphueiz,285226.0,1-350-932-7991,Droxzwqwtrnqvleqbzgsexjnykfpwxigfbyebtxtsqw,l,Burlington,SRARNJZYU,WA,United States of America
Lav12450,Occidental Petroleum,0.0,749.0,1.0,pffcdrkokguyhlzxih,qwong,,0.0,Jzlmcyetmejrxodzrffv,90545.0,1-951-004-2363,Xncjeijmpnjrxa,,El Monte,Lavmdednaayakdeqbzvmqr,AZ,United States of America
Hbp12451,Hudson City Bancorp,,662.0,0.0,qvegzeuonukpbsjigjyatlqhibnlugxjabpyjuwsvbofxrwbagomqhzziuuiaghbkmqannbhzejzgo,Ylenhlyuw,f,1.0,yglxudbgbbnjcctz,483667.0,1-414-817-0783,looojkpusildkxkslfzgxzfjsivvskmcfpnhjdsbnkug,,Colorado Springs,Hbpbw,UT,United States of America
ujh12452,Ford Motor,5.0,364.0,5.0,vdpgxgohgeaitouxlvzdbywzdakdlyviiwuwleucnmtihacshgdntypm,Qmbjm,,9.0,Qwnpujgfjnqafmtnoar,162969.0,1-530-716-1092,MHWNWPCWNKBLKDPTLWPIEXBEVPJKNXXVQJJUAQNIG,,Oceanside,ujhhkbtwwivky,ND,Canada
ZOP12453,URS,1.0,679.0,3.0,Nwqzpjyd,Dvnvxz,,6.0,OTJDPSKKSEYLWBWJCJPHR,175356.0,1-684-783-1718,GIDLPXZCLCMWTUKKIVBFZWDDDWOBOLB,,St. Petersburg,ZOPFCUEYHNLNEFDFDAMCKWJUPGH,MS,United States of America
Uwv12454,LSI,4.0,627.0,0.0,jgururcwcyobyeadejhbifediqftrrgmnioskfvwijvnqrxiigvqxnhxkribtynaj,mifpqfblkufx,m,5.0,zavcsxxwdehgoohrzgunbbar,400852.0,1-587-072-6671,Uwgvehe,a,Billings,Uwvzkxymp,NE,United States of America
Rza12455,BlackRock,2.0,304.0,2.0,Dhqccqumuzcfhowgtxkvmppk,gjnqnnqqfrcs,,0.0,Oxxglnuyvkwzjqfnyqnenjuvltv,183441.0,1-600-489-1136,acwhxdlmiedhkvcvzuurvcxhbmejvwnsjhxsozigttgvuajohejqqmvukfpyppyqccyravkfnyaa,U,Wilmington,Rzanxnohahbgsjpfbgqktu,WV,United States of America
hof12456,Berkshire Hathaway,5.0,740.0,0.0,EOIYQXHJVJJPGBITCDZIGZLWWIJOAUSCEHUTD,Cnwahqxvofb,,9.0,Exwjtuwihsixyx,278772.0,1-018-092-7488,HAHWDGGI,,Irvine,hofychyudulsrfjw,British Columbia,Canada
Vms12457,PepsiCo,,781.0,,AJATLLBAJZDMRXYIUOAMCGCWPAXAABCTAKXWVVRUMYKGDSSNJTPHGZLQBRXTCXROSLXZRREC,,,9.0,tchujapeopqhlcoacpzm,,1-318-776-3976,UCODSUQWCUCO,P,St. Petersburg,Vmslmeazugtzskceyfn,MN,United States of America
Svu12458,,1.0,365.0,3.0,,Kgxwf,f,7.0,XVWPMXFLL,499389.0,1-706-298-3116,ngdrvsfdyphaxethcgqotunnxeiqqwknslvlkxneifikijzhqttqknoqy,,Huntsville,Svukhajsomdmftxwftmaaorhemb,Nova Scotia,Canada
TVP12459,Goldman Sachs Group,3.0,780.0,1.0,Cnsdcwqutlhdpwgwojxvbipzolipqwueshusxrkhhrl,Qaboojgo,m,9.0,Dvgkpsahqc,188605.0,,nslhalhaveoxbhsdcohuhmfwmamzippfrbzvdjtltwapwwobpcbvdkvyuucnrapqolqnvfowfpt,,Tallahassee,TVPIEQWLKHQCXHFXGLGUHGXK,CA,United States of America
Que12460,,4.0,739.0,1.0,AKZVDAXSBMPCBWCTEJUJVA,KOBJTHIP,M,6.0,Hescngoapvzbtkdawwclzqexqdfa,1992.0,1-735-498-8002,Udgdgpupkxukdpebbtrmtmgrywtkmbltnltgncpfim,I,Edmonton,Queudqjrbepblvwckcetecvr,IL,United States of America
gai12461,,3.0,357.0,5.0,,mfunhaqkr,F,5.0,JJUBVKKGJ,310718.0,1-729-885-9852,Xmimvignkvb,b,Oshawa,gailifhfhh,MN,United States of America
Fof12462,Estee Lauder,3.0,667.0,4.0,,,,4.0,YGXCNKSMZVMTILWOHG,121122.0,1-835-029-2381,NPDLLABQRIVNJANLOEQNMDGFHNJPRCJWDGVQBSSAAV,y,San Antonio,Fofbgsvptdgajvqmo,WA,
Kbl12463,Washington Post,2.0,463.0,2.0,Dhyckgwfufushqmqcqknhigtkzkyjsaulhaqfdnolchgrgnbiorrvzqeejqfylhbdfbnhdn,zgxtkcjpr,m,7.0,KDDWACDWJKYKUWFMHO,66785.0,1-025-065-3754,OIUYMEGWPJKXHMD,V,Great Falls,Kbleswqixiyvazilyxorixyoypsbzr,MS,United States of America
fev12464,Dynegy,1.0,740.0,0.0,ZFOVPAYQZWUUGDALEUOBGNALHYPULP,Qifgglm,,10.0,ZDEHMKB,222723.0,1-289-896-1616,schnwppictcaztbudwvxbanpgwckwgzjf,,Des Moines,fevjudkokvdtcje,MD,United States of America
HID12465,Westar Energy,2.0,412.0,1.0,Xacvdrhykkubbhlhzfyuhcfjawukvxuxexobusrzhkx,Ehbrmimcpqq,M,9.0,Vustbs,475452.0,1-708-291-6763,ttyshyjjhrprqqvlqposmgpwsrkelnlqjrkrbzqif,c,Augusta,HIDWQLUBVAIUWWUTYUAJJ,AZ,United States of America
WOX12466,Land O'Lakes,0.0,,0.0,eoxvsblbjputewelui,Dddjvjdjo,m,9.0,edqhg,146946.0,1-025-157-7366,Tooxnlstauhvfjjvawxgqgloffcfausvgbqrccankebsgbacwjxyqnoitniufcriabpp,,Ann Arbor,WOXLWT,Quebec,United States of America
lue12467,Air Products & Chemicals,,584.0,2.0,imrkpferwivqesyxtashmagrqmxocixgtfldsamxylbmfvjtjthltoqgkkeohbeiuxjbf,Xxkuqp,f,6.0,ngwqkgeszf,407106.0,1-639-992-8031,Qvodtndpfjfhpjgcdprkzrrkejwnkgkpcwexnbxsgbqafiolvuykaazmgdwqatjovmkfngfiqt,,Provo,lueqr,AR,Canada
LXZ12468,Centene,0.0,586.0,0.0,qbzwwlpcndzrvphefkdcslotsbglwhcsqdpuiebeofxqitmnbwyigilnhazti,Satqooul,,,Htcskqxtlybumlaijymgn,328470.0,1-917-192-5144,JJHLJBGJ,W,Columbus,LXZDELRDEOFOQG,Saskatchewan,Canada
Sje12469,Exxon Mobil,4.0,398.0,5.0,Vhhdm,PEALKRYXPD,F,10.0,Tnatblkjnwogoluvj,128628.0,1-125-856-3374,Dhegemejvzcwdpfqvsvbapsdbgwnlmgyopxfhqscvuulojphbrm,O,Pueblo,Sjezefxcvbds,MA,Canada
Nsz12470,Viacom,0.0,690.0,3.0,Pjmcsgkcqvmauiejgvebkeokwpzkyayigbwxzuqincphrkpaieczqezw,tokmsupn,,5.0,yrqqa,261883.0,1-941-723-6142,FWRJSDOHYBCESCXKLRKDOTQSSAKYXHUHNMXLXQKAFTCBLNBMQNZJOXWDL,,Edmonton,Nszbxccwwqidyotvalrybsuifuiemw,FL,United States of America
MCW12471,Perrigo,4.0,,5.0,iiybqxu,OLFREDNSQDB,m,,gvvigjyfbfvihjoxwsrwoid,95440.0,1-183-598-6427,Gqyyfbmxhnvkqiaveicivnqojjutxeybimlisz,u,San Diego,MCWHW,MN,United States of America
dzf12472,Simon Property Group,2.0,388.0,4.0,Hjdpmqsc,tvlmnrwtfiqg,m,10.0,Nxudabaqafpacrym,327567.0,1-071-101-2775,VCAZIOFJJINVHRVEAQOMUHFZEQKZIQVZNGVEJHJVZFRJRACCHVQOFQCESPESOWJZOUNLQPYZKBVQRTXR,l,Modesto,dzfdqhrmzjuwvcca,VT,Canada
ags12473,Watson Wyatt Worldwide,0.0,540.0,3.0,LBHUJTZHGNQWJFHMXDGDMYVYKNEYHCKXXVBSRZEBMFWMSEWQRIDL,klboou,f,1.0,Usglcgclvgadgeojisr,356713.0,1-514-775-4721,LCJDYGZNBVCULQCUQCCQHCUZHCZPQUXJERDEUOVZFXKWHUTCCFN,,Shreveport,agsawdauskcqslkeujaz,NM,United States of America
Zlp12474,Pepsi Bottling,2.0,768.0,3.0,Wtnhlxvmgeyjpjirtwuwodsaqgtdopcxdizjyigukgvzpxtj,EGDFBLDXVVSW,M,1.0,Bveuwoujeobgvuxcxlep,493437.0,1-033-750-0396,Tpndbkcbwuikeizqgmsqkzyovshikosjotwblh,,Provo,Zlpabxlyuycvobdqbhyv,WA,United States of America
Pud12475,Laclede Group,2.0,324.0,3.0,sfbbpnqmauqschznzfuhwcbmhfpzxfcqsvnsoxntsmzuhxupewwqzty,axpdpeepvq,M,5.0,Mdqoryk,439177.0,1-443-497-6190,zahbajkdkrmqnxcenzej,,Regina,Pudwyyvfakaxavqoovpqxicvpvri,Ontario,Canada
LCV12476,Core-Mark Holding,3.0,656.0,0.0,Hppadyperaas,VICXDCJSKUSG,M,10.0,qfjuqvfdrl,277333.0,1-032-939-2484,Noxafbkfobrryznskbakzfvmah,G,St. Catharines,LCVQSMHJCZUGP,TN,United States of America
ucu12477,Bucyrus International,5.0,610.0,1.0,QJVLAISLAXMESTOKQLRZOMPDSJMRHGLMSGDCDVXKLJEF,QTDOWUEJ,m,1.0,INEUOROYBPYQ,437002.0,1-286-135-0732,,u,Wichita,ucugfrkbabqrrnfnfezszejf,FL,United States of America
peq12478,Chiquita Brands International,3.0,492.0,4.0,Mbbfdojmxeetxpdguvllehdyp,Appomk,F,5.0,Zqysibylwbrmsvq,417551.0,1-966-480-5000,Hsbdskvgggtthlzwrbjskvcfkhmovabxztevexqowccocxlbdqjczoxaqfyhqdqcrkqanbklubk,,Elizabeth,peqvyjuihemri,SC,United States of America
gaa12479,Dr Pepper Snapple Group,2.0,664.0,,Jbzxfsqcar,,m,7.0,Kxvdwdmnnrqernwhbbojsclqwch,75928.0,1-205-512-3286,yvyapnaybusjevcvenxvxmrirfzdhnpuif,,Yonkers,gaalexugvoarvrlgkdiypfblgjzkkk,TX,United States of America
Ers12480,SanDisk,0.0,588.0,2.0,eolaygtbzjlziayngulpvi,Xcjbnaahuvfn,,4.0,JZRXGSPBLP,161520.0,1-966-642-0939,ufzgdedraahbxjyizamdsqohsdnikzsxa,,Santa Rosa,Ersfozldjtc,UT,United States of America
rci12481,Neiman Marcus,2.0,419.0,5.0,svpemsg,osuqhf,,3.0,oqgjwpemnolcllzabwqfufnvj,96642.0,1-316-212-7377,Xjhtfwensmuyhwkvlrydpvoaeixcl,,Yonkers,rcitaxdpqaxsoybijxuh,TX,United States of America
Cdt12482,Service Corp. International,0.0,789.0,2.0,udezwputcbunnqdgxxtgijcojczejytd,Zqvqibyclkw,,1.0,tyronprgdzerz,20571.0,1-354-234-9076,Kqzktqifjjbnybajzwitrj,,Portland,Cdtzjxhgolboitdvzgupg,AZ,United States of America
MRU12483,VeraSun Energy,2.0,662.0,0.0,soegvylmhhsoudajivqyqvoh,uuvtpg,,3.0,Vnuglk,269449.0,1-770-002-1030,xpeqbhysobzlkiunufwechwwfacvwxooawf,,Bellevue,MRUMFPAIPQWB,WY,United States of America
Uum12484,Darden Restaurants,2.0,634.0,,,Jmwkssvbrgpu,f,5.0,hcafzuyan,2632.0,1-384-437-5360,NUQAMSTOEZXRQLKHJUBKUJSTGYOLHCSLDQLLCJJSGUUZDXIRDCGXNVIJINKJWLKHSVTRGRNNDYCG,Z,Fort Worth,Uumelnpcyriqtn,DC,United States of America
Btw12485,Brinker International,1.0,568.0,1.0,eovqnfokbwjexfzbumdiwgynlsbrgqdqgprxfhxdue,ikoyktkeepa,,1.0,Yguooyfxbmpofqnwuqcl,308506.0,1-946-623-6684,rkmabvcdfyjptzwvojqjsezioxyyqhxxmkps,,Brownsville,Btwcgfvhhogdjboe,LA,United States of America
pjm12486,World Fuel Services,3.0,422.0,2.0,sonapqdsnotyzylsvbmhextnqtvlkesbvvnqdprnnhhxbvj,Zkshvw,F,2.0,Busqpochpnifkk,141012.0,1-537-928-2858,Xufceucsgyhstcmpsnkvvbxpgpfamwjppwncfoknegxfmukxzdfupzcgxnstal,Q,Elizabeth,pjmkicdgicoxqkimogj,MT,Canada
Wpk12487,Sealed Air,3.0,704.0,1.0,RJILAYVGMKDAVFWHTQCBWTGWIZQOYAGNDJVRUOMBVULQMPHRVM,Ljepar,M,7.0,hfetj,206064.0,1-179-589-7338,XUBNCQCHEDMZLZMPMMUHPCSIOPJBWRCBLYEDMUXIYNYOJLKOGMZBTRPISDV,Z,Durham,Wpkrhubruhew,VT,Canada
Ddk12488,Commercial Metals,3.0,416.0,3.0,EXIKKVPEBNELOPUAKYSGALROZGQFXXNQGGZMXWDXGEISDFXXIEVXMQWPDUUDWBGBQ,Nuicpemsmn,m,5.0,Aiecpws,269407.0,1-496-718-2293,,,Fort Wayne,Ddkjdvtqirpgtuqpgamugduhtpdkj,SC,United States of America
Luy12489,Boeing,3.0,395.0,3.0,ADIXSNVZWTBYHZBFVYDOQCGFHDMIJ,zwkeg,m,8.0,aejmnqqxvqniexhyxacaseewr,142996.0,1-376-175-5949,dotrevaoeeuigbbhbrmwjtvyueaswgoxpleflgsenvqiowjqtcehdjkqulcxqw,G,Ann Arbor,Luyiprgcujx,WY,United States of America
Krc12490,Southwest Airlines,4.0,730.0,0.0,QPDCOAYRVRJFEHFSUCUPDDQWNMSFVAWXEFYLSEEWRZZWJMNDLIBBXINTVAXHCEPFIMRFBJV,zfjxs,m,3.0,ZZJVFBRWOUD,187614.0,1-984-709-9305,LBHHFEAMIVEDDJZDOCDHHJOTKBFXKOVZDRYYAOMWUUOWWSCMRSKQXYER,,Lancaster,Krcoauxqbayguhsfxok,New Brunswick,United States of America
UQO12491,Sally Beauty Holdings,0.0,428.0,3.0,RDWVOHCWXFRXLLBKESBVZMQZRRNOKFPUNLYHLEUGAAFCXHXUEUMVXNQK,IEFLQD,M,7.0,lswqcysuaskozzajkvxdwcjst,54669.0,1-167-779-7493,Pjuzbeiyygifudospokpcnqsuzcjtrfjfyhwwcwrjo,,Indianapolis,UQONCDUEOLAPERPLW,MN,United States of America
OMX12492,Herman Miller,2.0,676.0,,Mxzyasrdudfgnbybbhzvguaczlmyunjcxrcrxpmicirmictcjwuildnfazqetdn,Znittrismted,m,8.0,HBCDCBAUNDQYGDRP,293903.0,1-536-441-0318,HHUDAILOGSSKWDPUQGULJANAMEWEPIPHZRXTAZQC,,Lansing,OMXSKTXVKFHBOCIHCWMETQAXASEHJV,UT,United States of America
ZVW12493,Western Union,0.0,549.0,4.0,Lgctcqrpemqsszhibiapbumgvlfnovokgqscihtliydpceraxvdr,Vgnlutrav,,10.0,Onzwbcrhtvfmi,119959.0,1-786-900-5172,Drtjpnjdkawxlqzmfewfa,,Madison,ZVWTQH,PA,Canada
Ojd12494,Liberty Media,0.0,486.0,2.0,Vfpdrcxjhouvgrkqlumvtgvcutaxjqkccymjivwvyrs,Uqsewo,m,,Vntbhivevqftrodclsesktyenhs,443612.0,1-915-312-9932,KNIHGBQRXDLU,A,London,Ojdjjxvgtgyukvudz,NE,United States of America
