gncd,ncm,mrtlstts,mddlntl,nmbrchldrn,mplr,ntwrth,ddrssln1,crdtrtng,nmbrcrdtcrds,cntr,ct,stt,phn,nmbrcrs,g,wnrrntflg
QHZ14276,108924.0,W,P,,Tellabs,123629.0,Dzwdubmeeddbfgdtlwvqa,506.0,1.0,,Saint John,CT,1-478-913-9328,2.0,36.0,O
qhv14277,202186.0,M,n,5.0,,1756024.0,Lkrdsgffwgdjxlqsllfhsdvkqsjhrwzizheurmoeeltiphgndxkvzkqpohfniyldxiziy,523.0,3.0,United States of America,Jersey City,Ontario,1-842-370-2871,2.0,60.0,R
oci14278,249473.0,M,G,4.0,Adobe Systems,1179454.0,Buafsltz,564.0,2.0,United States of America,Evansville,ND,1-984-144-3465,3.0,65.0,R
Bzr14279,74270.0,U,F,5.0,Amazon.com,1711531.0,Auligrshiljdkafeaselzyjmnwapnmtatcgteb,,5.0,United States of America,Washington,ID,1-266-098-5041,4.0,11.0,R
hbt14280,169220.0,M,y,0.0,Protective Life,,ehlunmiynesmvxkvuku,418.0,5.0,United States of America,Springfield,OK,1-110-082-3023,5.0,0.0,O
Azm14281,5021.0,,R,2.0,Pactiv,2498431.0,OSYKJYKKZUUVKOHTRXAWNZTICIKANRPLECTDYFDNQZHAJPK,789.0,10.0,,Corona,IN,1-051-783-8770,4.0,71.0,R
nca14282,402874.0,U,,1.0,Maxim Integrated Products,201392.0,,602.0,1.0,United States of America,Omaha,IL,1-050-937-0437,1.0,37.0,O
uup14283,296549.0,M,,3.0,Laboratory Corp. of America,2994924.0,Tpbcdiakagpgjrdnaqascifoiyhvpd,574.0,0.0,United States of America,Casper,MA,1-686-152-3889,4.0,45.0,R
Zwu14284,46268.0,M,q,2.0,Level 3 Communications,171299.0,Ekugppncoehlqeamiglywrioxovfublfcuvywrivlbffwlrmq,,,Canada,Albuquerque,IA,1-236-868-2042,3.0,89.0,O
Vkd14285,151542.0,M,,1.0,Discover Financial Services,3194011.0,Hqgiqoezpjxrwcsyuunwixafhjxskpgivhlbrcugtlbytsjzwgoaznvwohpgwiqocsvbtqcsfeh,,4.0,United States of America,Ontario,FL,1-958-444-1377,1.0,4.0,R
Nas14286,468589.0,W,e,1.0,Hudson City Bancorp,3394308.0,Nnrscctxcyrwhyeonalqsnvvkqutqothryzvqy,381.0,4.0,United States of America,Jersey City,IA,1-175-764-0691,4.0,,O
Pmv14287,27657.0,M,,1.0,Worthington Industries,3783213.0,OCYQIPSPZBGWPISVGXPOUFYIZYYOTSTOWWTQLMIBPUKBTBEWRXYMCJDQCPOUWJNDSOFFF,650.0,7.0,United States of America,Manchester,KY,1-615-391-4843,0.0,11.0,
HBH14288,445358.0,S,,2.0,Campbell Soup,22288.0,vtsrwbfvzeeyvdccylxxijbphgibcnwom,436.0,7.0,,San Diego,NH,1-240-911-5698,5.0,52.0,O
Osl14289,107494.0,U,,,,3711927.0,AJNLAKNKWRISHYASJFPEONTLUTGMSGLYLADBDSTEGCTMQWWLMGUPBQHOICIHFJQAFIUTS,771.0,,United States of America,Burlington,MD,1-063-383-2557,1.0,98.0,O
Kdi14290,367326.0,W,,0.0,Mettler-Toledo International,3761376.0,MUNVNDDNRVR,610.0,2.0,United States of America,Durham,NC,1-947-847-4779,3.0,92.0,U
MVM14291,166876.0,U,,4.0,Global Partners,1865538.0,Csvgmqyfdefoxbfbhrwnhtfsiurplvspqmqflboxrbmgjjhe,833.0,3.0,Canada,Wilmington,DC,1-282-244-2444,3.0,60.0,R
Pof14292,255251.0,M,Q,5.0,Hayes Lemmerz,1545232.0,Nwpdhrbbqowqvgxlxptbjpohfcwxymjjzogtxyvswtimxbx,700.0,10.0,United States of America,Riverside,NV,1-056-814-5352,4.0,61.0,O
Vvi14293,369684.0,S,J,0.0,SAIC,956334.0,Iraioeookdqgqjoj,761.0,0.0,United States of America,Boston,AK,1-613-608-0267,3.0,3.0,O
Cfe14294,77586.0,D,,0.0,A. Schulman,3588455.0,XSXRNDGCC,381.0,3.0,United States of America,Salem,Alberta,1-660-633-6578,2.0,66.0,O
Mun14295,84054.0,S,,2.0,Hudson City Bancorp,3764810.0,ZDUEOLOOSZGNORUIPZKINQJIXHTDEAS,343.0,1.0,United States of America,Warren,GA,1-250-995-5327,3.0,29.0,O
Qqo14296,108760.0,U,,4.0,Google,846907.0,cwlsymvfacbkmxbiissxmjylqqynhycsfbhnqabtpvswbuodjusldjp,672.0,10.0,United States of America,Santa Fe,DE,1-258-291-9433,4.0,32.0,O
YLC14297,139949.0,M,,0.0,Interstate Bakeries,2357547.0,idsnarpgofvynsoyxmrmuzmsvtcwuv,335.0,2.0,United States of America,Philadelphia,NE,1-016-216-4112,0.0,47.0,O
xqn14298,335099.0,M,H,4.0,DirecTV Group,1181161.0,Gifrubfsjmdbshmglarkftlkkowhdhlfnlqpdhkvycbqiilx,587.0,6.0,United States of America,Hay River,AZ,1-768-181-0906,1.0,51.0,
Sag14299,245190.0,M,,0.0,ManTech International,2903123.0,tkqewetxhbcx,673.0,2.0,United States of America,Las Cruces,ID,1-072-937-3465,0.0,18.0,O
Bao14300,478060.0,D,,0.0,Southern,114187.0,Fqjnriphgkvnesybcziicxttnku,585.0,4.0,United States of America,Great Falls,Quebec,1-735-857-6903,4.0,12.0,O
Nzu14301,477294.0,S,n,0.0,,694118.0,Jbpnhomoftochalqxwkevxcrlbozxnqzgmytrjdqrpjsscbtlisybfcwdmkyhebswiyghhsl,693.0,0.0,Canada,Overland Park,TN,,3.0,,U
Rbd14302,80794.0,S,,4.0,Seaboard,405090.0,Lnuqvteree,485.0,7.0,Canada,West Valley,GA,1-517-486-6553,2.0,7.0,U
Eop14303,342479.0,U,,3.0,Duke Energy,1408206.0,DEDCBCVTXMOCWXCEVTPCIYQWIQNIQSZ,822.0,9.0,United States of America,Baltimore,Ontario,1-703-025-4726,2.0,58.0,O
xeb14304,209398.0,S,,1.0,PNM Resources,1244763.0,Kwqymftmvjbripevyaydelxoyos,448.0,8.0,United States of America,Garden Grove,Saskatchewan,1-207-067-8348,4.0,,O
Dua14305,189915.0,M,r,4.0,Enbridge Energy Partners,3727747.0,wpmacg,682.0,0.0,Canada,Dawson City,Manitoba,1-606-842-8119,1.0,61.0,
Ioa14306,,W,,4.0,Universal Forest Products,170430.0,Pgorsuicgojdubjdzwkadpcfgnqkemrcpmbr,793.0,1.0,United States of America,Idaho Falls,TX,1-974-230-8099,0.0,77.0,R
Ehv14307,104305.0,U,,2.0,,3890558.0,ISFQXGGTSJWPRFUTXLHOXBKLQGBTDZUHPGZDSVDRVPEOABAJTRKFPNSQKPHV,495.0,5.0,United States of America,Sioux Falls,CO,1-642-857-1872,5.0,52.0,O
bem14308,488881.0,U,,4.0,,1250010.0,Wrcavolafjtojcsoamioestjqywhcbypentbdocxcwik,596.0,,United States of America,Orlando,VT,1-124-073-0068,3.0,47.0,O
Hth14309,,U,,5.0,Liz Claiborne,3297141.0,,361.0,9.0,United States of America,Huntsville,AZ,1-470-626-5356,3.0,77.0,O
JXI14310,,M,,2.0,BJ Services,1486747.0,Opkerkfvxmjmtpioevigavcjize,742.0,8.0,United States of America,Lewiston,MO,1-543-781-8820,,38.0,R
Cwk14311,395131.0,U,,5.0,Expedia,1137672.0,XZDSNRBPPMDLUN,751.0,6.0,United States of America,Lansing,PA,1-146-512-7151,5.0,38.0,O
YFI14312,76368.0,M,B,1.0,PepsiCo,3682552.0,Prscbvpzkrhtfojftxxlrczibopeuoadgpuvljcaowxmnmsmhk,582.0,0.0,United States of America,Escondido,ND,1-185-650-3467,0.0,97.0,O
Uck14313,281155.0,D,f,2.0,Phoenix,,Zchglkkwgvjgivzmhjzpwucxmwywixbmfujwjyuuqrfskxcsyxkxvgnawjcchmifvabmzrsai,784.0,2.0,Canada,Baltimore,UT,1-227-944-0589,3.0,91.0,R
KXE14314,239023.0,M,,0.0,Allstate,272940.0,BAIEQRCUGPMERGBSBCUXTWTAERQQUFTKPSYWBNCQ,627.0,9.0,United States of America,London,DE,1-144-228-8381,5.0,40.0,O
bcy14315,220595.0,,M,3.0,McClatchy,,Vsxjfgrbmuxpcvncobofaswlcmohvd,482.0,7.0,United States of America,Dallas,ID,1-713-961-8769,3.0,31.0,O
OZS14316,49702.0,M,,3.0,Helix Energy Solutions Group,473652.0,Qmwwinsortkzcwqiowdcvjggpynd,415.0,6.0,United States of America,Rapid City,British Columbia,1-626-942-8519,2.0,8.0,R
Ipr14317,23367.0,M,,2.0,Scholastic,2382860.0,RWBIUPAGANJLRHVTTRLXWYUWOMTGOVEM,708.0,5.0,United States of America,Peoria,CA,1-286-351-3076,0.0,50.0,O
mfs14318,399303.0,M,a,3.0,MGM Mirage,2025087.0,Ojclvubzbqucwzwqmru,568.0,3.0,United States of America,Frederick,Alberta,,2.0,43.0,R
Npm14319,47756.0,W,,2.0,USG,3435641.0,Dufqmhljevfxsvgsnfchpymqwh,501.0,,United States of America,Nashua,SD,1-584-090-9521,5.0,9.0,O
Erb14320,231626.0,M,Q,,Cablevision Systems,3921893.0,NDYCXOC,656.0,8.0,United States of America,St. Catharines,HI,1-018-009-6742,1.0,75.0,O
now14321,53642.0,,R,4.0,Protective Life,23463.0,Rnitgqbckvbmacapggnqlpspmhhbamepvbnigjbm,813.0,1.0,United States of America,Plano,Saskatchewan,1-061-724-0731,2.0,85.0,O
Koc14322,51067.0,U,,0.0,Assurant,3400991.0,JSGNSNZBERNSMZNOEMQSLIFSPRGIDKCSVAEEJTJWMVUXKMARCRNPCKHPHKOOMDTZEPWJ,388.0,2.0,United States of America,El Paso,NM,1-022-106-1148,2.0,44.0,O
VCT14323,,M,,1.0,United Services Automobile,2045175.0,MCJUIHUYNFBWKCGKJJTPCEBZGDCKKP,834.0,8.0,Canada,Modesto,AK,1-172-025-6457,5.0,66.0,O
ATH14324,482621.0,S,S,1.0,Select Medical Holdings,1501916.0,pliaqwunlblhjcegyxnbmrulrzevoygfacxvrtkkfoawrbkvpnzrsrvrqothsmutvs,504.0,,United States of America,Salem,VA,1-721-807-1477,4.0,43.0,O
Wzi14325,75916.0,M,P,3.0,Quiksilver,1225797.0,wibtfmmtlvwkrstqaowcgofsuppfhfmxoklsroapvowkmiabwdemkklqxaqblawrovpcmpornswvew,727.0,7.0,United States of America,Victoria,IA,1-759-544-7200,3.0,22.0,
Ytf14326,360863.0,M,,,NuStar Energy,75912.0,eniwhcawlpmuexugsmcolhlknqdfmwfoysvywghasbysbnfpkqmisdbetxwrm,544.0,10.0,United States of America,Fairbanks,WA,1-761-036-9479,1.0,,O
erq14327,99177.0,D,v,4.0,SAIC,2377185.0,Dlwoslxmfxrlvwkikzfifhnmmctccxoihfilniuxcmcnmfpptxepxgrlcfe,783.0,10.0,United States of America,New Orleans,VA,1-921-064-4300,4.0,82.0,O
Tzz14328,30780.0,U,,5.0,Tiffany & Co,48862.0,PUNFJ,422.0,6.0,United States of America,Seattle,NJ,1-793-190-6995,5.0,36.0,O
NSD14329,434785.0,M,w,0.0,Southwest Airlines,1829664.0,nttkoueov,673.0,8.0,Canada,San Jose,MO,1-480-035-4741,,57.0,R
Qmd14330,404943.0,U,,3.0,Masco,1073646.0,Bsdujeoaqfaskmtduqxojbtnilvpmgwxdgurrdquwqflu,317.0,6.0,United States of America,Carrollton,WI,,3.0,29.0,R
cti14331,116366.0,S,K,4.0,Exide Technologies,1723913.0,Afqemsscdgzrrukthhgdfmpoxzyvjkmxyrmutzuxa,313.0,,United States of America,Colorado Springs,AR,1-845-141-4063,2.0,41.0,O
uvb14332,267173.0,M,e,1.0,Harman International Ind.,1063839.0,sttpvlsdxxhywnrygtlortgmepwfszvjhwclzh,344.0,8.0,United States of America,Reno,RI,1-363-990-6212,5.0,31.0,R
qqj14333,322445.0,M,,1.0,Brown Shoe,1070991.0,dinvlfjgdsdyiijef,488.0,3.0,United States of America,Des Moines,MI,1-905-625-0625,5.0,72.0,O
mhh14334,319200.0,M,,4.0,Brunswick,,,651.0,0.0,Canada,El Paso,KS,1-668-755-4784,3.0,65.0,O
zbk14335,277469.0,M,L,5.0,Eagle Rock Energy Partners,,Eoudntomjhusoomtonuhkigbgigibijivjfufcysemhkaaihclafxtyfjnpdgad,514.0,2.0,United States of America,Pittsburgh,TN,1-445-639-4001,3.0,16.0,O
jcj14336,462515.0,S,Q,0.0,NBTY,351485.0,ZKSFSGLPYSHISOYMYVYCZBIGLGOILDAZJTXKRWITKLOEMHKUTYTJJMRWXEYDIOD,310.0,5.0,United States of America,Mesa,MD,1-144-686-5831,5.0,32.0,R
erb14337,,M,n,0.0,Paccar,2510378.0,baaadx,584.0,7.0,United States of America,Lubbock,KS,1-880-624-0318,3.0,39.0,O
exd14338,35561.0,W,,2.0,Granite Construction,268764.0,Uklxjvwmjnznjfjleryfuctlhavcnoazwvwhabpndk,778.0,6.0,United States of America,Palmdale,New Brunswick,1-817-633-1185,,7.0,O
IWX14339,370801.0,M,,2.0,Flowers Foods,634180.0,fcwtcnhgvvdetrvrwcxy,653.0,3.0,,Augusta,LA,1-998-055-4109,4.0,56.0,O
Amh14340,360406.0,W,,3.0,Jones Lang LaSalle,741713.0,Vllqhtcagmdibgmxolzbkxhlnuti,374.0,9.0,United States of America,Little Rock,Prince Edward Island,1-949-660-8555,5.0,46.0,R
VNU14341,495672.0,U,,4.0,Affiliated Computer Services,3312281.0,Hejjtsjcwzexyiixnl,,10.0,United States of America,Lansing,GA,1-776-320-1845,0.0,47.0,O
Kef14342,95371.0,U,,3.0,Eastman Kodak,1181115.0,Lngznrfasanaxbnwnctgvhdqnbxz,850.0,10.0,United States of America,Nashua,MS,1-808-615-6450,,67.0,O
zmg14343,123369.0,M,,3.0,MSC Industrial Direct,3555262.0,xiazcqdrxfkkxwwarvrsybirwghtmmeqetvlhruddjxbghudhsc,662.0,0.0,United States of America,West Covina,AR,1-276-622-7430,1.0,74.0,O
Klc14344,,M,,4.0,Aventine Renewable Energy,3492950.0,twexxzzxkqnaaxdafsmbkgwmtbpqknbyhoszmipouadriehgpnan,319.0,5.0,United States of America,Salem,OR,1-361-761-1014,5.0,23.0,R
qox14345,367473.0,S,L,1.0,Comerica,546227.0,qpywnvpuskvnrjhutwjrtcumm,767.0,4.0,United States of America,Missoula,AL,1-938-861-8366,0.0,69.0,O
Fih14346,159505.0,,,2.0,Constellation Energy,3943292.0,Nagpmotucxoqihbnktbepexgwlpnwubfhguuggmuhxudhicpbxsysthrjddv,797.0,3.0,,Cedar Rapids,TN,1-086-212-1033,5.0,88.0,O
Wla14347,73697.0,U,g,1.0,Wesco International,1814873.0,Vxaxofjygxjwivpkukfpbftfzfzoxwatuurvlrmipjbw,462.0,,Canada,Escondido,ND,1-443-304-9881,1.0,31.0,O
YHN14348,,U,S,4.0,Neiman Marcus,3626487.0,Jouremutmxemkqxgjvmcl,554.0,9.0,United States of America,Little Rock,Alberta,1-467-727-9361,3.0,13.0,U
QIJ14349,307020.0,M,P,0.0,Mercury General,2109166.0,Hkfgzvxavwgwasrmzrdovtuqsbsvgnoajlvxrakcomaaxnyfiprlxxixmelbsvqhhtcrltsjerazri,557.0,3.0,Canada,Santa Clara,OR,,4.0,45.0,O
USM14350,320661.0,U,,4.0,Intuit,242007.0,Zodefqumlptgvwuapxcsikojewwwd,654.0,3.0,United States of America,Oakland,NJ,1-724-945-7374,5.0,9.0,R
Lea14351,322224.0,S,M,2.0,McGraw-Hill,1491431.0,kgejedyoyuxwtfrjcatfbnxzoilhwincluhywejpkyakxgnmkawuqh,683.0,2.0,United States of America,Palmdale,UT,1-576-834-0148,2.0,79.0,O
Stf14352,480261.0,M,,,Energizer Holdings,2342083.0,Cospsryjm,632.0,7.0,United States of America,London,OR,1-491-986-9352,5.0,30.0,O
WKZ14353,366909.0,U,N,2.0,Intel,385957.0,,,10.0,United States of America,Savannah,HI,1-077-763-4195,5.0,12.0,R
lsd14354,478958.0,U,e,1.0,Sonic Automotive,3302731.0,Ueccnfmfffnvfnteojsacgunpqfbvbjbcyihbylwnf,688.0,1.0,United States of America,Tucson,MD,1-324-594-6236,5.0,14.0,O
Qhp14355,266268.0,U,J,2.0,Symantec,173992.0,Acjugchdjygulznemslpreeqsqkcisgamtyoqusqxvjdgyqhwsbjjpkidhfwrrkgrhvz,588.0,1.0,United States of America,Springfield,CT,1-964-033-6924,5.0,54.0,R
Ozz14356,405417.0,M,u,3.0,American International Group,980268.0,Fpksmnsemunilmwiwbrolhwdykpfojskdcgukshdtlqomcscoiocwilysehamgrunmxsiwdmpqszcurg,637.0,10.0,United States of America,Fargo,OH,1-050-018-2160,3.0,88.0,O
jna14357,132516.0,U,,1.0,Perrigo,662673.0,awauyjbtdmigcquoyhinnijerpbrlsalqhqtcshbdfpotwfkuhtasgslvdheoczpzuezhonbfupwplwk,640.0,8.0,,Bellevue,NM,1-675-855-7571,3.0,2.0,O
Lpb14358,429271.0,M,,3.0,Cracker Barrel Old Country,498358.0,Rtuuyvnecqpwgvpiniufcygxzhgltpenqxdcfvozwcwycpvindhuifmjjafi,761.0,3.0,United States of America,Birmingham,MS,1-081-314-7289,4.0,61.0,O
UEP14359,184507.0,W,X,0.0,,3623607.0,Zcrozcwfxxwabmnirtrvenkgesqriljkhezlk,775.0,1.0,United States of America,Orlando,NC,1-259-486-5647,1.0,14.0,O
dmx14360,,U,,,Helix Energy Solutions Group,2141106.0,Fytofeheitglnyithufajrktguodjjlzntlrkrfcyszavlonqnscvhlelmzwtcytr,628.0,6.0,United States of America,Sydney,Alberta,1-959-179-8642,1.0,27.0,O
Xsl14361,225023.0,D,,0.0,Iasis Healthcare,1477561.0,Iszramhqnxqpzoqkarwhyxiaowwcybortvfcuxdczwjxcifwcvpdgwvzmgyjqwphbczqlhijpgb,798.0,3.0,Canada,Virginia Beach,Newfoundland,1-624-202-4158,5.0,20.0,O
KGT14362,438811.0,M,,2.0,Hertz Global Holdings,2909566.0,PKSZVKWYVFVH,,9.0,Canada,Columbus,British Columbia,1-973-611-2303,2.0,65.0,O
Jpo14363,227468.0,S,,4.0,Northwestern Mutual,1178597.0,cidyypqabrbkclyhmylotvovecjcvqdqgkdbcjnzbstioemgfazlk,320.0,,Canada,Alexandria,WV,1-363-980-1831,4.0,17.0,O
guo14364,456512.0,U,,4.0,DTE Energy,2831005.0,DLDHGOOSUQQBROKFZKBAGRWRAYGCKAWDPONJMNGGMMVPOWVNDIV,568.0,0.0,United States of America,Brownsville,Prince Edward Island,1-892-994-9793,2.0,82.0,O
WRC14365,460160.0,S,s,3.0,Joy Global,1858460.0,oiplyhijrdyvcuicsocwmpypbappfdlmcugjlpastkdeidcdsovseecuklszobqbenvakdjwh,705.0,4.0,United States of America,Pittsburgh,SD,1-285-572-7615,2.0,41.0,O
Vij14366,187618.0,S,,0.0,Snap-On,3317213.0,ZTZHVCQPGSRHRQBVPLDKIVDQFCGVIQLQCTAOEZSSCYECFIQKXKCEHQINKFRSSKXKFJQ,578.0,7.0,United States of America,Philadelphia,NE,1-646-647-6992,5.0,58.0,O
Qej14367,488866.0,S,,2.0,Plains Exploration,3980017.0,,354.0,2.0,Canada,Lubbock,NV,1-555-049-5554,1.0,50.0,R
Tqz14368,444962.0,W,F,1.0,Coca-Cola Enterprises,3457866.0,bipwyjbyrvbuvmrampeicbhxvqklwxintjc,668.0,6.0,United States of America,Lincoln,RI,1-280-072-5238,2.0,89.0,O
CLH14369,499056.0,U,,5.0,Buckeye GP Holdings,278585.0,Emgyjixvmfqefnxvljdcrpktfkqrjynaaosjgwengprfdadwrehrshsxjphjhldkzqvn,369.0,1.0,Canada,San Bernardino,IL,1-863-203-6498,4.0,12.0,O
Fct14370,98267.0,S,g,3.0,Integrys Energy Group,1459764.0,Vykygjpqqfyookxbntuyafgnqrrzpwxcnrdsxenjwajmkjaoapfotefqwp,,2.0,,Pittsburgh,OR,1-450-733-5018,,82.0,
cru14371,358619.0,S,,,Cooper-Standard Holdings,2679173.0,Tzfekutogmwowsshojsjlodxt,439.0,4.0,United States of America,Washington,AZ,1-191-360-9125,5.0,38.0,R
JEF14372,474392.0,S,,4.0,,,,640.0,3.0,United States of America,Hull,MN,1-961-279-7183,1.0,17.0,O
Sox14373,402628.0,D,,3.0,,3223339.0,kkutspcnyjjefyftxviokozayiglxllf,481.0,,United States of America,Lafayette,GA,1-501-567-4652,4.0,32.0,U
Xll14374,302042.0,U,N,2.0,Marriott International,485851.0,AUDXOXUCCVFCGYUKXHMRYLGSONPVERHW,356.0,4.0,United States of America,Las Vegas,New Brunswick,1-235-550-7015,3.0,4.0,O
Lsp14375,439973.0,U,,0.0,BB&T Corp.,3877401.0,Rpnmhlhoikiqfxqqaxibez,627.0,2.0,United States of America,Jersey City,WY,1-905-293-8200,0.0,72.0,R
Civ14376,153370.0,D,h,5.0,Plains All American Pipeline,2113722.0,Vacfeiriranflubzheljmsuxfuerrfbudztpoxyhejskd,399.0,5.0,United States of America,McAllen,DE,1-068-628-1298,4.0,7.0,O
Dct14377,186181.0,U,,3.0,Mettler-Toledo International,1052651.0,,814.0,4.0,,Rancho Cucamonga,RI,1-953-012-0279,2.0,99.0,R
Ggy14378,493663.0,S,,2.0,PG&E Corp.,2843892.0,vrneljkpeqxxcjxbe,722.0,7.0,United States of America,Lubbock,KS,1-613-057-0710,3.0,53.0,U
IZT14379,377463.0,M,b,1.0,HSN,3964811.0,HJFPPTFCUNXDCXZJTCZPJKBIMLZUGQPGBBQEDKZPMKGDGQZKRHJSWKZSSSH,683.0,3.0,Canada,Livonia,UT,1-575-614-0866,3.0,5.0,O
Hsz14380,411899.0,U,s,3.0,MPS Group,447743.0,Nkqlhartabft,544.0,8.0,United States of America,Stockton,AZ,1-539-220-9202,5.0,64.0,O
jyt14381,447763.0,W,,5.0,Lithia Motors,3982933.0,PEIACXZVBKEXSSVMVCPMLUOKQTPCHDIFSSSNKACIXSCUEAABGCSFYPPXDATVEROXMYSEG,451.0,7.0,United States of America,Baltimore,SD,1-410-583-3558,0.0,43.0,O
Llj14382,484770.0,M,,5.0,H.J. Heinz,1059550.0,VPIWIYDJEFXAHMMSNFKOOYQNPVGEUYIETLOJQXCTPRP,,9.0,,Santa Clara,OH,1-840-141-0267,5.0,71.0,O
QTP14383,73639.0,,E,5.0,Danaher,745124.0,Ewaijbktrzdjiifnmbdiwbptdhtbphytuvhowbzsypbrnzkleqqcqxhrzjomgdbgfro,578.0,8.0,Canada,Chula Vista,VA,1-178-473-4942,4.0,87.0,O
jwy14384,174467.0,U,d,2.0,TECO Energy,1922274.0,,589.0,8.0,United States of America,Dawson City,HI,1-120-011-3497,0.0,48.0,O
Pxv14385,197132.0,U,B,4.0,Mirant,,Vvzfubuenwrvjpuvcqmrbwfppduvrfgnbwrwxwzvrfleuablmdkldhwetitnznzbuk,703.0,1.0,United States of America,Houston,WA,1-485-725-8328,4.0,,O
Ijh14386,467114.0,W,i,3.0,Autodesk,1316528.0,NYRRLXSXXBKYFNUUDDFBEVDLACELEZDRVVDJPLX,767.0,4.0,United States of America,Sherbrooke,AK,1-108-046-2284,1.0,86.0,O
Sen14387,317019.0,S,v,2.0,Textron,3996579.0,HJXGKIAZAUJBEW,818.0,8.0,,Alexandria,DE,1-064-669-7551,4.0,1.0,U
Gxr14388,382645.0,S,Y,4.0,URS,1190286.0,Zkiambhfctzcloewsddegqrjztcvxfdpvkuhbwkhughuwbxtfkfxwpa,848.0,2.0,United States of America,Riverside,IL,,1.0,55.0,O
TGW14389,441559.0,M,c,,Spectrum Brands,3731400.0,Lscneataehiobxqhuxvsaskgswzjwkctbzpxvceyyjgfmevpjagusgddbianryiwldqnse,453.0,4.0,United States of America,Santa Clara,CO,1-595-070-4717,4.0,15.0,O
Elc14390,42506.0,W,,4.0,AGL Resources,221386.0,LHYPOLYDTXOLOORXGNDVHAVXDSQJMGPWGCKLVUOGPHPZYBQMIWSIRLAFK,393.0,7.0,United States of America,Irvine,NE,1-767-052-9555,0.0,94.0,R
RHN14391,285530.0,M,,0.0,Comcast,632839.0,xgkvelby,773.0,9.0,United States of America,Costa Mesa,MD,1-843-997-2048,3.0,80.0,
Lny14392,165938.0,D,,,Tupperware Brands,617692.0,WEOONUCQJDDEHUNJ,428.0,6.0,United States of America,Newport News,MO,1-627-346-4752,2.0,,O
peg14393,228600.0,S,,5.0,Snap-On,939163.0,abwamywv,300.0,6.0,United States of America,Charleston,IL,1-661-236-7444,2.0,76.0,
Yrv14394,123413.0,S,v,3.0,Molina Healthcare,223537.0,BCKETHDKJZBZSYSYCDVYUTDRDQATIMZMVWSPIZUEAGGERYGKZQHXEENRLAJALTDUDUGJ,307.0,5.0,Canada,Reno,NY,1-174-930-3420,3.0,27.0,O
vtk14395,344417.0,W,w,3.0,Michaels Stores,3022300.0,Oaufknodmdchsouetkmadwuybjunwxlkibgdakxva,782.0,4.0,United States of America,Hilo,MN,1-504-327-2209,2.0,97.0,R
los14396,17690.0,M,I,1.0,GMAC,,Czmfuvxngwuwepmfdnydnkctzkjokrlqjlhevrqdcnotsjkihsvdzyrzqxurb,776.0,3.0,United States of America,Windsor,NM,1-773-162-0677,4.0,22.0,O
Kws14397,339484.0,S,W,1.0,,3612621.0,,486.0,9.0,United States of America,Eugene,ND,1-124-339-2590,2.0,63.0,O
Zqf14398,88344.0,U,,1.0,American National Insurance,2125666.0,CHSVEYZHBXXGMSAHOHVYHXGDOZDCUVZHAZSQMBSGNGWUUZQKCCBMHCBACCMRIARJDUTKEZFESJB,665.0,10.0,United States of America,Philadelphia,Saskatchewan,1-665-186-6426,3.0,63.0,R
MPT14399,392499.0,M,W,2.0,Radian Group,3797853.0,,461.0,5.0,,Baltimore,MO,1-235-882-0397,,52.0,O
egs14400,276525.0,S,,2.0,ProLogis,,Hgwzxbbkgkfgrkodxxdnicndkaztzmmikmosoqwpogq,835.0,8.0,United States of America,Laredo,Saskatchewan,1-322-746-5011,2.0,49.0,O
Enq14401,440288.0,M,,5.0,Brunswick,997085.0,Cunlibgxvaovxodoflnhwljt,344.0,3.0,United States of America,Toronto,WY,1-896-529-8169,1.0,65.0,O
PYJ14402,308589.0,M,,2.0,Lexmark International,605329.0,rojqpwgglenkvffdoobmomdgkmrdgjocpeekdejjbedincgyvqc,370.0,6.0,United States of America,Fontana,IL,1-619-560-2386,1.0,77.0,R
bpm14403,221003.0,W,v,1.0,Paccar,2245371.0,,323.0,6.0,United States of America,Sunnyvale,HI,1-130-474-9643,3.0,57.0,O
lhr14404,67392.0,W,F,3.0,,3794676.0,CQXAHCPOTXNWQAQCONSXDGEQBBWGGDGFXHATAHLBBINZHJPAKKPZMZVYH,644.0,2.0,United States of America,Waco,MN,1-587-078-5058,0.0,8.0,R
Xyk14405,430609.0,U,,2.0,,3498774.0,LOGHBVAKTZRSZRAYWKABJGRHWUSLDDAPYQVEIZMLEBDBFXDSJMLXRCPFECFGHTZPWLSGRBM,830.0,0.0,United States of America,Miami,Saskatchewan,1-252-358-8043,0.0,73.0,O
gmu14406,,D,k,1.0,Invacare,962290.0,Rersbtvtughhyqkmpqwtkozpkygbgxwhuuehzuonygszsgdrnmewzjeaijaeq,609.0,2.0,United States of America,Biloxi,MA,1-645-646-1576,3.0,4.0,R
XDZ14407,,U,,5.0,Dell,2649797.0,Akuvwkznbpjtpcehllbrupwjs,534.0,3.0,United States of America,Savannah,WI,1-732-421-8341,4.0,24.0,O
FCC14408,91881.0,S,,3.0,Air Products & Chemicals,1949816.0,IZBKXVBCLZOELWVDCWZOSEOHEKDS,390.0,5.0,United States of America,Buffalo,CO,1-717-254-4033,5.0,53.0,O
LQA14409,335545.0,M,,3.0,Anixter International,1987244.0,LDVRYAAHHVNHYA,406.0,6.0,United States of America,Torrance,UT,1-846-170-8026,0.0,52.0,U
