prospect_AgeID,prospect_AddrL1,prospect_Ci,prospect_NeWor,prospect_Coun,prospect_Em,prospect_Inc,prospect_NumCa,prospect_NuChil,prospect_MarSta,prospect_A,prospect_CrRat,prospect_OORF,prospect_NuCreCar
vdm13173,Hptayomfgnjonec,Santa Ana,2884946.0,Canada,Kinetic Concepts,393457.0,0.0,1.0,D,56.0,481.0,R,4.0
rfw13174,YLJHGOQPBQCDQHATZEHEOIPCUCADCILITFAENC,Washington,2002878.0,United States of America,Newfield Exploration,265467.0,4.0,1.0,U,69.0,802.0,O,8.0
Hcu13175,Cddacpmuhaxitsknpwvvdlgfzcwvti,Gary,2729037.0,,Saks,373495.0,4.0,3.0,U,33.0,700.0,O,
Cgf13176,Aocjqyt,New Haven,3095911.0,,BMC Software,291338.0,2.0,0.0,M,19.0,,O,8.0
afm13177,RUDGREKTNBVBTQXRMSVJCHMRDODGINQILBNU,Lowell,2077164.0,,StanCorp Financial,263039.0,4.0,4.0,M,,502.0,O,10.0
NHS13178,Eukittwjihxxqomeeyafwotlbqndvgmocesoqqu,Tacoma,2860182.0,United States of America,Delphi,162100.0,3.0,3.0,U,45.0,635.0,O,5.0
uot13179,FBVMQRRVCXSXOWNORTPOGCRSBMHAPTTRM,San Bernardino,2927059.0,,R.R. Donnelley & Sons,417723.0,5.0,2.0,U,70.0,488.0,O,5.0
Lwd13180,Tsyznudzlmgfpksmmsqqojvgmhfwlkjkqqseactjvksyceygqgy,Garden Grove,171782.0,United States of America,Spectra Energy,286409.0,1.0,2.0,M,17.0,580.0,R,1.0
Fqt13181,VWVTMGCZUULSPLWAAPVXCQVQGTFRYYDFWQA,San Francisco,,United States of America,Nash-Finch,22910.0,2.0,0.0,M,82.0,796.0,O,
OLO13182,Seidmc,New Orleans,2947699.0,United States of America,TRW Automotive Holdings,225933.0,3.0,2.0,U,19.0,313.0,R,
MNF13183,vciisemitkalscczfctnksflgncqnkokxhbnoiocrwlezbbibjqvexxfesixvcouglx,Oceanside,1766624.0,United States of America,Pentair,396609.0,1.0,1.0,M,62.0,849.0,R,10.0
alt13184,AIGFOKNVJMCKICTKJHYSAWWUWJKSRXKXRSWAGALJYKYBJMNKLNHWY,Hialeah,566147.0,Canada,Schering-Plough,181310.0,2.0,5.0,M,20.0,,U,2.0
WTS13185,Krhjlqhurmsdftegqpnzeiqblljuaomiohjdywzkxaegxtnxgukcwsdgdonedh,San Jose,2838858.0,United States of America,Hasbro,279467.0,4.0,3.0,M,9.0,,O,10.0
Mly13186,ewwidcimkxkgqc,Knoxville,3548077.0,Canada,Xcel Energy,299020.0,,1.0,W,82.0,543.0,O,3.0
xse13187,INRJTEMRTXXCHGXXWWCMFMQUZTSHEAZKQROVFNVYH,Topeka,1564850.0,United States of America,Bed Bath & Beyond,21267.0,0.0,1.0,M,41.0,482.0,O,1.0
IMW13188,,Peoria,2155564.0,,Sun Microsystems,95092.0,5.0,4.0,S,15.0,632.0,O,3.0
gpz13189,eteiyijoncxfsyl,Simi Valley,3975605.0,United States of America,Medical Mutual of Ohio,203664.0,4.0,1.0,M,35.0,613.0,O,6.0
Ame13190,dzyjutdwralkarocnvavarjgmbspjoynrx,Indianapolis,225520.0,United States of America,Texas Instruments,321972.0,4.0,2.0,S,2.0,629.0,R,9.0
Llj13191,Zalchbsfgjqkorguhiajrbyzpzvrujshsoobbvehowgp,Tacoma,,United States of America,Bed Bath & Beyond,94156.0,5.0,2.0,M,83.0,,O,2.0
Cbm13192,dedvuygllxmlophfowvkg,Little Rock,452481.0,United States of America,Ford Motor,334907.0,4.0,2.0,U,52.0,,O,1.0
fvo13193,rusgvvnobfmthwkjqhccrpeogdwdmjduv,Fargo,2145294.0,,Priceline.com,190536.0,1.0,5.0,D,,576.0,O,7.0
LHM13194,VDGYFRXIEFQJYZWXQDPYCNOUMKLUZTZJCHCMGEXMFKOYVZBZKAYDJCZDWNLAVGKDCAAPJVFI,Stamford,2113943.0,United States of America,Steelcase,214765.0,2.0,4.0,S,62.0,535.0,O,8.0
Mic13195,Nsyddtvqbxkmgnvgmtxfietqyieufijuwohwskmxfpoipowqmbrsqyxcmuljemlkygkphcsxjdovjv,Montgomery,2724836.0,,,11854.0,4.0,3.0,,29.0,564.0,O,2.0
KZG13196,PBWQVEGXXMLEKUCXMIOFGPKWTVABBNKAYXGMFZPWVVR,Saint John,162912.0,United States of America,BB&T Corp.,84263.0,0.0,5.0,U,90.0,692.0,U,10.0
Vlp13197,fytvzmwggwedwrqrehqpdaxoyzsmusqmpoxbaksjqv,Chula Vista,3463203.0,United States of America,Dana Holding,364299.0,4.0,5.0,M,72.0,661.0,O,10.0
HLY13198,Dvcjudxhopcz,Philadelphia,3731987.0,Canada,Harris,160883.0,4.0,0.0,U,10.0,,R,3.0
YGV13199,Xhhiujjabvnytmxpwtxynochmoomhs,McAllen,1433201.0,United States of America,Collective Brands,435600.0,0.0,1.0,M,70.0,586.0,U,5.0
KQB13200,aubkacilreewnxvrwdtbuxtvixzpgvucxbvjwhmtcxaofwqhsehnhqbafvyftmtsj,Fort Lauderdale,1466774.0,United States of America,Flowserve,233096.0,1.0,0.0,M,54.0,350.0,R,6.0
GFV13201,Gvfnlglcilceqbemgfwyxhuisvrianozdarpqkxrzokutcduewrnxancptzx,Jacksonville,2386008.0,Canada,Huntsman,,1.0,5.0,S,18.0,603.0,O,1.0
nwz13202,Iqqfgquprryntrwuicinplrdjounpzndsqtmdmcdgsuck,El Monte,3725220.0,Canada,Northrop Grumman,,1.0,0.0,M,,589.0,O,5.0
Xey13203,Jzoxaniof,Hialeah,1499084.0,United States of America,Expeditors International,446363.0,0.0,3.0,S,30.0,,O,5.0
Vff13204,bjrttsruevaicpdhyadrbhzmeojtvpocdgaehfsopkjwlniqcloaxxasprqfdiiuqgrljnr,Kansas City,3329291.0,United States of America,Cliffs Natural Resources,330863.0,0.0,0.0,U,69.0,794.0,O,4.0
oxb13205,DFYUXYYHOW,Coral Springs,1328990.0,United States of America,Biogen Idec,320995.0,0.0,3.0,M,49.0,432.0,O,6.0
Yci13206,Zyafdwiaaryzymlxliimjifcqtnmnzwpf,Fargo,1465193.0,United States of America,Forest Laboratories,409254.0,2.0,,M,,507.0,O,8.0
Ioi13207,Qwbzqmguzubjtfoaolcdspaqvbxzdojizwpfgvttfnbfzajdktvoluvghrwtpzqvkls,Coral Springs,1983503.0,United States of America,,438741.0,3.0,5.0,M,30.0,817.0,O,9.0
Yvp13208,MTDWMVEPCPAWIXICDDIFOCFQMSAEPZBWIDCUTRGVQFWEXE,Montgomery,1944366.0,United States of America,Lithia Motors,,5.0,1.0,M,36.0,820.0,O,
bua13209,LFVWTCPNIDRJUVWLEBIAJVJRIIUUOKDJPRQIGWOFZOQICXSLZCKOWQWGCEXR,Fremont,1780159.0,United States of America,UnitedHealth Group,222892.0,1.0,,U,89.0,618.0,R,3.0
UTZ13210,RQBZWUDBPTNXNWGIUFFDICTDR,Hollywood,3262176.0,United States of America,UGI,166349.0,5.0,2.0,S,11.0,617.0,U,5.0
LZK13211,,Fort Collins,,United States of America,Xilinx,306796.0,5.0,5.0,S,22.0,481.0,O,5.0
czi13212,Hvghesrnhrimhgocsuoaqghjxihorforvkbakuweuq,Sacramento,2728280.0,United States of America,Fred's,120307.0,0.0,4.0,M,3.0,407.0,U,5.0
EMD13213,lglhcfesmpycjbaxndnqrjcwgtziuhxwpvvtclemanhioklswlcrnzhgfbefhenrqkphlx,Plano,2906490.0,United States of America,Amerigroup,10040.0,0.0,3.0,S,46.0,397.0,O,3.0
Ydn13214,BTAHDXCOLPBVPZBCYGAALDCZHROHCNGCWRVSNAHOVFGWYTRRNNBVLYLATBMZZWNPUWNX,Amarillo,1261673.0,United States of America,Sanderson Farms,347074.0,5.0,0.0,W,60.0,372.0,O,4.0
DYL13215,Vzvxvptwoownxluvhhxmsgxvotgihfttxxahmsmdexovpwscvfxffpkmqoakg,Rockford,3204004.0,United States of America,Great Plains Energy,167260.0,1.0,,S,15.0,426.0,,9.0
zqc13216,Wtpftaovnqfpjgowuuobyxcevyjmhu,Nashville,961305.0,United States of America,HSN,286485.0,4.0,1.0,M,87.0,305.0,O,
Tgg13217,vddvedbahgmjxkaywxawczhwdxevnfely,Winnipeg,3591865.0,Canada,Terex,334368.0,0.0,1.0,M,99.0,637.0,O,3.0
WPV13218,xvmyenuhkwodiasuxgsxhgvnclmvuyiyvfvegvtxcsvuqcaaujlsjhnr,Allentown,3275283.0,United States of America,Expeditors International,303880.0,4.0,2.0,M,4.0,627.0,O,0.0
drg13219,xkzukawnbxqviqnusllnycbspoprqtncsxpjvpvvthmsfgnxvtcnrihhkmvmwgxi,Nashua,1753261.0,United States of America,Ingram Micro,118788.0,5.0,5.0,M,13.0,783.0,R,1.0
Pal13220,licmqahqkcsnaadl,Tulsa,41495.0,Canada,Patterson-UTI Energy,137595.0,4.0,3.0,M,,444.0,O,7.0
CLG13221,Lmdwmnbovkutejpklznwzenuxocznqhqyivnekepjlcmracmkgrfzlnq,Overland Park,3293734.0,United States of America,YRC Worldwide,439786.0,5.0,0.0,U,76.0,824.0,R,
Oki13222,oizlgjyufvmpfyckcfboqjzvbkviofvzqukkkwsanftyxvcsofsftbaiesaatfdzzogtcrnkfoofc,El Paso,1471171.0,Canada,Airgas,372132.0,1.0,3.0,S,47.0,719.0,O,7.0
tjc13223,ATXNQUJRHEKCICABTLXEAIWOMPVJZENJOYUASSPQZKYQPLY,Victoria,1703685.0,United States of America,Core-Mark Holding,246474.0,0.0,1.0,M,70.0,407.0,O,4.0
Ptq13224,Hkfgsxkuqokunlvhdvaz,Yonkers,2831305.0,United States of America,CVR Energy,253020.0,0.0,4.0,D,75.0,310.0,O,4.0
KMU13225,Etfwouvdvkjv,Anaheim,249337.0,United States of America,Exterran Holdings,62717.0,4.0,2.0,M,92.0,561.0,O,5.0
Rlq13226,bauchraluqphamesjjqmgppklpebhyehzfznincxcpigz,Rancho Cucamonga,1490270.0,United States of America,AutoNation,354931.0,3.0,3.0,S,51.0,576.0,O,5.0
Wqi13227,Olwiytjpircbtajynrgplsuktbikftgwmjsrtqnixd,Missoula,2538010.0,United States of America,Merrill Lynch,321357.0,1.0,3.0,M,38.0,581.0,O,6.0
IKR13228,TZXWRHQSOEGPNIUSUXTAQSGNPECAUCXENWFPIY,Salem,2290229.0,United States of America,Weis Markets,332404.0,,1.0,M,53.0,,O,1.0
Wwn13229,Zyxuoxeemjhitmpchwppponqqojjleaepzhdjbecwjbvpc,Santa Clara,,Canada,Ryder System,123130.0,2.0,5.0,U,,765.0,U,1.0
kwm13230,JIVJMXNAGZXLQGGZFTNLLCAIXWBJTTPEIXG,Alexandria,1298796.0,,Borders Group,269599.0,2.0,2.0,M,29.0,632.0,O,6.0
Fis13231,Kxniruigdbnxorcbyopwwoeaanzuzcgkxqkikafatrwppsbwcrabycljkfxkxklazq,Coral Springs,1205474.0,United States of America,Nordstrom,468486.0,1.0,5.0,D,2.0,559.0,O,1.0
Uqb13232,BXVDTUODOBKMBEDWFETMMJVTCACZOISOQORVMTOX,Birmingham,967346.0,United States of America,US Airways Group,488616.0,5.0,5.0,M,61.0,414.0,U,10.0
Eqz13233,,San Bernardino,3827960.0,United States of America,Gilead Sciences,244343.0,1.0,0.0,M,37.0,654.0,R,8.0
CJQ13234,pkxprnkostvjrnfxskvswyvuhvzrcpatmihvoauvymwzdembstkhqdstfividvt,Chattanooga,3674074.0,United States of America,Synovus Financial Corp.,194984.0,3.0,2.0,M,92.0,583.0,O,
Wee13235,XZUQPLABYTIAHGOCOJDMPABAZDFSSRRUQVVTCTOGGQUQIXQVDPJ,Norfolk,,United States of America,DTE Energy,375514.0,3.0,0.0,M,90.0,540.0,O,8.0
Fwq13236,Onjzrxisvltwhtrnlyuqmulfsddjnchtbznwatrpdsbghsirqtbykxonmdnsalbjnycde,Rockford,2354140.0,United States of America,Best Buy,171309.0,2.0,2.0,M,13.0,484.0,O,0.0
Mut13237,Iwuytsknvcxxxcaenshiayivvsepgjglejwuxirunkutafgjyypitnlsxnmkbelkouuo,Salt Lake City,3357691.0,Canada,Plains All American Pipeline,161021.0,5.0,3.0,M,87.0,809.0,O,8.0
GTJ13238,kpuxmadwvaopixzucekc,Jackson,2740056.0,United States of America,Charles Schwab,370533.0,,4.0,M,8.0,673.0,U,1.0
Hwc13239,Ohxaxaeybmikhrox,Fullerton,3380249.0,United States of America,Emcor Group,299569.0,4.0,4.0,M,14.0,676.0,O,2.0
TSY13240,SKTLWVMLJOMMDKKXWPGCGIZCZBKNFULUCYHIRPZ,Milwaukee,672596.0,United States of America,Rent A Center,190169.0,2.0,2.0,M,0.0,517.0,R,7.0
XFB13241,Lhasbmruyyzaxjgz,Rapid City,1018067.0,United States of America,HealthSouth,82565.0,3.0,2.0,U,4.0,499.0,O,9.0
Qqv13242,bernhfnmtqwmiemgraopyldtlhmeqjwosfktthvjh,Anchorage,456385.0,United States of America,Progressive,444340.0,3.0,5.0,M,24.0,493.0,R,4.0
ato13243,NMEAGQOFHGAXYKAOZVJOVCNYVEZFMIBGCHCORISVRHIOMGRPMEGKBQWHRUJSDWSGOVYMNHG,Frederick,1944545.0,United States of America,Convergys,427090.0,0.0,4.0,D,40.0,490.0,R,8.0
Faw13244,Ukwponpytlzwwtgxkepivpknzuxpdzawetooqdasxq,Sydney,989710.0,,Curtiss-Wright,57448.0,2.0,,U,16.0,779.0,O,5.0
SJW13245,Lmpufyhvvgx,Escondido,456941.0,United States of America,Pacer International,230027.0,1.0,4.0,M,11.0,770.0,O,1.0
Bcq13246,Luqjdvfhselgybnqtdtbjgyxkqqvkcyfrlxxluhrsteppxatvxupx,Hilo,1832974.0,United States of America,ManTech International,145123.0,3.0,1.0,U,33.0,554.0,R,8.0
qfp13247,BEIXOFZYOYANYLFAGTKQBMUTKHSJIXMHJGJNPG,Windsor,300695.0,United States of America,Spartan Stores,21290.0,5.0,4.0,W,29.0,770.0,O,8.0
Hwa13248,Firiukqof,Gary,1394925.0,Canada,,439500.0,3.0,2.0,S,97.0,634.0,O,7.0
Duk13249,Yqcjcvmochkqklqhpzdqpcxwhknvuqoxjeljipsjseuazarrtndfjnbdv,Moreno Valley,884745.0,United States of America,AMR,431183.0,,4.0,M,15.0,505.0,O,5.0
sty13250,Dtbifkkvkcwjhvfkhcfkkviexajoxczupsnktrpbwenplpyzfckcwarmtzozhcbbhcqfhszp,London,428088.0,Canada,HealthSouth,43144.0,4.0,1.0,M,95.0,315.0,O,2.0
YMS13251,,Atlanta,2543588.0,Canada,Sonoco Products,137295.0,3.0,3.0,S,61.0,850.0,O,0.0
cui13252,ibaxqhselzieddtxcorobdgqhotiaebzqgwdvjkwhxnpqptqj,Plano,781263.0,United States of America,Regions Financial,323020.0,2.0,0.0,D,33.0,435.0,O,9.0
efy13253,Qmmqleexwlpjsmgdzzoojxsquztlhqhstbffrki,Idaho Falls,2219616.0,,Manpower,202720.0,2.0,1.0,U,1.0,493.0,U,4.0
UMO13254,PZJGMYAVXBTZBKQIGFQBAEOAZDMMEOCCLFDRDSZL,Boston,,United States of America,Dun & Bradstreet,147444.0,1.0,2.0,M,99.0,386.0,O,3.0
Yfw13255,Miutbqibvfxkarvziqbogcfwupxxjhztomhlnocdfamajcdfifflhdri,Biloxi,3777584.0,United States of America,RPM International,284326.0,1.0,0.0,D,96.0,333.0,O,1.0
JJW13256,Uyjimrvueeievgnabxuofdqrclhvfcwaohxbkfhpuupvipdmlexkhjaujswouijfltodel,Hialeah,3688022.0,United States of America,Staples,51448.0,,,S,92.0,516.0,R,3.0
Wab13257,Ilfvyocsrcbtujjpghsflzjucnlajidvwdgzezrxbcuafiyzuumkagugwbmdvpimxlnirnrlzq,Montreal,3462697.0,Canada,Alcoa,133021.0,1.0,1.0,D,88.0,351.0,O,1.0
CPI13258,Crbflrmgfwzfckfwzpadrhsdecnnnoyqggunjzbjryvfp,Oshawa,2780611.0,United States of America,State Street Corp.,269064.0,0.0,4.0,U,19.0,304.0,R,7.0
BZC13259,Kvolmmqkorkeoyrvjoygbwlbrfq,Fayetteville,1503671.0,United States of America,Gap,,1.0,2.0,U,79.0,491.0,O,1.0
QIV13260,CXOIKGSRVRERCXNEFEGGWNSUHCELLPXWOBNMDBOBHYRDTGCAAEDBPHFPPQOOBNMDYLGAPRBSEWUBK,Vancouver,3263203.0,United States of America,Owens Corning,298878.0,2.0,1.0,M,40.0,594.0,O,5.0
HKN13261,kjpektzonskgxbimbrdncuwjpretsyolpnauulpnsg,New York,2761203.0,United States of America,Curtiss-Wright,412000.0,0.0,2.0,U,85.0,664.0,R,7.0
GFL13262,Wojphxkugnfavdaoyftsueyltjoutxokoiqrmwaotbwwvdqesjetaiklzskqdsrxrai,Windsor,2500499.0,United States of America,Harley-Davidson,161918.0,0.0,0.0,D,92.0,836.0,O,9.0
PCR13263,NXVDTV,Berkeley,1031644.0,Canada,CenturyTel,150257.0,4.0,0.0,S,37.0,807.0,O,4.0
Mxh13264,Vkpcaqyrjav,London,3245402.0,Canada,Magellan Health Services,131378.0,4.0,3.0,M,49.0,555.0,O,5.0
Nun13265,qdrkylwdortaygisdbdkcbrhfotdecmnuxancwvculibugwbn,McAllen,2532859.0,United States of America,Cooper-Standard Holdings,427824.0,0.0,1.0,U,,704.0,R,1.0
zve13266,IRSSDGEEFKJQOHWXEYEVMVNIPGYGWFQMQLW,Gary,3478268.0,United States of America,Costco Wholesale,432383.0,1.0,4.0,S,81.0,444.0,O,7.0
Csi13267,ATIUEEWOTGBPFVXQELSOEQIIJCTVGKUYCMMLMYHLJLMTUBFEAXPUDNMMXHHKOUXECPEJU,Long Beach,,Canada,Domtar,72261.0,2.0,,S,13.0,344.0,O,1.0
Eek13268,AUHLHUQENHSIFKPOYFVTTPJSTPDPYTR,Bellevue,2886374.0,United States of America,Susser Holdings,2945.0,4.0,5.0,U,98.0,728.0,U,7.0
RTU13269,Kseoxihjkzsdpternnipvosapdxpjplpsyekaoxfsd,Plano,1521016.0,United States of America,Owens & Minor,434739.0,3.0,,S,61.0,428.0,O,1.0
iah13270,CEINTV,Regina,2976268.0,United States of America,Dick's Sporting Goods,316148.0,3.0,5.0,,77.0,732.0,U,
cep13271,BOEFNAJBBDDKNJMNQSVBSEUVCCBECQCOWTHDJYBNZBDIIEWTMOBGVHXPQFNDNQYMPRVWHQVOTKX,Bridgeport,1510723.0,United States of America,VWR Funding,164871.0,5.0,4.0,,55.0,372.0,U,6.0
Xrj13272,gadynrdaysaazchvcpinoxdtjrvhpohhorrysalimgoiaibfsxeozigyt,Scottsdale,526799.0,United States of America,Owens & Minor,480038.0,0.0,4.0,U,83.0,427.0,U,5.0
OMN13273,Wvriudvijyhgcakjyumhmdjjowm,Manchester,445239.0,Canada,Dover,91185.0,4.0,,M,82.0,765.0,O,1.0
KGW13274,VVRNYFQODNXSN,Birmingham,2580124.0,United States of America,Varian Medical Systems,480642.0,5.0,0.0,M,45.0,787.0,R,10.0
ETJ13275,Xdnnwjuapyllljqzsfzhwvwpngrbhffausacwoepjmxlxwivfuompuybauz,Lubbock,484634.0,United States of America,Campbell Soup,338137.0,2.0,3.0,S,96.0,399.0,O,1.0
odf13276,Yngmrpjurfcvjhjtyruydagymrfnkknfgcfabp,Fort Collins,3644428.0,Canada,United Stationers,151581.0,1.0,1.0,W,50.0,436.0,O,10.0
FJJ13277,LURSEVMDXREGMVCBAPNTNVCOSDTJOHCDJXVBZJZ,Anchorage,382858.0,Canada,,216513.0,1.0,1.0,W,7.0,769.0,O,10.0
Gry13278,Jfawkeeswa,Boston,3994265.0,Canada,Bed Bath & Beyond,316902.0,,4.0,U,68.0,719.0,R,6.0
Htg13279,Koeonnffouvghfgbtkugsnj,Long Beach,2294561.0,United States of America,Dole Food,249323.0,5.0,5.0,M,31.0,340.0,O,2.0
Nck13280,Iunpumjyfewxssizu,Stamford,3736725.0,United States of America,MGIC Investment,180897.0,3.0,2.0,M,67.0,696.0,O,5.0
Ulu13281,Xzcoyiqtjpphosaicrbbwwuvdscu,Garden Grove,1373134.0,Canada,UGI,64683.0,2.0,4.0,U,78.0,429.0,O,6.0
ZMH13282,Oqfnkuywnqkjskkeoinnlupktcuugllarlqunvqbfmnnccuxixjdnoxtux,Flint,2622298.0,Canada,Packaging Corp. of America,116935.0,5.0,3.0,S,61.0,502.0,U,7.0
eso13283,Bxwhqdksc,Richmond,197048.0,United States of America,Dominion Resources,84676.0,1.0,2.0,W,81.0,849.0,R,5.0
Uvw13284,vwrmgjrdsrjcrnudxxspjmhxvvqqpsxffkburraqsnkey,Independence,769987.0,United States of America,State Farm Insurance Cos.,22879.0,5.0,4.0,U,4.0,,O,1.0
ejn13285,NKCHUZVBLQMGSSQPQEECMGETCCJOXHAMDZNWHERZDPKPULCPMPXZDZXPCKOVYNIY,Halifax,2263759.0,United States of America,CarMax,6876.0,2.0,3.0,M,20.0,827.0,R,0.0
abg13286,xtoxzfpfdahjuoxhftdyeeicqxpdwudsmmj,Lancaster,1149508.0,United States of America,Allergan,423844.0,5.0,0.0,W,68.0,377.0,R,3.0
PPL13287,jsepghkxpbikmt,Burlington,,United States of America,Vectren,52513.0,4.0,0.0,M,,428.0,R,5.0
Jiu13288,Phykwcqzfxclpualudqaogwuxwslnbykwgzewpjthkiivqmdskunnruimlsdyj,Torrance,2142179.0,United States of America,Analog Devices,34540.0,4.0,1.0,M,32.0,326.0,R,6.0
Ims13289,Xhxzkhkxglgziupspkofwndxdbmthquxcfovx,Portland,3456095.0,United States of America,CommScope,173732.0,1.0,5.0,,25.0,,O,8.0
kxr13290,ZZJGCEFVTHFGNFCEQUGXVRRTQQMKHXSJNXQDGGSZNHXBQQWXQCFUNGF,Orlando,1797369.0,United States of America,Express Scripts,248640.0,3.0,4.0,M,56.0,789.0,O,3.0
Jpv13291,FWCQFPOMOHVNCFBGFDRBWADJXJWKKPCGSQKTVGKXATKRHKEPQXHRGAINBWG,Beaumont,236958.0,Canada,MEMC Electronic Materials,439264.0,5.0,1.0,S,90.0,700.0,O,7.0
AUV13292,cdciiormdlhrqivygsqfuhdwdtqxoexgqvowmzdgviggscrkwccyvxptvdozgumfgoncxcedewyua,Lancaster,2916599.0,United States of America,Las Vegas Sands,338039.0,1.0,5.0,S,18.0,460.0,O,1.0
lip13293,quxoxxtmgzbnmrsaulfyenqbjd,Nashville,830045.0,United States of America,Regal-Beloit,138898.0,2.0,4.0,M,49.0,441.0,O,10.0
Nfo13294,igqizsglieckfolqhermjtdnqvsxocpyinjpmmjoyimeadoprrvpqlziaaeimakbfyzpgjceqhjkodf,Charleston,3260198.0,United States of America,Murphy Oil,465718.0,5.0,4.0,M,55.0,542.0,R,4.0
Wsz13295,Wskwbvkixqywnulhwuuiouornbespqyuzgtbvpkqnryeqxxvetubuxyvjnumgmsmuryxewhdxrjdou,Provo,2286681.0,United States of America,SunGard Data Systems,208991.0,,4.0,M,43.0,736.0,O,1.0
qbc13296,nsgqbcxmdvavuntxirwzvqlyqnjifebafrqelcxwdvpxjcaozuvzum,Bridgeport,2416195.0,Canada,Energy Transfer Equity,237244.0,3.0,4.0,S,95.0,451.0,O,3.0
HWJ13297,KNXFCPZACRXEOMZMVVHZMOGSQIFETZMTDQBSPALTSZKVV,Charleston,1506478.0,United States of America,Torchmark,101559.0,0.0,5.0,M,39.0,620.0,O,
ggf13298,,Syracuse,3328580.0,United States of America,3M,55791.0,3.0,2.0,S,46.0,327.0,U,10.0
dvs13299,OSASJKIAXOGOXAVVVVECPPDMOWUAZGWWOBTADYTCNAHNFLBXQDUWTHAGKAB,El Monte,1482658.0,United States of America,DTE Energy,293690.0,1.0,0.0,M,98.0,744.0,R,7.0
Mmk13300,PMLBAEEXJPBHTTHCMZVIPNTLDYKMHQHZ,Chesapeake,1623391.0,United States of America,HNI,338565.0,1.0,1.0,,37.0,,O,10.0
Bpl13301,caqhsqghpqsrxoivhuslikgynqeuihqbytvsexlkqgwkcrdgidqbcum,Huntington,3810116.0,United States of America,Legg Mason,154961.0,4.0,0.0,M,27.0,554.0,O,10.0
Izs13302,dhjwxxsbsvvmhhglewwwntjiiffwysvrrsscov,Omaha,3210053.0,United States of America,Polaris Industries,196527.0,2.0,0.0,M,49.0,694.0,U,4.0
Tpv13303,NODLPZHVEUIADUKUXZRGIHMISMYWQ,Fayetteville,2685602.0,United States of America,BlackRock,315680.0,3.0,5.0,M,7.0,507.0,O,4.0
Qgq13304,ICOBYWAUGJKRMZVQBLZFDP,London,112786.0,United States of America,Lubrizol,415427.0,5.0,5.0,U,83.0,809.0,O,2.0
Pir13305,FGDABTKPRMHVMQEDPTZA,West Valley,3368397.0,United States of America,Asbury Automotive Group,104727.0,4.0,4.0,D,85.0,362.0,U,0.0
Mmg13306,,Rapid City,46485.0,United States of America,Sauer-Danfoss,308515.0,5.0,4.0,M,87.0,329.0,O,2.0
SZX13307,REEAYSXUHXRDPMQYIXUPQRMFUOGOREIC,Biloxi,198873.0,Canada,Ralcorp Holdings,123475.0,5.0,5.0,U,22.0,303.0,O,9.0
hmd13308,EBSNXXBOVCTLKAWMHYIIQCRSPHCSOEKWAUOG,Charlottetown,3063829.0,United States of America,Benchmark Electronics,103004.0,3.0,2.0,U,86.0,656.0,R,8.0
Qjm13309,Nvitrekpngdhsjfesxixfeizrmofpatyfvgcxihsrxijsewuz,Jacksonville,447917.0,Canada,PG&E Corp.,267070.0,0.0,2.0,M,46.0,710.0,,4.0
Djl13310,RTDGEEXXUZBPDFHVABKEOZWKBHWWFOIXIAMDLIQHIWGMINGWTBHXZNIQVSCDTSRUGGOABBPOPXQXT,St. Johns,2301005.0,United States of America,,127017.0,3.0,2.0,U,,619.0,R,1.0
nos13311,Ooeyopjxaiksqhjtrrfvlobtqirkgbfsrmvahghsala,Hilo,1261825.0,Canada,Casey's General Stores,304221.0,4.0,2.0,W,4.0,516.0,O,8.0
yse13312,slfsindqxaycldhibqkpnmnxduwhncbaa,Ann Arbor,910255.0,Canada,Safeway,443773.0,1.0,1.0,M,94.0,545.0,O,1.0
Sbu13313,Xujvegtpyhoaslhkxwasrnwnzoyaqr,Pembroke Pines,1821823.0,Canada,Bon-Ton Stores,287856.0,4.0,5.0,S,68.0,811.0,R,0.0
ytz13314,ZMARSSQPOXM,Boston,2199015.0,United States of America,GameStop,235513.0,4.0,2.0,M,84.0,,O,
Fce13315,Ijsvbctldjgsvxhz,Palmdale,3734037.0,Canada,Cooper-Standard Holdings,168446.0,2.0,3.0,S,0.0,392.0,O,2.0
Ynb13316,Lonkdbturiatgrvgekqnl,Torrance,,United States of America,AmeriCredit,158347.0,4.0,3.0,U,3.0,379.0,O,
zur13317,Sfcizcekzhpkwcuqyuqfukkdxmnq,Richmond,1405386.0,United States of America,Black & Decker,252112.0,1.0,3.0,U,8.0,432.0,O,4.0
Kfi13318,Lxiigptgqrsegiegbzpoiwoounpscxpkticgfzysnvpdjqhonfsna,Pembroke Pines,278240.0,,Holly,64619.0,0.0,3.0,U,100.0,414.0,O,2.0
Kky13319,Xqdeojykhdmxlxtueyimphngtuhrqcpsxogvhhcszzomaxqkmhqum,Raleigh,,United States of America,Kraft Foods,351408.0,4.0,3.0,,0.0,557.0,R,3.0
JHT13320,gnuuwqjvbkqcxntkgprfeogalfxwbejayqycyzvbkunfslig,Pembroke Pines,1401347.0,United States of America,Questar,15690.0,3.0,3.0,,90.0,620.0,R,4.0
AGE13321,Zswxuknigikaoncrdplasenykmxgoqehdyrlnxasqdrlqgopkdsmmuowmbdbezlzfflzhudeoikr,Scottsdale,989289.0,Canada,Biogen Idec,100473.0,3.0,5.0,M,100.0,603.0,O,9.0
