gncd,wnrrntflg,phn,mplr,mddlntl,pstlcd,gndr,nmbrcrs,stt,ncm,mrtlstts,cntr,nmbrchldrn,g,crdtrtng,nmbrcrdtcrds,ntwrth
ITE12952,R,1-283-100-7964,Fifth Third Bancorp,,Fxatbjp,M,,AZ,333760.0,U,United States of America,0.0,54.0,730.0,7.0,3019304.0
Obd12953,R,1-277-466-0824,Bucyrus International,,Zuyxy,,2.0,ND,27754.0,W,United States of America,,15.0,576.0,8.0,586011.0
HCB12954,O,1-005-752-9212,El Paso,S,epcplp,,2.0,DC,108174.0,U,United States of America,2.0,,489.0,8.0,802845.0
oxt12955,O,1-962-167-1854,Express Scripts,,Tjhwqdpal,F,1.0,CO,429901.0,W,United States of America,5.0,84.0,538.0,1.0,1433551.0
Qpu12956,O,1-646-266-0198,Thomas & Betts,,Nugolkg,,2.0,CT,367961.0,,Canada,5.0,,622.0,3.0,
ukw12957,R,1-793-387-5274,Boston Scientific,S,Njarkfxns,,3.0,MS,494340.0,M,United States of America,1.0,62.0,565.0,7.0,1433313.0
OPN12958,O,1-176-984-8784,Southern Union,,jfrpgf,m,5.0,OR,360369.0,S,United States of America,2.0,52.0,375.0,4.0,1692795.0
CWS12959,O,1-894-351-8665,Whole Foods Market,,isileit,,2.0,Nova Scotia,53101.0,S,United States of America,,29.0,409.0,,990708.0
Qdr12960,O,1-012-326-6684,Wendy's/Arby's Group,,Adfju,m,5.0,OK,249920.0,S,United States of America,3.0,25.0,790.0,7.0,1593764.0
WBX12961,O,1-505-953-0914,El Paso,,lgzucbqucngs,,0.0,Saskatchewan,203268.0,U,United States of America,2.0,23.0,406.0,10.0,1058780.0
Ehc12962,O,1-460-098-1043,AbitibiBowater,,Gywjukoqjr,,1.0,OR,425291.0,M,United States of America,3.0,27.0,,1.0,1154060.0
moh12963,U,1-056-834-3457,Manpower,D,Qxompvphmehs,f,5.0,ND,437555.0,D,,0.0,65.0,436.0,0.0,
siq12964,O,1-542-099-3250,Blockbuster,,Eeozodwp,,3.0,Newfoundland,73522.0,D,United States of America,3.0,4.0,368.0,8.0,
Qbs12965,O,1-029-932-5639,HCC Insurance Holdings,a,,,0.0,DC,53230.0,W,United States of America,4.0,7.0,527.0,1.0,
Mhl12966,O,1-344-601-4669,Cigna,,Nbzephxr,M,2.0,New Brunswick,149341.0,S,Canada,3.0,34.0,581.0,9.0,3211100.0
Lwy12967,O,1-318-559-2788,Hanesbrands,D,,f,3.0,FL,296257.0,D,United States of America,0.0,74.0,348.0,8.0,807829.0
FXC12968,R,1-781-941-2810,Harrah's Entertainment,H,Shjqs,m,1.0,HI,,U,Canada,0.0,100.0,534.0,0.0,3353782.0
mie12969,,1-900-378-3286,UGI,,PRXNNBLV,m,1.0,Saskatchewan,359117.0,S,United States of America,5.0,41.0,721.0,3.0,2039335.0
Aeo12970,O,1-719-663-5778,Mueller Industries,,jaapbpkvg,,5.0,AL,355467.0,S,United States of America,3.0,57.0,711.0,2.0,3519024.0
Sds12971,R,1-166-758-3590,Procter & Gamble,,pextwb,,2.0,NH,101794.0,,United States of America,0.0,25.0,361.0,5.0,1643613.0
Tcc12972,R,1-855-533-2134,Schering-Plough,m,ycxjdbowoq,,5.0,OH,122069.0,M,Canada,3.0,32.0,556.0,5.0,3642526.0
Nul12973,U,1-046-365-5185,MPS Group,,YNJOBJDP,M,3.0,TX,289600.0,U,United States of America,5.0,34.0,694.0,4.0,3848333.0
mld12974,O,1-698-630-9903,Vishay Intertechnology,L,NAIKML,m,1.0,WA,316362.0,M,United States of America,5.0,73.0,771.0,8.0,1248191.0
FUB12975,O,1-426-274-0160,Brink's,,dwbieds,M,1.0,WA,165765.0,S,United States of America,1.0,9.0,631.0,7.0,1740453.0
rmy12976,R,,Domtar,,Ezvkykwevm,,5.0,GA,276856.0,M,,4.0,49.0,358.0,10.0,3627141.0
HUD12977,O,1-664-771-5171,TECO Energy,e,Sidrqbasi,m,2.0,Nova Scotia,369078.0,M,Canada,1.0,63.0,775.0,1.0,3193939.0
Bnt12978,O,1-953-791-2195,Rockwell Automation,,ecdiyyesn,M,0.0,MO,263097.0,S,United States of America,3.0,10.0,693.0,8.0,3067360.0
Tea12979,R,1-886-108-8646,Armstrong World Industries,,atujsvx,,0.0,Alberta,100373.0,S,United States of America,4.0,27.0,334.0,4.0,1991942.0
kui12980,R,1-649-888-0155,NewPage Holding,,Utayzmj,f,3.0,NJ,76576.0,D,United States of America,3.0,79.0,,6.0,1113648.0
Ljh12981,O,1-538-098-2224,National Semiconductor,d,LPCONAJAJK,,3.0,VA,423355.0,S,United States of America,1.0,69.0,529.0,3.0,3863633.0
Gdl12982,R,1-924-046-4615,MPS Group,,Zykylshl,d,,Nova Scotia,228583.0,M,United States of America,,44.0,544.0,4.0,284501.0
Eji12983,O,1-627-009-7653,Pepsi Bottling,,HXJKVWUG,M,3.0,TN,416533.0,D,,3.0,87.0,565.0,5.0,343747.0
vml12984,O,,Tenet Healthcare,,ejpgmjyw,,4.0,SD,339416.0,D,United States of America,4.0,87.0,445.0,5.0,3864265.0
Brg12985,O,1-580-944-8907,Fleetwood Enterprises,,Xszqhvm,,2.0,NJ,82644.0,M,United States of America,3.0,,575.0,4.0,776571.0
guz12986,O,1-962-576-6373,,F,Htplnmoebpt,,4.0,ME,243325.0,U,United States of America,1.0,93.0,395.0,7.0,1575103.0
Zts12987,,1-094-749-2250,DRS Technologies,l,Qdnviuw,F,3.0,Ontario,99518.0,D,Canada,3.0,36.0,475.0,8.0,3050926.0
QKB12988,O,1-719-859-2261,Robert Half International,,Ylupx,F,1.0,IL,445331.0,W,Canada,1.0,60.0,719.0,8.0,2232996.0
Nre12989,O,1-481-719-0757,Burger King Holdings,,GYXSGMXBVWVI,,1.0,ID,457989.0,M,United States of America,2.0,,,4.0,3465067.0
Nww12990,O,1-151-525-7348,Henry Schein,,Njrmknngy,,3.0,ID,477384.0,U,Canada,4.0,75.0,,9.0,679983.0
Wxi12991,O,1-046-942-8252,Qualcomm,R,tagqt,,1.0,Saskatchewan,364700.0,U,United States of America,5.0,4.0,308.0,7.0,2622534.0
Uvh12992,R,1-595-728-4927,Liz Claiborne,,ERCKPTVO,M,2.0,AK,228551.0,M,United States of America,2.0,77.0,701.0,4.0,
ZLT12993,O,1-557-517-9465,Cypress Semiconductor,R,Tudvmjo,F,1.0,KS,150128.0,M,United States of America,,30.0,487.0,7.0,3883585.0
Bnz12994,R,1-202-430-7727,Health Management Associates,,Grrhvun,M,,AZ,110514.0,M,,1.0,91.0,563.0,10.0,1895259.0
NCW12995,O,1-868-162-7681,Georgia Gulf,,Loskie,,1.0,OR,305745.0,M,United States of America,2.0,84.0,433.0,4.0,2756151.0
Tru12996,R,1-796-076-7465,MPS Group,,Dzhjge,m,3.0,Ontario,17389.0,M,United States of America,4.0,57.0,458.0,10.0,246189.0
Qhq12997,O,1-059-841-2713,Calpine,,Icunepriwg,,5.0,British Columbia,362865.0,M,United States of America,3.0,44.0,502.0,,2653782.0
QGE12998,U,1-661-057-1456,Verso Paper,N,Dohwomfrmwaq,M,,British Columbia,328779.0,M,United States of America,1.0,46.0,536.0,7.0,3142573.0
VQW12999,,1-153-553-5146,Saks,,altuad,F,,WA,353585.0,M,United States of America,4.0,95.0,824.0,4.0,3662491.0
Brb13000,,1-833-047-5028,Caterpillar,,Zmnsv,N,3.0,VA,278132.0,M,,4.0,52.0,589.0,0.0,3305161.0
VAA13001,O,1-931-734-2890,Burger King Holdings,,Briiyn,,1.0,ME,10990.0,S,United States of America,4.0,6.0,651.0,3.0,663851.0
EQG13002,O,1-981-666-3333,Hexion Specialty Chemicals,L,Ykrtcigrbi,,1.0,Prince Edward Island,104975.0,M,United States of America,3.0,80.0,396.0,6.0,936733.0
JYA13003,R,1-571-841-7272,Archer Daniels Midland,,RMVYFUAJNXQ,m,1.0,WA,20503.0,D,United States of America,2.0,25.0,728.0,4.0,3114220.0
Vtj13004,O,1-204-336-5166,Johnson Controls,,Cjnchubv,,,NV,472626.0,M,United States of America,3.0,,485.0,8.0,363455.0
Geu13005,O,1-369-072-5482,Kla-Tencor,,OLIKZASXNJ,F,5.0,SC,414367.0,M,United States of America,1.0,37.0,,10.0,2469152.0
Btu13006,O,1-460-252-9391,SLM,P,HOVSOHOSX,f,2.0,Saskatchewan,298704.0,U,United States of America,4.0,9.0,,7.0,3449219.0
Buw13007,R,1-162-274-8226,Unisys,,Dsxbvimksdae,,1.0,Prince Edward Island,267166.0,M,Canada,1.0,82.0,521.0,7.0,2509945.0
XGG13008,O,1-786-979-5693,,P,difvckwnkam,,,MI,,W,United States of America,4.0,97.0,526.0,8.0,1172896.0
ARM13009,O,1-128-315-4670,Safeway,,Xcdeyhdj,F,5.0,OK,27168.0,D,United States of America,4.0,58.0,492.0,4.0,397319.0
Emw13010,O,1-224-234-5044,Kansas City Southern,,BKHQSKAMGHND,M,2.0,ME,41442.0,M,United States of America,0.0,60.0,301.0,9.0,1999994.0
PWM13011,R,1-712-287-7034,Washington Post,,Ikabbsjmc,,5.0,WI,199370.0,U,Canada,3.0,44.0,447.0,8.0,3591350.0
Inn13012,O,1-016-410-3964,Western Union,D,frowwengo,M,2.0,MT,,,United States of America,5.0,48.0,839.0,9.0,2712950.0
Zmu13013,O,1-657-495-7624,PHH,,Rctajfbmu,M,5.0,LA,48537.0,U,United States of America,3.0,8.0,577.0,,135343.0
Nii13014,O,,Universal American,,Tvfari,,2.0,VA,211417.0,M,United States of America,1.0,22.0,390.0,0.0,1706848.0
Vwm13015,O,1-341-927-9877,Coca-Cola,,Vtsxverfjmi,F,,TX,459081.0,S,United States of America,0.0,93.0,587.0,9.0,1365582.0
Fgc13016,R,1-893-534-8139,US Oncology Holdings,,Wyfmsopgbg,,1.0,NH,285466.0,U,United States of America,2.0,28.0,494.0,7.0,640936.0
Ydc13017,O,1-158-648-8658,TRW Automotive Holdings,N,Cddzhw,f,0.0,MS,490986.0,W,United States of America,5.0,59.0,835.0,5.0,3740881.0
QMO13018,O,1-433-902-5982,Dollar General,Q,Unhptlp,,0.0,HI,229291.0,D,United States of America,4.0,2.0,748.0,1.0,2799260.0
Mvh13019,O,1-688-173-5331,Teleflex,,PCNOQFIM,M,2.0,IL,210946.0,S,United States of America,0.0,59.0,563.0,2.0,
DON13020,O,1-492-074-3959,Devon Energy,L,Qtcvpmlhxa,m,5.0,ID,188325.0,M,United States of America,1.0,1.0,760.0,3.0,492921.0
Pxu13021,O,1-892-457-3221,Safeway,N,Zgxiegivovsx,M,2.0,Quebec,93426.0,U,United States of America,0.0,50.0,612.0,4.0,3349635.0
epr13022,O,1-715-342-2092,Wisconsin Energy,t,Galqdgz,M,2.0,AL,486154.0,W,Canada,0.0,76.0,337.0,4.0,
FCB13023,O,1-984-500-8467,BB&T Corp.,,Oahggx,m,0.0,DC,130035.0,S,United States of America,4.0,62.0,438.0,5.0,833320.0
nfe13024,O,1-380-892-5027,Fluor,,JYHXKA,F,2.0,NH,157906.0,M,United States of America,4.0,58.0,475.0,2.0,1754597.0
Ofe13025,O,1-302-003-8807,Lithia Motors,C,Rhwaztz,f,5.0,Ontario,67911.0,M,United States of America,2.0,,473.0,3.0,
Vvo13026,O,1-757-045-4508,Asbury Automotive Group,I,Siynxi,,,HI,383758.0,U,United States of America,1.0,26.0,577.0,9.0,1602830.0
auh13027,O,1-754-744-2472,Pinnacle West Capital,,Tgvpfbvscm,M,5.0,ID,495781.0,U,Canada,2.0,,512.0,5.0,1262884.0
LVI13028,R,1-993-662-3994,El Paso,V,LKBELJ,f,5.0,SC,231666.0,D,United States of America,4.0,53.0,830.0,0.0,1844413.0
Kis13029,O,1-699-804-4141,Total System Services,,Wrtbpqtmnxzi,,1.0,SC,33355.0,S,United States of America,4.0,70.0,517.0,8.0,2913463.0
POJ13030,O,1-115-376-4895,Select Medical Holdings,,BHXJECTUKFG,,0.0,IN,348526.0,S,United States of America,0.0,38.0,346.0,7.0,317716.0
Kfw13031,O,1-976-993-6838,Zions Bancorp.,e,PWFZQSAXMN,,2.0,British Columbia,77533.0,S,United States of America,0.0,93.0,353.0,0.0,3763827.0
Oef13032,,,Penn National Gaming,,PREAJLB,,0.0,RI,127411.0,W,United States of America,0.0,,703.0,10.0,2527347.0
Lsx13033,O,1-474-795-6171,DynCorp International,e,Eiqijmj,,2.0,MN,366628.0,M,United States of America,1.0,26.0,596.0,4.0,3919194.0
Rok13034,O,1-355-038-4840,FM Global,,QAGYA,M,2.0,ND,150976.0,,Canada,0.0,97.0,842.0,10.0,509643.0
PJT13035,O,1-370-330-0392,Key Energy Services,,helrlotvcbcj,,1.0,MO,285531.0,U,Canada,3.0,98.0,645.0,4.0,389748.0
Tdk13036,O,1-956-041-5096,Charles Schwab,,Zctmxzzu,,3.0,Alberta,12726.0,U,United States of America,0.0,44.0,761.0,7.0,2921673.0
Kma13037,U,1-333-750-8186,Jones Apparel Group,,Tdwpihhfc,M,0.0,Saskatchewan,427481.0,,Canada,0.0,86.0,810.0,4.0,585565.0
Ekd13038,O,1-666-788-9640,Fannie Mae,D,vzfdak,f,1.0,NC,416238.0,M,United States of America,0.0,76.0,628.0,10.0,2734292.0
Prm13039,U,,Cardinal Health,C,Tvmfkjcq,,3.0,AL,166931.0,W,United States of America,5.0,21.0,577.0,10.0,3866961.0
OBX13040,O,1-940-781-7159,Sonic Automotive,w,Oqrvejybq,m,4.0,Quebec,142101.0,M,United States of America,0.0,12.0,734.0,,3193177.0
Xqc13041,R,1-654-883-2188,,K,MAZEMR,,5.0,NY,,M,,0.0,52.0,392.0,10.0,1168964.0
QYN13042,O,1-734-776-2575,Ralcorp Holdings,a,kdykv,,3.0,PA,362235.0,M,United States of America,0.0,97.0,769.0,10.0,2188541.0
Wvr13043,R,1-580-359-6265,Illinois Tool Works,,Srkqp,,3.0,British Columbia,387138.0,M,United States of America,4.0,16.0,305.0,7.0,1588324.0
kmh13044,O,1-349-716-0002,Community Health Systems,F,Itxkqrwks,,5.0,NH,341008.0,W,United States of America,5.0,78.0,584.0,10.0,1772220.0
Qco13045,O,1-965-694-6886,Ferro,Y,VNQYOYNKEG,,5.0,MO,103700.0,M,Canada,1.0,33.0,619.0,5.0,976044.0
Bpg13046,O,1-434-384-5212,Markel,n,vomsjits,,5.0,AR,279452.0,S,United States of America,5.0,89.0,571.0,5.0,3176209.0
Jgw13047,O,1-893-572-4234,Hexion Specialty Chemicals,R,Cdnuouesrdi,f,2.0,MI,291919.0,S,United States of America,1.0,83.0,823.0,6.0,2096979.0
Rvl13048,R,1-268-420-9976,Time Warner,a,UFSIERX,M,0.0,IA,,M,Canada,1.0,8.0,635.0,5.0,140690.0
Ait13049,R,1-091-067-0413,Martin Marietta Materials,V,RVUKPECL,f,5.0,New Brunswick,194313.0,W,Canada,0.0,38.0,645.0,7.0,3012374.0
mrz13050,O,1-537-773-8349,Principal Financial,N,dtkctfmpbjm,f,,NJ,176673.0,U,Canada,1.0,40.0,724.0,0.0,1113241.0
Vuu13051,O,1-594-271-0467,Newfield Exploration,E,Hbbaoo,M,1.0,Saskatchewan,197181.0,W,United States of America,1.0,91.0,,4.0,1188847.0
DCZ13052,U,1-820-817-6697,Wesco International,A,JHUQUH,,2.0,NC,192622.0,U,,3.0,38.0,497.0,10.0,3874400.0
Fbe13053,O,1-892-039-6219,RadioShack,,ZTCJOKGH,,1.0,AK,159203.0,S,United States of America,0.0,2.0,725.0,2.0,2361011.0
CWW13054,O,1-246-473-1173,VF,,IEUAYJN,,0.0,IL,161978.0,D,United States of America,0.0,64.0,749.0,6.0,2854409.0
Iuw13055,U,1-965-690-3226,WellPoint,d,Iqbkrm,M,2.0,MD,145631.0,S,United States of America,0.0,20.0,620.0,6.0,3985555.0
Pgl13056,O,1-900-555-9660,CH2M Hill,,MYSXUROWZ,,0.0,CA,294088.0,S,United States of America,0.0,64.0,387.0,5.0,415858.0
Ruf13057,O,1-289-785-4670,Devon Energy,W,Ajevdavbg,,3.0,LA,100469.0,S,Canada,0.0,92.0,372.0,,697531.0
VJX13058,O,1-639-518-0607,Temple-Inland,s,Tjkohjdfxcmi,M,4.0,MN,477745.0,M,Canada,5.0,71.0,416.0,3.0,1641404.0
TQY13059,O,1-129-199-6801,Yum Brands,x,RVKWT,,4.0,WV,7205.0,U,Canada,4.0,73.0,489.0,,438276.0
WHL13060,O,1-320-886-8045,Amazon.com,,Tevwnwd,,2.0,TN,497916.0,M,United States of America,1.0,84.0,849.0,,2098619.0
EYW13061,O,1-553-502-4166,Brinker International,O,Ctrhdgjuurtr,,0.0,IA,222489.0,S,United States of America,2.0,73.0,594.0,10.0,3177390.0
Ljj13062,O,1-016-853-8556,,z,,M,3.0,MI,414923.0,,United States of America,3.0,,749.0,5.0,3211508.0
gat13063,U,1-812-828-6776,Chevron,N,VAUAIAHGD,,3.0,FL,307630.0,U,,3.0,25.0,320.0,1.0,484781.0
Zlc13064,O,1-846-997-8861,GMAC,,wotno,f,1.0,NV,497027.0,M,United States of America,1.0,100.0,318.0,4.0,2525080.0
HBI13065,O,1-967-624-7693,Plains All American Pipeline,,FISLYOI,,4.0,WV,419002.0,,United States of America,3.0,47.0,457.0,6.0,3624508.0
Gju13066,U,,Principal Financial,,PGWCMWWD,,3.0,New Brunswick,139919.0,M,United States of America,0.0,46.0,643.0,9.0,973524.0
nxq13067,O,,Auto-Owners Insurance,t,xtquq,,1.0,HI,208452.0,M,,5.0,74.0,338.0,1.0,645892.0
dqx13068,R,1-314-714-8271,Vought Aircraft Industries,V,Aodictbcdixm,m,0.0,Saskatchewan,245705.0,W,United States of America,1.0,87.0,398.0,2.0,1769414.0
Uml13069,O,1-027-216-6316,Computer Sciences,,uruffbyut,m,1.0,WY,110788.0,M,United States of America,4.0,91.0,795.0,7.0,
Adf13070,O,1-668-389-1249,Silgan Holdings,,Qnluhnzou,,1.0,Newfoundland,380346.0,S,United States of America,2.0,45.0,415.0,9.0,3749884.0
zkj13071,O,1-843-136-8802,American Financial Group,,xfefblhclih,,2.0,KS,196352.0,M,Canada,4.0,26.0,511.0,0.0,455684.0
Hrm13072,,1-137-797-6783,Shaw Group,v,Rkwabirm,f,2.0,DE,33793.0,U,United States of America,5.0,28.0,,1.0,1412033.0
YJW13073,O,1-903-894-1160,Mosaic,,Cvxxy,,1.0,VT,47930.0,M,United States of America,3.0,13.0,330.0,9.0,2287957.0
ptp13074,O,1-851-766-7873,ServiceMaster,,SINTDN,,1.0,Saskatchewan,334983.0,U,Canada,4.0,71.0,498.0,6.0,3483594.0
Vau13075,O,1-949-156-2414,NRG Energy,,qeaqmlmcli,F,0.0,New Brunswick,217235.0,S,United States of America,2.0,43.0,423.0,0.0,2388021.0
NQY13076,R,1-521-735-1482,MSC Industrial Direct,,xuzzwyotjxh,,2.0,IL,49933.0,M,United States of America,3.0,97.0,568.0,3.0,2779340.0
szw13077,R,1-459-808-0129,StanCorp Financial,B,Gdfrolvhsd,f,2.0,ND,246551.0,M,United States of America,5.0,99.0,798.0,6.0,842233.0
Kbs13078,O,,Massey Energy,,vihukdnyez,m,5.0,CT,246172.0,U,Canada,2.0,75.0,477.0,8.0,2096565.0
cnx13079,O,1-024-301-9409,Alpha Natural Resources,,rcnoiah,,4.0,NE,231834.0,S,United States of America,3.0,20.0,355.0,1.0,1016911.0
BUC13080,O,1-153-012-6417,Cabela's,,OWSXRMEUAY,,1.0,WI,318953.0,M,,,82.0,833.0,8.0,3995626.0
XLI13081,O,1-098-313-8618,,B,wxqlj,,0.0,RI,339643.0,S,Canada,3.0,100.0,519.0,3.0,3240594.0
ikq13082,O,1-826-497-6148,Dollar General,,GALYEM,,0.0,WY,269433.0,M,Canada,1.0,59.0,773.0,5.0,1459473.0
TQC13083,,1-550-429-9828,SPX,,Spzitcpeln,,1.0,FL,237336.0,M,United States of America,0.0,27.0,533.0,7.0,1195431.0
wvc13084,O,1-837-513-8931,Safeway,d,Gwiqmodaf,m,5.0,MN,365296.0,,United States of America,1.0,48.0,720.0,10.0,3508314.0
Xgq13085,O,1-428-903-3749,TJX,,Gptcv,f,3.0,RI,180976.0,D,Canada,4.0,58.0,586.0,1.0,625547.0
Chi13086,O,1-616-510-2035,Torchmark,E,Lhftfimw,m,5.0,MS,305740.0,S,United States of America,0.0,89.0,730.0,0.0,2364207.0
Kbh13087,O,1-262-895-4572,Northwestern Mutual,y,Vmkch,,0.0,MA,228048.0,M,United States of America,5.0,78.0,713.0,9.0,75051.0
SFW13088,,1-578-758-7307,Complete Production Services,G,Jdqpj,,4.0,Saskatchewan,156909.0,S,Canada,1.0,91.0,339.0,10.0,790811.0
pyj13089,O,1-069-087-5381,Occidental Petroleum,U,QXBKZ,,0.0,OK,253497.0,M,United States of America,1.0,42.0,683.0,8.0,842874.0
ZCB13090,O,1-098-717-1024,Boise Cascade Holdings,f,zvraiskk,,5.0,AK,61895.0,M,United States of America,2.0,22.0,480.0,4.0,2502826.0
omk13091,O,1-919-242-9439,Piedmont Natural Gas,,EIMLKBCMVVG,,0.0,MA,12007.0,S,United States of America,5.0,68.0,564.0,5.0,3586355.0
Gjt13092,O,1-956-300-9007,UAL,W,jwopfbtwjees,,5.0,NH,54640.0,,United States of America,4.0,14.0,358.0,2.0,2450358.0
Mwv13093,U,1-800-188-8412,Chiquita Brands International,S,xichkmt,,2.0,WY,22488.0,W,United States of America,4.0,53.0,499.0,4.0,819452.0
DGG13094,O,1-264-508-2094,Southwest Airlines,,Inljgxfnsm,,4.0,NY,96010.0,U,United States of America,,22.0,739.0,10.0,2158876.0
Tbx13095,O,1-219-117-5969,Intuit,w,Krojmmmwp,,4.0,OR,310759.0,M,Canada,5.0,61.0,841.0,3.0,3908761.0
Hiw13096,U,1-567-861-5876,Zale,,Gmlnvwedhgaa,,3.0,MN,204255.0,D,United States of America,2.0,1.0,784.0,10.0,1024279.0
Fmc13097,O,1-457-961-9694,,B,QQTPCUWDTNBX,m,3.0,Alberta,85348.0,M,United States of America,3.0,53.0,462.0,6.0,2151305.0
nmh13098,R,1-158-536-1718,General Mills,,FXFAMBO,M,3.0,HI,268724.0,S,United States of America,2.0,2.0,592.0,3.0,1320516.0
fln13099,O,1-185-276-3728,LandAmerica Financial Group,r,bugafnwf,,4.0,MA,446922.0,S,United States of America,4.0,8.0,569.0,8.0,1325486.0
Vpa13100,,1-574-756-2507,WABCO Holdings,,Fxjuiranr,,3.0,Nova Scotia,132347.0,U,United States of America,1.0,14.0,,6.0,3421728.0
Dgz13101,O,1-666-824-5884,Roper Industries,,FJYVPECZJU,m,3.0,NM,381800.0,S,United States of America,1.0,43.0,550.0,6.0,1086180.0
Sqv13102,O,1-289-258-2044,Celgene,,vsipg,,3.0,TN,437349.0,M,United States of America,1.0,96.0,504.0,1.0,3085840.0
XUD13103,O,1-926-123-2555,United Parcel Service,I,IEKFN,f,4.0,NC,36733.0,W,United States of America,,51.0,653.0,9.0,2624408.0
LIC13104,O,,Berry Plastics,x,Mtgri,,4.0,Ontario,161023.0,S,United States of America,0.0,51.0,671.0,2.0,2147284.0
Sow13105,O,1-556-282-2154,Sears Holdings,,verefw,M,,Alberta,126244.0,W,United States of America,3.0,57.0,522.0,0.0,
zju13106,O,1-006-901-5189,,l,Gsikv,m,3.0,NV,322346.0,W,,1.0,84.0,708.0,8.0,2599270.0
BQQ13107,O,1-881-108-9509,Berkshire Hathaway,,HKDIHTRQ,,1.0,Saskatchewan,334466.0,M,Canada,3.0,,609.0,7.0,2923375.0
DLK13108,O,1-519-158-7166,Office Depot,,XEPDHMD,,1.0,Nova Scotia,158768.0,M,United States of America,4.0,83.0,850.0,9.0,170905.0
dal13109,O,1-774-122-8748,Beckman Coulter,,Isdjjburdcpx,,5.0,British Columbia,,,United States of America,2.0,,711.0,0.0,2363269.0
YIW13110,O,1-312-901-9996,CUNA Mutual Group,,Ijefpji,M,2.0,New Brunswick,203500.0,U,,4.0,21.0,,1.0,646496.0
NDI13111,U,1-981-810-0696,eBay,F,epggilorwfs,F,3.0,NJ,130126.0,S,United States of America,5.0,87.0,836.0,6.0,2384876.0
RTH13112,O,1-793-082-4444,Liberty Global,k,PHHKJHSX,m,5.0,WA,475897.0,S,United States of America,0.0,84.0,800.0,5.0,2363115.0
qti13113,U,1-223-713-5758,Albemarle,,XCUFQUSO,f,3.0,MI,482595.0,W,United States of America,1.0,29.0,780.0,9.0,1041242.0
Pzg13114,O,1-437-830-0812,Wesco International,x,Gdmpflajzz,,0.0,ND,,M,United States of America,5.0,56.0,487.0,7.0,1065392.0
Ozs13115,O,1-678-029-6324,Viacom,N,Vscjh,,0.0,AR,271021.0,W,United States of America,,33.0,795.0,1.0,3734167.0
Bgb13116,O,1-531-525-8711,Thomas & Betts,R,,f,4.0,MO,282938.0,M,United States of America,3.0,56.0,805.0,0.0,290850.0
Xrz13117,O,1-956-009-1986,Ruddick,P,exogipeve,,2.0,AK,412157.0,M,United States of America,4.0,34.0,354.0,10.0,3596389.0
URZ13118,O,1-422-156-2379,Jones Apparel Group,f,VLRPBMYPY,,0.0,OH,419890.0,W,United States of America,5.0,,,4.0,533681.0
Yfj13119,O,1-620-827-7075,,i,vdxgbjpsn,,3.0,MT,46657.0,M,United States of America,2.0,40.0,,5.0,1306302.0
Yuo13120,O,1-028-857-9062,American Eagle Outfitters,,Btjnyc,f,2.0,CT,463217.0,U,,1.0,80.0,542.0,3.0,3213375.0
Eym13121,O,1-525-237-5590,Crown Holdings,q,ZTAMJAERPER,,1.0,NJ,494434.0,U,United States of America,0.0,6.0,678.0,7.0,259743.0
Vtu13122,O,1-523-901-3038,VWR Funding,,FIWCCLW,m,4.0,CT,491390.0,M,Canada,1.0,39.0,585.0,9.0,2762521.0
Cin13123,O,1-887-242-6878,OfficeMax,,Cdklggn,,1.0,Nova Scotia,114881.0,D,United States of America,3.0,60.0,334.0,8.0,1942477.0
BON13124,R,1-481-605-8228,Andersons,,Zxhrkldkapn,,3.0,Quebec,204827.0,S,United States of America,5.0,3.0,456.0,8.0,3781417.0
TWF13125,U,1-692-897-5618,FMC Technologies,O,Ywgwcgenny,,0.0,MN,318382.0,M,United States of America,3.0,2.0,765.0,5.0,1973098.0
Ezj13126,R,1-420-879-9973,Flowserve,,Tczqhejslqh,F,5.0,CT,209784.0,M,United States of America,3.0,82.0,446.0,6.0,1030533.0
Kbt13127,,1-598-145-8262,Boeing,T,Ucfpwoqey,F,4.0,MA,313601.0,W,United States of America,3.0,88.0,847.0,,1842497.0
Mzq13128,O,1-490-592-1971,Pulte Homes,,Cobxmr,m,1.0,ND,383764.0,M,United States of America,4.0,17.0,599.0,4.0,
Zgg13129,O,1-162-488-0641,Rockwell Collins,x,fmidtkhjt,,3.0,Prince Edward Island,347629.0,W,United States of America,2.0,57.0,486.0,6.0,257211.0
Xij13130,O,1-057-250-6190,EMC,K,WIFQGIOCI,F,5.0,NH,192828.0,M,United States of America,4.0,10.0,470.0,2.0,654456.0
ajn13131,O,1-396-420-2217,Baldor Electric,,xnrsiodx,,0.0,OR,248191.0,S,United States of America,5.0,10.0,379.0,2.0,2925777.0
Hhj13132,U,1-184-865-3535,American Express,,Obiyvbkx,,,IN,24226.0,S,United States of America,5.0,4.0,457.0,9.0,
llg13133,O,1-830-869-5311,Leap Wireless International,,tqmgwu,,5.0,MN,324013.0,M,United States of America,4.0,98.0,400.0,0.0,1787227.0
ogw13134,O,1-260-624-4649,Anixter International,m,woxcu,,4.0,OK,230529.0,M,Canada,3.0,7.0,406.0,6.0,1371251.0
UTW13135,U,1-356-261-0014,Vishay Intertechnology,W,nrjwxlbd,,1.0,CO,243394.0,U,United States of America,0.0,7.0,644.0,,1945056.0
