prospect_AgencyID,prospect_State,prospect_City,prospect_MaritalStatus,prospect_NumberCars,prospect_Phone,prospect_Employer,prospect_Age,prospect_CreditRating,prospect_Country,prospect_NetWorth,prospect_AddressLine2,prospect_PostalCode,prospect_Income,prospect_NumberChildren,prospect_OwnOrRentFlag,prospect_NumberCreditCards
sha34,SC,Fort Smith,M,1.0,1-209-754-5635,DaVita,85.0,818.0,United States of America,3480265.0,,25339,79476.0,3.0,U,2.0
MER35,MS,Lancaster,M,5.0,1-498-781-3456,Marshall & Ilsley Corp.,81.0,766.0,United States of America,3648900.0,,V6o 1v4,102156.0,3.0,U,3.0
con36,UT,Colorado Springs,M,2.0,1-615-241-0440,Cablevision Systems,0.0,359.0,United States of America,1161790.0,,01852,221481.0,3.0,O,2.0
ons37,PA,Washington,S,1.0,1-995-449-5200,Barnes & Noble,28.0,401.0,United States of America,2050587.0,,78230,41836.0,5.0,R,2.0
Sum38,OK,Lowell,U,1.0,1-295-673-4452,EMC,65.0,609.0,Canada,3579198.0,,93770,72389.0,1.0,O,0.0
gro39,WY,Frederick,S,3.0,1-914-675-2986,Fluor,20.0,630.0,United States of America,889494.0,,m4l 1n4,66486.0,0.0,O,2.0
dil40,RI,Mesa,M,3.0,,Dollar General,55.0,671.0,United States of America,2205682.0,Apt. 382,22335,200185.0,1.0,O,9.0
DOL41,HI,Lakewood,U,0.0,1-825-739-0336,Lear,76.0,715.0,United States of America,1140117.0,,V6C 1T4,289215.0,2.0,O,10.0
Pos42,VA,Cleveland,M,4.0,1-956-713-3802,J.P. Morgan Chase & Co.,1.0,707.0,United States of America,1421319.0,,M6t 1h3,322484.0,1.0,O,9.0
Mac43,OK,Grand Rapids,M,4.0,1-814-932-1579,Affinia Group Intermediate,3.0,329.0,United States of America,3525204.0,,95263,83458.0,2.0,O,0.0
che44,Prince Edward Island,Peoria,D,0.0,1-135-443-7282,,100.0,601.0,United States of America,468976.0,,v5b 1p5,,3.0,R,8.0
hol45,SD,Inglewood,W,5.0,1-720-975-0667,Goldman Sachs Group,81.0,623.0,United States of America,1685443.0,,32318,492407.0,1.0,O,2.0
pfi46,OH,Akron,S,4.0,1-871-598-3505,E*Trade Financial,76.0,376.0,United States of America,337564.0,,93872,346630.0,4.0,O,2.0
elk47,MA,Charlottetown,W,1.0,1-607-222-4809,Pfizer,51.0,560.0,Canada,84777.0,,92824,9572.0,3.0,O,0.0
Lab48,MD,Bellevue,,1.0,1-965-046-0642,Safeway,,693.0,United States of America,3146477.0,,e4a 1r2,265369.0,5.0,O,4.0
laf49,Saskatchewan,Dover,S,1.0,1-155-441-3579,Simon Property Group,58.0,346.0,United States of America,495277.0,,H7G 1V4,104172.0,2.0,U,0.0
Nor50,WA,Fullerton,M,0.0,,Trinity Industries,52.0,342.0,United States of America,746904.0,,85039,65550.0,3.0,O,0.0
hag51,OH,Denver,M,2.0,1-544-132-7237,Solutia,91.0,563.0,Canada,1219620.0,,v6m 1q3,,0.0,R,8.0
Bet52,WY,Dallas,M,2.0,1-821-089-2089,,17.0,391.0,United States of America,1718910.0,,X7j 1r1,,3.0,O,4.0
Van53,NJ,San Jose,S,4.0,1-135-391-9787,A.O. Smith,6.0,381.0,United States of America,,,B8b 1z5,66244.0,4.0,O,8.0
O'L54,ND,Bellevue,S,0.0,1-776-182-6215,AptarGroup,89.0,539.0,United States of America,2636424.0,,t5d 1v4,426954.0,3.0,U,9.0
and55,NC,San Buenaventura,M,5.0,1-079-780-7761,Coca-Cola,99.0,497.0,United States of America,1326305.0,,V6t 1r2,126891.0,4.0,O,0.0
sta56,WV,St. Louis,M,4.0,1-504-346-4393,Kimberly-Clark,77.0,661.0,Canada,2241997.0,,91177,454196.0,2.0,O,
CHA57,GA,Pueblo,S,5.0,1-985-538-4351,Visteon,,558.0,United States of America,1542891.0,Apt. 275,T5c 1t1,163940.0,3.0,R,0.0
ASI58,Ontario,Regina,W,,1-254-097-9398,TECO Energy,90.0,534.0,Canada,797918.0,,35862,365213.0,1.0,O,
ask59,MA,Saskatoon,M,0.0,1-545-924-9552,Bemis,82.0,373.0,United States of America,347654.0,,96820,428739.0,0.0,U,6.0
Kik60,CA,Jackson,M,4.0,1-984-233-8818,Wyeth,,382.0,United States of America,2456397.0,,75238,142444.0,0.0,O,8.0
Cha61,SD,St. Petersburg,S,3.0,1-528-691-1642,United Technologies,15.0,475.0,United States of America,1284229.0,,85769,416168.0,3.0,O,10.0
KIL62,Saskatchewan,Scottsdale,D,2.0,,Clorox,,539.0,United States of America,618787.0,,H5i 1o9,291420.0,0.0,O,3.0
kin63,RI,Charlotte,M,4.0,1-171-807-8213,Discovery Communications,96.0,711.0,United States of America,1171606.0,,90849,413501.0,5.0,O,6.0
MAL64,NC,Waterbury,M,4.0,1-056-241-7009,Williams-Sonoma,38.0,606.0,United States of America,3983261.0,,43644,,,O,1.0
Odu65,SD,Chesapeake,W,3.0,1-389-414-0570,Manitowoc,10.0,494.0,United States of America,2328568.0,,99213,419143.0,3.0,O,0.0
DI 66,IL,Hialeah,M,1.0,1-583-542-1656,Henry Schein,72.0,309.0,United States of America,2078600.0,,72226,155057.0,5.0,O,3.0
STU67,OR,Charleston,M,2.0,1-269-712-0672,Trinity Industries,97.0,630.0,United States of America,2986155.0,,V6Z 1Q9,313859.0,5.0,O,3.0
HAM68,Ontario,Salem,S,4.0,1-670-102-0463,Pepsi Bottling,48.0,330.0,United States of America,1864039.0,,20082,265907.0,1.0,O,10.0
LIB69,FL,Sacramento,S,,1-699-726-3895,UGI,97.0,710.0,Canada,1293721.0,,35827,283481.0,0.0,O,9.0
ohs70,NM,Santa Clarita,M,4.0,1-640-666-2876,Greif,73.0,475.0,United States of America,3850114.0,,99692,200635.0,0.0,R,7.0
HUM71,NE,Sherbrooke,U,0.0,1-540-639-1311,Equifax,71.0,596.0,United States of America,1618743.0,APT. 143,V6c 1q5,434519.0,1.0,O,3.0
BRA72,MI,Colorado Springs,W,5.0,1-285-874-8492,,93.0,670.0,United States of America,3383487.0,,80158,392315.0,1.0,O,9.0
Boa73,New Brunswick,Berkeley,U,5.0,1-121-904-0040,Freescale Semiconductor,53.0,722.0,United States of America,2981876.0,,t6d 1b6,493829.0,3.0,O,
Mcn74,NJ,San Buenaventura,U,3.0,1-017-842-3201,Aleris International,32.0,587.0,United States of America,2109339.0,,33120,97489.0,2.0,O,7.0
MAR75,ND,New Haven,S,4.0,1-215-859-3206,,1.0,609.0,United States of America,791803.0,,99742,,3.0,O,4.0
Wil76,Saskatchewan,Shreveport,S,0.0,1-764-520-7470,World Fuel Services,39.0,401.0,United States of America,3523678.0,,V6N 1T1,383046.0,1.0,O,7.0
Dea77,KS,Lansing,M,4.0,1-414-130-0162,R.R. Donnelley & Sons,77.0,335.0,United States of America,1681902.0,,44104,1190.0,0.0,,0.0
Hou78,SD,Pembroke Pines,U,5.0,1-970-240-9990,Brinker International,18.0,569.0,United States of America,3851455.0,,14605,85733.0,5.0,O,7.0
Goy79,FL,Palmdale,M,0.0,1-408-684-6459,Temple-Inland,70.0,,Canada,2339382.0,,80076,387890.0,2.0,R,9.0
Mok80,Saskatchewan,Savannah,S,2.0,1-330-353-5908,Psychiatric Solutions,26.0,679.0,United States of America,,,V6I 1V6,16808.0,0.0,O,7.0
Run81,FL,Amarillo,M,,1-766-726-2675,Nash-Finch,,356.0,United States of America,2065016.0,,97307,304589.0,4.0,,10.0
BEL82,UT,Anchorage,S,2.0,1-938-425-7509,AMR,58.0,308.0,United States of America,2454049.0,,46237,48506.0,5.0,R,9.0
BAE83,WY,Louisville,M,0.0,1-527-308-8874,Spartan Stores,43.0,412.0,United States of America,2423395.0,,V6B 1S6,,4.0,O,4.0
MAU84,NH,Hilo,D,2.0,1-810-590-0635,Cigna,65.0,618.0,United States of America,1342045.0,,H2d 1x1,358862.0,3.0,O,4.0
Koo85,AR,Sudbury,S,5.0,1-274-548-2512,General Cable,24.0,429.0,United States of America,861756.0,,95108,477614.0,3.0,O,5.0
Lau86,CT,Orlando,S,3.0,1-649-754-4601,Dun & Bradstreet,79.0,819.0,United States of America,1215349.0,,80050,175414.0,1.0,O,3.0
Man87,VT,Missoula,M,0.0,1-905-932-1785,Casey's General Stores,48.0,552.0,Canada,3981554.0,,90122,427598.0,1.0,O,7.0
PIE88,Manitoba,Abilene,S,0.0,1-031-004-7697,Jack in the Box,69.0,587.0,United States of America,3865937.0,,43614,368207.0,4.0,O,9.0
Bus89,NJ,Saskatoon,S,3.0,1-994-812-4796,Assurant,91.0,304.0,United States of America,2804700.0,,61110,449944.0,1.0,O,6.0
BAB90,KY,Irvine,,5.0,1-176-513-4041,Psychiatric Solutions,75.0,795.0,United States of America,3283558.0,,70174,166247.0,5.0,U,4.0
Bur91,GA,Reno,S,1.0,1-072-244-6337,Danaher,85.0,830.0,United States of America,450524.0,APT. 373,90324,391165.0,3.0,O,2.0
Kin92,NJ,Sacramento,M,5.0,1-924-669-9328,Clorox,76.0,709.0,United States of America,,,s7d 1n1,165854.0,3.0,R,3.0
POM93,SC,Topeka,S,2.0,1-598-488-3541,Boyd Gaming,68.0,493.0,United States of America,,,93829,326181.0,1.0,O,8.0
BOA94,TN,Rancho Cucamonga,M,3.0,1-295-539-3868,Eaton,95.0,680.0,United States of America,633760.0,,89116,173387.0,,O,
Ron95,WY,Hilo,M,1.0,1-554-020-0267,Dynegy,15.0,800.0,United States of America,3634954.0,,94315,301127.0,5.0,R,
wei96,Ontario,Saint John,M,1.0,1-793-621-4566,AmeriCredit,17.0,614.0,United States of America,799268.0,,T5b 1u9,487230.0,5.0,R,4.0
Hel97,DC,Torrance,,4.0,1-787-267-4261,SLM,94.0,763.0,Canada,39093.0,,T6b 1a5,425747.0,0.0,R,6.0
mog98,Alberta,Santa Clara,S,4.0,1-668-247-1597,NV Energy,70.0,561.0,United States of America,2705353.0,,60699,401946.0,4.0,O,3.0
boz99,ME,Torrance,S,1.0,1-901-346-8890,Landstar System,29.0,569.0,United States of America,3565153.0,,V6p 1s8,425422.0,2.0,O,4.0
Zah100,MA,Stockton,M,4.0,1-451-273-3803,Pacific Life,52.0,634.0,United States of America,2832204.0,,v6i 1p1,208890.0,1.0,O,5.0
And101,NV,Paterson,U,5.0,1-129-499-9136,Textron,51.0,488.0,United States of America,2194345.0,,79423,67880.0,3.0,O,10.0
Bam102,WA,Mesa,W,2.0,1-899-319-0772,Pfizer,24.0,788.0,Canada,3737140.0,,H5j 1o6,133412.0,3.0,O,5.0
fro103,WY,Anchorage,D,3.0,1-053-396-0441,Cigna,98.0,333.0,United States of America,464753.0,,93761,144829.0,4.0,O,8.0
Car104,NJ,Miami,M,1.0,1-239-665-9540,Ameren,59.0,601.0,United States of America,596696.0,,76150,,1.0,U,
muc105,LA,Great Falls,U,3.0,1-605-888-3403,Consolidated Edison,49.0,595.0,Canada,1504753.0,,99717,143682.0,4.0,O,2.0
gat106,TX,Erie,U,0.0,1-630-604-2543,Occidental Petroleum,1.0,433.0,United States of America,3049281.0,,60608,350020.0,1.0,O,10.0
Sch107,SC,Hollywood,U,0.0,1-851-862-7928,Sherwin-Williams,79.0,403.0,United States of America,247478.0,,v6w 1u4,435103.0,,O,10.0
pom108,TX,Tulsa,,1.0,1-065-415-5724,Affiliated Computer Services,6.0,615.0,United States of America,2750301.0,,T5b 1t6,207768.0,5.0,R,3.0
cuc109,MN,Tucson,M,0.0,1-408-512-1007,Valassis Communications,70.0,735.0,United States of America,721333.0,,23298,407512.0,4.0,O,1.0
SUG110,ID,Anchorage,S,3.0,1-083-902-4184,,23.0,668.0,United States of America,669440.0,,32803,403366.0,0.0,O,1.0
Pep111,MI,Sandy,M,3.0,1-568-403-7081,Smithfield Foods,78.0,349.0,Canada,2473979.0,,64122,384095.0,5.0,O,
Cha112,OK,Boston,S,4.0,1-824-389-0618,,79.0,654.0,United States of America,3545170.0,SUITE 7,T6b 1h2,288969.0,,,
SEI113,UT,Vancouver,U,2.0,1-174-210-2058,TD Ameritrade,72.0,361.0,United States of America,1494871.0,Apt. 971,22222,233665.0,3.0,O,6.0
GAR114,PA,Akron,S,4.0,1-425-503-7952,Comerica,31.0,427.0,Canada,436164.0,,T6a 1d2,147236.0,0.0,U,1.0
Tou115,New Brunswick,Lancaster,W,0.0,1-012-389-9089,Steel Dynamics,86.0,322.0,United States of America,1069481.0,,v5d 1n9,452557.0,3.0,O,1.0
Kur116,UT,Concord,S,2.0,1-909-472-6704,Coca-Cola Enterprises,,792.0,United States of America,,,23321,179305.0,0.0,R,9.0
Her117,VA,Chesapeake,U,3.0,1-622-167-5411,News Corp.,87.0,478.0,Canada,2957261.0,,90505,205817.0,0.0,O,2.0
MCV118,NH,Flint,M,,1-164-511-9338,,92.0,477.0,United States of America,228459.0,,19066,262711.0,5.0,O,1.0
LAB119,VT,Chattanooga,M,1.0,1-804-532-9163,Stater Bros. Holdings,4.0,449.0,Canada,67267.0,,v6s 1r3,84810.0,5.0,O,6.0
but120,FL,Billings,U,2.0,1-197-370-0297,BorgWarner,8.0,466.0,United States of America,1087978.0,,78769,96441.0,4.0,O,2.0
Pro121,NC,Scottsdale,M,0.0,1-337-042-5687,CB Richard Ellis Group,97.0,483.0,United States of America,3885967.0,,53769,462762.0,5.0,O,2.0
Irc122,VA,Oshawa,D,5.0,1-056-138-5321,Zimmer Holdings,,588.0,United States of America,3271101.0,,H7E 1U6,141890.0,4.0,O,4.0
Ziv123,DC,Naperville,,5.0,1-776-191-2031,Mohawk Industries,40.0,313.0,Canada,,,e7o 1k1,156610.0,5.0,O,2.0
sim124,NC,Tampa,U,1.0,1-280-696-2706,Berkshire Hathaway,95.0,647.0,United States of America,1999133.0,,90374,164752.0,4.0,R,1.0
kei125,MS,Jackson,S,1.0,1-857-581-6346,Saks,92.0,430.0,United States of America,1100786.0,,63169,278949.0,5.0,O,2.0
arv126,SC,Hay River,W,0.0,,Gardner Denver,67.0,467.0,United States of America,563992.0,,16515,,5.0,O,8.0
Pra127,KS,Irvine,M,3.0,1-716-343-0884,Hasbro,24.0,399.0,United States of America,962397.0,,85309,463736.0,2.0,O,7.0
lue128,VT,Idaho Falls,M,2.0,1-101-776-2496,CBS,26.0,654.0,United States of America,1064169.0,,92158,,3.0,O,5.0
Prz129,IL,Moreno Valley,S,2.0,1-769-028-0589,Synnex,62.0,378.0,United States of America,2100059.0,,33152,86667.0,0.0,O,3.0
pen130,FL,Ontario,W,5.0,1-005-833-8970,Belden,37.0,338.0,United States of America,99025.0,,83729,193470.0,1.0,O,10.0
Gua131,MI,Concord,S,5.0,1-884-215-4243,Broadcom,71.0,695.0,United States of America,3865481.0,,B8b 1z6,406379.0,0.0,R,10.0
bre132,Newfoundland,Phoenix,M,1.0,,Reynolds American,29.0,614.0,Canada,804544.0,,53717,480595.0,3.0,U,7.0
Sav133,ME,Coral Springs,S,4.0,1-725-177-7815,Wells Fargo,89.0,307.0,United States of America,3143356.0,,t5c 1w7,181718.0,5.0,O,7.0
ABB134,AL,Oxnard,M,0.0,1-277-496-5396,Retail Ventures,11.0,331.0,United States of America,,,37245,468310.0,3.0,O,2.0
OP135,IN,Brownsville,S,2.0,1-756-463-2201,AT&T,20.0,638.0,United States of America,2311953.0,,94401,354987.0,0.0,O,2.0
Mer136,NH,Memphis,W,3.0,1-261-338-7463,Wynn Resorts,75.0,703.0,Canada,3120608.0,,B8a 1y3,284539.0,5.0,O,3.0
rut137,DC,Flint,S,0.0,1-811-086-4675,Eastman Kodak,95.0,302.0,United States of America,2058270.0,,t6b 1k2,213725.0,5.0,O,7.0
bem138,DC,Lafayette,U,2.0,1-338-771-1185,Aramark,0.0,522.0,United States of America,1511983.0,,85306,74195.0,3.0,O,
Pen139,MD,Greensboro,M,5.0,1-554-231-5318,ENSCO International,73.0,,United States of America,439080.0,,V6R 1R7,169295.0,1.0,O,
tor140,Prince Edward Island,Sterling Heights,W,1.0,1-733-886-5227,Auto-Owners Insurance,39.0,833.0,United States of America,921255.0,,68513,307832.0,0.0,R,5.0
law141,MD,Costa Mesa,U,1.0,1-267-357-1943,Bemis,76.0,,United States of America,3810365.0,,v6n 1v9,20397.0,1.0,O,2.0
Bee142,New Brunswick,Houston,U,2.0,1-602-756-7919,Securian Financial Group,5.0,664.0,United States of America,2641938.0,Suite 397,83702,463094.0,2.0,O,6.0
sch143,HI,Bakersfield,U,4.0,1-793-864-7010,Ford Motor,65.0,789.0,United States of America,3857323.0,,80125,331900.0,1.0,O,7.0
Wit144,ND,Chesapeake,S,5.0,1-637-020-2921,ConAgra Foods,94.0,803.0,United States of America,1636212.0,,M5G 1Y7,8421.0,0.0,U,0.0
MER145,Nova Scotia,Sandy,M,4.0,1-428-797-6325,Charter Communications,95.0,720.0,United States of America,2999082.0,,80213,35780.0,4.0,,3.0
bia146,ME,Lewiston,M,1.0,1-011-549-5618,Calpine,28.0,839.0,United States of America,2280820.0,,60737,139897.0,0.0,R,4.0
Swi147,Alberta,Elizabeth,D,4.0,1-993-255-5481,Crane,76.0,621.0,United States of America,1050866.0,SUITE 464,90510,414119.0,1.0,O,0.0
bul148,VT,Sudbury,D,5.0,1-487-749-4448,Textron,81.0,628.0,United States of America,,,92882,234035.0,4.0,O,3.0
TYR149,DE,Austin,W,3.0,1-192-352-2184,Idearc,38.0,813.0,Canada,603001.0,,98121,144405.0,5.0,O,6.0
Fyf150,MA,Salinas,W,5.0,1-293-442-4224,Cabela's,25.0,367.0,United States of America,3368239.0,,H2e 1x9,55441.0,3.0,R,3.0
Sic151,CA,Peoria,D,4.0,1-078-502-6700,EOG Resources,0.0,807.0,United States of America,1042629.0,,23503,392869.0,2.0,O,10.0
CAS152,Manitoba,Sydney,U,3.0,1-430-909-3001,,61.0,501.0,United States of America,1948746.0,,40208,402416.0,4.0,O,8.0
Cho153,TN,San Antonio,U,0.0,1-392-455-0895,Burlington Coat Factory,3.0,490.0,United States of America,3113862.0,,75201,89984.0,2.0,O,10.0
CHA154,FL,Oklahoma City,W,2.0,1-273-921-9787,Southwest Airlines,77.0,321.0,United States of America,2777290.0,,93852,395773.0,3.0,O,3.0
bei155,CA,Miami,U,1.0,1-012-993-4538,RPM International,8.0,,United States of America,2210073.0,,32312,126662.0,0.0,R,6.0
Ele156,CO,Yonkers,U,4.0,1-890-859-4211,Amazon.com,34.0,446.0,United States of America,1999684.0,,90059,132008.0,1.0,O,7.0
o'g157,Saskatchewan,Columbia,M,5.0,1-080-032-3031,Neiman Marcus,15.0,428.0,United States of America,2119678.0,,77006,417218.0,5.0,O,2.0
Kat158,UT,Lubbock,S,0.0,1-561-620-7173,Goldman Sachs Group,66.0,423.0,United States of America,169808.0,,23224,360063.0,0.0,O,5.0
Lui159,ME,Chattanooga,U,5.0,1-017-439-0362,Boeing,55.0,499.0,United States of America,1072732.0,,10055,100516.0,4.0,O,6.0
Kla160,NH,Fargo,S,1.0,1-248-539-6621,United Refining,8.0,342.0,United States of America,2261442.0,,35830,16814.0,1.0,O,7.0
Bru161,VA,Omaha,M,1.0,1-611-789-5569,D.R. Horton,7.0,632.0,United States of America,2234368.0,,v6m 1s9,,3.0,U,1.0
Apt162,TX,Yonkers,M,3.0,1-023-151-8130,Jarden,97.0,525.0,United States of America,575288.0,,22304,315962.0,1.0,O,6.0
sch163,Saskatchewan,Spokane,M,5.0,1-005-574-3523,Systemax,95.0,371.0,United States of America,1102479.0,,06101,299268.0,1.0,R,9.0
Lan164,NH,Tulsa,U,1.0,1-550-487-1571,Marriott International,92.0,699.0,United States of America,2995388.0,,78756,301490.0,3.0,O,4.0
Fus165,VA,Garden Grove,M,3.0,1-280-494-1415,Expeditors International,17.0,435.0,United States of America,1147193.0,,93003,36052.0,2.0,O,8.0
Nev166,IA,Fort Lauderdale,U,1.0,1-803-438-4141,Great Plains Energy,81.0,512.0,United States of America,1136540.0,,T5D 1P2,437483.0,4.0,U,2.0
SHA167,NC,Philadelphia,M,5.0,1-566-299-2351,Danaher,13.0,552.0,Canada,1677669.0,,10108,152971.0,,O,6.0
Sau168,NH,Sydney,M,0.0,1-586-363-4189,,78.0,,Canada,2160706.0,,t5c 1l3,449495.0,2.0,O,8.0
fri169,AL,Waterbury,M,4.0,1-505-124-9029,Watson Wyatt Worldwide,78.0,687.0,United States of America,2525665.0,,M5B 1Z8,349827.0,1.0,O,5.0
fer170,British Columbia,Tacoma,M,3.0,1-897-996-9812,Yahoo,85.0,433.0,United States of America,3517622.0,,V6H 1W2,9562.0,1.0,R,0.0
LAN171,MD,Charlottetown,U,1.0,1-922-919-5858,Convergys,68.0,746.0,United States of America,,,90308,24514.0,2.0,,7.0
Bha172,IA,Independence,M,0.0,1-326-572-2988,Celanese,1.0,405.0,Canada,97675.0,,M5e 1y2,407985.0,0.0,R,9.0
Jor173,ND,Escondido,M,5.0,1-076-972-4311,Dana Holding,83.0,805.0,United States of America,,,80029,,5.0,O,
KNU174,NY,Lansing,M,4.0,1-341-595-8408,XTO Energy,78.0,819.0,United States of America,3569070.0,,30350,257897.0,4.0,O,5.0
Ham175,OR,Anaheim,M,0.0,,Alliance Data Systems,,648.0,United States of America,1507616.0,,97240,261143.0,5.0,O,0.0
MAU176,MO,Glendale,U,5.0,1-536-952-5040,Franklin Resources,5.0,401.0,United States of America,514151.0,,R3A 1M1,110615.0,5.0,R,10.0
Rez177,CT,Chula Vista,U,2.0,1-663-917-0422,Fidelity National Financial,43.0,484.0,United States of America,2903408.0,Apt. 426,73172,407799.0,0.0,U,8.0
Koa178,MO,Orlando,U,4.0,1-843-773-1791,FirstEnergy,53.0,463.0,Canada,1695814.0,,V6s 1p9,195242.0,4.0,O,1.0
HAN179,MN,Cleveland,U,3.0,1-823-567-1252,Commercial Metals,13.0,335.0,United States of America,868465.0,,90140,315490.0,0.0,O,5.0
jak180,NC,Huntington,U,5.0,1-744-421-7512,Genzyme,7.0,,United States of America,2810709.0,,94639,22201.0,4.0,O,10.0
ump181,TN,Fayetteville,M,4.0,1-621-744-1484,US Airways Group,17.0,381.0,United States of America,3593363.0,,22307,441579.0,5.0,R,7.0
Wic182,NV,Riverside,M,2.0,1-973-214-3381,Advanced Micro Devices,67.0,708.0,Canada,2607636.0,,55116,342730.0,2.0,O,1.0
Gat183,AL,Dayton,M,5.0,1-428-266-1600,United Parcel Service,54.0,354.0,Canada,2735642.0,Apt. 540,M6s 1i5,117267.0,4.0,R,8.0
bot184,NE,Corona,S,1.0,1-334-466-5299,Fastenal,5.0,547.0,United States of America,1501732.0,,92708,260107.0,4.0,,10.0
DAV185,KS,Oklahoma City,D,1.0,1-249-478-5643,Core-Mark Holding,28.0,761.0,United States of America,397072.0,,V6r 1q6,166760.0,1.0,O,9.0
HIL186,NY,Dallas,M,4.0,1-804-228-8548,Boise,5.0,659.0,United States of America,3399757.0,,63178,401021.0,1.0,O,1.0
war187,NY,Durham,M,4.0,1-564-230-0062,DST Systems,,351.0,United States of America,2684548.0,,x7j 1r5,70945.0,2.0,R,9.0
MAC188,Saskatchewan,Tacoma,S,3.0,1-781-339-9073,United States Steel,72.0,608.0,United States of America,3041622.0,apt. 48,M5e 1y7,389391.0,3.0,O,7.0
lev189,Prince Edward Island,Alexandria,S,4.0,1-096-116-9962,Pepco Holdings,12.0,706.0,United States of America,3211816.0,,23257,63226.0,2.0,O,3.0
Goo190,Alberta,Hialeah,M,0.0,1-914-194-6997,Acuity Brands,71.0,391.0,United States of America,127026.0,apt. 968,V6I 1U7,206220.0,4.0,O,8.0
Koh191,Ontario,Denver,W,5.0,1-733-360-9116,Baker Hughes,90.0,461.0,United States of America,588945.0,,94539,,4.0,R,2.0
AYL192,TN,Fort Lauderdale,U,4.0,1-591-402-8026,Newell Rubbermaid,20.0,510.0,United States of America,1962620.0,,H7h 1v4,337152.0,4.0,O,2.0
CHO193,VA,Mesa,W,,1-326-180-9322,Westlake Chemical,58.0,805.0,United States of America,178193.0,,15201,312074.0,2.0,O,5.0
DIT194,TX,Cleveland,M,2.0,1-784-796-6844,Jones Lang LaSalle,57.0,702.0,United States of America,2102811.0,,t5a 1n6,68551.0,4.0,O,7.0
EMI195,MT,Lewiston,W,4.0,1-662-625-4671,Burger King Holdings,43.0,368.0,United States of America,2246854.0,,78784,488800.0,1.0,O,3.0
Ryd196,IL,Tallahassee,W,3.0,1-627-590-4931,Hovnanian Enterprises,39.0,520.0,United States of America,1312448.0,APT. 392,H6d 1w8,431633.0,2.0,R,8.0
mei197,WY,El Monte,S,0.0,1-055-694-7984,Medical Mutual of Ohio,87.0,666.0,United States of America,295993.0,,06705,72797.0,3.0,O,2.0
Ceg198,NC,Sioux Falls,S,0.0,1-166-844-7429,Lockheed Martin,57.0,587.0,United States of America,1220003.0,,M5c 1v9,260576.0,1.0,O,9.0
hai199,ND,Columbia,U,4.0,1-516-930-4640,Yum Brands,58.0,643.0,United States of America,2400476.0,,90759,200096.0,5.0,O,4.0
cle200,GA,San Francisco,,,1-261-215-4290,Wesco International,28.0,484.0,United States of America,2900897.0,,22301,,4.0,R,5.0
Cie201,VA,Santa Clara,U,3.0,1-681-572-7662,Volt Information Sciences,95.0,,United States of America,3942140.0,,19165,267656.0,1.0,R,3.0
Par202,Prince Edward Island,Greensboro,S,1.0,1-288-967-5460,Western Union,98.0,676.0,United States of America,2118119.0,,75007,35253.0,2.0,R,8.0
LOZ203,OR,Waco,M,5.0,1-315-022-2148,,55.0,300.0,United States of America,338540.0,,90302,113159.0,2.0,O,4.0
Pas204,WI,Rochester,,2.0,1-707-402-6121,Lubrizol,14.0,,Canada,2617116.0,APT. 630,84092,297444.0,3.0,R,8.0
Aul205,ID,Tampa,M,3.0,1-186-893-7846,C.H. Robinson Worldwide,30.0,831.0,United States of America,1459711.0,,v6d 1u1,52092.0,1.0,O,9.0
bar206,MT,Paterson,M,3.0,1-571-918-3795,Celgene,90.0,609.0,United States of America,1804959.0,,99503,30249.0,1.0,O,7.0
ELL207,MD,Fullerton,S,2.0,1-206-055-2128,Leggett & Platt,69.0,679.0,United States of America,2957472.0,,80960,483052.0,0.0,O,2.0
for208,NY,London,U,4.0,1-963-724-8044,Fidelity National Information,67.0,634.0,United States of America,2919293.0,suite 344,53743,287060.0,0.0,O,6.0
Bur209,HI,Newark,W,1.0,1-050-641-8503,Arch Coal,41.0,338.0,Canada,3610130.0,,t6d 1k1,274154.0,1.0,O,4.0
FOL210,DE,Buffalo,M,5.0,1-020-258-1680,Affinia Group Intermediate,2.0,332.0,United States of America,1209441.0,,91350,379659.0,5.0,O,4.0
Led211,PA,El Paso,M,0.0,,Kellogg,89.0,721.0,United States of America,1058712.0,,37916,,0.0,O,8.0
kop212,IN,Toledo,,4.0,1-886-961-7857,PerkinElmer,88.0,351.0,United States of America,1946028.0,,22329,100796.0,1.0,O,3.0
pay213,MT,Sterling Heights,M,1.0,1-999-799-7384,Limited Brands,90.0,564.0,Canada,1420984.0,,M1i 1r8,128277.0,1.0,O,6.0
PAL214,WY,New Haven,M,1.0,1-362-078-4138,OfficeMax,54.0,379.0,United States of America,213235.0,,h5i 1p1,147414.0,3.0,O,9.0
fel215,FL,Dallas,S,1.0,1-174-723-5263,J.B. Hunt Transport Services,53.0,727.0,United States of America,472425.0,,M1I 1R5,51559.0,2.0,O,8.0
ATW216,RI,Milwaukee,U,2.0,1-898-789-3598,American Express,89.0,578.0,United States of America,1160132.0,,53739,355622.0,3.0,O,2.0
Mcb217,CO,Anaheim,W,5.0,1-482-305-5399,Occidental Petroleum,31.0,642.0,United States of America,2869995.0,,06603,468116.0,1.0,O,10.0
Jal218,SD,Huntington Beach,M,1.0,1-834-784-7657,Shaw Group,1.0,,United States of America,3727044.0,apt. 3,28247,276728.0,0.0,O,1.0
