prospect_gncd,prospect_nmbrcrs,prospect_wnrrntflg,prospect_g,prospect_mrtlstts,prospect_cntr,prospect_frstnm,prospect_ddrssln2,prospect_ct,prospect_phn,prospect_stt,prospect_mddlntl,prospect_nmbrcrdtcrds,prospect_crdtrtng,prospect_pstlcd,prospect_ncm,prospect_nmbrchldrn,prospect_mplr,prospect_ntwrth
fgf12868,4.0,O,71.0,M,,yqvycwmlrnh,xjdfdugtvqfurqmodjzrkjstopvgtportrywdnaqaehqfssqlfniferiuadtrmzctsh,Bridgeport,1-684-476-4139,LA,,3.0,597.0,NGFHDRTQUJ,186907.0,4.0,Solutia,2803157.0
RIP12869,4.0,,63.0,S,United States of America,iyjrsnnldbsrkvtpibvfkdziyg,Fqloyizjgelbkwnmahaspdopdhzuvrofheyahhnngdiasufkkcqdtmkgbppaosmovvjdqoewim,Fort Collins,1-308-728-0278,KY,o,5.0,819.0,Pujdd,149292.0,3.0,Home Depot,1998054.0
Fgy12870,2.0,O,80.0,U,,GWIIT,Muwtwyhhufyfjgbgxuawmqjzujkzcbc,Las Vegas,1-190-731-7874,KY,q,4.0,506.0,okxttfhi,385358.0,2.0,Fortune Brands,867553.0
Dpq12871,2.0,R,,M,Canada,Aeefbezkzpkk,Fibvztekaxbgrjisggjvt,McAllen,1-613-824-1706,ID,,5.0,355.0,lnxvk,430576.0,2.0,Morgan Stanley,2835340.0
Lsv12872,0.0,,41.0,D,United States of America,Fdnuwhbmtx,Gccvheeodzgqdergdheqfbvtqlliyavzkwfgluewrvbrkcqxmmmcihm,Oshawa,1-210-340-4624,MN,,5.0,735.0,Gtovwl,363316.0,3.0,Advanced Micro Devices,3005045.0
Kjf12873,4.0,O,35.0,S,United States of America,Svwzwuey,Mjptqgeevdlommxnnidpyjkalkkprwfpwevdrbyzolafz,Mesquite,1-898-024-9566,MO,m,5.0,535.0,UTWQR,25667.0,0.0,Patterson-UTI Energy,3468507.0
lif12874,0.0,R,32.0,D,Canada,xxenwkorunfqksjkerdmshdz,iavwgmexglxcbrbb,Los Angeles,1-088-938-0312,NM,F,,548.0,ERDGXONT,428168.0,0.0,Mutual of Omaha Insurance,3406613.0
vax12875,4.0,O,30.0,M,United States of America,Wrxwmnsfymirncncdkfcn,dpzorswggeaisgibyefolkvhfgqpemzcsgakzjpxboanjhczemncduuibrryjlicgpbswyqedxb,Fort Lauderdale,1-050-997-9585,WI,K,4.0,376.0,RQUMGWI,346317.0,2.0,GameStop,
Vie12876,5.0,R,65.0,S,United States of America,RLSHDMOJDWNU,PBJCPTCUDCBZZFDUGPAPBHD,Madison,1-075-417-4832,MO,W,6.0,441.0,YQHEFXX,182949.0,5.0,Pantry,2398882.0
Zno12877,4.0,U,63.0,U,United States of America,ejwfucelzsqaoyllj,VVHSQCQCMCKSVOTGVORXNIRTZRPHLT,Victoria,1-894-208-2862,NJ,,0.0,577.0,Gmsma,414677.0,0.0,American National Insurance,
ehd12878,,O,33.0,S,,Otdbcfdagrxmgq,ckmhwckxqrwhlillnxaw,Des Moines,1-588-826-0221,British Columbia,,0.0,470.0,,136480.0,3.0,Tupperware Brands,1572808.0
Jbc12879,4.0,R,78.0,U,United States of America,Dggzhfntmfgrsdfffzwqbbqa,Vwwaxvnliapyodiwlrhsqnhmppylookhiunclhnbekxdlyydjgdzgenlq,Torrance,1-928-569-9269,UT,,1.0,673.0,MVQPYFDT,359713.0,4.0,,2345909.0
avd12880,0.0,O,9.0,M,United States of America,unowpxaxusesfeifxtxazejmfozo,Jwxisujkcneaoplyyygfmbsgmonukouediqtvdrlpwiolbld,Yonkers,1-197-563-9258,TX,C,0.0,361.0,Xmtvxpdxg,180925.0,5.0,Western & Southern Financial,403189.0
Xwi12881,,O,10.0,M,United States of America,lggrjqitknqibwrffrela,Igawvaqbhmoyoxgjvzwodavonredztjtgxszftyxrqtzsfnzcetwlyrbbpoytpisxcjh,Lakewood,1-909-314-7780,HI,R,1.0,741.0,,359348.0,0.0,Fastenal,1971569.0
zmm12882,2.0,R,43.0,U,United States of America,Etnopadawwst,Yioaujptinuhlfqj,Calgary,1-949-142-6809,NY,N,3.0,779.0,FTFOT,234286.0,4.0,,3168477.0
Vpl12883,3.0,O,94.0,M,United States of America,Njerotzfmnrhyrxc,Kvqfzmqvpahlrf,Mobile,1-072-952-5343,LA,,10.0,625.0,KLGFT,447519.0,3.0,National Oilwell Varco,3321462.0
Dde12884,0.0,O,51.0,M,United States of America,Ezhvfmcostdoskmcfwzvngviw,oavxw,Irvine,1-626-508-4169,ME,,9.0,779.0,Rgcbglmwq,293193.0,,Mueller Water Products,469923.0
umu12885,1.0,O,34.0,M,,bgxdaunmqahulemdpn,,Beaumont,1-611-673-6313,WI,,3.0,665.0,Mucad,115369.0,4.0,,643645.0
Nri12886,1.0,U,,M,United States of America,CVGGUFBNBXIBANKTOVSLWENFH,Ioawfizbiphsekartkyqmupebqmghnonytkhjsinankwzuhtraswamzjijr,Cincinnati,1-556-036-4115,Manitoba,C,3.0,336.0,Ngafkkbydv,118204.0,4.0,CB Richard Ellis Group,1732064.0
wyr12887,,O,48.0,M,United States of America,Fmkewmfwgmzxpfbruopjjv,azkitydbmbgdxr,Santa Rosa,1-658-767-1651,Prince Edward Island,N,8.0,752.0,TTCVEFKFUWJ,226602.0,3.0,Perini,3821563.0
Jnn12888,0.0,O,80.0,D,United States of America,Lkduocwdloovawlmkinlusqnjgd,WXQXXQZUTWKX,Regina,1-855-813-3044,KY,m,10.0,398.0,Qqbkn,8504.0,1.0,Exelon,3582599.0
MHO12889,0.0,O,54.0,M,United States of America,Etpfktatjncubilu,Hssnnekomafjiqjdxiyirhkgfblgiimxbjiomgeaybhnbleuuvkvybaslztvdagnxsdjrmoanenfto,Topeka,1-263-092-1638,TX,,2.0,348.0,zbaloct,405451.0,5.0,Synnex,315952.0
Eoq12890,4.0,R,3.0,U,United States of America,kdludwavofvadiwd,xltdospajyzxqawnwodkqfuhhmftwkcbkurxsclabcesfmlfkutouuv,Toronto,1-398-373-2979,WA,A,2.0,807.0,AGDPJIVEDJ,151916.0,5.0,RSC Holdings,645990.0
yeg12891,1.0,O,90.0,W,United States of America,Iyoayxkmrgasmeafsjjueszvhfhe,ebcjxnbptspwsgzajpgzxfjyxrryhrwwxspcwzr,Charlottetown,1-780-537-4998,TX,B,6.0,747.0,Jflsidci,274141.0,4.0,Aetna,447381.0
VSE12892,4.0,,16.0,M,United States of America,Jbfxlw,Lueeockpojqoaaqyjcxhrbp,Louisville,1-592-076-8557,NH,,1.0,687.0,Gkqavqnskp,195000.0,3.0,Great Atlantic & Pacific Tea,332117.0
FKT12893,4.0,O,80.0,M,United States of America,yuetctvorzhdmlryjoqsnbcyxtm,FBFETKJHESRPBBONYDSIPP,Iqaluit,1-795-459-6351,MI,,,488.0,,198834.0,0.0,Polo Ralph Lauren,3354117.0
QPH12894,4.0,O,99.0,S,Canada,Kgvcdezouspaw,Aglaajhgdhsoqmlvakijydhyhgprbwlnbpghwsrcoqlehcsiupklclondwgmgugmafdmr,Montreal,1-293-510-3699,WY,,8.0,637.0,nxyclsi,6892.0,3.0,CB Richard Ellis Group,2535433.0
FCG12895,4.0,O,70.0,,United States of America,kujwvoihvk,jbwfizgjyhmrsitggxlpdwyisjelzolerxvlkalbkbgtumswnauckincu,Oshawa,1-744-858-3698,IA,,5.0,524.0,Usetk,222855.0,4.0,C.H. Robinson Worldwide,1742270.0
TVH12896,1.0,O,64.0,D,Canada,LPTHUIMXAXEWTINXEAUCOQIIRMQUMM,Wngtukabelsrpbce,Philadelphia,1-991-250-5450,MS,C,0.0,458.0,Kakvzneecapc,235994.0,1.0,Vought Aircraft Industries,1039205.0
kyb12897,5.0,U,74.0,W,United States of America,ehaejsotfijb,Mlwtiswafskmwanltqlxrbzltxhwdxalecir,Idaho Falls,1-152-266-2314,AR,Y,1.0,564.0,Qvkryvtzgdmg,452722.0,5.0,AmeriCredit,35714.0
LTH12898,4.0,O,2.0,M,,Rrxwztwoecqermniyhxqfegcg,Kcfryweuazeyuceldxjhoawhhufuhoxbdjbhiqnrnritrgq,Durham,1-753-439-6461,ID,,,440.0,nrsuphh,136002.0,0.0,Imation,340541.0
Wlg12899,5.0,O,3.0,M,,Rquvghckjxljqr,DCCZHGNRQJJXMFKFXXWYHPIZSHDPWRKYDROYUGXTMFFHDYIWRYXQUPPCATNS,Sydney,1-442-259-5864,IN,z,3.0,843.0,,315530.0,4.0,Terex,3023059.0
Gys12900,5.0,O,100.0,W,United States of America,aldrbegejoqdknmraxexkniflfe,Qnyfbkvjiqtnyspcqlnpksw,Sydney,,MO,S,6.0,659.0,RBKFSWLDELYX,4680.0,4.0,FMC Technologies,2681256.0
PKT12901,2.0,,16.0,S,United States of America,Eqapig,XPHDPQSIOKABFGVIPSCXANGRESZDFVL,Grand Prairie,1-927-581-1681,OH,P,,394.0,OCKGKG,415842.0,2.0,HealthSouth,1065668.0
Pre12902,1.0,O,29.0,U,United States of America,Rmwehtoqeoxomhqbkcwvtjb,VZYDRGZRKCLMIPAU,Lowell,1-623-950-8259,NH,D,4.0,527.0,Gacpi,15019.0,3.0,Huntsman,2758111.0
alr12903,2.0,O,86.0,U,United States of America,FKZFU,ekhqinwcuvqsxhyhkatvfolgttnxqlrgboertifemhebstdemdjhlovcviylbkajxisjbeouiesoygu,Fontana,1-892-745-5356,NC,L,4.0,688.0,TLHYGFUGNC,416269.0,5.0,Apple,780736.0
Mlh12904,,O,12.0,S,Canada,LFMUNLUEBFUYTOECUDHBOPDDPA,MDMNJINDRUEJNSJMVJZFJGCMKA,Jacksonville,1-210-751-0013,SD,I,6.0,741.0,ltfpvpntvtex,447105.0,0.0,Dell,1591768.0
Gwl12905,1.0,O,95.0,S,United States of America,Nurcnm,qgvmr,Naperville,1-237-109-9845,AL,,6.0,717.0,iegnrg,452985.0,5.0,,2834693.0
OEG12906,0.0,O,34.0,W,Canada,SLMYQAFPWNCUS,ANZOHPBNNPTVU,St. Petersburg,1-935-101-8600,CO,,10.0,716.0,,281076.0,,Burger King Holdings,1685067.0
jnq12907,2.0,O,87.0,M,United States of America,Ejewfsrgpeplpubds,gtejhbkvbichdljzpimpgxzrshtbzrfmhxcialuhexshkocbcucrhuncvedoepduqhkru,Nashville,1-682-792-9076,LA,,10.0,389.0,Hbcsaijjvi,426651.0,1.0,Dow Chemical,2001278.0
Xyl12908,3.0,O,61.0,D,Canada,lbtqftybiosccnmgjettt,ypxbefsxeyczbsjxystvgxovztbg,Mesa,1-948-440-4183,DC,,5.0,375.0,Chcsk,294444.0,2.0,Corn Products International,158030.0
Whu12909,2.0,O,69.0,D,United States of America,zcfdpnfwcdsyuoubt,CYAIRNCKGQIHTENYZZKHVVWGLPGGIPQDQKLHNOQICWDNJYHQM,Sacramento,,WY,K,1.0,643.0,KSGYD,312238.0,4.0,Ryder System,645587.0
Osi12910,2.0,O,29.0,,United States of America,Beydyzj,qcpadqeeppjuwotzxrcdhqolehzvkzykoxaijmmpmjtoisqmfhbxiejkarkgjrofzjdvfivvmlusbw,Lowell,,NE,,1.0,709.0,OTAEKWOPH,395614.0,4.0,Cracker Barrel Old Country,3303846.0
ved12911,2.0,,19.0,M,United States of America,YGWFDQMHGQLXGTFDPTTXJYHN,Nfrtvtxvvetbmsdndjpbaegrgneqsuvaldcxdfragndwxpokqoedpueyiafqzpvhjitgvqgie,Ontario,1-152-970-2092,New Brunswick,,8.0,417.0,wncyx,348183.0,0.0,Sempra Energy,3992394.0
Sxt12912,5.0,O,79.0,,Canada,Yzuwmcwrsffsmz,Dwfeyfjrnjfbpcxxqbhjnpmjavcjxbtlll,Jacksonville,,RI,,4.0,738.0,yxgjmxdyd,151500.0,2.0,KBR,1883321.0
KXL12913,0.0,U,68.0,U,United States of America,Bhndciec,,St. Paul,1-525-095-5115,TN,W,1.0,532.0,rybjuqm,393951.0,2.0,Mutual Life Insurance,1979953.0
ITR12914,4.0,O,63.0,W,United States of America,Yeiqhfqjdnrawlxry,Egpqmoahejibfdvaftagleuoh,Vancouver,1-017-683-7926,CO,P,6.0,378.0,gwlgjtagj,172809.0,0.0,Cypress Semiconductor,2106811.0
ved12915,,O,81.0,,United States of America,Mbhbydrxvuwmuveozna,Bkhjcmnxkwrkdebsumfkilbqcwya,Paterson,1-689-643-7002,GA,,0.0,521.0,Msvpgbhjxm,271507.0,5.0,,1697289.0
Ezb12916,,O,31.0,M,United States of America,Wwfmvrfvhimtcotpccfmvufpcjqmxn,Rhtailybspfoboswjyvttmcikjtdzrxsassbhcxgrqvqvsoxpgnxiysxpbgbyjnf,Cedar Rapids,1-744-405-1009,ID,,10.0,564.0,BNQHSAHGGCGH,458048.0,2.0,Dover,3731713.0
WZY12917,3.0,O,25.0,W,United States of America,FSNHJEBHGYCVRDLTZPMT,QJUNSAYAWMGJXOSVFYPRETTJLJNUQJHWAGIDUQOGQFLDHU,Jacksonville,1-611-653-9466,MN,j,7.0,743.0,Iwybnwvj,,2.0,Landstar System,2205560.0
Ahc12918,3.0,O,6.0,M,United States of America,HNSJN,Qrwndtcynmotodqdyxqperxgfdgbkvwhqjutybwss,Mesquite,1-603-532-5403,HI,W,3.0,,Zucbyraxuoo,56589.0,2.0,Windstream,153833.0
Qgq12919,3.0,O,74.0,S,Canada,Tkspqs,Khlwu,Milwaukee,1-379-775-3921,DE,,,743.0,asoyakxcyqf,189061.0,1.0,State Farm Insurance Cos.,706701.0
bqu12920,4.0,O,67.0,S,United States of America,Sprsxvrplrrycggihrmhxkoltz,Wturbqvv,West Valley,1-721-747-4350,Nova Scotia,i,6.0,387.0,Yvejlddpkz,200698.0,1.0,Pepsi Bottling,2109461.0
Fxr12921,1.0,R,73.0,M,United States of America,Kswpjldigwjui,Jhceaddbrhjxfolefzxpvtcfcvyibfzgqbtqbzqvqwlguxjzlfynytrbefiohineg,Vallejo,1-311-086-2501,SC,,,619.0,Ejnkx,404701.0,2.0,J.C. Penney,2781759.0
Vec12922,5.0,U,4.0,U,Canada,Byevsffkdzaoiqypdncyvwlapmo,Fvnahxadjyldbukcfhgxhprnagddo,Beaumont,1-130-534-3598,British Columbia,S,4.0,589.0,Avfkj,493252.0,3.0,ABM Industries,3042666.0
CFZ12923,2.0,R,0.0,U,United States of America,Lnhypgnsctpimdwmpftumdsxpco,Gjctqmbedglddexrfyxiqqwpdezzvfpbmqdxiqrhnmkndbjgtnxbpboebb,Waco,1-118-210-6520,MA,K,4.0,756.0,Hgamfng,434009.0,2.0,Home Depot,
khd12924,2.0,O,12.0,U,United States of America,Gloxwrcxxlecgeahgnnrvqyxisj,Rzqmefecovrknorjqxxcznxffbzk,Hilo,1-894-284-8267,UT,,1.0,343.0,SRLFCVGAYZ,115238.0,2.0,PSS World Medical,1809955.0
Kkv12925,4.0,U,11.0,M,United States of America,yapqxvimt,Ceuugeogrtpnjhlysqkcnkpcazbtdowzcpskogcv,Cleveland,,Prince Edward Island,,9.0,531.0,LIUILCSRHUU,347651.0,1.0,Broadcom,2005513.0
DNU12926,3.0,O,71.0,U,Canada,Ymtuvxcb,Vowcopuznvbcgievwsruhhjnimgjuprdtvokgpnnsztktsizlrrfmxrgybkmsuutcqoynydajrb,Vallejo,1-633-674-0165,TN,,10.0,835.0,tttcj,421320.0,2.0,RPM International,3538838.0
ytl12927,3.0,O,69.0,U,Canada,Rbaoqsaiajx,getdlfoxjd,Berkeley,1-842-758-9050,MN,I,7.0,573.0,sogqz,,5.0,General Cable,2169037.0
Zvk12928,2.0,U,62.0,U,United States of America,Qawxgjpxghf,Vnixx,Austin,1-100-578-8282,MD,s,9.0,527.0,Mwhycfin,333010.0,,Loews,1129588.0
TSN12929,3.0,O,77.0,S,United States of America,faekutobasyf,BJFQLQIWOFOWZSIFMDUZPOHAMNAEPLTWSTNXR,Simi Valley,1-248-506-3145,Newfoundland,o,2.0,655.0,BWFYGP,33298.0,2.0,Convergys,3519121.0
Ukh12930,4.0,O,94.0,M,United States of America,RHKWRAVXKFTYVGBZTKDKP,dfhbjuwpagxnlonpvkricptapmzajincgljkoghveuofaiffsahfzlldfhavqxajwyqffmsqyz,Idaho Falls,1-852-980-0359,NJ,,10.0,371.0,,22126.0,0.0,,3273956.0
Xmb12931,0.0,O,83.0,M,United States of America,cafcqjq,Fwnobjwwruwhjiugqtdnbeyhxfrhdmuhsttx,Inglewood,1-637-221-6597,VT,,1.0,515.0,Eaaijc,243340.0,2.0,Public Storage,399680.0
UCH12932,2.0,O,19.0,W,United States of America,krhrpjjqofwvazrr,Zxaiukkt,Newport News,1-042-389-7044,AL,,2.0,607.0,ejpzurlcwrp,409613.0,2.0,,
Eus12933,,O,91.0,M,United States of America,gddicrmqtlwapcfmegj,cewdvykmjekeaxvhabwstqazruioowmvxouufchl,Missoula,1-309-782-5670,TX,z,8.0,514.0,Fosya,98275.0,2.0,Humana,1893686.0
Wsu12934,5.0,O,5.0,S,United States of America,Poxoydmwgfamdruxrv,Messojarduoqwdosjmedgllsekkioluky,Huntsville,1-080-170-2761,FL,U,6.0,833.0,YLEFKTROP,61307.0,3.0,Williams-Sonoma,116763.0
wri12935,1.0,O,24.0,M,United States of America,ezejdsxkmt,Pigagoluysqccsshvrswpedclgtqflx,Akron,1-804-709-7578,VA,N,2.0,551.0,Msfjojdpdfds,211345.0,2.0,Packaging Corp. of America,2964349.0
Lsw12936,3.0,O,53.0,D,United States of America,Zrxnihoiaaqcrcwaokmjti,,Seattle,1-576-539-5336,MN,,4.0,795.0,CXLUNYP,93145.0,4.0,Lender Processing Services,2091367.0
dlo12937,3.0,U,48.0,M,United States of America,IZDYIFQZDDEQ,Cvvtrxhmtaqriknwwmljtmzonjgpkaoqchbytpujlvjroylwtufymiv,Norfolk,1-290-922-8349,AZ,U,8.0,461.0,oqanoovzvjo,67362.0,3.0,Southwestern Energy,760120.0
GSW12938,3.0,O,70.0,W,United States of America,rlfnr,Pdxlcbragkgwutfsjsngzeljmmemitmnlwubpojvdljawmuvzzypogvrgcnojgzkosno,Charleston,1-786-235-4812,MO,,8.0,420.0,Wendq,96382.0,,Urban Outfitters,1569136.0
Bbm12939,1.0,O,45.0,M,United States of America,ogfgxpppyji,Tpudqqvkkicvosgnhsdtfhiucoqcfkmflfbfx,Augusta,1-062-318-0007,AL,,8.0,429.0,CMDKHVGFDRKW,82956.0,5.0,Hexion Specialty Chemicals,2839423.0
qtz12940,0.0,R,73.0,M,United States of America,AHCVDOIBDXNKVOLWAWR,VMEPFBJPUNMQMBUTSPEXIWO,San Buenaventura,1-162-329-0149,NC,P,10.0,416.0,MJAEQ,122527.0,4.0,,2346788.0
Aok12941,4.0,U,38.0,M,Canada,JJTBZQYKOYXUJLGBSUIHQMFW,Zbavctjmqknhssxqtiieujjecqzbbzctfblicfdhuipedobxwfqrnbghuomdcufstptpcde,Fargo,1-345-867-6501,RI,,5.0,675.0,fjdvhahhdho,450662.0,2.0,Discovery Communications,2699024.0
Jbc12942,4.0,R,50.0,U,United States of America,JADDCUBSMQKO,ierwmawpkobjgziupkubcuhpnhpdm,Ontario,1-102-465-3917,New Brunswick,t,5.0,346.0,xjpokfbe,300946.0,,Wyndham Worldwide,2122126.0
bjs12943,1.0,O,90.0,U,United States of America,LVZNKYSHAXHSEXYBQW,Fwusdqtxabuqtqrnmvdlkhur,Little Rock,1-375-609-1974,SC,G,10.0,590.0,chsoaiuuy,298868.0,3.0,MetLife,2363286.0
TZP12944,1.0,,0.0,S,United States of America,Fwbflvnslnvhdcvr,Ivfntnsckyfwnvvelyyzvvotfopsoqabndmjvpjhsypbtxmctrjfrrzwujxrxwzlztcprqwuw,Dallas,1-435-813-7327,DC,K,4.0,720.0,Lmncn,237893.0,0.0,Watson Wyatt Worldwide,1896146.0
IFD12945,3.0,U,82.0,M,United States of America,ughtcpfniioqrlwft,Kyurckjbkwvszbasklwlhpjnxrumarsngfabfapwcmvjlxbpijcoxqkbccaofkvh,Manchester,1-334-808-3558,KY,,4.0,529.0,Oqtyt,484767.0,1.0,NBTY,2784382.0
gcg12946,1.0,R,70.0,D,,Onljwhqpxnjfojmnylptlidlblewtl,Fhozgiaaijufbsliuksduhpkvzjdt,Lansing,1-500-774-8867,British Columbia,,7.0,365.0,Cxpxkndl,130733.0,1.0,Terex,74910.0
Wxf12947,0.0,U,74.0,S,,Sjqtrn,CJEOXMFITISLEBRQIGJCWBXYYATWJPPISEZPIHFJLQUCKUGHXRAVDJOKBPIKTXXAQGAGHMSMQCIKNID,Fort Collins,1-758-994-6329,KY,r,2.0,471.0,Drtga,52973.0,1.0,Fiserv,3370744.0
wfe12948,4.0,O,88.0,W,United States of America,Ovhkemu,Hsurukppmxxnv,Virginia Beach,1-261-381-1558,Prince Edward Island,r,2.0,684.0,RCINEFGLTBS,462733.0,3.0,Avnet,1531190.0
Scz12949,5.0,O,9.0,M,United States of America,BJYXJUARJJXWBK,Vhscwqhfja,Kitchener,1-255-431-2977,MS,W,6.0,687.0,RIUBNNOE,434933.0,4.0,Perrigo,3677887.0
Dwb12950,1.0,O,11.0,S,United States of America,Omnmvczp,Zzoqcaubttjvqbpcijejvzkfxumenpfmkbbrooyirwgolhbjqoyrxgjifgblsuwkcrbru,Dallas,1-039-278-3504,TX,,9.0,804.0,avlyqk,47346.0,2.0,Hasbro,643348.0
Tgr12951,0.0,O,6.0,S,United States of America,ewxyidgtzneyb,VNJNYWHPRJISJBPVXGPWIBQPYGKHPKKIBHDAJJPKTTBIJGPZ,Fayetteville,1-295-371-4309,DC,,3.0,516.0,JBOEMG,352920.0,2.0,,3493939.0
ITE12952,,R,54.0,U,United States of America,Xrwwpdngssmxptan,Sbvaluvtzyvjzgosnskrokexftsvhsomspqlppcdtmufqlavmfqpkmcjxpomwbttcesd,Hay River,1-283-100-7964,AZ,,7.0,730.0,Fxatbjp,333760.0,0.0,Fifth Third Bancorp,3019304.0
Obd12953,2.0,R,15.0,W,United States of America,jpalor,ygpxruvuxvebofkicd,Salinas,1-277-466-0824,ND,,8.0,576.0,Zuyxy,27754.0,,Bucyrus International,586011.0
HCB12954,2.0,O,,U,United States of America,VCYPPLUSHZBITTEVSIZNDDHB,JGJZRYLLCEVJZBRIRXMWACKDKBDIILGEXTXAZEEWAXCAHRZYQFVJB,Toronto,1-005-752-9212,DC,S,8.0,489.0,epcplp,108174.0,2.0,El Paso,802845.0
oxt12955,1.0,O,84.0,W,United States of America,Jldaqkrnfjigobdakqrzhgqutrsxt,FPYCWLIEOMT,Savannah,1-962-167-1854,CO,,1.0,538.0,Tjhwqdpal,429901.0,5.0,Express Scripts,1433551.0
Qpu12956,2.0,O,,,Canada,nohlkslb,cimgtpedvtdwlcvptytlcrthjpqmvymuisdnoixylmnpfesewigjxyopsouxikwemblyvfkozzud,Iqaluit,1-646-266-0198,CT,,3.0,622.0,Nugolkg,367961.0,5.0,Thomas & Betts,
ukw12957,3.0,R,62.0,M,United States of America,jawmlltsjr,FWRGULMYNEEXNKTOZIUYGKBYSLOSINMJJIXUHPKUDEF,Syracuse,1-793-387-5274,MS,S,7.0,565.0,Njarkfxns,494340.0,1.0,Boston Scientific,1433313.0
OPN12958,5.0,O,52.0,S,United States of America,Dqmgoxwsfbsffkie,gjjxhjckogueveyyfiinmbiufnsofglqxuvgz,Fayetteville,1-176-984-8784,OR,,4.0,375.0,jfrpgf,360369.0,2.0,Southern Union,1692795.0
CWS12959,2.0,O,29.0,S,United States of America,Xztsfuab,Ddwvdhnqhgpygxmqgzpdcyotsitoyaualcesscshkkztvw,Salem,1-894-351-8665,Nova Scotia,,,409.0,isileit,53101.0,,Whole Foods Market,990708.0
Qdr12960,5.0,O,25.0,S,United States of America,Jxesmwnew,,Boston,1-012-326-6684,OK,,7.0,790.0,Adfju,249920.0,3.0,Wendy's/Arby's Group,1593764.0
WBX12961,0.0,O,23.0,U,United States of America,FHDZDGLXQF,NFTTWI,Montpelier,1-505-953-0914,Saskatchewan,,10.0,406.0,lgzucbqucngs,203268.0,2.0,El Paso,1058780.0
Ehc12962,1.0,O,27.0,M,United States of America,Ictpbmscggulougxpj,,Huntsville,1-460-098-1043,OR,,1.0,,Gywjukoqjr,425291.0,3.0,AbitibiBowater,1154060.0
moh12963,5.0,U,65.0,D,,Rakucapxrakheh,TSNJNLNVXKDKXVKXGMSDYXZNQBVHCUCCQIO,Indianapolis,1-056-834-3457,ND,D,0.0,436.0,Qxompvphmehs,437555.0,0.0,Manpower,
siq12964,3.0,O,4.0,D,United States of America,Iipfsyababs,HIPAMVONAIOVILNABCKTBNWIADEWUDIQDNHMQCQXULOINPULTPDXCOEMEOIUFTULGTXD,Shreveport,1-542-099-3250,Newfoundland,,8.0,368.0,Eeozodwp,73522.0,3.0,Blockbuster,
Qbs12965,0.0,O,7.0,W,United States of America,jiqogxagiffvvbggabjw,Aepjvgkiyctanajxxxnfiinigciepaqqubwdsdfiaodfeqeckrxmbjfxpqstmspdaxbophhhditrea,Charleston,1-029-932-5639,DC,a,1.0,527.0,,53230.0,4.0,HCC Insurance Holdings,
Mhl12966,2.0,O,34.0,S,Canada,Lycpvqgsgtqinulazbkbygulvmnle,Ptroilxyqskslnwbuxrjunrfhbld,Pasadena,1-344-601-4669,New Brunswick,,9.0,581.0,Nbzephxr,149341.0,3.0,Cigna,3211100.0
Lwy12967,3.0,O,74.0,D,United States of America,XFOQSFWZRZCUFLPGOO,QWPAOOQAPGVTHBAQVLITMZQTUULQDDXLRSVFNTJGJIACIWLEXARVUTEFCZDMEFFGPERBRKSLNXQLD,Ontario,1-318-559-2788,FL,D,8.0,348.0,,296257.0,0.0,Hanesbrands,807829.0
FXC12968,1.0,R,100.0,U,Canada,Ppqbpmmsgmvjvke,Dxwkkovjhcvqtkqoddkunyryepxhok,Overland Park,1-781-941-2810,HI,H,0.0,534.0,Shjqs,,0.0,Harrah's Entertainment,3353782.0
mie12969,1.0,,41.0,S,United States of America,Stqeeh,RJSHOCRHTTHWIJBHUOACLHBMEQKWHPPOFVJSOMWCISLIRTOZFIIOHDPNUQFQUDKADIPQMDHQI,Montpelier,1-900-378-3286,Saskatchewan,,3.0,721.0,PRXNNBLV,359117.0,5.0,UGI,2039335.0
Aeo12970,5.0,O,57.0,S,United States of America,Vnryomagwxuektxbkrqdqzqhnq,Vljbieoaehlfugxnsbeerdexucbhgvizlgeivogkxdesirhtkuuhmkbhelgsnzhmzozvqeonazqlfvc,Calgary,1-719-663-5778,AL,,2.0,711.0,jaapbpkvg,355467.0,3.0,Mueller Industries,3519024.0
Sds12971,2.0,R,25.0,,United States of America,RTONUORW,SSRONIZRYCUYJKWPWCFWLKAXTOLJXDCDCK,Hilo,1-166-758-3590,NH,,5.0,361.0,pextwb,101794.0,0.0,Procter & Gamble,1643613.0
Tcc12972,5.0,R,32.0,M,Canada,BXXNJRKONNCXYEMKWUDXOIWAUB,Dubknkjgoeorkdynanhgluuunvubacalaihedrkaycynrtxuxifrggtqoqhvpgkjydk,Providence,1-855-533-2134,OH,m,5.0,556.0,ycxjdbowoq,122069.0,3.0,Schering-Plough,3642526.0
Nul12973,3.0,U,34.0,U,United States of America,sqjupgjt,jmbsysoycyuterhsllsahezldwoylmjllfhzjrncffqbkldeifykqbeimpop,Frederick,1-046-365-5185,TX,,4.0,694.0,YNJOBJDP,289600.0,5.0,MPS Group,3848333.0
mld12974,1.0,O,73.0,M,United States of America,CILKLHAK,JNRPHWRLQSKJATY,Simi Valley,1-698-630-9903,WA,L,8.0,771.0,NAIKML,316362.0,5.0,Vishay Intertechnology,1248191.0
