prospect_AgID,prospect_FirNa,prospect_Cou,prospect_Emp,prospect_Inc,prospect_Ph,prospect_LaNa,prospect_PosC,prospect_OOReF,prospect_AddL2,prospect_NumChil,prospect_Ge,prospect_NumCrCa,prospect_Sta,prospect_NumC,prospect_MaSta,prospect_Ag,prospect_CreRa,prospect_NWo
qox14345,ugjffyztnmzuvcchh,United States of America,Comerica,367473.0,1-938-861-8366,qoxtadonvzwjefhdgth,Yaxooyzpr,O,rowdvweumdptdewntleb,1.0,,4.0,AL,0.0,S,69.0,767.0,546227.0
Fih14346,EMXWJJNGCVVV,,Constellation Energy,159505.0,1-086-212-1033,Fihuafsb,cumtqqjaol,O,ZUZVUBICWELGVJBUIOV,2.0,M,3.0,TN,5.0,,88.0,797.0,3943292.0
Wla14347,Vfrczmppgwha,Canada,Wesco International,73697.0,1-443-304-9881,Wlaskykfijcgfflwmxr,bluxx,O,IVDPNUDHJPOBZQMMJMEVMESMMPQKDCOOLBQPTVBFODQGNFHTTUY,1.0,,,ND,1.0,U,31.0,462.0,1814873.0
YHN14348,owfnqflvracluzxpu,United States of America,Neiman Marcus,,1-467-727-9361,YHNFGWGBLAALQDDNORYEJRXUIDUUO,,U,eaeybfkbxnkqgekxjftt,4.0,f,9.0,Alberta,3.0,U,13.0,554.0,3626487.0
QIJ14349,Cujslftynacbnsngepi,Canada,Mercury General,307020.0,,QIJSJHIMKREED,Pswaxar,O,Lhvzikmjoozosvfiwwwbbpefqaykpgvgvorgyjhgywzrneigvksyuarresdqruolhgqsfrtxlvdkr,0.0,M,3.0,OR,4.0,M,45.0,557.0,2109166.0
USM14350,GYXTKEYFHE,United States of America,Intuit,320661.0,1-724-945-7374,USMICCVRTQZCJY,icalfawfhp,R,Dvhaoqgyurcndvjtobtgxkudpnvrhsqtxvt,4.0,f,3.0,NJ,5.0,U,9.0,654.0,242007.0
Lea14351,Ynbhpqgsnnytd,United States of America,McGraw-Hill,322224.0,1-576-834-0148,Leaoydvpypdihpruxreemzmlh,mtssxeoer,O,Qdullie,2.0,,2.0,UT,2.0,S,79.0,683.0,1491431.0
Stf14352,scnoqbfwgmjcyqg,United States of America,Energizer Holdings,480261.0,1-491-986-9352,Stfkvlayoj,Bgfmvfgaot,O,TDURPSLNGQRXBEDLMBFMGIHQVGLHRCCVFTXKBYSJUIGWJBHLEW,,f,7.0,OR,5.0,M,30.0,632.0,2342083.0
WKZ14353,pgrwloanurqauscg,United States of America,Intel,366909.0,1-077-763-4195,WKZXFVPDTDAEYVGUWA,Ddkwsvasubz,R,hpvptsnjiijimkdkwlewxqkjattliqmttvkgzujoavrpnemdzsldjagcaxjvfwzpzmvsszqnujxkb,2.0,f,10.0,HI,5.0,U,12.0,,385957.0
lsd14354,Yunsifljyfhbebdyqjgxdjqg,United States of America,Sonic Automotive,478958.0,1-324-594-6236,lsdmhejcpwsikot,QFCQD,O,CXRTIMRHDSPNOAXJUMGN,1.0,,1.0,MD,5.0,U,14.0,688.0,3302731.0
Qhp14355,Wqfcpcmxsjkpvgbqprd,United States of America,Symantec,266268.0,1-964-033-6924,Qhpubxoaswy,Svntmlnxqlkb,R,UXVISTGGSFNAPBDWNUGYCDZPBGIBUSTBWNMNPIQYPKBTC,2.0,,1.0,CT,5.0,U,54.0,588.0,173992.0
Ozz14356,Jubvcqgapplbjsohylaijuxec,United States of America,American International Group,405417.0,1-050-018-2160,Ozzstmwvaqdrfe,,O,Diqdfkubaobqgmopblxliqapdtpvul,3.0,,10.0,OH,3.0,M,88.0,637.0,980268.0
jna14357,wpvbgvkfvxpetzqpqxepdcqeqnkuwd,,Perrigo,132516.0,1-675-855-7571,jnaseaiqlgfhdcqiqwnurahscjl,UEQMMEZVLG,O,Wvqakhqejamchueaqtomqekubzbjbdyrtwpghqjnnahcxkuiacwcxy,1.0,,8.0,NM,3.0,U,2.0,640.0,662673.0
Lpb14358,dvldsdb,United States of America,Cracker Barrel Old Country,429271.0,1-081-314-7289,Lpboyjkcgumzrejefeqeweausclc,Mnfuvdrqd,O,Zsoydvmvolkvjzeh,3.0,m,3.0,MS,4.0,M,61.0,761.0,498358.0
UEP14359,Gafwsfwimxqjbrk,United States of America,,184507.0,1-259-486-5647,UEPRDRNMBCSHMOBOJY,Vdxxwwzjcss,O,oxwhvinfcgilspwvxtabjusdswc,0.0,,1.0,NC,1.0,W,14.0,775.0,3623607.0
dmx14360,hccbewcnmkblsineoexelptfpqeivl,United States of America,Helix Energy Solutions Group,,1-959-179-8642,dmxnkqxqfxwidfykquqngfuvja,Afwhlzwcfdtd,O,qobhzzthjahyosrmgcxxzsgfbrprexlphnznaousytbeypphojemume,,F,6.0,Alberta,1.0,U,27.0,628.0,2141106.0
Xsl14361,UTRMQNRRLSQRGABPBEQSOIB,Canada,Iasis Healthcare,225023.0,1-624-202-4158,Xsljjoc,hdawehfjths,O,Eaxhzfuhoctynojhkr,0.0,,3.0,Newfoundland,5.0,D,20.0,798.0,1477561.0
KGT14362,Rbxrwzeesvfgocfuyfx,Canada,Hertz Global Holdings,438811.0,1-973-611-2303,KGTXTFLV,Gtwzmqczrxds,O,Vjahrpujegvvajngtxddz,2.0,,9.0,British Columbia,2.0,M,65.0,,2909566.0
Jpo14363,tsrqmvtfzdcesbyxism,Canada,Northwestern Mutual,227468.0,1-363-980-1831,Jpoprdyjwqwbtbzpgscgxbviln,rfdohulval,O,Klhsxlcwzoxivxwicdjmvn,4.0,,,WV,4.0,S,17.0,320.0,1178597.0
guo14364,Tulhtjpupfaebyxhyoxtayclo,United States of America,DTE Energy,456512.0,1-892-994-9793,guordmzuiugjetjrklg,MUJGYVRACRZ,O,Icioajaolennvwhxwjvcpwhoewbhrktzjtdxsgvsmatkjqdwqvzvzej,4.0,F,0.0,Prince Edward Island,2.0,U,82.0,568.0,2831005.0
WRC14365,Ngfyigcrgpdjauiaafe,United States of America,Joy Global,460160.0,1-285-572-7615,WRCIJVWEYPZ,RUXBE,O,Jiapscqkypbwdygqfanxfdkjvktnorafggv,3.0,,4.0,SD,2.0,S,41.0,705.0,1858460.0
Vij14366,tzrgirdnvtckbwuyelspbe,United States of America,Snap-On,187618.0,1-646-647-6992,Vijktgqncgwarzrlryk,Ftybz,O,Hfmissdvcrlndkjzwxnykjwnzllpeckjkomwismkhrzsuvvjhmdfbf,0.0,m,7.0,NE,5.0,S,58.0,578.0,3317213.0
Qej14367,Umzakqtwthdgrs,Canada,Plains Exploration,488866.0,1-555-049-5554,Qejjhiobshocmflafkayjxixvlg,KOOZODNWRCM,R,Jwcmptxfucckpzjwfrihbeycyvnppyztnynkmbcesfxffabcfckafk,2.0,,2.0,NV,1.0,S,50.0,354.0,3980017.0
Tqz14368,Ookittcxwhpibrgcsdhgqlppqg,United States of America,Coca-Cola Enterprises,444962.0,1-280-072-5238,Tqzffzuthdlilqsqekwosdcdkinpl,BOXQOHS,O,Okbzgexrfmmfhlzxomdznbnrymxdhcnownveupnujtplqmjbpogndjqdzvpjdaraubvaiy,1.0,,6.0,RI,2.0,W,89.0,668.0,3457866.0
CLH14369,Fwbgcbkoe,Canada,Buckeye GP Holdings,499056.0,1-863-203-6498,CLHFJEVCAMWPUTVYM,KFTQJPA,O,pmimvufgdbanbksbfkxkwdnnskixdwmjxrnhwubnofunrb,5.0,,1.0,IL,4.0,U,12.0,369.0,278585.0
Fct14370,odawzxrmsiinew,,Integrys Energy Group,98267.0,1-450-733-5018,Fctklzmgeaichvsorshkfhfusmwq,orfqqtzxzhmn,,Jcnrdzthexoxhaiisrdfvrlryhrsjwulfzypodnxhuqyerhllbsyfepdalifodcpbjtsmoucat,3.0,m,2.0,OR,,S,82.0,,1459764.0
cru14371,Jgsgcggc,United States of America,Cooper-Standard Holdings,358619.0,1-191-360-9125,cruqlxotdbyjj,HJLQKJ,R,URLJWWFARIZJLLWYTOJSXGBWEXXVJYCCCTKSJDVULOYVUKBPTEPDEDUGT,,m,4.0,AZ,5.0,S,38.0,439.0,2679173.0
JEF14372,Dqqjjfrmdgdvelugij,United States of America,,474392.0,1-961-279-7183,JEFQNMHQCMZB,EPLTNC,O,DSFCBQUQDOSWSMAZKCHGJJPWASYBVCDLVFTQISTIQZXYVQHPPQDSL,4.0,,3.0,MN,1.0,S,17.0,640.0,
Sox14373,Zhhqitajsvcv,United States of America,,402628.0,1-501-567-4652,Soxpkabxh,jiruagetr,U,sndavpqzrukoeqlhgdxdxmbuleqkfaorqhvsgmjmtevsvffjuscwrjmrjuruxrh,3.0,F,,GA,4.0,D,32.0,481.0,3223339.0
Xll14374,Hxcjwoigako,United States of America,Marriott International,302042.0,1-235-550-7015,Xllnvbrixtvrcmhxkrvt,Defewgue,O,EIGVDDSGLPNVDVSUQOBQSW,2.0,f,4.0,New Brunswick,3.0,U,4.0,356.0,485851.0
Lsp14375,tizwlqdkukowxvpsmhnqucingwkxld,United States of America,BB&T Corp.,439973.0,1-905-293-8200,Lspxpmojrelsdhwqgkoopycqty,Gerdl,R,ehxtgrzqgljieciwvbzybeivoblervdkbgdcsgpaoayjuzfxgcmf,0.0,,2.0,WY,0.0,U,72.0,627.0,3877401.0
Civ14376,Rxdmuudoqzshdwhnnnwauenn,United States of America,Plains All American Pipeline,153370.0,1-068-628-1298,Civzzshubrnaxjdw,ulwwr,O,hydswztmvnexlrlzyeolzfmhrxnvgjbyxccblahapewkq,5.0,,5.0,DE,4.0,D,7.0,399.0,2113722.0
Dct14377,Lcyeallibgqhb,,Mettler-Toledo International,186181.0,1-953-012-0279,Dctnsouvyhauidwbvnjufoue,Zvnryhihcl,R,Jnmgshzupivnujapxwobkihnwdqscrejwknjwbnoklmxrgyvut,3.0,F,4.0,RI,2.0,U,99.0,814.0,1052651.0
Ggy14378,Sbyqoaxoomneg,United States of America,PG&E Corp.,493663.0,1-613-057-0710,Ggybjalvjdkbriqfrytuocm,LJURWLTSLK,U,Vhdmfpqsekdxaawkdyznfvrbqfq,2.0,f,7.0,KS,3.0,S,53.0,722.0,2843892.0
IZT14379,cszencyribasvbtpikdqrk,Canada,HSN,377463.0,1-575-614-0866,IZTGLTSI,Qvvqxctzv,O,HUQXFPCURTPFUOLYPHDBWKWSERVNONFJLVNTNXJVQVJDXHQBLEBXCYBZLAUXSIRTNJAVANQJIKQHFAS,1.0,,3.0,UT,3.0,M,5.0,683.0,3964811.0
Hsz14380,Ovcrzqtzxiyo,United States of America,MPS Group,411899.0,1-539-220-9202,Hszetex,PQJPNLPWY,O,Ecshcgeihz,3.0,F,8.0,AZ,5.0,U,64.0,544.0,447743.0
jyt14381,Wdjcga,United States of America,Lithia Motors,447763.0,1-410-583-3558,jytlmbuzshe,esulf,O,Phmuveakabsdujixtfruaurjwvxvwru,5.0,M,7.0,SD,0.0,W,43.0,451.0,3982933.0
Llj14382,UCNBSOKBPLQJMNBNKOZSEBEOSMLKJE,,H.J. Heinz,484770.0,1-840-141-0267,Lljrhavjuycjjopsrheuccy,Phwcykdsxsb,O,rabwqpjihqpruqflcijocriv,5.0,F,9.0,OH,5.0,M,71.0,,1059550.0
QTP14383,Ujrroi,Canada,Danaher,73639.0,1-178-473-4942,QTPJVKNUFY,Xynqavwu,O,Iensjorwjwaumgpizpfvmsbuuptfhltmkmxxqamtieagweqcamyauwfifrvfilfn,5.0,,8.0,VA,4.0,,87.0,578.0,745124.0
jwy14384,Ejqvllcoeclvhpqy,United States of America,TECO Energy,174467.0,1-120-011-3497,jwyfxwqbiqdfwkoeytyk,MQUWTPNEWB,O,fxeybodyekybbhzlakmorphyhrmkgjthlqgyhknnxazwxabokrhjdomdteooeumvyeklizi,2.0,,8.0,HI,0.0,U,48.0,589.0,1922274.0
Pxv14385,Bgplojzxacuhmpbg,United States of America,Mirant,197132.0,1-485-725-8328,Pxvljkszcrvtaesmfwnvtq,quwif,O,Yzrhpjxcwcgwdokldrtylxipwhsibvwaenilqhmhynspfztrlqyhnyacolszblln,4.0,,1.0,WA,4.0,U,,703.0,
Ijh14386,LYVDDO,United States of America,Autodesk,467114.0,1-108-046-2284,Ijhxeherchgn,DXOETR,O,INRNTWVMATIRXFSZXXMSDOWMAQYMGYPHQETSWAPRQNYFP,3.0,,4.0,AK,1.0,W,86.0,767.0,1316528.0
Sen14387,Cuvajwjkhfkfgjocewookzwqsjba,,Textron,317019.0,1-064-669-7551,Sengomeyhvrorbtk,Hchwi,U,MWAWNXLNTEZFBAGNICEPWMSVLQMTXOYOLJWBJDJILANHNOVOONHEFEOLJYVLMRBYGTY,2.0,m,8.0,DE,4.0,S,1.0,818.0,3996579.0
Gxr14388,Pkjuvl,United States of America,URS,382645.0,,Gxrrmpnn,Kklnehgbmu,O,Todigsmgotnlygwfvkehktzpebxlowoolmfjfqjgyzddmclvhfrtgleggbsjndunvbwjxvy,4.0,,2.0,IL,1.0,S,55.0,848.0,1190286.0
TGW14389,HEOLGDX,United States of America,Spectrum Brands,441559.0,1-595-070-4717,TGWGSWTQAMBNJ,WCPKIUZEN,O,QHRPRCMCCFHYYCFGXRBPPUBOJPFWCNZPEIFNMLQWCFJZRHSONQFWCXSFHHPCA,,,4.0,CO,4.0,M,15.0,453.0,3731400.0
Elc14390,Jdftammqcubmptrrbwcgcrtuvm,United States of America,AGL Resources,42506.0,1-767-052-9555,Elcqaofyrfmozodk,Efjjilo,R,APDOBXBLWKTTSMCLGIJWRCNXRZ,4.0,f,7.0,NE,0.0,W,94.0,393.0,221386.0
RHN14391,Fnbrxrsljgc,United States of America,Comcast,285530.0,1-843-997-2048,RHNXOWHYYAALLCE,Siguothjduec,,NGBSIRQZDIPHDFBLUSQYWBEGHIZ,0.0,,9.0,MD,3.0,M,80.0,773.0,632839.0
Lny14392,LKZAYJKKWZPAGEJW,United States of America,Tupperware Brands,165938.0,1-627-346-4752,Lnyvhmrmidl,cgdrag,O,DUDUZPSVKKLXGAHPXVUETRLEJQHCOGSKMJPRNRRLUHCPFSHDBPGWEKGVIBNZDUUO,,,6.0,MO,2.0,D,,428.0,617692.0
peg14393,Wewtaubdslgzxu,United States of America,Snap-On,228600.0,1-661-236-7444,pegaktzkckbcvjsdpbacebylub,svixeuajoiob,,YPENNVRZGIHXFBMMNESNE,5.0,,6.0,IL,2.0,S,76.0,300.0,939163.0
Yrv14394,Jgdwcwtmmj,Canada,Molina Healthcare,123413.0,1-174-930-3420,Yrvkuulsjcl,Boxxspfb,O,,3.0,M,5.0,NY,3.0,S,27.0,307.0,223537.0
vtk14395,Ostbonyilhmxuizsfsuqoycibuklbv,United States of America,Michaels Stores,344417.0,1-504-327-2209,vtkrvbqzupxswhkm,Jlysvfy,R,,3.0,,4.0,MN,2.0,W,97.0,782.0,3022300.0
los14396,ECGNWFCDHAWPDTKP,United States of America,GMAC,17690.0,1-773-162-0677,loslnnoxgjpgfywlbxcteofbj,Rkcudcd,O,dcrokjvbmecnvgsrkmkcrfblvmycmc,1.0,,3.0,NM,4.0,M,22.0,776.0,
Kws14397,Genyfzlvnhpinigufzrafa,United States of America,,339484.0,1-124-339-2590,Kwsctbnhoditfnncagaelbybwyz,PJTRTASYYD,O,Dixaqoopbgmwunxnpwrqtlwqogwnyvzzhfqfstcamoktskdparqmgrvzenoqzlowzedfu,1.0,F,9.0,ND,2.0,S,63.0,486.0,3612621.0
Zqf14398,fleedffcylvitdki,United States of America,American National Insurance,88344.0,1-665-186-6426,Zqfsnjskazniheeqcfoiq,,R,Flhlgcgrgc,1.0,,10.0,Saskatchewan,3.0,U,63.0,665.0,2125666.0
MPT14399,Vlggitdhcfwsighxhjqgnjjqjqjsnp,,Radian Group,392499.0,1-235-882-0397,MPTQOAHUJCWM,Kchocyswiv,O,Rvnvcqsvegkazjcexrjtcwdsbpmsanwvkfcgqbdiozpxjbbbvmnscwlp,2.0,f,5.0,MO,,M,52.0,461.0,3797853.0
egs14400,tvmqj,United States of America,ProLogis,276525.0,1-322-746-5011,egsigvgymkocnxov,uplqkdkqnsuh,O,webehlsdprkyiheduvxbohshqwezbzftnmy,2.0,F,8.0,Saskatchewan,2.0,S,49.0,835.0,
Enq14401,dlunsnjanr,United States of America,Brunswick,440288.0,1-896-529-8169,Enqgnbeod,MDJLJWT,O,gvguutqeeuxeyaeawxsurxcyxabfyzqedtfoumivbnqzspidsqxoccbyhoehfrtscsnhefjs,5.0,,3.0,WY,1.0,M,65.0,344.0,997085.0
PYJ14402,Tsejpqomyaxwjvblmyvqqhsizr,United States of America,Lexmark International,308589.0,1-619-560-2386,PYJZHVQSWAWMO,Wvruvb,R,Fbngoxkqcqzdxtqkqwrgpgjqsgprwzupjlbkckttwguyxablmirlmulbdbyeeboyexmdrfs,2.0,,6.0,IL,1.0,M,77.0,370.0,605329.0
bpm14403,Twsiujhlqxddozztej,United States of America,Paccar,221003.0,1-130-474-9643,bpmgake,ocisgvl,O,nyhrvsthgirakehntgowzyxwxlrfxfnhwfgspsenrrwtgfygzewfcwf,1.0,,6.0,HI,3.0,W,57.0,323.0,2245371.0
lhr14404,SJVVZGRCXBULFYRTELKTKGBPHL,United States of America,,67392.0,1-587-078-5058,lhrbbgqmxewlyiwbqcgmkjwigd,Sgsldcifj,R,Guimembcgqcawrkelddurcvpiliokjnqdzpjdgwilsbjoxtdzegcptkh,3.0,F,2.0,MN,0.0,W,8.0,644.0,3794676.0
Xyk14405,Ehvfhldptflvoqpfcoyvcauge,United States of America,,430609.0,1-252-358-8043,Xykcrvpriztktmj,Ctdsa,O,Rlqohqrxxowbyqhkkuleledrvpvwnmunbgxt,2.0,F,0.0,Saskatchewan,0.0,U,73.0,830.0,3498774.0
gmu14406,Yeugnlqbqhbfsvphzb,United States of America,Invacare,,1-645-646-1576,gmujwn,XCMQFLJDTTIR,R,XQVJUFRKBFSPZCXRULHQJMOIMVPYICWIRMNQWEXTRWKKNKHOAYXNVUOJJDKTIOQNKHHGSBBNUEK,1.0,m,2.0,MA,3.0,D,4.0,609.0,962290.0
XDZ14407,Hkhwgdqxkzzzjqjztjtijpajtfomav,United States of America,Dell,,1-732-421-8341,XDZCVLWRLCKZQF,Djpwwlxswjb,O,OMPWNTMQKIPW,5.0,F,3.0,WI,4.0,U,24.0,534.0,2649797.0
FCC14408,KBEBN,United States of America,Air Products & Chemicals,91881.0,1-717-254-4033,FCCLRLYWSAKVXXUUHADD,Glsfk,O,Kkomecduidytliaabimqpeezbqaqlfhvscuqnpdjbbfeatmpmdsmyhnstjhveqghukpfb,3.0,f,5.0,CO,5.0,S,53.0,390.0,1949816.0
LQA14409,Fmdfmqmvucoiexjlyik,United States of America,Anixter International,335545.0,1-846-170-8026,LQANBSAHCFCPYISIT,DMHXOWZFS,U,RLEPTRLOSFQYCWEJSISQYKYYSWUILKV,3.0,F,6.0,UT,0.0,M,52.0,406.0,1987244.0
VRM14410,vkauvmdvliqr,Canada,Omnicare,466209.0,1-124-004-8682,VRMUDNFGJLSRAQDI,Fkcxb,O,dkxbifhntsquobobare,1.0,,6.0,VA,1.0,M,31.0,636.0,3860493.0
Fup14411,ladsdtcejajtzacgiuinagyuoxlx,United States of America,Robert Half International,233521.0,1-513-119-0420,Fupkzeuao,Bavcsur,O,fkzctincptvwhfucpppvkymcowvcoeolpemecuqqyfyrwfujjneyofwlqaarnvryvwdnliyqjgeitob,1.0,,4.0,TX,3.0,M,15.0,757.0,1147099.0
fth14412,PMZFGWHFKCJ,Canada,A. Schulman,427500.0,1-756-966-9228,fthscfcpfsfbysi,Dbsfjaryvgzu,O,Pboglvdmsrtvz,5.0,,3.0,ME,3.0,U,24.0,513.0,1791021.0
Ghx14413,Bgnbjokvawjof,Canada,Varian Medical Systems,264456.0,1-538-366-1984,Ghxbzxmrtzthiasq,URGWGBHFPTRW,R,DUQHGOANOMRGAUBFXRXAQECRGAKWTMHCAQXBAEWHTJAUJPWPYHZHU,0.0,,2.0,VA,4.0,M,8.0,810.0,1466584.0
POM14414,UOYGVBURPYSOPAFFWGXQMQFYKLV,United States of America,Portland General Electric,281839.0,1-375-648-9313,POMUGHPJTFF,Uponjhjkuns,O,Ixypwmcvmcfvfqznvpqyipxvfr,0.0,f,2.0,MI,0.0,D,15.0,756.0,2946602.0
Guh14415,PQERKDUO,United States of America,Pilgrim's Pride,,1-764-019-9328,Guhdpoljwudyvrvm,Eocubf,U,YMPUPSJBBGZDKJMSWLHMORJBCWYPXFVFIJBSQLLWPDCFRU,2.0,F,4.0,UT,5.0,U,52.0,,1185601.0
uke14416,Eithhdabgpmwuiigcmvypy,United States of America,Wynn Resorts,264217.0,1-095-539-6359,ukezoajdewzuxiervbjdyjav,Fvicnzewtqx,O,HTAAKKU,2.0,,8.0,KS,0.0,D,68.0,659.0,36774.0
Iyl14417,Prclowklqtlnfg,,Family Insurance Group,27104.0,1-625-459-5085,Iylvb,OAJBJ,O,Rewbhaheykytockkthgsfoltnfdaoludqialpfgsonzpudqaxfqxcioud,4.0,m,5.0,NM,3.0,M,61.0,733.0,2557767.0
Elo14418,Dxbiciqf,United States of America,Watson Pharmaceuticals,198635.0,1-429-446-1718,Eloyhjrrnysadtpfvicpdukhsgdnru,WXQPVSDV,O,AFGQBTRKBTOAGTTHQJZJDHCVIUWZPXJBQBYHSEHGDVNSLYDFGDZUDUANSCOLBZFC,0.0,,10.0,MT,4.0,M,9.0,746.0,961558.0
Gxq14419,kaitpnjo,United States of America,Peter Kiewit Sons',17675.0,1-081-187-2160,Gxqllrhhvlos,cjjxfsai,U,Bstpqulwuorclnra,4.0,,9.0,KY,1.0,M,59.0,593.0,2389496.0
Drm14420,lqqkinqlkjifadvgxalmtvci,United States of America,,128905.0,1-167-750-3875,Drmjlqnkwfogyctueuivjzl,VGJIII,O,XUWMJXXMMAFBOJZDVPILZUQTSFGPPVLNRRAZASZUQLPUS,2.0,M,6.0,WV,3.0,S,98.0,495.0,2462830.0
Uhe14421,Bcqyuuhjzbnbkajmkkivvxtbelloos,United States of America,Boise,307448.0,1-430-040-6867,Uheyokiaeaxwlyfeprehuaewkq,Xjjhvkirih,O,Kpppgjixbi,1.0,,7.0,Saskatchewan,4.0,M,,424.0,2623588.0
svq14422,Mrdqdhuybdivivslbcxkcgoduub,United States of America,Lam Research,411546.0,1-888-844-9831,svqvatxgvyewoxgm,DLQOJRN,O,Whrptfsiajmpekxbofnurny,0.0,,10.0,ME,5.0,M,10.0,344.0,2946688.0
Hqd14423,Dgjpgsfvjzrpumbu,Canada,Nvidia,194697.0,1-965-373-2849,Hqdsrtvagrnx,DULKQ,O,Dhdruanlaqkcyequrhnxaukjbaxrxnbyqibvvxpassgliqyjngkug,4.0,,4.0,British Columbia,5.0,M,58.0,839.0,739992.0
Flm14424,hrdpvwdqcmrlte,Canada,Ameren,317823.0,1-165-726-7840,Flmdrcnvkfvfkqjgb,Ycaoa,R,DIZOCMKPDNBDIZEEERZDFLHKZNKTBSWBUKFWPQZQXXWRNTOXAPTUFPLGUCRQXSWOYHGRRNOWNCBJVT,4.0,,3.0,OH,1.0,M,72.0,523.0,1499108.0
siy14425,OWQYJHLTOGONWXGUAKO,United States of America,MDU Resources Group,298980.0,1-081-472-4861,siyznjp,Irflitxojgec,O,Doqtiwwqdhhgzvmxrbfqxsvsnlptzzduiwdspnflsxwvsxr,4.0,,1.0,AZ,3.0,M,64.0,403.0,3679780.0
JOU14426,wraqoaijpfsj,United States of America,Manitowoc,108872.0,1-354-015-5055,JOUVZHYFELJPZEKSSGR,Knsfgr,R,Stvmflofippvinhxywkeqpwwjqhtlpsackxorccipbvdkxfshbfkmzxajjoszgribqsgvhrwudnqqiba,,M,9.0,MS,5.0,M,75.0,779.0,1044972.0
VEK14427,Lljmjzewiblsp,United States of America,Delta Air Lines,445146.0,1-015-518-1058,VEKQWPGNULVIPQIIAGRFA,Sepoaqvv,O,Cgqehgeaqzymyibbraxqserlzohtkqphhrhxu,2.0,m,4.0,OK,2.0,M,32.0,823.0,2109185.0
wpy14428,Sxyysocmi,Canada,BearingPoint,374383.0,1-864-431-4884,wpybpk,ddgujn,R,ALLIBGHTNXBPBHBVEPFYTFJQVEBDAFEEEROMJS,0.0,,9.0,OH,3.0,M,18.0,434.0,1925304.0
vxs14429,Kwmibfthxddlaawviyhfbj,United States of America,AT&T,265640.0,1-588-732-5233,vxsflsmclancnwjrpmiafcxgvsjiqv,fdjlbhvl,,lqqzngcunvbrnguqfllaizlnyarwkbbbhiqsrchbdxgywortfr,5.0,F,9.0,Quebec,5.0,S,36.0,316.0,3771856.0
DID14430,slhngyvbg,,UnitedHealth Group,491569.0,1-585-479-3947,DIDDWWQEUICV,ZRZYY,R,UPIPEIAXBTNESXHFWSJURXZWPPKOAJYMCMOJOBOJIVUXRT,2.0,M,3.0,MS,1.0,D,77.0,356.0,456803.0
qmb14431,Rjqdktgmwfubed,United States of America,Ryland Group,86179.0,1-782-909-7372,qmbflcilpdzzbgt,Nggqviv,U,abvxkwtpptwveiuucymxcpytvecdsiipkybxeuiujhxuivnbbhsqnbvrelakybfauhshhsjl,1.0,f,8.0,MI,0.0,S,30.0,716.0,2319354.0
Sbq14432,Hmrhzhheszchvodpgfpvbheckusasa,United States of America,Sears Holdings,287461.0,1-738-725-7861,Sbqcddqnsptuvbvvut,umpbsbcsu,,Vkfqwfqrjogvhfubgfrpgsffrqofgbsxpvjfipcklakutasekvllihjbe,5.0,,3.0,Saskatchewan,5.0,S,83.0,632.0,3118808.0
Lkd14433,Gdlfvcikntlvknkjudwdh,United States of America,Wells Fargo,42412.0,1-561-107-8245,Lkdra,Rbnrsxrdjxl,O,ktcegsmrqxqiivlgpyhppjdzxsdkgzsnhptxuu,2.0,,1.0,Newfoundland,5.0,,35.0,714.0,1543509.0
XIR14434,hkslklcunlg,United States of America,Simon Property Group,,1-913-263-2152,XIRBJIY,Qetxzvwpoxdj,O,Fwxqjgfyawdcush,3.0,m,6.0,NE,0.0,W,92.0,349.0,1884351.0
Mxh14435,vwvbnwasehgjfwmotumkc,United States of America,WABCO Holdings,417262.0,1-700-227-1446,Mxhjymy,Roass,O,Imwrdkxnvddkldoetucsqiaacqjkvcmaoaqlkgyojlhxslmgbnetrbgksmrf,5.0,m,5.0,NH,0.0,M,99.0,371.0,1349046.0
Axx14436,lcmyppmkdbw,Canada,EOG Resources,250564.0,1-286-589-8348,Axxipnohfkmzmkls,Nlbodeyu,O,zrwvjtpodpnmklntvkprcnjjszqvmxzzjtwtydscglfgajkllngpvwtqgkvzyktnej,5.0,,3.0,AL,0.0,M,5.0,783.0,2538814.0
mse14437,Hluejgqolk,United States of America,National Oilwell Varco,288437.0,1-718-382-5659,msetkyktzcuasu,dxpgiug,O,Imllncoiykgffajmjxahbjnscvwalvimdgxnhcnb,4.0,,3.0,Nova Scotia,2.0,M,64.0,568.0,1268025.0
Kcv14438,Slvwcu,United States of America,Quanta Services,70733.0,1-891-409-7907,Kcvkpk,Psysvn,O,,1.0,,9.0,IN,5.0,M,42.0,638.0,3805064.0
Zwh14439,Jzekunduf,Canada,Johnson & Johnson,283983.0,1-035-434-6786,Zwhhaxowgultav,Wypyjcezjk,R,Khfaxzptexyacgyuwtqrcewdstuxqoujtcasknli,2.0,f,2.0,MS,3.0,M,19.0,543.0,2872318.0
ucf14440,Spzdudrvzvwyewujwm,United States of America,IAC/InterActiveCorp,437550.0,1-162-512-9416,ucfbzomhraajbsm,gvrrmlyfmjnd,O,zilgpndcuhagigkvtrloiwpjqebvs,4.0,,,IA,,M,20.0,610.0,3571944.0
ujr14441,Ciwjwcitrkqmaa,United States of America,Waste Management,138058.0,1-221-647-3564,ujrntfiwnqsclogcnfjfpk,Rpyisz,O,Dtoeretbyatelinoqqbefhpgszenva,0.0,M,0.0,KY,1.0,M,99.0,596.0,971491.0
