indirizzo_id,indirizzo2,indirizzo,attivo,negozio_id,distretto,email,telefono,cognome,città_id,nome,data_creazione,codice_postale,cliente_id
503,,1416 San Juan Bautista Tuxtepec Avenue,1,1,Zufar,GENE.SANBORN@sakilacustomer.org,144206758053,SANBORN,444,GENE,2006-02-14 22:04:37,50592,498
504,,1 Valle de Santiago Avenue,1,2,Apulia,MARC.OUTLAW@sakilacustomer.org,465897838272,OUTLAW,93,MARC,2006-02-14 22:04:37,86208,499
505,,519 Brescia Parkway,1,1,East Java,REGINALD.KINDER@sakilacustomer.org,793996678771,KINDER,318,REGINALD,2006-02-14 22:04:37,69504,500
506,,414 Mandaluyong Street,1,1,Lubelskie,RUBEN.GEARY@sakilacustomer.org,52709222667,GEARY,314,RUBEN,2006-02-14 22:04:37,16370,501
507,,1197 Sokoto Boulevard,1,1,West Bengali,BRETT.CORNWELL@sakilacustomer.org,868602816371,CORNWELL,478,BRETT,2006-02-14 22:04:37,87687,502
508,,496 Celaya Drive,1,1,Nagano,ANGEL.BARCLAY@sakilacustomer.org,759586584889,BARCLAY,552,ANGEL,2006-02-14 22:04:37,90797,503
509,,786 Matsue Way,1,1,Illinois,NATHANIEL.ADAM@sakilacustomer.org,111177206479,ADAM,245,NATHANIEL,2006-02-14 22:04:37,37469,504
510,,48 Maracaíbo Place,1,1,Central Luzon,RAFAEL.ABNEY@sakilacustomer.org,82671830126,ABNEY,519,RAFAEL,2006-02-14 22:04:37,1570,505
511,,1152 al-Qatif Lane,1,2,Kalimantan Barat,LESLIE.SEWARD@sakilacustomer.org,131370665218,SEWARD,412,LESLIE,2006-02-14 22:04:37,44816,506
512,,1269 Ipoh Avenue,1,2,Eskisehir,EDGAR.RHOADS@sakilacustomer.org,402630109080,RHOADS,163,EDGAR,2006-02-14 22:04:37,54674,507
513,,758 Korolev Parkway,1,2,Andhra Pradesh,MILTON.HOWLAND@sakilacustomer.org,441628280920,HOWLAND,568,MILTON,2006-02-14 22:04:37,75474,508
514,,1747 Rustenburg Place,1,1,Bihar,RAUL.FORTIER@sakilacustomer.org,442673923363,FORTIER,110,RAUL,2006-02-14 22:04:37,51369,509
515,,886 Tonghae Place,0,2,Volgograd,BEN.EASTER@sakilacustomer.org,711928348157,EASTER,259,BEN,2006-02-14 22:04:37,19450,510
516,,1574 Goiânia Boulevard,1,1,Heilongjiang,CHESTER.BENNER@sakilacustomer.org,59634255214,BENNER,502,CHESTER,2006-02-14 22:04:37,39529,511
517,,548 Uruapan Street,1,1,Ontario,CECIL.VINES@sakilacustomer.org,879347453467,VINES,312,CECIL,2006-02-14 22:04:37,35653,512
519,,962 Tama Loop,1,2,,DUANE.TUBBS@sakilacustomer.org,282667506728,TUBBS,583,DUANE,2006-02-14 22:04:37,65952,513
520,,1778 Gijón Manor,1,2,Hubei,FRANKLIN.TROUTMAN@sakilacustomer.org,288910576761,TROUTMAN,594,FRANKLIN,2006-02-14 22:04:37,35156,514
521,,568 Dhule (Dhulia) Loop,1,1,Coquimbo,ANDRE.RAPP@sakilacustomer.org,602101369463,RAPP,127,ANDRE,2006-02-14 22:04:37,92568,515
522,,1768 Udine Loop,1,2,Battambang,ELMER.NOE@sakilacustomer.org,448876499197,NOE,60,ELMER,2006-02-14 22:04:37,32347,516
523,,608 Birgunj Parkway,1,2,Taipei,BRAD.MCCURDY@sakilacustomer.org,627425618482,MCCURDY,116,BRAD,2006-02-14 22:04:37,400,517
524,,680 A Coruña (La Coruña) Manor,1,1,Sivas,GABRIEL.HARDER@sakilacustomer.org,158326114853,HARDER,482,GABRIEL,2006-02-14 22:04:37,49806,518
525,,1949 Sanya Street,1,2,Gumma,RON.DELUCA@sakilacustomer.org,132100972047,DELUCA,224,RON,2006-02-14 22:04:37,61244,519
526,,617 Klerksdorp Place,1,2,Khanh Hoa,MITCHELL.WESTMORELAND@sakilacustomer.org,574973479129,WESTMORELAND,366,MITCHELL,2006-02-14 22:04:37,94707,520
527,,1993 0 Loop,1,2,Liaoning,ROLAND.SOUTH@sakilacustomer.org,25865528181,SOUTH,588,ROLAND,2006-02-14 22:04:37,41214,521
528,,1176 Southend-on-Sea Manor,1,2,Southern Tagalog,ARNOLD.HAVENS@sakilacustomer.org,236679267178,HAVENS,458,ARNOLD,2006-02-14 22:04:37,81651,522
529,,600 Purnea (Purnia) Avenue,1,1,Nghe An,HARVEY.GUAJARDO@sakilacustomer.org,638409958875,GUAJARDO,571,HARVEY,2006-02-14 22:04:37,18043,523
530,,1003 Qinhuangdao Street,1,1,West Java,JARED.ELY@sakilacustomer.org,35533115997,ELY,419,JARED,2006-02-14 22:04:37,25972,524
531,,1986 Sivas Place,1,2,Friuli-Venezia Giuli,ADRIAN.CLARY@sakilacustomer.org,182059202712,CLARY,551,ADRIAN,2006-02-14 22:04:37,95775,525
532,,1427 Tabuk Place,1,2,Florida,KARL.SEAL@sakilacustomer.org,214756839122,SEAL,101,KARL,2006-02-14 22:04:37,31342,526
533,,556 Asunción Way,1,1,Mogiljov,CORY.MEEHAN@sakilacustomer.org,338244023543,MEEHAN,339,CORY,2006-02-14 22:04:37,35364,527
534,,486 Ondo Parkway,1,1,Benguela,CLAUDE.HERZOG@sakilacustomer.org,105882218332,HERZOG,67,CLAUDE,2006-02-14 22:04:37,35202,528
535,,635 Brest Manor,1,2,Andhra Pradesh,ERIK.GUILLEN@sakilacustomer.org,80593242951,GUILLEN,75,ERIK,2006-02-14 22:04:37,40899,529
536,,166 Jinchang Street,1,2,Buenos Aires,DARRYL.ASHCRAFT@sakilacustomer.org,717566026669,ASHCRAFT,165,DARRYL,2006-02-14 22:04:37,86760,530
537,,958 Sagamihara Lane,1,2,Mie,JAMIE.WAUGH@sakilacustomer.org,427274926505,WAUGH,287,JAMIE,2006-02-14 22:04:37,88408,531
538,,1817 Livorno Way,1,2,Khanh Hoa,NEIL.RENNER@sakilacustomer.org,478380208348,RENNER,100,NEIL,2006-02-14 22:04:37,79401,532
539,,1332 Gaziantep Lane,1,1,Shandong,JESSIE.MILAM@sakilacustomer.org,383353187467,MILAM,80,JESSIE,2006-02-14 22:04:37,22813,533
540,,949 Allende Lane,0,1,Uttar Pradesh,CHRISTIAN.JUNG@sakilacustomer.org,122981120653,JUNG,24,CHRISTIAN,2006-02-14 22:04:37,67521,534
541,,195 Ilorin Street,1,1,Chari-Baguirmi,JAVIER.ELROD@sakilacustomer.org,8912935608,ELROD,363,JAVIER,2006-02-14 22:04:37,49250,535
542,,193 Bhusawal Place,1,2,Kang-won,FERNANDO.CHURCHILL@sakilacustomer.org,745267607502,CHURCHILL,539,FERNANDO,2006-02-14 22:04:37,9750,536
543,,43 Vilnius Manor,1,2,Colorado,CLINTON.BUFORD@sakilacustomer.org,484500282381,BUFORD,42,CLINTON,2006-02-14 22:04:37,79814,537
544,,183 Haiphong Street,1,2,Jilin,TED.BREAUX@sakilacustomer.org,488600270038,BREAUX,46,TED,2006-02-14 22:04:37,69953,538
545,,163 Augusta-Richmond County Loop,1,1,Carabobo,MATHEW.BOLIN@sakilacustomer.org,754579047924,BOLIN,561,MATHEW,2006-02-14 22:04:37,33030,539
546,,191 José Azueta Parkway,1,1,Ruse,TYRONE.ASHER@sakilacustomer.org,932156667696,ASHER,436,TYRONE,2006-02-14 22:04:37,13629,540
547,,379 Lublin Parkway,1,2,Toscana,DARREN.WINDHAM@sakilacustomer.org,921960450089,WINDHAM,309,DARREN,2006-02-14 22:04:37,74568,541
548,,1658 Cumaná Loop,1,2,Sumatera Selatan,LONNIE.TIRADO@sakilacustomer.org,784907335610,TIRADO,396,LONNIE,2006-02-14 22:04:37,51309,542
549,,454 Qinhuangdao Drive,1,1,Tadla-Azilal,LANCE.PEMBERTON@sakilacustomer.org,786270036240,PEMBERTON,68,LANCE,2006-02-14 22:04:37,25866,543
550,,1715 Okayama Street,1,2,São Paulo,CODY.NOLEN@sakilacustomer.org,169352919175,NOLEN,485,CODY,2006-02-14 22:04:37,55676,544
551,,182 Nuku´alofa Drive,1,2,Sumy,JULIO.NOLAND@sakilacustomer.org,426346224043,NOLAND,275,JULIO,2006-02-14 22:04:37,15414,545
552,,390 Wroclaw Way,1,1,Hainan,KELLY.KNOTT@sakilacustomer.org,357593328658,KNOTT,462,KELLY,2006-02-14 22:04:37,5753,546
553,,1421 Quilmes Lane,1,1,Ishikawa,KURT.EMMONS@sakilacustomer.org,135407755975,EMMONS,260,KURT,2006-02-14 22:04:37,19151,547
554,,947 Tórshavn Place,1,1,Central Luzon,ALLAN.CORNISH@sakilacustomer.org,50898428626,CORNISH,528,ALLAN,2006-02-14 22:04:37,841,548
555,,1764 Jalib al-Shuyukh Parkway,1,1,Galicia,NELSON.CHRISTENSON@sakilacustomer.org,84794532510,CHRISTENSON,459,NELSON,2006-02-14 22:04:37,77642,549
556,,346 Cam Ranh Avenue,1,2,Zhejiang,GUY.BROWNLEE@sakilacustomer.org,978430786151,BROWNLEE,599,GUY,2006-02-14 22:04:37,39976,550
557,,1407 Pachuca de Soto Place,1,2,Rio Grande do Sul,CLAYTON.BARBEE@sakilacustomer.org,380077794770,BARBEE,21,CLAYTON,2006-02-14 22:04:37,26284,551
558,,904 Clarksville Drive,1,2,Zhejiang,HUGH.WALDROP@sakilacustomer.org,955349440539,WALDROP,193,HUGH,2006-02-14 22:04:37,52234,552
559,,1917 Kumbakonam Parkway,1,1,Vojvodina,MAX.PITT@sakilacustomer.org,698182547686,PITT,368,MAX,2006-02-14 22:04:37,11892,553
560,,1447 Imus Place,1,1,Gujarat,DWAYNE.OLVERA@sakilacustomer.org,62127829280,OLVERA,426,DWAYNE,2006-02-14 22:04:37,12905,554
561,,1497 Fengshan Drive,1,1,KwaZulu-Natal,DWIGHT.LOMBARDI@sakilacustomer.org,368738360376,LOMBARDI,112,DWIGHT,2006-02-14 22:04:37,63022,555
562,,869 Shikarpur Way,1,2,England,ARMANDO.GRUBER@sakilacustomer.org,590764256785,GRUBER,496,ARMANDO,2006-02-14 22:04:37,57380,556
563,,1059 Yuncheng Avenue,1,1,Vilna,FELIX.GAFFNEY@sakilacustomer.org,107092893983,GAFFNEY,570,FELIX,2006-02-14 22:04:37,47498,557
564,,505 Madiun Boulevard,0,1,Dolnoslaskie,JIMMIE.EGGLESTON@sakilacustomer.org,970638808606,EGGLESTON,577,JIMMIE,2006-02-14 22:04:37,97271,558
565,,1741 Hoshiarpur Boulevard,1,2,al-Sharqiya,EVERETT.BANDA@sakilacustomer.org,855066328617,BANDA,79,EVERETT,2006-02-14 22:04:37,22372,559
566,,1229 Varanasi (Benares) Manor,1,1,Buenos Aires,JORDAN.ARCHULETA@sakilacustomer.org,817740355461,ARCHULETA,43,JORDAN,2006-02-14 22:04:37,40195,560
567,,1894 Boa Vista Way,1,2,Texas,IAN.STILL@sakilacustomer.org,239357986667,STILL,178,IAN,2006-02-14 22:04:37,77464,561
568,,1342 Sharja Way,1,1,Sokoto & Kebbi & Zam,WALLACE.SLONE@sakilacustomer.org,946114054231,SLONE,488,WALLACE,2006-02-14 22:04:37,93655,562
569,,1342 Abha Boulevard,1,2,Bukarest,KEN.PREWITT@sakilacustomer.org,997453607116,PREWITT,95,KEN,2006-02-14 22:04:37,10714,563
570,,415 Pune Avenue,1,2,Shandong,BOB.PFEIFFER@sakilacustomer.org,203202500108,PFEIFFER,580,BOB,2006-02-14 22:04:37,44274,564
571,,1746 Faaa Way,1,2,Huánuco,JAIME.NETTLES@sakilacustomer.org,863080561151,NETTLES,214,JAIME,2006-02-14 22:04:37,32515,565
572,,539 Hami Way,1,1,Tokat,CASEY.MENA@sakilacustomer.org,525518075499,MENA,538,CASEY,2006-02-14 22:04:37,52196,566
573,,1407 Surakarta Manor,1,2,Moskova,ALFREDO.MCADAMS@sakilacustomer.org,324346485054,MCADAMS,466,ALFREDO,2006-02-14 22:04:37,33224,567
574,,502 Mandi Bahauddin Parkway,1,2,Anzotegui,ALBERTO.HENNING@sakilacustomer.org,618156722572,HENNING,55,ALBERTO,2006-02-14 22:04:37,15992,568
575,,1052 Pathankot Avenue,1,2,Sichuan,DAVE.GARDINER@sakilacustomer.org,128499386727,GARDINER,299,DAVE,2006-02-14 22:04:37,77397,569
576,,1351 Sousse Lane,1,2,Coahuila de Zaragoza,IVAN.CROMWELL@sakilacustomer.org,203804046132,CROMWELL,341,IVAN,2006-02-14 22:04:37,37815,570
577,,1501 Pangkal Pinang Avenue,1,2,Mazowieckie,JOHNNIE.CHISHOLM@sakilacustomer.org,770864062795,CHISHOLM,409,JOHNNIE,2006-02-14 22:04:37,943,571
578,,1405 Hagonoy Avenue,1,1,Slaskie,SIDNEY.BURLESON@sakilacustomer.org,867287719310,BURLESON,133,SIDNEY,2006-02-14 22:04:37,86587,572
579,,521 San Juan Bautista Tuxtepec Place,1,1,Qaraghandy,BYRON.BOX@sakilacustomer.org,844018348565,BOX,598,BYRON,2006-02-14 22:04:37,95093,573
580,,923 Tangail Boulevard,1,2,Tokyo-to,JULIAN.VEST@sakilacustomer.org,315528269898,VEST,10,JULIAN,2006-02-14 22:04:37,33384,574
581,,186 Skikda Lane,1,2,Morelos,ISAAC.OGLESBY@sakilacustomer.org,14465669789,OGLESBY,131,ISAAC,2006-02-14 22:04:37,89422,575
582,,1568 Celaya Parkway,1,2,Kaohsiung,MORRIS.MCCARTER@sakilacustomer.org,278669994384,MCCARTER,168,MORRIS,2006-02-14 22:04:37,34750,576
583,,1489 Kakamigahara Lane,1,2,Taipei,CLIFTON.MALCOLM@sakilacustomer.org,29341849811,MALCOLM,526,CLIFTON,2006-02-14 22:04:37,98883,577
584,,1819 Alessandria Loop,1,2,Campeche,WILLARD.LUMPKIN@sakilacustomer.org,377633994405,LUMPKIN,103,WILLARD,2006-02-14 22:04:37,53829,578
585,,1208 Tama Loop,1,2,Ninawa,DARYL.LARUE@sakilacustomer.org,954786054144,LARUE,344,DARYL,2006-02-14 22:04:37,73605,579
586,,951 Springs Lane,1,1,Central Mindanao,ROSS.GREY@sakilacustomer.org,165164761435,GREY,219,ROSS,2006-02-14 22:04:37,96115,580
587,,760 Miyakonojo Drive,1,1,Guerrero,VIRGIL.WOFFORD@sakilacustomer.org,294449058179,WOFFORD,246,VIRGIL,2006-02-14 22:04:37,64682,581
588,,966 Asunción Way,1,2,Hidalgo,ANDY.VANHORN@sakilacustomer.org,995527378381,VANHORN,212,ANDY,2006-02-14 22:04:37,62703,582
589,,1584 Ljubertsy Lane,1,1,England,MARSHALL.THORN@sakilacustomer.org,285710089439,THORN,494,MARSHALL,2006-02-14 22:04:37,22954,583
590,,247 Jining Parkway,1,2,Banjul,SALVADOR.TEEL@sakilacustomer.org,170115379190,TEEL,54,SALVADOR,2006-02-14 22:04:37,53446,584
591,,773 Dallas Manor,1,1,Buenos Aires,PERRY.SWAFFORD@sakilacustomer.org,914466027044,SWAFFORD,424,PERRY,2006-02-14 22:04:37,12664,585
592,,1923 Stara Zagora Lane,1,1,Nantou,KIRK.STCLAIR@sakilacustomer.org,182178609211,STCLAIR,546,KIRK,2006-02-14 22:04:37,95179,586
593,,1402 Zanzibar Boulevard,1,1,Guanajuato,SERGIO.STANFIELD@sakilacustomer.org,387448063440,STANFIELD,106,SERGIO,2006-02-14 22:04:37,71102,587
594,,1464 Kursk Parkway,1,1,Shandong,MARION.OCAMPO@sakilacustomer.org,338758048786,OCAMPO,574,MARION,2006-02-14 22:04:37,17381,588
595,,1074 Sanaa Parkway,1,1,Loja,TRACY.HERRMANN@sakilacustomer.org,154124128457,HERRMANN,311,TRACY,2006-02-14 22:04:37,22474,589
596,,1759 Niznekamsk Avenue,1,2,al-Manama,SETH.HANNON@sakilacustomer.org,864392582257,HANNON,14,SETH,2006-02-14 22:04:37,39414,590
597,,32 Liaocheng Way,1,1,Minas Gerais,KENT.ARSENAULT@sakilacustomer.org,410877354933,ARSENAULT,248,KENT,2006-02-14 22:04:37,1944,591
598,,42 Fontana Avenue,0,1,Fejr,TERRANCE.ROUSH@sakilacustomer.org,437829801725,ROUSH,512,TERRANCE,2006-02-14 22:04:37,14684,592
599,,1895 Zhezqazghan Drive,1,2,California,RENE.MCALISTER@sakilacustomer.org,137809746111,MCALISTER,177,RENE,2006-02-14 22:04:37,36693,593
600,,1837 Kaduna Parkway,1,1,Inner Mongolia,EDUARDO.HIATT@sakilacustomer.org,640843562301,HIATT,241,EDUARDO,2006-02-14 22:04:37,82580,594
601,,844 Bucuresti Place,1,1,Liaoning,TERRENCE.GUNDERSON@sakilacustomer.org,935952366111,GUNDERSON,242,TERRENCE,2006-02-14 22:04:37,36603,595
602,,1101 Bucuresti Boulevard,1,1,West Greece,ENRIQUE.FORSYTHE@sakilacustomer.org,199514580428,FORSYTHE,401,ENRIQUE,2006-02-14 22:04:37,97661,596
603,,1103 Quilmes Boulevard,1,1,Piura,FREDDIE.DUGGAN@sakilacustomer.org,644021380889,DUGGAN,503,FREDDIE,2006-02-14 22:04:37,52137,597
604,,1331 Usak Boulevard,1,1,Vaud,WADE.DELVALLE@sakilacustomer.org,145308717464,DELVALLE,296,WADE,2006-02-14 22:04:37,61960,598
605,,1325 Fukuyama Street,1,2,Heilongjiang,AUSTIN.CINTRON@sakilacustomer.org,288241215394,CINTRON,537,AUSTIN,2006-02-14 22:04:37,27107,599
