gncd,frstnm,nmbrcrdtcrds,pstlcd,ntwrth,g,lstnm,ddrssln1,nmbrcrs,mddlntl,cntr,gndr,crdtrtng,wnrrntflg,ct,ncm,nmbrchldrn,mrtlstts,mplr
Soc1933,Ulla,3.0,97217,1333141.0,38.0,Sochovka,450 floresta court,4.0,,United States of America,,505.0,R,Independence,12152.0,4.0,M,Washington Post
sin1934,ANNA-DIANE,3.0,Y1B 1F6,731227.0,12.0,sinclair,20433 sun tree upper,2.0,,Canada,f,773.0,O,Manchester,108191.0,0.0,M,PetSmart
Mon1935,miguelita,6.0,V6d 1u2,,80.0,Montaldo,3202 GLASS LOWER,1.0,,United States of America,,569.0,O,Alexandria,132517.0,1.0,D,Harrah's Entertainment
MCA1936,Aleen,8.0,20065,3604250.0,58.0,MCALLUM,3495 la grande court,1.0,,United States of America,F,617.0,O,Worcester,379318.0,3.0,W,Beazer Homes USA
mat1937,kitty,1.0,10174,451818.0,17.0,matlock,5711 young lower,1.0,,United States of America,R,719.0,O,Baton Rouge,396516.0,1.0,S,AMC Entertainment
deb1938,Ext,6.0,V6z 1p9,2134755.0,18.0,deboer,21292 EATON STREET,1.0,F,United States of America,,503.0,U,Independence,436798.0,2.0,S,Worthington Industries
Wal1939,maris,8.0,V6k 1p6,2145617.0,82.0,Walrond,22091 macon road,,,United States of America,,318.0,R,Hartford,226990.0,4.0,U,World Fuel Services
Dea1940,ELYSHA,10.0,V5b 1p9,783144.0,13.0,Deanda,10915 orinda boulevard,3.0,N,United States of America,,748.0,O,Whitehorse,,0.0,M,Michaels Stores
BUR1941,rey,4.0,m1i 1p2,,55.0,BURDETTE,11919 morning crescent,4.0,S,United States of America,,325.0,O,Augusta,161188.0,3.0,M,Donaldson
nak1942,Rijswijk,1.0,r5h 1m5,3326081.0,47.0,nakano,17298 conier avenue,0.0,P,Canada,,516.0,O,Winnipeg,248338.0,0.0,S,Great Atlantic & Pacific Tea
Mcg1943,Nang,4.0,43225,1978845.0,86.0,Mcgruder,18368 charlotte lane,1.0,,United States of America,F,558.0,O,Waterbury,491219.0,5.0,M,Leap Wireless International
mgm1944,Lulita,10.0,m9f 1s9,,13.0,mgmt,14333 dolores court,2.0,T,United States of America,,,O,Durham,360082.0,4.0,S,L-3 Communications
ben1945,Steen,10.0,V6i 1u6,2718234.0,49.0,benyamin-seeyar,17514 PAYNE PARK,5.0,,United States of America,,758.0,O,Montpelier,196571.0,0.0,,Comerica
don1946,jenny,3.0,E7N 1G9,607042.0,12.0,donohoe,24469 erie west,,,United States of America,F,472.0,R,Evansville,82154.0,4.0,M,PetSmart
Gre1947,Carin,10.0,e4a 1s6,1884742.0,70.0,Grewal,17131 braeswood boulevard,4.0,E,United States of America,F,816.0,O,McAllen,174553.0,3.0,M,
sen1948,stephen,9.0,64115,1056693.0,76.0,senese,3542 BLOUNT BOULEVARD,1.0,,United States of America,F,500.0,U,Indianapolis,111881.0,3.0,M,Frontier Oil
MAY1949,zola,9.0,79605,1230632.0,24.0,MAYOUX,7217 WISE LOWER,5.0,,Canada,,322.0,O,Modesto,68674.0,4.0,D,Raymond James Financial
wal1950,MYRLENE,9.0,v6s 1w7,2644922.0,68.0,walrond,23665 throckmorton park,2.0,,United States of America,,602.0,O,Carrollton,304243.0,0.0,M,Albemarle
BRA1951,Ayn,4.0,M9F 1U9,,97.0,BRAILEY,11630 archer west,0.0,,United States of America,m,796.0,O,Anchorage,233006.0,3.0,U,Mutual Life Insurance
Woo1952,NOREL,7.0,14622,1629724.0,69.0,Woolery,14425 EDGSON DRIVE,2.0,T,United States of America,,724.0,R,Provo,300836.0,,M,Guardian Life Ins. Co.
riv1953,BRADLEY,,77235,842723.0,99.0,rivers,16222 adrian lane,5.0,,United States of America,,542.0,O,Akron,44532.0,5.0,,KeyCorp
Moh1954,Hanco,6.0,43656,1470475.0,6.0,Mohr,7054 SOUTHLAKE UPPER,4.0,,United States of America,m,620.0,U,St. Catharines,448275.0,4.0,W,Brookdale Senior Living
mur1955,Ramona,0.0,59804,3937526.0,53.0,murphy-king,18994 country boulevard,4.0,,United States of America,F,752.0,O,San Bernardino,390876.0,4.0,M,Burlington Coat Factory
asc1956,ESTELE,10.0,H6a 1y5,436734.0,57.0,ascott,19214 yaupon boulevard,2.0,V,Canada,,350.0,,San Bernardino,221461.0,0.0,M,Telephone & Data Systems
ste1957,SYBYL,4.0,85742,1854812.0,11.0,stepler,18458 yorkchester west,2.0,,United States of America,m,420.0,R,Waterbury,424080.0,0.0,U,Cytec Industries
Hof1958,graeme,10.0,V6m 1v5,1618049.0,83.0,Hofstetter,22201 westmere north,3.0,,United States of America,,791.0,O,Billings,71600.0,2.0,U,NBTY
Sha1959,rachelle,1.0,H2g 1x5,2326806.0,84.0,Shapin,12478 garden brook street,0.0,,United States of America,F,770.0,O,Fargo,,0.0,S,Sunrise Senior Living
Til1960,tap,2.0,77262,1650029.0,90.0,Tilley,23607 stella lane,1.0,B,United States of America,F,697.0,R,Manchester,279277.0,0.0,U,BearingPoint
Bor1961,Shiroshi,10.0,28246,2791494.0,25.0,Borosh,7255 collinwood east,5.0,J,United States of America,f,,O,London,409808.0,3.0,M,Chesapeake Energy
bon1962,jenn,10.0,10274,3254999.0,73.0,bonneau,10505 king crescent,0.0,,United States of America,m,343.0,O,Hampton,304965.0,5.0,D,Fidelity National Information
sch1963,Margaretta,8.0,10040,359209.0,82.0,schumacher,16650 hardy street,2.0,X,United States of America,F,849.0,R,Orlando,373847.0,5.0,U,UnitedHealth Group
Cru1964,LEATON,10.0,V6t 1p3,2980574.0,41.0,Crumpton,4129 CRESTLINE AVENUE,4.0,J,United States of America,,819.0,O,Beaumont,129885.0,3.0,S,Affinia Group Intermediate
cow1965,Benni,0.0,V5b 1p4,3238498.0,85.0,cowper,8211 pelican avenue,3.0,V,United States of America,M,459.0,R,Raleigh,22849.0,2.0,W,Calumet Specialty Products
Kan1966,GINA,9.0,t6b 1c7,3316471.0,43.0,Kannel,5277 chamblee drive,0.0,P,United States of America,F,515.0,R,West Covina,182042.0,1.0,S,CB Richard Ellis Group
Hil1967,merci,9.0,91163,1374541.0,81.0,Hillring,15086 SUMMIT EAST,3.0,,United States of America,m,370.0,O,Louisville,343516.0,,U,
Sri1968,Tai-jen,10.0,H2b 1v2,387549.0,16.0,Srikrishna,13058 wisteria lane,2.0,,United States of America,,846.0,O,Idaho Falls,217972.0,3.0,M,LandAmerica Financial Group
MAS1969,lu,9.0,99637,,2.0,MASSUMI,9824 OLYMPIA STREET,2.0,,United States of America,f,649.0,U,Little Rock,353180.0,0.0,S,Packaging Corp. of America
SER1970,SHANI,5.0,V6f 1t1,3153181.0,77.0,SERGO,11455 burnham east,3.0,,United States of America,,414.0,O,Iqaluit,297086.0,5.0,M,PSS World Medical
HAB1971,cesar,4.0,S7D 1N5,728599.0,75.0,HABELRIH,5858 CAMELOT STREET,4.0,,United States of America,,567.0,O,Coral Springs,384651.0,1.0,M,Darden Restaurants
TUX1972,Kiennghiep,10.0,v6f 1u1,3637057.0,64.0,TUXFORD,14389 weller upper,5.0,,United States of America,,799.0,O,San Francisco,262990.0,2.0,M,Western Union
Ive1973,bobina,10.0,V6e 1q3,3303767.0,100.0,Ivers,2401 stratmore lower,4.0,C,United States of America,,438.0,O,Columbus,47473.0,2.0,U,Owens & Minor
nut1974,SELIE,2.0,87113,2393695.0,28.0,nuttall,23588 madison west,3.0,N,Canada,,661.0,U,West Valley,120603.0,4.0,U,Olin
tye1975,Meagan,10.0,T6b 1a1,939385.0,,tye,2920 WHITTINGTON STREET,2.0,,Canada,,541.0,O,Hamilton,94319.0,5.0,,Helmerich & Payne
Cos1976,ALMA,5.0,02113,,33.0,Cossota,1104 university way,5.0,,United States of America,M,385.0,O,St. Louis,367904.0,4.0,U,Chevron
lav1977,TOSHI,10.0,85286,1240672.0,78.0,lavelle,11164 GINGER LANE,4.0,,Canada,F,666.0,O,Oakland,343211.0,2.0,M,Career Education
FRA1978,SHORWAN,1.0,30908,1609970.0,95.0,FRASER,16757 HIGHLAND WAY,3.0,,Canada,,570.0,O,Cincinnati,274284.0,2.0,M,Illinois Tool Works
Ran1979,Irina,0.0,85037,3803014.0,73.0,Randhawa,703 commerce park,0.0,,United States of America,F,390.0,O,Buffalo,401580.0,4.0,U,Amgen
jam1980,Hank,5.0,V6H 1V8,3206623.0,30.0,jamison,24062 tangle brush crescent,0.0,,Canada,f,729.0,,Irving,89287.0,1.0,S,Fortune Brands
Bro1981,mercy,5.0,V6t 1p7,25736.0,69.0,Broschuk,15162 MORTON UPPER,2.0,,United States of America,F,765.0,O,Provo,35564.0,1.0,M,Sentry Insurance Group
far1982,Tomasina,9.0,V6z 1u1,2769346.0,41.0,farnham,23366 HARRIS WAY,4.0,,Canada,M,,O,Evansville,460344.0,5.0,M,General Motors
joy1983,Jacob,8.0,95287,3730018.0,91.0,joyner,8293 wayne crescent,5.0,K,Canada,,428.0,U,Philadelphia,176598.0,3.0,M,Avon Products
Wei1984,vicky,5.0,43225,145124.0,85.0,Weinbender,8303 warren road,3.0,,Canada,m,608.0,O,Vancouver,322722.0,3.0,M,Quanta Services
LAP1985,Dilip,8.0,35842,1765016.0,94.0,LAPOSTOLLE,23639 purdue rue,4.0,U,United States of America,,731.0,O,Casper,395675.0,0.0,,NiSource
Mar1986,ketti,9.0,A5d 1a1,963027.0,,Marceau,14741 CARTWRIGHT ROAD,4.0,,United States of America,,755.0,O,Inglewood,483784.0,5.0,,
tim1987,edwin,10.0,m1i 1q6,930198.0,23.0,timsit,911 topple drive,5.0,,United States of America,m,526.0,O,Warwick,141013.0,2.0,W,Washington Post
Bog1988,Ethyl,,E7n 1l6,1279475.0,15.0,Boggs,2055 evans east,3.0,V,United States of America,,826.0,O,Oakland,333320.0,4.0,U,Popular
EMI1989,fay,5.0,55116,2141980.0,59.0,EMIG,12478 garden brook street,4.0,O,United States of America,M,418.0,O,Rockford,149383.0,5.0,D,Humana
Man1990,jann,2.0,66212,2680828.0,53.0,Manley,21170 edloe boulevard,2.0,,United States of America,,407.0,O,Vallejo,161043.0,,U,Thrivent Financial
hin1991,Blondelle,7.0,90341,1473643.0,96.0,hinkle,12373 love bird way,1.0,,United States of America,,522.0,O,Livonia,151951.0,4.0,M,Land O'Lakes
rec1992,hanhb,5.0,38190,2273988.0,93.0,reckhard,7329 roosevelt upper,3.0,,United States of America,f,431.0,R,Santa Clarita,246293.0,0.0,M,Continental Airlines
Sob1993,tc,1.0,36609,3953976.0,9.0,Sobolak,10856 kelvin upper,4.0,,United States of America,,527.0,O,Coral Springs,307891.0,3.0,M,Aleris International
DEN1994,Bryce,5.0,H6a 1w8,45405.0,,DENTON,23880 skyline crescent,0.0,,United States of America,,721.0,O,Oakland,105986.0,4.0,S,Snap-On
SEL1995,Doretta,0.0,X5f 1v5,1885786.0,6.0,SELBY,22785 PEACHTREE BOULEVARD,4.0,,United States of America,,428.0,O,Laredo,257303.0,1.0,U,Sprint Nextel
Rig1996,skipper,10.0,45261,1647005.0,94.0,Riggs,14783 saunders upper,2.0,H,Canada,f,667.0,U,Raleigh,229879.0,,D,Gap
RAP1997,WILMER,8.0,v6o 1w6,2738356.0,58.0,RAPPOPORT,21731 gulfton upper,4.0,,United States of America,,523.0,U,Lansing,112412.0,0.0,S,
Cor1998,lynett,4.0,04241,895169.0,35.0,Cormier,7574 berry road,0.0,,United States of America,f,375.0,R,St. Catharines,10025.0,5.0,W,Ingram Micro
net1999,hoa,3.0,V6X 1V4,1507707.0,14.0,netdev,18885 ROGERS RUE,2.0,,United States of America,m,768.0,O,Salinas,125576.0,1.0,S,
Hur2000,malena,4.0,35893,1234599.0,8.0,Hurtubise,2637 payne lower,5.0,,United States of America,M,345.0,O,Lowell,327932.0,0.0,U,Roper Industries
lab2001,Shina,10.0,E7N 1J2,3792514.0,37.0,laberge,16605 TURTLE CREEK PARK,5.0,,United States of America,,721.0,O,Syracuse,163216.0,1.0,U,Interactive Brokers Group
Wea2002,Belleville,4.0,H2e 1z5,2076019.0,48.0,Weatherspoon,18675 calhoun lane,3.0,,United States of America,M,525.0,O,Cincinnati,27246.0,1.0,M,Dillard's
lev2003,Shane,6.0,H6D 1W4,755169.0,53.0,levey,13564 bonita boulevard,5.0,U,United States of America,,,O,Augusta,121740.0,1.0,M,Boeing
Ayo2004,OZAY,4.0,76124,1222791.0,63.0,Ayoubzadeh,7726 tallowood upper,2.0,A,Canada,,586.0,O,Waco,342267.0,1.0,S,Belk
mcc2005,Leanor,4.0,t6a 1k3,272105.0,61.0,mcclennon,14037 jackson road,5.0,,United States of America,,,O,Charleston,280242.0,1.0,W,Illinois Tool Works
jav2006,AUBREE,6.0,M2r 1d3,,93.0,javallas-ross,15013 harris road,2.0,,United States of America,,768.0,O,Milwaukee,37516.0,2.0,U,Superior Energy Services
buc2007,YUEH,10.0,74126,3769253.0,73.0,bucklin,3445 chamblee park,4.0,C,United States of America,F,744.0,O,Hialeah,28684.0,0.0,S,Verizon Communications
Plo2008,Katarina,5.0,T5B 1T3,3813616.0,24.0,Plotter,10530 lancaster south,,,United States of America,m,387.0,O,Riverside,,4.0,M,Cabot
Cro2009,hsieh,9.0,B8a 1y6,1904325.0,91.0,Crowle,3690 plumb boulevard,3.0,,United States of America,,475.0,U,Toledo,299158.0,1.0,S,Hanover Insurance Group
Mis2010,Kat,7.0,93783,2295504.0,25.0,Mis,20740 MAYFAIR UPPER,0.0,,United States of America,,605.0,O,Chattanooga,270496.0,3.0,M,WellCare Health Plans
dra2011,Fast,,93801,543160.0,16.0,dransfield,9609 KENTUCKY ROAD,,,United States of America,f,746.0,O,Columbia,383205.0,,M,Priceline.com
Alm2012,HARRY,8.0,90187,2756762.0,74.0,Alms,4159 gemini lane,4.0,,United States of America,,480.0,O,Raleigh,349752.0,0.0,U,OGE Energy
MOB2013,paqs,4.0,T5D 1L7,3697483.0,97.0,MOBLEY,21477 warren park,0.0,,United States of America,,552.0,O,Cheyenne,428422.0,3.0,M,Fastenal
Cha2014,Lian,6.0,v6r 1w1,1735980.0,72.0,Chambers,2845 trafalgar east,,,United States of America,m,795.0,O,Atlanta,246317.0,2.0,D,Westar Energy
HAD2015,Steen,8.0,93795,938947.0,56.0,HADEL,6095 coralberry north,3.0,,United States of America,M,,R,Albuquerque,388274.0,2.0,,Patterson
Chi2016,bhupinder,7.0,33328,1877592.0,47.0,Childerhose,6360 savoy drive,2.0,,United States of America,F,417.0,O,Santa Fe,382836.0,3.0,M,Charles Schwab
She2017,Ardra,0.0,44306,1816530.0,53.0,Sheldon,15633 LANDMARK PARK,4.0,,United States of America,,605.0,O,Houston,352637.0,1.0,M,Nasdaq OMX Group
Mal2018,Barbie,2.0,89505,3011494.0,99.0,Maltese,4824 sheppard way,2.0,X,United States of America,M,326.0,O,Jersey City,489553.0,2.0,D,Solo Cup
val2019,Gordy,6.0,T5C 1S7,1191546.0,41.0,valliani,12373 LOVE BIRD WAY,1.0,,United States of America,m,684.0,R,Newport News,350504.0,,M,Molex
TYE2020,NAILE,9.0,19181,204058.0,30.0,TYE,20813 LAMAR PARK,4.0,U,Canada,M,745.0,O,Fontana,386106.0,1.0,M,
Ash2021,Alphen,5.0,v5a 1o6,2356438.0,26.0,Ashbee,7903 westerley park,5.0,,Canada,m,347.0,O,Durham,111531.0,1.0,M,C.R. Bard
sch2022,aretha,10.0,93846,1447603.0,6.0,schauer,10431 market street,0.0,H,Canada,m,393.0,O,Charleston,106434.0,5.0,U,Southwestern Energy
kaj2023,Fernande,6.0,98152,680731.0,78.0,kajeejit,24929 dusty boulevard,5.0,,United States of America,m,498.0,O,Allentown,,3.0,S,General Motors
Aro2024,Eluned,6.0,33714,1384410.0,66.0,Aronovich,11183 wilshire avenue,4.0,,United States of America,,736.0,O,Wichita,373396.0,1.0,,FedEx
imm2025,desirae,10.0,M5G 1V1,1213644.0,3.0,imming,1756 windsor east,1.0,,United States of America,,315.0,O,Berkeley,33340.0,1.0,W,Lincoln National
SCH2026,LYSE,0.0,M4k 1m6,1128333.0,36.0,SCHENKEL,10232 harris drive,5.0,,United States of America,F,707.0,O,Victoria,293329.0,0.0,U,Toll Brothers
cha2027,edlene,7.0,14223,1565062.0,44.0,chalifour,291 frances rue,2.0,Y,United States of America,f,439.0,O,Hilo,37232.0,5.0,W,National Oilwell Varco
IRV2028,shamim,0.0,v6l 1v1,3529952.0,72.0,IRVIN,6963 emmonds drive,5.0,J,United States of America,F,420.0,O,Lancaster,100723.0,1.0,S,MasterCard
NEI2029,nermana,7.0,76143,2293685.0,33.0,NEILSON,14831 murray road,4.0,,United States of America,,799.0,R,Ann Arbor,148128.0,4.0,W,PNM Resources
Tu2030,dian,10.0,V5C 1M4,422273.0,66.0,Tu,5017 pine lake way,,,United States of America,,673.0,U,Salem,184098.0,3.0,D,Cenveo
pop2031,Gurdip,0.0,93679,3741755.0,50.0,popowicz,12170 STRATMORE UPPER,3.0,X,United States of America,f,536.0,O,Winston-Salem,256911.0,1.0,M,Flowers Foods
SPE2032,antoni,2.0,46221,3891080.0,16.0,SPECS,18041 donaldson east,2.0,L,United States of America,,593.0,R,Irving,72242.0,,U,Unisys
Hed2033,leroy,2.0,M5D 1W9,3080341.0,93.0,Hedrich,22177 minot north,,G,United States of America,m,614.0,O,Santa Rosa,73999.0,2.0,M,Continental Airlines
Wat2034,RITA,1.0,77046,1595648.0,66.0,Waterman,16764 mcafee park,4.0,M,United States of America,,454.0,O,Torrance,282242.0,0.0,W,Amphenol
Wie2035,Naren,8.0,H5l 1o2,2943777.0,45.0,Wiercioch,11886 quentin west,4.0,,United States of America,f,344.0,O,Boston,73549.0,0.0,M,Alliant Techsystems
Muc2036,Ryann,0.0,r5h 1m9,,22.0,Mucklow,3731 CAPITAL COURT,1.0,E,United States of America,m,831.0,O,Laredo,49663.0,5.0,M,Genuine Parts
Lin2037,candida,6.0,V6r 1w8,2475633.0,72.0,Lind,5810 sinclair park,2.0,,Canada,f,594.0,O,Charlotte,43218.0,1.0,M,MasterCard
AMS2038,SHEEREE,4.0,90222,2384121.0,3.0,AMSTUTZ,15399 long avenue,0.0,,United States of America,f,601.0,O,Oklahoma City,89333.0,0.0,M,United Technologies
Van2039,Sibel,0.0,v6u 1v7,3854182.0,68.0,Vanderburg,821 EDEN RUE,4.0,X,United States of America,m,,O,Rockford,423416.0,4.0,M,McCormick
Fer2040,dieter,9.0,90135,3704015.0,98.0,Fernando,22829 pico drive,2.0,Y,United States of America,f,816.0,O,Miami,411981.0,3.0,S,OM Group
Mcn2041,Zelda,7.0,93681,2490432.0,,Mcnamara,14037 JACKSON ROAD,0.0,,United States of America,m,315.0,O,Burlington,227381.0,4.0,M,Health Management Associates
DE 2042,HUELSMAN,5.0,10067,66955.0,,DE ANDA,12491 CARROLL BOULEVARD,2.0,I,United States of America,m,632.0,O,Hamilton,243861.0,1.0,W,Belk
lin2043,KRISTINA,1.0,27418,2137917.0,55.0,lindstrom,22014 kirkwood upper,2.0,D,United States of America,,488.0,R,Wilmington,5462.0,2.0,D,Thor Industries
Bas2044,shutterbug,4.0,91792,1623957.0,14.0,Baskaran,10783 crestline court,3.0,T,Canada,M,496.0,U,Salt Lake City,131134.0,0.0,S,Enersys
ZIL2045,LOLLY,8.0,99216,2121024.0,47.0,ZILAIE,10666 travis west,2.0,,United States of America,,561.0,O,Anchorage,113133.0,0.0,M,Dun & Bradstreet
Mcg2046,Celestia,3.0,93312,,14.0,Mcgeown,7485 ARTHUR PARK,5.0,P,United States of America,,406.0,O,Oshawa,249624.0,4.0,S,Virgin Media
FEL2047,Tsuyoshi,0.0,43601,1207434.0,37.0,FELIX,23563 STONEHILL STREET,3.0,Z,United States of America,m,532.0,R,Charlotte,160718.0,0.0,U,Children's Place Retail Stores
BAR2048,Foad,6.0,V6D 1R8,769616.0,30.0,BARDSLEY,5524 FROSTWOOD COURT,2.0,,Canada,M,377.0,O,Raleigh,278660.0,4.0,S,Arkansas Best
hen2049,samaria,1.0,92602,2824304.0,97.0,henao,6294 KEENE ROAD,3.0,,United States of America,,706.0,R,Mobile,328850.0,0.0,S,Mylan
APP2050,Vera,1.0,V6Q 1U5,1945908.0,15.0,APPELL,10541 covecreek rue,1.0,G,United States of America,,824.0,O,Fayetteville,213989.0,,S,Laclede Group
Van2051,LAURYN,0.0,37227,2793619.0,73.0,Vandevalk,2473 martin rue,4.0,,United States of America,,804.0,R,Mesa,86954.0,5.0,U,Publix Super Markets
O'd2052,MARIAM,3.0,h7e 1u3,3166187.0,41.0,O'dale,6934 lamboll way,1.0,N,United States of America,,356.0,O,San Jose,42987.0,3.0,S,Delphi
Bor2053,adelle,5.0,t5d 1u2,773873.0,91.0,Borum,21180 trafalgar way,1.0,,United States of America,M,814.0,O,Dawson City,131774.0,5.0,U,Burlington Northern Santa Fe
Can2054,Brigit,6.0,90344,932545.0,90.0,Cantrell,24843 rollingwood way,,,United States of America,,471.0,O,Columbia,80682.0,,S,PPL
fer2055,YSABEL,5.0,59406,1004993.0,17.0,ferraro,16381 ledgestone boulevard,1.0,,United States of America,M,379.0,U,Naperville,238571.0,1.0,D,PNC Financial Services Group
Dan2056,Joanne,0.0,06709,1867245.0,55.0,Danagher,4529 notingham crescent,3.0,,United States of America,,751.0,O,Little Rock,83582.0,4.0,M,Buildings Materials Corp.
DON2057,Lanny,8.0,77078,2171855.0,50.0,DONG,9612 PARK STREAM UPPER,0.0,S,Canada,M,712.0,O,Tallahassee,,5.0,D,Group 1 Automotive
Gof2058,Wade,,77057,1333905.0,11.0,Gofron,12373 LOVE BIRD WAY,0.0,J,United States of America,M,530.0,R,Whitehorse,481532.0,0.0,M,Stanley Works
Yog2059,orly,4.0,M5g 1x4,3820798.0,39.0,Yogeswaran,12490 penn way,5.0,Z,United States of America,,,R,Salt Lake City,165186.0,4.0,S,Wynn Resorts
Abe2060,LINZIE,3.0,E7n 1g8,2725397.0,76.0,Abell,4785 oakhurst rue,0.0,,Canada,M,727.0,O,Hollywood,218899.0,3.0,M,Eli Lilly
max2061,Faiz,7.0,C2b 4w7,524881.0,48.0,maxseiner,7223 guadalupe lower,0.0,,United States of America,,713.0,O,Whitehorse,235720.0,4.0,W,Kimberly-Clark
Kar2062,Darline,6.0,t6c 1g2,912054.0,69.0,Karaali,12777 pembrook lower,1.0,R,United States of America,,753.0,O,Charlottetown,340259.0,3.0,S,Blockbuster
KWA2063,olympe,6.0,23224,2467035.0,23.0,KWANT,199 SUMMIT CRESCENT,0.0,,United States of America,,665.0,O,Iqaluit,493177.0,5.0,M,Men's Wearhouse
GOG2064,STARR,10.0,30331,2085502.0,57.0,GOGGIN,8050 OLYMPIC COURT,3.0,A,United States of America,f,779.0,O,Provo,222537.0,0.0,M,Noble Energy
Tow2065,Wieslaw,,29228,2306102.0,42.0,Towsley,18716 greene drive,0.0,Q,United States of America,F,447.0,R,West Valley,412274.0,3.0,M,Charter Communications
sch2066,ANNARBOR,10.0,80106,3519391.0,41.0,schvan,15470 windchime lower,4.0,K,United States of America,,612.0,O,Providence,,1.0,S,Advance Auto Parts
dod2067,Gilemette,1.0,T6A 1A7,2831141.0,,dodds,21639 san felipe rue,2.0,,Canada,F,601.0,U,Houston,106633.0,4.0,W,Cinemark Holdings
Kef2068,JERZY,,27707,3651168.0,76.0,Keffer,8389 donaldson street,0.0,,United States of America,,356.0,O,Rancho Cucamonga,35004.0,1.0,,Newmont Mining
Akb2069,Tatsman,0.0,m5d 1u8,1452510.0,54.0,Akbas,19452 bryant irvin west,2.0,,Canada,F,645.0,O,Detroit,,0.0,S,Energy Transfer Equity
Con2070,kitt,0.0,55176,3215282.0,21.0,Conde,23606 SUMMIT WEST,1.0,,United States of America,F,355.0,U,Raleigh,209103.0,4.0,M,Walt Disney
POP2071,Keys,2.0,T5A 1J9,3849268.0,79.0,POPIERAITIS,19634 el monte boulevard,4.0,,United States of America,,381.0,U,Seattle,384117.0,,M,Varian Medical Systems
Mor2072,roberta,0.0,10209,1364798.0,12.0,Morey,22870 la cienega street,3.0,,United States of America,M,590.0,O,Tempe,301522.0,3.0,W,Philip Morris International
Meg2073,Eryn,1.0,30364,296877.0,97.0,Meghani,13483 rockdale drive,1.0,,United States of America,,,R,Aurora,39856.0,3.0,U,Administaff
Abb2074,Pauline,3.0,07309,,45.0,Abbott,11883 concho avenue,2.0,,United States of America,F,654.0,O,New Haven,1138.0,3.0,S,MeadWestvaco
DOM2075,Karoly,6.0,06504,2710548.0,13.0,DOMANICO,16701 pearl drive,2.0,,United States of America,,819.0,O,Salinas,202240.0,0.0,M,Boston Scientific
Abe2076,gray,5.0,35881,1190003.0,32.0,Abernethy,8437 WITHERS DRIVE,5.0,,United States of America,M,417.0,O,Alexandria,423054.0,4.0,M,Cinemark Holdings
BAR2077,MARCI,10.0,36682,134214.0,94.0,BARAN,8428 roberts way,4.0,I,United States of America,,407.0,O,Pomona,449660.0,0.0,,Temple-Inland
Roh2078,KATEY,5.0,M5a 1u8,406688.0,50.0,Rohan,9933 inwood south,4.0,L,United States of America,,728.0,,Detroit,5959.0,1.0,U,NewPage Holding
Rid2079,Clarke,4.0,19032,1710567.0,4.0,Riddall,8887 holly knoll court,1.0,,United States of America,,639.0,O,Jacksonville,128625.0,1.0,M,Hasbro
Pec2080,Simon-cheuk,4.0,75260,210747.0,67.0,Pecic,3312 plummer street,3.0,,United States of America,,423.0,O,New York,199590.0,5.0,U,
Doa2081,OTHELIA,8.0,94442,3783852.0,,Doan,6492 adams east,,,United States of America,f,686.0,O,El Monte,110401.0,0.0,M,Equifax
BAD2082,mariya,8.0,H7f 1u5,2792723.0,12.0,BADGER,14254 HUNT WEST,5.0,M,United States of America,m,810.0,O,Elizabeth,435606.0,5.0,M,Massey Energy
HOE2083,anabelle,6.0,80182,3415412.0,69.0,HOELSCHER,3906 roosevelt lower,2.0,,Canada,,649.0,O,Plano,147855.0,3.0,M,Baxter International
Bin2084,Francois,5.0,94648,3358673.0,6.0,Binnington,23923 potomac road,1.0,,United States of America,,410.0,R,Grand Rapids,26933.0,1.0,W,McClatchy
mym2085,KELSEY,9.0,93347,2329856.0,69.0,mymryk,8074 euclid way,0.0,,Canada,,809.0,O,Spokane,307065.0,5.0,M,Regis
Uda2086,Madeleine,10.0,33159,3533670.0,39.0,Udall,12347 valita upper,1.0,,Canada,,849.0,O,El Paso,431396.0,3.0,M,Reliance Steel & Aluminum
Nes2087,roland,10.0,90320,1179460.0,95.0,Nestor,24759 queensbury way,5.0,,United States of America,,401.0,R,Cleveland,189391.0,4.0,W,Kellogg
ADA2088,cristionna,10.0,48261,1271651.0,65.0,ADAMOWICZ,20506 ardmore street,5.0,,United States of America,y,453.0,O,Toronto,280433.0,0.0,S,E.W. Scripps
SHE2089,Leticia,10.0,87504,3556870.0,98.0,SHERRELL,19171 meyers east,0.0,P,United States of America,M,468.0,O,Erie,54908.0,2.0,U,BMC Software
sta2090,aloysia,9.0,99566,1700411.0,76.0,staples,21421 dexter avenue,5.0,V,United States of America,M,773.0,U,Las Vegas,200827.0,4.0,M,Sysco
ALT2091,glori,10.0,M1i 1r2,146477.0,0.0,ALTEEN,18207 conley south,0.0,,United States of America,,528.0,O,Gary,49514.0,3.0,D,Sanderson Farms
all2092,Tabbatha,2.0,43208,2718355.0,75.0,allaman,14004 pelan way,3.0,S,United States of America,F,363.0,O,Montgomery,458844.0,2.0,W,Northrop Grumman
Ond2093,Callie,2.0,95215,2146102.0,66.0,Onder,4423 bonneville west,0.0,O,United States of America,,706.0,O,Richmond,361238.0,2.0,D,Flowers Foods
Zap2094,Orel,7.0,M5A 1U8,2385658.0,22.0,Zapach,13342 alamo court,2.0,,United States of America,f,725.0,O,Fort Smith,119807.0,,D,NTK Holdings
