prospect_AgencyID,prospect_NumberCreditCards,prospect_MiddleInitial,prospect_Phone,prospect_OwnOrRentFlag,prospect_NumberCars,prospect_AddressLine2,prospect_LastName,prospect_City,prospect_NetWorth,prospect_State,prospect_Income,prospect_NumberChildren,prospect_MaritalStatus,prospect_Age,prospect_CreditRating,prospect_Employer
rig11493,0.0,,1-878-752-8108,O,2.0,dgxvaanpvsyymvggyqfoxxrgcmnxyzfvvcozhgbhdgygndkps,rigbrtppucytl,Lincoln,3862408.0,WI,396722.0,0.0,M,88.0,475.0,Consol Energy
BMQ11494,9.0,O,1-613-399-7550,O,0.0,GIYGYIXWGFKDFBQHJJXLQOCYAR,BMQRQEVDROTVRSPMIUYIPZXP,Oklahoma City,3776397.0,KS,148398.0,0.0,M,32.0,490.0,General Motors
Xkx11495,10.0,B,1-941-270-7615,R,0.0,Mlmwrupvxubojmmppebdxltrgczydhytgogtc,Xkxzidrik,Hull,845953.0,MN,424682.0,1.0,S,73.0,469.0,Mueller Industries
ALX11496,2.0,,,O,3.0,Itgsnomvhpgjkzvswxjwftnvhmkwfcpktnlndjvjwcoahzctlsselaxioxdqrmg,ALXBYKTZCQPXBGWYHBWCKTZVURSPSB,Inglewood,3146493.0,PA,104907.0,4.0,M,70.0,665.0,MEMC Electronic Materials
XGJ11497,7.0,,1-091-240-1003,U,2.0,jvnnbflminvbaiaklydhirjoufcvkwevoto,XGJILVPFSSCCD,Nashville,3655922.0,AZ,123667.0,1.0,M,73.0,745.0,State Street Corp.
bqo11498,3.0,y,1-484-183-5682,O,1.0,Nsadexrhdkjzezoygicmxpknhiwjaxawzyg,bqomi,Toronto,1701758.0,British Columbia,126335.0,5.0,M,70.0,567.0,LSI
Yoi11499,6.0,n,1-172-239-2338,O,5.0,Obidyvpwnmhijfwlunwkhspmiasxjwnzaczrfqvzredrbmycahaghk,Yoiulcsoqtrd,Waco,3130656.0,IN,444780.0,0.0,M,,807.0,D.R. Horton
Xuz11500,7.0,f,1-715-088-6861,O,1.0,wblzufjivpdztysturyvhwnzilydpkaderdfsugt,Xuzvjfsgobdowzbfc,Victoria,2604263.0,Prince Edward Island,483924.0,4.0,,9.0,507.0,Energy Transfer Equity
sih11501,8.0,,1-088-114-5997,O,3.0,Dxxwsnhylyibcdrwyxhhfvxbgjkkpsnfksqqgdmmrgmwufesttfyyucpgmcty,sihwnydoosaazxaczfge,Lubbock,2245593.0,WI,50503.0,1.0,W,14.0,305.0,Asbury Automotive Group
HIF11502,10.0,S,1-988-423-9344,O,3.0,Xycdbpwnjbcjivpfokxyob,HIFIDZQRYQZWLVHZIEEUAKDNIQDM,Costa Mesa,3087235.0,Ontario,213058.0,5.0,M,41.0,544.0,Williams-Sonoma
Thh11503,6.0,,1-055-708-0614,O,,Hrwiquqvctecpgiilvtlrivkiscgvknihnodsrdcsrextpttldquzxawcirnxnrzrvevfznksrhjpf,Thhbqmgdozwkalkfvracbsgdtoyupn,Pomona,2142510.0,NJ,,1.0,W,91.0,802.0,Western & Southern Financial
fjs11504,9.0,,1-803-159-6616,O,0.0,Qwasqnlgnjunwghmoywngppnavchzdvsqbngsjqhrrrtlytzeqdfovhmo,fjshrigbpcgxspbctlfceydha,Great Falls,29043.0,HI,117515.0,3.0,D,,359.0,Carlisle
uka11505,6.0,R,1-585-809-3747,O,5.0,Aecuvyvpxqsaallvehs,ukavptukybkamcu,Overland Park,1956217.0,SD,381308.0,0.0,M,98.0,691.0,Fiserv
Zfg11506,8.0,h,1-565-568-1409,U,1.0,MRIUEFBKRUDIWPCRDPMXJLNHOCVWSVIAIJJTHVDIERBGUULNHDFZFMYEMPMN,Zfgzchcosuftrlibrqgrwt,Pueblo,1229024.0,Prince Edward Island,279211.0,0.0,U,33.0,483.0,Bio-Rad Laboratories
oya11507,5.0,d,1-639-058-1250,O,3.0,UJJTQOPAPFRYOYHWOFYCJVDBMJKLUKYYJEDWZ,oyapnhclfwaphue,Boston,3650201.0,SC,395264.0,4.0,M,28.0,376.0,Markel
Vbs11508,1.0,,1-917-084-5824,R,3.0,Hsmnwikjjcaxkuuesbfcbmkqcdtommeybqftysqvxccjwbaywhypybzmbanluidwvolcg,Vbshgpameuxaivim,Alexandria,3063906.0,RI,45730.0,3.0,D,81.0,435.0,Avnet
Pct11509,9.0,B,1-335-415-3432,R,1.0,Whjjqwqflhjbtqqiixlvqvkbpoxamwquinpqupwkbhfstkpjhnrwwdvewd,Pctakuieaqjubag,Mesquite,3641742.0,SC,143688.0,4.0,S,1.0,500.0,Philip Morris International
Ijc11510,8.0,z,1-761-782-9434,O,3.0,,Ijchxsimvpyitmfnwadntiglgvoh,Colorado Springs,121946.0,IN,84182.0,5.0,W,60.0,588.0,H&R Block
Pjg11511,10.0,,1-627-199-1158,O,4.0,Mifeqdbdhjnkmuswmaukfwrrbwxbiopmmecubiooxzojufcvtecfiskii,Pjgmdngwecwxwipcctkdylc,Idaho Falls,348644.0,VT,478671.0,3.0,M,97.0,,
Kvu11512,8.0,,1-062-434-6774,U,2.0,MBPFOLXCHNDDCTZQDJYHLWOFBODQIJDNIPUSBBPDGBIFANZDXXM,Kvunxgtidhdsqrpycspkuewew,Madison,405674.0,IA,,2.0,U,7.0,681.0,Praxair
ljy11513,3.0,j,1-109-110-9177,,2.0,Dddzgjdbogkgeyftfgophwkryprooghyvbtnvdntujncoaidphsgttganbdfrrd,ljyqhevjbu,Sandy,1693682.0,CT,277540.0,4.0,M,69.0,428.0,United Stationers
KHV11514,9.0,,1-315-009-9882,R,2.0,Zzhrcppynluphulw,KHVXPHNG,Fort Worth,2025986.0,NH,484421.0,0.0,M,75.0,505.0,D.R. Horton
Ieg11515,5.0,e,1-893-373-3312,R,3.0,Nhrylircchnrt,Iegoxfqvricdnfpvkglbundfkikao,El Paso,2444161.0,LA,197554.0,2.0,M,86.0,373.0,BorgWarner
Cba11516,0.0,,1-577-012-7043,O,0.0,pteeihentnrlcavomquhzjtxomiebs,Cbamsuyeiw,San Antonio,1572804.0,ND,306795.0,3.0,D,10.0,634.0,Source Interlink Cos.
ioi11517,9.0,I,1-129-519-4916,O,,Tzvqodkvufgwphpngupvfyxejefcwzjesgyhiaciwcgffwyanukbkjyduqrjuhss,ioityktbbmyuao,San Francisco,3975018.0,PA,423496.0,4.0,M,25.0,645.0,United Natural Foods
YAF11518,10.0,,1-530-386-1765,O,5.0,Vthasvghssmuxzoasfbjejqaorhcnjfarytobhbaudkggtldxueoqcfamnsuctyj,YAFJBMCZRXDVGPCJG,Nashville,499689.0,Manitoba,315394.0,4.0,S,85.0,746.0,Brightpoint
HOG11519,10.0,y,1-754-326-0563,O,0.0,Ppcasfmnsnpclbecocfwolfhyzwsvinbtbbblzuawckjtnigvefadkmijqjmffotrdisbvqwhrbfqsu,HOGLUCMYZDQKNEGQGOWPNVBIAOKC,Henderson,883778.0,Quebec,257953.0,5.0,W,43.0,560.0,Biogen Idec
ISR11520,,Q,1-945-691-6202,O,5.0,,ISRTITTXSIHRYDS,Louisville,3584233.0,MI,81967.0,4.0,M,65.0,421.0,Curtiss-Wright
HSK11521,8.0,d,1-888-782-9978,O,4.0,fbimeulgarmxrjggngcxemccyfwcxoiqhonolqyflkglifafaaebjcvmjbxkzn,HSKHFOHAIAIXABR,Jacksonville,2210616.0,Manitoba,,5.0,S,88.0,490.0,Priceline.com
Qrx11522,10.0,,1-865-906-2751,O,3.0,GMNIRNJAZVDFFEPIOQI,Qrxpcryur,Biloxi,2051831.0,MD,428765.0,4.0,U,95.0,547.0,SunGard Data Systems
Xir11523,8.0,,1-271-624-0698,R,5.0,AWQPUZVGWDPIDXSGXVYIRCOGIE,Xireoonihvttrywftrn,St. Petersburg,3390660.0,MI,224447.0,1.0,M,23.0,652.0,American International Group
BMR11524,8.0,,1-108-141-3593,R,2.0,ijadfhkavhfcbivuvqbdlkoyefyginpseyirubdglrpfsqgbdcrcdfvouldupjibezsqbokk,BMRLSMADKW,Salt Lake City,3701575.0,OH,206839.0,0.0,M,95.0,748.0,Arch Coal
pbd11525,4.0,,1-523-707-0480,O,2.0,iswqrnupivxvxiyrfffwahcmckpezxcqajrgijigwlwnhamovcirwg,pbdcseqnvrfbtgon,Dawson City,1403626.0,WA,271582.0,1.0,M,54.0,423.0,HealthSpring
wkm11526,9.0,i,1-267-998-2897,O,5.0,Bfvvdukbsvmrwxyrrookvixgeuotlvtjmwmnftzumvunsxwmhouxnamrkjz,wkmklhwrxtadqqnthwkubaync,Colorado Springs,187912.0,NM,232001.0,3.0,M,23.0,437.0,Ecolab
tzj11527,5.0,S,1-457-658-0617,O,2.0,ipbvxavmzhzceugcrsttdhapriofcmslkqcgnideldtmatoyyfivwmtpkqkim,tzjlizvxkprejjzt,St. Catharines,3874696.0,DC,455887.0,3.0,,31.0,673.0,
nea11528,1.0,,1-948-486-2292,R,5.0,,neahpkcvqnexcupxztl,Windsor,1689525.0,MS,272509.0,,M,25.0,536.0,Amerigroup
gth11529,0.0,,,O,1.0,FIVMLFXLHDGNHITA,gthixgianvzhebpnwgx,Overland Park,3397841.0,SC,123378.0,,W,71.0,516.0,Kraft Foods
hwa11530,9.0,W,1-292-986-0278,O,4.0,EKBDBIOSBAZLRUDLBOTKUMOXZVSNNIZKOLSZZTMFBHMTFUAC,hwajlxtqunqhspecghtdrcqqnytxeh,Montreal,,ND,2706.0,2.0,W,44.0,729.0,Amgen
Nzl11531,6.0,F,1-927-222-4298,O,3.0,Etufcuvuyerkuhpfbelauddaeelfdgwierotlcavpbnhtbefvddabejicfrktutpggwemlhejyvghem,Nzlxgqeysmvxpqcrjvhwwebqcor,Chesapeake,,MD,,0.0,D,17.0,471.0,Dynegy
KLO11532,10.0,F,1-596-806-1448,O,5.0,Gzoaiwjorimvjrexeatjhkv,KLOGOTRYLQTJFGUYBKEVFGO,Bridgeport,1522259.0,WA,90397.0,1.0,U,71.0,639.0,Brightpoint
Rmj11533,3.0,,1-874-012-1985,U,0.0,Uxbqayyalgmknisjtkphwdapiraohrpcsgyjepnohbvphvdtonbjxmpwtpilj,Rmjajcbvnfscvjmdctsmqlqiixkftk,Lansing,2328821.0,MO,82058.0,3.0,W,98.0,673.0,Perot Systems
Oiw11534,9.0,,1-256-442-2059,O,0.0,Dpzjumyirfmxsczupatnvcyy,Oiwlhiexpjjfndkn,Costa Mesa,654662.0,Saskatchewan,212697.0,0.0,M,33.0,799.0,Regions Financial
HDQ11535,9.0,,1-335-264-7696,O,3.0,,HDQCVHOII,St. Johns,907742.0,SC,167386.0,5.0,U,77.0,796.0,Furniture Brands International
RUV11536,8.0,V,,R,0.0,Tlbjwjwvczzjpvrdxzlssfeqlecirxibbminwwczqtsdwzumfuxfxhyc,RUVQGLNL,London,2716450.0,Manitoba,41458.0,0.0,M,23.0,840.0,Tellabs
Ywl11537,1.0,,1-438-727-7065,O,1.0,Fpzintveavgtezvqpmocallovvsdinewmsswbsmyvalpqwdfgcqvbv,Ywlmycjajogsptyemkbzd,Flint,1647669.0,NC,36417.0,0.0,U,61.0,847.0,Stater Bros. Holdings
Dbo11538,,,1-764-564-5161,O,0.0,Xlbszihmmhzxotcteyhpfjoyttmlhhlevj,Dbobvilaojkts,Lowell,3033100.0,TX,193859.0,5.0,U,28.0,343.0,Jones Financial
Gfi11539,10.0,q,1-127-828-5452,O,,Essldrypnjtro,Gfiqugnufzheeqekun,Evansville,1557755.0,AL,102753.0,1.0,U,17.0,353.0,Verso Paper
cgv11540,6.0,f,1-920-233-7427,O,2.0,,cgvcghbrbgwbnqxtxhprmh,Grand Rapids,1999215.0,FL,173965.0,0.0,M,25.0,697.0,Lithia Motors
shn11541,7.0,,1-177-323-7392,R,2.0,Unwzmxloinasctnmfjbqpjksgbxpwapllvv,shnepmfxuw,Hay River,2874861.0,SC,201467.0,4.0,U,8.0,516.0,American Axle & Manufacturing
ret11542,3.0,,1-490-155-4253,O,4.0,Wbupsyzyteptxdoxiqtovyldhtatcpzb,retgktjjdvbxcjqyqifzy,Salinas,,Alberta,,4.0,M,58.0,438.0,Marriott International
Ota11543,6.0,a,1-838-612-7853,O,2.0,arvqrcitszveffpxfzzwjunyutgteaalrxpcxjzuuveswedellsdjd,Otakduk,Orlando,2871608.0,NE,28969.0,2.0,M,72.0,363.0,Brinker International
ZXK11544,6.0,,1-964-006-9835,,1.0,rpmupmivenddo,ZXKXEGEK,Anaheim,3310218.0,NH,313942.0,2.0,M,6.0,,Laboratory Corp. of America
Plp11545,,,1-097-415-0952,O,2.0,WZWMMUJMVCNCUKPUROFHWDIAZBWHLRDSXPE,Plpovuhwuhjbyhbvkfkbky,Sandy,403830.0,Newfoundland,65994.0,2.0,U,83.0,666.0,Motorola
zwd11546,6.0,,1-077-313-2992,U,1.0,zkszgznvcjvncvwyejlyrqsgkxluilmgnhjifhlyotofpfwlvptyhiw,zwdmpzxizk,Lincoln,655164.0,WI,330590.0,5.0,S,23.0,450.0,Lexmark International
Ncz11547,9.0,g,1-768-923-7360,R,1.0,Uojkksoubvftmqkoywexzbfnyzokfnlnucjmhkzojxnfhrooknxc,Nczfjuwbvimvxu,Winston-Salem,119583.0,TN,44060.0,1.0,D,,697.0,Entergy
OUY11548,5.0,,1-165-440-9323,O,3.0,Quevorfsaegxouurqdwuanazhifroscsuzekkt,OUYCYSTSIMGKISDWH,San Bernardino,1762835.0,KY,251389.0,3.0,S,45.0,,Cameron International
Nii11549,0.0,i,1-357-474-7155,U,0.0,Toyzmucdjocoectveqebeztiybzcbvupnewn,Niioa,Lewiston,3523125.0,MN,360414.0,1.0,S,93.0,781.0,Southwest Gas
God11550,5.0,x,1-587-962-9613,R,1.0,QUFUNULKGYWOQDYOFWVTGNKIYCGFZXGMC,Godpsfflj,Tacoma,1581397.0,AZ,27696.0,4.0,M,91.0,647.0,Sally Beauty Holdings
uxn11551,4.0,k,1-505-580-1056,R,5.0,Ddlumrrjqwfbtbgldudhudl,uxnpbqzsfo,Durham,2431542.0,VT,413374.0,4.0,M,23.0,528.0,Google
HKD11552,0.0,,1-699-197-0653,O,2.0,OJQJXYGYVLNCHPFGPHVWH,HKDZKDZM,Saint John,299329.0,TN,286422.0,1.0,U,3.0,568.0,Baker Hughes
tgo11553,3.0,F,1-267-593-5472,U,4.0,JAEKOBXKZCKTXJIAHTWPNWAAPYIFESFAWVNTVJWCBMAILGITHFJGSBFQVJPEJJZEMBATWW,tgovkzsanbhvmdobdlwsctkzbprb,Dawson City,2791638.0,WI,260038.0,0.0,U,51.0,562.0,
kit11554,7.0,Y,1-937-573-2011,U,4.0,Dttskosvwjftrvqq,kitknukmqah,Tallahassee,388781.0,Newfoundland,447447.0,0.0,U,20.0,511.0,Health Net
vsq11555,3.0,,1-756-188-0150,O,5.0,Wyghnvnnpcdqamcdmajjyeknkipvfcamwfckhjczvdjyvxdowkwphxngdddwe,vsqrwwjo,Huntsville,2668902.0,OR,57109.0,5.0,U,37.0,449.0,Danaher
ljc11556,0.0,,1-326-886-3011,O,0.0,EWNIBPLGHMUMQKVDHYXRTJKHCRSSUNGFUXMLOJTLSXKSFTQIJE,ljcgfppgad,Edmonton,3190554.0,UT,,2.0,W,92.0,550.0,Wyndham Worldwide
Fxr11557,6.0,,1-997-853-8154,,3.0,fvxmytpaudkexkhjdhitqyeaqjlwrcvlykujpdwcafcjewjdl,Fxrvwebfanekd,Seattle,1293547.0,VT,43792.0,5.0,M,52.0,396.0,Brunswick
Iou11558,7.0,K,1-640-725-0120,O,3.0,Ypikktyownuxrzdsfsfijhbnluhmeyfmjzidqdi,Ioufiaavluroowevtfxofiwe,Garland,2612244.0,TN,196969.0,5.0,D,93.0,589.0,Medco Health Solutions
Nqn11559,8.0,F,,,0.0,zwhmzefjljxikyexrtlrrsrvhaqececbqexwmuhuwghmfougfcfhwpjpxgyehplszuky,Nqnzlpxncqdd,Washington,2576027.0,VT,30861.0,0.0,S,23.0,487.0,Career Education
Act11560,,X,1-623-768-2392,,0.0,gewmcfv,Actzyshgogdafarwwbxmrazovxfw,Worcester,2578386.0,NH,185299.0,3.0,M,82.0,778.0,OM Group
Rlg11561,5.0,N,1-146-532-8204,O,3.0,ibixxldlrk,Rlgfvqtkwlx,Madison,2493050.0,NM,,2.0,M,86.0,381.0,Helix Energy Solutions Group
DYC11562,3.0,,1-743-496-6434,R,5.0,qrgtgbzhemfhbrqpykcacernidshrokjjtgifqxfmnsyawmdfrgdaqvwufljb,DYCUES,Garden Grove,2917975.0,MA,353880.0,1.0,M,19.0,525.0,Flowers Foods
Xjc11563,0.0,k,1-187-323-0258,O,2.0,Olubkujgbpkwguignwdcqnhsunkobjkglsrpdrkxblbqm,Xjcjxuaxkvjueoxrudgh,Rochester,2906479.0,CO,154696.0,2.0,M,12.0,533.0,Tiffany & Co
eiw11564,10.0,,1-371-152-0530,O,1.0,IERCSXL,eiwwfqletksmexlkpopxbpq,Denver,3587993.0,OH,440722.0,,M,43.0,441.0,Service Corp. International
vgp11565,10.0,,1-884-899-1189,O,1.0,NRHSBAWWADPWHWFZPFJASZWBQSUFGCOXMJ,vgpahfbaecyxgybqrqvcpmbnmqq,Cedar Rapids,2923570.0,HI,95796.0,2.0,U,,654.0,Capital One Financial
Nmo11566,10.0,k,1-540-617-3307,O,,Qacjqrsaavqkuznnjviyywabqhluxwafymzcqfrznccouxwngagnbjnsvuoxzyvbmpofdpww,Nmogqxaryetfwifegntqrxshmiaujg,Quebec,1166317.0,WV,142024.0,1.0,,18.0,831.0,Enterprise GP Holdings
UWG11567,8.0,,1-894-818-0552,O,2.0,Tpjvzihuslnavbdjzdwnfwdql,UWGWTXGVPZVFOHAJWKDLZCEEZFQPU,Scottsdale,3809341.0,SD,325256.0,2.0,M,76.0,499.0,McDonald's
VRH11568,10.0,,1-266-555-5621,U,1.0,Efhghlmkvwnpqewewewtcqcnwjbeadsxdajtkfges,VRHGWFHOWSMONFKMHQJBZEYTSTR,McAllen,1993802.0,SC,412470.0,4.0,M,82.0,790.0,Dresser-Rand Group
STW11569,7.0,,1-252-297-7634,O,4.0,Ilaxjmkjtp,STWVFCJSHOKFAQEIIDDRLMDOJSJM,Minneapolis,2832224.0,ME,428497.0,2.0,S,31.0,320.0,Kinetic Concepts
ecd11570,0.0,e,1-912-592-2039,O,2.0,Pcuzxbpvmbrpoxufdnmpngkzwyxscsjecol,ecdfihklvirkffxgwkkbqjgbtd,Sandy,3143638.0,NJ,252531.0,,M,86.0,477.0,United States Steel
Udf11571,7.0,q,1-253-031-2004,U,3.0,DHDFDQIYTGPQHBKHURPFFMTWHZRJWKGWMLVPVYFWVEOZMOLFYTBDRVXZ,Udfqzghimsxsrgzuqqfr,Victoria,1115736.0,NY,458603.0,4.0,W,92.0,389.0,FMC
FVY11572,2.0,,1-185-457-2535,O,4.0,xcocllpcnk,FVYOTIMDDQQSCEMGTIOQI,El Monte,3991069.0,FL,351558.0,2.0,S,78.0,668.0,Whirlpool
Cju11573,6.0,d,1-210-485-9754,U,4.0,Tlycnlyegtwidwnelzd,Cjuojjtdjqx,Montpelier,2320948.0,MI,311263.0,5.0,S,85.0,618.0,Publix Super Markets
qom11574,9.0,,1-429-367-8419,O,0.0,UOPKWYLHYSFKBYCGRBCT,qomjvuiluq,Warren,3216669.0,MA,376089.0,4.0,M,42.0,536.0,Visa
RXK11575,7.0,,1-291-762-2339,R,,zspkwrndeyoklhj,RXKALDF,Thousand Oaks,234280.0,AK,186687.0,5.0,M,72.0,821.0,Comcast
Ivl11576,4.0,,1-705-650-1719,R,0.0,SSUWRSWETSFGBMNKXGKHDDMFTMEFRYPOQKRCGDRCUSJSFSZEFAAUXNMRVDJZJQQRSJZAMFDZISBJILVO,Ivlciclqqkimmoiawxng,Costa Mesa,2356309.0,Quebec,,1.0,M,10.0,595.0,CB Richard Ellis Group
VUM11577,7.0,,1-317-972-8376,U,0.0,Penuwautwhdozgjmfookfrvmytwmqaysnbb,VUMVWLBQNIGFQDYXFJMGL,Lubbock,3116901.0,NV,387940.0,0.0,M,52.0,848.0,Weis Markets
gum11578,7.0,,1-169-322-6167,R,0.0,CTTPVUHDUYTBGQAAXEKHXFPMESVUYFZAZCDRUNAKUHVPBRBJVPOPXUNHSXCUGAJNDNENPEPGEIQNGVHY,gumxfhdohimxcvqsupkgxxegcwpol,Phoenix,3860310.0,CT,272661.0,4.0,M,35.0,649.0,Boyd Gaming
Vtn11579,10.0,N,1-493-228-4403,O,3.0,Zmntiyqtndqfcvobtbjdcosaiyflqxvfmuniddcogzlrlfqbbwxahkgqgazmzglwgxkf,Vtnakfedqralmsqcjunhliqy,Corpus Christi,1414386.0,TX,463572.0,0.0,M,14.0,471.0,Analog Devices
dpu11580,8.0,,1-728-016-5625,O,4.0,SQVMDA,dpuahnzatt,Mesa,2050421.0,WI,153465.0,,M,40.0,343.0,Coca-Cola Enterprises
JIX11581,7.0,C,1-074-869-5600,R,0.0,Lskcoreaekzoeiohowobwyhcikkgpdfpxirtzeorieyhcffvvutlzwdgpfm,JIXFDKKVMRGVZSGVGMZEC,Chandler,140650.0,SD,496975.0,5.0,S,38.0,754.0,Unitrin
xso11582,1.0,,,O,2.0,,xsoqqnfmkbxjamfdndeaesimcf,Lancaster,492927.0,NM,13374.0,2.0,M,100.0,789.0,Ameriprise Financial
UVJ11583,7.0,g,1-268-106-6566,O,2.0,Edyiaixgxeeviunniinekeupzejvfwcwssmmdesesrskqxptvngsizadmsfoeyai,UVJYBKYGLDI,Hollywood,3840409.0,UT,190604.0,4.0,S,26.0,719.0,Perini
yop11584,1.0,,1-486-226-3687,O,4.0,JQZJKQFDIKQESKLZCBNMMMAMCLMEAETHXCIWEHEUFHMSAODLARSMYPQOEUJRP,yopwovjdiwqhnrs,Salem,3456740.0,NH,133569.0,4.0,M,73.0,779.0,A.O. Smith
OOA11585,1.0,,1-457-317-0889,O,1.0,Bsrswjguynjuafgvxiijwzdrnwajwbinxjemvqbjmmul,OOAANGCKB,Tallahassee,2741274.0,Newfoundland,209134.0,4.0,D,29.0,564.0,St. Jude Medical
DNN11586,6.0,j,1-736-844-9351,O,3.0,NVVFXBHMZSHKHTBDKJDUJJSAWSNJQTGWTZMRBVMIRBULIUBCVJWLSORSADJD,DNNULLPVYXNCZPNRMQAINLUIVDFQ,Palmdale,1910735.0,UT,109120.0,1.0,W,37.0,696.0,Berry Plastics
Eso11587,8.0,,1-934-945-3582,O,0.0,hcllaz,Esonjkmmxhfsflimbhfjuh,Simi Valley,2616785.0,KY,19826.0,5.0,M,86.0,803.0,Aon
Mry11588,3.0,,1-343-216-6768,O,4.0,dbwfqqgpxyevvgjofhlfwderwaxuaznnfrbwcnsodnhhqerrlntkusxuuimpssrrlnh,Mrygbxacboxbczwqfxyhtss,West Covina,3033496.0,Ontario,77453.0,4.0,U,49.0,685.0,Borders Group
ygp11589,5.0,E,,O,3.0,Btuek,ygpwkqvlnikwd,San Bernardino,2006707.0,LA,268861.0,1.0,M,25.0,307.0,Polo Ralph Lauren
FPW11590,0.0,n,1-814-231-5171,U,5.0,Gebwfur,FPWJHVCCGOIXANOHTPCZJBMCVFQ,Tempe,1421589.0,NC,189690.0,0.0,M,100.0,561.0,Marathon Oil
Ipk11591,1.0,e,1-735-063-4369,O,2.0,CPSVOIMGFAVZXJPFSYYJSZRGEPOPGFOQUABKNGYUBPZMYDAQMGZVNKQJPNUCDRKSQFNHPXDVBE,Ipkwekknihiixyqjjrgtn,Irvine,490073.0,AL,400123.0,1.0,D,74.0,,Loews
Zqt11592,8.0,X,1-557-253-4661,R,0.0,NFULJSQIZQUNOAFUA,Zqtqddqvonlpvlwoycqvfhauxav,St. Petersburg,3720606.0,PA,226212.0,2.0,U,28.0,320.0,Spectrum Brands
Ows11593,5.0,,1-381-612-1418,O,0.0,Vlhdtssnechvavbjyfqyhltutoftmmirjquseeshgqcndzhhsvmbodhsld,Owsxl,Oklahoma City,415111.0,ID,437305.0,5.0,,26.0,562.0,Foot Locker
ejw11594,4.0,K,1-685-117-8026,O,5.0,MEWANVGVUCTNJRXLVLNVAZYTVVNFF,ejwxalgrzwscpluygvgmcwli,Seattle,2378099.0,HI,119322.0,1.0,M,93.0,677.0,Hanover Insurance Group
DEQ11595,5.0,,1-658-460-2739,U,4.0,Maauqfkkvzvrgqgledlsdtpadeupvdvgmshczzvablo,DEQLBNT,St. Catharines,242686.0,NM,343047.0,1.0,S,12.0,345.0,Select Medical Holdings
qur11596,0.0,m,1-252-051-4326,O,2.0,Vrlwcmxwdcwimiclgvdsoumkupzznxhenkbznkqsbbpdvlvicpke,qurdiiqyarcrbrhwsenpgsgaiqjq,Santa Clarita,1402162.0,NY,36540.0,0.0,M,61.0,679.0,W.R. Grace
xab11597,7.0,b,1-555-766-3524,O,2.0,aedazptegxo,xabuceenfoxar,Lubbock,430652.0,New Brunswick,179381.0,,D,77.0,355.0,Warner Music Group
VIR11598,6.0,l,1-895-185-0746,O,3.0,irxhl,VIRQPIVOCYTXTBSNWEHD,Henderson,1101417.0,Quebec,465320.0,2.0,S,49.0,756.0,UAL
YVX11599,4.0,,,,5.0,,YVXETU,St. Catharines,801294.0,MA,276536.0,0.0,U,23.0,655.0,
mbq11600,7.0,,1-253-084-7064,O,0.0,Bggwpvaqxtpborgazcznshudguwfphaspubheqafxtltyhwyoykvsesziujncjmu,mbqcjomltvtzdfwvkjghxnkk,Birmingham,1803773.0,MS,122483.0,2.0,M,48.0,377.0,Kinetic Concepts
Rkw11601,3.0,,1-749-001-6441,U,0.0,Puwykrcyeoiizwvbnzyokxlllagvguccjw,Rkwanwfrtrolvgslnuzz,Worcester,2686713.0,ND,343719.0,0.0,M,48.0,802.0,Mutual Life Insurance
Aux11602,0.0,,1-277-123-8765,,5.0,Irgtgkpsigoxhdgbgfxmphplzwpkrocxcmbpxzscgkdjuuiupl,Auxlixeldcgrg,Hollywood,,KS,94100.0,1.0,D,20.0,485.0,Alpha Natural Resources
Lan11603,,,1-078-210-7995,O,2.0,trtzlirrvocycxkgvqfxvxtu,Lanvlmaumwxmgwqnt,Billings,3147005.0,OK,266895.0,0.0,D,21.0,556.0,R.R. Donnelley & Sons
cgt11604,9.0,c,1-217-485-7826,O,4.0,Qgmnbhpnppkevcmzuitcdvmiwbgyxtsxskvtiwopsggcomksgmutc,cgtkgilsvyexcbg,Portland,92052.0,OK,494928.0,2.0,M,48.0,813.0,Leap Wireless International
Yhp11605,,,1-203-837-8731,O,1.0,,Yhpkgzbxxmxjqehmyumsbrhkinnf,Yonkers,3022187.0,KY,10974.0,4.0,S,81.0,403.0,Chubb
ZCE11606,,,1-688-070-6264,R,4.0,Sajcdy,ZCECVDMWOXQNGBHUDSHUUNWCFUL,Jacksonville,2728157.0,FL,317292.0,2.0,S,100.0,722.0,Expeditors International
Yep11607,,h,1-736-129-6001,O,3.0,pcaaaxbhgljsirpslb,Yeppjgznghkmspbcv,Warren,2603581.0,MA,182329.0,2.0,M,85.0,496.0,Lender Processing Services
Npf11608,0.0,w,1-587-126-6624,O,3.0,LWVKWEAWGGEGBAAOBOSOOTCQHU,Npfodm,Tempe,866620.0,VA,322283.0,5.0,S,58.0,753.0,Gardner Denver
ovu11609,8.0,j,1-253-546-9150,O,1.0,Jlphtjwsalqwzzomvsbbjdtjjclqcoxgnrjf,ovunposwijx,Detroit,607498.0,DC,308856.0,5.0,M,13.0,755.0,Consol Energy
sej11610,1.0,,1-528-415-4033,U,1.0,Ecxdowatrlevywozmmpmdljwwqdhsdb,sejhofxcnurwfppvcaaqwilyryeczb,Yellow Knife,2525236.0,WI,395339.0,2.0,U,46.0,730.0,General Dynamics
