prospect_gncd,prospect_mrtlstts,prospect_ntwrth,prospect_nmbrcrs,prospect_gndr,prospect_mplr,prospect_ncm,prospect_mddlntl,prospect_ddrssln1,prospect_pstlcd,prospect_stt,prospect_nmbrchldrn,prospect_ddrssln2,prospect_lstnm,prospect_crdtrtng,prospect_phn,prospect_g,prospect_wnrrntflg,prospect_nmbrcrdtcrds
Avz10831,M,2498795.0,5.0,m,AK Steel Holding,468777.0,k,EAYUIOS,Qdrhcdp,GA,2.0,Towteqtnfqwwudm,Avznkmtdj,457.0,,83.0,O,5.0
Nyf10832,M,2765571.0,4.0,,PNM Resources,362991.0,V,Siajetehapqzljzfufwftjwvrrlnufdglozd,MFMJQACH,WV,0.0,Okdmzpywjclvlcbjfqxnecei,Nyffigvltnowfogvjbjappvauov,424.0,,67.0,O,8.0
JTF10833,,3933394.0,0.0,m,Brinker International,119200.0,,Rbrie,Waqlgrhivrqf,MT,4.0,ncxccvozujtijhrzrfwsdgfzcazlwnnqzhygdjtwsvepwjrqjimpbzcaixjtcmxbapfftmmgkh,JTFPZAGPQIPJULIYDMTIFYIUPF,559.0,1-187-894-9565,61.0,R,4.0
Ukd10834,D,3830057.0,3.0,,Snap-On,58102.0,S,AMZFEXDVGHNFZMJUXZIXCQBSIWDAGW,Kdejrgtw,NC,5.0,Jvkpabpigqvlciefaqsqvzaojygrpubpy,Ukdgxisjjt,544.0,1-259-561-7057,37.0,O,9.0
OGB10835,M,1373200.0,3.0,,Allegheny Technologies,428624.0,B,Csfuribafjohohuztnyxffpznrokmqwhtswvvxxzdgvffeygcpav,Tefusgljdgas,Nova Scotia,3.0,JLFLOSRBWJUUNSYWFEPIBUTTYDDAWXTQR,OGBQVR,525.0,1-450-253-0327,39.0,O,8.0
ceo10836,M,158582.0,1.0,,,465832.0,,zwmajofteuhuqyhveulxku,avkxeci,NC,2.0,Ezbuzuyhlxfqsvbxnldhjytnsrfscgwampajyldxhsnl,ceodavfufblagaurvaxijrpcyubuq,830.0,1-773-783-5611,81.0,O,3.0
Hrz10837,U,189255.0,1.0,,Ralcorp Holdings,119885.0,n,Vfqmeybxomwgbwavrfddopitxkcqripmpfqbsaiccdbsyuspwgvtsiqsidhytg,Zgnsrkyxu,MA,2.0,Slkooftwzehlkfkyknubeklohldthwqhudvwiqcavfivlpinavyuupuqadlmstmezqc,Hrzdmqeyvdwzgwjnwjpluweny,752.0,1-965-493-0349,71.0,R,9.0
jeb10838,M,1109218.0,1.0,f,Nicor,174669.0,,Jzciffclpncfjnerspxkjnggcopwrliyhmqqrgxwliuplatbmmkkwcpisgbmfazmvpmmuje,,OH,1.0,Rmfctnoljrb,jebtmweywvdrqtfqhvwfitqdyn,846.0,1-155-049-8081,95.0,O,
fkd10839,S,3656088.0,2.0,M,Bed Bath & Beyond,156656.0,,Oasuzotwibzahlaofygtuopstzuntnphytnvesodopmmgaqawodghezwpthe,ZUVNKO,MD,0.0,JILHWPEMQSZTQILOOWNDANYER,fkdfrptmhhs,558.0,1-452-868-7167,47.0,O,3.0
Res10840,M,473417.0,2.0,M,HNI,357920.0,,rzxqt,bjizlitmqq,IN,5.0,Ehtuxyfkwdjhpvrcbsnqqkbmnigilibvfuoxsytqqmbxdmzlx,Resoanfvodgzl,850.0,1-574-507-3746,,O,9.0
REC10841,M,3434751.0,1.0,,Lowe's,359633.0,,Uwmakjjvigvigbzvoxdinerrtpzwjnbsmrawnilzrjuadztfpnbqvfhvhcmlgforblum,Cisbrxwvbff,HI,0.0,IEDLDQPXTVKRJVONJTAVTXXMIKLQUXJGWQCCANPSSCNJONNHROEBG,RECJBMFBNFGPIHKSMHHQEMERREGTKR,323.0,1-354-477-6595,76.0,O,3.0
Yst10842,U,3180166.0,1.0,,Donaldson,202099.0,b,roaabwarrozvqwuuimvmofpkymrby,Zpvgpq,GA,4.0,Fwgwvtcpjseyauqxehzduzotzxddoesbdjnhtwjcjjixuxmtohfjmqnphroxrrd,Ystxinmbosmjya,842.0,1-924-365-0863,26.0,O,3.0
Nvs10843,M,356321.0,4.0,M,Ingram Micro,,V,FLCKJNHJOSPHCVTNLWLUV,Vywik,British Columbia,3.0,Ndbzqthzogguqecn,Nvsugujddappzaqxzilvxfgl,718.0,1-343-557-5744,99.0,O,8.0
Krm10844,M,3992021.0,4.0,,Northrop Grumman,265342.0,L,,Xrwldqqriv,KS,2.0,fkbwvaldyygcqqggueauxestjqottuqundnnuklgvgtvxskcnomazupxjavgy,Krmzape,529.0,,58.0,O,9.0
qps10845,U,1750937.0,3.0,f,Lender Processing Services,337164.0,N,Hzhrnaajlepoaqxddwlgmbbwywxjwrhsdvqecvkjqysjbmfkueivccliuyypsswyrveblaprcdeatqr,Btwwioiocm,AL,0.0,Kexuaoejtkbjimxzweukzbkqfxn,qpsaeqqfzxfeqd,609.0,1-066-884-8895,94.0,R,3.0
Fyr10846,D,3548008.0,3.0,,Bank of America Corp.,350915.0,,,,Ontario,4.0,KNUTGWQJXRDJNRT,Fyrkhzenbfqbraoi,772.0,1-091-698-4789,45.0,O,0.0
hkj10847,M,414056.0,1.0,,,358327.0,j,qtdgpshhufcgjbxvvtmlkjcqrdsfqinukouogujntfvfkggvtkuqlqobsejrzuwdo,ahstukmzpjed,NE,4.0,Xkaufgligad,hkjhrnevmbfd,633.0,,57.0,O,0.0
smw10848,M,613222.0,4.0,,Leap Wireless International,28279.0,,Ajvngvvpfobkf,Xvala,KY,5.0,SALNXXGQQHARVJIBPVHRWKHBAFDPKQHUNXMO,smwubpizbyjxafpdz,494.0,1-109-569-5507,62.0,O,10.0
Urq10849,M,2416300.0,,f,Nicor,491167.0,M,QCGYHBFBPVUWPWGPUPQUHIEZBJBWMCQBGSIUXPJMJTGGASHLVTJXMTEBUMBCCZOU,MFMYSGDXL,MN,2.0,Ekwgwmtcewkfoewhkxurpuvejbvo,Urqptvcobrtyptmutchgv,592.0,1-343-259-7805,34.0,O,
Cbl10850,M,2676453.0,3.0,m,Source Interlink Cos.,367346.0,,GFTHGSZCFDBUPRGFNEFMHKH,WIPHKYRNPDN,WA,,Gxqovsqetprgzmpqotcm,Cblpcibrxireyodca,455.0,1-453-392-7885,31.0,R,1.0
IJX10851,U,2306581.0,5.0,F,Xilinx,420057.0,,tcjzrnkdnynjkiewdkptjzedjrinvbevexlghvmbegvwmjpxjatthockdtvzpaguyjkimjmnqwfgu,Acwdwhvhvu,DC,4.0,,IJXUCUTVOHZ,446.0,1-213-684-9283,66.0,O,0.0
qpm10852,M,2251896.0,3.0,m,Cameron International,410305.0,,fvisbwgzkgklvrzmnqpfkcvllnclacmtgqthjwywgpya,GKHHOBFTCB,Saskatchewan,4.0,LHXLSYSUCYBQXLOQRHMSGVZPZA,qpmqerpr,,1-237-664-0583,58.0,O,10.0
Hfr10853,M,3052538.0,3.0,m,Buildings Materials Corp.,326726.0,H,TSDFZSQXZEKVCNLUNZHQDOQQCKIMWBPLJQQQFMUZJILDIAGBWPBVO,Tznmgvliz,NY,4.0,Gmnwrujfvsenmksmzcausqrfmjqevfmfrviffelklplpthcv,Hfrdkprikfrymhtfmopxb,371.0,1-689-879-3736,40.0,O,1.0
gob10854,M,3739890.0,4.0,,Levi Strauss,418631.0,F,Vnchpkxbpfxtykanqupfvgoxjzggxbvfwoxqobnqielzjbxdhrgkalwaohyajeodcxurre,RIXDDDVHT,DC,,Onkaftcksdfjvgmgpwvctaigtjcajuez,gobkryxwljkhffqdxtg,308.0,1-953-647-7827,63.0,,8.0
Kta10855,M,1436877.0,0.0,,Superior Energy Services,323616.0,,Whedmnkdjlpigchluhdkfl,PRRXV,AR,,Drxhxdorewjfiplyevhvbgnnoadmhmndhxnhvhxckbkgpp,Ktahh,520.0,1-002-821-0001,39.0,U,7.0
Icr10856,M,1560760.0,3.0,,Murphy Oil,376508.0,,Necdnjtpfhsqgnvnxyjiyhkoqntggznydwudkntgremgbybkqkoupvjmi,Roofxolqbvkq,OH,3.0,kkfdcwtxsavmolwejlhuknvvivjvzefjszxrcrqbxlgbgjjj,Icrtnwtuufg,612.0,1-932-555-0987,49.0,O,6.0
tpm10857,M,,0.0,f,Jabil Circuit,476120.0,,oivwpdtdneemectxctlhdzxdhxioqcxhoftoahdsfsbtbruystdu,Cyxgmhc,Quebec,5.0,Czocvrbyhllrvwjrbcqypjfvayqtbaueubxfefjpkarkfjhkqywr,tpmtemjgc,808.0,1-646-016-4503,100.0,O,6.0
LRI10858,U,2845352.0,3.0,,Mosaic,40122.0,J,Ercwgmjkfajuvninsggcuhpau,Ihhzsjqfa,AK,3.0,Otemvdoprjndgnw,LRIATXPHUWZWEMBHEN,614.0,1-821-883-5682,50.0,U,6.0
ebc10859,M,2857909.0,2.0,f,,161189.0,,EMHMWWKPRIZKNCPIF,CINKBYR,MN,5.0,Ucqnpwkux,ebcsatz,577.0,1-496-563-6016,40.0,O,4.0
Fbi10860,D,1069521.0,4.0,R,Securian Financial Group,400468.0,,wifzvndqpakojptiptrifwznrcxosqmomiozcoltowrvfpritapquwhih,Mvsxgyhp,MD,0.0,mpyltemhsezuzdcaddmyxypnppfuykgpofnqktdrpnfnpswogxanemfonenynrxi,Fbidtzyduxszwkjjfhggbrpegbukd,318.0,1-055-051-9146,76.0,O,3.0
ICR10861,M,,3.0,M,Caterpillar,194902.0,M,nuzqtgwjsbneiyhafnqlgxtxilkfekdowzbjn,,KY,5.0,TOMVPMJBJTEBTZMCQLTORXNZLQAIUHJ,ICRACNKCVFRSOBI,604.0,1-388-554-0277,55.0,O,1.0
tee10862,M,3917628.0,0.0,,Southwest Airlines,13152.0,,Doftzhwlgaquqnbjtmxjnlelqjflqsdcjjkuhgbjycdtaxcbmpm,amskt,WV,4.0,IAXGWOBVNDRHIXHSYTRGDMRDTPOGWOUPRBMNVANBMVPTMSVFFBMT,teezckyunhqtkzypdc,847.0,1-727-292-8078,88.0,O,3.0
Tin10863,U,761443.0,0.0,f,Flowserve,436025.0,N,kcgvlsjgzukaxiygqumazegwdpdnzumghjcpshsttlxuyyjlebtfhpstr,XORAF,CA,5.0,OBHUMEABXDBJANDVHACDCHBAPPZODMFZAKWTKJSIYPOZDBIVKUTFDGTEHXWJAMTHXIMMZJGGKTEDLI,Tinxturhedipszsmvqhsj,363.0,1-334-525-9861,35.0,O,1.0
Vch10865,M,1771800.0,,m,Invacare,257165.0,r,WEZBXYOGFQTGTTGKFJINGNFZZEIEDWW,lczgiqdhaf,NJ,1.0,upglecdcuuwlirw,Vchcqkeweozrkquddtgjg,326.0,1-990-107-5564,,O,3.0
Pjx10866,M,3022542.0,,M,BB&T Corp.,337894.0,,FXLIBKRYMQPXVGOVFFZRDHWYAXPHTQUCAOUHQNXKG,BECMHMKSL,GA,5.0,NTYSJXAFUEOXLZFLJWBVRXUKCEAUIAZCDHSKVKVYSCLIDHHXZEK,Pjxwmmulsmdqialjttzpusktt,668.0,,48.0,R,4.0
Vpf10867,M,1383399.0,4.0,F,,356799.0,,PUIFBOFFIWGCHLHGIEBOSTVEFVWNXBGACOTRCRCFZOIYHJGSQFWLYOMULNVLAAAMGCVZEVFELRW,Snxtdgp,KS,0.0,zksekmnvkigpunpuolainpvakplvvatkvxa,Vpfkhzmddeygmadhtv,825.0,1-716-166-9366,52.0,U,5.0
Gvj10868,M,3990771.0,1.0,,Genworth Financial,270117.0,g,Pvwopybwrknqsllpcxyms,GIEZNTUI,WA,0.0,ZHMMBKNCOGNYU,Gvjknsuprukdqtgvmrkc,786.0,1-688-045-4901,99.0,O,2.0
Xuc10869,M,2450042.0,1.0,,Health Management Associates,494908.0,,Jwjwsjcnrybugmdiwtdguaqgxajck,RGSKKJEKNRF,MO,1.0,rlfczysmudmcplwontlmzaccksg,Xucjztzoluqzirxiltrpwtmw,481.0,1-273-772-0860,5.0,O,4.0
IVN10870,M,3331943.0,2.0,f,International Assets Holding,,T,Jgvkbaqhsjluthmvgybamcprljfkqrcvkmuhzj,ZMGJQBO,WI,2.0,BHXUESVN,IVNBKKRTKKCHCDXOIPNNB,313.0,1-131-027-9958,23.0,R,10.0
Rgl10871,U,2700892.0,4.0,M,CACI International,72631.0,q,Jykljxiwemgbbbdhfnneechmw,Fjeoqccpv,ID,4.0,Arkrhxcebkrgxnamxdyhiqihakagyxvcoczvkptnhrjdpuluwrdpdhrfdwdxdnwrndmps,Rglursqhjesrwowip,797.0,1-687-841-5725,74.0,,5.0
Zin10872,M,1988778.0,0.0,,First Data,,,Jrkwtdarqqipdxyyulonxxpecfe,Jyauewguk,WI,4.0,Rqmttdgdgktdkbsajklsktwphlwvzmkqrvyzchuaernotfmeaas,Zinqwhhlclsffrmyeihjjjivnoel,655.0,1-049-141-1702,80.0,O,4.0
Adu10873,,726681.0,0.0,,SunGard Data Systems,91926.0,,gcnwhpornjxchcxlckiltwwpbucakcgdqrflkoxbxbnxkgac,Rifetwv,CO,4.0,XVWBCXLXOAHLSGF,Adudjquv,735.0,1-905-415-3583,28.0,U,8.0
Csc10874,D,2337460.0,1.0,,Group 1 Automotive,234038.0,g,qntnvkczaxvoeljiprixoafrhpmmjxjdgqqoafadsgepkjsbvxjbunwyszoprbjyrkfnqajeyrbcr,Hmsgoe,Prince Edward Island,3.0,,Cscluuawlffbnbmkhnp,459.0,1-540-914-4756,5.0,O,4.0
Ekn10875,U,736224.0,1.0,,Capital One Financial,13154.0,,xgxkrfobkkennyedpefvywwnwsmhwptpzlpm,XYMLJBJ,MT,4.0,PYRCXDN,Eknsmytegohebvtvm,664.0,1-191-268-1646,49.0,O,2.0
Sql10876,M,608007.0,5.0,,Adams Resources & Energy,489679.0,I,vmvgapslswmqlzjjrrmsgyosqicomgplfzwbpwyriqm,kiuikoxcc,HI,3.0,Xqrowckngeqxwdlzgqgixl,Sqlkovsnzgtdshluvfvuds,817.0,1-419-978-5211,24.0,O,3.0
GPG10877,U,3246504.0,0.0,M,MeadWestvaco,134587.0,,gknohzlvkkggmfzcvojoqrwtwebgaddicyjuelosnbleiyvomkfibxypetswzbilk,Uzhepxd,IL,4.0,FIECIYODQJYKHPGKEJOTGDXXFVTXYXYIZRRJCNWNDDMRBOFTKVLBPCLFFVVKYXGZIJRURLUU,GPGBBHCVSYQIKLSIMIS,,1-559-928-3346,9.0,U,8.0
YFJ10878,M,2086761.0,2.0,m,Dell,127730.0,n,,nbhnma,RI,2.0,VVVIBJJOHJMLVQFGWOONZCQGSKLXEMHLOMDTNJAFFMDDGQDQKXCBEEVDIXV,YFJDCDMGRPZNFHAWVEKABNATLY,753.0,1-052-414-7792,62.0,O,6.0
Jqw10879,M,3868264.0,0.0,f,,34247.0,,tasguijicdgeenb,,DC,3.0,,Jqwicclqozilgaswlmtzyljnoltog,582.0,1-165-465-6251,71.0,O,1.0
Dep10880,,25224.0,2.0,,Jabil Circuit,315589.0,D,oiejwoaxuqnffkwrphftyveftbdjaawiiiyawxlrrg,Ivdchhk,MT,4.0,,Depdlksempihuoqecwzor,625.0,1-394-137-7064,53.0,R,5.0
Zzq10881,W,2099888.0,2.0,,Abercrombie & Fitch,377153.0,W,Hynackuhkubxtyfgfccsdekxdsymgvvhimjquymhxqsqj,Rftjrrhxre,British Columbia,2.0,DCGVLSYVYAFAXRRFYLIXOBHWGJXTDBHFHVDWA,Zzqjbxluzwjveal,619.0,1-095-184-2788,11.0,O,6.0
Pnj10882,M,413092.0,2.0,,Unum Group,31105.0,,Uwfnhxlcqbxnjbnwhkjducxfdvykhhnec,Uhcwanjwpv,NC,3.0,GWIPHZEEHHDTZUIWIELTRZQSLSHDFWY,Pnjgwwijwfqfdcqcruggtngxtg,641.0,1-885-088-7182,78.0,U,4.0
Waw10883,U,,,,Fleetwood Enterprises,224693.0,Y,,Hhtjbklngh,Quebec,3.0,xmehkqpmhvazxkfggtcbntscrrgmnnkurjaxv,Wawtfldmfqyptxwngjvmpjyimcdy,531.0,1-830-148-9088,70.0,O,5.0
Yjv10884,M,575786.0,1.0,,W.R. Grace,350254.0,,MMSJLUUVIAIBFWZCDNVFWRBBSGMDPRETVMDCUMCPHJSLXDPXJSFWFMKAYNALQX,aruztf,AL,4.0,ZYMPDOGBDTG,Yjvqo,811.0,1-110-165-1188,39.0,O,9.0
Ahg10885,S,2552837.0,1.0,,Foot Locker,258746.0,v,Zjbxyihielqdblwdeimjwmrsqvfdxzbehkeatoeec,iekrrltjwuux,NH,5.0,Kncarxtgtbe,Ahgbastpjemrculwergrqe,846.0,1-784-195-1927,59.0,O,0.0
Rsd10886,U,1478348.0,4.0,m,Textron,24839.0,,Fwlucsltdrvitvunmulusixpylbqjblbhxnjixswhnvzfgivgsjhpicyoubbeqiemcxcpsmjnvzackm,OLIPIQHQH,WA,3.0,Cjfxinkdufvxikpypqkpozpullpcm,Rsddetgplv,543.0,,53.0,U,10.0
Coo10887,W,2812221.0,0.0,m,Kroger,283482.0,,Hcsqynbgjzwgeisafhvptcbrualmirsxeamjmiuotajdwhagxirj,Cnqls,British Columbia,2.0,ZZTFTVZMALIW,Cootaqsitpzukczihphleiqa,708.0,1-390-959-7935,38.0,O,9.0
TAT10888,D,552625.0,0.0,,,412788.0,,Jtndeaakfzlroefesbopiqdcrkhtqazk,KDRVDSTPN,VA,0.0,Itvfemvaqiuascoitnglfkionxwrotjgdy,TATBDAYCCMARAOFSNLLICJQNPAZT,736.0,1-465-363-1576,76.0,O,4.0
Liz10889,W,1217588.0,4.0,,DaVita,18209.0,,Ertrrupfingjlrgvznqieflkadpmqpgytrrbufikejsbbtskitmitrusyotokpfkdiwjjx,Uamfgxil,HI,5.0,Gynvgppwtuqhypaiskobvfznlqnsbcfbzrbuokoj,Lizkctuacasdsg,314.0,1-123-808-1516,8.0,O,3.0
Son10890,U,3426989.0,4.0,m,Broadcom,156695.0,O,Oulmbramipkpdcjtzelzxmhznpqhwoesygbwkoonelmebyoskxoeslafvpgdpvnswx,Rdavnhssbga,Prince Edward Island,5.0,doardkpmixmax,Sonocsosrpegtixldf,422.0,1-369-111-0397,35.0,R,7.0
Coi10891,S,553994.0,1.0,,BB&T Corp.,497996.0,W,SLEUSKFIRMXLNNCPAYTWOYFNXUQSBWLXDCNXSHEIRPGOJBEUUUSCJI,TSMQLBQSDTX,OK,2.0,Ewawvudoblvqyvqvcwcuylfkfqxtgthpdtev,Coiicjcnccgd,638.0,1-652-781-7583,,O,5.0
hfw10892,M,1861088.0,3.0,,BlackRock,348858.0,X,Frgtkzzmmxfylifqavasdbzpvy,Hwtotofp,ME,4.0,wiurxibjvfklgqsfupndupngdsgnekzeqvgfcndpbuuvvgziucgdswtjnncrxcimpaxycf,hfwejrlgeouvcqbwtlxntsw,740.0,1-156-514-8299,28.0,R,10.0
Bgj10893,S,1632708.0,2.0,,Nasdaq OMX Group,362732.0,,Fcfjprszmvkyuyidicjrpfozxxojumeralisyohpjcc,Edxtbdfnnb,NH,4.0,Mujoufgyoxpwotpkfosgzraaxoawrggeastcxarywfipecfayagffcuexoxgnkaszbztewyejcsflqz,Bgjigkuivyycxiixjzv,769.0,1-554-737-2614,11.0,R,7.0
Jef10894,M,242007.0,2.0,,LifePoint Hospitals,291759.0,,Xufektgzc,Nkrtgql,TN,3.0,,Jefueehbaxnrkbzqvotkotc,489.0,,80.0,O,4.0
Pck10895,U,2591328.0,1.0,,Andersons,494615.0,,Wigxqdqlofbxwjkwzhaffahkrqwjwuoghmelxbylguqxfurdztnxqe,Hsiue,AL,1.0,HEDATDHTQRESYQNPLZXIRSCVLN,Pcklhxsqgbk,664.0,1-292-180-2332,46.0,R,5.0
HQJ10896,D,2879085.0,1.0,F,,157794.0,,uobjolhpzbnqybupcqpudsreylnimqvtcumibleujjrsnptkthkxwnhzkqkrcpnvuc,TUWYHKTQEIU,FL,2.0,Rbzpwerrrwjlenjiydkhesefijloujpzlfzqfpmihagizrwvtcouhheziwjgfuvdjofm,HQJFPYEMGHUFFMLZWC,534.0,1-109-504-8456,52.0,O,9.0
Lcr10897,S,2070875.0,2.0,,Tractor Supply,17017.0,,Bohrqnkcspyjashwjwooieghfjozjmim,sqcyeoz,Manitoba,5.0,UHCXRSCOLTQQEORPIUWKHSVDRPNYABRUMVDCKBBFDVUGPPHHNBNULDHXNEMXIGLXMXXG,Lcrytvd,800.0,1-848-515-3209,32.0,R,8.0
euf10898,M,2961512.0,1.0,,Trinity Industries,73499.0,,Brbzhblyosz,Jpnsxidu,IL,,Isjwdjzvkciyroqiavhtlejf,euffvx,622.0,1-746-280-7436,55.0,R,3.0
Lwq10899,U,553731.0,1.0,m,URS,269621.0,K,tdwcndwzr,,Alberta,2.0,umtuggklkeervvddkigkeubifmxtllbsevpdsvyvkskmtnxrszmuix,Lwqnplqchsoxpqpoanrxn,779.0,1-372-185-7674,27.0,R,7.0
vzp10900,M,3805111.0,4.0,,Merrill Lynch,66173.0,z,,Kmwnul,WY,4.0,,vzpulekdaduswguolhhzt,577.0,1-447-973-6883,29.0,O,9.0
Unw10901,M,1194478.0,0.0,,Mercury General,466342.0,N,UUVUZUZAZKKQZZQAMRMNUAZKNQMMDYYOHXYBKFMPDPWXEQWNAYTGTAJRNUBURFGLVRQ,vgywdxll,NJ,3.0,gckalmrtohxjqtyyiyezaqaohuikfxcxudfc,Unwxqlyffusldlw,618.0,1-711-512-6950,50.0,U,10.0
Wzs10902,M,702805.0,1.0,,Genworth Financial,195879.0,C,Nwparlalxikgaqbrqpolabruuxcvbro,Sevwdhbdv,ME,1.0,Zcwslsh,Wzsayecybjififte,699.0,1-393-112-0293,14.0,U,10.0
oyj10903,M,89580.0,5.0,,CMS Energy,369560.0,u,Mgenfrolvtmseromvvlbw,Fliheax,TX,0.0,Bfncujjisskclwemjgcvqmgsixxvixwalcrhzbnxiwyczauqrrpoavvcyus,oyjlkhghxvyznxyfmmrbbmximyh,642.0,1-995-397-2081,65.0,R,9.0
kuq10904,W,3364856.0,4.0,,Ecolab,12936.0,w,cfmuwxurlsgjnmpmcwqgwosedeycvrauwrikzanhxuxqxyjnoqdqoblvlyosrwzkneaufnnjdwu,Etaqr,Ontario,4.0,ibzunkyptlhphrqogjibocpqnxqgfvocgwjsrovejgzbhifkeflezlsjjzzk,kuqxxalwemcywmljskxmnm,808.0,1-249-182-4524,89.0,O,4.0
Qiz10905,U,1175581.0,4.0,f,Warnaco Group,462950.0,d,dokmkuixymnjsrujtjzucuxthc,HZYKV,MO,2.0,MNQZFCVUMPUFFEVZRQDGU,Qiztxnn,379.0,1-732-367-8014,52.0,O,5.0
FZN10906,M,2461352.0,4.0,m,Berkshire Hathaway,405694.0,p,pcogmmtprs,rlorncyvy,VA,0.0,YVNPHCUCFIQUZBKWMOXQNPAJGMEJHESBKQNXMCTBREUSRMRVMIUEHNXYRRTXHPOVQ,FZNEKGDVGNH,533.0,1-212-364-0014,58.0,U,0.0
EWR10907,M,3437713.0,5.0,,Allstate,54271.0,k,Upngmlcneueswvnihbxyvotf,dtduijdwha,FL,3.0,Spwtrsqwekbmmiwdcrwgv,EWREHLYUNMAIYZEF,558.0,1-895-727-6050,8.0,O,
Fgw10908,U,2036027.0,0.0,,Allstate,346404.0,D,Ztgqzcddmpuronnlazacpfeqjeogrjunpcgwveenqpguhm,Oqdovw,CA,1.0,jijdxcsofwuxjzxlplzhzjfojoplakdicrhjpsxmhlcmlfak,Fgwfu,555.0,1-245-123-3822,46.0,O,5.0
kzd10909,M,2033653.0,5.0,m,Vulcan Materials,478931.0,B,NKQKXQIZXBDOVULOHNHGSNAUUONFHCZPHLJCEJPCAIGPZWJFHKLKWLJXKCNAOTAAW,BPJRZ,TN,0.0,xfbmcwnufjspcskntbzzxvovyqepeiqtrakkcgxze,kzdqj,470.0,1-601-692-2835,21.0,O,5.0
Nve10910,D,1255327.0,,,Interpublic Group,210193.0,N,Gjftdcperoworqifmnywhaoofarotfhvwmcxsecrrubfuovuahtwgcfeoricagzb,GFLXRZLB,MI,4.0,XBEDHSFMOQDIJCKPMDHFKPHNDQG,Nveykupb,,,9.0,O,5.0
GHA10911,M,2449252.0,,m,DirecTV Group,481083.0,G,,BTFKWCSC,OR,0.0,Yaftenhndslaudlfxdrgussbhtmibowgclxxcflrtzftojpvlckxlcus,GHAULEJQZ,632.0,1-514-526-5294,,O,8.0
Tev10912,S,1340516.0,1.0,,NetApp,339731.0,,RJYTKOQIMFLREWFRMQDLTALYNVNGUBQDLWYDASNBDMDVTITWEEBLWEGMTZGUJWGDNWKXNCLBV,Habbswgpkuf,ND,3.0,Ablizfqscjawfdxarcmfsemqwzujvyij,Tevukmn,496.0,1-439-112-1157,60.0,O,8.0
UZE10913,S,3461994.0,4.0,,Crane,436764.0,,Irviblmlepgmnhq,jqvlhii,ND,1.0,OCHCEEOTTHSGTAXT,UZESJLZNGELQVGFINRGJZPCRZWMPU,392.0,1-582-813-5255,29.0,U,8.0
NCG10914,U,2024540.0,1.0,m,Eagle Rock Energy Partners,352360.0,,BGESYFSVPSGUBGLPGSADVUT,SRLFWE,Ontario,2.0,OQMAAXOBCCPKVDWCBVMDPJATYSUMURMW,NCGHJMKNXSSURHUOABPXRMNK,517.0,1-548-978-1948,23.0,O,8.0
bhq10915,S,1138992.0,0.0,,Toro,158128.0,E,ASDKYVSLSSURLPBA,,KS,2.0,spnkisurpsavbhbjpndyqprufmeefmsbqdctqkzqkozezhrd,bhqaq,781.0,1-746-021-2699,94.0,O,1.0
PHJ10916,M,714476.0,3.0,F,Aventine Renewable Energy,420705.0,,,Xsrmgzr,AL,5.0,WCSSHLJWGGRJLNAITYWXNTJMKKVPHEAOZ,PHJMFTTVVI,473.0,1-415-186-6687,,O,4.0
Nby10917,M,2911061.0,1.0,m,Calpine,,,hivydedderwdlvsthztrlolshjrkjhounjpxuustuukbtcrmviclbcmzimlulbncwrlfptbs,Kexqsvsgkvhn,Ontario,1.0,Ueqltrewqwwddbmnbnuuhoiixts,Nbyrkskvbuga,833.0,1-924-167-9389,1.0,O,0.0
OGB10918,M,3969773.0,2.0,,ArvinMeritor,129742.0,V,QBQLSQCYNHGJDDOGIFYCULIINVGPVPBHJQZFEZBNJSRESSYNVBAQGFSHIHYOIQKFWSXLFLJB,Bdbbfftghjo,GA,4.0,Acaoxlvmurfnj,OGBCSHJKCN,691.0,1-609-890-0204,24.0,O,1.0
lxs10919,M,703094.0,5.0,,American Greetings,328525.0,,vvnilmxdskheajvznnkyn,,MI,1.0,Erpkazmcrudfpuxcufvpajdqrtkkfurgcggvlaztdhwumeqm,lxsjuszsaarapzidbzkdehydcajq,605.0,1-036-865-9969,24.0,O,2.0
acm10920,S,1949122.0,5.0,F,Expedia,209184.0,Y,Xiiuxyzagbkhq,rvyqtg,WI,3.0,Zgcjbwfz,acmrsqduajovlrl,606.0,1-051-526-1667,62.0,O,2.0
Wrm10921,U,2703266.0,1.0,,Cardinal Health,345510.0,,,ZDPVIF,FL,5.0,,Wrmjrvjksncvmzkbqmtmsfv,764.0,1-768-813-5360,0.0,U,10.0
Jpi10922,S,380664.0,4.0,m,Nalco Holding,186382.0,E,kslvlzglgopuixswthbbvdgufyudpiylawrvlxvwgcdahnshmsavkotdfddanvhuwk,Xrgxwhprokfk,PA,5.0,Pawdshdmhrkcnknsrecfhwxzvgbhqmclwsos,Jpiypymtpjvtymartq,706.0,1-649-666-1883,39.0,O,9.0
Tro10923,M,2013608.0,5.0,,MSC Industrial Direct,360008.0,,XYDVKBVKBOJNNKCOKWFEZTPSNLACMYSGYLKUHBQR,ffigmgxfg,IN,0.0,Zvafwkcxsrpowaqwfalbfylvpgeazk,Troomkcbiecthgt,539.0,1-613-128-8542,41.0,O,1.0
