prospect_AgeID,prospect_Em,prospect_AddLi2,prospect_Ag,prospect_In,prospect_LaN,prospect_OwOReFl,prospect_Ph,prospect_MidIn,prospect_MariSt,prospect_Co,prospect_NuCa,prospect_AdLi1,prospect_NuCh,prospect_CreRat,prospect_Ci,prospect_St,prospect_NuCreCa,prospect_NWor
mse14437,National Oilwell Varco,Imllncoiykgffajmjxahbjnscvwalvimdgxnhcnb,64.0,288437.0,msetkyktzcuasu,O,1-718-382-5659,,M,United States of America,2.0,ZEQRKZKLPWIQFCSYEWWPYMMVKWKA,4.0,568.0,Casper,Nova Scotia,3.0,1268025.0
Kcv14438,Quanta Services,,42.0,70733.0,Kcvkpk,O,1-891-409-7907,,M,United States of America,5.0,Mtzewzrbzpaqfmcdomalcelldud,1.0,638.0,Colorado Springs,IN,9.0,3805064.0
Zwh14439,Johnson & Johnson,Khfaxzptexyacgyuwtqrcewdstuxqoujtcasknli,19.0,283983.0,Zwhhaxowgultav,R,1-035-434-6786,s,M,Canada,3.0,Hrhlhzlcalccrzxqkebeknmjnyajkzlbwclbxfedirnedatlalpxxrkljjxnb,2.0,543.0,Montpelier,MS,2.0,2872318.0
ucf14440,IAC/InterActiveCorp,zilgpndcuhagigkvtrloiwpjqebvs,20.0,437550.0,ucfbzomhraajbsm,O,1-162-512-9416,l,M,United States of America,,nztkxeqlqqxejifjlshaccdrghcabhfgcusok,4.0,610.0,Lincoln,IA,,3571944.0
ujr14441,Waste Management,Dtoeretbyatelinoqqbefhpgszenva,99.0,138058.0,ujrntfiwnqsclogcnfjfpk,O,1-221-647-3564,d,M,United States of America,1.0,UIXKPVCQNNSLSCMNAINUWLYQKFURWRNEQPBVBNFRUSYDRLOCAYS,0.0,596.0,Yellow Knife,KY,0.0,971491.0
Mxn14442,Interstate Bakeries,Cgjvbkvqfdbwxbpcuuhqnraj,46.0,167207.0,Mxnantaggkwttcfcjg,U,1-613-155-4348,,M,United States of America,0.0,Yqukhhcputgntidthugwy,0.0,660.0,Provo,AK,3.0,2566618.0
CME14443,T. Rowe Price,eqqigshaaaerfegfdkisdsoepbjcfsckuiwrjffhcokqeshkplwiqefwctqcapaerszcrykrqqkbalfh,42.0,63401.0,CMEULDSRRXDADWLXLJIUBOKQBTCK,O,1-971-553-0450,,U,United States of America,1.0,Jxtofcibjglhovsgqvbmsqprrerydpnwjvoyxjtluseqgjiellhmoyppaotjxptfzuxf,3.0,829.0,St. Catharines,AR,1.0,1217027.0
Nvi14444,Lincoln National,Mgxkkyhhdzgjlacgapybwngakhsiuckzvakmtobgmhmtifzgxflhqcillcbowkxmom,100.0,125871.0,Nvizs,R,1-815-598-1025,,D,United States of America,2.0,ygolrlkqrrnwfpxxkqifmngegqpwrlvlenhgxlwgdlugqhpqkhzdemqiflasszmxhxbgokplplqlw,1.0,353.0,Great Falls,MS,3.0,1305914.0
Qde14445,General Cable,Quact,71.0,498551.0,Qdelirbqzvmznytwkw,O,1-243-035-3005,f,M,Canada,0.0,Tnbislmjrjmjscnmgrohglgqubadwowz,5.0,467.0,Minneapolis,IN,0.0,610123.0
Sos14446,CB Richard Ellis Group,Hxuczpcxwwmidmjjykhevyglajnaclmxrtgmacjkhibrieoitnrmiqolwflcogyfndcgehsawuoo,19.0,349969.0,Sosbtwmc,O,1-883-782-2111,,U,United States of America,2.0,SLMVUKPGHOBKWYZRQQBAIJGNQMMAXTLEIWBVTEFGFZUWQPNRGIVQPAJBMPDXKUIE,5.0,652.0,Idaho Falls,NE,7.0,2252668.0
mkl14447,Abercrombie & Fitch,Gyyosdhlgpltomuolheyntwrmuhmkjnjinaiwmozyftonps,26.0,86109.0,mkljkbvkjcnffbkopkufzeetfk,O,1-411-059-2120,,U,Canada,1.0,Ezqcsdmmjjtmssidsdxxxqlrjdbmfaysxoemtmxmjyrdr,3.0,395.0,Fayetteville,TX,9.0,1308313.0
HON14448,Rite Aid,Adgqhlgdxwmewhftibewcdvsvyduvjjheqevzpkttqtqisblicibzkdgahxansxjklztxunbjlgbzzxt,72.0,265194.0,HONFMJXIBIPHLP,O,1-691-712-2251,e,S,United States of America,2.0,Pusffierahrlewzrbvdsjvmbqgpx,4.0,703.0,Huntington Beach,NV,,2060402.0
SSY14449,Verso Paper,,3.0,41052.0,SSYKMCBIXSFGM,U,1-567-456-2694,,W,United States of America,,Dxjkqsvxonmgvwhxupraacxlkycrujne,1.0,,Spokane,HI,7.0,1618891.0
qdr14450,General Electric,SPTFJXLSLORLBYALOCVBVAPQSLPXDRPDAXBOURTQXZKGVNRXJIDZLDNGCOSMMEXUWDBPZLUTLC,8.0,121978.0,qdrgkccdboldmrcgjlam,O,1-639-197-5305,,U,United States of America,3.0,Xdxmfrzkyporrodyxnxpobglunvhfkoffgaabckqjuzdwgcssfpyeq,4.0,730.0,Springfield,Manitoba,9.0,
Vlu14451,M&F Worldwide,NSDIRQPWFFNYQQVCIQOMWSGTEFGWJMAMXFGBVLUXOQAOHMSQSXMILEXBGBD,28.0,17419.0,Vluclkrreuvjtjuorgtfmtgpfpdrw,O,1-076-221-7493,M,S,United States of America,3.0,Iqebsaqjqraglzdhneljvbzjnphqghfljvyepeugygid,3.0,483.0,Amarillo,TN,9.0,904017.0
Fcd14452,Dominion Resources,Yzhtdknxsvfefazafeoydxbeodts,88.0,48689.0,Fcdzrqmkqx,O,1-375-088-5573,N,S,,5.0,jkxspmnnbkipasfsaxprkmosnbibkjaecraslnfhfnqmmcbztpevdxoyrwrwxjduyxjbu,5.0,670.0,Tucson,SD,1.0,1802901.0
Enb14453,,Dpqsdsixwgjiemloqscqyumbufcoasixd,46.0,354222.0,Enbogayqatmsfuindrvikdigriiwq,O,1-374-365-7710,,S,United States of America,4.0,DMJBHRMLFDQMEPLPLWOSEOXYLOFOFXJ,4.0,655.0,Windsor,KS,8.0,2669015.0
Gxu14454,Live Nation,Zrsehlsvxtfvktsifntzjjjhmktzkrlv,81.0,55393.0,Gxubcsvezdnqecbgywz,R,1-891-062-6875,,M,United States of America,0.0,SKQHIPDHOXKRSNFOFUDAYHRZZRUVYJXBCAOERRPWT,3.0,429.0,Lafayette,British Columbia,7.0,3398747.0
Cog14455,Duke Energy,Kejsvmojzqjktbpmydpdibectvfxcxohcmsiurqjhtwrocpqcs,56.0,223509.0,Cogyucryganrqvcftlmxsfkqfjxl,O,1-637-981-6496,,S,,4.0,ehxerwgoroolurtixtcunwtezrqqblpwmiqidxxhjlrmjgyvwnpyhoibhnzfwmjahwgmkumxs,4.0,455.0,Pembroke Pines,AZ,5.0,163753.0
xal14456,Mirant,Gliraiwywvxemfcwzjipjffjmxvnhbeipsfxjkrpmnlzolfvnddka,12.0,284900.0,xalwhqmkactlasuvoplfjbnxy,O,1-403-836-7724,,,United States of America,1.0,OQXNOZTFBVWNLEWYKGWGHAEYDUMKV,5.0,774.0,El Paso,New Brunswick,8.0,488537.0
Tyb14457,Targa Resources,YKWUAPODXVXHNRTONGNHKDZCBKIZOCHVOUWILBKCBBBXKQKCCUQK,64.0,74961.0,Tybcqoitfjpl,O,1-847-812-8261,b,,United States of America,4.0,Cpppngwcfnvsrtphcnv,1.0,732.0,Philadelphia,WY,0.0,3636410.0
Dtv14458,Alpha Natural Resources,Uepvopgdoxsdjkggzivablfgnactebhdtudusrajcpnnwztgogaoza,56.0,5276.0,Dtvfmyetjujxgdzizfgm,O,1-715-702-2852,,M,United States of America,4.0,Ywcqapbztxbu,3.0,745.0,St. Louis,FL,10.0,411833.0
Iwl14459,El Paso,NKWGKQOBOLEQOPOWADHOVPGSGKEKNYVDZKZ,64.0,479377.0,Iwltpyultvylytngcaftt,O,1-451-177-5272,,M,,1.0,ugagqwfogfwmzsgbgiwhnymoxwkquazqgznwittsexqunxlfewvbqjnnbjpiaqwqogvqksdsgt,0.0,567.0,Billings,NE,10.0,1763531.0
Jwj14460,Fiserv,Jurvscltbzpgqkxzzcencchlltfonqtk,67.0,88670.0,Jwjbgguqykp,O,1-764-551-0682,,U,United States of America,5.0,QPICSUHAJTNHGY,1.0,424.0,Stamford,TX,4.0,791553.0
UTN14461,,Qkkuofttqunvtbkozmnbygglreqvdaltyqnzfvqccfprgfbujfoousvnwlmvkoemnzq,,354931.0,UTNMQ,O,1-758-482-3030,F,M,United States of America,4.0,xgerwfcfevbxzvkewcnxoiacogxxeglrtjcmu,5.0,435.0,Alexandria,WA,4.0,521350.0
Itv14462,Centene,wveybaprqp,66.0,70039.0,Itvdqqojllchhbikpyrjlfodzdrf,O,,,M,Canada,4.0,Qbinwwmynshdzayhqaxapweaesmokkpovtbmsldjbucrmqsawreiusctkwljanouakmyzmjdfjhu,4.0,624.0,Phoenix,CO,8.0,1897562.0
Vui14463,Cigna,Occxvrclqyplcmolnrnwcwzvswqdpdeptevwjdydphgbpjlactnrelp,75.0,358680.0,Vuinsuqanlpcno,O,1-210-543-7680,,,,4.0,ZFBWTGIMMGORSICIBHWTWONNTPCSXQFBPKKURXYFMJKSBULZZRWUHJUSNFSTJLTBBNGWYWJOASVFZVU,5.0,793.0,Tucson,Prince Edward Island,10.0,2653160.0
ZZQ14464,Graham Packaging,DGXVYWDLBLDJPPNVGADOLMXPKOPIGBKDGRZNOCHHTRIYMUGIYEFTTQRBGTDETGA,,427383.0,ZZQRUGNKALMQTLVIUQFEAC,R,1-585-155-2674,Y,M,United States of America,5.0,Spbtmqtqnbxdwetkijfsujdwlzqohtkzin,2.0,422.0,St. Catharines,NM,2.0,1871167.0
tin14465,BorgWarner,stdoiobrdcctbbfnrzcx,75.0,123934.0,tingawgb,,1-059-718-3004,o,U,United States of America,4.0,IHVFDRLKEDADKNPVKCVNLTQGAWZEZQVPYROXGLAYRXS,5.0,651.0,Edmonton,IL,5.0,1252400.0
xqv14466,Celanese,Tpphmzolinziixpomqkplxctpifxppkccehqddlcowfqgyfphh,60.0,249341.0,xqvkqhusesleqeumrxcj,O,,,,,2.0,Xhwddkjgcwskjaniwodzlyyvxainhlxpeicvrhaqwjrugkhelkhbvigeixyqzflgj,0.0,396.0,Huntsville,GA,4.0,816991.0
rni14467,New York Life Insurance,Wrclchvelyjkgmdxfqdxmmtsfcughlgnqgopwu,71.0,380815.0,rnionhflcvhvdnmclsrhfwgfejhz,R,1-102-757-0838,N,M,United States of America,1.0,MQVANFNRCMYJWZIYQCMWARYYXBAGCTAPCJMGLPYSLPEBOPRCYUJMMX,2.0,579.0,Houston,IA,,
Prh14468,Harris,,0.0,362776.0,Prhptlkqselgmevlrxdektb,O,1-383-110-7480,,S,Canada,2.0,HMXMJOIRV,1.0,791.0,Seattle,HI,8.0,3555255.0
Ile14469,Alliant Techsystems,jhwtdhaltixkguafjpwemxxmftx,34.0,143642.0,Ilehzgiknxudrqkgcvxcqckkau,O,1-089-358-9865,C,S,United States of America,0.0,CJVXRLWXNYMDAQUEPYCMXOSXOKSNYEGGY,3.0,334.0,Columbia,AK,1.0,
Mja14470,International Paper,NMBIMLDRXKJDHGF,66.0,271725.0,Mjajjh,O,1-377-233-4573,,U,United States of America,5.0,Wcvycdatlvvoauiaefuunioulehsmlbdhimadxuhzguqcdrlejnzfgspttskporoh,0.0,750.0,Santa Fe,VT,2.0,1419266.0
Pre14471,Realogy,Eugfbhbrwkxyfehilcexlhpzgpdvozavas,99.0,374370.0,Prebrmbizkxtzxjrszyosxvkrhxhey,R,1-249-854-8212,M,S,Canada,4.0,Wdagwvqsnjejcleldjwrqzubesitfpklgdvsyhqytysbctbylevgffugkfufptbpafqycvpjwb,2.0,406.0,Fargo,Saskatchewan,8.0,1164625.0
Xfb14472,Oil States International,Flarjgmtkvmrbaolvopfaxfdufgqxhxawfexiqivodstnxydheahtlwjtg,0.0,416072.0,Xfbevvds,,1-032-980-9224,u,M,United States of America,,HIZFPBOUEUSKWKMGMRVZTNOBPCLBIKORRLHSCXOSAXNTRN,2.0,772.0,Dawson City,HI,10.0,1743856.0
Ydg14473,Visteon,zfcxivnepvdobukmomgaczlccuvkdcgjprwoiuqsoafmafovttqlggrsunxsashy,27.0,116279.0,Ydgemdlylgjwqxcgygwfrlrshdu,O,1-885-916-2845,,U,United States of America,2.0,Ttubeurlahnpoetiueyqowbrfknzanrqshroexbsgpdyneisakosoy,5.0,378.0,Oshawa,VA,7.0,3418656.0
Xre14474,Oracle,DDIYLFFVMFQOBLSPVBEMJOVICHHZBWAGPVCGIWA,36.0,458526.0,Xrekmnjdswgxhjgjnkdluthzcm,O,1-374-642-5525,R,U,United States of America,0.0,Lmlxabndgcwijfgji,3.0,491.0,Stamford,UT,4.0,
AAJ14475,Peabody Energy,QEWACSKQJRGVDHNVAWXGYHLGGVPKXRDLEUYANCFDQWBKQCTGPJQCSMCWUXQVGANFMAVRMSQGCR,7.0,471685.0,AAJDGPVXDBQLMJIY,O,1-495-350-8705,,D,United States of America,0.0,Gysscy,,405.0,Indianapolis,Saskatchewan,7.0,1930483.0
Kal14476,Apple,VOVQAGHGQWXKOJHAJCIMZECO,74.0,131854.0,Kalto,O,1-140-996-3646,X,S,Canada,1.0,Hanjijcqvigzmaxidvhgjrmbfuqdvpyxwmfkjtapcjnraaqzuckmcjghboiogbjdpa,5.0,321.0,Tulsa,SD,10.0,1880154.0
YUK14477,Genworth Financial,Riyqfovtcqbkbcglvoq,,76171.0,YUKCDOHMCOGQWRW,O,1-555-431-6450,k,D,United States of America,2.0,ELUKHKMSDDVRJDTHEAFIJCXTJUCWAPMLQGKCIVMETTCPSJOIMCNBKTXFJQ,4.0,824.0,Cleveland,VA,4.0,253935.0
qpd14478,Cooper-Standard Holdings,yurpzjnziltp,57.0,243098.0,qpdgkbtxnwpva,O,1-480-449-7112,y,M,United States of America,0.0,KCZCWGP,,336.0,Oceanside,AL,0.0,
Wcx14479,Amgen,Irfjxgfrpvsigjprrwtrgystbxuqctbkmuvhkicjpcxlgjj,44.0,413057.0,Wcxiaulfyusskivvblrizhgshok,R,1-581-911-8396,u,S,Canada,3.0,DTHJJACYSW,0.0,805.0,Hampton,WI,6.0,2840893.0
WHV14480,Superior Energy Services,MHUDWUPU,29.0,243995.0,WHVCUVOSLK,O,1-798-096-2120,,D,United States of America,3.0,Tulfqhuzwddlqqpfenvdeeaxtkodbfzidcmohzwdrzzoqkh,0.0,517.0,Chula Vista,CT,8.0,3200032.0
Mbx14481,Macy's,ohqwqohjgugnjdupkfbkkqwlljplnvpadmynoiz,37.0,408400.0,Mbxcznosetaskvcnexezhwp,O,1-475-510-1986,,M,United States of America,5.0,URJSXELEFMBAUUEDSQAJHASYCYKT,3.0,563.0,El Monte,MO,9.0,
Wnk14482,Humana,Czqixtuwkqedlvpxukz,26.0,41597.0,Wnkkcshpvjxsyfauqghpqdibibe,O,1-721-892-8505,,D,United States of America,1.0,Nakrmrwqrxsornzcjeeijiwu,1.0,359.0,Oceanside,IA,1.0,571074.0
PJF14483,Crown Holdings,,42.0,425519.0,PJFRZRPTKXKCSIAVOSHBFPTRJGJW,O,1-405-899-6586,X,S,Canada,5.0,pozfgbynhxmapnlteqffzrcuuhaczxphkdbvjemmgyskrwfh,2.0,694.0,Chandler,NM,0.0,2141763.0
Jjd14484,,Udqvncnkjchsbaybb,45.0,237324.0,Jjdexaxdysxzrmhrgxxfbuobqpwpji,O,1-616-400-5678,h,U,United States of America,2.0,cqzhgmjsadgwvrzyudtgqncbmpagrceuncnahmqeigbdn,3.0,514.0,Shreveport,MI,5.0,1082537.0
Swq14485,Michaels Stores,Ngwyyvdxymzoqhqvedizpsawclurwri,63.0,226776.0,Swqgffu,O,1-958-754-1358,,,United States of America,1.0,Lrpkdjtepqvnavpkqxnuexhrhhnnnbwiy,4.0,,Waco,Ontario,7.0,3277081.0
PKK14486,Beckman Coulter,Yjwmivikngibgwylpp,86.0,,PKKRVUPJGCDUIBB,O,1-275-197-4914,,S,United States of America,3.0,Arrafqoxgfblpimfycomurvcbsdoonblvmhirppgkuf,3.0,330.0,Ontario,ID,,2374891.0
XQS14487,Northwestern Mutual,ZFTWNECREUAJGTMVJMZHWVJGDZIGWKNTTTFWZTIPDABMDHSFA,64.0,265614.0,XQSMYSNIKPHYETQBTSXDWWP,U,1-119-761-2402,,M,United States of America,2.0,Sxewcfdzhuggazgoxbskqeujonnfvhsoq,,,Arlington,NV,10.0,
UTA14488,Enterprise GP Holdings,ZIQCMJEGOPZFZTZJJDVUHJRQSACCSERHPQANGWVALKFKWEOIZFRKLVYEYHFNUZAXBAUCJNEILSHSO,16.0,360557.0,UTAKNTIRHRBVOSPWAMOFIK,O,1-508-754-1149,,D,United States of America,5.0,Pqtryxjpsaxnvnqgeoxzdwqievdcrigx,3.0,372.0,Wichita,KY,4.0,
Wqz14489,Duke Energy,Eyrhsvemasuwupsaylkvyodarboymjuvdlaznfbynlkxrafawzhtqlhlkjtyxgymuqphlatrf,65.0,459024.0,Wqzppkzwmbpmdl,O,1-471-763-1300,A,,United States of America,,TKWFLZUERJMYBYPHBQAEQYSDSFZSGUHIXMSBOSOFDAMMQSZUDTPUHGVOAKOZZSJX,1.0,805.0,Hialeah,Nova Scotia,1.0,2848806.0
Nhr14490,Albemarle,whmlcbmxjzmsmakncjxrginaprkyjpaprxlcxihghcjqqahtkbci,27.0,243638.0,Nhrtiipurvdaowqvlcsedszrxf,O,1-485-318-3398,A,S,United States of America,1.0,Ewzjqevrbye,2.0,625.0,Grand Rapids,OR,2.0,3675843.0
New14491,MGIC Investment,Oedewceldvkmowqdogcckfd,88.0,480984.0,Newrnsouxaplsqebohywfmurv,O,1-696-845-8177,,W,United States of America,3.0,bubrt,0.0,507.0,Santa Rosa,MI,10.0,2685502.0
gke14492,US Airways Group,Nhimlvkwvkeffmmxfwrkuwlkqyfloj,61.0,60955.0,gkecxjekhxwehocspp,O,,B,M,United States of America,5.0,Epopcblldjwnudnnawpgfazzpgvkisknysolsuwqbjhrbgtbkmxmzirkchdeqkxpkcbt,0.0,772.0,Manchester,WV,4.0,1858431.0
Sph14493,Conseco,GMMDRPNQPCDCXMXHERYIDXMCZPGLWDNTKCSQPTJGJTZPKQECUIBTDJORCNJHQQHVALTSSMPK,35.0,239794.0,Sphfmigzsilvsu,O,1-412-770-2744,s,W,United States of America,3.0,Ksymimuxdquiwjkbydrkmdfrciafhmgkszrh,,763.0,Ontario,OR,8.0,905791.0
AQL14494,Amkor Technology,MIOCQFTEGIQHFNALDUVFGHSZNKJECOI,88.0,,AQLAOXKULXWRLA,O,,,U,United States of America,5.0,Ssfei,2.0,509.0,London,DE,3.0,3000893.0
Kor14495,Pfizer,Kqpnnv,6.0,254694.0,Kordcnvfn,R,1-962-989-9406,f,M,,0.0,nwbrhbbwffjjclxwjabcdddgyohnpsg,0.0,421.0,New York,VT,3.0,3823039.0
ahb14496,EOG Resources,Wgwcwjnbplrurykunrwkyhkmvhnnpkdp,73.0,59146.0,ahbagetltrgndorinamemuuphypb,O,1-695-753-7206,,M,Canada,3.0,Qbujslaoms,4.0,406.0,Inglewood,British Columbia,3.0,88168.0
DRO14497,Patterson,Yzvwaizpkvwtjlujowxdiplulsds,80.0,215562.0,DROKKVFJZ,O,1-601-167-0396,,M,Canada,4.0,NHQWXVHTOGOFUJSHJJXQSOPUZWEOVNEMBJBZEDNADFZEGGEKURR,2.0,478.0,Pittsburgh,VA,7.0,3452167.0
ehm14498,Mutual of America Life,ZKKOXPVFEIZYWTM,41.0,451412.0,ehmsjlojybystyuv,O,1-299-718-9385,n,U,United States of America,3.0,Ixpnvwdmrdkwytnsenntjejtngrpxjswdojqndflxj,1.0,462.0,Dallas,KY,10.0,336136.0
Xpn14499,CVS Caremark,XHGIFJEKFUIFRLREUQBATAWFEORKWVPSEEPIZFSKDRSQKIRXQMVXUPBLRTRGACZO,4.0,14910.0,Xpntxxfsafzmqrelnel,O,1-081-456-8984,,D,United States of America,5.0,Rwwsyemglxhyudgbamgzphrxrzfeslolnzgogeyjiasqygigpijj,4.0,659.0,Berkeley,New Brunswick,,1751498.0
YED14500,Phillips-Van Heusen,Nvsvw,51.0,58250.0,YEDPTJXOZMFHZOK,R,1-026-529-2299,,M,United States of America,3.0,Antptpwhdlvpnlhuoedcisvtngnkwxvtpijuffzwbcjfomiueynrrpksf,3.0,767.0,Cheyenne,UT,8.0,2650647.0
ZZC14501,Blockbuster,Rabpdgwleuzhdlhxj,73.0,467305.0,ZZCDISBVWTKZTAXYBTYFRQA,R,1-861-925-0478,,M,United States of America,4.0,Fmhpuigontdndejmcdpcshssgrthwyrvcxbthhtugryvdjfwlqnhoumhghrcduyngkigavupddlw,5.0,651.0,Indianapolis,Alberta,6.0,2837096.0
Bxv14502,Mutual of America Life,FGAIWMIHVHHTWLOJSMDSNSZOQNUAKHQVVDMVMUFMOSZEBPURSSDOBRICV,3.0,72294.0,Bxvpshymihr,O,1-927-730-1870,b,S,United States of America,4.0,,4.0,779.0,Boston,MD,6.0,1169290.0
Xdq14503,Ferrellgas Partners,Llyifoyftaqiujhffrkwuchsshbncqosrnutequfesuoltecndvxjhntgv,45.0,101300.0,Xdqziwckgovnxbdgcscxhtnnhndwno,O,1-074-354-6418,B,S,Canada,2.0,Etlxlzydnnglmabidxomikcknmthrwxaxqnmwfdmjeqrvknuevwlkpjfjfdntabssixrsu,0.0,839.0,Pembroke Pines,Manitoba,2.0,3745754.0
Xwg14504,Thrivent Financial,Ibyggxmywhkqoppadrpyeqmwnvfinwdtylcpanxlknuuegxtampgggbctubqbcqgoxppswpgyiwdtmy,18.0,469510.0,Xwgnbzyxdkpjgzbvib,O,1-443-225-9340,,M,,2.0,LIRBNEOLUJBTTKIQRNBA,0.0,463.0,Los Angeles,AR,9.0,3171017.0
Qfa14505,Adams Resources & Energy,egtrgdrzhobji,96.0,439495.0,Qfaiantshy,O,1-769-078-2839,,S,Canada,3.0,Yazbzbjaskrbcu,2.0,666.0,Montgomery,WY,,2325401.0
vti14506,Guess,ooeiexqhjiecwuvslzufgtuscsoswnkfhrpxefqhvtniwratyi,,83424.0,vtirinvueieyrpoxfusszdhgnatsab,O,1-420-909-2877,u,M,United States of America,1.0,Wnuowncsaqirdngkrqzyjoojpgjclqeuyxrcngwgvgyodwbvriqibiybzdbkisgcsdeijuc,2.0,474.0,Abilene,VT,3.0,661463.0
hdf14507,SunGard Data Systems,DTPJUAQUIBHIAZDDGESSFX,29.0,319790.0,hdfneqiqriblua,O,1-481-150-8287,,M,United States of America,4.0,Hqtlgkdphketjopmenxopvf,0.0,491.0,West Covina,SC,0.0,1576971.0
Mhq14508,Carpenter Technology,jbrfftublqeyirggkuowzhhkwtwicwxgrkpwuprdldqlbdfpsgsbwwilys,14.0,361776.0,Mhqrxhbttiytsxhrxorjcdmiwv,O,1-126-308-7095,,S,United States of America,0.0,mgojsjnezubapxqsjdolvzaoummdxhmdoafgorcbcsyndpbktopdwanhrlakenqtpgsuxuz,2.0,362.0,Gary,MA,5.0,540900.0
BNO14509,Ashland,Wcsnfxynnkkeorpdknq,59.0,149122.0,BNOUCEUQDMQZXFGHMYHCSWWSVUB,O,1-549-274-9486,,M,United States of America,2.0,laxhadljdwv,4.0,,Tacoma,New Brunswick,4.0,2284868.0
Fxe14510,Cracker Barrel Old Country,UOKWM,71.0,65292.0,Fxeuiliyeoligknkclgbaoglr,,1-281-835-8747,,M,United States of America,0.0,QYSZKTEDDLSEFISVIGKATDWNKJYUOQDOW,3.0,336.0,Virginia Beach,HI,4.0,1662244.0
QQK14511,Pride International,Zjypwoxqtxzgapxwydonimnhxdrjazyxknqfklbebotfrukxfvy,50.0,118100.0,QQKMLRYUFBGHRCVOMWVCC,O,1-007-516-8520,,U,United States of America,3.0,Dcbai,2.0,548.0,Chattanooga,Alberta,4.0,1403039.0
Fal14512,Archer Daniels Midland,UMPFMCXMKUCUDIOJCTUTRZSIHSCRNSZHULODNVOSRCJIGSSXKEEREDFOHUWDORURYCQOXHCOPG,28.0,473639.0,Falxuqqdgsgvuzcv,R,1-003-506-6395,W,U,Canada,5.0,INKRYMRSADWIUDEOTCXCMSYXMELHTXKKRRSTFFEDGCTRPOOW,4.0,425.0,San Diego,MT,9.0,2914979.0
Dcq14513,,Ojuzmygufrhbalfdqsiwnuphiwhyfpmy,81.0,404931.0,Dcqvjhpltqvolhodaepkgjgvnkhuc,O,1-895-116-7449,,W,Canada,4.0,Kiuyqjxogbspkgtpv,1.0,476.0,Coral Springs,DE,10.0,615527.0
rdk14514,Dick's Sporting Goods,Ldooujfetgm,50.0,87198.0,rdkzfqhsmjofpzlgqrcweuqmsh,O,1-946-010-3021,,M,United States of America,1.0,Hskzyyofwodmyufdptbnilpzfpqjclokxytzuxscqcs,3.0,592.0,Fairbanks,KY,8.0,3940097.0
hnq14515,Terex,ERDCYLPDLAJQCBDNAAWVJFWGUMXDVGZUCLAMKWWCHVAGDSWVBDOGTECXYQRTNJSBPEHCEHMJWU,89.0,438412.0,hnqrddyepdeadvzqectl,O,1-334-573-4255,,M,United States of America,1.0,Nweeguhkuockppmjnb,4.0,565.0,Tallahassee,UT,3.0,226281.0
Hyc14516,St. Jude Medical,Mnddspfcqjnqmwdspnaonnvgtqbzsnkkkdwxegcicebchqcahzcuogurruoxlpvkj,82.0,246546.0,Hycznkawzygjqrshwnzdnyjehgbzd,R,1-019-664-9065,,D,United States of America,4.0,Cfatzwslraulbhumtgirvoqgdfaeamymiq,5.0,744.0,Edmonton,Quebec,5.0,2370924.0
ZZH14517,Mylan,,,427134.0,ZZHLWIUUOBVH,O,1-713-068-3146,,S,Canada,0.0,bgxoeazjhroqmmifomepzwswkbgjhatleo,2.0,314.0,Columbus,NE,7.0,3184248.0
Osv14518,JohnsonDiversey,Bmxhywwuycqoqcycpdeginbqxjptylhcpmsixmjvgsghhoicnjsetsfrqfuouplqbtjwavcmnakhqb,50.0,364120.0,Osvoqyn,O,1-404-621-8751,,M,United States of America,0.0,sujftnbtjwientkiqaxatgrrvkxtcyxyaataewlhutrjjdqrqurd,4.0,589.0,Lincoln,HI,5.0,1391412.0
TRP14519,Adams Resources & Energy,Rzuuscbchssfnxfqkcgchglgsyoziwcagakjdgzefu,59.0,308845.0,TRPUS,O,1-401-243-5818,,M,United States of America,4.0,oveeshpfhmi,1.0,830.0,Lowell,WV,7.0,690769.0
lbj14520,Pacer International,Taylbpaicdttiqubokiydmdaxvblgcz,77.0,263119.0,lbjubeeckkakeesqnwl,O,1-037-030-2969,D,M,,3.0,Rfrdjmq,2.0,766.0,Salt Lake City,SC,,3782583.0
Eul14521,Avnet,epjugnssxlbdkavoykuuiapku,53.0,425735.0,Eulmxxhchakejoidkioubovhbxbx,O,1-206-179-4224,,M,United States of America,2.0,BKYGZMLMCRMEEOOAIYIMRYVSFGJM,2.0,700.0,Cedar Rapids,NJ,3.0,1633072.0
euc14522,First Data,uopajisnwonpiktxyrxwwftrdrrfumwztm,58.0,408480.0,eucdieizezvhnb,O,1-252-948-0905,I,W,United States of America,0.0,bzkiisqhzhmuvesy,3.0,611.0,Vallejo,MD,3.0,657877.0
Pmy14523,Google,kxynbrrppvxbfqdjxhumahdgohspoqfmfczemekthepqyaeinjdk,79.0,313121.0,Pmyudufjbhhlmczapecgsnzgqzdo,O,1-440-656-5612,,S,United States of America,5.0,Sfgkrlbguqbqopymfheukavdeilcdfxfy,3.0,711.0,Idaho Falls,AZ,3.0,
Mcg14524,AECOM Technology,Eyfmqaiotgnhcixfqvepoxpebiiquumsnsyjqsybrunftp,49.0,317899.0,Mcgfanbig,U,1-951-273-9355,,S,United States of America,5.0,TGRYLOSJQBHVKVUBDYEBVSFLUWDDTEG,,587.0,Charleston,FL,1.0,1784386.0
