gncd,pstlcd,ddrssln2,nmbrcrs,frstnm,wnrrntflg,ncm,mrtlstts,lstnm,mddlntl,ddrssln1,stt,phn,mplr,nmbrcrdtcrds,nmbrchldrn,g,crdtrtng,ntwrth
Ppj12819,ctbuaom,HBVDLFZADLXQYAICWAULTUDJSAXXBFSDUNAPTNVHWGBCTFRXUTGJHACDUGLPRRUUVP,,MIWLRS,O,403817.0,S,Ppjdxpybztxtwztbyjszpcwiwziupm,v,BERLBOWGGFTFFFNUJGEDLERGSLCXYDWVKWRVCTLTFJX,DE,1-415-898-5346,,0.0,4.0,41.0,320.0,2918098.0
Jsm12820,Zquzdqgtpfp,Sgqtkswubegnvulxnvtapbfmozyybypeowazzunlxlqxsicgq,3.0,HMBJXPOITLGO,O,20449.0,M,Jsmzwcmewknfeby,,XXNBFBHALWDWPUHVLGXFUXYWQYNUJVSDSTSLHDQHOVAPDMFZLTHKDLMISUYPSLFGWVUSGPSBPA,VA,1-508-816-1520,Ecolab,6.0,4.0,29.0,,302848.0
JLI12821,Lvhbhrsda,Gsaxeg,,wedvvogzjvthdvzhgkcvtqq,R,339958.0,S,JLISWIVFHZEFVHUODEH,,Gluei,IN,1-456-198-9654,Penn National Gaming,1.0,5.0,92.0,649.0,2132086.0
WGO12822,Xhgoi,Urmeocqwqytfhiyanywuqwbedealjroygzgstpuoofcikcbidgm,5.0,embwfjhgmozdufyfxitsdrbnkddfld,O,452258.0,S,WGOOQPPT,,IRZRBIUCKGPZWDNFPDXJACZWOCIQDULGASLIWPJVVYCOPPGRBNM,IL,1-505-788-3867,Qualcomm,10.0,5.0,4.0,482.0,733214.0
nyk12823,Gikddslxxefh,HOSVMPVPGIB,4.0,Kfoyqggkbcxzk,O,234378.0,U,nykpsr,,GRQMIVHFQLMMSJILISLZDQEKPFRVFAKNK,NY,1-668-722-1036,Roper Industries,4.0,1.0,25.0,589.0,2857093.0
DCX12824,Toqfli,Mosxwqmadggfgnxaqrkacxkgbnyabjhgwdselsiqsxxupstvoofakdjvhticntiyqbnaolyfjp,3.0,fojdpermiblkrup,O,446427.0,D,DCXMJAZTVHICHDTDIYJSUKLS,,Lcvhcbbhqmuxykuannltbnunqrl,Prince Edward Island,1-050-687-3753,Charles Schwab,3.0,0.0,12.0,317.0,1960738.0
prk12825,eypchvym,Eytaugbtzzvn,5.0,UKTXXUHVXWIBGIBXURAZWNUQOM,R,,U,prkmxalpdjyzots,,htbehtvhndesuxnxqzoxbueyxkiwykcdcksccpfrsfofaahymwtfqi,AR,1-351-871-2269,Valero Energy,5.0,0.0,,764.0,28764.0
Keq12826,,CAIDDGVUZEIUZZDSUMCDQMWVZHCENCBKIIHCIOLLVCAPFBHQUSXSAOPYUKZBOAJHYH,4.0,Swjbltfvupktmgk,U,249143.0,U,Keqmqvjh,,Hkboxqgcyrqfztdmrcdvhxvckxpaafvdzvzzastjzjymcmghanxclxftqbybdvadnnnefkhyll,GA,1-344-055-9285,Dun & Bradstreet,4.0,2.0,63.0,737.0,2778082.0
Pik12827,pphkdmxpe,mbtrlcsgemconlbjlgurpumoawq,1.0,ZEAZGFDLKKUKXHU,O,440389.0,U,Pikhhovay,,qdevbefgoelfhjqtktploibdeswvwmmsggmkspsoditoolwhdjwpshizno,KS,1-002-743-0185,Nationwide,0.0,3.0,34.0,453.0,3017214.0
aqi12828,aduxvhigia,mppansifctjwqamhooetardbmbpqvihqduf,1.0,kxhyhlwdfntlu,O,402172.0,W,aqimpnjfydokuokghmzjeojowl,,Dwdfcalnptcmnsceulqjdhgm,IN,1-770-549-8737,Scotts Miracle-Gro,2.0,2.0,12.0,300.0,
tzl12829,bfcdaq,tycyvegvomleihjetimcgxsjmqabgvplrpwgvhjatwy,2.0,BKKVEROPNGDGSIABPXYWTL,O,424026.0,M,tzlwnjnoyzifbddw,Y,Tgtgdqfsapjnioanznaigsfcajwgepxhdbnpcqkvuwf,Quebec,1-837-600-2003,Northrop Grumman,4.0,5.0,23.0,458.0,547605.0
ool12830,Xsebnbazzuxm,Gdlrhztlzzjomkvkhmblvuxqwsewdr,4.0,UAUQPNTMABRSSDEWJNOM,O,444330.0,M,oolkgiwlrskrehzbko,P,YYWJHRLJXNAGXMQKIJVBYDVZBYPQBZAHVLDGPSEMCLQVRLQUQNZEWTKOXDHRQMVIDECBPYLHUFQ,UT,1-007-407-1539,NewPage Holding,10.0,1.0,73.0,,1923491.0
Gcs12831,Ceiqkpxsimo,GFEFWBMOBPYUJIPLQFDJ,0.0,tkalfzzb,O,305897.0,U,Gcsoskmqpaksnrsvztuyi,,Qfmzrnbmeasnthrowltjzlrlnefjmznwgmmbpyqna,NV,1-107-786-1764,Celanese,7.0,4.0,36.0,317.0,274597.0
Tqd12832,JHRNKTOCX,Titaolimoqtdrcnftjyieiovugfuzkosz,2.0,FGCXVONIH,R,377098.0,U,Tqdvleqz,a,uedypxvkaplaaglosj,AR,1-584-108-5822,OGE Energy,5.0,,51.0,828.0,1016413.0
Imt12833,,Lwxlvyeszplrsrjpxohrjnaehooxsicearryxgdrnewjyhk,4.0,lnbkaj,U,18397.0,U,Imtzjjxqnr,,OPXIRPJZAVHBPGUNREW,OR,1-893-081-4706,Pepco Holdings,6.0,4.0,53.0,676.0,2712645.0
Onk12834,ulkxftsqu,Yjklnfwybbdpcrnkiwhtmxaieufrcanllplnxiaxvkfephktqgdsl,5.0,yzubkaygflgti,O,43751.0,S,Onkigmi,,ielymlvvlrvifqfsmpjdzghnvazptepymajkdndrhyhfzokkclugef,VT,,Ruddick,0.0,2.0,35.0,499.0,1977750.0
Vmo12835,Khnjodjytb,dkcchdlcvsfdroyjmhzsfqslqraknnjnzomflggnvayzihgxuooivyfmscmdhevzswxpgjmwgnobz,1.0,Iwlcgnwmopnrtlwyngfgqrmsij,O,406351.0,M,Vmojgpkpeqzbaztfbyrfjhtw,,,WY,1-241-945-9443,Cameron International,4.0,0.0,39.0,695.0,1703699.0
Xtp12836,Cictpwoytnm,ZEPBADUISWKJMOXDKDFIN,4.0,ITJLLZEFPXELSRQVCTMP,O,490101.0,U,Xtpvdibljuauvinrbfsfqzuxl,O,Kdkiqskqosklrbzmxnse,WA,1-801-732-3027,Crane,7.0,4.0,89.0,426.0,757938.0
Oqm12837,vtgwivurw,DQFIYQZTQJPMHNBMKYJAUHJBDDSABESTBBXTKBTXRTMHEQQSAICUNPGSZECAVJDWGWFXXOPPVFZROPFT,3.0,PEEOLCMLYUPHYKYGKMKLTHLGIO,R,126420.0,S,Oqmzmifshdnpbsbeqhc,,Gveclzhahfzrabzrepqcuhsibclhhvuleyrgfv,FL,1-192-360-6484,,1.0,4.0,98.0,,2841182.0
Bum12838,,Vnxpadvyovyddngs,4.0,Hfnddhd,O,467950.0,S,Bumxsit,,Kohnaptmlsvegqnpiednmwsrtcvmreweqqvjmf,NC,1-741-738-4105,Tupperware Brands,10.0,2.0,4.0,327.0,1285049.0
Dnr12839,JKYKLCTBJUK,VVALIGSKEJNWFJVSYXROUXPBSIHFOKCTFFDPIXTTSKPUVCIFXTSNE,5.0,LQUAUWNQUFZMKSNGKUGMRXPS,O,375100.0,W,Dnradyfqjyvalrlxfspvdtuve,,Rkiqpflfzhdzphfwrsqi,ID,1-324-925-1603,Qualcomm,1.0,,67.0,360.0,650959.0
pkx12840,LOWRMN,nvotijrf,5.0,Ggdnhjdzhs,O,451851.0,M,pkxugebddejhfqjsuxfb,,Duimwghwoyrazskpdaqshmkkxbbwgrvyjjivpiqdudlkaqsmfqdwerdhmpmv,Prince Edward Island,1-023-320-0309,World Fuel Services,4.0,3.0,65.0,408.0,
YFP12841,RNHCFVTSWCH,DRTEBENPVTTHDZDMYOIUOQECBFGWQTJFOSZSYB,5.0,Upswaieoh,O,127524.0,U,YFPXQYAXJLBOQTJWFOXBQZGQA,i,IAQYWQNVTWXPWQHDZJNUDWFQPJUCAZZYWECPLNZJPJAWFNHXNTIECHBT,NJ,1-345-330-6536,Fiserv,0.0,3.0,50.0,395.0,951706.0
Lcs12842,HBSABBKY,lpmozketeyjnxqxlfejutnvkvalzdchopnxnwhazjmrzqulqheujafnuwytgrmnklygpmymksvioooh,1.0,hsuenkyt,U,270886.0,D,Lcslrtxpwmecnxpaxjuhdnmnjiylg,,Egyrabmkbkqbxxhdaqdtwgpeuwxergaqafmrmadkfpcunxiyaqjskehpwypvgfzbcgkwkcpmxsdr,NV,1-505-223-6536,Tenneco,2.0,4.0,34.0,535.0,2226048.0
isg12843,cnjrjo,Jceimchzagosgarcydmjvviywvuktiaerdwgodwsgjndlkrdzyomkmdbitqfwqzurch,1.0,ZJECPHNXT,U,73309.0,M,isgrgguaqitattziubpwd,,PECFUOJGIAASVOFYBQRLDOCVAKRXSDXHJQROK,NV,1-046-267-0234,Andersons,8.0,3.0,43.0,706.0,
Ytj12844,Iufpjayvjpa,Vwefdizndd,0.0,xxtcfytehjfsoj,U,9660.0,D,Ytjianrdnknnhiucaacthae,,Qozlmgschlhngbzxdqohgiovv,MD,1-768-103-8876,Coca-Cola Enterprises,4.0,4.0,83.0,498.0,2410425.0
vvm12845,Gmijj,DQVNXGKOYXMLKZICFUHTGHRVLRCFPARVTTPPRIVB,1.0,Ihnet,O,408662.0,W,vvmurjsfcrvapohoppkipzfuhh,,Nxqabtjvlsuoghjhmuzjj,NC,1-068-591-9487,,7.0,1.0,32.0,303.0,1101692.0
msw12846,KVELFJP,NVAQTQUXWKSUKSDGCGM,1.0,tahttc,O,354733.0,M,mswbfzmjkpxhiyii,,UHDJVMFMBVPVKSPVCOYWSMHIZQJDDIVW,MO,1-132-225-3199,Aon,3.0,0.0,76.0,745.0,2517496.0
hwc12847,hctoank,FJDYPBCL,5.0,voeakenonqbfytgycdceybwlylq,O,257620.0,D,hwcfeluswotcpcfmnywf,,Ecvinwmkphyuazvwjduomokynualoqikgnricgwgpdfwoxgwgsiyomrwpv,SD,1-589-402-3116,AMC Entertainment,1.0,2.0,51.0,648.0,1982478.0
bjj12848,Rektcocyxz,gqvmuhrlnvdkbyvbwzwbungyjtsqcrorctsbse,3.0,ASVVDJVGCBGDOFBSBXK,O,260044.0,M,bjjcpiyczkeorxqxogcim,,Awuxikprxsmyyupugrqqxbguwk,WY,1-354-772-1400,Sun Microsystems,7.0,3.0,60.0,760.0,1928359.0
QBR12849,Hcxjiv,xdqndtaoiadjtsyabdxailmtxnpbqdusbc,1.0,Rcbfzljreymrmhxpcjpgj,O,223349.0,M,QBRQDPOHQFSCOLHMFJYUM,w,Vstiphiyivdnjfobmpjxwnvrvavntmoemqymuohozmcuyji,AZ,1-059-568-8258,Texas Instruments,5.0,5.0,2.0,789.0,834606.0
Bdq12850,lalsa,lhqhdqbyedilylrmtkuwjketowwqbtuujbknxrypxkit,5.0,Cgpwlkfdfoeirml,O,420929.0,S,Bdqowghsjzoorhrm,W,Rmnrlqjeq,Manitoba,1-536-221-0110,MetLife,0.0,4.0,48.0,830.0,1270692.0
HLV12851,STDIIMJSDET,Azowifuffwyiia,3.0,Ppnjpzhq,R,409961.0,S,HLVZXLPXYVRTD,U,FGGIUQJRGXESDBTHVGKUXYFKYW,Quebec,1-465-945-0878,Williams-Sonoma,5.0,4.0,60.0,745.0,2970030.0
fyr12852,Xblbhqtuclu,Ssppikwpivgxcttakaijnqpznyhgnciiekkivjg,0.0,XNYJYXKBBDOI,O,,M,fyrveszoqdwwyghpiaegwk,G,RXJKJNXUUKDCNVVQTCFBOJLNRZEPHXIWZUMFRDTJ,DE,1-862-969-9340,Helix Energy Solutions Group,1.0,0.0,,460.0,1805684.0
EPN12853,Bfxkafmhr,Ccqcc,1.0,Nvmstyahzg,O,498158.0,M,EPNRFRPCZGGJTUACEYQSWSCZQCH,,lhgcxmibahthnvqqronxfotkacocqaojukbifhhdyumrobvvbwwe,NY,1-110-510-1005,Briggs & Stratton,6.0,5.0,4.0,698.0,2238781.0
dnf12854,FSHPVQARQPZ,Wdunmlkietwopukmrcjlrjbwkixesfqvv,1.0,Bdavqrfyotqfbu,O,96483.0,M,dnfvhpffbobogjmoylf,c,Zbecrbvhqxhjwibbawqughlybebickhtvpczppxyubwazfjekevsrqukzyukyfl,CA,1-946-047-0385,Paccar,9.0,2.0,18.0,612.0,2490224.0
Yuh12855,IQLPLGQSSQG,yqbwfzyerjxlgexyirtiouqcfwmpmpwoungqevkbzwvpyxmetarhlwgnviixqzxqwvhlujdfrevqzxvm,4.0,Crmdtznssfymredevbuv,R,17846.0,W,Yuhwcwz,M,Cihltvnuganqwabkqcuiccyragcrrwdjlto,VA,1-222-788-0196,Watson Pharmaceuticals,0.0,5.0,37.0,567.0,
Hiz12856,Epocsstwvqmw,,5.0,Qkfqypfwylepmgxrvrovzx,O,133982.0,U,Hizrbxfpc,,,NJ,1-170-639-1755,Live Nation,0.0,0.0,67.0,375.0,2803509.0
OQR12857,Cyhuylxonki,Cujqaayoespgngnjyxmeiirrluumctxphochwsordvutcpsuklba,1.0,nbrlquxtn,U,404620.0,M,OQRCKOYMNFRIQZQTLJF,,Lhjdnbbshhymjhmbkulbvdotgaypm,CT,1-982-172-7586,UGI,10.0,5.0,17.0,614.0,96716.0
MER12858,Uzzirbzscvr,Rekezivhkwjwfjigrvszqibldfuedrykulahxcmcqanbxboqlrtaroncrlyrxbq,0.0,Foapy,U,443960.0,S,MERWXLRSQDBBVNQ,,tasponrd,LA,1-771-071-7879,Analog Devices,3.0,5.0,2.0,,2498353.0
Bsz12859,uksetfatieh,GNAQIIFQJKMBGCMSWUUTWNFAYCGNPWAGDISEDERJBKJXTILXUGLLHWPYZQTLXH,0.0,KINDN,O,54667.0,U,Bszxmgsqfnsdbbtpshskmcpnt,,ejpbrelclpckzoepcqrwftsinkewspicukqdhenshlvrpjiprlefmartpzjjokksfmlg,OR,,Aleris International,2.0,3.0,99.0,599.0,2205830.0
Tus12860,Xlpwzjddsxyo,Mpwclyqpxkwbzbzjv,3.0,Mnfrizv,O,280753.0,S,Tusmbkfkm,O,Qfbpzyfhfufmlarxesakgxwxmojvnxvqmotcilnombfmgqdxlikog,LA,1-568-913-0778,Systemax,10.0,,64.0,432.0,3768815.0
Xak12861,vxmsxbziif,SVHCVDESDIWUQNSLBIBBQKBIHALRXZVOYOGDTHEVNHSDXWLJJETXJGNZXSXS,0.0,Mqfctdeklyvvqqhpgencndpfq,U,381535.0,U,Xakwxzsvneegquoggyzh,,Crudxzkdzkiccbnymbuklpgesnuxwjjgyjncmoyxfiuzhwyfmpkklkxidnbibotgweryjn,Newfoundland,1-454-153-0835,Autodesk,9.0,3.0,53.0,310.0,
Kgw12863,Ngyomkg,ecejovqlindgxwyxfpuwjpbsjllzglopdbbfuahlmqoukrwuvefuazjofstqpdpxhxqpre,2.0,Wmvcwzggfcldrlaiihnffoz,R,390420.0,S,Kgwhkgkqbiwoxobwnwveguirgk,,Flrovkzopngzgabeafgujktonrbqtdhdgujpsldivaurx,Manitoba,1-535-220-4102,Mohawk Industries,8.0,,30.0,705.0,2895361.0
Sch12864,Zrleke,xiszcmifngymhqrsikbexxdelfuwslpjqzqjqchjgwmmialzhwuqupvyoxluezunkvgzcjzaekdqt,0.0,xiktk,R,286471.0,M,Schohfqgt,E,DQMRPWLSBZIUDMYKYMNRYGVEELSCWILNHGCGXLXMQPAPBBTXLQW,CA,1-702-173-3160,Principal Financial,1.0,3.0,23.0,439.0,3484429.0
SOE12865,Pcltedljdmk,,3.0,tnofxunwoxluzvveeswnwh,O,261843.0,,SOEGSUTDELTWZTDAITCJPXOFOYJE,,Lcslwm,FL,1-308-206-2244,Country Financial Services,8.0,4.0,18.0,770.0,849395.0
PUK12866,Kllntmosbyxc,Gxkjxbvszdyjicuevomgpmtbwpwjmmxxlckbsepjktp,0.0,Bfhbnfdmakbprhisubxyvrxkbpqaz,O,418622.0,M,PUKIWTPIHU,,XUOXKOTMVTKMGHSDURUYDKBADKARQWTZAITBBBXHBRIPFCONG,RI,1-599-054-3466,Teleflex,8.0,4.0,24.0,521.0,2738747.0
Fwf12867,HLFVD,Wkmctmdkfnndzmehepmckivihrtgfsetawauxezelzoijxdsacsefuzojmugg,5.0,hdnbhwfirzlepafredo,O,50596.0,,Fwfwqyurmlrneyulikjix,y,QYRQRSV,AL,1-526-512-5055,RadioShack,10.0,2.0,68.0,551.0,594382.0
fgf12868,NGFHDRTQUJ,xjdfdugtvqfurqmodjzrkjstopvgtportrywdnaqaehqfssqlfniferiuadtrmzctsh,4.0,yqvycwmlrnh,O,186907.0,M,fgfmfosdsluiaagxxouhgpjfwdi,,Ntfgalqxusmtottmvsxhrfeawfiflturhklbjvavylqcjfputbtrnhaxwziuxumcfcwghvy,LA,1-684-476-4139,Solutia,3.0,4.0,71.0,597.0,2803157.0
RIP12869,Pujdd,Fqloyizjgelbkwnmahaspdopdhzuvrofheyahhnngdiasufkkcqdtmkgbppaosmovvjdqoewim,4.0,iyjrsnnldbsrkvtpibvfkdziyg,,149292.0,S,RIPKWNAIADVGCZQNEHEQRSGB,o,Ubbiyysiiujtfdtobkrlreojcy,KY,1-308-728-0278,Home Depot,5.0,3.0,63.0,819.0,1998054.0
Fgy12870,okxttfhi,Muwtwyhhufyfjgbgxuawmqjzujkzcbc,2.0,GWIIT,O,385358.0,U,Fgyotbrcmjqtwzmwfjybapmgymhgzh,q,qozqpqbsoovxhiuxwrnodexplvuuojena,KY,1-190-731-7874,Fortune Brands,4.0,2.0,80.0,506.0,867553.0
Dpq12871,lnxvk,Fibvztekaxbgrjisggjvt,2.0,Aeefbezkzpkk,R,430576.0,M,Dpqbfapuuuehjv,,Kveneqjzohdnbxkupxutnbmdlradtowaqcmclcbvfxtxktgsnzms,ID,1-613-824-1706,Morgan Stanley,5.0,2.0,,355.0,2835340.0
Lsv12872,Gtovwl,Gccvheeodzgqdergdheqfbvtqlliyavzkwfgluewrvbrkcqxmmmcihm,0.0,Fdnuwhbmtx,,363316.0,D,Lsvrrgfvqulzzeqwergbmsgn,,wocdacpptbprcemmiplaafeuhzctprmslbasagxuppnsyxvtqmyqmqpcddigqqrp,MN,1-210-340-4624,Advanced Micro Devices,5.0,3.0,41.0,735.0,3005045.0
Kjf12873,UTWQR,Mjptqgeevdlommxnnidpyjkalkkprwfpwevdrbyzolafz,4.0,Svwzwuey,O,25667.0,S,Kjfof,m,Togvdfeqozusouiqugunvoeuomvngophrbdobazmqugfwrks,MO,1-898-024-9566,Patterson-UTI Energy,5.0,0.0,35.0,535.0,3468507.0
lif12874,ERDGXONT,iavwgmexglxcbrbb,0.0,xxenwkorunfqksjkerdmshdz,R,428168.0,D,lifqvedkftmlpexkhjhzkauce,F,NENXSFVZVHCOSZOFUHKSTQTACWL,NM,1-088-938-0312,Mutual of Omaha Insurance,,0.0,32.0,548.0,3406613.0
vax12875,RQUMGWI,dpzorswggeaisgibyefolkvhfgqpemzcsgakzjpxboanjhczemncduuibrryjlicgpbswyqedxb,4.0,Wrxwmnsfymirncncdkfcn,O,346317.0,M,vaxbpkdtaynsavpebddqhkopcaw,K,hxhvru,WI,1-050-997-9585,GameStop,4.0,2.0,30.0,376.0,
Vie12876,YQHEFXX,PBJCPTCUDCBZZFDUGPAPBHD,5.0,RLSHDMOJDWNU,R,182949.0,S,Viemrfibdpmqewvbfpurtn,W,usonpmhsumshjfsxlgamqklauwesoxckqxaa,MO,1-075-417-4832,Pantry,6.0,5.0,65.0,441.0,2398882.0
Zno12877,Gmsma,VVHSQCQCMCKSVOTGVORXNIRTZRPHLT,4.0,ejwfucelzsqaoyllj,U,414677.0,U,Znocvdzafbehwd,,,NJ,1-894-208-2862,American National Insurance,0.0,0.0,63.0,577.0,
ehd12878,,ckmhwckxqrwhlillnxaw,,Otdbcfdagrxmgq,O,136480.0,S,ehdbkaui,,OKYEJKKQBECD,British Columbia,1-588-826-0221,Tupperware Brands,0.0,3.0,33.0,470.0,1572808.0
Jbc12879,MVQPYFDT,Vwwaxvnliapyodiwlrhsqnhmppylookhiunclhnbekxdlyydjgdzgenlq,4.0,Dggzhfntmfgrsdfffzwqbbqa,R,359713.0,U,Jbcjrmgo,,Idyetahhhxolnzcuznqcihvcihumtmlfuvlmbksytlnrsasrulxxokl,UT,1-928-569-9269,,1.0,4.0,78.0,673.0,2345909.0
avd12880,Xmtvxpdxg,Jwxisujkcneaoplyyygfmbsgmonukouediqtvdrlpwiolbld,0.0,unowpxaxusesfeifxtxazejmfozo,O,180925.0,M,avdffeswhhglozjzajrkbulx,C,RYYPEGRUKTIPJRPJTLKBHGIBCDLHOTKRFCHBVWTNZJHJGUUP,TX,1-197-563-9258,Western & Southern Financial,0.0,5.0,9.0,361.0,403189.0
Xwi12881,,Igawvaqbhmoyoxgjvzwodavonredztjtgxszftyxrqtzsfnzcetwlyrbbpoytpisxcjh,,lggrjqitknqibwrffrela,O,359348.0,M,Xwizwgbvxioqionl,R,OVCXHPOULTYDAZFSJJLVVBGBSEDLULYPAUASXYTVEGUKVGFUVPVLDLFYMMHMLXLIZHMUNYJQM,HI,1-909-314-7780,Fastenal,1.0,0.0,10.0,741.0,1971569.0
zmm12882,FTFOT,Yioaujptinuhlfqj,2.0,Etnopadawwst,R,234286.0,U,zmmrcfvdswpuzrqnhwp,N,Mexqimoedxwghkgwunqlqklddpzjpsausmudwzpnxwoxvofnogdcdqycnms,NY,1-949-142-6809,,3.0,4.0,43.0,779.0,3168477.0
Vpl12883,KLGFT,Kvqfzmqvpahlrf,3.0,Njerotzfmnrhyrxc,O,447519.0,M,Vplhxsqj,,LMVFLUMABFJNCCENLJXGIESZK,LA,1-072-952-5343,National Oilwell Varco,10.0,3.0,94.0,625.0,3321462.0
Dde12884,Rgcbglmwq,oavxw,0.0,Ezhvfmcostdoskmcfwzvngviw,O,293193.0,M,Ddegcstn,,Vuyxsrjjvbciyhtkvqlrkkvwalorghlgwcrtesdgahrflibopwvxixagqaaj,ME,1-626-508-4169,Mueller Water Products,9.0,,51.0,779.0,469923.0
umu12885,Mucad,,1.0,bgxdaunmqahulemdpn,O,115369.0,M,umuvzskjgjkogtf,,CQWQHUUTESCOLRIOITVZYCZKFHOCZCLEQTBOGSHGTUYPFHCMPIWYSAUA,WI,1-611-673-6313,,3.0,4.0,34.0,665.0,643645.0
Nri12886,Ngafkkbydv,Ioawfizbiphsekartkyqmupebqmghnonytkhjsinankwzuhtraswamzjijr,1.0,CVGGUFBNBXIBANKTOVSLWENFH,U,118204.0,M,Nripipdirjb,C,Lfcsajygrgaofwlidllaztpdgaeyvntgpdts,Manitoba,1-556-036-4115,CB Richard Ellis Group,3.0,4.0,,336.0,1732064.0
wyr12887,TTCVEFKFUWJ,azkitydbmbgdxr,,Fmkewmfwgmzxpfbruopjjv,O,226602.0,M,wyriagackaqedavyk,N,Ekhesbuqpqausgutufuisktptnnvnmxwmlphwgmdeltptpivzoqp,Prince Edward Island,1-658-767-1651,Perini,8.0,3.0,48.0,752.0,3821563.0
Jnn12888,Qqbkn,WXQXXQZUTWKX,0.0,Lkduocwdloovawlmkinlusqnjgd,O,8504.0,D,Jnnuxhisochitpzjcvieslvcv,m,xvfqnchhctjuiipvmdzhjaqztwhfdjhzcdtcqauokwogqgbsbpodvjgcjozwrgwopyh,KY,1-855-813-3044,Exelon,10.0,1.0,80.0,398.0,3582599.0
MHO12889,zbaloct,Hssnnekomafjiqjdxiyirhkgfblgiimxbjiomgeaybhnbleuuvkvybaslztvdagnxsdjrmoanenfto,0.0,Etpfktatjncubilu,O,405451.0,M,MHOCBXFSHWTYHYHLBQNKDRAIHPADA,,Nzyovhxprhkexmqdgvpgjdpgfwwunuiwttjccbwvunzxfqpjaihmnyigtdfxjnkbefxkxlmr,TX,1-263-092-1638,Synnex,2.0,5.0,54.0,348.0,315952.0
Eoq12890,AGDPJIVEDJ,xltdospajyzxqawnwodkqfuhhmftwkcbkurxsclabcesfmlfkutouuv,4.0,kdludwavofvadiwd,R,151916.0,U,Eoqnuce,A,WZAVDX,WA,1-398-373-2979,RSC Holdings,2.0,5.0,3.0,807.0,645990.0
yeg12891,Jflsidci,ebcjxnbptspwsgzajpgzxfjyxrryhrwwxspcwzr,1.0,Iyoayxkmrgasmeafsjjueszvhfhe,O,274141.0,W,yegoiasssfbeqwoytwxidd,B,Cqruxwcflbfnqvscudzdkmhqrzpjmajbxixvghqjlipdtrhhdmsm,TX,1-780-537-4998,Aetna,6.0,4.0,90.0,747.0,447381.0
VSE12892,Gkqavqnskp,Lueeockpojqoaaqyjcxhrbp,4.0,Jbfxlw,,195000.0,M,VSEESCWADADDCRXZISURVOKKCMI,,XOUOGDZAEDLLXGT,NH,1-592-076-8557,Great Atlantic & Pacific Tea,1.0,3.0,16.0,687.0,332117.0
FKT12893,,FBFETKJHESRPBBONYDSIPP,4.0,yuetctvorzhdmlryjoqsnbcyxtm,O,198834.0,M,FKTLCDBZJSBQBYNYI,,DEDEGMHZPWACCUFIJCKDRDMVKTYJOSOSXVTCQBKHAIXBZDXNPPQFTDENU,MI,1-795-459-6351,Polo Ralph Lauren,,0.0,80.0,488.0,3354117.0
QPH12894,nxyclsi,Aglaajhgdhsoqmlvakijydhyhgprbwlnbpghwsrcoqlehcsiupklclondwgmgugmafdmr,4.0,Kgvcdezouspaw,O,6892.0,S,QPHTEZOCTL,,YKRZYOYBBCDNHDUWFBECUACFTVNVTHGPWOTUBSKAPXUPQLDSRWWZVUSFADHKTSSGEXVAWZVTQOXXL,WY,1-293-510-3699,CB Richard Ellis Group,8.0,3.0,99.0,637.0,2535433.0
FCG12895,Usetk,jbwfizgjyhmrsitggxlpdwyisjelzolerxvlkalbkbgtumswnauckincu,4.0,kujwvoihvk,O,222855.0,,FCGUKJPFVGGXPJGWIYLAYTJTM,,Vttpqanpmkeiaqawgutenbfebi,IA,1-744-858-3698,C.H. Robinson Worldwide,5.0,4.0,70.0,524.0,1742270.0
TVH12896,Kakvzneecapc,Wngtukabelsrpbce,1.0,LPTHUIMXAXEWTINXEAUCOQIIRMQUMM,O,235994.0,D,TVHMR,C,,MS,1-991-250-5450,Vought Aircraft Industries,0.0,1.0,64.0,458.0,1039205.0
kyb12897,Qvkryvtzgdmg,Mlwtiswafskmwanltqlxrbzltxhwdxalecir,5.0,ehaejsotfijb,U,452722.0,W,kybjgtqlimmrowgoaqval,Y,PRYJDKCIIQGE,AR,1-152-266-2314,AmeriCredit,1.0,5.0,74.0,564.0,35714.0
LTH12898,nrsuphh,Kcfryweuazeyuceldxjhoawhhufuhoxbdjbhiqnrnritrgq,4.0,Rrxwztwoecqermniyhxqfegcg,O,136002.0,M,LTHCVQBFAQOVQDZKAWUBOS,,wiqcdebwxzfyiwksnbdoshwtfakpjgjaxqtsnhwvwocneit,ID,1-753-439-6461,Imation,,0.0,2.0,440.0,340541.0
Wlg12899,,DCCZHGNRQJJXMFKFXXWYHPIZSHDPWRKYDROYUGXTMFFHDYIWRYXQUPPCATNS,5.0,Rquvghckjxljqr,O,315530.0,M,Wlggljbfdu,z,WMFNGXSYROKBIJFIZXULQAUULKAJKGPHOBROBAIDGKAEUJEMVOORPEY,IN,1-442-259-5864,Terex,3.0,4.0,3.0,843.0,3023059.0
Gys12900,RBKFSWLDELYX,Qnyfbkvjiqtnyspcqlnpksw,5.0,aldrbegejoqdknmraxexkniflfe,O,4680.0,W,Gysossdsrdymcnscbjw,S,Kmgrgvmatmdvespguqhprhmiempsusqyvhxxkbqoptbhsgjhusczeeuqlevlajvkzj,MO,,FMC Technologies,6.0,4.0,100.0,659.0,2681256.0
