prospect_FirstName,prospect_Country,prospect_NumberChildren,prospect_NumberCreditCards,prospect_Age,prospect_CreditRating,prospect_PostalCode,prospect_Phone,prospect_MiddleInitial,prospect_NumberCars,prospect_OwnOrRentFlag,prospect_AgencyID,prospect_AddressLine1,prospect_Employer,prospect_Gender,prospect_AddressLine2,prospect_LastName,prospect_City,prospect_MaritalStatus,prospect_Income,prospect_State,prospect_NetWorth
KZCKOOJQSTGHXOLQJCAZOYOYSSPREZ,United States of America,5.0,0.0,23.0,429.0,QCCTIJMJCKNP,1-397-809-3362,,,O,Tdf13154,Cintkpgcjbfzslrjfdsrfiawvbcejkrdupiaru,Dynegy,m,Fgpeakcykgigvumixcupeupsomwnktjdrmslhskuqsief,Tdfbxnoiaylclhnmkrocog,Bellevue,,,AK,2783338.0
vyaxro,United States of America,0.0,9.0,59.0,343.0,Eddfqus,1-841-823-5611,N,1.0,O,Idt13155,puggwskqikqxuhagmwrjzfvzweycywbnhrhfclhfg,Lincoln National,F,Nvnzkjychcbjcrytglxaknnq,Idtofjjxhnbp,Spokane,S,308001.0,Quebec,2449635.0
Djkcwykkudmopvbqbuqy,United States of America,1.0,5.0,34.0,500.0,yfoieby,1-632-453-5299,,2.0,U,URM13156,vqkvwrxbowoiwvmwtdmqwv,KeyCorp,,Lkmkmj,URMPE,Fairbanks,M,456703.0,NY,1779726.0
lqzaadpggmujbhmglupotmvfwnwp,United States of America,5.0,5.0,50.0,628.0,,1-005-725-2450,C,5.0,O,Jix13157,tiwzrbfvccngdtsstcneddvfoaahumunhafsuhukavwyerqsbamqjihxqpikpapqmkqvws,Gannett,m,FUZCOMKHOXUISEAVXMDQBNLMPWJBLSWANUVRJCFFSOFGZSICPMCJLOTAAEXKEUZXUQQMRRBBBWAXLF,Jixplmlzikefj,Sioux Falls,W,365945.0,OH,3949026.0
EQRZHZBWC,United States of America,1.0,6.0,70.0,525.0,Xwdmfg,1-499-958-6947,,4.0,O,Fqq13158,YUDMDEPNEAHUOXUBCTCMEBSXHPSKBTIGASMZQEBRDWUJWL,Timken,,Nxmompjjedasaiwpytyxsdmrwhhgpwgkkfqsersnfswnwcsjmv,Fqqaepmhnqwtm,San Bernardino,M,34789.0,CO,1323820.0
DKTQYMQTQDUHSRKGBZTLKHWJR,United States of America,2.0,5.0,50.0,695.0,AKXSKGTURU,1-529-968-4801,,,O,YPA13159,Itqipyltwirsipzccfpitpfwjrxcxgewbgkgscgwaomzdlxmbsktghvxfbovuqpuqrgacbkladjq,Eaton,F,,YPAJJMZXDKVVJJOYVYH,Buffalo,U,167098.0,NY,740604.0
KJNGLKIJUZHCCAQNX,United States of America,2.0,,89.0,368.0,ujoeaf,1-303-796-1794,W,0.0,R,VGT13160,Fbmrajjmldqasqcukohkqdglnkkfrpugfqsseypmtfpdorwzupupzikl,Automatic Data Processing,,ilofprlnxmrpqrfsukaumyvlvgrspyzpqxgolcfvhkcctohvzzuvlzvhvmbfuvygid,VGTKPCNESMMFOMRBHR,Toronto,U,449967.0,Quebec,1163538.0
Pgnxt,Canada,3.0,8.0,6.0,850.0,,1-331-977-6905,,,O,Zux13161,Pholxmyni,Advanced Micro Devices,,Rcxohresetkdizzlikxfapueyulvbfgehxvplobnqtsocmzjscoeaypsqy,Zuxkxmn,Madison,S,391786.0,PA,3366857.0
Pxfazs,United States of America,2.0,0.0,2.0,540.0,ZDRWPOURKX,1-780-085-9667,,5.0,O,LKY13162,,Roper Industries,,LWAMIAEVCUXKHWT,LKYXJOSNFGGNOEAXOPKKEXG,Augusta,M,299387.0,AL,2231661.0
Ikpqdbnvhlwqfnfhbcm,United States of America,4.0,0.0,21.0,340.0,xaiohpkqieag,1-743-026-4462,,2.0,U,KYD13163,NWBVEGEILYLIPUGFYOUWVVSFBJFROPMVFMVFPHDQGCOIVYHLDCTTNNYEUWWE,American Eagle Outfitters,M,qcltvwkrfgsgygnhijdstlzgerffhhhqxecxaehmwvpjdt,KYDKRWITUSTGUNWWHINORCMW,Fargo,M,72276.0,AL,176958.0
Cgulogc,United States of America,2.0,10.0,14.0,393.0,Rdwzjwidofao,1-231-647-9420,,4.0,R,Fkv13164,srkfergsqwtobqabtdjxevmrlqtdewzwxlfvxnkhevpewoymduojg,Walt Disney,,Wyzktekcjhajntzkgtwjpekrcmtnwxvmyiqvdengxbrmhihvrsmdftfrhfpduvesykudjbnesmhwrd,Fkvbsmxcrsdjrrllyxfskg,Lubbock,U,456174.0,KY,2020148.0
JBJNBMADPVGAURIKSOQGRFTRV,United States of America,3.0,6.0,28.0,744.0,NWNJPNAU,1-940-246-7026,,1.0,R,tjg13165,ravqrqsilcncnejsltrqnh,Target,,lqirngozmb,tjgcthmyua,Oxnard,M,71759.0,AZ,77320.0
hutbxqcivgpqhcztaljkkblxoh,United States of America,1.0,9.0,60.0,475.0,Wmosemieeka,,,2.0,O,OCT13166,Hmwkhsfiucahemxxd,CH2M Hill,M,cnnbfw,OCTOZPRYCTPMLKC,Sandy,S,465340.0,ID,2917811.0
FQXNPCDPRKCKWCXPPEWAFKRFF,,3.0,4.0,66.0,618.0,Gthhotpov,1-848-485-3473,,5.0,O,Ods13167,LKWRDIFGFTDGNUBMN,Genzyme,f,VNDAAGPDAJQRIGRCCWECHMPWITCSAPUVXMKQCPN,Odsvcbxki,Flint,W,206786.0,RI,3539125.0
Bjadxrirzhcjgm,United States of America,2.0,4.0,82.0,315.0,YEMDSYONJQ,1-121-489-5725,,2.0,U,cqt13168,QOKXCTAPJLVAUUOLXXSIATODQGUOZMGCALDU,ABM Industries,,Vircvuoskkaefnvrnxgzckfnegfcewqbre,cqtsaddujuqlpfctqh,Columbus,M,369786.0,NM,3599627.0
twpjxzhbwsohlosyatvojgpxugx,United States of America,4.0,1.0,,405.0,Zixtbvzmly,1-129-256-8269,H,4.0,R,Chd13169,Vdgrsbhimygfukxjpklthorigcrvhdlxzensaqahsingwaqrbp,Applied Industrial Tech,,mahszktxfxpyybjsmlpgnwzppesd,Chdpheqaqzhozbpmsbki,Casper,D,157351.0,AL,1457383.0
sccwdplycylkkkxppbxg,Canada,2.0,0.0,45.0,511.0,ZKYFWHZGF,1-932-739-0978,F,2.0,O,Dpd13170,FCRKESHLXV,LSI,f,,Dpdwgiorgarjfilsocwgbtm,Edmonton,W,321804.0,Nova Scotia,2208833.0
Vmbcvvqosyhyywhjwnxaauufuldrzx,United States of America,1.0,1.0,,754.0,Zpdavvppg,1-127-907-9663,P,5.0,O,Vxy13171,PBMAXTIISJKXC,Global Partners,f,Pyzoamlxkqrmhfqjtatclcsiichfavinwhlmpcqgzwemaxvjxzqqfbafktmsoev,Vxyiqxmygjvmnoagtisxgpyytlfj,Grand Prairie,D,32799.0,ID,3276243.0
ZTOULOXXNTWCYTNKXOJSDVHSKGCVJU,United States of America,0.0,10.0,64.0,715.0,mmxnmfqc,1-558-311-0580,,4.0,O,Wcf13172,Nwgongbargrrncdnguragfjhqlnjqmqdvnotknehwiocfjpgqohkezqmh,Commercial Metals,F,,Wcfibv,St. Petersburg,M,405652.0,ND,847958.0
PDWLCIHTJPITZ,Canada,1.0,4.0,56.0,481.0,SJTRA,1-795-802-2220,,0.0,R,vdm13173,Hptayomfgnjonec,Kinetic Concepts,f,cvknbushsalyxjxqsuqtqvkrztpjjykmkvnkorgicbirzlqfisvlum,vdmlzsrttg,Santa Ana,D,393457.0,FL,2884946.0
Lplywpk,United States of America,1.0,8.0,69.0,802.0,Qekdxptz,1-419-406-4608,X,4.0,O,rfw13174,YLJHGOQPBQCDQHATZEHEOIPCUCADCILITFAENC,Newfield Exploration,,Ketxmiblqhkhzmzznhdlpvqsftpjofntwhoruftmwbldjvsetoivrclkofowtgkkvdsexsiywsrbwoz,rfwuambeoqaflfc,Washington,U,265467.0,PA,2002878.0
Srchfqvavredwfmfxlhigjszqfi,,3.0,,33.0,700.0,,,,4.0,O,Hcu13175,Cddacpmuhaxitsknpwvvdlgfzcwvti,Saks,,Gzjnupauealfoheviaoscckjxzzwtrzaytsv,Hcukrede,Gary,U,373495.0,CA,2729037.0
Qpqsubnnltaqgqumiv,,0.0,8.0,19.0,,,1-914-317-4033,,2.0,O,Cgf13176,Aocjqyt,BMC Software,,Nedcpow,Cgfxwxwxdbpayv,New Haven,M,291338.0,ND,3095911.0
Wybwvgus,,4.0,10.0,,502.0,UARDAKDQGTHW,1-829-866-3775,,4.0,O,afm13177,RUDGREKTNBVBTQXRMSVJCHMRDODGINQILBNU,StanCorp Financial,F,AADGNBNRDNNVBVOLEVAKKOBFBCHNDGLWJZVKDYFYYDKNBAELROBZHIYGUFQKSZWRDSGUMZY,afmtcsrklv,Lowell,M,263039.0,MD,2077164.0
ZREIVYTANVHYMTOFWS,United States of America,3.0,5.0,45.0,635.0,Mwdpm,1-538-021-4761,,3.0,O,NHS13178,Eukittwjihxxqomeeyafwotlbqndvgmocesoqqu,Delphi,,Nciaqmihwwmbcfxkfoyvvsdssljafqcrxjo,NHSKWVWOZUWHMIRJZHEYBIICNBOK,Tacoma,U,162100.0,DC,2860182.0
wublzitqvignalyvjz,,2.0,5.0,70.0,488.0,hroixvm,1-570-239-6719,,5.0,O,uot13179,FBVMQRRVCXSXOWNORTPOGCRSBMHAPTTRM,R.R. Donnelley & Sons,,TMUFXXPIASGYCBIJJLGZDKGVSEJDEPMOJNIUVOTMPEJKTONXXTTEJTASAZBIPCAHSEBUOISXTM,uotlendizlbutlmoefxg,San Bernardino,U,417723.0,Quebec,2927059.0
ydfgjlxhvmpiovfdeslhxp,United States of America,2.0,1.0,17.0,580.0,lejmmd,1-873-851-6954,C,1.0,R,Lwd13180,Tsyznudzlmgfpksmmsqqojvgmhfwlkjkqqseactjvksyceygqgy,Spectra Energy,m,Gmwitffehmggwacnonvlftyyfbelatldqccswbfazgoy,Lwdhmmlnpkgxnekm,Garden Grove,M,286409.0,Prince Edward Island,171782.0
Espkknw,United States of America,0.0,,82.0,796.0,Lkrbgzg,1-868-852-9003,I,2.0,O,Fqt13181,VWVTMGCZUULSPLWAAPVXCQVQGTFRYYDFWQA,Nash-Finch,,jmdmgk,Fqtbj,San Francisco,M,22910.0,NM,
Kjewcexz,United States of America,2.0,,19.0,313.0,BGPOLWXEUE,,,3.0,R,OLO13182,Seidmc,TRW Automotive Holdings,,MRXMGBAPNEZ,OLOQBTKRKDKVDZBVQSPCBSYU,New Orleans,U,225933.0,ID,2947699.0
Upurkcaguqjmdqizwyo,United States of America,1.0,10.0,62.0,849.0,Xnfipitdtw,1-469-343-8923,g,1.0,R,MNF13183,vciisemitkalscczfctnksflgncqnkokxhbnoiocrwlezbbibjqvexxfesixvcouglx,Pentair,,Bavuawhgjivsloucxr,MNFLLEJIFRRMKKUITUORDEGRUDVC,Oceanside,M,396609.0,LA,1766624.0
uvqwdnbmfxtiorhh,Canada,5.0,2.0,20.0,,Wnjtdpx,1-931-663-9608,,2.0,U,alt13184,AIGFOKNVJMCKICTKJHYSAWWUWJKSRXKXRSWAGALJYKYBJMNKLNHWY,Schering-Plough,F,Nxcabnqrvjirfoydfowjpmsrvlckakcualcnbhyalox,altoofrlohnaiqp,Hialeah,M,181310.0,WI,566147.0
Pudevrpkkexu,United States of America,3.0,10.0,9.0,,IJHJKGXLS,1-409-410-8688,,4.0,O,WTS13185,Krhjlqhurmsdftegqpnzeiqblljuaomiohjdywzkxaegxtnxgukcwsdgdonedh,Hasbro,,HOEEWQGBDBCNUVLQLOOLZDNLPUDKNJNIKXULHFVPZXBJWXCAAVOODBREJJCWHGR,WTSUHNGBZSCTURQZUENWURBAQ,San Jose,M,279467.0,NM,2838858.0
Vxateaaooolgozmqpdo,Canada,1.0,3.0,82.0,543.0,okebktoem,1-958-238-7048,M,,O,Mly13186,ewwidcimkxkgqc,Xcel Energy,,,Mlymmrpn,Knoxville,W,299020.0,WI,3548077.0
Akytywglpfvisbkbc,United States of America,1.0,1.0,41.0,482.0,ffnxmryx,1-074-848-3718,,0.0,O,xse13187,INRJTEMRTXXCHGXXWWCMFMQUZTSHEAZKQROVFNVYH,Bed Bath & Beyond,m,CWIODUGYHWEODTJXXCOSBEUMOCOYPXJCKXRHIVXUZQYM,xsedfpfdckemwxwizxlaruwa,Topeka,M,21267.0,NV,1564850.0
hgejyoesgalbwcnsnhsrqimweutzjr,,4.0,3.0,15.0,632.0,,1-757-832-3230,g,5.0,O,IMW13188,,Sun Microsystems,M,Pwskraninvnllazlopncuycmtljxscszpmqytlhglxrgjyncgzuiwfwspnptukjmqaowbcekjaywdui,IMWXKUGBEJAKG,Peoria,S,95092.0,HI,2155564.0
Munznbngdlrrhtmycdugtomimhttcb,United States of America,1.0,6.0,35.0,613.0,Wjuqpkfvjyg,1-779-566-4023,N,4.0,O,gpz13189,eteiyijoncxfsyl,Medical Mutual of Ohio,m,tuloimaywraiuptkssjyvbvaiwskxbipzwzwsqsuohrwkpwkjconwtoeykagkjombqniurxisx,gpzzbvrwdhaohaaxrrrbebhxpz,Simi Valley,M,203664.0,Nova Scotia,3975605.0
Mjdjimn,United States of America,2.0,9.0,2.0,629.0,anbieoj,1-916-941-7217,q,4.0,R,Ame13190,dzyjutdwralkarocnvavarjgmbspjoynrx,Texas Instruments,M,FGECMCUIAUGPFBRDHTFZJTAXMAUJZBCLAADGVAFMREUBZPJVAOGTSOIDXXLDJVOIXAAMZMJAPMYHOBZ,Amemharhxdz,Indianapolis,S,321972.0,VA,225520.0
sidknlictch,United States of America,2.0,2.0,83.0,,Epwhsuq,1-656-133-2922,,5.0,O,Llj13191,Zalchbsfgjqkorguhiajrbyzpzvrujshsoobbvehowgp,Bed Bath & Beyond,,VXOUPRLGOSZKDZROOOHDPXMAIHJEEMXVBRRTYMVWOX,Lljqxzbakxkiqgxfo,Tacoma,M,94156.0,Manitoba,
Klogeexseiynuz,United States of America,2.0,1.0,52.0,,vzokflsulgq,1-675-283-8915,,4.0,O,Cbm13192,dedvuygllxmlophfowvkg,Ford Motor,m,BBGWXAUWI,Cbmvvabsqrrfuixodiwdniz,Little Rock,U,334907.0,GA,452481.0
Ltphajbcrahsuwfnwqwuqock,,5.0,7.0,,576.0,Xpgxd,1-607-982-0727,b,1.0,O,fvo13193,rusgvvnobfmthwkjqhccrpeogdwdmjduv,Priceline.com,,Geyxpznekyivqsjpxuzlbnsyoajkcevkttssqytitbllnaoytpyjgfz,fvojsztjksdmxstosdsdwutjrubf,Fargo,D,190536.0,Newfoundland,2145294.0
irikaepn,United States of America,4.0,8.0,62.0,535.0,Kitjjfbcl,1-712-708-5284,,2.0,O,LHM13194,VDGYFRXIEFQJYZWXQDPYCNOUMKLUZTZJCHCMGEXMFKOYVZBZKAYDJCZDWNLAVGKDCAAPJVFI,Steelcase,,Fxlizaeisanausk,LHMZXUIMA,Stamford,S,214765.0,UT,2113943.0
Mpvvbbffqnquuuyhtuiiwq,,3.0,2.0,29.0,564.0,BOIWE,1-262-187-9170,I,4.0,O,Mic13195,Nsyddtvqbxkmgnvgmtxfietqyieufijuwohwskmxfpoipowqmbrsqyxcmuljemlkygkphcsxjdovjv,,M,Aemntsbqjckyvnzxekakvrixpyekxyjgwiwykyalbpclilewapnuefxkvmhz,Miconlrszpjfsfbvwigjbspelmkk,Montgomery,,11854.0,AZ,2724836.0
BNVIVMIRDKU,United States of America,5.0,10.0,90.0,692.0,,1-517-436-8618,,0.0,U,KZG13196,PBWQVEGXXMLEKUCXMIOFGPKWTVABBNKAYXGMFZPWVVR,BB&T Corp.,f,Yvzwveolldmevcobhmrzvzafojezgvcc,KZGGRHRJLLAHYXKWQEWMHQ,Saint John,U,84263.0,Ontario,162912.0
clcmzcbgxffpdpvpsbsmstqwnvw,United States of America,5.0,10.0,72.0,661.0,jvtnpsmudz,1-435-159-7048,L,4.0,O,Vlp13197,fytvzmwggwedwrqrehqpdaxoyzsmusqmpoxbaksjqv,Dana Holding,f,Ipxdofqbayoqxglmgpwbicisjxammgcxecdfozolhnrrubmvhblhupaplmlvdnckkrilatnijpqqczv,Vlpoqchbu,Chula Vista,M,364299.0,New Brunswick,3463203.0
dysbynjvyphlzjiocl,Canada,0.0,3.0,10.0,,BZJAUMHIQK,,,4.0,R,HLY13198,Dvcjudxhopcz,Harris,,zqapqgnr,HLYDZMKUQVIHOATQVHKXOEHTMX,Philadelphia,U,160883.0,VT,3731987.0
Plzaytno,United States of America,1.0,5.0,70.0,586.0,Djmgfbap,,,0.0,U,YGV13199,Xhhiujjabvnytmxpwtxynochmoomhs,Collective Brands,m,Eesailgotrhxezmbhzefkmcwyvbcxxyodub,YGVIBCEYNASXPZPSAVLLBLSMXS,McAllen,M,435600.0,AR,1433201.0
IBGNVPCL,United States of America,0.0,6.0,54.0,350.0,,1-058-127-2953,o,1.0,R,KQB13200,aubkacilreewnxvrwdtbuxtvixzpgvucxbvjwhmtcxaofwqhsehnhqbafvyftmtsj,Flowserve,,VZBKIJMFVSDGXUCFNFVVTDRKUMR,KQBFABUETBFQHEVJUGDMOSDLEXVOE,Fort Lauderdale,M,233096.0,IA,1466774.0
Lyiworugq,Canada,5.0,1.0,18.0,603.0,Cknasnum,1-920-765-1351,Y,1.0,O,GFV13201,Gvfnlglcilceqbemgfwyxhuisvrianozdarpqkxrzokutcduewrnxancptzx,Huntsman,F,Ozdfmjljjvhzrtguooheytljdauveictoldphmozztqoredhsxjfy,GFVEIWOTZAAJJ,Jacksonville,S,,RI,2386008.0
PRHROPUV,Canada,0.0,5.0,,589.0,wvfeceea,1-994-597-7988,t,1.0,O,nwz13202,Iqqfgquprryntrwuicinplrdjounpzndsqtmdmcdgsuck,Northrop Grumman,m,Xqwqpddhr,nwzgactaotxnn,El Monte,M,,FL,3725220.0
yftpyx,United States of America,3.0,5.0,30.0,,auozaavpvb,1-756-962-0456,h,0.0,O,Xey13203,Jzoxaniof,Expeditors International,m,GJCXWUPGRAUFAHRTYSNAXBLFDVBPNJG,Xeymkyjpu,Hialeah,S,446363.0,Saskatchewan,1499084.0
SKMDCL,United States of America,0.0,4.0,69.0,794.0,QCPRSFM,1-750-058-1197,Q,0.0,O,Vff13204,bjrttsruevaicpdhyadrbhzmeojtvpocdgaehfsopkjwlniqcloaxxasprqfdiiuqgrljnr,Cliffs Natural Resources,F,pndckklnohsldvufvtfzuvcmlvcltngjpqopktxbajhlnauyqmdgnnueyxnimprp,Vffoqosykcdzsjydbeclmazbslixg,Kansas City,U,330863.0,NE,3329291.0
tvadaqpfbkpfdzbgbfnhcvpc,United States of America,3.0,6.0,49.0,432.0,ELMMWFGC,1-261-089-0337,,0.0,O,oxb13205,DFYUXYYHOW,Biogen Idec,,Rfuswopmfrkogskxkzfibirobdozsjapkiktriobjnevnepisxwaghfklygemiomoabnapqabrhwslw,oxbuopyy,Coral Springs,M,320995.0,CA,1328990.0
VYUJJOSABGAVRJBJ,United States of America,,8.0,,507.0,SCHMP,1-824-722-1105,d,2.0,O,Yci13206,Zyafdwiaaryzymlxliimjifcqtnmnzwpf,Forest Laboratories,,Yjiox,Ycijfu,Fargo,M,409254.0,OH,1465193.0
Qgmrgfqasivsawfzl,United States of America,5.0,9.0,30.0,817.0,Tsqhhvdq,1-634-440-2679,,3.0,O,Ioi13207,Qwbzqmguzubjtfoaolcdspaqvbxzdojizwpfgvttfnbfzajdktvoluvghrwtpzqvkls,,m,igzheapldcvgbhcbqdkuviuqttfawvedkcfqtv,Ioiijhhzzjwooryotyoghaasgnem,Coral Springs,M,438741.0,VT,1983503.0
umezrfw,United States of America,1.0,,36.0,820.0,VJDDKMWHYD,1-125-418-9986,K,5.0,O,Yvp13208,MTDWMVEPCPAWIXICDDIFOCFQMSAEPZBWIDCUTRGVQFWEXE,Lithia Motors,f,Zdnmiuotdchudxgdojqvlsdwyraxesokzdgcwoapewkeklapptlzxny,Yvpdcawsvsdhwmlfzjpzxpn,Montgomery,M,,KY,1944366.0
Aogsrqatisqylrc,United States of America,,3.0,89.0,618.0,xcqsdhsbuspq,1-201-025-1202,y,1.0,R,bua13209,LFVWTCPNIDRJUVWLEBIAJVJRIIUUOKDJPRQIGWOFZOQICXSLZCKOWQWGCEXR,UnitedHealth Group,,Vbfhrgsucorkgvjrmankrgwtvflganmivfadwypfypsezmwofmol,buajifkqk,Fremont,U,222892.0,LA,1780159.0
Nvduvrfukvdnbvomxelmunxpiuc,United States of America,2.0,5.0,11.0,617.0,pxdvrddgueoc,1-091-647-4882,k,5.0,U,UTZ13210,RQBZWUDBPTNXNWGIUFFDICTDR,UGI,,lyhmletkjswrpyqwbkuojiqucjrwby,UTZFMXXWQQCBU,Hollywood,S,166349.0,NH,3262176.0
Kwopixtqvo,United States of America,5.0,5.0,22.0,481.0,Pkknkmu,1-373-651-7265,,5.0,O,LZK13211,,Xilinx,,Twwejkigdngjpgozskarrrpg,LZKXQQC,Fort Collins,S,306796.0,MA,
cnjycdtzixqgnnabisq,United States of America,4.0,5.0,3.0,407.0,,1-454-939-5074,z,0.0,U,czi13212,Hvghesrnhrimhgocsuoaqghjxihorforvkbakuweuq,Fred's,,Frxvinuvoiavymirneamoqppaegrtrrntptxmdbvkgqwerhqzcwkvoll,czinieaidjqctskghlwftezdz,Sacramento,M,120307.0,WY,2728280.0
Dbmhjqskihb,United States of America,3.0,3.0,46.0,397.0,Rcviwaukwvee,,,0.0,O,EMD13213,lglhcfesmpycjbaxndnqrjcwgtziuhxwpvvtclemanhioklswlcrnzhgfbefhenrqkphlx,Amerigroup,M,lxjpysgnrlyhcbcvxnrvnqsrybsjznmswzknmpbxyykn,EMDFTWSLAXNMG,Plano,S,10040.0,MO,2906490.0
soyyiullvzfnibdr,United States of America,0.0,4.0,60.0,372.0,Vsgaynzv,1-617-897-4085,B,5.0,O,Ydn13214,BTAHDXCOLPBVPZBCYGAALDCZHROHCNGCWRVSNAHOVFGWYTRRNNBVLYLATBMZZWNPUWNX,Sanderson Farms,V,asioouoldxhx,Ydnnaatamejkqfu,Amarillo,W,347074.0,CA,1261673.0
GYDMRSMJACJUKIXSXBAIDDQDUYWANX,United States of America,,9.0,15.0,426.0,Psnko,1-989-499-1969,,1.0,,DYL13215,Vzvxvptwoownxluvhhxmsgxvotgihfttxxahmsmdexovpwscvfxffpkmqoakg,Great Plains Energy,,akiuaayytfeouptnweqjwrhigxphvrdtcfrzwvvqndrovb,DYLRAMGOLQTKAQQHGCXVYPJGQBQ,Rockford,S,167260.0,AK,3204004.0
Hwrrzadpajccswn,United States of America,1.0,,87.0,305.0,KCPKQX,1-558-276-2476,I,4.0,O,zqc13216,Wtpftaovnqfpjgowuuobyxcevyjmhu,HSN,m,soxzmqdgkagnbmtnkwmpouyhggcvli,zqcymhnbkpawpxgcdrrkhkbteflq,Nashville,M,286485.0,AK,961305.0
QWYHEVVO,Canada,1.0,3.0,99.0,637.0,MHHOKBF,,,0.0,O,Tgg13217,vddvedbahgmjxkaywxawczhwdxevnfely,Terex,m,DVJTJFWXKIYIKHKNMTKGTVF,Tggovpktn,Winnipeg,M,334368.0,RI,3591865.0
Qrwvog,United States of America,2.0,0.0,4.0,627.0,Yptcomjeu,1-272-432-5472,M,4.0,O,WPV13218,xvmyenuhkwodiasuxgsxhgvnclmvuyiyvfvegvtxcsvuqcaaujlsjhnr,Expeditors International,m,lmrkgxnmyqrxxybfwzavagtsafidxftanxyuwxismshaxuokhtyg,WPVFPQBCQEPOPFZ,Allentown,M,303880.0,Alberta,3275283.0
Ivyasgpqtgucswlbghud,United States of America,5.0,1.0,13.0,783.0,NMIPEVTN,1-204-487-1931,,5.0,R,drg13219,xkzukawnbxqviqnusllnycbspoprqtncsxpjvpvvthmsfgnxvtcnrihhkmvmwgxi,Ingram Micro,F,GLSSDTKTNORBUXVLIXSBFEBJDDBZGMABGHOINRRRFLWTIR,drgbinbhgldayzprw,Nashua,M,118788.0,NC,1753261.0
Mgxasclaoxzfnhdvndv,Canada,3.0,7.0,,444.0,Zrundf,1-007-463-5895,,4.0,O,Pal13220,licmqahqkcsnaadl,Patterson-UTI Energy,,pebcizwbscnejrlubvvhbfqfjacxuibcypaylkruawt,Paltwmmrhnfltbpapimexrto,Tulsa,M,137595.0,MT,41495.0
Alfnxcuzjsnevbxcelhayesvpreuk,United States of America,0.0,,76.0,824.0,Sufnjb,,,5.0,R,CLG13221,Lmdwmnbovkutejpklznwzenuxocznqhqyivnekepjlcmracmkgrfzlnq,YRC Worldwide,m,Qngwupzufumkwoqxgvsgezuvjeghapbbsqingkiubaidzjvpsoqgmpxlxkiwmylxcoalbwccvejw,CLGWBC,Overland Park,U,439786.0,FL,3293734.0
Epzopogjhemmitobebxydnfxngpcke,Canada,3.0,7.0,47.0,719.0,bzpuk,1-679-079-9995,u,1.0,O,Oki13222,oizlgjyufvmpfyckcfboqjzvbkviofvzqukkkwsanftyxvcsofsftbaiesaatfdzzogtcrnkfoofc,Airgas,,LXSBOHQS,Okibhyncdldpakflgo,El Paso,S,372132.0,KS,1471171.0
ZCBTJFA,United States of America,1.0,4.0,70.0,407.0,czyda,1-402-088-8461,m,0.0,O,tjc13223,ATXNQUJRHEKCICABTLXEAIWOMPVJZENJOYUASSPQZKYQPLY,Core-Mark Holding,m,Eptpeslvkkhjzxn,tjcbautruaowontp,Victoria,M,246474.0,NJ,1703685.0
Dklnff,United States of America,4.0,4.0,75.0,310.0,ZDWKNTW,1-170-379-3020,,0.0,O,Ptq13224,Hkfgsxkuqokunlvhdvaz,CVR Energy,F,JKQBYMCEZUQSHFYMMRVTPRCSSUXPDSEOTKWQUGMABBIFRGGPN,Ptqdffvcdfa,Yonkers,D,253020.0,TX,2831305.0
LROFAXPFFCRIOSCJDQHMNUPLGEX,United States of America,2.0,5.0,92.0,561.0,pmcjlxxmnkx,1-883-422-5936,T,4.0,O,KMU13225,Etfwouvdvkjv,Exterran Holdings,F,wjqmtxhvrznjugmriaufnsrzlgpewrjuiodtonashpfusuqtufnfhkuliwprfspzdlwpiilclgfflwc,KMULXIEBMPGV,Anaheim,M,62717.0,OR,249337.0
Qrwswdqnvqlfizppxjdwqb,United States of America,3.0,5.0,51.0,576.0,Bsxbjkixkqmg,1-212-320-8925,Z,3.0,O,Rlq13226,bauchraluqphamesjjqmgppklpebhyehzfznincxcpigz,AutoNation,,Bvshinmypqm,Rlqspsfzukoruj,Rancho Cucamonga,S,354931.0,RI,1490270.0
Eslukxgqngitwhepkwrsvma,United States of America,3.0,6.0,38.0,581.0,Qhahudiqlub,1-882-808-7773,,1.0,O,Wqi13227,Olwiytjpircbtajynrgplsuktbikftgwmjsrtqnixd,Merrill Lynch,M,TTDRFEAZKADPFEC,Wqiznzxvznsrlxvcqiodh,Missoula,M,321357.0,RI,2538010.0
MBKRUZNXHAXXVUZEFHWMG,United States of America,1.0,1.0,53.0,,,1-179-348-8927,,,O,IKR13228,TZXWRHQSOEGPNIUSUXTAQSGNPECAUCXENWFPIY,Weis Markets,F,Srahkquntnteafnnxtykjtcubamzkpffuiymhqqwdmeckjwuovzuvckaeklrzu,IKRJCVKHAYPTLEVZRH,Salem,M,332404.0,OR,2290229.0
Nruygwzsqlvjvpmn,Canada,5.0,1.0,,765.0,Evdno,1-275-891-3717,,2.0,U,Wwn13229,Zyxuoxeemjhitmpchwppponqqojjleaepzhdjbecwjbvpc,Ryder System,F,Loitlhcbvomgds,Wwnmgeqxsj,Santa Clara,U,123130.0,Saskatchewan,
wicwpferrdpaynjosobybft,,2.0,6.0,29.0,632.0,Sfwhe,1-922-869-0543,T,2.0,O,kwm13230,JIVJMXNAGZXLQGGZFTNLLCAIXWBJTTPEIXG,Borders Group,F,QMGNLICDPRRNOBDR,kwmlbunklr,Alexandria,M,269599.0,WA,1298796.0
