prospect_AgencyID,prospect_AddressLine2,prospect_AddressLine1,prospect_OwnOrRentFlag,prospect_NumberCreditCards,prospect_State,prospect_Gender,prospect_MiddleInitial,prospect_Age,prospect_Phone,prospect_Employer,prospect_Income,prospect_NumberCars,prospect_NumberChildren,prospect_MaritalStatus,prospect_CreditRating,prospect_NetWorth
god13615,Fjvyamsxslbtjznxxbtkkcqiqqaxtbadtnmtaphaiftldxqnjpvkwyzjykvnhxyytlqmladlzlk,Omzclfqnlclvwrkxlpguzektqaesvzyktrxiguvimanaahjsyudhebxikrxhe,U,5.0,ME,m,,50.0,1-812-880-9531,Amazon.com,268968.0,5.0,4.0,W,351.0,1635499.0
Kej13616,,Qwwdythzzzgnbl,O,2.0,ID,m,T,62.0,1-015-997-8259,Level 3 Communications,159927.0,0.0,2.0,M,614.0,150427.0
Khh13617,cehcwenifhitdjbmsciqtk,,O,9.0,MO,f,,63.0,,Ryder System,100024.0,3.0,0.0,U,558.0,
Zab13618,,LCQULFMMMYPIUYCXUGIBVSYKGMTBJMQLPNTWIEZYQEFJIBFKROOOVAUEBTQBJACZWII,O,7.0,SC,,j,96.0,1-393-201-3054,Hanesbrands,,2.0,0.0,S,486.0,56809.0
Ond13619,,,O,5.0,FL,,Y,21.0,1-796-815-6141,AmerisourceBergen,320497.0,2.0,0.0,S,759.0,1644050.0
FJJ13620,Qlfoqtuapvogamzdwtutsnibhvxqudhhpfmyihlppiafgkwfsfvygmekni,rwpferk,O,1.0,TN,,t,,1-027-169-9267,Cooper-Standard Holdings,277497.0,4.0,0.0,W,685.0,3589077.0
Ppe13621,AWBPZ,Sxtxtdbldimhyijbwjhydqikxekdqjnemzzhtakebofz,O,7.0,NE,F,,25.0,1-464-860-5946,Sun Microsystems,235461.0,3.0,5.0,U,844.0,1701292.0
EPK13622,Pjoovsyqhgd,KOCUCBBNPYSMQNYUQJVNQVRMHPZPASJJGNZUFWFDSMQYIRRQVBPAVIDDKOYAUSO,R,9.0,NE,,,4.0,1-424-335-0085,Magellan Health Services,257150.0,3.0,1.0,S,407.0,802921.0
IRN13623,Pgvfnkoxqodjbiglrxrmoxhadklecukvxkcsksobgnvyasmgvcmjejkkvwmqhlirauiqxhymouasanwl,KMWYLMTIZNBCBGMVTVJKUPGEKQNTY,O,6.0,NH,F,Z,36.0,1-453-978-3481,Con-way,465921.0,1.0,0.0,W,816.0,3223090.0
Bvt13624,Nkpjdqbbiqageyhiwzkw,DWEXRIXFGXQXINBXPOOVHVYPLUDMVATDBQNRWCAEXHUWNJOSLYADFW,O,4.0,New Brunswick,,J,22.0,1-681-536-9279,Verizon Communications,207472.0,2.0,4.0,S,614.0,2791577.0
WOO13625,pcnewzjdtktxgjc,Kjnqlhsqvstoh,O,2.0,GA,f,,73.0,1-138-711-6228,Kennametal,290382.0,4.0,0.0,U,713.0,1412955.0
Myn13626,AQUVSJJJBWBIDFPKSYKWQWWCYJQWLLFEBEDZJCHAYZSMZNOHOMVEVRSQXA,Pdfqccmqnkeyfcobaovjzfxjetgjqbunkuxxqjbmjqcxivhandqxbjhpgeffewrecbnbziohmimm,O,3.0,FL,,C,62.0,,PNM Resources,460409.0,5.0,3.0,M,334.0,3335857.0
Xri13627,Yxuuzhcchgjqiqkcufmzdxqgzvjckcmctfgsiviwyqgnjfnlqsyrnedrniwftpcfdoknpmbsmz,Epqbyslxisileuqhrmrwbkoaw,O,4.0,PA,,B,35.0,1-702-524-2528,AptarGroup,395203.0,1.0,2.0,U,612.0,2590508.0
Chh13628,tsggubijxqepaucnesnejiismbjxiqdavvfzyprdxuiwsizqhvjeejpkauubikdkrwzcue,jixsvqalbjwphqdqzmujxhepqkvsvdfgbhqbyerahuccsijihkyygvelwivadqe,R,9.0,MI,m,,54.0,1-679-253-9884,WellPoint,443951.0,5.0,2.0,M,391.0,2918808.0
yxg13629,GIYVROBNKPGXMCFKLHIAKQKZAVENJBEBMAMCLEQYAIELBNYPNLOBIGJEXGDBXR,Culbruxacwargqgmwkk,O,7.0,Saskatchewan,F,,17.0,1-278-645-1103,,404534.0,4.0,4.0,U,650.0,2338881.0
QUM13630,Lszzqdwjmvxnwdljskakxvrohrvptdnwfzjqsnuvsksvvphpfejictypzrxjfanedpmieixtfebgy,,O,,OR,,,1.0,1-926-885-8022,Nordstrom,380057.0,2.0,5.0,U,,968912.0
Rrp13631,Fveywcqnlkwgjlgfpmchcxijwkhyejfiriqbmhgxvkucobkkhfxgiwtzzvhgxobdpjfhgykrywod,Cxhhcqevdubcbzrbipyzzepdfysdamvbexqglndpzadidnjtcyrkisup,R,9.0,AZ,,,77.0,1-526-562-6054,Beacon Roofing Supply,147569.0,1.0,1.0,S,,418444.0
idx13632,Geigksrqulmzwrfgqyletooonbrjaekacztrxfbsukrheman,Hnxvskiwwsifranmnldkptvjiyvrecdw,O,6.0,Newfoundland,M,F,9.0,,Dynegy,358317.0,0.0,4.0,M,404.0,498755.0
Bgt13633,Gqneycyhukbarnuwivqhvpgfrpwazov,Rcsjlzjtkgppjlruursjvbpznpmyafpqwzvgakikrosjqndbyapqdfmpdzasnfkjwqnklzpxhgpnzk,U,9.0,CT,m,,87.0,1-216-579-2186,Smith International,318880.0,3.0,4.0,S,,3433792.0
Rkn13634,Zmndsrgbwulewgbikrnfxqnamibzmrrcjliesdy,Kgljrsdousyhjzrkuqcy,O,5.0,KS,m,,23.0,1-106-487-1910,News Corp.,42215.0,2.0,1.0,D,606.0,1190795.0
Vhq13635,Setfojmxpomsbihtazhoudnfhnxlsrvnyjtvczkdpotshviwmlki,Uviplvomtyzfxmkhifscrxhhoxltuuwdkvzxtsnblwmynkknipnuxqrgbhztvs,O,9.0,UT,,,69.0,1-586-260-5475,Teledyne Technologies,421847.0,5.0,4.0,W,307.0,590766.0
Efu13636,Xdkcytkwqsehdhcfoimunxnrzxdseioefmbldlepqlwidxrruzvvht,Jaxedfezfypcxngpsoojarhlnclzwjosntoelvwfxpqatfgxibipfyauxhlkwfcuatpujgc,R,6.0,WA,k,,25.0,1-585-023-2654,CF Industries Holdings,191288.0,2.0,4.0,M,725.0,573006.0
yrj13637,thefwrsmxhfdvufkhblnphvbefdafvfnxbwfjitnqhtclbyvtdv,eavogaigvlxnuyrdkgctpquluhzedjwawbvprlscliwblkn,O,8.0,WA,,P,25.0,1-557-559-1452,DISH Network,36915.0,5.0,5.0,W,,3139003.0
GIP13638,glbhqleghivrndfwwzcdnfikzgquwoikdsrsulthjiumjrveokdbbaojryszdjfreqawd,Gjllwdrhparcajctjcxzqikclfcerctywzkqnskvgousilwzrgjtqzhbkmgrpgiuipkqpcuhil,O,2.0,Nova Scotia,,,74.0,1-213-783-1868,MPS Group,448304.0,1.0,1.0,,402.0,2809969.0
BMM13639,fqtupeohdlyiqsubxtqezwdpwsrpeonddvrcuxbohcmoufwipepsocoqdwitwtshoy,SBCOKKXPUQTAQGMLDEMBZPJKRGSFCCXOPZOXTJNUAUNKQPTIPYXGBJPTE,R,1.0,Quebec,F,,34.0,1-590-520-5062,Dow Chemical,68208.0,4.0,0.0,M,,958750.0
MOD13640,Usuldtubzyeztqcdglemerudihvvuzkwuxzttlegnlewrpohvhnhrjs,Ucyvrrywxyrxckzagpljxuyrwaytkadptxpalf,O,0.0,TN,m,Q,70.0,1-655-044-0374,Knight,207740.0,4.0,1.0,M,425.0,3154058.0
UCA13641,Nkqamjdxyahslwlhvktesvesgddhbejjxaxxyfwcm,JFTTIRYQUXNBRRHSBYXFTKUISEDVACBZXDJCAZPXMWVSLAX,O,2.0,KS,,,16.0,1-806-753-5221,Yum Brands,321448.0,3.0,0.0,S,421.0,
FUG13642,Uzwojl,Jnzggqktaaujfleenzkatregvitaz,R,5.0,SD,M,y,14.0,1-876-129-9735,National Fuel Gas,469263.0,2.0,1.0,S,832.0,
AGG13643,TFFMEIXYAWMAOYSFPXLIORDLMRGWGVOWHEHOBZWZKGYYIXCRDVVW,Nmoqdixvmcjmfmplrzrnuccjwoprkloafpaftzpsiewnypewxvcndifscb,O,6.0,KY,F,f,46.0,1-524-155-7483,Polaris Industries,357977.0,3.0,3.0,S,714.0,285346.0
upr13644,Undqwymdjqwrpjqklvhvzwtnxieesmivflhxkjaqcxnqgtkbarqgpla,awlrsqbuglvqvprblgqxanjfjbwnsuukdxhzgiuegtpuqeblscioyoskabwxqyoxbqvtndbqwcscrz,O,9.0,Quebec,,,61.0,1-121-056-4066,Conseco,311542.0,5.0,4.0,M,682.0,3228308.0
aul13645,Ejjnwcpigzslsguvkrpwdcefdnpxlrxrwurkvlykgfatuizvlyvmlpddzrwseomxogrsfag,AMKOHGRZE,O,8.0,Quebec,,,14.0,1-084-425-4296,Circuit City Stores,213271.0,4.0,4.0,M,849.0,1589001.0
Sey13646,Chhtmqibtbrvvkeekvl,igfhrabtugpntfbrryocgwffqfkuhxbmzv,R,1.0,RI,F,,81.0,1-877-324-9928,Agilent Technologies,112786.0,3.0,3.0,M,736.0,2354513.0
Ohq13647,mjbzmpubomgtczdchlyjwsmhtkxsdaiasjbcbgnivqtpoyuaabtakkkjujkdnishuuzhnldyptnppa,Cajwpgwpwxwddheuponrskknjjyxpdxbugunqwhbidmpxnwgkwyunxkbtcgohndcqdmuavautasxqap,O,5.0,MI,,L,12.0,1-819-615-6203,Cardinal Health,110565.0,4.0,2.0,S,461.0,1817986.0
uom13648,Tquwd,uhqjjlqapnng,O,9.0,AZ,f,h,34.0,1-475-347-9982,Goodrich,437376.0,5.0,,U,827.0,3924920.0
Eqq13649,BOWMRSBROURJNLXWZPEYXHKRWZYJGV,AKMAVSLVEQHWWVBZLLSTFSVAU,U,4.0,RI,F,j,32.0,1-750-195-2149,Big Lots,269441.0,3.0,5.0,U,577.0,675104.0
Iau13650,Ucxhaousbgrumwjqnkoxaiajz,Abidruavpnxonpknbcfcrjxmnkmcvyiqsknkkjhdyesvasljdoqdixylzbbzpg,O,5.0,NE,,q,58.0,1-330-832-9935,Regis,202330.0,3.0,4.0,M,574.0,22485.0
Cok13651,IMLTYEMFJXTWIFNVYRDYOHMNRO,Btbbpekqvnlmzudvlwkqylupkqrabinkcptlsffixduqmjoognt,R,7.0,FL,f,,74.0,1-034-016-5325,First American Corp.,275983.0,3.0,,W,469.0,3447895.0
Yzc13652,Hzguadclc,Ccopvjeqgbzohsdmphrmcrqqttiwelrwudrv,O,5.0,ND,,,39.0,1-639-553-1763,Live Nation,451505.0,2.0,5.0,U,,683824.0
URH13653,Ckfdgcydmvhlpqnxnexytmrhrewfrvgopjahbv,bmhea,O,7.0,UT,,m,11.0,,Embarq,70786.0,2.0,5.0,M,487.0,1734743.0
AXB13654,Jrjbntapuduseloxmvlroaelkxtq,lrhnwwyvfdtxaqgtgszbbfnxsyxkeorbcnaastwslyerfvrfcadixkgwzr,O,6.0,AK,,,91.0,1-584-047-2788,Vulcan Materials,434145.0,2.0,0.0,M,,3708607.0
Zha13655,Nycuoeuleberqrjxs,,O,7.0,MO,m,,29.0,1-590-923-9339,Thomas & Betts,61432.0,1.0,2.0,S,639.0,3529651.0
Evn13656,Fnywhmlqxseaqkljgmrngkrmqnnjnsvxerwcmhfpmmveoikmvlisifemcdvcjmgsggrgvraae,hxqethahlkuvjgpejhlqckuoksuqmy,R,,WV,,l,94.0,1-504-974-6133,Wisconsin Energy,369703.0,1.0,4.0,M,830.0,2296077.0
EKQ13657,SITJALMORJGWGPOLRKXYHVHOSCUYVOQYDBWXEPXVLNLMZDTVADUWUIDEMIBNOB,jqlsrhytrsigliauitlzsijsjyexztuhswwrbxedvuutcilzgwffmsrhjwxvdkuqvrvxaccoaodbuu,R,7.0,WY,,,29.0,1-451-226-9043,,298744.0,4.0,4.0,D,732.0,2686938.0
Okp13658,Lhdqxatajzeywbdadudvqocoubrxkscjkezkpkxtfuopbcyqbelmakexgyjjatauweukuueywppip,RZKAPJ,O,0.0,AL,,,34.0,1-131-974-4981,Corn Products International,122619.0,4.0,2.0,M,541.0,229441.0
xra13659,Ufbcnajwknbkvmestixpjhhuzvnhso,rfhtslivvsxkwamhaiaywp,R,1.0,Nova Scotia,,,38.0,1-858-985-2529,Kindred Healthcare,384506.0,5.0,5.0,D,577.0,1138669.0
Llf13660,Kynmhxhdwhteqxidjdlitlrsrfvpevvsoudctmckkmzpyahqvwxbwhrrjgpzfuvwwhbtzzvzuzcetal,Ljjkxajhkurocqjjdrkfbvt,R,,Nova Scotia,,,0.0,1-001-851-6816,Burlington Northern Santa Fe,242020.0,0.0,0.0,S,467.0,1670286.0
Xxp13661,Pijwvaynplvblqfqkpmsrjycxkquwfeltmjkjarcspqgjqiogegkntvkdavhbal,Mfuacmvjmxgnloyyfncgsqweacjxgslupiyqiinbuskwr,O,6.0,CO,,,16.0,1-287-571-2020,FMC,132660.0,4.0,3.0,S,366.0,1822589.0
PIQ13662,auwstqvcbxvqdkrdwpfjofxfvgoljh,Qpkgxismopcjgwixtrovylxclcvjxztkynzgzpvtuezbqmlcygufyxhqxkfljtgzngbscjzovoo,O,0.0,DC,,I,84.0,,Hanesbrands,107147.0,2.0,5.0,M,532.0,629298.0
nfp13663,Rcsyxcdbuwvat,Towvtckdqrnrgrqltsghh,R,0.0,NM,,,36.0,1-960-121-8777,Big Lots,,3.0,4.0,U,700.0,1707557.0
xwz13664,xaoeguojeroolasohkskqhmnedbysxetbwsnpnverpgjmkcsbzqmllvzdjuiviqoejidvhpbjvwk,ZUWXIFSTRWCXBQMOGHJWVAXMDYGUCDNJSHBY,U,2.0,IL,M,z,12.0,1-542-243-9660,Charming Shoppes,110314.0,4.0,0.0,M,660.0,2036549.0
Ktk13665,nxedmlswscwwyugycxeeoekjzwiiwqqvfskrveaoqftozzhehzonfojpelo,Ctvalrvnvwdpvggpsmkeiahntgedccewkqs,R,5.0,SC,M,o,88.0,1-143-556-6395,RBS Global,215564.0,3.0,5.0,M,531.0,3608670.0
fsz13666,Gegrdxynmnxcdasqbfpgtlgglrrwgfiaoahvcleijyrbd,MIMNQIJHVGPLKQCZRVSUKDUEHEUSLZNCGRPUSDPGDNMSZNAPEULVAZS,O,8.0,Alberta,,V,22.0,1-563-440-1894,Fidelity National Information,445386.0,4.0,2.0,S,810.0,3038630.0
Nbd13667,,Usmcmoeeszylexjkkekbbjxuxccwlakc,O,0.0,CO,,,29.0,1-765-370-7578,Dresser-Rand Group,320336.0,3.0,5.0,U,710.0,2422144.0
Sbq13668,Aqgihllroecqin,BQGDIDODVMBTAEHLNCUAXRGLQMKHLKWIXOA,O,3.0,UT,F,,73.0,1-350-848-4997,CUNA Mutual Group,156729.0,0.0,3.0,U,617.0,3974914.0
Ojp13669,Aktodhf,QRJANAULQKVMAXAGBHWHZRSZCKLWHPJMTXZNPCEUWBTXGLMRPSGQBSPISHSWCZBEBWFBYRBM,O,1.0,HI,,,4.0,1-029-336-3838,PepsiCo,332598.0,5.0,1.0,M,567.0,2980632.0
Hml13670,Tfhgpnaqnuwjfmqzroqdficmipqozllpdfzdvvqjsdmecbeyzdrbciiwadpox,JBHFRQVZZRJENMDOJYSQDABBIBKVZAIVMAHPDFWACFINUIBFNNADQOPRK,O,7.0,British Columbia,,k,37.0,1-611-488-7910,Alaska Air Group,87317.0,5.0,0.0,U,552.0,
Fil13671,Czaseetkfzjirycfdbdxvvyejkimxhpzhhgbdonrzdvrvdhucjx,wmfokggrkanctlqgmhmifeksvizqhyrmwetzuhjwivnvvdtejb,U,5.0,CA,f,r,91.0,1-842-594-1590,PG&E Corp.,417399.0,5.0,1.0,S,395.0,3719251.0
Tgx13672,Nqostxybssmptqbxvevmlcxidvvccvgnxbryecoraecpmczhuhlfeuflrpdwkgabqqz,Ovofdtmannonnvocsnnqcwtiznqfuthjwvwcycwppgto,O,0.0,FL,,,,1-695-021-0851,Molina Healthcare,229163.0,2.0,2.0,W,465.0,1592433.0
VMN13673,Zvrqljkdlejeiplrwalwmwanmqeedrhxtcbpwcvqaygvhnivbylhjhvziteeoygdpvo,EHIJFFQKVFITLYRJVEVLPVTWFTNWKUDLCPFOSCWLOKCEKTEOTFGREFRD,,9.0,Prince Edward Island,M,z,66.0,1-220-499-9498,Eli Lilly,444713.0,2.0,1.0,M,308.0,
Eju13674,Pjeejcsgsrzakriwjrkuuorquumwxdscxzbzjsgrccyfv,Sxatoxbimjxszwzty,O,2.0,WV,,,34.0,1-853-339-6222,,382809.0,3.0,4.0,M,772.0,2350302.0
iij13675,KCHKEOSRRMHBK,Azejhoijmplpwfqqzlxdtqurwuintwichqeqpandmhvdy,O,6.0,FL,F,,96.0,1-129-199-7132,Priceline.com,340279.0,2.0,5.0,M,579.0,1483429.0
Kpu13676,Rxedxhevjjvjhxhpijfqtvluxpebayeotonaaxqnadcnarjlakjeqtjb,fqdaakghcloenstrzalgrufoeilkamqqtxmqakcthlcziujahmol,O,8.0,GA,,,46.0,1-449-156-8172,Smith International,472546.0,4.0,4.0,S,739.0,
Bvj13677,Vvsgjcboxhjtbxwzbudcwohwxqrvaybvjvppvhpswpkqkycbqadvqktevcchoqrdjzlvdryna,AELRAPEZXSKPGWWNXRIMUSHBJBQJRRZBIDGGHIROVVDGVZYDGFXWBTKLAKRBNLEPL,O,,WI,F,L,35.0,1-220-684-2280,Sun Healthcare Group,427615.0,3.0,3.0,M,790.0,1734013.0
ngp13678,fmtejcjmqddhripnbhqejketsihplslhculiczisuxmsnh,Qcjmbbvszeifdrrbevogokxewhqwrisiqirljvlexfaygomathyhitcgeamjwbdueqgm,O,9.0,NM,,,12.0,1-128-130-7531,Fortune Brands,311950.0,4.0,0.0,W,397.0,
Qqt13679,QDTFWNJLYXDMBANNJCYBEIVZTJGAKPSGMEDTWGFHVNCASZESCVFNNOAYYUDPMGGISHE,Conxqrdhximgxtchma,O,10.0,WA,F,U,84.0,1-236-891-5787,Southwest Airlines,245834.0,0.0,4.0,W,422.0,3439541.0
Saq13680,YRWKUOJGPTZNMVVUDHFQHTGEKLPAQMC,UZNVFSEJJPNIWRPFLDYOV,O,3.0,NJ,,F,24.0,1-095-424-4511,Amphenol,73092.0,3.0,4.0,U,828.0,3219671.0
Aoq13681,Ujrzgxkiwwmxtkclkqusuvnkdpijwyhwcgjtmhfluudlfbxhsigpzs,,R,7.0,CT,,,60.0,1-304-180-4696,O'Reilly Automotive,,0.0,4.0,M,564.0,3793505.0
Udv13682,,Kazzqivbzwndohczgedjkmesnlgriifgooimhgrdqz,R,6.0,Newfoundland,f,,64.0,1-946-038-0776,Cognizant Technology Solutions,67289.0,5.0,2.0,U,688.0,3946646.0
wry13683,Zkrsfzqgicemgtcntwmry,GGIXVBJXJJYROIOEADLXAFIPIXTIRXHCQHTDJNIVJNGXIZQPUSDYKFXHJOMPVAYZCXJJIR,O,5.0,KY,M,,62.0,1-965-888-7554,Herman Miller,306520.0,5.0,0.0,S,750.0,255157.0
PUU13684,iylfij,Azacbpthznxkvaxgtuwwguqabzyursxaocrchfvhog,R,4.0,ND,,,38.0,1-404-015-6942,American Greetings,488373.0,2.0,2.0,M,323.0,845066.0
Mcm13685,Phpxptvxpsjxadnnknxffvqlgkjidevyvmbfjocrjgszaanpbtvvpeapcbdxumcikkim,Xctpnvbwpiegoeu,O,2.0,SC,,d,59.0,1-744-292-8010,National Life Group,42155.0,5.0,3.0,,508.0,561832.0
lgo13686,Ondypsuqthvqpvkxhdrghiitvwetpydxayyzcpbvw,Igprrymuxpwkx,O,6.0,New Brunswick,,,,1-234-772-2375,Country Financial Services,496169.0,3.0,5.0,D,504.0,1325754.0
Ycc13687,Yjktoqieqodoklthdpogtkadrwcdqnvtwtriiliaepxgvphyfgwtyuikzpqgnougtdtnlewjuvswxqe,IVMZGQNXFGCPZ,R,4.0,NY,F,,88.0,1-150-548-2700,Progress Energy,213084.0,3.0,4.0,M,397.0,2448195.0
Pro13688,LVEVQHKWELLGLLRD,Umoiaqgtqxxrvrcibukfyxmdwztctqvubqirvowvpfdrgdmmukxnyfttnaipixyoogbdkpnf,,4.0,NH,,F,91.0,1-896-526-5251,,,0.0,4.0,M,,
Yxy13689,ahljaezsiiezxbcwmnabirpexahngmxnooyzycbqrugwrjphlfltjhtyfsboiskmcphyeukql,abzpoesbubwbaorknasnnofaschwxamflskqaw,O,2.0,WI,M,o,73.0,1-697-220-1860,Reliant Energy,128414.0,3.0,1.0,U,522.0,97472.0
FDP13690,LDYOREY,Qtftbxsewwzihqvqvwzwrarzszkqnzakvonwirfoiqudwxgpfwd,O,6.0,CT,M,s,28.0,1-082-840-3375,CenterPoint Energy,485805.0,2.0,1.0,M,485.0,3965703.0
eor13691,GOTEPAQCPRINKOLLROBMUIUYYVTJMBTLBHAVITFX,elwwifnme,O,0.0,TN,,,10.0,1-520-879-2441,MGIC Investment,50201.0,2.0,2.0,U,509.0,516515.0
CFU13692,Ykcejwwzoe,Kejiahtxpfrfohtaomgkfkbbntnlsklipxtqarpvbcsjyhiog,R,1.0,GA,M,L,26.0,1-420-443-9257,Superior Energy Services,43506.0,0.0,0.0,M,786.0,3702536.0
IJR13693,Xlecayfeyyigtn,Aogigdbvmgdmtdehwmqic,O,1.0,NC,M,O,78.0,1-013-132-2123,First American Corp.,451001.0,1.0,3.0,U,,203527.0
LXC13694,Rvrpxvixcelnruprkldizrvejupevcrcntdjpkewyzu,fylnjwleqthrleschehovocksfecewlpkpuypmjkfuhwrcnpgddxxbd,R,10.0,NE,,a,41.0,1-194-497-3331,Lexmark International,,2.0,5.0,U,588.0,1569687.0
Neg13695,Dxwdlkjaaiglykuatygrhoifrglncdrjhojpbugxxnwtxdejnzfktacvseswj,okvoxluvnrjrjnegpbaauztmaumqhuuiejfgti,O,6.0,AK,F,N,99.0,1-573-799-3847,WABCO Holdings,412211.0,3.0,2.0,S,,3463587.0
Kmp13696,BTQIENEJEOFOSAISDLRVJLVBCTUWFNMBLSTXULBAYACILA,,O,3.0,FL,,F,94.0,1-331-286-1514,WGL Holdings,456084.0,0.0,5.0,U,360.0,3491677.0
xka13698,Msssgqvgvraniathnkronhpxemumphbcoxtunodpttqjfnzsqopzwobmcigtedtsrdxadmqqrbon,NYQBMRFIZIALZDSCTRHHDPUE,O,7.0,ND,M,,36.0,1-520-319-0656,United States Steel,80604.0,4.0,2.0,D,575.0,1785746.0
FTL13699,Zblfoedbptlkqyupdrwuekduatfnbbuczursacuycystxbrnepxtslkuiikuqecudymdymyjo,cmvcqizkjhshrdvboinwxheeuvgbdrnghpriplhgzqqzqcxiemvjufywnwtuifoaohdlehaytle,O,2.0,CT,,,74.0,1-045-069-1413,YRC Worldwide,356419.0,4.0,5.0,,497.0,
Sig13700,Rmumdicwfbjmrplpuhjknweuuytocusadjemndskkmxtimsopmvxhjshssdwklxtfe,Gbjulqldgoprxeydneqksulvalenlerpnlndvpictbfowqkctlxvjwqapet,R,2.0,AL,,F,11.0,1-393-104-6015,Ryland Group,420582.0,1.0,1.0,U,687.0,3903150.0
Vxu13701,Zbuxbeudcpeitwglruobhpuwammoqligojugwlfrgpxwzfqjdbjktjtcz,mgeasytv,O,1.0,KS,M,,28.0,,Entergy,231600.0,4.0,0.0,S,412.0,1271370.0
lwb13702,vbczqvbzwcsksacrnkfrorwxolohfwjyogkmuo,Rwrhbiedfkkrxdxckeluaomgqk,O,6.0,LA,F,K,53.0,1-287-517-8220,Guess,464228.0,3.0,5.0,W,685.0,3644508.0
ESU13703,CQHFWQHOWQIRLCQGJBNIRNEINXCISOYPAINTYJQNEXAGBRFXBXLIBQEUXYZ,kncdruncdhnxoggnnwagsnbwq,U,1.0,FL,m,W,40.0,1-782-196-0070,Sealed Air,371321.0,4.0,5.0,U,508.0,
cbi13704,AOFAMXKBBXBDDLVWJKKMIABWXNPABFW,pnsthareymovvmluthdvfjksfczqdacugtxesnpvknzalconizojjgat,R,7.0,SD,,,28.0,1-080-116-9081,Alexander & Baldwin,496563.0,2.0,0.0,D,815.0,2355817.0
Dfd13705,Erwmbrpfbpargqapctzvwcaz,XMBBMCRRNGYIKBHIWXVMRRMEBFQOWJRVGAUNSVUNLCFDQZIECMASDSCQNLGISKHSQBJOGMCCCSSLAP,U,6.0,New Brunswick,M,A,,1-635-635-7672,Hess,250714.0,1.0,2.0,S,387.0,1114745.0
LBL13706,ocetnvznneinojvasieooelgkxmmyavgnxfaollypzgepvvvu,BSPMWCRCUMBDSMHZKHJPODQHOSSRJZTQWUNLFMKARBVWIYILLZMWNJDKMBFXMRUKLOWLNOHNTVX,O,2.0,FL,F,D,53.0,1-790-083-6687,AECOM Technology,201466.0,4.0,3.0,D,772.0,2532899.0
Qnm13707,,Qxpwecmshqodanaumvfmnwecncuuvpfapnarufgtpyoavpgcsccvfwroj,O,2.0,TN,,j,18.0,1-370-805-5506,Steelcase,268398.0,,4.0,M,376.0,3502091.0
TRH13708,dmsvgqqdfsbh,,O,1.0,NV,,E,70.0,1-849-219-7864,Ametek,16250.0,3.0,1.0,M,544.0,
Gdh13709,avndbmfhpsgxacfyp,pwghlogzyefoyzxnizwjkawqg,O,9.0,GA,,Y,89.0,1-638-189-8391,Mohawk Industries,391731.0,1.0,5.0,U,449.0,3157923.0
Oyp13710,CMTRZKMWJGBQADXCEJZYPIFJIQKZQGSPHBAVLQDVKGBMAIDFJESMXJGRWYAXTYHKTIDPTCNZQG,Hbzdhbbmjcbugwlegufgoiwxrsekpmoqeebbtikfbemqmmwfbcnqmlptl,R,9.0,SC,F,,91.0,1-865-232-5389,Interactive Brokers Group,349452.0,0.0,5.0,U,484.0,1963415.0
Neh13711,gvuzezsswfeujcvpvvuinhm,Guyjfovqpzlklogiwcziqhmwhbnrkkkleyehqbomxxendbnzogpfqmnlmbyaloyzbcbwmteb,O,3.0,VT,,f,18.0,1-370-993-0914,PNM Resources,23281.0,3.0,5.0,M,329.0,2267299.0
ffh13712,,kwrddycnadizpnkbsnqoyidapchvkdsqujswspoqdfavuidstnsauadcfvwaqjvoacfvfkuanmmabdcg,O,,SD,,,52.0,1-841-998-0726,Beazer Homes USA,439000.0,2.0,0.0,W,758.0,3994972.0
Upm13713,Uipfvliimjzjlbgatybgscjjrhnhpaa,YRSGZYCTWXLTEDBPOERTMUDNELUTLEAEWOFBJAPPFWJDPLREYAUWBKHCXTHCLONFGRLSLSCVPUEERQX,O,3.0,GA,,g,87.0,1-678-436-6747,Avis Budget Group,402939.0,1.0,1.0,M,400.0,1120412.0
Oln13714,nmntaroceidmhqr,ehtssmuhvff,,6.0,GA,,B,46.0,1-954-899-3932,CarMax,172212.0,4.0,5.0,W,344.0,879532.0
dtr13715,hytoppyodxwmqmoqge,epjdaboxddjlplwdcwrcqlgqxjxmnl,O,9.0,OR,,Z,69.0,1-137-266-2343,Atmos Energy,6647.0,1.0,4.0,S,525.0,
lgq13716,Zeactmzarliksphtceaaynjljlqbaccitexdywunliqsonitxlxqkwtoebgijrfvrzth,kuvnvtigdbxwhtokrxcixphlvlxdnjeuexmlmuurptebmeypqeqmsadhrffegsmdwxkcgndevemhtine,R,3.0,OH,,,7.0,1-109-877-6357,Vought Aircraft Industries,221799.0,1.0,4.0,U,729.0,629971.0
zwe13717,Bupcdckcikmuirmuijwvvzogkhaprrqzbzipkfuqbkafmkgimwclqboxychu,Pnotcj,O,2.0,Ontario,f,,41.0,1-137-243-8133,Burger King Holdings,285440.0,2.0,1.0,W,532.0,308327.0
His13718,RDXCXGQXHMY,Orjfnzblncpotvdriprrnikliijapxxv,O,2.0,CT,f,A,12.0,1-366-334-0161,Sherwin-Williams,150555.0,0.0,4.0,M,668.0,1612632.0
Kuj13719,ameiclqkdftvfbqywlxhncoavmfzgelqsoyuefqaargkzjcgkmlmxlpspwikmykkmmsmrryfefme,Rhfmoewbunlks,O,6.0,ID,F,f,7.0,1-251-524-0896,IDT,321114.0,5.0,1.0,M,668.0,930911.0
