prospect_AgeID,prospect_AdL1,prospect_Ge,prospect_MidIn,prospect_Pho,prospect_In,prospect_NWo,prospect_C,prospect_FiN,prospect_PosC,prospect_Empl,prospect_NumChil,prospect_MaSta,prospect_Ag,prospect_CrRa,prospect_OOReFl,prospect_NumCreCa
GFL13262,Wojphxkugnfavdaoyftsueyltjoutxokoiqrmwaotbwwvdqesjetaiklzskqdsrxrai,,,1-574-065-0336,161918.0,2500499.0,Windsor,mrauuzqbvnup,chrjnrm,Harley-Davidson,0.0,D,92.0,836.0,O,9.0
PCR13263,NXVDTV,m,,1-983-331-5503,150257.0,1031644.0,Berkeley,UYPWYMIYHMKKXIABRSOAO,Kgbhipuuovxb,CenturyTel,0.0,S,37.0,807.0,O,4.0
Mxh13264,Vkpcaqyrjav,,,1-913-754-4478,131378.0,3245402.0,London,VGPQVIOIUHKQILAVWAEYNW,pjxhfvict,Magellan Health Services,3.0,M,49.0,555.0,O,5.0
Nun13265,qdrkylwdortaygisdbdkcbrhfotdecmnuxancwvculibugwbn,f,t,1-968-682-4562,427824.0,2532859.0,McAllen,Pmvwdxlz,Jnssq,Cooper-Standard Holdings,1.0,U,,704.0,R,1.0
zve13266,IRSSDGEEFKJQOHWXEYEVMVNIPGYGWFQMQLW,,,1-126-684-7680,432383.0,3478268.0,Gary,Reaewyvidnekmykydyt,Ophngwnyzgj,Costco Wholesale,4.0,S,81.0,444.0,O,7.0
Csi13267,ATIUEEWOTGBPFVXQELSOEQIIJCTVGKUYCMMLMYHLJLMTUBFEAXPUDNMMXHHKOUXECPEJU,m,Y,1-509-797-1506,72261.0,,Long Beach,GWVVPFINYUZDFRIJEHWSIDRJIOY,QSSDIQWNUFEN,Domtar,,S,13.0,344.0,O,1.0
Eek13268,AUHLHUQENHSIFKPOYFVTTPJSTPDPYTR,f,X,1-079-603-5559,2945.0,2886374.0,Bellevue,Uonsfqgapprhrhdgo,RNXZHCFZZ,Susser Holdings,5.0,U,98.0,728.0,U,7.0
RTU13269,Kseoxihjkzsdpternnipvosapdxpjplpsyekaoxfsd,,,1-003-595-8840,434739.0,1521016.0,Plano,Twgumduxzypwraipdkjro,Fzbvohtpbibi,Owens & Minor,,S,61.0,428.0,O,1.0
iah13270,CEINTV,,,1-103-761-4145,316148.0,2976268.0,Regina,Dmjtsomaurdewdgspgtuktdl,Acovlcfa,Dick's Sporting Goods,5.0,,77.0,732.0,U,
cep13271,BOEFNAJBBDDKNJMNQSVBSEUVCCBECQCOWTHDJYBNZBDIIEWTMOBGVHXPQFNDNQYMPRVWHQVOTKX,,,1-169-001-0679,164871.0,1510723.0,Bridgeport,ulmjtam,bcemigjbmuer,VWR Funding,4.0,,55.0,372.0,U,6.0
Xrj13272,gadynrdaysaazchvcpinoxdtjrvhpohhorrysalimgoiaibfsxeozigyt,f,,1-674-730-3777,480038.0,526799.0,Scottsdale,Uagtoxmicfpgalkmg,avjoozh,Owens & Minor,4.0,U,83.0,427.0,U,5.0
OMN13273,Wvriudvijyhgcakjyumhmdjjowm,F,,1-679-489-9725,91185.0,445239.0,Manchester,Xfgszmjrpcgikazjuuujk,ymvix,Dover,,M,82.0,765.0,O,1.0
KGW13274,VVRNYFQODNXSN,m,,1-364-266-8678,480642.0,2580124.0,Birmingham,qgcjiilqqxriqbxjdjj,fxyetv,Varian Medical Systems,0.0,M,45.0,787.0,R,10.0
ETJ13275,Xdnnwjuapyllljqzsfzhwvwpngrbhffausacwoepjmxlxwivfuompuybauz,,,1-680-779-3336,338137.0,484634.0,Lubbock,Emuvpxvsqvcjnkrakpsqtdbdeicac,ycecl,Campbell Soup,3.0,S,96.0,399.0,O,1.0
odf13276,Yngmrpjurfcvjhjtyruydagymrfnkknfgcfabp,f,K,1-629-190-3998,151581.0,3644428.0,Fort Collins,epusfugcfjnhndbx,Nusabxe,United Stationers,1.0,W,50.0,436.0,O,10.0
FJJ13277,LURSEVMDXREGMVCBAPNTNVCOSDTJOHCDJXVBZJZ,,X,1-333-190-4296,216513.0,382858.0,Anchorage,Tjbbkbjmlptxizyzqpimqcqadjwn,qnhkhbnconz,,1.0,W,7.0,769.0,O,10.0
Gry13278,Jfawkeeswa,M,,1-601-449-9825,316902.0,3994265.0,Boston,Bucjsqarucmmaomcbtm,JRXXARORTL,Bed Bath & Beyond,4.0,U,68.0,719.0,R,6.0
Htg13279,Koeonnffouvghfgbtkugsnj,,V,1-802-639-5897,249323.0,2294561.0,Long Beach,tgsdex,hefghnmso,Dole Food,5.0,M,31.0,340.0,O,2.0
Nck13280,Iunpumjyfewxssizu,,M,1-386-695-2443,180897.0,3736725.0,Stamford,Euoksvzwrdqjow,NAKQC,MGIC Investment,2.0,M,67.0,696.0,O,5.0
Ulu13281,Xzcoyiqtjpphosaicrbbwwuvdscu,m,,1-133-344-0698,64683.0,1373134.0,Garden Grove,Hhfzyghyllkxirhomrhgsccjsrhmv,Tppopzjbbkpm,UGI,4.0,U,78.0,429.0,O,6.0
ZMH13282,Oqfnkuywnqkjskkeoinnlupktcuugllarlqunvqbfmnnccuxixjdnoxtux,,S,1-648-894-4848,116935.0,2622298.0,Flint,Fhnsalscqyeedefswwuwrl,Ltmtuo,Packaging Corp. of America,3.0,S,61.0,502.0,U,7.0
eso13283,Bxwhqdksc,F,,1-350-570-6771,84676.0,197048.0,Richmond,Jqqnlhvtmnbqymynwnjoqqaotk,Rtxbz,Dominion Resources,2.0,W,81.0,849.0,R,5.0
Uvw13284,vwrmgjrdsrjcrnudxxspjmhxvvqqpsxffkburraqsnkey,,Q,1-796-938-9443,22879.0,769987.0,Independence,HOWVOBXXKZKBAMNBJND,Qoqbrkwrj,State Farm Insurance Cos.,4.0,U,4.0,,O,1.0
ejn13285,NKCHUZVBLQMGSSQPQEECMGETCCJOXHAMDZNWHERZDPKPULCPMPXZDZXPCKOVYNIY,f,,1-945-448-9130,6876.0,2263759.0,Halifax,EKVIOIERSZFEK,Xlxle,CarMax,3.0,M,20.0,827.0,R,0.0
abg13286,xtoxzfpfdahjuoxhftdyeeicqxpdwudsmmj,,,1-652-817-1263,423844.0,1149508.0,Lancaster,Xshlqjyyykdqeeakxywbukaugj,Tadzvdwmk,Allergan,0.0,W,68.0,377.0,R,3.0
PPL13287,jsepghkxpbikmt,M,y,1-287-586-7650,52513.0,,Burlington,Hbimisqfhdhfas,ocngwjx,Vectren,0.0,M,,428.0,R,5.0
Jiu13288,Phykwcqzfxclpualudqaogwuxwslnbykwgzewpjthkiivqmdskunnruimlsdyj,,P,1-718-238-7850,34540.0,2142179.0,Torrance,Waqkzfslhsqnj,swgmcuxdux,Analog Devices,1.0,M,32.0,326.0,R,6.0
Ims13289,Xhxzkhkxglgziupspkofwndxdbmthquxcfovx,,,1-766-959-6159,173732.0,3456095.0,Portland,IVNFMXUHLNKNQKLQ,EGYAHVCH,CommScope,5.0,,25.0,,O,8.0
kxr13290,ZZJGCEFVTHFGNFCEQUGXVRRTQQMKHXSJNXQDGGSZNHXBQQWXQCFUNGF,,,1-446-952-6459,248640.0,1797369.0,Orlando,Ebcetgrmdusfhkwlqijxchc,FLTBWUK,Express Scripts,4.0,M,56.0,789.0,O,3.0
Jpv13291,FWCQFPOMOHVNCFBGFDRBWADJXJWKKPCGSQKTVGKXATKRHKEPQXHRGAINBWG,F,,1-327-961-7228,439264.0,236958.0,Beaumont,Rmislhw,Dgksmvlbaq,MEMC Electronic Materials,1.0,S,90.0,700.0,O,7.0
AUV13292,cdciiormdlhrqivygsqfuhdwdtqxoexgqvowmzdgviggscrkwccyvxptvdozgumfgoncxcedewyua,F,,1-909-462-1614,338039.0,2916599.0,Lancaster,Ocubrzf,,Las Vegas Sands,5.0,S,18.0,460.0,O,1.0
lip13293,quxoxxtmgzbnmrsaulfyenqbjd,,,1-088-568-0253,138898.0,830045.0,Nashville,QIDHXL,Vdkouhul,Regal-Beloit,4.0,M,49.0,441.0,O,10.0
Nfo13294,igqizsglieckfolqhermjtdnqvsxocpyinjpmmjoyimeadoprrvpqlziaaeimakbfyzpgjceqhjkodf,,,1-900-597-3379,465718.0,3260198.0,Charleston,Uofuytisp,gecgtfvxouab,Murphy Oil,4.0,M,55.0,542.0,R,4.0
Wsz13295,Wskwbvkixqywnulhwuuiouornbespqyuzgtbvpkqnryeqxxvetubuxyvjnumgmsmuryxewhdxrjdou,,,1-881-385-6273,208991.0,2286681.0,Provo,Paopa,Kmlvthsl,SunGard Data Systems,4.0,M,43.0,736.0,O,1.0
qbc13296,nsgqbcxmdvavuntxirwzvqlyqnjifebafrqelcxwdvpxjcaozuvzum,f,R,1-605-435-3346,237244.0,2416195.0,Bridgeport,Uyjkarcjfhpdxtsqlirxlysbatho,Emdktxpin,Energy Transfer Equity,4.0,S,95.0,451.0,O,3.0
HWJ13297,KNXFCPZACRXEOMZMVVHZMOGSQIFETZMTDQBSPALTSZKVV,,s,1-458-069-0788,101559.0,1506478.0,Charleston,Bhnolbqnulsabdukbkzc,Rqcazinms,Torchmark,5.0,M,39.0,620.0,O,
ggf13298,,m,p,1-464-238-0810,55791.0,3328580.0,Syracuse,Bnnavebjbellkprchpcypnkubsip,Brgxxpackcr,3M,2.0,S,46.0,327.0,U,10.0
dvs13299,OSASJKIAXOGOXAVVVVECPPDMOWUAZGWWOBTADYTCNAHNFLBXQDUWTHAGKAB,F,g,1-081-162-4468,293690.0,1482658.0,El Monte,JMEUVKQUPCEGWRRO,WKSDGYYN,DTE Energy,0.0,M,98.0,744.0,R,7.0
Mmk13300,PMLBAEEXJPBHTTHCMZVIPNTLDYKMHQHZ,f,,1-911-389-2850,338565.0,1623391.0,Chesapeake,Pisbqriysjnuxlos,RLAJNQM,HNI,1.0,,37.0,,O,10.0
Bpl13301,caqhsqghpqsrxoivhuslikgynqeuihqbytvsexlkqgwkcrdgidqbcum,,,1-794-660-0975,154961.0,3810116.0,Huntington,Igaaszlxumvzcz,Qeeqxnxkk,Legg Mason,0.0,M,27.0,554.0,O,10.0
Izs13302,dhjwxxsbsvvmhhglewwwntjiiffwysvrrsscov,m,D,1-224-122-8069,196527.0,3210053.0,Omaha,ECHZWRRTLLOYCTJEMJPPONQ,Uflgkjhluhj,Polaris Industries,0.0,M,49.0,694.0,U,4.0
Tpv13303,NODLPZHVEUIADUKUXZRGIHMISMYWQ,,,1-516-909-3477,315680.0,2685602.0,Fayetteville,JBBAGLGANCBGIWUHQFOTDJVX,Ytpnflkvyhr,BlackRock,5.0,M,7.0,507.0,O,4.0
Qgq13304,ICOBYWAUGJKRMZVQBLZFDP,,R,1-138-341-8864,415427.0,112786.0,London,DQXACHNAUXJQZLDSBELFG,xuzfyelrdtzq,Lubrizol,5.0,U,83.0,809.0,O,2.0
Pir13305,FGDABTKPRMHVMQEDPTZA,M,,1-570-136-0551,104727.0,3368397.0,West Valley,Frvfkbmecfpqtusfznjvf,XDOAYETOUM,Asbury Automotive Group,4.0,D,85.0,362.0,U,0.0
Mmg13306,,f,,1-066-670-5957,308515.0,46485.0,Rapid City,Aoszeqrbkpwkucpkqcrgxxmoco,Ncrqhelezez,Sauer-Danfoss,4.0,M,87.0,329.0,O,2.0
SZX13307,REEAYSXUHXRDPMQYIXUPQRMFUOGOREIC,M,,1-808-944-2055,123475.0,198873.0,Biloxi,WLRGFUYFXFCOXHLIORVLIIYBQHGZ,mntonucdqjt,Ralcorp Holdings,5.0,U,22.0,303.0,O,9.0
hmd13308,EBSNXXBOVCTLKAWMHYIIQCRSPHCSOEKWAUOG,,Z,1-589-355-0258,103004.0,3063829.0,Charlottetown,Vxmsbwkqy,Ttyixxkfz,Benchmark Electronics,2.0,U,86.0,656.0,R,8.0
Qjm13309,Nvitrekpngdhsjfesxixfeizrmofpatyfvgcxihsrxijsewuz,f,,1-647-652-7574,267070.0,447917.0,Jacksonville,Ppibejqzyepwgspezjsea,Znlnlzxhh,PG&E Corp.,2.0,M,46.0,710.0,,4.0
Djl13310,RTDGEEXXUZBPDFHVABKEOZWKBHWWFOIXIAMDLIQHIWGMINGWTBHXZNIQVSCDTSRUGGOABBPOPXQXT,F,,1-526-427-3269,127017.0,2301005.0,St. Johns,xbitznxudwydsuui,kkavkdpxek,,2.0,U,,619.0,R,1.0
nos13311,Ooeyopjxaiksqhjtrrfvlobtqirkgbfsrmvahghsala,,,1-330-614-1445,304221.0,1261825.0,Hilo,fplwwkvmfaozeiw,TGKMRHT,Casey's General Stores,2.0,W,4.0,516.0,O,8.0
yse13312,slfsindqxaycldhibqkpnmnxduwhncbaa,m,,1-760-007-7116,443773.0,910255.0,Ann Arbor,WVGBGQYHCSRDNFPEUDLNARHSIHSXNO,YCKJXU,Safeway,1.0,M,94.0,545.0,O,1.0
Sbu13313,Xujvegtpyhoaslhkxwasrnwnzoyaqr,,J,1-955-025-6844,287856.0,1821823.0,Pembroke Pines,aqvjndtsknefbjhioo,PTHNF,Bon-Ton Stores,5.0,S,68.0,811.0,R,0.0
ytz13314,ZMARSSQPOXM,M,O,1-839-197-5686,235513.0,2199015.0,Boston,Iqunpkqrkjyhgnjed,xregvkuvgje,GameStop,2.0,M,84.0,,O,
Fce13315,Ijsvbctldjgsvxhz,F,,1-423-036-6301,168446.0,3734037.0,Palmdale,pqxmyuenkdxgwxhtatfks,Bzxtukntjmuh,Cooper-Standard Holdings,3.0,S,0.0,392.0,O,2.0
Ynb13316,Lonkdbturiatgrvgekqnl,m,h,1-236-597-5459,158347.0,,Torrance,ASXIXIALHAUJRIHNOCWCKCLTWDJM,Easiqoozh,AmeriCredit,3.0,U,3.0,379.0,O,
zur13317,Sfcizcekzhpkwcuqyuqfukkdxmnq,F,e,1-248-353-0225,252112.0,1405386.0,Richmond,kzqficctkkinccrxy,XTIAQE,Black & Decker,3.0,U,8.0,432.0,O,4.0
Kfi13318,Lxiigptgqrsegiegbzpoiwoounpscxpkticgfzysnvpdjqhonfsna,m,a,1-747-947-1632,64619.0,278240.0,Pembroke Pines,KOBQXX,Vzcbixlj,Holly,3.0,U,100.0,414.0,O,2.0
Kky13319,Xqdeojykhdmxlxtueyimphngtuhrqcpsxogvhhcszzomaxqkmhqum,M,E,1-824-966-8091,351408.0,,Raleigh,SQVFIJAZSRPOSXHAGBRKMGMO,,Kraft Foods,3.0,,0.0,557.0,R,3.0
JHT13320,gnuuwqjvbkqcxntkgprfeogalfxwbejayqycyzvbkunfslig,M,,1-097-243-8273,15690.0,1401347.0,Pembroke Pines,Vvsyuntoyqixxsbrvmj,xtmcwdbpwdv,Questar,3.0,,90.0,620.0,R,4.0
AGE13321,Zswxuknigikaoncrdplasenykmxgoqehdyrlnxasqdrlqgopkdsmmuowmbdbezlzfflzhudeoikr,f,,1-263-598-1053,100473.0,989289.0,Scottsdale,Rjeeyehqqcnnsmpm,OAYHHW,Biogen Idec,5.0,M,100.0,603.0,O,9.0
BPP13322,ipgtyrmetntkcd,m,e,1-474-374-1560,79867.0,2424799.0,San Francisco,Nmlkfbjgfctssviiiw,Vdahuxrb,Polo Ralph Lauren,,U,60.0,544.0,R,4.0
Uxt13323,Wvwucqsjywwbgaojgqcejytptgiiplbnihfizhcovlkulphoaozajcubddlulauaoaz,m,L,1-074-245-5912,402837.0,1819852.0,Berkeley,KISSIYPETBMRTSEI,Nahlg,Icahn Enterprises,1.0,S,12.0,568.0,O,2.0
wro13324,Xapvnfturoazlpyncbljvrgwfpijmfnfb,,,1-154-643-3643,182885.0,1333649.0,Sherbrooke,Oewwziucxwaptwqlwzk,DBEKWLQUH,NBTY,0.0,,37.0,609.0,R,6.0
Qfx13325,spxisnbqxwilnirbfraqxmfrqsjngldmmns,M,,,450158.0,970779.0,San Francisco,Yohdrxohrkhmqwnryvbeo,Gmlpzoxetwz,NYSE Euronext,4.0,M,80.0,558.0,O,4.0
ejr13326,UETALRPVUROWOXFHRCRDKZLLKUMPKKUWFGUMAPBDSVWAVPFNXMUGYSWAN,m,R,1-154-681-6410,285716.0,2287116.0,San Buenaventura,Axlayducdriiqc,twaojstrzyhi,ScanSource,4.0,D,65.0,725.0,,0.0
PEX13327,Cputopy,F,D,1-108-812-3106,492831.0,3959338.0,Las Vegas,REOWCQDOUBDFWX,ERSDPKSNBDDN,Dr Pepper Snapple Group,1.0,M,27.0,513.0,O,6.0
Hxn13328,SITWQONUFSJOIDCGMSQECVMXHSPIPMIABMEFVPTROVFSBV,f,,1-911-364-9127,27955.0,165621.0,Brownsville,ojxehjjuekij,Gdjthpivol,ProLogis,3.0,M,85.0,409.0,R,10.0
XVC13329,Vopeutxnbsqojdjwmgtxmojknsoqhuqklkkqqkmiqo,,,1-619-099-4890,252676.0,3359850.0,Mobile,PKMBFLEIG,Hpsabxc,Sovereign Bancorp,5.0,M,100.0,604.0,U,7.0
Yoj13330,Asggzqjcgknqezgxevzqetlxnrcqvssoeelnrgcqyrcgqccdcoztufwq,,o,1-479-553-2230,270966.0,2720565.0,Halifax,pqckealkbhk,Uqpbm,Virgin Media,2.0,M,,523.0,,5.0
RUP13331,NBSCTYJDBOAJDZWSZOYJVWVDUYREDFJMBRUPHMCIMGHMXNCJFGKZB,,N,1-889-751-3110,241791.0,746033.0,Rochester,Vxnjlhpflnltgctynscbgkyalzptne,Tcynuaqpanv,Dun & Bradstreet,5.0,M,20.0,440.0,O,7.0
opz13332,TVDGPRPMQXDQCFROASL,,,1-870-249-6201,203728.0,1644198.0,Minneapolis,Gxcwaejkklqgqkucqiktsvtec,qrvrasw,United Services Automobile,5.0,U,20.0,800.0,O,3.0
Ejl13333,,,,1-812-145-7818,381874.0,2433474.0,Salem,NGFFXUBEGHGLUVQBH,EDDLLKXPXY,Harsco,4.0,M,51.0,453.0,O,6.0
dsh13334,,m,Q,1-918-240-8283,272565.0,253844.0,Santa Clara,Jddkalzlosepxecx,Btppu,Hershey,4.0,M,66.0,753.0,R,5.0
gmp13335,Cgkwblhu,m,z,1-847-007-3615,204894.0,64519.0,Wichita,Vhocyote,UWAIUHDXU,First American Corp.,0.0,M,89.0,775.0,O,
Wth13336,Hsemknaoabsvxvbcedkqjcnmhmxjskadcxjaxsiwbzrvrskpurvmbryhtgurarbcespyowjcffhh,,,1-273-931-8849,333852.0,598414.0,Spokane,pcejxakvlxtlsswh,fwikqqlhi,Solo Cup,5.0,S,15.0,778.0,O,6.0
Fib13337,pbsxhvzebggm,f,r,1-729-085-6870,48703.0,3226370.0,Albuquerque,Eqrktjuypilrgtfkgfvktxtpos,XTOQNNWH,Tyson Foods,3.0,M,14.0,520.0,O,6.0
GGU13338,Hejclmucqdm,f,m,1-757-722-8461,260091.0,358781.0,Norfolk,Ohqaccacftjubtt,XWVIZDIIKM,Buildings Materials Corp.,3.0,S,55.0,827.0,O,5.0
kzu13339,Rlmtnrkgmmypicixrwztjqglaz,,,1-484-181-9036,21794.0,1873831.0,New Orleans,VETYRVPVSOIBQPUDSC,Rueeca,Sentry Insurance Group,5.0,,86.0,661.0,O,7.0
eyq13340,Jqawevlzspwu,,F,1-742-962-2001,363193.0,626234.0,Laredo,ookpckorggkbbuytsmokgokujlcgnw,NBGUODS,Advance Auto Parts,2.0,W,68.0,310.0,O,6.0
Tca13341,Ucjrcsgxfnngg,m,,1-879-424-6284,369519.0,843518.0,Cheyenne,GJVTTUVJJBLZJLTFZG,Kvafkjfnge,Alpha Natural Resources,3.0,M,10.0,350.0,O,1.0
ksg13342,WPAWDVIWDWELBECLIJOJTNVWHPFRFRSAOVB,f,e,1-542-205-7502,365806.0,549065.0,San Francisco,Apcuuoyzlcxdtmtkoqbjfluwwcxvmu,stfanolwrxp,Medco Health Solutions,3.0,M,50.0,434.0,O,3.0
YAF13343,Bskoinocmrvxyulgbkjxjkynhhpljrrpjekfbpquacxrzrpgdzh,M,,1-848-198-8135,157902.0,3384796.0,Durham,Aedwlitpdjvt,VNUTPO,American Electric Power,2.0,S,67.0,735.0,R,4.0
Agy13344,wdjhcvivlumkhqheynhncmrjzdydmtxbalaewufbwjas,,D,1-900-495-9209,318463.0,793150.0,Sandy,DCIMMOACYIIZ,ujeyzxsimmid,DirecTV Group,0.0,U,54.0,609.0,O,6.0
ZVG13345,nnymc,m,,1-549-916-9929,166958.0,1048082.0,Aurora,xngjms,Dyhvjia,Harman International Ind.,1.0,S,19.0,405.0,R,0.0
Qpx13346,,,,1-461-826-5108,486577.0,2537091.0,Vancouver,Nkzgtuxnmhhtndapyohja,,Roper Industries,3.0,U,48.0,838.0,O,6.0
Gtu13347,IYDFYFNLCQFBDTLFXPAFAMVBVMRTTJUV,,s,1-827-263-8166,161659.0,3490055.0,Newport News,Anjntguhuvvzpdpdvd,WSSPKM,Ryland Group,0.0,U,62.0,,U,2.0
Sub13348,tauslktxpjbtbzxmpfdsursiqprzgnafgcxhjewzak,,,1-259-197-0305,137427.0,1608362.0,Palmdale,XLCFAZJPOAKCSXMUPTPFQEGFFEOTX,gzbelc,SAIC,0.0,S,73.0,338.0,O,0.0
Bbp13349,cfwltofzlcvhymnawmvqohluxuudomspszinkcueln,F,,1-638-796-3439,235313.0,1289122.0,Frederick,Dxdxuybhaereobqcnoqm,ZQWDVZH,Navistar International,1.0,U,69.0,379.0,O,10.0
Hoa13350,vbrjfefhbicyvfbcgkwprfaojasjjcejjvvrpgtxtmwgjpezmmu,,i,1-665-005-9897,339231.0,2183732.0,Huntington Beach,gtggpjnzjismpdryryoond,Bfavkjcbhvb,Shaw Group,3.0,M,53.0,490.0,R,10.0
qzs13351,,f,,1-179-695-2168,399198.0,648748.0,Fullerton,Vtgjknrttaziuutisefuhou,xhbxskj,Beacon Roofing Supply,4.0,S,2.0,376.0,O,0.0
PQO13352,Wrdqczwhdifvjgqqyjqsghylkplgmmr,f,,1-102-008-3392,262395.0,362205.0,St. Johns,rykjmatjwouoxznuftu,Jatiieihkp,ENSCO International,3.0,M,89.0,762.0,O,5.0
Wnu13353,Ilkgdiqbkrpvoqkjtlvoahlkzjldduaeinkedqblaopsjtdgrmq,,,1-820-952-7781,340377.0,3458696.0,Bellevue,Lbrhgyisioojncjyx,TKULUUHCYN,Convergys,1.0,M,82.0,316.0,R,6.0
Fuo13354,nhsrxkqqelitdsraofzketitcnnvkmbmjnvjlnrkgzan,,N,1-375-585-8507,331416.0,1350822.0,Fullerton,HOFVFQBURXHVIQQAKDV,oancszpym,TRW Automotive Holdings,1.0,M,57.0,422.0,O,8.0
Yer13355,AOOVTHWVCUOZTQBPEAPEOHXYLQISCTRELWOZWQEXDYN,M,,1-384-370-2066,349824.0,3823161.0,Oshawa,OIFASAAHMAWDMAGCNXKGHGGK,PUSTUFZYSP,Land O'Lakes,3.0,U,33.0,689.0,O,9.0
Ohx13356,Nczsassfbeplkokibwichrwwyrufacfnbn,,,1-276-729-8464,60959.0,1675641.0,San Bernardino,Dweouxjwqqubbugtxu,,Domtar,2.0,D,46.0,434.0,O,0.0
tov13357,MTSGIABCHEPQDINVGESWIXYFFFNHYHO,M,,1-705-456-8781,112793.0,3757165.0,Eugene,Thsfffo,Trzbiebncbu,Pacific Life,5.0,M,46.0,458.0,O,9.0
lsb13358,Pfdwzhqqigpypvgxelfcstgseqcahymndqudsqoyscuzjhxneyxhzahtafeuqlqwptrwldscb,,W,1-639-734-7749,236397.0,2836186.0,San Buenaventura,Eosseujmkpxmchuhohouiuxkj,AJFGFVGDM,eBay,3.0,D,45.0,763.0,O,0.0
taj13359,Scwtxbkfzyag,F,j,1-806-219-8331,183171.0,3789067.0,Fort Collins,hwvdwifgtwghxahiixgo,RPKNOVALSKFI,BMC Software,4.0,M,,816.0,O,
qcz13360,BTFHGQCEZUYMNYVWNCV,m,G,1-897-966-2354,390375.0,3823618.0,Santa Rosa,Qfdtnrswodhqapsjjoklkvdkqi,Gftmhycuj,Puget Energy,4.0,S,50.0,731.0,U,3.0
Yrz13361,ERTNQJHIYS,M,B,1-983-658-4608,100336.0,3697223.0,Dallas,Vwtvjueieva,Rreflir,Holly,5.0,U,46.0,595.0,O,
Sus13362,Suuhbswvbsnxer,M,Q,1-217-758-1131,14658.0,3225259.0,Cincinnati,caoueizvdbkcxkggbihryspmqpmsgf,Rbxmyybrcv,Ingles Markets,5.0,U,75.0,732.0,O,9.0
Qgz13363,Sxnpqdntefclrukdlkfkmqmblsluevwfjkkifvlzkewyjqefcflhubjpfpxufvhbfvdiysmg,,V,1-993-790-8630,7124.0,2303361.0,Tulsa,Wvxghdxbv,NTAYMED,McCormick,5.0,U,,568.0,O,5.0
BDA13364,Dqwdmzfxrebkppbbadnxhnjjezveobdkvbaeojtownakwwquespzyoqlphavtouypdbmxxiao,,C,1-815-683-4774,329910.0,249878.0,St. Johns,Ndcveb,jxtiq,Tellabs,5.0,M,51.0,844.0,R,9.0
Sbf13365,Clewirshjdwmmzdsbudakxbrestoplatsjesssuttrxfjzs,,,1-492-409-5837,264203.0,2082068.0,Austin,Zvupjvcxgo,Oskvr,Raytheon,5.0,S,57.0,702.0,O,9.0
RCF13366,vupthyufgneyryiujcnhgawuewkmorkvxftinoqtonayzfzjxispkarsjlkffauisxyphkkjzcr,F,T,1-844-370-2961,228938.0,2208589.0,Richmond,nkkxcle,Gdjpmkauupcj,Massey Energy,0.0,,33.0,,O,4.0
Nxh13367,Rditlxdygitmcqdhrbokmig,f,S,1-524-628-3861,491594.0,1492441.0,Austin,piyzoo,Usslbvjqvlxt,"Toys ""R"" Us",4.0,M,33.0,565.0,O,10.0
UXS13368,uabmruoejdqowvvtegbyuloqjwavfq,,E,1-226-019-8060,71628.0,3845994.0,Huntington Beach,HYANHOTVDDNOBAHUKWNYX,Hlwilbcaypix,O'Reilly Automotive,1.0,U,88.0,615.0,R,1.0
WOE13369,Cubuyjbyntqmfukecwhjddjnvmyxevolskuneabbraoxldigcvpexrwnpgmnokefoaag,m,R,1-687-161-3010,46563.0,3039054.0,Charleston,Yajfdotxhpowvuklvjkr,Mefzlgvihjb,Cinemark Holdings,2.0,U,69.0,648.0,O,3.0
Noe13370,Xfnwjrvonysghqzjitxdcgariqtxzpjibktlclyjuszeyszjwsmblkvhtteppvtfwyt,F,,1-628-853-3357,8641.0,1588379.0,Kansas City,Ntivebijgcckvxyvle,OLCWRMHZKV,Priceline.com,5.0,M,90.0,416.0,O,3.0
Zsi13371,UTCZYNGNZIFXLTWUOSYMDTCXRDYLVYGQDEU,,,1-885-888-8635,483217.0,2417178.0,West Valley,Xgohllqwakbwoh,Rkedjpttijoo,Source Interlink Cos.,,M,99.0,629.0,O,9.0
SJM13372,eebfeognrwuqfjcjoui,,,1-448-229-9207,435229.0,2650526.0,Palmdale,BBVXZVNGXJ,smmoe,Men's Wearhouse,1.0,M,22.0,836.0,U,6.0
Gry13373,WBXEXGDCXOSDCJKCXDPBVKRSVZIZS,m,,1-486-940-6841,76119.0,3206805.0,Fairbanks,LHTIIANWGWDFHXIDMW,IHHVUIIMSMUW,,4.0,M,31.0,467.0,O,2.0
COX13374,MUCMJJWADXWNP,m,A,1-659-481-4849,291399.0,3685584.0,Minneapolis,Pkitqoproknehqnirkqbfzevshwo,LCKJII,Magellan Health Services,0.0,M,6.0,789.0,O,3.0
Ssj13375,GRYFIOCAXUHZCUTLKTX,M,,1-613-819-8161,92459.0,1658297.0,Vancouver,Mzrydtjwraruddpy,qsvfop,Cracker Barrel Old Country,4.0,M,72.0,827.0,O,9.0
SJV13376,Jjncgrvpikcrrizbzaffqqnoyqhaqfesnguyxmelpiwnodnhtqiiynwwjtjcluacxpbxbt,M,,1-366-879-5441,336158.0,1236802.0,Fort Lauderdale,xvshmsvndiatvfuh,Oiclju,Winn-Dixie Stores,2.0,S,57.0,452.0,O,4.0
