AgencyID,NumberCreditCards,OwnOrRentFlag,PostalCode,MiddleInitial,NumberCars,LastName,FirstName,Gender,AddressLine1,AddressLine2,City,State,Country
xkm13972,6.0,O,,,1.0,Zkmtiochsszpn,Xjqtudjercqswd,,Jxiklbyogcozysidlmgxxlvlsmodkotjjlmxnzpbqtxooxhamhbcnjpyifpm,Bifqujkdzyinqklztrjcfaktioikfs,Toronto,IA,United States of America
Iej13873,2.0,R,GTUAiVUwPKG,,5.0,Iejxalgcpkpvv,Rnswupseqgatupxk,M,Dvpbjqfsmznlcbjyexxizrxvertoqmfotwwbinhfhcjtrvjwyoamwikwdecmbh,,Missoula,UT,United States of America
Kjv139y4,10.0,O,cgfxvgjx,,4.0,Kjvapjdwtdja,Pnqbxirxyifloavcwl,,Euyps,YFIUJQBZTYCXEMCPAY,Windsor,VA,United States of America
Ebc13075,6.0,R,sadguxukwgws,,1.0,Ebckgxfchtwsgpzywhfidmxj,Twebwnrnlqc,f,cyxgaijbelbthstdovrbvbmxztpcsdmpelkbgmcbttfzewlwkwbveglupa,Blcnevikuuft,Chula Vista,IA,United States of America
Rqf13986,2.0,O,Vpicduto,,1.0,Rqfouarqqggysfgzeiuyfao,Tszcxsfrcubqdisa,,Sghuhfqvigoxfisojxwgwssfpohiskolcerwlmfyoddtnutaizsoxjylrweejbft,,Great Falls,UT,Canada
Eqq14977,4.0,O,,S,6.0,Eqqzohwggpjovxxetcqbqkwq,dlcsldtjfqsfflidsmwdsixbt,,Irnttwmr,Ppejioibcwdwrppudtxkxsawkgfpjnxfxrsstxiuyetskvyzjldjlfsekm,McAllen,WY,United States of America
wyy13978,4.0,O,OVA9JsCDXZG,,3.0,eyyjulegdtopdfh,LELHPXTLYFHTGHDUXBVTTOURS,,iooibkrybqkkgwedmwmespgwuvpwpjycrdfexwvvchwtdsgmrewszhtncaf,HNBSYDTHJCWQNFTTURZJXLRXZPNQCYXWQZBZBITBJYG,Buffalo,NV,United States of America
fnl1397p,5.0,O,qtlf0vgisl,q,3.0,fnldqeqkkzsmmmnhjqtepnofx,mucuslrexloqkclft,,Knzcevyskpfnbbewpzevjskllifcbzjxghrpotsrczkafckgwvhotokfjpc,Oxblgebmgscmtpfzmhcnatxhtjvizoykmdumrqdujnlpevqlzbjhmxykbyx,Chula Vista,TX,United States of America
Lol13i80,7.0,U,OKYdDGK,K,8.0,Loldqbhhtaawnwitthrcajzt,Zjaepppubftigikh,,SCIYTWDDXHFOVMZHUFNENWHFWGYMWMECWXGVXKKQQXCSOOEYOGOCTCIFLHYLDIUXRG,Xymozlfha,Lowell,NE,United States of America
Qde13881,3.0,O,Ixnfe9srq,O,2.0,Qdeknadjwttkua,Xbdypqqepgus,,ZWMVUPYQWXVZQVSCQRXFDEDAESSBZPGIXCRPXPRSAJVAQNDXFLQADFUFT,favtbzpgsyykojghpxdwgugwsylchjczcunmxhjrsoswhy,Torrance,Prince Edward Island,Canada
Rcg23982,2.0,O,Vorbrmntumq,G,,Rcgbsuxevqjglrfxvwv,Hlqxjq,,AJDTRDRMOTXEHWOA,Twzzhthpksbjuwhobipfadcdwcqndaconueilgegqfbdokwnljylchahwljpykcsdcfyjouz,Phoenix,VA,Canada
rve1e983,5.0,R,kdqmlnaf,Y,,rveaerxgqtlxrt,bxuybcdxkrel,M,Skbnrqjgtivoijixmphvvrncqweoizhcuhqnrbnrlsrmcey,Crvtdkhzdgjfuvvxlvzvogipjordcymwulqf,Boston,FL,United States of America
Mfq13o84,6.0,R,Tcvks0zc,e,3.0,Mfqxdwpicnvr,Jekqltromqnsbopjrzahw,F,Veyrmsvtovgmvpfftvshgafjioijzfumjqfdwszbietfklssbuyrnmodwtbrajectkbkknobunezrv,Nrsrxbgcbxqypkshlgfrbosnuxhwqiafkcuettmwwuhfhnhodxn,Paterson,MD,United States of America
ajj13985,6.0,O,fAIYTS,d,3.0,amjocgwdddglkqavqcdzxqobtclg,UCDPTDK,f,rccgxuipzcy,bcmmfabrmfpqqnmronrvonjvxcjcjhcknzkbwtdqwibfylbfdixgsnvrlxnzhuvcerdacguaiws,Iqaluit,WI,United States of America
qhc1w986,1.0,O,isymrkwaazb,P,,qhcdvdocpzwqvhgxrgcpfdismwq,Vgjqraoeoicsjfbi,,Dwsijxahafeokxcxnflhybuyufxdcommtrgkwhwojjebvaealpjijgxtwtswppsldegppttvoqwlt,Lrquqrbrzdxfjdhycowtnuwwbfqjacxbcqdrkknxvgflqjvxronnnizourmbovv,Garden Grove,MO,United States of America
Ank13987,4.0,O,Jvhjlcw0q,,5.0,Ahkvgzzeygpqlrt,Udssiqxgpbppdwriu,,ZJDELCFSWTLPVNHFJASPODMPOWPXTESRHOTYBVQTCSACXSXC,Puhppfjxoxpsuuowlhwoswkhvytipillfvmmrgstblntqkz,London,MO,United States of America
RlG13988,3.0,,Pnlkwmmqqs,M,2.0,RPGXPSQ,Uvsduwlyhbkazfysfnzus,m,onbbhspwwogcueonxrfimkrnohbjwshtt,Orxtnaxajatbjkoqcwyevpevknsumlxnoehqhpbjyrobfpvugbk,Greensboro,DC,United States of America
Mwv139o9,5.0,O,Hcrowqyjswj,T,3.0,Mwvumj,CCWVXWDDXWRGQKR,,Ctrsjbfpxocbomnhixoxppr,LBFBHTJSYTIYNQAUQHCTSXL,Tulsa,NH,United States of America
Ozt1e990,4.0,O,TDAlMG,,5.0,Oztmkmuqltzf,Gnqbpdkbocfggvzgta,f,Nynceebaruhdicamupijadstpfnfvrtztrrvkophog,cbnrpk,Pueblo,NY,United States of America
C8D13991,5.0,O,Nybsh,,2.0,CIDIMKQPBMY,bpxdhbmlsoawosnxww,f,ugvqsdryxnfrnjswssvdrkuebk,Lkqodsezednmudnhpqjfcrsnai,Edmonton,UT,United States of America
ate139p2,8.0,R,Owxcad,z,0.0,atebbhsjbahpocwcrxcdvipajjbfc,pfhsdjyqnpkmpdvv,f,hksurrpzwstvuywvcyjrtecxrusqlhukoxqtfkqagxhdlnzygvcdylsyn,Ldrfjfasboaklx,Riverside,ID,United States of America
rtv13993,7.0,O,yhsivwj,E,1.0,ftvncdutnaosvwoiffkzfkefq,Gkphsf,M,gmpbweskzavacktqnfjbrxieodnquaxbicjsmncuaihjsew,Jmvtgnhnzwrogvlqjwiensesmfttlnagdclppshlvwmd,Richmond,NH,United States of America
OSm13994,2.0,O,B4DDTGOYO,V,7.0,OSHZJPXYVCKUTRKCUBDBXHBGXGIJWO,Mqbyqtuueetkpccejwnxdgf,M,RBXSEFUVGQYTWTGRXAEDYWGINGVSBCXXVGZFX,zhzrldpaoklqciibuycallwikhrobuwnflxefkiqktxuburskgjjwmaxvnjwkkeis,Montgomery,WV,United States of America
Ull139p5,,O,rnlaukjeq,,,Ullicplcmsydihhbhqtrrhzvzmkp,Kdttcevzsspfujvyfddorqwbyiucb,,Senlhfxtlezmwrflpjguxdbtfurlkjjdlawfnspaonz,Qsaiomh,Las Cruces,TN,Canada
vaq13996,5.0,O,Khdeitin,S,7.0,Baqysiiasjud,ITIFNPQVYBLMBUVEOQIRSPO,F,Zpxamsrvcipjuefrqnmtkkmxhnffhmskloawplsnqywfnkgkojmdmfgmhvmdkvapp,oobbkormscdrbpwqduhxgrqstxqfhcohrhdwsvokzztkzblahujrdhpkepai,Flint,WV,United States of America
jqa13997,2.0,O,lzvow,h,3.0,jqswpmkpgpvduft,Yemapaikt,f,YJZTFDHJRRFQILANGPVEIMIMANETXDJTNIWG,edxmeinqvznozkqmqpnukuuovtmerftriwdtxokkvsuwjbcxmbgsvxjzzzfytxlr,Lancaster,British Columbia,United States of America
aMB13998,6.0,O,cjinvtruz,w,5.0,QMBKXQQARJOJWXL,Inxgdfrcbljwdtbrfaoldkatohb,F,ageglrhdxhtzsigsblofyzewfsvfdwixhumwdshzanopexwshvfmdohafsanplpkplwetrnr,Xomjzqybwcianctqgxtfaswshxdydgy,Ottawa,Nova Scotia,Canada
Bew13999,1.0,O,HRPwGHB,h,0.0,Beqahi,Mzhkdhzpptsglal,M,Hvdslnohiirkpipfghldavxbmddxtfoqjjiobhmoefhstnuzwjvsfnpiufwyfjk,Ibytxzajrxlmtnzirzatubpqqnvcajxcogtfcqrocxsaacfdrv,San Bernardino,NM,United States of America
UOM14009,3.0,O,Odepsulkuo,,4.0,UOMNGBRFPBCVTCIX,Sxwpm,f,Kdcoksarxklchsmrtjlravmdjg,phkorlwgamlbjkxrkcieq,Salem,Prince Edward Island,United States of America
yhl24001,2.0,O,Givpxk1,,3.0,yhljxwsetkkxup,Bhsdmozvrjjibrpd,M,Koxnjmkexzkwjsslaqspycoyhrvziokwwz,Mzflbhfcnjcesbmciwjgmzfifaeyqilqnvlmpaxatmxusdedzbucejdolfnwgmojraelkidgwsskwdf,Toronto,CT,Canada
q8l14002,2.0,O,JTXDLA4cSA,H,6.0,qulgqnkepfaliwocqp,qpehgsuoluxqbksqmpoimjrshxtro,M,hbotdvtk,Pidixgnfbjp,Fremont,NM,United States of America
INC1t003,3.0,O,wqlxi,,4.0,INCOMOISEOGFMQHEFPHTXNBX,Dzzqprjcgvkmnigae,F,zicednsvpmklcisspofvqddacpbxygrhfkxqobvpayhdkjsqjoicweazjkyhopaztdawhdnukfi,YHSUKITZHAZOEXADWIZUVJIIPJEXVHZZIBTWUS,Tacoma,TX,United States of America
Xlm140o4,6.0,O,kmlausqos,V,5.0,Xlmclskj,Ejpzuaqtfpusmwsmyxmf,M,ssqffoysxxqmlgssojlbxdfatchekealyrcbdbcvnijidpstukobn,Aouefjofbbkszfmvwjugibgm,Santa Clara,MT,United States of America
JQO1t005,4.0,,4sknihlbvclc,,2.0,JQOQVTZDREO,Qimyzqkmpdjigtiq,F,Xycdjhxtublpbrkagokrlmajhuokrhxkgxbglfxezhgcecxjupvevrtuvixkxyoxuygyjohnffqub,Alphskslwuhqykzaejrkgqvonqcsmojlejgtfqxrkvjrcygpne,Elizabeth,WY,United States of America
IWJ14p06,3.0,O,ppimbjqtmxvw,N,,IWJCTXDRLKDUGHQVPQUZ,Ftlbmwkqoqgbkpttukdigfkvf,f,ZQCFPHMXFDNICZV,Plpeygjlisdfanfwnpcdcjizsujsljkxolcvr,Overland Park,OR,United States of America
QIQ14o07,3.0,O,Xshdzv,,3.0,QIQFKAPJBQVO,RNMLXBHLTIP,,RPTGDXGIXCECVSCIKTVYG,Gxeubzpwvsgjrpzrcqcetdrfnvqofrinkjrnhntrchgbtcrw,Warren,PA,United States of America
fTN14008,11.0,O,8pcgjbkkrl,V,1.0,BTNDOMEAJNRPGGDBGFAPAQPLEGNJBR,Piyazddetqnaggadtxnaryfqyf,,Swfaxoheqmljjekeehrndwwaeldxtqmleogselurheniykdtgn,wkfivxplxibiucuvrjswjzuhcgicphlhgqtsvqetecvcpkovnkevwbvy,Salinas,DE,United States of America
Axh1e009,6.0,O,agtvlsy,,0.0,Axhzhtvhq,Ciiyzoysrihicjfo,m,Zarvxvdeidfnnsyzdndxzjqwwxh,uyari,Mesa,DC,Canada
Zpn14019,5.0,R,Ckrkxr,,3.0,Zpnrsjhlwgjtqqvdf,Fqyqyzzuxbopnhjjddmpmxc,M,SBWSGQNPPFMSQKLSXGOSDJWEOZFFMFIXNSLXVIEYOXJEYQXETZSQMUJTCJHOUHGAVJNMORJA,utfkabrtjdqcgqtgpckywzoimbgwoejrzrjlsuzbtggeelmjdgrhvavf,Waterbury,NC,Canada
tks1e011,8.0,O,cfmdsp,L,6.0,tksbjkyyavfznhcrrgpdwgsgyftjw,cbdgxznuhzrzkds,,kvvqt,aomlxlmptlakknkmfkmnowinmvlvmlacvwaapwtw,Lexington,Saskatchewan,Canada
L5n14012,4.0,O,Bbpxca,,4.0,Ltnkutxbbpgd,KXPQFGIUB,M,fqrrkutzyxntbrni,xnlwwkuaqevidjwrhgflsesgrkfvarupbecajhfpgftevydqqv,Greensboro,Newfoundland,United States of America
Qtb1401r,7.0,O,lgxdjwcumspi,O,5.0,Qtbrhoxinbhm,Mgbvfclerpvwcejxaj,,Podbankrdksrhhojmfjoyfesdfanolyjrbsrzir,qsftvcsryshxrzwbaxjgvzgjyzlywiz,West Covina,Saskatchewan,Canada
Tvw1e014,6.0,O,Xdomzqhpiaij,,4.0,Tvwda,SGLGMPXT,,zplyeqreg,Gcxqgqqofgig,Oceanside,Nova Scotia,Canada
K4u14015,3.0,O,jygkkvnk,E,4.0,Ktukgygumebnxjuokr,ATYHUJQVLMMRSAM,,,eajieptivwaqrjoyoukkdmptlwmpimyeqqtbnxlaltvssjbpwsnhyegybduievjmrckypadu,Atlanta,DE,United States of America
XCG1401u,4.0,U,HPmLZNZJI,,3.0,XCGOVARTIZOAYXFHHJRQDTQZQVL,Nthembwnotixgvcalbedcoonfagywh,m,cspzzxklbcqvuml,,Denver,WV,
zZM14017,3.0,O,ipaazvj,Q,6.0,AZMBLTZCMSJJWTLPRV,NPKQUAFXWOITVHJOXO,,bsfeterzqbykfwticmwtuamakiwstfaqrpamsxsotlfopxonhpouedkfishy,oldhgjyyfxhjvsdmqfmvtgmwufhaiorruxnuqnguxcav,Raleigh,MO,United States of America
Jvd140w8,6.0,R,Dwpkscqlgu,h,0.0,Jvdfvzmehjuie,AMXVOEESUGIVDKUPYQRGIFRDLIB,m,BKVRCXOGHAXUPDIXUOVBKDBCXOJPEEQEIRBMLHTHNOCXD,Qnkubhlaszqeaitfracrorvcwmq,Corona,CT,United States of America
dds14019,5.0,O,zvuyvqvg,,2.0,dvskuqmwsanghrvsbcbpq,dhtrviad,,,larxnbmyfdcmhyzhjlvzemw,Albuquerque,ND,Canada
eJR14020,6.0,,kybeuck,r,3.0,RJRBWJLXOMWSQWXZRPVVJIGIRGTD,Uwczyxvip,f,Wlbdbekgdevlesmcunlgmexunlzcaohaigumrvjtvbtethlnayjuogrtd,Jgyniayufpke,Tempe,British Columbia,Canada
Fjj14022,4.0,R,,,,Fjjoveokfaqrqmteykt,Ayadvnogemplsb,,agrblebilskksikkczhvxanajrwsqdaboddboputkuieaonxocvxcfystcqz,Zqzjspgmboqdgxgbuyqhfbmsexvfhhtnbpzoslevjrmrhkjebzqc,Cleveland,FL,United States of America
Tvd1r022,4.0,O,Jkiqybb,,3.0,Tvdcyhhf,Pjhwvppitef,,EJKBKCWOCWYDKAOQHHNBFIXXAZQTCOCADUEBBPVY,Hxlwtfkiqmlvwnsuuphkvhqukumaejaoxobjrudnivdejnexxdfxwrfgkfcmowmgipbidogzmutqnrbu,Cincinnati,British Columbia,Canada
ZEF1402r,2.0,O,vvbfbseoqt,N,2.0,ZEFUSWFMSYDWZXCFQFOTUM,Hauuhw,,Jbadfpztaukvjjzydwxtkmbonknjrzmtjemfnbhmivmxcfmilegwjdkfjjxowknnssuugkdi,RUBTZFEWCNDJJGHQQJWVSULTWBHRBDWXDUTGEPLLOBMCTNWCVNEGMZQEPIQNCAUUVXBQJRCK,St. Johns,AL,United States of America
Xk414024,2.0,O,RfOIQ,,3.0,Xkryt,enwndumczyuo,,Pmcuqgjnwfrzkoag,Zyrrlxefkpgyimcrwcdqnclmwurigjyxffdgnddvsmkfh,Whitehorse,CO,United States of America
1MN14025,1.0,O,bcnutfystfi,,8.0,WMNATRFDRJQAIHTQIVSCSPJFJ,euhdnsrthaohhdsviptgvpb,,XJDLRGCBQJDGEZYSDMVMRGZZMCDDGECSJCUMCEKYLUHQVNFPXZOSYWHFAWMXZSSOMZEBDPPPVVEF,Bznuhvgokoceazxlqnpexjxoevunlcsntdsuuuerydrvbgrda,Abilene,KS,United States of America
RhJ14026,4.0,O,Ufcgjo,o,1.0,RJJWQW,Hwmiwi,,Puvuzzytornbdblo,Bxyngwrqyitlrlaajsqjcagbmparpivposxmszjxxhxjhxbmuyk,Laredo,AZ,United States of America
Fek14o27,7.0,R,Wjhznhgr,l,2.0,Fekymvuhjpgiavanzrjnbfhsvebwb,Agbdcucmvt,,lknpgukgkiwzrrtelfbhqndoaogltxzvsqicmzgxppeazvgcwtn,DDXJSLBAOOGNURMGYYOAOONOJMZUBKKJGYZSXOHBGDOFITLHEPTGDUOZBVLSKDA,Nashville,KY,United States of America
Wol14018,5.0,O,ylezgm,,3.0,Wolmkukyidsjptzulvpshgniaq,Ohnyrkshqpgjdnrbaialjrlfnd,m,rwqtxbjyekrkeugounusoncibncyesliqkglkda,Hajhzriagifbikqptbszafngyfuppurnpjpbjaqaqombwypejntbnxvtfwms,Hialeah,SC,Canada
QES14929,3.0,O,Opuovnso,N,0.0,QESRCWPEAKLIFESFEZAWOS,Osqvaexqkrodxsmtfsplf,f,lrjwqfdqephrwzkekkfdgipiqxsvxgsafyjjgorckigbkuk,Vvwhfhoribrvboxqironhlzjsmncsglsndebjwxrhggwklfmmrgtzqapuozflcgptabl,Chandler,NM,Canada
GUg14030,8.0,R,aydkcnmmr,,1.0,GUBGVOOFSQDCVF,Numeihpwex,,Kdmxatiwedgitjxmejsrslgoda,Mfsquwplgtboihzvqildnxdrfokbwigvygjlwqnc,Pomona,Prince Edward Island,United States of America
G6b14031,8.0,R,Qjriazlbrc,,4.0,Gubijckvs,Ropthvdfauyjjjyqlhhevcyopre,,Hdvwlpseozhgbmjtsveezbzkaqwppjvqtxaprpjjgvtxufajjncpcwwrmggkskjui,hdbdughjxsfjmaygehduadijndubhtdtvvxpsnjtwmafako,Sherbrooke,Manitoba,United States of America
Lmi14032,9.0,O,Sstllcjqt1,F,1.0,Lmjquokvsblpf,Sgbfrxgqkhkszfsowdx,,Fjlbjrgkspecbsgsrlktvgxkalbweogqdml,RIWUMBCVSWEFBWZNMKFUCHAHPNAZRMVHCUWBPCFTNU,Las Cruces,KS,United States of America
yob14033,3.0,O,Bwoimz3jrob,E,3.0,Tobrqlldfg,etzznvp,M,Hmcogwzltjejlpj,Yqzhitboovfdyfm,Overland Park,NV,Canada
hrf14934,6.0,R,aqprnz,t,4.0,hrfbywjiqcr,Pkdupeoytvpgdaovdkfnbss,m,cgtdhnughfwiemofiswgzymnsrkyhtnhksmcqlaidgnsdkcvbfdkgjhdw,TTLNBPKTU,Victoria,British Columbia,United States of America
ICS140w5,,U,,Y,4.0,ICSINFKSJCKBWVROXQP,WLLDQJIGGASZXV,,Wgeztvsesuanbiwmthvfqojuwxcuxrcsnetkalxkaihlbgdnhjvlgodxudt,Ksdepcmyxjhmdnjjublxqqkzcxnkknjlkkqpebjghrsmxamumkranfxovodwutnbuv,El Monte,Alberta,Canada
mub14036,6.0,O,OQGMBUI7,,2.0,Jubdnxksaciggsia,Tvekcouvsolebkljgsylkdifojg,f,Lazbgmguxxxbncncwiflzdmduuuzlucxfgewffmbzouc,Qegkjbhjhlpwvcoadrlibwtdttpbchjcumduvvtgbvfniuqti,Berkeley,WV,United States of America
lar14037,2.0,U,Ptp7mvrfbqy,I,4.0,Parpd,Dhqrluadrmyzdhnbnejuria,f,khzxguyakpxpynhuaibmlmgkvclaiddtmrkswpivjwjldkisgowcdpslxftqaquggsvvofuxtdbzjw,hvicumfebcekfcftixgvqdjazlcpihnegerwjvqop,London,Alberta,United States of America
OJOq4038,5.0,O,BPCHTIlR,,3.0,OJOHJVJODCSP,KGGVWDESCSCPTKFXJI,,Nldlfxkfffjwztplqnvuexdhrftdotu,Vwvjzgrryhhcxfyfxmtaedzqhiesmlhotnuwwihh,Jacksonville,AR,United States of America
N8M14039,6.0,O,Ogbqmokzvof,,4.0,NOMLQYLOIUBZUOAJT,VFZLPTNIWSUHMVOMBJKB,m,HWEWYIPKEJNQQZUVZNS,Ocmfyzoh,Huntington,New Brunswick,United States of America
efr140e0,4.0,O,Irywg,,2.0,efrxqpcyc,uapcilypbvcfmmt,,Fvqbgpwsugkykyujbhcgqcyxstf,Jxvbnwrlkkapiruwlnhgktoeajrsaetqsgqaswnzvoszwmooqfujbaxjubxyzrssvilwxhijjxxfnd,Torrance,DC,Canada
RHh14041,2.0,O,Aeroelot1w,,3.0,RHJEP,kacekkbb,m,Vzqqnirthopaoxinrffcjvejzyuimu,GAHEXASGJIGRVAMEDRKYJRDRJQSRFSJDGPGBMOXHVDPZVHM,Reno,SC,United States of America
bzd1404e,4.0,R,azerzymduvso,T,1.0,bzdzmircoohxqrwpnnj,CXZTBXDKEMQBIAEBLJFIYUJWQBO,M,TKRMNMLPBPMNPWZINXMAGING,GQGSJSRBCTLWGRHPHQKXJCIRMAZYWMSVXSOCZRJCOHDOF,Wichita,MT,United States of America
kUF14043,8.0,O,Sdslctcaz,m,6.0,IUFTDCSVBSFTO,Ileaapmhdtusxtrnntm,,cmfblybdn,Bwxraxxgzfswuaughdlwbxojiqpjpcliryntxrb,Lexington,Manitoba,
Jli14944,6.0,O,JlEAYZV,W,4.0,Jliepmk,Ujovaynbfkjazulhtfwt,f,Majstxln,Rofcgqxhvejyaivuywhkbcrvixldxlmdewwbsmhnlbrwinuuoxctkghhhfglovafxcsoft,Omaha,TN,Canada
Nwx14045,6.0,O,Ebhfkj,,4.0,Nwalzslesxrznzrninz,iucjonpwmxsvbhelrrhxbsnhoqyvbw,F,gveifmezjeegansjfxvthdpmsxeqyxhncwygccfruymhdoemjlmhimulvrgknussawrwdh,Gespuotspqmvvyaduvwesnaiabmakar,Springfield,TX,United States of America
Toqw4046,9.0,O,D2EGDNNQC,w,4.0,Toqgiruokinwctwvsm,Rotsgmogivtjk,,Ijierekpzetiou,nvehya,Hayward,ID,United States of America
YCJ14037,7.0,O,Ixjrnq7go,D,3.0,YCJBIOASEFWJCLXVVLOAWEFBEA,yxvegitoizxopkscdyfzwkmpygpwzb,F,,Znggbacljfcryxmtkutmiakh,Jacksonville,MI,United States of America
ZLX14049,4.0,O,Ylekks,Q,0.0,ZLXYXDHOSVFOXIYPDMPTWKRRGB,Nlzzrozwgfg,,useam,lxpdkqahwvswsdjblqpfnxefmkgidufvbfjlhohnnpdaabmjprconmdnchlbkppxrzutphfjftm,Irving,Quebec,Canada
Wav24049,3.0,O,Cwrdr,o,5.0,Wavtcdbwtztyjqhuqtgrjeajsote,Ggnhgdnrvv,,BGKCBNOSNLQDACLNQWXWDMGNVFDXMZDPZCHCEXPMQBOGPPTYBNMABHQHRVHKZSBGDIEHURCHATBG,Lghuskxhaniaxfiommiuixmtunibkqodnckeabvxsuppeqqxjkridovupygrrbtovb,Eugene,MT,United States of America
Sfs14050,2.0,O,Nz9eqxu,u,1.0,Sfqdhmzpyqwuiobupkqyuscgq,DZSGBCKCMVIJOPZATXKSKLDGLFF,f,Gykube,,Buffalo,MS,Canada
NMV1405q,4.0,O,tnpiwrqi,,3.0,NMVVLA,KTJEFBAPJSBKVEWZIFMVKMEYNSZ,,Hpdnvrnclvawawdpmmobkitmoeuicznvfblhwfpkjntteeoanq,LXMRLURRMQXRIBHNJDOXPJQLHGQILZYRJMUWOXI,St. Johns,Saskatchewan,United States of America
sup14052,6.0,U,vrypavhx,,4.0,xupausveguvbdpecsyostncyxoma,QTOZJFAOAJXMD,,joiboqc,Pgfymkcumvwdlsmeqaewavngdrecbfaszfacllxoealsiuixxgmjcoffnmfpv,Sioux Falls,NV,United States of America
Xlq14063,4.0,O,aULAI,,2.0,Xlqmqnowvtvhj,wkccnxsynvhlvakp,,KSUICMPYIFSZKMJOMZVLRNVMXYHHBYKLNREGHJS,DEUHQORTZBWLJSGNIAFIXVHVGUDSROQQNBO,Vallejo,NM,United States of America
yxo24054,6.0,O,rtvyc,,3.0,yxojzlue,Ulnywix,M,Wforhlzlotivwnesmdcwgjldrcdnlufgyuutekxdmaftmhktowrdfsdthlhbdmxnvoitljcsw,kygmpgbtjcwhmvuhjqngtzbchzaknfjmgoblzqktxqpg,Irving,OK,Canada
BGS140y5,7.0,U,OhNFbZPOLH,,4.0,BGSSSBBTTRJGZSUJ,Qqcrrdpovmobfaqlucvcki,f,Kugnxhmhzqf,jxewamrdjmeoeljsqqrjtvqvzegkmnijqlkcdttalgrzhoktsryxfstpiitbrcnvccfo,Vallejo,LA,United States of America
Ckyq4056,10.0,R,DmWNU,,3.0,Ckyaxvcovaohhrkqfeq,Mbkwbt,F,TFQUCUPXYLWECDUPPNIPNFODMVPHREJPQTEQWRJNKKMLGYLCLKKKJGCRAVGYERTTXQQWIYVDUAGEDQ,Nhrrycuynzwrluhfhfonkimsyorykkpuiehgwm,Huntsville,FL,
VND14067,2.0,U,fbjhvbqxf,,3.0,VNDBLSWIVSEMMZCIWCZTGBNV,Gewmzcpfrkfvkmvjmmqoqbz,,Qihkceplatekrums,Ysldnukmcbxjralvugpwkvlcjfeq,St. Louis,NH,United States of America
oph140y8,7.0,O,Ppijnje,,7.0,ophbcikxuflpoyhcacjj,Nlxdbgkwlmlxlaeqauth,M,Gavqelegjnrfjrxdlmjwltwsraqxljudfuuvoocmzhvjbhzndpzifvntqeohxmeufivlkzajpxod,Ireetvjtkixyfjzriuoxxnsoxvjalpcvmnshxhoqmmensfqshdwgwscxoytcdvfqtvilzbwpebnf,Manchester,ID,United States of America
Fwu14o59,7.0,O,cvvfvmdplcxh,F,5.0,Fwuqnu,VYXJLKKFQZTW,f,Zbvxqvvlaaamlzocpbmdmvdmsgbwh,Ytmuzvwrrkhmlogqkvlsfotiyrrtqguqspqmgjbmuclsrwoofbdscngvapqgkwglpd,Mesa,VA,United States of America
WYU1t060,4.0,O,ZXEDHsDuTHA,,6.0,WYUIRWOPDFGVSOHMRNILJOO,Qdigelmzsybmnayvheyc,,,EDAMJNPJZX,Ann Arbor,MS,United States of America
yhi14061,10.0,O,celvto,M,,yhoqomjfxawtfzbdbmsmbn,Gfahn,,Hxxgvweccfhiilwedoptjtezenreyhzjpztmmfurachcgsahznkbsrf,Qfiekqrpvslgvtdlogjomuyxsjokkkzlujqtuaffffcifatrtdxgronlgrxxqugnijky,Boston,Quebec,United States of America
8yd14062,1.0,O,Muskqahyr,c,3.0,Oydmdylmpccbfofzqmmiuewf,Nlospyivaazfzkpdneiixqitftzbd,,Pyuyjkdztiuickquumctauljwjphprcxogvu,Sgrcquzmbppuajjwkhtjsgyfqhpjoumnqmkjagpzsspdofqwjbp,Kansas City,WY,United States of America
Zaxq4063,3.0,O,Xbjpbncgz,,4.0,Zaxuhglefdovfmfkfupaermtzuusqs,Egidcjgtjrvqgczsmlyzcl,,Fvrnkfyaodfmwpjc,MRQQGDDMPETHDLSICPXQFAJ,Indianapolis,Saskatchewan,
Ney1r064,1.0,O,Rzrkoencycxf,,2.0,Neyirjcpijrvqiuxkwvhzix,Texfktokegumaeqvtlqqe,f,Rggaoruwnasrrxzxmmo,Eecjujjcxixpgbhporxzkmtfxsvwfquzqpxdwlwqbfstkkb,Hilo,WY,United States of America
DpZ14065,0.0,U,gqpcexbe,D,6.0,DOZIHBQB,pccnoyapwbmxgl,,SCTFOENDVVU,Zqwsaaapsdcpisnsfdsmmqcevcgiurjvpydhlsczcrpkpajwvd,Cheyenne,CA,United States of America
gll24066,4.0,R,Fsleotjm,,5.0,gllmdoxfvppzqjbzzsmkrxivjrtcci,Sftpohrfwfuzpjevhaodndoekjj,,Qiektbzzy,Putdqetxjzjpcsv,Hialeah,GA,United States of America
Ovr1e067,9.0,U,fwhvsqwkuin,Z,2.0,Ovrlpgmucvsdnmlgmakwe,NAIDEMPTYF,,Qknbwoaokjmcqvenqrwawsabhxyxbnp,Hdrjviveuwtyfzpwvtjiyfdevthfucz,Sherbrooke,OH,United States of America
zvc14068,2.0,U,Ndhzawb,q,2.0,svcenckvazokhauar,QRJIJAMPGCMSVITFUHYDDH,,Hnrzofafqntmbhciqxnzawyitjipa,wnnqqmhlzbdibdgl,New York,DC,
TXP14059,,O,QBQsQNZ,i,6.0,TXPQKDJNFZADICAQSV,cjnguozdymqcww,M,ermyggmbbjj,lcvfmlkcqvkqmixwfurahtlisc,Laredo,LA,United States of America
