AgencyID,AddressLine1,PostalCode,Income,FirstName,Phone,CreditRating,Employer,MaritalStatus,Age,NumberChildren,LastName,MiddleInitial,Gender,AddressLine2,City
jku12545,KZATQTGQJAMVPWMHRSEMZTPWMZBHWEMII,SMTLQ,23229.0,OJVJMUCN,1-337-320-2588,320.0,Forest Laboratories,U,27.0,4.0,jkusodlcexavojgubjdwteuwzq,A,,Sdzjprtkinmkxvpqloedosvtkibiccugupccbngwctn,Arlington
YKB12546,bpgwcrtwcglxjtwwsfludmhpzodnpuktanwy,gtsos,115051.0,bfpgezxuciobssmivuhxwsxtmkoech,1-704-546-5417,456.0,Penn National Gaming,M,59.0,2.0,YKBIP,,,qthazfdojplkkmckkfgbptymoanrkwacrfvgqwojfrutjucxaqkthzcdupwl,Idaho Falls
Ice12547,DSSSFAJYOISVUIGHDRDOGWOUQYDBJJKCBPHHICSUCHRFTJDKPYVAHWXTCEF,uhblkvfvp,64989.0,driaknhbxetxzhggsgejtvt,1-328-196-0974,481.0,PPG Industries,U,,0.0,Icefiw,Q,,Nslyuennqmrkokiidqeiinrhbtjzjjjfhzriiodpudzmgecrbmu,Whitehorse
fuw12548,LGVPETVFNKWWOSWZKLJEONXHYNLPEUWFBDOQU,,262418.0,vgrwayhpfttwpnisytrrvrifxjp,1-270-805-4632,582.0,A.O. Smith,U,84.0,2.0,fuwexabpipdrmxtulpaw,m,M,Bqozgcicsgidoctorijrlhmpeqrdvlhpkalwsomewxvixj,Yellow Knife
Ogp12549,Tcdvwgyhoyne,KMTCLUROI,136172.0,Pyxld,1-280-816-4805,453.0,3M,M,30.0,3.0,Ogprgyhxfscecopqtrgqvhfiiujpmc,J,,,Pittsburgh
eok12550,sngnhjqjwwamoblisrzmjubqymcnwwjfhslx,,240764.0,wowqtzcmzzdbdlneqfumliuivcs,1-982-768-5694,646.0,Harman International Ind.,,17.0,5.0,eokbkrtxkkwmvhcogsbilbd,,,Gssyrzapqhwjpszdqchaopfoqnjawwacfqebsmyvkdpw,Regina
Rrb12551,Jtelvgxdafoorpvjfsvilufpvtmsowaevvblkplhalsunrjvtfpkpv,Gbysatjbi,173889.0,iievncaieoseubbcvxebh,1-103-192-7830,651.0,National Life Group,M,20.0,5.0,Rrbthpgnamlwdsinninlgjtzap,g,m,Wguep,Huntington
ODX12552,QOPGQPPWZRZTHNAUFZVTZVDOIVBLTCNEMFLREUKPVVTTMQEVGXZOGC,Rraitngcnef,237431.0,XSHOHCAQI,1-685-975-7924,333.0,HealthSpring,M,76.0,5.0,ODXBGUEBBQXUWUZZZGTPHCVJN,u,,kcgfgqxdfwngabzglgszvjentujep,Sacramento
yqg12553,uzctnwiaxinukuoovdpbfantblimvhgiavgbslp,Nqkfcgqcugu,222483.0,rhdgbyucwigux,1-387-567-9830,510.0,Raymond James Financial,U,43.0,1.0,yqghepsslxuvmkhjijwlqimsemas,,F,Fsawewgkwquvvwrtjdngvqt,Simi Valley
Rzg12554,YTPGMCZOUTTELWC,Ywjigj,363575.0,osekjdeuefubsfehbdkemaqbmvu,1-587-845-4139,492.0,Buckeye GP Holdings,M,69.0,2.0,Rzggojgeffpjho,,,HNWEJDOXUQWJDSSGBFDWKKAFORDQVOLIVDBLQKNJO,Great Falls
Kxu12555,DIFTLAQNCJQVSBQQURRFIRDN,Wqgzgnvt,,Dsddsegoncudplxqszkwbj,1-860-969-3607,453.0,VWR Funding,M,64.0,0.0,Kxudlkdpdoev,,F,gyoffeligklwhfendftoisijgwtrogdsvjgkkzmqlvjmrcxbztfbazftscbhksanxaobmkkqmhfbjkxz,Naperville
mkg12556,Ifwboxexytarsqukdcpmiwfxcjecwzpczzp,Rtpamrassr,196206.0,aqfyujpklqpzogipmuwnqtnvdxcy,,484.0,Allegheny Energy,M,83.0,3.0,mkgolcxrawkkjkoijxccafnlgbbxne,p,,OJNYXLUAAESIEKEJNEBJOGKYMAPTTDLGIDGVSKGKSJXZVTJS,Albuquerque
fuc12557,GGGXSEQBJUFXKCODJIJEAKTATULQQRWFKCZHPLK,Tttoqav,116233.0,ughgzmwhjmetmyfb,1-933-345-2566,413.0,Sunrise Senior Living,M,41.0,1.0,fucvymcfeklhzjmkhmqvjghmxdlfzm,,f,jvxruvabmndzgnpbtnjf,Charleston
Ocg12558,bvepcfrasykjzllbmkndbsggxqyistjmynfxe,Oeovt,267953.0,jibttziwzdiqf,1-467-921-5407,471.0,Leggett & Platt,M,68.0,3.0,Ocgpbuyurkiczlxpxtaljinbgfkqta,,,Vesrrxrsxkanevjnlvnbbghvglrixvxxswdnzaxanwb,Rochester
Fen12559,Cvoighjg,Gcohqtbotxo,393024.0,WXGIHA,1-961-606-6959,792.0,General Dynamics,M,34.0,3.0,Fenjzcufvoklwbrmsqywpy,J,f,sjqdujournzswmuhivtetjsx,Santa Clara
Cjv12560,kialrekuhcrgybawjenj,,194321.0,Fnbxrycutmgoaqytitfrswck,1-935-868-1362,541.0,New York Life Insurance,M,45.0,2.0,Cjvkxttqxndjzh,,,Vhkahyhzjmpjvqhvkarldkydoqjfpagnjnhlohaonmryllegcfljjlpsuwxjhcfrxbpmcuuvkf,Augusta
xmz12561,,uspcff,443012.0,Kfxuvcuuninovjgya,1-677-758-5460,765.0,Cognizant Technology Solutions,M,87.0,4.0,xmzqdezurksovp,,,,Nashua
Oky12562,uydrkhntuppxkwywulgnlomutdnrojhuybi,RZICEBBG,6750.0,Rzmxltpiaikuvxpqadbepydja,1-339-420-0168,822.0,Constellation Brands,D,13.0,3.0,Okyzsastgdthirlqv,,M,RXCUJECXNWSBOTB,Regina
Ink12563,Uaodghiyswiadgjkcdtrcsuznoxarlxveeglfpeojfxthslckjgsf,Djzdxtthv,173849.0,zdxrdogpd,1-069-509-5793,519.0,PepsiCo,M,30.0,4.0,Inkkv,I,F,FTGDEPOQQEROEZYVUDTSVSSZLUUDIFNUHLXFQZVTEZYAQKF,Virginia Beach
Lhu12564,Ivxcsyzglvoryb,yttqauxa,220663.0,Rroswqaolekqdhzkwlpaclbrphqok,1-616-110-0392,675.0,Landstar System,U,54.0,,Lhunknvsjsgunljjg,r,K,Lystfaiwnuzvqsudtenljrxjkdyqilmcpblymvnthtdhghuygz,Stamford
UPF12565,MFOBI,Xwdcy,333897.0,ardtghle,1-171-308-3721,526.0,Con-way,U,7.0,4.0,UPFRZDYTDCXJWRQ,,,,Bridgeport
Vpi12566,Mqwcplyzlyoapliakpyiinjvhgltodhusv,Yrmqbxsxuda,495261.0,uqoesaaifbwkwyv,1-781-083-5004,580.0,Realogy,U,69.0,2.0,Vpinsujjyaqefdoq,b,M,,Memphis
mks12567,NMDACDDPKXEOJ,XEPANQAFX,435356.0,DVONPWYYIDOMZOIMFCRDUPA,1-260-948-6361,,Coventry Health Care,U,35.0,0.0,mkslxqwjxfyhvflanb,,,vwboxoiawgclozypggiqxdbwowieokjerbhgvpneilulcitfolyhhxqv,Tulsa
Gmk12568,,Etjollppsq,37181.0,skuipvctigcmc,1-711-403-7256,434.0,Mattel,M,97.0,3.0,Gmkqya,j,,Oiuzxyqgsflpqkicdcye,Salt Lake City
pwy12569,Lxcoddordngcmhywdrrbcvggccbnpstznddcwsshdqprxdtxbxkvf,RZKOAZOXSUMA,493106.0,PQSBGUBPE,1-856-013-3004,639.0,AMR,M,3.0,2.0,pwyitysggx,,,Lswymcnpbluhwlgyjgbntuwwwgpslwp,Burlington
Srq12570,Sheogqvpduanvmrk,Utvmp,351010.0,Demwzwrgcrctksqbigijkn,1-709-196-2778,561.0,United Rentals,M,58.0,1.0,Srqcz,,M,KPIHTEMVIKQFOFFGJYDSMO,Chandler
zdu12571,WNQLSBDKRUHGSZBOBFQJLYOQFMTXSU,CXNTBVZAAI,85203.0,kpttaspoqcwqhxx,1-638-443-1241,,Best Buy,M,24.0,1.0,zduzlxrwhihijvrieioggjyra,,m,Fzmknjopnjdexsaoqknkmnqactkktoxkjfhgx,Rapid City
Wor12572,Iexcugrsxvycmebggnhpgajmncconchso,fqlohjpwwap,229137.0,Vgjuuulymlctpblkzghindnjys,,541.0,Del Monte Foods,W,34.0,1.0,Worgagplteukewcfuuljbtf,,,Dncxicbjleuvqxugkmwcaoarndsatqrccpdtinxfkckvjalnaivofjfmvynove,Victoria
ZDH12573,Qqtrhbifoolfg,,200050.0,Ruffpuwxa,1-856-225-9774,,American Express,W,67.0,5.0,ZDHBSYIOC,,,Abbdooiqvutooumnmsbtgfftzqxwpzmwsxcfsccvnflxraogofuxokprlshdbaxgivttmwgmh,Vallejo
Hcv12574,Lxaeqljd,XCVVASVKF,457321.0,lzgwrzdqabwkvoiejrhvdmsxz,1-601-381-6725,605.0,Solutia,U,79.0,2.0,Hcvpcafrfujigbvzcje,,f,Zxjwpkflkukauftmbuivpnztqgsiwikedfmesojai,San Francisco
Lsl12575,Qwylvaxrhkbmaaexqcyiqiibyxloekbngpldmuuijiouof,Lavovreqtud,190888.0,Skczdxjckfkxgpwzdedxp,1-441-614-1929,825.0,American Financial Group,S,74.0,4.0,Lslpkfafqsbkmvaalxvjyksuzeeo,F,,pntkxkvryodjhwfckch,Oxnard
CXQ12576,wzikxhoctvevbtozyipfqumkmelhoqzkywiwupvcfyg,Yxmabs,474457.0,Dfnoeermninmbatbsnipyf,1-191-529-0727,694.0,Kinetic Concepts,M,3.0,1.0,CXQTITKULTBD,L,,Qfhboj,Oakland
Ckq12577,,eknbojzlp,459802.0,OUKJUKLTWAWXKWXKGRCWXGCW,1-098-201-7686,459.0,Fidelity National Financial,S,81.0,3.0,Ckqexpgixngnswklshlszv,,,nulbjtisjwhcgndynggclqxkssefyporscqukphwfrgjslflahooyvazlecojdtklhmarlnspvshiv,Worcester
LUB12578,Cxlvqvpziuwvmbrspntdicxdgjo,Oemostvyj,67361.0,Rtihbcc,1-986-127-4826,663.0,Integrys Energy Group,M,4.0,3.0,LUBMXRDFMJZSVPCFVWFEODTUYXS,T,M,kvihzsdvbirgbtqlmuxhhftheptnfainwgxynjsy,Mesa
Gls12579,Odhtlerhnaiouow,Chqhk,101866.0,HJMRRTCBDLXVGAVERQSFD,1-836-919-5452,690.0,Affinia Group Intermediate,S,33.0,5.0,Glscwdpkvscmxkmrw,,M,SDLEHLKCWVXEIBTXFLTUOBDEUWTHWYLVSDOEDTZSGJWO,Toledo
Ucd12580,ayclvzoxahbraplmxwgnnoebygpiqilddfqvdiyaqngqdxkbptmbewcfwnzfi,trewkcvqnr,208048.0,YALFFLGZFH,1-808-977-5202,526.0,Unisys,U,49.0,0.0,Ucdmqfqihngftfynunrjjseifxji,,F,Thfypznnwxquqgdzffteotgvmorwsfcdrxtfxyxhyscjkydfhptckmvrgsggfwfpjvsgnpexeemxto,Portland
Ydx12581,Skfjmopgfyizrpddmxcmsxvb,Lwcethju,251378.0,EXULUBBPTT,1-984-443-7171,515.0,Lear,,82.0,,Ydxfdzwztbadzf,,f,EVVQRHERQKUPENVPUYNMBDYHJGZISBMVSNCYJNADQARBIQMP,Mobile
Oji12582,EHRRYIZMOBGCSMCLDFCSRESBYCGVKVOTDRKKPFOAOZTFJIQFBQUNICVFGKHSFTZCWFBUJ,Tfeccfove,108855.0,HJVSWFCNTBZBWNFYOXFBAWWJCRBL,1-724-782-2985,,Cablevision Systems,D,,2.0,Ojixfcirvrkvtlknlqsnrdayrfd,,F,Uyrctkjoptnkgwngygorubvybgxdwjwfgmkmkrzkwrrmqhtaqyiqrpwvp,Little Rock
BLG12583,DKIITWPWVUOVOHOBVTNYVIMHNBJUXBLZIJLKXEMXGEHZULGDUTWQKZPKRDXSGOBDEARIJPPNGGWUV,Svgkocc,357919.0,tnibkwth,1-700-741-9921,337.0,Schering-Plough,S,62.0,5.0,BLGQMOCBHDQZNPP,,F,Ivhmfohjlajrghcugdupvejenndwueicvfmicscgxbrhsciv,Hampton
srv12584,PXIJHTQEGRRPMACVJPUIJWFYCDOLOMHNHXPJYVFREKHCISDCFYQEVUNDZSZGXNHTXJSOBXTHM,Ndzubncethe,329957.0,Ftiqiwwmov,1-422-378-0147,470.0,Consolidated Edison,M,100.0,3.0,srvsjslttkibdzto,N,,,New Orleans
fhh12585,Rwemqorxcfikwleamthawfvfmwhwnrsaiogdrtlheojnoak,ykynpgqyxea,412329.0,Xwueuezanbsaevtrvi,1-437-033-1468,711.0,Jones Lang LaSalle,M,79.0,5.0,fhhnuieeidswds,,,Npmchhoovqisgdioadlqbafrmqhydojretwdgxwonhdujukwqeujkdpclvguwlesvuoygwhwehc,Lafayette
lud12586,Rdhniptbqmgycbendagxhszkotmjgmrurtyyphghvakmxzmbvlpqgndea,Mysclrrnfl,123143.0,CJBDHCHKH,1-335-490-9255,434.0,Valmont Industries,S,,,ludfobhteubzi,,,Hhigmkqlxxnimegvbfowijepkmjhgretxu,McAllen
Amv12587,Kkwablkqyppkkewltqcnngttwcegobhqzvyblflfkfnxtllfrqpwbqmzkjmcobqahysuprpqkrwpmq,Cxmcaghzkxr,142525.0,MOUFNZSAXNIJ,1-903-711-6957,475.0,Loews,D,35.0,5.0,Amvnppksxysfydqhwbdbqlrojtjqv,G,F,Qsvyivdigbvjjsyubbxzyc,Charleston
Rae12588,Kprndbwrbwefutlnnxbkydmjfjfouwrcomewrqmctcffsexysxrsdxnrxlhqkqfzmmizcykrn,Paebzmmxafr,383708.0,OSZVVHIUXKUVFPQSOLAZFRNOUS,1-814-916-9919,366.0,Raytheon,M,,0.0,Raeiglticrcfrcwbnlcgikd,l,m,RMOFWFO,Hialeah
Pls12589,Edizejohzrybmtrlyvrxd,Iplal,279533.0,HJBKGTIIMMUVETKIPSUVDDEOTSXIS,1-760-032-0096,717.0,Paychex,U,21.0,4.0,Plspruwpun,I,,Ftxchifqucaf,Hartford
Xhs12590,,YNSNEDUR,92425.0,Crmranshwalzuqyzbukravzovph,1-434-440-0058,611.0,Thrivent Financial,M,36.0,5.0,Xhsuhgulos,u,,ysqopbgb,Mesquite
YPU12591,UIWSHAPHBKUHWSIZUVNVJTAWJJCLYOCVUBOH,gqrwxezu,356026.0,ypcgnbafmwt,1-889-757-9923,504.0,Reliant Energy,M,98.0,2.0,YPUOMTTMACGIIMUT,,,TEHJDJKUKAOUZPJWGVFZUHOCBDNPEOHVHLJDSQXGFPOSRWZHCFUGFONOJT,Idaho Falls
AYD12592,Bkcdziriedjuqnkptbumlrfjnkxubftrtxtxcsojabgtwapeezwnwjpalpdgkwvocekn,PLOBS,380676.0,xpdfnsbjvcfpbo,,,Insight Enterprises,W,33.0,1.0,AYDPZBSKTZZ,,f,Rulekvfxpaslakxcbeilnasrgreysqykranxcylasclgjnfvxipdyznvseimlyqqizck,Brownsville
Hha12593,Tmuftgdiuzsxizoyvikhkjbng,Omsnh,305934.0,UOEMDSSOHMO,1-931-234-7638,524.0,Diebold,U,87.0,5.0,Hhafrejjipkkbubpgegqqkaz,F,,qpkjokmxcrptgusfbinttruijpsbxhhcpmfoeyzjkmnlvbtbhzxyvfewnhplbcnt,Hartford
CFK12594,cviyz,Limgdhknewed,,dzhnmzlfgesooxehukt,1-247-407-0004,660.0,Aventine Renewable Energy,S,86.0,5.0,CFKSLDJPXSXWBPUCPZLEAPA,,,Ycjswdsqlegmofbkxnefdbkpuvqdydmgcn,Arlington
Umi12595,kahgvgsaqxbddbpnpgzwkiddssrjdhhcuocfhounqovqoglgyhtspxfutpogv,UUMGEOEJJMT,286868.0,iegqbznexodrxey,1-724-111-8054,714.0,Eastman Kodak,S,22.0,0.0,Umixveo,,f,isvkphwzwuphsivqajzcmpcdvokssxbjazzhioot,Durham
Kar12596,Jpjblmelsoqvxphykuryqsthfwgpktxnbsnyurofguttwwzcyehcimisakbaaaexfnhbbm,VIOCKJILY,214687.0,Tqpzrewverrtkglwjgfimxiukn,1-999-209-4584,439.0,Sally Beauty Holdings,W,55.0,3.0,Karwkqgxglglxmue,,M,iyopmqzjsnbvzhjjdzxddyttjgkxnvlhihcihjatpskfn,Sandy
VWW12597,lcbxcxmsccjkkekkncvbyrwqqnfxtzmhjvyipucsqtcgstc,rsvklgso,495690.0,Emksvmj,1-921-385-1624,847.0,FPL Group,M,82.0,0.0,VWWHMDDXK,,f,Bbygrckfujywztzwptqwpwzeoupgegvftjrbuaouyicscwlgkpx,Springfield
Gaq12598,HGCRDNM,Vidixmbmnj,230961.0,znaiiiwsbjfwmv,1-354-847-3192,782.0,NuStar Energy,M,91.0,2.0,Gaqtmoo,l,,acyekhknfclxwhfymflnqvzwugworvrvtppphjn,Vancouver
Dfy12599,Sgacdfyyifjwjiycj,Edqbpocuyee,292276.0,Xcnjlqcgrocjrvztmjhxgmguoww,1-534-346-8980,,BearingPoint,S,12.0,1.0,Dfygxpzzkjntfcrbshr,l,M,insulpgjeocxvmwcjodw,Moncton
KQO12600,HCHMFBOBQSIJXJHNZBLNJTNPKMKFJOXVPXQYJTJMYXTUCKHXTISKQVKFAXPIHMCCK,Mvclgli,20767.0,Ifwtm,1-102-001-6022,848.0,Nucor,M,74.0,0.0,KQOLCJFRSEKGMODFZVRVNKHGFLWUR,,F,Whjvehnzzkfsmbhlas,Sterling Heights
qyl12601,Gzkxcltqmgcviohatgxtb,Ejliri,52871.0,Udwooluiuafne,1-277-881-4721,501.0,Juniper Networks,M,15.0,,qylllhqsjlfgqymde,l,,Jmcyepflquminxpewckzjljmpetjtyakcjtciskyegvttomhmvijribm,El Monte
Tnv12602,PASXXMELAEIMMUQIKYWMQGKMFBLKTOPGSVVBWHZNUIAEGCVUAAAH,Pjjayzzlhwnt,77876.0,Mfvwjmh,1-792-725-8657,546.0,Liberty Global,D,53.0,2.0,Tnvpnpol,Y,M,Rssxilpsvw,San Bernardino
Ays12603,qlmmjihkszjwvntjcmkmcqjlrtzhzwucuvrqrstgsbpjwcluaxqueydsrvmcpddvzcmzkjrququqmo,Vxvjazpp,,gzooxjkelijrlovys,1-162-144-6001,625.0,PNM Resources,M,8.0,,Ayswzhzahqac,,F,Gsamezmxlhxogbqrjkasizwkyjiuvjwgeuuephiwztzhmyzkwy,Akron
VEG12604,MWHTVFCMRLQTDWWSUJIVVJDUXHBETNZOIEUZLRLEPOOYAKZYY,Iyzutm,315147.0,Smrubmmksemcgzxpyzjgzkeikjk,1-055-300-5019,498.0,Shaw Group,U,34.0,2.0,VEGDPDCGVULYHSSGGGVSWUQF,,,Cqhzrbvithukgumuxirarvelbzwsueg,Saint John
GHO12605,VIGRD,MHIXVIHGPKKS,274826.0,NBXCCG,1-176-507-8179,571.0,Applied Materials,U,99.0,1.0,GHOYGIPSTADPWIUWC,f,f,Hmeguqbanfsekuzztozu,Wichita
YBR12606,dbqzneexjlkfwtutyrdnvygsdyhszlzcwokggfikfswvjcohoizfmtnojqwfhbjiisofxh,fwucwbias,343612.0,Uttlggmaswxloeqlwfop,1-260-961-9336,581.0,Church & Dwight,S,1.0,1.0,YBRKDQIPEPRGUZEYBD,,m,VCSUUARAPKUIJTAGJNKERIWSTT,Modesto
Jtw12607,Jtofdxhlbfswguscxtqbxudrmxzyfnzeupwctehhavitbtpohrhgzjsakloomwojfxzkxaotey,Wpasr,59218.0,njppyvawiapeagirv,1-122-549-5637,381.0,Amerco,M,43.0,2.0,Jtwzwkjwmyeadrb,,m,Fkwkakxfwedqhsomnpcvffrjppqvbbsfgqcrpuumhkcjmkrpcqdaaxf,Anaheim
Gxg12608,Nebudlnukhsibjwpxwanvhodjewvvuhkeulmiazgufusverawukpllvhnnwltngghehbcpom,Ujtvaduos,228247.0,rkjxuxfdcusuxjaivwtksfivqjyecn,1-741-476-5373,656.0,Graybar Electric,U,63.0,5.0,Gxgzofqmblulxiwaasyni,,f,Jujtmtmapumotztvbyaehpoklcicickufimxmsmswshmbmpnefvpjyclomeozzmpxqxmaaphm,Glendale
Nbg12609,TWHNKUP,Enqjo,440134.0,uuxihbsrcrirhwmsescip,1-696-139-0609,588.0,Pacific Life,M,37.0,0.0,Nbgxwchroqkjvskjxedckohfgxwgt,f,M,Vjxjkrtirigjkutchknbfhuueqqkvaixirxheovbrpxhnojwtcrwdxjbmlgolwhklxrfck,Kansas City
MPS12610,MFKEINXXQEMAMNDHMYRXBQKJFIFBYWINYPOHPJXFPWFPHHYSAGBWDEJCLOFKRS,FNZVMFMOMZXM,392044.0,HBLSQQG,1-852-579-6556,726.0,Temple-Inland,M,81.0,2.0,MPSSSA,,,JXIAJNGODQUREGCZGXMQQQVAJUCSNRAHNGNCPZIHLFVRVLKIAKW,Shreveport
Zjk12611,Eyupqxypvobmntfllgpbvghzrgvgcdpeurdjdwgnimkjqcbexbtehygxqxoqknclzpmq,Wmvrnmasolt,436476.0,ONPNWGEAYJAUJXYQBW,1-796-873-7488,569.0,Universal,M,99.0,2.0,Zjkbxutclofekfp,K,,Ztsdotwvfcajtlhkfyygmgwwahupvgnjrtxhbcjhdlakmxkkzdbtvtlwmqgtfrdmvoyxf,Irving
VEL12612,MAMNEKSKCLAYKFAPHMPQBYSBHIEDZRWOQSVE,Extjfhvnnf,436217.0,damttwthwn,1-093-203-8629,582.0,Marriott International,W,61.0,2.0,VELBGPEPWSHLWDASYVT,h,,Anqtvkyeuemfldlwntwtpbysrtnsckepraqajffwsjf,Idaho Falls
Zuv12613,Umcttndnvmwihcy,Rfxqaixepq,133138.0,Ecmdkzyboqcxoqvuvgqxqxz,1-184-969-1729,782.0,Corning,W,62.0,0.0,Zuvvuicmqozuxeubrpkedbdk,,,tnkbrpyjdzscfucqxxfcududkgigplysldepzyfefeaonnwmlftjcuqgijwximapcczlqzzajvcx,West Covina
QCU12614,Vgmxdwrmjkrmdfrvdnzdezlrcubgvojpdrvrinaspbt,ROAJDFF,114222.0,Rvbxehvuqlpcfedj,1-148-747-4407,571.0,Pentair,M,,1.0,QCUXGPJZQMNJOBIEFMHJKTWKK,R,,GMAUAZLXTCBALBDPKRRBQTQTOAGZGJY,Boston
Uri12615,KTXVLLTAJREALVRKXXQSZBMEOMQBBTHXWPGZECIECDTZ,npkvlqhmub,10067.0,Qkxjqfluftzslbgoh,1-378-654-1218,453.0,Lincoln National,M,76.0,1.0,Uriffgpqngdce,,,wzrtdojwnkvvteyqatcvavvgbqemcayqszdvgyecnyjprqddasybtsdxvtgsikys,Dallas
Abq12616,GOVXSJWGXJUQOIMQBKXIVASVEPEBM,Aetvlogk,374724.0,Jeddw,1-198-133-7587,534.0,Capital One Financial,U,,0.0,Abqrncvcaygyasjhvaz,,V,zulzbebkhjphhonxfrnuprvljdsl,Thousand Oaks
yrj12617,TLHCLN,Ynmogjaqlic,53909.0,DKKRPIRGXIIMKVULIWH,1-829-737-2683,800.0,Buckeye GP Holdings,W,39.0,1.0,yrjqpjctbuqcsjw,,,Tuhqjsrwxolymqviqsiqwqwyntosnpksehfvekuqdqflunuqoavtklkqj,Oshawa
Imf12618,vzffeqoastdkukesqijvcyyqmsoouvbrumpelawgbmdtzfpvciwbchlrycvaaslicsvmmodtpijebqjw,bxgwfiyya,133126.0,irsadetmwanngaeqkz,1-254-390-9241,369.0,Southwestern Energy,M,45.0,0.0,Imfxazqbbymibajb,,,Ivtcuecyoqrbewprdbnotqowsnpmzudwguqjcd,Augusta
Jgh12619,GJMOEHUBQLGGWEPKLOD,WEEHK,469100.0,rvmrtkzvwii,1-976-770-3245,645.0,Robert Half International,M,44.0,0.0,Jghrkscalpg,,,Npmywokrbzralligbvpbprgdoegch,Torrance
mjb12620,Kegcqnej,Xbkaxgty,473953.0,XGORJ,1-304-538-2815,801.0,Devon Energy,M,23.0,0.0,mjbxj,,,dffmkqqyffnuyeiwrkyllvbasqvpgslwgcthbrptmmmjtqhwnmarowqceaebhckkewks,Waco
qjn12621,wmhufnyirbxjozrjtithuvosggmwepjbeewdcmerymvf,Szbxcgeukhxb,484921.0,Cttbbobezuillrmwmtlkoxxi,1-819-406-2196,512.0,,S,82.0,4.0,qjnjuietuflahakk,,,Dngym,Anchorage
Qhu12622,LXGQEQDKJKJCGIWVQSDKZKHVJHULYWDEWJHHQJOBXTYDPCNSLAGUI,Jzhoane,,AJFCFVJZFYUXWVVTVOZOPWCOJFOPP,,582.0,AMC Entertainment,U,48.0,5.0,Qhuhrceuqvunpgdcdrwbo,q,,Zpxhmemvaqe,Great Falls
Lcx12623,Wghbzlohjlbtwsfhpaphbghvxcbknjiwwylgvztwfrbzdomrxq,NVPMHF,234886.0,Wshmhyxbafcsck,1-782-090-6397,539.0,Teradata,M,50.0,1.0,Lcxirghosoteogshjuphoxulk,E,M,smtevyuydhwxapamrfqqelnvrtsgjxuxsvpbhqevfcuftsblavmlerapxojixjfnimcoeefwocjrny,Chandler
Pjj12624,QVQEQCIGPWLAVXRLKVAFXTQZDSUXIZPOEYKENHVDFJWTTHVPVDXQAJAHFSCMIBOHEYGGV,tiyro,85822.0,FTFEVFCIWXGYMTIESTHFX,1-977-711-4848,522.0,Hewitt Associates,U,45.0,1.0,Pjjigefkrvbkrhuujweoljurjk,,,,Palmdale
wka12625,xmptqlgnyzyumgmfrhngomvhixmqhrdzbomrvdtetpoveo,hctlzklgy,14742.0,Teibm,1-130-451-9030,392.0,Medical Mutual of Ohio,W,53.0,0.0,wkalfepskceqrix,,M,Nhlwsqcmftfwkeacvdkplbsfkouxgbeebthrbxsovtcwzsxffauishkvgxainymuprdunfql,Lansing
wwp12626,Bmkumphplfhoxtunswqozqqugepyvcarfhuhxfzydsorpunhmwq,TCLKOICCG,250402.0,wvccoaxluhxeqg,1-583-419-3411,438.0,Belk,U,44.0,4.0,wwpvavvhfhoshuzuuzleazj,,,Btqvrpupmdwfiiaolzjpnrdlmhapisxslpdvfhbhkcqavzpebgmvcn,West Valley
Itf12627,IQWTDKXEFFXRWBHJSMZVIHFEWSXFRCEUAOLRZMTHAIHDEROUA,Bgrsm,265027.0,Jiibgstcvgxgy,1-278-542-6457,488.0,Equity Residential,U,66.0,0.0,Itfyqpvzgnhutzqezvc,,,Bjircut,Garden Grove
wee12628,CRUWZNIPZXFPNCIINECUZDLTL,YWNRUQPNAEUT,491967.0,PGJFCIXHNGEAOLAYOOGGC,1-168-427-1876,839.0,Rite Aid,S,97.0,0.0,weehgwiudurjxbiieqxsbxtmu,,M,Hixjloffnampjejldjcsstczofdecbcjqwynwamovzprcguijqgunkxdiaiccwtlpezsgavqbz,Chattanooga
NGL12629,Dehgjjhffkphreypkepuvxlfekblrjsqhgjmlkacifwrccvpng,akdyxiprhy,493951.0,BOAPOTDANW,1-065-193-7202,807.0,Genzyme,M,69.0,2.0,NGLKXNPDVTTPVCB,m,,peuknpkyxegqmzyyzkbmyfdbluz,Bellevue
Lua12630,,,256007.0,qkkoowpjljgs,1-136-195-8513,804.0,Sara Lee,S,,,Luaqcdygm,O,,Dslsatamrzrreliotjiefiolurscgtkhzcuwjjoaw,Little Rock
Sze12631,gueqberbhhnzqqaklopcjnmemqjiljpaxcdqnivte,miwirpvbm,266103.0,Xulyzhpnyjliavvalh,1-198-701-6944,557.0,Bank of New York Mellon Corp.,S,61.0,5.0,Szepgrdqdjhuakpqalrxtjcxxzvvl,H,,,Milwaukee
Nei12632,CEBTAUSTCJVQHVNSQAJI,Abhbh,469778.0,pphiahyufxqnqprlhdlbgac,,417.0,AFLAC,U,74.0,1.0,Neihviowmiucgyyk,,,clpiq,Rochester
Jgy12633,opzfnbjbgqh,Brvjfpqdp,227532.0,Fephxlggofpvxsdibipd,1-233-212-3813,,Retail Ventures,D,89.0,5.0,Jgyvk,G,,LFMGTOGKAZHWFRVDVQDYDGSAEMRUKKJYNMQNQJL,Wichita
Xip12634,AHJVUYBRCYLTMQICPNJOXDGSP,WFAWC,88821.0,Tjqhkbud,1-711-662-6937,344.0,Vanguard Health Systems,U,75.0,1.0,Xipwf,,,Awroiebkdywibjl,Norfolk
