prospect_AgencyID,prospect_LastName,prospect_Phone,prospect_AddressLine2,prospect_AddressLine1,prospect_PostalCode,prospect_NumberChildren,prospect_MaritalStatus,prospect_Age,prospect_CreditRating,prospect_OwnOrRentFlag,prospect_Employer,prospect_NumberCreditCards,prospect_NetWorth
urk12665,urkgqilys,1-092-385-9957,,Ezfauvblstcelmsiusasiafruhqiejlzplysusbsfryvhccqwjmwcngkqcgzgliiba,Ggqsctd,2.0,,46.0,809.0,O,ConocoPhillips,4.0,
Weq12666,Weqjrzvcwpygdxhfrwiaddgzqsadpb,1-480-103-2286,OUOUILR,,Tltfio,0.0,S,27.0,706.0,O,Alaska Air Group,9.0,2115766.0
wtn12667,wtnqxixrtwkzfuuzuup,1-436-153-2535,DWKXHFLKUBTJNPAGAGYOUAFNGNAKWCYCDTXBQZTXAXMA,Xyewfhhcozagpdyuafrguhnmyxfwcdsqnkhgbogkknptrvxpkanftohoqmxcqtkcpsg,Whrdffavdta,4.0,M,46.0,413.0,O,DST Systems,6.0,560152.0
NBY12668,NBYTRSNBQFWXBXEYE,1-680-715-8462,GWFUJJHDUVRPQXFAHDGJTSXUWCGIVAPOXGNPTKQZPOJSBOBLJSTFGQCFWLQT,,Jatrydvvssc,2.0,S,57.0,570.0,O,W.R. Berkley,6.0,
fao12669,faoqxmjpdgcqpcovqlgferpyzihhi,,Bcnaeservpvkiigliqpo,Tlvwiaiznwyefqitmkooxjqsnxelxmojri,Ftyonihb,3.0,U,84.0,343.0,O,Washington Post,5.0,2551467.0
ZII12670,ZIIKRL,1-574-764-2311,wfjwaoxfhimowwttllvobqmvguyooodsgxktgykjwxzrclnbmhpt,OOADNHTCAZSKKQREQZKQDYOJRMMDMOHULSRSQXHIDUMOARZSSSGCHFNPFDWLCSXBKJ,Nislxximub,0.0,D,26.0,503.0,O,Oracle,7.0,1820395.0
Usr12671,Usryzeg,1-212-120-7998,Fwpuvkfdmfasylkgumkgqgrlgafyhxfrppsbnyivzshflsfkozustkvrkvwylcfytncoxuma,hgmmvbvmblruhaczmodvpbnjigiebijsexntmcorengqdgejtrnora,Svjdwmlundid,0.0,S,86.0,302.0,O,AptarGroup,,
Edd12672,Eddyxgqa,1-423-613-5964,Tbhwfduwqgxlarspfiokkcjcpocnmldztqibttavcmogdibltofgbhfdxovvlbopfbo,HDSONAGLXCIPAGJFPLJOCBWLOZITQBFKPDKDYLUUQEMKHICCZQBJRVVQNHRRBNEKDPGO,ookaoit,4.0,M,40.0,341.0,O,Regis,3.0,2556151.0
ber12673,berhbgnfcpluhw,1-989-915-3207,Lpdyz,Swjmahrmpasjvpmsezijjjrirbncmnchkjnrmcjnfdsl,zbqqzh,4.0,S,78.0,641.0,O,Legg Mason,4.0,2376379.0
Ruc12674,Rucrvmxxgvpzkec,1-472-735-6937,Snszpsyqbjsqdziuukmzsexvjkxl,TLSJLTIYFHMDUKMGADRBNLJCWQXMEHLEGMNDNZJHXNXPQPJRZEG,Xtpence,5.0,S,47.0,465.0,O,Synnex,7.0,2394348.0
Ldj12675,Ldjqql,1-180-277-2838,Nryrkiumsegxbsdbmbvnesiyrsuwmdjokadvoxbpa,Sqhaoo,palyvcni,4.0,D,4.0,728.0,O,Snap-On,5.0,1771397.0
Olx12676,Olxazqmjkxlqgoxnllxyujfnqxkvc,1-172-554-2831,Djcwlvqgcjcqygfliyxelxapos,WZBSWXNEHVZWUSVZZFZOOISJKMEVGAGUGNYNQSHTVWFQRDXLCVSKVKZWELY,,4.0,S,35.0,314.0,O,Autoliv,10.0,3881408.0
PSQ12677,PSQURRMPBQDYZABJSODUYWRCBFPNWR,1-170-383-2382,jmqwtnoqrroaqrmrluoroj,HGBVVYFYODDPTSIWZX,Nbwgijhhinz,,M,10.0,717.0,O,FedEx,,1894706.0
ura12678,urakcghiratbitfkfvdmkesimgts,1-754-989-3445,Rnphkkrfuggpanbznkozbxdmcupepmvnumnefapdqfbcsur,,ljcmhdvxqtzo,4.0,U,3.0,696.0,O,Steelcase,1.0,2036747.0
DNP12679,DNPHHOMIGVOCKSQRKN,1-409-903-5965,Idpnv,LFYMQBYSGVVYGBLARFXOPRQ,Feulqquxhe,4.0,U,72.0,751.0,O,Teradata,0.0,2817563.0
Ssb12680,Ssbipyhunvhwxrzxius,,Jibvfamtybgwiatzlpfwbvhrdajvcoqthfcuwnqrmecpzhhthp,XUDWEOOSWVBAMLOVCUR,Yfvrfh,5.0,U,5.0,628.0,O,Fiserv,9.0,13255.0
RTZ12681,RTZIKNVFUCXEU,1-784-657-5164,Kewwqhkyttgujoapqocvfsjodxcnzcaciz,Vpcfigewphysjoijqnovbieemrnycaqurqtbwczynsmusgdaivuglsfazfycwsuwgxr,tkimxbae,0.0,M,45.0,468.0,O,,2.0,384474.0
blt12682,blthstqtktzgqrtt,1-883-575-2377,FRKHCLUNTDRPCXDJPXVWWKQCZVPECZEECPQDDIBDHJHAEPXLKD,Ohmaruhvpeejsshuqrgvfbwpnbjgkzjesxobgcbjztsazksyiqbutdrbfrtbmcxdbyecokg,Kybaqrar,2.0,U,38.0,512.0,O,Ashland,10.0,842697.0
Ncv12683,Ncvitkle,1-228-829-1418,Atdpydwtchqltyzyermlumhypvjijzqroh,ESSMCHGILGRTNSKUYZYUDMIUFZVMLVEXJGDCORIWBPHBMHGNKQPWNBQUHZAMQBTTP,IYHXATWNPPYX,0.0,U,8.0,833.0,O,,3.0,1615869.0
Xxu12684,Xxujdi,1-746-384-5333,cioabtrmpqlkcviewsuyzoekfaakuqhhksemdemfnv,NBNRBXRTHAMGQCZKFAWCZUEHSUQEEQPCGZZTZHZQUTMNLDJFQGWKQPJBMMFIIKEELWJE,Inkmwlgoxhaq,1.0,M,88.0,809.0,O,Urban Outfitters,8.0,2806028.0
ZLP12685,ZLPNLXPEWRAM,1-598-289-0069,Dcwigiwmcxghcf,QJWZXKJDNONHTULITSTLRDGSMTOSPLLRKEHMNBWNLZAQVZMHFGRFZGSWIUUPHKJIEE,Jlncgficw,5.0,M,3.0,539.0,R,,3.0,2327223.0
Czi12686,Czipkfwaruj,1-335-942-0102,Ohlsojpozespdcqekvvcnibnpruzatolsuunmwympoxshizairdhlhsphfteoevyegibhvknlkoux,Rasnwoiudlxmclbnubukdazqqfwiawm,NTSCRYIO,2.0,U,5.0,398.0,O,Genuine Parts,0.0,3062863.0
Bzw12687,Bzwrwmuvihnwjjpgrhgvo,1-683-792-2185,,bmvryypbggmobz,vukkjubuy,4.0,U,13.0,500.0,O,National Semiconductor,4.0,3665104.0
ILX12688,ILXUDSORUAXFRSXPPLBEXXOZDWR,,Jwiuizitubpcddoxeycfroxfoojkvbhhdizfycuzgqcigyjwlclghuaimjjylwlpvhytofgwbrsd,DKMLPVWAWLFUVMTKOTHOZBUJQNASOMWDNPPRQBUQLTMSXYNSXMSMGRKOOWPHTRMRPG,NEYQCZNH,3.0,M,19.0,665.0,,Harris,9.0,1909287.0
Zbi12689,Zbizhcpuac,1-031-027-0883,Zxeudougjdmlhptlxvjanaicwarxbsjiv,aqcxjwcwvcirkqqlxxjhbahmwjrqnqgsmvruohmwklrixxfexk,,1.0,U,98.0,592.0,O,CommScope,9.0,2255175.0
dox12690,doxskvgrrzsf,1-684-413-8421,Slwpkevupfc,Cpepawfap,AZESHAA,5.0,S,50.0,842.0,O,,1.0,2252741.0
Upq12691,Upqmrcsynatvafbeob,1-132-694-5945,GPPJTQFW,Gbbqwhhidftxacuguxtvsnpxhobvcqsmukknxgjkrbigsodlkmtgnbbv,Aztxzhrlu,1.0,M,52.0,644.0,U,Duane Reade Holdings,9.0,1403297.0
GMB12692,GMBGDZWSLYCCABVPETNGDPIWJTRW,1-323-166-5431,Wuewkhfklrtiplltlphe,Bwyoxxvnyhklrsupqxxkyqkltiflljpgngoynddlnenyzfdvkukltk,Ktgvn,4.0,S,38.0,787.0,O,UnitedHealth Group,4.0,2960380.0
pnz12693,pnzrsuog,,Wmiuqazh,Lvhpyffkklihdvtndhlvnwgvuxunbtyagkezbvrz,uxgjdifkvagg,0.0,U,70.0,847.0,O,Constellation Energy,0.0,472668.0
IYT12694,IYTBVGRLXFMHGIUYXVSINALWEKI,1-782-140-0745,Oyyuxiiqbdgdppkxwgiapokuzbfzhkiysmhynscunjicefbcizaxlmzoocwd,eshls,Kkebchm,4.0,U,63.0,375.0,O,State Farm Insurance Cos.,2.0,2767831.0
gck12695,gckrxscbtqvpuclgpxmgbemmf,1-524-316-5048,Lgwmlvlawdvkpxbmjzxcmialg,Wowjlwhydmhdzhdrbsgnvmedozmqoddiynu,Qvuneiyv,2.0,M,26.0,696.0,R,Sanmina-SCI,5.0,1995301.0
qil12696,qilbi,1-305-061-2720,ruqfvymzadjeynwxgleivesrpfpnkicamhdngsqbixkkxacgfdemusjqladjkxuk,onkusvtgnytxkjpotsmqmpzvwimemyjpajtcgqkjlptdjvikdbedmpy,Xwuug,0.0,W,98.0,682.0,R,,1.0,1349377.0
Hvg12697,Hvgicfzoxkqentplnf,1-100-031-3414,xmaiikayxpwdrfoxwikscwjbqmaruiftvvkvgpmmhsvslanzyywjujoirqheueaieolnpjc,Ignfxwkdapkfszssecq,Wwqpin,5.0,M,46.0,660.0,R,Eli Lilly,2.0,2818087.0
zpn12698,zpnzxylqstqdqbvgasdhzqnpvbz,,YKFBAJUFEJMLV,HELDAYIRTWCVICWVHUTPEVTCZEPQOJWJUHHCAFXBUSOIYMYJDJNFIENVTTLPOTEXIHENPIPOUVYEFXSH,ulapnmffbm,4.0,M,86.0,510.0,O,Benchmark Electronics,9.0,210243.0
kiq12699,kiqkfzque,1-998-229-5738,YUIBEPVSKBPNTEVJRZFV,KZXQKRXWHPCC,Mdzfkofx,3.0,M,89.0,841.0,O,Mettler-Toledo International,6.0,2718213.0
VCM12700,VCMBRMX,1-493-368-7186,Aftnwupedtnk,Tqbeyck,Xvchzscwvmeq,4.0,M,57.0,643.0,O,United Parcel Service,1.0,2849177.0
blf12701,blfbwijtajtrhyrgebqln,1-832-706-7734,HYZKWQCZRMLMJSIAEINJLKDCJLLWMPLQIKNTQJENOIFCHTKTERDUEJDOPCKYXNVHUVQMDGJRZQPEYEU,jgfbhaccphblwkgfpeyhnyvnoyohwoarxzrhwapeczunpobiltbnexoaxjsyfhrsiitrdgxfggfnvxpn,IDQRWFGWJMPY,1.0,M,78.0,440.0,O,Great Atlantic & Pacific Tea,7.0,1549264.0
UIJ12702,UIJVEKGXFCVMLKLEWTGT,1-799-080-2013,pzzfkomqgnyaxsitczgohkefgsvupqjebkhocfytwfvfyjclazbpjkyqnnsiaonfxnljfh,Gqxgtfxhybhtinocnohcbktmxmslrwnzfwaumczdlpugr,VQISTYASCPLK,5.0,W,65.0,594.0,O,Dr Pepper Snapple Group,4.0,1496844.0
Lzk12703,Lzkpackwofizjhyxvudasjvpfcvm,1-438-828-7751,opfkwhiopmlbgbljboraqdigrwdmkxoswmopbheqxvbsrumzpwleafhatnrfcjiugussk,Cwljromtkhlzcjsofmjvrdjwwfxstrlrbdvaxyy,Zoycv,0.0,D,55.0,547.0,O,Interactive Brokers Group,7.0,678317.0
wuu12704,wuugpejcponsghxvcusmznuwtkwnii,1-067-329-8920,chjftsivgtgexrobmbuubrxebrwckmxwizlbkeal,Zutkapqatgbqevxxmbqaddntuylvpwdppun,JVAQREHRZM,1.0,M,27.0,633.0,U,Roper Industries,9.0,105179.0
QJQ12705,QJQNODHQVCXGMLTQGMQTOJOAZZKX,1-959-538-9334,mjgwookezq,Ecsafoaxxoehelqmdgpdhjmp,AYQTQLLLKG,4.0,S,100.0,,U,Psychiatric Solutions,9.0,684657.0
TJU12706,TJUBQPYLFDTHHXMMEYWSFNGVGOL,1-678-711-5694,Dhnsmcxvhhsiwtjecxhmd,Vbbopdwtmvlhsjbvkfvjnrlamjavkucrzdbvuhjmtnnaaogghhoquzgzggxlpgncioap,HMDKYTNVV,3.0,S,47.0,,,Int. Flavors & Fragrances,,2361504.0
Prl12707,Prloyjtd,1-663-932-5385,ZVJXS,Inexnmiewbjjlciuvmllcpvmfxwgwev,uwwfzqulxgdr,2.0,U,7.0,685.0,U,,7.0,2052489.0
YHN12708,YHNOPMKXYUGJPVRTBDEULTBBF,1-519-019-6128,WEHWVFPXPGHBNHOYMGDHIKPDUTZFSWXHOBNPZSUGBIFEDCMLDDXQTBVHXAZORHIBRPA,kdwkudbr,Mfwdipvujrri,1.0,M,,360.0,O,Newell Rubbermaid,8.0,3078634.0
Tgg12709,Tgglffdfrufqscdxupsdrihlkc,1-936-318-0658,Fzuopvmkorcn,Jpfmsuurardloofvh,Udwnmqiddlwr,2.0,M,95.0,470.0,O,Holly,9.0,3038032.0
Tqr12710,Tqrfbfkgbexagnfsvzpouzuipu,1-745-032-6887,uvietebtfba,,Rpcpmwwbguqm,4.0,M,41.0,759.0,O,Bucyrus International,5.0,2330428.0
Avc12711,Avcofenwarlhzbyhrgxj,1-332-869-0801,Ifuhxawyhoxiuqrctebdqnwzzhbrszxrunyexpqotljfnehgbqusyzibwvmeo,,osjkvo,1.0,U,2.0,545.0,R,Continental Airlines,10.0,3308566.0
Rgd12712,Rgdrcdwollbmkfixisamrilavq,1-304-071-1032,tqufplrafafmjyaiomwnqeccbfufavcmcojbrjkxmbhxcxpiuxuekzcyjadvnwtsoeaspm,Ybduuofjffeyhlzvcbpbqxgmubswxeejpfbmgtdpdjwznv,MMIAHIGLJ,2.0,,77.0,776.0,,AptarGroup,5.0,3388085.0
cxe12713,cxegbzymnryzonfekrkrgbcw,,Gledrehcfiphzqdwtnhmyjvaucqjbxjhcbcghlylkulwulobdqqpxrbbpecuaqclvfanpladovlxfwj,mejqbzvtrvrhkbslkywfqilecrbdzflwahvqjilwzrato,Fawpwqtl,3.0,S,58.0,379.0,O,CACI International,1.0,2886502.0
xko12714,xkofasfemcnovfxddjgxi,1-553-727-9484,LHYWEQEIKEWVRBYCLNTDEOLDDRFRLDWRHDPUOSHSJUORLZCJPQRCNCPSEBLAFCGXVUTDXOL,Nqbofpydqusxkdzxelehiqnt,XEQQQTKLR,1.0,D,43.0,335.0,O,Century Aluminum,2.0,1796249.0
Spj12715,Spjpbwfnunozxdmarjgusifk,1-661-937-1136,Hvagigu,salrphuaewdgrhygucwbxevptdlyfsqzsoeujfrflldloxhidht,Lxqmq,0.0,D,61.0,320.0,R,Gilead Sciences,3.0,2068390.0
pdn12716,pdnllay,1-210-588-5823,Wrwheqcvbryuljpmfizvfzgyknoilxpkvtweieeollqvoxahvhfdpudhakmigbebwzxyowpdsawu,EUUMSLNHXY,Hixsld,0.0,U,47.0,472.0,O,Frontier Oil,3.0,3240543.0
LFJ12717,LFJQDZXBIHELLFWSDXNJGR,1-895-290-9338,GMYCHARDGLVZGYI,AFWOFNBWFNBFSFNIRLIFAJZKUPTKBPPYP,FCRYUMYBKTIF,2.0,U,5.0,744.0,R,Benchmark Electronics,1.0,2019533.0
XQN12718,XQNTGABLOIPNZE,1-350-832-7066,Frotjokmvyqqqgezlsuxkabvvtwhlxrxgkkpmislqwsmficyaarwbcsmagvwcywktgbexmvdwekohvo,Wjsuqpakgarulwtlramb,YKTEQAL,3.0,,67.0,662.0,R,MetroPCS Communications,2.0,1306688.0
Rrh12719,Rrhrfcevscgqgpptj,1-744-027-9877,hcvbljrmcubcllgvnbejmusiagumixudbwftkzyixfqsldfewubcgnaju,,Bysfp,0.0,M,31.0,805.0,U,Laboratory Corp. of America,7.0,
Gru12720,Grufpwjqjkjm,1-196-001-0723,Iqtdvwsudnbyflwhatpclwwqofwebnofttnizcbqhcvkswucwkcfuioxgcdnfkjpqgfrsoxldztaaq,iattogmiqqdmwvzppnkjoviviocrpbdtogobnqsjktwkeslgtteawtskrqnosyskeoxsodqaxvt,Tvbhgpvtlmi,,S,0.0,,O,Cimarex Energy,1.0,2709484.0
Xkl12721,Xklartfiic,,rzbcxottdttmkbwnzhjozhwnnkbdzgvxfxuxtdxembmqqdkbmeccqmifme,Qitvjofgpmkjibfueugbxjrhsaazntosoesnw,Fcfzjinicjo,0.0,W,23.0,576.0,O,Enersys,9.0,90630.0
Lcg12722,Lcgtiinanaouu,1-235-220-2577,Ekmyofvicnpwdnjvvbrqruwdsgpgoavsppyiwshlaoeaakiwrkuwxxuwbycuvaypdlqrfoogkxd,smwxjqogjhvjufqmpnw,ZBBSFXH,2.0,M,97.0,809.0,R,World Fuel Services,1.0,128206.0
VCQ12723,VCQBTSARWQKFF,1-683-595-4847,Zctyccwsasvlo,Tlwlbtwdtnpwgvrwauxaobsvbesupepouqlaxykgagksdudoaqidl,vtmpxkzbub,1.0,,74.0,830.0,O,Hawaiian Electric Industries,2.0,463510.0
WXE12724,WXEDRZDCHXYBU,1-145-843-1463,zyehqrcoaiqmvqmbmvjzcqcffbsdflmgsdcsxirsowjvmmlfiznorlff,Jofmpljjcokrdwqffrxozekaoktzeqwvffcgrkxqwrbreqcjwtximhvnztovqiasnsxuegfqvq,Orsphbxm,2.0,U,81.0,624.0,O,Children's Place Retail Stores,10.0,1158961.0
Kzq12725,Kzqsyqonnn,1-134-930-0241,,Ptgkwjgaujyccapghjizixwtfxihkqupjiiqqfcjxmhdkeqbuovdodtlxjbj,eneeettxdeka,4.0,W,3.0,303.0,O,Administaff,4.0,1656178.0
Bcr12726,Bcrtykao,1-837-165-1804,Sjpccyyarzop,jyknjdieyzucbbjsekwhlqxeqpjkxxuynaldniqtfvrwlfdclpc,WNDPVNTWPAVF,2.0,S,45.0,337.0,O,ConocoPhillips,10.0,2373768.0
MEZ12727,MEZZWEFIPTTER,1-341-891-6276,,Czboglmtalvwgdjlhrxlwxrkzcn,Vnigr,0.0,M,,418.0,R,Kelly Services,5.0,3672224.0
jnp12728,jnpbgvqocgtrt,1-034-953-2553,MJEBCQDNXHSZWTPGWNWFKELJFXKSJDYTIXRWXXFGZWPOSCFQSMJUUZP,ofdantyim,Gggncj,3.0,M,,700.0,O,Unitrin,2.0,2519490.0
Ehq12729,Ehqqsmyxkpeknuwuqabefdk,,Ebsdnslqswdcjifwnbkquwvldgrkmjvjesekd,MMHOIHYFPBMNJFXQSGAIMDHUDUYOIJEQGVPTAOQIKSBNVDIOSEZIWYGJTCWLSAYNNUU,WOMWNU,4.0,D,3.0,589.0,O,Union Pacific,5.0,2409054.0
Etz12730,Etzkcqajvmlgdaxcavwoliqodakp,1-954-805-8129,Ofuoedwogepkqmrdyncknio,EJUHWZSNCELDFOPDBRXXFDNXJHBQGOAQUWRZNPRKLFUEYQVXEZQKORIRRSLTJDENCGKGMQXPFWFWAC,gxsscwf,1.0,U,29.0,822.0,R,Cliffs Natural Resources,5.0,1891394.0
hop12731,hopokgpkqydykpje,1-244-947-8549,Bprhanottszwoud,Bxdcqbwmpzthsgeysrojfkufwhkdbjujfgeadojauxbabdswjdqosmmukkkhlvurhhxjwimykp,Ehemg,3.0,S,,327.0,O,Chiquita Brands International,6.0,1271315.0
FOW12732,FOWTMC,1-695-380-3765,Wuwxmd,Hhtzpndhqdqomsknnfzsyuciqxcvcnbzzheytqq,mkknnnsuxhwh,5.0,U,16.0,468.0,R,,0.0,2492456.0
Ewc12733,Ewczhkojyckycwrnjvcdz,1-495-934-0755,Zqviqqlaluyaouiaufaqvpcbnscflmiegfnddikpuxfg,Wlkjvfhtrklhcfdnpcpasesifahsffyloapgermylmxhtwflgmqmdzpsbusoxdrasiigk,srpkdcq,4.0,S,60.0,770.0,,Baxter International,8.0,2414960.0
DWL12734,DWLEMAODQ,1-803-861-2066,Tubvzcrtehlunxb,Obdjgucejcqbvkqkckcupgpfpndrotvjcmavrmhzh,Fgffq,0.0,,98.0,371.0,U,Virgin Media,6.0,1962531.0
Nhl12735,Nhlfdee,1-006-840-4038,,fjmknj,XBAYEWF,3.0,M,28.0,467.0,U,Susser Holdings,8.0,1652119.0
Bef12736,Befvvofjathkrkwpd,1-921-513-2121,nlcvlsbkuwbamdjkvmmspivpesnysrbkojdiiqjyeaqfksfwfqhmmwqp,Rwuumknmciuxfuqigkievsebclnkbogfwbjnjwihbadasdzsmpoficnudbtjkeuoje,OGFQZTMOPJEG,5.0,M,80.0,652.0,O,,9.0,291940.0
Dui12737,Duinql,1-489-570-1877,RVNUHCEZAZWXQZNBRULNCORYIAAJESSIDGCJNLTKXJNKOWJEAAZOBBYYFOBDHKZLWXPSIVMPNPQP,LPYLPDNVMZVFCFWAZCMLRHCYLBAIYABJFVNWADHPMEIPWO,Asxtpotdu,1.0,M,8.0,423.0,O,United Technologies,6.0,2109127.0
Wgg12738,Wggawvaxngjsjcvrohdeozkbnppiwb,1-910-449-9486,Geertynxuelnkqhammoiifmwxzvnogahcajotkgbzrxct,KKRSXWFUELIMNNLQTUYLVNKLBHBKDPFDVCNIBPWM,DZRQMCFDSZV,4.0,M,92.0,797.0,U,Juniper Networks,3.0,1396116.0
CMA12739,CMAXFMTPQMREYLQBFLGDKMPQRERPWP,1-987-972-3744,MXCOTPSPXOVKBVGLGEQWIEVGTGX,Igwtfvwveapigans,Yamcnnyqhlhu,0.0,M,14.0,412.0,O,T. Rowe Price,1.0,3427264.0
Lly12740,Llyscuvnssxokjwtxhvhcggxmo,1-974-201-5222,tasnlivwfnazcyogalcrxxccbrgxozklwowsbbxktwqmjpsdgwlmmexsqzrqksreefnwidwrdl,Smutkyecmunafxamnjqhcuetsvvukgwffawnxzqzphjrkptyjaadcgbuivdbl,QQLMZ,1.0,M,12.0,368.0,O,Hill-Rom Holdings,6.0,1389496.0
qmd12741,qmdcikvtlbf,1-981-576-6270,PKRGHTMEBAPYJVFFMWQB,Bhipsslnqdmrwehxpwdbqtvkljkrjxqhbrhgfgqeqvrwitcccjryigonvguoqjla,Toreiwxvxuna,3.0,S,16.0,,O,Atmos Energy,2.0,2006655.0
UOC12742,UOCNBX,1-954-228-1242,Pdqenyvelioy,Gtkpacrrshrjczauhgwnoikpbnaiezuc,VJQRQXTQR,5.0,D,45.0,539.0,O,Publix Super Markets,0.0,2842747.0
wdi12743,wdiezlprrgm,1-069-044-3794,IKLSKBYPTHBWYDJSGHJZAZLSPHAIKRENOUHMIXCPMKNEOXHEUMNTCVUNIHVRVMHRGPTUI,vxfzeugpgbogynuzfxvkcdsryyqiezgmtiwlrttruqgfrwztbcrvl,klkaivtmed,4.0,M,9.0,,O,Union Pacific,5.0,3979196.0
Yuz12744,Yuzvurnhnzdeaepzzlrmulnbwmv,1-359-043-9483,Hmlriqaxckmejiechdyaunmcwdr,ylypbuiqrrmdlevqsarjmvoupcymfkeooamoyykilrhodocihdqdbwuipwuaymqgeydbjcrylqstdia,Fponcxl,5.0,U,76.0,432.0,R,Men's Wearhouse,9.0,2976882.0
tze12745,tzeczrfcijbkiokduhkcsfsnn,1-216-121-5349,jvmpuvxvbaxsdb,Rzqpikskrthtkoolwtnixcdzjhbr,wmstlpt,0.0,M,46.0,,O,CSX,7.0,1475651.0
ayo12746,ayosulsuoiaefikdokxdol,1-198-655-4742,mehigcwbxictsfoaydytpwzskeaemwlrixiookhotehobdyaahxycm,Jurtsdpczowdtocv,aywuqnffipvn,3.0,S,24.0,761.0,O,Mueller Industries,5.0,1667054.0
Bnm12747,Bnmqwfexewigqnwrh,1-913-563-2439,NODWSTGWIVXXXAQPPBLPQZXUOXPCGGAICLQKYBMKGYFTHWWLXMOFZYSMUB,znvgqnzuqjyztomquwbecfrqdxntbuhsxmmtdosmtfkuxxcunopwaxge,Wgdzbscgt,1.0,S,17.0,,O,BMC Software,1.0,3019806.0
snt12748,sntjiccudmrcogxn,1-310-386-0831,Zacjw,Rhdisixwaqziozvwzudfkk,Nmdcxchhcnl,5.0,S,63.0,761.0,O,Dole Food,8.0,3688877.0
uts12749,utsgquqbadftbjjmhacjdfcniq,1-932-771-2566,WGKXCJYZSI,lcqbhlouitwtfgqbsnhznmecmwyhgvlphjgvevzpcicmzgntnluoqwnpgklyxhdj,gnvfm,3.0,M,0.0,480.0,O,Dean Foods,3.0,965025.0
Wov12750,Woveokphxyjflhrwhsoh,1-376-193-7039,Iatrrylvvezfupvpcayprfqudgwqwvxzjqbjiripnyvniqshqlebstrhydqtbgls,Stcsksoumxgkknxylitwuewoiomhvklolplqoevoejvzm,Ygsydanx,1.0,U,78.0,629.0,U,PSS World Medical,4.0,1963612.0
DEJ12751,DEJQYMIPAVOTIMTCQQRRRK,1-006-418-3311,Espjxluubajwkdgmkkvgvnbimqikwiubyaic,Mhpsofzalmcwcxwgctnffaihrtnhxglqvjpdctuuwuntbkjavlmegpvldzsxfomvepldhgiwmupri,SHWXQNVK,2.0,S,95.0,594.0,O,Zions Bancorp.,10.0,1363035.0
Bsd12752,Bsdqqzzfdluxnxbtxy,,Vnkwapwcifxzjjklghdwtbavrtxibuecvlydwxmmcidnfwpshwawytmmb,oxwjcndactgamwiglllznmcqwagynnpznofjfthjxwzlehhtkzowtmzwccnjtnuqbsfitfmwnqljhey,Rvlbgbjt,5.0,U,19.0,,O,Snap-On,0.0,2901258.0
Avp12753,Avparwipgikakfqmpyxgvpaebqn,1-164-508-3988,Zjtlnhnkzcnzrfpxwwsmtcphqufvcjralmrtzzkubgmkduhkerjfetcmerwwiakxsyni,Rxedhozkakuvfsmwdjatosqgsyshpulylxtdwxkfguaystub,Cvmhugjhgg,3.0,,36.0,594.0,O,Bank of America Corp.,0.0,705059.0
IDD12754,IDDHRY,1-035-779-1091,UNCYOCGERT,JFQUXLCRGDQVYJBNCVBNWUFRJERL,Jzkftgx,5.0,S,93.0,506.0,O,Graham Packaging,6.0,2791193.0
Uwy12755,Uwyqbrjmbdzoibhtvs,1-292-221-2035,,pqjairkovicyenlmbcg,Exlaxjtj,3.0,W,52.0,729.0,,Eastman Chemical,0.0,3812048.0
Lgm12756,Lgmrxcabwijqjcihbwgfgkolz,1-208-169-1114,Sgkdijtawdvhjop,OQMCNJZXBPKEKVNFAHNLRVXWETVUYGYOWRQDYRILBUSESAFPRVZAILEXWQWCGDGFFHGLGEMDTSEQAC,Pintcvhxfj,3.0,S,67.0,640.0,O,Dell,9.0,2962749.0
Tvx12757,Tvxvsbntvhtrp,1-435-618-6208,jxbeqnqvddospcletuwztiflaqhhletdyvtjnmefksnvomc,Nnhlxqwcwozxgkcs,gyailemr,2.0,M,38.0,468.0,O,Airtran Holdings,5.0,2495409.0
xgt12758,xgtnzsej,1-716-634-5947,axdpejrpihsdfcopnccrjwsqirjelttrlelulsgkquekrgtbpe,xbwtqnrgnhxudklqboeyjljairusinkjlqnryodfpogxqdejkczgnqteopmacg,Bxbcez,2.0,M,68.0,471.0,O,Verso Paper,8.0,2326724.0
Qbk12759,Qbkexf,1-543-756-1895,zeuuhgheevbfhygsapkitcsdipntebnght,FFALANTDATJIRFDPFIIOJRSAXAWIJVHAWKJLTSGAOVQFNTXOYQHRUSY,Zsqejmgkmvjr,4.0,U,29.0,565.0,O,Moog,9.0,2376817.0
ZQT12760,ZQTKRIOSMHDMEVFWTMIIZP,1-209-813-9558,apucpymiwsopltyvguysdvqunbdirsijwkqduwq,Hwwcjaqiibbohcdoljpzvgeneppwadutfdehouxpevzrgc,tttvebfnbo,4.0,M,77.0,670.0,O,Complete Production Services,5.0,3586237.0
LFK12761,LFKXBYQOVSNJHHCNQWJCRUXXDKYAB,1-668-654-9009,fdmxzvqbfyzhpcknkbsaslhujhbtvhzhbvtnubevzgfupwqhmyzoddf,Uzqqqeekvtic,gbelcoicug,3.0,M,57.0,705.0,,Eastman Chemical,6.0,2982659.0
tqn12762,tqntscfchcakmekow,1-177-983-9264,Jplkmxicynvykglgzctnczhmvehxikqnzbpahasqssthxxltps,Osbgwzxrn,Pfzodhuq,1.0,S,2.0,499.0,O,Ingram Micro,10.0,1636130.0
