FirstName,NumberChildren,LastName,CreditRating,AddressLine1,NumberCars,MaritalStatus,OwnOrRentFlag,State,AddressLine2,NumberCreditCards,City,Employer,Gender,MiddleInitial,Phone,Age,AgencyID,PostalCode,Income,Country,NetWorth
Eyzxszanrjtufy,0.0,Ldwntfo,441.0,Bvmdsxnomdoohfvzliowzljiozryumpfnkgnlzabsiqsavrgxjkwjevnmj,2.0,M,O,NM,MFUSIRLZSLFPUCUKNGMJJJYKERTTVAKUQASYTCQQWSSURHGMJPRGBWUEAPQLXMJTZNJAGSL,9.0,Salinas,BE Aerospace,,,1-564-369-3800,84.0,Ldw7294,Vadeaco,460232.0,United States of America,3633987.0
Odvclt,0.0,Shldtqirwrvvrglhnps,657.0,czhjtulswlfzrqeddkembgygvqosmypndftgbibazfiijjklytlzu,4.0,W,O,SC,Evaxwukqnzywpildawrsqeigvxwedwzwndsiun,0.0,Rockford,Casey's General Stores,,Z,1-142-668-1647,89.0,Shl7295,nwnmuxbyketn,,United States of America,2767942.0
Dlcnvijfbaqfxsntk,3.0,Rndiszmrhm,698.0,DTPPFKEBCNEMBHVONIJRLPESCRFUOYUNZUNMNKPYZMHNNCIHIJOFBQDUBPZVWTANHEENCGQDRM,0.0,S,O,UT,yvfvcsojdkp,1.0,North Las Vegas,General Growth Properties,,s,1-478-664-1910,54.0,Rnd7296,Djznxb,139005.0,Canada,1603597.0
Zilbrihtxikmq,0.0,Eurgtkisiyjfwkxrkdyppoyb,801.0,NRTHPFSNUGKEEAAZTEKXMZRXWYDJEOTVKWDBOCKDDFEGKHSHMTRBLUFCV,3.0,D,O,Alberta,Rurbdjipclbbynhgfeaypabragcilllxrwqytqdkwacadigzlwvgqr,0.0,Vallejo,CC Media Holdings,f,,1-002-159-0573,37.0,Eur7297,Fbuto,235524.0,United States of America,2663289.0
XQKOOHMCYXUUNG,0.0,Zeivreznbywqwzte,799.0,DPBTBHIZCPMJPIHVEJDOCMHTRMQEBLOOSAJARAKAHKSQFWIGQMVFEDRKRSXJJCGROHDKJZDAVPNL,0.0,M,O,Saskatchewan,Fwwvhmq,0.0,Oshawa,Conseco,f,,1-764-171-6300,73.0,Zei7298,qjikoabivmyf,62908.0,United States of America,189640.0
Kqovmh,5.0,Pfekvstugssaiaivihhsmyo,824.0,tenticnykjyoflemrfvrvaywabcdpkkijnadfusjrwfkfxfzbovgyhoeqcjyajcwuudlnbcr,5.0,U,O,CO,ysevawxzrqyvhmmkbndelsliajoneakwqifuqagblkj,1.0,Edmonton,,M,L,1-586-826-9014,14.0,Pfe7299,Yfewi,206136.0,Canada,146162.0
Gpucgahrgezwgwegqloetdpaipnsq,0.0,Vvxhcfdvbaxcck,812.0,CAKSKUMQNFDIIRWAOEDZK,5.0,M,O,New Brunswick,Nrjdtoafpahznuhdliubkwtayzfzfhrfnmmglksqsbpaadu,1.0,Santa Fe,Jarden,f,,1-106-870-7788,72.0,Vvx7300,RFVYXEEYMNH,148492.0,United States of America,3267345.0
Kvklvxzwftyzk,3.0,SOAOFPYXHOHGFUEAAKIYVZOHXRJOZ,766.0,RGZPYELWFHKFOSUBJCEDKIBZSGBSDOAXVMOEVWCRMYITPFZALUOHYUULESXSNGHBRTCYPSLLIBCHJ,4.0,,U,VA,FPNTBZSTPAUJUEGTEQYBBBI,10.0,Wichita,Graham Packaging,M,,1-700-411-0163,96.0,SOA7301,VMMTPN,405093.0,United States of America,3921504.0
Vvbxxcxkgtcipupe,4.0,uowgahifpydvgoceehq,338.0,fayporjgckylgtqyzgzmqhrkeakjsvng,3.0,M,O,DC,Eehbbqcoxthazbsryqrjahhzcjdndvayufmiblhfvuceddhkaaobvjecyfdibzuuckpexry,10.0,Escondido,Dana Holding,,f,1-610-670-7212,59.0,uow7302,ULYMF,312800.0,United States of America,833056.0
Suawyjcxbmrxxtt,2.0,yetqcqazzywnnvfacvfou,307.0,GFWRUDWJUIGIBPLTDKKBLPQNSRGYFHBCVDAHICZEHATUWVVTQKFHWVJEMUFL,3.0,M,O,NM,Gzgibeapj,7.0,Colorado Springs,SLM,f,l,1-090-607-4974,56.0,yet7303,Acfavp,131734.0,United States of America,2898806.0
fqshyskxatwnodozdwjpldrr,4.0,OVPBYVUSTGJXHRNHUWC,682.0,DLBMACVJAVLWFGEQTWSBREFDVKCIFMQWBDUPADCBUFVEOKIUZCQYHSNIEWPUYXIFVZEJBGHCY,4.0,S,O,NM,Aaagdrmjwptzmkjwrcyfstguacccgtsunitmlhgvdqjkwzga,5.0,Salem,Nicor,F,i,,79.0,OVP7304,Gkdckfw,400684.0,United States of America,1589706.0
Tswrstnhggdgzkqmx,2.0,Reyarhxjreuihc,768.0,Lucambzpqbbtnqdfomgubrbqdbvdgpoipegyw,0.0,D,U,NE,Jhuenlymtodxvszwymephnkuoyvewuqglf,5.0,Casper,NiSource,f,k,,60.0,Rey7305,mrpte,193856.0,United States of America,3431226.0
BLFYZAJWW,4.0,Gifer,623.0,VZFGMJHAVVBCSHQOTVHAJXDZRXBVFCJCSUGQ,,M,O,Manitoba,Dsxcbgdujivarrwcqxfgsjgxrsmmklukssjgkedwjjnrlajujwkkktzdgzoyobtt,1.0,Chattanooga,ENSCO International,,,1-464-495-1973,61.0,Gif7306,Ieazidzucqjo,359466.0,United States of America,1183224.0
lubboaxirerpegtn,5.0,TIJGXHWJXPJQY,772.0,Fixnszjhwkxkicwlxqwguphlxypqqbxorfrhwiyuyodkkhqzltoswouqp,4.0,W,O,WY,taluiuvcuhmzemzarkdffdnxqxscyinyyszutsfcwhivkl,3.0,Las Cruces,,,,1-035-123-8543,21.0,TIJ7307,,32256.0,,1292137.0
GROFUCMNRFLXTTRKIUG,1.0,GENMVPPGEZTGML,810.0,vvesphtmjfbikszoioaruqqx,4.0,D,R,CO,OBKMXFTXJWUMEJEAQJTEJDPL,7.0,St. Petersburg,Worthington Industries,,,1-385-532-1170,77.0,GEN7308,yrjgnhxlrsl,266248.0,Canada,3017321.0
zeuvwskeuojfwc,4.0,Llwatwagplldckejemrg,,Aijjhqrjnxjbmjjmmfftqatvwhhcadpargmkh,0.0,S,,TN,Gpieicomjtynybqqovfablnhhxwnlzrykaejqolsgvspenfmmttdsupeso,0.0,Cheyenne,Penn National Gaming,,Q,1-070-316-6122,74.0,Llw7309,QHTHTBWIFM,173591.0,,657891.0
Quyldsahkuhrmcgmqtklq,3.0,Jphoqkjweembtcmnhl,307.0,,4.0,S,R,ND,YOJEGDTFJXAPIHELJUSOFHTEJWSNALVPUZBIEAGYIDJINHXSA,4.0,Hialeah,,F,S,1-028-402-9283,97.0,Jph7310,Rrurnnygmim,247438.0,United States of America,3911713.0
Fhjurlqyiskhxutgqifq,2.0,Nkkhdbfedvlpqvuscl,598.0,DBQVZNCBZDLNRERUMKFHMPBHRGGZJZBJWAJSEFMRFZHBPRUFYRBZBMMV,0.0,M,O,IN,HZEAELCFSYQCFSDLEWIIETAYRAOSSRETTZ,7.0,El Monte,Complete Production Services,,S,1-724-428-8206,74.0,Nkk7311,TMKOZUGIUFF,88628.0,United States of America,3289655.0
Hejosipmqtedhbopvxggi,0.0,Yaqivglrlljs,564.0,VVERBQCKIHQEDBIPGGXNZPTDQJ,,M,O,WA,HBMBLNQGGHNFWVQSTHEVBQTSYBHOZPGPFNCTBOHFEJGWGKPZHBTNREFIMENVELT,2.0,Augusta,EOG Resources,f,h,1-343-147-1749,90.0,Yaq7312,GPMSNJ,122176.0,United States of America,1727971.0
khupsscdhj,,Hbentskvbuznalkulmndwtqxsiwnc,740.0,Cpixznzihfmthrchsoosxpwdcxgcrahaglpualssmhrahoadrmcojdzmustuhijcysbyh,2.0,M,O,AL,Qbqlfdxfqsgrpwualguknjhvovbxnrwrinaqxijbvgzkbftelhmhjcgigkxbmtgkklk,2.0,Bridgeport,Reliant Energy,,G,1-266-928-2758,33.0,Hbe7313,SFQCMUNZOW,18038.0,United States of America,1513078.0
Qhidnuxqdpudwtfki,5.0,Vbduffjehctbgirxqfsmjxpedku,837.0,Gdliivznbqvlozfbfglogpkdqab,4.0,S,O,VA,Ykgkhsvkbqapbbbebltcyyathgwokfutctnegjyuqabvbu,0.0,Portland,Baker Hughes,f,,1-397-258-8412,48.0,Vbd7314,Fjudqvaae,290011.0,,3312697.0
Ukseraermibm,0.0,Wsrexf,676.0,KNTWSYSABJMNNSRAPQBSGOSKLDKOGIBOWBPFUVJ,2.0,S,O,New Brunswick,Rbpshvoujcouysztwtgofxvuhxmkcswpejztzhbtfdoge,9.0,Yonkers,First American Corp.,,s,1-764-361-5336,90.0,Wsr7315,DSHABJO,23390.0,United States of America,2785772.0
Cxyzjjcwmugensrt,0.0,Djici,357.0,iojlebeyawncumiaprkxwp,5.0,U,O,OK,Jynjexntzxvduomauhjfsvfloxcwdvlseppmqxdzdaufigbpbecvsq,6.0,Virginia Beach,Principal Financial,,m,1-116-039-2078,80.0,Dji7316,XYTPHRHJB,279011.0,United States of America,3241547.0
QBTDQSADUM,4.0,Sxawxgidstqzqbuhtehf,491.0,HKPULTXOOWWPLBSKSHVDXWABOACHRPLPLTGIOWKTF,3.0,M,O,DE,Bqwwacbkvlicqkpuezmykcpwprnbrnfggiqytqivjpstidq,2.0,New Orleans,,m,P,1-988-912-5496,85.0,Sxa7317,JLDZECSJTVYH,351285.0,,363572.0
qzmmcxwcjliczddkj,3.0,vucrytje,441.0,zkrxucbgudwzjbdi,3.0,M,O,AZ,amjeudkxbmsrphvymhmigbdzwsuemswlawcxqatqljslemsfzhxtqunhzjtbjjmf,,Billings,OfficeMax,,R,1-581-424-9200,5.0,vuc7318,ZVZAB,346206.0,United States of America,2175928.0
MMMKQWIAVYBZTYTKEWEPUXXJXZATDE,0.0,SIFUEBGLRXFAITIUGJOYS,691.0,nscsqyxtzcruevaqgpazhmynwodfmfiqdcntirljfzwetyaaj,0.0,U,O,SD,ZNHSNDISOSPMASUMNXRAOSERSUGHXJJIVJPAZOMMIOZSNSOCFKQFLEZOOLLOA,8.0,Pueblo,Morgan Stanley,m,,1-227-394-2732,83.0,SIF7319,AVLDDI,432665.0,United States of America,3405629.0
KIVQRZBRETPYPGEHHE,5.0,lwpsd,841.0,Gcvvdrqqvmuvymnlcmpmil,2.0,D,O,CT,Criqkpzrahsemijccwbvtusuvliecxymtyncwjvzbxkoopswctuefwjxzxn,10.0,Oklahoma City,Teleflex,m,W,1-782-369-8503,77.0,lwp7320,Uyavld,349239.0,United States of America,3925897.0
Rnqsflveuyowoaiklbzfnt,2.0,Teqzzzmdmuwnkiaqputcdlsk,667.0,upuuoorjbhlpwbwpzxiefuvtgaceiborsqsjqthkhgnddrpanyggwbxrvmqixkmwamear,1.0,M,O,UT,Mxippizfbpslaviucozxqmaneejbwcdjxw,8.0,Concord,Universal Forest Products,F,,1-755-779-0630,92.0,Teq7321,gbzyp,54892.0,United States of America,70948.0
DMBQXQEJAIBPQCHVPA,3.0,IPANLAMA,700.0,Uebyppgvgklowaqmiesudorcjufrguytblvmebvmelpronuzsbfxjaxlqwuholrczeeqlmlccvu,0.0,U,O,AK,Dfwqdlfdkpkvuuuiaazaq,9.0,Rockford,,,,1-160-503-2342,82.0,IPA7322,Ufssod,227800.0,United States of America,2578419.0
XUWUNCJAYSCRBBVEVCLWTCHGKJM,0.0,Ezsndzxckffxjtoynrcu,346.0,KZXBYVWOPWKMRKBTQSHFSVOOZVCJFAVFGWIJACEKMGUOZEBMQWQMARUUNB,1.0,M,O,KS,Nsczavtcpliidbxqeairfnnoaigmgrrkrjgnwamqennxvljj,3.0,Cheyenne,Regal-Beloit,F,L,1-624-971-3618,,Ezs7323,Mxpwcnm,439138.0,United States of America,2210705.0
syxuhgmuudnysqosh,4.0,Tyecnbttlshcmqaptfxd,441.0,Bjgmbqxpbaqwprqzafksgdgnznhhrcpgconbvisgxpytpimqnfmrgcbovmyvqwib,5.0,M,O,UT,dehfhwfoiuyjlxdipncdqnbihbvyy,,Charlottetown,JetBlue Airways,m,,1-656-360-8753,23.0,Tye7324,OKPRJEKQYDW,256827.0,,2780430.0
KDTURZGNTXAVKIASTWGJHLJ,3.0,Skwuvxn,700.0,yagqzwvjr,1.0,M,O,NE,Crhqxdvoxvvljbpjyaxinmrlrwgoiaegganf,0.0,Mesquite,JohnsonDiversey,F,,1-354-337-7679,29.0,Skw7325,SMTXIBV,183971.0,United States of America,253067.0
Jystyvsdjerlxzhopwjcfhfjallsb,5.0,cjgshjsyaul,498.0,HOFPJPMBKAJVTNLXZPDN,1.0,U,R,WI,,10.0,Overland Park,Phoenix,f,M,1-793-945-8810,12.0,cjg7326,Dedaljae,296577.0,United States of America,583131.0
jhpvgffoinzkctkgj,0.0,Zltdfnqhplhbwpnmoggjoeakdne,786.0,vkjtafxnyfwavyeeepasargtli,0.0,M,O,VA,hldhsypbljsblcdpeydyuqbqhh,7.0,Akron,Lennox International,,n,1-599-064-6798,52.0,Zlt7327,iuwcofghos,454106.0,United States of America,833892.0
Cunwftczxnqekzyhv,5.0,Lsbzsbuzbunzkvmfcila,635.0,Wuxccgjgwdahvvrljqnvoqrsmfawigyiiiissqvhzvmlkstanfsxaxrkqfbpq,2.0,D,O,OR,SQFNDSPMVPYETUMPPBWIBDS,10.0,Santa Clara,Exide Technologies,,,1-825-450-6732,16.0,Lsb7328,Jtjhv,229046.0,Canada,316863.0
Ysykxclbgcpwvpkhnykwfafvia,2.0,uvwxb,607.0,QSJYPHFS,0.0,M,O,AZ,OOQUJVHKJVTRVEVSTMRJTEPKFJUHAUOSWQOPEAIZAGWASP,1.0,Albuquerque,Ecolab,,,1-313-688-1271,70.0,uvw7329,CSZRRJCG,409494.0,United States of America,3069405.0
XJFYAJU,5.0,Piqfofakwlbrhjs,612.0,Btnueinmdosdxwpslmjoyhcmuerzrcnzxyvfznfjyamev,3.0,D,O,ME,Htldkmiaahsvbml,7.0,Milwaukee,New York Times,,P,1-281-302-2932,8.0,Piq7330,twabwh,283457.0,United States of America,3326323.0
wedcjr,2.0,Xneyyljmvg,649.0,sdspkvxkqrznewzxkxlzgrroredvieykhrlfsnc,5.0,U,,NV,Yaeuldpqbmyzrncnmwmuujijzmibirswgluqipghjfefjsdpecglfutzcoxgnuetmysvonp,3.0,Buffalo,Unisys,,j,1-015-277-8368,29.0,Xne7331,mctxumuleaz,409921.0,United States of America,2488789.0
Ksmimggk,2.0,Gevhumpjwxc,656.0,Zlsxnfxyqdvfllhviddkosulneqekaejg,2.0,M,O,IN,,6.0,Fort Worth,Telephone & Data Systems,m,A,1-204-853-6439,30.0,Gev7332,RDSGFFWFSLLW,350756.0,Canada,168023.0
JXDYFBYUZBEHXJXDEEVTLAWYS,1.0,UHLXGHHZRHKRWHDGYWQY,423.0,ONFNLOEFNEOBBKKDFWJACNVN,1.0,U,O,Manitoba,Afifkjtsrbvhbdgqaiqewhquvfqtqrkaopdrlcubfgnietnuyuzssbztuiihjtqolgacbfs,5.0,Coral Springs,Pride International,M,T,1-076-922-3836,41.0,UHL7333,SUKCX,475440.0,United States of America,2418729.0
Grosiqzrkratsyadevufxamjckpnnq,2.0,kjgpbnu,492.0,Yykflcmzrxc,3.0,S,O,VT,bpfstlrwzaxgusoxzuwgjriiwcgezzpfbntkhdxnjkuogukvcfymqtlfaivkjntnfr,4.0,Providence,Interstate Bakeries,f,H,1-337-420-7701,12.0,kjg7334,Quhnmi,382708.0,Canada,3705197.0
Ehggnelkhpzesmnammjnlzu,5.0,Vmzlzkchv,429.0,tdbeysby,0.0,M,,ME,KVSFDXITKKIKLLEFXAGYCNVHFTKAGDSGOMHWUFWMQASJCNMTGADBW,10.0,Amarillo,Qwest Communications,F,,1-597-688-0038,43.0,Vmz7335,yqezbdtn,140960.0,United States of America,1288850.0
jlfadgdqudpkcegtaawulxfp,5.0,Zqpczvstyphkdmyi,769.0,TRKTHMVEKBDBI,3.0,M,R,UT,SHJNLUMQHMSIHEKHTDVUYTKHFGKTIWPKVFOJUPZEDMY,5.0,Edmonton,Adams Resources & Energy,,,1-776-842-4793,15.0,Zqp7336,Marxhuqmx,235374.0,Canada,1624274.0
Ygbfaufxyvydeckirgcqw,5.0,Rljkueonpmmcbbvofundxfnnfvj,310.0,Ayjjfsedcitjgpmtcqnmsfppxet,5.0,M,O,NC,Dsqirewxgajcuqmgwbkywmgloisvfgxtnxigbgydcmwhvmkbbubzvy,5.0,Beaumont,,,,1-652-487-1261,61.0,Rlj7337,olpap,4235.0,United States of America,643752.0
ZAZADIDRJIFDNBJNYFPWHE,0.0,WJKIM,304.0,jnfhsiuefbwgzamycucknuoplmryjwzcwweluuzpfqrnjwizofaisfjzbdfaevffak,5.0,M,O,Manitoba,IZAVFHMBULMRMWJPLEU,9.0,Coral Springs,W.R. Berkley,M,,,76.0,WJK7338,Vpctvc,276390.0,,3019777.0
ETUSTKAWFWEBHYCMTQNEDO,2.0,jdusrjha,347.0,Nlugitbtqwdqeiulwrdmfqbxl,3.0,W,O,OH,Ezgaehij,0.0,Virginia Beach,Circuit City Stores,F,Q,,94.0,jdu7339,dcshd,498014.0,United States of America,2367021.0
Vohiojteb,3.0,Oolqqoswkvhuhlrvgftjmurtkg,303.0,Ffhrujxpogxyfskvxtuqvuardmttryzxosjxkvkoudjhyfwsuxjkvhwjxloqmhtssdxtntbiv,4.0,M,O,TX,vwhebbhppaysikvstugvdxsukbbmwqfltarxtactotjitebgjjkcqvhbuladcjqeqcxgtriu,7.0,Scottsdale,E*Trade Financial,m,,1-373-849-3011,45.0,Ool7340,Ykewh,154915.0,United States of America,2708087.0
Adjqvanjhtojo,2.0,Kakhonmdgwpnvaqjkxjevyyapl,625.0,,,D,O,KS,Mbitddl,10.0,Regina,First Data,m,,1-282-167-9462,40.0,Kak7341,ydfusavdwbm,351755.0,United States of America,3335257.0
Jilmkikjgszrfspqdbsacfgpt,3.0,gaflxqietixvtcoeradefuhmxvpsdo,821.0,Tnhxniwqwmmatnnvlgjljxjeritjnhajxfrlmfjgamijvd,1.0,M,O,British Columbia,Tcxrqxmnzrwnb,7.0,Biloxi,Piedmont Natural Gas,M,,1-047-593-3625,80.0,gaf7342,UZWTU,263849.0,United States of America,739623.0
Awrvtsardxwhrahaoirtt,3.0,Rrtdmgsqlmprqmvxvdzpwqi,753.0,ICMMAOFDDZXDCHOAQNTCPKHQSYRYXVHYEEUTWEWCBPEZNFJKDHEIPJWIENPYDCUJPC,2.0,S,O,NV,Njvsodxqvfssinqgmrlf,5.0,Livonia,Harman International Ind.,,n,1-773-217-8411,87.0,Rrt7343,Zmsexiu,185669.0,Canada,588673.0
nxgguxhjleqzkf,3.0,Rkxeyzyuqwprnkikpogzwoxuqbjt,585.0,DKUCSAFJISKHSUNMCOIKKTD,1.0,S,O,KS,VRCQMZUZEWUPEPQFUSXTNPIVVMLCLGIBRWDZIRUONJEOJBENOSIMOIOQLVAHIMWMXRFKAD,8.0,Oklahoma City,KAR Holdings,,,1-308-220-5117,83.0,Rkx7344,,340690.0,United States of America,13482.0
stxrnjjnfnv,5.0,Bekkphomftkdpzwvuogwmddpatu,784.0,HZGMRWKOMBEH,1.0,M,O,AR,Fvydhdwiqaehbiufstumojeouuwjuhrahsrbt,10.0,Garland,Delta Air Lines,f,z,,19.0,Bek7345,mpxkxivwz,67142.0,United States of America,2244698.0
etgdamsmct,1.0,ywvnlwstsjgrunht,461.0,ADQMHKQAAYNJLTBMTRDLQAKDOSE,2.0,D,U,Prince Edward Island,olebugpqmfzggiyhoquxmbcyrbqtohatqoypnnoriuoozhiuuzczsrrxbtbncvxqsirkq,1.0,Las Cruces,General Growth Properties,,,1-333-255-7079,50.0,ywv7346,Tpwtovsi,311095.0,United States of America,2172263.0
Mrwvgrcuuxoifnffkrsi,4.0,Emrefupdpympj,474.0,CKEBTIUPHHGDGFZMILOWVCIVQBHKRPYWYZTHINYUROTFBBPLEMFZPWYJU,5.0,M,O,CO,Ubuvsyebkbumbeszglfkudmdnpfwlrzxudyaewjoyrik,10.0,Mount Pearl,Ferro,f,,1-485-109-8871,70.0,Emr7347,Ckaxgritmydj,161607.0,United States of America,3964580.0
Fkdvsswhlf,4.0,NYOEMKLUCRNXCENHEYIGPZPGNLUD,718.0,Ezuimxobfqgitnevmvsxvfhfpxnatznmbut,0.0,M,,UT,Bgqydkwvjkfkzvfrcqllvffcllvlpnlbcqxnrlsrnfgf,4.0,Columbia,Consol Energy,m,,1-951-613-0465,73.0,NYO7348,STBMAS,62881.0,Canada,1234051.0
Dinbfhdebzbcyhkvj,3.0,rmfyfulxmgveqvtutdrkuiqvuh,302.0,,4.0,M,O,ND,pqcgxwjtlbtbvqpagz,,Chicago,AMC Entertainment,,,1-589-366-9563,98.0,rmf7349,Xmwij,461268.0,United States of America,
usfkvqdmfpddcy,4.0,Jbavktmaiibuss,405.0,onijmbygjhloiiidkghqamgcwuhiddsgjicfnuswimcbrhlmujxnlzlvszvpkcnmbqtka,0.0,D,O,Newfoundland,Bactqghesn,6.0,Lubbock,CC Media Holdings,m,,1-284-774-1521,17.0,Jba7350,Cjtfi,16197.0,United States of America,2326959.0
BCRHKEKGDVUGNWBMMJECT,3.0,Wwwpeaigcbq,724.0,dvlfwjdsrusupohnoscnkzxctcieehejgifdojvbrzusnaotvtgpmzcfrgnxijauqnglkciyjbxz,4.0,M,R,DE,Iinotofikgbxlbvlhgicapcizxictrzehpqewco,10.0,London,Avnet,f,U,1-327-869-0935,63.0,Www7351,ULHEBW,228746.0,United States of America,818663.0
Mncqfcddsafobodtgzjszcjb,3.0,xgkdnoxtkivyugvqaihdnueqt,733.0,Eydgxjrevvpsazxrnkcjxrwvgrvwqdcicaskwveqxmlhfomkwjovanopqeeytmgmrbzqmrsqblvjjtts,0.0,U,O,PA,uhsstdlguefbgmrurwhesfzg,0.0,Rancho Cucamonga,International Assets Holding,,,1-693-229-7895,10.0,xgk7352,VPEUMCGB,261556.0,,1465731.0
ICUAZUXJCHXNASZGOQIISSOWBCPDOK,5.0,Oswtbqm,,Obylpitkctiqjtijxwpubrueyryfgkflqeaornmcgwpvijkamjpkgugq,0.0,M,O,SD,Dpxamrdthxoccuxiziwvrozqenwpgilsrwruexkbngypjtlahdvihntnevnqmojriowb,9.0,Sunnyvale,Medco Health Solutions,,J,1-854-614-0419,69.0,Osw7353,Fvflpys,390524.0,United States of America,2198966.0
fqrwstn,0.0,Emdynokbvmwomwjicqfnxq,750.0,Bvgpyxjrpnbaavgdu,3.0,M,O,Ontario,BPUOVGGNGPETWUXYDGJGNSKSVQXPJZUWPLBVNKTSPTMWAPCNNL,6.0,Columbus,NV Energy,,O,1-163-198-8400,52.0,Emd7354,Ativbq,182982.0,United States of America,606009.0
Ztuaferoahkaijwoardvjubad,0.0,PMHXWUPI,508.0,Jaffgkawzapglxscjlbcimceyohgfnopbscxx,2.0,S,R,MD,dvnxolmecnmkaajfvafbtuerjomvrempnmsbwnxmmxfivuyjvwi,3.0,Lansing,General Dynamics,M,,1-101-388-2760,54.0,PMH7355,Tjvoajpvhhh,172334.0,Canada,2978313.0
ddbtfeughgpuadouxcpqbkxtcfat,5.0,Hxskuxpxrb,646.0,HZBHRSEMQBNRAJIOECVOORLHPDTZGUAYFXBESGLAKZIQULJI,3.0,M,U,RI,Hoheayebmwzswtxhahqzmbnbonzlzngllggv,1.0,Anaheim,McGraw-Hill,,K,1-462-233-5378,22.0,Hxs7356,Fxexufuw,93997.0,United States of America,2030025.0
MOFUNCLZFUJSPVGNXH,5.0,jhisox,626.0,KLYDTUNQBWGKFMKUQGIDMADNVYMIUOEZNAMFCIVGBSFNE,5.0,U,O,PA,jwcottrhlbqrnizhcqsfipyrlwnjtcmkk,10.0,San Diego,CSX,,T,1-948-904-6458,8.0,jhi7357,Xzufg,465155.0,United States of America,900491.0
zsbrikcw,5.0,Sfkukt,357.0,Qxzbsoqybbtjuupgwobcbtjiymxlb,2.0,W,O,AL,RBYBUCHODFBRIPVRLOVUPLBAOQIUGHXNCJAPKMNYXJTU,5.0,Regina,Celgene,,x,1-172-275-0899,50.0,Sfk7358,Wbsec,63357.0,United States of America,3605052.0
Cnfgmgokimaxpxfpfnqbpjcovn,,Bmydfmymzruhvtovhzudazetkcyhbv,564.0,dznretgqgwqzqtthtjlunboihnirkrggtyxjpxnlqzotyslidoz,4.0,M,U,NY,Akjvulnttbfjeuwlmyaxrixtrgoymwyedoimdydnxoogdvxs,9.0,Reno,Gannett,,T,1-732-258-8519,24.0,Bmy7359,teyizbwjb,447511.0,Canada,1977027.0
Sadnrkkpxnjvhxdbbuthunvmefw,2.0,VEKLRFAHWESLPQTJEHIX,391.0,MICQDRMDJXGP,3.0,U,O,OK,tudeuoxmulmcocmnw,7.0,Saint John,Watson Pharmaceuticals,,,1-667-278-8065,84.0,VEK7360,Jhfwvidobjv,459285.0,Canada,1445666.0
Pvojyuijdkifcvxtsx,,Xasvbxjhohvpnzauogv,800.0,PYZTCJLFLIJMJAZMSNIYLGOJKWOAUPZXGLOBZPYLV,3.0,,R,CO,Qvaloehnnniancpnznxorkbyaowpjvsdvmmkoxps,10.0,Berkeley,Watson Wyatt Worldwide,,t,1-119-456-3148,5.0,Xas7361,FXNWIQS,428086.0,United States of America,910714.0
vofzbcdj,4.0,Nahhtbgsew,611.0,Rvximyvymhzrasxshpjfkwacatfxsiyupl,4.0,D,O,Nova Scotia,jwfqjqkgzyzbkfdnqtbblwpoevhbdsmosvncwsrehn,10.0,Huntsville,Staples,M,,1-360-625-9562,69.0,Nah7362,xxnlm,293331.0,Canada,2220293.0
cmsnouounhqdtkzn,1.0,Pnhsmyzmididduzm,628.0,zdlvvlpnuellhxkfqvzunkrmtzvefvuqcewdjlwqynxzhrhglzyro,5.0,M,O,HI,Ivcphsdrrzcwdkobgdnavsdpjlspmbeqmtoaxdaolooaqtpqwm,9.0,Toledo,Ryland Group,,d,1-808-943-7147,93.0,Pnh7363,Fqwmy,372504.0,Canada,2352469.0
barlotabyctfkilvxw,0.0,Frszltfmmvfjuhaopikuxtjfgywk,680.0,dxmdozkczjlqyjsswnwaqhifrhhwi,4.0,S,O,Saskatchewan,shjmghoroxbdjmldycwcpykchrlpghhb,5.0,Hialeah,Smith International,f,u,1-056-131-2744,33.0,Frs7364,DLARLBBFAX,,United States of America,3734966.0
WGJXKGQUNDTIN,,UHUGDLYERPGQMYZLQSNNALJO,490.0,EELOOOILVBZDFQJAF,3.0,M,U,OK,mblceinzxoodsuufsycmgcuuyvambinsclaxfukcjwkxxpykedtppho,0.0,Palmdale,CarMax,,,1-923-792-0287,43.0,UHU7365,nsclnqeznroy,266940.0,Canada,3971530.0
Rlgoitbcrzvy,2.0,OMAUETVNFELWJU,639.0,Ixaidf,5.0,M,O,MD,VNUQOVSUTMLQBWQBAK,9.0,Plano,,f,,1-944-916-6308,,OMA7366,Wfapvvz,316860.0,United States of America,1263086.0
Ivaxidtphibgrtehwkjzwwagufwxe,3.0,Swotdktgbecvgakhcwqfvltznvi,643.0,BKRMDYVZRFYGSOEQQFXDASRHSTGMLPJYYBKIUELSHVHSQEKCDROWMQDCILSRAD,4.0,,O,FL,Qiwgd,0.0,Peoria,Teleflex,M,I,1-045-215-4302,89.0,Swo7367,,105378.0,Canada,3659862.0
cqxnwk,2.0,XKXWAC,783.0,sbpxfquvstdxeslcmsibkas,2.0,M,O,CT,GQGCXUHAWAFINMELGYQLCAJPXKSSMCFYEBRPWEKXXTOCYSSKLPYCJLIJFIYLNFKEPIIGHEQUIGNTVGA,8.0,Berkeley,CF Industries Holdings,,,1-545-070-3132,15.0,XKX7368,Hmvukd,398280.0,United States of America,3680886.0
