prospect_Ag,prospect_Pho,prospect_NeWor,prospect_Inc,prospect_MariSt,prospect_PosCo,prospect_AgeID,prospect_AddrL2,prospect_C,prospect_CreRat,prospect_NuCrCar,prospect_Ge,prospect_NuChil,prospect_NumC,prospect_Cou,prospect_AddrL1,prospect_MiIn,prospect_LN,prospect_Sta,prospect_FirNa,prospect_Empl,prospect_OwORFl
,1-065-251-9032,494609.0,470332.0,M,OCKXFE,Xvh13816,zeidkjhhmkafcrfprlrltbniwvhsvjfowrzvjopchyx,Mount Pearl,395.0,6.0,,0.0,3.0,United States of America,Nmxnlvfdaogjtpyldnabdgxjpemzlktnbeebvpjecbpkktfmxjprrvswxnasunysptxshvidyasiyidc,Q,Xvhsvpqxcygqcdvj,AK,JETUUBIIWMTGRLGJDZQCLLCMSC,StanCorp Financial,O
97.0,1-101-725-4003,2620601.0,311357.0,U,VAPJOHPCFY,Aaf13817,vxdxqkiwvuymcokgygexnroqwxvjamnoty,Palmdale,553.0,6.0,F,0.0,4.0,United States of America,Ixuxwfwpjuonnkmcdwi,V,Aafxpkxdvpweqn,New Brunswick,Efaykcnijelzlmucimahyzuqxgp,Clorox,O
6.0,1-351-312-0393,3310610.0,105775.0,M,Jyykv,Xsr13818,,Saint John,712.0,4.0,,5.0,,United States of America,IMSSKTULDXVTYNBGQDRHCYTGNBIFH,,Xsrthicj,Ontario,ohwtxndlrhcswmmlakwrfhwqa,Prudential Financial,O
61.0,1-370-172-1130,2624096.0,368239.0,S,Rsxyiwfjpiye,yli13819,Csmnapxswgyodjdapdiaxwsjnqszucvxbqfqfg,West Covina,,8.0,M,4.0,0.0,United States of America,,,ylijzaxxod,FL,Kuscchckb,Crosstex Energy,O
38.0,1-422-073-4722,764650.0,304571.0,M,Zguou,plm13820,ovwkktknfzupmvnjaurgwgudxledrjogejyeamyjwjkhlihkpjtftnndnkgbajgofeqhuagmjfxo,Corpus Christi,640.0,6.0,F,2.0,0.0,United States of America,OHGJZUHYXFIUGMYERQYDBAAALLEQWL,o,plmweahxaooonumajtenfojs,Saskatchewan,QVUVPMHJHPSTUOEI,Pulte Homes,O
0.0,1-188-126-1267,2395430.0,386292.0,M,,gnp13821,djwtayphjldimzrnjyazrmwfaxmyhdryxbfnjhksrulztsgtmuhq,Vancouver,578.0,8.0,m,2.0,3.0,Canada,Fnioizopcxodxexaqwwsqiabjqpuwqgnrlsrqiufogqgsysusjvvotezfoodethwbiqrmjk,f,gnpuvraddvwlxfxzx,OR,GLFNFTWS,CenterPoint Energy,O
84.0,1-051-243-4986,3747210.0,135621.0,S,Otnenfsb,gee13822,Fnyqrbtdyuqdxcmdflwpsyteoiryvwizrygxxwgfkphmsvkccxuqukazudwvyo,Thousand Oaks,372.0,0.0,M,3.0,1.0,United States of America,Jdyusqun,g,geeehcnfnkprrbihtlz,AK,Ksttbrfhvvjinynfvlovspbqcdooa,FPL Group,R
30.0,1-061-919-7471,717020.0,367167.0,U,RIKYMXZRQME,Nyt13823,knbzjqdofdecaqyittcpsgifcuuqiibchqslcugkxbqywsgxhzsbmqjcsbnxxuaphxffi,Evansville,709.0,2.0,,,4.0,United States of America,Kmhwjlsbewgu,C,Nyttrmyxxpplodizabrogbhvbrdv,ND,ACSLFVWJANRNEFPDLI,Ameren,O
51.0,1-638-160-3547,1060777.0,265668.0,S,EBCDSU,Guw13824,dpqiptgwqtlporzvcjjksxumstxtubkljpvum,Newport News,338.0,9.0,,3.0,4.0,United States of America,Wlznonklgnmnxqaxv,n,Guwfiqhyahvpgpoyncziap,OR,DQKEJCVDRFVNEUBB,Regions Financial,O
46.0,1-046-464-0732,2252866.0,441990.0,M,EZMVD,Rsc13825,rchbxxmlrjqlmdihudhqxofafwyxkiqpaxuyptiyhhnpjbubohkoyvvwospriifoxgagdvjgo,Denver,414.0,10.0,,2.0,4.0,United States of America,Khewfjzejpeueuwzedzabowozjeybdvtgbwzctqghqixbjlaeuvrykzb,,Rsczsdqxob,NH,Afrzmasvhdn,Universal Forest Products,O
41.0,1-267-415-6372,3347564.0,269907.0,W,NOEJZWTNFAWI,Kli13826,JECDZPLSWKZDYWEPISWNGXOYVRMCGBV,Mesa,320.0,2.0,m,2.0,2.0,United States of America,pzwmpkambfbxsw,t,Klizovvpmhckrkszjalthzqrian,RI,Jugunjqnccigcnvxqahsjym,Airtran Holdings,O
86.0,1-542-620-9069,2137206.0,266270.0,M,Uqxsiqwlwk,FLM13827,Ystqiawvevkn,Columbia,695.0,10.0,m,,1.0,United States of America,Fywvkxinucfsuwhtdjucgfxgudcwqjzcnxvfdexuphltkiehpdqpiagpaaexua,,FLMFZOPGOHYQMHGJQUXEGT,NV,Sbtnx,AK Steel Holding,O
95.0,1-370-137-9153,2154213.0,149569.0,U,THTOEWBSWZH,Zpa13828,cbmfrsh,Sandy,698.0,7.0,m,2.0,5.0,United States of America,Mwctegcygowrwirozgapsorhvmjwtxruhxomgy,,Zpaudirvejcbalarniunqful,RI,Dammooesphcd,Omnicom Group,O
,1-807-711-6468,2053631.0,481941.0,M,Atkma,Yhd13829,triwdnzrhoasiggkingedlydesazcklhjtpwngeetljmzhfjforjbrbxc,Regina,370.0,5.0,,,0.0,United States of America,Jgvazspkynzkpiotzhncyiglelztwzemebttqonfhydcskcuhpxkpjkyym,,Yhduecmikhrecxtjdviuprmwpcmpe,British Columbia,Pkynrvhybdfedkivcjrwag,SunGard Data Systems,O
40.0,1-435-878-0215,738924.0,477016.0,U,dqxma,TTJ13830,OLZXOITRNGJRNUSPPJXUUMHMAPGZCMLKWCQBRFXQSSYBBKMXPUEXWEHQKSLAZNDNHXTKUUJ,Macon,687.0,3.0,,2.0,1.0,United States of America,jnjsakhekhtkfabga,f,TTJDRCXLUA,ME,nrbjshgxucdwvdr,Hanesbrands,O
82.0,1-777-865-4245,475396.0,48842.0,M,Xxngzuzu,CYJ13831,ZVOCBTPSKTZJNDWRLCSUBDQNLTWTKTGNDTJRNLWFMPJXXLRYXOUQUMJCLRXEGSWBTL,West Valley,449.0,7.0,F,4.0,2.0,United States of America,WGBSLAMHJXBCDECWUJGXJZQNAETKOZJGMMLLWHTBTTHRNDYONZMHTQDZKTF,X,CYJPKLIWHEEHKVUSAPXDSPNWHAUTJU,AL,HGCFNDKXDFKSZCOATUDVER,Radian Group,U
99.0,1-482-720-1684,3618242.0,174921.0,M,Jfquge,rqj13832,Foilnojtcvdumdqokdczgwpmegjfokcptkigmokouleomxhwnwwvfgmusmuoyv,San Bernardino,731.0,8.0,,5.0,3.0,United States of America,BDFCQFUEYKXSEAGRXNZOZXV,,rqjzpjfemjblqsnmmgrusfmomzszo,LA,Artgswfrtvgklore,Pepsi Bottling,O
27.0,1-643-281-6008,1351204.0,423174.0,D,Hzvcmlhraihq,SEK13833,yixdcqdssiokwxwxxdnuttxrpjwcjjpnqepcicbquouzcudxmokc,Hilo,660.0,6.0,,3.0,1.0,,,,SEKXCYSGWGMIPCJABBLIXCYIH,British Columbia,DNGEIVWOXBQCOJQLFWMLDHEFJM,Eaton,U
11.0,1-968-519-8711,2728930.0,476259.0,U,IVWPBALYCKCD,ror13834,Wakglwleindrxmzloqvufvpezblsoiifmfkntogmknzglz,Fort Lauderdale,543.0,9.0,M,0.0,4.0,United States of America,Ocwweyaubqruhlfpbtfbfxabzjsimihmsm,c,rorzn,TN,Owvdcumzwffodilgk,Target,O
27.0,1-513-165-5946,197107.0,216855.0,U,Vhkzgtw,Hvi13835,Nohnbpevofnwhnos,Santa Ana,477.0,2.0,m,5.0,4.0,Canada,FPTDWLBSYTSBKEZAGWLORLLMQFWLSKGBHABXCSVLNJIDNTCUELCZYMAFOJTXRSYTLZVUSLEKBYS,z,Hviijurashxsc,FL,Khkeqswi,Mohawk Industries,O
43.0,1-836-797-9818,1689877.0,221539.0,U,Xhvlxdq,kre13836,PSLYMRKKPHSYOIJLZNOOPLEXIDJGIYHABZTVGKBIUYH,Bellevue,424.0,0.0,F,3.0,1.0,United States of America,Mvbncwlwtfhlrijpmkcnllorxgt,N,krejxryneciuozhugau,NM,Dytgzxpmvgspsfakvbhhnivsiom,Raytheon,R
15.0,1-527-012-6765,1002443.0,440319.0,W,,cdh13837,JEVQGFIPJZCKFQROMHIKEVGOKETPLLEUNSELBZJSHLATYGWFKJPIRTOLTHLTAPSQVRER,Las Cruces,374.0,6.0,,4.0,0.0,,Cdfmffpgxfarbrhbugsnfptcebiukomqcpfpoqzgdykkpixsqvcschkhxuaolovksffifts,h,cdhgzjpmlpnpcwmauoqficlwwdyomx,CA,YITVAHPB,Kellogg,O
38.0,1-634-414-2112,3043401.0,100671.0,U,lfszgtzz,VFM13838,Cawgclahpkupnoghomkhzdrpdvumodvxtlednbqudmpnqxypsczbjosbxkwd,Evansville,554.0,2.0,,2.0,0.0,United States of America,Wvchkjrvtmzeufzogljgtuqcfwigvjjddulrydxzdoeorqelanyn,,VFMWGWELUVGVVTHAICWRSL,ME,Lmpqnnuxtzfcwiaedgzblhxaucqgr,H.J. Heinz,O
35.0,1-685-331-2884,2424224.0,72474.0,M,Dmyhtlxkgryh,Vjx13839,RYGCIGBWKPJSNFOQHPNXQJ,Sandy,662.0,3.0,M,4.0,4.0,United States of America,Huddbtstorlncjvzefmhbqnimgoimovxfa,,Vjxnxlhxupqvjy,British Columbia,FVSIMPPIOEEH,Plains Exploration,R
85.0,1-919-961-1235,304403.0,424104.0,S,lapqg,Yqx13840,Aummqkkstpnoxeadpvqhdhcjgxvhbukteibplmrtlegjis,Inglewood,810.0,7.0,,3.0,4.0,,Kksxbkezaoebkifbtaynkmbnzfmbemrhgbneqpe,,Yqxntcfwbrfgmuejxhktmgtnoxqmfm,NM,Bjvknuznosvvmzuufrszae,Sanderson Farms,O
100.0,1-418-862-8896,3908546.0,30842.0,D,mzdohwkampki,Ofo13841,xyoqhurlhkhqczabozbasiddstabafeihwaawke,Corpus Christi,757.0,1.0,,5.0,1.0,United States of America,Axwsetukdkemffgtkqrkrprnetesxexgckttzjdjbvtkluzacrsgyjrnouvxisholbcmvmgofbvre,,Ofoaieykpebsymbugbiaxt,TX,Njnpll,American Greetings,O
61.0,1-502-768-2557,2738955.0,243780.0,U,Ncaas,HVF13842,Ljbzkajiuefnkwwentvrczbzorncbsyrkskoopscx,San Diego,455.0,7.0,m,1.0,3.0,United States of America,Cmrhqfbsvunymmsuemenzsefghiwmkqhydhcpczrzianqcta,a,HVFJTQL,RI,BEYLBFQR,Burlington Northern Santa Fe,O
8.0,1-853-184-4208,1836613.0,362547.0,U,Zuinxw,Srq13843,AJEUWSSTVEGQZHMHRQKYSZRDZVGXPRNRIJVONMUWORDQODTJSKVFHVKRGEWYL,Salem,312.0,4.0,M,0.0,2.0,United States of America,Ogyttcrojcjtiyiweogzjwvdknqrvfkefuyqqmkbipubb,W,Srqzyzqhgdsqudmntld,NH,Iqefupvrfi,Chemtura,U
25.0,1-124-880-9275,3596956.0,236126.0,D,emynkp,Aic13844,Ttqdigrnuisxwjplqwjqtqirmhrlducwnulksloaazc,Montreal,685.0,3.0,,5.0,3.0,United States of America,NVONGDCLEKTGKWKMCOUWIRMVPXJAXMRFLYXDMRKEXTZZWXWLVEXSXCPBQKDCRYCQXXOUHE,G,Aicrykeonpq,DE,Gpekihwwtxnizbaoxiqgf,Community Health Systems,O
24.0,1-013-005-7910,1353767.0,347120.0,U,Ulukdtssyec,nbj13845,Uxfvxmsohfvutulhcdgttuxbjtodakauoewaukspxvjtkkynufravrdvsakcccjvtgwjkhmmnpy,Brownsville,830.0,6.0,M,3.0,,United States of America,HPOLAUETRUOREXMMCLOLEUMNZBYBIATCKXHLTXETVROSGFV,,nbjphiyjwfvrirdgcgyaf,Saskatchewan,Goqysmo,Host Hotels & Resorts,
86.0,,1405776.0,868.0,M,Vlwiiulj,YQB13846,GNQEGJLUPINZIDROVCGJQRBCIBTYNDAGXLCKSVMESCIQBWLQPYKX,Sioux Falls,650.0,9.0,,2.0,3.0,United States of America,,,YQBOTHVIEZBPMHSRNBWIPNIUGG,OH,Igatzvrlamrvlpothdwwtlvhy,Illinois Tool Works,O
90.0,1-830-331-5327,2753450.0,279200.0,D,vkjudqu,zzx13847,ogkednqfbwsvgopdbxchfxetjsacormqkj,Provo,746.0,8.0,,4.0,5.0,Canada,xksfpnfjsrhtqxsbbgdwxgkqjmwxeuiboygyuufjwlrlcprpnmv,m,zzxoioncapbgvliorqa,MA,Ummueops,Harman International Ind.,U
54.0,1-420-672-0067,1037493.0,175083.0,U,TKPNRMWH,Lhq13848,uuutehxlmnxxcuqmdsvbsetiryqofsazbuvxbzrpehufftdxru,Vallejo,623.0,6.0,,3.0,3.0,United States of America,Tnvdolvutoswlbhdpzr,S,Lhqskmrpqdtolrhhrix,VA,Scydot,Sovereign Bancorp,O
,1-625-057-4129,1404675.0,185027.0,W,ctqwitktsk,bml13849,NHJZAXHEKORMDGPDMLYKBATCXMRWVUERNQRQXSUG,Boston,,3.0,,0.0,4.0,,,,bmlfbahjzpwjhrafucwq,AK,Znjcczoqcvrmfyxxp,Cisco Systems,
58.0,1-941-600-3256,3311852.0,68884.0,M,Gdbvlxt,UVW13850,Granpwgaekndfdiecnoitxzdpnwhmwhwimzubgsdadlfucztmduzierfmquqikfquigktp,Billings,373.0,6.0,m,3.0,0.0,United States of America,Azhnubnktookhbjvbfztkemvbzfebchpqexsurgrrzombuwocffs,I,UVWBTGUFBDYNB,NH,Iqjssplgreyqhkatmighfh,Universal Health Services,O
80.0,1-895-793-3070,3649479.0,124932.0,M,Plpsnxbodxlq,agi13851,Mniuwnjotbtpdtbvuipkhtpukxidwrhksukmxxtxdcehstdqbrhcmb,Lafayette,771.0,9.0,M,,3.0,United States of America,gzvrypzjrwxhxaaieulsyyuthvxticnwovtrcqtofmwjny,,agiwkveykctr,FL,Xpigxvvt,Union Pacific,R
96.0,1-851-231-3418,1769731.0,283248.0,M,Kgqagujbz,EZC13852,gndhcwpzsgxxirpovcogwp,Pueblo,420.0,4.0,,5.0,3.0,United States of America,Ycdzsibquuwfvixkxvmfmmntofrulcrqfayzeov,L,EZCGPDCXIFOMAIDL,WA,zzfnfeakfaxomagojyoljvaprbd,Michael Foods,O
45.0,1-253-980-7375,2574853.0,121012.0,S,YBDQIQ,Upg13853,ilfixcizfhrcqimoavdwns,Baton Rouge,841.0,10.0,f,1.0,4.0,United States of America,,,Upgjtmqvrmcesjvmakxxkpej,OR,RFLSKHAULGUYGRWAVBSJZNSHL,Universal,O
,1-838-564-1834,3340167.0,91635.0,M,kxnbd,Apu13854,,Kitchener,617.0,9.0,,5.0,4.0,United States of America,Npszdrtxnstk,w,Apujdtguoqyjzueerhxjjakbz,SD,ANVGTYOQCDWTDDKPGANDXATYEUKZQL,Valmont Industries,U
89.0,1-649-246-2341,2520574.0,476857.0,D,etxysduxiqmi,Xlz13855,FLWIECDRQAOLCXKGHUNULVPSSODJGKPZC,Wichita,447.0,5.0,F,3.0,3.0,United States of America,PXEZCYLDTWVOQHAVVSJYRXENUXDJEGPDXDBRQDFWAGHEUMELUVKMBQQHYAGPCDJRVSXLIRTBMNHHJU,m,Xlzhnvawynqitkwjqiqffhyrxrpswe,RI,KQKAQUMETKD,Bio-Rad Laboratories,R
55.0,1-814-418-1816,2385232.0,467484.0,D,ufukpjqmduba,Seg13856,Ndejsxrcwtdshggldlxokufhqqesbbisuqbbgbdisi,New Haven,386.0,5.0,F,4.0,2.0,United States of America,Cyrbauoqwdpcebn,,Segbdutmxolxwij,ND,Iqljhjeubaeaqt,Centex,O
27.0,1-392-178-3860,2817751.0,225727.0,M,CBMBIY,Lox13857,FJPPWSUZTETJWOC,Durham,742.0,2.0,,4.0,1.0,United States of America,Xrwfcfqzdvccojnfpldvcuzekpwkxwiqtloctktmicaagkoabhxgdbwdgiw,m,Loxzxpsvaolpdhgjcdrdepp,TX,MMRFSGTLXLFANZUGAFBH,Micron Technology,O
82.0,1-058-746-3310,2981392.0,479617.0,U,FZZVAKCJRPA,GYF13858,Yqeprcaahuzjqgzybeylddors,Santa Clarita,810.0,0.0,,1.0,0.0,United States of America,Xridvj,G,GYFXIHONBNGCFYCWCEDTORJ,MO,Veintbihkl,Nicor,O
32.0,1-998-309-9141,1902043.0,162089.0,W,WJYRS,lko13859,lirsrvflwxqlwgisiaukkiaxnugqnrkjsn,Erie,365.0,3.0,,1.0,3.0,United States of America,Ildfyiiqwfxrggdfoiefosnejhlquhurlecgwwzkjchevzunnbyiqbw,,lkoswphoxztkm,Prince Edward Island,Wnafnusgwn,Valero Energy,O
50.0,1-096-707-6449,303332.0,256118.0,W,rqxkrh,Ecd13860,Dfqzcwxnebsybprgkznkzfbxxnwajbesjgfgyltsqywbgggdv,Baltimore,359.0,9.0,,3.0,5.0,United States of America,PZUEIWVRWMFKSEDTDDOFMUAIPXVHGNEHSNDUQIMZWDGGNAVATMIUCWIHEMGZV,,Ecdkotyskgjl,AR,XUONUPSFFCRJYLJNZZWQVFQHQG,Synovus Financial Corp.,R
15.0,1-566-853-1558,1108068.0,86364.0,M,Lmfwgosxy,Hzt13861,MLWJYNDFFJLVVLBQEOVAHJBSLPJTGKEWXIKAHTZBMDUCVQGVKVXQAVSBHINMLV,Warren,839.0,8.0,,0.0,3.0,Canada,lemcwjknpvnoocwuszyjxbjjcwbdzkoarpfemaoqhuxzxyqghoeivqbuqumhyvaujtbrhttohzvw,,Hztqmvnroiwzevfvnqdvkpnua,MA,VTPMCVUABLBELLBMOEXYZP,Lender Processing Services,U
96.0,1-632-105-7351,3978527.0,366210.0,W,planhbnsyyf,KQZ13862,,Atlanta,395.0,2.0,,5.0,0.0,Canada,FBTOZG,,KQZWBW,VA,HQHTEQPRZBOP,Citigroup,O
83.0,1-002-400-2756,1666903.0,217813.0,M,Morxcqzwhw,mgn13863,WKNWGCIBPNIFONAAGOZYUHIBLOQHJBWHERBZLUWRJCQIQFECMSUXJQITFSSNSQAKOXGSANQEITEOYTP,Mesa,810.0,,,,1.0,United States of America,Yiwgtnfsgkribdujgssrzlakpquhmlnxiyjwtdzgrq,,mgnhovsukqdaolaqsfneswrxiym,KY,Bkcgwwnkelnrznosdejbndujqauqrn,Ford Motor,O
1.0,1-899-276-1413,1223638.0,148898.0,M,Snqllswguni,Qpf13864,Xlwoxpopoqhlumzkx,Lubbock,710.0,3.0,F,1.0,1.0,Canada,Kdmuyuxvprroskswkndzn,,Qpfzjurivbuxmhunhfdkvdkle,AZ,Xmhvlppcdvwuupvbdfpad,CenturyTel,O
70.0,1-844-597-4425,3394637.0,230173.0,U,rmjjnjosh,tpv13865,kwlwuwzlvwtkakvxdfusqzaxwrbltqksectanbthxvycl,Rochester,432.0,4.0,,4.0,5.0,United States of America,Aajsjdsmorngmecckekulpmxtbcojmrgdvcjrtelkpkksdvvcrohofuwfugxsyxwsnxkxbgkafpvqyrp,,tpvwjbto,CO,Lryrifekamredahyt,McClatchy,O
11.0,1-956-462-2765,1571066.0,79053.0,W,kwvsepchsty,Cej13866,Rvugieommmsuqadgdkbnvpmxolwbrspzzbjwxxkjnbymonphvzohgqyxzgdulmreasxqtyubt,Santa Clarita,507.0,1.0,,2.0,0.0,United States of America,Xztqfiwwdahetasqffgtdspnjsyhqugmwocepqwsxytdaxtfvveewadianmiypqxdqnb,,Cejtpksjpgcnyhnieqqc,MO,rjtcjocdfufittfcrdprdqeqkwld,Huntsman,O
41.0,1-532-313-7962,3258564.0,37098.0,S,Alpsomesvi,Vsa13867,Wiracnlmlsqtcgadgcfmetymwskbwecpmeetw,Sioux Falls,317.0,0.0,f,5.0,1.0,,KWKAWGROLTHRCHYHIXTDUUZKBFWSG,,Vsaottedaxvatwazfnovgnqseglobj,CA,ABOMMFWWE,Williams-Sonoma,O
76.0,1-317-532-5483,1339505.0,499224.0,D,eavjr,Ckj13868,grjltolwvjydohvqcdphtywxjjgml,Fort Smith,532.0,,,1.0,1.0,Canada,Uqrbtrp,,Ckjkhungdhk,RI,bvayshlveuzenvpjhoswc,Liberty Media,O
71.0,1-668-237-6359,3737788.0,13542.0,W,Edkdakiqw,Hzp13869,,Tallahassee,756.0,6.0,m,,1.0,United States of America,haxqhgrgiszbmsrxswddhiuznpxebvqvdhyvaurcoyhvsnka,,Hzpeio,CT,vugllrsnnbgbkfygcxqqzuerd,,U
75.0,1-291-371-1184,1453169.0,231092.0,W,Dbinckwsvk,hmx13870,yzwpbhpgtedzddgyhlsqsxlwntofgvsmyspmpqyrhnwbzgzzxlxkbfhvoaqwjid,Halifax,513.0,8.0,,4.0,4.0,United States of America,frspejwlnvdbnsikqixwawg,W,hmxujsiwmkveg,ID,Qnifobzacbqvigbebf,CUNA Mutual Group,R
95.0,1-207-564-7594,571137.0,248011.0,U,Jpeqwzgo,Nic13871,Chdrsihodiplnmb,Berkeley,437.0,5.0,,0.0,2.0,United States of America,Uwyng,U,Nicsjpvoq,RI,COQWLBPOMHACQNUQTSWRHQFIOPH,Dun & Bradstreet,O
85.0,1-273-473-4375,3402160.0,215748.0,,CNCUNSIPC,fit13872,IGEFTRFPLEJFQEJYOAWESVJQPBVVIBYQSQBZASBBWKNPNKIGYUXKILGZVMPGXLRASZIZMBK,Bellevue,629.0,1.0,M,,5.0,Canada,qoxjonfalmpavrmfeqrftjfdmsfbyupipwzdqsitkpmytuwloijneon,Y,fitjbsfdjkmfngqneoryulo,VT,Meiuitsjrbooac,Rockwood Holdings,O
3.0,1-744-888-7142,3334695.0,116724.0,S,Wknatdlovbt,mdy13873,Frkjkjtlivrlrytwqmasvbfhvmioecxijuvscuvdepdomyxvvhfctabwuymiv,Newport News,362.0,5.0,,,3.0,United States of America,Mqmhlcszgjmxuftbbffwgxiefegi,N,mdyxstkqfvhgsbocenyer,LA,Mefyktvwhtbowkeygfsd,Dollar General,R
36.0,1-407-907-6808,3201315.0,123180.0,W,Rofox,qsq13874,Cfvsltujfnloqtroclkpeayxb,Nashua,773.0,,m,4.0,2.0,United States of America,rroctmvocayhjwvufvfymislhhdnehwfknqnutoqkwxyhltizfuuovkenrotbetpwjxaogznaab,,qsqczywqtarbnmxnajgietgtf,IA,wllyzyoramgd,GMAC,O
45.0,1-228-215-5708,,158435.0,,FTYUMGF,ICQ13875,Sqdhpuipykjulkktnphemgijtnvpggqztzbyvtkycpmjpzhrkjdyzgkwgpymldoxzlaykrkeuzivqo,Chandler,708.0,5.0,f,4.0,0.0,,Eoyirbmkpsihztnjhtr,,ICQXDWMXKQYCRNAKMGMKNCXDPFF,WY,Eicnpdiqoctqthcb,Imation,O
29.0,1-562-109-3919,1137683.0,342174.0,M,PZVGNH,Nrn13876,tmxsfngkeirskilvegwuixsilgcdgxmyvqrdrartxdkrhmdpmwmemtyruhr,Fort Worth,399.0,8.0,,3.0,0.0,United States of America,ZXLDENPJQEMIHTYOVRJADOPZAVIZPTPXPGTUKWFHMWFEWVTCOQPAKYUMWLTPSHGONHQNVXIEQDKAYXD,,Nrnetge,GA,Ydxwek,NCI Building Systems,O
10.0,1-003-328-2388,2468320.0,325235.0,U,KTCRRCISG,Oob13877,Wwagkaktlapcwaprbxftvhc,Peoria,431.0,5.0,f,4.0,4.0,United States of America,Irsdssgchgvqammghytkpdrlckrosloxkiunodccwxnykangrcugvbmtcijylmekrxlt,p,Oobglojexxpxpytjiodxqclom,NH,QXVIOBOPEXFFRG,Wells Fargo,O
40.0,1-056-093-2106,1144511.0,99283.0,M,Oqhhuy,Mfm13878,ERWWQMAHLRINOAAUJKHRJRHY,Fontana,707.0,7.0,,3.0,2.0,Canada,Wfxeyagpvynovhlfcsysgxsqwvcdlgdxmcoqtymgxwwobspd,v,Mfmptrsqsogmqshjzirxxfhhlyuu,Alberta,nddsgcpnnbowjmqgpazqfjjkkegx,,O
82.0,1-613-305-8441,1878561.0,123911.0,M,ojzvebollmd,bjh13879,Frarewkqxpmdnmmlrbxczsed,Nashville,809.0,8.0,f,3.0,4.0,United States of America,JNPEYJKTTGJQHDJSIJDDURVGNBWGPKWRVDUXUTKCWLHEM,,bjhyrqacnktdqywxbq,UT,OLCLDYIOJEBXRURMKXELUNUZEHCAEW,Nvidia,O
0.0,1-785-040-7215,1117712.0,,S,NIIURW,Smp13880,qlxpddw,Worcester,365.0,5.0,,5.0,,United States of America,Awdzaphdfqmxiotdopvkzskxjfpdcmhcoq,,Smppywyywgbfppcamhky,SC,Mfjhabruedyelm,Loews,R
,1-316-963-8630,2208094.0,37140.0,U,Rdldzgees,zig13881,gnnfafethuxebwxonpzmppmuzylyvjryyzrehtisopjjxxvsjgwngjbtjwhq,Ontario,564.0,2.0,m,4.0,0.0,,cfjastaeiccniqacphnzojmgctirnynqqthcojhntfxgfiqbyapugrweibhnetwtknrqobdq,J,zigmdndcikdvckqj,RI,Bsqzvdzwyrvqqxutcxpcyegd,Diebold,O
22.0,1-557-444-1891,3930399.0,60491.0,S,Aketlu,Afx13882,KETVFXEFJTOFIEBSZRDEW,Milwaukee,,7.0,,,3.0,United States of America,Xupolgaxcdnorjmrlvyyyuvdclzjipdthbmwflqdorn,P,Afxdumitkvrsbfxtzchkgffszonme,NV,HTKTWNPYAJRUSWFJSIVQWLMSARDZ,Warner Music Group,O
43.0,1-900-937-7209,1642790.0,159544.0,M,Aajtnyweom,AWC13883,Qssmnnfatffmbdwuwslkhdpfemlstfikbz,Corpus Christi,705.0,6.0,,1.0,0.0,United States of America,Pgjyywrdjlbiikngnvgzznknnxdnvttaqwpeddihgyhjla,i,AWCGBKWDDGVEDHRFWDZQ,LA,GSFJTCJ,Macy's,R
94.0,1-441-454-5850,1652244.0,421633.0,U,prxtr,SGN13884,KKKZFPPDJFUGDCHAQFSQHYECIFVSNEEEPRGKLHBRBJLJEPZNMNWYCRWCXFWKJSFOMMMQSQIDN,Independence,623.0,7.0,,1.0,2.0,United States of America,Jccekkpbyaytxhcvlovpqmksjuddpxwwdurhmwtwlqrgekicmfmvknutltxukyisrlvuvkidb,,SGNZJQQTHCIOSQUVE,NY,Mcptuagxdqhlorlhmjiel,,R
95.0,1-010-961-7500,61086.0,198190.0,U,jlrnzjzdruzo,Lgt13885,covwamjkkmapoiv,Chattanooga,483.0,1.0,,3.0,3.0,United States of America,lqkpadbcgskqdtlklmmvbjxhxzeijaiudm,t,Lgtvbvwwlkvze,MS,rmiicwvpdrhebxrwqf,Domtar,O
,1-436-424-9644,706518.0,479885.0,U,,Rsi13886,Aggbgsiybkqqpegfoijjqutvnzshhwe,Peoria,481.0,,,5.0,3.0,United States of America,Iptbbudcbcqujwuwwvcchiohsomadih,u,Rsiyrusqsggtkmmwjkldvbxtm,NC,keoghnnoodtxnfrwthuhibfqb,Genzyme,O
57.0,1-761-337-9461,239290.0,55221.0,S,lfnrnrcbyirv,XFK13887,Tihnlqbtltboeacjwxcmchyautapjlybmodwrlftsxskr,Brownsville,756.0,5.0,,3.0,2.0,United States of America,TQSZWDYNIVMWBGNAJHKYMMDYCEZFAWZNFMKUFWJSHPACXOINVSGXLKHMYDDLAQPMKJ,E,XFKOHKCIYMCZEQQPFANDNFBT,VT,Tbeeuhnbcyoufn,Rockwood Holdings,O
55.0,1-076-498-6635,1347468.0,139869.0,M,TWXHZTBH,glj13888,woxrqohmzwgtwuzawheuacjathta,Huntington Beach,685.0,7.0,,3.0,1.0,United States of America,,,gljbkcnykrzqutpmbhsdugjwqon,NJ,Ivrjmnqvvpicwaighsutayarvl,Valspar,O
