MaritalStatus,OwnOrRentFlag,Income,AddressLine1,FirstName,Country,LastName,AgencyID,NumberCars,Gender,AddressLine2,CreditRating,MiddleInitial,NetWorth,Age,Employer,City,NumberChildren,Phone,PostalCode,State,NumberCreditCards
M,U,420130.0,RLIFVHUZ,Mihlqrhpsaberor,United States of America,gliurbv,gli10607,3.0,F,HTUXWYTIRHZCDRSWWYHDTEVNYVXZDUWPKKDXNUYWXSJHBFESMPBGGMCUYSWRXIYZWBVST,533.0,V,2376575.0,3.0,,Washington,0.0,1-619-063-0861,Irqlmc,AL,1.0
M,O,60606.0,GDDFRNICPMAIJBSRFCUXIJUDRCPKOCTNGCAQPWJILZWCNUTDXIPOGWWJRKUPFGOTYJIMUXZORPQFQFG,Uhatyqxeafoyvtrngoiyja,United States of America,Uvudh,Uvu10608,,f,pumndkldihfkprliecudcrhbjnqnudocyrwsgxrzymbipbjxfbzsoaogjvzqhftmxro,414.0,p,376695.0,,Duke Energy,Evansville,1.0,1-375-119-4595,,WI,3.0
D,O,167910.0,qxzbhcshbwmhqbxthmkparfvhkaygwuabtbbelzurytjmrkcfbvoonjqyhatclqflnqc,Rkghhrwaakriuhf,Canada,Pvirtadwqdomispfxlbf,Pvi10609,4.0,,REIEQNCRTGERYETEP,795.0,,1105667.0,37.0,Foot Locker,San Buenaventura,2.0,1-882-663-9182,pwprdeclkzgy,PA,1.0
U,U,324127.0,HBTTYCOBTVPDWQXXKOEQKZTQPQL,ZPAIZXGJIXDKHZTWTLXTRAFJKJI,Canada,xxkjwxqd,xxk10610,4.0,m,jvrrnjjggickqsdkrkxhygvqctxtallofeshaxenmijktiwdrcpcrylsjogjylh,727.0,f,1731320.0,66.0,Country Financial Services,Chula Vista,3.0,1-465-676-6139,Jcfpwekmkxww,WY,8.0
M,,4817.0,AJXUYEQUYWDYDSWTWDRMAEBPSEMFHBRXLTCTIHMWKJBQMMUWKRLGZRZURFSJAC,Zmthwq,Canada,Hwxjwxt,Hwx10611,1.0,,CGFSESFUICDSVWGJCBTHFSILBYFMCDIRCOMGAYOBQBTOFF,812.0,n,730338.0,84.0,Office Depot,Tulsa,,1-509-860-2326,vosucohxkq,MT,2.0
W,O,468354.0,,Ylguznnoc,United States of America,Rasrwcgyukwgezoglmbzuoguteg,Ras10612,4.0,f,epaepejzzbgagdtdebnhmpyngnkqvwhoagokfngxmfrdughplak,700.0,M,103106.0,53.0,Valmont Industries,Milwaukee,4.0,1-705-134-8323,tcmisacd,IL,10.0
M,U,460865.0,tgkjwhuepodbudnpyel,amyglomexsuf,United States of America,Puxfgwlreiehnhfbgnoperet,Pux10613,1.0,,Fvxmxcppurssoogthhskzagbrgmlooufawppglvdxmbhwuljzxbggfvrptnzgy,700.0,,3833270.0,61.0,NCI Building Systems,Pueblo,4.0,1-868-957-2371,Xgtgwle,CT,4.0
M,O,388562.0,Tvawbfbnkztxbicznotjkjeqmibxvmmptlktldaysruswafqlhkiveodeni,Hmkosuqiuq,United States of America,Rlkvxhmpanuphizbfbxqnmanuuzhs,Rlk10614,4.0,f,vhfbictgvjhqeebsarmdnqlfbgsfcpgftetaeipfldylrvnwqtgdntobansooju,787.0,P,3085705.0,50.0,Microsoft,Milwaukee,2.0,,joqnyew,AK,6.0
W,U,172623.0,WVIZE,hfsatrgqivf,Canada,Xiyppwxkokulxad,Xiy10615,2.0,M,Jqskdmpsdkilklmtojymcvdszeqggcjqcixnt,764.0,Q,3121707.0,,ServiceMaster,Naperville,,1-087-846-1491,Gxzhacnr,AR,2.0
M,U,68630.0,SNSKWDKQPOEMHTGOSEKOPDKQEBIEZDBTBQNBBU,Nqehoegrjhjwmrskwdbeubrynzghsc,United States of America,Gzilvckzhmnzcl,Gzi10616,1.0,F,GYAKS,,F,2789453.0,87.0,Iasis Healthcare,Tallahassee,1.0,1-646-574-2915,Asvszemdv,CT,5.0
S,O,72600.0,SNTGEMPFSHFWTKLFJBGWXYNYTUCEEZSZRSTGVSKITYZLLNBYLPBSKH,jbjtftxeowxkofcdybxgktf,United States of America,MXOMLAAQDWAPSPOGRZQWKEISM,MXO10617,1.0,,kjskzfohwedhbldchnpuxlwpfcstyuwtmegksjnjovamhadowmamkylmdqsikruxbcjkmgfmjvk,500.0,w,86821.0,30.0,NV Energy,Grand Prairie,3.0,1-425-468-1496,Tjmxds,PA,0.0
M,R,308111.0,udjweheeofmdujqrqtuhjkuntqcudgunbkfmlyicednipcusjyy,Gcvmtchulwywsn,United States of America,gfndmemodoxbgtzofwksvjdwpigx,gfn10618,3.0,,wmtvohevikw,661.0,,3527914.0,,Enersys,McAllen,5.0,1-906-976-1705,Sqoeh,ID,0.0
M,R,444158.0,Hhnnsbwihccxvibdegmcmejotxcsisqbfukhgnwrhjbezwjawecppahxphxdesosor,Xltslbmjkgpllapoznqn,United States of America,TECXQLUQVYURU,TEC10619,1.0,,GHWFHATJ,339.0,f,3027065.0,37.0,Baxter International,Amarillo,5.0,1-764-125-3914,orbcenkr,CA,9.0
U,R,15411.0,elmkjlktzpjoacmqbhdrppjuzxgcjwvgwyyzdteelutbpfufoaykyixkduumxnvcavirwqgitw,Cxdjhezvrcy,United States of America,ulnbiayhcyg,uln10620,3.0,,Thcvkjxzgppqsrgdkex,483.0,q,,20.0,RBS Global,Aurora,3.0,1-922-378-8089,Mzrenxsgaknu,TN,6.0
W,O,489699.0,ljbfoalbcepkdmidinrmguygdygvkusbbnknxaxsvctppqrrseajwjqgfqaxukqtiwinfuldz,Jnqkshqjorfpbplcaceosxbug,United States of America,rlihjgpaprpa,rli10621,2.0,,xapzwfsrsmipyzomeuiibfwbbhuszlpxcmehvmdittzrkvtnqsxcbxen,380.0,M,2282106.0,45.0,Citigroup,Fullerton,0.0,1-405-040-9966,FRQSVUKQOU,WA,3.0
M,O,359140.0,cfnshlrykngmawbxndatmnpeevbmrrhvgqzybkfgepqviyqezipblbhvnkuzgqblzwysddhcwhdm,SGZCRUUXJRDLBHCTU,United States of America,ruzqxjqnvpjkbrgnftjkn,ruz10622,5.0,,ipqhlueknvxevopxtesxmkhnylrquwqyskcwmf,338.0,,3704438.0,14.0,Pactiv,Columbus,5.0,1-293-554-7479,tcorlsnmjctt,Prince Edward Island,1.0
D,O,247589.0,Lylxwjhhcxmdgxhyrywhloymqjeojzibxwrrbkjlefqpgshavjjvcdambtqlmacllpjuboaoeapsclo,Peqfmsjjghagmvemfgiowhxkff,United States of America,ciieexixpfiohojbkireptlduyg,cii10623,0.0,F,uivlkijuujauzwldxmnwgmaniburumcdawgp,392.0,,108400.0,24.0,Anixter International,Tucson,5.0,1-532-893-6824,joevdzr,SD,0.0
,O,119695.0,Vxczanruyaexrusgushwfkidwhxy,SMEDHJYNYIOWWAFDMKF,United States of America,gseulwjbvorsniesatylneqe,gse10624,5.0,,BBWOZQWEKCSYJDRELYHTWLWMIQVVUTEAQWXCSYEXAEOIHGHFHJHEIXMY,433.0,E,3010887.0,74.0,OGE Energy,Montgomery,2.0,,Ozrqo,AL,8.0
S,O,,Svfoaejtiisyfhungpktngbxprpltkvuekhvbwaezvkfjyvtwpuujs,Rahhxkuxerzhxifvypmzsfcingvv,Canada,Rpbpnbbdb,Rpb10625,1.0,,MGOSGRPEFLTWTNXLSLBYMNTMXURVMUSGSNZCZH,482.0,N,676920.0,35.0,Polo Ralph Lauren,Charlotte,4.0,1-635-678-8473,Bvyen,WI,10.0
W,R,140457.0,Pqpndaxliifrmbyxmpzftsmxvznzddnmlpamofffbpbabbxskoiimsinaczfizrspbcvn,MRKPEP,Canada,Klgacbdpqpxnxq,Klg10626,1.0,M,Igyspgupjcskkvpqoixqunikztlaipkmqvixilfxfphismyagtshhintxrrxpuhngmtap,520.0,,,46.0,Frontier Communications,Yonkers,4.0,1-005-629-9706,Fcoedgiz,NM,9.0
M,O,422599.0,fytorol,IHFNXPSDWUDJHIKKSQNTBA,United States of America,alvervpmziadokguexezcoyqjjnmpv,alv10627,1.0,f,,605.0,l,1362516.0,22.0,CB Richard Ellis Group,Rochester,5.0,1-693-047-4731,Wjfvykj,PA,2.0
M,O,211521.0,WSPBRWFSDDVJRLFQTZBLODBNIOOHWAQ,eiqhcawagkl,United States of America,FRSWHSLWYUWGBRSHBE,FRS10628,1.0,F,Wwsbcwjtvdqmktaldmgtqqaahwwefyfyqqzgnscqodkvsybgamjlykxhfmp,367.0,,2290724.0,,AK Steel Holding,Lewiston,4.0,1-404-373-8064,Dkmrkeb,MN,6.0
U,O,95603.0,XLEUHTEVPHBDMDYIBYYCLDPQGGVPTHSVLHRGYG,QHHXHBDAVYUJSZIAJIQGOULYJGQK,United States of America,Erdxoi,Erd10629,2.0,F,Cofduthinqevaivhwwnpbjrmfhadxvruqeavayrmfjghfjmoutoebeumka,366.0,D,,87.0,Hubbell,Lafayette,1.0,1-060-435-8227,Jqvqoims,OK,9.0
U,O,482299.0,DGXBKYKZVSFAJDQCFWZCPO,CQHALIIUWJEWQPQAYXFFEJFQ,United States of America,QDVNCITMWLBQPYBFTIEZNBY,QDV10630,3.0,M,Nsjmstrnjnuqgundkpswzrtjqvawszhlowwxeaxjpy,745.0,B,125651.0,94.0,Micron Technology,Biloxi,2.0,1-112-534-3114,WDUCSPKNR,RI,4.0
W,R,114219.0,Ffvkjiegsymwwudcmuljqapmiaexsr,Qrjdsnprrotbw,United States of America,Ypsavxaptrngwxbffxhisexxievxqz,Yps10631,4.0,F,Kzrcgqjcncfutnnjjogmzublejkkppvkqqbkgrdbpfvsxbxtng,414.0,Q,3885388.0,6.0,J.P. Morgan Chase & Co.,Fairbanks,2.0,1-868-742-4510,zwfuosxqmdxj,MN,8.0
,O,152214.0,Mvtnmpnpxpuwjjzo,zbnclaoxfqezyuscw,United States of America,KOEARNHLDAZSDBOXXJZNVBSBD,KOE10632,3.0,,Arxzsmjefspkyfjpkxisindgjgpiivvwcscckuhzidejdxeqpmpdcgartebdrtcjamcq,414.0,,1303527.0,69.0,E.W. Scripps,Dayton,1.0,1-721-286-4219,TUICW,Ontario,0.0
M,U,423890.0,lqgahntncfnscacnttpyfsvuepuoyuleyiepmbknukdyfv,Ormwankkictstneg,United States of America,Qprsztvlapixvelonmsqxxqcuugo,Qpr10633,0.0,m,Zmurejrtzbxcgxvtmmbhirpzhs,686.0,,2373456.0,95.0,Intuit,San Buenaventura,3.0,1-307-981-4112,qnmtezgb,AR,5.0
S,R,382458.0,Hdnilbrqwzvxkbredigusjnarfubjlktfjkuaokva,FWNXOEXWLBDCTCH,United States of America,Lfmahwcleuzynxlfqvglrmcvzg,Lfm10634,5.0,f,Cotoxcwyivtvmhhrwyvskzwjcadxstzinjpbjmqkfradxhfixc,615.0,D,3848232.0,,CA,Dawson City,2.0,1-587-309-6760,Unobntcocykl,NC,3.0
S,O,192268.0,Dranmwzapnitnpkefbvylytbcgrdqkbbdduzqrjkwcewjbpqnrgg,Rtipjlhjrreltifnqjurhfhsv,United States of America,Dlywedtz,Dly10635,3.0,,apaldipvsddnbqvfsjarprrjpinlorergtyeolelhncmlyslwapnsizuywlufg,545.0,g,1310885.0,88.0,Ball,Newark,0.0,1-098-011-2223,Lpsnpp,GA,4.0
U,O,228425.0,Akaaohsqsskwcbpzlclaexwfeaiyfmmdsborippenebmfndcwds,GJRZEY,Canada,dutkjtnkhephhwsbowgto,dut10636,5.0,,tsjeswimoppqi,493.0,,2733440.0,42.0,Hub Group,Seattle,1.0,1-425-647-5852,BNIHE,CA,2.0
S,O,155536.0,,kwfriixkapmogwe,United States of America,Bpckvgnuqnghdyogppvzwjmfjrjk,Bpc10637,4.0,,Nsmfxfchrgpgtgcw,342.0,,1668048.0,49.0,Kellogg,Edmonton,0.0,1-363-500-0905,Lfhqknctz,Ontario,8.0
S,O,250855.0,Wclmfimpfxlygjvegalnhtoibxdnmbneolbjfzss,qlmhofstfdhrvusauzexovkoypados,United States of America,Kdptoajbsmqvmhzpxosuy,Kdp10638,1.0,,vrycmahnwhfrcpksxdjfcahgauramnbkvstptyiktyjuxydmunojsgnnsqcyyyqvdqgzvzivb,679.0,,,96.0,Jack in the Box,Sudbury,0.0,1-402-022-1763,fppdrtmq,CO,0.0
D,U,314819.0,Ldkmgdifjhezszsbwbqnpxjusgyxmbpkypqxjdwtpralkvjutyfzerri,zbxpjdha,United States of America,exztbedjpoqzk,exz10639,1.0,f,,697.0,,3475119.0,33.0,Rock-Tenn,Tucson,1.0,,Valzqhg,OK,5.0
U,O,24568.0,Odcybbztjg,Cuwmejfvgc,United States of America,Isxsztotm,Isx10640,2.0,,jnhocwakkodsxzstlqdv,507.0,U,131516.0,28.0,MetLife,Dallas,1.0,1-061-507-8062,DQJBKIOOWBHL,WY,4.0
M,O,432780.0,Njxpautycigripnbekwnkkivwxrplwudtpksnuspudlqbpxclkpxbvhqlzqgzwrrohs,vzubtqeggddlsxzftewd,United States of America,jfjrbhchuaydq,jfj10641,3.0,,Vtbfahhxzjvyumvzdbncwzdaozfuyikscsuyojbtwtwuirswnscrhkzcxwhmeshphkmwdqsxobbdsd,717.0,,318373.0,6.0,Circuit City Stores,Baton Rouge,4.0,1-500-536-1997,eghsw,Saskatchewan,5.0
M,O,370083.0,Shmdpymuicceyaednrdvhlkrhrevomnqybdofhjzuskuvzocbwcqkxhfbaechwqfosjif,jlxubpxtfbprqdrmpirfcdmf,United States of America,Sggogmzhi,Sgg10642,1.0,,Hbkhuuuratiaauughzlrrmktpbjthijuqxtxfnxhzqwquoqvbscgupp,620.0,,1772755.0,27.0,Cenveo,San Jose,5.0,1-001-097-0990,Bixjuicn,British Columbia,9.0
S,R,50628.0,VGCJUWXJJWGYJWZOXMMCFWTQAYDJVJPZPOENDLSNGGBOINJGXJCDF,UEEJHSZTLUQNMIOVVE,Canada,JYBSCCMJNABYH,JYB10643,0.0,,FYRLRMBOFHVNHLNLODWDKXOFWES,485.0,k,1225860.0,23.0,Autodesk,Little Rock,0.0,,Floxc,Ontario,3.0
D,O,486319.0,Paabbcz,Jrisdkzlgb,United States of America,Qlfhdtwd,Qlf10644,1.0,,XTXKXDGVHBFA,445.0,F,348085.0,30.0,Raymond James Financial,Hilo,0.0,1-598-777-2070,Nwcbctqrdag,WY,10.0
M,O,38046.0,yarwjusddnyhlfaiwzugrsbjfmhtnaerikkvvtljrdbwvwhdforxaeqkvujhcmkneuonemnrqxw,Zmhabcezcklohkbwzzguwhxqwnqbc,Canada,jjxpalquwu,jjx10645,0.0,f,Bulnzfqvjx,476.0,,2299258.0,59.0,,St. Catharines,5.0,1-465-720-4472,Iikms,MT,1.0
M,U,388741.0,Roxlixvpqaynacmvbhlkrmvemhupuyxmvangjbajvldvuwyhtwtyi,CBNJDQZOFHSAFNBUIPZKUGKPYIX,United States of America,Ttgicloesgfgndexhwmsgeegehh,Ttg10646,1.0,F,NZIJKCRFQGTNRTKOLUWBMUIRIGJKQQFEZQXPOQG,317.0,,,62.0,Scotts Miracle-Gro,Charlotte,3.0,1-965-445-5546,Fsmlfdrpmxj,WY,6.0
,O,418661.0,QYGQZJVL,xudmcbkjfcslxuboqlfcoywb,United States of America,Jngcpppnoaiiiliilvghyszvbqgyqa,Jng10647,0.0,f,,420.0,,43275.0,63.0,General Growth Properties,Evansville,1.0,1-416-579-6276,Uokgorsym,IA,10.0
M,O,138265.0,Wlzdrofbahlsgurxezwdlgdwpggvdwgkmjznmgnylvevqqisqwcntpkyzrtvsxzuycurceylnoyfuj,Uvtyvwffkbo,United States of America,Wptzabfkblwhvoccdf,Wpt10648,0.0,m,Bffeymcd,639.0,e,1123645.0,69.0,Reliance Steel & Aluminum,McAllen,4.0,1-797-998-4391,Fahhrtywud,VT,9.0
S,R,178701.0,NJBYBEMCKPKQFISVXPDSBWHSYCXIECQVFYGIRLLALOMPMCDYPNYZANBTILPJ,yqitxjixaiessvr,United States of America,Qkajkbimmfavnrwzteyeylmerlqbyg,Qka10649,4.0,,RSTAQLVZQ,593.0,S,1746003.0,36.0,Superior Energy Services,Cincinnati,1.0,1-465-308-3979,verpn,WI,0.0
U,O,,iamlouc,YRVHRIAGX,United States of America,Ywcboinqhxrbd,Ywc10650,0.0,,Vbvdxywnkaltagtsrearnuciegzbankjhkzkkwaviwbjgsoqlfmqnbnjcoamrrpjh,459.0,M,1826851.0,75.0,New York Life Insurance,Rancho Cucamonga,1.0,1-622-406-8301,MMDKOPBY,Ontario,0.0
D,O,,Oocpaqphvpcvlbztyud,BTFXORRIUZSLBF,United States of America,Zgixecbedptqsebpyenozg,Zgi10651,3.0,,Qpxvwbiircdlwiqigabusb,569.0,F,3902659.0,52.0,Aon,Shreveport,4.0,,Idttyrjxmr,Nova Scotia,7.0
M,R,457485.0,Pjieon,Geamlusudhlgsbjodm,Canada,hotyujmqydepatqjskpaahhvrtiim,hot10652,4.0,M,Ebxiawspncqmduvikqhntgygepgauivlmstec,383.0,D,756473.0,45.0,Hubbell,Cedar Rapids,1.0,1-449-181-5155,Nwjfgfaf,IL,5.0
M,O,159744.0,Fjydfwusmwjlszjntcerbo,ZBDXQIWHYAUJHEBSDUHVO,United States of America,gubkonwrhhajad,gub10653,1.0,,,343.0,,2375970.0,68.0,Automatic Data Processing,Boston,0.0,1-586-917-3804,Srdqpgb,NY,8.0
S,O,330854.0,Wydjqfsjpduldgsgtwgbpkltqcoiluujwjxordobzdpynaziqculbaumxbnjsislirxksnkljlsunwd,Rfeknxavrk,United States of America,Qntrhpupfdcsl,Qnt10654,0.0,M,Jdffhcnuuedxkfctdrewymvsyitdatofrudelhcfnbzwovokqejzecnknyildv,460.0,,3820831.0,38.0,Peter Kiewit Sons',Des Moines,5.0,1-126-841-1247,Mhqcytcdc,Alberta,0.0
M,,157184.0,,Ydgnqxooxnuvqrjacddiwybfikkix,United States of America,vcwdhykzxeyyzhrnbfanpywptopf,vcw10655,3.0,M,,553.0,,2131915.0,29.0,Penn National Gaming,Washington,3.0,1-583-724-0654,SBRXMXO,PA,5.0
D,O,171004.0,Xizlnqhqxecutkhecmlehpuzmpstrhwlocjdkmlhnaolqvgnazgoefkfxqgyqucric,mmmnqw,United States of America,kogxmxfpprwblgoivjmrtvx,kog10656,,F,DIKEYJEMBUSMB,713.0,i,3417961.0,75.0,Verso Paper,Garden Grove,4.0,1-009-083-6592,Ggcnll,SD,8.0
W,O,335409.0,Gemwochchictylptoohuskavnupnkmpfaxkvcbjytdrykisigjpaipsdjllhjnuisclxn,Ihqmj,United States of America,Twkzzarosbvctjyajlabwz,Twk10657,5.0,f,Ytzgxzjktfeyvwwresntxtctcxgac,669.0,E,3937892.0,28.0,Western Digital,Albuquerque,3.0,1-678-570-6535,MWBNZJEP,British Columbia,4.0
S,R,314789.0,Gsukezirsjrxszvmlhkwi,WQXLE,Canada,Zdilm,Zdi10658,3.0,,Rhddu,812.0,L,2140609.0,32.0,Texas Instruments,Mesquite,1.0,1-277-150-2005,Jzhuedffp,IN,9.0
U,O,277189.0,YOMXUPGQFFURMCRBYOSQIDHVSHSFVYCVKOQNTMDQDWQHCTMBFGGXWUK,Bvkkfispfpjoti,United States of America,bjriemlfcebxvawkzcerpuhtp,bjr10659,5.0,F,RFVJLVTHUTDJMSQRSZALPIGTIOAKMBJVZBEZLQDMUWGYBLICZFBDHUTGTXSDNS,465.0,,2762936.0,94.0,Nacco Industries,West Valley,2.0,1-640-918-7641,Ofbihtwigk,AL,2.0
W,,10687.0,Gadabxiymyvkeebwjnlqcjjwvejotfpeikbxfmpjnlelpqiytularznwkhyqije,MGGAXCQBOKL,Canada,Jgqyjatlx,Jgq10660,5.0,f,IKCWGQAYORHMKJTETCBEKBOAN,509.0,u,2766792.0,93.0,Huntington Bancshares,Paterson,0.0,1-934-194-6264,ldpmqgtg,WY,10.0
U,O,427259.0,zwdhyuseqbuejmuiwrnfouqltthlgrrzfcyzhwgxuzgsqkndz,XOLPSNOSLEMV,,uofkiflrpzpnwnvpqkhelgplfz,uof10661,2.0,,Mjfwzrzkobfqvplcgpyncyiktm,543.0,,1302869.0,11.0,Int. Flavors & Fragrances,Coral Springs,4.0,1-335-554-2472,ffhywqsfsc,DE,2.0
U,U,322299.0,EWPLLVNXVHTUNUDLKJ,Elcdegmdupudqzv,,Ntihyhrhuvybwtysmnpaqlpcxhmuc,Nti10662,5.0,,lwwddjlxgctniwwobi,432.0,,1964514.0,59.0,Clorox,Cincinnati,5.0,1-283-127-7368,Auwyab,British Columbia,2.0
D,O,343723.0,Qkelnbxvbbzxxtyavybrlcipxnlzpmbdopxkvktcqjzuljwlqrxw,Ggcptff,United States of America,hqfqcqvumhhsgwbtcmcmk,hqf10663,,,Nxwzbrnqyfxyyqpylcwmbjwnxchgekuxewb,501.0,,3207419.0,20.0,Pacer International,Santa Fe,3.0,,yoyiyaol,DE,2.0
U,R,17335.0,pkwmzawrzomdbhhxochzp,TWXKGXUITVXNEXAK,United States of America,Tehsxatrbdavtdqzkeil,Teh10664,4.0,,Ydjrqzepgodfescoaiecdirqfgofiecsahjdohxhxlfqglfxqvciptfup,,,2225957.0,76.0,Lincoln Electric Holdings,Lansing,2.0,1-423-064-5903,IJNVXSFGD,SD,2.0
U,O,247974.0,WLSASRLTUWWCTYSACNIWPPVMRWRCTDMEDILMBYDJKKLZUMZFQFM,FCBVWBHMKFYPDSHORYNX,Canada,uamifgdhmsohhiclzywfqezrzosr,uam10665,5.0,F,Lavojmxmasljdtidnyefhsgqegqem,303.0,,3361201.0,6.0,Regal-Beloit,Abilene,3.0,1-086-332-5382,tqzgkovqshnk,GA,4.0
S,O,,DQFDPZIRFVZVARTYDBON,ycdbmrmnmisexkpxlfifukknwxlw,Canada,Knrdccg,Knr10666,0.0,M,Ywnuhoepmplengunlezngajdyf,711.0,,2018684.0,47.0,Calumet Specialty Products,Pittsburgh,1.0,1-814-761-4371,GTGTGMWAQW,MD,10.0
,U,349814.0,bzwhyqqlddfktopqvjt,ALAMUBJXAMPDKLASLHBOR,United States of America,Mupqektqzfmqwr,Mup10667,2.0,m,Vnqjpkszlvpngmtqxhhxvbqeymjkpvxcpootsdoliidziizisit,524.0,q,1401703.0,15.0,Jones Apparel Group,Glendale,2.0,1-321-501-1792,Twpndxljwun,AK,1.0
M,O,466843.0,Etnpwpcuetzoxhjbzngnneofndupjlzguapeewhnlvummtdxvllrxmenfgwtondy,Dqcxlefgcbudfkafttufjopupgclta,United States of America,Mxkcbgrsviouinogdxnhwsrdno,Mxk10668,2.0,M,Wrmojqkegqxsyhovhotgaxmwksclgijwzl,370.0,F,2042865.0,22.0,American Financial Group,Arlington,5.0,1-048-715-0056,Qefsr,NJ,8.0
,O,295174.0,Fwhcvl,Ipsxpvrunmluwffmuqkecxlmtlbfyp,United States of America,Iznbxaeevoyhvxkskqsjdzvtpxpqb,Izn10669,5.0,,Uekfuxeqzwvsfs,441.0,,1128183.0,73.0,RSC Holdings,Albuquerque,1.0,1-152-192-5308,Kypbaktuvt,AZ,
M,O,99833.0,Jakgpeidnnicnmxfdtjuetnveodystwuczxqapkvjzryofwrrtunexi,Vpgmgtkxrjudcxtjxfuxy,United States of America,Ryeuraucwbpw,Rye10670,2.0,F,Ihxcajkeldmpyofdsmlzpsnjykoenzajuiwsxlngmeakuxoqx,382.0,,2806790.0,97.0,Northrop Grumman,St. Catharines,1.0,1-729-218-0882,otonr,NM,7.0
S,O,459514.0,Yquamxsbzceyrtcscfgke,Mkwwah,United States of America,PJIBGQXCAGDZA,PJI10671,4.0,,Tktlnspep,,L,1376620.0,4.0,Navistar International,Columbus,3.0,1-669-137-3153,Dshhsg,TN,10.0
M,O,,GOOXAVHPHJFBBDGSOKXCWULXHTNOWBBTKFEQEBYVBFNQQPKDUD,Fljmcudmjrlcbfhcuiougtqffr,United States of America,NZTMLEPNKYGYMOMCFKNBC,NZT10672,1.0,f,Cufgccevodvcncryxerjwunawnlfgqmxfpoxualbkkpfalpczpnpx,565.0,e,1753851.0,43.0,Piedmont Natural Gas,Brownsville,1.0,1-643-020-7470,UBSVIQGQYNTX,VT,6.0
U,O,118421.0,VQWJWDDWSGDBYOTGWLLKNRJFQDDNWNEQXZGD,Yfdcyhzwfwc,Canada,Tzpnmpbenpvxp,Tzp10673,2.0,F,Sttvplbhnrtksrrefgfhqhsibvlnccdvekufsadsvaglhbgnqifsmesyxdoten,784.0,,3902623.0,0.0,RBS Global,Scottsdale,0.0,1-846-415-7854,Hucycim,TX,1.0
U,O,431261.0,ZXWMOMLPQU,xsdgxzrccwlrfmcsvcmapfq,United States of America,YYCGFROVBRMARDTVORSPLANMCJP,YYC10674,4.0,,npvirzxkkcvitmamghfaxsxankivqycvblmyerwuhtjgpoudwiamryhfskfzea,321.0,,,20.0,Children's Place Retail Stores,St. Louis,1.0,1-236-050-0499,GAEPBDZEDGR,MA,3.0
D,O,266065.0,Ywnzwurzuowmwctfncnmyxroj,jbbnjtnqafxhsxrcjsdq,United States of America,KVUSZKCA,KVU10675,,m,Avihhpqlvpofpbatakrcxnmxlfxbqbzhmyeqirbfeuqxifwtsrffejjzqrundniuaamrfabvvyxnavix,510.0,,3195125.0,88.0,Nash-Finch,Knoxville,1.0,1-168-318-9718,Xfhyhqhnc,TN,9.0
S,O,138491.0,RXUTCSNGLNMXYDSJYWGQHSWRTKEQFXWIFKOQQYALJGURGUHCYUPY,KHDBUUNSSDJFWGEYHCSENJP,United States of America,tdpktbpbnhkqgzwqcpar,tdp10676,,,CBHXKRQBBYPQKJWALDOEQTQIBJJOHUN,,,1551443.0,100.0,Aleris International,Regina,3.0,1-711-107-9064,ijeuxfzcfyp,DE,4.0
W,U,125888.0,IRCXVKOWIIPTOYQBBTRABFLQXYEDPTNJUFOQNGDTVYBDEESDUMSJOKTFVMQRN,Ynnyxcrbuwmxx,Canada,OJFZGKQJURJKJDMTJUTMKYYBWDUCWM,OJF10677,0.0,F,Peorstsbzhymmildksxhshoilhpgebqkpqpytsuehw,605.0,,2385003.0,81.0,Graphic Packaging Holding,Raleigh,0.0,1-513-040-9068,tqmdity,AZ,6.0
M,,399369.0,Flmlrusdnxxpwgermryglzvokkiszkxveqoebphbvrvuzgiagxbdzvthlufidecgoaayskvwffuarhy,Chekdwothvouorjlvjwmjaz,United States of America,Oijdxlnwxbya,Oij10678,0.0,,KYOSVIXEDDUNRTYDWVZBTURAPPMOR,581.0,T,1277355.0,31.0,3M,Hollywood,3.0,1-391-163-5523,viffeql,DE,0.0
S,R,456632.0,iiyfklpbfh,HBVHDKASKMDNNHHVHYYKOIGYRT,United States of America,Okguwtyjcjhgrabqhgkhxn,Okg10679,1.0,m,CMMDNHPZXGKLQFBNYYEATFNOODYJNNZNIJTGVIGKJUAYWYKALBPVLKHFUHUHGVIKPKE,359.0,,2545601.0,54.0,Del Monte Foods,Lowell,2.0,1-212-034-5995,NLEMVC,CT,2.0
W,O,86230.0,Yzrlnynzvsknfhpujbrxsh,niqfvzkgntuq,United States of America,Uxqhgzobcdecjuiwcwviwf,Uxq10680,0.0,,Njgrnrkrfjtuudnrctdbfeopbxumdweeqfebvowugvpafltg,741.0,,1569151.0,4.0,Valero Energy,Simi Valley,4.0,1-306-753-8017,ehqlrhq,IN,8.0
S,O,180310.0,Vqqhobur,kwxquxilvpyhdmxqfhghv,United States of America,ntziitsjcjbssybwbe,ntz10681,,,qjilkhcuxlksifbomsnekpoejwggsujnaxnwwtprpkokxcwxka,579.0,,937850.0,45.0,Amerigroup,Sandy,1.0,1-823-215-6486,ncbztgerhvwc,WA,8.0
W,O,254789.0,ohnukfkormcdezazlbdxj,Wsrtbbdz,Canada,IXVDSFYTKGNLJI,IXV10682,3.0,,SPGAAZRJGWHFTAMXFDNKVUWYRFH,815.0,,2832973.0,0.0,Covance,Simi Valley,1.0,1-894-589-0111,Ztdkmisaj,NC,7.0
