prospect_AddressLine2,prospect_AgencyID,prospect_MaritalStatus,prospect_MiddleInitial,prospect_NumberChildren,prospect_OwnOrRentFlag,prospect_CreditRating,prospect_NumberCreditCards,prospect_Age,prospect_NetWorth,prospect_LastName,prospect_Country,prospect_Phone,prospect_Gender,prospect_AddressLine1,prospect_NumberCars,prospect_City,prospect_PostalCode,prospect_FirstName,prospect_Income,prospect_State,prospect_Employer
ZVJXS,Prl12707,U,w,2.0,U,685.0,7.0,7.0,2052489.0,Prloyjtd,United States of America,1-663-932-5385,f,Inexnmiewbjjlciuvmllcpvmfxwgwev,5.0,Newport News,uwwfzqulxgdr,Epyomfhzgqjqltpnmndvwcqhjma,444030.0,DE,
WEHWVFPXPGHBNHOYMGDHIKPDUTZFSWXHOBNPZSUGBIFEDCMLDDXQTBVHXAZORHIBRPA,YHN12708,M,C,1.0,O,360.0,8.0,,3078634.0,YHNOPMKXYUGJPVRTBDEULTBBF,United States of America,1-519-019-6128,m,kdwkudbr,3.0,Missoula,Mfwdipvujrri,DDEXPNRBYEWKCEHA,405013.0,WA,Newell Rubbermaid
Fzuopvmkorcn,Tgg12709,M,s,2.0,O,470.0,9.0,95.0,3038032.0,Tgglffdfrufqscdxupsdrihlkc,,1-936-318-0658,,Jpfmsuurardloofvh,2.0,Cedar Rapids,Udwnmqiddlwr,Ojvjbapmnvabgbosaiw,360475.0,New Brunswick,Holly
uvietebtfba,Tqr12710,M,M,4.0,O,759.0,5.0,41.0,2330428.0,Tqrfbfkgbexagnfsvzpouzuipu,United States of America,1-745-032-6887,f,,3.0,Columbus,Rpcpmwwbguqm,ocvhuetb,498874.0,VA,Bucyrus International
Ifuhxawyhoxiuqrctebdqnwzzhbrszxrunyexpqotljfnehgbqusyzibwvmeo,Avc12711,U,,1.0,R,545.0,10.0,2.0,3308566.0,Avcofenwarlhzbyhrgxj,United States of America,1-332-869-0801,,,4.0,Gary,osjkvo,duhwlbf,229234.0,Newfoundland,Continental Airlines
tqufplrafafmjyaiomwnqeccbfufavcmcojbrjkxmbhxcxpiuxuekzcyjadvnwtsoeaspm,Rgd12712,,,2.0,,776.0,5.0,77.0,3388085.0,Rgdrcdwollbmkfixisamrilavq,United States of America,1-304-071-1032,,Ybduuofjffeyhlzvcbpbqxgmubswxeejpfbmgtdpdjwznv,3.0,Grand Rapids,MMIAHIGLJ,nlvitipswaxefbwzh,89874.0,NY,AptarGroup
Gledrehcfiphzqdwtnhmyjvaucqjbxjhcbcghlylkulwulobdqqpxrbbpecuaqclvfanpladovlxfwj,cxe12713,S,y,3.0,O,379.0,1.0,58.0,2886502.0,cxegbzymnryzonfekrkrgbcw,United States of America,,F,mejqbzvtrvrhkbslkywfqilecrbdzflwahvqjilwzrato,2.0,Fargo,Fawpwqtl,Rkuxt,286267.0,MT,CACI International
LHYWEQEIKEWVRBYCLNTDEOLDDRFRLDWRHDPUOSHSJUORLZCJPQRCNCPSEBLAFCGXVUTDXOL,xko12714,D,M,1.0,O,335.0,2.0,43.0,1796249.0,xkofasfemcnovfxddjgxi,Canada,1-553-727-9484,F,Nqbofpydqusxkdzxelehiqnt,2.0,Missoula,XEQQQTKLR,Epkrveivcevncovguvdysd,,VT,Century Aluminum
Hvagigu,Spj12715,D,,0.0,R,320.0,3.0,61.0,2068390.0,Spjpbwfnunozxdmarjgusifk,United States of America,1-661-937-1136,f,salrphuaewdgrhygucwbxevptdlyfsqzsoeujfrflldloxhidht,5.0,Calgary,Lxqmq,uwqjbvh,208694.0,KS,Gilead Sciences
Wrwheqcvbryuljpmfizvfzgyknoilxpkvtweieeollqvoxahvhfdpudhakmigbebwzxyowpdsawu,pdn12716,U,,0.0,O,472.0,3.0,47.0,3240543.0,pdnllay,United States of America,1-210-588-5823,M,EUUMSLNHXY,1.0,St. Petersburg,Hixsld,IVUJSLPNSCXREGPPHFCXORZ,208792.0,ME,Frontier Oil
GMYCHARDGLVZGYI,LFJ12717,U,,2.0,R,744.0,1.0,5.0,2019533.0,LFJQDZXBIHELLFWSDXNJGR,,1-895-290-9338,f,AFWOFNBWFNBFSFNIRLIFAJZKUPTKBPPYP,5.0,Bellevue,FCRYUMYBKTIF,Dtrrkvekxbonglfuqfhmpsbnv,480968.0,ID,Benchmark Electronics
Frotjokmvyqqqgezlsuxkabvvtwhlxrxgkkpmislqwsmficyaarwbcsmagvwcywktgbexmvdwekohvo,XQN12718,,,3.0,R,662.0,2.0,67.0,1306688.0,XQNTGABLOIPNZE,United States of America,1-350-832-7066,,Wjsuqpakgarulwtlramb,3.0,Naperville,YKTEQAL,Jrxmkxuk,64656.0,Prince Edward Island,MetroPCS Communications
hcvbljrmcubcllgvnbejmusiagumixudbwftkzyixfqsldfewubcgnaju,Rrh12719,M,,0.0,U,805.0,7.0,31.0,,Rrhrfcevscgqgpptj,United States of America,1-744-027-9877,,,1.0,Idaho Falls,Bysfp,UWXLRQFQHEOQXOALCIUGSYGVTVCXFF,3353.0,Newfoundland,Laboratory Corp. of America
Iqtdvwsudnbyflwhatpclwwqofwebnofttnizcbqhcvkswucwkcfuioxgcdnfkjpqgfrsoxldztaaq,Gru12720,S,,,O,,1.0,0.0,2709484.0,Grufpwjqjkjm,United States of America,1-196-001-0723,,iattogmiqqdmwvzppnkjoviviocrpbdtogobnqsjktwkeslgtteawtskrqnosyskeoxsodqaxvt,,Denver,Tvbhgpvtlmi,tmwcqmefn,180918.0,NH,Cimarex Energy
rzbcxottdttmkbwnzhjozhwnnkbdzgvxfxuxtdxembmqqdkbmeccqmifme,Xkl12721,W,,0.0,O,576.0,9.0,23.0,90630.0,Xklartfiic,,,,Qitvjofgpmkjibfueugbxjrhsaazntosoesnw,0.0,Oxnard,Fcfzjinicjo,Udoiqzoq,221425.0,SC,Enersys
Ekmyofvicnpwdnjvvbrqruwdsgpgoavsppyiwshlaoeaakiwrkuwxxuwbycuvaypdlqrfoogkxd,Lcg12722,M,,2.0,R,809.0,1.0,97.0,128206.0,Lcgtiinanaouu,United States of America,1-235-220-2577,M,smwxjqogjhvjufqmpnw,4.0,Boise,ZBBSFXH,Rgloqpbgbqaasmodxpwseztw,143235.0,AK,World Fuel Services
Zctyccwsasvlo,VCQ12723,,x,1.0,O,830.0,2.0,74.0,463510.0,VCQBTSARWQKFF,,1-683-595-4847,g,Tlwlbtwdtnpwgvrwauxaobsvbesupepouqlaxykgagksdudoaqidl,2.0,Huntington Beach,vtmpxkzbub,pfuarefoligsjcmtaghesp,325005.0,DE,Hawaiian Electric Industries
zyehqrcoaiqmvqmbmvjzcqcffbsdflmgsdcsxirsowjvmmlfiznorlff,WXE12724,U,,2.0,O,624.0,10.0,81.0,1158961.0,WXEDRZDCHXYBU,United States of America,1-145-843-1463,,Jofmpljjcokrdwqffrxozekaoktzeqwvffcgrkxqwrbreqcjwtximhvnztovqiasnsxuegfqvq,2.0,Billings,Orsphbxm,btfgdko,146854.0,AK,Children's Place Retail Stores
,Kzq12725,W,,4.0,O,303.0,4.0,3.0,1656178.0,Kzqsyqonnn,United States of America,1-134-930-0241,,Ptgkwjgaujyccapghjizixwtfxihkqupjiiqqfcjxmhdkeqbuovdodtlxjbj,3.0,Hamilton,eneeettxdeka,pmahueafkkbjj,70684.0,Manitoba,Administaff
Sjpccyyarzop,Bcr12726,S,,2.0,O,337.0,10.0,45.0,2373768.0,Bcrtykao,United States of America,1-837-165-1804,,jyknjdieyzucbbjsekwhlqxeqpjkxxuynaldniqtfvrwlfdclpc,1.0,Paterson,WNDPVNTWPAVF,OLAWHVUQJBFPPMKDWBKWJV,71920.0,AL,ConocoPhillips
,MEZ12727,M,S,0.0,R,418.0,5.0,,3672224.0,MEZZWEFIPTTER,United States of America,1-341-891-6276,,Czboglmtalvwgdjlhrxlwxrkzcn,2.0,Fayetteville,Vnigr,Tbryjtljsq,,OR,Kelly Services
MJEBCQDNXHSZWTPGWNWFKELJFXKSJDYTIXRWXXFGZWPOSCFQSMJUUZP,jnp12728,M,,3.0,O,700.0,2.0,,2519490.0,jnpbgvqocgtrt,United States of America,1-034-953-2553,m,ofdantyim,0.0,San Jose,Gggncj,Bnkzsstawvjfwxoekhodnzfmmiaav,22804.0,OK,Unitrin
Ebsdnslqswdcjifwnbkquwvldgrkmjvjesekd,Ehq12729,D,,4.0,O,589.0,5.0,3.0,2409054.0,Ehqqsmyxkpeknuwuqabefdk,United States of America,,,MMHOIHYFPBMNJFXQSGAIMDHUDUYOIJEQGVPTAOQIKSBNVDIOSEZIWYGJTCWLSAYNNUU,3.0,Columbus,WOMWNU,Ykhjkitlavkg,170476.0,TN,Union Pacific
Ofuoedwogepkqmrdyncknio,Etz12730,U,Q,1.0,R,822.0,5.0,29.0,1891394.0,Etzkcqajvmlgdaxcavwoliqodakp,United States of America,1-954-805-8129,,EJUHWZSNCELDFOPDBRXXFDNXJHBQGOAQUWRZNPRKLFUEYQVXEZQKORIRRSLTJDENCGKGMQXPFWFWAC,4.0,London,gxsscwf,Covfptmwhgwhidjcrooavgjyffnjj,443935.0,OR,Cliffs Natural Resources
Bprhanottszwoud,hop12731,S,X,3.0,O,327.0,6.0,,1271315.0,hopokgpkqydykpje,United States of America,1-244-947-8549,,Bxdcqbwmpzthsgeysrojfkufwhkdbjujfgeadojauxbabdswjdqosmmukkkhlvurhhxjwimykp,2.0,Waterbury,Ehemg,Burdgrrfwy,38784.0,Prince Edward Island,Chiquita Brands International
Wuwxmd,FOW12732,U,N,5.0,R,468.0,0.0,16.0,2492456.0,FOWTMC,United States of America,1-695-380-3765,,Hhtzpndhqdqomsknnfzsyuciqxcvcnbzzheytqq,,Hilo,mkknnnsuxhwh,qehljlc,261650.0,WI,
Zqviqqlaluyaouiaufaqvpcbnscflmiegfnddikpuxfg,Ewc12733,S,R,4.0,,770.0,8.0,60.0,2414960.0,Ewczhkojyckycwrnjvcdz,Canada,1-495-934-0755,F,Wlkjvfhtrklhcfdnpcpasesifahsffyloapgermylmxhtwflgmqmdzpsbusoxdrasiigk,1.0,El Paso,srpkdcq,Wfafvvswtsrdbaefkvcp,27589.0,MI,Baxter International
Tubvzcrtehlunxb,DWL12734,,i,0.0,U,371.0,6.0,98.0,1962531.0,DWLEMAODQ,Canada,1-803-861-2066,,Obdjgucejcqbvkqkckcupgpfpndrotvjcmavrmhzh,5.0,Halifax,Fgffq,Xvbjpnprvxtkqxqfv,269140.0,Saskatchewan,Virgin Media
,Nhl12735,M,D,3.0,U,467.0,8.0,28.0,1652119.0,Nhlfdee,United States of America,1-006-840-4038,,fjmknj,5.0,Calgary,XBAYEWF,Vqxodvjfju,68029.0,British Columbia,Susser Holdings
nlcvlsbkuwbamdjkvmmspivpesnysrbkojdiiqjyeaqfksfwfqhmmwqp,Bef12736,M,J,5.0,O,652.0,9.0,80.0,291940.0,Befvvofjathkrkwpd,United States of America,1-921-513-2121,,Rwuumknmciuxfuqigkievsebclnkbogfwbjnjwihbadasdzsmpoficnudbtjkeuoje,2.0,Cleveland,OGFQZTMOPJEG,Yrucxadpttbnechqqvkmsbyggljtm,234504.0,TX,
RVNUHCEZAZWXQZNBRULNCORYIAAJESSIDGCJNLTKXJNKOWJEAAZOBBYYFOBDHKZLWXPSIVMPNPQP,Dui12737,M,,1.0,O,423.0,6.0,8.0,2109127.0,Duinql,United States of America,1-489-570-1877,,LPYLPDNVMZVFCFWAZCMLRHCYLBAIYABJFVNWADHPMEIPWO,0.0,Fontana,Asxtpotdu,tkjvfddcgxgxrucubxalvtrccfuba,251827.0,MD,United Technologies
Geertynxuelnkqhammoiifmwxzvnogahcajotkgbzrxct,Wgg12738,M,G,4.0,U,797.0,3.0,92.0,1396116.0,Wggawvaxngjsjcvrohdeozkbnppiwb,Canada,1-910-449-9486,M,KKRSXWFUELIMNNLQTUYLVNKLBHBKDPFDVCNIBPWM,3.0,Coral Springs,DZRQMCFDSZV,XTEOHPNJGYDPIUDG,324957.0,NY,Juniper Networks
MXCOTPSPXOVKBVGLGEQWIEVGTGX,CMA12739,M,A,0.0,O,412.0,1.0,14.0,3427264.0,CMAXFMTPQMREYLQBFLGDKMPQRERPWP,United States of America,1-987-972-3744,,Igwtfvwveapigans,4.0,Denver,Yamcnnyqhlhu,LCHBSHVIUFJHM,408152.0,NV,T. Rowe Price
tasnlivwfnazcyogalcrxxccbrgxozklwowsbbxktwqmjpsdgwlmmexsqzrqksreefnwidwrdl,Lly12740,M,,1.0,O,368.0,6.0,12.0,1389496.0,Llyscuvnssxokjwtxhvhcggxmo,Canada,1-974-201-5222,,Smutkyecmunafxamnjqhcuetsvvukgwffawnxzqzphjrkptyjaadcgbuivdbl,1.0,Modesto,QQLMZ,QNGROIJWBLLE,343684.0,AK,Hill-Rom Holdings
PKRGHTMEBAPYJVFFMWQB,qmd12741,S,,3.0,O,,2.0,16.0,2006655.0,qmdcikvtlbf,United States of America,1-981-576-6270,,Bhipsslnqdmrwehxpwdbqtvkljkrjxqhbrhgfgqeqvrwitcccjryigonvguoqjla,1.0,Sunnyvale,Toreiwxvxuna,cldhliizryiuv,178944.0,ND,Atmos Energy
Pdqenyvelioy,UOC12742,D,I,5.0,O,539.0,0.0,45.0,2842747.0,UOCNBX,Canada,1-954-228-1242,,Gtkpacrrshrjczauhgwnoikpbnaiezuc,0.0,Glendale,VJQRQXTQR,Ibbcaaonfcyqkqdg,453130.0,CT,Publix Super Markets
IKLSKBYPTHBWYDJSGHJZAZLSPHAIKRENOUHMIXCPMKNEOXHEUMNTCVUNIHVRVMHRGPTUI,wdi12743,M,X,4.0,O,,5.0,9.0,3979196.0,wdiezlprrgm,United States of America,1-069-044-3794,M,vxfzeugpgbogynuzfxvkcdsryyqiezgmtiwlrttruqgfrwztbcrvl,4.0,Jackson,klkaivtmed,Kkfwqerauruvvqvjfytaecvnhijy,255294.0,CA,Union Pacific
Hmlriqaxckmejiechdyaunmcwdr,Yuz12744,U,J,5.0,R,432.0,9.0,76.0,2976882.0,Yuzvurnhnzdeaepzzlrmulnbwmv,Canada,1-359-043-9483,M,ylypbuiqrrmdlevqsarjmvoupcymfkeooamoyykilrhodocihdqdbwuipwuaymqgeydbjcrylqstdia,2.0,Grand Prairie,Fponcxl,OFSRITZDP,333377.0,NC,Men's Wearhouse
jvmpuvxvbaxsdb,tze12745,M,,0.0,O,,7.0,46.0,1475651.0,tzeczrfcijbkiokduhkcsfsnn,Canada,1-216-121-5349,,Rzqpikskrthtkoolwtnixcdzjhbr,,Denver,wmstlpt,Fpaqsgjwsbrqpummmficaesejtve,207260.0,RI,CSX
mehigcwbxictsfoaydytpwzskeaemwlrixiookhotehobdyaahxycm,ayo12746,S,t,3.0,O,761.0,5.0,24.0,1667054.0,ayosulsuoiaefikdokxdol,,1-198-655-4742,,Jurtsdpczowdtocv,1.0,Ontario,aywuqnffipvn,Kfphjusfbtczdohl,259571.0,RI,Mueller Industries
NODWSTGWIVXXXAQPPBLPQZXUOXPCGGAICLQKYBMKGYFTHWWLXMOFZYSMUB,Bnm12747,S,s,1.0,O,,1.0,17.0,3019806.0,Bnmqwfexewigqnwrh,United States of America,1-913-563-2439,m,znvgqnzuqjyztomquwbecfrqdxntbuhsxmmtdosmtfkuxxcunopwaxge,4.0,Virginia Beach,Wgdzbscgt,YNMXZAONNZDYUQRQXLFNPOM,477142.0,HI,BMC Software
Zacjw,snt12748,S,,5.0,O,761.0,8.0,63.0,3688877.0,sntjiccudmrcogxn,United States of America,1-310-386-0831,,Rhdisixwaqziozvwzudfkk,1.0,Calgary,Nmdcxchhcnl,Qaxbnkejhxmhqtlxmknm,158232.0,CT,Dole Food
WGKXCJYZSI,uts12749,M,L,3.0,O,480.0,3.0,0.0,965025.0,utsgquqbadftbjjmhacjdfcniq,,1-932-771-2566,F,lcqbhlouitwtfgqbsnhznmecmwyhgvlphjgvevzpcicmzgntnluoqwnpgklyxhdj,0.0,Augusta,gnvfm,Hrrdtuorr,302008.0,IN,Dean Foods
Iatrrylvvezfupvpcayprfqudgwqwvxzjqbjiripnyvniqshqlebstrhydqtbgls,Wov12750,U,,1.0,U,629.0,4.0,78.0,1963612.0,Woveokphxyjflhrwhsoh,United States of America,1-376-193-7039,,Stcsksoumxgkknxylitwuewoiomhvklolplqoevoejvzm,2.0,Mount Pearl,Ygsydanx,Iojnwgwbzfhidimszkt,468591.0,NJ,PSS World Medical
Espjxluubajwkdgmkkvgvnbimqikwiubyaic,DEJ12751,S,,2.0,O,594.0,10.0,95.0,1363035.0,DEJQYMIPAVOTIMTCQQRRRK,United States of America,1-006-418-3311,,Mhpsofzalmcwcxwgctnffaihrtnhxglqvjpdctuuwuntbkjavlmegpvldzsxfomvepldhgiwmupri,5.0,San Bernardino,SHWXQNVK,Ugxscyjl,148499.0,British Columbia,Zions Bancorp.
Vnkwapwcifxzjjklghdwtbavrtxibuecvlydwxmmcidnfwpshwawytmmb,Bsd12752,U,k,5.0,O,,0.0,19.0,2901258.0,Bsdqqzzfdluxnxbtxy,United States of America,,,oxwjcndactgamwiglllznmcqwagynnpznofjfthjxwzlehhtkzowtmzwccnjtnuqbsfitfmwnqljhey,2.0,Jersey City,Rvlbgbjt,jvnvhlartkwjjqmerbepezxgqskhb,233574.0,PA,Snap-On
Zjtlnhnkzcnzrfpxwwsmtcphqufvcjralmrtzzkubgmkduhkerjfetcmerwwiakxsyni,Avp12753,,,3.0,O,594.0,0.0,36.0,705059.0,Avparwipgikakfqmpyxgvpaebqn,United States of America,1-164-508-3988,m,Rxedhozkakuvfsmwdjatosqgsyshpulylxtdwxkfguaystub,0.0,Elizabeth,Cvmhugjhgg,Yxxoatrwjamdigmtik,404865.0,NJ,Bank of America Corp.
UNCYOCGERT,IDD12754,S,,5.0,O,506.0,6.0,93.0,2791193.0,IDDHRY,United States of America,1-035-779-1091,f,JFQUXLCRGDQVYJBNCVBNWUFRJERL,1.0,Laredo,Jzkftgx,Ixchidhdidaic,214145.0,Nova Scotia,Graham Packaging
,Uwy12755,W,,3.0,,729.0,0.0,52.0,3812048.0,Uwyqbrjmbdzoibhtvs,United States of America,1-292-221-2035,,pqjairkovicyenlmbcg,1.0,San Antonio,Exlaxjtj,CLEGVNWBRSHWVOVOABX,24681.0,WA,Eastman Chemical
Sgkdijtawdvhjop,Lgm12756,S,h,3.0,O,640.0,9.0,67.0,2962749.0,Lgmrxcabwijqjcihbwgfgkolz,Canada,1-208-169-1114,F,OQMCNJZXBPKEKVNFAHNLRVXWETVUYGYOWRQDYRILBUSESAFPRVZAILEXWQWCGDGFFHGLGEMDTSEQAC,2.0,Vallejo,Pintcvhxfj,VTLJFSBMCFFQQYHGAIACY,330749.0,Alberta,Dell
jxbeqnqvddospcletuwztiflaqhhletdyvtjnmefksnvomc,Tvx12757,M,L,2.0,O,468.0,5.0,38.0,2495409.0,Tvxvsbntvhtrp,,1-435-618-6208,,Nnhlxqwcwozxgkcs,0.0,New Orleans,gyailemr,OGMVKPBYOBPOWFY,164153.0,MS,Airtran Holdings
axdpejrpihsdfcopnccrjwsqirjelttrlelulsgkquekrgtbpe,xgt12758,M,,2.0,O,471.0,8.0,68.0,2326724.0,xgtnzsej,United States of America,1-716-634-5947,F,xbwtqnrgnhxudklqboeyjljairusinkjlqnryodfpogxqdejkczgnqteopmacg,2.0,Huntington,Bxbcez,SYGDORCOTKZIHYTXFNMECW,268255.0,TN,Verso Paper
zeuuhgheevbfhygsapkitcsdipntebnght,Qbk12759,U,I,4.0,O,565.0,9.0,29.0,2376817.0,Qbkexf,Canada,1-543-756-1895,,FFALANTDATJIRFDPFIIOJRSAXAWIJVHAWKJLTSGAOVQFNTXOYQHRUSY,1.0,Raleigh,Zsqejmgkmvjr,Nyprsqcmdpvtwrdnygjlggsa,280171.0,ME,Moog
apucpymiwsopltyvguysdvqunbdirsijwkqduwq,ZQT12760,M,,4.0,O,670.0,5.0,77.0,3586237.0,ZQTKRIOSMHDMEVFWTMIIZP,United States of America,1-209-813-9558,f,Hwwcjaqiibbohcdoljpzvgeneppwadutfdehouxpevzrgc,2.0,Mesquite,tttvebfnbo,Gyitg,458654.0,Newfoundland,Complete Production Services
fdmxzvqbfyzhpcknkbsaslhujhbtvhzhbvtnubevzgfupwqhmyzoddf,LFK12761,M,,3.0,,705.0,6.0,57.0,2982659.0,LFKXBYQOVSNJHHCNQWJCRUXXDKYAB,Canada,1-668-654-9009,,Uzqqqeekvtic,3.0,Oceanside,gbelcoicug,Otzcevervjmx,267700.0,Nova Scotia,Eastman Chemical
Jplkmxicynvykglgzctnczhmvehxikqnzbpahasqssthxxltps,tqn12762,S,,1.0,O,499.0,10.0,2.0,1636130.0,tqntscfchcakmekow,Canada,1-177-983-9264,,Osbgwzxrn,4.0,Omaha,Pfzodhuq,Zzphros,209935.0,KY,Ingram Micro
Gmuuejqpxliitqfxwsdouyhjirbqnxoovpaouyswfg,Coh12763,S,,2.0,O,557.0,9.0,14.0,1832841.0,Cohcrxazgu,United States of America,1-613-095-0102,,Wfulgbbjhkmxxxcegpmkfhfudjhjrnnlemvbuzlc,0.0,Escondido,Ozbrv,MICKKMMUMMMWTUEOTDXSDVCZPWFHGR,154622.0,Newfoundland,Rowan Cos.
duzhtzsfjhrtqpqglgvpqwxcfrbxtlwneqjxmcttznblpryuirvrgjezvbtbbucwofv,CXG12764,S,,5.0,R,556.0,1.0,70.0,225911.0,CXGUSOWUHAVKWUTWEMLKIVQAQEXGWS,United States of America,1-821-587-5082,F,lhnltereuehhprlnjwmprwaeaspwdmhmxgzgktxtabuvhje,4.0,Winnipeg,,Dsanlvrzkctcsekvwrad,227526.0,AL,
Yevvarjxrfnilrhggabksfmrocxsldxqoitovjdybmkecaozmxlqqgudanyuxllk,Ayl12765,D,,2.0,R,807.0,,,735034.0,Aylpj,United States of America,1-209-511-6391,f,,1.0,Ottawa,iqxzh,Mkplmvpixduynufditjhau,248490.0,Quebec,Brinker International
dxktvphdmqurspdqyarbqpg,DGO12766,W,,,O,796.0,4.0,41.0,2233050.0,DGOPZCSKEEPVRJDHXAGDUR,United States of America,1-369-310-4013,,QUKTUOKCBFYHEXPBGPNDMINXQVNVZFNGWKSBECENJRIJUCICUWTSFVNWILTLJVNTAXIWSAI,3.0,Escondido,Eeonvr,JWEDZJOEIFIDQTQ,250533.0,OR,Solutia
Vdmdq,WVC12767,M,z,1.0,O,303.0,9.0,35.0,1655028.0,WVCUMWEXMCSTTAJGI,United States of America,1-613-835-4312,m,,2.0,Fort Lauderdale,Wncqamsoyjz,Ztzllrziwscuppvyzwfmwbyz,322757.0,Alberta,RadioShack
sfuauiwucvyipqzvlylalkheumaqkrbqowydr,KDB12768,S,,5.0,R,341.0,4.0,56.0,1898862.0,KDBDCGDQB,United States of America,1-493-632-6618,,QPARQRDBOMTNEWADIFEOJNQNXIRCTMEJEGAYSXQZRVHELKSNATTVGA,0.0,Santa Clarita,Oiwtbhdqb,Tjkmsusgudupuqz,36959.0,AK,Fastenal
jkpxfwolagcvbanffykyjhdmfompvkjhodldxb,AOR12769,M,a,1.0,R,688.0,5.0,36.0,277576.0,AORYYFWLNWIRPZ,United States of America,1-402-483-7811,f,Nkqfuheznfyhddrzzijatxnmcbfdqgihbmicwno,2.0,Salinas,Gsstgydplonv,gflirskkctl,,NM,Duane Reade Holdings
Mcjhkwqbnbtl,Uve12770,U,a,4.0,O,512.0,1.0,82.0,1813911.0,Uvejigaoeclmpde,United States of America,1-442-268-7194,f,Pwfujsevwchezgqunzesh,2.0,Windsor,jrxqvvs,Mssccgnczpvq,427664.0,KS,
Oaggnlckpcgmciyoopqsezphrbntmobtcrjwredc,ZQB12771,,,2.0,O,578.0,0.0,79.0,2731708.0,ZQBNBK,United States of America,1-616-719-0774,,yzottfivuzilhvgsvfaciv,4.0,Ann Arbor,Abalmfy,AVKSGPT,466745.0,DC,Darden Restaurants
Sanwksylqtekayhepegwhpxpqzumslbxpuq,qic12772,M,B,1.0,O,333.0,4.0,98.0,1614600.0,qicuqo,United States of America,1-278-623-3360,,odvdustmfikndbkzyvyqigyromnibngsencu,3.0,Long Beach,WLOIJOMSD,qlgdoaccz,479844.0,PA,Cognizant Technology Solutions
kbnqqtwedfjgrnywwlhshwhrftm,SLM12773,U,C,5.0,O,612.0,5.0,33.0,2932536.0,SLMKDAKE,United States of America,1-290-786-2222,,NXOFGUFQYSISMKGYXZY,,Escondido,Inwpiwwv,Wpdtbjpoiyskmxpvipofoqyjakncjn,303821.0,Prince Edward Island,
Kjcrofbqbxbfddffffhumawjvbxrygdjabssyxwjtvr,BVK12774,S,t,0.0,O,562.0,3.0,39.0,340111.0,BVKTYWHSMGXPGSKS,United States of America,1-683-878-2530,M,XDKHLKTNHQPWRBJMCFNPSMUJTENFRRPTKVSFUZLLF,0.0,Mesquite,Gpkzewe,Xcdynwcgthqcabqeqpvfiuypl,425556.0,FL,Family Insurance Group
umpazwflxjbhzctwchhldnymxxpmanggevfxnwcfjqogctbweanzpmjltn,TSS12775,M,J,4.0,O,733.0,7.0,87.0,2069640.0,TSSUMYFHA,Canada,1-722-895-6426,,Sgssicfrnziwxbjqcxphewfqpkxzvtawgflnzjuxpptlqcybqutvgrbibwokpezdazezwtujw,2.0,Columbus,MWOEKYGACE,ajugjrckrl,124447.0,British Columbia,Micron Technology
LFNJIKYACBSGTVTGUWFPCTSQGSHNN,Izp12776,S,,4.0,U,684.0,8.0,,2902304.0,Izpgn,United States of America,1-835-130-7813,M,YOHZBWVXBWXDDEVJMEPXWWBLQKJXXQ,0.0,Detroit,WESRXOVHCVEJ,kdavfndsc,,Ontario,Boise
aulsxiqjvwtevnfnot,Hnk12777,S,,3.0,O,306.0,10.0,99.0,2348577.0,Hnkdjmxtzfjwmegatyyhvdzrqcrgj,United States of America,1-666-832-7147,f,KJLGHZHL,5.0,Tallahassee,VIRQXWLX,GLPATWVVVUTGSTMHASLXMYB,41396.0,OH,Cracker Barrel Old Country
acoop,ezn12778,U,A,3.0,U,307.0,1.0,98.0,2768481.0,eznglxduttemusmelvksp,United States of America,1-445-710-0394,F,Xkwmb,3.0,Santa Ana,Yzdziwbgkx,wxqbmyv,18611.0,IA,Verso Paper
ZIOYQ,AQP12779,M,,2.0,O,500.0,10.0,,3416147.0,AQPYPZAATXRWOAQDG,United States of America,1-188-419-4234,,SAWFONENHSCOONDVPRDBSTMQAOPPTWLKSIHFNNPFHJYRXWQ,0.0,Lewiston,vkrdywzhu,BISBOFEAZCPGZWSVGW,230345.0,ID,Sovereign Bancorp
ISAFEPFCHOJCWWASAIRVDZGMKLKPBLYMDBGIICMFLSXAW,bjo12780,S,,0.0,O,314.0,9.0,31.0,2178505.0,bjozixpty,,1-496-715-5710,,Sdnqvxjraktvcfsuqkjggldrdilukknlitpncwznrfanst,0.0,Tacoma,Wlvhwm,Gdcmzkjmwqwalekhflgpwrwaj,194995.0,MO,Thermo Fisher Scientific
Rxdnlegskgvjdtpgucuadycgheoerpusuzwhewohanjbmmssllliknqurnijqsqroprjqcjjjjwkvve,Kbu12781,W,n,4.0,O,723.0,8.0,86.0,2714350.0,Kbuxjq,United States of America,1-594-317-5227,,Lmahhhkcloqmiquinxymtuoscwzpbwfhlnhoyhbldqozwjlsfpviiujnowqanxnytshhezggavaad,0.0,Wilmington,Btkvmfofyn,ipqnosmo,57767.0,UT,Raymond James Financial
ipqlsgqknfqflhyqisqpclvkoavyzehbqrvsnisfzqsoebggdrslsqzq,Tck12782,U,X,0.0,O,379.0,7.0,22.0,1075163.0,Tcklwykdai,United States of America,1-341-056-4412,F,Gkyauiswljucxsshyupastpatazexqewojihcqgbacstlokvqdtkt,3.0,Virginia Beach,Emgvhkugip,Bblqspnfvqlqjilh,282775.0,KY,Cephalon
