AgencyID,Employer,AddressLine2,Age,Income,LastName,OwnOrRentFlag,Phone,MiddleInitial,MaritalStatus,Country,NumberCars,AddressLine1,NumberChildren,CreditRating,FirstName,Gender,PostalCode
Gpf6980,EMC,LEEBNIJCXSKLUGRARTIAOIJJKHRNLRKMOWVMONBHPTNLXPTJCGJESJSPHDWHJTHSETEILLGIFLV,64.0,98283.0,Gpfobqylo,O,1-067-484-0148,C,,United States of America,5.0,xwmpqhrmgwagwrvhezthmadfadguaxudnejsrz,0.0,418.0,CNQSREEC,m,Qgpkm
Erf6981,Crown Holdings,Pqawwdcuidysgifibukbphwnxrkxyfrupwtlpprmyepsmzbbetzrtzkzomvsyjnvxruw,60.0,114500.0,Erfckockjieazndijcxuvjxzoxqm,O,1-500-201-6152,,U,United States of America,2.0,XGIKPPWIKJUZLUKGDNGNDLQHCWKWSD,0.0,327.0,Yqpylftpjqwthhglqlsvyqpx,F,wdhdjkchan
Ven6982,Applied Materials,jjcidfiucdbdwakedpnlobpnqbcbcteprxzdqatldridncnltakiuekagouodfolxga,18.0,494208.0,Venplkcjiprjualymqrerkozp,O,1-253-033-2778,,S,United States of America,3.0,Ltynhetacefjpuradmelnymksfaufvblvmvmpluopypjuojinjr,2.0,664.0,Vuxfzhenqwwkqyzzmnkkylxv,,Hndjjakre
Csn6983,Gannett,Nbslaajloidpimgjjqrjgpxjrnteaxkqnmnkttwishbcwbelhpcyfimqmen,56.0,455509.0,Csntwxlefckdcqqsdytq,U,1-083-021-4078,,W,Canada,4.0,Hgxvxbcqgpwtraopqihbpnuspczvgudqjfvfnnagikxbkwgsmlznwtjpwaygehlmrqcnqjhb,5.0,381.0,Mkastmbituzjjbdypqkfusehdf,,tjrlipmx
Qnn6984,Eastman Kodak,ykjnpbjqmjhoakydzlzckxcbyqjuqudwjqeakx,41.0,267209.0,Qnnfwabnbeofvjddtqtehgua,R,1-933-328-5639,K,M,United States of America,3.0,sadgoayeztogbjaolxpfowsjpyln,2.0,565.0,Xsgxwuojt,f,Mccpxchphy
nco6985,Philip Morris International,oqaatuncwh,88.0,340024.0,ncokpdoklwgelmv,R,1-154-868-7042,W,U,United States of America,4.0,uwzckvpyxayysdxsxskypoiopojcxhwfbpwxywkbix,2.0,674.0,SSHZMLK,f,jalrj
Mbt6986,Legg Mason,HTZQLFUAQENQFVHALPAPJDDGBUQOEYMWVQDHPOWBQXHCYXJTPIFVCXKEVTAODIA,12.0,271646.0,Mbtpewrbrfjfjfswndajargg,R,1-070-541-6890,U,M,United States of America,0.0,SOONHPRFFQYTRFPSIZXGEWCKDUOXSJYDOMIVDMLDBHBCRBZAWBJCEPD,5.0,468.0,Sgmdoxntkpeqydiwmasfmtespspko,F,ENCIBTXQZAT
OAC6987,,Vimweoxqmernsxnqzbyjjvdradcvgshjnvihasphsxmsqnyzibhvefzjmrdwlmffdgdbmjpqodvxntxf,17.0,101452.0,OACGZBEONANEQFD,R,1-346-453-0825,r,M,United States of America,0.0,ZAOMGYVEYKTGADZDFJMYARYVUCXUYSPNNGHJVTJLSWSRFPLNKVMVHGLOIFHFLSGLHHTJCBSDM,4.0,380.0,CSQJGWAPUHWEZJKCX,,PRAWIMBQEM
Cfm6988,Hubbell,Hepdkavuccxxzujdfdpmvkytdflubpidzbaojw,14.0,61247.0,Cfmjelduilmwhoxjvj,O,,h,U,United States of America,5.0,,2.0,433.0,nptlodjjyxuhcfwpm,f,
Eqd6989,Bank of America Corp.,Wvuozaxxyzmyyeyyjmeegbzqxoardbgalvldcjrazsvicbimqfeuaxk,23.0,474501.0,Eqdkuh,O,1-881-361-8012,Z,M,United States of America,4.0,Qvwzdpfpdoanzywptkqqjcwjvgmfsnwpwcimapssbbrwxiryblbnqlbmchdsvhwlwsyzwcomhgocixn,2.0,732.0,ihhcdstwkukphrjwvtpljkglcqwbqk,f,Aphclsvb
EUV6990,Men's Wearhouse,Oedcezkdrvunqdudyymamrmwkxazetyioriqwxjsn,6.0,147074.0,EUVMOIMXDYOKOWJJP,O,1-219-464-8008,x,M,United States of America,3.0,yychnqwztkhlxdpoafgvnlgjzhkovumhapzshbkkejqwrmwzuheuphglhefrtt,0.0,749.0,Wxntsmczjdoqn,,gwpwfnsb
Vmw6991,Torchmark,Mrwiatgvliyvgoawphkosqvmjvvbnmkoqwoawymerhpblhbtevsbfctdfjqilatkedf,98.0,144854.0,Vmwkeotoccx,O,1-173-248-5827,Q,M,Canada,4.0,LAXFWIIGMOZVWEHQMUZTDSJRKERNOIDHDGHXZWLOIWEUOKBU,4.0,599.0,ipraubtlh,,xmpjktcp
Cvm6992,Expeditors International,pwaqqgtsdjkoflxongpesxuopbfccvyamjcqnmnmhhqyonyfszurcahlut,85.0,452589.0,Cvmajmhk,O,1-251-564-0591,N,U,United States of America,1.0,WBJOXMXRPNAVLWMHTVCC,2.0,346.0,Gycints,f,Cxiuqvgg
Dti6993,Total System Services,enarzajqoenfvmgfppyorxantbwiejnsmmwkdlrqscwsxovgs,5.0,221841.0,Dtiyr,O,1-278-015-4196,,U,Canada,,nagrjtwvggbbrryliznztffnertfkkght,4.0,560.0,Eochuiiqmk,,Inlrwu
Sre6994,Pulte Homes,DWRFTTGSEKRVRPNQFWBTABLNELVQETBOPPKMMMBVONNAPHFUVPEFXRWSEKGGSPSFMFJW,16.0,251649.0,Sreujv,U,1-453-144-2924,,M,United States of America,4.0,jcwbvdudhjdspukwxxutznvo,,710.0,lrexubghwdtrwpgudl,M,OPOUDJGJV
Loe6995,Eastman Chemical,Ehimyoyqhvzattlcx,76.0,20403.0,Loeincdcgdyt,O,1-485-935-8876,,D,United States of America,5.0,Ayavdbxsaxgxyiqsjcjgqjadugmpiydnbgffbdfygqtkrjsuwsit,0.0,730.0,HKURNJBOGRJHUFZMDENEXSFMNOO,,Lxjhn
Ovo6996,Convergys,VAZRA,18.0,387880.0,Ovorfggxan,U,1-587-682-4506,t,M,United States of America,0.0,Vmjjxuzgrnklspjgzvcksdotijgjnslzmnytpeuaiujkymjydfswmyis,4.0,523.0,Gmofn,,Bfxxfgggpxib
oyi6997,Perot Systems,YLANADBKJVYYAZDZMJSEQFPHBWGURMKOC,37.0,411056.0,oyiaybjupdzfbpcuex,R,1-653-535-5551,K,M,United States of America,1.0,Vmeiosvgsldtsozxyhyolejfoxrqojpfdixkqgirmplqobakyggscbyqqrclwmbllwxhwsjekodbrl,5.0,555.0,Uqejwwljxjr,,rxpyxhro
qpb6998,Fiserv,QKHGMYCPMKTBMAZCSBBDJJMVDOTZLZOTXTTFCMXAJYRRYCMKMUI,59.0,,qpbvcurihbeeiyttaw,O,1-880-186-7924,,M,United States of America,,Nnqxkiplsginixjzfirtuaiwmuraksaenhjzuvcmerlpgkzzvhrmmujdkjgtxvlqvaqejjksdaonr,4.0,478.0,PVCPETRGU,,Wbxjtfvbah
FZC6999,Lender Processing Services,,64.0,,FZCIYAWPWJSWPVAVBGRQ,O,1-529-566-7690,x,U,United States of America,2.0,AARMTQAQTHIQVBFU,0.0,491.0,Psihisospelleauwmntvyktstsucmn,M,Ykvltbaeni
cbb7000,Oracle,Mwkwehhpdhndtlwqmzdvvwclvixwdj,61.0,224337.0,cbbtcxvdclwddzgqc,,1-625-672-1557,W,M,United States of America,4.0,Sxxlmttanzlhvxikgiruzpsbwriqrvcwguzgjguflgudvbkyakgnjnhnytcqujlklrpn,5.0,462.0,fnujmqekvnv,,Nwdmq
Afw7001,Sonoco Products,ieekbolrwdnfidauhejxkslkxbqwyncnmjggcafdgeqursiqowvvnsuexe,88.0,14671.0,Afwwloxdzamnfvvfkmm,U,1-243-718-0464,V,U,Canada,0.0,,2.0,524.0,Gzckrofaujxhovwfjoamg,,Xwqdk
fnw7002,AMR,Gmlvvqiipncaaiomrdzixitzmddoskkh,87.0,124093.0,fnwfvphcebxvzevjxqidcunecsfu,R,1-661-726-1271,L,M,United States of America,5.0,BWONMTBUHHMEFHJERHQWKODKWADLJTXRQDPIDLEIHWNUXAHSDHWBKUZLTQFBGQ,5.0,665.0,Ygpkecmdmoxacdfmusdmczjtujdp,m,Mnntmchia
Ojo7003,DTE Energy,Athgyfvfzesbxcuzwggkzvhslgxyrxwpslahgrhk,90.0,475839.0,Ojoifvkxxfdgky,O,1-235-454-1647,,M,Canada,4.0,Plhsomjfbpubikjaoqerfxfoqkcgwdusgiablvjkxazzigwnhsym,2.0,312.0,Yooyxs,M,DJGIX
Cjl7004,Atlas America,ECFIBTWIFWHHPYVDOWGUHDCUZUINUUTHYOXDWQIEVBRUGXJXEXT,10.0,159890.0,Cjlwheulncowfutquskiu,O,1-982-682-1879,A,U,Canada,3.0,QXZPGLMDSZRHIVHTYJQYYTYBXMAURJCYEYHNYOSQQGPMXZAKUJCCRUNCLSXICKZOGXVQYLNYES,5.0,690.0,BDZTXWE,,bibtrjp
byl7005,Hovnanian Enterprises,LNHWWVGALTPWNTCAUUYXNNNGQBIIFCOJMNPFIFGNTDPIUFNOGRL,51.0,267362.0,bylhghkqernxhlilcfecymb,O,1-595-739-9187,T,D,United States of America,3.0,Biixcqkyhlegqkvczwibvhatadjshoofqlhefumgvrnnkwrjbvzuimpevfofirq,5.0,503.0,PDAZCNH,f,Menaltnsiv
Vgj7006,Mirant,bnmgvuvqitvchfkqjpvhukxohuwaaxxkbfcoauajwrtxbcndntkwvjqkmkwwalisd,41.0,41973.0,Vgjqwfsqjqbgrcjiowcbxliusuli,R,1-513-398-3857,i,S,,4.0,Scjayjwvvtrn,3.0,402.0,Yfrbdkcjroutchw,m,Hdshv
abr7007,H.J. Heinz,Leluvxeoan,0.0,233854.0,abrmszgbpvdihsotjl,O,1-004-707-0708,,M,,4.0,Stjkhysjbqryepcrpbivrlkptvoywvhymlqrntojrrxldrcfrufqwvjikqaefbjctkvougfwuqgcufxz,4.0,415.0,Ldbifvcfiqqzbldahldaqdqzmx,f,HETFULY
AQV7008,KBR,KOODIGOEOIITNOTJHJQIELPCGFFXCDYXECETUQYSLKFVQVO,94.0,479955.0,AQVXGDYQEVKEBSBPRGSYOJSFGR,U,1-240-180-4983,U,U,,,Oiqlrrfryhidkmsrfxxjbwzi,4.0,512.0,RTQIAMUSLTXYBPHICLRARSNP,,Kbxisswtnxf
Cqw7009,American Express,ogaqzjoepziebbwzijcrjqmhdqmttzxmemkgkyhlzlebzatatkiqbbfzojzakewgk,9.0,404736.0,Cqwanvntnwwlqqpqaspqmbld,O,1-769-157-3801,W,M,United States of America,4.0,wvmmbvgsvsfyltqdmzetqsjtubomrlmxsoisgnidlwfbxqwlvyxzt,3.0,679.0,bxcsuguexzewjwfgsn,,VVKLVUSEU
HLF7010,Hewlett-Packard,upqslnuemzstjohldjixevbttdrrtmsfjyqobamd,31.0,24399.0,HLFEG,O,1-595-820-8335,T,U,United States of America,0.0,Qxyrtmxdsahuhxqvsndg,3.0,838.0,PSMIQUJWF,M,Ofosivbitqn
Bnr7011,Scholastic,LPXJNGHRNDWFQAUZFCPWN,1.0,482100.0,Bnrjcosimexlvqxyklfjbopk,O,1-562-939-1788,,,Canada,3.0,Onrwaqobxoxbnk,3.0,376.0,Rwpvfzswznzsvvuqowk,M,utdsdsg
TAC7012,Delta Air Lines,rrviyzffctnnqhgkvhemajbiyudznguknsjfbackvrrqabqlhojfexuel,66.0,344807.0,TACBYNKWIFUIBIMO,O,1-808-493-7184,D,S,United States of America,0.0,Jqkhtfqxurqxslztnrgxdulbtrntfflo,0.0,591.0,Lvilhzlkpddlrfodqdkcpn,,iszotohli
TZE7013,Stryker,Jmksulhhqcwxbxtshmueukuuloxbfxrihjtfediousdvynnchgrczuxpicjbwjgt,43.0,147226.0,TZEMZNHVVGUTOYD,O,1-136-051-9083,x,U,United States of America,5.0,XRQGWZSWXDVWTDMNZNZMBASZUYOKSMFTYLVQNMQSITUEJUVOPXIKWMSZBWAKFZCKUHMNGRAFI,0.0,385.0,Cuowko,M,btofklzzak
Glo7014,Pride International,,92.0,142114.0,Gloglydorgjfta,O,1-793-665-0397,v,U,United States of America,3.0,ccoemttxwlxhyrdbkeknnmhniife,2.0,477.0,hwcnnhktmo,M,SFRMDYJ
Ijt7015,J.M. Smucker,VZWIRBYGBTQJWNDIMFUGCHFVMEIAMAJVBZBFCKPZFAGOCNYSKPIBZRSXPVYVNEIWJNQULIPMWLMXMNHG,98.0,188356.0,Ijtoee,R,1-170-593-8432,,W,United States of America,3.0,Zclrgjhzeugrifkwqmfaanla,5.0,506.0,Fpygaob,,Nhlgdxedbpme
NUU7016,L-3 Communications,kdkegvmvatdpqspwxezasbzfvqrbahfj,41.0,219871.0,NUUHT,O,1-712-672-3620,P,S,United States of America,2.0,ispiowuftszumlfnrzqzrrzjshtbhmmtyo,2.0,456.0,Kbfbnqiva,F,jjvatl
Sie7017,FPL Group,Qkmehvfdvcnvfmlkinalyyaavkiojzztjsgxwgwohsbojuacpkdgnfzpelwhqedjffitwodcftl,43.0,338513.0,Sievevhhxrxsuxcaalwigmqc,O,1-509-245-8672,S,U,United States of America,2.0,Idraupdohglddjqagkpujpbfnynqyihzhbydgkfccnxoyaselqomdwukqv,5.0,733.0,Mcyelenvpkxztnr,m,Pxnpjy
Kvg7018,MGM Mirage,Kellpwdryibhhynrxakwhlktnpapoqqcdoezrddlufiexzaiqsfgemitraklwnmuvddmuxbsalxxzk,46.0,332469.0,Kvgarlqmsxllbdbrdinzbrkveikwq,,1-076-165-7343,B,M,,5.0,kcboujdymorcwyfpjclizc,4.0,581.0,Pggmtvntgygsgmeyq,,YBDSLXBNJ
Arc7019,Monsanto,mlamisdmzcmitgagmochbguyjosxkzackqupgyxcpbkhizhagfprsxzuxbpca,58.0,181344.0,Arckdqt,O,1-182-462-7767,,W,United States of America,4.0,Fnagwohay,2.0,591.0,BAKLUXJIXYGIVLTGJ,f,pqkzbpr
QYG7020,Wells Fargo,Qxaslrzeendpgcmdujalvspdwhbuwjjiwhqmgikatbpyhcuewmbqlmgpxfwdodgiivf,56.0,366762.0,QYGYHNYKOZFWOEMWVRICX,O,1-353-462-6466,,S,United States of America,2.0,mufbpmquxrodopczxrlybfxnprzqeuktiwjchemjldreseqzkcazh,2.0,614.0,gacxeifbafbnn,,Kxvfoesvd
KII7021,Annaly Capital Management,haapsuuzlvuvckpkedvirmawwtxvuqqsbujalknwzzfdafqbrkifcbr,98.0,52738.0,KIIIPWBWRTTDAUXSWQFDOEHWMZ,O,1-733-227-8926,,,United States of America,1.0,Lowmsdwvreyvlmabgtlaontaiigaz,1.0,333.0,ewucxmivlvzjkjlhsv,M,AWDXIC
DOP7022,Lennox International,GHCOGQFZLXGLTHJTOYITEYUPWDWFWQHOETEZWDZWZUMDFAVTUMGZTALCLZHPQDCPSETLQNJWBRB,75.0,5969.0,DOPYERNWYQPTRO,O,1-011-471-2533,,S,United States of America,4.0,Sfakklflsrerafqafeolxhdmxbwuykwhieyuoozebjoqfdosycspftyeojlirqobkwmdwscjlr,4.0,371.0,TGFJGIFVZ,f,Ibllvheq
Pre7023,Terex,tdkcqamrorofxomouzxf,54.0,306043.0,Preodeazsqndldmjjzz,O,1-087-465-0332,,M,United States of America,0.0,Drokseksuukrmxovxsavuvcdaknzmuwqhim,3.0,451.0,ylwsspupl,,
gyt7024,CVS Caremark,Wwazntgjpgeynkncizlqoonljwwvfhsmeunotuhitwpbknsupajmslvqmfngwxarpgbubkmdrkx,45.0,240804.0,gytqdjwefzpckcopbgjp,U,,,D,United States of America,3.0,,3.0,674.0,eqkjttyhqlhzeftsfnmawxe,M,vcnrim
uaa7025,Kindred Healthcare,szzdefkozgdhocttawnlhzlbrtvqhdvviexqtmmixxfjwgkvqpjlnxjndoozvbfgdpwjmqswmtawo,65.0,159548.0,uaabup,O,1-630-266-2908,g,M,United States of America,1.0,Awdzwtutpppsevrbtcicecdcffnqhxbbesarabqyrroemmxtxyzbulatbkakeytj,2.0,587.0,Owfaqdufbcqyp,,Jqfiwtpgz
Gjm7026,Walt Disney,Dvejmpduvacwrfxwzhvgobrmixobkurnpokxtpaxyvvjblpyrcwxnjvpepgi,45.0,151751.0,Gjmlclh,R,1-684-445-7138,S,W,United States of America,3.0,YLQENFLNIGQZSM,3.0,487.0,OLWWZM,,SPFFBNS
qyq7027,Sanmina-SCI,GFFNOJNAKRLKLQEHXLKMBJFTTFIWYFDOEMOLDRREQQXISOGMXHHYVREKIDBMOEKWF,50.0,186696.0,qyqvxaa,O,1-801-406-5241,,U,United States of America,2.0,Wpxornadxxivuwp,,758.0,EDVWQCZW,,qkffektow
PUK7028,Burlington Northern Santa Fe,ldawdci,84.0,155814.0,PUKJI,O,1-589-146-5300,T,U,United States of America,2.0,Bjufegrgiossahyjqhzrrctycawqysyozgncigdgbdntuv,4.0,334.0,QLMUCTIR,,Flnfff
wga7029,Macy's,Kxxigyfthhgbuzmjputptnxinqotuzzzogkqvjwivckauallertwpnbxtmzicxqmaintaobjvow,28.0,370956.0,wgazw,U,1-400-028-9246,t,M,Canada,3.0,qlgogqlqjbgaonwkglginpbmdgiqcgfgaq,5.0,775.0,sramdjakxbtvutbcrahrcnhvdrnk,f,Ektjrxyla
EEJ7030,FMC Technologies,hnwkgmkehmghbpszjjbxjcdybxadvdjamksk,92.0,327838.0,EEJCCEXKGDDJHCQJPHGUNLONIHIM,R,1-728-772-4171,o,S,United States of America,,lqaxhruqexchtsjoyqasnyxtv,3.0,572.0,Fhzisstn,f,Ttnzx
Cnk7031,,Mfjahnuctjqksvkfrcryljrpgpm,86.0,126204.0,Cnkyjfathldmdlsdsnxovbv,O,1-844-058-0461,s,W,United States of America,3.0,ehigmkiuqoiqmfryfzfgefojeicqghisjzpsko,2.0,613.0,Ybiqcrjwrchwjrbgrpj,,
WON7032,Idearc,Eovlfxvxnaglfmnykfwqfxgqmucosnsogukiaemjvesd,3.0,469448.0,WONWFASSHXXSSEESIXGSNKU,R,1-357-553-7820,A,M,United States of America,1.0,BORIVVMBNAKTNJXUCBNEFQUUPDTGGFTOIRLCQDSFTMCYPIJ,5.0,541.0,hvdfban,,tjokrjfa
mlv7033,Time Warner,htjrofeagjuauwaljmoifqkztgsrfxsmaynvidqgjrflnjiyixqtshmohrsqpuj,53.0,244561.0,mlvtgnezbqa,U,1-767-274-3926,,M,United States of America,1.0,DTFGDVY,2.0,697.0,QPBGGKNJWKPRWQOATIYGJUGONUAXK,f,eizenp
VKG7034,Precision Castparts,Ezrphfzwzeiihcqmikcdohgixplrurgcyjnvjrfkdluceqoaciiseuhhbewxcnnck,27.0,278963.0,VKGTDHRBSZYBBSBWGSFSJ,R,1-840-473-7262,,U,United States of America,0.0,WTNQUPTSGVSFRIAHVGQB,,536.0,WUOLK,,EYMSGAPCSH
jte7035,Aleris International,YUJWZYDMCSFVCJJYLKBQSDHLZINEQBKEQPFPPULVPPJQYPZQRZZFH,41.0,200033.0,jteziadhsmfvtsjwrwkn,O,1-470-334-5965,,M,United States of America,1.0,ykivtdeaqbfblrkgiabuagulhkkykhahzxe,4.0,660.0,Aokijsxsbl,F,Hdzmbywahe
Tsn7036,Eastman Chemical,YRBKAUEZVSSJBLPX,62.0,463746.0,Tsnksxywsrohwolfmej,O,1-350-963-6182,y,M,United States of America,0.0,Ykyjfgvnogtiuwivdzgohjlorgopkcagowvujdtyrkfqutmgnwzescqeqjvnohaccyliwbcijksuifi,3.0,600.0,Egxnxxlixqe,m,BRKINTERSGW
Uut7037,Aventine Renewable Energy,EJKOUCXSTTECVCKAQMFPNGKYNSECESSQUNLLODDQSBXJUVHBVIOR,75.0,235957.0,Uutpgou,O,1-953-788-4141,,M,United States of America,4.0,Ljevegdyqyenunqbvkmkyxopgwkigmyohxvnwmhdtj,1.0,490.0,Wdchenlpfnuslc,,Mtrpybzoshzv
MHM7038,Molina Healthcare,dobaqckztgt,13.0,335883.0,MHMRPAFKTSQMNNSOQOVAVMIP,O,1-107-305-0685,J,M,United States of America,3.0,Frgswakaavdtdkefdbbwmpdpiuvtsmhnzpfwmcqeoekvmmqyh,4.0,511.0,Dwcyvdq,,
Aif7039,Enersys,ONNGNEMMAHZWNGYONBLHSSSVDUAUSGEZISYVPLFLD,58.0,187904.0,Aifcgxbdltdpktemmobmppa,O,1-344-153-4745,b,,United States of America,3.0,Irilys,5.0,,YYXCNYJWJHNNBHFNWFIPZNYY,,OAURSRE
JKJ7040,,LINONJVXKPWNVHLGVKRGPHECUFYDNGUMODRLVRINDZZFWQH,89.0,436025.0,JKJZPYKEKRRBVNZEXT,O,1-340-167-6004,,,United States of America,3.0,Hmbehikgyvlvrkwdjlmkhdspvbscpianljjmitkq,5.0,638.0,iiovfnpzjdnorriowsth,m,Dnkchfngrkf
gwl7041,NRG Energy,EXFXAJKKQWORZDMCNKIBHMEIFYQREIJFSZFVSKYREMXPXEBMHEU,30.0,478549.0,gwljbbccdppum,R,1-456-552-6537,n,S,United States of America,4.0,Ljrbyjcifuita,5.0,,bpikuamardvdf,,Fausssffe
Vpq7042,,fbksndrjsqsayfn,72.0,128005.0,Vpqnf,R,1-869-158-1251,,M,Canada,5.0,BATJIDOOSCNWQJXVPOUUWJXQGKYSBBMBFHUHWPLHYJLAVRQNVMSKOJOBRSOINSCPHKXPFDJA,,769.0,yjjuqwxbllam,m,DHLFCWGDUBF
Njk7043,EMC,Okntfxwjursitzzmmpvoroui,49.0,215252.0,Njkiirtlcodfxm,O,1-450-764-1235,n,W,United States of America,2.0,Hwzxsflocventvehvfspaxzbammdzbmwlhjnysmzms,4.0,528.0,Eegaekmehgtmlgddsckeykkqv,,slpokbut
SPB7044,Southwest Gas,ZGXPYTMOHYHRBSPKPJNUCGKCYUHODHQRBTUOPJOYOKUFGTBKLHJNOJYGKAHCDNTHRAUQNCOAQKUEA,100.0,460956.0,SPBILOUBMFJSJPAUXAWVOWWJMAFW,O,1-522-697-3782,,U,Canada,0.0,Sbcorvcmaxcfxjrcomkwvmcbrozkctmpdbhquobbginhutfcnpkbqylorkhrjsovlqhkocow,5.0,339.0,Tyfvaasyfabbndktihvgnici,,VSOWFZDPFGZK
Ozv7045,Amazon.com,itenyrirjhzwjcvlzrctxcpgpcwokwhxxcgvuucjm,22.0,126940.0,Ozvaewmkllkgqpwaqbtoezyrsyja,O,1-289-906-4535,,D,United States of America,5.0,Krfjelegsuvsxbssdwlnpojsmtzvxqpsgfmtocgy,0.0,383.0,Sfttobljnxzqdkqvn,,opoqtu
Rlb7046,Entergy,Zqamfvilevzbiqlbksacehzlrjgujcakhqurwenaqojomtyal,12.0,346923.0,Rlbyxgkpka,O,1-617-922-2072,,M,United States of America,4.0,Bmehtnfnkfpsqqfxdrfoqylsroqixmjgyssszshomopunhgxue,4.0,534.0,PYHBCLGFJJXPNXGIICYNGQQSYZG,,MMDHYMFLHDP
Hcb7047,TIAA-CREF,PUDMRSOJDOXJASYECVHLLXXKHDPNLBCUF,21.0,134424.0,Hcbeshdbarqcbn,O,1-924-058-6360,,U,Canada,,XJHIEHSQJIMWKDODMJQYECJLXFVQMEFOMEHXXJDSRBWSZTJUODNSAPI,4.0,809.0,Vkvnnxaynytzjvda,F,LDLDTNLUP
Drl7048,Xerox,zfoimdbexxvykmoa,17.0,109607.0,Drlcwbk,O,1-163-450-5544,S,S,Canada,1.0,Aetbqgnuuydqzpwezprn,0.0,701.0,Ntxbsocvzmencjdmeiamfqhel,,EGANWU
SGA7049,PC Connection,Ruarepfwuoqnkeaqlwchcsyehud,98.0,,SGAWVKAQQ,U,1-982-496-6847,,M,,4.0,Rupkkrppjetdzw,5.0,381.0,qsddyepjwrqcknncfidnnyxf,,NYEMA
Lms7050,R.H. Donnelley,jixxvlnrmhxprbgksbpxxlgvmymmakuuta,95.0,114610.0,Lmsnmqkhllmrr,O,1-996-467-0692,,U,Canada,1.0,hwawwzscdwgibbjr,4.0,488.0,rmzysfhreeieuigubjppunmcbk,M,LCDLQGI
Cmm7051,Silgan Holdings,Rcfvxavsbkqcqgxpdvznygyygmpuaodtpxuaqmpsewhzrdekotnzord,14.0,12488.0,Cmmngmrlhnwujswphnrosfuvwricrg,O,1-655-959-7226,X,M,Canada,2.0,Qsmfqdutgvfrrcxrgsftvzuexsgksaruouxlircudxdfzeurbcadztmdhkwhgsxsuvyhuthpjn,0.0,666.0,VAVCJTAVYXAODUQAJBFZPETPP,,RFBXRT
Pog7052,Warner Music Group,sqzpdtjrmutneqcuokvpvytlwczasvxryqdpe,51.0,282174.0,Pogejzpd,R,1-454-997-1220,,M,United States of America,4.0,FUCSDKTQTUTQPLWGINEFVFWUSDVFDKDWJPHKOSGBXKP,,315.0,Dfvovpmmhpjeofhn,,Fxhltwr
sag7053,Fluor,QBITEEOJCEDZGFTLDHKBEWYGSJZQBARSTEXJGA,86.0,493825.0,saglkrcurehipwtzjtk,R,,e,M,United States of America,0.0,Ebylbjscixnoowjgelnxvfietfejfkeceaaszpupxiajhzyotpalvevnvliouefaoldgq,3.0,631.0,ngipbbdtvfsbmrpn,,Bczowev
Bxv7054,Enterprise GP Holdings,Ngfsxwwfaecthlglbzgslwzpaiooowbzwpxlbbhknikscrksjceaub,50.0,244010.0,Bxvjmouifwpltjgftiaotxaac,O,1-845-815-7937,F,S,United States of America,0.0,ysjgrmjtlnuvhweiaqrzbgljgssfmztvgdqotgefjokkdiwrzmwcyigxrrr,0.0,301.0,azmkumnansemioyxerufknwtqdiuyi,F,Iexlmsr
Jrj7055,Coach,Lijophhtmawynstcwwjevoguaqgvzkcyrpzfbwntgxqnospxldfvjhfgskwvdqdfvosvv,1.0,252110.0,Jrjynfdm,O,1-349-616-4878,,W,Canada,2.0,QHMVUVPFOTXRYGVWZAQBBDMOORQJGGDZHHDIKGXSUBPBLNSAPWPBGOQVILZKWRMWTMOZAEBYABVPC,3.0,437.0,znbedadvwqlrcniibbk,m,kqznzklhrje
Wrp7056,Manitowoc,lgzzmqsdtnisgowtrrfhxbtgebwrurpbbopmexrnnpzn,57.0,342055.0,Wrpljkslxppuc,U,1-141-543-7756,i,M,Canada,4.0,Kqlcrukmjvpbcswzydcgjsgiutpfwnavuqgknebolqspxojdprlgdjytrcehfrbnmfvovjzt,0.0,730.0,NNGIY,M,jjijig
Xeg7057,Domtar,Mtlqrrzrvhzpfhsvicistajqdrvetqjawjqxyhlxbfhsvdgkqugjltsoslxjjrlyustetmusfpkzrynb,3.0,129496.0,Xegbwdfkawrxyf,U,1-593-793-1505,f,M,,1.0,,4.0,394.0,Mmxkdrsdxv,F,PVDPSQFR
Faj7058,YRC Worldwide,Qwtxmvutucfhllcpskvgpiqpnp,92.0,337025.0,Fajgxqxasgmxann,O,1-408-060-1507,t,M,United States of America,5.0,Dhmixpstxpjpzjogrmezkmjicpcvyjhdpnsutpwkrkmegtnumouqfwiptany,0.0,728.0,eaddxvdfzdkkjxxlvltv,M,OIRGXV
Iky7059,Molex,ekyfdlmxpgbvrmxtjqxftqxciqiprvqospxxbqugppkyasqwsivjghhzxrevpjknirduhlpqhao,55.0,,Ikyceobqhvxbwglssikarfcwekanbm,O,1-891-191-4494,,W,United States of America,1.0,lccuifnbkjucykultuygtwqpktjkdjvznpwxmudmetni,2.0,646.0,bywvwoejwdygqmofb,,
tkv7060,Comcast,Izsontjjir,15.0,31673.0,tkviovcgptdgliuikzaamznquov,R,1-320-947-7015,G,U,United States of America,2.0,Dvehpdqqlcmuwckypxemiojxpnokqnxvalgqxz,1.0,383.0,Sfqyvlle,,Ltxbknsoda
