AgencyID,CreditRating,Employer,OwnOrRentFlag,AddressLine1,Phone,NetWorth,PostalCode,Income,MaritalStatus,Age,Country,Gender,State,NumberCreditCards,AddressLine2,City,NumberCars,NumberChildren
Ymp12365,795.0,Macy's,O,avftinpwwknpsptphkfoauudhvzgcnsucpfpayjxqvbegcrblfbomuuuvvniv,1-014-076-7861,,boekodks,184945.0,M,60.0,Canada,,MO,7.0,pqwxtnwrozlslejiafa,Baltimore,2.0,2.0
qxf12366,786.0,Amerigroup,O,WLNJAQJMNJDCTXIBCERPPYSIFUUIWUDSCTNBEFRDUZKUCVH,1-957-233-0645,2773715.0,PCUVVL,232156.0,S,27.0,Canada,f,Quebec,10.0,olbqjvewdkneqffmajimgbvhbijwtqhruofpy,Corona,4.0,1.0
MIT12367,755.0,PharMerica,O,XSZYNSVTSVIKQRMWJOHBAEWHGGBPOKHWIMYRQFWDAKEJHUAD,1-149-424-0447,1110617.0,,89307.0,,69.0,United States of America,F,AK,3.0,Jsgkstgcvqygwxrmffeldsaxccuxsxyxzkh,Glendale,2.0,2.0
Tjw12368,343.0,ArvinMeritor,O,Kkklhfpmdeevzbfjwctkpylygbheprtvkwgjddlcnkqnnxxwgdpnggjo,1-352-408-0065,621973.0,bzeewf,135666.0,U,,United States of America,M,UT,,,Pembroke Pines,1.0,3.0
Noh12369,602.0,ServiceMaster,O,FWSCHEUIBKC,1-739-817-4187,1623310.0,Wnyecu,323531.0,M,68.0,United States of America,,CO,,Ltahtbkfodfhkrhqdwjytghaxepmrahhzanmkxqseerfztqofocqowxnsaduvikivtbs,Raleigh,0.0,5.0
Spc12370,821.0,Hasbro,O,mplhsbmatapdbncakfgnidensbubcjwgmqtioqsandqqitpeyjnoyjbfbqcsmxzonoongnma,1-324-156-5529,776607.0,Grcps,339361.0,,46.0,Canada,,NH,6.0,Aqgbrcsddaowx,Moncton,2.0,1.0
igo12371,459.0,American Express,R,Opynogwovnuyciqwaqkodemqvpimtrbsoqtkchbuggqdla,1-266-320-6902,2625256.0,JVDLOMALMV,423104.0,D,93.0,United States of America,M,AZ,5.0,ZRVHFMNPIWYIEEPPFWVQJAMGWFFVJZZZPZURZHXFSJPCURJSXAYHIQQFGJEQSVXGDZDYOVLFWOT,Shreveport,,3.0
uzz12372,381.0,Verso Paper,O,Knikjjhnntssdqzhekaoarkbvoinjeynysqfkpodelpfiksvmcbfgsufxfnkgo,1-357-350-5117,3043190.0,Snclhefpg,44160.0,S,46.0,United States of America,,KS,6.0,Ckendpkzpkvwzqxbxwgmefag,Santa Rosa,2.0,5.0
owt12373,590.0,,U,miewnhnanfwhoidmmx,1-802-031-7820,99348.0,JAKQDRDV,70979.0,S,,United States of America,F,IN,,Hrdobnfocmomzritqlvqtmyeqcqumymx,Jacksonville,4.0,1.0
Ild12374,791.0,Assurant,O,Mnkgacsmyvqxerbdbkwzsaqcbcipkglwwuzwlynv,1-541-114-9961,3510081.0,Ojxghfltaj,277820.0,U,62.0,Canada,,HI,3.0,Pjwjkxuynthcmobgzkefycar,New Haven,0.0,5.0
PFB12375,478.0,LandAmerica Financial Group,O,knnkebjfjutsmhrmdrsarupihgmzmedaodftplxjquobulpmkxbtjtq,1-279-756-7413,853025.0,Rhmiidbwcux,86177.0,M,24.0,,f,AL,6.0,,Edmonton,1.0,0.0
blg12376,676.0,"Toys ""R"" Us",U,RXRTDNYBFDNXFMZPUYCLSZLFFRHOZHDWAB,1-403-537-6350,2285622.0,Butstuo,205337.0,M,9.0,United States of America,M,KY,8.0,Buipprqsxihwpnxlftplychnojuhqjcgymuhylplbakjfuhdldonfofjbreetbjyynjloxathamh,Las Vegas,5.0,4.0
Bnr12377,807.0,Enbridge Energy Partners,R,NFHKLZZRRINSIQIQCAIUIFGKOBWFFUDWBKQMTFQM,1-636-886-1002,549301.0,HLRSLO,,W,74.0,Canada,f,AR,1.0,Mypnbczgczswbqqzhsvqzvlrbsrrpamftclincfwmlpf,Salem,0.0,5.0
SLS12378,546.0,Clorox,R,mumckmmlvabehoxggjdwwrqihzgldvipoqjhnbwgazvxpozknwtkcbxyxzmbuvqvozobekibrjioq,1-666-885-8284,3029297.0,Uvwpqjrl,155551.0,M,23.0,Canada,m,ND,5.0,toitats,Fort Wayne,3.0,4.0
ELV12379,842.0,Pacer International,,RATCDHSNFGQMXOQMCLBLSRGGDRUXHHXMPIOJYZXXEHUFHFWPHMDTPTQWZOLSWJNCNHKSOWFOQJLU,,3389391.0,QPHSBQQD,,M,98.0,Canada,f,Saskatchewan,2.0,Oyxiijbtbyqfmmfnlmlbjadigtmasovhrpsdduz,Seattle,2.0,
WHJ12380,337.0,Deere,O,Prcdqdzaslvaeondnudwekevvmvsrldyhxtvjrqcafjewabciiqn,1-531-384-7290,,Evcuijautmhz,,S,1.0,United States of America,,AK,6.0,yppesqcifoifxlxarhlebyuqtkhbdmwgmdi,Berkeley,3.0,3.0
Ezu12381,374.0,General Dynamics,O,leqphxedqrltkxikfshoojdwgsfwywdkqeejvkmestzgifymxlrbxfxukmh,,446365.0,Irlevvp,372517.0,U,34.0,United States of America,,ND,6.0,Nlbmylooipwetqlmncyayrpikxuigeappxtfvozycgnzpsqbbsyflaatgtojm,St. Petersburg,5.0,5.0
Fdz12382,497.0,Apple,O,YDESHQBKBJFQIFEDPADFOPVKCOMDBD,1-751-601-1791,3767300.0,WFDLLOHMC,270701.0,S,99.0,United States of America,f,MA,1.0,Zivcdymssfufdlzlfxzjxuckmcxugdnsfgbxbkxxygcbdxnwjzyryqdluykbwcfbtkpqtc,Missoula,1.0,3.0
BOZ12383,728.0,Fastenal,O,Gfpqssyutbsjcmwcuwjlcyrkhyjsaqvxevuwdidmiyqdzaxtsirdzjofxbkiwdjmjitclvgssctfl,1-596-454-7271,752869.0,lzxic,322871.0,D,87.0,United States of America,,MN,2.0,VJTGFDG,London,1.0,0.0
ula12384,446.0,Regal-Beloit,O,tmeyezvmwlbeqgcwnznwbbbpfoxtjvayjhawhyeta,1-464-722-1476,3299323.0,THLELMIIOPSO,193123.0,M,38.0,United States of America,f,HI,1.0,KRIAOWFLJYPUOVWNCIMLQXZKHTKRSHJOVZEWGAHXKYCIBPYPHIBFPIVQXJVTBUG,Mesquite,1.0,5.0
Eio12385,362.0,Commercial Metals,,CMEPTXHZJBCIENP,1-260-886-5844,1687635.0,Tvrenwds,139131.0,M,47.0,United States of America,F,Ontario,4.0,WJOOCVLDHWZRQVSOPLYMHRASEREOOPCADQYCFBGYMZ,Denver,2.0,2.0
RNW12386,558.0,RSC Holdings,O,Axgdcsisqrvzwjsewktrbyvmrxrfgfoausasqmldpopc,1-126-576-6517,493499.0,DGDMZE,389575.0,D,33.0,,,NH,5.0,Dgdftcffyodeedljtifjlhnzuqp,Richmond,1.0,4.0
iqc12387,737.0,Acuity Brands,O,Ddidjxgfzldygaatoeqtlrjtzkdodrcznoyukdtesxynvgcujmo,1-310-382-7239,1524819.0,KZOKZGON,124757.0,M,18.0,United States of America,f,CO,0.0,YXQTFRMNFTANLXRZGBWGDLVSCQHGUNWDESIPW,Warwick,5.0,0.0
Uvu12388,423.0,Franklin Resources,O,LCJVXQGEUNSQIUYVTGYFQWCMZEHXZAMEUECIFKIKVKRYGWBJISUHTORXLESQFPWURPTPRPDBAVLX,1-973-649-2770,799865.0,Preofaasp,187241.0,M,54.0,United States of America,,IA,2.0,Gteuutriunhy,Charleston,5.0,3.0
RMU12389,437.0,Toll Brothers,O,TCXENLFGRZUHXOQCKQRHUVHYCODJGNOKHJEZUOANAXSNOAUJADDDAQTQHRSEIINURUXYQQKXGTNVUMJT,1-603-254-1193,137128.0,Arolnjwql,412946.0,M,92.0,United States of America,F,Saskatchewan,2.0,Nrwaqorgcbogaixdeyqehhqtufvjxiwvhh,Lewiston,1.0,0.0
Qol12390,,State Farm Insurance Cos.,O,cdqjpdcnvphgyowrzpqxsbqp,1-738-319-9493,,Dgmgpji,231999.0,U,46.0,United States of America,,TX,10.0,Xqgmtscooiritmddrnthxnvhslxhvivftmidvwdfgkryapuilxxhagjcenqqawlfqsnqxnpnmhqritfi,Modesto,2.0,4.0
Amf12391,431.0,Applied Industrial Tech,R,uuhhuiewvpesxdnouruktfxdzfombvniiahhykllphlicybjtmjc,1-913-322-1646,3002992.0,HBFOFS,329973.0,U,35.0,United States of America,,FL,,Temqijrreliwtsqoilfbwayczmsrdxmlqxoufteanhxccecuubtivejtppsggzg,Atlanta,5.0,0.0
Pjr12392,,Rockwood Holdings,O,mxtfivltunvaexuujsbapnudxmfhprqhzvcafqvhiyymkqeuu,1-613-013-5722,2854988.0,Vhatf,83777.0,S,40.0,Canada,M,FL,5.0,ldxfkmpexfhjxttuodoldohiyepirhichrztvznlvfnfuitozgfcgfjhc,Nashua,0.0,2.0
RXQ12393,571.0,American Express,O,YCCXRHLVRZQUQPZVQWCCOBPPTURLWKUMIAQUSPRIXHFSHYQSUNWMDYPDOYUVPPIZPOIQBWXOYVZ,1-994-822-8114,728117.0,RDRAMBZBCW,360115.0,W,33.0,Canada,,AL,7.0,xsnwxrcaees,Irvine,2.0,2.0
Ayv12394,673.0,,R,Soryitlapmowsadnlvchveokklxookzonqxk,,2977729.0,wlmokndq,393739.0,U,12.0,United States of America,,Quebec,7.0,bleuzxckenimoqrbobglinrrfdqz,Livonia,5.0,3.0
Qvq12395,651.0,SPX,O,Fgnzftbclcypab,1-564-974-0346,2974231.0,YEJHQ,213439.0,S,44.0,United States of America,,FL,0.0,LHZNYHF,Albuquerque,4.0,2.0
Msc12396,477.0,National Fuel Gas,O,pcbxpspjwqblpjximoju,1-320-612-8246,1781654.0,Pypqknotmo,215466.0,M,86.0,United States of America,,British Columbia,3.0,Dauvxhkhegqnekguqrjondaishvboyqkbvletrhkdzmepa,Toronto,2.0,1.0
AAD12397,574.0,Legg Mason,O,ygwsnlnbrsqlgegatssyxpmeweetcrkfitydjjdwbbxcizztsbqmrgbeoifgrs,1-033-327-5291,3947222.0,tkumugkwn,367039.0,S,84.0,United States of America,f,UT,7.0,Tlhnlpxbsfbnastanut,Biloxi,3.0,3.0
Ksd12398,598.0,NiSource,O,RBRRNDNFUKYOCBETYLTDMIJZNSINVPBRVRQPXSCPLKVNRMQDWTMQQ,1-251-092-1822,789121.0,IMDKCCQLWQO,414092.0,S,35.0,United States of America,m,UT,3.0,Htcuwwjvczxgrhzctqwhszafcqyplffofdwphrpbtjplkgtrakjvbpxwywblefotzvuouzywjlbfod,Great Falls,4.0,4.0
wje12399,696.0,Superior Energy Services,O,Gjynbfavthaftrjbgvtrmwkdwqyhdatiyopaznxcbuf,1-817-953-2568,1694479.0,Akmoeqegxd,488857.0,W,66.0,United States of America,,KS,2.0,Pzavtwobkhdzdnuonlnurnpsviawujbhtyzgxicagxsnejivuxgeeippdcvmsmlnhx,Jacksonville,1.0,1.0
Toj12400,680.0,Amgen,O,KLLYQKIDKXMBZFEAZSQZMAXUIMBEPKOVNTPXNUWNRCRPCCDBPKGGSAQMXLVO,1-717-243-4473,1826295.0,,,W,14.0,United States of America,M,VA,4.0,Utfsufdubvjalipbqochtusbjtvaxzvcukrxnvccvrfhhdzjyigkyqrzjqcwteqioveuqoheup,Wichita,2.0,1.0
LLM12401,439.0,,O,Osrwytxennwwfhhktukbmjncrqksdrtodbwpakjzhvrunrkumludpbhbyqbdbdroiuqkov,1-995-136-3052,713387.0,Voyxovaiirx,430729.0,S,54.0,Canada,m,NJ,,Lbtbjjxbqmcttrulbkpktvkuwftrbuxtlynoygnsapzzxrvneslgesltsuf,Casper,5.0,2.0
emz12402,376.0,Colgate-Palmolive,O,jqarmtkc,1-456-742-3894,702411.0,Cekhkqzsxna,344388.0,M,70.0,United States of America,,Saskatchewan,6.0,Dpqfokvlrusyidhzaklnxvwrvasqhcmexjwjqyserfjdgredeyevfx,Indianapolis,,
Kax12403,620.0,MPS Group,U,yaoglwhwaxxbhzswijfrynhgxuvcmkwabtjvjbehlvhidyoqyfely,1-841-417-3688,3262570.0,Bqvrgxrx,353243.0,W,60.0,United States of America,m,DC,1.0,Tfszdopzksinubedcudxzlhqpgdkushkcafbtxmkbgsiwrswrgbshkahhwzevvnbycxalyazhnsypef,San Antonio,2.0,0.0
LCR12404,322.0,PepsiCo,O,vbwzwiounrpebdrgcnvmckyrjbrscw,1-827-234-7172,1674162.0,VFRPJYJOKQHZ,482367.0,U,29.0,United States of America,F,CO,9.0,Gshrwmuwlvcrktdppwdtdwxrawteguwmcjshhanhv,Windsor,5.0,2.0
Xvw12405,404.0,Enersys,O,Untvcnapaprtauinphojptezxxcrlogzkwjbdcdcmvkqwuasbrfnhrjdbgvthltadckaqlrgigimprdc,1-346-974-4455,2749267.0,toqejvqej,111328.0,U,29.0,United States of America,,KY,7.0,Pkekskzjmggxbnbrhysahbfmirmycouksmtusc,Long Beach,0.0,5.0
KLS12406,615.0,ConocoPhillips,O,Owsfsfrmywosbeskatmslfccpyrdi,1-092-864-9544,2044557.0,ndfkjvzztion,258347.0,S,88.0,United States of America,m,HI,4.0,Ertymmqevukrli,Simi Valley,5.0,2.0
ymw12407,311.0,Exide Technologies,O,ggjcruvmvxwevboqnifoalvtujqbyidnajkjqkwexh,1-201-722-8658,3648336.0,qrsbkewewd,213457.0,S,48.0,United States of America,m,WV,3.0,ucqcslxrsfnomjwqlksofproedkilmqgksxysgmd,Lowell,5.0,2.0
Qlz12408,,Dow Chemical,O,mloypkuynaaepztbsofljmwdpidvdqeflxisudgekdjckbmieoczkjxmroagwmmfguwgknfjpbl,1-587-542-6495,1619437.0,NMGYYWGD,279946.0,U,50.0,United States of America,,TN,10.0,Huvujeqkbwmexyuzugelhqmcurawvbpm,Los Angeles,2.0,2.0
Ron12409,454.0,Knight,R,Jlnvlkeg,1-883-450-0305,,OLGCVBOIL,278730.0,D,98.0,Canada,M,ID,4.0,Acnejqmqtldqxvpdqwhqyoddxtlboijwjhxqdmconddcpsoiu,Charlotte,,2.0
Pak12410,726.0,General Growth Properties,R,yhfonjrzlcxxjyueemescvklrdl,1-166-112-8083,3103571.0,Tpjhe,345862.0,M,2.0,United States of America,f,MO,7.0,Yfodxskjhthwxbhymeqepgjqcejet,Tempe,0.0,5.0
zru12411,630.0,Hewitt Associates,O,Fnbqciqloonsizrgurfjfwmayexmxkswholfdqibysukpgagyayitujex,1-030-060-2840,3082143.0,vlngdbxrcmzf,80008.0,,32.0,United States of America,,MI,8.0,DHZKGPFPHAIRXCWKGPCZPBNPSRFEOGLKBUNYKICUDFCCQHRFGOUJKZEJLJYNKQUTL,Huntington,4.0,0.0
SPF12412,568.0,Inergy Holdings,R,ocyhcvzjrkxslsluujoaganfljmsbxalzxsqsfszvwakoepumwbcmidokmxlyk,1-443-628-4342,2350906.0,Sjklxhigz,112907.0,M,20.0,Canada,l,MS,4.0,cwlesudpnqdmexgdvgybjgwuaomcjvwugozvmstmjjfrkstcigjtqkmjywrwobxwdrpirpe,Philadelphia,0.0,
Jkv12413,661.0,Rockwell Automation,O,czcbdttzsucrrlsmnvzslkishkhnhshmmxnfoabqfonn,1-661-029-8310,2329279.0,QKYPBVGP,456503.0,U,72.0,Canada,,AZ,8.0,Lqsrookaiyuftmxftmixwcuvwcjtyuo,Las Vegas,3.0,3.0
KTR12414,427.0,SkyWest,R,Tdflapskkiaujthpyalamnapxnacsmfdl,1-698-663-8884,3979805.0,Adisxqrb,357698.0,M,,Canada,f,New Brunswick,3.0,,Winston-Salem,0.0,0.0
WJW12415,381.0,Aramark,R,dcetbhwvgxwhmtijgibwbmrbinevfvygfsaqokowtviwhpd,1-726-842-9666,1523307.0,onlrhgbsn,161512.0,U,19.0,United States of America,,ID,7.0,Ffkpekpoycoijzazlkmvrulaclozanmmttgktwrcmfxsciomhjjtbivwzdv,Lansing,1.0,0.0
AXC12416,372.0,Mutual of America Life,O,Cxgpartjxairwxcazmlkxbhtwkuntugsllbtcrbdohkagdgwrqsrscqhqllorrlncempv,1-099-891-4141,2238235.0,Yypgwuu,227873.0,D,20.0,United States of America,f,MN,7.0,Vtlxfbafhbctugtfapfkrdrrccuducxrupzkjrthrjpb,Baltimore,1.0,5.0
Bed12417,346.0,,R,Jxklfmnuxsqrdfwedyqirke,1-474-949-0000,1277080.0,NMHPWONQJ,325506.0,S,90.0,United States of America,,PA,3.0,Fighffjvwdwjxjikvjofhycpsplsucbepkhyueuoyfywxmpecgkpmyqbk,Missoula,5.0,0.0
xuc12418,583.0,PNC Financial Services Group,O,itknmzifghoaqcwbidswydgodv,1-184-973-3783,1193309.0,Jwwlvfqos,137062.0,M,68.0,United States of America,f,KY,,RPURKWLFOIXCPQDSSIWOEYBFGQNIHIAAJZPCRDKQGZPTXXJGKEMQTSVSJHLZDFS,Escondido,4.0,4.0
tcx12419,394.0,First American Corp.,U,wfnfvbnwdtmfbpmokkohifvfoyfhnuxhahjnhnhcrdvmdhmauqpjsjmutfssobetgthixrij,1-673-342-0803,1256050.0,Tyifrmprgwad,119234.0,D,18.0,,,LA,7.0,AGMRCLQZWFHXEDTXOTMKMSTDBRBSHTTHOADMNXVWZBOWGOCIXBLHKIAWRBFU,El Paso,5.0,2.0
HAZ12420,409.0,Universal Forest Products,R,Kqgdfqupyszgdyuifbrvodxjqdoxcimkqlrgalrtrpohbbdzzezteoxag,1-735-043-9322,3440147.0,Lyrqhetmd,85840.0,U,40.0,United States of America,,UT,1.0,Fhbvrmpkesdqmaoiinwhmktermblsnoxtvqtsvloaqjzbirhpxftjcnburrjuiqsbl,Berkeley,3.0,1.0
Ryx12421,655.0,Capital One Financial,O,ahxwlwmnjspfnxgmzjqazwyhygzqtajahzuavubtwspldmsvtzrukaeun,1-964-240-8322,3989521.0,,415986.0,M,,Canada,,IA,0.0,Ylgxudqsbl,Hayward,1.0,5.0
Vdl12422,618.0,Regis,O,Yhhbqttwhseajlznmimlplmniwu,,87565.0,cbilxxsksve,93177.0,M,46.0,United States of America,,AZ,9.0,PPNBSXWKGPNYVNTNNQQBSUBIKTAYJVNGJVVNRCSEWJRKIYSPNYAVUIJAFADHSJGXRIMJFITJKS,Hay River,1.0,5.0
Bcw12423,318.0,IMS Health,O,GADVIVHKFDGSODTUIABOUDPKLVWOXFZXSPXJDBWTJGOZUIKSLXWNTRAUZOZMPVBNOMOCYPRPLIGI,1-222-507-8002,666818.0,Bcnvc,387754.0,W,35.0,United States of America,M,ID,5.0,Vnwapdsvtnouhxkmuuhbtxcjtouxvothykibmbgucwhvhpgmvlinfhurjag,Huntsville,2.0,3.0
GOD12424,698.0,Automatic Data Processing,U,PVLBZVIKP,,1224779.0,fcceudoqu,222277.0,M,72.0,United States of America,,OR,5.0,,Rancho Cucamonga,5.0,1.0
dcq12425,804.0,Brink's,O,rxgkneceqnrpcrwiteecthdjfkapqxvabtcl,1-886-101-3767,1693605.0,Hutjqwabgezm,499204.0,M,69.0,Canada,,AL,2.0,Ztcozaiqfwpcmnofnepzvhhmwthvsabmixnvfpntvqcwzfxfhivtmgiiuyvgrdoqdfoenivl,Kansas City,,1.0
Tyy12426,780.0,Halliburton,R,Spbmmusxvzzockkhq,1-138-175-4136,26450.0,Cwecqb,466116.0,M,35.0,United States of America,,RI,2.0,BMRQGLBJKUUICZVNNGQEMONRMSHDICWCYXGFOZRGAEYKWIBZTFIGQRHRCWPJPRPEHMSDB,Tacoma,0.0,
Dqn12427,785.0,Commercial Metals,O,ZPTBKYPWEARLOAPEPQCCLJPBBJMPPDXOPBJJXJVBQMJMYZQKTJVHUOYBTWMWM,1-116-320-2545,1882813.0,Kzrtyjravoqi,101915.0,W,63.0,Canada,,PA,1.0,BHZEHWNXCADHRVXHLBOGNOAOUDVYZONAFRMXWYWWFVFASQVSPKXSQMBSVKOXCGREOEIOYWXISIVQ,Oceanside,2.0,2.0
xjo12428,811.0,Cameron International,O,Xdwaasskcjozbkbvjlieyeyvminnooqlmiqfazlieqegewtpzqvsrtsvqv,1-775-067-8160,2710179.0,Aypyddpdusp,474135.0,D,72.0,United States of America,,Newfoundland,9.0,CJRXOZESEHDLUJRLRERSAJIOYMWWCGLWD,Irvine,0.0,0.0
ONE12429,628.0,United States Steel,U,JEABCPOPMHLUKCDZXUCOYYYCTRWRYSFYQLURTFSCEWCQ,1-709-001-8747,449416.0,Fhmvjyj,180533.0,M,,United States of America,f,MD,3.0,GNXTLURJDHWAKUKYFUHQYQAMBVKPXCKQCZG,Quebec,3.0,0.0
ium12430,814.0,Windstream,O,Hqvndeozwpnphkqsyvddpycassgfojmmnjnpmbewmxrxtiysetkaxqnqehgivmpxjomtkrhvkkisgqti,1-742-438-3289,632566.0,YIVMM,185369.0,U,85.0,Canada,m,GA,9.0,Mgiurntkheqibfyswontptiywrgizlovumypvwetbfebmllrohluxnurhazwwhhsuuummlemlmaaaytj,Providence,5.0,3.0
qbv12431,617.0,ConAgra Foods,U,Ivgmxcbirmhrvvqdpljlyhoklrefyblfecdkwowoubumwxipvzbnv,1-632-171-5767,672540.0,Dpjiguqslrd,188850.0,M,93.0,United States of America,,IN,9.0,rehouxgivoc,Salinas,3.0,1.0
uap12432,344.0,Jones Apparel Group,O,,1-523-392-6348,131613.0,Cgdcelyzpq,367264.0,,54.0,United States of America,M,IL,6.0,Fwteypxr,Elizabeth,4.0,
KWY12433,843.0,Vanguard Health Systems,O,tewauscexgxflbqdosjesnkqteyjwcrlmmpvmzctryfetudm,1-849-942-8931,3425795.0,Hlbbutqcbp,50713.0,W,23.0,,,British Columbia,,ynucrgkifdypjvfojyvljaznthygdnnwuufnd,Anchorage,4.0,4.0
Qph12434,628.0,Ross Stores,O,Tvisucaew,1-562-382-9482,1354073.0,Gxfpta,274112.0,W,82.0,United States of America,,DE,3.0,AWNWLVUTGAGKWSRUFZQOACULWUPFHRFTVVDVFWKHILZADCPEXFWWAUJUGNIEQVW,San Antonio,,2.0
LKC12435,344.0,Lockheed Martin,R,Lpjswrlqapolaridhdqflfvxieaycs,1-426-755-9487,2362576.0,wxvvgou,15485.0,D,56.0,United States of America,,Nova Scotia,5.0,URMXUZNWAQULLJUAFJDSXNCOOJH,Waterbury,,2.0
AYT12436,516.0,Smithfield Foods,U,Wugthsugtlguyu,1-927-383-4329,2656479.0,RLNBBD,254665.0,M,93.0,United States of America,,Alberta,2.0,KHMXFXHOPGSFOTZWIYNWQDPJWQITDGKJRTQNNQHMXWPA,Salinas,5.0,1.0
KVE12437,382.0,Herman Miller,O,QSQGUGLNEDVAPMJLRLQFCGQXHUIYKNKRARJYNYEBKRH,1-322-181-5121,3771914.0,Slvrbuphe,33699.0,M,54.0,United States of America,,NY,1.0,Pxjzmmaxcosfehnzsxurhxxrqtqiwtxq,Greensboro,4.0,4.0
NHC12438,489.0,Great Plains Energy,O,gmnqydluavnp,1-957-447-9049,410340.0,Iitve,194510.0,S,50.0,,F,New Brunswick,9.0,Hrlakrbvnyhgzfyclkylxrluokbymnsvxidhwrnzrkmvssvmngazxhqvcckwfjkrrtehabodeps,Cedar Rapids,5.0,2.0
Mim12439,544.0,Commercial Metals,R,cadjojgukwojwvlstacqdbmpewhmlvyljmkfmluaoyhphvknnlxqijbfqj,1-264-614-1727,3343842.0,lamzzkbh,439923.0,M,96.0,Canada,M,CA,1.0,HSXFWFTLPWNAVUGSMZKDHODPYNUOGNCEENKKTIKYUQLUGWMNNEYIIMLHGBQQLMHCZSJHDERFNDF,Atlanta,0.0,1.0
JDU12440,769.0,First Horizon National Corp.,R,Whpidacnseojqwrgloamvmdtahoagpulycpcsxtjmalsumesrauvik,1-502-235-9420,3939423.0,Bmidgukwa,379217.0,D,82.0,United States of America,,IN,3.0,Tzjxwmqdmkahbvcrizmhuhllzhqtxr,Topeka,2.0,0.0
ugf12441,525.0,"Toys ""R"" Us",O,,1-031-389-2989,2814442.0,gpjxzsi,,S,21.0,Canada,,IL,3.0,Gtvfnxzwdtdenvsakmofzstdltrndabxfhysdeupzgljjbczcpwcgvlwzdqgwggqmycemfx,Madison,4.0,3.0
Cir12442,599.0,Crown Holdings,O,Ixaxaqeqyetnbtctdeofsvznscv,1-047-995-6407,3853170.0,Nlrur,478841.0,M,55.0,United States of America,,NY,3.0,efjpcfomodrcfqkmruypn,Dallas,3.0,4.0
Bpd12443,725.0,Newmont Mining,U,Fjvrljdtevwgfbgkxfvfmsdryxry,1-080-723-1466,2017205.0,Sgeph,331912.0,M,88.0,Canada,M,NY,3.0,obrkvqjcfcuxmtwwwgeohsfphqnpemextxfhrirxtiqjlibosq,Irving,5.0,5.0
CXN12444,430.0,Plains Exploration,O,ucyamsgvfmvseutdcqvvob,1-273-670-6736,1521933.0,ewlon,188675.0,M,88.0,United States of America,F,Manitoba,,igtzcvzsgccspilsferxliqarvvqovg,Lexington,,3.0
Qrn12445,702.0,Leap Wireless International,R,FQOUYJWXRKQMEXQOEQEOGKJALAESRTSCGYEJ,1-804-070-2908,535441.0,Yhvxrfnqcqk,250216.0,U,56.0,United States of America,f,AZ,6.0,Ygzumfnfluhtchwfscfzgjtwuwdysxpgndfdesxvjsxmuhslyhqhgjbmvcmogths,Philadelphia,4.0,1.0
Zqf12446,701.0,AMC Entertainment,O,gadivgpexbepjitkmlxidlwfuequkwzlkroeffthqqhbakymyhthhcaqboadljhdivjkg,1-197-060-7227,3693277.0,Otbxjbxfcqbr,166983.0,M,32.0,United States of America,,NV,8.0,Zmvtrmwvnopewjlsxcfshofco,Las Vegas,2.0,5.0
Geo12447,535.0,Computer Sciences,O,Xpttptxrsepgoidbbdsnovodmqsgfbauprjrrujxiytssnrqlaniiubnihynbdoewqvqwmvjgqrwflpy,1-726-767-0135,1396132.0,nmskxkrfx,236012.0,M,49.0,United States of America,f,Ontario,1.0,Kitabcelnhpavuxvsawgfoldw,Dayton,5.0,5.0
RSD12448,686.0,Varian Medical Systems,O,nhxczumvjjjvacybcbvdbpcbujieilupeinmgeucdnzlqkmycikgqzierluonesbveyujjk,1-847-435-4108,3324359.0,GUDGER,298487.0,M,63.0,United States of America,m,Saskatchewan,7.0,Bltdtphvaoqethnabqrjxrbxqhcdtudhlnarewbgozzhkkmsubwrkgtduxdcqghvjfamfeo,Syracuse,4.0,4.0
SRA12449,377.0,Nacco Industries,O,Droxzwqwtrnqvleqbzgsexjnykfpwxigfbyebtxtsqw,1-350-932-7991,978388.0,TETPI,285226.0,M,50.0,United States of America,,WA,7.0,Srcoeqkljhkxtevmulg,Burlington,1.0,4.0
Lav12450,749.0,Occidental Petroleum,O,Xncjeijmpnjrxa,1-951-004-2363,2730068.0,qwong,90545.0,M,63.0,United States of America,,AZ,0.0,pffcdrkokguyhlzxih,El Monte,1.0,0.0
Hbp12451,662.0,Hudson City Bancorp,R,looojkpusildkxkslfzgxzfjsivvskmcfpnhjdsbnkug,1-414-817-0783,2866093.0,Ylenhlyuw,483667.0,W,69.0,United States of America,f,UT,1.0,qvegzeuonukpbsjigjyatlqhibnlugxjabpyjuwsvbofxrwbagomqhzziuuiaghbkmqannbhzejzgo,Colorado Springs,0.0,
ujh12452,364.0,Ford Motor,R,MHWNWPCWNKBLKDPTLWPIEXBEVPJKNXXVQJJUAQNIG,1-530-716-1092,210992.0,Qmbjm,162969.0,U,1.0,Canada,,ND,9.0,vdpgxgohgeaitouxlvzdbywzdakdlyviiwuwleucnmtihacshgdntypm,Oceanside,5.0,5.0
ZOP12453,679.0,URS,O,GIDLPXZCLCMWTUKKIVBFZWDDDWOBOLB,1-684-783-1718,3000419.0,Dvnvxz,175356.0,M,68.0,United States of America,,MS,6.0,Nwqzpjyd,St. Petersburg,3.0,1.0
