prospect_PosCo,prospect_AdLi2,prospect_NuChi,prospect_St,prospect_AgeID,prospect_A,prospect_Coun,prospect_FirNa,prospect_MariSt,prospect_NumC,prospect_Empl,prospect_NuCreCar,prospect_Ge,prospect_AddLi1,prospect_CreRa,prospect_Ph,prospect_Ci,prospect_LaNa,prospect_OwOReF,prospect_NeWor,prospect_In,prospect_MidIn
QCCTIJMJCKNP,Fgpeakcykgigvumixcupeupsomwnktjdrmslhskuqsief,5.0,AK,Tdf13154,23.0,United States of America,KZCKOOJQSTGHXOLQJCAZOYOYSSPREZ,,,Dynegy,0.0,m,Cintkpgcjbfzslrjfdsrfiawvbcejkrdupiaru,429.0,1-397-809-3362,Bellevue,Tdfbxnoiaylclhnmkrocog,O,2783338.0,,
Eddfqus,Nvnzkjychcbjcrytglxaknnq,0.0,Quebec,Idt13155,59.0,United States of America,vyaxro,S,1.0,Lincoln National,9.0,F,puggwskqikqxuhagmwrjzfvzweycywbnhrhfclhfg,343.0,1-841-823-5611,Spokane,Idtofjjxhnbp,O,2449635.0,308001.0,N
yfoieby,Lkmkmj,1.0,NY,URM13156,34.0,United States of America,Djkcwykkudmopvbqbuqy,M,2.0,KeyCorp,5.0,,vqkvwrxbowoiwvmwtdmqwv,500.0,1-632-453-5299,Fairbanks,URMPE,U,1779726.0,456703.0,
,FUZCOMKHOXUISEAVXMDQBNLMPWJBLSWANUVRJCFFSOFGZSICPMCJLOTAAEXKEUZXUQQMRRBBBWAXLF,5.0,OH,Jix13157,50.0,United States of America,lqzaadpggmujbhmglupotmvfwnwp,W,5.0,Gannett,5.0,m,tiwzrbfvccngdtsstcneddvfoaahumunhafsuhukavwyerqsbamqjihxqpikpapqmkqvws,628.0,1-005-725-2450,Sioux Falls,Jixplmlzikefj,O,3949026.0,365945.0,C
Xwdmfg,Nxmompjjedasaiwpytyxsdmrwhhgpwgkkfqsersnfswnwcsjmv,1.0,CO,Fqq13158,70.0,United States of America,EQRZHZBWC,M,4.0,Timken,6.0,,YUDMDEPNEAHUOXUBCTCMEBSXHPSKBTIGASMZQEBRDWUJWL,525.0,1-499-958-6947,San Bernardino,Fqqaepmhnqwtm,O,1323820.0,34789.0,
AKXSKGTURU,,2.0,NY,YPA13159,50.0,United States of America,DKTQYMQTQDUHSRKGBZTLKHWJR,U,,Eaton,5.0,F,Itqipyltwirsipzccfpitpfwjrxcxgewbgkgscgwaomzdlxmbsktghvxfbovuqpuqrgacbkladjq,695.0,1-529-968-4801,Buffalo,YPAJJMZXDKVVJJOYVYH,O,740604.0,167098.0,
ujoeaf,ilofprlnxmrpqrfsukaumyvlvgrspyzpqxgolcfvhkcctohvzzuvlzvhvmbfuvygid,2.0,Quebec,VGT13160,89.0,United States of America,KJNGLKIJUZHCCAQNX,U,0.0,Automatic Data Processing,,,Fbmrajjmldqasqcukohkqdglnkkfrpugfqsseypmtfpdorwzupupzikl,368.0,1-303-796-1794,Toronto,VGTKPCNESMMFOMRBHR,R,1163538.0,449967.0,W
,Rcxohresetkdizzlikxfapueyulvbfgehxvplobnqtsocmzjscoeaypsqy,3.0,PA,Zux13161,6.0,Canada,Pgnxt,S,,Advanced Micro Devices,8.0,,Pholxmyni,850.0,1-331-977-6905,Madison,Zuxkxmn,O,3366857.0,391786.0,
ZDRWPOURKX,LWAMIAEVCUXKHWT,2.0,AL,LKY13162,2.0,United States of America,Pxfazs,M,5.0,Roper Industries,0.0,,,540.0,1-780-085-9667,Augusta,LKYXJOSNFGGNOEAXOPKKEXG,O,2231661.0,299387.0,
xaiohpkqieag,qcltvwkrfgsgygnhijdstlzgerffhhhqxecxaehmwvpjdt,4.0,AL,KYD13163,21.0,United States of America,Ikpqdbnvhlwqfnfhbcm,M,2.0,American Eagle Outfitters,0.0,M,NWBVEGEILYLIPUGFYOUWVVSFBJFROPMVFMVFPHDQGCOIVYHLDCTTNNYEUWWE,340.0,1-743-026-4462,Fargo,KYDKRWITUSTGUNWWHINORCMW,U,176958.0,72276.0,
Rdwzjwidofao,Wyzktekcjhajntzkgtwjpekrcmtnwxvmyiqvdengxbrmhihvrsmdftfrhfpduvesykudjbnesmhwrd,2.0,KY,Fkv13164,14.0,United States of America,Cgulogc,U,4.0,Walt Disney,10.0,,srkfergsqwtobqabtdjxevmrlqtdewzwxlfvxnkhevpewoymduojg,393.0,1-231-647-9420,Lubbock,Fkvbsmxcrsdjrrllyxfskg,R,2020148.0,456174.0,
NWNJPNAU,lqirngozmb,3.0,AZ,tjg13165,28.0,United States of America,JBJNBMADPVGAURIKSOQGRFTRV,M,1.0,Target,6.0,,ravqrqsilcncnejsltrqnh,744.0,1-940-246-7026,Oxnard,tjgcthmyua,R,77320.0,71759.0,
Wmosemieeka,cnnbfw,1.0,ID,OCT13166,60.0,United States of America,hutbxqcivgpqhcztaljkkblxoh,S,2.0,CH2M Hill,9.0,M,Hmwkhsfiucahemxxd,475.0,,Sandy,OCTOZPRYCTPMLKC,O,2917811.0,465340.0,
Gthhotpov,VNDAAGPDAJQRIGRCCWECHMPWITCSAPUVXMKQCPN,3.0,RI,Ods13167,66.0,,FQXNPCDPRKCKWCXPPEWAFKRFF,W,5.0,Genzyme,4.0,f,LKWRDIFGFTDGNUBMN,618.0,1-848-485-3473,Flint,Odsvcbxki,O,3539125.0,206786.0,
YEMDSYONJQ,Vircvuoskkaefnvrnxgzckfnegfcewqbre,2.0,NM,cqt13168,82.0,United States of America,Bjadxrirzhcjgm,M,2.0,ABM Industries,4.0,,QOKXCTAPJLVAUUOLXXSIATODQGUOZMGCALDU,315.0,1-121-489-5725,Columbus,cqtsaddujuqlpfctqh,U,3599627.0,369786.0,
Zixtbvzmly,mahszktxfxpyybjsmlpgnwzppesd,4.0,AL,Chd13169,,United States of America,twpjxzhbwsohlosyatvojgpxugx,D,4.0,Applied Industrial Tech,1.0,,Vdgrsbhimygfukxjpklthorigcrvhdlxzensaqahsingwaqrbp,405.0,1-129-256-8269,Casper,Chdpheqaqzhozbpmsbki,R,1457383.0,157351.0,H
ZKYFWHZGF,,2.0,Nova Scotia,Dpd13170,45.0,Canada,sccwdplycylkkkxppbxg,W,2.0,LSI,0.0,f,FCRKESHLXV,511.0,1-932-739-0978,Edmonton,Dpdwgiorgarjfilsocwgbtm,O,2208833.0,321804.0,F
Zpdavvppg,Pyzoamlxkqrmhfqjtatclcsiichfavinwhlmpcqgzwemaxvjxzqqfbafktmsoev,1.0,ID,Vxy13171,,United States of America,Vmbcvvqosyhyywhjwnxaauufuldrzx,D,5.0,Global Partners,1.0,f,PBMAXTIISJKXC,754.0,1-127-907-9663,Grand Prairie,Vxyiqxmygjvmnoagtisxgpyytlfj,O,3276243.0,32799.0,P
mmxnmfqc,,0.0,ND,Wcf13172,64.0,United States of America,ZTOULOXXNTWCYTNKXOJSDVHSKGCVJU,M,4.0,Commercial Metals,10.0,F,Nwgongbargrrncdnguragfjhqlnjqmqdvnotknehwiocfjpgqohkezqmh,715.0,1-558-311-0580,St. Petersburg,Wcfibv,O,847958.0,405652.0,
SJTRA,cvknbushsalyxjxqsuqtqvkrztpjjykmkvnkorgicbirzlqfisvlum,1.0,FL,vdm13173,56.0,Canada,PDWLCIHTJPITZ,D,0.0,Kinetic Concepts,4.0,f,Hptayomfgnjonec,481.0,1-795-802-2220,Santa Ana,vdmlzsrttg,R,2884946.0,393457.0,
Qekdxptz,Ketxmiblqhkhzmzznhdlpvqsftpjofntwhoruftmwbldjvsetoivrclkofowtgkkvdsexsiywsrbwoz,1.0,PA,rfw13174,69.0,United States of America,Lplywpk,U,4.0,Newfield Exploration,8.0,,YLJHGOQPBQCDQHATZEHEOIPCUCADCILITFAENC,802.0,1-419-406-4608,Washington,rfwuambeoqaflfc,O,2002878.0,265467.0,X
,Gzjnupauealfoheviaoscckjxzzwtrzaytsv,3.0,CA,Hcu13175,33.0,,Srchfqvavredwfmfxlhigjszqfi,U,4.0,Saks,,,Cddacpmuhaxitsknpwvvdlgfzcwvti,700.0,,Gary,Hcukrede,O,2729037.0,373495.0,
,Nedcpow,0.0,ND,Cgf13176,19.0,,Qpqsubnnltaqgqumiv,M,2.0,BMC Software,8.0,,Aocjqyt,,1-914-317-4033,New Haven,Cgfxwxwxdbpayv,O,3095911.0,291338.0,
UARDAKDQGTHW,AADGNBNRDNNVBVOLEVAKKOBFBCHNDGLWJZVKDYFYYDKNBAELROBZHIYGUFQKSZWRDSGUMZY,4.0,MD,afm13177,,,Wybwvgus,M,4.0,StanCorp Financial,10.0,F,RUDGREKTNBVBTQXRMSVJCHMRDODGINQILBNU,502.0,1-829-866-3775,Lowell,afmtcsrklv,O,2077164.0,263039.0,
Mwdpm,Nciaqmihwwmbcfxkfoyvvsdssljafqcrxjo,3.0,DC,NHS13178,45.0,United States of America,ZREIVYTANVHYMTOFWS,U,3.0,Delphi,5.0,,Eukittwjihxxqomeeyafwotlbqndvgmocesoqqu,635.0,1-538-021-4761,Tacoma,NHSKWVWOZUWHMIRJZHEYBIICNBOK,O,2860182.0,162100.0,
hroixvm,TMUFXXPIASGYCBIJJLGZDKGVSEJDEPMOJNIUVOTMPEJKTONXXTTEJTASAZBIPCAHSEBUOISXTM,2.0,Quebec,uot13179,70.0,,wublzitqvignalyvjz,U,5.0,R.R. Donnelley & Sons,5.0,,FBVMQRRVCXSXOWNORTPOGCRSBMHAPTTRM,488.0,1-570-239-6719,San Bernardino,uotlendizlbutlmoefxg,O,2927059.0,417723.0,
lejmmd,Gmwitffehmggwacnonvlftyyfbelatldqccswbfazgoy,2.0,Prince Edward Island,Lwd13180,17.0,United States of America,ydfgjlxhvmpiovfdeslhxp,M,1.0,Spectra Energy,1.0,m,Tsyznudzlmgfpksmmsqqojvgmhfwlkjkqqseactjvksyceygqgy,580.0,1-873-851-6954,Garden Grove,Lwdhmmlnpkgxnekm,R,171782.0,286409.0,C
Lkrbgzg,jmdmgk,0.0,NM,Fqt13181,82.0,United States of America,Espkknw,M,2.0,Nash-Finch,,,VWVTMGCZUULSPLWAAPVXCQVQGTFRYYDFWQA,796.0,1-868-852-9003,San Francisco,Fqtbj,O,,22910.0,I
BGPOLWXEUE,MRXMGBAPNEZ,2.0,ID,OLO13182,19.0,United States of America,Kjewcexz,U,3.0,TRW Automotive Holdings,,,Seidmc,313.0,,New Orleans,OLOQBTKRKDKVDZBVQSPCBSYU,R,2947699.0,225933.0,
Xnfipitdtw,Bavuawhgjivsloucxr,1.0,LA,MNF13183,62.0,United States of America,Upurkcaguqjmdqizwyo,M,1.0,Pentair,10.0,,vciisemitkalscczfctnksflgncqnkokxhbnoiocrwlezbbibjqvexxfesixvcouglx,849.0,1-469-343-8923,Oceanside,MNFLLEJIFRRMKKUITUORDEGRUDVC,R,1766624.0,396609.0,g
Wnjtdpx,Nxcabnqrvjirfoydfowjpmsrvlckakcualcnbhyalox,5.0,WI,alt13184,20.0,Canada,uvqwdnbmfxtiorhh,M,2.0,Schering-Plough,2.0,F,AIGFOKNVJMCKICTKJHYSAWWUWJKSRXKXRSWAGALJYKYBJMNKLNHWY,,1-931-663-9608,Hialeah,altoofrlohnaiqp,U,566147.0,181310.0,
IJHJKGXLS,HOEEWQGBDBCNUVLQLOOLZDNLPUDKNJNIKXULHFVPZXBJWXCAAVOODBREJJCWHGR,3.0,NM,WTS13185,9.0,United States of America,Pudevrpkkexu,M,4.0,Hasbro,10.0,,Krhjlqhurmsdftegqpnzeiqblljuaomiohjdywzkxaegxtnxgukcwsdgdonedh,,1-409-410-8688,San Jose,WTSUHNGBZSCTURQZUENWURBAQ,O,2838858.0,279467.0,
okebktoem,,1.0,WI,Mly13186,82.0,Canada,Vxateaaooolgozmqpdo,W,,Xcel Energy,3.0,,ewwidcimkxkgqc,543.0,1-958-238-7048,Knoxville,Mlymmrpn,O,3548077.0,299020.0,M
ffnxmryx,CWIODUGYHWEODTJXXCOSBEUMOCOYPXJCKXRHIVXUZQYM,1.0,NV,xse13187,41.0,United States of America,Akytywglpfvisbkbc,M,0.0,Bed Bath & Beyond,1.0,m,INRJTEMRTXXCHGXXWWCMFMQUZTSHEAZKQROVFNVYH,482.0,1-074-848-3718,Topeka,xsedfpfdckemwxwizxlaruwa,O,1564850.0,21267.0,
,Pwskraninvnllazlopncuycmtljxscszpmqytlhglxrgjyncgzuiwfwspnptukjmqaowbcekjaywdui,4.0,HI,IMW13188,15.0,,hgejyoesgalbwcnsnhsrqimweutzjr,S,5.0,Sun Microsystems,3.0,M,,632.0,1-757-832-3230,Peoria,IMWXKUGBEJAKG,O,2155564.0,95092.0,g
Wjuqpkfvjyg,tuloimaywraiuptkssjyvbvaiwskxbipzwzwsqsuohrwkpwkjconwtoeykagkjombqniurxisx,1.0,Nova Scotia,gpz13189,35.0,United States of America,Munznbngdlrrhtmycdugtomimhttcb,M,4.0,Medical Mutual of Ohio,6.0,m,eteiyijoncxfsyl,613.0,1-779-566-4023,Simi Valley,gpzzbvrwdhaohaaxrrrbebhxpz,O,3975605.0,203664.0,N
anbieoj,FGECMCUIAUGPFBRDHTFZJTAXMAUJZBCLAADGVAFMREUBZPJVAOGTSOIDXXLDJVOIXAAMZMJAPMYHOBZ,2.0,VA,Ame13190,2.0,United States of America,Mjdjimn,S,4.0,Texas Instruments,9.0,M,dzyjutdwralkarocnvavarjgmbspjoynrx,629.0,1-916-941-7217,Indianapolis,Amemharhxdz,R,225520.0,321972.0,q
Epwhsuq,VXOUPRLGOSZKDZROOOHDPXMAIHJEEMXVBRRTYMVWOX,2.0,Manitoba,Llj13191,83.0,United States of America,sidknlictch,M,5.0,Bed Bath & Beyond,2.0,,Zalchbsfgjqkorguhiajrbyzpzvrujshsoobbvehowgp,,1-656-133-2922,Tacoma,Lljqxzbakxkiqgxfo,O,,94156.0,
vzokflsulgq,BBGWXAUWI,2.0,GA,Cbm13192,52.0,United States of America,Klogeexseiynuz,U,4.0,Ford Motor,1.0,m,dedvuygllxmlophfowvkg,,1-675-283-8915,Little Rock,Cbmvvabsqrrfuixodiwdniz,O,452481.0,334907.0,
Xpgxd,Geyxpznekyivqsjpxuzlbnsyoajkcevkttssqytitbllnaoytpyjgfz,5.0,Newfoundland,fvo13193,,,Ltphajbcrahsuwfnwqwuqock,D,1.0,Priceline.com,7.0,,rusgvvnobfmthwkjqhccrpeogdwdmjduv,576.0,1-607-982-0727,Fargo,fvojsztjksdmxstosdsdwutjrubf,O,2145294.0,190536.0,b
Kitjjfbcl,Fxlizaeisanausk,4.0,UT,LHM13194,62.0,United States of America,irikaepn,S,2.0,Steelcase,8.0,,VDGYFRXIEFQJYZWXQDPYCNOUMKLUZTZJCHCMGEXMFKOYVZBZKAYDJCZDWNLAVGKDCAAPJVFI,535.0,1-712-708-5284,Stamford,LHMZXUIMA,O,2113943.0,214765.0,
BOIWE,Aemntsbqjckyvnzxekakvrixpyekxyjgwiwykyalbpclilewapnuefxkvmhz,3.0,AZ,Mic13195,29.0,,Mpvvbbffqnquuuyhtuiiwq,,4.0,,2.0,M,Nsyddtvqbxkmgnvgmtxfietqyieufijuwohwskmxfpoipowqmbrsqyxcmuljemlkygkphcsxjdovjv,564.0,1-262-187-9170,Montgomery,Miconlrszpjfsfbvwigjbspelmkk,O,2724836.0,11854.0,I
,Yvzwveolldmevcobhmrzvzafojezgvcc,5.0,Ontario,KZG13196,90.0,United States of America,BNVIVMIRDKU,U,0.0,BB&T Corp.,10.0,f,PBWQVEGXXMLEKUCXMIOFGPKWTVABBNKAYXGMFZPWVVR,692.0,1-517-436-8618,Saint John,KZGGRHRJLLAHYXKWQEWMHQ,U,162912.0,84263.0,
jvtnpsmudz,Ipxdofqbayoqxglmgpwbicisjxammgcxecdfozolhnrrubmvhblhupaplmlvdnckkrilatnijpqqczv,5.0,New Brunswick,Vlp13197,72.0,United States of America,clcmzcbgxffpdpvpsbsmstqwnvw,M,4.0,Dana Holding,10.0,f,fytvzmwggwedwrqrehqpdaxoyzsmusqmpoxbaksjqv,661.0,1-435-159-7048,Chula Vista,Vlpoqchbu,O,3463203.0,364299.0,L
BZJAUMHIQK,zqapqgnr,0.0,VT,HLY13198,10.0,Canada,dysbynjvyphlzjiocl,U,4.0,Harris,3.0,,Dvcjudxhopcz,,,Philadelphia,HLYDZMKUQVIHOATQVHKXOEHTMX,R,3731987.0,160883.0,
Djmgfbap,Eesailgotrhxezmbhzefkmcwyvbcxxyodub,1.0,AR,YGV13199,70.0,United States of America,Plzaytno,M,0.0,Collective Brands,5.0,m,Xhhiujjabvnytmxpwtxynochmoomhs,586.0,,McAllen,YGVIBCEYNASXPZPSAVLLBLSMXS,U,1433201.0,435600.0,
,VZBKIJMFVSDGXUCFNFVVTDRKUMR,0.0,IA,KQB13200,54.0,United States of America,IBGNVPCL,M,1.0,Flowserve,6.0,,aubkacilreewnxvrwdtbuxtvixzpgvucxbvjwhmtcxaofwqhsehnhqbafvyftmtsj,350.0,1-058-127-2953,Fort Lauderdale,KQBFABUETBFQHEVJUGDMOSDLEXVOE,R,1466774.0,233096.0,o
Cknasnum,Ozdfmjljjvhzrtguooheytljdauveictoldphmozztqoredhsxjfy,5.0,RI,GFV13201,18.0,Canada,Lyiworugq,S,1.0,Huntsman,1.0,F,Gvfnlglcilceqbemgfwyxhuisvrianozdarpqkxrzokutcduewrnxancptzx,603.0,1-920-765-1351,Jacksonville,GFVEIWOTZAAJJ,O,2386008.0,,Y
wvfeceea,Xqwqpddhr,0.0,FL,nwz13202,,Canada,PRHROPUV,M,1.0,Northrop Grumman,5.0,m,Iqqfgquprryntrwuicinplrdjounpzndsqtmdmcdgsuck,589.0,1-994-597-7988,El Monte,nwzgactaotxnn,O,3725220.0,,t
auozaavpvb,GJCXWUPGRAUFAHRTYSNAXBLFDVBPNJG,3.0,Saskatchewan,Xey13203,30.0,United States of America,yftpyx,S,0.0,Expeditors International,5.0,m,Jzoxaniof,,1-756-962-0456,Hialeah,Xeymkyjpu,O,1499084.0,446363.0,h
QCPRSFM,pndckklnohsldvufvtfzuvcmlvcltngjpqopktxbajhlnauyqmdgnnueyxnimprp,0.0,NE,Vff13204,69.0,United States of America,SKMDCL,U,0.0,Cliffs Natural Resources,4.0,F,bjrttsruevaicpdhyadrbhzmeojtvpocdgaehfsopkjwlniqcloaxxasprqfdiiuqgrljnr,794.0,1-750-058-1197,Kansas City,Vffoqosykcdzsjydbeclmazbslixg,O,3329291.0,330863.0,Q
ELMMWFGC,Rfuswopmfrkogskxkzfibirobdozsjapkiktriobjnevnepisxwaghfklygemiomoabnapqabrhwslw,3.0,CA,oxb13205,49.0,United States of America,tvadaqpfbkpfdzbgbfnhcvpc,M,0.0,Biogen Idec,6.0,,DFYUXYYHOW,432.0,1-261-089-0337,Coral Springs,oxbuopyy,O,1328990.0,320995.0,
SCHMP,Yjiox,,OH,Yci13206,,United States of America,VYUJJOSABGAVRJBJ,M,2.0,Forest Laboratories,8.0,,Zyafdwiaaryzymlxliimjifcqtnmnzwpf,507.0,1-824-722-1105,Fargo,Ycijfu,O,1465193.0,409254.0,d
Tsqhhvdq,igzheapldcvgbhcbqdkuviuqttfawvedkcfqtv,5.0,VT,Ioi13207,30.0,United States of America,Qgmrgfqasivsawfzl,M,3.0,,9.0,m,Qwbzqmguzubjtfoaolcdspaqvbxzdojizwpfgvttfnbfzajdktvoluvghrwtpzqvkls,817.0,1-634-440-2679,Coral Springs,Ioiijhhzzjwooryotyoghaasgnem,O,1983503.0,438741.0,
VJDDKMWHYD,Zdnmiuotdchudxgdojqvlsdwyraxesokzdgcwoapewkeklapptlzxny,1.0,KY,Yvp13208,36.0,United States of America,umezrfw,M,5.0,Lithia Motors,,f,MTDWMVEPCPAWIXICDDIFOCFQMSAEPZBWIDCUTRGVQFWEXE,820.0,1-125-418-9986,Montgomery,Yvpdcawsvsdhwmlfzjpzxpn,O,1944366.0,,K
xcqsdhsbuspq,Vbfhrgsucorkgvjrmankrgwtvflganmivfadwypfypsezmwofmol,,LA,bua13209,89.0,United States of America,Aogsrqatisqylrc,U,1.0,UnitedHealth Group,3.0,,LFVWTCPNIDRJUVWLEBIAJVJRIIUUOKDJPRQIGWOFZOQICXSLZCKOWQWGCEXR,618.0,1-201-025-1202,Fremont,buajifkqk,R,1780159.0,222892.0,y
pxdvrddgueoc,lyhmletkjswrpyqwbkuojiqucjrwby,2.0,NH,UTZ13210,11.0,United States of America,Nvduvrfukvdnbvomxelmunxpiuc,S,5.0,UGI,5.0,,RQBZWUDBPTNXNWGIUFFDICTDR,617.0,1-091-647-4882,Hollywood,UTZFMXXWQQCBU,U,3262176.0,166349.0,k
Pkknkmu,Twwejkigdngjpgozskarrrpg,5.0,MA,LZK13211,22.0,United States of America,Kwopixtqvo,S,5.0,Xilinx,5.0,,,481.0,1-373-651-7265,Fort Collins,LZKXQQC,O,,306796.0,
,Frxvinuvoiavymirneamoqppaegrtrrntptxmdbvkgqwerhqzcwkvoll,4.0,WY,czi13212,3.0,United States of America,cnjycdtzixqgnnabisq,M,0.0,Fred's,5.0,,Hvghesrnhrimhgocsuoaqghjxihorforvkbakuweuq,407.0,1-454-939-5074,Sacramento,czinieaidjqctskghlwftezdz,U,2728280.0,120307.0,z
Rcviwaukwvee,lxjpysgnrlyhcbcvxnrvnqsrybsjznmswzknmpbxyykn,3.0,MO,EMD13213,46.0,United States of America,Dbmhjqskihb,S,0.0,Amerigroup,3.0,M,lglhcfesmpycjbaxndnqrjcwgtziuhxwpvvtclemanhioklswlcrnzhgfbefhenrqkphlx,397.0,,Plano,EMDFTWSLAXNMG,O,2906490.0,10040.0,
Vsgaynzv,asioouoldxhx,0.0,CA,Ydn13214,60.0,United States of America,soyyiullvzfnibdr,W,5.0,Sanderson Farms,4.0,V,BTAHDXCOLPBVPZBCYGAALDCZHROHCNGCWRVSNAHOVFGWYTRRNNBVLYLATBMZZWNPUWNX,372.0,1-617-897-4085,Amarillo,Ydnnaatamejkqfu,O,1261673.0,347074.0,B
Psnko,akiuaayytfeouptnweqjwrhigxphvrdtcfrzwvvqndrovb,,AK,DYL13215,15.0,United States of America,GYDMRSMJACJUKIXSXBAIDDQDUYWANX,S,1.0,Great Plains Energy,9.0,,Vzvxvptwoownxluvhhxmsgxvotgihfttxxahmsmdexovpwscvfxffpkmqoakg,426.0,1-989-499-1969,Rockford,DYLRAMGOLQTKAQQHGCXVYPJGQBQ,,3204004.0,167260.0,
KCPKQX,soxzmqdgkagnbmtnkwmpouyhggcvli,1.0,AK,zqc13216,87.0,United States of America,Hwrrzadpajccswn,M,4.0,HSN,,m,Wtpftaovnqfpjgowuuobyxcevyjmhu,305.0,1-558-276-2476,Nashville,zqcymhnbkpawpxgcdrrkhkbteflq,O,961305.0,286485.0,I
MHHOKBF,DVJTJFWXKIYIKHKNMTKGTVF,1.0,RI,Tgg13217,99.0,Canada,QWYHEVVO,M,0.0,Terex,3.0,m,vddvedbahgmjxkaywxawczhwdxevnfely,637.0,,Winnipeg,Tggovpktn,O,3591865.0,334368.0,
Yptcomjeu,lmrkgxnmyqrxxybfwzavagtsafidxftanxyuwxismshaxuokhtyg,2.0,Alberta,WPV13218,4.0,United States of America,Qrwvog,M,4.0,Expeditors International,0.0,m,xvmyenuhkwodiasuxgsxhgvnclmvuyiyvfvegvtxcsvuqcaaujlsjhnr,627.0,1-272-432-5472,Allentown,WPVFPQBCQEPOPFZ,O,3275283.0,303880.0,M
NMIPEVTN,GLSSDTKTNORBUXVLIXSBFEBJDDBZGMABGHOINRRRFLWTIR,5.0,NC,drg13219,13.0,United States of America,Ivyasgpqtgucswlbghud,M,5.0,Ingram Micro,1.0,F,xkzukawnbxqviqnusllnycbspoprqtncsxpjvpvvthmsfgnxvtcnrihhkmvmwgxi,783.0,1-204-487-1931,Nashua,drgbinbhgldayzprw,R,1753261.0,118788.0,
Zrundf,pebcizwbscnejrlubvvhbfqfjacxuibcypaylkruawt,3.0,MT,Pal13220,,Canada,Mgxasclaoxzfnhdvndv,M,4.0,Patterson-UTI Energy,7.0,,licmqahqkcsnaadl,444.0,1-007-463-5895,Tulsa,Paltwmmrhnfltbpapimexrto,O,41495.0,137595.0,
Sufnjb,Qngwupzufumkwoqxgvsgezuvjeghapbbsqingkiubaidzjvpsoqgmpxlxkiwmylxcoalbwccvejw,0.0,FL,CLG13221,76.0,United States of America,Alfnxcuzjsnevbxcelhayesvpreuk,U,5.0,YRC Worldwide,,m,Lmdwmnbovkutejpklznwzenuxocznqhqyivnekepjlcmracmkgrfzlnq,824.0,,Overland Park,CLGWBC,R,3293734.0,439786.0,
bzpuk,LXSBOHQS,3.0,KS,Oki13222,47.0,Canada,Epzopogjhemmitobebxydnfxngpcke,S,1.0,Airgas,7.0,,oizlgjyufvmpfyckcfboqjzvbkviofvzqukkkwsanftyxvcsofsftbaiesaatfdzzogtcrnkfoofc,719.0,1-679-079-9995,El Paso,Okibhyncdldpakflgo,O,1471171.0,372132.0,u
czyda,Eptpeslvkkhjzxn,1.0,NJ,tjc13223,70.0,United States of America,ZCBTJFA,M,0.0,Core-Mark Holding,4.0,m,ATXNQUJRHEKCICABTLXEAIWOMPVJZENJOYUASSPQZKYQPLY,407.0,1-402-088-8461,Victoria,tjcbautruaowontp,O,1703685.0,246474.0,m
ZDWKNTW,JKQBYMCEZUQSHFYMMRVTPRCSSUXPDSEOTKWQUGMABBIFRGGPN,4.0,TX,Ptq13224,75.0,United States of America,Dklnff,D,0.0,CVR Energy,4.0,F,Hkfgsxkuqokunlvhdvaz,310.0,1-170-379-3020,Yonkers,Ptqdffvcdfa,O,2831305.0,253020.0,
pmcjlxxmnkx,wjqmtxhvrznjugmriaufnsrzlgpewrjuiodtonashpfusuqtufnfhkuliwprfspzdlwpiilclgfflwc,2.0,OR,KMU13225,92.0,United States of America,LROFAXPFFCRIOSCJDQHMNUPLGEX,M,4.0,Exterran Holdings,5.0,F,Etfwouvdvkjv,561.0,1-883-422-5936,Anaheim,KMULXIEBMPGV,O,249337.0,62717.0,T
Bsxbjkixkqmg,Bvshinmypqm,3.0,RI,Rlq13226,51.0,United States of America,Qrwswdqnvqlfizppxjdwqb,S,3.0,AutoNation,5.0,,bauchraluqphamesjjqmgppklpebhyehzfznincxcpigz,576.0,1-212-320-8925,Rancho Cucamonga,Rlqspsfzukoruj,O,1490270.0,354931.0,Z
Qhahudiqlub,TTDRFEAZKADPFEC,3.0,RI,Wqi13227,38.0,United States of America,Eslukxgqngitwhepkwrsvma,M,1.0,Merrill Lynch,6.0,M,Olwiytjpircbtajynrgplsuktbikftgwmjsrtqnixd,581.0,1-882-808-7773,Missoula,Wqiznzxvznsrlxvcqiodh,O,2538010.0,321357.0,
,Srahkquntnteafnnxtykjtcubamzkpffuiymhqqwdmeckjwuovzuvckaeklrzu,1.0,OR,IKR13228,53.0,United States of America,MBKRUZNXHAXXVUZEFHWMG,M,,Weis Markets,1.0,F,TZXWRHQSOEGPNIUSUXTAQSGNPECAUCXENWFPIY,,1-179-348-8927,Salem,IKRJCVKHAYPTLEVZRH,O,2290229.0,332404.0,
Evdno,Loitlhcbvomgds,5.0,Saskatchewan,Wwn13229,,Canada,Nruygwzsqlvjvpmn,U,2.0,Ryder System,1.0,F,Zyxuoxeemjhitmpchwppponqqojjleaepzhdjbecwjbvpc,765.0,1-275-891-3717,Santa Clara,Wwnmgeqxsj,U,,123130.0,
Sfwhe,QMGNLICDPRRNOBDR,2.0,WA,kwm13230,29.0,,wicwpferrdpaynjosobybft,M,2.0,Borders Group,6.0,F,JIVJMXNAGZXLQGGZFTNLLCAIXWBJTTPEIXG,632.0,1-922-869-0543,Alexandria,kwmlbunklr,O,1298796.0,269599.0,T
