AgID,MidInit,CrRat,Sta,LNa,Inc,NuCreCar,Ci,AdLi2,MaSta,NuCh,Ag,Emp,Coun,AddrL1,Ph,NumCa,OORF,NeWo
USM14350,,654.0,NJ,USMICCVRTQZCJY,320661.0,3.0,Oakland,Dvhaoqgyurcndvjtobtgxkudpnvrhsqtxvt,U,4.0,9.0,Intuit,United States of America,Zodefqumlptgvwuapxcsikojewwwd,1-724-945-7374,5.0,R,242007.0
Lea14351,M,683.0,UT,Leaoydvpypdihpruxreemzmlh,322224.0,2.0,Palmdale,Qdullie,S,2.0,79.0,McGraw-Hill,United States of America,kgejedyoyuxwtfrjcatfbnxzoilhwincluhywejpkyakxgnmkawuqh,1-576-834-0148,2.0,O,1491431.0
Stf14352,,632.0,OR,Stfkvlayoj,480261.0,7.0,London,TDURPSLNGQRXBEDLMBFMGIHQVGLHRCCVFTXKBYSJUIGWJBHLEW,M,,30.0,Energizer Holdings,United States of America,Cospsryjm,1-491-986-9352,5.0,O,2342083.0
WKZ14353,N,,HI,WKZXFVPDTDAEYVGUWA,366909.0,10.0,Savannah,hpvptsnjiijimkdkwlewxqkjattliqmttvkgzujoavrpnemdzsldjagcaxjvfwzpzmvsszqnujxkb,U,2.0,12.0,Intel,United States of America,,1-077-763-4195,5.0,R,385957.0
lsd14354,e,688.0,MD,lsdmhejcpwsikot,478958.0,1.0,Tucson,CXRTIMRHDSPNOAXJUMGN,U,1.0,14.0,Sonic Automotive,United States of America,Ueccnfmfffnvfnteojsacgunpqfbvbjbcyihbylwnf,1-324-594-6236,5.0,O,3302731.0
Qhp14355,J,588.0,CT,Qhpubxoaswy,266268.0,1.0,Springfield,UXVISTGGSFNAPBDWNUGYCDZPBGIBUSTBWNMNPIQYPKBTC,U,2.0,54.0,Symantec,United States of America,Acjugchdjygulznemslpreeqsqkcisgamtyoqusqxvjdgyqhwsbjjpkidhfwrrkgrhvz,1-964-033-6924,5.0,R,173992.0
Ozz14356,u,637.0,OH,Ozzstmwvaqdrfe,405417.0,10.0,Fargo,Diqdfkubaobqgmopblxliqapdtpvul,M,3.0,88.0,American International Group,United States of America,Fpksmnsemunilmwiwbrolhwdykpfojskdcgukshdtlqomcscoiocwilysehamgrunmxsiwdmpqszcurg,1-050-018-2160,3.0,O,980268.0
jna14357,,640.0,NM,jnaseaiqlgfhdcqiqwnurahscjl,132516.0,8.0,Bellevue,Wvqakhqejamchueaqtomqekubzbjbdyrtwpghqjnnahcxkuiacwcxy,U,1.0,2.0,Perrigo,,awauyjbtdmigcquoyhinnijerpbrlsalqhqtcshbdfpotwfkuhtasgslvdheoczpzuezhonbfupwplwk,1-675-855-7571,3.0,O,662673.0
Lpb14358,,761.0,MS,Lpboyjkcgumzrejefeqeweausclc,429271.0,3.0,Birmingham,Zsoydvmvolkvjzeh,M,3.0,61.0,Cracker Barrel Old Country,United States of America,Rtuuyvnecqpwgvpiniufcygxzhgltpenqxdcfvozwcwycpvindhuifmjjafi,1-081-314-7289,4.0,O,498358.0
UEP14359,X,775.0,NC,UEPRDRNMBCSHMOBOJY,184507.0,1.0,Orlando,oxwhvinfcgilspwvxtabjusdswc,W,0.0,14.0,,United States of America,Zcrozcwfxxwabmnirtrvenkgesqriljkhezlk,1-259-486-5647,1.0,O,3623607.0
dmx14360,,628.0,Alberta,dmxnkqxqfxwidfykquqngfuvja,,6.0,Sydney,qobhzzthjahyosrmgcxxzsgfbrprexlphnznaousytbeypphojemume,U,,27.0,Helix Energy Solutions Group,United States of America,Fytofeheitglnyithufajrktguodjjlzntlrkrfcyszavlonqnscvhlelmzwtcytr,1-959-179-8642,1.0,O,2141106.0
Xsl14361,,798.0,Newfoundland,Xsljjoc,225023.0,3.0,Virginia Beach,Eaxhzfuhoctynojhkr,D,0.0,20.0,Iasis Healthcare,Canada,Iszramhqnxqpzoqkarwhyxiaowwcybortvfcuxdczwjxcifwcvpdgwvzmgyjqwphbczqlhijpgb,1-624-202-4158,5.0,O,1477561.0
KGT14362,,,British Columbia,KGTXTFLV,438811.0,9.0,Columbus,Vjahrpujegvvajngtxddz,M,2.0,65.0,Hertz Global Holdings,Canada,PKSZVKWYVFVH,1-973-611-2303,2.0,O,2909566.0
Jpo14363,,320.0,WV,Jpoprdyjwqwbtbzpgscgxbviln,227468.0,,Alexandria,Klhsxlcwzoxivxwicdjmvn,S,4.0,17.0,Northwestern Mutual,Canada,cidyypqabrbkclyhmylotvovecjcvqdqgkdbcjnzbstioemgfazlk,1-363-980-1831,4.0,O,1178597.0
guo14364,,568.0,Prince Edward Island,guordmzuiugjetjrklg,456512.0,0.0,Brownsville,Icioajaolennvwhxwjvcpwhoewbhrktzjtdxsgvsmatkjqdwqvzvzej,U,4.0,82.0,DTE Energy,United States of America,DLDHGOOSUQQBROKFZKBAGRWRAYGCKAWDPONJMNGGMMVPOWVNDIV,1-892-994-9793,2.0,O,2831005.0
WRC14365,s,705.0,SD,WRCIJVWEYPZ,460160.0,4.0,Pittsburgh,Jiapscqkypbwdygqfanxfdkjvktnorafggv,S,3.0,41.0,Joy Global,United States of America,oiplyhijrdyvcuicsocwmpypbappfdlmcugjlpastkdeidcdsovseecuklszobqbenvakdjwh,1-285-572-7615,2.0,O,1858460.0
Vij14366,,578.0,NE,Vijktgqncgwarzrlryk,187618.0,7.0,Philadelphia,Hfmissdvcrlndkjzwxnykjwnzllpeckjkomwismkhrzsuvvjhmdfbf,S,0.0,58.0,Snap-On,United States of America,ZTZHVCQPGSRHRQBVPLDKIVDQFCGVIQLQCTAOEZSSCYECFIQKXKCEHQINKFRSSKXKFJQ,1-646-647-6992,5.0,O,3317213.0
Qej14367,,354.0,NV,Qejjhiobshocmflafkayjxixvlg,488866.0,2.0,Lubbock,Jwcmptxfucckpzjwfrihbeycyvnppyztnynkmbcesfxffabcfckafk,S,2.0,50.0,Plains Exploration,Canada,,1-555-049-5554,1.0,R,3980017.0
Tqz14368,F,668.0,RI,Tqzffzuthdlilqsqekwosdcdkinpl,444962.0,6.0,Lincoln,Okbzgexrfmmfhlzxomdznbnrymxdhcnownveupnujtplqmjbpogndjqdzvpjdaraubvaiy,W,1.0,89.0,Coca-Cola Enterprises,United States of America,bipwyjbyrvbuvmrampeicbhxvqklwxintjc,1-280-072-5238,2.0,O,3457866.0
CLH14369,,369.0,IL,CLHFJEVCAMWPUTVYM,499056.0,1.0,San Bernardino,pmimvufgdbanbksbfkxkwdnnskixdwmjxrnhwubnofunrb,U,5.0,12.0,Buckeye GP Holdings,Canada,Emgyjixvmfqefnxvljdcrpktfkqrjynaaosjgwengprfdadwrehrshsxjphjhldkzqvn,1-863-203-6498,4.0,O,278585.0
Fct14370,g,,OR,Fctklzmgeaichvsorshkfhfusmwq,98267.0,2.0,Pittsburgh,Jcnrdzthexoxhaiisrdfvrlryhrsjwulfzypodnxhuqyerhllbsyfepdalifodcpbjtsmoucat,S,3.0,82.0,Integrys Energy Group,,Vykygjpqqfyookxbntuyafgnqrrzpwxcnrdsxenjwajmkjaoapfotefqwp,1-450-733-5018,,,1459764.0
cru14371,,439.0,AZ,cruqlxotdbyjj,358619.0,4.0,Washington,URLJWWFARIZJLLWYTOJSXGBWEXXVJYCCCTKSJDVULOYVUKBPTEPDEDUGT,S,,38.0,Cooper-Standard Holdings,United States of America,Tzfekutogmwowsshojsjlodxt,1-191-360-9125,5.0,R,2679173.0
JEF14372,,640.0,MN,JEFQNMHQCMZB,474392.0,3.0,Hull,DSFCBQUQDOSWSMAZKCHGJJPWASYBVCDLVFTQISTIQZXYVQHPPQDSL,S,4.0,17.0,,United States of America,,1-961-279-7183,1.0,O,
Sox14373,,481.0,GA,Soxpkabxh,402628.0,,Lafayette,sndavpqzrukoeqlhgdxdxmbuleqkfaorqhvsgmjmtevsvffjuscwrjmrjuruxrh,D,3.0,32.0,,United States of America,kkutspcnyjjefyftxviokozayiglxllf,1-501-567-4652,4.0,U,3223339.0
Xll14374,N,356.0,New Brunswick,Xllnvbrixtvrcmhxkrvt,302042.0,4.0,Las Vegas,EIGVDDSGLPNVDVSUQOBQSW,U,2.0,4.0,Marriott International,United States of America,AUDXOXUCCVFCGYUKXHMRYLGSONPVERHW,1-235-550-7015,3.0,O,485851.0
Lsp14375,,627.0,WY,Lspxpmojrelsdhwqgkoopycqty,439973.0,2.0,Jersey City,ehxtgrzqgljieciwvbzybeivoblervdkbgdcsgpaoayjuzfxgcmf,U,0.0,72.0,BB&T Corp.,United States of America,Rpnmhlhoikiqfxqqaxibez,1-905-293-8200,0.0,R,3877401.0
Civ14376,h,399.0,DE,Civzzshubrnaxjdw,153370.0,5.0,McAllen,hydswztmvnexlrlzyeolzfmhrxnvgjbyxccblahapewkq,D,5.0,7.0,Plains All American Pipeline,United States of America,Vacfeiriranflubzheljmsuxfuerrfbudztpoxyhejskd,1-068-628-1298,4.0,O,2113722.0
Dct14377,,814.0,RI,Dctnsouvyhauidwbvnjufoue,186181.0,4.0,Rancho Cucamonga,Jnmgshzupivnujapxwobkihnwdqscrejwknjwbnoklmxrgyvut,U,3.0,99.0,Mettler-Toledo International,,,1-953-012-0279,2.0,R,1052651.0
Ggy14378,,722.0,KS,Ggybjalvjdkbriqfrytuocm,493663.0,7.0,Lubbock,Vhdmfpqsekdxaawkdyznfvrbqfq,S,2.0,53.0,PG&E Corp.,United States of America,vrneljkpeqxxcjxbe,1-613-057-0710,3.0,U,2843892.0
IZT14379,b,683.0,UT,IZTGLTSI,377463.0,3.0,Livonia,HUQXFPCURTPFUOLYPHDBWKWSERVNONFJLVNTNXJVQVJDXHQBLEBXCYBZLAUXSIRTNJAVANQJIKQHFAS,M,1.0,5.0,HSN,Canada,HJFPPTFCUNXDCXZJTCZPJKBIMLZUGQPGBBQEDKZPMKGDGQZKRHJSWKZSSSH,1-575-614-0866,3.0,O,3964811.0
Hsz14380,s,544.0,AZ,Hszetex,411899.0,8.0,Stockton,Ecshcgeihz,U,3.0,64.0,MPS Group,United States of America,Nkqlhartabft,1-539-220-9202,5.0,O,447743.0
jyt14381,,451.0,SD,jytlmbuzshe,447763.0,7.0,Baltimore,Phmuveakabsdujixtfruaurjwvxvwru,W,5.0,43.0,Lithia Motors,United States of America,PEIACXZVBKEXSSVMVCPMLUOKQTPCHDIFSSSNKACIXSCUEAABGCSFYPPXDATVEROXMYSEG,1-410-583-3558,0.0,O,3982933.0
Llj14382,,,OH,Lljrhavjuycjjopsrheuccy,484770.0,9.0,Santa Clara,rabwqpjihqpruqflcijocriv,M,5.0,71.0,H.J. Heinz,,VPIWIYDJEFXAHMMSNFKOOYQNPVGEUYIETLOJQXCTPRP,1-840-141-0267,5.0,O,1059550.0
QTP14383,E,578.0,VA,QTPJVKNUFY,73639.0,8.0,Chula Vista,Iensjorwjwaumgpizpfvmsbuuptfhltmkmxxqamtieagweqcamyauwfifrvfilfn,,5.0,87.0,Danaher,Canada,Ewaijbktrzdjiifnmbdiwbptdhtbphytuvhowbzsypbrnzkleqqcqxhrzjomgdbgfro,1-178-473-4942,4.0,O,745124.0
jwy14384,d,589.0,HI,jwyfxwqbiqdfwkoeytyk,174467.0,8.0,Dawson City,fxeybodyekybbhzlakmorphyhrmkgjthlqgyhknnxazwxabokrhjdomdteooeumvyeklizi,U,2.0,48.0,TECO Energy,United States of America,,1-120-011-3497,0.0,O,1922274.0
Pxv14385,B,703.0,WA,Pxvljkszcrvtaesmfwnvtq,197132.0,1.0,Houston,Yzrhpjxcwcgwdokldrtylxipwhsibvwaenilqhmhynspfztrlqyhnyacolszblln,U,4.0,,Mirant,United States of America,Vvzfubuenwrvjpuvcqmrbwfppduvrfgnbwrwxwzvrfleuablmdkldhwetitnznzbuk,1-485-725-8328,4.0,O,
Ijh14386,i,767.0,AK,Ijhxeherchgn,467114.0,4.0,Sherbrooke,INRNTWVMATIRXFSZXXMSDOWMAQYMGYPHQETSWAPRQNYFP,W,3.0,86.0,Autodesk,United States of America,NYRRLXSXXBKYFNUUDDFBEVDLACELEZDRVVDJPLX,1-108-046-2284,1.0,O,1316528.0
Sen14387,v,818.0,DE,Sengomeyhvrorbtk,317019.0,8.0,Alexandria,MWAWNXLNTEZFBAGNICEPWMSVLQMTXOYOLJWBJDJILANHNOVOONHEFEOLJYVLMRBYGTY,S,2.0,1.0,Textron,,HJXGKIAZAUJBEW,1-064-669-7551,4.0,U,3996579.0
Gxr14388,Y,848.0,IL,Gxrrmpnn,382645.0,2.0,Riverside,Todigsmgotnlygwfvkehktzpebxlowoolmfjfqjgyzddmclvhfrtgleggbsjndunvbwjxvy,S,4.0,55.0,URS,United States of America,Zkiambhfctzcloewsddegqrjztcvxfdpvkuhbwkhughuwbxtfkfxwpa,,1.0,O,1190286.0
TGW14389,c,453.0,CO,TGWGSWTQAMBNJ,441559.0,4.0,Santa Clara,QHRPRCMCCFHYYCFGXRBPPUBOJPFWCNZPEIFNMLQWCFJZRHSONQFWCXSFHHPCA,M,,15.0,Spectrum Brands,United States of America,Lscneataehiobxqhuxvsaskgswzjwkctbzpxvceyyjgfmevpjagusgddbianryiwldqnse,1-595-070-4717,4.0,O,3731400.0
Elc14390,,393.0,NE,Elcqaofyrfmozodk,42506.0,7.0,Irvine,APDOBXBLWKTTSMCLGIJWRCNXRZ,W,4.0,94.0,AGL Resources,United States of America,LHYPOLYDTXOLOORXGNDVHAVXDSQJMGPWGCKLVUOGPHPZYBQMIWSIRLAFK,1-767-052-9555,0.0,R,221386.0
RHN14391,,773.0,MD,RHNXOWHYYAALLCE,285530.0,9.0,Costa Mesa,NGBSIRQZDIPHDFBLUSQYWBEGHIZ,M,0.0,80.0,Comcast,United States of America,xgkvelby,1-843-997-2048,3.0,,632839.0
Lny14392,,428.0,MO,Lnyvhmrmidl,165938.0,6.0,Newport News,DUDUZPSVKKLXGAHPXVUETRLEJQHCOGSKMJPRNRRLUHCPFSHDBPGWEKGVIBNZDUUO,D,,,Tupperware Brands,United States of America,WEOONUCQJDDEHUNJ,1-627-346-4752,2.0,O,617692.0
peg14393,,300.0,IL,pegaktzkckbcvjsdpbacebylub,228600.0,6.0,Charleston,YPENNVRZGIHXFBMMNESNE,S,5.0,76.0,Snap-On,United States of America,abwamywv,1-661-236-7444,2.0,,939163.0
Yrv14394,v,307.0,NY,Yrvkuulsjcl,123413.0,5.0,Reno,,S,3.0,27.0,Molina Healthcare,Canada,BCKETHDKJZBZSYSYCDVYUTDRDQATIMZMVWSPIZUEAGGERYGKZQHXEENRLAJALTDUDUGJ,1-174-930-3420,3.0,O,223537.0
vtk14395,w,782.0,MN,vtkrvbqzupxswhkm,344417.0,4.0,Hilo,,W,3.0,97.0,Michaels Stores,United States of America,Oaufknodmdchsouetkmadwuybjunwxlkibgdakxva,1-504-327-2209,2.0,R,3022300.0
los14396,I,776.0,NM,loslnnoxgjpgfywlbxcteofbj,17690.0,3.0,Windsor,dcrokjvbmecnvgsrkmkcrfblvmycmc,M,1.0,22.0,GMAC,United States of America,Czmfuvxngwuwepmfdnydnkctzkjokrlqjlhevrqdcnotsjkihsvdzyrzqxurb,1-773-162-0677,4.0,O,
Kws14397,W,486.0,ND,Kwsctbnhoditfnncagaelbybwyz,339484.0,9.0,Eugene,Dixaqoopbgmwunxnpwrqtlwqogwnyvzzhfqfstcamoktskdparqmgrvzenoqzlowzedfu,S,1.0,63.0,,United States of America,,1-124-339-2590,2.0,O,3612621.0
Zqf14398,,665.0,Saskatchewan,Zqfsnjskazniheeqcfoiq,88344.0,10.0,Philadelphia,Flhlgcgrgc,U,1.0,63.0,American National Insurance,United States of America,CHSVEYZHBXXGMSAHOHVYHXGDOZDCUVZHAZSQMBSGNGWUUZQKCCBMHCBACCMRIARJDUTKEZFESJB,1-665-186-6426,3.0,R,2125666.0
MPT14399,W,461.0,MO,MPTQOAHUJCWM,392499.0,5.0,Baltimore,Rvnvcqsvegkazjcexrjtcwdsbpmsanwvkfcgqbdiozpxjbbbvmnscwlp,M,2.0,52.0,Radian Group,,,1-235-882-0397,,O,3797853.0
egs14400,,835.0,Saskatchewan,egsigvgymkocnxov,276525.0,8.0,Laredo,webehlsdprkyiheduvxbohshqwezbzftnmy,S,2.0,49.0,ProLogis,United States of America,Hgwzxbbkgkfgrkodxxdnicndkaztzmmikmosoqwpogq,1-322-746-5011,2.0,O,
Enq14401,,344.0,WY,Enqgnbeod,440288.0,3.0,Toronto,gvguutqeeuxeyaeawxsurxcyxabfyzqedtfoumivbnqzspidsqxoccbyhoehfrtscsnhefjs,M,5.0,65.0,Brunswick,United States of America,Cunlibgxvaovxodoflnhwljt,1-896-529-8169,1.0,O,997085.0
PYJ14402,,370.0,IL,PYJZHVQSWAWMO,308589.0,6.0,Fontana,Fbngoxkqcqzdxtqkqwrgpgjqsgprwzupjlbkckttwguyxablmirlmulbdbyeeboyexmdrfs,M,2.0,77.0,Lexmark International,United States of America,rojqpwgglenkvffdoobmomdgkmrdgjocpeekdejjbedincgyvqc,1-619-560-2386,1.0,R,605329.0
bpm14403,v,323.0,HI,bpmgake,221003.0,6.0,Sunnyvale,nyhrvsthgirakehntgowzyxwxlrfxfnhwfgspsenrrwtgfygzewfcwf,W,1.0,57.0,Paccar,United States of America,,1-130-474-9643,3.0,O,2245371.0
lhr14404,F,644.0,MN,lhrbbgqmxewlyiwbqcgmkjwigd,67392.0,2.0,Waco,Guimembcgqcawrkelddurcvpiliokjnqdzpjdgwilsbjoxtdzegcptkh,W,3.0,8.0,,United States of America,CQXAHCPOTXNWQAQCONSXDGEQBBWGGDGFXHATAHLBBINZHJPAKKPZMZVYH,1-587-078-5058,0.0,R,3794676.0
Xyk14405,,830.0,Saskatchewan,Xykcrvpriztktmj,430609.0,0.0,Miami,Rlqohqrxxowbyqhkkuleledrvpvwnmunbgxt,U,2.0,73.0,,United States of America,LOGHBVAKTZRSZRAYWKABJGRHWUSLDDAPYQVEIZMLEBDBFXDSJMLXRCPFECFGHTZPWLSGRBM,1-252-358-8043,0.0,O,3498774.0
gmu14406,k,609.0,MA,gmujwn,,2.0,Biloxi,XQVJUFRKBFSPZCXRULHQJMOIMVPYICWIRMNQWEXTRWKKNKHOAYXNVUOJJDKTIOQNKHHGSBBNUEK,D,1.0,4.0,Invacare,United States of America,Rersbtvtughhyqkmpqwtkozpkygbgxwhuuehzuonygszsgdrnmewzjeaijaeq,1-645-646-1576,3.0,R,962290.0
XDZ14407,,534.0,WI,XDZCVLWRLCKZQF,,3.0,Savannah,OMPWNTMQKIPW,U,5.0,24.0,Dell,United States of America,Akuvwkznbpjtpcehllbrupwjs,1-732-421-8341,4.0,O,2649797.0
FCC14408,,390.0,CO,FCCLRLYWSAKVXXUUHADD,91881.0,5.0,Buffalo,Kkomecduidytliaabimqpeezbqaqlfhvscuqnpdjbbfeatmpmdsmyhnstjhveqghukpfb,S,3.0,53.0,Air Products & Chemicals,United States of America,IZBKXVBCLZOELWVDCWZOSEOHEKDS,1-717-254-4033,5.0,O,1949816.0
LQA14409,,406.0,UT,LQANBSAHCFCPYISIT,335545.0,6.0,Torrance,RLEPTRLOSFQYCWEJSISQYKYYSWUILKV,M,3.0,52.0,Anixter International,United States of America,LDVRYAAHHVNHYA,1-846-170-8026,0.0,U,1987244.0
VRM14410,F,636.0,VA,VRMUDNFGJLSRAQDI,466209.0,6.0,Chula Vista,dkxbifhntsquobobare,M,1.0,31.0,Omnicare,Canada,Zjqotxnlkkpasvuhywqus,1-124-004-8682,1.0,O,3860493.0
Fup14411,Z,757.0,TX,Fupkzeuao,233521.0,4.0,Cleveland,fkzctincptvwhfucpppvkymcowvcoeolpemecuqqyfyrwfujjneyofwlqaarnvryvwdnliyqjgeitob,M,1.0,15.0,Robert Half International,United States of America,hvsjiakwpxdviptyywnwkzait,1-513-119-0420,3.0,O,1147099.0
fth14412,,513.0,ME,fthscfcpfsfbysi,427500.0,3.0,Fort Wayne,Pboglvdmsrtvz,U,5.0,24.0,A. Schulman,Canada,trubugkqxhdspihznoqkvnvtqjohu,1-756-966-9228,3.0,O,1791021.0
Ghx14413,,810.0,VA,Ghxbzxmrtzthiasq,264456.0,2.0,Pittsburgh,DUQHGOANOMRGAUBFXRXAQECRGAKWTMHCAQXBAEWHTJAUJPWPYHZHU,M,0.0,8.0,Varian Medical Systems,Canada,GWVCJNAILZXXAWXBJQQOTCSEVUIFBOCKIJJNYLME,1-538-366-1984,4.0,R,1466584.0
POM14414,v,756.0,MI,POMUGHPJTFF,281839.0,2.0,Sioux Falls,Ixypwmcvmcfvfqznvpqyipxvfr,D,0.0,15.0,Portland General Electric,United States of America,hnrmkoibxmvuwebikcphkfcuyjbkuukkvliuspfkdhfouudevait,1-375-648-9313,0.0,O,2946602.0
Guh14415,L,,UT,Guhdpoljwudyvrvm,,4.0,Biloxi,YMPUPSJBBGZDKJMSWLHMORJBCWYPXFVFIJBSQLLWPDCFRU,U,2.0,52.0,Pilgrim's Pride,United States of America,qtczgkfquezacjfkzpppnvfofhsgwlcwnpycnzkbqtmamzhlifgklaayriffavodfsffao,1-764-019-9328,5.0,U,1185601.0
uke14416,,659.0,KS,ukezoajdewzuxiervbjdyjav,264217.0,8.0,Fort Wayne,HTAAKKU,D,2.0,68.0,Wynn Resorts,United States of America,WFINKBJLTFTOLBRXDOQPCDGVMCQTSM,1-095-539-6359,0.0,O,36774.0
Iyl14417,e,733.0,NM,Iylvb,27104.0,5.0,San Bernardino,Rewbhaheykytockkthgsfoltnfdaoludqialpfgsonzpudqaxfqxcioud,M,4.0,61.0,Family Insurance Group,,ljgbdjwaabqwureolhkfnzpsqbhxzlafclpqqpiwallxdcceocpmgvjwxdbczxi,1-625-459-5085,3.0,O,2557767.0
Elo14418,q,746.0,MT,Eloyhjrrnysadtpfvicpdukhsgdnru,198635.0,10.0,Garland,AFGQBTRKBTOAGTTHQJZJDHCVIUWZPXJBQBYHSEHGDVNSLYDFGDZUDUANSCOLBZFC,M,0.0,9.0,Watson Pharmaceuticals,United States of America,xjslvchmhwtltlednepvqwmioocgrvggtajomelaiyrlktaqvizzfqedfcjaoakjhptxzfhdkc,1-429-446-1718,4.0,O,961558.0
Gxq14419,L,593.0,KY,Gxqllrhhvlos,17675.0,9.0,Santa Clara,Bstpqulwuorclnra,M,4.0,59.0,Peter Kiewit Sons',United States of America,Tejpjmjlazpzqhjjzmvvuhjter,1-081-187-2160,1.0,U,2389496.0
Drm14420,,495.0,WV,Drmjlqnkwfogyctueuivjzl,128905.0,6.0,Manchester,XUWMJXXMMAFBOJZDVPILZUQTSFGPPVLNRRAZASZUQLPUS,S,2.0,98.0,,United States of America,hzyupwzelwvegiqdpmldhxysjwlsfsawmcaxtehyvzkrfcgeaadrkbpaldn,1-167-750-3875,3.0,O,2462830.0
Uhe14421,O,424.0,Saskatchewan,Uheyokiaeaxwlyfeprehuaewkq,307448.0,7.0,Rochester,Kpppgjixbi,M,1.0,,Boise,United States of America,Frwonvtcsdrjrs,1-430-040-6867,4.0,O,2623588.0
svq14422,d,344.0,ME,svqvatxgvyewoxgm,411546.0,10.0,Pueblo,Whrptfsiajmpekxbofnurny,M,0.0,10.0,Lam Research,United States of America,DSCLKFXIGBHLOHXWSPGMTFCRVUGQPQAYVOUQWVYOEXPPTRIVLVKZPDIHORWSSXNYKK,1-888-844-9831,5.0,O,2946688.0
Hqd14423,,839.0,British Columbia,Hqdsrtvagrnx,194697.0,4.0,Whitehorse,Dhdruanlaqkcyequrhnxaukjbaxrxnbyqibvvxpassgliqyjngkug,M,4.0,58.0,Nvidia,Canada,Vlufmvhffgihfjjvisqnjdfdlmrxcryakwxqnievdgcgzdkpcgpwsjkovyxgcjhhsj,1-965-373-2849,5.0,O,739992.0
Flm14424,,523.0,OH,Flmdrcnvkfvfkqjgb,317823.0,3.0,Des Moines,DIZOCMKPDNBDIZEEERZDFLHKZNKTBSWBUKFWPQZQXXWRNTOXAPTUFPLGUCRQXSWOYHGRRNOWNCBJVT,M,4.0,72.0,Ameren,Canada,Jcbajhfbkotneipfpahyugogmkjfwmpigfystkfjgvvonopuicrcx,1-165-726-7840,1.0,R,1499108.0
siy14425,,403.0,AZ,siyznjp,298980.0,1.0,Moncton,Doqtiwwqdhhgzvmxrbfqxsvsnlptzzduiwdspnflsxwvsxr,M,4.0,64.0,MDU Resources Group,United States of America,Partitgkhtxoapmkqrmokbrdbbgcrrlkqkuttqwlsdnncmqegrlcgzrxjkjypdyhuriuhezcaadhh,1-081-472-4861,3.0,O,3679780.0
JOU14426,O,779.0,MS,JOUVZHYFELJPZEKSSGR,108872.0,9.0,Manchester,Stvmflofippvinhxywkeqpwwjqhtlpsackxorccipbvdkxfshbfkmzxajjoszgribqsgvhrwudnqqiba,M,,75.0,Manitowoc,United States of America,gslwsqjaxtpqqwsnacfyyuczqpglbmtruoeoivsilvajnwqqbdekytlordmayvsmm,1-354-015-5055,5.0,R,1044972.0
VEK14427,,823.0,OK,VEKQWPGNULVIPQIIAGRFA,445146.0,4.0,Springfield,Cgqehgeaqzymyibbraxqserlzohtkqphhrhxu,M,2.0,32.0,Delta Air Lines,United States of America,ngumqtljkvwcjpfhmgxbpuplsgkuoozjjogdqmzythwfgnmqxpql,1-015-518-1058,2.0,O,2109185.0
wpy14428,O,434.0,OH,wpybpk,374383.0,9.0,Pasadena,ALLIBGHTNXBPBHBVEPFYTFJQVEBDAFEEEROMJS,M,0.0,18.0,BearingPoint,Canada,mtyqtnzjymkdbldefrxhughwuwulzrzivjhwthafpekessngzsguxjzxosx,1-864-431-4884,3.0,R,1925304.0
vxs14429,t,316.0,Quebec,vxsflsmclancnwjrpmiafcxgvsjiqv,265640.0,9.0,Biloxi,lqqzngcunvbrnguqfllaizlnyarwkbbbhiqsrchbdxgywortfr,S,5.0,36.0,AT&T,United States of America,Pffwvowjvarepmgporbpvocomsv,1-588-732-5233,5.0,,3771856.0
DID14430,,356.0,MS,DIDDWWQEUICV,491569.0,3.0,Topeka,UPIPEIAXBTNESXHFWSJURXZWPPKOAJYMCMOJOBOJIVUXRT,D,2.0,77.0,UnitedHealth Group,,PZABSALIGHUEPCMJJUBZFCVHORWEZLUAPWYYJDWDURPMGAAEHIOVIJRYQLCQKU,1-585-479-3947,1.0,R,456803.0
qmb14431,,716.0,MI,qmbflcilpdzzbgt,86179.0,8.0,Montgomery,abvxkwtpptwveiuucymxcpytvecdsiipkybxeuiujhxuivnbbhsqnbvrelakybfauhshhsjl,S,1.0,30.0,Ryland Group,United States of America,Ujlvimjadwxwjqouawtitznmrag,1-782-909-7372,0.0,U,2319354.0
Sbq14432,,632.0,Saskatchewan,Sbqcddqnsptuvbvvut,287461.0,3.0,Inglewood,Vkfqwfqrjogvhfubgfrpgsffrqofgbsxpvjfipcklakutasekvllihjbe,S,5.0,83.0,Sears Holdings,United States of America,Tjujxizoqyqtarpjktlhdjtqnxrpbracvweigujooggjjx,1-738-725-7861,5.0,,3118808.0
Lkd14433,,714.0,Newfoundland,Lkdra,42412.0,1.0,Montreal,ktcegsmrqxqiivlgpyhppjdzxsdkgzsnhptxuu,,2.0,35.0,Wells Fargo,United States of America,Bagtxjbqjonabpbsrnalamwukfvihopwtvsuwqkhafayzgvxhlkxgqcgazfjsqtjqutrcplphzcfh,1-561-107-8245,5.0,O,1543509.0
XIR14434,,349.0,NE,XIRBJIY,,6.0,Montgomery,Fwxqjgfyawdcush,W,3.0,92.0,Simon Property Group,United States of America,Vvjjk,1-913-263-2152,0.0,O,1884351.0
Mxh14435,R,371.0,NH,Mxhjymy,417262.0,5.0,Columbus,Imwrdkxnvddkldoetucsqiaacqjkvcmaoaqlkgyojlhxslmgbnetrbgksmrf,M,5.0,99.0,WABCO Holdings,United States of America,Gutmrwkudnxpuhvriodsvfaxvqjqsunmslpibgjloznjmzgedeaiihhmykb,1-700-227-1446,0.0,O,1349046.0
