gncd,mrtlstts,g,ncm,crdtrtng,ddrssln1,phn,gndr,nmbrchldrn,ct,cntr,stt,nmbrcrs,wnrrntflg,mplr,nmbrcrdtcrds,ntwrth
CAL1256,S,25.0,,783.0,23975 morton rue,1-418-964-5696,,3.0,Lubbock,United States of America,Newfoundland,5.0,O,Modine Manufacturing,3.0,
CON1257,S,73.0,170437.0,514.0,22345 4th east,1-727-518-0923,,5.0,Chicago,United States of America,New Brunswick,4.0,O,Maxim Integrated Products,2.0,188852.0
Van1258,S,33.0,269584.0,395.0,7626 clint west,1-424-230-7510,F,1.0,Gary,United States of America,ID,2.0,R,Brink's,6.0,697983.0
Nov1259,U,89.0,172183.0,431.0,17107 university court,1-158-972-9762,M,,Independence,Canada,SC,1.0,U,American Financial Group,1.0,2682855.0
ACK1260,M,8.0,35385.0,402.0,881 vance jackson south,,,1.0,Little Rock,United States of America,TN,1.0,O,Regions Financial,,2101299.0
PAT1261,D,36.0,223383.0,657.0,18723 ethridge park,1-921-154-5804,F,0.0,North Las Vegas,Canada,Alberta,0.0,R,WABCO Holdings,10.0,
Piz1262,M,4.0,159693.0,663.0,15591 camp bowie way,1-845-232-0939,m,3.0,Fargo,United States of America,Newfoundland,3.0,,UAL,4.0,3419489.0
Mof1263,U,21.0,311444.0,748.0,17132 MIDLAND RUE,1-310-011-8087,,2.0,Cincinnati,Canada,NJ,3.0,O,General Electric,2.0,1927419.0
Dru1264,,29.0,285802.0,794.0,17027 9th road,1-367-411-5545,,4.0,Orlando,United States of America,GA,5.0,O,Collective Brands,5.0,2476124.0
IOA1265,M,32.0,423642.0,800.0,21177 norfolk way,1-071-995-4878,f,5.0,Simi Valley,Canada,NV,0.0,,Duane Reade Holdings,5.0,3524149.0
Win1266,S,65.0,414724.0,716.0,3833 PRINCETON CRESCENT,1-944-859-5982,m,2.0,Stockton,United States of America,ND,3.0,O,VF,3.0,2826334.0
CUL1267,D,41.0,103095.0,685.0,11460 briar forest lower,1-500-161-2282,,4.0,Denver,United States of America,WY,5.0,R,Quest Diagnostics,2.0,627765.0
Rol1268,S,4.0,251608.0,467.0,2803 clearwater north,1-900-782-2828,f,4.0,Ottawa,Canada,New Brunswick,4.0,O,Amazon.com,3.0,2079617.0
Dav1269,S,,466631.0,424.0,3124 CONGRESS PARK,1-688-722-3100,,1.0,Santa Ana,Canada,ND,5.0,O,Cooper-Standard Holdings,8.0,2440307.0
flo1270,M,40.0,319611.0,719.0,23318 grandview street,1-663-949-2542,F,4.0,Fresno,United States of America,HI,3.0,O,Raymond James Financial,9.0,494497.0
Nar1271,D,23.0,31336.0,460.0,21976 broken oak lane,1-704-752-9592,,0.0,Newport News,United States of America,AL,4.0,R,Waste Management,4.0,2449007.0
DEG1272,W,78.0,234270.0,503.0,5623 memorial rue,1-829-463-0846,M,1.0,Cedar Rapids,United States of America,MD,0.0,R,Patterson-UTI Energy,0.0,1061532.0
AL1273,M,80.0,441616.0,781.0,6404 pharr park,1-956-266-9575,m,3.0,Augusta,Canada,PA,5.0,O,Fidelity National Financial,9.0,3947420.0
CRA1274,M,7.0,199969.0,389.0,4065 pampas south,1-793-652-0399,M,3.0,London,United States of America,OR,,,Brookdale Senior Living,5.0,323615.0
ste1275,M,11.0,104211.0,472.0,16047 linwood north,1-444-570-0151,,4.0,Salinas,United States of America,NM,5.0,R,Nalco Holding,10.0,2578863.0
Fal1276,S,,125783.0,,24990 conier park,1-270-102-2156,,3.0,Fargo,United States of America,New Brunswick,5.0,O,Dillard's,3.0,2330950.0
Erb1277,M,10.0,386913.0,,2295 bonnie brae upper,1-088-500-6364,m,2.0,Overland Park,United States of America,FL,3.0,,Hess,,1028958.0
Egn1278,U,95.0,434919.0,435.0,19305 crystal hills lower,1-002-204-0709,f,2.0,Aurora,United States of America,WV,1.0,O,Medco Health Solutions,1.0,591978.0
Tah1279,S,11.0,409171.0,345.0,7477 cone way,1-560-601-9858,,5.0,Huntington Beach,United States of America,NJ,0.0,O,H.J. Heinz,5.0,1566884.0
Tog1280,U,74.0,35973.0,845.0,6372 plumb drive,1-003-740-6871,m,4.0,Cheyenne,United States of America,MT,4.0,U,Allegheny Technologies,1.0,2233915.0
ing1281,,8.0,496333.0,583.0,22133 WESLEYAN WAY,1-483-304-6077,,2.0,Bismarck,Canada,WI,0.0,R,Perrigo,0.0,1697753.0
Dac1282,U,39.0,34940.0,410.0,15621 yaupon lower,1-018-689-7394,,4.0,Syracuse,United States of America,AR,5.0,R,Texas Instruments,1.0,2281290.0
SEA1283,U,36.0,433355.0,743.0,22422 inman way,1-945-171-3526,,3.0,Chicago,Canada,DC,,O,Gannett,4.0,3872337.0
Ert1284,M,10.0,204073.0,316.0,17043 GIBBES ROAD,1-990-496-1766,,5.0,Newport News,United States of America,British Columbia,0.0,O,,7.0,2092159.0
Cay1285,D,73.0,311152.0,690.0,2063 KERRY LOWER,,f,2.0,Jackson,United States of America,NJ,5.0,O,Dean Foods,3.0,1311610.0
Wil1286,U,56.0,140649.0,448.0,311 pike south,1-017-610-2976,M,4.0,Ann Arbor,Canada,IA,0.0,O,T. Rowe Price,1.0,2854213.0
Reg1287,U,90.0,133125.0,517.0,19133 fox grove east,1-215-714-0481,F,4.0,Allentown,Canada,FL,3.0,O,Gardner Denver,10.0,503224.0
mer1288,S,64.0,424101.0,787.0,7785 rusk boulevard,1-035-789-6847,F,3.0,Toronto,United States of America,RI,3.0,R,Delta Air Lines,3.0,2678386.0
Squ1289,D,6.0,60208.0,543.0,3967 bedford crescent,1-651-228-6591,,4.0,El Monte,United States of America,British Columbia,4.0,O,EMC,8.0,1823472.0
Gas1290,M,4.0,382836.0,639.0,17213 TOWERWOOD EAST,1-987-819-6633,,5.0,Richmond,United States of America,CT,0.0,O,CME Group,10.0,3929702.0
Owe1291,M,97.0,151861.0,730.0,3872 milam way,1-683-225-8085,,0.0,Little Rock,United States of America,Prince Edward Island,4.0,O,Lincoln Electric Holdings,3.0,2039071.0
agh1292,U,,71838.0,374.0,17002 montfort north,1-776-096-9636,M,2.0,Macon,United States of America,Manitoba,2.0,O,New Jersey Resources,4.0,3295828.0
per1293,D,45.0,13393.0,307.0,2384 LAREDO ROAD,1-738-161-5093,m,0.0,Honolulu,Canada,IL,,U,Valassis Communications,8.0,408058.0
mar1294,S,62.0,48174.0,420.0,19875 keswick avenue,1-661-702-6449,m,5.0,St. Johns,United States of America,SC,0.0,O,Hexion Specialty Chemicals,4.0,2402816.0
Poy1295,,60.0,291845.0,607.0,10666 TRAVIS WEST,1-506-342-0828,F,0.0,Nashua,United States of America,MD,3.0,O,Old Republic International,5.0,3276957.0
Nor1296,M,31.0,114680.0,510.0,12957 MIDWAY PARK,1-297-444-5533,,4.0,Huntington,Canada,CO,4.0,R,,1.0,1989523.0
Pre1297,U,98.0,402704.0,313.0,8954 bagby north,1-797-072-5206,,,Winnipeg,United States of America,FL,1.0,R,AGCO,7.0,3405299.0
ing1298,S,81.0,176331.0,672.0,23961 hughes road,1-982-829-3696,,5.0,Santa Clara,Canada,ND,2.0,O,GameStop,2.0,2615638.0
YER1299,M,45.0,369094.0,531.0,926 NOLAN DRIVE,1-142-222-3994,m,4.0,Mount Pearl,United States of America,WA,0.0,,eBay,6.0,1007245.0
Lya1300,M,26.0,13493.0,352.0,3271 ELM WAY,1-029-545-3628,f,4.0,Baltimore,Canada,MO,0.0,O,Cummins,1.0,2654937.0
Bos1301,U,25.0,353507.0,431.0,327 CITY VIEW LANE,1-521-945-7110,,,Salem,United States of America,VT,3.0,R,Systemax,3.0,3834204.0
Mcd1302,U,96.0,254075.0,413.0,10093 mckinnon north,1-321-041-0384,,0.0,Lincoln,Canada,Ontario,,O,RadioShack,9.0,1223723.0
VII1303,S,18.0,312305.0,682.0,11650 brielle boulevard,1-534-030-4476,m,1.0,Great Falls,United States of America,WY,0.0,O,Service Enterprise Group,5.0,406806.0
her1304,S,56.0,483335.0,487.0,21286 taubman park,1-053-195-2833,,3.0,Paterson,United States of America,GA,4.0,O,BearingPoint,6.0,839378.0
May1305,M,49.0,,554.0,6094 alonzo lane,,M,5.0,Toronto,United States of America,MS,,O,Worthington Industries,7.0,414126.0
Hal1306,W,79.0,273949.0,552.0,20658 kerry south,1-877-535-3350,m,5.0,Yonkers,United States of America,PA,1.0,O,NiSource,7.0,3220146.0
STE1307,S,87.0,95144.0,704.0,5954 hazard way,1-254-886-9051,F,0.0,Coral Springs,Canada,NY,4.0,O,H.J. Heinz,1.0,1359422.0
Haa1308,,10.0,145720.0,,3063 howard lane,1-989-937-7865,,4.0,El Monte,United States of America,MT,1.0,O,Consol Energy,7.0,2734888.0
fle1309,U,46.0,436686.0,477.0,18395 bledsoe boulevard,1-169-112-7924,,3.0,Dayton,United States of America,LA,2.0,O,Valero Energy,5.0,1272562.0
wal1310,U,48.0,452738.0,329.0,2419 sherwood lower,1-299-733-4392,,5.0,Lincoln,United States of America,HI,2.0,O,United Services Automobile,3.0,
mor1311,U,93.0,145288.0,831.0,15465 cliffbrook west,1-084-315-4415,m,3.0,Sherbrooke,United States of America,OH,4.0,O,DRS Technologies,8.0,3847425.0
jan1312,U,50.0,221882.0,620.0,19492 lyons court,1-414-818-1188,M,1.0,Shreveport,United States of America,MI,1.0,R,Mueller Water Products,4.0,3025982.0
van1313,M,31.0,14405.0,485.0,17212 lander south,1-983-209-0286,,3.0,San Diego,Canada,ND,4.0,R,W.R. Grace,8.0,2521783.0
Rou1314,M,42.0,491148.0,349.0,16552 fresco south,1-228-142-7457,F,4.0,Oxnard,United States of America,GA,4.0,O,Foot Locker,6.0,3003955.0
TAH1315,U,41.0,439539.0,710.0,6580 bingham avenue,1-519-379-3422,,5.0,Augusta,United States of America,AL,3.0,O,Boise Cascade Holdings,4.0,1528063.0
Gli1316,M,33.0,464637.0,,15880 chestnut rue,1-009-463-2794,N,3.0,Hartford,Canada,Alberta,5.0,U,Rite Aid,,209853.0
Fil1317,M,49.0,364193.0,392.0,17536 frostwood crescent,1-126-781-5775,m,0.0,Pomona,United States of America,IL,5.0,O,Capital One Financial,5.0,
De 1318,W,4.0,32958.0,354.0,14506 ABBOTT WEST,1-313-460-9270,,4.0,Orange,United States of America,VT,4.0,O,Marshall & Ilsley Corp.,,3058804.0
Let1319,U,14.0,82412.0,529.0,15258 winter oaks boulevard,1-798-356-4562,,3.0,Palmdale,United States of America,TX,2.0,U,Mattel,4.0,1606513.0
Shi1320,M,38.0,288984.0,509.0,20920 balmoral north,1-938-878-2878,,5.0,Salt Lake City,United States of America,OR,2.0,,,9.0,3540880.0
SHA1321,M,70.0,107831.0,764.0,9137 QUENTIN BOULEVARD,1-650-311-9912,,4.0,Oklahoma City,United States of America,CT,4.0,O,National Oilwell Varco,6.0,2718726.0
Gur1322,S,60.0,84588.0,412.0,11828 butler park,1-077-572-2066,,3.0,Tulsa,Canada,SD,0.0,O,Unified Grocers,4.0,2710048.0
But1323,M,9.0,426245.0,695.0,7409 lexington lane,1-346-199-2974,,2.0,Ontario,United States of America,OR,2.0,O,Northeast Utilities,5.0,3592521.0
Rag1324,S,88.0,113699.0,391.0,2792 pike court,1-196-113-9442,,1.0,Toledo,United States of America,ND,5.0,R,Patterson-UTI Energy,0.0,
Ban1325,M,1.0,197182.0,595.0,16022 burrell avenue,1-055-835-4448,M,0.0,Lexington,United States of America,Manitoba,5.0,R,Int. Flavors & Fragrances,10.0,292441.0
Kab1326,W,50.0,386956.0,597.0,165 columbus park,1-145-039-7694,F,5.0,Cincinnati,United States of America,Manitoba,5.0,R,Universal Forest Products,7.0,3654357.0
CHE1327,M,53.0,225457.0,555.0,21245 weller way,1-310-774-3571,,0.0,Indianapolis,Canada,NV,3.0,O,CBS,6.0,1100613.0
Ude1328,S,47.0,51599.0,356.0,18008 elm south,1-340-508-5627,F,3.0,Memphis,United States of America,CO,1.0,R,,3.0,1105369.0
KUH1329,U,86.0,28939.0,444.0,6860 EMMONDS DRIVE,1-664-932-3141,,2.0,Manchester,United States of America,MO,1.0,,Ruddick,9.0,482261.0
Moo1330,D,54.0,105731.0,529.0,3312 plummer street,1-982-742-5390,,5.0,Manchester,United States of America,NM,5.0,U,BlackRock,5.0,3331401.0
has1331,S,27.0,331132.0,537.0,10253 OAK GROVE AVENUE,1-524-674-5759,M,4.0,Dallas,United States of America,DC,2.0,O,Hanesbrands,9.0,72664.0
bho1332,S,93.0,185551.0,317.0,19435 montfort road,1-017-641-6223,f,5.0,Providence,United States of America,VT,1.0,O,Molina Healthcare,8.0,1895204.0
Pag1333,M,31.0,371975.0,434.0,512 northland street,1-172-121-1695,F,3.0,Akron,United States of America,LA,2.0,,Allstate,1.0,40488.0
Van1334,M,78.0,455111.0,309.0,14705 waldemar boulevard,1-559-078-8057,f,3.0,St. Louis,United States of America,NC,4.0,R,Biogen Idec,9.0,3234538.0
Fur1335,U,35.0,313217.0,384.0,19748 alexis upper,1-355-616-0205,M,0.0,Fort Collins,United States of America,UT,1.0,O,Deere,9.0,1927631.0
Car1336,U,19.0,185298.0,840.0,10959 throckmorton east,1-118-904-8413,f,4.0,Las Cruces,United States of America,OK,5.0,R,Realogy,4.0,875273.0
bry1337,M,72.0,228379.0,469.0,23949 SCOTCH PARK,1-622-678-7594,m,5.0,West Valley,Canada,WA,4.0,R,Sprint Nextel,6.0,1800722.0
Ahm1338,M,38.0,496565.0,746.0,15263 ridge creek avenue,1-706-053-4885,,2.0,Fort Wayne,United States of America,NC,1.0,U,Sauer-Danfoss,8.0,2317949.0
Spe1339,W,36.0,64482.0,521.0,10585 jensen park,1-745-265-2000,,0.0,Winston-Salem,United States of America,WA,3.0,O,Key Energy Services,8.0,3889367.0
God1340,D,5.0,475046.0,843.0,1968 lemming lower,1-855-485-3690,,3.0,Sterling Heights,United States of America,HI,1.0,O,Nalco Holding,3.0,63801.0
pla1341,U,59.0,30917.0,846.0,18947 fresco lane,1-487-695-6602,M,,Washington,United States of America,TN,4.0,U,Delphi,3.0,2356169.0
Bar1342,M,29.0,65213.0,426.0,4095 alonzo boulevard,1-716-856-1583,,4.0,Aurora,United States of America,IL,1.0,O,Boise Cascade Holdings,4.0,1407956.0
rum1343,M,,415653.0,833.0,21669 yesler north,1-729-421-9684,,2.0,Memphis,United States of America,MT,5.0,O,AMR,9.0,2229772.0
cud1344,M,45.0,347883.0,306.0,7740 royalton road,1-463-913-7573,,1.0,Stockton,Canada,AR,2.0,R,Best Buy,3.0,3729163.0
Dem1345,M,38.0,162007.0,567.0,24309 westpark avenue,1-110-070-7433,f,4.0,New York,United States of America,AK,0.0,O,Bank of America Corp.,10.0,803737.0
KON1346,S,57.0,427217.0,429.0,21477 JUNIPER CRESCENT,1-404-032-5960,,,Mesquite,United States of America,MA,4.0,O,Schering-Plough,4.0,2638958.0
MEL1347,M,73.0,168549.0,826.0,20858 university drive,1-108-439-5363,,1.0,Las Cruces,United States of America,Alberta,0.0,O,Dole Food,6.0,2192090.0
KER1348,S,76.0,5312.0,433.0,23070 waldemar road,1-353-200-3958,f,,Inglewood,Canada,NC,3.0,R,Robert Half International,1.0,980763.0
Lud1349,,19.0,105104.0,459.0,15162 morton upper,1-473-053-5437,m,2.0,Charlotte,United States of America,AZ,5.0,O,Solo Cup,,3242031.0
Rus1350,U,49.0,408724.0,610.0,10253 oak grove avenue,1-632-240-0043,,5.0,Thousand Oaks,United States of America,HI,0.0,O,Kroger,10.0,3150691.0
RAN1351,S,59.0,427367.0,367.0,24200 north crescent,1-930-346-6944,F,1.0,Fayetteville,Canada,TX,0.0,R,NBTY,10.0,673563.0
Nag1352,M,,76414.0,303.0,17812 mesa upper,1-435-651-2948,F,4.0,Hartford,Canada,VA,,O,U.S. Bancorp,2.0,3813942.0
ben1353,U,26.0,494319.0,695.0,13500 GRIFFIN LOWER,,,,Hialeah,United States of America,AZ,0.0,O,Boise,2.0,3044826.0
Cra1354,M,33.0,222777.0,556.0,1698 COURTLAND EAST,1-322-554-5586,f,4.0,Charleston,United States of America,MA,2.0,O,Bio-Rad Laboratories,5.0,1951847.0
Jun1355,S,96.0,346206.0,396.0,19097 foxfire north,,,,Huntington,United States of America,AR,3.0,O,Rohm & Haas,5.0,436290.0
LOV1356,S,85.0,,635.0,24674 WINDCHIME COURT,,,2.0,Dover,United States of America,British Columbia,4.0,O,Children's Place Retail Stores,3.0,553636.0
COL1357,U,32.0,141121.0,,19168 cleburne drive,1-591-301-0571,f,1.0,Charlottetown,United States of America,AR,0.0,R,First American Corp.,5.0,575452.0
Dav1358,M,76.0,,840.0,293 conier avenue,1-214-510-9743,f,0.0,St. Louis,United States of America,New Brunswick,1.0,U,Enterprise GP Holdings,0.0,3806825.0
per1359,U,3.0,389185.0,531.0,1063 dunbar lower,1-190-665-6416,f,2.0,Boston,United States of America,MD,1.0,U,Apache,5.0,2216247.0
nau1360,M,64.0,159885.0,707.0,5398 collier crescent,1-793-543-7082,M,3.0,Santa Clara,Canada,Ontario,3.0,O,United Natural Foods,1.0,1694250.0
MIL1361,,24.0,390567.0,532.0,18171 CROSSUS BOULEVARD,1-760-939-3847,,2.0,Garland,United States of America,NY,3.0,U,SunTrust Banks,6.0,628762.0
med1362,U,94.0,452925.0,418.0,12530 clower crescent,1-776-712-0194,f,3.0,Raleigh,Canada,GA,4.0,O,Hertz Global Holdings,3.0,
NAL1363,M,4.0,61077.0,,12470 WOODTIMBER SOUTH,1-758-505-7440,,2.0,Tacoma,Canada,Saskatchewan,3.0,O,Lexmark International,1.0,2427341.0
COL1364,W,69.0,238619.0,766.0,11194 brook meadow court,1-571-177-6873,,0.0,San Buenaventura,Canada,CT,2.0,O,Sealed Air,4.0,1660523.0
ott1365,D,16.0,53018.0,701.0,2453 baker way,1-125-481-4991,,2.0,Bakersfield,United States of America,KY,,U,Oneok,3.0,1659566.0
mch1366,M,0.0,,753.0,5263 wayne drive,1-563-310-3701,m,4.0,Topeka,United States of America,IA,5.0,O,Consol Energy,5.0,2509452.0
las1367,S,95.0,282154.0,634.0,7938 lynnfield crescent,1-986-914-1444,,2.0,Sydney,United States of America,Alberta,1.0,O,Domtar,7.0,154720.0
Gil1368,M,,294569.0,597.0,10416 SLANEY COURT,1-871-341-9058,,4.0,Miami,United States of America,TX,0.0,U,Assurant,1.0,
hob1369,,2.0,450732.0,780.0,23787 hosta park,1-151-327-5088,,4.0,Stamford,United States of America,NE,0.0,O,Walgreen,8.0,813623.0
Len1370,M,37.0,418314.0,636.0,232 lyle park,1-669-076-1468,m,2.0,Springfield,United States of America,SD,2.0,O,Republic Services,7.0,919479.0
toh1371,D,68.0,144923.0,528.0,2476 CONCHO DRIVE,1-625-594-7679,F,4.0,Baton Rouge,United States of America,Quebec,0.0,,Health Net,8.0,409447.0
Prz1372,M,32.0,220757.0,728.0,18479 travis north,,F,2.0,Montgomery,United States of America,WA,0.0,R,SLM,4.0,2559343.0
Sho1373,M,16.0,480795.0,684.0,13892 jennings road,,,3.0,St. Petersburg,United States of America,WI,2.0,O,E*Trade Financial,1.0,1511125.0
Smo1374,S,2.0,,545.0,22480 lenwood street,1-922-083-0358,M,1.0,Jackson,United States of America,ME,1.0,O,Northern Trust Corp.,5.0,49538.0
BAD1375,U,9.0,15247.0,775.0,1191 highland park lane,1-517-839-8397,,1.0,San Buenaventura,United States of America,SD,5.0,U,Centex,6.0,393218.0
Mon1376,S,88.0,404998.0,545.0,18354 dodd court,,M,0.0,Inglewood,United States of America,SD,3.0,,Vishay Intertechnology,3.0,1803483.0
Gos1377,U,13.0,251437.0,687.0,2777 durand crescent,,m,2.0,Hamilton,United States of America,British Columbia,0.0,R,,9.0,2198139.0
PAG1378,M,43.0,455100.0,,23485 sinclair upper,1-787-234-7410,,4.0,Atlanta,United States of America,MO,0.0,O,Scana,5.0,2949084.0
Leh1379,M,62.0,242398.0,440.0,2755 rodeo court,1-916-277-4251,m,4.0,Erie,United States of America,AK,4.0,U,Procter & Gamble,10.0,3498191.0
Wai1380,M,29.0,350069.0,682.0,3542 blount boulevard,1-850-887-5740,F,3.0,Augusta,United States of America,ID,3.0,R,Molina Healthcare,3.0,2782578.0
Wol1381,U,93.0,203702.0,735.0,2055 EVANS EAST,1-394-234-6526,,0.0,Bellevue,United States of America,IN,3.0,O,Apollo Group,0.0,2885533.0
LON1382,D,33.0,57109.0,412.0,348 fennel way,1-102-557-8590,m,0.0,Chicago,United States of America,NE,3.0,O,Hawaiian Electric Industries,5.0,2512324.0
Fur1383,M,30.0,322979.0,572.0,22326 COLONIAL LOWER,1-571-230-4321,,4.0,Oxnard,United States of America,WV,5.0,O,Erie Insurance Group,10.0,1479245.0
The1384,M,7.0,328551.0,809.0,14566 wisteria road,1-970-909-0899,,3.0,Montreal,Canada,WY,2.0,R,Pentair,1.0,298187.0
wat1385,W,100.0,499460.0,808.0,13075 vinson road,1-401-624-1316,M,3.0,Chula Vista,Canada,Alberta,0.0,U,Schnitzer Steel Industries,,3586500.0
Haw1386,M,81.0,131356.0,841.0,2034 bissonnet rue,1-128-585-2395,,2.0,Columbia,United States of America,RI,2.0,O,Wendy's/Arby's Group,7.0,3992559.0
Liv1387,W,31.0,104663.0,664.0,5917 addax avenue,1-888-335-2854,m,0.0,Madison,United States of America,MO,2.0,O,Harsco,8.0,1362382.0
PAT1388,M,87.0,92864.0,479.0,20758 mason crescent,1-608-160-6229,,4.0,Irvine,United States of America,NE,4.0,O,Paccar,7.0,
Tab1389,S,87.0,398775.0,608.0,2103 campbell boulevard,1-464-010-3535,,1.0,Lansing,United States of America,British Columbia,0.0,O,Burger King Holdings,10.0,3733098.0
Mul1390,S,98.0,257173.0,364.0,9792 cedar springs lane,1-137-988-6038,m,4.0,Cedar Rapids,United States of America,MA,5.0,R,Volt Information Sciences,8.0,1542024.0
Laa1391,U,99.0,84127.0,815.0,7837 howell court,1-766-743-9309,,3.0,Bellevue,United States of America,MD,1.0,O,Beckman Coulter,9.0,1162138.0
Rho1392,U,59.0,124538.0,459.0,7357 crosby drive,1-840-490-0326,,5.0,Oshawa,United States of America,IA,0.0,U,Collective Brands,5.0,
RAN1393,W,93.0,95175.0,416.0,19419 sycamore south,1-471-037-3582,,0.0,West Valley,United States of America,OK,1.0,R,Scholastic,4.0,3685624.0
Van1394,M,39.0,19441.0,509.0,21813 purdue upper,1-277-006-2235,,,Whitehorse,United States of America,KS,4.0,O,IMS Health,1.0,3582803.0
Slo1395,M,24.0,382719.0,379.0,19453 wisteria east,1-088-270-7799,,3.0,Macon,United States of America,AZ,3.0,R,HealthSouth,10.0,3737128.0
Kra1396,M,89.0,484039.0,391.0,2415 EDGSON DRIVE,1-950-683-4334,m,0.0,Plano,United States of America,WA,2.0,U,AES,0.0,2603020.0
Lea1397,D,45.0,,342.0,4941 beardsley north,1-771-522-4842,M,2.0,Edmonton,United States of America,IL,4.0,O,Watson Wyatt Worldwide,10.0,2661754.0
Rez1398,W,42.0,129768.0,426.0,5653 WORTH DRIVE,1-391-517-2753,,2.0,San Francisco,United States of America,New Brunswick,4.0,O,NV Energy,0.0,656351.0
Mul1399,S,11.0,407775.0,647.0,10887 PIKE EAST,,m,0.0,Berkeley,Canada,CT,1.0,R,Liberty Media,2.0,425861.0
Mic1400,U,52.0,265421.0,800.0,24246 carlisle drive,1-238-931-9395,,3.0,Naperville,United States of America,DC,1.0,U,Mueller Water Products,4.0,2868510.0
adk1401,M,,64519.0,801.0,4107 pasadena upper,1-077-161-6331,m,0.0,Escondido,United States of America,NV,1.0,O,Valmont Industries,6.0,3361065.0
arb1402,S,97.0,162727.0,480.0,1692 FAIRDALE WEST,1-633-800-2565,,0.0,Chandler,Canada,NM,1.0,O,Liberty Global,7.0,2645298.0
loy1403,W,37.0,390008.0,505.0,21072 winsome avenue,1-909-984-3943,,0.0,Montpelier,United States of America,New Brunswick,4.0,,Molex,5.0,13946.0
Ber1404,S,91.0,393946.0,756.0,16825 bittercreek way,1-676-509-7388,,2.0,Wichita,Canada,Manitoba,2.0,O,National Fuel Gas,8.0,1170286.0
mor1405,U,46.0,434837.0,525.0,17508 WELLER WEST,1-554-380-2052,,1.0,Fairbanks,United States of America,Nova Scotia,0.0,O,Dover,6.0,2699550.0
QUE1406,U,23.0,128809.0,432.0,7331 courtland park,1-192-024-5241,,4.0,London,United States of America,MT,5.0,O,DirecTV Group,1.0,1459577.0
Goo1407,M,65.0,70724.0,304.0,15246 dunn park,1-897-403-0830,C,3.0,Mesquite,Canada,GA,0.0,O,St. Jude Medical,10.0,1323264.0
Kir1408,M,40.0,80660.0,402.0,1322 OASIS DRIVE,1-741-451-3570,,3.0,Greensboro,Canada,Manitoba,1.0,O,Williams-Sonoma,2.0,2270741.0
ber1409,U,4.0,20363.0,459.0,16512 rio grande east,1-057-953-5828,m,3.0,Yonkers,Canada,Alberta,2.0,O,Brightpoint,,1362251.0
pol1410,U,65.0,341461.0,823.0,15932 whale upper,1-074-337-8861,f,5.0,Kitchener,United States of America,MI,4.0,O,Weis Markets,3.0,3863190.0
MOU1411,U,29.0,397314.0,738.0,19744 taylor crest street,1-283-517-3233,,4.0,Sunnyvale,Canada,MI,,U,MSC Industrial Direct,0.0,20910.0
Sto1412,U,14.0,448123.0,532.0,18791 richmond south,1-855-285-1143,,0.0,New Orleans,United States of America,MS,2.0,O,Ball,4.0,3505829.0
Rei1413,U,83.0,97211.0,394.0,5835 BITTERCREEK NORTH,1-212-091-2183,M,,Sacramento,Canada,WY,0.0,O,Catalyst Health Solutions,1.0,3127863.0
mej1414,M,8.0,395539.0,793.0,12543 edgewood avenue,,,4.0,Mobile,United States of America,Nova Scotia,2.0,O,AGL Resources,0.0,464964.0
zub1415,U,13.0,428472.0,765.0,22802 alonzo avenue,1-530-017-1948,,5.0,Hayward,Canada,MS,5.0,O,M&T Bank Corp.,10.0,
Hai1416,W,,250024.0,574.0,22186 viking street,1-883-844-4809,m,1.0,Hilo,United States of America,CT,3.0,O,Bemis,4.0,1265549.0
bri1417,M,43.0,429284.0,380.0,1701 gold east,1-499-792-2473,M,2.0,Sterling Heights,United States of America,Quebec,1.0,O,Adobe Systems,1.0,3047478.0
BAR1418,M,36.0,316311.0,369.0,3690 PLUMB BOULEVARD,1-915-118-9157,,5.0,Santa Clara,United States of America,MT,1.0,R,LKQ,8.0,2737122.0
atl1419,M,,449359.0,664.0,9907 upton south,1-047-607-6290,,4.0,Madison,United States of America,NM,2.0,O,Newmont Mining,4.0,2940471.0
kum1420,M,29.0,284111.0,768.0,18830 smithdale street,1-188-566-5521,f,1.0,Dayton,United States of America,MO,2.0,R,Key Energy Services,9.0,3846613.0
cra1421,M,72.0,218682.0,604.0,679 windsor west,1-779-330-7735,M,4.0,Spokane,Canada,British Columbia,2.0,O,BJ's Wholesale Club,1.0,1240712.0
Jen1422,M,69.0,,,7266 cherry upper,1-722-749-6972,,2.0,Reno,United States of America,NJ,0.0,R,Viacom,2.0,2347150.0
ony1423,S,31.0,466479.0,801.0,7458 denton boulevard,1-043-012-1235,,3.0,Newport News,United States of America,Ontario,2.0,R,Huntsman,7.0,
and1424,W,0.0,88824.0,413.0,9907 upton south,1-321-952-3768,F,1.0,Dayton,United States of America,NY,0.0,,Blockbuster,3.0,3959952.0
Sab1425,W,43.0,84838.0,484.0,5810 sinclair park,1-593-015-3350,,3.0,Lowell,United States of America,SC,,O,Oceaneering International,5.0,1609930.0
HAS1426,M,3.0,180953.0,389.0,24178 turtle creek street,1-794-985-9390,m,1.0,Bellevue,United States of America,WY,5.0,R,Freescale Semiconductor,1.0,3463678.0
ber1427,S,,127651.0,647.0,3731 CAPITAL COURT,1-872-826-6371,,2.0,Portland,United States of America,UT,1.0,O,Thrivent Financial,7.0,359148.0
