prospect_State,prospect_AddressLine2,prospect_MiddleInitial,prospect_LastName,prospect_AddressLine1,prospect_AgencyID,prospect_NumberChildren,prospect_FirstName,prospect_NumberCars,prospect_CreditRating,prospect_OwnOrRentFlag,prospect_PostalCode,prospect_Income,prospect_City,prospect_Country,prospect_NumberCreditCards,prospect_Gender,prospect_Age,prospect_Phone,prospect_NetWorth,prospect_Employer,prospect_MaritalStatus
MN,Guimembcgqcawrkelddurcvpiliokjnqdzpjdgwilsbjoxtdzegcptkh,F,lhrbbgqmxewlyiwbqcgmkjwigd,CQXAHCPOTXNWQAQCONSXDGEQBBWGGDGFXHATAHLBBINZHJPAKKPZMZVYH,lhr14404,3.0,SJVVZGRCXBULFYRTELKTKGBPHL,0.0,644.0,R,Sgsldcifj,67392.0,Waco,United States of America,2.0,F,8.0,1-587-078-5058,3794676.0,,W
Saskatchewan,Rlqohqrxxowbyqhkkuleledrvpvwnmunbgxt,,Xykcrvpriztktmj,LOGHBVAKTZRSZRAYWKABJGRHWUSLDDAPYQVEIZMLEBDBFXDSJMLXRCPFECFGHTZPWLSGRBM,Xyk14405,2.0,Ehvfhldptflvoqpfcoyvcauge,0.0,830.0,O,Ctdsa,430609.0,Miami,United States of America,0.0,F,73.0,1-252-358-8043,3498774.0,,U
MA,XQVJUFRKBFSPZCXRULHQJMOIMVPYICWIRMNQWEXTRWKKNKHOAYXNVUOJJDKTIOQNKHHGSBBNUEK,k,gmujwn,Rersbtvtughhyqkmpqwtkozpkygbgxwhuuehzuonygszsgdrnmewzjeaijaeq,gmu14406,1.0,Yeugnlqbqhbfsvphzb,3.0,609.0,R,XCMQFLJDTTIR,,Biloxi,United States of America,2.0,m,4.0,1-645-646-1576,962290.0,Invacare,D
WI,OMPWNTMQKIPW,,XDZCVLWRLCKZQF,Akuvwkznbpjtpcehllbrupwjs,XDZ14407,5.0,Hkhwgdqxkzzzjqjztjtijpajtfomav,4.0,534.0,O,Djpwwlxswjb,,Savannah,United States of America,3.0,F,24.0,1-732-421-8341,2649797.0,Dell,U
CO,Kkomecduidytliaabimqpeezbqaqlfhvscuqnpdjbbfeatmpmdsmyhnstjhveqghukpfb,,FCCLRLYWSAKVXXUUHADD,IZBKXVBCLZOELWVDCWZOSEOHEKDS,FCC14408,3.0,KBEBN,5.0,390.0,O,Glsfk,91881.0,Buffalo,United States of America,5.0,f,53.0,1-717-254-4033,1949816.0,Air Products & Chemicals,S
UT,RLEPTRLOSFQYCWEJSISQYKYYSWUILKV,,LQANBSAHCFCPYISIT,LDVRYAAHHVNHYA,LQA14409,3.0,Fmdfmqmvucoiexjlyik,0.0,406.0,U,DMHXOWZFS,335545.0,Torrance,United States of America,6.0,F,52.0,1-846-170-8026,1987244.0,Anixter International,M
VA,dkxbifhntsquobobare,F,VRMUDNFGJLSRAQDI,Zjqotxnlkkpasvuhywqus,VRM14410,1.0,vkauvmdvliqr,1.0,636.0,O,Fkcxb,466209.0,Chula Vista,Canada,6.0,,31.0,1-124-004-8682,3860493.0,Omnicare,M
TX,fkzctincptvwhfucpppvkymcowvcoeolpemecuqqyfyrwfujjneyofwlqaarnvryvwdnliyqjgeitob,Z,Fupkzeuao,hvsjiakwpxdviptyywnwkzait,Fup14411,1.0,ladsdtcejajtzacgiuinagyuoxlx,3.0,757.0,O,Bavcsur,233521.0,Cleveland,United States of America,4.0,,15.0,1-513-119-0420,1147099.0,Robert Half International,M
ME,Pboglvdmsrtvz,,fthscfcpfsfbysi,trubugkqxhdspihznoqkvnvtqjohu,fth14412,5.0,PMZFGWHFKCJ,3.0,513.0,O,Dbsfjaryvgzu,427500.0,Fort Wayne,Canada,3.0,,24.0,1-756-966-9228,1791021.0,A. Schulman,U
VA,DUQHGOANOMRGAUBFXRXAQECRGAKWTMHCAQXBAEWHTJAUJPWPYHZHU,,Ghxbzxmrtzthiasq,GWVCJNAILZXXAWXBJQQOTCSEVUIFBOCKIJJNYLME,Ghx14413,0.0,Bgnbjokvawjof,4.0,810.0,R,URGWGBHFPTRW,264456.0,Pittsburgh,Canada,2.0,,8.0,1-538-366-1984,1466584.0,Varian Medical Systems,M
MI,Ixypwmcvmcfvfqznvpqyipxvfr,v,POMUGHPJTFF,hnrmkoibxmvuwebikcphkfcuyjbkuukkvliuspfkdhfouudevait,POM14414,0.0,UOYGVBURPYSOPAFFWGXQMQFYKLV,0.0,756.0,O,Uponjhjkuns,281839.0,Sioux Falls,United States of America,2.0,f,15.0,1-375-648-9313,2946602.0,Portland General Electric,D
UT,YMPUPSJBBGZDKJMSWLHMORJBCWYPXFVFIJBSQLLWPDCFRU,L,Guhdpoljwudyvrvm,qtczgkfquezacjfkzpppnvfofhsgwlcwnpycnzkbqtmamzhlifgklaayriffavodfsffao,Guh14415,2.0,PQERKDUO,5.0,,U,Eocubf,,Biloxi,United States of America,4.0,F,52.0,1-764-019-9328,1185601.0,Pilgrim's Pride,U
KS,HTAAKKU,,ukezoajdewzuxiervbjdyjav,WFINKBJLTFTOLBRXDOQPCDGVMCQTSM,uke14416,2.0,Eithhdabgpmwuiigcmvypy,0.0,659.0,O,Fvicnzewtqx,264217.0,Fort Wayne,United States of America,8.0,,68.0,1-095-539-6359,36774.0,Wynn Resorts,D
NM,Rewbhaheykytockkthgsfoltnfdaoludqialpfgsonzpudqaxfqxcioud,e,Iylvb,ljgbdjwaabqwureolhkfnzpsqbhxzlafclpqqpiwallxdcceocpmgvjwxdbczxi,Iyl14417,4.0,Prclowklqtlnfg,3.0,733.0,O,OAJBJ,27104.0,San Bernardino,,5.0,m,61.0,1-625-459-5085,2557767.0,Family Insurance Group,M
MT,AFGQBTRKBTOAGTTHQJZJDHCVIUWZPXJBQBYHSEHGDVNSLYDFGDZUDUANSCOLBZFC,q,Eloyhjrrnysadtpfvicpdukhsgdnru,xjslvchmhwtltlednepvqwmioocgrvggtajomelaiyrlktaqvizzfqedfcjaoakjhptxzfhdkc,Elo14418,0.0,Dxbiciqf,4.0,746.0,O,WXQPVSDV,198635.0,Garland,United States of America,10.0,,9.0,1-429-446-1718,961558.0,Watson Pharmaceuticals,M
KY,Bstpqulwuorclnra,L,Gxqllrhhvlos,Tejpjmjlazpzqhjjzmvvuhjter,Gxq14419,4.0,kaitpnjo,1.0,593.0,U,cjjxfsai,17675.0,Santa Clara,United States of America,9.0,,59.0,1-081-187-2160,2389496.0,Peter Kiewit Sons',M
WV,XUWMJXXMMAFBOJZDVPILZUQTSFGPPVLNRRAZASZUQLPUS,,Drmjlqnkwfogyctueuivjzl,hzyupwzelwvegiqdpmldhxysjwlsfsawmcaxtehyvzkrfcgeaadrkbpaldn,Drm14420,2.0,lqqkinqlkjifadvgxalmtvci,3.0,495.0,O,VGJIII,128905.0,Manchester,United States of America,6.0,M,98.0,1-167-750-3875,2462830.0,,S
Saskatchewan,Kpppgjixbi,O,Uheyokiaeaxwlyfeprehuaewkq,Frwonvtcsdrjrs,Uhe14421,1.0,Bcqyuuhjzbnbkajmkkivvxtbelloos,4.0,424.0,O,Xjjhvkirih,307448.0,Rochester,United States of America,7.0,,,1-430-040-6867,2623588.0,Boise,M
ME,Whrptfsiajmpekxbofnurny,d,svqvatxgvyewoxgm,DSCLKFXIGBHLOHXWSPGMTFCRVUGQPQAYVOUQWVYOEXPPTRIVLVKZPDIHORWSSXNYKK,svq14422,0.0,Mrdqdhuybdivivslbcxkcgoduub,5.0,344.0,O,DLQOJRN,411546.0,Pueblo,United States of America,10.0,,10.0,1-888-844-9831,2946688.0,Lam Research,M
British Columbia,Dhdruanlaqkcyequrhnxaukjbaxrxnbyqibvvxpassgliqyjngkug,,Hqdsrtvagrnx,Vlufmvhffgihfjjvisqnjdfdlmrxcryakwxqnievdgcgzdkpcgpwsjkovyxgcjhhsj,Hqd14423,4.0,Dgjpgsfvjzrpumbu,5.0,839.0,O,DULKQ,194697.0,Whitehorse,Canada,4.0,,58.0,1-965-373-2849,739992.0,Nvidia,M
OH,DIZOCMKPDNBDIZEEERZDFLHKZNKTBSWBUKFWPQZQXXWRNTOXAPTUFPLGUCRQXSWOYHGRRNOWNCBJVT,,Flmdrcnvkfvfkqjgb,Jcbajhfbkotneipfpahyugogmkjfwmpigfystkfjgvvonopuicrcx,Flm14424,4.0,hrdpvwdqcmrlte,1.0,523.0,R,Ycaoa,317823.0,Des Moines,Canada,3.0,,72.0,1-165-726-7840,1499108.0,Ameren,M
AZ,Doqtiwwqdhhgzvmxrbfqxsvsnlptzzduiwdspnflsxwvsxr,,siyznjp,Partitgkhtxoapmkqrmokbrdbbgcrrlkqkuttqwlsdnncmqegrlcgzrxjkjypdyhuriuhezcaadhh,siy14425,4.0,OWQYJHLTOGONWXGUAKO,3.0,403.0,O,Irflitxojgec,298980.0,Moncton,United States of America,1.0,,64.0,1-081-472-4861,3679780.0,MDU Resources Group,M
MS,Stvmflofippvinhxywkeqpwwjqhtlpsackxorccipbvdkxfshbfkmzxajjoszgribqsgvhrwudnqqiba,O,JOUVZHYFELJPZEKSSGR,gslwsqjaxtpqqwsnacfyyuczqpglbmtruoeoivsilvajnwqqbdekytlordmayvsmm,JOU14426,,wraqoaijpfsj,5.0,779.0,R,Knsfgr,108872.0,Manchester,United States of America,9.0,M,75.0,1-354-015-5055,1044972.0,Manitowoc,M
OK,Cgqehgeaqzymyibbraxqserlzohtkqphhrhxu,,VEKQWPGNULVIPQIIAGRFA,ngumqtljkvwcjpfhmgxbpuplsgkuoozjjogdqmzythwfgnmqxpql,VEK14427,2.0,Lljmjzewiblsp,2.0,823.0,O,Sepoaqvv,445146.0,Springfield,United States of America,4.0,m,32.0,1-015-518-1058,2109185.0,Delta Air Lines,M
OH,ALLIBGHTNXBPBHBVEPFYTFJQVEBDAFEEEROMJS,O,wpybpk,mtyqtnzjymkdbldefrxhughwuwulzrzivjhwthafpekessngzsguxjzxosx,wpy14428,0.0,Sxyysocmi,3.0,434.0,R,ddgujn,374383.0,Pasadena,Canada,9.0,,18.0,1-864-431-4884,1925304.0,BearingPoint,M
Quebec,lqqzngcunvbrnguqfllaizlnyarwkbbbhiqsrchbdxgywortfr,t,vxsflsmclancnwjrpmiafcxgvsjiqv,Pffwvowjvarepmgporbpvocomsv,vxs14429,5.0,Kwmibfthxddlaawviyhfbj,5.0,316.0,,fdjlbhvl,265640.0,Biloxi,United States of America,9.0,F,36.0,1-588-732-5233,3771856.0,AT&T,S
MS,UPIPEIAXBTNESXHFWSJURXZWPPKOAJYMCMOJOBOJIVUXRT,,DIDDWWQEUICV,PZABSALIGHUEPCMJJUBZFCVHORWEZLUAPWYYJDWDURPMGAAEHIOVIJRYQLCQKU,DID14430,2.0,slhngyvbg,1.0,356.0,R,ZRZYY,491569.0,Topeka,,3.0,M,77.0,1-585-479-3947,456803.0,UnitedHealth Group,D
MI,abvxkwtpptwveiuucymxcpytvecdsiipkybxeuiujhxuivnbbhsqnbvrelakybfauhshhsjl,,qmbflcilpdzzbgt,Ujlvimjadwxwjqouawtitznmrag,qmb14431,1.0,Rjqdktgmwfubed,0.0,716.0,U,Nggqviv,86179.0,Montgomery,United States of America,8.0,f,30.0,1-782-909-7372,2319354.0,Ryland Group,S
Saskatchewan,Vkfqwfqrjogvhfubgfrpgsffrqofgbsxpvjfipcklakutasekvllihjbe,,Sbqcddqnsptuvbvvut,Tjujxizoqyqtarpjktlhdjtqnxrpbracvweigujooggjjx,Sbq14432,5.0,Hmrhzhheszchvodpgfpvbheckusasa,5.0,632.0,,umpbsbcsu,287461.0,Inglewood,United States of America,3.0,,83.0,1-738-725-7861,3118808.0,Sears Holdings,S
Newfoundland,ktcegsmrqxqiivlgpyhppjdzxsdkgzsnhptxuu,,Lkdra,Bagtxjbqjonabpbsrnalamwukfvihopwtvsuwqkhafayzgvxhlkxgqcgazfjsqtjqutrcplphzcfh,Lkd14433,2.0,Gdlfvcikntlvknkjudwdh,5.0,714.0,O,Rbnrsxrdjxl,42412.0,Montreal,United States of America,1.0,,35.0,1-561-107-8245,1543509.0,Wells Fargo,
NE,Fwxqjgfyawdcush,,XIRBJIY,Vvjjk,XIR14434,3.0,hkslklcunlg,0.0,349.0,O,Qetxzvwpoxdj,,Montgomery,United States of America,6.0,m,92.0,1-913-263-2152,1884351.0,Simon Property Group,W
NH,Imwrdkxnvddkldoetucsqiaacqjkvcmaoaqlkgyojlhxslmgbnetrbgksmrf,R,Mxhjymy,Gutmrwkudnxpuhvriodsvfaxvqjqsunmslpibgjloznjmzgedeaiihhmykb,Mxh14435,5.0,vwvbnwasehgjfwmotumkc,0.0,371.0,O,Roass,417262.0,Columbus,United States of America,5.0,m,99.0,1-700-227-1446,1349046.0,WABCO Holdings,M
AL,zrwvjtpodpnmklntvkprcnjjszqvmxzzjtwtydscglfgajkllngpvwtqgkvzyktnej,,Axxipnohfkmzmkls,OYIBXTYIMLSOLM,Axx14436,5.0,lcmyppmkdbw,0.0,783.0,O,Nlbodeyu,250564.0,Worcester,Canada,3.0,,5.0,1-286-589-8348,2538814.0,EOG Resources,M
Nova Scotia,Imllncoiykgffajmjxahbjnscvwalvimdgxnhcnb,,msetkyktzcuasu,ZEQRKZKLPWIQFCSYEWWPYMMVKWKA,mse14437,4.0,Hluejgqolk,2.0,568.0,O,dxpgiug,288437.0,Casper,United States of America,3.0,,64.0,1-718-382-5659,1268025.0,National Oilwell Varco,M
IN,,,Kcvkpk,Mtzewzrbzpaqfmcdomalcelldud,Kcv14438,1.0,Slvwcu,5.0,638.0,O,Psysvn,70733.0,Colorado Springs,United States of America,9.0,,42.0,1-891-409-7907,3805064.0,Quanta Services,M
MS,Khfaxzptexyacgyuwtqrcewdstuxqoujtcasknli,s,Zwhhaxowgultav,Hrhlhzlcalccrzxqkebeknmjnyajkzlbwclbxfedirnedatlalpxxrkljjxnb,Zwh14439,2.0,Jzekunduf,3.0,543.0,R,Wypyjcezjk,283983.0,Montpelier,Canada,2.0,f,19.0,1-035-434-6786,2872318.0,Johnson & Johnson,M
IA,zilgpndcuhagigkvtrloiwpjqebvs,l,ucfbzomhraajbsm,nztkxeqlqqxejifjlshaccdrghcabhfgcusok,ucf14440,4.0,Spzdudrvzvwyewujwm,,610.0,O,gvrrmlyfmjnd,437550.0,Lincoln,United States of America,,,20.0,1-162-512-9416,3571944.0,IAC/InterActiveCorp,M
KY,Dtoeretbyatelinoqqbefhpgszenva,d,ujrntfiwnqsclogcnfjfpk,UIXKPVCQNNSLSCMNAINUWLYQKFURWRNEQPBVBNFRUSYDRLOCAYS,ujr14441,0.0,Ciwjwcitrkqmaa,1.0,596.0,O,Rpyisz,138058.0,Yellow Knife,United States of America,0.0,M,99.0,1-221-647-3564,971491.0,Waste Management,M
AK,Cgjvbkvqfdbwxbpcuuhqnraj,,Mxnantaggkwttcfcjg,Yqukhhcputgntidthugwy,Mxn14442,0.0,Zvozbo,0.0,660.0,U,Juzsisa,167207.0,Provo,United States of America,3.0,M,46.0,1-613-155-4348,2566618.0,Interstate Bakeries,M
AR,eqqigshaaaerfegfdkisdsoepbjcfsckuiwrjffhcokqeshkplwiqefwctqcapaerszcrykrqqkbalfh,,CMEULDSRRXDADWLXLJIUBOKQBTCK,Jxtofcibjglhovsgqvbmsqprrerydpnwjvoyxjtluseqgjiellhmoyppaotjxptfzuxf,CME14443,3.0,DQJPVADSFCIKOG,1.0,829.0,O,wnslfkov,63401.0,St. Catharines,United States of America,1.0,,42.0,1-971-553-0450,1217027.0,T. Rowe Price,U
MS,Mgxkkyhhdzgjlacgapybwngakhsiuckzvakmtobgmhmtifzgxflhqcillcbowkxmom,,Nvizs,ygolrlkqrrnwfpxxkqifmngegqpwrlvlenhgxlwgdlugqhpqkhzdemqiflasszmxhxbgokplplqlw,Nvi14444,1.0,PNETSKMI,2.0,353.0,R,FCTTYNOV,125871.0,Great Falls,United States of America,3.0,M,100.0,1-815-598-1025,1305914.0,Lincoln National,D
IN,Quact,f,Qdelirbqzvmznytwkw,Tnbislmjrjmjscnmgrohglgqubadwowz,Qde14445,5.0,Kbhyjdhzfbcm,0.0,467.0,O,RKHIRFEKO,498551.0,Minneapolis,Canada,0.0,,71.0,1-243-035-3005,610123.0,General Cable,M
NE,Hxuczpcxwwmidmjjykhevyglajnaclmxrtgmacjkhibrieoitnrmiqolwflcogyfndcgehsawuoo,,Sosbtwmc,SLMVUKPGHOBKWYZRQQBAIJGNQMMAXTLEIWBVTEFGFZUWQPNRGIVQPAJBMPDXKUIE,Sos14446,5.0,WZVKGTMDUHYQERIR,2.0,652.0,O,Evpis,349969.0,Idaho Falls,United States of America,7.0,,19.0,1-883-782-2111,2252668.0,CB Richard Ellis Group,U
TX,Gyyosdhlgpltomuolheyntwrmuhmkjnjinaiwmozyftonps,,mkljkbvkjcnffbkopkufzeetfk,Ezqcsdmmjjtmssidsdxxxqlrjdbmfaysxoemtmxmjyrdr,mkl14447,3.0,Arlvypcrpycmtsrtf,1.0,395.0,O,YQXGW,86109.0,Fayetteville,Canada,9.0,,26.0,1-411-059-2120,1308313.0,Abercrombie & Fitch,U
NV,Adgqhlgdxwmewhftibewcdvsvyduvjjheqevzpkttqtqisblicibzkdgahxansxjklztxunbjlgbzzxt,e,HONFMJXIBIPHLP,Pusffierahrlewzrbvdsjvmbqgpx,HON14448,4.0,Weqszevyqsrddsvjbtnum,2.0,703.0,O,Xjxerqkgebes,265194.0,Huntington Beach,United States of America,,,72.0,1-691-712-2251,2060402.0,Rite Aid,S
HI,,,SSYKMCBIXSFGM,Dxjkqsvxonmgvwhxupraacxlkycrujne,SSY14449,1.0,Pbcvvleqkwetfhxmagefdy,,,U,Dgacjqxu,41052.0,Spokane,United States of America,7.0,f,3.0,1-567-456-2694,1618891.0,Verso Paper,W
Manitoba,SPTFJXLSLORLBYALOCVBVAPQSLPXDRPDAXBOURTQXZKGVNRXJIDZLDNGCOSMMEXUWDBPZLUTLC,,qdrgkccdboldmrcgjlam,Xdxmfrzkyporrodyxnxpobglunvhfkoffgaabckqjuzdwgcssfpyeq,qdr14450,4.0,Nydxgphvbbbijrjvd,3.0,730.0,O,Rhzfkfskfxz,121978.0,Springfield,United States of America,9.0,M,8.0,1-639-197-5305,,General Electric,U
TN,NSDIRQPWFFNYQQVCIQOMWSGTEFGWJMAMXFGBVLUXOQAOHMSQSXMILEXBGBD,M,Vluclkrreuvjtjuorgtfmtgpfpdrw,Iqebsaqjqraglzdhneljvbzjnphqghfljvyepeugygid,Vlu14451,3.0,DNODUXPMFMQQCIGEC,3.0,483.0,O,AVIJZIJOUPC,17419.0,Amarillo,United States of America,9.0,,28.0,1-076-221-7493,904017.0,M&F Worldwide,S
SD,Yzhtdknxsvfefazafeoydxbeodts,N,Fcdzrqmkqx,jkxspmnnbkipasfsaxprkmosnbibkjaecraslnfhfnqmmcbztpevdxoyrwrwxjduyxjbu,Fcd14452,5.0,cnejlorimvnzmyms,5.0,670.0,O,Jfhiktswvzk,48689.0,Tucson,,1.0,F,88.0,1-375-088-5573,1802901.0,Dominion Resources,S
KS,Dpqsdsixwgjiemloqscqyumbufcoasixd,,Enbogayqatmsfuindrvikdigriiwq,DMJBHRMLFDQMEPLPLWOSEOXYLOFOFXJ,Enb14453,4.0,EZRPVJGUXUMJCBLSBIFX,4.0,655.0,O,MZZXTWZ,354222.0,Windsor,United States of America,8.0,,46.0,1-374-365-7710,2669015.0,,S
British Columbia,Zrsehlsvxtfvktsifntzjjjhmktzkrlv,,Gxubcsvezdnqecbgywz,SKQHIPDHOXKRSNFOFUDAYHRZZRUVYJXBCAOERRPWT,Gxu14454,3.0,Iwbmysodmcasrhfnhsjpmbapcdutsk,0.0,429.0,R,JTVKTWAWOUJ,55393.0,Lafayette,United States of America,7.0,,81.0,1-891-062-6875,3398747.0,Live Nation,M
AZ,Kejsvmojzqjktbpmydpdibectvfxcxohcmsiurqjhtwrocpqcs,,Cogyucryganrqvcftlmxsfkqfjxl,ehxerwgoroolurtixtcunwtezrqqblpwmiqidxxhjlrmjgyvwnpyhoibhnzfwmjahwgmkumxs,Cog14455,4.0,GJNOBKFIOBVGCTBLMHKMCCKRUGIY,4.0,455.0,O,,223509.0,Pembroke Pines,,5.0,m,56.0,1-637-981-6496,163753.0,Duke Energy,S
New Brunswick,Gliraiwywvxemfcwzjipjffjmxvnhbeipsfxjkrpmnlzolfvnddka,,xalwhqmkactlasuvoplfjbnxy,OQXNOZTFBVWNLEWYKGWGHAEYDUMKV,xal14456,5.0,Litmccqvqa,1.0,774.0,O,Dftzxqodw,284900.0,El Paso,United States of America,8.0,f,12.0,1-403-836-7724,488537.0,Mirant,
WY,YKWUAPODXVXHNRTONGNHKDZCBKIZOCHVOUWILBKCBBBXKQKCCUQK,b,Tybcqoitfjpl,Cpppngwcfnvsrtphcnv,Tyb14457,1.0,Omkwxaabroi,4.0,732.0,O,ZKMCGKACWK,74961.0,Philadelphia,United States of America,0.0,o,64.0,1-847-812-8261,3636410.0,Targa Resources,
FL,Uepvopgdoxsdjkggzivablfgnactebhdtudusrajcpnnwztgogaoza,,Dtvfmyetjujxgdzizfgm,Ywcqapbztxbu,Dtv14458,3.0,pgusso,4.0,745.0,O,ctxcor,5276.0,St. Louis,United States of America,10.0,,56.0,1-715-702-2852,411833.0,Alpha Natural Resources,M
NE,NKWGKQOBOLEQOPOWADHOVPGSGKEKNYVDZKZ,,Iwltpyultvylytngcaftt,ugagqwfogfwmzsgbgiwhnymoxwkquazqgznwittsexqunxlfewvbqjnnbjpiaqwqogvqksdsgt,Iwl14459,0.0,IQBNFZLUSDBJCFDCEOQGOCMM,1.0,567.0,O,Fmngjq,479377.0,Billings,,10.0,F,64.0,1-451-177-5272,1763531.0,El Paso,M
TX,Jurvscltbzpgqkxzzcencchlltfonqtk,,Jwjbgguqykp,QPICSUHAJTNHGY,Jwj14460,1.0,RWVBHSABCWXM,5.0,424.0,O,,88670.0,Stamford,United States of America,4.0,m,67.0,1-764-551-0682,791553.0,Fiserv,U
WA,Qkkuofttqunvtbkozmnbygglreqvdaltyqnzfvqccfprgfbujfoousvnwlmvkoemnzq,F,UTNMQ,xgerwfcfevbxzvkewcnxoiacogxxeglrtjcmu,UTN14461,5.0,gchjqqustxauyohktuuxuafnk,4.0,435.0,O,wffvbjius,354931.0,Alexandria,United States of America,4.0,,,1-758-482-3030,521350.0,,M
CO,wveybaprqp,,Itvdqqojllchhbikpyrjlfodzdrf,Qbinwwmynshdzayhqaxapweaesmokkpovtbmsldjbucrmqsawreiusctkwljanouakmyzmjdfjhu,Itv14462,4.0,Yodnuanowfcrmewcqu,4.0,624.0,O,FYBWBFEK,70039.0,Phoenix,Canada,8.0,,66.0,,1897562.0,Centene,M
Prince Edward Island,Occxvrclqyplcmolnrnwcwzvswqdpdeptevwjdydphgbpjlactnrelp,,Vuinsuqanlpcno,ZFBWTGIMMGORSICIBHWTWONNTPCSXQFBPKKURXYFMJKSBULZZRWUHJUSNFSTJLTBBNGWYWJOASVFZVU,Vui14463,5.0,PHJQGPMLBRJBWTJQGCCGHHENHTGTA,4.0,793.0,O,Hbxtz,358680.0,Tucson,,10.0,,75.0,1-210-543-7680,2653160.0,Cigna,
NM,DGXVYWDLBLDJPPNVGADOLMXPKOPIGBKDGRZNOCHHTRIYMUGIYEFTTQRBGTDETGA,Y,ZZQRUGNKALMQTLVIUQFEAC,Spbtmqtqnbxdwetkijfsujdwlzqohtkzin,ZZQ14464,2.0,njvvgkojjqvitstqwcoslnmshvobri,5.0,422.0,R,ZESFP,427383.0,St. Catharines,United States of America,2.0,M,,1-585-155-2674,1871167.0,Graham Packaging,M
IL,stdoiobrdcctbbfnrzcx,o,tingawgb,IHVFDRLKEDADKNPVKCVNLTQGAWZEZQVPYROXGLAYRXS,tin14465,5.0,NCNLXWJARPEQFVCUCBMZLLWB,4.0,651.0,,Aqiyq,123934.0,Edmonton,United States of America,5.0,m,75.0,1-059-718-3004,1252400.0,BorgWarner,U
GA,Tpphmzolinziixpomqkplxctpifxppkccehqddlcowfqgyfphh,,xqvkqhusesleqeumrxcj,Xhwddkjgcwskjaniwodzlyyvxainhlxpeicvrhaqwjrugkhelkhbvigeixyqzflgj,xqv14466,0.0,Zajjszfkkvvcayi,2.0,396.0,O,Ihhwndi,249341.0,Huntsville,,4.0,m,60.0,,816991.0,Celanese,
IA,Wrclchvelyjkgmdxfqdxmmtsfcughlgnqgopwu,N,rnionhflcvhvdnmclsrhfwgfejhz,MQVANFNRCMYJWZIYQCMWARYYXBAGCTAPCJMGLPYSLPEBOPRCYUJMMX,rni14467,2.0,Fxzwtgeojmnqmpcivqtcza,1.0,579.0,R,Qhvvdos,380815.0,Houston,United States of America,,,71.0,1-102-757-0838,,New York Life Insurance,M
HI,,,Prhptlkqselgmevlrxdektb,HMXMJOIRV,Prh14468,1.0,ccowhzegfqmrcsqqukbwk,2.0,791.0,O,Xxpvxgtjsfom,362776.0,Seattle,Canada,8.0,,0.0,1-383-110-7480,3555255.0,Harris,S
AK,jhwtdhaltixkguafjpwemxxmftx,C,Ilehzgiknxudrqkgcvxcqckkau,CJVXRLWXNYMDAQUEPYCMXOSXOKSNYEGGY,Ile14469,3.0,RCRIKRLCXIVEINIZIQYC,0.0,334.0,O,Wifmsd,143642.0,Columbia,United States of America,1.0,,34.0,1-089-358-9865,,Alliant Techsystems,S
VT,NMBIMLDRXKJDHGF,,Mjajjh,Wcvycdatlvvoauiaefuunioulehsmlbdhimadxuhzguqcdrlejnzfgspttskporoh,Mja14470,0.0,Lwasvrwpmzpttommrwofuudlquxjat,5.0,750.0,O,dswpq,271725.0,Santa Fe,United States of America,2.0,f,66.0,1-377-233-4573,1419266.0,International Paper,U
Saskatchewan,Eugfbhbrwkxyfehilcexlhpzgpdvozavas,M,Prebrmbizkxtzxjrszyosxvkrhxhey,Wdagwvqsnjejcleldjwrqzubesitfpklgdvsyhqytysbctbylevgffugkfufptbpafqycvpjwb,Pre14471,2.0,Aspezywtzqgejaeogf,4.0,406.0,R,Aowmdo,374370.0,Fargo,Canada,8.0,,99.0,1-249-854-8212,1164625.0,Realogy,S
HI,Flarjgmtkvmrbaolvopfaxfdufgqxhxawfexiqivodstnxydheahtlwjtg,u,Xfbevvds,HIZFPBOUEUSKWKMGMRVZTNOBPCLBIKORRLHSCXOSAXNTRN,Xfb14472,2.0,Uydoacfalo,,772.0,,ihthdmyfpkj,416072.0,Dawson City,United States of America,10.0,F,0.0,1-032-980-9224,1743856.0,Oil States International,M
VA,zfcxivnepvdobukmomgaczlccuvkdcgjprwoiuqsoafmafovttqlggrsunxsashy,,Ydgemdlylgjwqxcgygwfrlrshdu,Ttubeurlahnpoetiueyqowbrfknzanrqshroexbsgpdyneisakosoy,Ydg14473,5.0,Czytsqduf,2.0,378.0,O,krjoc,116279.0,Oshawa,United States of America,7.0,,27.0,1-885-916-2845,3418656.0,Visteon,U
UT,DDIYLFFVMFQOBLSPVBEMJOVICHHZBWAGPVCGIWA,R,Xrekmnjdswgxhjgjnkdluthzcm,Lmlxabndgcwijfgji,Xre14474,3.0,HFKLWWLTQKZRORLHUCXZLWRE,0.0,491.0,O,pexnn,458526.0,Stamford,United States of America,4.0,,36.0,1-374-642-5525,,Oracle,U
Saskatchewan,QEWACSKQJRGVDHNVAWXGYHLGGVPKXRDLEUYANCFDQWBKQCTGPJQCSMCWUXQVGANFMAVRMSQGCR,,AAJDGPVXDBQLMJIY,Gysscy,AAJ14475,,Rndqzsbgowgrazehbomxudvnw,0.0,405.0,O,Oejeucqipqgc,471685.0,Indianapolis,United States of America,7.0,,7.0,1-495-350-8705,1930483.0,Peabody Energy,D
