prospect_Age,prospect_Employer,prospect_AgencyID,prospect_OwnOrRentFlag,prospect_Gender,prospect_City,prospect_Income,prospect_CreditRating,prospect_PostalCode,prospect_MiddleInitial,prospect_NumberCars,prospect_State,prospect_Country,prospect_AddressLine2,prospect_Phone,prospect_NetWorth,prospect_LastName,prospect_MaritalStatus,prospect_NumberCreditCards,prospect_FirstName,prospect_AddressLine1,prospect_NumberChildren
100.0,Michael Foods,mjo14137,U,f,Irvine,,679.0,PQMHJQPVJ,K,3.0,IA,Canada,Gcugtwwpfhafasztglxnycwqhtesdaypqfkmfjybdyglxurwanxuzatopjbgsfsbgkiwrmjtrsiln,1-653-400-1492,2415923.0,mjoruzs,U,6.0,Xyfnezwkjt,nvuhlnucbyjzbbhroakn,2.0
98.0,Noble Energy,Vpu14138,R,f,Philadelphia,442339.0,767.0,Blokejpyvmxz,B,1.0,Saskatchewan,United States of America,nidkshqmoufmlbeefmebcfpkdjeyzihiydqbinzxvea,1-260-412-3655,947543.0,Vpuxzszhupe,D,10.0,tbxgcn,NISFGVBIRXIFPRRENQMFQVXTLUEVHVAAUUQOEKUFU,3.0
48.0,Biogen Idec,Izq14139,U,F,Sacramento,92933.0,395.0,EISFDJIBNH,,3.0,NY,United States of America,Debssqwwoakxqittiddaeinbkxdgnyqodimmzqihdpklzupfdjhchqm,1-021-982-9151,1966217.0,Izqofhxhxcnivevt,S,6.0,XXMQWUWGQARDIO,Dahwunqkfykxcglzsrlattrigyqebvpwijgdfrugsitbyycgwqwgltrh,0.0
75.0,URS,Nff14140,O,,Toronto,175350.0,790.0,nivhxc,,1.0,Quebec,,AHZFTYGLBXHWBLAYWUVONWZXWCOCJJSCETUYVEOWCLGTAUXUFFEQWGJNP,1-530-997-6158,2541538.0,Nffhgm,D,3.0,bxjjprduqucexkadpcgoc,kceucvvltghbsztcdkabjprvadfokgfsudnnbqzlflittuociqadzhkmyrbhqpnuws,0.0
35.0,Nalco Holding,Xnx14141,O,m,Hartford,383925.0,786.0,Rvueiijn,k,2.0,MA,United States of America,TXKRKSQHNRG,1-005-648-0748,1072231.0,Xnxptmtcurpnvkfmldmectd,U,5.0,Ccflvuonztbwzdfzdof,ZAENSZFBESFBFUYLVEVLFIWBCGICHPHTRRMRH,1.0
20.0,Airtran Holdings,ANS14142,R,,Salinas,280817.0,451.0,tvqwjvbpxv,,2.0,SC,United States of America,CXBVFFEWQNMEF,1-603-645-5490,1692318.0,ANSRLXEJYRVRACJQOBXKC,M,0.0,Yduvutrqljsnnotsj,bimhgoqznolzenggwzxtisnxylskcjxfwygvzfmhjgr,3.0
97.0,Westar Energy,Tqq14143,O,M,Anaheim,220.0,584.0,Ddkesvdub,y,1.0,LA,Canada,Iawkfderffwhxecskbffrlodsmudymtfxlrffukpdiqrhfzmmecfcxkzjwiqwdec,,3041568.0,Tqqevfvnumvowxmqjzs,W,2.0,Uozzf,Oezrwljdzjeorirpmhwonuillljxewjnnosvolrzwxiuhzqhoztkwcxqzramnerewjyebyizlpnpe,3.0
97.0,Edison International,hnw14144,R,M,Flint,21134.0,548.0,,a,1.0,IN,United States of America,Mthzrsavv,1-240-515-1059,1624471.0,hnwljaaptvbgaerenhypua,M,0.0,Jzsmpo,Rpxtzzozdmjqlhfhzkwmdyipjccnhvwticvzckpxoneqejzufodynrctxhmbuavbynquxiduyba,3.0
95.0,CSX,DWU14145,O,f,Durham,262332.0,372.0,CUCRE,i,4.0,WI,United States of America,Jcnghevgdknxrrvcdlgaspweeqowftgxtrwllhfmsumxfunenwgkafjfunulabosyyzkanswyekbyh,1-211-080-4392,,DWUZGR,,1.0,ouzjpkw,YPVRCSNYEXHDLPOBNHJVHSNJSVVNKPSAU,2.0
2.0,Prudential Financial,ave14146,O,M,Lubbock,498706.0,331.0,jdbdhg,G,2.0,New Brunswick,United States of America,Kspejlzilzjsjvuomhbyaqgzxosftnpswmsjlblgvtxveugesercafrqjbsmevwkolavfvsencdei,1-800-031-4588,1052293.0,avempywhnvnhvnsdpov,M,4.0,wkiqfznrib,,3.0
45.0,Spectrum Brands,Xki14147,O,,Garland,156503.0,777.0,Auhqmnc,d,2.0,MT,United States of America,Kwxvayccdxwbgghjdqlniiepvcvguuxwoniwrrbfufyblvqys,1-448-505-2155,616825.0,Xkivognawsuzqtkglur,W,2.0,Ygponjvpdu,Cdgvl,4.0
86.0,Apollo Group,Bok14148,O,,Salinas,195780.0,649.0,Kguniqwnq,,3.0,ND,United States of America,eeopmtvgl,1-702-679-7275,1998704.0,Bokdfmmate,U,8.0,Bpxccidganvvcw,Cxszqjfboxatiwcglxwjeufxzdmchlohqycjzjofdiahfmqqdpjfpb,2.0
95.0,Targa Resources,Ipq14149,O,m,Vallejo,270793.0,343.0,kbtrchx,c,4.0,TN,Canada,Lixytyehuibuksbvymrxrfooolagmzunmkvujqiai,1-434-705-3876,557646.0,Ipqdelothbtbbdamau,M,8.0,Dazcnxhouuv,Mdclhxtqrbawwjkbnbiywefiosbudduairnxjmokrfidcjqaksgxpifbwqtehflzlwjsseecgaog,2.0
31.0,Cephalon,kfz14150,O,,Jackson,37636.0,613.0,Uzbsqkoi,U,5.0,UT,United States of America,wipzwrapvezrkkfzsxwmvuprhxf,1-371-598-4003,1317280.0,kfzpguogihxrsgos,S,10.0,VPBODWEYSPFWXDZGALNOA,acqdekgrsl,
36.0,Itron,Weq14151,O,,Charlotte,192118.0,341.0,fynjggmihg,,,OR,United States of America,WQAFY,,1223790.0,Weqxoxeqil,M,2.0,IIMUGQDSYJ,OEMGTWFMOJBVAHVELQPCKUEALMAKFIDBXANTHFVPMLINLEMPSKCJOMIXWXWQAMODRU,0.0
72.0,Acuity Brands,UZK14152,O,,Tucson,109648.0,777.0,Sapzbiicfrn,r,1.0,SD,,IYRVBISCWZKSGHAQGOHCRVKKSRMABOBFCDDCSDTSJFKEOPRTSSKE,1-382-426-5222,900737.0,UZKYNMXWP,U,,Vngrit,Enfamukajefjrjrfyfu,4.0
16.0,Nalco Holding,BXG14153,O,,Berkeley,,434.0,Dqvfeqozcpgv,,3.0,CT,United States of America,Tytungpmlsmoeafbwdjvlzouttgwznuwjmsudnsbhcktfvfrgeztodcxfebu,1-369-029-3774,3568897.0,BXGSDPGGMXIFFBQ,W,0.0,SXTZRZQTDSCXNNXECLWHZCXLV,rkycazinev,1.0
49.0,Consolidated Edison,Tcs14154,O,,Anchorage,113453.0,348.0,wuhizjohbzj,,,TN,United States of America,DACLUUQEALQMOHBQURIKDOY,1-957-427-7232,185453.0,Tcssskrqwdqoswqgskpkuuaobfq,U,10.0,Ysmfkedkhcrxehpja,Azxhpvbacfbhucrqpvwavwarindblcihttxx,2.0
,Covance,JUL14155,R,f,Lancaster,469141.0,720.0,,,4.0,HI,United States of America,,1-591-405-8493,1418830.0,JULAM,U,4.0,Mucgelrmliobhkcasxwzmo,vkxajademhsgjypullaeucwortkbgmcryfcidyxuyexusuns,3.0
51.0,Ball,Rvx14156,O,F,Allentown,471784.0,561.0,Ztsbbvhshnid,z,1.0,Newfoundland,United States of America,Odprtbwlupdmwgpcfrqlkukaxpi,1-072-724-9136,3468326.0,Rvxlgxjphqwiruxycg,U,6.0,lnqjzpxacdlefeophsxkmbolgpsu,Fofrqkzmqkfkwsdjnypdchyjhmwqbjdigycdirbvaomuheasxwblhtve,2.0
64.0,CBS,SHD14157,O,,McAllen,475364.0,547.0,FTPNLNKXG,,3.0,OH,United States of America,dygjajqespvopllcphqpydolcyetxefjajpmwshwwqtstgntpllhuioaqjqdhuoqttrnav,1-052-808-5260,2463251.0,SHDHDMOKPSIHXTGBIIPVMJKDTI,W,2.0,Xulqolnqzhticy,avthpbeidhxfnoibouxycv,3.0
24.0,Arch Coal,Nax14158,O,,Glendale,242308.0,345.0,Etyrinfjpr,l,3.0,NV,Canada,Pbkgdcqklrqbflpimgwrmgwbyqchbsz,1-673-046-8498,2378661.0,Naxrribxkdmrmxef,U,5.0,sxljvvukoauu,Fnevbhrxebcwgfndizg,4.0
68.0,Navistar International,VVF14159,O,F,Little Rock,374874.0,495.0,IBSIMSVQ,a,1.0,TN,United States of America,Bisfixmfglvvzejeddpvuapbontrkucvmsxgbeloktrfmaxsxuycddmnnfx,1-420-469-0723,3880240.0,VVFECDRBECXACUWUG,D,5.0,Dgnsfmvfveusydf,Yqbsxwd,0.0
36.0,Chevron,ASE14160,O,,Fort Worth,19483.0,366.0,Jswtbar,,5.0,IL,United States of America,Ozlrmzpjsvepsjxztfcitfvkubzrvqwxtncikszrylkxdsuwuwlfbdrfitu,1-732-213-8449,2358187.0,ASEBXQJXSOPGRCQHMJWNZNRQBUZF,U,8.0,ymmpbhhbmivfrxwwkusrypodgm,ngrhmwidpeikqjtsmqsggubgseivgqllbrjpzxfowmrucviyccawodwtgizivpbzujvorjltjo,4.0
23.0,VWR Funding,Tqi14161,U,,Paterson,373805.0,564.0,MOAQJ,d,3.0,RI,United States of America,dckoymyhyivrgfcfsqnnnvplvcjxgjfjxctkabyhctefdgdbhnqdywitkhu,1-912-657-2015,1574690.0,Tqijpeuqjpowpml,U,4.0,olnplhsoig,Embblrhrpmotsgptsoaujjwepbydcrbczibkexompdvnpqrnwegnlzk,4.0
87.0,Kindred Healthcare,ZID14162,R,M,Edmonton,478489.0,,AMUANKGBRRZO,,1.0,Saskatchewan,United States of America,Sxxygjpsbmruvfzcdznndbbsoxwhukpdeqpubhxfgugulmcrbanknxopowxlun,1-315-430-3809,3497837.0,ZIDVJRRMLSBCCNGPG,D,1.0,olaftrrq,Pqzjtcqsrjzouguwmdfsgeynmbedcdmsrkfzipnebiwydexte,5.0
77.0,Lennox International,nki14163,O,F,Lexington,35061.0,597.0,SAOUD,,5.0,AL,Canada,JVLFSQRQMAQCCWIHNUWKUNAHCOZWSQUGNKASYUUVQOHEIWRWTSXCIKKBKMZAEHKSSIW,1-563-935-0116,3496962.0,nkidwl,M,1.0,glgoaubunplmheep,Ngmohoarxbldbdxchdymqkfayfpqbjazvfpmkrivauhh,4.0
90.0,Mutual Life Insurance,Sjo14164,O,,Calgary,315463.0,651.0,WEWOZ,F,0.0,KS,,Bkcwywbmyfnoisrjbmnvvhffiggbskbohsshtyeemimtgiihb,1-865-960-1836,1021762.0,Sjogrkszlibobvcbsmxoayft,M,6.0,yylyzjlbbzzuigcygrph,JHIPWMGOIOFCMDI,2.0
29.0,Newfield Exploration,Eyb14165,R,,Chandler,204678.0,650.0,Zgyecgnnbpmi,,5.0,NM,Canada,Tzpaiksnmaycnqxac,,1255970.0,Eybyvtikaw,U,10.0,THTZOWCDUYPNLTMXJSMQBT,Holuyejp,3.0
92.0,MeadWestvaco,Jku14166,O,M,Independence,69237.0,434.0,OQDRHYE,T,5.0,NY,United States of America,Kqcscdmffbphhcipighuaoodlbqwqswslhdyahzgcksn,1-939-805-4959,256534.0,Jkudsihtzndkwnrntljyuzp,,3.0,IJALTZSFHADFQVEOQRVJEISWBE,,2.0
20.0,Systemax,Pnv14167,O,m,Pembroke Pines,,718.0,Cknjuw,Q,2.0,MS,United States of America,Vkyifprhjvfrpmuetjfoivkgrjkcsn,1-559-250-7287,1940841.0,Pnvebxrdtxayjz,M,5.0,quxsdosbfemwbsbnaooiqmf,Fuxqdsrsjdrbpjtjnnqkekw,5.0
97.0,Ingram Micro,Mkr14168,R,,Tucson,258401.0,653.0,Vagrrrrjvvr,,,Prince Edward Island,United States of America,,1-284-865-6946,1688750.0,Mkrll,M,1.0,Kvdnnuutdsostvegcrt,Hwgeleuwmiwpstklkbsqequkgcpdhkhmxtkxkmgwejlmsbgtmiedgx,4.0
89.0,RPM International,HVK14169,O,,Miami,245949.0,451.0,Llpto,,1.0,AR,United States of America,Ufhyjqlypgraexqzshgnivlbnshkozkovvedihbvdpsdkjcqgtqbzrpnqgiumwd,1-751-676-8648,3564379.0,HVKWVIBFJXDFPBSKEQTPSFYEEEVDE,M,6.0,Qljfzeomf,Smznuerlntrfhumooshszciqzyonmglcumbplhmmjatdfrzagpvigklkwfdxaxp,5.0
66.0,Dollar Tree,Ues14170,U,,Memphis,452063.0,474.0,Bxtlsh,,0.0,NH,Canada,JARPFLQNVDRHLBUYGIDCKHEIUCNDVFFGHFCLSJ,1-233-578-3884,288581.0,Uesmeofqmcheeuxsipexvcobbfxkwv,,10.0,fgmtmfhpef,VDPSBTDCGZSYAQ,3.0
23.0,Eli Lilly,PZR14171,O,,Moreno Valley,388929.0,639.0,onlljnjksnaj,D,5.0,MA,United States of America,Uxjlmbmhqlheemxtxpzucyjgkfgqhlfdjdijycgdcxnxvpudznamdxicogctle,1-486-451-9219,39155.0,PZRCVMVPXVMUHXVETPIIGPPODWCWD,U,0.0,Sgfiwauonvwteu,Ojftmzujjpfrjukvvewcalaljcnispfjdmr,2.0
68.0,LifePoint Hospitals,Mpa14172,O,,Irvine,354421.0,685.0,Ttbxulroobnd,,,ID,United States of America,ksdpuxifpgvjoomwugobvwbjzgzhbskpagpafexidhanwrppmikbcdteouhczrq,1-164-320-0476,356125.0,Mpagxdhohcvsnpwqbmbjnvscylp,M,8.0,Mbicorlubc,rzisgbfvjdcutktwqwilxmcfdsvcfywrrqjqsdrqbslicxgldlaimcqr,4.0
39.0,Constellation Energy,Txx14173,O,,Salt Lake City,377631.0,649.0,,,2.0,SC,United States of America,VKIFMGCKUJWWRUKSVVTFRZ,1-288-712-8602,1154201.0,Txxragxej,S,9.0,Rsbjdpxhulotwvfae,RCVQVHZQOGVFZFYMZYCHQWKOS,3.0
59.0,ManTech International,Vsq14174,U,F,Jersey City,198260.0,531.0,nkbgzywh,,1.0,LA,Canada,Kvdgchmddpqzbpnrf,1-325-824-9671,3464091.0,Vsqchavmpqlwpvmuso,M,5.0,Fxdvjsosvjz,Gtvghigwdnervmwoahbwhsflbgofprmecguhsqpnxypgsszpwmjjjeqanvdckaetxtr,3.0
84.0,CommScope,zis14175,U,m,Chandler,160026.0,838.0,NBQWHANET,d,5.0,DE,United States of America,Zvdmcsaascaricmxmusojnkaslcub,1-602-111-3672,2912440.0,zissqjcp,W,6.0,Fbfbjqqskewgwocvjnwvlgjmqqba,TOQSJXZTYAMHOYKMDLLYREELVKPRRMXUYJDRZYBEYEHXJCERDFUUECIEPBKMEGNYRWKV,4.0
32.0,Expedia,Sdf14176,U,,Lewiston,253863.0,596.0,JGFXCZTGXA,D,2.0,Saskatchewan,United States of America,Sthiwcgrmvnlwipowxmgpckoxsjpajfouirwehbjcehxlwipmnbtexfkqbjgpcadpwnoccchk,1-727-193-3984,1832149.0,Sdfvzmlfvmhhidqtgdqpub,W,4.0,gdxqiiwgqljvyjdxplgl,sfppcypinldvanjvvcqkomlfucipxhgxnevqhihoscfegypornrtxmshuzojiphkowsowzmgpvu,2.0
90.0,Southwest Gas,ANE14177,O,f,Charlotte,495574.0,,qwsvitg,D,3.0,WY,United States of America,aqswxgyzyviqpnfvnsl,1-638-470-9765,2860424.0,ANEQVYSQOTRKLEQSTBL,M,3.0,Wsaxwdouispumdjcz,Pegtxgirqnwvxnusvthsjunflhxquljaveeuhaeluevgdef,0.0
93.0,Biomet,Ayc14178,R,M,Albuquerque,147928.0,795.0,yhxanzb,Y,3.0,NJ,United States of America,plohylwzfob,1-828-090-4159,158334.0,Ayctdgm,W,3.0,Rnzpykdjalsprf,Maeifskfgconkgmvjvesgbxrxmnojhkfvbmwxpangseadbnluf,5.0
56.0,Applied Industrial Tech,FFL14179,R,,Vancouver,300862.0,447.0,,x,5.0,TX,Canada,JLEVFJPFBDSRNHMBYLNTETNUHCADKFZDGQLUGGCWTHVQHVWCEDKKICYNEEHORGF,1-525-921-3253,2391666.0,FFLIQOYYTJKDXIJWERF,U,10.0,CDIWZXRVKBOIRGMAMKHN,Tqkljwilwucwzvduqejxfvuizmsafgiecsoudvhcqcoxrfdbwowcpumkzeylgiiejc,4.0
77.0,,YKJ14180,R,m,Naperville,432840.0,460.0,ijelnbbb,,2.0,TX,Canada,Jteehinxjzjtxybxxbjpskciwrokbsidvtzrkuph,1-605-084-1644,827138.0,YKJRAWEVCEP,M,8.0,Gwvvrrjp,XMZWQGHXESSFMPEKLKIP,0.0
62.0,Anixter International,AQM14181,U,F,Lexington,276239.0,837.0,Qwtyifg,,1.0,VT,Canada,Leymcpzbthkzqvhtuejbxfivqbohtlfkpacmaueyrnlenahcwrtqcuiqsnafhlvdyxrqmpkd,1-057-528-9684,3180451.0,AQMONMDDAAVE,U,1.0,CUURMLRPWMQ,SIOCWRTPJCYASZHBIXOXJBRARFRZOGTKUB,3.0
54.0,Benchmark Electronics,Zcc14182,,,Charleston,,546.0,hcuhm,M,0.0,MO,United States of America,HPVZOFNFMKOHDFIKRKGCL,1-642-523-7136,2034019.0,Zcckfukewdhfqxka,,,Lncqn,Zjqazbbvzkvusyuinxucpgwcntqxguvtacnndsycpvtjp,2.0
47.0,Ford Motor,Iga14183,R,,Buffalo,342416.0,542.0,Oespguc,,5.0,RI,United States of America,pqfplpdrpscaxfpoevhfetietovuexbpcfhwancvvw,1-113-597-7777,,Igavhiccsovuhhjhkm,U,6.0,xpudc,grqfbav,3.0
100.0,Halliburton,Zzi14184,O,,Cedar Rapids,,717.0,usaqz,H,0.0,GA,United States of America,XIBJPWVTBIASPSENFDXYCYXC,1-964-360-5012,3932513.0,Zzickkkeqan,D,7.0,Dqvuaecewnsllftsckxknc,MELNHFHBHOPRYZTTQVEYGHIBBNYXDPQNTWR,1.0
,FreeportMcMoRan Copper & Gold,Kgu14185,O,,Sydney,50135.0,523.0,mdncddxuw,M,2.0,OK,United States of America,SSWVSXYZMFLMLXQUGDCOKDSTSCFV,1-766-008-8296,47742.0,Kgujvpekrjttaogn,M,6.0,MYOUGABDOVI,Htoqkpurxqmw,
12.0,Annaly Capital Management,xhe14186,O,,Columbia,481814.0,625.0,Pouwemythfx,J,1.0,KS,Canada,Hwfrgigmxovxeduwizxqykcqwdss,1-249-796-3368,861502.0,xhewzyasylwtan,M,2.0,Llnpwurgwgddxley,iudzavgjeuegggeekvw,0.0
93.0,Graham Packaging,Duu14187,R,,Albuquerque,450582.0,687.0,Aszncceqzig,d,3.0,MS,United States of America,BBYPGANHYSRXEXRYBZJMBFT,1-922-758-6085,3949136.0,Duugt,M,4.0,VLYJAKCHOQDBYBEWUPELYUXN,JUFBSCSOQDRLTCWYRZTXSLOVAYMSBXHEZBOXCDCUFNNXQZHDGMKIJU,3.0
,Metals USA Holdings,VHD14188,,,Windsor,5303.0,759.0,Vrtirnbgpl,V,2.0,TX,United States of America,,1-303-530-2243,1109813.0,VHDMRFMMOEIWLFBRMALCNOPJD,M,2.0,uuxhblxnpajinjrokudslfdhfgzuab,QHSEKDHHTRBGYRYGCBMKDOWIZTIGQAIPCQI,3.0
30.0,U.S. Bancorp,Qkf14189,O,,Frederick,371076.0,666.0,Ftcyvink,,0.0,New Brunswick,United States of America,Jdrcnsovrzuxkmwuefewqtafjdbnwdkpepjzzwnkxppk,1-569-869-5904,3125796.0,Qkfpkjuhfpqatfsv,U,4.0,DNSEVRTHMEGMFTTLRCNUGRDKGZO,Cdake,3.0
87.0,Computer Sciences,jvb14190,O,,Knoxville,213149.0,300.0,ATLEOX,,1.0,VA,,ROPPBFNLEBWLJC,,88835.0,jvbcmbvp,M,3.0,YBEAUGXITZZJBMJ,,0.0
74.0,PPL,bzs14191,O,F,Las Vegas,121682.0,487.0,Swryqckdhqo,,1.0,MT,Canada,Zipblbmxartnjhlgredccayxsgitlyujvhykfnsdaqqhynxdjhoewoyudcgwjvafugwe,1-002-687-3335,37220.0,bzsicbkkufaqpng,U,1.0,jnakreept,nhqoibpjvolnrfqmaqebpzvekugsacosxttjrvvjnajizelrukdismyno,4.0
21.0,Mattel,jvk14192,O,M,Montgomery,400033.0,336.0,CUFUZMYB,n,0.0,KY,United States of America,Eoeoczbpbgqihbaqcwhgscluhsejzeuliplkuvsoergifqxymuwumcpuimapyrgv,1-797-200-6406,1740592.0,jvkorsjsbueq,S,10.0,Xxenbjxetczmylnkwdu,ypypjaiddejeucfogvowgpjkrjsmkgxyqylhhxbrla,1.0
,Southwest Airlines,Kdu14193,O,M,Louisville,383276.0,476.0,hpyvacrx,F,1.0,ND,United States of America,MOEHJRTNITAOCUPWXGPOZGPJMYJQVJJHADLXDBGLOUPHRKDJDTADOGSTSDHD,1-863-418-5969,449787.0,Kdugijesroigutortudeztuxklkm,D,7.0,Dtuwxrql,Ikrwcmxlraxgbjdiwkhsrqiquwfbgaaopjvucfqorwmmaffjghyitzei,5.0
99.0,Cigna,Gxh14194,O,,Garland,59413.0,,pduktozpeb,,1.0,LA,United States of America,Zcmwfepmoxmwrwgijxrra,1-369-827-0324,3626042.0,Gxhqpusjtbbhhnyupyqzlraebop,S,6.0,Hsypp,Ijojizrewqzqpkusrxlquqfpdtaymidbauvvoknemdravamfzjqmtvkjcgvfdrsppz,2.0
14.0,Warnaco Group,asa14195,O,,Thousand Oaks,495880.0,637.0,QEQREVCOAHW,g,0.0,LA,Canada,teehkvuyzuvisadfurvxatlcbamzqaehmfavwhddnkefhlwqhvmuiergxo,1-964-808-2199,1796405.0,asahbdeepnotfvsdckhlccsuqygbw,M,1.0,Ewpfw,Veidqtmlfbsoqdjeihkstmbnqwqwavauzoc,4.0
46.0,Unisys,QZR14196,R,M,Las Cruces,77282.0,538.0,Ccbtkgdllwj,,0.0,MS,United States of America,wqfmwjidrjutfdizzkdooczklxxkacbgbuwllytvgkuujhownyujewbgpw,1-455-805-5083,2434780.0,QZRXMUZBTUYNPJQBW,S,10.0,Mmwdgdgnpbmuuscuckjsulr,iteuaycdzijgvtntwvnuzkgsts,4.0
99.0,Viacom,Mgb14197,R,f,Windsor,392776.0,,Hcvntln,o,3.0,CO,United States of America,Iaxsriwffgzvhrjtezwqrngvppvoibnzfibs,1-328-430-9726,1859130.0,Mgbscvvvfhuxrbqsdqalbuhportk,,9.0,Vvhikzjvgwcyrajwxrdyaidwqippv,Uepfpursaxhleaqfojbpxkfwya,4.0
93.0,Computer Sciences,Ddc14198,O,F,Billings,315141.0,829.0,iqpiukuccxle,,5.0,WV,,Cjputmzztdcjtlqdhduhrki,1-612-934-1844,654196.0,Ddcgfrwpfcqloiqzscejncgmr,S,4.0,bzleak,Mngoxazccxydzxhkvyjswhpahloyyzhbuhbcc,0.0
87.0,Sonic Automotive,UQS14199,O,f,Austin,236459.0,778.0,POSXTRTRLJKH,N,0.0,MO,United States of America,qhivorknwnxwxbpjjylxhrrtamvegpe,1-712-666-2181,1787225.0,UQSKXXPJCIKREOYJSTZ,U,8.0,Irjbbrnupyovpgoozqe,Rblocdqpfdgnsjcukjbxrmpwxsmos,5.0
,Hudson City Bancorp,ODS14200,O,,Great Falls,494597.0,465.0,zfgxjvc,,2.0,UT,United States of America,HHQMEOVJGUMXBQAARXQTSTRMKWHZWXTOWVLYAKIQEOKLNSPNBLBBYI,1-823-572-0556,221227.0,ODSTCBDVJWVH,U,0.0,Jyafqgelnrhelxobo,YIKOUZRCGLPHIEGEFLKOAYDEPEVSNR,4.0
71.0,Gap,frq14201,O,,Nashville,367053.0,553.0,EMIUBAXSOI,O,4.0,KY,United States of America,Ggayfixpbnkbrikcuzhmnomiqewvhzonelodktetfwhtizbtcwqgkgp,1-426-545-3970,2940814.0,frqivlpmfxhuesrvydbviq,M,7.0,Pewsapsjgndzyokz,Clvgkqnhp,5.0
41.0,,cue14202,O,M,Seattle,204320.0,460.0,WJWNE,,3.0,IA,United States of America,WQNWQPAAOGYXUFTZXEEVGUDXQWT,1-962-903-0202,3312932.0,cueqysbcq,U,3.0,Mtcdwinwwkesfggewwjzq,grwadwuhbhdwrgdjtjbsrgdbmyycwveuwntqhhphggiw,3.0
74.0,WGL Holdings,jxv14203,O,f,Dallas,16936.0,517.0,Jqqchxesvpyz,t,3.0,ME,United States of America,IXQIVSULIQP,1-592-626-8024,3964795.0,jxvmdmskciqdmeveplwgfzdkk,U,0.0,Mhlbmdooabtlusgqfdx,Bqqykzutspsivyqoxdlgdjhlerbjtdfpftoasrwqegiqpvzxhycfeevsongntegjweyqxwwqel,0.0
83.0,Liberty Mutual Insurance Group,Lkt14204,R,,Warren,244117.0,744.0,Zvwyfgumshy,,0.0,PA,United States of America,NIQAUM,1-387-767-4138,1460314.0,Lktdofqabc,M,1.0,Aaxjujsrnllbjqiwcxkyyymz,wipohxhnnregmfksxwhub,5.0
15.0,Retail Ventures,Ooe14205,O,f,Chula Vista,378435.0,564.0,Sutxhkww,Z,0.0,Nova Scotia,United States of America,PPXFQAXHVPMFTHMPUMQHRFSQOEQEUJNCXKRI,1-210-338-0396,2310096.0,Ooenvdwvmtclhv,U,6.0,vnigxcsjruqjelhr,Qnvttsrutosiquj,0.0
38.0,Duane Reade Holdings,Rxl14206,O,f,Wilmington,226966.0,407.0,Ncirtypeq,j,4.0,OR,Canada,Zbxoerafuhjcslopbkodfuvlydpidqlkynkqfcjmyodivrkppepspioqcwpgebftibwr,1-698-366-0032,3072118.0,Rxlmbdkgbntokrbppbmnffh,M,6.0,ODJPEHNIUMRURREXVMCPSERMUWAE,ONHKGFH,
59.0,Autoliv,wtt14207,O,M,Saint John,250761.0,368.0,dnnxakpm,,2.0,OK,Canada,SWFIFTKFKVJRGIXNSQCSFDKRVUEIDCCUOJKFMVFOFQGLS,1-365-471-9350,529525.0,wttrb,M,2.0,Xeeksjd,KLOLZBSZJDNMVIVNWFOZRCFMNKWMEVZAXEM,0.0
14.0,Hub Group,Eez14208,O,,Milwaukee,286579.0,696.0,Tsnwujtvpz,,3.0,AL,Canada,SVKRZEJIJHQVPUFCZTCYFBQCITJQVHICSMNHSWTAVHEVICORTREKIEL,1-850-946-5437,1058953.0,Eezsaahdgyxnkqwtpotxnmaaztpg,M,3.0,Yacxympkkzbqcun,Mzswkebojmrdhlcqgbourkp,4.0
15.0,MeadWestvaco,MPG14209,O,,Jersey City,293423.0,571.0,Gbqwys,,5.0,LA,Canada,Pswmyjungaxulksbrw,1-669-931-7303,3211842.0,MPGGDZNGNZTAOZNCVTQXHDE,M,6.0,DUVRWRMC,ubhcmwaalgchtrndijujuygsucpwenqlhucfpem,3.0
36.0,Discover Financial Services,Ndu14210,R,f,Fairbanks,328571.0,673.0,ghbzqchqzs,T,4.0,NM,Canada,wriuqlnljosxuogsrdcrqzpwnnzxblugorhxfakudmx,1-013-662-9950,2777645.0,Ndubncodoqfnfpuwoylhppy,D,1.0,coxpnoamvudgc,Rvhiahfh,0.0
91.0,Energy Future Holdings,moi14211,O,,Hialeah,4388.0,,Tioorqhly,,2.0,VT,Canada,Nibiuvpmpwkgwpjvybuwpcikgdufjzysdhotsguozsbjqhibpkooozoqvuihriqbutf,1-221-083-6199,2592667.0,moinjqwkouofjeiwbaeezsqxgsqdzv,M,8.0,Ocrgmlgjnsry,jqgfshnsmgudodgjgkicipywmenybolermsgiypoudvbwsp,2.0
41.0,Dole Food,Azo14212,O,,Idaho Falls,320649.0,302.0,imbpqkb,,4.0,AR,United States of America,Yvgpocecjmfmywwsgkygueevhltfzddftdbczcutqzxazxnsskublyzckkaxvmzxht,1-500-358-3744,93014.0,Azohlaqjfstop,U,3.0,ssbcntxsvdngysinuvbv,,1.0
95.0,Fluor,zvv14213,O,f,Carrollton,,493.0,Twfobm,Q,1.0,WI,United States of America,Pxamrvixhcviyherozgulgnrojsvsligwxmghhvkvmrhezrknhmjfknittlqheibwskrukqdsat,1-966-813-9095,2161260.0,zvvfkqvqwqnvowcwunjbtgdbz,M,3.0,Fwoinzhgazorqcunfvfilhs,Ctkxjkvgvqgepyybklwrwylbesuumikyomnzswsfrbnqqeruwddsmkd,5.0
