AgeID,CrRa,AddLi1,Sta,NWo,C,Ag,Coun,Ph,NumChi,FirN,OORF,NumCrCa,In,NumC,AddL2,PoC,MaSt,Empl
Tyd11808,,Rjykmacvegpoulyrbexoojaozxwskrzspoeiycgyyrevulqismxvmblbjmgvubnzdrpcchhj,NE,3873135.0,Paterson,76.0,United States of America,1-589-308-5039,0.0,FDVMCHBHWIH,O,8.0,439825.0,5.0,hrgqzduuosqaymdu,pktmr,M,Protective Life
Yoc11809,370.0,Matrqsiilggqqfqbwadqcibecvduxbkjfjcxwuzkjippzsbepqtfbuuxeeqkynmmbhbcidxfga,FL,621863.0,New York,30.0,United States of America,1-912-023-0094,3.0,Vsnhygxiwnav,,0.0,238921.0,0.0,Jfelkxhlfgcwggwwnpoekbvulpesjiwesebvlamtgogezzcjvkdkgkurmikvdryogvou,Moddarsr,,Genuine Parts
eiu11810,437.0,pptap,ID,3183748.0,Alexandria,48.0,Canada,1-680-728-7555,5.0,etywdcewbrsktkpbgetruusctc,O,6.0,443410.0,5.0,IRMQNLQLLK,Qsikwotaof,M,Molson Coors Brewing
Lzb11811,568.0,WIFUOXBATPAWSA,HI,480910.0,Lincoln,98.0,United States of America,1-541-591-8203,4.0,Thcdos,O,,185210.0,2.0,,INUVWJQDTD,S,New York Times
Ehf11812,315.0,Karuvjlolziffmefkawadkih,ND,869869.0,Milwaukee,54.0,United States of America,1-097-573-7903,2.0,suftkitsqaqadg,O,0.0,249206.0,5.0,hgqhbxiwobgyhlnsoeicpgijwlluberknhcp,Qecmb,M,Eastman Chemical
TZJ11813,619.0,Kxtyvxsxswtrghctddcsvqfvifulbhogscxvxbfgjzvbnkmgsnmujcoubmqlmxxxegfad,WI,2431274.0,Rochester,,Canada,1-388-763-1684,4.0,YBSBCAHXGHHBN,O,3.0,148527.0,1.0,Mkxbnsexlqxpifacsyykrrglxypkoocfswinxin,Qglimeduimd,S,Alaska Air Group
LOE11814,576.0,Pwvsabkxkvffvfbudmwhjordcqihryvdlbyhfhw,CO,1839975.0,Anaheim,37.0,United States of America,1-897-003-3614,4.0,Igmstqcsdj,O,5.0,,3.0,Kohbybldftfpjnhvbtsfdpxngsdliohviemswdstpvztemyqzlijhraqkhkeqhasbnrwohvpj,Fljbadymrb,M,
Hgi11815,510.0,CEKTJLWIUEUIUEZDPTPVULJVDUCHCVGVIDADVXVHUFMFQFUM,FL,11343.0,Edmonton,51.0,United States of America,1-284-573-0057,1.0,Eqopxdpurpnxtiweskzvpziq,O,4.0,182700.0,2.0,Dujkhxxdaxwhvjyanzidww,OAHAAB,M,Unitrin
Ffm11816,430.0,wmpelmmitaxiacljhvekyiykskuivpgt,MN,72476.0,Lewiston,98.0,United States of America,1-962-680-8156,0.0,uhanjbjidjjytrihcmvprxwp,O,9.0,159679.0,1.0,oawoawknalzsisiwltjo,,S,Winn-Dixie Stores
Ecf11817,464.0,ZNQAFEDKXDXKATXRNVQBXNPPOATBNKULPGTCFQFNEDEQMSLTTPSAPGQYONEEVBUIKDRGBXXOUF,FL,2611907.0,Baltimore,62.0,United States of America,1-517-304-1469,0.0,oxdorros,O,2.0,290172.0,4.0,xxyxljfwwthdbphrvbhbskspmgeqsdibhojjcpgwechfxumfzsacconoiwrxlbarkfwlyhbloah,tdjqmslajmy,S,Williams
MXJ11818,572.0,ixvktmdezuvapraypmsejjqtodfhyjknwrjjlaqbujgroqjyxhmqv,MI,3007924.0,Montpelier,42.0,United States of America,1-768-701-5720,5.0,KEUFQVELDPWSH,R,1.0,326553.0,3.0,Pktygfdjlwqrvotayonxnqcapzdibuktnwriayhttnmg,Ymgeisafak,U,Anixter International
tbb11819,695.0,WEHQXOKXMUYVACOSLCEEFMAVUKFLZTCEEPUOGUJGCERVMVQTHKBHVWOVYTLHHQPAVMU,AK,773988.0,Santa Clarita,62.0,United States of America,1-063-653-5428,5.0,Tlmstoohheeemeyydnirtlew,R,10.0,18285.0,5.0,Dpxrhnfwcqzuuxlitympaxhocatnbaohvtglhuimiokkohpwlijdckubgznsgeyef,ejetvkned,U,American Axle & Manufacturing
umi11820,454.0,,NH,2217017.0,Pomona,88.0,,1-512-924-0236,0.0,KYUAFMDIHSBQQPP,O,8.0,15818.0,5.0,Ulgzeioeisxyllwflqohdevbiprwdigsvngqenwaofivdvyhpgyozk,Tfaxp,D,
Omk11821,466.0,hspzqlfdatslsqcozqmkrfdoppwwsxqfx,MI,2060103.0,Costa Mesa,35.0,United States of America,1-774-491-6498,0.0,zqfeibeochqdsaontzlmrhexgvqzhz,R,9.0,374832.0,3.0,tjjirqaclsuvsdxtxfhsjnxdarwnfvznccazsbhjtyvksmra,bdwlwxsphqn,M,Con-way
uau11822,387.0,Quqxhwxhjwacyccnexwhmoowwqxscgqyifvprvylfbfnli,WI,478005.0,Dawson City,71.0,United States of America,1-758-965-1175,2.0,QMGZVEUR,R,,3750.0,0.0,,Wmqjxempib,U,Rent A Center
Gwo11823,429.0,Hjchkhtoamckcnnpsylnstctatosshglbknh,WY,3438878.0,Casper,98.0,United States of America,1-441-519-9327,5.0,Jbnkt,O,8.0,159399.0,4.0,Hxhrtwyjyxebmfftsxaxpkwpbmyuqe,,M,Terex
Jdh11824,827.0,ymraymqpjwzsdavrlskdtkqmmrvaimidcpxvfqcujrsncumedzwdaebkyypnhuevzo,Alberta,2427763.0,Sandy,6.0,United States of America,1-653-352-0225,0.0,YIRCYRJEBDIUZVRLJCVJHCHYIPHM,O,3.0,128044.0,0.0,aakdwiogzkvxivcevsonwenspldnwknqippoivrylxjuhahszepjlceiwtdjslwnvbguihgjnhg,Wmibrdtmmhqz,W,Colgate-Palmolive
Irk11825,493.0,Tdfqbnicfbviyjvdojlqmckfwflxusygnhnlrnkabjomnbnpdztzmw,VA,738869.0,Vallejo,40.0,United States of America,1-398-802-7033,5.0,jwffhxyzwfbznpgurupqjz,O,1.0,232511.0,2.0,Oziikhomhsqvrilraaoqjwcncstilylkznjnlcttrpbyaoeziumvyb,Rpbvqmv,D,Sears Holdings
Nek11826,787.0,Slaaomapxhwuseuhwuvifqitleizldzjgbjiqfhcnvgkkzqpyilunovveii,TN,2089393.0,Pasadena,11.0,Canada,1-303-206-2700,3.0,SPIFMASXX,O,0.0,,3.0,Aqtwin,Xdqvweyhbeye,M,Owens-Illinois
Yua11827,774.0,DRDTJBUMVJFRCBYWNUOWEHGWUVZTQQGDHDTUXMTPQGXBSWKNZCEJISRTFPEYJSKM,MN,1137985.0,Plano,34.0,United States of America,1-973-530-3867,0.0,MLVKZVHOBJSVJULIBDLEZNSIOEFRAY,,4.0,57796.0,3.0,Rfpiwshvgmbqkwfwv,,D,Allegheny Technologies
JNI11828,475.0,BNQNVRPJGMPTVHLYVEKICVT,NH,289833.0,Mobile,27.0,United States of America,1-835-358-0974,1.0,Mdogkbcjgdrfiukvrrjhwp,O,7.0,74409.0,1.0,Mwhqoppeebvvrvxgzpuhgwfbnuhemnsvwvjirnmuq,Auhvc,W,
Zxe11829,487.0,Yewlfwbjkdknsyugtqf,Quebec,,West Valley,4.0,United States of America,1-289-362-9989,4.0,CNTAECFGPOVUCI,R,9.0,87969.0,2.0,znfvkeuvptwbtaxwylubvjbvxruuoukkhsjssvqwjnbhfawgeprpuyiphcvnph,Hyttluvufc,M,Conseco
Qqn11830,395.0,Ocrnrbaauctmbztxtdxasepykotbtmuc,AR,2183063.0,Detroit,78.0,United States of America,,2.0,TGYNNONCIVTDHBCHTZVRGW,O,,73586.0,2.0,jvpfdgyraeczax,Piqnxr,M,Medical Mutual of Ohio
quy11831,352.0,sjowbqcfgzfndrcaraafzstsgeutbicgebdtwlpbfdjnzsrltlqtarmgghngbtxscbzkbptlxvcqsp,VA,291021.0,Montpelier,89.0,Canada,1-080-445-9293,0.0,Zttgonwhdxenpykzcemjgyy,O,6.0,305174.0,1.0,,oppmsozrlzzr,M,Spectrum Brands
Dlu11832,673.0,Czxlvdygucgwaodmhunjamicircxodrervevvfqcxzxgljuzbdffud,DE,457252.0,Vancouver,34.0,,1-941-812-6576,2.0,Abqcimi,O,5.0,400496.0,0.0,YLDKVELOEDBMRAFWTFOCRSDTSAVTSQHCFMGQJXVWKOYWBJSTDCCJSRXXAS,Qbzagfjpv,D,Southwest Gas
Akh11833,624.0,IGVEWVEWBQZUIIWOIZISBLOSXFCPGUFDQZQBDSYWBLRAUMMSQFRERGVFDRNVFH,Alberta,1766502.0,Dawson City,20.0,,1-298-651-0176,0.0,viarhxbchykxlhywqsxmjgxxrpitmx,,10.0,298603.0,0.0,wgntteahoqbwhvysabzcrviolqmqtn,Aghaxhce,D,Viacom
YUG11834,653.0,,Ontario,,Dayton,86.0,Canada,1-786-826-4100,2.0,USTWFYGTRTUIGCNAWNSCTJIBI,R,3.0,,2.0,Vteeitdvtut,rlscgqqkbl,D,United States Steel
Sly11835,488.0,Emfzujkaiuzgjpvgamlhekpgigckobufqxxdndrkkyvemufbpnntripmayubcvyrsdgmnxacw,MN,2924361.0,Lewiston,61.0,United States of America,1-061-707-2859,4.0,UMZUYTZXSZJOJS,O,0.0,413753.0,4.0,MTEFULAORKGBYAKRVKAFSAEGKQUXAYSDHDNIBNYAZMZUBDDGFGCTXIGWGYCJMQTXJ,Gxqnspfpu,W,Dana Holding
Prd11836,644.0,LQCUWJSIRIYYMAACRY,RI,995321.0,Sandy,66.0,United States of America,,2.0,Ohxfhikbtatmiircelh,O,1.0,119435.0,0.0,DWUDECVXFBKNSSGGEZDABOQDQMWUBUBEFHKF,FZVQFBVAWP,M,MGIC Investment
yej11837,,hagrbugsqhldkvscdgwaefreombti,VA,1963209.0,Yellow Knife,40.0,United States of America,1-663-301-1231,1.0,IOSXPXOWNWWJUJVQJQIBSSOGUIWLT,,10.0,134076.0,3.0,Vydywvsnkjlrsozzplitauufuttpsededlovppfnmhtt,GYQHWAB,S,DRS Technologies
acu11838,613.0,lvrjtyluafaxwkmixlbmorvqxiynbbp,AL,462186.0,Irvine,74.0,Canada,1-387-116-5876,0.0,Iuqzoacvldoafqussolr,O,0.0,324147.0,5.0,MSPKKZXRXHXAJFGCTYTSTUUJBNTMIJARE,Ocltexjdyc,M,Exterran Holdings
Wyj11839,812.0,Nvbnztrcimfuynvflj,RI,529762.0,Mesa,13.0,United States of America,1-343-225-5970,4.0,CGLZAPEQBFXLTQREEXNQCYNETGZ,O,10.0,289661.0,3.0,ABZQTQVMOTQYSFWOFTYBYWYXRCFOQSUYJZGEKLK,NVWRJNSNTBHR,U,News Corp.
Vqt11840,423.0,CKMKUEMQXNMWWAZTFUTPWEVHX,Saskatchewan,3195122.0,Lowell,97.0,United States of America,1-075-533-3168,1.0,Kjlijqlttwckpbnaklrzaehlebaggn,O,7.0,13177.0,2.0,Srvlwxnzqcdulruvilocrlnslrrnmmuhzupxrfhruleruulnut,Jjbcyeic,,Fidelity National Information
Wwj11841,767.0,,NH,515043.0,West Covina,90.0,United States of America,1-305-463-1057,3.0,Tezjfsnskybwygqmwara,U,6.0,19390.0,5.0,TGQTKET,BERDCJUJSM,W,AES
Zlv11842,670.0,Izumqacftnvboeylqmowapgfzwbfnjwswvlsncfprjqdmwwinxlrnxmmtaqbswymptbqtriwbjb,NV,439783.0,Huntington,94.0,United States of America,1-273-369-2526,5.0,Qvvrpogqdjhrfssmsulsexhv,U,3.0,168613.0,1.0,YCOAOMHCRRKUVCPZHROGNLJYUORINXVSZPGXLLSQBSJKRYUHQZHGJBWCDRHBGGOFDCWFXJEMJEOPPBGV,Rsoiz,M,Questar
Zup11843,736.0,tphtwnxjxosdtdtafgyfednhmcuwpjpsmrmxiaupyatednrhvamsguqb,ME,1554578.0,Cedar Rapids,17.0,United States of America,1-245-844-2890,,Ufmvvwdbcrcd,R,4.0,221201.0,2.0,Mbsegibrdcrnbaguajwfevfupjbnhecmklbfjvzmnfisjyxbow,Inujcgy,S,Western Union
MBC11844,372.0,vmkjvgnonrhpkzrtskccoknqimay,AR,,Sydney,45.0,United States of America,,1.0,Rnfeuhguisyrfedkxvzoayzfgvan,R,1.0,857.0,5.0,Qdfigjnzrmuvhowwdetbkxyik,adsaupzroy,M,Jones Lang LaSalle
Uiu11845,347.0,UIPWOYSUSCHNNUITSXKEJQWENMSFEIAHKUJQBVHNMFVKGTBNKNFPSRFDXPEF,WV,118006.0,Santa Fe,99.0,United States of America,1-211-668-4302,1.0,Sgsusnsvtbzxnslpeb,U,2.0,193278.0,0.0,Ukucmdidpkwwczrbnwvmrlknjmnhsskroof,hhwgeabczw,W,SAIC
UDK11846,378.0,,WY,3240275.0,Idaho Falls,60.0,United States of America,1-481-706-4031,4.0,Fxfvfeidusbtkalnqfjbruffhfkv,O,2.0,124372.0,4.0,Gcuzrljxxcdotutocqgohxmuxgnptczxwuzcedgevfoxvqrqoldnbberkewgxielultuutoarh,Bipbhrt,D,NRG Energy
Bxx11847,653.0,FBNQLCPCJBVXHFWIRXWRC,Saskatchewan,3416368.0,Fort Worth,84.0,United States of America,1-775-206-2837,4.0,QUOXADLDKKWJSZ,O,,309335.0,1.0,Vuyvzezrbylofsvenicamwygqcbdejgsllkqhewvypgfyftcdjuqntiojurxxmpmprqbb,Plfgtlvd,W,MGIC Investment
TFR11848,449.0,,WY,507034.0,Montreal,79.0,United States of America,1-708-928-5992,5.0,Dpapnaszcettvbgzrwrxigbuuotio,R,1.0,38264.0,5.0,svynfxcupjnpiuvzietgrhllrtpcrwawmkeyawapgiixdwjrgwuxjmbzxjaeghei,qizgjmmib,M,Reliant Energy
Cqh11849,342.0,,PA,975368.0,Memphis,54.0,United States of America,1-492-718-2268,4.0,Igzhwlmkdbh,O,6.0,392580.0,4.0,EKVMZXNWOQIXSDWYCXARXJTRJBUPIFHEUOTZRIVXLVKXPWZJOP,Gtulpsdzgx,D,Con-way
Flm11850,718.0,Dlscnluiihddedyygewvzvwecrasrvmbxildzilelfioqyshrqhggntlwtttxzlusvd,Nova Scotia,664490.0,Bakersfield,74.0,Canada,1-073-533-2543,5.0,molathxnbwgjeqlbaotmmjnmz,O,10.0,273850.0,4.0,Inuihljuqxeipvdodcaxwbbkwmkzztorbxxtfssadxuruetnlbcqpljiosjwgytbxprmphvwhttk,Gmbkor,U,Sunoco
Axh11851,848.0,Jkuimwlhgnercixztqtflcxogcafkcrszeynttsjauazvlbeteliqy,MS,453612.0,Santa Clara,78.0,United States of America,1-791-324-6110,1.0,bijrvsgu,R,0.0,7472.0,0.0,LQWTKKXVPXVFBIEWVFUPTOIJPKRVNX,cqmqxmtshxpi,W,Vought Aircraft Industries
Pgm11852,463.0,Anyvnmvvtuoixvokkgftbjhbcxqeqvabqwjkffohfimhgztmswoxxno,NV,1706539.0,Huntington,96.0,United States of America,1-908-505-5499,,xwcrdxmppzrbcrbavkskhpa,O,7.0,387619.0,4.0,Ycjxkgtgqgivcdbjtmkzzsdkdnahfnaaupugygmktwjbvzzxxxiyov,KYVUTFENGUF,U,Calpine
cyk11853,587.0,Atcibwzzydjxnybzhfjvayzkvrbkhzgmwwbcppqb,VA,1097920.0,Richmond,66.0,,1-111-936-6095,2.0,Kikzpcqcgbdtrnmvzbpbinszre,O,9.0,363980.0,4.0,ypapzskkzsqgijnklfgjjhdpedr,,U,Rohm & Haas
Gpa11854,711.0,Sfmuq,Nova Scotia,1822078.0,Evansville,36.0,Canada,1-930-383-9349,5.0,srhkbujzx,O,3.0,242336.0,0.0,ymsytnbqlcltgrhhuhuax,jwqusn,M,Fidelity National Financial
GQD11855,816.0,Bhdklnuwmofuvyimubadoaldbvvvzxtgmuztoqbwhtloughnfcnmvsxhtksdnrpumyfgs,WV,2842665.0,Manchester,88.0,United States of America,1-027-803-1459,2.0,Goudlvlspyepcskjkxp,O,8.0,276819.0,1.0,Rkqdsitfnekifazqej,,,Thor Industries
QMB11856,348.0,Aeldvdfzmyqjalusetzlqcvon,WY,416017.0,Mesa,61.0,Canada,1-798-298-0546,5.0,Atqmwymdxehmigaqvesj,O,4.0,121748.0,,TCBAROELZVSBYGDLFEYJOKPDAOYINNEYKNNSTYIHSJ,Uepeox,D,Cognizant Technology Solutions
NYC11857,737.0,palgjhcpgdvpbtvinuqpgrwxirbmdwxxcmvlkchnkkcr,NV,2674229.0,Columbia,66.0,,1-412-267-0315,3.0,VRINTOXXXZAMLOTJGPVYPGYRZBS,O,0.0,290504.0,4.0,INLKUVDFZKAZMJFGUPOUHYWLVZIIECUQUECACEMPUTNANDXNPGKKVBGHXOOVHGFRQEJVXBCG,Eirezeuarxp,U,Asbury Automotive Group
TET11858,775.0,DLMFYFEBJUHAYZOGVQDLVZMVAAPVBIDEGNMLLCIBHYENGXEVYLJUQFFNIXWBUNNLNTENDKHCVVFV,VT,124118.0,Durham,33.0,Canada,1-039-284-4737,4.0,Iqoqfc,O,7.0,,3.0,vefbhudkbdlvun,Buegtcgfbg,M,
Sef11859,713.0,kexpiscimbotducermdhgdbrawfkynuhijtlhhceitntldvxpnbjykgqordhycaobzmkcdxnvpjcf,MN,3370188.0,Seattle,94.0,United States of America,1-951-791-8170,0.0,VXDCB,O,,99217.0,1.0,Jpyxcfppyjbcjeibcutmselhtknstcnjedocaguhvtnbokjmqcxwixxifycchcq,xpxuyqve,U,Dean Foods
gxc11860,568.0,VIUTCYJOSCKEWPXARHUVZKQJAMOSOTRPPJYQENMKOPMPMJOACGEJZGXSLJZQGOYQLLP,PA,1483908.0,Beaumont,96.0,United States of America,1-725-958-3148,4.0,Xccvonztsmkfpyikpiqkdyuaacovgh,O,,410806.0,0.0,Huhvclreonpnctpewjveluzyptlvewcgnslppaq,Urgsdkocniws,S,Chubb
Rcq11861,478.0,Cggsjsmtcsecjfqhzofonayzlxxepabd,AR,3944436.0,Palmdale,19.0,United States of America,1-990-291-3645,0.0,Avcrqkbns,O,10.0,235288.0,5.0,,xqdkxra,,Huntsman
JRS11862,472.0,UAJQLCMSWFKMOYQOWVWJDCVQP,GA,683419.0,Costa Mesa,31.0,United States of America,1-345-215-5664,1.0,Yolineilkcdgpraalobalt,O,4.0,204565.0,1.0,Nafxfpjeotdqvgiwurlflcdrdqxtiybptyaulrozizrgrktgpilqffewvceimnrwocfawycusuwrdol,Qdntrhy,M,Textron
gng11863,638.0,XRACAXWROETCHXGULQSKTYIGZ,ME,3752436.0,Torrance,91.0,United States of America,1-170-375-0404,,cappwrbjzoeujf,O,9.0,416378.0,2.0,Ggfqhleztcgugwlefordydcjcgzhvdgcutgriqvgqpbfyowdwzzdwthhhsxmzoiglgreupleewsu,Nyudjmqet,M,Nacco Industries
Hpl11864,317.0,Bipdwdemuwlkbdvvdttlpjbmxdofuhkarlupkxqwazfuugltvujhuixegpli,VA,3811148.0,Lubbock,,United States of America,1-457-612-2094,,GHDVMSFCNMTNPJHQWTCXPJFARCQTEP,O,8.0,169207.0,,Ykdwulkaduwvbadueeyurejr,Otgerheeqgo,M,Circuit City Stores
Nbv11865,805.0,xfymihxmkfozwgqjbozroeoumyqmtup,MT,2622125.0,Glendale,3.0,United States of America,1-155-359-3880,3.0,GZPFMSGTTWA,O,5.0,470903.0,5.0,WNSEATQSTZYCZTMHAIJVXXQNG,Nqkfo,S,Guess
Amt11866,549.0,edltpbqgdazrcupiydcmqxuboqjvegugjpbohepgmwrohhjadqzrofysuhxdbst,MI,2108308.0,Alexandria,21.0,Canada,,5.0,NWACGSSBGVRLAO,O,8.0,223682.0,0.0,SYPPDESAVRMZBKSLMPMILXJTJQCZAXMOEAWUAIKIRVYLPZXKGTFIIOQXSKO,Uioplkyorz,M,CenterPoint Energy
WBA11867,509.0,Lfxrobndwofvwpwqdatsjeuhsi,KY,3588182.0,New Orleans,33.0,United States of America,,1.0,fltwppdjaumjwgadsuntdnbtst,U,9.0,136570.0,0.0,Epkosdlztxaiyemkneavgnxaeonlapequwftoxtzjvangxtjvszrnklspuc,Cnaltebmqcmv,M,Motorola
muq11868,818.0,cpgzbepqakpezwokupduriudnbnvxjgcinbvibmhupicoyhjeeeudbthpyvhqmnbtfbw,HI,2828088.0,San Bernardino,54.0,United States of America,1-115-940-3602,1.0,NHWJFJCUVXCTZVW,O,8.0,461922.0,5.0,vppajapcdklacignsgcilorjqhkodqwivtpijmjdwskfqxvtrawhlpclzgjndmrfjds,ONREJNL,M,Zale
zhz11869,706.0,Kcfogp,OR,3011243.0,Tallahassee,9.0,Canada,1-328-539-1087,3.0,bvzguvdleddvncfgehmdctpiwgvlhl,O,5.0,53883.0,1.0,Armoujyetoczxbxyvxrulbmuvvkbehhpocr,OACTBNCTWBYS,U,Rowan Cos.
Jdg11870,837.0,OUPPMBCTDQEIPTMOMSAAGGXDQAWBBTRAYBDTKYWLHQBDVUTAKTVMZPDJ,SC,2920332.0,Irving,80.0,Canada,1-761-955-1430,3.0,QJLJQMOFVVREJWDVICGLOTCXW,O,6.0,264226.0,5.0,Illipvvynexcrtuauetlzfwxjfiuszimmwmelk,,W,CMS Energy
Wkm11871,395.0,Znobxjidqbofgzimqlh,SC,3478166.0,Corpus Christi,82.0,United States of America,1-246-348-9582,4.0,Aeidwhatcicdbuznjumlsfh,O,8.0,300137.0,0.0,CFGQAPKFWTYAJPOQXEJEPAXOQRXQUPCE,sycwhwopom,S,Bio-Rad Laboratories
UAJ11872,402.0,PSQELTFQIDMAQWYXSOLSMCEJBVQFWUTLRTGPEXZEWQKJQBMCZORUGFQZL,SD,1117313.0,Independence,81.0,United States of America,1-745-767-0916,3.0,QJWROBIANTBHTIGVPNV,O,9.0,491463.0,2.0,gpfdzblwabbtzanohunwebeqhnainpxzidvtmooeimpvyeinwhecgigzbkfdklaolmpqdkudk,,M,Sanderson Farms
Wdd11873,412.0,vknvmxuiuabiqbuaywdfhzasnjvchgibxywgazjqyphmpnqxvxeglg,AR,1885720.0,Livonia,,United States of America,1-756-670-5350,4.0,QRTLZAXHTKROCPOQYDPKXMB,O,,197578.0,0.0,GEQFIIUGB,pitjwvgafqil,M,International Assets Holding
Bxi11874,407.0,kwpomvhtrfrsabfwjfhhesq,DE,3759643.0,Sandy,93.0,United States of America,1-744-691-4055,,vdrwpleumfphsfbjtuqk,U,7.0,48106.0,0.0,IOYKWJORJJGDPG,ZEXLGZIDJ,W,Henry Schein
bip11875,708.0,Xwidpvulaywnmgnmtyxuxwvvugmltgahxldtdksxuba,IL,3305929.0,Vancouver,,United States of America,1-157-998-1405,0.0,WXNCGPCCGHQBCGLLLWKU,O,9.0,79468.0,3.0,Fsnsxxrftbnrfnlkozcjhljqcvvfecfiitensasgvlpkaosrcdwssgkdxliljsihg,Exiwu,S,Ashland
Uvt11876,469.0,syryaohntxwvjpyptvotjbikycupm,Saskatchewan,55092.0,Billings,51.0,United States of America,1-233-553-4423,1.0,fpjtznd,O,9.0,179564.0,4.0,koopbfieleemahwcixxjbigstjwrsxcxjtcjjidatiq,ULRJQSMVX,M,DRS Technologies
Bzf11877,368.0,aislfvinhnbahylyggrlxgcprolfweqvgtbxbcwnbmxtiallywyhwzjivgqjjvxujw,AZ,1663345.0,Oxnard,10.0,United States of America,1-504-669-0578,0.0,ipqthksmvljftliwkxahplfpxrx,O,4.0,84431.0,1.0,Jimvqdahppoftidzdmtywttdstendzkchezojwomttrvieafjkueilvwowe,Qdgkqtmq,U,Brunswick
Smq11878,818.0,Wdziwkljnvsmcnhnvsvhvqzjvauxcnlatewmyvrwylgnbsdae,TN,2164759.0,Milwaukee,66.0,United States of America,1-775-929-4479,3.0,YOXHURTNGLIGZLSDYMITONCRE,O,1.0,198031.0,1.0,Yknxoyzwubkhawrzuyfrjthhvdwglgzxundhsseotevkoatqluhta,doptg,U,Sonic Automotive
WFR11879,734.0,Xmlrberanrwlbrdrmzpwodiyxnofsnrfboiieasuqhkjpldbqdoizykfxeudmbd,NC,3751899.0,Colorado Springs,89.0,United States of America,1-546-397-4773,3.0,zxntkmllufjftzmptgglvbcxdpxe,O,6.0,211503.0,1.0,cxptuulhbqmbmclapapqkkrhpvezkdvdshoiqujmhijcjswcahhmsppsp,YMIPETADSBL,M,Mutual of America Life
qxh11880,694.0,FIDXWJPWAJFMHSHTFKFATOOPKJWMAGWMRGOYQXVHAIDSJRHAOTDQBIJ,Newfoundland,3059023.0,Shreveport,90.0,Canada,1-386-120-9466,0.0,Jbgkkiinzryslgyspkrzjvpuwf,R,10.0,283419.0,4.0,Oiweuavgvnkonabnwpkjtpvsgeqcwnqcuwcandoktkmqrodqgahbosx,Xlridqwfdpfz,M,Boeing
Ztn11881,751.0,MYOPNPFATSFFSDCJYUZESJDVSULHNELMOG,KY,1514950.0,Biloxi,25.0,United States of America,1-561-218-1599,5.0,CZDPFIZNVOYKQXAR,O,8.0,442434.0,4.0,Ipoolekqwxazexsdbzoxqjiwuejfpguuufdzbvtlwdbuixteleyuuigqknie,Okfaydkue,U,Wyeth
Stj11882,472.0,Xhzklvrdiutozsvvcvgtmp,Quebec,723215.0,Ann Arbor,57.0,United States of America,,5.0,DUEVFIZOQ,O,8.0,450094.0,0.0,dcubkxeauvssygwvdsolqxccmthntcasdwtwnzkljlbt,bfablbwhtg,U,Harley-Davidson
Xao11883,390.0,Zommflmlnkkpeapnwjaaqpgdjytqrfluhbcyxndhehmravllgyrlskcmz,TX,2958937.0,Paterson,84.0,United States of America,1-655-397-7448,3.0,nucjykpqrzkxuggwdcehncdcmq,O,5.0,19525.0,5.0,Ggpcjvvibtgyewemoodlnhxnckmctxfjbfmvwgvmkwnpwthnucvpppcggbxafwdgx,Hgwsjn,S,Kansas City Southern
Lkx11884,447.0,rrdhfcvxxgbnmejppdaprcipgbbyzawdawxuvalhsnrkdytfrkescgjicehsaksifuhuliimgehsu,Newfoundland,2793897.0,San Francisco,44.0,Canada,1-494-144-2665,0.0,Hzboycarrkbtrymij,O,1.0,57522.0,2.0,qkornikvnaoyylahxmtvlsqzuurlhb,fenfhxc,U,Beckman Coulter
Pvy11885,540.0,Zwzvcwth,VA,1298425.0,Regina,46.0,United States of America,1-501-912-7505,1.0,gstnytf,R,7.0,88927.0,0.0,Tfufpfvtxlqadqjfiwgbfqqxfirnabj,Ccnpfxlwi,U,ServiceMaster
HXE11886,845.0,uubietrqqwtvxrlorjqhcwmlqlklrricxi,CO,476940.0,Vancouver,65.0,United States of America,1-485-729-8431,4.0,FIXEOQBRDXVWVTRCYJKSEBC,O,1.0,7326.0,4.0,Mcqgkiqwhpwihndqhdmjwdxpzaksazjlkf,qkleyu,M,NuStar Energy
vbw11887,,,Manitoba,1154007.0,Dallas,23.0,United States of America,1-573-227-9066,3.0,mfqjwerqpu,O,9.0,93734.0,1.0,IHNAOMHGFXEXPUWG,avztfamkdwte,U,BMC Software
HAG11888,669.0,NJZFPJJARZPWDYJRAWZXQVXOGEFHIRQNZUARGY,New Brunswick,2652182.0,Tucson,7.0,,1-067-370-8300,2.0,qytidunjenlh,O,9.0,336477.0,2.0,Mtrxpcozezmarsmmbrahcxaitcvdmzwdmxatgflvw,Lamdlkfpti,M,Enbridge Energy Partners
KWQ11889,355.0,Useouxkejgvf,ND,3905255.0,Oshawa,,United States of America,,5.0,Stgnyrudjfkmlyrkvpcfifmonfuq,O,3.0,446159.0,5.0,MQAHUTRWSKOCVJUPEUXROCGGZMRNANQJHLJKTFFKOTIRNGHDILPIJENFGSMWJYCBLQGYKRJAQHG,FOBLNUKFKUPW,M,Iasis Healthcare
VCT11890,535.0,Dlpqpcgdjefxkocqcyhdahedrhljyyknklvwmmrrttdtwwmmmslckcpjijvnzeyznnivmc,NH,,Washington,22.0,United States of America,1-872-820-8056,3.0,islsvowwmzywfkolfqmwzbmsmhgf,U,2.0,354442.0,3.0,Ikgotlenljrlcjuzrvyyssdakqnqnrbpjsmthohnigcjyznfivwzm,Jvhhnpqdempo,M,Darden Restaurants
